A,D,N_step,S,S_noisy
2.891132679074638334e-01,3.481675794488952533e+02,2.668485541894214830e+00,7.390956178075611116e-02,1.772868822677625966e-01
3.268809690155851513e+02,4.075379480205382521e+01,3.473838388562588531e+00,1.927104580880256179e+01,1.935479999446273425e+01
1.575271963700099587e+00,4.390756780860070876e+02,3.478175745745653025e+00,8.725318549043874494e-01,1.094006391418948620e+00
9.631999876491849477e+01,1.966667774265666253e+02,1.050931029239853931e+00,4.130855661139057666e+00,4.098581282593064756e+00
5.616494616444700796e+02,2.886849029877137696e+02,2.761686349809926444e+00,6.327044424132537870e+00,6.144455916633873471e+00
2.627840309994564638e+00,6.712768283674863312e+01,5.818529963267793370e-01,4.269553249545235296e+00,4.072692820390892976e+00
5.314051580542708280e+02,3.318527599039230722e+02,4.547211577920745595e-01,1.321619845792173509e+00,1.485048311483007311e+00
3.379871980119643240e+02,3.471599549506272524e+02,3.460983706835143892e+00,5.392286492615682825e+00,5.413778465449250454e+00
3.065286883569836585e-01,2.270025824773077545e+02,2.500295683816082359e+00,1.470165241147159130e-01,2.162543121742740437e-01
3.245844519460966415e-01,2.628585200405456703e+02,3.545133430131107488e+00,1.779557752743420873e-01,1.541276612602043850e-02
4.026386836142383459e+02,2.968882444827164591e+02,3.016419038289105181e+00,6.131689917677593193e+00,6.159929408415560026e+00
2.248271042634737569e+02,3.402324674090501162e+02,1.794564716293155504e+00,2.852338324591284113e+00,2.896156132617017320e+00
1.984678054503801548e+02,2.274334077684413558e+02,1.988683218738747094e+00,5.612896365009483191e+00,5.736229468306246915e+00
4.649666625538618803e+01,8.201721658792327219e+01,3.564574442039514235e-01,6.999208261015142263e+00,6.706885461155939865e+00
6.794414515517065638e+02,3.525039780278902981e+02,3.839945749257610785e+00,6.592916695209509292e+00,6.439477215298665236e+00
4.865809847878745487e+00,3.291837577364569256e+02,1.198493595051234983e+00,9.113142124551738554e-01,1.257154834240174379e+00
1.883144165143897908e+02,2.375680706463184038e+02,2.604978298656221991e+00,6.264876252037337778e+00,6.186285987707744738e+00
1.251700265042163522e+02,7.953581191321123356e+01,2.547587929336160073e+00,1.276162968541264853e+01,1.274484449360147664e+01
5.559002558749003953e+00,6.101859471487508557e+01,4.187747721510332033e-01,5.606911286755845936e+00,5.527234412598427404e+00
1.471224674857944281e+00,2.665488270022771076e+02,2.172141150086869921e+00,1.193262806812258381e+00,8.939186755530530437e-01
2.881299014386215496e-01,9.886019189047328837e+01,4.492326614979283761e+00,3.179617764399721991e-01,1.028177462304880330e-01
6.480380978796316640e+02,1.702074228749966878e+01,4.610249454804382196e+00,2.429291600390646266e+01,2.436705670514642819e+01
1.891243620435144237e+02,1.557407390224626624e+02,1.309422996348336143e+00,6.936860725718175580e+00,6.802444073271045610e+00
9.384430662453370076e+01,2.114224929784931817e+02,1.961033457758669662e+00,5.253044067515661553e+00,5.658471070096733335e+00
1.013684147062644092e+00,4.016404713139821752e+02,3.018517538563631142e+00,5.675162320982637398e-01,2.678796767580480243e-01
1.907381587244954346e+02,2.206555707821391650e+02,2.142552271617636617e+00,6.051099155149349151e+00,5.662628567192270701e+00
6.094436509707031879e-01,1.190535173649826532e+02,3.133307561229842442e+00,1.067809279482691887e+00,9.894158000782271589e-01
3.476722975004398108e+01,1.173473689625775194e+02,7.459125744791234025e-01,5.486659894087751788e+00,5.244749832383277521e+00
4.451751305500694644e-01,1.272254338918885566e+02,2.429893305012908122e+00,5.288334980772807503e-01,8.049660985509370370e-01
6.468856280567663042e+00,3.919717377034828019e+02,1.746588648297332513e+00,9.527064014789553559e-01,8.674617422938413203e-01
2.781481190989330088e+01,4.649067642295215705e+02,2.559070207132454478e+00,1.419477418859515616e+00,1.522748413253784738e+00
7.526882203238911018e+01,2.934074519802607028e+02,2.693696196660371633e+00,4.102313620720127396e+00,3.818603493536885551e+00
4.674424454481305702e+02,2.520463058825335168e+02,3.287776500540636082e+00,8.113997999972159647e+00,8.246138167208366454e+00
6.781653150101207075e+02,1.122792952381084177e+02,2.851069625602287161e+00,1.506368014662237087e+01,1.519039675514574128e+01
1.102003703642536578e+02,4.149310965669735651e+02,3.348062797169303995e+00,3.192683043694476197e+00,3.439358148156672179e+00
1.513106232045734745e-01,2.869339872566813483e+02,1.526389349855949984e+00,1.575416165584873560e-02,5.837252459992774145e-02
3.533441178196022214e+00,5.065501075458528391e+01,3.899566689455568280e+00,7.537911943493782907e+00,7.639819607442840166e+00
8.043148495111105944e+01,2.941637229762528136e+02,1.613058087358899551e+00,2.756429470177804930e+00,2.788325104798790477e+00
2.971807981138320542e+02,2.043029720532007900e+02,1.113835002539630414e+00,5.033194659840844132e+00,5.216518535145324265e+00
1.228857862198135531e-01,2.318403959375011141e+02,1.659197587732400558e+00,1.509117547991132950e-02,-6.906121790847752351e-02
3.962517033112914255e+00,1.745775229940663564e+02,8.046408046059588814e-01,2.093428181330091231e+00,2.200669893995085946e+00
5.509930515964259712e+02,9.167674130416925493e+01,2.579194197362568719e+00,1.562446145634418393e+01,1.550888664005201534e+01
5.134154909875437625e+02,3.526712211640951864e+02,3.997205504543294152e-01,1.032998864644624870e+00,1.172510485300946925e+00
3.440173093933632344e+02,4.930637247485258285e+02,3.996632629984901541e+00,3.631168599109039885e+00,3.573911433666896897e+00
4.097600532003589646e-01,1.592362432362076596e+01,3.490887785288252498e+00,9.033059246686324650e-01,7.714740573754114150e-01
1.941194127284335602e+00,3.069280446574942403e+02,8.445687782878091854e-01,5.523709415045899851e-01,4.147359307435696252e-01
5.150830730250479519e+02,2.262285135256174158e+02,6.887464763260009448e-01,3.771891792086475625e+00,4.064143744812797721e+00
4.780036350860407879e+02,3.111263268714373567e+02,3.913831000793700277e+00,7.308501063633558559e+00,6.994911410484081493e+00
7.158182120397381141e+02,3.440820305832674535e+02,2.047464687604610978e-01,9.173288565871098310e-01,6.187689542295569112e-01
6.306115561770420896e+01,4.067722554399633594e+00,1.465101328004461578e+00,1.695097820635860586e+01,1.707635900651749239e+01
6.925181442260434039e+01,4.229845948589696150e+02,4.007974356018917383e+00,3.391687172636256076e+00,3.190445064350816207e+00
1.020823804792793554e+00,9.711514717728452695e+01,2.828848024660968186e-01,1.371438597717451024e+00,1.276148476208365024e+00
6.938389643164519782e+01,4.090585733352931470e+02,4.712745733600630871e+00,4.178017069062582856e+00,4.077253745863414380e+00
1.129160731568577214e+00,4.466073555304137130e+02,3.583636108365068296e+00,6.425582676349074207e-01,1.096422367766546557e+00
2.334158657808796704e+02,4.426958459496333376e+02,9.190659185230831696e-01,8.002393401326420852e-01,6.635787501180799852e-01
2.627912512240400034e+01,3.429483286565914000e+02,1.030579306927463357e+00,1.107899548542295109e+00,9.614298266294543094e-01
1.361515911821209235e+00,3.498738852192172999e+02,6.523141436876339627e-01,2.535472063109296403e-01,1.736825913068223703e-01
3.928317488908174560e-01,4.978148639409623684e+02,3.962730292052431658e+00,1.124885578733775399e-01,1.568724825228580144e-01
3.143962481593639557e-01,1.435814312835331741e+01,4.579387212302192367e+00,5.451300093833452154e-01,6.434026410843497468e-01
4.096115767470496771e-01,4.218334789152571034e+02,4.830330462225978394e+00,2.006716898022292694e-01,-9.533255984678606909e-02
4.619371835606793866e+02,3.093059778388377481e+02,9.628748902434119961e-01,2.419624214739488188e+00,2.507330138878158809e+00
2.985593963474124646e+00,4.751460595256371562e+02,4.285436130115957809e+00,1.393976877356976951e+00,1.783216049847610618e+00
1.852841149495036177e+01,4.577906607030724331e+02,2.819580431939139320e+00,1.505430785701005192e+00,1.146627885793551682e+00
3.873242053689490150e-01,4.528922757792391707e+01,3.038789442381439887e-01,5.127363926795724947e-01,6.266698486550846825e-01
3.862293172658147569e+02,2.993819274153170227e+02,1.123149559779395013e+00,2.789454878776300717e+00,2.942133244253762214e+00
9.289844356315264804e+02,2.216555837008187950e+02,7.224306722860701635e-01,4.466948453532931573e+00,4.496711145805564414e+00
1.145502681233228159e+01,1.382372194388100013e+02,3.634760538118033679e+00,6.754607272900997827e+00,6.714297492009722923e+00
6.308908665599525420e+02,8.702503809715462069e+01,3.760202025100951584e+00,1.793529773537842331e+01,1.746312798686753354e+01
7.593721232961744363e+02,4.426670580228547891e+01,4.305645350720983977e+00,2.239839651260588127e+01,2.263725743801817814e+01
5.042207045174215807e+01,5.240037256991475800e+01,7.182581534193255290e-01,1.032372951731872135e+01,1.025772946928695184e+01
3.730182930933078622e-01,2.366688453629388675e+02,4.144223752999788069e+00,2.930283052305507896e-01,2.506705884586739597e-01
4.370185111370382458e+01,1.148189224026677238e+02,3.006757879862067107e+00,9.188085920343139534e+00,9.432458256285347176e+00
5.366845310237972067e-01,9.335582564975759112e+01,1.124187624976760169e+00,7.223593276157391774e-01,2.531502558578477835e-01
3.809289685022113758e+02,3.774929100156018649e+02,2.245597413007358156e+00,3.217254842442815121e+00,3.202492353436066974e+00
3.686098524918994030e+02,1.777972695769797085e+01,1.017517554372576738e-01,1.918915537787787429e+01,1.930724421321330198e+01
5.274556685399046652e-01,4.703587921252185424e+02,4.821244489260141819e+00,2.722444087721055395e-01,4.151335727969908129e-01
2.599516922626520898e+00,1.384270513029889287e+02,2.337556485589909361e+00,3.662428195360072802e+00,3.783168466018441478e+00
5.421264585941882785e+01,7.137578284396539630e+00,1.732717846165654940e+00,1.618926482176310344e+01,1.659612447193251938e+01
9.127250563686519769e-01,8.561891543357386070e+01,2.769214361647823530e+00,2.229112241047323195e+00,2.284863851581203420e+00
2.348399345669295997e+02,2.843798227001417445e+02,4.452844422793521773e+00,7.729624282758917886e+00,7.932415179618032219e+00
1.071045563178523707e+01,3.900019889366213306e+02,3.542833178926710236e+00,2.273654349920180451e+00,2.427289364198064625e+00
3.878227346336374382e+01,2.332394418024725269e+02,1.004657812397446559e+00,2.568312458922059172e+00,2.271382962681197437e+00
6.608246137741727644e+00,3.607517374765112663e+02,1.493046690725750025e+00,9.859684584916084127e-01,8.317214898368963105e-01
1.709032656663725334e+02,4.673819884859629497e+02,7.959955232641940936e-01,5.475963081806265453e-01,9.637089119012260952e-01
1.464686341053049716e+02,2.846854971561961065e+02,2.485349316413796306e+00,4.590462597660536659e+00,4.535664538071070062e+00
1.647978368213996418e+02,3.447884063796124678e+02,4.331803790537291476e+00,5.729068904781315474e+00,5.715430997329606022e+00
2.888424948943728587e+00,2.582481638720103092e+02,3.573659342839630160e-01,6.566135610429735259e-01,3.929188922962090769e-01
2.696010922273291754e+00,6.910227135391022735e-01,4.866377618858540366e+00,8.557719850144634322e+00,8.488866554847728452e+00
9.345106037951894651e-01,3.951429965216024698e+02,4.198268515725554373e+00,7.433215093491171155e-01,4.804560663065663983e-01
3.963541739692576584e+02,2.312300783809685925e+02,1.122004336446995598e+00,4.438565739780747421e+00,4.316570648973119262e+00
2.951102459796340893e-01,6.079176467966201614e+01,1.761695829616860109e+00,3.257607797359946544e-01,4.363005082513059518e-01
2.638103862284527867e+00,3.825665870623085425e+02,2.965114426899754463e+00,1.278120722789826802e+00,1.111723976435501138e+00
1.368946932908051695e-01,4.548313924578889811e+01,9.297695879462120061e-01,6.403326696897788939e-02,-5.908099792306878428e-02
4.200785113641934032e+01,2.903370775045099776e+02,3.908110049805437303e+00,4.919280307973949995e+00,5.186713471197512249e+00
6.899510743846966534e+02,3.253108391899916683e+02,2.801312508951406155e+00,5.642129694513491778e+00,5.736050489093694082e+00
1.389805000065952356e+01,2.643163239518702881e+02,3.487979768499020583e+00,3.993675039051336473e+00,4.096734951655606416e+00
1.378561671348103035e-01,7.935180858255563408e+00,4.946788073885670656e+00,9.708802167301310015e-02,2.958419187473934064e-01
2.574524566015797156e+00,4.666136513089579125e+02,1.906632998642258769e+00,5.053926773324373123e-01,3.950114393343440167e-01
4.434753586485453525e+01,9.251700772767840419e+01,2.315528280279877116e+00,9.555885384038598218e+00,9.477648236117738989e+00
4.424560043291653200e-01,2.864666572028779115e+02,2.220139264696760151e+00,2.018033616509756489e-01,-2.100630795504906112e-01
1.199081476955783643e+01,4.246272506562470426e+02,3.493412001396430266e+00,2.001565843281802870e+00,2.148107450711710165e+00
2.241935704905944515e+00,1.724522601382629148e+02,3.364348778891285363e+00,3.385136134402669139e+00,3.343554903258501465e+00
1.513509386785552302e-01,2.274687168598016456e+02,7.938331052278452260e-01,1.574539531612434429e-02,1.473164170033719293e-02
1.358187187380383705e+02,3.137177467164119662e+02,4.653220954679279764e+00,6.494708853214970823e+00,6.276553528694300610e+00
1.445110305476449364e+00,3.421740693918425222e+02,2.960203482838059230e+00,1.045775602350112354e+00,1.169595168428527732e+00
5.310982865281947962e-01,1.906222251457853645e+02,3.139435677643378053e+00,5.909744165602326404e-01,7.161332910278267461e-01
4.262970091532382355e+01,3.641480562852553930e+02,4.854365750410603475e+00,4.506810622104223896e+00,4.542978064910537128e+00
5.757816722129552645e+00,1.821026270407321022e+02,1.370087061179350307e+00,2.826845974076715784e+00,2.508891338507026614e+00
1.986183067374875488e+00,1.608813479259122516e+02,7.321323872833446211e-01,1.661616142089833659e+00,1.492984638599001324e+00
2.578001300595874623e-01,3.168505161326709754e+02,2.949137587331494004e+00,7.418599844013333555e-02,6.716209889043317505e-02
8.928509203338390989e+02,9.684972827522098271e+01,4.675221211334506854e+00,1.927669576754507119e+01,1.910915088026452580e+01
2.363462328263159051e+01,3.666202095335021340e+02,5.163128663642718719e-01,5.518152592592565631e-01,6.289089691956160078e-01
5.931811318648665399e+00,2.947415491334304249e+01,4.197450379319195291e-01,7.961116429412779638e+00,8.162206531519290209e+00
2.225742283752530426e+01,4.457774043239604467e+00,3.515415147282274777e+00,1.416022957460981679e+01,1.400905090785748897e+01
6.505178484120794025e+00,8.078200576100481101e+01,3.083170712779433220e+00,7.396765467885283662e+00,7.360420965333787535e+00
1.435724805121724614e+02,3.329508709638590744e+02,2.070726550869213867e+00,3.078828979884950634e+00,2.941700883938356270e+00
2.914109525489027419e+02,2.645981390128368957e+02,3.749991353867066834e+00,7.707104377463049438e+00,7.913279241245822604e+00
1.616222956887307660e+00,1.972295208610083250e+02,4.937034040936515211e+00,3.021653805161020223e+00,3.200964389727958270e+00
5.278532610601502029e+02,5.858686406439006333e+01,4.408616205978033165e-01,1.414130502071079043e+01,1.467362602505240332e+01
1.516798719523213546e+00,4.716071964737508324e+02,3.118729915114963447e+00,6.498920829632773843e-01,6.513155316979819531e-01
3.503467892380288617e+01,1.096175651472350268e+02,2.307084000185778194e+00,8.280858929785157585e+00,8.094055570467192595e+00
5.924941364619760407e+02,2.321644581113989148e+02,1.725951022490569420e+00,6.162764576949724571e+00,6.244689034889835177e+00
6.170052544257953997e+01,1.053359658719630261e+02,6.227937891230939105e-01,6.530073920062022808e+00,6.483595548028277200e+00
1.641043718767571657e-01,2.321987150565987292e+02,1.938673724064560178e-01,1.095812171168601690e-02,4.920437969303819575e-02
3.069048222183131713e+01,1.840679518941896049e+02,3.321567737400151099e+00,6.478269309774819185e+00,6.727077335702084326e+00
2.656931328108172465e+02,1.724784771443180205e+02,2.164463697112238183e+00,8.397517835951257226e+00,8.340603501095275263e+00
1.623029718972367752e-01,2.299279516524103713e+02,2.008298907726342453e+00,3.206918432644410150e-02,1.767277974796349072e-01
6.354032929361352888e-01,5.556584585047696834e+01,4.054945353994819257e+00,1.662250797844237349e+00,1.239051345128136639e+00
4.369321238176304689e+00,1.050233030334244972e+02,1.673616258042559535e-01,2.975744631316860289e+00,3.187585623194996387e+00
3.615687115199803348e+00,5.343383501031723171e+01,1.053363653938671485e-01,4.914137294184861560e+00,4.941289178836434814e+00
8.374358073207972666e+02,9.862247180533928770e+01,3.018998343243671112e+00,1.692563189533801804e+01,1.687812914749431670e+01
2.204742511585330855e-01,2.585102759438591420e+02,1.416383057930976186e+00,4.063756286277679652e-02,-5.895307056262849565e-02
5.104744138388257468e-01,1.449294570039189125e+02,2.194417365445650248e+00,5.867841672216123072e-01,8.706514905587945385e-01
3.410670513226314426e+01,4.863979287785608676e+02,2.651379284523476709e+00,1.404923291382795369e+00,1.304280209562398429e+00
2.811256674057016069e-01,8.753538478370087716e+01,3.695348633513033221e+00,3.010028989157543244e-01,5.553668138114971065e-01
2.954041070883008047e+01,2.819076527143972157e+02,2.633098073176658449e+00,3.510753326942926300e+00,3.410223734095324311e+00
3.342241112480178344e+01,4.653902177079481817e+02,4.295243683862236317e+00,2.697642120205523852e+00,2.707871079521296576e+00
1.617025913558295258e+01,3.327813043959232573e+02,6.416082427583252867e-01,7.603953432406244106e-01,8.325994607762658983e-01
4.872279766089807396e+00,1.069609134923986176e+02,2.332864577972197484e+00,5.483513087605057734e+00,5.889731592103971458e+00
7.507049291399736646e+00,4.973783517311982223e+02,2.856908732492015268e+00,1.038410410116314075e+00,1.089725854190805254e+00
3.028449118404500151e+00,7.547538364320710969e+01,3.668781176031442826e+00,6.287097792768605586e+00,6.336038089357946212e+00
3.547644971184660712e+00,2.700758691355284782e+02,3.906923794691401053e+00,2.964490102311060582e+00,2.952858553637813799e+00
2.465562055708282241e+00,4.470166436962702505e+02,5.029411788492693658e-01,1.459549806425509688e-01,8.756261915535354379e-02
1.673693437011830376e+00,2.604520331827910695e+02,2.551738145058001894e+00,1.540750468252404914e+00,1.421489463449041812e+00
4.895711564173421126e-01,4.792108690506292987e+02,4.772840012830014800e+00,2.282113573973267306e-01,5.920161601785219885e-01
1.774018253234850206e+01,3.921618730934682162e+02,1.834026547221662140e+00,1.276344132235507578e+00,1.572549607990115339e+00
2.666055666927989165e+01,3.143223354983315971e+02,3.976557410187020469e-01,7.655936988738584192e-01,6.304369344670827102e-01
1.514065147029183045e+01,2.972002771132258090e+02,2.045246420189977599e+00,2.295553125614851808e+00,2.330155191900143752e+00
1.077002350595138225e+01,4.227927858030116113e+02,8.512005399151079121e-01,4.360519525380667782e-01,2.032202687636854577e-01
1.752372078970265079e+02,1.366392585361691943e+02,3.570251863947921489e+00,1.147001065698801447e+01,1.166087644136704959e+01
4.486824922069734498e+02,1.429527579066108842e+02,4.845965903602466263e+00,1.477865706085865938e+01,1.491878469687538455e+01
1.776545606748487494e-01,1.008162996293092135e+02,4.304913026066693682e+00,1.115730086775277852e-01,1.368927817909312006e-01
4.182484442243442402e+00,3.825690202704669787e+02,3.525353799629444840e+00,1.817784436688308913e+00,1.659213237616528502e+00
7.602160977137888409e+00,7.178010201233148280e+01,4.972346472171714105e+00,8.872380857489268635e+00,9.028479491882839270e+00
2.488617223645879228e-01,4.705753500478887190e+02,1.531827491558565679e+00,1.504450735908541975e-02,1.414203573620316512e-01
2.146688706094855625e+00,4.072792520742813736e+02,3.246683906396953034e+00,1.135264283286091747e+00,1.102421731393703475e+00
4.687701295588968087e+00,1.183342388569501082e+02,2.736223474901622765e+00,5.382955746812831954e+00,5.533453855942850552e+00
1.452674886819201039e-01,2.201817326408004192e+02,3.023419619474291054e+00,3.497138976815142297e-02,-2.308005739430323000e-01
5.375201328051913308e+00,3.809310066185423125e+02,2.250760370524572007e+00,1.249730866480515346e+00,1.133021746438959809e+00
2.558063785930416167e-01,7.937360518709162704e+01,4.719023496473314871e+00,2.722816823626912353e-01,8.502645778342587946e-02
4.195551651995050868e+00,1.246211647661473165e+02,7.138940916446290252e-01,3.120383580442200433e+00,3.146133396582703856e+00
6.251495760053100703e-01,2.051319109998552790e+02,3.674114448187784543e+00,7.999086583414146689e-01,1.136413781368820652e+00
2.552528193564436165e-01,4.263815889855903265e+02,2.773529512839754130e+00,4.083911561708463561e-02,5.343046102402076308e-02
1.805432693293887170e-01,1.368241790041889203e+02,2.190328845012310399e+00,7.448844090248929461e-02,3.047569824793635584e-01
1.144895893085367611e+01,3.666091859156394435e+02,1.255122254269267934e+00,9.275359641859303172e-01,9.240283744820576572e-01
1.027482858291559470e-01,3.820324733517892923e+02,2.105956794100907636e+00,5.155842297159481807e-03,-7.337246382490930641e-02
3.880840390168326159e+00,3.810121645067438862e+02,1.444146813311102395e+00,7.190883053420136228e-01,9.243356686741255324e-01
1.743255398313135474e-01,2.198670598679347421e+01,4.716140824851152047e+00,1.522816136947830745e-01,2.633470208720646299e-01
5.677018956145388273e+01,2.450196036108859232e+02,1.357364679281581221e+00,3.077563608605175194e+00,3.363821801137151457e+00
3.953986382949751288e+01,1.588419553035021465e+02,2.396081157428457509e+00,6.569874236232871922e+00,6.767060451711953917e+00
4.111193346616295874e-01,1.362255740578721657e+02,4.589084598853382602e+00,5.603742427016926708e-01,4.001389908637339454e-01
2.851796879808348617e+00,4.063988626662710999e+02,2.053735532202877856e+00,7.966096772957922401e-01,2.892535647427518786e-01
7.861334967777524696e+01,2.926205872351967514e+02,2.834260422689259151e+00,4.323773655315993558e+00,4.353310061668153708e+00
3.251829920908510529e-01,1.056634039929330555e+02,4.670651209121283287e+00,4.006881893781866211e-01,1.673787023407901087e-01
1.783580270230720828e+02,3.588481892337990757e+02,3.938426018105882775e+00,5.100750100250378338e+00,4.820788837353610745e+00
4.425283034684433403e+01,3.605504267496398825e+02,4.799633243248831782e+00,4.551741703861470256e+00,4.257384109401598948e+00
5.825754653338043454e+02,4.676660591669055407e+02,3.625726684154455537e+00,3.945058141698406295e+00,3.818559775275018442e+00
2.555036994165732978e+01,4.916197488704253828e+02,4.143235199363666688e+00,2.229822693807165468e+00,2.191512584781954764e+00
1.507859941530618475e-01,2.498110281117298257e+02,3.572945639539244489e+00,3.702478232512791678e-02,3.969922604361363072e-02
4.330098539866424900e+00,4.517595608748484324e+02,1.786154481550325634e+00,6.208382175792083180e-01,1.031310611244961706e+00
5.681292628640166242e+01,4.081691873657615588e+02,4.314541707651234681e+00,3.695653411498843077e+00,3.454687701698765601e+00
7.527715205378052943e+00,3.973996379916006276e+02,2.144741646949131386e+00,1.194895452053208240e+00,1.194234667164920882e+00
3.068982529093470024e+00,6.417156202577555746e+01,2.280795489365246453e+00,6.047651740424328182e+00,5.800222903862321644e+00
1.005471914244051135e+00,2.519494608742512867e+02,3.573661701934763180e+00,1.262436138268634434e+00,1.064721176768086197e+00
5.748464282242225920e+01,2.772034834479315464e+02,3.946474683981551212e+00,5.551050415131809856e+00,5.565670456587620940e+00
4.191336178366566467e-01,4.026063296373772573e+02,2.539066232365117415e+00,1.136455385397205919e-01,1.985877047348340585e-01
1.132839763678861402e+02,1.685084316494296957e+02,1.431685731705675924e+00,5.999911335566510573e+00,5.744007066441478848e+00
1.330178515615989987e+00,1.431852923905965724e+02,4.843776847677162323e+00,3.117367661916147448e+00,3.347305118808105107e+00
2.041211980920981262e+01,1.048281886806388741e+02,1.648883452398983263e+00,6.869060223355143435e+00,6.684135030517777132e+00
4.865210782121473585e+02,3.423654693635751300e+02,1.282046105017369264e+00,2.448410529296283666e+00,2.641132234809939305e+00
2.358628961484104636e+01,2.745391148905807199e+02,4.882414320820530840e+00,5.418294916107500470e+00,5.408881037868128239e+00
2.991148053471445678e+02,4.007259300240710331e+02,2.584604349663679912e+00,3.166356837411004932e+00,3.348558104711294892e+00
2.277732794575594022e-01,3.219642748830464996e+01,4.312324124489674837e-02,1.914025862402338740e-01,3.056843973563756478e-01
1.099634804399971344e+01,4.753312386446213509e+02,4.759391083155067870e-01,1.800941940403049946e-01,1.237091887507678761e-01
4.144105395081429322e+01,2.928244662423461477e+02,2.277139755990760683e+00,3.182109337830112850e+00,3.278611019865218079e+00
4.460374098676537225e-01,7.492886909436580822e+01,3.432768456888198205e+00,7.865033515022606947e-01,5.188290791209901887e-01
6.089727007168779238e+01,4.724162278839669398e+02,2.678293722848559266e+00,1.716070441624329312e+00,1.456841197335996041e+00
4.333920084541654205e+01,4.869982844477271442e+02,8.311881810427401707e-01,3.694399785054101604e-01,2.989910246529502991e-01
6.849370247643673970e+00,3.476650099524742359e+02,2.903138535978023071e+00,2.015113348409463434e+00,2.290354454191375844e+00
1.502609730462071127e+02,3.315204607756116673e+01,8.140912047999254719e-01,1.515097076325138836e+01,1.500228374632523476e+01
1.029907331202062487e-01,3.995023902293240781e+02,4.583748335560413167e+00,1.087534043749471997e-02,-1.081744945993111107e-01
5.173233257099476532e+02,3.973391137732115794e+02,2.476487941332298881e+00,3.425883877857625048e+00,3.759514003801233795e+00
2.311399075143016069e-01,2.050613269120241569e+02,4.442428602264661741e+00,1.293498706541176546e-01,1.386328351507996048e-01
1.205136497835694342e+02,3.216540208121836599e+02,4.506029777150271975e+00,6.027313749496218342e+00,6.028061793884308628e+00
4.217028001949538196e-01,1.246655295863427000e+02,3.091201176491450653e+00,5.323845016722309476e-01,3.229631099970787789e-01
1.114646922755512248e-01,2.982843859056038696e+02,2.112610744923109962e+00,9.819904236389481733e-03,2.251405708650203175e-02
2.449945913047391599e+01,4.787040773842340400e+02,1.236900844832977686e+00,5.318581441713023938e-01,6.510796109151754107e-01
1.573236896962758102e+01,3.021523136959721114e+02,1.546345504170692386e+00,1.791404379385181489e+00,1.780755264002040761e+00
9.460065317448187727e+01,3.416838185254358109e+02,3.596416277774773462e+00,4.436327030223258916e+00,4.589738594121067550e+00
2.793587274057967420e+02,6.207705793768247560e+01,2.861286878465593375e+00,1.649191035121725335e+01,1.655818109683890782e+01
7.315116929075364816e+00,3.508761938171204520e+02,2.939191680750846691e-01,3.595220037781517441e-01,5.700696045377811050e-01
1.262617115634021658e+01,2.091921782321864498e+02,8.850790603065561424e-01,2.251088471533360114e+00,2.416903251693288901e+00
2.250113692016578071e+01,3.513752445437305596e+02,4.714690799592905712e+00,4.020736304262281458e+00,3.994542450968745939e+00
2.158683582183946736e+00,2.389336781989114797e+02,4.041857003542592253e+00,2.763369542054287198e+00,2.937759409557391788e+00
1.599597202001750134e+02,4.236716876376477785e+02,4.211459191620694043e+00,4.213624533472339451e+00,4.575104733100508803e+00
1.125588902981755695e+02,4.721367518672910819e+02,8.616163603835924611e-01,5.238775367176109476e-01,5.851112028318637970e-01
4.316167672530847876e-01,2.368209090873792491e+02,1.017530382286317980e+00,1.511090854812533468e-01,-9.254829965197086672e-02
5.784196212324456354e+01,4.166299108018276343e+02,1.583047060242926296e+00,1.232601314226368538e+00,1.271254537866558509e+00
7.210338646017915298e-01,2.191750192717786376e+02,3.724035163863408382e+00,9.510359771887620939e-01,9.115930699113612423e-01
1.369596051858721353e+00,4.627619631977922836e+02,3.286053328431388199e+00,6.583523382377955979e-01,1.176978230669371905e+00
1.982020193570071953e+01,1.142523875872278296e+02,1.309621959342658348e+00,5.938176107981400165e+00,6.089375164437661248e+00
5.762889808206796083e+00,4.450535839618719081e+01,4.297209680974366286e+00,9.043189984464952147e+00,8.821933659584285436e+00
2.049180224955437524e+01,4.448908042793142386e+02,2.101581352668021374e+00,1.156869960305844103e+00,1.119147127280915033e+00
8.822526836530034666e-01,2.286600267805850990e+02,4.864803513804544011e+00,1.435965014617347935e+00,1.728094356871407555e+00
1.081380788188206168e+02,2.341691378588388659e+02,1.013346681348881617e+00,3.171856158632413436e+00,2.939138480991431823e+00
2.792388243041413198e-01,3.123282268266836468e+02,3.246912717732679532e+00,9.751214120294593446e-02,-1.416174267549641375e-03
1.073700963613545417e-01,2.766974981662784216e+00,1.859519097521801889e+00,5.678081062958486441e-02,5.628511101635723379e-02
6.668904872802449146e-01,3.665364980585899275e+02,3.864267394554285584e+00,4.705632654927038860e-01,4.399707976669912646e-01
1.026135493396198406e+01,4.580573596781243850e+02,3.209231653248175498e+00,1.530398657508422300e+00,1.410675410187832490e+00
2.527874770236210793e+02,4.624780987031523978e+02,1.277212727581170659e+00,1.008080062529639331e+00,1.033003701716859402e+00
2.287546086032663517e+00,3.894416026809083178e+02,3.884216785133900451e+00,1.521915279171150548e+00,1.238242207351771373e+00
2.238619439150373591e-01,6.966932437661738220e+01,3.081246769477327341e+00,1.950172114848392202e-01,7.758090484827159794e-02
