t,n,p,T_e,dn_dt,dn_dt_noisy
5.787157431486297021e+00,-4.680271628611313781e-03,-3.897543726804549979e-03,3.807349479500522424e-03,2.727029978398759318e-03,5.752190410494959980e-03
5.789157831566313028e+00,-4.674815687833168594e-03,-3.885081070836193980e-03,3.799784187312860596e-03,2.727813874073512293e-03,1.315890362194805860e-02
5.791158231646329035e+00,-4.669358195635159303e-03,-3.872648772582854265e-03,3.792233789986565202e-03,2.728581044457299709e-03,-7.500925629533904473e-03
5.793158631726345043e+00,-4.663899185445286727e-03,-3.860246772909612083e-03,3.784698258860177619e-03,2.729331552406190006e-03,9.490112064844128531e-03
5.795159031806361050e+00,-4.658438690565482390e-03,-3.847875012766782590e-03,3.777177565324182484e-03,2.730065460608269677e-03,-1.074185509681545737e-03
5.797159431886377057e+00,-4.652976744171617197e-03,-3.835533433189910937e-03,3.769671680821008990e-03,2.730782831583656711e-03,-1.312188304912077080e-04
5.799159831966393064e+00,-4.647513379313493627e-03,-3.823221975299775748e-03,3.762180576845029160e-03,2.731483727684487148e-03,3.173385980546426528e-03
5.801160232046409071e+00,-4.642048628914850067e-03,-3.810940580302385645e-03,3.754704224942559138e-03,2.732168211094921154e-03,1.194306056243553231e-03
5.803160632126425078e+00,-4.636582525773359949e-03,-3.798689189488982723e-03,3.747242596711858331e-03,2.732836343831141716e-03,-4.360032714410913904e-03
5.805161032206441085e+00,-4.631115102560631747e-03,-3.786467744236040375e-03,3.739795663803129836e-03,2.733488187741351608e-03,7.050509949506067464e-04
5.807161432286457092e+00,-4.625646391822208110e-03,-3.774276186005263295e-03,3.732363397918520443e-03,2.734123804505775128e-03,-6.113002454820927641e-03
5.809161832366473099e+00,-4.620176425977565865e-03,-3.762114456343589215e-03,3.724945770812121068e-03,2.734743255636653755e-03,1.786256190966026974e-02
5.811162232446489107e+00,-4.614705237320119481e-03,-3.749982496883185433e-03,3.717542754289964585e-03,2.735346602478252662e-03,1.014833116701379864e-02
5.813162632526505114e+00,-4.609232858017215002e-03,-3.737880249341454450e-03,3.710154320210029728e-03,2.735933906206849866e-03,-8.438394075071897586e-04
5.815163032606521121e+00,-4.603759320110134383e-03,-3.725807655521027034e-03,3.702780440482237190e-03,2.736505227830743174e-03,1.895139450505203479e-02
5.817163432686537128e+00,-4.598284655514096354e-03,-3.713764657309768288e-03,3.695421087068451790e-03,2.737060628190247577e-03,1.594731961221110966e-02
5.819163832766553135e+00,-4.592808896018252089e-03,-3.701751196680774184e-03,3.688076231982482470e-03,2.737600167957693516e-03,8.067606172742561310e-03
5.821164232846569142e+00,-4.587332073285687803e-03,-3.689767215692372863e-03,3.680745847290081002e-03,2.738123907637422978e-03,-2.028287127787016357e-03
5.823164632926585149e+00,-4.581854218853426489e-03,-3.677812656488123333e-03,3.673429905108942847e-03,2.738631907565797306e-03,5.802200621118306506e-03
5.825165033006601156e+00,-4.576375364132423580e-03,-3.665887461296818070e-03,3.666128377608707592e-03,2.739124227911186350e-03,8.909107865079354815e-03
5.827165433086617163e+00,-4.570895540494161746e-03,-3.653991572413915843e-03,3.658841236989903746e-03,2.739600928769638476e-03,1.698762130479769192e-02
5.829165833166633170e+00,-4.565414779622505720e-03,-3.642124932119041297e-03,3.651568455403212104e-03,2.740062070557140999e-03,1.481231695418447824e-03
5.831166233246649178e+00,-4.559933112549721668e-03,-3.630287482878757216e-03,3.644310005186817119e-03,2.740507712946578175e-03,-2.332731171751897641e-03
5.833166633326665185e+00,-4.554450570090169334e-03,-3.618479167264601441e-03,3.637065858753694113e-03,2.740937915341353642e-03,2.591273268711781486e-02
5.835167033406681192e+00,-4.548967182949236604e-03,-3.606699927930631742e-03,3.629835988564516364e-03,2.741352736995285831e-03,1.697392501306389800e-02
5.837167433486697199e+00,-4.543482981723345575e-03,-3.594949707613427116e-03,3.622620367127657275e-03,2.741752237012613606e-03,6.356152895792167336e-03
5.839167833566713206e+00,-4.537997996899946485e-03,-3.583228449132087358e-03,3.615418966999186905e-03,2.742136474347990627e-03,-5.822982450340220828e-03
5.841168233646729213e+00,-4.532512258857525518e-03,-3.571536095388232624e-03,3.608231760782875872e-03,2.742505507806490550e-03,8.082625310855903050e-03
5.843168633726745220e+00,-4.527025797865596134e-03,-3.559872589366003866e-03,3.601058721130192750e-03,2.742859396043598793e-03,1.431701162807689880e-02
5.845169033806761227e+00,-4.521538644084706002e-03,-3.548237874132063267e-03,3.593899820740304504e-03,2.743198197565219036e-03,1.072903604536233624e-02
5.847169433886777234e+00,-4.516050827566432668e-03,-3.536631892835593368e-03,3.586755032360076922e-03,2.743521970727666286e-03,1.141339061369585697e-02
5.849169833966793242e+00,-4.510562378253387024e-03,-3.525054588708297076e-03,3.579624328784075053e-03,2.743830773737671643e-03,3.698299379160655941e-03
5.851170234046809249e+00,-4.505073325979210702e-03,-3.513505905064398960e-03,3.572507682854561464e-03,2.744124664652377969e-03,1.451197496714132576e-02
5.853170634126825256e+00,-4.499583700468574345e-03,-3.501985785300643084e-03,3.565405067461498850e-03,2.744403701379337715e-03,-2.695294540689823631e-03
5.855171034206841263e+00,-4.494093531337184540e-03,-3.490494172896295173e-03,3.558316455542547430e-03,2.744667941676517259e-03,-1.082126430603777122e-03
5.857171434286857270e+00,-4.488602848091776017e-03,-3.479031011413141750e-03,3.551241820083066245e-03,2.744917443152290835e-03,-1.680026291670997946e-03
5.859171834366873277e+00,-4.483111680130116850e-03,-3.467596244495489265e-03,3.544181134116113595e-03,2.745152263265443135e-03,-3.118253761950184021e-03
5.861172234446889284e+00,-4.477620056741005855e-03,-3.456189815870165834e-03,3.537134370722446169e-03,2.745372459325167141e-03,2.253090230340322464e-02
5.863172634526905291e+00,-4.472128007104272593e-03,-3.444811669346519497e-03,3.530101503030519047e-03,2.745578088491061521e-03,-1.349727588454077871e-02
5.865173034606921298e+00,-4.466635560290779100e-03,-3.433461748816419527e-03,3.523082504216486568e-03,2.745769207773133234e-03,5.585353676371185988e-03
5.867173434686937306e+00,-4.461142745262419891e-03,-3.422139998254255557e-03,3.516077347504201027e-03,2.745945874031795794e-03,-6.504235947536433568e-03
5.869173834766953313e+00,-4.455649590872118489e-03,-3.410846361716938450e-03,3.509086006165213541e-03,2.746108143977864062e-03,-9.066390596251631961e-03
5.871174234846969320e+00,-4.450156125863832628e-03,-3.399580783343899432e-03,3.502108453518774922e-03,2.746256074172561193e-03,4.221349352682562950e-03
5.873174634926985327e+00,-4.444662378872549051e-03,-3.388343207357090089e-03,3.495144662931833502e-03,2.746389721027508654e-03,-1.227671064107779299e-02
5.875175035007001334e+00,-4.439168378424287846e-03,-3.377133578060984107e-03,3.488194607819036439e-03,2.746509140804732733e-03,2.311590149988706870e-03
5.877175435087017341e+00,-4.433674152936099844e-03,-3.365951839842574230e-03,3.481258261642730147e-03,2.746614389616659768e-03,2.590647097969796600e-02
5.879175835167033348e+00,-4.428179730716066617e-03,-3.354797937171374866e-03,3.474335597912959431e-03,2.746705523426116145e-03,2.092809064016654987e-03
5.881176235247049355e+00,-4.422685139963303952e-03,-3.343671814599421220e-03,3.467426590187467055e-03,2.746782598046328735e-03,7.718235392747265639e-03
5.883176635327065362e+00,-4.417190408767956641e-03,-3.332573416761268857e-03,3.460531212071695905e-03,2.746845669140920987e-03,-5.229757005357733163e-03
5.885177035407081370e+00,-4.411695565111200222e-03,-3.321502688373994139e-03,3.453649437218786391e-03,2.746894792223911631e-03,7.949965159831753544e-03
5.887177435487097377e+00,-4.406200636865245310e-03,-3.310459574237194225e-03,3.446781239329577747e-03,2.746930022659720312e-03,-1.160242876431337791e-02
5.889177835567113384e+00,-4.400705651793329794e-03,-3.299444019232987066e-03,3.439926592152608032e-03,2.746951415663156752e-03,5.043694296951456088e-03
5.891178235647129391e+00,-4.395210637549727510e-03,-3.288455968326011412e-03,3.433085469484114562e-03,2.746959026299428553e-03,1.875153139311754686e-03
5.893178635727145398e+00,-4.389715621679739568e-03,-3.277495366563426375e-03,3.426257845168033042e-03,2.746952909484133391e-03,2.461261420434458433e-02
5.895179035807161405e+00,-4.384220631619700423e-03,-3.266562159074911861e-03,3.419443693095996703e-03,2.746933119983262922e-03,2.217250148083269208e-03
5.897179435887177412e+00,-4.378725694696977873e-03,-3.255656291072668573e-03,3.412642987207338899e-03,2.746899712413199308e-03,-5.461672832351056883e-04
5.899179835967193419e+00,-4.373230838129967858e-03,-3.244777707851418877e-03,3.405855701489090941e-03,2.746852741240713922e-03,-2.524239017617981029e-03
5.901180236047209426e+00,-4.367736089028100531e-03,-3.233926354788404633e-03,3.399081809975982964e-03,2.746792260782967773e-03,-8.885564670039654278e-03
5.903180636127225434e+00,-4.362241474391835051e-03,-3.223102177343388497e-03,3.392321286750444361e-03,2.746718325207508048e-03,1.062213079924870240e-02
5.905181036207241441e+00,-4.356747021112664792e-03,-3.212305121058654355e-03,3.385574105942602049e-03,2.746630988532270702e-03,1.736295187628169798e-02
5.907181436287257448e+00,-4.351252755973113000e-03,-3.201535131559006889e-03,3.378840241730282634e-03,2.746530304625576999e-03,-7.259854612323307123e-04
5.909181836367273455e+00,-4.345758705646733666e-03,-3.190792154551771141e-03,3.372119668339011115e-03,2.746416327206129600e-03,1.000681144173665681e-02
5.911182236447289462e+00,-4.340264896698114994e-03,-3.180076135826792952e-03,3.365412360042010879e-03,2.746289109843018210e-03,-5.738839777548214102e-04
5.913182636527305469e+00,-4.334771355582874193e-03,-3.169387021256438956e-03,3.358718291160203706e-03,2.746148705955714364e-03,6.931622238958226601e-03
5.915183036607321476e+00,-4.329278108647660953e-03,-3.158724756795597017e-03,3.352037436062211065e-03,2.745995168814067099e-03,7.489504264486405126e-03
5.917183436687337483e+00,-4.323785182130156571e-03,-3.148089288481674495e-03,3.345369769164352816e-03,2.745828551538310319e-03,-1.130440927028109055e-02
5.919183836767353490e+00,-4.318292602159073089e-03,-3.137480562434600412e-03,3.338715264930646343e-03,2.745648907099052394e-03,-4.758731749789805315e-03
5.921184236847369498e+00,-4.312800394754155893e-03,-3.126898524856825019e-03,3.332073897872809588e-03,2.745456288317283094e-03,1.220960922725271985e-02
5.923184636927385505e+00,-4.307308585826178510e-03,-3.116343122033318064e-03,3.325445642550257583e-03,2.745250747864364481e-03,-1.604813827812815591e-02
5.925185037007401512e+00,-4.301817201176950413e-03,-3.105814300331570521e-03,3.318830473570104616e-03,2.745032338262038719e-03,2.962965177191377586e-03
5.927185437087417519e+00,-4.296326266499309217e-03,-3.095312006201594163e-03,3.312228365587164235e-03,2.744801111882418966e-03,-5.341691792916684542e-04
5.929185837167433526e+00,-4.290835807377124146e-03,-3.084836186175921556e-03,3.305639293303947509e-03,2.744557120947991105e-03,-6.355501486699865685e-03
5.931186237247449533e+00,-4.285345849285298638e-03,-3.074386786869606064e-03,3.299063231470665200e-03,2.744300417531615049e-03,3.370475551425541026e-03
5.933186637327465540e+00,-4.279856417589764268e-03,-3.063963754980221846e-03,3.292500154885225593e-03,2.744031053556518669e-03,5.933149972252493333e-03
5.935187037407481547e+00,-4.274367537583288919e-03,-3.053567037278132491e-03,3.285950038383880865e-03,2.743749080836885984e-03,8.230614345765076972e-03
5.937187437487497554e+00,-4.268879234891147061e-03,-3.043196580490863026e-03,3.279412856738272118e-03,2.743454551540421612e-03,-2.332992841633417178e-02
5.939187837567513562e+00,-4.263391534622792273e-03,-3.032852331527668543e-03,3.272888584880754344e-03,2.743147517229672320e-03,1.958020386079823913e-02
5.941188237647529569e+00,-4.257904461619430904e-03,-3.022534237423019077e-03,3.266377197833784506e-03,2.742828029137289909e-03,-1.899741122309921669e-03
5.943188637727545576e+00,-4.252418040628750361e-03,-3.012242245290588667e-03,3.259878670663438321e-03,2.742496138363362083e-03,1.323325449883572258e-02
5.945189037807561583e+00,-4.246932296304911300e-03,-3.001976302323255789e-03,3.253392978479407224e-03,2.742151895875404640e-03,1.633678530735636599e-03
5.947189437887577590e+00,-4.241447253208554570e-03,-2.991736355793102493e-03,3.246920096435000971e-03,2.741795352508365376e-03,-2.953236423481513453e-03
5.949189837967593597e+00,-4.235962935806796871e-03,-2.981522353051415265e-03,3.240459999727146340e-03,2.741426558964620182e-03,2.194536693889275868e-03
5.951190238047609604e+00,-4.230479368473231624e-03,-2.971334241528683726e-03,3.234012663596386693e-03,2.741045565813973912e-03,3.445151148927328572e-02
5.953190638127625611e+00,-4.224996575487930707e-03,-2.961171968734603675e-03,3.227578063326882844e-03,2.740652423493658216e-03,1.844248922478380209e-02
5.955191038207641618e+00,-4.219514581037442716e-03,-2.951035482258072308e-03,3.221156174246413498e-03,2.740247182308330233e-03,-6.363670316698274466e-04
5.957191438287657625e+00,-4.214033409214793836e-03,-2.940924729767193432e-03,3.214746971726373075e-03,2.739829892430073466e-03,5.085568128389708099e-03
5.959191838367673633e+00,-4.208553084019486107e-03,-2.930839659009273554e-03,3.208350431181775184e-03,2.739400603898392572e-03,1.401537470075576823e-02
5.961192238447689640e+00,-4.203073629357500021e-03,-2.920780217810822754e-03,3.201966528071248722e-03,2.738959366620217703e-03,8.608560682238627915e-03
5.963192638527705647e+00,-4.197595069041293661e-03,-2.910746354077556851e-03,3.195595237897040902e-03,2.738506230369898431e-03,3.649931708602236705e-03
5.965193038607721654e+00,-4.192117426789800962e-03,-2.900738015794394799e-03,3.189236536205015526e-03,2.738041244789205485e-03,9.287245239870142808e-04
5.967193438687737661e+00,-4.186640726228434313e-03,-2.890755151025459560e-03,3.182890398584654716e-03,2.737564459387329882e-03,-7.944108144816030767e-03
5.969193838767753668e+00,-4.181164990889082826e-03,-2.880797707914078097e-03,3.176556800669056314e-03,2.737075923540879460e-03,1.029699983874654730e-02
5.971194238847769675e+00,-4.175690244210113200e-03,-2.870865634682782247e-03,3.170235718134936046e-03,2.736575686493880610e-03,1.380219152615755687e-02
5.973194638927785682e+00,-4.170216509536367987e-03,-2.860958879633306983e-03,3.163927126702627095e-03,2.736063797357773941e-03,2.507365892875590072e-02
5.975195039007801689e+00,-4.164743810119169061e-03,-2.851077391146592151e-03,3.157631002136079661e-03,2.735540305111415146e-03,-2.666021049618286232e-03
5.977195439087817697e+00,-4.159272169116314151e-03,-2.841221117682780732e-03,3.151347320242860531e-03,2.735005258601075871e-03,9.285337437812464512e-03
5.979195839167833704e+00,-4.153801609592077705e-03,-2.831390007781221449e-03,3.145076056874154379e-03,2.734458706540435474e-03,2.459608161791106834e-03
5.981196239247849711e+00,-4.148332154517213495e-03,-2.821584010060465292e-03,3.138817187924763333e-03,2.733900697510590130e-03,1.533356619029584665e-02
5.983196639327865718e+00,-4.142863826768950278e-03,-2.811803073218268126e-03,3.132570689333106107e-03,2.733331279960041996e-03,1.792321323961202414e-03
5.985197039407881725e+00,-4.137396649130996133e-03,-2.802047146031589817e-03,3.126336537081218434e-03,2.732750502204705709e-03,-3.696801572147418412e-03
5.987197439487897732e+00,-4.131930644293534127e-03,-2.792316177356595104e-03,3.120114707194753933e-03,2.732158412427899280e-03,-1.411304432504292827e-02
5.989197839567913739e+00,-4.126465834853225781e-03,-2.782610116128651431e-03,3.113905175742982812e-03,2.731555058680350603e-03,9.916552394834078979e-03
5.991198239647929746e+00,-4.121002243313210203e-03,-2.772928911362331546e-03,3.107707918838793163e-03,2.730940488880192682e-03,4.376298111778803047e-03
5.993198639727945753e+00,-4.115539892083102357e-03,-2.763272512151411335e-03,3.101522912638689233e-03,2.730314750812960593e-03,1.400224867475006671e-02
5.995199039807961761e+00,-4.110078803478996526e-03,-2.753640867668871554e-03,3.095350133342794022e-03,2.729677892131596693e-03,-2.733621999604985905e-03
5.997199439887977768e+00,-4.104618999723461982e-03,-2.744033927166896099e-03,3.089189557194846249e-03,2.729029960356438907e-03,2.869122114343004501e-02
5.999199839967993775e+00,-4.099160502945547319e-03,-2.734451639976874168e-03,3.083041160482202520e-03,2.728371002875232439e-03,-4.309798781759580782e-03
6.001200240048009782e+00,-4.093703335180776115e-03,-2.724893955509398533e-03,3.076904919535836027e-03,2.727701066943115892e-03,7.896567091293439991e-03
6.003200640128025789e+00,-4.088247518371151273e-03,-2.715360823254265536e-03,3.070780810730338282e-03,2.727020199682629945e-03,6.914729482691240811e-03
6.005201040208041796e+00,-4.082793074365151549e-03,-2.705852192780475955e-03,3.064668810483917386e-03,2.726328448083710845e-03,1.380005527381177217e-02
6.007201440288057803e+00,-4.077340024917733285e-03,-2.696368013736235008e-03,3.058568895258398021e-03,2.725625859003689977e-03,1.111906931704051329e-03
6.009201840368073810e+00,-4.071888391690329546e-03,-2.686908235848951918e-03,3.052481041559222761e-03,2.724912479167292990e-03,-6.404512895765904386e-03
6.011202240448089817e+00,-4.066438196250852719e-03,-2.677472808925239478e-03,3.046405225935452064e-03,2.724188355166641540e-03,-7.118833102550483488e-03
6.013202640528105825e+00,-4.060989460073690174e-03,-2.668061682850914919e-03,3.040341424979761675e-03,2.723453533461245475e-03,1.089487681800293054e-02
6.015203040608121832e+00,-4.055542204539706874e-03,-2.658674807590999910e-03,3.034289615328446092e-03,2.722708060378007180e-03,3.797306702056379036e-03
6.017203440688137839e+00,-4.050096450936245367e-03,-2.649312133189719257e-03,3.028249773661417267e-03,2.721951982111217670e-03,6.183841385089124468e-03
6.019203840768153846e+00,-4.044652220457125788e-03,-2.639973609770503073e-03,3.022221876702202437e-03,2.721185344722556153e-03,-5.405965112693525941e-03
6.021204240848169853e+00,-4.039209534202644995e-03,-2.630659187535984607e-03,3.016205901217948026e-03,2.720408194141090037e-03,4.132382731039438602e-03
6.023204640928185860e+00,-4.033768413179577433e-03,-2.621368816768001545e-03,3.010201824019416612e-03,2.719620576163271457e-03,4.910510977449935102e-03
6.025205041008201867e+00,-4.028328878301175135e-03,-2.612102447827596013e-03,3.004209621960988660e-03,2.718822536452935971e-03,8.885477701291102579e-03
6.027205441088217874e+00,-4.022890950387165120e-03,-2.602860031155013708e-03,2.998229271940660787e-03,2.718014120541302134e-03,-1.189812587241882019e-02
6.029205841168233881e+00,-4.017454650163753728e-03,-2.593641517269703895e-03,2.992260750900047929e-03,2.717195373826971922e-03,-4.954778621715219197e-03
6.031206241248249889e+00,-4.012019998263625757e-03,-2.584446856770321582e-03,2.986304035824381177e-03,2.716366341575927271e-03,2.000839743082595198e-02
6.033206641328265896e+00,-4.006587015225939255e-03,-2.575276000334724476e-03,2.980359103742509508e-03,2.715527068921527037e-03,-1.213986147558108325e-03
6.035207041408281903e+00,-4.001155721496333327e-03,-2.566128898719974728e-03,2.974425931726899786e-03,2.714677600864511334e-03,1.875418010305894816e-03
6.037207441488297910e+00,-3.995726137426922932e-03,-2.557005502762338921e-03,2.968504496893634159e-03,2.713817982272995026e-03,-1.270025725597915232e-03
6.039207841568313917e+00,-3.990298283276298881e-03,-2.547905763377286779e-03,2.962594776402413532e-03,2.712948257882466865e-03,-1.225425830507779514e-02
6.041208241648329924e+00,-3.984872179209530442e-03,-2.538829631559494197e-03,2.956696747456555394e-03,2.712068472295789921e-03,-8.045133038178418211e-03
6.043208641728345931e+00,-3.979447845298165337e-03,-2.529777058382838041e-03,2.950810387302994255e-03,2.711178669983204184e-03,6.418213731981429332e-03
6.045209041808361938e+00,-3.974025301540996986e-03,-2.520747994993491510e-03,2.944935673226482895e-03,2.710278895306496467e-03,-4.010553727049981886e-03
6.047209441888377945e+00,-3.968604568249542615e-03,-2.511742392476998351e-03,2.939072582444111643e-03,2.709369192970116982e-03,2.298071932202372381e-02
6.049209841968393953e+00,-3.963185665312635858e-03,-2.502760202096445622e-03,2.933221092313891953e-03,2.708449607168266979e-03,-1.227337815984251741e-02
6.051210242048409960e+00,-3.957768612344180099e-03,-2.493801375253602848e-03,2.927381180288878178e-03,2.707520181751757460e-03,-1.671600921610214702e-02
6.053210642128425967e+00,-3.952353428878441037e-03,-2.484865863425651453e-03,2.921552823861845935e-03,2.706580960454516363e-03,-1.213093009768721579e-03
6.055211042208441974e+00,-3.946940134370046684e-03,-2.475953618165184326e-03,2.915736000565295576e-03,2.705631986893587693e-03,-9.389871098330134988e-03
6.057211442288457981e+00,-3.941528748193988234e-03,-2.467064591100205824e-03,2.909930687971450016e-03,2.704673304569128051e-03,1.651130332825194447e-02
6.059211842368473988e+00,-3.936119289645619197e-03,-2.458198733934133500e-03,2.904136863692254739e-03,2.703704956864410539e-03,-1.558528002391288986e-03
6.061212242448489995e+00,-3.930711777940652796e-03,-2.449355998445794640e-03,2.898354505379379092e-03,2.702726987045815221e-03,7.866276706759276274e-03
6.063212642528506002e+00,-3.925306232215167168e-03,-2.440536336489430164e-03,2.892583590724214990e-03,2.701739438262836055e-03,-1.148376692089925037e-02
6.065213042608522009e+00,-3.919902671525601900e-03,-2.431739699994691153e-03,2.886824097457877780e-03,2.700742353548076131e-03,9.307750715358449611e-03
6.067213442688538017e+00,-3.914501114848758893e-03,-2.422966040966642327e-03,2.881076003351205374e-03,2.699735775817246365e-03,9.035566201985726839e-03
6.069213842768554024e+00,-3.909101581081801495e-03,-2.414215311485758131e-03,2.875339286214759118e-03,2.698719747869164631e-03,1.503247497097897137e-02
6.071214242848570031e+00,-3.903704089042255802e-03,-2.405487463707926647e-03,2.869613923898823790e-03,2.697694312385753596e-03,4.828612459589704323e-03
6.073214642928586038e+00,-3.898308657468011092e-03,-2.396782449864446121e-03,2.863899894293406301e-03,2.696659511932044621e-03,7.792042709384919622e-03
6.075215043008602045e+00,-3.892915305017317657e-03,-2.388100222262027564e-03,2.858197175328237860e-03,2.695615388956168652e-03,4.290397120005443564e-03
6.077215443088618052e+00,-3.887524050268788105e-03,-2.379440733282794321e-03,2.852505744972771810e-03,2.694561985789359695e-03,1.186075575101338576e-02
6.079215843168634059e+00,-3.882134911721398223e-03,-2.370803935384279467e-03,2.846825581236184927e-03,2.693499344645954811e-03,-1.514120324773487927e-03
6.081216243248650066e+00,-3.876747907794484815e-03,-2.362189781099430144e-03,2.841156662167376983e-03,2.692427507623388911e-03,8.054513140873117982e-03
6.083216643328666073e+00,-3.871363056827747864e-03,-2.353598223036603657e-03,2.835498965854971187e-03,2.691346516702197364e-03,-3.087394297906238989e-03
6.085217043408682080e+00,-3.865980377081249236e-03,-2.345029213879569648e-03,2.829852470427312878e-03,2.690256413746011654e-03,9.665837446562111981e-03
6.087217443488698088e+00,-3.860599886735412677e-03,-2.336482706387510086e-03,2.824217154052471694e-03,2.689157240501559819e-03,-1.737010316055823643e-04
6.089217843568714095e+00,-3.855221603891024681e-03,-2.327958653395017976e-03,2.818592994938239407e-03,2.688049038598665577e-03,-3.903544326062385536e-03
6.091218243648730102e+00,-3.849845546569234059e-03,-2.319457007812098220e-03,2.812979971332131655e-03,2.686931849550245732e-03,-4.194818688500773218e-03
6.093218643728746109e+00,-3.844471732711551501e-03,-2.310977722624167618e-03,2.807378061521386206e-03,2.685805714752311901e-03,1.729840335106842125e-02
6.095219043808762116e+00,-3.839100180179850445e-03,-2.302520750892054439e-03,2.801787243832965131e-03,2.684670675483964881e-03,-1.299481198198987678e-02
6.097219443888778123e+00,-3.833730906756365343e-03,-2.294086045751999713e-03,2.796207496633552631e-03,2.683526772907395518e-03,-1.224446834497025169e-02
6.099219843968794130e+00,-3.828363930143694697e-03,-2.285673560415655073e-03,2.790638798329555907e-03,2.682374048067885132e-03,8.951414056012230863e-03
6.101220244048810137e+00,-3.822999267964797589e-03,-2.277283248170084481e-03,2.785081127367106026e-03,2.681212541893802058e-03,-7.380892872378193130e-03
6.103220644128826144e+00,-3.817636937762996282e-03,-2.268915062377763799e-03,2.779534462232056621e-03,2.680042295196601206e-03,-2.084463780257698670e-03
6.105221044208842152e+00,-3.812276957001974921e-03,-2.260568956476580356e-03,2.773998781449984758e-03,2.678863348670823194e-03,-2.359302811287582874e-03
6.107221444288858159e+00,-3.806919343065780399e-03,-2.252244883979832944e-03,2.768474063586189634e-03,2.677675742894092183e-03,2.537088074947603869e-02
6.109221844368874166e+00,-3.801564113258821057e-03,-2.243942798476233555e-03,2.762960287245695180e-03,2.676479518327115441e-03,-4.156549982400988517e-03
6.111222244448890173e+00,-3.796211284805867982e-03,-2.235662653629903913e-03,2.757457431073246593e-03,2.675274715313680739e-03,-4.648211380328359267e-03
6.113222644528906180e+00,-3.790860874852054578e-03,-2.227404403180379376e-03,2.751965473753313369e-03,2.674061374080658089e-03,-1.319169376124705410e-03
6.115223044608922187e+00,-3.785512900462876130e-03,-2.219168000942605898e-03,2.746484394010087569e-03,2.672839534737994974e-03,4.892035767212019048e-03
6.117223444688938194e+00,-3.780167378624190236e-03,-2.210953400806941766e-03,2.741014170607485121e-03,2.671609237278717644e-03,7.585240822328944560e-03
6.119223844768954201e+00,-3.774824326242217244e-03,-2.202760556739156734e-03,2.735554782349143652e-03,2.670370521578928520e-03,-1.212984196087183580e-02
6.121224244848970208e+00,-3.769483760143538514e-03,-2.194589422780432886e-03,2.730106208078425089e-03,2.669123427397804022e-03,7.054419634331345404e-03
6.123224644928986216e+00,-3.764145697075099457e-03,-2.186439953047362907e-03,2.724668426678413923e-03,2.667867994377597606e-03,2.212982661890928321e-02
6.125225045009002223e+00,-3.758810153704206063e-03,-2.178312101731952680e-03,2.719241417071917646e-03,2.666604262043633690e-03,-1.527354073332904197e-02
6.127225445089018230e+00,-3.753477146618527504e-03,-2.170205823101618685e-03,2.713825158221467183e-03,2.665332269804307225e-03,8.362005068579918265e-03
6.129225845169034237e+00,-3.748146692326094400e-03,-2.162121071499190170e-03,2.708419629129316022e-03,2.664052056951084560e-03,1.029797033082414937e-02
6.131226245249050244e+00,-3.742818807255300986e-03,-2.154057801342907849e-03,2.703024808837441520e-03,2.662763662658502138e-03,4.150898276290155772e-03
6.133226645329066251e+00,-3.737493507754902078e-03,-2.146015967126423465e-03,2.697640676427543599e-03,2.661467125984162164e-03,6.459780814204122562e-04
6.135227045409082258e+00,-3.732170810094016106e-03,-2.137995523418801530e-03,2.692267211021044746e-03,2.660162485868733905e-03,-2.094832493967573733e-02
6.137227445489098265e+00,-3.726850730462122948e-03,-2.129996424864517585e-03,2.686904391779091315e-03,2.658849781135952384e-03,1.460189605175078557e-02
6.139227845569114272e+00,-3.721533284969064798e-03,-2.122018626183459506e-03,2.681552197902553093e-03,2.657529050492615785e-03,-6.424733510958405107e-04
6.141228245649130280e+00,-3.716218489645046162e-03,-2.114062082170927066e-03,2.676210608632021565e-03,2.656200332528585450e-03,5.383144939347427396e-04
6.143228645729146287e+00,-3.710906360440633864e-03,-2.106126747697631071e-03,2.670879603247812949e-03,2.654863665716782842e-03,1.487348046282718945e-02
6.145229045809161406e+00,-3.705596913226759642e-03,-2.098212577709698129e-03,2.665559161069967764e-03,2.653519088413192582e-03,-2.080693449948137555e-02
6.147229445889177413e+00,-3.700290163794710176e-03,-2.090319527228656337e-03,2.660249261458242590e-03,2.652166638856853775e-03,1.914042188519448880e-03
6.149229845969193420e+00,-3.694986127856140536e-03,-2.082447551351455234e-03,2.654949883812124378e-03,2.650806355169866083e-03,8.555248121941316092e-03
6.151230246049209427e+00,-3.689684821043067234e-03,-2.074596605250453221e-03,2.649661007570821344e-03,2.649438275357384083e-03,9.793896476601646889e-03
6.153230646129225434e+00,-3.684386258907867799e-03,-2.066766644173421031e-03,2.644382612213263834e-03,2.648062437307617707e-03,8.685075970226045772e-03
6.155231046209241441e+00,-3.679090456923282942e-03,-2.058957623443539997e-03,2.639114677258105630e-03,2.646678878791830503e-03,2.298966138726257422e-02
6.157231446289257448e+00,-3.673797430503036778e-03,-2.051169498451201577e-03,2.633857182257590395e-03,2.645287637489019544e-03,5.432868164183025234e-03
6.159231846369273455e+00,-3.668507195355691364e-03,-2.043402224508684799e-03,2.628610106693985652e-03,2.643888751411722395e-03,1.278343359436745139e-02
