t,x,v,F_relax,T_int,dx_dt
1.511102220444088751e+01,-1.314614906970684172e-01,-7.871732822287900305e-03,-7.295452898226212346e-02,1.253617677181711187e-01,-7.871732822287900305e-03
1.511702340468093553e+01,-1.315088257980464581e-01,-7.903458441031815593e-03,-7.294901352211376200e-02,1.257849642500083465e-01,-7.903458441031815593e-03
1.512302460492098355e+01,-1.315563509541154696e-01,-7.935072636769263665e-03,-7.294359538726617742e-02,1.262081776970121749e-01,-7.935072636769263665e-03
1.512902580516103157e+01,-1.316040654958741951e-01,-7.966575208835495817e-03,-7.293827444924465275e-02,1.266314028709024653e-01,-7.966575208835495817e-03
1.513502700540107959e+01,-1.316519687528755478e-01,-7.997965956889469680e-03,-7.293305057895402288e-02,1.270546345849506986e-01,-7.997965956889469680e-03
1.514102820564112761e+01,-1.317000600536265553e-01,-8.029244680913850962e-03,-7.292792364667856353e-02,1.274778676539799760e-01,-8.029244680913850962e-03
1.514702940588117563e+01,-1.317483387255883875e-01,-8.060411181215004772e-03,-7.292289352208206066e-02,1.279010968943650739e-01,-8.060411181215004772e-03
1.515303060612122366e+01,-1.317968040951762454e-01,-8.091465258423007761e-03,-7.291796007420778269e-02,1.283243171240323888e-01,-8.091465258423007761e-03
1.515903180636127168e+01,-1.318454554877595553e-01,-8.122406713491639452e-03,-7.291312317147845279e-02,1.287475231624599370e-01,-8.122406713491639452e-03
1.516503300660131970e+01,-1.318942922276618024e-01,-8.153235347698383970e-03,-7.290838268169633207e-02,1.291707098306774382e-01,-8.153235347698383970e-03
1.517103420684136772e+01,-1.319433136381605864e-01,-8.183950962644430047e-03,-7.290373847204310864e-02,1.295938719512661763e-01,-8.183950962644430047e-03
1.517703540708141574e+01,-1.319925190414876215e-01,-8.214553360254674488e-03,-7.289919040908002246e-02,1.300170043483591109e-01,-8.214553360254674488e-03
1.518303660732146376e+01,-1.320419077588287637e-01,-8.245042342777720440e-03,-7.289473835874772656e-02,1.304401018476408214e-01,-8.245042342777720440e-03
1.518903780756151178e+01,-1.320914791102851538e-01,-8.275417713008652310e-03,-7.289038218635784938e-02,1.308631592771772045e-01,-8.275417713008652310e-03
1.519503900780155980e+01,-1.321412324135221861e-01,-8.305679277255492710e-03,-7.288612175634044676e-02,1.312861714703584259e-01,-8.305679277255492710e-03
1.520104020804160783e+01,-1.321911669835795777e-01,-8.335826844418468481e-03,-7.288195693222004889e-02,1.317091332589854502e-01,-8.335826844418468481e-03
1.520704140828165585e+01,-1.322412821344439715e-01,-8.365860223802088977e-03,-7.287788757689622754e-02,1.321320394766328510e-01,-8.365860223802088977e-03
1.521304260852170387e+01,-1.322915771791361161e-01,-8.395779225083367658e-03,-7.287391355265826487e-02,1.325548849593209400e-01,-8.395779225083367658e-03
1.521904380876175189e+01,-1.323420514297108386e-01,-8.425583658311839447e-03,-7.287003472118519509e-02,1.329776645455156281e-01,-8.425583658311839447e-03
1.522504500900179991e+01,-1.323927041972570440e-01,-8.455273333909546843e-03,-7.286625094354576282e-02,1.334003730761284534e-01,-8.455273333909546843e-03
1.523104620924184793e+01,-1.324435347918976602e-01,-8.484848062671041663e-03,-7.286256208019842306e-02,1.338230053945166642e-01,-8.484848062671041663e-03
1.523704740948189595e+01,-1.324945425227898044e-01,-8.514307655763395447e-03,-7.285896799099141063e-02,1.342455563464830526e-01,-8.514307655763395447e-03
1.524304860972194398e+01,-1.325457266981245885e-01,-8.543651924726187313e-03,-7.285546853516265686e-02,1.346680207802761764e-01,-8.543651924726187313e-03
1.524904980996199200e+01,-1.325970866251272307e-01,-8.572880681471509168e-03,-7.285206357133978960e-02,1.350903935465901373e-01,-8.572880681471509168e-03
1.525505101020204002e+01,-1.326486216100570270e-01,-8.601993738283967433e-03,-7.284875295754024427e-02,1.355126694985647196e-01,-8.601993738283967433e-03
1.526105221044208804e+01,-1.327003309582073243e-01,-8.630990907820677849e-03,-7.284553655117111115e-02,1.359348434917853898e-01,-8.630990907820677849e-03
1.526705341068213606e+01,-1.327522139739056029e-01,-8.659872003111270672e-03,-7.284241420902923259e-02,1.363569103842832142e-01,-8.659872003111270672e-03
1.527305461092218408e+01,-1.328042699605133936e-01,-8.688636837557888945e-03,-7.283938578730120295e-02,1.367788650365348857e-01,-8.688636837557888945e-03
1.527905581116223210e+01,-1.328564982204263056e-01,-8.717285224935185026e-03,-7.283645114156332701e-02,1.372007023114627799e-01,-8.717285224935185026e-03
1.528505701140228012e+01,-1.329088980550740540e-01,-8.745816979390329260e-03,-7.283361012678161994e-02,1.376224170744349273e-01,-8.745816979390329260e-03
1.529105821164232815e+01,-1.329614687649203486e-01,-8.774231915442997840e-03,-7.283086259731184897e-02,1.380440041932649575e-01,-8.774231915442997840e-03
1.529705941188237617e+01,-1.330142096494631165e-01,-8.802529847985384945e-03,-7.282820840689950559e-02,1.384654585382122105e-01,-8.802529847985384945e-03
1.530306061212242419e+01,-1.330671200072342242e-01,-8.830710592282194071e-03,-7.282564740867980557e-02,1.388867749819815978e-01,-8.830710592282194071e-03
1.530906181236247221e+01,-1.331201991357537917e-01,-8.858773964232824136e-03,-7.282317945516907087e-02,1.393079484006209678e-01,-8.858773964232824136e-03
1.531506301260252023e+01,-1.331734463301097460e-01,-8.886719783490206262e-03,-7.282080439800318883e-02,1.397289736762589163e-01,-8.886719783490206262e-03
1.532106421284256825e+01,-1.332268608828541534e-01,-8.914547872310617932e-03,-7.281852208791834979e-02,1.401498456903223222e-01,-8.914547872310617932e-03
1.532706541308261627e+01,-1.332804420855809857e-01,-8.942258053394358183e-03,-7.281633237503899736e-02,1.405705593269732934e-01,-8.942258053394358183e-03
1.533306661332266430e+01,-1.333341892290045572e-01,-8.969850149862920383e-03,-7.281423510889206696e-02,1.409911094737046067e-01,-8.969850149862920383e-03
1.533906781356271232e+01,-1.333881016029595246e-01,-8.997323985258973145e-03,-7.281223013840698588e-02,1.414114910213396248e-01,-8.997323985258973145e-03
1.534506901380276034e+01,-1.334421784964008595e-01,-9.024679383546377678e-03,-7.281031731191565937e-02,1.418316988640324350e-01,-9.024679383546377678e-03
1.535107021404280836e+01,-1.334964191974039593e-01,-9.051916169110175645e-03,-7.280849647715247064e-02,1.422517278992676271e-01,-9.051916169110175645e-03
1.535707141428285638e+01,-1.335508229931644253e-01,-9.079034166756592625e-03,-7.280676748125432252e-02,1.426715730278605432e-01,-9.079034166756592625e-03
1.536307261452290263e+01,-1.336053891699983398e-01,-9.106033201713032918e-03,-7.280513017076055415e-02,1.430912291539569725e-01,-9.106033201713032918e-03
1.536907381476295065e+01,-1.336601170133420446e-01,-9.132913099628109030e-03,-7.280358439161303818e-02,1.435106911850336786e-01,-9.132913099628109030e-03
1.537507501500299867e+01,-1.337150058077522796e-01,-9.159673686571591367e-03,-7.280212998915612521e-02,1.439299540318977610e-01,-9.159673686571591367e-03
1.538107621524304669e+01,-1.337700548369060716e-01,-9.186314789034446399e-03,-7.280076680813662993e-02,1.443490126086870162e-01,-9.186314789034446399e-03
1.538707741548309471e+01,-1.338252633836008454e-01,-9.212836233928824517e-03,-7.279949469270385887e-02,1.447678618328699096e-01,-9.212836233928824517e-03
1.539307861572314273e+01,-1.338806307297543408e-01,-9.239237848588058299e-03,-7.279831348640963817e-02,1.451864966252454925e-01,-9.239237848588058299e-03
1.539907981596319075e+01,-1.339361561564046121e-01,-9.265519460766667714e-03,-7.279722303220825808e-02,1.456049119099435130e-01,-9.265519460766667714e-03
1.540508101620323878e+01,-1.339918389437101398e-01,-9.291680898640356651e-03,-7.279622317245647289e-02,1.460231026144242772e-01,-9.291680898640356651e-03
1.541108221644328680e+01,-1.340476783709496633e-01,-9.317721990806011184e-03,-7.279531374891355655e-02,1.464410636694787882e-01,-9.317721990806011184e-03
1.541708341668333482e+01,-1.341036737165222925e-01,-9.343642566281704781e-03,-7.279449460274127481e-02,1.468587900092286347e-01,-9.343642566281704781e-03
1.542308461692338284e+01,-1.341598242579474798e-01,-9.369442454506694828e-03,-7.279376557450385754e-02,1.472762765711260469e-01,-9.369442454506694828e-03
1.542908581716343086e+01,-1.342161292718011267e-01,-9.395121485684863188e-03,-7.279312650415782626e-02,1.476935182970079141e-01,-9.395121485684863188e-03
1.543508701740347888e+01,-1.342725880321858634e-01,-9.420679494079873748e-03,-7.279257723077339759e-02,1.481105101354142362e-01,-9.420679494079873748e-03
1.544108821764352690e+01,-1.343291998108292751e-01,-9.446116316448822936e-03,-7.279211759254075598e-02,1.485272470350585405e-01,-9.446116316448822936e-03
1.544708941788357492e+01,-1.343859638786125688e-01,-9.471431790027304634e-03,-7.279174742705635248e-02,1.489437239483986652e-01,-9.471431790027304634e-03
1.545309061812362295e+01,-1.344428795056296089e-01,-9.496625752520308078e-03,-7.279146657133453435e-02,1.493599358320960580e-01,-9.496625752520308078e-03
1.545909181836367097e+01,-1.344999459611870840e-01,-9.521698042102224799e-03,-7.279127486180750339e-02,1.497758776470159703e-01,-9.521698042102224799e-03
1.546509301860371899e+01,-1.345571625138043403e-01,-9.546648497416841683e-03,-7.279117213432531597e-02,1.501915443582272636e-01,-9.546648497416841683e-03
1.547109421884376701e+01,-1.346145284312135759e-01,-9.571476957577351383e-03,-7.279115822415592463e-02,1.506069309350026031e-01,-9.571476957577351383e-03
1.547709541908381503e+01,-1.346720429803596741e-01,-9.596183262166340169e-03,-7.279123296598512260e-02,1.510220323508182916e-01,-9.596183262166340169e-03
1.548309661932386305e+01,-1.347297054274002315e-01,-9.620767251235798345e-03,-7.279139619391658544e-02,1.514368435833544357e-01,-9.620767251235798345e-03
1.548909781956391107e+01,-1.347875150377056130e-01,-9.645228765307113303e-03,-7.279164774147182937e-02,1.518513596144947242e-01,-9.645228765307113303e-03
1.549509901980395910e+01,-1.348454710758589803e-01,-9.669567645371071260e-03,-7.279198744159028067e-02,1.522655754303267051e-01,-9.669567645371071260e-03
1.550110022004400712e+01,-1.349035728056562078e-01,-9.693783732887858995e-03,-7.279241512662917857e-02,1.526794860211415361e-01,-9.693783732887858995e-03
1.550710142028405514e+01,-1.349618194901058554e-01,-9.717876869787063845e-03,-7.279293062836368622e-02,1.530930863814341236e-01,-9.717876869787063845e-03
1.551310262052410316e+01,-1.350202103914293073e-01,-9.741846898467670240e-03,-7.279353377798679359e-02,1.535063715099030945e-01,-9.741846898467670240e-03
1.551910382076415118e+01,-1.350787447710606604e-01,-9.765693661798063169e-03,-7.279422440610937295e-02,1.539193364094507410e-01,-9.765693661798063169e-03
1.552510502100419920e+01,-1.351374218896467527e-01,-9.789417003116028179e-03,-7.279500234276015114e-02,1.543319760871831592e-01,-9.789417003116028179e-03
1.553110622124424722e+01,-1.351962410070471909e-01,-9.813016766228749646e-03,-7.279586741738573730e-02,1.547442855544100548e-01,-9.813016766228749646e-03
1.553710742148429524e+01,-1.352552013823342947e-01,-9.836492795412809034e-03,-7.279681945885059513e-02,1.551562598266449378e-01,-9.836492795412809034e-03
1.554310862172434327e+01,-1.353143022737931245e-01,-9.859844935414191838e-03,-7.279785829543707065e-02,1.555678939236049552e-01,-9.859844935414191838e-03
1.554910982196439129e+01,-1.353735429388251421e-01,-9.883073031924647853e-03,-7.279898375483197237e-02,1.559791828705038019e-01,-9.883073031924647853e-03
1.555511102220443931e+01,-1.354329226322903146e-01,-9.906176935025760855e-03,-7.280019566382524288e-02,1.563901216997179988e-01,-9.906176935025760855e-03
1.556111222244448733e+01,-1.354924406068986620e-01,-9.929156497084876479e-03,-7.280149384835957194e-02,1.568007054447228821e-01,-9.929156497084876479e-03
1.556711342268453535e+01,-1.355520961146344794e-01,-9.952011570983895772e-03,-7.280287813380570405e-02,1.572109291437524814e-01,-9.952011570983895772e-03
1.557311462292458337e+01,-1.356118884067930852e-01,-9.974742010121540742e-03,-7.280434834497039043e-02,1.576207878401028051e-01,-9.974742010121540742e-03
1.557911582316463139e+01,-1.356718167339809600e-01,-9.997347668413352623e-03,-7.280590430609627794e-02,1.580302765821319788e-01,-9.997347668413352623e-03
1.558511702340467941e+01,-1.357318803461155798e-01,-1.001982840029169188e-02,-7.280754584086203407e-02,1.584393904232600236e-01,-1.001982840029169188e-02
1.559111822364472744e+01,-1.357920784924255553e-01,-1.004218406070574166e-02,-7.280927277238224971e-02,1.588481244219691058e-01,-1.004218406070574166e-02
1.559711942388477546e+01,-1.358524104214505479e-01,-1.006441450512150608e-02,-7.281108492320748082e-02,1.592564736418033144e-01,-1.006441450512150608e-02
1.560312062412482348e+01,-1.359128753810413259e-01,-1.008651958952180502e-02,-7.281298211532422071e-02,1.596644331513688286e-01,-1.008651958952180502e-02
1.560912182436487150e+01,-1.359734726183597642e-01,-1.010849917040628626e-02,-7.281496417015495548e-02,1.600719980243338614e-01,-1.010849917040628626e-02
1.561512302460491952e+01,-1.360342013798787608e-01,-1.013035310479140812e-02,-7.281703090855809468e-02,1.604791633394285766e-01,-1.013035310479140812e-02
1.562112422484496754e+01,-1.360950609113823484e-01,-1.015208125021046029e-02,-7.281918215082802681e-02,1.608859241804452000e-01,-1.015208125021046029e-02
1.562712542508501556e+01,-1.361560504579655828e-01,-1.017368346471354129e-02,-7.282141771669509156e-02,1.612922756362380472e-01,-1.017368346471354129e-02
1.563312662532506359e+01,-1.362171692640346543e-01,-1.019515960686758101e-02,-7.282373742532559369e-02,1.616982128007233288e-01,-1.019515960686758101e-02
1.563912782556511161e+01,-1.362784165733068598e-01,-1.021650953575632161e-02,-7.282614109532176139e-02,1.621037307728794008e-01,-1.021650953575632161e-02
1.564512902580515963e+01,-1.363397916288104916e-01,-1.023773311098032796e-02,-7.282862854472181569e-02,1.625088246567465422e-01,-1.023773311098032796e-02
1.565113022604520765e+01,-1.364012936728850045e-01,-1.025883019265698762e-02,-7.283119959099992879e-02,1.629134895614271494e-01,-1.025883019265698762e-02
1.565713142628525567e+01,-1.364629219471809041e-01,-1.027980064142050565e-02,-7.283385405106622412e-02,1.633177206010855698e-01,-1.027980064142050565e-02
1.566313262652530369e+01,-1.365246756926597471e-01,-1.030064431842190806e-02,-7.283659174126676239e-02,1.637215128949481846e-01,-1.030064431842190806e-02
1.566913382676535171e+01,-1.365865541494463153e-01,-1.032136108600174851e-02,-7.283941247736509805e-02,1.641248615689090418e-01,-1.032136108600174851e-02
1.567513502700539973e+01,-1.366485565550506209e-01,-1.034195081119214724e-02,-7.284231607421572108e-02,1.645277617562999339e-01,-1.034195081119214724e-02
1.568113622724544776e+01,-1.367106821451105070e-01,-1.036241336304000345e-02,-7.284530234587034692e-02,1.649302085925791750e-01,-1.036241336304000345e-02
1.568713742748549578e+01,-1.367729301546611043e-01,-1.038274861114849359e-02,-7.284837110583333719e-02,1.653321972189464584e-01,-1.038274861114849359e-02
1.569313862772554380e+01,-1.368352998181526503e-01,-1.040295642568389231e-02,-7.285152216706587691e-02,1.657337227825042558e-01,-1.040295642568389231e-02
1.569913982796559182e+01,-1.368977903694505172e-01,-1.042303667737557067e-02,-7.285475534198596059e-02,1.661347804362576785e-01,-1.042303667737557067e-02
1.570514102820563984e+01,-1.369604010418351836e-01,-1.044298923751599967e-02,-7.285807044246844777e-02,1.665353653391146160e-01,-1.044298923751599967e-02
1.571114222844568786e+01,-1.370231310680022629e-01,-1.046281397796074153e-02,-7.286146727984500748e-02,1.669354726558857360e-01,-1.046281397796074153e-02
1.571714342868573588e+01,-1.370859796800624752e-01,-1.048251077112846187e-02,-7.286494566490413216e-02,1.673350975572843735e-01,-1.048251077112846187e-02
1.572314462892578391e+01,-1.371489461095416473e-01,-1.050207949000092102e-02,-7.286850540789116537e-02,1.677342352199265862e-01,-1.050207949000092102e-02
1.572914582916583193e+01,-1.372120295873807683e-01,-1.052152000812297573e-02,-7.287214631850827407e-02,1.681328808263312380e-01,-1.052152000812297573e-02
1.573514702940587995e+01,-1.372752293439359339e-01,-1.054083219960257924e-02,-7.287586820591444858e-02,1.685310295649198320e-01,-1.054083219960257924e-02
1.574114822964592797e+01,-1.373385446089783191e-01,-1.056001593911078465e-02,-7.287967087872550265e-02,1.689286766300166776e-01,-1.056001593911078465e-02
1.574714942988597599e+01,-1.374019746116942331e-01,-1.057907110188174155e-02,-7.288355414501410112e-02,1.693258172218487789e-01,-1.057907110188174155e-02
1.575315063012602401e+01,-1.374655185806851754e-01,-1.059799756371269247e-02,-7.288751781230971838e-02,1.697224465465458909e-01,-1.059799756371269247e-02
1.575915183036607203e+01,-1.375291757439676410e-01,-1.061679520096398335e-02,-7.289156168759869381e-02,1.701185598161404355e-01,-1.061679520096398335e-02
1.576515303060612005e+01,-1.375929453289733706e-01,-1.063546389055905310e-02,-7.289568557732414855e-02,1.705141522485676964e-01,-1.063546389055905310e-02
1.577115423084616808e+01,-1.376568265625491283e-01,-1.065400350998443879e-02,-7.289988928738606877e-02,1.709092190676655409e-01,-1.065400350998443879e-02
1.577715543108621610e+01,-1.377208186709568405e-01,-1.067241393728977396e-02,-7.290417262314126401e-02,1.713037555031746706e-01,-1.067241393728977396e-02
1.578315663132626412e+01,-1.377849208798735403e-01,-1.069069505108779031e-02,-7.290853538940335332e-02,1.716977567907384816e-01,-1.069069505108779031e-02
1.578915783156631214e+01,-1.378491324141689067e-01,-1.070884673149602971e-02,-7.291297739041706361e-02,1.720912181738809554e-01,-1.070884673149602971e-02
1.579515903180636016e+01,-1.379134524960439478e-01,-1.072686886354225384e-02,-7.291749842950751015e-02,1.724841349036542459e-01,-1.072686886354225384e-02
1.580116023204640818e+01,-1.379778803461402525e-01,-1.074476133397900962e-02,-7.292209830925132363e-02,1.728765022343945190e-01,-1.074476133397900962e-02
1.580716143228645620e+01,-1.380424151846183500e-01,-1.076252403016187374e-02,-7.292677683170421810e-02,1.732683154271028869e-01,-1.076252403016187374e-02
1.581316263252650423e+01,-1.381070562311633165e-01,-1.078015684005428909e-02,-7.293153379840237871e-02,1.736595697495035007e-01,-1.078015684005428909e-02
1.581916383276655225e+01,-1.381718027049848307e-01,-1.079765965222757168e-02,-7.293636901036258668e-02,1.740502604760435224e-01,-1.079765965222757168e-02
1.582516503300660027e+01,-1.382366538248171739e-01,-1.081503235586089851e-02,-7.294128226808212212e-02,1.744403828878931806e-01,-1.081503235586089851e-02
1.583116623324664829e+01,-1.383016088089191187e-01,-1.083227484074131969e-02,-7.294627337153883340e-02,1.748299322729457428e-01,-1.083227484074131969e-02
1.583716743348669631e+01,-1.383666668750741513e-01,-1.084938699726375154e-02,-7.295134212019108166e-02,1.752189039258175152e-01,-1.084938699726375154e-02
1.584316863372674433e+01,-1.384318272405901940e-01,-1.086636871643098176e-02,-7.295648831297781023e-02,1.756072931478477872e-01,-1.086636871643098176e-02
1.584916983396679235e+01,-1.384970891222998823e-01,-1.088321988985366251e-02,-7.296171174831846129e-02,1.759950952470989982e-01,-1.088321988985366251e-02
1.585517103420684037e+01,-1.385624517365603159e-01,-1.089994040975031386e-02,-7.296701222411304533e-02,1.763823055383565153e-01,-1.089994040975031386e-02
1.586117223444688840e+01,-1.386279142992532243e-01,-1.091653016894732556e-02,-7.297238953774208559e-02,1.767689193431287997e-01,-1.091653016894732556e-02
1.586717343468693642e+01,-1.386934760257849675e-01,-1.093298906087895699e-02,-7.297784348606668747e-02,1.771549319896473795e-01,-1.093298906087895699e-02
1.587317463492698444e+01,-1.387591361310863969e-01,-1.094931697958733373e-02,-7.298337386542844141e-02,1.775403388128667659e-01,-1.094931697958733373e-02
1.587917583516703246e+01,-1.388248938296129664e-01,-1.096551381972244929e-02,-7.298898047164951997e-02,1.779251351544645365e-01,-1.096551381972244929e-02
1.588517703540708048e+01,-1.388907483353447603e-01,-1.098157947654216510e-02,-7.299466310003263625e-02,1.783093163628413080e-01,-1.098157947654216510e-02
1.589117823564712850e+01,-1.389566988617863819e-01,-1.099751384591221397e-02,-7.300042154536101613e-02,1.786928777931207357e-01,-1.099751384591221397e-02
1.589717943588717652e+01,-1.390227446219670371e-01,-1.101331682430619317e-02,-7.300625560189843988e-02,1.790758148071495137e-01,-1.101331682430619317e-02
1.590318063612722455e+01,-1.390888848284405344e-01,-1.102898830880556791e-02,-7.301216506338922829e-02,1.794581227734973472e-01,-1.102898830880556791e-02
1.590918183636727257e+01,-1.391551186929634309e-01,-1.104452819838494526e-02,-7.301814972302322904e-02,1.798397970698436543e-01,-1.104452819838494526e-02
1.591518303660732059e+01,-1.392214454246125110e-01,-1.105993639701831517e-02,-7.302420937306493276e-02,1.802208330813298010e-01,-1.105993639701831517e-02
1.592118423684736861e+01,-1.392878642312303239e-01,-1.107521281014303000e-02,-7.303034380509157431e-02,1.806012261976649991e-01,-1.107521281014303000e-02
1.592718543708741663e+01,-1.393543743202980134e-01,-1.109035734384640134e-02,-7.303655281018738010e-02,1.809809718160724779e-01,-1.109035734384640134e-02
1.593318663732746465e+01,-1.394209748989359565e-01,-1.110536990486649979e-02,-7.304283617894367919e-02,1.813600653412956176e-01,-1.110536990486649979e-02
1.593918783756751267e+01,-1.394876651739036522e-01,-1.112025040059216180e-02,-7.304919370145893098e-02,1.817385021855980054e-01,-1.112025040059216180e-02
1.594518903780756069e+01,-1.395544443515996935e-01,-1.113499873906298281e-02,-7.305562516733871137e-02,1.821162777687634626e-01,-1.113499873906298281e-02
1.595119023804760872e+01,-1.396213116380618791e-01,-1.114961482896932241e-02,-7.306213036569569885e-02,1.824933875180959619e-01,-1.114961482896932241e-02
1.595719143828765674e+01,-1.396882662389671292e-01,-1.116409857965230436e-02,-7.306870908514973006e-02,1.828698268684197104e-01,-1.116409857965230436e-02
1.596319263852770476e+01,-1.397553073596315143e-01,-1.117844990110380965e-02,-7.307536111382770261e-02,1.832455912620791216e-01,-1.117844990110380965e-02
1.596919383876775278e+01,-1.398224342050102542e-01,-1.119266870396648517e-02,-7.308208623936369996e-02,1.836206761489387329e-01,-1.119266870396648517e-02
1.597519503900780080e+01,-1.398896459796977187e-01,-1.120675489953374022e-02,-7.308888424889888047e-02,1.839950769863833990e-01,-1.120675489953374022e-02
1.598119623924784882e+01,-1.399569418879274274e-01,-1.122070839974974657e-02,-7.309575492908153282e-02,1.843687892393180427e-01,-1.122070839974974657e-02
1.598719743948789684e+01,-1.400243211335719939e-01,-1.123452911720943317e-02,-7.310269806606706222e-02,1.847418083801678768e-01,-1.123452911720943317e-02
1.599319863972794487e+01,-1.400917829201432374e-01,-1.124821696515850011e-02,-7.310971344551801809e-02,1.851141298888782927e-01,-1.124821696515850011e-02
1.599919983996799289e+01,-1.401593264507921266e-01,-1.126177185749340122e-02,-7.311680085260402473e-02,1.854857492529148610e-01,-1.126177185749340122e-02
1.600520104020803913e+01,-1.402269509283087245e-01,-1.127519370876135622e-02,-7.312396007200186454e-02,1.858566619672632481e-01,-1.127519370876135622e-02
1.601120224044808893e+01,-1.402946555551223273e-01,-1.128848243416035423e-02,-7.313119088789543643e-02,1.862268635344297707e-01,-1.128848243416035423e-02
1.601720344068813517e+01,-1.403624395333012420e-01,-1.130163794953912768e-02,-7.313849308397572802e-02,1.865963494644401754e-01,-1.130163794953912768e-02
1.602320464092818497e+01,-1.404303020645534528e-01,-1.131466017139821228e-02,-7.314586644344102384e-02,1.869651152748469658e-01,-1.131466017139821228e-02
1.602920584116823122e+01,-1.404982423497817545e-01,-1.132754901857791277e-02,-7.315331074895058128e-02,1.873331564934991311e-01,-1.132754901857791277e-02
1.603520704140828101e+01,-1.405662595872589626e-01,-1.134030441485835844e-02,-7.316082578224050725e-02,1.877004686555773516e-01,-1.134030441485835844e-02
1.604120824164832726e+01,-1.406343529743375176e-01,-1.135292628528668767e-02,-7.316841132442415685e-02,1.880670473021808509e-01,-1.135292628528668767e-02
1.604720944188837706e+01,-1.407025217081284418e-01,-1.136541455560147358e-02,-7.317606715615147805e-02,1.884328879827012193e-01,-1.136541455560147358e-02
1.605321064212842330e+01,-1.407707649855010901e-01,-1.137776915223265815e-02,-7.318379305760902565e-02,1.887979862548206933e-01,-1.137776915223265815e-02
1.605921184236847310e+01,-1.408390820030833990e-01,-1.138999000230161464e-02,-7.319158880851991955e-02,1.891623376845138205e-01,-1.138999000230161464e-02
1.606521304260851934e+01,-1.409074719572617207e-01,-1.140207703362109380e-02,-7.319945418814381710e-02,1.895259378460459332e-01,-1.140207703362109380e-02
1.607121424284856914e+01,-1.409759340441808784e-01,-1.141403017469526729e-02,-7.320738897527703792e-02,1.898887823219745918e-01,-1.141403017469526729e-02
1.607721544308861539e+01,-1.410444674597440828e-01,-1.142584935471968773e-02,-7.321539294825238353e-02,1.902508667031481138e-01,-1.142584935471968773e-02
1.608321664332866519e+01,-1.411130713996131825e-01,-1.143753450358133382e-02,-7.322346588493931774e-02,1.906121865887071276e-01,-1.143753450358133382e-02
1.608921784356871143e+01,-1.411817450592083301e-01,-1.144908555185855659e-02,-7.323160756274384176e-02,1.909727375860829079e-01,-1.144908555185855659e-02
1.609521904380876123e+01,-1.412504876337082327e-01,-1.146050243082114006e-02,-7.323981775860853582e-02,1.913325153109991517e-01,-1.146050243082114006e-02
1.610122024404880747e+01,-1.413192983180499851e-01,-1.147178507243023539e-02,-7.324809624901257310e-02,1.916915153874701461e-01,-1.147178507243023539e-02
1.610722144428885727e+01,-1.413881763069292641e-01,-1.148293340933843019e-02,-7.325644280997169189e-02,1.920497334478026008e-01,-1.148293340933843019e-02
1.611322264452890352e+01,-1.414571207948000509e-01,-1.149394737488968268e-02,-7.326485721703820952e-02,1.924071651325938159e-01,-1.149394737488968268e-02
1.611922384476895331e+01,-1.415261309758749642e-01,-1.150482690311937888e-02,-7.327333924530106402e-02,1.927638060907335693e-01,-1.150482690311937888e-02
1.612522504500899956e+01,-1.415952060441248994e-01,-1.151557192875427883e-02,-7.328188866938568913e-02,1.931196519794021460e-01,-1.151557192875427883e-02
1.613122624524904936e+01,-1.416643451932794728e-01,-1.152618238721257217e-02,-7.329050526345418093e-02,1.934746984640722811e-01,-1.152618238721257217e-02
1.613722744548909560e+01,-1.417335476168264385e-01,-1.153665821460382428e-02,-7.329918880120515901e-02,1.938289412185073834e-01,-1.153665821460382428e-02
1.614322864572914540e+01,-1.418028125080146029e-01,-1.154699934773943844e-02,-7.330793905587505710e-02,1.941823759248089976e-01,-1.154699934773943844e-02
1.614922984596919164e+01,-1.418721390592652953e-01,-1.155720572621975195e-02,-7.331675580017622817e-02,1.945349982763650287e-01,-1.155720572621975195e-02
1.615523104620924144e+01,-1.419415264604926286e-01,-1.156727729442746759e-02,-7.332563880591351502e-02,1.948868039739525826e-01,-1.156727729442746759e-02
1.616123224644928769e+01,-1.420109739009700334e-01,-1.157721399787460179e-02,-7.333458784433090349e-02,1.952377887255088984e-01,-1.157721399787460179e-02
1.616723344668933748e+01,-1.420804805698533957e-01,-1.158701578280260311e-02,-7.334360268624129375e-02,1.955879482480063769e-01,-1.158701578280260311e-02
1.617323464692938373e+01,-1.421500456561803905e-01,-1.159668259618229676e-02,-7.335268310202650022e-02,1.959372782674508595e-01,-1.159668259618229676e-02
1.617923584716943353e+01,-1.422196683488711477e-01,-1.160621438571393313e-02,-7.336182886163722383e-02,1.962857745188834324e-01,-1.160621438571393313e-02
1.618523704740947977e+01,-1.422893478367276698e-01,-1.161561109982714446e-02,-7.337103973459307982e-02,1.966334327463786780e-01,-1.161561109982714446e-02
1.619123824764952957e+01,-1.423590833084343310e-01,-1.162487268768098991e-02,-7.338031548998261155e-02,1.969802487030462845e-01,-1.162487268768098991e-02
1.619723944788957581e+01,-1.424288739525574332e-01,-1.163399909916390876e-02,-7.338965589646323506e-02,1.973262181510295199e-01,-1.163399909916390876e-02
1.620324064812962561e+01,-1.424987189575455948e-01,-1.164299028489376199e-02,-7.339906072226129452e-02,1.976713368615067579e-01,-1.164299028489376199e-02
