t,k,L,dk_dt,dk_dt_noisy
2.278455691138227657e+00,2.878182361927575372e-01,6.152915759095767267e-01,-1.717081187610540738e-01,-1.452172192920236082e-01
2.279455891178235660e+00,2.876465762350511879e-01,6.153174126137738176e-01,-1.715431769271127393e-01,-1.897619971265176175e-01
2.280456091218243664e+00,2.874750811461421196e-01,6.153432412220958270e-01,-1.713784583743535594e-01,-2.170358135769915320e-01
2.281456291258251667e+00,2.873037507028151083e-01,6.153690617399807383e-01,-1.712139627119209639e-01,-1.452715489536774707e-01
2.282456491298259671e+00,2.871325846822276873e-01,6.153948741728617611e-01,-1.710496895497816972e-01,-1.409332415895474810e-01
2.283456691338267674e+00,2.869615828619101472e-01,6.154206785261657764e-01,-1.708856384987238186e-01,-1.609140973473423275e-01
2.284456891378275678e+00,2.867907450197654251e-01,6.154464748053146694e-01,-1.707218091703549545e-01,-1.456164433018292959e-01
2.285457091418283682e+00,2.866200709340693265e-01,6.154722630157246632e-01,-1.705582011771012985e-01,-1.866079967816329510e-01
2.286457291458291685e+00,2.864495603834703585e-01,6.154980431628060966e-01,-1.703948141322062793e-01,-1.469425142962902386e-01
2.287457491498299689e+00,2.862792131469897861e-01,6.155238152519640904e-01,-1.702316476497290898e-01,-1.362191636540151241e-01
2.288457691538307692e+00,2.861090290040216866e-01,6.155495792885979922e-01,-1.700687013445434381e-01,-1.572651227273876018e-01
2.289457891578315696e+00,2.859390077343327841e-01,6.155753352781019316e-01,-1.699059748323362151e-01,-1.642846911333870341e-01
2.290458091618323699e+00,2.857691491180626708e-01,6.156010832258640431e-01,-1.697434677296061900e-01,-1.440777009525708863e-01
2.291458291658331703e+00,2.855994529357235856e-01,6.156268231372672428e-01,-1.695811796536626781e-01,-1.469422286984542192e-01
2.292458491698339706e+00,2.854299189682006355e-01,6.156525550176886741e-01,-1.694191102226242918e-01,-1.843956580008904445e-01
2.293458691738347710e+00,2.852605469967515739e-01,6.156782788725000399e-01,-1.692572590554174694e-01,-1.420567260826522960e-01
2.294458891778355714e+00,2.850913368030069672e-01,6.157039947070673813e-01,-1.690956257717753375e-01,-1.542032321074702506e-01
2.295459091818363717e+00,2.849222881689701392e-01,6.157297025267512991e-01,-1.689342099922364060e-01,-1.657603141609864383e-01
2.296459291858371721e+00,2.847534008770171154e-01,6.157554023369068430e-01,-1.687730113381430697e-01,-1.426986334877561602e-01
2.297459491898379724e+00,2.845846747098967899e-01,6.157810941428832896e-01,-1.686120294316405255e-01,-1.501029795071338602e-01
2.298459691938387728e+00,2.844161094507307030e-01,6.158067779500246974e-01,-1.684512638956754405e-01,-1.535325735919316203e-01
2.299459891978395731e+00,2.842477048830131525e-01,6.158324537636692408e-01,-1.682907143539943695e-01,-1.784476783090124252e-01
2.300460092018403735e+00,2.840794607906111935e-01,6.158581215891497651e-01,-1.681303804311428673e-01,-1.514608880318045747e-01
2.301460292058411738e+00,2.839113769577648050e-01,6.158837814317933423e-01,-1.679702617524642116e-01,-1.901405499985041880e-01
2.302460492098419742e+00,2.837434531690863904e-01,6.159094332969218266e-01,-1.678103579440974602e-01,-1.703393403995272226e-01
2.303460692138427746e+00,2.835756892095614434e-01,6.159350771898511878e-01,-1.676506686329769791e-01,-2.015158941726899189e-01
2.304460892178435749e+00,2.834080848645480488e-01,6.159607131158918447e-01,-1.674911934468308605e-01,-2.015790314389419580e-01
2.305461092218443753e+00,2.832406399197769931e-01,6.159863410803489980e-01,-1.673319320141792022e-01,-1.584708099477011578e-01
2.306461292258451756e+00,2.830733541613518756e-01,6.160119610885218533e-01,-1.671728839643335796e-01,-1.688130179555145938e-01
2.307461492298459760e+00,2.829062273757491641e-01,6.160375731457043980e-01,-1.670140489273952700e-01,-1.653189609024840467e-01
2.308461692338467763e+00,2.827392593498179174e-01,6.160631772571849574e-01,-1.668554265342540865e-01,-1.550164269992784505e-01
2.309461892378475767e+00,2.825724498707799515e-01,6.160887734282460837e-01,-1.666970164165871848e-01,-1.596973426606379809e-01
2.310462092418483770e+00,2.824057987262300062e-01,6.161143616641651111e-01,-1.665388182068576473e-01,-1.842665052369004131e-01
2.311462292458491774e+00,2.822393057041353570e-01,6.161399419702137115e-01,-1.663808315383133452e-01,-1.649121958831004375e-01
2.312462492498499778e+00,2.820729705928362585e-01,6.161655143516577837e-01,-1.662230560449858285e-01,-1.675644602035008257e-01
2.313462692538507781e+00,2.819067931810455008e-01,6.161910788137578976e-01,-1.660654913616884942e-01,-1.764648995377071650e-01
2.314462892578515785e+00,2.817407732578487423e-01,6.162166353617689607e-01,-1.659081371240158642e-01,-1.683991059192273265e-01
2.315463092618523788e+00,2.815749106127043988e-01,6.162421840009405516e-01,-1.657509929683421979e-01,-1.730593134502679542e-01
2.316463292658531792e+00,2.814092050354436436e-01,6.162677247365162536e-01,-1.655940585318202429e-01,-1.785762352846644307e-01
2.317463492698539795e+00,2.812436563162704073e-01,6.162932575737345431e-01,-1.654373334523797368e-01,-1.721225448223200893e-01
2.318463692738547799e+00,2.810782642457612668e-01,6.163187825178280121e-01,-1.652808173687265181e-01,-1.605811719168017127e-01
2.319463892778555802e+00,2.809130286148657230e-01,6.163442995740239239e-01,-1.651245099203409450e-01,-1.238600032032326492e-01
2.320464092818563806e+00,2.807479492149058675e-01,6.163698087475437681e-01,-1.649684107474769790e-01,-1.813080597074492595e-01
2.321464292858571810e+00,2.805830258375767161e-01,6.163953100436037058e-01,-1.648125194911607139e-01,-1.543741723025836010e-01
2.322464492898579813e+00,2.804182582749458752e-01,6.164208034674140135e-01,-1.646568357931890991e-01,-1.938834108666998568e-01
2.323464692938587817e+00,2.802536463194538197e-01,6.164462890241798609e-01,-1.645013592961288296e-01,-1.327008628460845663e-01
2.324464892978595820e+00,2.800891897639137262e-01,6.164717667191005335e-01,-1.643460896433150964e-01,-1.710135962100505780e-01
2.325465093018603824e+00,2.799248884015115291e-01,6.164972365573697655e-01,-1.641910264788502549e-01,-1.614135133094747043e-01
2.326465293058611827e+00,2.797607420258059752e-01,6.165226985441759622e-01,-1.640361694476027976e-01,-1.384877857985417349e-01
2.327465493098619831e+00,2.795967504307284579e-01,6.165481526847016447e-01,-1.638815181952057443e-01,-1.441279753364028415e-01
2.328465693138627834e+00,2.794329134105832391e-01,6.165735989841241160e-01,-1.637270723680557816e-01,-1.935642599798471919e-01
2.329465893178635838e+00,2.792692307600472268e-01,6.165990374476147950e-01,-1.635728316133119031e-01,-1.524689742157739614e-01
2.330466093218643842e+00,2.791057022741701976e-01,6.166244680803397715e-01,-1.634187955788941327e-01,-1.679666411203983023e-01
2.331466293258651845e+00,2.789423277483745189e-01,6.166498908874595841e-01,-1.632649639134822195e-01,-1.508824929425753858e-01
2.332466493298659849e+00,2.787791069784555376e-01,6.166753058741291094e-01,-1.631113362665148336e-01,-1.600636485124783404e-01
2.333466693338667852e+00,2.786160397605811911e-01,6.167007130454976727e-01,-1.629579122881878728e-01,-1.482371268224603744e-01
2.334466893378675856e+00,2.784531258912921747e-01,6.167261124067089373e-01,-1.628046916294533242e-01,-1.569655788592433376e-01
2.335467093418683859e+00,2.782903651675019963e-01,6.167515039629013485e-01,-1.626516739420183488e-01,-1.654487605745327550e-01
2.336467293458691863e+00,2.781277573864969765e-01,6.167768877192075783e-01,-1.624988588783437549e-01,-1.389592791008289197e-01
2.337467493498699866e+00,2.779653023459359718e-01,6.168022636807545256e-01,-1.623462460916429428e-01,-1.932271776886157755e-01
2.338467693538707870e+00,2.778029998438508175e-01,6.168276318526638713e-01,-1.621938352358806845e-01,-1.708550368040765433e-01
2.339467893578715874e+00,2.776408496786460511e-01,6.168529922400517451e-01,-1.620416259657717628e-01,-1.811536061929179819e-01
2.340468093618723877e+00,2.774788516490988566e-01,6.168783448480283926e-01,-1.618896179367800281e-01,-1.647670487865230404e-01
2.341468293658731881e+00,2.773170055543592860e-01,6.169036896816987303e-01,-1.617378108051170382e-01,-1.703366654130363533e-01
2.342468493698739884e+00,2.771553111939501490e-01,6.169290267461622346e-01,-1.615862042277408372e-01,-1.645471641348151548e-01
2.343468693738747888e+00,2.769937683677669016e-01,6.169543560465124976e-01,-1.614347978623548174e-01,-1.712435618294104178e-01
2.344468893778755891e+00,2.768323768760778125e-01,6.169796775878378936e-01,-1.612835913674064703e-01,-1.706755515114614374e-01
2.345469093818763895e+00,2.766711365195240191e-01,6.170049913752209125e-01,-1.611325844020863873e-01,-1.940136166007725427e-01
2.346469293858771898e+00,2.765100470991191939e-01,6.170302974137387153e-01,-1.609817766263267336e-01,-1.617351666156747747e-01
2.347469493898779902e+00,2.763491084162499334e-01,6.170555957084629117e-01,-1.608311677008003038e-01,-1.546650695103274631e-01
2.348469693938787906e+00,2.761883202726755915e-01,6.170808862644593384e-01,-1.606807572869193845e-01,-1.726078136814276909e-01
2.349469893978795909e+00,2.760276824705281129e-01,6.171061690867886140e-01,-1.605305450468341999e-01,-1.736692962806549723e-01
2.350470094018803913e+00,2.758671948123123108e-01,6.171314441805054729e-01,-1.603805306434321898e-01,-1.732720600282948997e-01
2.351470294058811916e+00,2.757068571009058111e-01,6.171567115506590984e-01,-1.602307137403366777e-01,-1.266498956700316814e-01
2.352470494098819920e+00,2.755466691395589418e-01,6.171819712022935667e-01,-1.600810940019053719e-01,-1.563207379508852191e-01
2.353470694138827923e+00,2.753866307318946771e-01,6.172072231404467368e-01,-1.599316710932297270e-01,-1.521768782922781338e-01
2.354470894178835927e+00,2.752267416819089152e-01,6.172324673701514719e-01,-1.597824446801333342e-01,-1.657905590515709182e-01
2.355471094218843930e+00,2.750670017939702006e-01,6.172577038964346396e-01,-1.596334144291710055e-01,-1.696323159643788880e-01
2.356471294258851934e+00,2.749074108728198906e-01,6.172829327243180009e-01,-1.594845800076274411e-01,-1.770561708033525361e-01
2.357471494298859938e+00,2.747479687235720447e-01,6.173081538588173212e-01,-1.593359410835162304e-01,-1.284933852707860480e-01
2.358471694338867941e+00,2.745886751517135349e-01,6.173333673049431480e-01,-1.591874973255784642e-01,-1.931961017774122269e-01
2.359471894378875945e+00,2.744295299629465057e-01,6.173585730677018102e-01,-1.590392484031425413e-01,-1.530398427811753004e-01
2.360472094418883948e+00,2.742705329510845003e-01,6.173837711522210947e-01,-1.588911939754205083e-01,-1.593720253479838644e-01
2.361472294458891952e+00,2.741116839149531081e-01,6.174089615635709460e-01,-1.587433337064675098e-01,-1.638557796262752331e-01
2.362472494498899955e+00,2.739529826615249020e-01,6.174341443067344892e-01,-1.585956672679414703e-01,-1.899238178302376512e-01
2.363472694538907959e+00,2.737944289980615564e-01,6.174593193866897423e-01,-1.584481943321482955e-01,-1.831487029466606076e-01
2.364472894578915962e+00,2.736360227321135152e-01,6.174844868084102822e-01,-1.583009145720404576e-01,-1.386676201214900039e-01
2.365473094618923966e+00,2.734777636715203242e-01,6.175096465768649123e-01,-1.581538276612164395e-01,-1.720284873753908372e-01
2.366473294658931970e+00,2.733196516244104646e-01,6.175347986970178837e-01,-1.580069332739192089e-01,-1.404249766825356460e-01
2.367473494698939973e+00,2.731616863992012978e-01,6.175599431738286738e-01,-1.578602310850357182e-01,-1.444656571761190611e-01
2.368473694738947977e+00,2.730038678045992318e-01,6.175850800122520967e-01,-1.577137207700955168e-01,-1.461260470478616680e-01
2.369473894778955980e+00,2.728461956495995544e-01,6.176102092172383040e-01,-1.575674020052699742e-01,-1.423375722323095838e-01
2.370474094818963984e+00,2.726886697434866003e-01,6.176353307937328951e-01,-1.574212744673711972e-01,-1.816266061153473110e-01
2.371474294858971987e+00,2.725312898958335284e-01,6.176604447466764736e-01,-1.572753378338510588e-01,-1.667565321304099180e-01
2.372474494898979991e+00,2.723740559165026554e-01,6.176855510810054239e-01,-1.571295917828001432e-01,-1.435575759862061096e-01
2.373474694938987994e+00,2.722169676156450668e-01,6.177106498016509128e-01,-1.569840359929469686e-01,-1.822312816056271545e-01
2.374474894978995998e+00,2.720600248037008395e-01,6.177357409135399990e-01,-1.568386701436564334e-01,-1.235466646036876281e-01
2.375475095019004002e+00,2.719032272913990966e-01,6.177608244215947453e-01,-1.566934939149296491e-01,-1.678862623304218094e-01
2.376475295059012005e+00,2.717465748897578970e-01,6.177859003307325514e-01,-1.565485069874023583e-01,-1.578347337387841498e-01
2.377475495099020009e+00,2.715900674100841239e-01,6.178109686458661542e-01,-1.564037090423439635e-01,-1.769062281999183583e-01
2.378475695139028012e+00,2.714337046639738182e-01,6.178360293719037388e-01,-1.562590997616569166e-01,-1.489429239268090788e-01
2.379475895179036016e+00,2.712774864633117899e-01,6.178610825137486051e-01,-1.561146788278753028e-01,-1.707908187881254647e-01
2.380476095219044019e+00,2.711214126202719510e-01,6.178861280762997232e-01,-1.559704459241641750e-01,-1.608204927708987431e-01
2.381476295259052023e+00,2.709654829473171489e-01,6.179111660644509563e-01,-1.558264007343185265e-01,-1.786008664570446769e-01
2.382476495299060026e+00,2.708096972571990557e-01,6.179361964830918375e-01,-1.556825429427619589e-01,-1.318474084236897492e-01
2.383476695339068030e+00,2.706540553629584456e-01,6.179612193371071260e-01,-1.555388722345462660e-01,-1.881914080385384547e-01
2.384476895379076034e+00,2.704985570779249726e-01,6.179862346313768073e-01,-1.553953882953501009e-01,-1.463730048872844969e-01
2.385477095419084037e+00,2.703432022157173376e-01,6.180112423707763147e-01,-1.552520908114780607e-01,-1.505106877031449630e-01
2.386477295459092041e+00,2.701879905902431211e-01,6.180362425601763077e-01,-1.551089794698597146e-01,-1.463529966673006444e-01
2.387477495499100044e+00,2.700329220156987842e-01,6.180612352044428937e-01,-1.549660539580486884e-01,-1.753791003778915336e-01
2.388477695539108048e+00,2.698779963065700005e-01,6.180862203084374062e-01,-1.548233139642216927e-01,-1.341484983706085765e-01
2.389477895579116051e+00,2.697232132776311020e-01,6.181111978770165161e-01,-1.546807591771774404e-01,-1.353930164241223533e-01
2.390478095619123611e+00,2.695685727439456336e-01,6.181361679150323418e-01,-1.545383892863358144e-01,-1.513467602711334736e-01
2.391478295659131614e+00,2.694140745208657983e-01,6.181611304273322283e-01,-1.543962039817367571e-01,-1.481429690177640535e-01
2.392478495699139618e+00,2.692597184240330677e-01,6.181860854187587462e-01,-1.542542029540396320e-01,-1.574013877712696907e-01
2.393478695739147621e+00,2.691055042693777377e-01,6.182110328941500255e-01,-1.541123858945218084e-01,-1.412513767387922892e-01
2.394478895779155625e+00,2.689514318731190401e-01,6.182359728583394221e-01,-1.539707524950780504e-01,-1.703947354268390002e-01
2.395479095819163629e+00,2.687975010517651420e-01,6.182609053161554069e-01,-1.538293024482193794e-01,-1.427321770254854905e-01
2.396479295859171632e+00,2.686437116221132571e-01,6.182858302724221211e-01,-1.536880354470722410e-01,-1.455615065022252408e-01
2.397479495899179636e+00,2.684900634012494791e-01,6.183107477319588208e-01,-1.535469511853773950e-01,-1.817475198034091410e-01
2.398479695939187639e+00,2.683365562065489485e-01,6.183356576995802101e-01,-1.534060493574891937e-01,-2.058870589425133568e-01
2.399479895979195643e+00,2.681831898556756300e-01,6.183605601800961082e-01,-1.532653296583743052e-01,-1.556099282676240703e-01
2.400480096019203646e+00,2.680299641665825350e-01,6.183854551783120046e-01,-1.531247917836111028e-01,-1.563559927946322481e-01
2.401480296059211650e+00,2.678768789575116660e-01,6.184103426990283925e-01,-1.529844354293885544e-01,-1.286234176324033696e-01
2.402480496099219653e+00,2.677239340469939055e-01,6.184352227470413244e-01,-1.528442602925052518e-01,-1.516923241663631905e-01
2.403480696139227657e+00,2.675711292538491270e-01,6.184600953271419677e-01,-1.527042660703684940e-01,-1.626602183780214150e-01
2.404480896179235661e+00,2.674184643971861397e-01,6.184849604441170490e-01,-1.525644524609933439e-01,-1.797604210583929052e-01
2.405481096219243664e+00,2.672659392964026881e-01,6.185098181027482989e-01,-1.524248191630017679e-01,-1.541900928091224920e-01
2.406481296259251668e+00,2.671135537711855634e-01,6.185346683078132290e-01,-1.522853658756215256e-01,-1.639621235072177829e-01
2.407481496299259671e+00,2.669613076415104369e-01,6.185595110640842442e-01,-1.521460922986854203e-01,-1.742004858266728018e-01
2.408481696339267675e+00,2.668092007276419708e-01,6.185843463763293082e-01,-1.520069981326302722e-01,-1.544153318457752166e-01
2.409481896379275678e+00,2.666572328501338185e-01,6.186091742493116108e-01,-1.518680830784960301e-01,-1.307283384288123185e-01
2.410482096419283682e+00,2.665054038298284578e-01,6.186339946877897900e-01,-1.517293468379245225e-01,-1.498740954434209793e-01
2.411482296459291685e+00,2.663537134878574131e-01,6.186588076965178207e-01,-1.515907891131590968e-01,-1.725720421911458025e-01
2.412482496499299689e+00,2.662021616456412554e-01,6.186836132802446819e-01,-1.514524096070434256e-01,-1.449069497612771595e-01
2.413482696539307693e+00,2.660507481248893247e-01,6.187084114437151339e-01,-1.513142080230202302e-01,-1.732755620253804973e-01
2.414482896579315696e+00,2.658994727476000630e-01,6.187332021916690517e-01,-1.511761840651309474e-01,-1.827297365186435485e-01
2.415483096619323700e+00,2.657483353360608480e-01,6.187579855288414254e-01,-1.510383374380144805e-01,-1.411532496993734287e-01
2.416483296659331703e+00,2.655973357128479373e-01,6.187827614599630266e-01,-1.509006678469061724e-01,-1.619076868980204309e-01
2.417483496699339707e+00,2.654464737008266351e-01,6.188075299897595194e-01,-1.507631749976372504e-01,-1.284917562417342007e-01
2.418483696739347710e+00,2.652957491231510700e-01,6.188322911229522383e-01,-1.506258585966334107e-01,-1.444054074716290270e-01
2.419483896779355714e+00,2.651451618032645841e-01,6.188570448642575217e-01,-1.504887183509145965e-01,-1.666171232370998179e-01
2.420484096819363717e+00,2.649947115648991769e-01,6.188817912183873782e-01,-1.503517539680931936e-01,-1.459656482471069494e-01
2.421484296859371721e+00,2.648443982320759504e-01,6.189065301900489313e-01,-1.502149651563738364e-01,-1.243046652735888685e-01
2.422484496899379725e+00,2.646942216291050531e-01,6.189312617839445307e-01,-1.500783516245523530e-01,-1.538526232174045605e-01
2.423484696939387728e+00,2.645441815805853469e-01,6.189559860047721962e-01,-1.499419130820143498e-01,-1.711645275054161364e-01
2.424484896979395732e+00,2.643942779114049624e-01,6.189807028572249514e-01,-1.498056492387351835e-01,-1.630348038954659018e-01
2.425485097019403735e+00,2.642445104467406880e-01,6.190054123459912683e-01,-1.496695598052781850e-01,-1.659307797716090549e-01
2.426485297059411739e+00,2.640948790120584699e-01,6.190301144757550666e-01,-1.495336444927942154e-01,-1.731534027883186444e-01
2.427485497099419742e+00,2.639453834331131343e-01,6.190548092511952705e-01,-1.493979030130208607e-01,-1.752475967691447811e-01
2.428485697139427746e+00,2.637960235359483874e-01,6.190794966769864738e-01,-1.492623350782810165e-01,-1.408147420823894491e-01
2.429485897179435749e+00,2.636467991468971483e-01,6.191041767577984967e-01,-1.491269404014826105e-01,-1.269378232011709740e-01
2.430486097219443753e+00,2.634977100925809945e-01,6.191288494982962742e-01,-1.489917186961172701e-01,-1.562293896742458776e-01
2.431486297259451757e+00,2.633487561999106052e-01,6.191535149031404117e-01,-1.488566696762594899e-01,-1.331250242318656185e-01
2.432486497299459760e+00,2.631999372960855954e-01,6.191781729769865183e-01,-1.487217930565658541e-01,-1.305578548607923828e-01
2.433486697339467764e+00,2.630512532085946265e-01,6.192028237244858735e-01,-1.485870885522741491e-01,-1.149078686992824061e-01
2.434486897379475767e+00,2.629027037652151289e-01,6.192274671502846495e-01,-1.484525558792022804e-01,-1.521795177270932886e-01
2.435487097419483771e+00,2.627542887940136351e-01,6.192521032590247998e-01,-1.483181947537475232e-01,-1.553065222002456280e-01
2.436487297459491774e+00,2.626060081233456134e-01,6.192767320553432819e-01,-1.481840048928856901e-01,-1.397590827225027033e-01
2.437487497499499778e+00,2.624578615818554672e-01,6.193013535438725015e-01,-1.480499860141701041e-01,-1.460984496663083332e-01
2.438487697539507781e+00,2.623098489984765358e-01,6.193259677292402010e-01,-1.479161378357307099e-01,-1.418753964299199755e-01
2.439487897579515785e+00,2.621619702024310938e-01,6.193505746160693493e-01,-1.477824600762732699e-01,-1.218512909562086549e-01
2.440488097619523788e+00,2.620142250232305181e-01,6.193751742089784740e-01,-1.476489524550785026e-01,-1.562343716682385864e-01
2.441488297659531792e+00,2.618666132906750099e-01,6.193997665125812180e-01,-1.475156146920010569e-01,-1.431848527411446192e-01
2.442488497699539796e+00,2.617191348348537061e-01,6.194243515314866722e-01,-1.473824465074687062e-01,-1.670072327919468469e-01
2.443488697739547799e+00,2.615717894861447901e-01,6.194489292702990424e-01,-1.472494476224815996e-01,-1.504381808249050378e-01
2.444488897779555803e+00,2.614245770752153808e-01,6.194734997336179827e-01,-1.471166177586111790e-01,-1.605828018509695421e-01
2.445489097819563806e+00,2.612774974330215327e-01,6.194980629260388172e-01,-1.469839566379992635e-01,-1.621348057029897705e-01
2.446489297859571810e+00,2.611305503908082914e-01,6.195226188521515409e-01,-1.468514639833575497e-01,-1.512457581506158055e-01
2.447489497899579813e+00,2.609837357801095270e-01,6.195471675165420411e-01,-1.467191395179661684e-01,-1.556502045976674853e-01
2.448489697939587817e+00,2.608370534327483226e-01,6.195717089237912090e-01,-1.465869829656734069e-01,-1.391554567925103736e-01
2.449489897979595820e+00,2.606905031808364193e-01,6.195962430784752728e-01,-1.464549940508942938e-01,-1.303782834652796874e-01
2.450490098019603824e+00,2.605440848567748269e-01,6.196207699851661310e-01,-1.463231724986102100e-01,-1.761704214888098752e-01
2.451490298059611828e+00,2.603977982932531576e-01,6.196452896484305750e-01,-1.461915180343674736e-01,-1.261243468391707312e-01
2.452490498099619831e+00,2.602516433232503479e-01,6.196698020728309553e-01,-1.460600303842772285e-01,-1.905871714912376613e-01
2.453490698139627835e+00,2.601056197800339920e-01,6.196943072629248483e-01,-1.459287092750137793e-01,-1.409796602344482730e-01
2.454490898179635838e+00,2.599597274971608418e-01,6.197188052232653899e-01,-1.457975544338141749e-01,-1.315916748896521771e-01
2.455491098219643842e+00,2.598139663084765294e-01,6.197432959584006085e-01,-1.456665655884773758e-01,-1.586808260934430004e-01
2.456491298259651845e+00,2.596683360481155667e-01,6.197677794728742029e-01,-1.455357424673630606e-01,-1.501177358319813193e-01
2.457491498299659849e+00,2.595228365505015677e-01,6.197922557712252090e-01,-1.454050847993911821e-01,-1.610405245839065524e-01
2.458491698339667852e+00,2.593774676503470267e-01,6.198167248579877775e-01,-1.452745923140407736e-01,-1.273795732580649542e-01
2.459491898379675856e+00,2.592322291826534286e-01,6.198411867376916184e-01,-1.451442647413493103e-01,-2.085876165753690059e-01
2.460492098419683860e+00,2.590871209827111388e-01,6.198656414148614457e-01,-1.450141018119116554e-01,-1.644382205349713133e-01
2.461492298459691863e+00,2.589421428860995134e-01,6.198900888940177545e-01,-1.448841032568793652e-01,-1.836239557869412675e-01
2.462492498499699867e+00,2.587972947286869552e-01,6.199145291796759327e-01,-1.447542688079598017e-01,-1.409863366952744390e-01
2.463492698539707870e+00,2.586525763466306915e-01,6.199389622763469276e-01,-1.446245981974152994e-01,-1.186402270897539413e-01
2.464492898579715874e+00,2.585079875763769963e-01,6.199633881885369124e-01,-1.444950911580621389e-01,-1.206635457302456527e-01
2.465493098619723877e+00,2.583635282546610790e-01,6.199878069207476194e-01,-1.443657474232700189e-01,-1.310027268715005244e-01
2.466493298659731881e+00,2.582191982185071399e-01,6.200122184774756740e-01,-1.442365667269609464e-01,-1.392720390430737809e-01
2.467493498699739884e+00,2.580749973052282042e-01,6.200366228632135934e-01,-1.441075488036083485e-01,-1.594287827991440754e-01
2.468493698739747888e+00,2.579309253524263434e-01,6.200610200824485663e-01,-1.439786933882365727e-01,-1.196104350221565971e-01
2.469493898779755892e+00,2.577869821979926757e-01,6.200854101396636731e-01,-1.438500002164196934e-01,-1.313837176440764143e-01
2.470494098819763895e+00,2.576431676801071435e-01,6.201097930393371094e-01,-1.437214690242808179e-01,-1.606075841576937169e-01
2.471494298859771899e+00,2.574994816372387363e-01,6.201341687859422969e-01,-1.435930995484913097e-01,-1.691843930425683262e-01
2.472494498899779902e+00,2.573559239081452676e-01,6.201585373839479942e-01,-1.434648915262697333e-01,-1.560384098086715632e-01
2.473494698939787906e+00,2.572124943318736534e-01,6.201828988378186303e-01,-1.433368446953812159e-01,-1.217005845791297725e-01
2.474494898979795909e+00,2.570691927477596339e-01,6.202072531520135268e-01,-1.432089587941365039e-01,-1.181917521575952118e-01
2.475495099019803913e+00,2.569260189954281071e-01,6.202316003309874537e-01,-1.430812335613914077e-01,-1.107653232883265698e-01
2.476495299059811916e+00,2.567829729147927398e-01,6.202559403791907400e-01,-1.429536687365453862e-01,-1.584621189712035194e-01
2.477495499099819920e+00,2.566400543460562456e-01,6.202802733010687186e-01,-1.428262640595413524e-01,-1.500233940371394348e-01
2.478495699139827924e+00,2.564972631297102179e-01,6.203045991010621707e-01,-1.426990192708643412e-01,-1.150449367403334339e-01
2.479495899179835927e+00,2.563545991065352969e-01,6.203289177836073254e-01,-1.425719341115410377e-01,-1.381708310127018613e-01
2.480496099219843931e+00,2.562120621176010027e-01,6.203532293531356379e-01,-1.424450083231387221e-01,-1.271605843931621072e-01
2.481496299259851934e+00,2.560696520042658464e-01,6.203775338140739004e-01,-1.423182416477645484e-01,-1.687371875627904916e-01
2.482496499299859938e+00,2.559273686081773858e-01,6.204018311708441313e-01,-1.421916338280648506e-01,-1.495794739775788140e-01
2.483496699339867941e+00,2.557852117712719475e-01,6.204261214278637970e-01,-1.420651846072238655e-01,-1.423809642553905686e-01
2.484496899379875945e+00,2.556431813357750160e-01,6.204504045895458120e-01,-1.419388937289635666e-01,-1.490172171410434065e-01
2.485497099419883948e+00,2.555012771358361467e-01,6.204746806603920195e-01,-1.418127609304857262e-01,-1.500873743233863133e-01
2.486497299459891952e+00,2.553594990053053571e-01,6.204989496449032638e-01,-1.416867859490429926e-01,-1.743335867758830648e-01
2.487497499499899956e+00,2.552178467872820988e-01,6.205232115474735854e-01,-1.415609685299879239e-01,-1.089388851290055138e-01
2.488497699539907959e+00,2.550763203250924760e-01,6.205474663724930284e-01,-1.414353084191547205e-01,-1.384556024536262864e-01
2.489497899579915963e+00,2.549349194622869130e-01,6.205717141243475288e-01,-1.413098053628564776e-01,-1.703759211851548772e-01
2.490498099619923966e+00,2.547936440426395444e-01,6.205959548074192478e-01,-1.411844591078839917e-01,-1.195693870632518474e-01
2.491498299659931970e+00,2.546524939101487695e-01,6.206201884260864610e-01,-1.410592694015053161e-01,-1.396105895385665041e-01
2.492498499699939973e+00,2.545114689090368643e-01,6.206444149847234470e-01,-1.409342359914649845e-01,-1.264577948309310029e-01
2.493498699739947977e+00,2.543705688837502588e-01,6.206686344877003769e-01,-1.408093586259835661e-01,-1.444926015353441562e-01
2.494498899779955980e+00,2.542297936789592039e-01,6.206928469393838688e-01,-1.406846370537563895e-01,-1.561439439654045691e-01
2.495499099819963984e+00,2.540891431395581046e-01,6.207170523441362109e-01,-1.405600710239532647e-01,-1.555070724821584205e-01
2.496499299859971988e+00,2.539486171106654089e-01,6.207412507063162499e-01,-1.404356602862177894e-01,-1.333150344709046753e-01
2.497499499899979991e+00,2.538082154376234967e-01,6.207654420302782805e-01,-1.403114045906664609e-01,-1.245475722203741031e-01
2.498499699939987995e+00,2.536679379659987910e-01,6.207896263203731557e-01,-1.401873036878879264e-01,-1.301048340158403871e-01
2.499499899979995998e+00,2.535277845415817577e-01,6.208138035809477318e-01,-1.400633573289425671e-01,-1.268472231606047329e-01
2.500500100020004002e+00,2.533877550103868503e-01,6.208379738163447570e-01,-1.399395652653615818e-01,-1.155412481005279046e-01
2.501500300060012005e+00,2.532478492186526209e-01,6.208621370309030940e-01,-1.398159272491463767e-01,-1.337033602715217984e-01
2.502500500100020009e+00,2.531080670128414978e-01,6.208862932289577197e-01,-1.396924430327677324e-01,-1.192101743896658711e-01
