T,H,P,m,m_noisy
4.753617968653175296e+01,5.896496396430920051e+00,8.200843853557868712e-01,8.881897619392574716e-01,8.924420710391373079e-01
3.764788997573691631e+01,5.291832049954029671e+00,1.000645536608494091e+00,9.581590410487399456e-01,9.592446012211830464e-01
6.819370595453693795e+01,7.490392098549896183e+00,-6.241554017585508873e-01,6.576976959217240015e-01,6.637823950278143315e-01
9.346774577743451573e+01,2.417121675516638035e+00,-1.132593882348708281e+00,1.764208323562418967e-01,1.626816263213752001e-01
9.773096401887556794e+01,3.298715299272171109e+00,1.707902016766106090e+00,4.581396045937550787e-01,4.577781983586551307e-01
4.402286068605649660e+01,8.077319056263119634e+00,-8.525686445989948403e-01,8.203271795879777395e-01,8.177866325648102119e-01
1.398575415721458803e+01,4.529553788132050229e+00,-1.959426926526647517e+00,9.489701624036966932e-01,9.498457946275182806e-01
6.646640994903115995e+01,2.404095407851364108e+00,-1.950728322400437253e+00,6.102815415158406864e-01,6.075397711954237945e-01
9.486288399872684352e+01,7.782744153129179665e+00,1.072235839598430385e+00,4.620715467146331301e-01,4.556509140604013686e-01
9.480314051140302922e+01,2.517186398429360761e-01,-6.816995661407303508e-01,2.297745628253987926e-01,2.224629111917350577e-01
7.111084536490074015e+01,4.114609208417810748e+00,-1.323105841858314147e+00,5.908375944040779038e-01,5.996843503427737865e-01
4.333685304346084877e+01,2.463208735168010755e+00,-1.051650075395936135e+00,8.176861714738371534e-01,8.092061554503383602e-01
1.740658853192415378e+01,7.899577388853357363e+00,1.198526821705026890e+00,1.078559056562891749e+00,1.082183659605464587e+00
5.110981473108561346e+01,4.323266596529714789e+00,5.739474079913100546e-01,8.492911017455428979e-01,8.527899174669753002e-01
6.829627394563851794e+01,7.400315555784517940e+00,-5.808313597319498811e-01,6.589733635949859281e-01,6.579943687014252474e-01
7.431358132523875781e+01,5.089864686517255876e+00,1.460940907276030210e+00,7.398361892413533036e-01,7.440698917992938366e-01
6.888988893949635894e+01,4.347112721751551945e+00,1.336430233899401632e+00,7.760410577711229774e-01,7.814619334730397160e-01
8.001756949252830964e+01,8.983206885008417686e+00,-3.480858678001625961e-01,5.592331455499798265e-01,5.539115920201163057e-01
2.002828865625613730e+01,3.068729099818977346e+00,-1.914134826024046721e+00,9.223037521927588411e-01,9.256654058473966495e-01
5.607620314975720532e+01,7.147873357198020194e+00,1.174697662673620080e+00,8.608222166676375853e-01,8.798777485915284524e-01
5.019800253763002473e+01,6.034301665335157772e+00,1.683742297597044857e+00,9.376674425921972533e-01,9.269583500257715380e-01
5.460198042095689175e+01,5.734704747099693023e+00,1.422334851416427792e+00,8.878523531269707503e-01,8.848282637709244947e-01
5.147039388287140582e+01,3.751902488419345261e+00,-8.601361540791758742e-01,7.706217349747683798e-01,7.629524386874024788e-01
6.381638829132106849e+01,2.604669241876057306e+00,1.329301431487858842e+00,8.173126531806089723e-01,8.371627663864570357e-01
1.948804394523902772e+01,2.786818524981335976e+00,5.602557161594772239e-01,1.026240314521254193e+00,1.012212439743588988e+00
1.094762347319582574e+01,2.341507232301054398e-01,4.640233106146824937e-01,1.076211467627345764e+00,1.076282304046129346e+00
4.886499988997275779e+01,8.177576161701541224e+00,-1.289450421337251740e+00,7.735965879809917345e-01,7.828879809902890008e-01
6.238283084760525554e+01,1.211850278141431980e+00,3.800172521388800462e-02,7.453661406905951470e-01,7.366841454904108355e-01
4.775204936877094042e+01,7.828415882098611611e+00,-3.910113062542941442e-01,8.179382926077903848e-01,8.165781698419489754e-01
5.581084240753386183e+01,9.856015617495060610e+00,1.051164655372381684e+00,8.592996268712840280e-01,8.521799382732941908e-01
4.567906388799043071e+01,1.571933266024683196e-01,-1.065607818062333845e+00,8.151023292840460233e-01,8.016980346354126707e-01
8.233516594378035336e+01,3.636960533943174312e+00,-1.392382069607900341e-01,5.365165486829737151e-01,5.358061339399637912e-01
8.210427446737590174e+01,1.680123131263964176e+00,1.220038765648085999e+00,6.441458193474864924e-01,6.490777700493876035e-01
2.344437372424357235e+01,4.021874618578634930e+00,1.850161452792179251e+00,1.103420626910442959e+00,1.099436463571685119e+00
6.551764965793390161e+01,2.913240071972352574e+00,5.610989467790719054e-01,7.480622378435992648e-01,7.496934232199924386e-01
5.656770914100917480e+01,1.554512062766700842e+00,-1.494522389824217257e+00,7.147993634117096873e-01,7.216223402318190372e-01
1.498590277682664862e+01,1.109495354334479877e+00,1.310023983950507898e+00,1.111427850292936670e+00,1.123351725725877159e+00
1.783858472281854191e+01,1.701917377435621104e+00,1.179793955511851955e+00,1.083371586041041557e+00,1.071025977378865290e+00
8.245485734890871754e+01,7.625476298253857976e+00,7.988279364522017367e-01,6.113257825648612531e-01,6.174383243552404865e-01
7.371666908157540377e+01,7.547210529031078252e+00,-1.889961585795457921e+00,5.373828636359441191e-01,5.311703328340566799e-01
2.404598504571505657e+01,9.148603815534393391e+00,1.763093029311965765e+00,1.095009431252650378e+00,1.076168536035084777e+00
6.222530030080866226e+01,8.063365102004116380e-02,1.750818722976839492e+00,8.788814879777882005e-01,8.711016716769023338e-01
8.952912586370773340e+01,6.234950974763632026e+00,-1.239606342093392488e+00,3.187533060101723770e-01,3.251525123609616541e-01
5.656512727967328402e+01,4.885711883718656168e+00,1.633627165830866090e+00,8.913135794168075554e-01,8.943761721964269551e-01
6.351161707270795631e+01,3.112548346602084237e+00,-3.073808463681855230e-01,7.109131844915356213e-01,6.999473508550962952e-01
7.025136074563644684e+01,7.300444591006229444e+00,-1.697397298451822856e+00,5.847071319989208815e-01,6.007491559817954574e-01
5.712375061379658092e+01,5.330054914341099348e+00,-1.065823003344125830e+00,7.220245836522499738e-01,7.260441110126530928e-01
8.825821967009093783e+01,2.109828688700004840e+00,5.727668629675610745e-01,5.118353239212062311e-01,5.111438788141418055e-01
3.272161529291196302e+01,5.872294749399934233e+00,1.877534003623728687e+00,1.055868397983703355e+00,1.050448805253411555e+00
3.008499599664115109e+01,7.029751370131097410e+00,1.851020727533396748e+00,1.068441272883919657e+00,1.072606155638930359e+00
1.897730437816047200e+01,9.522905966805337741e+00,-1.039428629423921890e-01,9.893264459236802422e-01,9.854488720650103062e-01
4.955215892770685571e+01,3.834067853888286415e+00,-6.137071773905424799e-01,7.940458795451839080e-01,8.053695879251755452e-01
3.906906078412755789e+01,6.113403226882564212e+00,6.585008820588096334e-01,9.268409836456479312e-01,9.299670611282052635e-01
5.448314324002977571e+01,7.866629518465862780e+00,-9.706185458753688877e-01,7.477312535818695372e-01,7.538676180361213452e-01
2.554404376567600110e+01,8.145137244536682530e+00,-5.244892926962014812e-01,9.351523466746101132e-01,9.320944310434721158e-01
5.277469219185678639e+01,2.676830601090109951e+00,3.424017172634812312e-01,8.263290237313399844e-01,8.115791810243669913e-01
5.415312653654014952e+01,1.871939189655068558e+00,9.250108790275159976e-01,8.585431458360986978e-01,8.638030324560136419e-01
3.720425786795627232e+01,7.894762445552760965e-01,2.733629779544681782e-01,9.258864881319540663e-01,9.158146583840356403e-01
8.158337824381031567e+01,5.398249477834326626e+00,-1.958167465933291496e+00,4.166768555464845925e-01,4.156148945412362905e-01
5.497374685487382351e+01,7.795958994271613207e+00,3.863416185845891526e-01,8.151003728861700992e-01,8.149586828088726254e-01
6.292017985474945618e+01,2.142399824049152635e+00,1.854762817145872766e+00,8.685003228534792230e-01,8.607095733814195126e-01
9.474941251062112713e+01,3.448419637445865327e-01,-1.877388886895326792e+00,nan,nan
8.804898696645935274e+01,2.362056547003990037e+00,-3.262689567766332566e-01,4.395039463949328429e-01,4.252590924356447477e-01
6.740260650720114199e+01,3.523770714365145551e+00,-1.928129474593461179e+00,6.004873492880496988e-01,6.153529442164040741e-01
1.047202062559535207e+01,5.489973556540768129e+00,-4.129798776512454417e-01,1.010394769389510561e+00,1.004504852773697721e+00
6.734201685519087732e+01,4.967009596412885752e-01,-1.120574499570346383e+00,6.465889947664978932e-01,6.561920478902348863e-01
3.713815477510607366e+01,7.750295902808417736e+00,-1.673801952530792114e+00,8.332117686199589368e-01,8.460959844972729682e-01
3.198427521229022830e+01,1.773498521187113486e+00,1.055913453453641182e+00,1.000932795824199140e+00,9.923392340277580326e-01
6.386803407201513494e+01,9.934346648098360433e+00,-1.865890565820070623e+00,6.435966962211877584e-01,6.362646204233353142e-01
2.567473722454046126e+01,5.562422551247603320e-01,1.198781250841219670e+00,1.053501517556452161e+00,1.062864390929107561e+00
7.549884468172378149e+01,8.037762961954049601e+00,7.460051697976752827e-01,6.799023361862068793e-01,6.817609578408079241e-01
7.909520500820752886e+01,8.706792875041539759e+00,1.468320595190198752e+00,7.035047798656586249e-01,7.043251240672320224e-01
2.226712360182908412e+01,1.199777408479774099e-01,-1.836091348881851548e+00,9.277265955605974446e-01,9.095072842447983197e-01
2.352500547255050733e+01,2.303108559867191651e+00,-9.425447697977147321e-01,9.324473713699742428e-01,9.160919597867763775e-01
9.235037193432837910e+01,7.146143452720615130e+00,8.017879723628906774e-02,4.064025612403084908e-01,4.117503259799585869e-01
1.271854247187829401e+01,9.958146353626682767e+00,-8.268662398814941028e-02,1.020223604777523940e+00,1.034505950700563393e+00
8.103256451798995386e+01,6.102981598607230218e+00,-1.910874799187437301e+00,4.309365346690527954e-01,4.238788586330278774e-01
7.647544916268081749e+01,8.864422314484560417e+00,-9.921382038212778198e-02,6.141261852189289216e-01,6.055163959341065549e-01
7.259262240234532726e+01,6.797310930020684872e+00,-6.298659690910994868e-01,6.157895719461785600e-01,6.178716159912854833e-01
1.300841268891771918e+01,5.230539211394008348e+00,1.578395777712120918e+00,1.129448284547982517e+00,1.134067108720077544e+00
9.382272614684366374e+01,7.198641567455403845e+00,-9.507856547765132227e-01,2.147750043482488658e-01,2.203713738645143860e-01
2.828668762518878310e+01,6.777617056841669374e+00,-1.801375276221007127e+00,8.786205150838161115e-01,8.742407131060886405e-01
8.767989389242457321e+01,2.589712373750962193e+00,-1.295341537719472136e+00,3.548761667033468736e-01,3.355269117304655602e-01
5.456582717777698832e+01,3.551734339073904234e+00,-7.902887652366743509e-01,7.527133302698384432e-01,7.672161347597326042e-01
3.898248753412619294e+01,8.736145152392166935e+00,-9.323767836752829830e-01,8.477535218972048758e-01,8.428154614185299209e-01
2.556024105505898447e+01,2.552809449253267360e+00,2.662334158601078471e-01,9.785680644917926774e-01,9.910627282761598211e-01
1.102142747744435880e+01,2.170917704509121027e+00,-9.382042994297909999e-01,9.938352660206453137e-01,9.740469066944675847e-01
3.085186809006295050e+01,5.435421501323411952e+00,-1.377483019045962376e+00,8.748279383712938007e-01,8.785187182828420038e-01
2.034712425067093733e+01,8.151960314003597219e+00,-1.310775621393017953e+00,9.325508243679183629e-01,9.275817885959973808e-01
1.059241248456218365e+01,3.781812223826693575e+00,-1.430315983370326283e+00,9.764274192750118653e-01,9.656409367031074664e-01
6.916732442054180297e+01,2.023205430415146999e+00,1.740980859810317138e+00,8.099234549873011169e-01,8.195714377970392261e-01
9.696811022859580476e+01,9.838827323027762972e+00,9.578738054171300753e-01,4.194505391445683129e-01,4.322837125328787278e-01
5.578295750781941820e+01,3.120874890498289922e+00,1.328129994453029816e+00,8.736627998604927781e-01,8.678389997432525149e-01
8.301721575296078015e+01,1.685858577863209584e+00,-1.773764850558408934e+00,4.061431545806031829e-01,4.125710219998507955e-01
9.636449793769978100e+01,5.559187594663973719e+00,-2.500780569173457479e-01,2.544240765762977863e-01,2.437488206900721432e-01
1.718645055325287174e+01,2.952598772374046554e+00,2.825557128066091828e-01,1.019545266674175998e+00,1.013403237880809105e+00
4.786344092562366370e+01,1.471415000742931634e+00,-9.651320653129547011e-02,8.372071789892716609e-01,8.347710173316783555e-01
4.753916853879503179e+01,6.930603658426300662e+00,-1.686052774903316731e+00,7.677352750849691931e-01,7.642851815054164666e-01
3.214041998046661774e+01,7.996718126212110533e+00,-9.429405394243279837e-01,8.839876711783319907e-01,8.903304245354025648e-01
7.386322706150757256e+01,8.563503858118004075e+00,9.739886289194865654e-02,6.517370730831228975e-01,6.397537986468185833e-01
5.928399761263040091e+01,3.183771488530990901e+00,8.790861768440154655e-01,8.160782674663874525e-01,8.256940488149353552e-01
2.494527818099022909e+01,1.082285875766545447e+00,-4.270472109722875942e-01,9.524547427410003930e-01,9.620531283036495296e-01
9.417466017716598969e+01,8.986246745968131222e+00,3.136803533226903973e-01,4.000120944519220401e-01,3.978508266403951721e-01
2.061623729948504291e+01,7.634233226188956500e+00,9.177874259672131885e-01,1.041830204483828570e+00,1.030074089380931035e+00
1.442179147329935773e+01,4.951000399291426213e+00,1.672506722195427731e+00,1.131100182104158414e+00,1.107495691554945205e+00
7.726926270865936885e+01,4.684373495383120645e-01,8.964090393610950613e-01,6.774073433877844108e-01,6.767816952672616182e-01
4.803591444944601818e+01,2.631442638743170193e+00,-6.603577932187563171e-01,8.038612902718466069e-01,7.967531750704197613e-01
6.808130563604871099e+01,8.264961418987496700e+00,-1.396186894351647112e+00,6.217098471061986986e-01,6.227264837164421252e-01
1.261019446899685903e+01,4.722356630543140810e+00,-9.480803542888942559e-01,9.798435691547028314e-01,9.693706172148321976e-01
1.712159801389169900e+01,2.209562632888817379e-01,5.423518256567883000e-01,1.052127654072826601e+00,1.052154108384681264e+00
3.531976150426997663e+01,4.865382964704863866e+00,-1.539845197354668294e+00,8.456055514928380035e-01,8.449949623731815018e-01
3.916668637767888583e+01,2.681899146511378618e+00,1.692586809931637237e+00,1.007764018115378191e+00,1.007875611662894855e+00
5.697531328907255954e+01,4.363750244107611920e+00,-1.481726698532506603e+00,7.066996940769172397e-01,7.095324699991701900e-01
3.831415459387788758e+01,3.177762285530184805e+00,-1.034642248323383917e+00,8.464598379362923142e-01,8.493542791005275205e-01
3.061057694305138099e+01,1.438099204623195515e+00,-1.227288318943904333e+00,8.894450035195461401e-01,8.990641311369971245e-01
9.465486680818825960e+01,2.050112975754664113e+00,-9.256619292083998474e-01,1.638068629988035652e-01,1.560444026200155654e-01
2.181010176441691328e+01,3.973957607511720003e+00,-9.641361365993939003e-02,9.736483823980898178e-01,9.807886856741586667e-01
5.472497330630193346e+01,3.961968876968511299e+00,1.902808690083420462e+00,9.267902588901426597e-01,9.283852017881477625e-01
2.990644887694319110e+01,8.203473244447369694e+00,1.419476276930944358e+00,1.034314753682416654e+00,1.030181314678303650e+00
8.225542149059806718e+01,5.596078655340567920e+00,-2.218558439275133409e-01,5.336171428947619200e-01,5.237587689944475100e-01
6.510144816289701453e+01,5.955824642272323999e+00,-4.078516105434508709e-01,6.928727976668124233e-01,7.073283695772666357e-01
6.522412453087375184e+01,6.701832655651356774e+00,6.772912962113690760e-01,7.592212454296767277e-01,7.616041260855087591e-01
4.875422010515613636e+01,3.301135345239808672e+00,5.332809598585765976e-01,8.627446383257806328e-01,8.576458579185581854e-01
5.078784688689160731e+01,4.701713429079279472e+00,1.037563846225705078e+00,8.830374463384161876e-01,8.837753952971381111e-01
9.830448028246497927e+01,3.176627987696377886e+00,-5.205935942243939962e-01,nan,nan
4.780966855612475541e+01,3.990792677673814737e+00,-1.294463804520499917e+00,7.777419449441419497e-01,7.725874218988002529e-01
6.851458150796102586e+01,4.373513989328606577e+00,1.706096648447220865e+00,8.089432299199715848e-01,7.953162695323284792e-01
1.784725267920184422e+01,3.048921245875999553e+00,-1.946130714459787026e+00,9.328742129682768836e-01,9.344134835002365636e-01
5.668792401437724493e+01,5.846737432007865110e+00,-1.940216026325867205e+00,6.938764120380664924e-01,6.922898999958492228e-01
7.726811858902159713e+01,7.970803759726392101e+00,-3.024435037413217842e-01,5.905234606096685379e-01,5.877601388568188812e-01
5.172758836679564354e+01,3.465137019613266034e+00,1.169303719540160102e-02,8.121974054302963930e-01,8.219686869655480344e-01
7.473120073850139988e+01,9.456954408971274262e-01,-1.728260132583783193e+00,5.355521304434032182e-01,5.225981021067620524e-01
6.911919978434684708e+01,1.746452865947888400e+00,3.564745592430966781e-01,7.080361009569263731e-01,6.986282421517158170e-01
1.978019730100539775e+01,8.811251612109813891e+00,-9.444549517062088562e-01,9.478107737203597116e-01,9.494321234023331835e-01
5.246472572328824668e+01,8.960022895892233663e+00,-9.773861425373033818e-01,7.632135617737348943e-01,7.714902950081412580e-01
1.277692599734839796e+01,4.653924556673559643e+00,3.472655454720205981e-01,1.040731194320582809e+00,1.046812584336344498e+00
1.809391912006085334e+01,1.208562139340504382e+00,1.103482598903612111e+00,1.079300992564834472e+00,1.086529599492970899e+00
6.991720117445464666e+01,7.860352010265784450e+00,-5.137935069674939292e-01,6.492562981748246642e-01,6.275435551518455668e-01
2.956827239515754613e+01,6.047935467155229894e+00,1.059790836827072091e+00,1.006030002030062320e+00,1.010975486079251917e+00
1.450695102802165515e+01,6.957041867358646492e+00,8.977381215546627047e-01,1.068827897511599900e+00,1.072990442706531544e+00
5.168757559840639715e+01,6.023606281023546671e+00,-1.878779631862527388e+00,7.329800455947309556e-01,7.397752844462804900e-01
7.214090993603325330e+01,4.636591189308858496e+00,-1.713667907856110340e+00,5.607457286863218870e-01,5.539907418604798073e-01
3.493694712767053545e+01,7.311633401255348552e+00,6.552550907981125050e-01,9.504096406912748707e-01,9.554948759604457997e-01
2.696344941685537222e+01,9.901294254641205939e+00,-1.937042987712846998e+00,8.872503015566332030e-01,8.972087149551118967e-01
3.054099059592315513e+01,9.795586293508044662e+00,-1.698963858716930897e+00,8.727993530356934482e-01,8.887210078376955869e-01
1.205491513223138433e+01,1.249862455339360023e+00,-8.743234943425606254e-01,9.960286394819102274e-01,9.985900098495777977e-01
1.371481305131111839e+01,3.515548995175532543e-01,-6.336217813753823869e-01,1.004111542035627469e+00,9.910305030244556113e-01
5.115642973145091332e+01,1.591397463622367114e+00,1.437871526918359955e+00,9.183148060035539739e-01,9.189216916894550335e-01
2.917042068357751106e+01,2.156834140378309783e+00,1.147805627830978725e+00,1.021016606661789172e+00,1.027454469210995258e+00
4.809021474277897568e+01,9.382392030862410692e+00,-1.003806282043928633e-01,8.337097330580323096e-01,8.388530927886622690e-01
9.127991274076417483e+01,3.656409967235811909e+00,-1.280780316626691562e+00,2.522992507260030659e-01,2.712913955172726044e-01
8.157721160786348946e+01,5.853840757220934776e+00,-1.811049358741741333e+00,4.290743382160932540e-01,4.271671537187585743e-01
8.357873419442668705e+01,9.638577425074768001e+00,8.466905420329524645e-01,6.080968246296382107e-01,5.981150937501648057e-01
9.268310186423698838e+01,5.767353468010416151e+00,-6.636127569692495953e-01,3.085935836725910986e-01,3.023874865523064615e-01
6.936094908186137786e+01,3.347939661486019958e+00,-1.564377534342603404e+00,5.970995811896209204e-01,6.036721893335229572e-01
4.895570411174605852e+01,8.167553604875894990e+00,1.396673888644564876e+00,9.252384432079757692e-01,9.174032391425195332e-01
1.652688840922662195e+01,4.053641652311013921e+00,1.938336542052076172e+00,1.146112482451535408e+00,1.135902276849185322e+00
7.423186739172240323e+01,1.527464275661268855e+00,3.144386710270197227e-01,6.596130128777326629e-01,6.514366728697258413e-01
1.989493494328170442e+01,7.332836383594038665e+00,-1.875844959966659786e+00,9.211143630794590420e-01,9.331477180367215851e-01
3.700141166111596647e+01,7.366007619121656802e+00,-8.007465814837608775e-01,8.621048242624760327e-01,8.645456848025281360e-01
3.497416710086002922e+01,4.205056314428667008e+00,-6.968934212531996408e-01,8.769343821133085415e-01,8.737033939676662753e-01
9.346896903143134239e+01,5.247121401927139495e+00,7.402320848771890560e-01,4.457372082047549311e-01,4.542243256229994697e-01
8.712913632061534486e+01,7.142299370991781693e+00,1.208258506813506550e+00,5.872684251260661403e-01,5.941549885540615694e-01
3.265879500767843524e+01,8.076921411251088756e+00,-1.539018335337797527e+00,8.624226586951659890e-01,8.528911363845456117e-01
4.335319768140863061e+01,3.302676890555135358e+00,1.422163304649078253e+00,9.593305998895191866e-01,9.676428501224692003e-01
5.248401623810543271e+01,9.405308468120479048e+00,-4.084845264622263272e-01,7.899887234371716360e-01,7.924988631767496683e-01
1.424688689229123284e+01,9.038231525105064890e+00,-1.912341833018957438e+00,9.501525791358863549e-01,9.298856396781837175e-01
1.171151572748395076e+01,7.318390248057495384e+00,-5.966223636477137049e-01,9.972117721535689316e-01,9.855990100467296733e-01
6.064980158978270453e+01,2.622959190693738840e+00,-1.494335716211748988e+00,6.793343445906318001e-01,6.820236427618864283e-01
5.452110600092722592e+01,7.678121819345218313e-01,-2.090544091416091099e-01,7.913866417248576202e-01,7.963042973895647636e-01
6.602226563220538935e+01,3.822673206586075789e+00,-9.381188702791898315e-01,6.571587047996126918e-01,6.544396680530311095e-01
8.817899393884498238e+01,6.995971278515460412e+00,6.456488523562309290e-01,5.253852282484113845e-01,5.156428574789256869e-01
2.231141845350235897e+01,8.587459891043547344e-01,7.786988633156965989e-02,9.930418437352389605e-01,9.956187614300462396e-01
8.974228772414274147e+01,7.774895326769618364e+00,1.347597965979137502e+00,5.667940025343845001e-01,5.488421258956542870e-01
2.865504373404218086e+01,5.433386796471064706e+00,-7.415404645936116701e-01,9.083223233557641274e-01,9.139542898395165427e-01
9.211842959326244795e+01,7.118160754765392895e+00,-1.925700322002823484e-01,3.824475743444980536e-01,3.810932782852072820e-01
2.411548982441015454e+01,5.710537730960451697e+00,-1.462491587332090059e+00,9.079411214298704902e-01,9.078131734955130483e-01
4.555399968047174752e+01,3.233603195245502437e+00,1.719862540413926943e+00,9.707166372967229728e-01,9.644256141503890767e-01
7.554327077326628626e+01,8.325125768774976009e+00,4.530474566517175283e-01,6.592763631430041960e-01,6.676231120755538040e-01
2.781815237894345216e+01,1.829424421062694206e+00,-1.390496506465968451e+00,8.977334481175266445e-01,8.748653165652564567e-01
2.042833159923009845e+01,1.631839417881896237e+00,7.896943889006102779e-01,1.042200373951821968e+00,1.033788219663775765e+00
3.391728823401567183e+01,8.784519899091487005e+00,-1.608573118931528878e+00,8.546979216158107073e-01,8.605828828789103824e-01
3.994255706510237758e+01,7.573120164332958204e+00,-1.670879221593333686e+00,8.165481808266530361e-01,8.097694518845692802e-01
8.884719861615076297e+01,8.948821663998787201e+00,-1.452177761821409785e+00,3.136627522965944603e-01,3.282885945104162539e-01
3.231591861469075866e+01,7.138673407893048939e+00,-1.964146967351248829e+00,8.535856754637342059e-01,8.579733657650802092e-01
7.068666481981068728e+01,3.992625500488233836e-01,-7.376804714468803148e-01,6.356777328786968884e-01,6.283295237182974224e-01
8.430265297538787195e+01,6.146572273705070977e+00,1.933536211512322023e+00,6.813134177567287120e-01,6.924827532465651636e-01
1.118820302500634511e+01,1.121983872532956727e+00,-1.327237862292871551e+00,9.866125886769155917e-01,9.859419274655445431e-01
3.436489224570237866e+01,3.262183948164859792e+00,1.607544907292263847e+00,1.025963932607466544e+00,1.031972802667903588e+00
9.034267242489568162e+01,1.470463517862046210e+00,-2.114956420540541338e-01,4.100839834755775626e-01,4.042695071585404309e-01
6.177208120048848627e+01,6.643241072095590560e+00,1.618546524419635535e+00,8.554097312716207879e-01,8.497678094290039841e-01
2.506882965809857211e+01,7.822719104909253929e+00,-8.479364417613211025e-01,9.239604450213320108e-01,9.312825131790177791e-01
5.389217761582803234e+01,2.567604687978909617e+00,1.513399202928370713e+00,9.023891030652134715e-01,9.037054579353032135e-01
4.561866984983578277e+01,2.351463062835985607e+00,-1.971149824416787766e+00,7.752880568035489528e-01,7.681516332296259852e-01
8.435255739941000286e+01,3.697917808371623316e+00,-1.001426925462366668e+00,4.445546523987782273e-01,4.362160661759473812e-01
8.054227508198671615e+01,6.594777813227654661e+00,1.104885123410281889e+00,6.535922048048345978e-01,6.603707363188056068e-01
3.885183670779129983e+01,7.368287566642088393e+00,-1.677015823254782934e+00,8.226256256894848296e-01,8.403912523381631416e-01
9.749275798696162099e+01,2.288850552045316178e+00,-6.841566682117345977e-01,nan,nan
1.425317532358766215e+01,1.206800949511954713e+00,-7.339350799139561232e-01,9.912215715895638102e-01,9.983375173482627041e-01
9.095900607664225390e+01,2.962634725674670122e+00,-7.504298424267190626e-01,3.392780191104156073e-01,3.109703442427728115e-01
1.865676592136866319e+01,3.144519864809238729e+00,1.604153719222377372e+00,1.107946595914035326e+00,1.094671315521694499e+00
5.933046775579949639e+01,9.719018298347441132e+00,2.679020133538307924e-01,7.821908030550238644e-01,7.893013672253853530e-01
4.728228969579615182e+01,6.399248880490001845e+00,-1.822456195235711007e+00,7.650838454085587825e-01,7.812176254259578512e-01
8.328446270934377083e+01,2.991361751130865443e+00,-1.911490401240976578e+00,3.871981801492033748e-01,3.882657004720168614e-01
5.276504834609803396e+01,8.532908622961169698e+00,-7.678900032788966712e-01,7.693942943628132580e-01,7.752393863529767337e-01
3.504566131730052092e+01,7.293847763172411014e+00,-8.842605535068619460e-01,8.695793457631120216e-01,8.726045061952082404e-01
7.344053077571734889e+01,6.822221937244068002e+00,1.135391305569604103e+00,7.249391435059543420e-01,7.353702332538288866e-01
4.399950404832748063e+01,6.644550287390190491e+00,6.657757082352326883e-01,8.995343462897474884e-01,8.893048396157562374e-01
4.784076433560628061e+01,6.359489219094180967e+00,-8.196635934809437529e-01,7.960189411517106794e-01,8.027797216641485711e-01
8.264623736918890984e+01,8.693281314902789880e-01,-1.711154894865306364e+00,4.207627856940350797e-01,4.169585347237452777e-01
4.170225900884129544e+01,4.666565848512905568e+00,3.844813361558707676e-01,8.942999998511903526e-01,8.914379981891155103e-01
5.717434522388029450e+01,3.570187582416672889e+00,1.442036599185025914e+00,8.723452491201907355e-01,8.727871513730526276e-01
8.197813262989500060e+01,8.226863765608605217e-01,-1.367974818046155949e+00,4.589495612505715139e-01,4.574116990957201589e-01
8.357718759406333220e+01,6.906579865709669974e+00,-9.073848752681001884e-01,4.680708567713582902e-01,4.609779877131162107e-01
7.084379515193512589e+01,9.877577592587115873e+00,-3.142342733795846499e-01,6.570839810439949025e-01,6.550555438512041251e-01
7.317463153106494644e+01,7.537775603330510776e+00,1.208227553751726191e-01,6.573175408277966980e-01,6.484704145684699883e-01
1.847157010851384484e+01,6.514356438953160300e+00,1.953866483367354689e+00,1.136576842934913678e+00,1.151704661588937251e+00
5.852550404148325924e+01,8.292711219326015737e+00,1.816853986400572829e+00,8.981622089727373526e-01,9.055751935372728934e-01
6.321929668268467850e+01,1.221417763374592624e+00,1.106002798810209242e+00,8.104106421919961001e-01,8.068308688782820370e-01
2.255829293553841808e+01,4.313474012763030885e+00,6.195576320072242460e-01,1.011570701849259679e+00,1.027785591126481046e+00
8.906214229731780563e+01,7.824979666839315673e-01,-1.810060429438669516e+00,2.395218332576230791e-01,2.527320922416439464e-01
7.013537068831165300e+01,2.065048440222304826e+00,1.088710204182852692e+00,7.496697139912118502e-01,7.549997199959966876e-01
1.918010024875110275e+01,2.374961856194641729e+00,1.392682452657623582e+00,1.090429207141963230e+00,1.085662796106538819e+00
2.083398489725194480e+01,3.378341976391352475e-01,-4.311675530766434505e-02,9.979310887581241962e-01,1.000994657471676597e+00
1.921736039510228267e+01,2.960575838149338779e+00,7.513359355848034937e-01,1.039779598840199215e+00,1.045949582477367468e+00
2.288896148081379067e+01,1.392151103209637864e-01,-1.184183472059642472e+00,9.407749317566508340e-01,9.550229521326788484e-01
6.248722968700027991e+01,2.733995621903352102e+00,-1.817245486667578014e+00,6.514072882020276456e-01,6.501484578268889036e-01
1.868161192962806183e+01,7.287391979993627977e+00,-1.758431625134660781e+00,9.292443319620826703e-01,9.241710930773842092e-01
4.638140423231488541e+01,9.288746941120557210e+00,1.799655273968278735e+00,9.765852691475124248e-01,9.997570639192888686e-01
3.569085609518025137e+01,9.268872253945069417e+00,1.628582064176563815e+00,1.022842795313511521e+00,1.037075367589580077e+00
6.816668853735350808e+01,5.374449699648614853e+00,1.174001054063654070e+00,7.700672430435224758e-01,7.736816437023020798e-01
