E,B,sigma,sigma_noisy
2.332450851849424966e-01,-9.179107122124809948e-01,9.868740846214279827e+00,1.012836275804501618e+01
1.954940557632139919e-02,4.348410741326269591e-01,4.886106954413202175e+01,4.879068784628567101e+01
2.393813412694934528e-01,3.926703177955810364e-01,2.787953107983713252e+01,2.793121974008063546e+01
1.758408844271011517e+00,-8.369848207917847116e-01,1.278958865379905419e+01,1.283146574662914041e+01
6.056843829459624962e-01,7.563027123440282384e-01,1.831331479043958765e+01,1.842405205869686924e+01
1.494398943001600477e+00,-2.133328902937334792e-01,1.276593175735003172e+01,1.274979456807703571e+01
1.875359010101448121e+00,1.547396119508550605e-01,1.223686556041527140e+01,1.214557130666593920e+01
7.162504876994945091e-01,-7.314892686530054533e-01,1.179548543462933452e+01,1.169705522005216380e+01
1.863399318360962509e+00,3.274110396156924008e-01,1.205552416046776010e+01,1.213723839331317755e+01
1.765627874751498627e+00,3.886398198025089457e-01,1.203186773891959227e+01,1.204261372533637520e+01
2.520193856102103669e-01,-9.198967009076897128e-02,1.808775704168804310e+01,1.812237593571782313e+01
2.643855370528707671e-01,5.143408016218264933e-02,2.017526558699628225e+01,2.009399408242212104e+01
1.803445460011357415e+00,1.875529779308657830e-01,1.223555749146633431e+01,1.224967723683531773e+01
1.677544711769070052e+00,3.609298696362004399e-01,1.212414155057431486e+01,1.214605045458718102e+01
1.650600808594284263e+00,-9.026636892623463027e-02,1.259142278900365675e+01,1.265308934065203772e+01
1.337042353316534760e+00,-6.719311336483069219e-01,1.259688445815840296e+01,1.245072305822880132e+01
1.916495639352725266e+00,4.100159121115611871e-01,1.194781689251292889e+01,1.187109715255750686e+01
8.493596786828065959e-01,3.167350309458276669e-01,1.475490924558544847e+01,1.492782955647794907e+01
1.639254575549552229e+00,-4.972771741472636897e-02,1.256882243301138047e+01,1.252952730084658484e+01
1.551006421235366028e+00,-6.818567523471550373e-01,1.271473386315454590e+01,1.270634126724895907e+01
8.781359447849900191e-01,-7.559256211404996595e-01,1.193982597223600095e+01,1.189998753515729213e+01
5.909203025616768246e-01,6.619530800910844448e-02,1.612394781349912165e+01,1.597427574786951965e+01
2.386451945091905835e-01,-6.045592324381068305e-01,1.220095176071984078e+01,1.209337974561509910e+01
1.906271267956474169e+00,-9.319170308500013267e-01,1.287597507680889208e+01,1.291304542742887485e+01
1.640181869343105836e+00,-3.770370439101493609e-01,1.274487098572821608e+01,1.267766265950465154e+01
1.488772945097592171e+00,-1.543100280860272289e-01,1.275123903496311151e+01,1.295395253625364695e+01
5.104365706863029928e-01,6.065618852559286900e-01,2.036926493177841380e+01,2.021944665410830666e+01
1.642017698981136808e+00,-1.173777168714433827e-01,1.261638565351174357e+01,1.242215035953320523e+01
4.005044446253893109e-01,-5.237859305400693888e-01,1.277031160888444994e+01,1.273111486918221757e+01
1.274232118538148884e+00,-5.306105241496898994e-01,1.272325118286531165e+01,1.260229615201307496e+01
3.326441201289252469e-01,-4.910982644324457524e-01,1.310177543557574964e+01,1.323984173581257728e+01
9.108866824787965610e-01,5.678869508139312572e-01,1.428380483829348435e+01,1.424118250870092695e+01
1.226027373425461420e+00,8.596270569180863852e-01,1.218872137084607310e+01,1.224035686804320733e+01
1.441116021860687990e+00,1.736298079210427669e-01,1.260128081043552761e+01,1.245942574684390713e+01
1.835689752307189337e+00,8.185223530134067005e-03,1.240136726887503116e+01,1.246743735249313545e+01
1.916089448002715967e+00,-5.508828190475663078e-01,1.279022146859851361e+01,1.285357977286019882e+01
1.523486069417904876e+00,6.597243862678943138e-01,1.189616912979595398e+01,1.201950668202705153e+01
9.948503645353524993e-02,1.477359490267253772e-01,2.683395691407764616e+01,2.685526609554968402e+01
7.802284383030927417e-01,-7.973799569816588662e-01,1.164414663721320409e+01,1.169510046918773227e+01
1.455449478211092273e+00,1.766548919050112687e-01,1.257703586370263338e+01,1.259298368101312526e+01
1.737827820496384845e+00,-1.827881117871967831e-01,1.260925302709494566e+01,1.270091496474718618e+01
5.452707208314381410e-02,-7.263841624999556323e-02,2.157868538485432452e+01,2.153660918816013137e+01
8.049906431799427331e-01,-3.016899080237345210e-01,1.346613715744847539e+01,1.351975801378097231e+01
1.871220195760890270e+00,-6.332930347833229945e-01,1.281846695224550459e+01,1.276067954409941940e+01
1.855958311703571395e+00,4.106848846563806443e-01,1.196529396501263776e+01,1.203504977534079856e+01
1.769448696689474243e+00,9.722548989941033337e-01,1.133657894594208670e+01,1.130795036322101588e+01
3.147334847112719936e-01,-9.363055027055169344e-01,9.968077505088105639e+00,9.902161571441494559e+00
6.508143119627890494e-01,2.277121786299769468e-01,1.632962616063010586e+01,1.626080865524959407e+01
1.856658945836948904e+00,-9.508594589753038839e-02,1.248765381394719753e+01,1.263377979031035814e+01
1.840517021659034302e+00,2.445053074857495012e-01,1.215605855838009042e+01,1.199926373180535144e+01
1.927764364956782606e+00,3.763281223330698921e-01,1.198176529386340228e+01,1.183248534268462571e+01
1.402881557728737905e+00,-9.837291097824014674e-01,1.229912960782050746e+01,1.236182000789995072e+01
1.423114500387692161e+00,6.919383794358784368e-01,1.199682176784844145e+01,1.189620071370572063e+01
5.119530174749341578e-01,-6.115394112908618673e-01,1.218111307802853815e+01,1.213346801727399438e+01
1.423526195845983500e+00,6.362342933411726520e-01,1.207744986473009341e+01,1.202706820313050962e+01
5.337459937983356495e-01,7.864294221216547864e-01,2.016785603202668042e+01,2.039478808209250005e+01
1.685644860392002453e+00,7.707833837985333947e-01,1.160845589657181520e+01,1.154012560156453482e+01
1.213756424099629694e+00,3.717933146263656674e-01,1.292672971347488975e+01,1.285349485251846957e+01
5.741763038152041254e-01,3.994955408768692262e-01,1.809175491635992472e+01,1.805182260885787215e+01
3.056177737820556795e-01,9.912594557638494397e-01,3.330352795596051863e+01,3.332571991828525881e+01
2.574949839904887572e-01,-9.425674274865867286e-01,9.780472293166711850e+00,9.829608609017213894e+00
3.146551806912153970e-01,6.873339156610283052e-01,2.935878995889981979e+01,2.921078783407531176e+01
1.833130003754392945e+00,2.372239113553509249e-01,1.216734249148204228e+01,1.221119545355137781e+01
7.438277951270915178e-01,9.005842381025486176e-01,1.564775722565259208e+01,1.584237681189790869e+01
1.138249498202171583e+00,8.311626428122897980e-01,1.255641708031996018e+01,1.237701563036623398e+01
3.025671326811676387e-01,-8.188430896883043264e-01,1.064992792636889618e+01,1.070689465435665255e+01
1.794455505115279959e+00,1.975277096612682026e-01,1.222970928118753520e+01,1.230604846392626506e+01
1.984084197809744543e+00,-1.133776651967248750e-01,1.246345176412034306e+01,1.247833311025665992e+01
1.034350564756182145e+00,-4.470511222447599575e-01,1.285678140132082170e+01,1.283662651087518469e+01
1.900477234473421984e+00,-6.518998476113815332e-01,1.282951012604412000e+01,1.259342525178867511e+01
1.940526188404039676e+00,-8.229331767908580897e-01,1.288497272270100069e+01,1.300440318540714912e+01
1.354553785755165940e+00,-7.903985097203409804e-01,1.247599109469863521e+01,1.244299107068275134e+01
2.944357399008270537e-01,-5.332461854824455116e-02,1.812793567029485331e+01,1.810675681190891595e+01
1.323648666973828325e+00,-5.407243103893291103e-01,1.272250381892682825e+01,1.284468998689793295e+01
3.730352411568056414e-01,-6.265766974009696622e-01,1.203092298194496124e+01,1.179631844606601554e+01
1.791469890351127914e+00,5.099716400624074719e-01,1.187670024600668128e+01,1.186931900150330677e+01
1.784367052252072705e+00,-9.288810921692081113e-01,1.278853851840441891e+01,1.284758293607213275e+01
3.692875171055422512e-01,8.814351685008741111e-01,2.760643900565296605e+01,2.767788358766540924e+01
7.139090928763451860e-01,-4.462917947880442604e-01,1.300495938567276255e+01,1.306532952100194755e+01
1.370215050305954030e+00,-9.714496868624138415e-01,1.226357271802476490e+01,1.246700254310947287e+01
4.877691365974997639e-01,-6.575243382657045554e-01,1.189723340020040254e+01,1.192510920546734177e+01
1.686959045472690377e+00,1.375192908005669068e-01,1.236292174940038358e+01,1.246431719782994030e+01
1.019829453372381733e+00,5.600079557464854307e-01,1.356339431091377357e+01,1.364021181805271610e+01
1.297845049015171837e+00,-6.704223279010990133e-02,1.295159119803557957e+01,1.280312644991514937e+01
9.154928898761364175e-01,4.430069499060451665e-01,1.431338721412373793e+01,1.423626372979638255e+01
1.618293304805375588e+00,8.695279539438518501e-01,1.151923112588802844e+01,1.172728742774832789e+01
1.584957954201505315e+00,1.387419886247844847e-01,1.245242003861403646e+01,1.242502100881930360e+01
1.610433374602128209e+00,3.791536255184497772e-01,1.216286448968796208e+01,1.215604553596210735e+01
7.366788910727861683e-01,3.299265548804131143e-02,1.490605242839040656e+01,1.477420509401702375e+01
7.217840195376589163e-01,-9.972359091458435909e-01,1.079430086808195810e+01,1.075987422043350605e+01
4.928656562346004355e-01,5.805719860864098081e-01,2.073452619190386770e+01,2.060309347038259276e+01
1.800046509444149345e+00,-7.507968647612561774e-02,1.249427850722260835e+01,1.243328096181879516e+01
2.438171833302519853e-01,-7.568329412813519230e-01,1.098291384131129789e+01,1.103818370556895267e+01
7.170927151471364613e-01,5.302663482492342428e-01,1.626419465689130206e+01,1.618099628371414056e+01
7.785234000621410466e-02,-8.180674430168444200e-01,1.027100082390817981e+01,1.020944369146215713e+01
1.315106906968660727e+00,1.613483100180399532e-01,1.283568391284010168e+01,1.296940049445188237e+01
1.919812101892717671e+00,3.012433567599666073e-01,1.206518263195288121e+01,1.211214302924298281e+01
1.076119550223713084e+00,5.726529580748107584e-02,1.346412748877291143e+01,1.351565744507504618e+01
7.936453424054236427e-02,-9.682592765669777446e-01,9.138156205191878101e+00,9.237533153729067692e+00
7.118217775017412485e-01,8.664546052358317318e-01,1.620044589765262089e+01,1.614525527865357546e+01
1.326817573073318490e+00,-6.299319690892863921e-01,1.263584030861917640e+01,1.259672173465874678e+01
3.313203712933352474e-01,1.458666288115115783e-01,2.036665378981142993e+01,2.016072056921069588e+01
1.044227225356116673e+00,6.985090026249882733e-01,1.323882413287597970e+01,1.331209493659093290e+01
6.819350189027801878e-01,-3.101909594469483000e-01,1.367210317414572174e+01,1.365131255857363790e+01
9.954259660072012350e-02,-9.012513256079346391e-02,2.031728065617706847e+01,2.031677377936917495e+01
1.568647415517867794e+00,2.548709868656477973e-01,1.235055002574580030e+01,1.224147236348546564e+01
5.870507465635838029e-01,3.686962775673701120e-01,1.774563303150461380e+01,1.780754281454382237e+01
3.707745128822234060e-01,-2.375110994168585510e-01,1.531271666316628099e+01,1.537529610040007810e+01
1.318281862136638338e+00,4.565922251410214905e-01,1.254309890156715923e+01,1.256118262297031585e+01
8.857282737451168675e-01,-2.715894918370715949e-01,1.341811423894217725e+01,1.325913692115733333e+01
6.557645893718927477e-01,-3.564746082963510254e-01,1.349696119987985554e+01,1.341264544813443926e+01
2.146133582287207686e-01,2.674020645306838251e-01,2.588758861949696666e+01,2.588407666972211629e+01
1.975512527934859319e+00,-6.126010868991160763e-01,1.282343887037744068e+01,1.273966642673716798e+01
1.190840470479295643e+00,4.664808381340086463e-01,1.290250463699912942e+01,1.294105149196730942e+01
8.921606958635754925e-01,-8.821033803466278300e-01,1.157543869389118640e+01,1.167598374494444080e+01
1.177868751023960492e+00,-9.821689038270415839e-01,1.190347443420669293e+01,1.182788510083052991e+01
9.120964604084983440e-01,-6.768719769559807808e-01,1.222398539260964156e+01,1.220581314133389306e+01
1.580642923882910722e+00,3.318034838554362320e-01,1.225034112229183236e+01,1.218177707431853563e+01
1.733591670574981647e+00,5.839255605134763272e-02,1.240848657020072388e+01,1.251157400209211090e+01
6.112293824257969410e-01,-2.110819165559667532e-01,1.439529059309610304e+01,1.448494588537957206e+01
1.861950321455728918e+00,-7.656525437424397396e-01,1.284463436295360417e+01,1.311079486512441150e+01
5.975116567986336058e-01,8.864287858950032906e-01,1.844218466162062953e+01,1.844289638598798220e+01
1.275887825518196017e+00,-5.615297394110598805e-01,1.268947708166525778e+01,1.259607540200627618e+01
1.886910318241509010e+00,-7.134216755440436764e-02,1.245486786310923399e+01,1.249583009207928974e+01
1.398168709097315610e+00,-5.786561365121478673e-01,1.271068742890755843e+01,1.268744824289068518e+01
1.170222752085160606e-01,-7.120513977360509728e-02,2.043515325457294551e+01,2.045427638356362010e+01
1.247284346871206928e+00,-2.637281924232415253e-01,1.296206589892106109e+01,1.308646991188469322e+01
1.713629213996935574e+00,-3.100860914227279164e-01,1.269689221484103570e+01,1.266843504741304471e+01
1.146374199087450141e-01,-8.028819339035853098e-02,2.027703308299503249e+01,2.034936238957162757e+01
4.095171069468984126e-01,-7.777366165980921231e-01,1.109206754880579027e+01,1.088046782244773958e+01
8.261059529496338483e-01,-5.799067878663020092e-01,1.247240607190024164e+01,1.257832656783931036e+01
7.851999436951478950e-01,-7.862646599587310714e-01,1.169264640204886341e+01,1.170622234437465004e+01
1.961668384503615137e+00,-6.055101127786428616e-01,1.281884482007136761e+01,1.279509344614951694e+01
1.808205434070486450e-01,3.404110377543645427e-02,2.148669842940400798e+01,2.143690311269130433e+01
3.622170546132340574e-01,-4.202821719843243820e-01,1.365447943497885674e+01,1.379641309664744853e+01
1.270087783858237396e+00,9.455917151142434474e-01,1.191055746284537342e+01,1.186023592193517473e+01
2.333279984916296901e-01,-6.498584608651964967e-01,1.181393067086578696e+01,1.194111262831365750e+01
1.239032223246678610e+00,1.276306108575888665e-01,1.302203658713730050e+01,1.297177179071349862e+01
1.265708794111273683e+00,8.615608708317927800e-01,1.206982028361774439e+01,1.207493476327563009e+01
1.108836697412733052e+00,3.311252175836929545e-01,1.332816312700159500e+01,1.336426518576941547e+01
8.496467782116406964e-01,-5.721563460304055493e-01,1.250883241379146504e+01,1.271194166604092146e+01
9.430459605613080720e-01,9.895134069247928377e-01,1.333131201222609796e+01,1.335696973426334289e+01
7.469070899914492800e-01,-6.980984654271715772e-01,1.196825125466575557e+01,1.199272140296042544e+01
7.810952253855970584e-01,8.030347654211400510e-02,1.478689217384137322e+01,1.478107639950474983e+01
7.024781790348355592e-01,7.880665747850810199e-01,1.645860274611689178e+01,1.642940656537329147e+01
6.187787667928811297e-01,4.180813273116434914e-02,1.575627969189610411e+01,1.569664918949442267e+01
3.531833719375555014e-01,9.168434762025172713e-01,2.887309981512112245e+01,2.905500221651172055e+01
1.128856646821346121e+00,5.686474923738729093e-01,1.301461961388620914e+01,1.316272235176351302e+01
1.216869933562069184e+00,2.572893419933264259e-01,1.301097895116362402e+01,1.294340056896023583e+01
1.094621919764873441e+00,1.888011084529033212e-01,1.342917558424598568e+01,1.344647661738863142e+01
1.021027783953019075e+00,6.911711432120464238e-01,1.338285569245613615e+01,1.326643985056894515e+01
1.623704096601425562e+00,-4.534429658553231768e-01,1.276349283884948882e+01,1.285892573103900638e+01
1.826839713939912624e+00,-4.281889683735564667e-01,1.273319597245961710e+01,1.280325979046797968e+01
1.341642395964348367e-01,-5.967348014827631442e-01,1.233571932597249088e+01,1.234837921252919202e+01
8.166635812519060789e-01,5.302760810818678561e-01,1.512843314422474172e+01,1.504914754468885185e+01
9.457661881603764975e-01,-7.128795919506740741e-01,1.215687395093816114e+01,1.223492326813494735e+01
2.069891560125322327e-01,8.823014001915547855e-01,4.466866203959256154e+01,4.473184996459403351e+01
6.725551130404497924e-01,6.291170082971255795e-01,1.698791934673883830e+01,1.697149807079264505e+01
8.413025653087753408e-01,-5.266630445721995901e-01,1.265955679820146607e+01,1.273480585276647581e+01
9.067879328330487321e-02,-1.192730694367982736e-01,1.981691025765102410e+01,1.968402427579543357e+01
8.708713808529946476e-01,5.237240264741691576e-01,1.463447405361649700e+01,1.457611949359571923e+01
2.129359063332679214e-01,-6.825055792516334652e-01,1.153487133611520932e+01,1.144124372382557731e+01
8.173375633783648286e-01,-5.015153409354107250e-01,1.274673881232365780e+01,1.275961372039390973e+01
4.060020106290713193e-01,-1.794723560005788698e-01,1.566185570252715209e+01,1.583010826404085591e+01
2.124678474904569125e-01,7.055263559423612385e-01,3.865310190356004227e+01,3.865939757626350826e+01
1.376491980057771847e-01,-4.527032839832443312e-01,1.394130241122980252e+01,1.405643668201823893e+01
1.034236083752896107e+00,4.664367436625578289e-01,1.357454105805759781e+01,1.357278726320566165e+01
1.585785612910511205e-02,5.281298934071572138e-01,5.941416695474573828e+01,5.937490280168470491e+01
8.004905763446960032e-01,5.240486580269756445e-01,1.529131327028251341e+01,1.539393695194856981e+01
1.300771068292785881e-01,-9.120531760528260978e-01,9.656937174712352245e+00,9.712469878300993287e+00
1.380174871329751474e+00,-1.992158555645628937e-02,1.281943534280204844e+01,1.296256443906803568e+01
1.302024996738007978e+00,-3.646321787859914121e-01,1.286164340224602221e+01,1.296023650998556320e+01
3.154490311622278886e-01,-4.550977037685113302e-01,1.344757353975062841e+01,1.336745591383164822e+01
7.339214982816596455e-01,6.255954506650844849e-01,1.607892765271064306e+01,1.582524959643412288e+01
1.450509410122187592e+00,1.704823489407869541e-01,1.258990947652841008e+01,1.260467767970449060e+01
2.647835918402932087e-01,-5.773463840282677673e-01,1.242634255383823927e+01,1.230968781031954151e+01
1.627518098144147940e+00,4.353927569351963012e-01,1.207788688555670831e+01,1.193790625410832362e+01
1.326355673751743680e+00,4.422017069985595406e-01,1.254146970028678965e+01,1.239429090305685399e+01
1.883262714891681844e+00,8.706642366676222711e-01,1.144656598257877178e+01,1.138331679936707808e+01
1.207680103333190758e+00,9.664789954817014639e-01,1.205067417014427100e+01,1.203151911563166543e+01
9.873459934340102218e-02,-7.558875530806474785e-04,2.249062156349265962e+01,2.249195878535190118e+01
8.241576453941272806e-01,8.070382434993936815e-01,1.480194744740990487e+01,1.500718364424278128e+01
1.380337461719475911e+00,6.326767494630463062e-01,1.216396041661505478e+01,1.204347756171501693e+01
9.436399321242359139e-01,5.895985519664024288e-01,1.401990438274700423e+01,1.401957399030286133e+01
7.497797220172824906e-01,-7.433137518968977453e-01,1.179676901173304060e+01,1.167305459345203644e+01
5.086790471368869415e-01,7.797843497005185753e-03,1.647573154957789399e+01,1.637687406882761820e+01
1.382877039027427646e+00,1.088139337917262139e-01,1.274531599543476901e+01,1.275262601616267411e+01
3.196203668042569279e-01,6.104253185495089884e-01,2.792987693617896028e+01,2.797234801927651660e+01
1.529448821155231730e+00,-3.259662734022812369e-01,1.276955777581247276e+01,1.264160564124995645e+01
5.691451897001801319e-01,-4.272588304376137014e-01,1.324291019140067505e+01,1.335787891984665343e+01
1.159169334110555782e+00,-5.806872452774445303e-01,1.262115810223168566e+01,1.252869550581300295e+01
1.844333076118894077e+00,3.694618774543005912e-01,1.201608484975788826e+01,1.211244570251471586e+01
1.190398164390785718e+00,9.815645956232277314e-02,1.314968468409370139e+01,1.314497774497401572e+01
1.739229360188575990e+00,6.029037200962841236e-01,1.179009385615738381e+01,1.188119448980752857e+01
1.878576304482510451e-01,-8.712142900467814144e-01,1.007076036725855239e+01,1.012790127281662400e+01
1.025521117400950644e+00,9.013249545784853822e-01,1.297736980701481713e+01,1.294917730437004799e+01
1.312171819062148748e+00,1.712978649693845945e-01,1.283513113375440895e+01,1.288338197477196090e+01
3.330622143916407429e-01,-7.002845236225367920e-01,1.148790677193234799e+01,1.135406963574171257e+01
1.395337417606375752e+00,8.896649115358676863e-01,1.174013951230948294e+01,1.161052489016531553e+01
1.321848247188128100e+00,9.479931377909085466e-01,1.178459181446576309e+01,1.174936733753953355e+01
9.232361948654139727e-01,3.906600398098969418e-01,1.426673887518346540e+01,1.440435942807442160e+01
1.590480982946386623e+00,-8.673918156897553189e-01,1.264467908020598941e+01,1.257033557174291261e+01
1.636707942609170324e-02,5.980095609172964011e-01,6.879549628514944004e+01,6.873597136763103777e+01
1.857596625274841484e+00,5.893564550928462875e-01,1.176216264496483177e+01,1.192897770793663526e+01
1.910277802457830409e-01,-1.797546923519033335e-01,1.741354227030280555e+01,1.741818375255114759e+01
1.542815529080933112e+00,2.866160832487345544e-01,1.234608046992403629e+01,1.234645449211808099e+01
3.209407262033214248e-01,-5.013378816546292249e-01,1.303027015957352575e+01,1.292555946373594900e+01
3.345081739200759380e-02,1.931375436224154196e-01,3.165529467477501768e+01,3.166164175120007229e+01
1.198605357078553757e+00,9.148163095369361564e-01,1.217672147843468267e+01,1.223633221180661934e+01
1.102905076352129088e+00,2.086092547838884759e-01,1.339735652375867936e+01,1.339203196606710833e+01
1.490507332171458588e+00,3.667352741017433360e-01,1.232421788249184225e+01,1.240092366444074656e+01
1.724465716210664024e+00,-7.516917682492700870e-01,1.278325700419896549e+01,1.281639237700979272e+01
9.374500830846284050e-01,4.035047752684817191e-01,1.417255654199629156e+01,1.427783034237610593e+01
1.055382656913734563e+00,-1.632312870712542274e-01,1.331975985256291928e+01,1.340266724264288456e+01
1.180221720025994792e+00,4.055009781749221442e-01,1.300413025907072395e+01,1.299103333242395664e+01
6.737590217892969191e-01,-4.426528720435407571e-02,1.496120552364441103e+01,1.504840045739596377e+01
1.603995291309954663e+00,6.946867505505911478e-01,1.176448756606029988e+01,1.194522766587438412e+01
1.528061451893643508e+00,8.885470074691643738e-01,1.156618409536688397e+01,1.159680092842400967e+01
3.259614080381235124e-01,-5.271636365048304462e-02,1.775870009231059399e+01,1.763687139974398121e+01
1.384215900825850332e+00,6.665196432073106081e-01,1.210637145730664521e+01,1.212569806912673975e+01
4.368329421382683986e-01,-1.232999229128854957e-01,1.596997787622273357e+01,1.595025642258403309e+01
5.754547664575410115e-01,8.510478527911691238e-01,1.902732131134317939e+01,1.928663425755896910e+01
1.152811267276656615e+00,-5.429904496510886691e-01,1.268085005245230867e+01,1.275644958068043877e+01
8.859185569850412945e-01,-8.219785664152512439e-01,1.174682114593862892e+01,1.163619298349829556e+01
1.160011127702665013e+00,7.795632171172568459e-01,1.256082292658539323e+01,1.254196151007292848e+01
4.804325115694200177e-01,-8.535989287765954892e-02,1.597263847827872318e+01,1.611870314940575355e+01
1.519404378191965943e+00,-6.332344856464455773e-02,1.267924966709697898e+01,1.256289082827648862e+01
2.318729608991304814e-01,2.493129073067346102e-01,2.483736250404973234e+01,2.478789834631448485e+01
2.536446308069214770e-02,-9.889321000733488631e-01,8.846143226460288389e+00,8.845895376653674091e+00
4.199671249736545708e-01,4.661459922343598183e-01,2.204784579625871643e+01,2.203254956234586004e+01
1.010574343149912790e+00,8.322294387124975490e-01,1.320347163553842051e+01,1.314361001187812583e+01
1.702870888807810790e+00,8.499123948126094952e-01,1.150066402876125338e+01,1.151312584835486419e+01
6.862865015379753242e-01,5.577664107236333102e-01,1.671795949681230908e+01,1.657612296090261950e+01
1.841151846514018919e-01,-7.213227024935304765e-01,1.119526654263102827e+01,1.113654838931274504e+01
1.973245974722581453e+00,-6.258335976313929017e-01,1.282943151384356817e+01,1.276862740000628449e+01
1.368081372264170259e+00,7.758011061751131088e-01,1.197123956599665995e+01,1.194008351335678775e+01
5.733201027198969735e-01,6.932458948602375770e-01,1.900519558915102181e+01,1.897415376968643841e+01
4.633936897157467927e-01,-7.265369849667837610e-01,1.147061523488263290e+01,1.146907611165192975e+01
3.085690161571202905e-01,-8.883997647045283053e-02,1.748866774438355876e+01,1.745249439863554031e+01
2.319969696471474441e-01,-3.837109176571198432e-01,1.441417285492998346e+01,1.437092229027751422e+01
1.440752432049032805e+00,-3.142980353036941565e-01,1.280991138977102750e+01,1.284443430021983090e+01
2.402590523387534427e-01,5.300828489257645160e-01,3.124907007807208359e+01,3.133738566577719098e+01
1.362413215648514031e+00,-8.552722980673408415e-01,1.240510411285942993e+01,1.249955204950515686e+01
8.102348153637605188e-01,9.493459270781812176e-01,1.467560431693810941e+01,1.455858330059063377e+01
1.258681564490075289e+00,-1.253083267878232210e-01,1.300576419312586651e+01,1.302862264888449317e+01
7.419308246873856927e-01,-1.382035263445779982e-01,1.424331682562311130e+01,1.431609828595777678e+01
2.429044238492989449e-01,3.177748199844647736e-01,2.597272045064032397e+01,2.594410267903058909e+01
1.074979129212819476e-02,8.997958206758824851e-01,1.600523733747672850e+02,1.600971106572807798e+02
1.669918065592816969e+00,-3.136240073645302218e-02,1.253208148518815790e+01,1.250807934511148112e+01
1.655170397326930498e+00,4.471451121058895861e-01,1.203887738591728329e+01,1.207450253315825606e+01
2.690294637078190498e-01,3.272309739991985378e-01,2.516700312464350375e+01,2.501264238971397802e+01
5.577249214427640878e-01,8.050047499568655507e-01,1.950328587681381265e+01,1.954728643650780384e+01
9.162620524021224400e-01,6.049567188319537880e-01,1.420899669567351076e+01,1.415863643080081502e+01
1.874290797384621010e+00,7.599483229128023432e-02,1.231805126553534180e+01,1.224234205688193811e+01
7.405322845148111233e-01,2.611388641514860165e-01,1.555691189110695660e+01,1.552476018647347367e+01
1.120598805307932544e+00,5.229642227666135845e-01,1.310688497014153242e+01,1.320324727520619845e+01
2.613973856905821985e-02,9.478114903469621044e-01,1.539210472066856994e+02,1.540130764016996636e+02
1.280547316220966569e-01,2.317380532250092884e-01,2.846663587731573131e+01,2.848918087690000434e+01
1.478626199891946325e+00,-8.911259738240577821e-01,1.250717598155007693e+01,1.259124693721517829e+01
1.030662980224476000e+00,-6.207204640183152655e-01,1.247217037674514373e+01,1.242911304827117647e+01
1.406172644225530122e-01,-7.592537837395973987e-01,1.084030152240411127e+01,1.071344326470895680e+01
1.448452549896950714e+00,7.532570623781920105e-01,1.186458055575983295e+01,1.167561718966066664e+01
4.142415200690051647e-01,8.345384896702208177e-01,2.486051073950296342e+01,2.485492214851548454e+01
1.804722815205030528e+00,-4.669203547240989849e-01,1.275345288900812335e+01,1.273630213226513419e+01
1.976201009195044378e+00,-7.482845883629161143e-01,1.287813249830924711e+01,1.287921215072089964e+01
1.899693838104557830e+00,7.936542873404044407e-01,1.152982880393800080e+01,1.153402485163034186e+01
3.726168249557899603e-01,1.316933546248970632e-01,1.941486816679306671e+01,1.953410876710189825e+01
1.188636775139084722e+00,8.385129490290361698e-01,1.235028207612802476e+01,1.225567053840534193e+01
1.756470143513479965e+00,1.480908502665774229e-01,1.230407056640987484e+01,1.222405864630537486e+01
1.254692643292676824e+00,2.750709339944443776e-01,1.289413916462638632e+01,1.308314751331445791e+01
1.445022611525046408e-01,3.213472953860463388e-01,3.076153608046890042e+01,3.083575116680724904e+01
5.292636454548129699e-01,9.013783888240267661e-01,2.033390985727656286e+01,2.030105775395375289e+01
1.345021587242921868e+00,-1.716782715940867732e-01,1.289194477825533092e+01,1.268542394714558164e+01
7.659820574976442531e-01,7.518252140077663626e-02,1.486418166279052855e+01,1.477636200817794254e+01
3.352686598721174582e-01,-1.452268254256168234e-01,1.654446860032119559e+01,1.650563374174074127e+01
1.135403196220418964e+00,-2.494509836614007270e-01,1.309326907751979263e+01,1.308196593502916372e+01
1.708179878204820090e+00,3.540618552831324983e-01,1.210892506778055377e+01,1.212494043064635996e+01
1.364030262603755261e+00,-7.165864809223425613e-01,1.256855847885561239e+01,1.254280570045560950e+01
5.353716450529988347e-01,4.567896239255300195e-01,1.908971113124996322e+01,1.920129447514644383e+01
3.934093609276045900e-01,-7.320796655379722129e-01,1.134580866517573128e+01,1.122404022205415330e+01
2.298975059211685323e-01,1.580816045449198182e-01,2.292599591948887650e+01,2.289443448276963622e+01
5.568858905760424305e-01,2.145463575415000879e-01,1.737170759671593601e+01,1.730055154243414250e+01
1.186811473823880636e+00,1.283288575581886803e-02,1.316009741964958657e+01,1.323417095655482534e+01
1.822524958531876793e+00,-9.126769687278188936e-01,1.282081519002232994e+01,1.283514494808200190e+01
5.446467251993355463e-01,-3.880549303974079045e-01,1.351868178263095999e+01,1.359415483868152563e+01
1.496585926965157576e+00,-7.054638934366399550e-01,1.267162716751754736e+01,1.267594023937656900e+01
1.899749700594424162e+00,-5.063836869169120458e-01,1.276820814318953445e+01,1.313997218891102925e+01
7.387256568767590625e-01,-5.733971776609936288e-01,1.246167713483622208e+01,1.253032453091348053e+01
