t,v,w,s_ca,c_ca,dv_dt,dv_dt_noisy
1.998799759951990609e+02,-4.218783190626970026e+01,-5.185974647875305266e+01,9.123208386427290872e-02,1.397324453987633275e+00,3.518272589531079575e-05,2.520969245270837655e-01
1.999599919983996870e+02,-4.218782895923339993e+01,-5.185974669739572818e+01,9.123177719358339932e-02,1.397325174814633364e+00,3.488107161686571089e-05,3.304382352800627198e-01
2.000400080016003415e+02,-4.218782601819597033e+01,-5.185974689692309170e+01,9.123147172710831254e-02,1.397325887490094010e+00,3.458063309835779364e-05,6.099925097539401486e-01
2.001200240048009675e+02,-4.218782309309693090e+01,-5.185974707702677478e+01,9.123116746378434616e-02,1.397326592060477379e+00,3.429995547676867318e-05,1.528484743960914771e-01
2.002000400080016220e+02,-4.218782019526926064e+01,-5.185974723733622227e+01,9.123086440258068586e-02,1.397327288572907555e+00,3.406019133578297442e-05,5.120907762688822196e-01
2.002800560112022481e+02,-4.218781733743939100e+01,-5.185974737741865681e+01,9.123056254249896357e-02,1.397327977075170757e+00,3.388510067381389490e-05,5.647719445271841554e-01
2.003600720144029026e+02,-4.218781453372718460e+01,-5.185974749677912854e+01,9.123026188257336855e-02,1.397328657615714675e+00,3.380105093597762789e-05,1.583455691648900654e-01
2.004400880176035287e+02,-4.218781179914689261e+01,-5.185974759488257035e+01,9.122996242185257842e-02,1.397329330243375800e+00,3.383608333251686417e-05,-2.496841896391663318e-02
2.005201040208041832e+02,-4.218780911543525747e+01,-5.185974767266692709e+01,9.122966415816778640e-02,1.397329994988650848e+00,3.395598396593868529e-05,-2.034118093904007940e-01
2.006001200240048092e+02,-4.218780645740768875e+01,-5.185974773137606775e+01,9.122936708906856373e-02,1.397330651878161634e+00,3.411359139349201541e-05,-5.867321080554384061e-01
2.006801360272054637e+02,-4.218780381400424062e+01,-5.185974777162793004e+01,9.122907121259399288e-02,1.397331300946171861e+00,3.428816921413613272e-05,-7.630519159005160201e-01
2.007601520304060898e+02,-4.218780117555569831e+01,-5.185974779397839285e+01,9.122877652681893323e-02,1.397331942227601598e+00,3.446158336828375468e-05,6.728334319993393153e-01
2.008401680336067443e+02,-4.218779853378355682e+01,-5.185974779892126207e+01,9.122848302985404889e-02,1.397332575758026163e+00,3.461830205253590975e-05,1.051533345171892959e-02
2.009201840368073704e+02,-4.218779588180007067e+01,-5.185974778688826348e+01,9.122819071984579475e-02,1.397333201573677686e+00,3.474539582271063409e-05,-2.565542702455948509e-01
2.010002000400080249e+02,-4.218779321410821126e+01,-5.185974775824907113e+01,9.122789959497640266e-02,1.397333819711443770e+00,3.483253754410498004e-05,8.071854506650325556e-01
2.010802160432086509e+02,-4.218779052660167395e+01,-5.185974771331129318e+01,9.122760965346392303e-02,1.397334430208867717e+00,3.487200235952059302e-05,5.047108078721458391e-01
2.011602320464092770e+02,-4.218778781656489940e+01,-5.185974765232046479e+01,9.122732089356215546e-02,1.397335033104149637e+00,3.485866773544898933e-05,4.956095399820022174e-02
2.012402480496099315e+02,-4.218778508267305938e+01,-5.185974757546004099e+01,9.122703331356073198e-02,1.397335628436144450e+00,3.479001344786070149e-05,5.232667141132608668e-01
2.013202640528105576e+02,-4.218778232499204961e+01,-5.185974748285143932e+01,9.122674691178504769e-02,1.397336216244363882e+00,3.466612155378356874e-05,-7.388624314658311099e-02
2.014002800560112121e+02,-4.218777954497848981e+01,-5.185974737455398298e+01,9.122646168659631627e-02,1.397336796568975137e+00,3.448967642327716021e-05,2.018454480016070030e-01
2.014802960592118382e+02,-4.218777674547975920e+01,-5.185974725056493639e+01,9.122617763639152832e-02,1.397337369450801781e+00,3.426596473232734752e-05,9.336024173779561286e-01
2.015603120624124927e+02,-4.218777393073393256e+01,-5.185974711081950517e+01,9.122589475960345140e-02,1.397337934931322634e+00,3.400287539889745858e-05,5.533074923746484908e-01
2.016403280656131187e+02,-4.218777110636983707e+01,-5.185974695519082189e+01,9.122561305470068549e-02,1.397338493052673325e+00,3.371089967885154692e-05,-1.121349577337895642e-01
2.017203440688137732e+02,-4.218776827940703811e+01,-5.185974678348994615e+01,9.122533252018756589e-02,1.397339043857644736e+00,3.340313112332182754e-05,3.723011717380530494e-01
2.018003600720143993e+02,-4.218776545825581081e+01,-5.185974659546587162e+01,9.122505315460426034e-02,1.397339587389683890e+00,3.309526551831254437e-05,6.171547792129731258e-01
2.018803760752150538e+02,-4.218776265271717563e+01,-5.185974639080553317e+01,9.122477495652671353e-02,1.397340123692893954e+00,3.280560101259766270e-05,-3.158581373764354772e-02
2.019603920784156799e+02,-4.218775987398288407e+01,-5.185974616913379975e+01,9.122449792456667483e-02,1.397340652812033568e+00,3.255503796140146733e-05,-1.806169829219139156e-01
2.020404080816163344e+02,-4.218775713463541166e+01,-5.185974593001345312e+01,9.122422205737167056e-02,1.397341174792517959e+00,3.236707904363811394e-05,9.672481621541785257e-01
2.021204240848169604e+02,-4.218775444864797919e+01,-5.185974567294522330e+01,9.122394735362501783e-02,1.397341689680417831e+00,3.226782918730464189e-05,-1.171159284461916056e-01
2.022004400880176149e+02,-4.218775183129006479e+01,-5.185974539737196665e+01,9.122367381204243841e-02,1.397342197522408069e+00,3.228581890013515476e-05,-6.273340870447425832e-01
2.022804560912182410e+02,-4.218774926862810304e+01,-5.185974510402913751e+01,9.122340143027167503e-02,1.397342698349059331e+00,3.239494625972838548e-05,1.060955627294027509e-01
2.023604720944188955e+02,-4.218774673318580426e+01,-5.185974479425132699e+01,9.122313020544493833e-02,1.397343192183429172e+00,3.254377440597977511e-05,1.181369938939003994e+00
2.024404880976195216e+02,-4.218774421377602124e+01,-5.185974446865136400e+01,9.122286013526485771e-02,1.397343679057395649e+00,3.271134082538651455e-05,3.550529413685329927e-01
2.025205041008201761e+02,-4.218774170060216733e+01,-5.185974412778000442e+01,9.122259121747297583e-02,1.397344159003490516e+00,3.287928484141389163e-05,5.220415477241060476e-01
2.026005201040208021e+02,-4.218773918525815958e+01,-5.185974377212598085e+01,9.122232344984962382e-02,1.397344632054898117e+00,3.303184766778599624e-05,-1.037725866487490434e+00
2.026805361072214566e+02,-4.218773666072849693e+01,-5.185974340211597422e+01,9.122205683021405997e-02,1.397345098245455830e+00,3.315587242624928876e-05,-2.268050883249265459e-01
2.027605521104220827e+02,-4.218773412138819623e+01,-5.185974301811462084e+01,9.122179135642434489e-02,1.397345557609654509e+00,3.324080410394003593e-05,6.559540467403703889e-01
2.028405681136227372e+02,-4.218773156300282068e+01,-5.185974262042451954e+01,9.122152702637741084e-02,1.397346010182638043e+00,3.327868956759516550e-05,-1.463230113643466113e-01
2.029205841168233633e+02,-4.218772898272847982e+01,-5.185974220928621747e+01,9.122126383800903404e-02,1.397346456000203130e+00,3.326417756355226629e-05,7.159406148171029161e-01
2.030006001200240178e+02,-4.218772637911182244e+01,-5.185974178487823139e+01,9.122100178929387626e-02,1.397346895098799946e+00,3.319451873551315657e-05,2.978463459307421624e-01
2.030806161232246438e+02,-4.218772375209005077e+01,-5.185974134731701213e+01,9.122074087824541544e-02,1.397347327515531257e+00,3.306956559256946093e-05,2.594912555408462884e-01
2.031606321264252983e+02,-4.218772110299089206e+01,-5.185974089665698727e+01,9.122048110291601508e-02,1.397347753288153749e+00,3.289177249854446927e-05,9.028331888540668260e-01
2.032406481296259244e+02,-4.218771843453262704e+01,-5.185974043289053270e+01,9.122022246139688262e-02,1.397348172455076254e+00,3.266619575015283772e-05,-1.881880673954950400e-01
2.033206641328265789e+02,-4.218771575082407566e+01,-5.185973995594797969e+01,9.121996495181806941e-02,1.397348585055361303e+00,3.240049342068118676e-05,-1.695840303767620350e-01
2.034006801360272050e+02,-4.218771305736459709e+01,-5.185973946569762205e+01,9.121970857234848462e-02,1.397348991128724460e+00,3.210492552696564417e-05,1.187249294982893888e-01
2.034806961392278595e+02,-4.218771036104410399e+01,-5.185973896194570187e+01,9.121945332119590910e-02,1.397349390715534545e+00,3.179235391215229356e-05,1.756465178460277221e-01
2.035607121424284855e+02,-4.218770767014304113e+01,-5.185973844443642378e+01,9.121919919660695375e-02,1.397349783856812744e+00,3.147824231319873434e-05,-7.821656984976704807e-01
2.036407281456291400e+02,-4.218770499433239252e+01,-5.185973791285193357e+01,9.121894619686711503e-02,1.397350170594234164e+00,3.118065625784538497e-05,6.816590745682551411e-01
2.037207441488297661e+02,-4.218770234467370273e+01,-5.185973736681236801e+01,9.121869432030070557e-02,1.397350550970126726e+00,3.092026322448759856e-05,1.814462179103518980e-01
2.038007601520304206e+02,-4.218769973361903425e+01,-5.185973680587577661e+01,9.121844356527093745e-02,1.397350925027471602e+00,3.072033247164540626e-05,-1.560665241085140709e-02
2.038807761552310467e+02,-4.218769717501100303e+01,-5.185973622953819984e+01,9.121819393017982502e-02,1.397351292809902334e+00,3.060673515165035496e-05,3.782045662735427083e-01
2.039607921584317012e+02,-4.218769468408278556e+01,-5.185973563723361934e+01,9.121794541346829599e-02,1.397351654361706608e+00,3.060794427511837057e-05,-1.302565922186583180e-01
2.040408081616323273e+02,-4.218769225213852536e+01,-5.185973502945513758e+01,9.121769801270185329e-02,1.397352009713958676e+00,3.070766716817274755e-05,6.718240373938640930e-01
2.041208241648329818e+02,-4.218768984898739660e+01,-5.185973440764711739e+01,9.121745172464790219e-02,1.397352358885859180e+00,3.084939926978336189e-05,1.007400056820548506e-01
2.042008401680336078e+02,-4.218768746326517771e+01,-5.185973377241980131e+01,9.121720654673851070e-02,1.397352701906811490e+00,3.101185720666421730e-05,4.290072373003133710e-01
2.042808561712342623e+02,-4.218768508501804604e+01,-5.185973312432051330e+01,9.121696247644804634e-02,1.397353038806882664e+00,3.117639657190807156e-05,-3.747443179098199906e-01
2.043608721744348884e+02,-4.218768270568534007e+01,-5.185973246383443325e+01,9.121671951129259326e-02,1.397353369616792795e+00,3.132697968410980138e-05,-7.074688151442239115e-02
2.044408881776355429e+02,-4.218768031809957364e+01,-5.185973179138460409e+01,9.121647764882993836e-02,1.397353694367915011e+00,3.145017555894469297e-05,2.538050343213547611e-01
2.045209041808361690e+02,-4.218767791648644305e+01,-5.185973110733192470e+01,9.121623688665955743e-02,1.397354013092276137e+00,3.153516004061884814e-05,-4.053279660491651004e-01
2.046009201840368235e+02,-4.218767549646481285e+01,-5.185973041197515698e+01,9.121599722242261510e-02,1.397354325822556254e+00,3.157371567041877825e-05,-2.630402586801319775e-01
2.046809361872374495e+02,-4.218767305504674425e+01,-5.185972970555090455e+01,9.121575865380202042e-02,1.397354632592088919e+00,3.156023174355482297e-05,4.013565017982596156e-02
2.047609521904381040e+02,-4.218767059063744540e+01,-5.185972898823364829e+01,9.121552117852232966e-02,1.397354933434860502e+00,3.149170428784486830e-05,6.220730293169722813e-01
2.048409681936387301e+02,-4.218766810303532111e+01,-5.185972826013571080e+01,9.121528479434981573e-02,1.397355228385511516e+00,3.136773603173992342e-05,4.459579349510175983e-01
2.049209841968393846e+02,-4.218766559343193734e+01,-5.185972752130728480e+01,9.121504949909248205e-02,1.397355517479335063e+00,3.119053652511638575e-05,5.171186954406329361e-01
2.050010002000400107e+02,-4.218766306441204961e+01,-5.185972677173641898e+01,9.121481529059999316e-02,1.397355800752277943e+00,3.096492194387678865e-05,2.164567878540458457e-01
2.050810162032406652e+02,-4.218766051995358879e+01,-5.185972601134900373e+01,9.121458216676373021e-02,1.397356078240940658e+00,3.069831529245448110e-05,5.153242515022813386e-01
2.051610322064412912e+02,-4.218765796542764690e+01,-5.185972524000881378e+01,9.121435012551676325e-02,1.397356349982576296e+00,3.040074621907251640e-05,8.343812452092403964e-01
2.052410482096419457e+02,-4.218765540759850552e+01,-5.185972445751745852e+01,9.121411916483387894e-02,1.397356616015091646e+00,3.008485117206305404e-05,1.478505318020479631e-01
2.053210642128425718e+02,-4.218765285462362158e+01,-5.185972366361441743e+01,9.121388928273155283e-02,1.397356876377046975e+00,2.976587323999524415e-05,2.811383549503579382e-01
2.054010802160432263e+02,-4.218765031605362026e+01,-5.185972285797701886e+01,9.121366047726796322e-02,1.397357131107655803e+00,2.946166230444191569e-05,3.550674810703649542e-01
2.054810962192438524e+02,-4.218764780283230920e+01,-5.185972204022046128e+01,9.121343274654297728e-02,1.397357380246784908e+00,2.919267494405630714e-05,-9.379827887821828858e-01
2.055611122224445069e+02,-4.218764532729667849e+01,-5.185972120989779199e+01,9.121320608869819269e-02,1.397357623834954543e+00,2.898197442746663910e-05,1.261255450014907298e-02
2.056411282256451329e+02,-4.218764290317687227e+01,-5.185972036649991423e+01,9.121298050191685436e-02,1.397357861913337995e+00,2.885523076301410583e-05,2.708613738017033312e-01
2.057211442288457874e+02,-4.218764054559623133e+01,-5.185971950945559428e+01,9.121275598442396548e-02,1.397358094523762251e+00,2.884072066322573846e-05,4.384218057256725198e-01
2.058011602320464135e+02,-4.218763825091213704e+01,-5.185971863902412338e+01,9.121253253375766201e-02,1.397358321697671713e+00,2.893161426342771847e-05,-9.948766985391287176e-02
2.058811762352470680e+02,-4.218763598679679205e+01,-5.185971775673446871e+01,9.121231014640197865e-02,1.397358543450697432e+00,2.906741854857841645e-05,5.481591820478322052e-01
2.059611922384476941e+02,-4.218763374140948486e+01,-5.185971686320792884e+01,9.121208881956822945e-02,1.397358759809577355e+00,2.922596791066212063e-05,-2.599203297602513119e-01
2.060412082416483486e+02,-4.218763150464265266e+01,-5.185971595898863740e+01,9.121186855052408615e-02,1.397358970801889200e+00,2.938833948462615808e-05,-2.859307292616690074e-02
2.061212242448489746e+02,-4.218762926778425992e+01,-5.185971504455847736e+01,9.121164933658144902e-02,1.397359176455864826e+00,2.953822141904538512e-05,9.003797425980036850e-01
2.062012402480496291e+02,-4.218762702351781257e+01,-5.185971412033713079e+01,9.121143117509647458e-02,1.397359376800391573e+00,2.966191301467802077e-05,-6.168695475781108550e-01
2.062812562512502552e+02,-4.218762476592235089e+01,-5.185971318668203622e+01,9.121121406346952010e-02,1.397359571865011141e+00,2.974832466406951426e-05,1.780952670414569575e-02
2.063612722544509097e+02,-4.218762249047247082e+01,-5.185971224388840994e+01,9.121099799914519912e-02,1.397359761679919821e+00,2.978897791550139118e-05,-1.763155459668536151e-02
2.064412882576515358e+02,-4.218762019403827424e+01,-5.185971129218924602e+01,9.121078297961233983e-02,1.397359946275968934e+00,2.977800528469742858e-05,9.934786280020292681e-03
2.065213042608521903e+02,-4.218761787488541870e+01,-5.185971033175530209e+01,9.121056900240399890e-02,1.397360125684664611e+00,2.971215046088104828e-05,-2.126516375288564353e-01
2.066013202640528164e+02,-4.218761553267508901e+01,-5.185970936269511355e+01,9.121035606509747540e-02,1.397360299938167350e+00,2.959076820019390652e-05,3.777505899899018527e-01
2.066813362672534709e+02,-4.218761316846401854e+01,-5.185970838505500069e+01,9.121014416531429692e-02,1.397360469069293121e+00,2.941582438253931286e-05,-4.828732612494993082e-01
2.067613522704540969e+02,-4.218761078470447501e+01,-5.185970739881903313e+01,9.120993330072020566e-02,1.397360633111511818e+00,2.919189594763338391e-05,-6.093376975645732330e-01
2.068413682736547514e+02,-4.218760838524424628e+01,-5.185970640390907249e+01,9.120972346902521399e-02,1.397360792098948812e+00,2.892617087724147495e-05,2.898751124032131199e-01
2.069213842768553775e+02,-4.218760597532666878e+01,-5.185970540018475816e+01,9.120951466798350726e-02,1.397360946066383391e+00,2.862844829820687664e-05,-5.470566696923470085e-01
2.070014002800560320e+02,-4.218760356159062752e+01,-5.185970438744347888e+01,9.120930689539355485e-02,1.397361095049250768e+00,2.831113838652754566e-05,2.349257392884729345e-01
2.070814162832566581e+02,-4.218760115207052763e+01,-5.185970336542041537e+01,9.120910014909802688e-02,1.397361239083639628e+00,2.798926243485766463e-05,5.740494685123725960e-02
2.071614322864573126e+02,-4.218759875619630861e+01,-5.185970233378851901e+01,9.120889442698382199e-02,1.397361378206294580e+00,2.768045272460994966e-05,-2.969349919972766871e-01
2.072414482896579386e+02,-4.218759638479345853e+01,-5.185970129215851188e+01,9.120868972698209509e-02,1.397361512454614152e+00,2.740495269648590693e-05,-1.275439827991420860e-01
2.073214642928585931e+02,-4.218759405008299979e+01,-5.185970024007888668e+01,9.120848604706820184e-02,1.397361641866651905e+00,2.718561682257814027e-05,-5.665622908288855085e-03
2.074014802960592192e+02,-4.218759176568148206e+01,-5.185969917703592102e+01,9.120828338526174028e-02,1.397361766481116208e+00,2.704791067031919738e-05,2.670431356572977588e-01
2.074814962992598737e+02,-4.218758954660099647e+01,-5.185969810245365608e+01,9.120808173962656473e-02,1.397361886337370462e+00,2.701991082432186886e-05,-2.742596288031954321e-01
2.075615123024604998e+02,-4.218758739331609320e+01,-5.185969701639943708e+01,9.120788110769439960e-02,1.397362001466712078e+00,2.710249775716988552e-05,-6.448273584134138481e-02
2.076415283056611543e+02,-4.218758527246072987e+01,-5.185969592043863230e+01,9.120768148575957024e-02,1.397362111881806479e+00,2.723324439912744310e-05,-6.763942697475983090e-01
2.077215443088617803e+02,-4.218758317142945202e+01,-5.185969481521681246e+01,9.120748287085612971e-02,1.397362217606569201e+00,2.738856246153886786e-05,-9.902500098654416771e-02
2.078015603120624348e+02,-4.218758107999587281e+01,-5.185969370127379818e+01,9.120728526010002390e-02,1.397362318666110159e+00,2.754931473347710380e-05,-9.216314629626176647e-01
2.078815763152630609e+02,-4.218757898932833683e+01,-5.185969257908724472e+01,9.120708865065355053e-02,1.397362415086194298e+00,2.769897351484473802e-05,1.259585327739707813e-02
2.079615923184637154e+02,-4.218757689198990590e+01,-5.185969144907262063e+01,9.120689303972535911e-02,1.397362506893242928e+00,2.782362061282128707e-05,-1.933218929290497212e-01
2.080416083216643415e+02,-4.218757478193837329e+01,-5.185969031158324327e+01,9.120669842457045096e-02,1.397362594114332168e+00,2.791194738094304739e-05,1.078624073424409024e+00
2.081216243248649960e+02,-4.218757265452626370e+01,-5.185968916691025754e+01,9.120650480249020697e-02,1.397362676777194501e+00,2.795525469778681327e-05,6.736418592011390594e-01
2.082016403280656220e+02,-4.218757050650081908e+01,-5.185968801528263583e+01,9.120631217083235986e-02,1.397362754910216998e+00,2.794745294210088105e-05,-4.443935443126476731e-02
2.082816563312662765e+02,-4.218756833600401990e+01,-5.185968685686717095e+01,9.120612052699098027e-02,1.397362828542443314e+00,2.788506201056861755e-05,5.031583992214972989e-01
2.083616723344669026e+02,-4.218756614257257098e+01,-5.185968569176851162e+01,9.120592986840654615e-02,1.397362897703572138e+00,2.776721136044102423e-05,1.700128241391693495e-01
2.084416883376675571e+02,-4.218756392713789438e+01,-5.185968452002911278e+01,9.120574019256585951e-02,1.397362962423957411e+00,2.759563991361346780e-05,-5.462411011807848382e-01
2.085217043408681832e+02,-4.218756169202614359e+01,-5.185968334162927817e+01,9.120555149700208808e-02,1.397363022734609439e+00,2.737469613123266754e-05,-1.185310873947212240e+00
2.086017203440688093e+02,-4.218755944095821064e+01,-5.185968215648713198e+01,9.120536377929476524e-02,1.397363078667193337e+00,2.711133797106413112e-05,5.787670998798273292e-01
2.086817363472694637e+02,-4.218755717904970481e+01,-5.185968096445862585e+01,9.120517703706979007e-02,1.397363130254030361e+00,2.681513293012471877e-05,2.183937789637203364e-01
2.087617523504700898e+02,-4.218755491281095971e+01,-5.185967976533756030e+01,9.120499126799938572e-02,1.397363177528097022e+00,2.649825799139193805e-05,-9.541475068799817327e-01
2.088417683536707443e+02,-4.218755265014704037e+01,-5.185967855885554201e+01,9.120480646980219652e-02,1.397363220523025307e+00,2.617549960248766183e-05,3.401462673566336137e-01
2.089217843568713704e+02,-4.218755040035774329e+01,-5.185967734468203361e+01,9.120462264024316312e-02,1.397363259273103120e+00,2.586425381778667543e-05,4.775120718922655216e-01
2.090018003600720249e+02,-4.218754817413758929e+01,-5.185967612242431102e+01,9.120443977713363348e-02,1.397363293813273621e+00,2.558452612078099264e-05,-3.211379375778742884e-01
2.090818163632726510e+02,-4.218754598357582353e+01,-5.185967489162748478e+01,9.120425787833129350e-02,1.397363324179135446e+00,2.535893148447598833e-05,4.143810212376458635e-01
2.091618323664733055e+02,-4.218754384215641551e+01,-5.185967365177450006e+01,9.120407694174018087e-02,1.397363350406943372e+00,2.521269441757567620e-05,-8.404852677579651710e-01
2.092418483696739315e+02,-4.218754176475807327e+01,-5.185967240228612951e+01,9.120389696531072676e-02,1.397363372533607206e+00,2.517364890408657629e-05,-9.096938817601510352e-02
2.093218643728745860e+02,-4.218753975507727461e+01,-5.185967114307790382e+01,9.120371794658441167e-02,1.397363390589811072e+00,2.524870989972782809e-05,3.551383234355711543e-02
2.094018803760752121e+02,-4.218753777966909269e+01,-5.185966987570957087e+01,9.120353988174818849e-02,1.397363404585804103e+00,2.537530984625391284e-05,4.083077767695763027e-01
2.094818963792758666e+02,-4.218753582500136190e+01,-5.185966860085862606e+01,9.120336276770078798e-02,1.397363414542617255e+00,2.552813372247442203e-05,2.161089368455810789e-01
2.095619123824764927e+02,-4.218753388075452904e+01,-5.185966731905992333e+01,9.120318660145475265e-02,1.397363420482933938e+00,2.568787690648832722e-05,1.277293151664863069e-01
2.096419283856771472e+02,-4.218753193800059620e+01,-5.185966603078632176e+01,9.120301138007079478e-02,1.397363422430093260e+00,2.583783829379626695e-05,2.939354096074555667e-01
2.097219443888777732e+02,-4.218752998920319186e+01,-5.185966473644865005e+01,9.120283710065775484e-02,1.397363420408090473e+00,2.596392044296180757e-05,-3.109727875454000312e-01
2.098019603920784277e+02,-4.218752802821752113e+01,-5.185966343639575626e+01,9.120266376037262923e-02,1.397363414441577190e+00,2.605462950455716964e-05,7.544409386321508926e-01
2.098819763952790538e+02,-4.218752605029037284e+01,-5.185966213091446519e+01,9.120249135642051475e-02,1.397363404555860944e+00,2.610107521761051430e-05,-1.549430415301838726e-01
2.099619923984797083e+02,-4.218752405206013378e+01,-5.185966082022958545e+01,9.120231988605469187e-02,1.397363390776904968e+00,2.609697090605322956e-05,4.117102824910391923e-01
2.100420084016803344e+02,-4.218752203155679581e+01,-5.185965950450393791e+01,9.120214934657652761e-02,1.397363373131329078e+00,2.603863354266877650e-05,1.270105394454175245e-02
2.101220244048809889e+02,-4.218751998820193450e+01,-5.185965818383832726e+01,9.120197973533555880e-02,1.397363351646408569e+00,2.592498371356555253e-05,-1.086944415740026121e-01
2.102020404080816149e+02,-4.218751792280870205e+01,-5.185965685827154914e+01,9.120181104972946429e-02,1.397363326350075541e+00,2.575754549383191261e-05,3.067809177601535930e-01
2.102820564112822694e+02,-4.218751583758186996e+01,-5.185965552778039012e+01,9.120164328720405111e-02,1.397363297270917126e+00,2.554044667846255834e-05,2.369580016952488044e-01
2.103620724144828955e+02,-4.218751373611777922e+01,-5.185965419227963480e+01,9.120147644525326835e-02,1.397363264438177710e+00,2.528041858340657200e-05,6.850968751913866228e-01
2.104420884176835500e+02,-4.218751162340438299e+01,-5.185965285162205163e+01,9.120131052141917938e-02,1.397363227881756709e+00,2.498679614504339952e-05,5.504821611782843016e-01
2.105221044208841761e+02,-4.218750950582120396e+01,-5.185965150559842129e+01,9.120114551329201735e-02,1.397363187632210124e+00,2.467151788465571371e-05,-2.700980014811231178e-01
2.106021204240848306e+02,-4.218750739113937698e+01,-5.185965015393750122e+01,9.120098141851014362e-02,1.397363143720749878e+00,2.434912589421855955e-05,2.640286350717808150e-01
2.106821364272854566e+02,-4.218750528852162063e+01,-5.185964879630603264e+01,9.120081823476004768e-02,1.397363096179244035e+00,2.403676586482106359e-05,6.464129630823398087e-02
2.107621524304861111e+02,-4.218750320852223723e+01,-5.185964743230876905e+01,9.120065595977637496e-02,1.397363045040216356e+00,2.375418707245557925e-05,-3.841340974591502255e-01
2.108421684336867372e+02,-4.218750116308714126e+01,-5.185964606148844069e+01,9.120049459134187131e-02,1.397362990336847188e+00,2.352374238512311422e-05,-5.365526116011636315e-01
2.109221844368873917e+02,-4.218749916555381674e+01,-5.185964468332579003e+01,9.120033412728748012e-02,1.397362932102972355e+00,2.337038821664805255e-05,1.406521565970424159e-01
2.110022004400880178e+02,-4.218749723065136692e+01,-5.185964329723952915e+01,9.120017456549221746e-02,1.397362870373084487e+00,2.332168465102313348e-05,-2.541744939283410165e-01
2.110822164432886723e+02,-4.218749536483840501e+01,-5.185964190301422860e+01,9.120001590353327137e-02,1.397362805177046141e+00,2.338971980719861676e-05,-6.800791334611123728e-01
2.111622324464892984e+02,-4.218749353533348057e+01,-5.185964050217163646e+01,9.119985813755916715e-02,1.397362736523142912e+00,2.351317345627990107e-05,-3.442430644140595519e-02
2.112422484496899528e+02,-4.218749172745728515e+01,-5.185963909543145434e+01,9.119970126436710567e-02,1.397362664429447898e+00,2.366459053959601988e-05,1.232269786538894157e-01
2.113222644528905789e+02,-4.218748993078184384e+01,-5.185963768332474899e+01,9.119954528090731816e-02,1.397362588916257531e+00,2.382446946214145100e-05,6.225524239235800256e-02
2.114022804560912334e+02,-4.218748813626901750e+01,-5.185963626632068468e+01,9.119939018417981547e-02,1.397362510004526159e+00,2.397590887071032739e-05,-5.898415237265378641e-01
2.114822964592918595e+02,-4.218748633627050992e+01,-5.185963484482652319e+01,9.119923597123429093e-02,1.397362427715866273e+00,2.410460778534684323e-05,-2.776791423964889427e-01
2.115623124624925140e+02,-4.218748452452788911e+01,-5.185963341918761671e+01,9.119908263917016200e-02,1.397362342072548280e+00,2.419886544657856575e-05,6.960183059694211583e-01
2.116423284656931401e+02,-4.218748269617255175e+01,-5.185963198968741494e+01,9.119893018513658411e-02,1.397362253097500950e+00,2.424958143265598665e-05,-3.731776291919689514e-01
2.117223444688937946e+02,-4.218748084772574458e+01,-5.185963055654745801e+01,9.119877860633242295e-02,1.397362160814310972e+00,2.425025555297111168e-05,-1.520112507761421372e-01
2.118023604720944206e+02,-4.218747897709854300e+01,-5.185962911992737645e+01,9.119862790000624053e-02,1.397362065247223395e+00,2.419698790134816591e-05,1.163162931049757542e+00
2.118823764752950751e+02,-4.218747708359190085e+01,-5.185962767992490541e+01,9.119847806345636465e-02,1.397361966421140744e+00,2.408847894841414927e-05,1.848412907449398235e-01
2.119623924784957012e+02,-4.218747516789657936e+01,-5.185962623657585624e+01,9.119832909403079169e-02,1.397361864361624351e+00,2.392602931777787489e-05,-2.406169557168224005e-01
2.120424084816963557e+02,-4.218747323209321110e+01,-5.185962478985415203e+01,9.119818098912728377e-02,1.397361759094893241e+00,2.371353996721836666e-05,-9.620101562424524522e-01
2.121224244848969818e+02,-4.218747127965225729e+01,-5.185962333967179916e+01,9.119803374619329939e-02,1.397361650647824582e+00,2.345751212118329931e-05,1.637281469204275308e-01
2.122024404880976363e+02,-4.218746931543403633e+01,-5.185962188587889443e+01,9.119788736272600727e-02,1.397361539047953682e+00,2.316704728499985322e-05,-6.854397047628371098e-01
2.122824564912982623e+02,-4.218746734568869527e+01,-5.185962042826363927e+01,9.119774183627230024e-02,1.397361424323473766e+00,2.285384722711114591e-05,-4.188814628508131729e-03
2.123624724944989168e+02,-4.218746537805624541e+01,-5.185961896655231840e+01,9.119759716442880915e-02,1.397361306503236422e+00,2.253221400039251421e-05,-4.252602994218769861e-01
2.124424884976995429e+02,-4.218746342156652673e+01,-5.185961750040932117e+01,9.119745334484187504e-02,1.397361185616751156e+00,2.221904992083523211e-05,-8.290981927271064977e-01
2.125225045009001974e+02,-4.218746148663922924e+01,-5.185961602943711313e+01,9.119731037520754924e-02,1.397361061694185835e+00,2.193385752846666037e-05,8.331658967619717249e-01
2.126025205041008235e+02,-4.218745958508388583e+01,-5.185961455317627156e+01,9.119716825327162102e-02,1.397360934766365803e+00,2.169873971880065255e-05,-4.666128416716205929e-02
2.126825365073014780e+02,-4.218745773009987943e+01,-5.185961307110545704e+01,9.119702697682956216e-02,1.397360804864774986e+00,2.153839954743830276e-05,4.654604791239498884e-01
