t,C,L,phi,dC_dt,dC_dt_noisy
1.305261052210441974e+01,1.973777576045321780e+00,3.026222423954676888e+00,7.113489631902691901e-01,-2.462673130132486676e-05,-7.169640019987959245e-02
1.305861172234446776e+01,1.973777428631991127e+00,3.026222571368007319e+00,7.113491214682264863e-01,-2.451244174839217749e-05,-6.493430173283852580e-02
1.306461292258451579e+01,1.973777281904930625e+00,3.026222718095068043e+00,7.113492790094207985e-01,-2.439868433068426157e-05,1.803540508101312764e-02
1.307061412282456381e+01,1.973777135860896426e+00,3.026222864139102242e+00,7.113494358173337861e-01,-2.428545653243574520e-05,5.344315535360000258e-02
1.307661532306461183e+01,1.973776990496656891e+00,3.026223009503341554e+00,7.113495918954337860e-01,-2.417275584676303879e-05,-1.444991932063997321e-02
1.308261652330465985e+01,1.973776845808992597e+00,3.026223154191005627e+00,7.113497472471759231e-01,-2.406057977522024771e-05,6.730922841773044792e-03
1.308861772354470787e+01,1.973776701794696775e+00,3.026223298205301671e+00,7.113499018760022219e-01,-2.394892583312824286e-05,1.271633768276241722e-02
1.309461892378475589e+01,1.973776558450574425e+00,3.026223441549424020e+00,7.113500557853413842e-01,-2.383779153891651958e-05,5.328582177430091216e-02
1.310062012402480391e+01,1.973776415773443205e+00,3.026223584226555019e+00,7.113502089786087890e-01,-2.372717442611360639e-05,-9.404729466560970974e-02
1.310662132426485194e+01,1.973776273760133204e+00,3.026223726239865464e+00,7.113503614592068258e-01,-2.361707203446528069e-05,7.773997136870331413e-03
1.311262252450489996e+01,1.973776132407486061e+00,3.026223867592512384e+00,7.113505132305245615e-01,-2.350748191437546097e-05,2.025303950155144667e-02
1.311862372474494798e+01,1.973775991712356515e+00,3.026224008287642153e+00,7.113506642959377402e-01,-2.339840162557393910e-05,4.748120646956690422e-02
1.312462492498499600e+01,1.973775851671611292e+00,3.026224148328387376e+00,7.113508146588091163e-01,-2.328982873844864798e-05,1.978360982317031724e-02
1.313062612522504402e+01,1.973775712282129113e+00,3.026224287717869110e+00,7.113509643224881218e-01,-2.318176083093703710e-05,-5.505802639857981795e-02
1.313662732546509204e+01,1.973775573540801798e+00,3.026224426459196870e+00,7.113511132903108658e-01,-2.307419549119060775e-05,-2.905075293226046240e-02
1.314262852570514006e+01,1.973775435444532489e+00,3.026224564555465957e+00,7.113512615656004678e-01,-2.296713031668673466e-05,-7.623209680029106872e-02
1.314862972594518808e+01,1.973775297990236988e+00,3.026224702009761458e+00,7.113514091516666138e-01,-2.286056291556093356e-05,9.637263253988462286e-03
1.315463092618523611e+01,1.973775161174843973e+00,3.026224838825154695e+00,7.113515560518059999e-01,-2.275449090483050441e-05,9.595247227627815359e-03
1.316063212642528413e+01,1.973775024995293448e+00,3.026224975004704998e+00,7.113517022693017777e-01,-2.264891190995044212e-05,2.556893206621395354e-02
1.316663332666533215e+01,1.973774889448538294e+00,3.026225110551460151e+00,7.113518478074242202e-01,-2.254382356747797189e-05,-4.851614316852906339e-02
1.317263452690538017e+01,1.973774754531543385e+00,3.026225245468455061e+00,7.113519926694302775e-01,-2.243922352196392467e-05,-5.703397334538849034e-02
1.317863572714542819e+01,1.973774620241286470e+00,3.026225379758712197e+00,7.113521368585635773e-01,-2.233510942906136165e-05,7.625759273283325146e-02
1.318463692738547621e+01,1.973774486574756848e+00,3.026225513425241598e+00,7.113522803780546466e-01,-2.223147895197286061e-05,9.086873554576583092e-03
1.319063812762552423e+01,1.973774353528956249e+00,3.026225646471042197e+00,7.113524232311208007e-01,-2.212832976589140799e-05,8.727804274377737315e-02
1.319663932786557226e+01,1.973774221100899284e+00,3.026225778899099161e+00,7.113525654209661431e-01,-2.202565955355950678e-05,2.195018176710650248e-02
1.320264052810562028e+01,1.973774089287612332e+00,3.026225910712386113e+00,7.113527069507813438e-01,-2.192346600793371181e-05,-7.310728121044035577e-02
1.320864172834566830e+01,1.973773958086133984e+00,3.026226041913864240e+00,7.113528478237441943e-01,-2.182174683085236211e-05,4.024901738389846662e-02
1.321464292858571632e+01,1.973773827493515487e+00,3.026226172506483181e+00,7.113529880430190522e-01,-2.172049973392375932e-05,6.173479600666176292e-02
1.322064412882576434e+01,1.973773697506820080e+00,3.026226302493178366e+00,7.113531276117571744e-01,-2.161972243985843534e-05,-2.255779151869158339e-02
1.322664532906581236e+01,1.973773568123123434e+00,3.026226431876875012e+00,7.113532665330964955e-01,-2.151941267802826019e-05,-9.625445188987692691e-02
1.323264652930586038e+01,1.973773439339513658e+00,3.026226560660485010e+00,7.113534048101618490e-01,-2.141956818935142337e-05,3.324064919001066404e-02
1.323864772954590840e+01,1.973773311153090626e+00,3.026226688846907820e+00,7.113535424460647461e-01,-2.132018672496016620e-05,-7.038948781306231250e-03
1.324464892978595643e+01,1.973773183560967093e+00,3.026226816439031353e+00,7.113536794439037081e-01,-2.122126604264806815e-05,1.385842898479621235e-02
1.325065013002600445e+01,1.973773056560268024e+00,3.026226943439730643e+00,7.113538158067636008e-01,-2.112280391175502814e-05,-1.343467192808366906e-01
1.325665133026605247e+01,1.973772930148130156e+00,3.026227069851868290e+00,7.113539515377165223e-01,-2.102479811005864008e-05,2.283522833678534869e-02
1.326265253050610049e+01,1.973772804321703100e+00,3.026227195678295345e+00,7.113540866398210261e-01,-2.092724642555054970e-05,-1.375467175863444858e-01
1.326865373074614851e+01,1.973772679078148462e+00,3.026227320921849984e+00,7.113542211161228979e-01,-2.083014665643645458e-05,-4.339114689692014082e-02
1.327465493098619653e+01,1.973772554414640279e+00,3.026227445585358389e+00,7.113543549696540458e-01,-2.073349660891565804e-05,4.427433719989147531e-02
1.328065613122624455e+01,1.973772430328364580e+00,3.026227569671633866e+00,7.113544882034338324e-01,-2.063729409895742606e-05,-9.124449494041697584e-02
1.328665733146629258e+01,1.973772306816520272e+00,3.026227693183478173e+00,7.113546208204679644e-01,-2.054153695407734403e-05,-9.321067689377038334e-02
1.329265853170634060e+01,1.973772183876318032e+00,3.026227816123680192e+00,7.113547528237490480e-01,-2.044622300845233553e-05,-2.250939589062728174e-02
1.329865973194638862e+01,1.973772061504980968e+00,3.026227938495017700e+00,7.113548842162565888e-01,-2.035135010736155436e-05,8.231265258331516010e-02
1.330466093218643664e+01,1.973771939699744404e+00,3.026228060300253819e+00,7.113550150009566586e-01,-2.025691610363367090e-05,8.076235673821560712e-02
1.331066213242648466e+01,1.973771818457856320e+00,3.026228181542142348e+00,7.113551451808024506e-01,-2.016291886297594260e-05,-3.043428915550538960e-02
1.331666333266653268e+01,1.973771697776576461e+00,3.026228302223421984e+00,7.113552747587336134e-01,-2.006935625908923271e-05,4.995606702998200976e-02
1.332266453290658070e+01,1.973771577653177234e+00,3.026228422346821212e+00,7.113554037376766948e-01,-1.997622617366801023e-05,2.892583036105686456e-02
1.332866573314662872e+01,1.973771458084943253e+00,3.026228541915055192e+00,7.113555321205450310e-01,-1.988352649995306365e-05,1.302919910268942640e-02
1.333466693338667675e+01,1.973771339069171127e+00,3.026228660930827097e+00,7.113556599102388578e-01,-1.979125513740243036e-05,1.769962091610056965e-02
1.334066813362672477e+01,1.973771220603170340e+00,3.026228779396828106e+00,7.113557871096449770e-01,-1.969941000101727013e-05,-3.632514082641063319e-02
1.334666933386677279e+01,1.973771102684262146e+00,3.026228897315736077e+00,7.113559137216372008e-01,-1.960798901023963481e-05,3.998259496763056919e-02
1.335267053410682081e+01,1.973770985309780457e+00,3.026229014690217767e+00,7.113560397490759080e-01,-1.951699009383744965e-05,5.297889012760853555e-02
1.335867173434686883e+01,1.973770868477071394e+00,3.026229131522927052e+00,7.113561651948083764e-01,-1.942641119478949463e-05,1.349761251956998753e-01
1.336467293458691685e+01,1.973770752183492849e+00,3.026229247816505818e+00,7.113562900616687834e-01,-1.933625025962726340e-05,4.574046935426963334e-02
1.337067413482696487e+01,1.973770636426415592e+00,3.026229363573582631e+00,7.113564143524778727e-01,-1.924650524909310434e-05,-1.227552332113933109e-01
1.337667533506701290e+01,1.973770521203222827e+00,3.026229478796775396e+00,7.113565380700432872e-01,-1.915717413103479316e-05,-6.037424703952465332e-02
1.338267653530706092e+01,1.973770406511309528e+00,3.026229593488689140e+00,7.113566612171594583e-01,-1.906825488307006822e-05,1.648616526029188928e-02
1.338867773554710894e+01,1.973770292348083100e+00,3.026229707651915568e+00,7.113567837966076057e-01,-1.897974549391889809e-05,3.234476299123921830e-03
1.339467893578715696e+01,1.973770178710865464e+00,3.026229821289132982e+00,7.113569058112669818e-01,-1.889164389012876200e-05,-9.323936606324641219e-02
1.340068013602720498e+01,1.973770065596846646e+00,3.026229934403151578e+00,7.113570272641782655e-01,-1.880394792186379505e-05,-7.217136019492909754e-03
1.340668133626725300e+01,1.973769953003761790e+00,3.026230046996236656e+00,7.113571481577761757e-01,-1.871665583808024280e-05,-1.815451427635820375e-02
1.341268253650730102e+01,1.973769840929401109e+00,3.026230159070597114e+00,7.113572684944331481e-01,-1.862976592459375524e-05,-2.732565210799739810e-03
1.341868373674734904e+01,1.973769729371561477e+00,3.026230270628436969e+00,7.113573882765154011e-01,-1.854327647432540971e-05,-6.381820413418551850e-03
1.342468493698739707e+01,1.973769618328045761e+00,3.026230381671952685e+00,7.113575075063823805e-01,-1.845718578419308642e-05,4.576727245726092824e-02
1.343068613722744509e+01,1.973769507796662381e+00,3.026230492203335842e+00,7.113576261863870931e-01,-1.837149215688782533e-05,7.295682220107554961e-02
1.343668733746749311e+01,1.973769397775226642e+00,3.026230602224771804e+00,7.113577443188761062e-01,-1.828619389776520165e-05,3.391359879157489904e-02
1.344268853770754113e+01,1.973769288261558952e+00,3.026230711738439716e+00,7.113578619061892150e-01,-1.820128931795395033e-05,-5.578303985282509481e-02
1.344868973794758915e+01,1.973769179253486605e+00,3.026230820746511618e+00,7.113579789506599971e-01,-1.811677673480005524e-05,-4.342696489936420656e-02
1.345469093818763717e+01,1.973769070748842891e+00,3.026230929251155555e+00,7.113580954546151469e-01,-1.803265446609358946e-05,-3.336528035570244383e-02
1.346069213842768519e+01,1.973768962745466427e+00,3.026231037254532019e+00,7.113582114203750306e-01,-1.794892083895049950e-05,-3.065200507200219887e-03
1.346669333866773322e+01,1.973768855241202935e+00,3.026231144758795288e+00,7.113583268502534640e-01,-1.786557418270717790e-05,-2.157860968578677319e-02
1.347269453890778124e+01,1.973768748233903692e+00,3.026231251766094754e+00,7.113584417465578236e-01,-1.778261283158499850e-05,-1.773803491192344969e-02
1.347869573914782926e+01,1.973768641721425965e+00,3.026231358278572259e+00,7.113585561115886025e-01,-1.770003512735485174e-05,-4.636079348073752354e-02
1.348469693938787728e+01,1.973768535701633464e+00,3.026231464298365204e+00,7.113586699476400765e-01,-1.761783941134353881e-05,4.722844601074725757e-02
1.349069813962792530e+01,1.973768430172395227e+00,3.026231569827602996e+00,7.113587832570000824e-01,-1.753602403287146672e-05,4.234154791575316795e-02
1.349669933986797332e+01,1.973768325131587620e+00,3.026231674868411048e+00,7.113588960419494622e-01,-1.745458734569993453e-05,4.750262393191910515e-02
1.350270054010802134e+01,1.973768220577091670e+00,3.026231779422906776e+00,7.113590083047629520e-01,-1.737352770714295502e-05,-4.235462624539348790e-03
1.350870174034806936e+01,1.973768116506795733e+00,3.026231883493202712e+00,7.113591200477085152e-01,-1.729284348206405753e-05,2.252662923088558089e-02
1.351470294058811739e+01,1.973768012918593495e+00,3.026231987081405173e+00,7.113592312730477873e-01,-1.721253303577086058e-05,-4.576743977091196625e-02
1.352070414082816541e+01,1.973767909810384635e+00,3.026232090189613810e+00,7.113593419830356313e-01,-1.713259474112049929e-05,-5.080077404122573803e-02
1.352670534106821343e+01,1.973767807180075495e+00,3.026232192819922950e+00,7.113594521799205816e-01,-1.705302697541100088e-05,-2.739655020487775233e-02
1.353270654130826145e+01,1.973767705025578190e+00,3.026232294974420256e+00,7.113595618659444009e-01,-1.697382811949310621e-05,2.904224358502851058e-02
1.353870774154830947e+01,1.973767603344810828e+00,3.026232396655187618e+00,7.113596710433426340e-01,-1.689499656132298355e-05,-7.637346381314549966e-03
1.354470894178835749e+01,1.973767502135697738e+00,3.026232497864300708e+00,7.113597797143440538e-01,-1.681653069107724718e-05,-5.728975284831077514e-02
1.355071014202840551e+01,1.973767401396169241e+00,3.026232598603829427e+00,7.113598878811708826e-01,-1.673842890381749271e-05,4.482042176252584026e-03
1.355671134226845354e+01,1.973767301124161655e+00,3.026232698875837013e+00,7.113599955460390145e-01,-1.666068960037847546e-05,2.097597379893578404e-02
1.356271254250850156e+01,1.973767201317617515e+00,3.026232798682380931e+00,7.113601027111576824e-01,-1.658331118514766445e-05,7.999845501140698603e-03
1.356871374274854958e+01,1.973767101974485572e+00,3.026232898025512874e+00,7.113602093787294578e-01,-1.650629207006204524e-05,-3.346851016507852022e-02
1.357471494298859760e+01,1.973767003092720351e+00,3.026232996907278316e+00,7.113603155509505838e-01,-1.642963066839087105e-05,3.087727183824647090e-03
1.358071614322864562e+01,1.973766904670282596e+00,3.026233095329715628e+00,7.113604212300106422e-01,-1.635332539873246560e-05,-2.121109847116433092e-02
1.358671734346869364e+01,1.973766806705139265e+00,3.026233193294859181e+00,7.113605264180927756e-01,-1.627737468545831234e-05,-1.640580830742904492e-02
1.359271854370874166e+01,1.973766709195263092e+00,3.026233290804735354e+00,7.113606311173735763e-01,-1.620177695693669762e-05,-4.600850977086258335e-03
1.359871974394878968e+01,1.973766612138633025e+00,3.026233387861365642e+00,7.113607353300229752e-01,-1.612653064686497828e-05,3.755245338736572236e-02
1.360472094418883771e+01,1.973766515533234234e+00,3.026233484466764434e+00,7.113608390582044638e-01,-1.605163419426958171e-05,9.114839069086973222e-02
1.361072214442888395e+01,1.973766419377057879e+00,3.026233580622940789e+00,7.113609423040750945e-01,-1.597708604039738134e-05,7.782123073135950586e-02
1.361672334466893197e+01,1.973766323668100897e+00,3.026233676331897549e+00,7.113610450697851473e-01,-1.590288463315658873e-05,3.132125907061898695e-02
1.362272454490897999e+01,1.973766228404367107e+00,3.026233771595631339e+00,7.113611473574786848e-01,-1.582902842400812915e-05,-2.009503573277598987e-02
1.362872574514902801e+01,1.973766133583865434e+00,3.026233866416133012e+00,7.113612491692928863e-01,-1.575551587151835520e-05,-1.551710077046439609e-02
1.363472694538907604e+01,1.973766039204611245e+00,3.026233960795387201e+00,7.113613505073586030e-01,-1.568234543558588712e-05,-1.336657828595331360e-02
1.364072814562912406e+01,1.973765945264626565e+00,3.026234054735371881e+00,7.113614513738001355e-01,-1.560951558232659409e-05,5.753643125404520747e-02
1.364672934586917208e+01,1.973765851761938528e+00,3.026234148238059696e+00,7.113615517707353453e-01,-1.553702478451768343e-05,-1.382815052308496717e-01
1.365273054610922010e+01,1.973765758694581152e+00,3.026234241305417516e+00,7.113616517002752104e-01,-1.546487151538045168e-05,1.287462300538319386e-02
1.365873174634926812e+01,1.973765666060593782e+00,3.026234333939404664e+00,7.113617511645244917e-01,-1.539305425657389037e-05,-9.963986454606127419e-02
1.366473294658931614e+01,1.973765573858022648e+00,3.026234426141975575e+00,7.113618501655813997e-01,-1.532157149375379390e-05,-2.088305636021666909e-04
1.367073414682936416e+01,1.973765482084919753e+00,3.026234517915078914e+00,7.113619487055374835e-01,-1.525042171568458116e-05,6.621199825086045154e-02
1.367673534706941219e+01,1.973765390739342651e+00,3.026234609260655795e+00,7.113620467864778529e-01,-1.517960341734791996e-05,-4.556223010192952255e-02
1.368273654730946021e+01,1.973765299819355556e+00,3.026234700180642889e+00,7.113621444104808456e-01,-1.510911509594592417e-05,-1.141584971216908495e-01
1.368873774754950823e+01,1.973765209323028902e+00,3.026234790676969766e+00,7.113622415796188037e-01,-1.503895525889475948e-05,6.484099544034981066e-02
1.369473894778955625e+01,1.973765119248438449e+00,3.026234880751559775e+00,7.113623382959568531e-01,-1.496912241183423475e-05,7.527615077817373379e-02
1.370074014802960427e+01,1.973765029593667064e+00,3.026234970406331382e+00,7.113624345615541245e-01,-1.489961506884185383e-05,2.491395326338487204e-02
1.370674134826965229e+01,1.973764940356802722e+00,3.026235059643195502e+00,7.113625303784628651e-01,-1.483043174799192343e-05,6.274858423956612696e-02
1.371274254850970031e+01,1.973764851535940057e+00,3.026235148464058167e+00,7.113626257487291049e-01,-1.476157097135555318e-05,-4.013925058230051468e-02
1.371874374874974833e+01,1.973764763129179478e+00,3.026235236870818746e+00,7.113627206743921016e-01,-1.469303126633292322e-05,5.861605655852374780e-02
1.372474494898979636e+01,1.973764675134627833e+00,3.026235324865370391e+00,7.113628151574845626e-01,-1.462481116698555184e-05,8.501658517811792881e-02
1.373074614922984438e+01,1.973764587550397742e+00,3.026235412449600926e+00,7.113629092000327558e-01,-1.455690920737495730e-05,3.199438963368221589e-02
1.373674734946989240e+01,1.973764500374607822e+00,3.026235499625390624e+00,7.113630028040563991e-01,-1.448932393000035290e-05,1.403871992344293135e-02
1.374274854970994042e+01,1.973764413605383128e+00,3.026235586394615318e+00,7.113630959715688817e-01,-1.442205388135775479e-05,6.414999488870685995e-02
1.374874974994998844e+01,1.973764327240854488e+00,3.026235672759144180e+00,7.113631887045764879e-01,-1.435509761105180360e-05,5.658302229041006770e-02
1.375475095019003646e+01,1.973764241279158949e+00,3.026235758720839275e+00,7.113632810050796174e-01,-1.428845367623665652e-05,-3.745565789934163226e-02
1.376075215043008448e+01,1.973764155718439550e+00,3.026235844281558673e+00,7.113633728750717866e-01,-1.422212063628691681e-05,6.798711031127663285e-02
1.376675335067013251e+01,1.973764070556845551e+00,3.026235929443152894e+00,7.113634643165399618e-01,-1.415609705635034743e-05,3.721682806370637392e-02
1.377275455091018053e+01,1.973763985792532205e+00,3.026236014207466241e+00,7.113635553314646698e-01,-1.409038150601560346e-05,7.920649196618907012e-03
1.377875575115022855e+01,1.973763901423660982e+00,3.026236098576337685e+00,7.113636459218198871e-01,-1.402497255975632129e-05,6.517191965340750348e-02
1.378475695139027657e+01,1.973763817448398905e+00,3.026236182551599541e+00,7.113637360895730399e-01,-1.395986879515476176e-05,4.625866494247150851e-02
1.379075815163032459e+01,1.973763733864919656e+00,3.026236266135078790e+00,7.113638258366851153e-01,-1.389506879867496991e-05,3.728283069056089610e-02
1.379675935187037261e+01,1.973763650671402914e+00,3.026236349328595310e+00,7.113639151651103276e-01,-1.383057115678099080e-05,-2.540624045870194803e-02
1.380276055211042063e+01,1.973763567866034352e+00,3.026236432133964094e+00,7.113640040767966743e-01,-1.376637446393047526e-05,4.165996462388182886e-02
1.380876175235046865e+01,1.973763485447005417e+00,3.026236514552993029e+00,7.113640925736852694e-01,-1.370247731591334173e-05,-5.543942309241586819e-02
1.381476295259051668e+01,1.973763403412513995e+00,3.026236596587484229e+00,7.113641806577111204e-01,-1.363887831695720365e-05,-6.336095016891397057e-03
1.382076415283056470e+01,1.973763321760764189e+00,3.026236678239234479e+00,7.113642683308022407e-01,-1.357557607439829894e-05,-8.467663942535674781e-02
1.382676535307061272e+01,1.973763240489965654e+00,3.026236759510032570e+00,7.113643555948803154e-01,-1.351256919912557919e-05,-8.523310754947685530e-02
1.383276655331066074e+01,1.973763159598334704e+00,3.026236840401663741e+00,7.113644424518607012e-01,-1.344985630868933413e-05,2.213935530988640071e-02
1.383876775355070876e+01,1.973763079084093208e+00,3.026236920915905237e+00,7.113645289036518715e-01,-1.338743602374847796e-05,-4.113722413976272745e-03
1.384476895379075678e+01,1.973762998945469471e+00,3.026237001054528974e+00,7.113646149521558604e-01,-1.332530697162326305e-05,4.224394755306400996e-03
1.385077015403080480e+01,1.973762919180698017e+00,3.026237080819300651e+00,7.113647005992683736e-01,-1.326346778185438779e-05,2.958423536965726353e-02
1.385677135427085283e+01,1.973762839788018697e+00,3.026237160211979749e+00,7.113647858468782337e-01,-1.320191709019979953e-05,1.748598247278279963e-02
1.386277255451090085e+01,1.973762760765678248e+00,3.026237239234320420e+00,7.113648706968681568e-01,-1.314065353641424849e-05,-4.433235822864337039e-02
1.386877375475094887e+01,1.973762682111929179e+00,3.026237317888069267e+00,7.113649551511138647e-01,-1.307967576691382305e-05,3.658509462265369105e-03
1.387477495499099689e+01,1.973762603825029771e+00,3.026237396174968453e+00,7.113650392114848620e-01,-1.301898242811461159e-05,-3.366529378715603631e-03
1.388077615523104491e+01,1.973762525903245191e+00,3.026237474096753033e+00,7.113651228798441029e-01,-1.295857217797902194e-05,-2.601147901222463157e-02
1.388677735547109293e+01,1.973762448344845932e+00,3.026237551655152735e+00,7.113652061580478803e-01,-1.289844367313719431e-05,-6.240320431701786887e-03
1.389277855571114095e+01,1.973762371148108707e+00,3.026237628851889738e+00,7.113652890479459368e-01,-1.283859557732469625e-05,-1.828363980039168432e-02
1.389877975595118897e+01,1.973762294311316445e+00,3.026237705688681778e+00,7.113653715513815756e-01,-1.277902656093843348e-05,-3.246822090867137328e-02
1.390478095619123700e+01,1.973762217832758292e+00,3.026237782167239931e+00,7.113654536701914388e-01,-1.271973529481940091e-05,-1.672574816014569740e-02
1.391078215643128502e+01,1.973762141710729168e+00,3.026237858289269056e+00,7.113655354062059510e-01,-1.266072045780219923e-05,1.173645290935418882e-02
1.391678335667133304e+01,1.973762065943530208e+00,3.026237934056468237e+00,7.113656167612486536e-01,-1.260198073094187521e-05,1.031486648120397698e-01
1.392278455691138106e+01,1.973761990529468768e+00,3.026238009470529455e+00,7.113656977371366485e-01,-1.254351480328708135e-05,-4.086166591473397447e-02
1.392878575715142908e+01,1.973761915466857975e+00,3.026238084533140249e+00,7.113657783356804876e-01,-1.248532136610691623e-05,2.608338265007668216e-02
1.393478695739147710e+01,1.973761840754017172e+00,3.026238159245981052e+00,7.113658585586843941e-01,-1.242739911555545973e-05,-7.307886508289249128e-02
1.394078815763152512e+01,1.973761766389272143e+00,3.026238233610726525e+00,7.113659384079458192e-01,-1.236974675311586225e-05,7.948887137835752847e-02
1.394678935787157315e+01,1.973761692370954002e+00,3.026238307629044666e+00,7.113660178852556637e-01,-1.231236298515625549e-05,-1.668107877982382553e-02
1.395279055811162117e+01,1.973761618697400300e+00,3.026238381302598146e+00,7.113660969923985000e-01,-1.225524652115339563e-05,6.931527676917723091e-03
1.395879175835166919e+01,1.973761545366955250e+00,3.026238454633043418e+00,7.113661757311521283e-01,-1.219839607813355542e-05,6.385876072657455105e-02
1.396479295859171721e+01,1.973761472377968174e+00,3.026238527622030272e+00,7.113662541032881315e-01,-1.214181037534345364e-05,4.937171533663189948e-02
1.397079415883176523e+01,1.973761399728795052e+00,3.026238600271203172e+00,7.113663321105710979e-01,-1.208548813780296882e-05,-7.460505451761632878e-02
1.397679535907181325e+01,1.973761327417797862e+00,3.026238672582200806e+00,7.113664097547596210e-01,-1.202942809408469316e-05,2.774761406575078707e-02
1.398279655931186127e+01,1.973761255443344353e+00,3.026238744556653870e+00,7.113664870376051885e-01,-1.197362897809028937e-05,-1.138158748273850746e-02
1.398879775955190929e+01,1.973761183803808938e+00,3.026238816196189507e+00,7.113665639608532931e-01,-1.191808953215911515e-05,3.094425933773491122e-02
1.399479895979195732e+01,1.973761112497571579e+00,3.026238887502426866e+00,7.113666405262425441e-01,-1.186280849641008217e-05,7.607356576594838729e-03
1.400080016003200534e+01,1.973761041523018456e+00,3.026238958476979768e+00,7.113667167355051113e-01,-1.180778461984388628e-05,3.679015587969886730e-02
1.400680136027205336e+01,1.973760970878542187e+00,3.026239029121456259e+00,7.113667925903666145e-01,-1.175301665501393700e-05,1.458602890886994199e-02
1.401280256051210138e+01,1.973760900562540721e+00,3.026239099437457725e+00,7.113668680925462340e-01,-1.169850336069089280e-05,-7.004415084646734013e-03
1.401880376075214940e+01,1.973760830573418668e+00,3.026239169426579778e+00,7.113669432437564888e-01,-1.164424349875403664e-05,5.883730520028834093e-02
1.402480496099219742e+01,1.973760760909586853e+00,3.026239239090411370e+00,7.113670180457034586e-01,-1.159023583729990037e-05,-7.721391922826936760e-02
1.403080616123224544e+01,1.973760691569461656e+00,3.026239308430536568e+00,7.113670925000865619e-01,-1.153647914620137271e-05,-2.166454039963584474e-02
1.403680736147229346e+01,1.973760622551465893e+00,3.026239377448532775e+00,7.113671666085987777e-01,-1.148297220332494817e-05,-4.779143354006886585e-02
1.404280856171234149e+01,1.973760553854028155e+00,3.026239446145970291e+00,7.113672403729265348e-01,-1.142971378920165648e-05,-7.205006838146703861e-03
1.404880976195238951e+01,1.973760485475583470e+00,3.026239514524414975e+00,7.113673137947498226e-01,-1.137670269146795476e-05,-2.150851322248974185e-02
1.405481096219243753e+01,1.973760417414572865e+00,3.026239582585425580e+00,7.113673868757419694e-01,-1.132393769776030013e-05,-7.413723705383571533e-03
1.406081216243248555e+01,1.973760349669442915e+00,3.026239650330555531e+00,7.113674596175696418e-01,-1.127141760548511229e-05,-2.453318133524449648e-02
1.406681336267253357e+01,1.973760282238647301e+00,3.026239717761351145e+00,7.113675320218934006e-01,-1.121914121338107861e-05,-2.349111950135079549e-02
1.407281456291258159e+01,1.973760215120644812e+00,3.026239784879353412e+00,7.113676040903667008e-01,-1.116710732773640302e-05,-8.221374760404309701e-02
1.407881576315262961e+01,1.973760148313900897e+00,3.026239851686097548e+00,7.113676758246370024e-01,-1.111531475750382469e-05,-1.894590288127583457e-03
1.408481696339267764e+01,1.973760081816886780e+00,3.026239918183111666e+00,7.113677472263448820e-01,-1.106376231518879649e-05,1.540418171386688344e-02
1.409081816363272566e+01,1.973760015628079900e+00,3.026239984371918545e+00,7.113678182971245878e-01,-1.101244882084628784e-05,-2.982865343509162603e-02
1.409681936387277368e+01,1.973759949745963693e+00,3.026240050254034752e+00,7.113678890386034848e-01,-1.096137309852807107e-05,-3.285783945765043818e-02
1.410282056411282170e+01,1.973759884169027812e+00,3.026240115830970634e+00,7.113679594524029426e-01,-1.091053397583863216e-05,-3.223973399613258572e-02
1.410882176435286972e+01,1.973759818895767681e+00,3.026240181104230764e+00,7.113680295401373366e-01,-1.085993028526743842e-05,8.394118524547723725e-02
1.411482296459291774e+01,1.973759753924685389e+00,3.026240246075313056e+00,7.113680993034147138e-01,-1.080956086418893847e-05,9.390080566686205207e-03
1.412082416483296576e+01,1.973759689254288574e+00,3.026240310745709650e+00,7.113681687438366819e-01,-1.075942455708300827e-05,1.937622257782189647e-02
1.412682536507301378e+01,1.973759624883091091e+00,3.026240375116907355e+00,7.113682378629978542e-01,-1.070952020754134537e-05,-1.503099544880147180e-02
1.413282656531306181e+01,1.973759560809612790e+00,3.026240439190385434e+00,7.113683066624869600e-01,-1.065984667070196679e-05,-2.500791368469038739e-02
1.413882776555310983e+01,1.973759497032379961e+00,3.026240502967618262e+00,7.113683751438857339e-01,-1.061040280037062189e-05,-4.393958739211311498e-02
1.414482896579315785e+01,1.973759433549924669e+00,3.026240566450073999e+00,7.113684433087694714e-01,-1.056118746012302267e-05,7.709582834436534693e-02
1.415083016603320587e+01,1.973759370360784748e+00,3.026240629639213697e+00,7.113685111587071397e-01,-1.051219951309079192e-05,-8.503202332909748362e-02
1.415683136627325389e+01,1.973759307463504920e+00,3.026240692536493526e+00,7.113685786952608225e-01,-1.046343783217551504e-05,1.498805061708595801e-02
1.416283256651330191e+01,1.973759244856635453e+00,3.026240755143362993e+00,7.113686459199862755e-01,-1.041490129116695584e-05,-1.212493332699579075e-03
1.416883376675334993e+01,1.973759182538732615e+00,3.026240817461265831e+00,7.113687128344327038e-01,-1.036658877007212709e-05,-1.279148138828940795e-02
1.417483496699339796e+01,1.973759120508358889e+00,3.026240879491639557e+00,7.113687794401428732e-01,-1.031849915467120127e-05,-7.833069490489508180e-02
1.418083616723344598e+01,1.973759058764082974e+00,3.026240941235915471e+00,7.113688457386527775e-01,-1.027063133207661849e-05,-6.176154216761282900e-02
1.418683736747349400e+01,1.973758997304479568e+00,3.026241002695518656e+00,7.113689117314920818e-01,-1.022298419872669228e-05,4.907301314217743515e-02
