dP,R,mu,L,Q,Q_noisy
8.973227241723593033e+04,8.996775974559246061e-03,3.979480916653123715e-03,1.755782772210573661e+00,3.503869210958093783e-02,3.478688860443346353e-02
2.553889456845571476e+04,1.478347894440032798e-02,3.115859362301574495e-03,1.986512103547214636e+00,5.788032217083749487e-02,5.647235139458085806e-02
6.312156352130594314e+04,1.276730399577032798e-02,4.587140531662856069e-03,1.683442968659419225e+00,8.093424228150163102e-02,8.149161966702643534e-02
1.042013857948989789e+04,8.336371556929565371e-03,1.014308324096648613e-03,1.382431089479715158e+00,1.034996675903650243e-02,1.040829147882649242e-02
8.604923308320427896e+04,1.642803468899718330e-02,4.840645731664627513e-03,1.241612991984458958e+00,3.555524820173400213e-01,3.556220249568518010e-01
4.709540787581718905e+04,1.509028502564731256e-02,2.139434118562282775e-03,6.454961713882159113e-01,3.746754187424329308e-01,3.757769270703419928e-01
2.950403795417966467e+04,1.949118301130915026e-02,3.600298069235228701e-03,1.811817193369646306e+00,1.766386492478702053e-01,1.777673387935706506e-01
9.515469859253033064e+04,5.545822280709880418e-03,3.275024096028539364e-03,1.343499102377968102e+00,9.697702751575240296e-03,1.106522724340876576e-02
1.772427380966696364e+04,1.987243992902222936e-02,9.360691216648939651e-04,1.588400456338892264e+00,2.649479115197159174e-01,2.668267460830633375e-01
4.167600115553285286e+04,1.548646670816332394e-02,2.765096907109242629e-03,1.392217889557362032e+00,1.730461550249465241e-01,1.735274289475934040e-01
5.195886991662112268e+04,7.847706678778874553e-03,2.450812510316014402e-03,5.475129019070310576e-01,5.442840899558058776e-02,5.291819272391057316e-02
3.377449380879306409e+04,1.715986645531959731e-02,1.205915656907898849e-03,7.478945686306828211e-01,4.019996115497816436e-01,4.022403411076510005e-01
4.219518720960240171e+04,1.754749000878799703e-02,9.649744797582969534e-04,6.849287036081669333e-01,3.006217280976188344e-01,3.006625412529250752e-01
8.595505505671998253e+04,1.078613748242867806e-02,3.078328127124298468e-03,1.314630835852876212e+00,1.046117101532298699e-01,1.047085757772489717e-01
2.770168287678340494e+04,1.717189147752351194e-02,1.963906659096016985e-03,1.168300025772500028e+00,2.358426146663731293e-01,2.352701286039785566e-01
6.011419958413968561e+04,1.289922637276328179e-02,2.822512228195796138e-03,1.931096977230948752e+00,9.249880349990417805e-02,9.163782929911837294e-02
2.911456150874502055e+04,1.791276171372097395e-02,3.356078660276866354e-03,9.532145417736426207e-01,2.625149006332950785e-01,2.633392269574247879e-01
6.573926361535335309e+04,1.864490038203167957e-02,3.737027141783573567e-03,9.811423335926252598e-01,5.296559770097678532e-01,5.306538305029138147e-01
3.253671007661204567e+04,7.409049240037239234e-03,1.485672747351206692e-03,7.628886127058630562e-01,2.453197327440212114e-02,2.344208572393836898e-02
3.838461496900845668e+04,1.157102127972611805e-02,2.659847051356233408e-03,1.376107232311876816e+00,5.604544464289948347e-02,5.661294768157995594e-02
5.741113650398577010e+04,1.914896201478232321e-02,1.333324781841799733e-03,6.903768668984238133e-01,2.223463835265319655e-01,2.222052929682866995e-01
3.266155511143042895e+04,9.421601140090066218e-03,4.113107664983185231e-03,7.144253591924694113e-01,3.413657027379488756e-02,3.377666332316331399e-02
7.566705462383844133e+04,7.275286837479241070e-03,4.814279506651749502e-03,7.241091542375308610e-01,3.139305501294178263e-02,3.210515080916949426e-02
3.021310218321726279e+04,1.807156020948451694e-02,4.711427966574283088e-03,9.992616354989973804e-01,2.187194518493198458e-01,2.186958416747274703e-01
8.535907448370719794e+04,5.057797620981736679e-03,2.366228890076128855e-03,1.775647845797642788e+00,5.659021124347823027e-03,5.132125604220503026e-03
7.307223895429237746e+04,1.842750102341090754e-02,7.560487677832971676e-04,1.915292982161007629e+00,3.399704036451333677e-01,3.400530646184456440e-01
2.163037917755572562e+04,7.665093939187392347e-03,3.495755828179080565e-03,1.223039186569711223e+00,7.821207259729720529e-03,5.850856524435903323e-03
5.681397109275974071e+04,1.117925864702814902e-02,2.491160715382657268e-03,8.510198065159459979e-01,1.345014474564213969e-01,1.339346675526885133e-01
1.595797394661669387e+04,1.795681236113226900e-02,6.377831529475829321e-04,1.667674579030935522e+00,1.950710911685700488e-01,1.946560643378521804e-01
2.549390250220333110e+04,5.113596997380854756e-03,2.600482084420284012e-03,6.156115640458661442e-01,4.672668851701746069e-03,3.298294857959242939e-03
3.816029442671344441e+04,1.681534511523314485e-02,4.156205954500898081e-03,1.090106303987356196e+00,2.142582052103176593e-01,2.144578590395518902e-01
7.370672046662706998e+04,6.427798779107624094e-03,1.112247114610767293e-03,1.614045954667757021e+00,1.962581244365027913e-02,1.991609303542400677e-02
6.564528369236149592e+04,1.460704179221550270e-02,4.895673695766144043e-03,6.622742448899411327e-01,3.104892297440711157e-01,3.099068624381433046e-01
5.788290811983661115e+04,1.064060532764102632e-02,3.535183286623212479e-03,6.151340553204519557e-01,1.286629915813653768e-01,1.285112495913609820e-01
2.641272853145782574e+04,1.143170590999311419e-02,1.791371587277007776e-03,1.524456216803223407e+00,4.351880377960463953e-02,4.420929559418283056e-02
3.677195102773158578e+04,1.797826895857336515e-02,1.071738125019657635e-03,8.307688631852943040e-01,4.039843615657294218e-01,4.050605383957689987e-01
7.179045180628751405e+04,1.438450686111938243e-02,7.112002287784709338e-04,1.543469680101567487e+00,2.639963526401430949e-01,2.632517485785544342e-01
5.415274121636611380e+04,7.852530067999794958e-03,3.721981933303113253e-03,1.035910352158952108e+00,2.197594324048688513e-02,2.232951958118339908e-02
3.903762026810816315e+04,7.562459731773439262e-03,1.496669590704151126e-03,1.503237564117017921e+00,1.648070544496653411e-02,1.753147153259389940e-02
1.621074447783971118e+04,1.094310781984610473e-02,2.785870335809297223e-03,1.659038223608997331e+00,1.768563272325917798e-02,1.766802910026053774e-02
1.414345046264618759e+04,1.142471454683255047e-02,1.162851428289367415e-03,1.039303546961434233e+00,4.631040584892898160e-02,4.555030826410363942e-02
9.319553605702992354e+04,9.752356223830117854e-03,4.685739359582377292e-03,1.175486108814508324e+00,6.943577561883680638e-02,6.867946904880621595e-02
4.744345675629212928e+04,1.238138787953920600e-02,6.636852355454882918e-04,1.486477854346130556e+00,1.573330075592719313e-01,1.570201314940609383e-01
9.033785649460476998e+04,9.683811327404825975e-03,2.274411632913501610e-03,1.465204449045190316e+00,8.018438275844329277e-02,7.915971116058272139e-02
3.184627782336470773e+04,6.486919208895869197e-03,2.082570366335979514e-03,1.338535448842784970e+00,7.406615221067047554e-03,9.426682290873098641e-03
6.312604112709551555e+04,1.665011397305860008e-02,9.167289490147389813e-04,1.188678508961745983e+00,3.382080178471296161e-01,3.376444235903258151e-01
3.299432622460444691e+04,1.445097336548748987e-02,3.399362983716305419e-03,1.078615812350865122e+00,1.196750549376254802e-01,1.200587742454139184e-01
8.941932290056644706e+04,1.825812028416422261e-02,4.578362925797640690e-03,7.964861224878021506e-01,4.988402957063839960e-01,4.990282642391006274e-01
3.013688932788426609e+04,1.434343402956996319e-02,1.559784403441177641e-03,1.852497637427962029e+00,1.005320835888533770e-01,1.011730810726461371e-01
5.911793409413572226e+04,6.473129491524863555e-03,7.521985326217216130e-04,1.486150419105426224e+00,2.234019673107286511e-02,2.195807907398910838e-02
9.697676504203594232e+04,9.624213871479977978e-03,1.172894402841678048e-03,1.009251872901886227e+00,1.667272389391606102e-01,1.654307585172458128e-01
7.570589507948185201e+04,6.830638378037088600e-03,1.960353908887919536e-03,1.810426615703913278e+00,1.561314016574285972e-02,1.725285780623493637e-02
5.990632273409049958e+04,1.602298923938898570e-02,4.046269693231442643e-03,1.113140029099514816e+00,2.868724381077820129e-01,2.867949188055015641e-01
4.278026794409207650e+04,6.146739360509092219e-03,3.302849496455320059e-03,1.769767409676557879e+00,5.117032593927769470e-03,5.234030737796947427e-03
5.769941639188431145e+04,1.100858719835055843e-02,3.414869145442113712e-03,7.626180399436388591e-01,1.196917211835893946e-01,1.198920814141444247e-01
1.035681416981911752e+04,6.398065191995154673e-03,4.873805646881251841e-03,1.510162975894113302e+00,2.167958441526274520e-03,3.429637899708219955e-03
2.176305381733115428e+04,1.591695253679610914e-02,4.667289240254184415e-03,5.251669222590799047e-01,1.926336826359086873e-01,1.934027505095981259e-01
3.511891927058897272e+04,8.202260252192804246e-03,4.055591433940935152e-03,1.749255557481109280e+00,1.010425448904847708e-02,1.127831880262674877e-02
1.421545951711948146e+04,1.288733450583805229e-02,2.735006642949339064e-03,1.793929577259579577e+00,2.615078468229177153e-02,2.697361753071128576e-02
3.144098232105644638e+04,8.938325365095348488e-03,2.197243655333789604e-03,1.985080170078877382e+00,1.522742032916067287e-02,1.538126702965606808e-02
4.789860570305909641e+04,1.016831702227725606e-02,1.076014977162957024e-03,1.980559464556772120e+00,5.510277756985422493e-02,5.535804636379389188e-02
8.723487142442086770e+04,1.278507189835563843e-02,1.106646832095114141e-03,8.696419736813991719e-01,2.731412566682262510e-01,2.723994915242715087e-01
9.271371957368878066e+04,1.281185857628679842e-02,1.877826017393146142e-03,9.624155937315667098e-01,3.063905944816860960e-01,3.044534378325363111e-01
1.185821693148587656e+04,5.547175244538722280e-03,2.401584418788165181e-03,5.803869534966705768e-01,3.647220529492275175e-03,3.409452396875344970e-03
5.139083585700286494e+04,1.279571216790567276e-02,7.182670972017058579e-04,1.321572215705225650e+00,1.952444729896064268e-01,1.941731411620705450e-01
7.151420147566516243e+04,9.777118805488704822e-03,5.115778464868156851e-04,1.921308098312925150e+00,9.643415196830269764e-02,9.902279150084410120e-02
7.771088598898761848e+04,8.346596458687394887e-03,3.471349217998138947e-03,1.714944015677816180e+00,2.500718596315668757e-02,2.656760764849954576e-02
2.433799038634216413e+04,5.590091915236012135e-03,2.655024218615080651e-03,1.885849342552617269e+00,2.638223549699804209e-03,3.810409220444855791e-03
1.065129400840899689e+04,1.381743594709898201e-02,2.805468631921731286e-03,6.255415063864122605e-01,6.169483860599674768e-02,6.114565704218287434e-02
3.244427628093500243e+04,1.061204607626086913e-02,4.185823079239788316e-03,9.586334498621464917e-01,3.772599893221405265e-02,3.978631620027468785e-02
3.827800914626032318e+04,1.325306871917535101e-02,4.498425062821028234e-03,1.720089605880906758e+00,5.274393845204961712e-02,5.104130523352101018e-02
2.684465806877157229e+04,8.446882673296202820e-03,3.196509558409230036e-03,1.668771950984649033e+00,1.042177519220929653e-02,9.214885448705552665e-03
2.984323854750684768e+04,7.633209660433695753e-03,6.871002032428603174e-04,1.142928477790122965e+00,2.805473974221022598e-02,2.727541673961165342e-02
6.958003138449566904e+04,5.537043820413018944e-03,8.563686064030712414e-04,6.938188452840401421e-01,3.126580777750775919e-02,3.030935481306798115e-02
2.995560101819970077e+04,9.088203456681830800e-03,2.269516872040412605e-03,5.783079301642849446e-01,4.926377299241088692e-02,4.939784487210625852e-02
2.699621487765547135e+04,8.228736857038617541e-03,3.753778130096119357e-03,1.841273003321750812e+00,8.328655860655126073e-03,8.524062993325400017e-03
3.437595602885686094e+04,1.291085911612268808e-02,1.715011162245227462e-03,1.421515555758348315e+00,9.536620869537608403e-02,9.727775515921499583e-02
5.098580969186745642e+04,6.064610486345103739e-03,4.047282058707205032e-03,1.963855887430236091e+00,4.807943792774514724e-03,5.806883049427336019e-03
2.783650571194645818e+04,1.896253543633678873e-02,2.728250503385096400e-03,8.672102622226554036e-01,3.734895460507012821e-01,3.747119916580360366e-01
5.460563100514890539e+04,1.897241755064620408e-02,3.586347228127325770e-03,1.196438106661135814e+00,4.526804105148645729e-01,4.531004387965141822e-01
9.432720879943996260e+04,1.574774946447610874e-02,5.923552819937098800e-04,1.064796724405554951e+00,8.109535432381653752e-02,8.094969548611281873e-02
8.395860437665351492e+04,1.845612293549650507e-02,4.474998545412892798e-03,8.999701968224953497e-01,5.325798306095684831e-01,5.318950084167929360e-01
7.762242445382560254e+04,1.739865626594206197e-02,3.247902604865694851e-03,5.536366716118232834e-01,3.310888587719503229e-01,3.295813026207220497e-01
9.482417941441791481e+04,1.254614372731115146e-02,3.045585478458167576e-03,6.454435736563488568e-01,2.985778899849501622e-01,2.977097481898675624e-01
9.295022230770363240e+04,1.488510695559506006e-02,4.247479378014474075e-03,1.612593970398597643e+00,2.390863829296124843e-01,2.387071056050694695e-01
5.977341575639354414e+04,8.788810321821504540e-03,1.242534279173898625e-03,7.315052627272011776e-01,1.045691870041608185e-01,1.053335893648115057e-01
7.225531969333637971e+04,1.597263313370936993e-02,1.866647674517350102e-03,1.612778128115527565e+00,3.503652216188088975e-01,3.486803555482000938e-01
4.174108537222516316e+04,1.187047456836490267e-02,2.832791940105515004e-03,6.109720852646196576e-01,1.552285827796872908e-01,1.538638698608123523e-01
5.844935580105532426e+04,1.475497069108711382e-02,5.819003955781752464e-04,1.584018696517617730e+00,2.339395210587816021e-01,2.341605858226281367e-01
9.285894729353448201e+04,8.317035918925377164e-03,2.317746410789321698e-03,1.223929521546352150e+00,5.683399893723461299e-02,5.578661460654699839e-02
5.568578825102710834e+04,1.899359997981805992e-02,4.511751038402424946e-03,8.476766949230671866e-01,5.156822124406790220e-01,5.160191646553450306e-01
4.791402222954318859e+04,1.111118916004561960e-02,3.836416662765025198e-03,7.295629649674153505e-01,9.865376811020780401e-02,9.824359349266215125e-02
6.923280805683575454e+04,1.906098981370227263e-02,3.176966062854995332e-03,6.935278154226673930e-01,4.706255693524698525e-01,4.698752839623914213e-01
5.185621096470893826e+04,9.671257984355290799e-03,4.259636953336775646e-03,1.680929698520594817e+00,2.492763373619341291e-02,2.359606406949667223e-02
1.855676360286815179e+04,1.457805029950650158e-02,3.666226413899925044e-03,6.581300819702207150e-01,1.062736599929241521e-01,1.061811821805271477e-01
4.410462312171539816e+04,1.747226895813049422e-02,3.371909659166406111e-03,1.044455377612290459e+00,3.341199746671003612e-01,3.333927335902264755e-01
2.222676740684838660e+04,1.132603384148226505e-02,2.972048808483129540e-03,1.882417709680806350e+00,2.230472704856828470e-02,2.169319228101898936e-02
9.231613131219282513e+04,1.600918821662419833e-02,9.569162555502500533e-04,7.103708384696363343e-01,5.612236447617163781e-02,5.548646101308249423e-02
7.667940648541080009e+04,7.387696988181948615e-03,2.710497712306825582e-03,1.458999457956525081e+00,2.167137839372231672e-02,2.185905709209628664e-02
4.953794460230492405e+04,1.595635341041536787e-02,4.444628333427338637e-03,9.753631050452367113e-01,2.519090927445708505e-01,2.520583223909658166e-01
1.636992078685239358e+04,1.617398784390588345e-02,3.632751836621035939e-03,7.964141152523536160e-01,1.115876195762764006e-01,1.098746983766381025e-01
2.017251877802238232e+04,8.604516316465419395e-03,2.238029202701426277e-03,1.984443382241809495e+00,9.307771788467884139e-03,9.147281961721714580e-03
3.361740419004404976e+04,9.246398853880673924e-03,4.327074518925494787e-03,1.846599005274232042e+00,1.336107407236146634e-02,1.375980691693752360e-02
5.718571233115592622e+04,1.507571395408625892e-02,2.967999591779542281e-03,7.878460957691146849e-01,3.447616824904159993e-01,3.458011442685872683e-01
1.955586206211279932e+04,1.199078383998524594e-02,5.448009754640907023e-04,1.869080425998303818e+00,6.814083444990294558e-02,6.892411140646589884e-02
4.265951637363923510e+04,1.252951021979938420e-02,4.819086425375934332e-03,9.705135741938533123e-01,8.574430663847383560e-02,8.595385044353084925e-02
2.629782491742374259e+04,1.648391762158001733e-02,2.552023704674016673e-03,1.792564290216116518e+00,1.087923371404657669e-01,1.076498876016171308e-01
1.936625393882027856e+04,7.229132831216206201e-03,4.245009141537716552e-03,1.033627335318765272e+00,6.254444702530548121e-03,5.484504920903463150e-03
2.086440427178311074e+04,1.154483496619102510e-02,4.597563417954380130e-03,6.967896142000539195e-01,4.217038619264704136e-02,4.308493504736306962e-02
2.085195772372962529e+04,1.028382205046286454e-02,1.114807330605605169e-03,1.894645472572380251e+00,2.784664174946654969e-02,2.714447555922239533e-02
8.482906118461432925e+04,1.663610031472751577e-02,4.011411359269556262e-03,9.525105393212991434e-01,4.487379048393755343e-01,4.497641694536036461e-01
2.620934709168458721e+04,1.507478542728787896e-02,3.299640592563496486e-03,1.820939189552506221e+00,6.601551983698959736e-02,6.728948733970037399e-02
2.003015583278432678e+04,5.209416512739421801e-03,4.466669706744490556e-03,1.984649685516858053e+00,1.578937650597498927e-03,5.167616626174495378e-04
8.477450702702466515e+04,1.340680438717841913e-02,1.942237500264259141e-03,1.663560542682279042e+00,2.264204887881255679e-01,2.268611034489940170e-01
9.649099239432741888e+04,9.032098481410361784e-03,1.107464645315362622e-03,1.097953428709480317e+00,1.320585594060290358e-01,1.319464862574825093e-01
7.608050281031509803e+04,9.515307610429235563e-03,3.773550730437329193e-03,6.523761624048243224e-01,1.046179714833458257e-01,1.066456751298871242e-01
1.656661488960632050e+04,5.679773177659486888e-03,6.481014000514093111e-04,1.168658084721877488e+00,6.174859221581079430e-03,7.012905180422568212e-03
2.217048269409757631e+04,1.137524413338129176e-02,3.660084663506569212e-03,1.718314316156780652e+00,2.165005820717230689e-02,2.113959881047322228e-02
2.309714151074427355e+04,1.161974294579439307e-02,4.286331014656499100e-03,1.144745688533496786e+00,3.081826295739553689e-02,3.122557142241213016e-02
1.880364957859081187e+04,6.343739224676939528e-03,1.558578310300256543e-03,1.386110523613296452e+00,5.142456575797296238e-03,4.224772838157813890e-03
5.324907848315711453e+04,1.730287113668820334e-02,1.483202831487771736e-03,1.114285796619621349e+00,4.387955952961482553e-01,4.386441127726942169e-01
1.503260027247596736e+04,1.285356566272737380e-02,1.020031894963576574e-03,5.170320265475311095e-01,1.444763429431036861e-01,1.446813323607234192e-01
8.154260374622406380e+04,1.525931771876043452e-02,4.164341849608236418e-03,1.016584005185062312e+00,3.372197039111680117e-01,3.373690752316572117e-01
4.696669980337721063e+04,8.883526816939095461e-03,1.982075721962618838e-03,1.529695202344083294e+00,2.871961413101598720e-02,2.902738266032071218e-02
2.757470825419239554e+04,1.658304799225931644e-02,1.169744487451030834e-03,6.079075167061032126e-01,3.759886714601331503e-01,3.750817311310682967e-01
1.837236013465910219e+04,5.842333661301699933e-03,3.210797611859595585e-03,8.439070921530433811e-01,4.006667548321853414e-03,2.153387785029763513e-03
6.122317854562453431e+04,9.356638917384163881e-03,5.432297296463654617e-04,1.655413758744596064e+00,8.331651113347583737e-02,8.295359634717401620e-02
8.002740237736923154e+04,8.563149800868558037e-03,2.023979709912634289e-03,1.351515974720508106e+00,5.172102605599988162e-02,5.082866887749274559e-02
6.244817661381910875e+04,1.405072434200928949e-02,1.119472846027067675e-03,1.872129095200347981e+00,2.181822734848863632e-01,2.174820893501444308e-01
3.138583111159686450e+04,1.293909803563002281e-02,3.510378271839720201e-03,7.909254593814238898e-01,1.036533239960361757e-01,1.057906600160847949e-01
8.226125383640640939e+04,1.142855366124397032e-02,4.094840846889886109e-03,9.979477505949354565e-01,1.363665668792341523e-01,1.375294548651646576e-01
5.630128961179884209e+04,1.562820609902636909e-02,1.302365256927999482e-03,1.733938369813132985e+00,2.798189281760398717e-01,2.796444770176687022e-01
6.267455676629399386e+04,1.562724339238730220e-02,1.130177881974110069e-03,1.438783503791395857e+00,3.417647533533855753e-01,3.403313178840139952e-01
9.169584733384479478e+04,1.667917727343422654e-02,3.881449783370924476e-03,1.546146176518544912e+00,3.716503730811594464e-01,3.703521772953376479e-01
7.077723940487625077e+04,1.824878714633107815e-02,4.457501505237479456e-03,6.680813309904508612e-01,5.022056541122469353e-01,5.025668501875537597e-01
2.049932196757083148e+04,1.906094595633008038e-02,4.149864482999407467e-03,1.893177211266003468e+00,1.005700496578261632e-01,1.016393984740288081e-01
7.250282344615558395e+04,5.366393421000835440e-03,2.101330273969899062e-03,1.224721804437277850e+00,8.903054381906619699e-03,8.614539450610756224e-03
3.613545688298646564e+04,1.732382904196794193e-02,1.074280988991881819e-03,1.652544025726567778e+00,2.832155167865517686e-01,2.833506164549827178e-01
8.110082291387311125e+04,1.847906935546253168e-02,6.082368113930847284e-04,1.406300042680810991e+00,1.390884164667819112e-01,1.393432221989538145e-01
6.061583904098444327e+04,1.019535523289129275e-02,6.703505565236001027e-04,1.969860271371389748e+00,8.812111923658731694e-02,8.918731242790411962e-02
5.866159522514726268e+04,1.533295575750130701e-02,1.309336019888829219e-03,1.009922074360158240e+00,3.659419001555715978e-01,3.640614288057479331e-01
2.272184790271573365e+04,9.219138882004738328e-03,1.185963781637994294e-03,6.024450403181136338e-01,5.512571469304246990e-02,5.528166697722056849e-02
1.244098850721145391e+04,6.147871920163243409e-03,3.274590486379901598e-03,1.238601663241267969e+00,2.734954236025891484e-03,3.140485175695207666e-03
9.773350217682034418e+04,1.152259421515347548e-02,7.269407957581138380e-04,1.345128277080193335e+00,2.133815502649580587e-01,2.143316423623819189e-01
1.273221681774237186e+04,5.238314188232458257e-03,4.140672178855657470e-03,1.359380127630884783e+00,1.546615094038967251e-03,1.942753087077142560e-03
1.466262518261288460e+04,7.015946615376624125e-03,3.318159342723632239e-03,5.502430699602358644e-01,8.149534287096374396e-03,7.048837394341396848e-03
5.126667388427801052e+04,1.878347343589892651e-02,4.638337354082982741e-03,6.236697115925955437e-01,5.296936974325947567e-01,5.291131438578593471e-01
9.436483432657551020e+04,1.857690043893260937e-02,4.461751061255516196e-03,5.523291964588208369e-01,2.493270336169590151e-01,2.478028510235595339e-01
5.872958606815245730e+04,1.620383760094205178e-02,2.734110724620974434e-03,1.219128218757459692e+00,3.298853663630104127e-01,3.300785688393484962e-01
9.930114758922930923e+04,5.908232767704629275e-03,2.919573931257189812e-03,1.270899288004067262e+00,1.443300668828009434e-02,1.462536672265074729e-02
7.443468423521940713e+04,9.113031989259673046e-03,4.672558080035674535e-03,1.518346616548144956e+00,3.163378667820878481e-02,3.214561829777125984e-02
8.386023300681251567e+04,1.798107149947835576e-02,1.215009391093769533e-03,9.040936353323602015e-01,1.838930179807581611e-01,1.829231459938589210e-01
8.373786310811500880e+04,1.455416272129812782e-02,1.964723881349775096e-03,1.815890065756443406e+00,2.684442836503261876e-01,2.673040529678888388e-01
9.487056454212313110e+04,1.850866794722027045e-02,5.716143537520608671e-04,1.410133585249387922e+00,7.104626129313514060e-02,7.257185984998038020e-02
9.720338376757485094e+04,1.519845544401016504e-02,4.702837727898522349e-03,6.103860746685096927e-01,3.738972674924409545e-01,3.740794495931115127e-01
3.948845087187825993e+04,5.062200318555098305e-03,2.020311229129333024e-03,1.991121630649979268e+00,2.962980486615171809e-03,4.708983908086036840e-03
7.375112833302930812e+04,1.349308806870244681e-02,1.934249490781179233e-03,1.784931632736459051e+00,1.877713523616349189e-01,1.882107965101681157e-01
5.575641948916567344e+04,1.388850392054663888e-02,4.775324439531455564e-03,1.454604365412458744e+00,1.096532104162163401e-01,1.081915032613276900e-01
9.808861284100319608e+04,1.612660051103273484e-02,6.206065141070450219e-04,7.225717401615812108e-01,5.673108210667601910e-03,6.478524993282188532e-03
6.321693523372770869e+04,1.165289874344394710e-02,1.772683292638488253e-03,1.639758361684302113e+00,1.078138244556487157e-01,1.090489547857766278e-01
4.600271444615437940e+04,1.461231455200307991e-02,4.413766459392672731e-03,5.875681192573007916e-01,2.736887792479164583e-01,2.732380558119913982e-01
1.303799998802231858e+04,1.441144963665208154e-02,2.524362926218008153e-03,1.399642322582042020e+00,4.568671027386265321e-02,4.376205162431867635e-02
7.560528058516723104e+04,9.074666043368994489e-03,4.514080394341450295e-03,5.674065456192968204e-01,9.045049954751296917e-02,9.111574092267696323e-02
1.114004561101130275e+04,1.629458726032657553e-02,1.019268775016113826e-03,9.692165628110659403e-01,1.439703966186144102e-01,1.438300440467227825e-01
6.836837630994335632e+04,8.508495611614505169e-03,8.700013868308360473e-04,1.442441191258774236e+00,6.516509958637441147e-02,6.544269259139118278e-02
3.384888764055501815e+04,9.920780854091558465e-03,7.376281316548085210e-04,6.151896209347464950e-01,1.253986315950370023e-01,1.227121196654984980e-01
7.080294810495962156e+04,5.944722746751314804e-03,1.217846426558238677e-03,1.582293469517513262e+00,1.359423306727444367e-02,1.405135812997235223e-02
9.926378945116609975e+04,1.966426767039100923e-02,1.266137081902475765e-03,1.585009730696937069e+00,3.623785377443304312e-01,3.596280219375320719e-01
4.136466320377644297e+04,1.855481659150576973e-02,4.384228077417255329e-03,5.724057644557809521e-01,5.034592274527641687e-01,5.025918211177589079e-01
6.014614390415204252e+04,8.724804559644971924e-03,2.403618164101949204e-03,8.548037582621565988e-01,5.919832163853646495e-02,6.008422305246647471e-02
6.006980438484973274e+04,1.835345502523955466e-02,4.931087424966689239e-03,1.065833524775525287e+00,4.146680290159783233e-01,4.128435518630519385e-01
2.465867695086368985e+04,1.422104165501403283e-02,2.912730653329967910e-03,1.006891167390708608e+00,9.709895743323869455e-02,9.523515472610237509e-02
7.641171653524218709e+04,1.427865507629855549e-02,1.809393405568259601e-03,1.663896811661156550e+00,2.588778671985594304e-01,2.584280882052070738e-01
7.327597537412121892e+04,1.939313597866675412e-02,3.313349574880007035e-03,1.647278081295928454e+00,4.983564538844263425e-01,5.000031139630948251e-01
7.942547789312285022e+04,1.008649097437212816e-02,3.540832718363646180e-03,6.161485001754394286e-01,1.442773426343335330e-01,1.458929949074199151e-01
2.987327284071482791e+04,1.329643035160821274e-02,4.025179531293887614e-03,1.742909651684689365e+00,4.426484619018664773e-02,4.365656366545379863e-02
1.609610540875712104e+04,1.972734937984950421e-02,2.250014919028764816e-03,6.395178625977515630e-01,3.679215916822665133e-01,3.689211144099913131e-01
4.543536906386688497e+04,1.372225110322531846e-02,4.333016991716707317e-03,7.799831657046942812e-01,1.721340009106868685e-01,1.727129170424314686e-01
2.055125865501194494e+04,8.783209588486362226e-03,2.783310280038118339e-03,1.407358530259693818e+00,1.171501084681489738e-02,1.197599249939868514e-02
3.490868762494226394e+04,1.525214492204234398e-02,9.609439242577234343e-04,1.871936719185898435e+00,1.773111131486546366e-01,1.776655013920794002e-01
1.152726782849909068e+04,1.910623252718263512e-02,4.452323971546918654e-03,1.792919277670262712e+00,6.276994617857309389e-02,6.204383735024490004e-02
4.620240297484742769e+04,1.283451851733663149e-02,2.312777114034307406e-03,6.838775089254698347e-01,2.231921005785237888e-01,2.239921446376565983e-01
4.246097309944651352e+04,1.438311518781478296e-02,3.435113502796967744e-03,1.876788469805994897e+00,8.530819794209971996e-02,8.636816608445377352e-02
3.936075025145971449e+04,9.526227707624852770e-03,4.203615256821129423e-03,1.761282704753498685e+00,1.765783202152543946e-02,2.035774305366333178e-02
4.470038364953327255e+04,1.125576782427286163e-02,2.924567850036763946e-03,6.344751471490652772e-01,1.307065199686524015e-01,1.316217160807429953e-01
1.362220079917930161e+04,1.595909548055763141e-02,3.018265534753838009e-03,1.513353010581328428e+00,5.645016242237536896e-02,5.399544268825248738e-02
4.914781737351934134e+04,1.614832774688071057e-02,4.487150166448879499e-03,9.446585195386771883e-01,2.668481583451362549e-01,2.656410565478283803e-01
6.883431540168382344e+04,1.341941554936201472e-02,3.172286237783725725e-03,1.699791444052294320e+00,1.339252477801483876e-01,1.342553524504518925e-01
3.917893895261724538e+04,1.254327847075801736e-02,2.876184934676923044e-03,1.311987870179244231e+00,7.719763063830384353e-02,7.726269975919619615e-02
6.099948501563008176e+04,1.509472727159577934e-02,1.043512714701171854e-03,1.823521704440445923e+00,2.707390516164996375e-01,2.688746421281125176e-01
8.219248406229456305e+04,1.452143657047917993e-02,1.803684333547774313e-03,1.331822603611171996e+00,3.381174062746601372e-01,3.379734396332287338e-01
5.725923382979621965e+04,1.147602523536487076e-02,4.656170943138193685e-03,8.890534220804506838e-01,9.747983173461770290e-02,9.711711578220730279e-02
9.341758006244459830e+04,5.363616791326576184e-03,1.426256718067093511e-03,1.480249381962343236e+00,1.222839917866784705e-02,1.217412046977034423e-02
7.936737698128055490e+04,9.536153656954982072e-03,4.079171078979110937e-03,1.182743013469557347e+00,5.729327617814141543e-02,5.716601063540253241e-02
