t,v,a_int,T_oil,dv_dt,dv_dt_noisy
5.743148629725944865e+00,1.858492258865132918e+00,9.199232821848210007e-01,3.056964632852349837e+02,-5.735611265317630547e-03,-8.686189806997130988e-04
5.745149029805960872e+00,1.858480790515986580e+00,9.199281183903967873e-01,3.056975823746606693e+02,-5.730444957263935990e-03,-7.783455742954993421e-03
5.747149429885976879e+00,1.858469332500213511e+00,9.199329583593620630e-01,3.056987001749527053e+02,-5.725280329744175667e-03,-1.997431555379965140e-02
5.749149829965992886e+00,1.858457884814439520e+00,9.199378020605079032e-01,3.056998166875548009e+02,-5.720117392775891929e-03,-2.467379531106706630e-02
5.751150230046008893e+00,1.858446447455267991e+00,9.199426494627128692e-01,3.057009319139090735e+02,-5.714956156318784508e-03,-6.823659370614216547e-03
5.753150630126024900e+00,1.858435020419279216e+00,9.199475005349425638e-01,3.057020458554562197e+02,-5.709796630276264828e-03,3.454225344850343771e-02
5.755151030206040907e+00,1.858423603703031279e+00,9.199523552462499643e-01,3.057031585136352874e+02,-5.704638824491792271e-03,-3.575340613076136848e-02
5.757151430286056915e+00,1.858412197303059843e+00,9.199572135657754224e-01,3.057042698898839035e+02,-5.699482748754980399e-03,1.436211735691353061e-02
5.759151830366072922e+00,1.858400801215877474e+00,9.199620754627464425e-01,3.057053799856381602e+02,-5.694328412795601757e-03,-7.314691555096035358e-02
5.761152230446088929e+00,1.858389415437974534e+00,9.199669409064776815e-01,3.057064888023326716e+02,-5.689175826286030357e-03,3.839433819630728995e-02
5.763152630526104936e+00,1.858378039965818518e+00,9.199718098663713928e-01,3.057075963414005173e+02,-5.684024998845127463e-03,1.061345605845440479e-02
5.765153030606120943e+00,1.858366674795854712e+00,9.199766823119167602e-01,3.057087026042732987e+02,-5.678875940031136160e-03,-2.476292307823889371e-02
5.767153430686136950e+00,1.858355319924505533e+00,9.199815582126905644e-01,3.057098075923810825e+02,-5.673728659345900205e-03,-2.365247291312638778e-02
5.769153830766152957e+00,1.858343975348170973e+00,9.199864375383567383e-01,3.057109113071523439e+02,-5.668583166233087667e-03,-9.139074130625769732e-02
5.771154230846168964e+00,1.858332641063228374e+00,9.199913202586662564e-01,3.057120137500142505e+02,-5.663439470082631821e-03,-2.749271152296036639e-03
5.773154630926184971e+00,1.858321317066032208e+00,9.199962063434576898e-01,3.057131149223922648e+02,-5.658297580222404477e-03,-1.944658430419785380e-02
5.775155031006200979e+00,1.858310003352914963e+00,9.200010957626567620e-01,3.057142148257104282e+02,-5.653157505926209581e-03,-7.644112263253849404e-02
5.777155431086216986e+00,1.858298699920186037e+00,9.200059884862765713e-01,3.057153134613912471e+02,-5.648019256410230504e-03,-2.916989185767095497e-02
5.779155831166232993e+00,1.858287406764132399e+00,9.200108844844171463e-01,3.057164108308557502e+02,-5.642882840832363911e-03,2.127309370475129538e-02
5.781156231246249000e+00,1.858276123881018593e+00,9.200157837272663341e-01,3.057175069355234882e+02,-5.637748268296105536e-03,1.469122020458036096e-03
5.783156631326265007e+00,1.858264851267086293e+00,9.200206861850986906e-01,3.057186017768124202e+02,-5.632615547844554982e-03,6.268511524228088938e-03
5.785157031406281014e+00,1.858253588918554966e+00,9.200255918282764789e-01,3.057196953561389705e+02,-5.627484688462192075e-03,-3.467461225148006643e-02
5.787157431486297021e+00,1.858242336831620767e+00,9.200305006272490038e-01,3.057207876749181992e+02,-5.622355699082315361e-03,3.481122101423956422e-02
5.789157831566313028e+00,1.858231095002458311e+00,9.200354125525529447e-01,3.057218787345635178e+02,-5.617228588577605208e-03,-8.311698327062889968e-03
5.791158231646329035e+00,1.858219863427218677e+00,9.200403275748122445e-01,3.057229685364869738e+02,-5.612103365761567098e-03,3.496230977284929542e-02
5.793158631726345043e+00,1.858208642102030961e+00,9.200452456647379984e-01,3.057240570820988523e+02,-5.606980039393083537e-03,1.026565065157256512e-01
5.795159031806361050e+00,1.858197431023001611e+00,9.200501667931287875e-01,3.057251443728082450e+02,-5.601858618174082594e-03,-1.060896370173297493e-01
5.797159431886377057e+00,1.858186230186213983e+00,9.200550909308703451e-01,3.057262304100225379e+02,-5.596739110747983581e-03,-3.182282350314374897e-02
5.799159831966393064e+00,1.858175039587949495e+00,9.200600180492904956e-01,3.057273151951506520e+02,-5.591621526390366803e-03,-6.553427610710252892e-03
5.801160232046409071e+00,1.858163859225342440e+00,9.200649481222056281e-01,3.057283987296115697e+02,-5.586505877347103244e-03,-4.325903798566484854e-02
5.803160632126425078e+00,1.858152689094584975e+00,9.200698811234138130e-01,3.057294810148089255e+02,-5.581392173321098049e-03,4.433174307974377393e-02
5.805161032206441085e+00,1.858141529191709829e+00,9.200748170266234149e-01,3.057305620521427159e+02,-5.576280423538526598e-03,-2.399364129900162165e-02
5.807161432286457092e+00,1.858130379512734631e+00,9.200797558056041936e-01,3.057316418430118574e+02,-5.571170637184263974e-03,7.614311951872618223e-02
5.809161832366473099e+00,1.858119240053662136e+00,9.200846974341873041e-01,3.057327203888135045e+02,-5.566062823394335446e-03,3.092564162528054633e-02
5.811162232446489107e+00,1.858108110810481550e+00,9.200896418862655191e-01,3.057337976909437884e+02,-5.560956991269017102e-03,1.447103353815230517e-02
5.813162632526505114e+00,1.858096991779166984e+00,9.200945891357931172e-01,3.057348737507971350e+02,-5.555853149859513174e-03,-7.397988251393341347e-03
5.815163032606521121e+00,1.858085882955677670e+00,9.200995391567855508e-01,3.057359485697667765e+02,-5.550751308174062260e-03,3.549323011906053982e-02
5.817163432686537128e+00,1.858074784335959073e+00,9.201044919233201114e-01,3.057370221492445239e+02,-5.545651475180823908e-03,1.808938935046824903e-02
5.819163832766553135e+00,1.858063695915941560e+00,9.201094474095352638e-01,3.057380944906207674e+02,-5.540553659800773190e-03,6.660156435656568175e-02
5.821164232846569142e+00,1.858052617691541286e+00,9.201144055896312013e-01,3.057391655952844189e+02,-5.535457870913029765e-03,1.474822791212797302e-02
5.823164632926585149e+00,1.858041549658659974e+00,9.201193664378692905e-01,3.057402354646231970e+02,-5.530364117355301978e-03,4.514230558858414732e-02
5.825165033006601156e+00,1.858030491813184248e+00,9.201243299285726263e-01,3.057413041000232852e+02,-5.525272407918446760e-03,1.436496442931366538e-02
5.827165433086617163e+00,1.858019444150986965e+00,9.201292960361255879e-01,3.057423715028695028e+02,-5.520182751351687678e-03,1.081567975273639917e-02
5.829165833166633170e+00,1.858008406667925883e+00,9.201342647349742832e-01,3.057434376745453051e+02,-5.515095156359728357e-03,-8.273193999565044143e-02
5.831166233246649178e+00,1.857997379359844548e+00,9.201392359996257708e-01,3.057445026164327260e+02,-5.510009631605417013e-03,-5.136083250183093481e-03
5.833166633326665185e+00,1.857986362222571630e+00,9.201442098046492823e-01,3.057455663299124353e+02,-5.504926185707526010e-03,1.388203343621748423e-02
5.835167033406681192e+00,1.857975355251921812e+00,9.201491861246748893e-01,3.057466288163636818e+02,-5.499844827240085721e-03,-6.312618489580215653e-02
5.837167433486697199e+00,1.857964358443694897e+00,9.201541649343943918e-01,3.057476900771644068e+02,-5.494765564736603380e-03,-7.405344429474121359e-02
5.839167833566713206e+00,1.857953371793676034e+00,9.201591462085613182e-01,3.057487501136910168e+02,-5.489688406683623789e-03,-2.050728474763760870e-02
5.841168233646729213e+00,1.857942395297636384e+00,9.201641299219900372e-01,3.057498089273186679e+02,-5.484613361528611897e-03,9.130589915195764378e-03
5.843168633726745220e+00,1.857931428951332009e+00,9.201691160495570898e-01,3.057508665194210380e+02,-5.479540437670182840e-03,-8.955819027209278860e-02
5.845169033806761227e+00,1.857920472750504759e+00,9.201741045661998575e-01,3.057519228913704978e+02,-5.474469643470647462e-03,1.004491973088962598e-02
5.847169433886777234e+00,1.857909526690881608e+00,9.201790954469176720e-01,3.057529780445378833e+02,-5.469400987239358969e-03,4.203114117827461832e-02
5.849169833966793242e+00,1.857898590768175762e+00,9.201840886667711494e-01,3.057540319802927797e+02,-5.464334477252918987e-03,-1.772341204012235077e-02
5.851170234046809249e+00,1.857887664978085107e+00,9.201890842008821902e-01,3.057550847000033514e+02,-5.459270121736303771e-03,6.500338511315095769e-03
5.853170634126825256e+00,1.857876749316293541e+00,9.201940820244345343e-01,3.057561362050363414e+02,-5.454207928875853817e-03,1.763383609998705678e-02
5.855171034206841263e+00,1.857865843778469861e+00,9.201990821126729836e-01,3.057571864967570718e+02,-5.449147906809947983e-03,-3.808891290981419875e-02
5.857171434286857270e+00,1.857854948360268876e+00,9.202040844409041798e-01,3.057582355765296143e+02,-5.444090063640216748e-03,2.534700846031317720e-02
5.859171834366873277e+00,1.857844063057330741e+00,9.202090889844959376e-01,3.057592834457164486e+02,-5.439034407418330552e-03,1.694069190682111203e-02
5.861172234446889284e+00,1.857833187865281177e+00,9.202140957188778003e-01,3.057603301056787473e+02,-5.433980946155769765e-03,-6.664996136137854577e-02
5.863172634526905291e+00,1.857822322779731028e+00,9.202191046195405955e-01,3.057613755577764323e+02,-5.428929687821382188e-03,2.026674007506095235e-02
5.865173034606921298e+00,1.857811467796276705e+00,9.202241156620366569e-01,3.057624198033678908e+02,-5.423880640339828751e-03,3.796743285681104113e-02
5.867173434686937306e+00,1.857800622910500410e+00,9.202291288219798249e-01,3.057634628438100322e+02,-5.418833811588807947e-03,-5.869232215042576029e-02
5.869173834766953313e+00,1.857789788117969687e+00,9.202341440750454460e-01,3.057645046804586286e+02,-5.413789209409713976e-03,3.763798559493539836e-02
5.871174234846969320e+00,1.857778963414237428e+00,9.202391613969701512e-01,3.057655453146678042e+02,-5.408746841594425092e-03,-1.847734653015249695e-02
5.873174634926985327e+00,1.857768148794841867e+00,9.202441807635521887e-01,3.057665847477904890e+02,-5.403706715894407431e-03,-7.173504745612170608e-02
5.875175035007001334e+00,1.857757344255307252e+00,9.202492021506512021e-01,3.057676229811781354e+02,-5.398668840018272519e-03,-5.669527855885880124e-02
5.877175435087017341e+00,1.857746549791142954e+00,9.202542255341884525e-01,3.057686600161807746e+02,-5.393633221628224561e-03,-4.914839348172111294e-02
5.879175835167033348e+00,1.857735765397843464e+00,9.202592508901465962e-01,3.057696958541470735e+02,-5.388599868344723376e-03,2.136894071138847884e-02
5.881176235247049355e+00,1.857724991070889287e+00,9.202642781945696848e-01,3.057707304964243917e+02,-5.383568787746706441e-03,-2.918466860421923062e-02
5.883176635327065362e+00,1.857714226805746494e+00,9.202693074235631654e-01,3.057717639443586108e+02,-5.378539987369035380e-03,-2.479108607349821136e-02
5.885177035407081370e+00,1.857703472597866057e+00,9.202743385532942133e-01,3.057727961992941346e+02,-5.373513474698721204e-03,-6.797812905658989768e-02
5.887177435487097377e+00,1.857692728442684960e+00,9.202793715599911772e-01,3.057738272625742297e+02,-5.368489257185915520e-03,-4.284756495356211586e-03
5.889177835567113384e+00,1.857681994335625308e+00,9.202844064199441343e-01,3.057748571355405147e+02,-5.363467342233141366e-03,-6.701881578899013259e-02
5.891178235647129391e+00,1.857671270272094999e+00,9.202894431095045569e-01,3.057758858195333573e+02,-5.358447737201843530e-03,-3.862182529930959646e-02
5.893178635727145398e+00,1.857660556247487049e+00,9.202944816050852017e-01,3.057769133158917043e+02,-5.353430449409168901e-03,2.496069894833925079e-02
5.895179035807161405e+00,1.857649852257180045e+00,9.202995218831605539e-01,3.057779396259531381e+02,-5.348415486128410556e-03,2.755959743878502038e-02
5.897179435887177412e+00,1.857639158296538362e+00,9.203045639202664940e-01,3.057789647510537634e+02,-5.343402854589673900e-03,-3.167498370699182303e-02
5.899179835967193419e+00,1.857628474360911719e+00,9.203096076930001868e-01,3.057799886925284341e+02,-5.338392561982319151e-03,-7.896689708507391783e-03
5.901180236047209426e+00,1.857617800445634737e+00,9.203146531780204143e-01,3.057810114517104694e+02,-5.333384615447078758e-03,2.099326945243715908e-02
5.903180636127225434e+00,1.857607136546028492e+00,9.203197003520474651e-01,3.057820330299318812e+02,-5.328379022086937589e-03,-5.862522876003545963e-03
5.905181036207241441e+00,1.857596482657398740e+00,9.203247491918631340e-01,3.057830534285232602e+02,-5.323375788957585009e-03,5.435011800417106909e-02
5.907181436287257448e+00,1.857585838775037246e+00,9.203297996743103893e-01,3.057840726488138330e+02,-5.318374923073299065e-03,6.109256250172655223e-02
5.909181836367273455e+00,1.857575204894220677e+00,9.203348517762941494e-01,3.057850906921314618e+02,-5.313376431404948086e-03,-9.621482364814849114e-03
5.911182236447289462e+00,1.857564581010211713e+00,9.203399054747802843e-01,3.057861075598024740e+02,-5.308380320878103298e-03,-6.629325229050628265e-02
5.913182636527305469e+00,1.857553967118258376e+00,9.203449607467965032e-01,3.057871232531520036e+02,-5.303386598377812788e-03,-1.287456700595623373e-02
5.915183036607321476e+00,1.857543363213594034e+00,9.203500175694316887e-01,3.057881377735036494e+02,-5.298395270744160612e-03,6.154578967295305791e-02
5.917183436687337483e+00,1.857532769291437624e+00,9.203550759198366737e-01,3.057891511221797032e+02,-5.293406344776152572e-03,5.064922664737056546e-02
5.919183836767353490e+00,1.857522185346993426e+00,9.203601357752231316e-01,3.057901633005010353e+02,-5.288419827224610792e-03,5.349800200233295611e-02
5.921184236847369498e+00,1.857511611375451510e+00,9.203651971128646858e-01,3.057911743097870954e+02,-5.283435724801943678e-03,5.022333281910854041e-02
5.923184636927385505e+00,1.857501047371986846e+00,9.203702599100961335e-01,3.057921841513559684e+02,-5.278454044173597204e-03,-3.062544680502630318e-02
5.925185037007401512e+00,1.857490493331760639e+00,9.203753241443139999e-01,3.057931928265244323e+02,-5.273474791966603625e-03,8.555166618692350289e-03
5.927185437087417519e+00,1.857479949249918771e+00,9.203803897929760947e-01,3.057942003366076733e+02,-5.268497974757035962e-03,4.875192858237719501e-02
5.929185837167433526e+00,1.857469415121593581e+00,9.203854568336017339e-01,3.057952066829196838e+02,-5.263523599086106231e-03,8.139825808000492741e-03
5.931186237247449533e+00,1.857458890941901641e+00,9.203905252437716289e-01,3.057962118667729783e+02,-5.258551671444844366e-03,3.865762955012104485e-02
5.933186637327465540e+00,1.857448376705946202e+00,9.203955950011281084e-01,3.057972158894786503e+02,-5.253582198285644544e-03,-5.494369367319029696e-02
5.935187037407481547e+00,1.857437872408815194e+00,9.204006660833750075e-01,3.057982187523465427e+02,-5.248615186016158951e-03,-6.539734347049480645e-02
5.937187437487497554e+00,1.857427378045582333e+00,9.204057384682773346e-01,3.057992204566849068e+02,-5.243650640998076540e-03,9.503990814507530527e-02
5.939187837567513562e+00,1.857416893611306685e+00,9.204108121336618265e-01,3.058002210038007433e+02,-5.238688569553007213e-03,3.335281094034447946e-02
5.941188237647529569e+00,1.857406419101033102e+00,9.204158870574166151e-01,3.058012203949996319e+02,-5.233728977959262174e-03,2.557523250152817298e-02
5.943188637727545576e+00,1.857395954509791558e+00,9.204209632174913391e-01,3.058022186315857880e+02,-5.228771872451076774e-03,6.809274846915354396e-02
5.945189037807561583e+00,1.857385499832597597e+00,9.204260405918970323e-01,3.058032157148620058e+02,-5.223817259218721532e-03,1.060079157156977314e-01
5.947189437887577590e+00,1.857375055064452107e+00,9.204311191587063457e-01,3.058042116461296018e+02,-5.218865144408835199e-03,1.385763120375609059e-01
5.949189837967593597e+00,1.857364620200341765e+00,9.204361988960529928e-01,3.058052064266886418e+02,-5.213915534124646811e-03,-1.240881686092486780e-01
5.951190238047609604e+00,1.857354195235238814e+00,9.204412797821327485e-01,3.058062000578377706e+02,-5.208968434430638617e-03,1.480814815986995076e-02
5.953190638127625611e+00,1.857343780164100400e+00,9.204463617952023391e-01,3.058071925408741549e+02,-5.204023851340777718e-03,4.699340856889513973e-02
5.955191038207641618e+00,1.857333374981869456e+00,9.204514449135803300e-01,3.058081838770937111e+02,-5.199081790831283634e-03,-9.980133791286131817e-02
5.957191438287657625e+00,1.857322979683474706e+00,9.204565291156464601e-01,3.058091740677908206e+02,-5.194142258833744918e-03,-9.341523537518720000e-02
5.959191838367673633e+00,1.857312594263829775e+00,9.204616143798421968e-01,3.058101631142586143e+02,-5.189205261234230981e-03,-1.321999653258919966e-02
5.961192238447689640e+00,1.857302218717834075e+00,9.204667006846702915e-01,3.058111510177887453e+02,-5.184270803878621159e-03,8.977809773252763692e-02
5.963192638527705647e+00,1.857291853040372587e+00,9.204717880086950021e-01,3.058121377796714455e+02,-5.179338892566276442e-03,4.257831201991447295e-02
5.965193038607721654e+00,1.857281497226315636e+00,9.204768763305420931e-01,3.058131234011955826e+02,-5.174409533055479571e-03,1.032128158115813293e-01
5.967193438687737661e+00,1.857271151270518894e+00,9.204819656288988350e-01,3.058141078836487736e+02,-5.169482731063879122e-03,1.003066633945707067e-02
5.969193838767753668e+00,1.857260815167823820e+00,9.204870558825137827e-01,3.058150912283169873e+02,-5.164558492257831368e-03,4.928831488775584774e-02
5.971194238847769675e+00,1.857250488913056996e+00,9.204921470701972197e-01,3.058160734364850555e+02,-5.159636822268498513e-03,7.175308711370065318e-02
5.973194638927785682e+00,1.857240172501030795e+00,9.204972391708207136e-01,3.058170545094362183e+02,-5.154717726680191348e-03,1.867462064303082245e-02
5.975195039007801689e+00,1.857229865926542933e+00,9.205023321633174493e-01,3.058180344484524653e+02,-5.149801211034588100e-03,-5.228766895891670888e-03
5.977195439087817697e+00,1.857219569184376473e+00,9.205074260266817854e-01,3.058190132548143083e+02,-5.144887280829513188e-03,1.831895380018676300e-03
5.979195839167833704e+00,1.857209282269300266e+00,9.205125207399698084e-01,3.058199909298009516e+02,-5.139975941520269487e-03,-1.887466939698871915e-01
5.981196239247849711e+00,1.857199005176068285e+00,9.205176162822991115e-01,3.058209674746901214e+02,-5.135067198518861176e-03,1.164988372840109615e-02
5.983196639327865718e+00,1.857188737899420072e+00,9.205227126328485721e-01,3.058219428907581801e+02,-5.130161057192550444e-03,-9.761324897484814633e-02
5.985197039407881725e+00,1.857178480434080958e+00,9.205278097708585738e-01,3.058229171792801253e+02,-5.125257522867410209e-03,-4.551272132715882685e-02
5.987197439487897732e+00,1.857168232774761396e+00,9.205329076756311180e-01,3.058238903415295340e+02,-5.120356600824327309e-03,3.066333853890793049e-02
5.989197839567913739e+00,1.857157994916157628e+00,9.205380063265296009e-01,3.058248623787786755e+02,-5.115458296304997710e-03,1.521632758615033484e-02
5.991198239647929746e+00,1.857147766852950799e+00,9.205431057029787034e-01,3.058258332922982845e+02,-5.110562614501934497e-03,-1.047613868016871452e-01
5.993198639727945753e+00,1.857137548579808062e+00,9.205482057844647237e-01,3.058268030833577882e+02,-5.105669560566905574e-03,2.153785472598544054e-02
5.995199039807961761e+00,1.857127340091381917e+00,9.205533065505355772e-01,3.058277717532252495e+02,-5.100779139610378543e-03,3.276551014988907801e-02
5.997199439887977768e+00,1.857117141382310210e+00,9.205584079808004638e-01,3.058287393031673105e+02,-5.095891356696857777e-03,5.072276725904456898e-03
5.999199839967993775e+00,1.857106952447505899e+00,9.205635100556329720e-01,3.058297057344543646e+02,-5.091006217850302384e-03,2.949809812932290692e-02
6.001200240048009782e+00,1.857096773282493007e+00,9.205686127580142708e-01,3.058306710483652182e+02,-5.086123731486424937e-03,2.351077799903721066e-02
6.003200640128025789e+00,1.857086603881973996e+00,9.205737160701199517e-01,3.058316352461619658e+02,-5.081243903510612725e-03,-9.028338762191448486e-02
6.005201040208041796e+00,1.857076444240580049e+00,9.205788199740508881e-01,3.058325983291043713e+02,-5.076366739585336241e-03,-1.557096580201482693e-02
6.007201440288057803e+00,1.857066294352933911e+00,9.205839244519500308e-01,3.058335602984507204e+02,-5.071492245340314398e-03,-2.001154071965614845e-02
6.009201840368073810e+00,1.857056154213649446e+00,9.205890294860018530e-01,3.058345211554582193e+02,-5.066620426374068842e-03,-6.608864219273215268e-02
6.011202240448089817e+00,1.857046023817332747e+00,9.205941350584324612e-01,3.058354809013827662e+02,-5.061751288253923953e-03,-7.707228829445047363e-03
6.013202640528105825e+00,1.857035903158581025e+00,9.205992411515097062e-01,3.058364395374788955e+02,-5.056884836511232884e-03,-4.616660652768626166e-02
6.015203040608121832e+00,1.857025792231982830e+00,9.206043477475429615e-01,3.058373970649999478e+02,-5.052021076647039699e-03,-9.538165725400199468e-03
6.017203440688137839e+00,1.857015691032118720e+00,9.206094548288834556e-01,3.058383534851979562e+02,-5.047160014129969952e-03,-4.868634001030924807e-02
6.019203840768153846e+00,1.857005599553560593e+00,9.206145623779238285e-01,3.058393087993238169e+02,-5.042301654398340105e-03,4.700519101385786103e-02
6.021204240848169853e+00,1.856995517790871464e+00,9.206196703770985756e-01,3.058402630086268914e+02,-5.037446002850831661e-03,1.054981917357282611e-01
6.023204640928185860e+00,1.856985445738606799e+00,9.206247788088839368e-01,3.058412161143555750e+02,-5.032593064863699617e-03,-3.412719726865810072e-02
6.025205041008201867e+00,1.856975383391312961e+00,9.206298876557974520e-01,3.058421681177567848e+02,-5.027742845773786051e-03,-3.464950999284003696e-03
6.027205441088217874e+00,1.856965330743527653e+00,9.206349969003987388e-01,3.058431190200762444e+02,-5.022895350886180665e-03,-2.840853395529743461e-03
6.029205841168233881e+00,1.856955287789780806e+00,9.206401065252887150e-01,3.058440688225584267e+02,-5.018050585477329406e-03,1.676267843266165958e-02
6.031206241248249889e+00,1.856945254524593469e+00,9.206452165131102650e-01,3.058450175264464406e+02,-5.013208554787040860e-03,-1.417961329762243254e-02
6.033206641328265896e+00,1.856935230942478032e+00,9.206503268465475731e-01,3.058459651329822577e+02,-5.008369264024925549e-03,-1.171581024211486854e-01
6.035207041408281903e+00,1.856925217037938891e+00,9.206554375083270125e-01,3.058469116434064858e+02,-5.003532718367065257e-03,1.205778395712213055e-02
6.037207441488297910e+00,1.856915212805471782e+00,9.206605484812160345e-01,3.058478570589585388e+02,-4.998698922961009039e-03,-1.213398962645069121e-02
6.039207841568313917e+00,1.856905218239563782e+00,9.206656597480241677e-01,3.058488013808765231e+02,-4.993867882916336320e-03,-5.949276943192313705e-02
6.041208241648329924e+00,1.856895233334693973e+00,9.206707712916023523e-01,3.058497446103971811e+02,-4.989039603311762328e-03,-1.579953798952008978e-02
6.043208641728345931e+00,1.856885258085332335e+00,9.206758830948434946e-01,3.058506867487561749e+02,-4.984214089196692399e-03,-3.123187965012299075e-02
6.045209041808361938e+00,1.856875292485940854e+00,9.206809951406816905e-01,3.058516277971878026e+02,-4.979391345585892914e-03,5.963241791680055914e-03
6.047209441888377945e+00,1.856865336530973076e+00,9.206861074120931132e-01,3.058525677569250547e+02,-4.974571377460490496e-03,-2.188041181868618373e-02
6.049209841968393953e+00,1.856855390214873891e+00,9.206912198920953472e-01,3.058535066291996714e+02,-4.969754189771857789e-03,-2.000208830010494557e-02
6.051210242048409960e+00,1.856845453532079748e+00,9.206963325637479434e-01,3.058544444152421420e+02,-4.964939787436395413e-03,-6.449162246579282637e-04
6.053210642128425967e+00,1.856835526477018661e+00,9.207014454101516421e-01,3.058553811162817624e+02,-4.960128175340750012e-03,6.277383400848216694e-03
6.055211042208441974e+00,1.856825609044110204e+00,9.207065584144492609e-01,3.058563167335464072e+02,-4.955319358337262337e-03,-5.237055965351412531e-03
6.057211442288457981e+00,1.856815701227765514e+00,9.207116715598251400e-01,3.058572512682628144e+02,-4.950513341246853827e-03,5.265776730670104766e-02
6.059211842368473988e+00,1.856805803022387291e+00,9.207167848295052526e-01,3.058581847216564142e+02,-4.945710128859581722e-03,6.128749705131962544e-03
6.061212242448489995e+00,1.856795914422369354e+00,9.207218982067572055e-01,3.058591170949512730e+02,-4.940909725927089546e-03,-4.457853918461091719e-02
6.063212642528506002e+00,1.856786035422097747e+00,9.207270116748902389e-01,3.058600483893703199e+02,-4.936112137175707737e-03,8.053076763934362281e-02
6.065213042608522009e+00,1.856776166015949636e+00,9.207321252172554482e-01,3.058609786061352338e+02,-4.931317367297904930e-03,-3.724864586534832461e-05
6.067213442688538017e+00,1.856766306198293970e+00,9.207372388172453403e-01,3.058619077464662155e+02,-4.926525420949956491e-03,7.239848100423208754e-02
6.069213842768554024e+00,1.856756455963490593e+00,9.207423524582943886e-01,3.058628358115824426e+02,-4.921736302758161763e-03,-5.931529681574872204e-02
6.071214242848570031e+00,1.856746615305892023e+00,9.207474661238782554e-01,3.058637628027016717e+02,-4.916950017318844068e-03,2.219949485574904124e-02
6.073214642928586038e+00,1.856736784219841230e+00,9.207525797975147919e-01,3.058646887210404088e+02,-4.912166569191356302e-03,8.023875610193201280e-02
6.075215043008602045e+00,1.856726962699673189e+00,9.207576934627632603e-01,3.058656135678140231e+02,-4.907385962907295784e-03,5.770933716044376882e-02
6.077215443088618052e+00,1.856717150739714439e+00,9.207628071032243344e-01,3.058665373442364626e+02,-4.902608202962399631e-03,-1.383227912632829012e-03
6.079215843168634059e+00,1.856707348334282859e+00,9.207679207025408763e-01,3.058674600515204247e+02,-4.897833293820208489e-03,-3.533187131387420521e-02
6.081216243248650066e+00,1.856697555477688333e+00,9.207730342443970484e-01,3.058683816908773565e+02,-4.893061239914953120e-03,-3.625180528441040301e-02
6.083216643328666073e+00,1.856687772164231864e+00,9.207781477125186465e-01,3.058693022635175680e+02,-4.888292045647446571e-03,-1.527304557828494669e-02
6.085217043408682080e+00,1.856677998388205797e+00,9.207832610906734327e-01,3.058702217706498345e+02,-4.883525715382086574e-03,-5.466202092652422406e-02
6.087217443488698088e+00,1.856668234143894480e+00,9.207883743626704698e-01,3.058711402134819082e+02,-4.878762253457291642e-03,-4.340979808200300799e-02
6.089217843568714095e+00,1.856658479425573827e+00,9.207934875123607865e-01,3.058720575932201768e+02,-4.874001664175398041e-03,-5.587243691326840289e-02
6.091218243648730102e+00,1.856648734227510644e+00,9.207986005236367122e-01,3.058729739110696642e+02,-4.869243951804769210e-03,-5.612528443570167364e-02
6.093218643728746109e+00,1.856638998543964192e+00,9.208037133804327645e-01,3.058738891682343137e+02,-4.864489120585235860e-03,5.888728597785858332e-03
6.095219043808762116e+00,1.856629272369184402e+00,9.208088260667245395e-01,3.058748033659166481e+02,-4.859737174722544850e-03,-9.455990424876144218e-02
6.097219443888778123e+00,1.856619555697413215e+00,9.208139385665297105e-01,3.058757165053180529e+02,-4.854988118391245777e-03,2.183748386301719024e-03
6.099219843968794130e+00,1.856609848522884132e+00,9.208190508639074734e-01,3.058766285876384927e+02,-4.850241955731582344e-03,2.845329593076040969e-02
6.101220244048810137e+00,1.856600150839822216e+00,9.208241629429585462e-01,3.058775396140767384e+02,-4.845498690851379742e-03,-5.326514107078838406e-02
6.103220644128826144e+00,1.856590462642443651e+00,9.208292747878256135e-01,3.058784495858303671e+02,-4.840758327830818608e-03,-5.167632069746023321e-02
6.105221044208842152e+00,1.856580783924956624e+00,9.208343863826926601e-01,3.058793585040955918e+02,-4.836020870711443820e-03,-4.895917450585066284e-03
6.107221444288858159e+00,1.856571114681560664e+00,9.208394977117856373e-01,3.058802663700673179e+02,-4.831286323504713209e-03,-8.155678619330839624e-03
6.109221844368874166e+00,1.856561454906446862e+00,9.208446087593721296e-01,3.058811731849393141e+02,-4.826554690192441655e-03,4.159582530792617361e-02
6.111222244448890173e+00,1.856551804593797650e+00,9.208497195097611332e-01,3.058820789499039847e+02,-4.821825974719917696e-03,-1.058109981198215171e-01
6.113222644528906180e+00,1.856542163737787465e+00,9.208548299473033882e-01,3.058829836661524837e+02,-4.817100181003564074e-03,-9.463966200857504979e-03
6.115223044608922187e+00,1.856532532332581864e+00,9.208599400563916015e-01,3.058838873348747143e+02,-4.812377312924609463e-03,6.431731124425715818e-02
6.117223444688938194e+00,1.856522910372338186e+00,9.208650498214597802e-01,3.058847899572592723e+02,-4.807657374334750600e-03,-1.712924061520613040e-03
6.119223844768954201e+00,1.856513297851205113e+00,9.208701592269836755e-01,3.058856915344935601e+02,-4.802940369051489355e-03,8.271745675445409118e-02
6.121224244848970208e+00,1.856503694763322887e+00,9.208752682574807835e-01,3.058865920677636723e+02,-4.798226300861352378e-03,1.034463349355213418e-01
