S,g,g_noisy
2.250611383713152058e+00,7.154683553990640599e-01,7.092821176597398081e-01
2.254069621975441251e+00,7.162503237387651822e-01,7.172973142426963822e-01
2.257533174087986705e+00,7.170327091640611439e-01,7.355829622344042251e-01
2.261002048215929427e+00,7.178155104930653563e-01,7.231536235738059704e-01
2.264476252536959056e+00,7.185987265378347422e-01,7.071660556993321078e-01
2.267955795241327621e+00,7.193823561043706238e-01,7.066535535978241134e-01
2.271440684531874421e+00,7.201663979926244963e-01,7.161937501570818654e-01
2.274930928624040227e+00,7.209508509964936973e-01,7.424769406046703990e-01
2.278426535745893933e+00,7.217357139038279579e-01,7.041754051823346794e-01
2.281927514138143653e+00,7.225209854964302902e-01,7.287254516311468810e-01
2.285433872054162041e+00,7.233066645500583203e-01,7.269256559933608974e-01
2.288945617760000939e+00,7.240927498344270630e-01,7.126989332219069162e-01
2.292462759534418026e+00,7.248792401132131413e-01,7.189108765838102544e-01
2.295985305668889254e+00,7.256661341440546753e-01,7.253743190388070028e-01
2.299513264467630158e+00,7.264534306785548345e-01,7.256338408456013411e-01
2.303046644247617181e+00,7.272411284622857242e-01,7.041215474867317248e-01
2.306585453338608982e+00,7.280292262347904941e-01,7.329342609357714089e-01
2.310129700083160209e+00,7.288177227295856708e-01,7.298117787243471044e-01
2.313679392836645921e+00,7.296066166741662640e-01,7.504294725806683886e-01
2.317234539967277573e+00,7.303959067900066549e-01,7.321228601881353271e-01
2.320795149856130113e+00,7.311855917925671466e-01,7.240945983446834822e-01
2.324361230897151742e+00,7.319756703912934093e-01,7.301922017094396589e-01
2.327932791497190124e+00,7.327661412896233628e-01,7.380862489076243094e-01
2.331509840076012807e+00,7.335570031849911743e-01,7.376458787926870597e-01
2.335092385066322329e+00,7.343482547688277018e-01,7.217826686574319028e-01
2.338680434913778861e+00,7.351398947265682660e-01,7.528660937107745088e-01
2.342273998077020192e+00,7.359319217376552036e-01,7.478630587444931033e-01
2.345873083027684380e+00,7.367243344755415313e-01,7.179787374421789936e-01
2.349477698250422630e+00,7.375171316076962746e-01,7.178529100582470290e-01
2.353087852242925493e+00,7.383103117956091310e-01,7.340992935178296541e-01
2.356703553515939742e+00,7.391038736947933563e-01,7.384387541754759976e-01
2.360324810593292355e+00,7.398978159547943134e-01,7.316346398557720399e-01
2.363951632011905168e+00,7.406921372191881403e-01,7.582772129447251652e-01
2.367584026321817969e+00,7.414868361255932960e-01,7.334728944794168815e-01
2.371222002086207592e+00,7.422819113056713380e-01,7.489656143439992197e-01
2.374865567881412787e+00,7.430773613851339165e-01,7.420416897512991383e-01
2.378514732296946210e+00,7.438731849837477705e-01,7.204176525485900262e-01
2.382169503935520627e+00,7.446693807153395017e-01,7.412604131917203132e-01
2.385829891413066228e+00,7.454659471878014587e-01,7.493550237778403567e-01
2.389495903358756390e+00,7.462628830030986204e-01,7.460942286949193702e-01
2.393167548415018775e+00,7.470601867572720378e-01,7.318677408987105393e-01
2.396844835237562421e+00,7.478578570404477155e-01,7.507171910436294393e-01
2.400527772495399059e+00,7.486558924368389434e-01,7.369902107123970092e-01
2.404216368870858211e+00,7.494542915247560666e-01,7.419799718356776541e-01
2.407910633059611172e+00,7.502530528766100382e-01,7.525320839767080106e-01
2.411610573770689658e+00,7.510521750589203016e-01,7.400837653829066554e-01
2.415316199726511126e+00,7.518516566323205641e-01,7.415750654042265744e-01
2.419027519662892534e+00,7.526514961515650137e-01,7.416211313747419487e-01
2.422744542329074324e+00,7.534516921655367572e-01,7.663678503031715605e-01
2.426467276487740410e+00,7.542522432172527047e-01,7.545128466918958887e-01
2.430195730915043040e+00,7.550531478438710087e-01,7.541475405558710765e-01
2.433929914400615235e+00,7.558544045766990571e-01,7.612557168769632510e-01
2.437669835747597435e+00,7.566560119411989138e-01,7.686141279627033418e-01
2.441415503772656148e+00,7.574579684569955340e-01,7.669302966828213108e-01
2.445166927306008819e+00,7.582602726378850910e-01,7.646271098442037895e-01
2.448924115191437156e+00,7.590629229918408605e-01,7.529714561161759967e-01
2.452687076286312884e+00,7.598659180210203257e-01,7.600800627161039547e-01
2.456455819461618173e+00,7.606692562217753917e-01,7.698022609962092977e-01
2.460230353601967845e+00,7.614729360846586026e-01,7.625686265589355362e-01
2.464010687605626249e+00,7.622769560944300249e-01,7.599093493914044206e-01
2.467796830384529905e+00,7.630813147300672394e-01,7.678540437926255624e-01
2.471588790864313712e+00,7.638860104647726690e-01,7.552474316961217404e-01
2.475386577984323377e+00,7.646910417659809056e-01,7.616558061757360276e-01
2.479190200697640734e+00,7.654964070953684807e-01,7.521230785676763508e-01
2.482999667971105495e+00,7.663021049088615255e-01,7.642021076482377051e-01
2.486814988785337910e+00,7.671081336566453190e-01,7.613329667400888789e-01
2.490636172134754300e+00,7.679144917831703943e-01,7.569587844772464047e-01
2.494463227027592822e+00,7.687211777271638624e-01,7.797088420226833128e-01
2.498296162485932559e+00,7.695281899216372956e-01,7.829599482212876715e-01
2.502134987545719280e+00,7.703355267938964968e-01,7.734973540277642057e-01
2.505979711256779208e+00,7.711431867655484940e-01,7.940917717950651822e-01
2.509830342682845661e+00,7.719511682525134200e-01,7.778944347463321307e-01
2.513686890901577708e+00,7.727594696650310624e-01,7.749841819353403549e-01
2.517549365004587258e+00,7.735680894076719660e-01,7.713675612127200987e-01
2.521417774097451936e+00,7.743770258793472028e-01,7.680794120998567509e-01
2.525292127299740841e+00,7.751862774733160322e-01,7.879808520603248656e-01
2.529172433745039861e+00,7.759958425771987800e-01,7.765592832904392173e-01
2.533058702580965438e+00,7.768057195729813902e-01,7.540725306858034882e-01
2.536950942969192102e+00,7.776159068370314120e-01,7.752032917860444128e-01
2.540849164085468903e+00,7.784264027401031072e-01,7.624737924697880809e-01
2.544753375119649608e+00,7.792372056473504394e-01,7.932697074521154468e-01
2.548663585275704691e+00,7.800483139183359560e-01,7.706923701273372673e-01
2.552579803771748423e+00,7.808597259070408914e-01,7.852000341422867846e-01
2.556502039840057527e+00,7.816714399618749365e-01,7.807317899784326221e-01
2.560430302727099594e+00,7.824834544256902280e-01,7.726794854363430165e-01
2.564364601693546408e+00,7.832957676357867882e-01,7.814132752974404239e-01
2.568304946014299706e+00,7.841083779239271800e-01,7.915060116684433655e-01
2.572251344978512044e+00,7.849212836163432794e-01,7.992141736354020365e-01
2.576203807889613895e+00,7.857344830337529284e-01,7.867900316975184882e-01
2.580162344065326074e+00,7.865479744913637106e-01,7.709914465682559115e-01
2.584126962837689945e+00,7.873617562988897145e-01,8.079798372870915513e-01
2.588097673553082956e+00,7.881758267605594170e-01,8.034263089277066117e-01
2.592074485572249287e+00,7.889901841751284506e-01,7.964189799018390747e-01
2.596057408270311839e+00,7.898048268358899282e-01,7.843078630708109067e-01
2.600046451036800210e+00,7.906197530306853238e-01,8.014161416819967076e-01
2.604041623275674233e+00,7.914349610419176839e-01,7.920356170365114856e-01
2.608042934405340851e+00,7.922504491465615084e-01,7.926522439238513629e-01
2.612050393858679431e+00,7.930662156161751852e-01,7.881534739903269804e-01
2.616064011083063967e+00,7.938822587169110934e-01,7.961476349583019863e-01
2.620083795540387506e+00,7.946985767095307018e-01,7.864890270967881403e-01
2.624109756707078134e+00,7.955151678494121192e-01,8.047608266586750991e-01
2.628141904074127844e+00,7.963320303865659699e-01,7.962642588938122490e-01
2.632180247147109409e+00,7.971491625656434987e-01,7.853357158019728113e-01
2.636224795446206581e+00,7.979665626259526690e-01,7.925228230473985169e-01
2.640275558506227416e+00,7.987842288014674885e-01,7.952853497118030912e-01
2.644332545876632246e+00,7.996021593208413325e-01,7.767442853535434510e-01
2.648395767121553224e+00,8.004203524074183784e-01,7.816379997264000234e-01
2.652465231819822744e+00,8.012388062792477061e-01,7.968435393996506910e-01
2.656540949564988097e+00,8.020575191490935119e-01,8.049596195582612301e-01
2.660622929965339001e+00,8.028764892244495410e-01,7.875509998820113822e-01
2.664711182643927589e+00,8.036957147075503016e-01,8.032118396588296960e-01
2.668805717238596387e+00,8.045151937953846089e-01,8.012095466003170685e-01
2.672906543401993851e+00,8.053349246797087968e-01,8.008717628006252198e-01
2.677013670801599687e+00,8.061549055470572656e-01,7.898216861515826581e-01
2.681127109119752827e+00,8.069751345787583574e-01,8.073297653135945717e-01
2.685246868053665636e+00,8.077956099509454591e-01,8.084949739558840998e-01
2.689372957315453228e+00,8.086163298345697692e-01,8.227704711314050012e-01
2.693505386632151666e+00,8.094372923954145094e-01,8.015417302817042788e-01
2.697644165745747280e+00,8.102584957941074695e-01,8.195565894741527746e-01
2.701789304413193094e+00,8.110799381861348856e-01,8.201558940514867002e-01
2.705940812406434581e+00,8.119016177218529862e-01,8.089959147585064070e-01
2.710098699512431430e+00,8.127235325465042015e-01,8.237770452567220181e-01
2.714262975533186406e+00,8.135456808002277107e-01,8.044250030859420031e-01
2.718433650285758230e+00,8.143680606180735415e-01,8.270807263408677112e-01
2.722610733602293553e+00,8.151906701300187796e-01,8.111462307243273440e-01
2.726794235330044280e+00,8.160135074609764505e-01,8.059341277025384720e-01
2.730984165331398206e+00,8.168365707308143930e-01,8.144164980731418702e-01
2.735180533483892340e+00,8.176598580543641415e-01,8.328283120635615600e-01
2.739383349680243995e+00,8.184833675414376897e-01,8.156883429172163691e-01
2.743592623828368549e+00,8.193070972968403698e-01,8.071600707696360288e-01
2.747808365851411416e+00,8.201310454203858402e-01,8.250748746984911675e-01
2.752030585687760045e+00,8.209552100069069658e-01,8.307890956190864262e-01
2.756259293291073664e+00,8.217795891462733593e-01,8.266237752154691476e-01
2.760494498630310378e+00,8.226041809234037050e-01,8.187490487807539408e-01
2.764736211689742706e+00,8.234289834182799694e-01,8.194362383364215408e-01
2.768984442468984231e+00,8.242539947059603911e-01,8.209820128888194457e-01
2.773239200983014463e+00,8.250792128565963557e-01,8.453675725463557500e-01
2.777500497262204604e+00,8.259046359354442757e-01,8.071584719527872265e-01
2.781768341352334417e+00,8.267302620028805782e-01,8.392758196105000179e-01
2.786042743314621539e+00,8.275560891144166931e-01,8.463663223618103082e-01
2.790323713225741908e+00,8.283821153207127086e-01,8.435935982508170339e-01
2.794611261177858630e+00,8.292083386675905832e-01,8.319451216961065709e-01
2.798905397278638851e+00,8.300347571960516868e-01,8.315743183336656852e-01
2.803206131651281741e+00,8.308613689422882365e-01,8.073241038542874337e-01
2.807513474434540690e+00,8.316881719376992832e-01,8.375385458943190864e-01
2.811827435782751294e+00,8.325151642089050341e-01,8.196580549088648970e-01
2.816148025865849558e+00,8.333423437777618403e-01,8.370678740611998681e-01
2.820475254869397652e+00,8.341697086613755197e-01,8.187815332926192680e-01
2.824809132994608785e+00,8.349972568721173438e-01,8.429054967730066350e-01
2.829149670458375176e+00,8.358249864176390265e-01,8.566853636419040630e-01
2.833496877493283161e+00,8.366528953008856018e-01,8.548495737913869297e-01
2.837850764347642940e+00,8.374809815201113006e-01,8.525353904810710759e-01
2.842211341285515669e+00,8.383092430688952046e-01,8.349103908012611708e-01
2.846578618586730780e+00,8.391376779361547911e-01,8.512781671375990733e-01
2.850952606546913071e+00,8.399662841061608098e-01,8.411461642310478215e-01
2.855333315477507572e+00,8.407950595585520492e-01,8.403459562880646327e-01
2.859720755705807971e+00,8.416240022683528776e-01,8.482422442087772518e-01
2.864114937574970821e+00,8.424531102059839016e-01,8.510408567849352401e-01
2.868515871444048848e+00,8.432823813372800625e-01,8.583613554356889219e-01
2.872923567688010049e+00,8.441118136235034042e-01,8.527373239941860028e-01
2.877338036697768331e+00,8.449414050213608363e-01,8.395886992418332140e-01
2.881759288880200387e+00,8.457711534830164579e-01,8.166715378945432757e-01
2.886187334658175008e+00,8.466010569561081001e-01,8.578049867911941018e-01
2.890622184470575284e+00,8.474311133837613141e-01,8.465926585254157644e-01
2.895063848772328363e+00,8.482613207046055814e-01,8.527567818611363482e-01
2.899512338034422765e+00,8.490916768527887459e-01,8.707193593570193846e-01
2.903967662743936362e+00,8.499221797579924464e-01,8.415631770891597307e-01
2.908429833404061693e+00,8.507528273454465495e-01,8.624761521860727642e-01
2.912898860534132606e+00,8.515836175359451365e-01,8.473540272762558612e-01
2.917374754669644688e+00,8.524145482458606038e-01,8.322972359509881457e-01
2.921857526362279689e+00,8.532456173871595384e-01,8.473488795725695466e-01
2.926347186179938831e+00,8.540768228674187057e-01,8.492057633872208688e-01
2.930843744706757459e+00,8.549081625898379277e-01,8.671630379821112511e-01
2.935347212543134354e+00,8.557396344532568477e-01,8.653031943856571706e-01
2.939857600305756158e+00,8.565712363521694739e-01,8.516748638055547937e-01
2.944374918627627125e+00,8.574029661767412769e-01,8.556367721619980715e-01
2.948899178158085554e+00,8.582348218128204032e-01,8.740185007597545130e-01
2.953430389562834879e+00,8.590668011419563266e-01,8.520591510371015032e-01
2.957968563523965422e+00,8.598989020414129492e-01,8.528056415367106791e-01
2.962513710739985484e+00,8.607311223841864756e-01,8.434038108764800867e-01
2.967065841925838665e+00,8.615634600390165154e-01,8.691778363373031668e-01
2.971624967812934504e+00,8.623959128704047350e-01,8.551008495006690024e-01
2.976191099149170238e+00,8.632284787386281799e-01,8.599544420452222004e-01
2.980764246698962339e+00,8.640611554997547072e-01,8.624151891601197217e-01
2.985344421243263824e+00,8.648939410056587507e-01,8.707229253869014363e-01
2.989931633579593129e+00,8.657268331040363085e-01,8.670534768806882342e-01
2.994525894522063858e+00,8.665598296384187105e-01,8.623960416699110176e-01
2.999127214901402994e+00,8.673929284481896040e-01,8.433891838870837265e-01
3.003735605564980649e+00,8.682261273685988323e-01,8.718286196268872912e-01
3.008351077376832716e+00,8.690594242307770889e-01,8.615927065364764603e-01
3.012973641217694176e+00,8.698928168617536816e-01,8.783416629939859721e-01
3.017603307985013750e+00,8.707263030844671903e-01,8.695320859264822344e-01
3.022240088592986318e+00,8.715598807177851182e-01,8.775179445010854451e-01
3.026883993972576903e+00,8.723935475765146608e-01,8.667217601352280587e-01
3.031535035071549977e+00,8.732273014714208026e-01,8.964942688406252191e-01
3.036193222854488560e+00,8.740611402092399729e-01,8.616257664607408495e-01
3.040858568302823972e+00,8.748950615926948116e-01,8.797717072967864427e-01
3.045531082414861146e+00,8.757290634205091573e-01,8.758831938362456881e-01
3.050210776205808827e+00,8.765631434874241457e-01,8.661393130188339562e-01
3.054897660707796003e+00,8.773972995842107547e-01,8.740357756284923285e-01
3.059591746969906545e+00,8.782315294976862363e-01,8.671357260653597132e-01
3.064293046058199632e+00,8.790658310107291040e-01,8.600860241587235944e-01
3.069001569055742618e+00,8.799002019022932330e-01,8.899107696396139078e-01
3.073717327062628346e+00,8.807346399474212939e-01,8.689198595169017603e-01
3.078440331196006685e+00,8.815691429172624050e-01,8.749904248787201411e-01
3.083170592590113834e+00,8.824037085790849000e-01,8.747464613478921347e-01
3.087908122396290089e+00,8.832383346962902060e-01,8.664817435944520696e-01
3.092652931783011372e+00,8.840730190284293855e-01,8.980564605900455133e-01
3.097405031935914543e+00,8.849077593312163481e-01,8.763778679323724896e-01
3.102164434057828490e+00,8.857425533565423947e-01,8.892722351172362982e-01
3.106931149368791001e+00,8.865773988524914273e-01,8.848423975294186228e-01
3.111705189106081626e+00,8.874122935633537157e-01,8.897407231405872752e-01
3.116486564524245662e+00,8.882472352296393314e-01,8.986894362659535451e-01
3.121275286895127454e+00,8.890822215880960222e-01,8.955414576088422951e-01
3.126071367507885057e+00,8.899172503717177607e-01,8.810508762722079057e-01
3.130874817669026200e+00,8.907523193097650616e-01,8.836390595184197005e-01
3.135685648702428718e+00,8.915874261277738633e-01,8.829673986057663404e-01
3.140503871949377412e+00,8.924225685475739578e-01,8.934910920325438433e-01
3.145329498768577370e+00,8.932577442872996487e-01,8.930517060444659316e-01
3.150162540536189049e+00,8.940929510614059605e-01,8.834864966588265034e-01
3.155003008645852702e+00,8.949281865806815173e-01,8.882544617576645374e-01
3.159850914508719022e+00,8.957634485522626422e-01,8.915026961134067118e-01
3.164706269553469120e+00,8.965987346796479018e-01,8.775860323860149581e-01
3.169569085226344729e+00,8.974340426627100964e-01,9.079678720651775947e-01
3.174439372991180619e+00,8.982693701977122469e-01,8.911687904958175421e-01
3.179317144329421918e+00,8.991047149773194747e-01,8.925303869366197906e-01
3.184202410740156974e+00,8.999400746906132120e-01,9.078778562260814144e-01
3.189095183740142225e+00,9.007754470231046362e-01,8.926647840214209095e-01
3.193995474863835504e+00,9.016108296567493241e-01,8.885716264356232630e-01
3.198903295663412472e+00,9.024462202699574664e-01,9.078059169079502055e-01
3.203818657708802586e+00,9.032816165376110762e-01,9.024150886638661051e-01
3.208741572587710422e+00,9.041170161310734255e-01,9.027043236980411001e-01
3.213672051905651639e+00,9.049524167182071421e-01,8.986531018894051703e-01
3.218610107285969413e+00,9.057878159633807602e-01,9.059119223012925826e-01
3.223555750369869521e+00,9.066232115274881487e-01,8.825415819267428130e-01
3.228508992816442102e+00,9.074586010679565051e-01,9.008388005101127805e-01
3.233469846302698958e+00,9.082939822387631201e-01,9.105182061127436999e-01
3.238438322523588653e+00,9.091293526904449251e-01,9.017723361770544344e-01
3.243414433192031598e+00,9.099647100701138136e-01,9.083720692340677694e-01
3.248398190038945366e+00,9.108000520214664109e-01,9.272711959751058775e-01
3.253389604813276215e+00,9.116353761848003945e-01,9.147858655266329908e-01
3.258388689282020412e+00,9.124706801970239312e-01,9.254224333974254701e-01
3.263395455230253983e+00,9.133059616916674450e-01,9.300197721797398565e-01
3.268409914461166910e+00,9.141412182989012702e-01,9.126326392511604491e-01
3.273432078796080447e+00,9.149764476455398698e-01,8.946866030741016385e-01
3.278461960074482651e+00,9.158116473550603764e-01,9.150435794331169825e-01
3.283499570154051472e+00,9.166468150476116961e-01,9.089866852684678200e-01
3.288544920910689839e+00,9.174819483400276088e-01,9.078183604058772671e-01
3.293598024238545641e+00,9.183170448458377599e-01,9.269595353805902826e-01
3.298658892050041924e+00,9.191521021752793175e-01,9.120562939051118923e-01
3.303727536275907095e+00,9.199871179353092954e-01,9.184110153808269228e-01
3.308803968865206002e+00,9.208220897296173213e-01,9.326118495115409690e-01
3.313888201785358145e+00,9.216570151586325199e-01,9.155743995776689514e-01
3.318980247022175423e+00,9.224918918195411655e-01,9.149915571028043315e-01
3.324080116579883448e+00,9.233267173062921218e-01,9.286667373297314843e-01
3.329187822481159742e+00,9.241614892096128298e-01,9.169142627021789060e-01
3.334303376767149718e+00,9.249962051170161903e-01,9.205483141820589577e-01
3.339426791497502656e+00,9.258308626128151086e-01,9.149878476652154591e-01
3.344558078750397012e+00,9.266654592781298216e-01,9.353587175973880896e-01
3.349697250622575506e+00,9.274999926909028858e-01,9.176525931713036544e-01
3.354844319229362881e+00,9.283344604259059496e-01,9.174549459103725768e-01
3.359999296704700100e+00,9.291688600547499677e-01,9.149814627810176626e-01
3.365162195201178097e+00,9.300031891459016320e-01,9.406651702915125313e-01
3.370333026890055983e+00,9.308374452646854813e-01,9.309194569394082519e-01
3.375511803961297463e+00,9.316716259732999994e-01,9.311067484365120883e-01
3.380698538623593485e+00,9.325057288308247205e-01,9.395786554755847231e-01
3.385893243104402206e+00,9.333397513932322198e-01,9.226177700580233676e-01
3.391095929649962759e+00,9.341736912133955517e-01,9.373322470525841110e-01
3.396306610525334779e+00,9.350075458410995743e-01,9.199793135720077952e-01
3.401525298014421939e+00,9.358413128230507194e-01,9.382401930991437489e-01
3.406752004420007474e+00,9.366749897028860961e-01,9.279724930849176934e-01
3.411986742063775502e+00,9.375085740211819285e-01,9.244089358911186105e-01
3.417229523286342996e+00,9.383420633154631041e-01,9.489431205012047732e-01
3.422480360447289094e+00,9.391754551202143864e-01,9.496289354484571676e-01
3.427739265925188850e+00,9.400087469668864104e-01,9.461180886325776251e-01
3.433006252117632329e+00,9.408419363839068961e-01,9.445367189561233445e-01
3.438281331441260580e+00,9.416750208966868652e-01,9.480069148759203701e-01
3.443564516331798053e+00,9.425079980276317437e-01,9.423966860776435972e-01
3.448855819244072585e+00,9.433408652961488006e-01,9.521388113839085454e-01
3.454155252652052255e+00,9.441736202186546967e-01,9.394349342968727479e-01
3.459462829048869370e+00,9.450062603085845891e-01,9.566003583344960814e-01
3.464778560946859987e+00,9.458387830764013460e-01,9.452271311482189908e-01
3.470102460877578565e+00,9.466711860296002090e-01,9.547194101295307656e-01
3.475434541391839716e+00,9.475034666727197852e-01,9.551811157437400945e-01
3.480774815059739513e+00,9.483356225073472645e-01,9.323989740199052356e-01
3.486123294470695022e+00,9.491676510321290783e-01,9.590235778179668769e-01
3.491479992233462948e+00,9.499995497427743407e-01,9.471943539168969917e-01
3.496844920976175608e+00,9.508313161320649520e-01,9.546710495326174994e-01
3.502218093346367578e+00,9.516629476898609274e-01,9.739858311309871342e-01
3.507599522011013438e+00,9.524944419031107223e-01,9.467898391502793665e-01
3.512989219656545092e+00,9.533257962558518983e-01,9.588659223840774182e-01
3.518387198988890852e+00,9.541570082292238908e-01,9.753025488502524709e-01
3.523793472733500742e+00,9.549880753014705626e-01,9.376899455188587584e-01
3.529208053635382925e+00,9.558189949479494185e-01,9.623484677964005973e-01
3.534630954459124563e+00,9.566497646411354916e-01,9.691608223193537430e-01
3.540062187988927356e+00,9.574803818506281150e-01,9.677886698619025951e-01
3.545501767028640838e+00,9.583108440431580277e-01,9.436465433001055558e-01
3.550949704401783702e+00,9.591411486825914823e-01,9.469671092099238852e-01
3.556406012951581985e+00,9.599712932299360180e-01,9.615209945964241500e-01
3.561870705540992610e+00,9.608012751433475662e-01,9.459152865045358238e-01
3.567343795052743793e+00,9.616310918781336703e-01,9.625879819732936493e-01
3.572825294389354145e+00,9.624607408867595915e-01,9.645129099338748402e-01
3.578315216473169080e+00,9.632902196188539712e-01,9.690454272989738049e-01
3.583813574246388356e+00,9.641195255212118287e-01,9.528121057089176116e-01
3.589320380671104260e+00,9.649486560378019995e-01,9.732242074167136714e-01
3.594835648729320710e+00,9.657776086097673574e-01,9.570220109669622666e-01
3.600359391422990996e+00,9.666063806754344734e-01,9.677687018060828761e-01
3.605891621774045763e+00,9.674349696703121726e-01,9.631574019860845715e-01
3.611432352824429426e+00,9.682633730271013039e-01,9.792291190894727437e-01
3.616981597636122370e+00,9.690915881756944072e-01,9.533318862426137796e-01
3.622539369291175593e+00,9.699196125431801541e-01,9.743660618499443427e-01
3.628105680891740903e+00,9.707474435538475666e-01,9.733380365409008972e-01
3.633680545560108666e+00,9.715750786291900143e-01,9.676412355778586383e-01
3.639263976438726012e+00,9.724025151879072126e-01,9.783367832595062374e-01
3.644855986690235028e+00,9.732297506459075542e-01,9.922076245051416610e-01
3.650456589497508730e+00,9.740567824163135491e-01,9.691944804828845905e-01
3.656065798063671046e+00,9.748836079094616025e-01,9.777656274517563251e-01
3.661683625612135007e+00,9.757102245329066781e-01,9.897091812087681628e-01
3.667310085386631613e+00,9.765366296914226307e-01,9.897615045330437900e-01
3.672945190651245806e+00,9.773628207870067586e-01,9.598232754035188607e-01
3.678588954690440005e+00,9.781887952188798030e-01,9.735676153446420900e-01
3.684241390809090078e+00,9.790145503834876139e-01,9.649873273465197077e-01
3.689902512332513762e+00,9.798400836745041476e-01,9.836813550092750047e-01
3.695572332606510635e+00,9.806653924828330204e-01,9.921387629601443603e-01
3.701250864997381207e+00,9.814904741966069546e-01,9.708020445531060361e-01
3.706938122891966003e+00,9.823153262011896647e-01,9.982384207186176805e-01
3.712634119697673540e+00,9.831399458791774126e-01,9.867585828784279922e-01
3.718338868842519851e+00,9.839643306104001175e-01,9.858790524731593230e-01
3.724052383775148023e+00,9.847884777719188021e-01,9.912722129958276840e-01
3.729774677964868612e+00,9.856123847380303671e-01,9.784598388682752557e-01
3.735505764901686288e+00,9.864360488802634830e-01,9.805009095029635358e-01
3.741245658096339799e+00,9.872594675673822540e-01,9.668044905732996463e-01
3.746994371080322850e+00,9.880826381653832202e-01,9.840523532710730992e-01
3.752751917405921400e+00,9.889055580374956911e-01,9.890081542573527784e-01
3.758518310646250971e+00,9.897282245441834103e-01,9.946836927244346871e-01
3.764293564395277514e+00,9.905506350431397822e-01,1.003174685424150558e+00
3.770077692267857383e+00,9.913727868892889816e-01,9.861773482898442689e-01
3.775870707899764867e+00,9.921946774347855103e-01,1.007485860371188480e+00
3.781672624947732597e+00,9.930163040290123089e-01,9.826596257179194271e-01
3.787483457089472427e+00,9.938376640185779820e-01,9.838637421432019359e-01
3.793303218023714507e+00,9.946587547473169089e-01,9.861500417628437098e-01
3.799131921470236151e+00,9.954795735562841363e-01,1.000422223396465471e+00
3.804969581169902693e+00,9.963001177837587097e-01,1.005807357067122654e+00
3.810816210884686583e+00,9.971203847652360119e-01,1.004880244593135519e+00
3.816671824397709134e+00,9.979403718334275419e-01,1.008249527673169110e+00
3.822536435513268938e+00,9.987600763182575836e-01,1.005110521639140053e+00
3.828410058056880505e+00,9.995794955468617626e-01,1.007225220879710559e+00
3.834292705875297358e+00,1.000398626843581606e+00,1.006096369703455506e+00
3.840184392836552441e+00,1.001217467529962546e+00,1.001220710425724691e+00
3.846085132829983877e+00,1.002036014924750917e+00,1.009394397420962264e+00
3.851994939766279824e+00,1.002854266343888856e+00,9.947674438261265850e-01
3.857913827577495791e+00,1.003672219100510743e+00,9.993387585498775261e-01
3.863841810217096384e+00,1.004489870504939653e+00,1.001967795511855774e+00
3.869778901659991277e+00,1.005307217864682690e+00,1.006011732383953028e+00
3.875725115902559192e+00,1.006124258484426548e+00,1.009548826695710666e+00
3.881680466962685649e+00,1.006940989666031960e+00,1.003974181185713022e+00
3.887644968879795826e+00,1.007757408708529256e+00,1.007899517497272912e+00
3.893618635714891418e+00,1.008573512908115699e+00,1.012502220215310667e+00
3.899601481550575510e+00,1.009389299558144382e+00,1.011554816522179046e+00
3.905593520491091653e+00,1.010204765949123562e+00,1.010558553565783502e+00
3.911594766662353173e+00,1.011019909368709113e+00,9.943466102411335772e-01
3.917605234211985810e+00,1.011834727101699194e+00,1.014952077420046450e+00
3.923624937309348137e+00,1.012649216430027144e+00,1.031458944547428480e+00
3.929653890145571982e+00,1.013463374632755265e+00,1.003472120963971426e+00
3.935692106933593948e+00,1.014277198986067940e+00,1.020455022655201605e+00
3.941739601908195834e+00,1.015090686763266525e+00,1.010928801435035052e+00
3.947796389326026389e+00,1.015903835234760022e+00,1.002100583662566269e+00
3.953862483465641731e+00,1.016716641668059085e+00,1.018060247334901858e+00
3.959937898627537756e+00,1.017529103327768025e+00,1.012792529224004534e+00
3.966022649134188338e+00,1.018341217475577931e+00,1.003800815827900816e+00
3.972116749330070640e+00,1.019152981370256894e+00,1.035656505628295809e+00
3.978220213581702414e+00,1.019964392267644016e+00,1.012136057534241518e+00
3.984333056277682417e+00,1.020775447420640525e+00,1.038549215061613129e+00
3.990455291828713502e+00,1.021586144079200675e+00,1.029460253469091979e+00
3.996586934667642144e+00,1.022396479490321530e+00,1.034693051802931807e+00
4.002727999249491297e+00,1.023206450898037856e+00,1.016332938469784564e+00
4.008878500051501703e+00,1.024016055543410131e+00,1.024129690565465989e+00
4.015038451573151868e+00,1.024825290664514776e+00,1.023142152089613788e+00
4.021207868336202473e+00,1.025634153496435941e+00,1.001962783633367327e+00
4.027386764884726134e+00,1.026442641271253953e+00,1.025566190935237820e+00
4.033575155785150912e+00,1.027250751218039104e+00,1.038789677217280216e+00
4.039773055626278087e+00,1.028058480562836108e+00,1.017603360828281067e+00
4.045980479019331000e+00,1.028865826528656324e+00,1.030419085023575709e+00
4.052197440597979927e+00,1.029672786335467549e+00,1.011461221556032575e+00
4.058423955018388263e+00,1.030479357200182022e+00,1.004495375037587568e+00
4.064660036959234723e+00,1.031285536336645103e+00,1.036149086544616793e+00
4.070905701121749765e+00,1.032091320955624170e+00,1.030424950033220544e+00
4.077160962229761765e+00,1.032896708264797958e+00,1.017713411946643332e+00
