p,v,F_index,F_index_noisy
4.732387312791164757e-01,8.193831459035311876e-03,3.821473348999531172e-01,3.871420311832172167e-01
3.189100380796430767e-01,4.688760630901036425e-02,7.040535236798364238e-01,7.101657517165101963e-01
4.973708733676593940e-01,4.691725265193862071e-02,6.385166147747610710e-01,6.406167561830090618e-01
7.621813919962665551e-01,3.724324839342832427e-02,7.417095048134506596e-01,7.409812106249320518e-01
6.930573625110234559e-01,4.536836880648952020e-02,7.127353816759682825e-01,7.093112707120906579e-01
6.508161630255040464e-01,4.219596879782618742e-02,6.567869082780386503e-01,6.492491275218972291e-01
7.654945294294528413e-01,2.763843118193345591e-02,6.555586262032510048e-01,6.512179172278380612e-01
7.530014820513577511e-01,3.465532086678518864e-02,7.036084791179557651e-01,7.017120924952406913e-01
5.318227717092903761e-01,1.636643096546451168e-02,4.439374263212290117e-01,4.477594381244824340e-01
6.150354646222426780e-01,3.791789940112811480e-02,6.095649259259003916e-01,6.011405955728563733e-01
4.116072358148344934e-01,2.561142370509470953e-02,5.135082027805282223e-01,5.066846381861535020e-01
5.229957053403688771e-01,3.426491207326134991e-02,5.637773484390680157e-01,5.648826722583006887e-01
7.523929819568966337e-01,1.495110775677613302e-02,5.056810879886088905e-01,5.004441663351708591e-01
5.045719216735140566e-01,4.698079993945418475e-02,6.390553460608103808e-01,6.407401071341404242e-01
4.527601481969546482e-01,2.333356748013686380e-02,4.921998757581751982e-01,4.901490026704469205e-01
5.948853870455717008e-01,4.718296944110681596e-02,6.589904696851329735e-01,6.552390427347406510e-01
4.790414064313929798e-01,1.901377395306587739e-02,4.609916235799493833e-01,4.543337752464656765e-01
2.570450906857877360e-01,3.373415089851951321e-02,6.704204646469484885e-01,6.699580755849634528e-01
4.273641541447693593e-01,4.241680687439148417e-02,6.198656222525104065e-01,6.162294168681408113e-01
2.815117827123225780e-01,2.397810152444680015e-02,5.575907668222236380e-01,5.545330929844771717e-01
7.487742087479523079e-01,3.802756464987259305e-02,7.265530028709800137e-01,7.233734855555342680e-01
6.445293765694053434e-01,1.216309096454584564e-02,4.294952938186624158e-01,4.304336873105322758e-01
4.635862973486995497e-01,3.786906023124610166e-02,5.861804053710153450e-01,5.869265536029902863e-01
2.424661385790159718e-01,3.852196353171764842e-02,7.340730793994538761e-01,7.255084734012623437e-01
2.678167918534825609e-01,1.581354894939625971e-02,4.885665221033947958e-01,4.877640729696639532e-01
3.574493612669603637e-01,1.773919656164202330e-02,4.675908158661197800e-01,4.695844800890000559e-01
5.145714155410395785e-01,3.522714186225878175e-02,5.691791650508308820e-01,5.743764739416871157e-01
2.637057470807520065e-01,2.597235151995574282e-02,5.918420061319975556e-01,5.957583909148123080e-01
4.177301091575949532e-01,2.758853065939815413e-02,5.260322532472668788e-01,5.270799722725519887e-01
3.086521661161583108e-01,3.945175286474005699e-02,6.610221300754299811e-01,6.553098823811868145e-01
2.624416929254685393e-01,1.168739849364861666e-02,4.480899764675350117e-01,4.442402775593995989e-01
2.724293618118874272e-01,2.463450489857307857e-02,5.711437721471415152e-01,5.757165164207216357e-01
2.723463848248641739e-01,2.085146615138859516e-02,5.354511217868876960e-01,5.319402908356669624e-01
6.988604078974289813e-01,3.990830094418255231e-02,6.796500286490707587e-01,6.847813517202111511e-01
3.080623139445639591e-01,3.522435628186364187e-02,6.298950762755672894e-01,6.362649137891212003e-01
2.668677055518955399e-01,5.628249538218266061e-03,3.793223428454925994e-01,3.740114629055923401e-01
6.984967135134978466e-01,3.022041316153526239e-02,6.045825641729994926e-01,6.067856374773418215e-01
7.766066159621829446e-01,1.709629544423108341e-02,5.540430284383538462e-01,5.534826626956211859e-01
6.405366854021008471e-01,1.854592283128770475e-02,4.801652174630159919e-01,4.903037356957224424e-01
2.437774325973754985e-01,7.039319532978460456e-03,4.029792556571213380e-01,4.071694854513288053e-01
2.811365512939838496e-01,2.412573240014388373e-02,5.592263227243040591e-01,5.566740257408085979e-01
2.873142767382951823e-01,2.485922883738318073e-02,5.610298134484619226e-01,5.630663557735449132e-01
2.586909971906054539e-01,9.031217674030820111e-03,4.203956497320836538e-01,4.158072310438862274e-01
4.883271898877141193e-01,4.190861341006461155e-02,6.092932925494920493e-01,6.085358799322218015e-01
2.335506684831731294e-01,2.856069698818212640e-02,6.543218747510128885e-01,6.553468218391116373e-01
6.769506916414937958e-01,3.577795315628130857e-02,6.304732670970927266e-01,6.312201236995387266e-01
4.464446653558481470e-01,1.665058045081728444e-02,4.454222968685013218e-01,4.469611395150249189e-01
3.171647216946160142e-01,3.974914397677795780e-02,6.560610018490592443e-01,6.515263002037350315e-01
2.558157342310607429e-01,7.527000983905100459e-03,4.042975953921932319e-01,3.950311965757327681e-01
5.414878569708303502e-01,1.806991675215249490e-02,4.569196477895600683e-01,4.551050738580509347e-01
6.668493491824616370e-01,1.568944940260567564e-02,4.658520160807635424e-01,4.613902301882278900e-01
5.496545107587941237e-01,3.215217302602786653e-02,5.536168922994226804e-01,5.501159716257131294e-01
3.425722074106457571e-01,2.881729410689007689e-02,5.593011216626927462e-01,5.699878017629358418e-01
6.817416922427095294e-01,2.428566098373191595e-02,5.446401781729930391e-01,5.504546181026456209e-01
5.086752640786589286e-01,3.688461829707911227e-02,5.791529448439174388e-01,5.782806890520615362e-01
5.511637117752933301e-01,3.688173017716190466e-02,5.839656193241583582e-01,5.767984419773005689e-01
7.446389822256320734e-01,4.003753182030268809e-02,7.369915848689390092e-01,7.305006059398300167e-01
6.051815960325084287e-01,4.474636143899324292e-02,6.485321113474048493e-01,6.503380917239391934e-01
2.699954797838055587e-01,4.718283786899023918e-02,7.611073627034028455e-01,7.664541067844160560e-01
6.166854896410371989e-01,6.099180263002506111e-03,3.742595003232647710e-01,3.728169256667854259e-01
3.742363792199098205e-01,4.197148712590383079e-02,6.354785657848093239e-01,6.361540641269641805e-01
6.740054860924875602e-01,4.543720806638759657e-02,6.955857960274279828e-01,6.968598246882875547e-01
5.374389269398963664e-01,2.058606569867387631e-02,4.742708133711728835e-01,4.796017793277568830e-01
5.244106348343151591e-01,3.599886727250391910e-02,5.747839103014642514e-01,5.653815535523458724e-01
2.848123193514382478e-01,1.765741664601421651e-02,4.964878626359320313e-01,4.972676240568225103e-01
2.162732567147430396e-01,8.443615760489731753e-03,4.352051692209043532e-01,4.372328239192509458e-01
7.848900145121358030e-01,2.456778264546042798e-02,6.534807929737996846e-01,6.582312534609189303e-01
2.182147787849491594e-01,5.714942564697374563e-03,3.961454453270136233e-01,3.981261352922044749e-01
2.310841678840859226e-01,1.104783984612987477e-02,4.593219016938034915e-01,4.538184172300285812e-01
4.751111592285200969e-01,4.635042030769678800e-02,6.358937764758966216e-01,6.329910086022196847e-01
7.624322288438367679e-01,4.573070131679783656e-02,8.139062931887299790e-01,8.062853802217325727e-01
5.248639071210163820e-01,3.861151280282616033e-02,5.909603106158927144e-01,5.919263229975830765e-01
7.953409839281955218e-01,7.724698303113888484e-03,4.480222224771566175e-01,4.489840226490098840e-01
6.295645615681293439e-01,1.733909596777901893e-02,4.673881991536490421e-01,4.699473572514614172e-01
6.924015533787502008e-01,4.394321449843506533e-02,7.022071393394856420e-01,6.973577794049894418e-01
6.915857540541001658e-01,3.366248816389438847e-02,6.260665248843216846e-01,6.203653714721349965e-01
7.658037636141543647e-01,4.552600384166081982e-02,8.189455598304475892e-01,8.265735526146738010e-01
7.813558917838323570e-01,3.559536633203049666e-02,7.629897800076572700e-01,7.639006905110101719e-01
3.965896724791884154e-01,5.186600955665295574e-03,3.601837307173140212e-01,3.689137478246683477e-01
6.250075222201953995e-01,3.047926420610734891e-02,5.633133012558032560e-01,5.655105219984692955e-01
5.050427965944378483e-01,3.166551176163991815e-02,5.461330881890951172e-01,5.388245524146518806e-01
7.872574189400214362e-01,3.837980153309820952e-02,8.028026215504580065e-01,8.068297054635309440e-01
5.547795682248515270e-01,2.495869623033184284e-02,5.065692295137111945e-01,5.127448811643507964e-01
4.400180963076959495e-01,3.383694365600924819e-02,5.636817973944837634e-01,5.614281802148586298e-01
2.202533332534821475e-01,3.323434890995624613e-02,7.243180324620333010e-01,7.146947392143133682e-01
6.373685372344483069e-01,1.722399813010698152e-02,4.687217039982785050e-01,4.720479108740985308e-01
2.076003040734086813e-01,3.888376178097972813e-02,8.078814872723979468e-01,8.071797244129398363e-01
5.891225087329557963e-01,1.552548683484351530e-02,4.446522868084389346e-01,4.460402518335228050e-01
3.589925842703668435e-01,1.976234256227467345e-02,4.831997550269255814e-01,4.697671953792330601e-01
6.053529873663975325e-01,7.834168240253944204e-03,3.871479375740227158e-01,3.894335628875122413e-01
7.950919296744407561e-01,4.899280301117303615e-02,9.171445358255807534e-01,9.033919567915889015e-01
4.090977546918430074e-01,4.566444977451731418e-02,6.446179229721692439e-01,6.402808912971428290e-01
5.343076260276803380e-01,1.617441367893492077e-02,4.427469316664882637e-01,4.471764387361383264e-01
5.337986958989981989e-01,4.506036507571866551e-02,6.305652057843617042e-01,6.214428200197299468e-01
2.977245130057579736e-01,3.266312496504210350e-02,6.184052784278637471e-01,6.090862648921820943e-01
6.427447769016145784e-01,3.283596522889567493e-02,5.880313747047889450e-01,5.857824797380271065e-01
6.218398358274749294e-01,4.817940793600027083e-02,6.773977832525733822e-01,6.856310836459156288e-01
6.628365192874856593e-01,2.025947292311638601e-02,5.022373979203118566e-01,5.103156592857437390e-01
3.324884856047655157e-01,2.988929105482464321e-02,5.726884533430156576e-01,5.696470407193514607e-01
2.406407027250475061e-01,4.918204813954851068e-02,8.245588031259536432e-01,8.295564167645776976e-01
4.362357937591125889e-01,3.116675330967595692e-02,5.468768672514543461e-01,5.497714479101774021e-01
2.703417243667463055e-01,1.634962876545908994e-02,4.924284813467280641e-01,4.937333896096470220e-01
3.660579174996151375e-01,3.575643476612704041e-02,5.980071573095727677e-01,5.997790985266965302e-01
2.101817855233272803e-01,4.731869758154791383e-02,8.777812156523281395e-01,8.741506715106871495e-01
4.413493531656495494e-01,2.850355555200989946e-02,5.284785223760913864e-01,5.324787426717554339e-01
4.164064873296434710e-01,3.314934556344435040e-02,5.637112364074960968e-01,5.690110771192663508e-01
3.957383350097314345e-01,1.857868312287455637e-02,4.655397834651727740e-01,4.790393386258622321e-01
4.313358909968885158e-01,2.376730347281858641e-02,4.974368083249141592e-01,5.020127888853670450e-01
2.241480053278620266e-01,3.787728644167289577e-02,7.616433933191655292e-01,7.493697946485511352e-01
4.609854491567956791e-01,3.844498324064213324e-02,5.899846965747774785e-01,5.839491875882381056e-01
5.922287693445589252e-01,3.025824664808604569e-02,5.505412758524170780e-01,5.521917992039345746e-01
3.945262596841149771e-01,2.762983541227405360e-02,5.315595484643056423e-01,5.318848940687673776e-01
5.399965667708672701e-01,3.528418181478733956e-02,5.721466515070825487e-01,5.628246040651468940e-01
6.812832270819637603e-01,3.356430971143754827e-02,6.172619177820022340e-01,6.165420845748451617e-01
5.150615588653082444e-01,2.442807570609461382e-02,4.989355361095574315e-01,4.971219563475054448e-01
7.561172004162974858e-01,6.090850373979729213e-03,4.045067143106545471e-01,4.042353207661670278e-01
6.624491798752036864e-01,1.860846097086495121e-02,4.885781448359456380e-01,4.879418171222512091e-01
5.344139855294157693e-01,4.124481146807952581e-02,6.080488239545522866e-01,6.126273969188568147e-01
2.502260941202918421e-01,3.735123896541628352e-02,7.116470139369300840e-01,7.189445333062532972e-01
4.812236604854736033e-01,1.671128590055918559e-02,4.446728485334532910e-01,4.480660370320005415e-01
2.206767415079845807e-01,1.472688525246090493e-02,5.143009546189845071e-01,5.087244707626338291e-01
7.733937425124954856e-01,4.735087726035973332e-02,8.496516523755850425e-01,8.453107675633221296e-01
2.276931388435728953e-01,3.445915805177792585e-02,7.224493719503640721e-01,7.191146471802404294e-01
3.248253646214591672e-01,1.677626000713366983e-02,4.699172150348940313e-01,4.696124898762579214e-01
3.097331228981552442e-01,5.132661575372240471e-03,3.665149558979222677e-01,3.643588814867618764e-01
7.167530328276991991e-01,2.090061480059226054e-02,5.382893007037310440e-01,5.365172754738218863e-01
7.446027905735139729e-01,3.247395063778887869e-02,6.721073970066864245e-01,6.674730876621254305e-01
6.356300473132714401e-01,4.440596760715984082e-02,6.617258921371613756e-01,6.664504985221771927e-01
7.120615699604304627e-01,2.038224358114027954e-02,5.301950493421799804e-01,5.344309577361585628e-01
3.562617118037725294e-01,3.215522147628490507e-02,5.772909036844007247e-01,5.820429115363272565e-01
7.372277119988601690e-01,4.593182210198103882e-02,7.718861477931383552e-01,7.714643388834551141e-01
2.606848021357655587e-01,4.573751446742085197e-02,7.639418916308639007e-01,7.661962838383006291e-01
3.856362722213988459e-01,4.337972078964361100e-02,6.393525182971383503e-01,6.347774955733507252e-01
7.155323826656765362e-01,3.394335115527234714e-02,6.503954733764317764e-01,6.453171092317833146e-01
6.145322728582460758e-01,3.211412356765327297e-02,5.705331154208144184e-01,5.677951657030241295e-01
7.600702314784542057e-01,3.721095226225495239e-02,7.377793803412399098e-01,7.406853020825546752e-01
7.092135021820582530e-01,2.342635466213081191e-02,5.555542878142387675e-01,5.547922426757634362e-01
3.266587695041652806e-01,3.873888386833108932e-02,6.416101447568900440e-01,6.358828511251281013e-01
4.510774362203573973e-01,6.071004986529022172e-03,3.659787617785919545e-01,3.664286398391076172e-01
7.933460113336794350e-01,4.700592710095283233e-02,8.957919492127870420e-01,8.978912126616406253e-01
6.217929580377009602e-01,3.727353050155758629e-02,6.082987532328865132e-01,6.091003961141191470e-01
6.763433374687957134e-01,5.524004483298878242e-03,3.775378900780462232e-01,3.741926896907453726e-01
2.497010709026526443e-01,3.692963105888668468e-02,7.087709787073638301e-01,7.090813943888131243e-01
7.722508387255699880e-01,3.106573074956111083e-02,7.009596724045272786e-01,6.988401978899506650e-01
5.302671310369859725e-01,3.273010897735493391e-02,5.547374274908346559e-01,5.530984743975603246e-01
2.921597183789687580e-01,3.422436363570698081e-02,6.358243501005264031e-01,6.353658851805135122e-01
5.442033918448087038e-01,1.058064968091107505e-02,4.024514576095378215e-01,4.062083156013390761e-01
7.492325004126954013e-01,6.807705931657962416e-03,4.104316033108671991e-01,4.195480475433736034e-01
5.266895599066510059e-01,1.450430924331278654e-02,4.301670311696086380e-01,4.379507519513486380e-01
7.958727669476708400e-01,8.644263419521947683e-03,4.619382391956420864e-01,4.650719553911673021e-01
7.565190484290986728e-01,1.473441975249445424e-02,5.066240680621365566e-01,5.046161473917013529e-01
4.983030947045375414e-01,3.759227809612129129e-02,5.831774433581304873e-01,5.816273088326712193e-01
7.802497817817610759e-01,2.001549412397214678e-02,5.934733961477700603e-01,5.921383065537182411e-01
6.603988630833708129e-01,3.083478894978307350e-02,5.831344853413503726e-01,5.888896894183131003e-01
3.528540929800614290e-01,1.655275046020099339e-02,4.592489120228163135e-01,4.454223152022098176e-01
2.590941263607050571e-01,4.406733570223406171e-02,7.534787249254678576e-01,7.547677337131577513e-01
2.163394813194787492e-01,8.139434882273218971e-03,4.309605222609963482e-01,4.209980751118158615e-01
5.128702568031142661e-01,2.980653530711384336e-02,5.344822681611151038e-01,5.344629172619043134e-01
6.529765710403505619e-01,2.944792747132044322e-02,5.687949820741330376e-01,5.754177069413906054e-01
2.784571203498378278e-01,4.016680948994218875e-02,6.971153101607874270e-01,6.925606051109362005e-01
3.211515422412321019e-01,4.460650911885293002e-02,6.867491388044427714e-01,6.753348000037833199e-01
7.842954281053211574e-01,3.839278201849329747e-02,7.961503978980136731e-01,8.026360013375745117e-01
6.842029893471306412e-01,1.009017177643147661e-02,4.219879050317301150e-01,4.295170170217886829e-01
3.939593451642185995e-01,3.942439355434244896e-02,6.110256382405168107e-01,6.135185235283622252e-01
7.655997726934051784e-01,2.645995620187082190e-02,6.436635702141326743e-01,6.499399116812640820e-01
4.864275596484413100e-01,1.666533720637982524e-02,4.443364394964909869e-01,4.403239905953580946e-01
3.523603424725266775e-01,3.928520786100320183e-02,6.289985528662153103e-01,6.348616278251942857e-01
4.070049979272563068e-01,4.096116788043079743e-02,6.164255171191304061e-01,6.249286381180588767e-01
3.633026107275896810e-01,2.688999205485857052e-02,5.360719168055330108e-01,5.392728114598219769e-01
6.170619154060754674e-01,4.261378180312384856e-02,6.406303453280839388e-01,6.420356662528212688e-01
4.243172364508551175e-01,4.203155920918592858e-02,6.182471160721537684e-01,6.246635577664125805e-01
5.466869881931566422e-01,3.975207491150786060e-02,6.009090812552021488e-01,6.065688189940042774e-01
5.722196413577350649e-01,3.568105924827517234e-02,5.808762457253446865e-01,5.771321087807781414e-01
5.027062207303059083e-01,3.068019171739042733e-02,5.397121114200532643e-01,5.465122446632445508e-01
4.716139127422097621e-01,2.770212649731333340e-02,5.205286071334210840e-01,5.242517055494974043e-01
4.113659253059067655e-01,2.618689902005026660e-02,5.175771894062649592e-01,5.183706633640774442e-01
3.401696240872734700e-01,2.228138506221848461e-02,5.096699919173783844e-01,5.161885863799751117e-01
2.566123981517584030e-01,1.875879168801116922e-02,5.270916885455323442e-01,5.317189510266590036e-01
6.195349645250336490e-01,1.326895661036749455e-02,4.329230021284557473e-01,4.366526747043917300e-01
2.095481795088218746e-01,9.749517256204352084e-03,4.583300918766089471e-01,4.557908508878544263e-01
6.400517866749638740e-01,1.046876851362401467e-02,4.143332493806129446e-01,4.185006224804475039e-01
6.524179009319917011e-01,4.572227155225586787e-02,6.808397269226169612e-01,6.752971548611069741e-01
6.836266180245567092e-01,4.576746807773673931e-02,7.063322630102661925e-01,7.057000173964087519e-01
5.849858615247249816e-01,2.655898759271036261e-02,5.233444211388453837e-01,5.148781147539172043e-01
7.714132245016314116e-01,4.647820767010117649e-02,8.383123762383700717e-01,8.297904167403422626e-01
4.294649380190808663e-01,4.198315785893073221e-02,6.167409835006368857e-01,6.189562640172563412e-01
4.752982347404201557e-01,2.615748502952001953e-02,5.100872994784056980e-01,5.096772659806104722e-01
3.734003406140913306e-01,4.744910438917098600e-02,6.703274319942822412e-01,6.707512040005100262e-01
2.061495047643391865e-01,1.994538140195311823e-02,5.990791701961982740e-01,6.020389200799421969e-01
4.626984254648555672e-01,3.150258800475462528e-02,5.459870305697518411e-01,5.477369490087391490e-01
4.993936130618185087e-01,4.829656651522534760e-02,6.464039382532621447e-01,6.419720164957514186e-01
4.783398802539548522e-01,1.549784921348098393e-02,4.360017276042540413e-01,4.363688865180572751e-01
2.218041350709151482e-01,4.252750016060454635e-02,8.087044791613169359e-01,8.083691281216881519e-01
2.959958391883187323e-01,2.173544598556501409e-02,5.273161486793471742e-01,5.247162966353424718e-01
3.638905645443952785e-01,2.160351871018078782e-02,4.960438552602244866e-01,4.954211130614216141e-01
4.456361990830960962e-01,4.270749249543595583e-02,6.179520418404592652e-01,6.161249617199778816e-01
3.231837945226800901e-01,1.885912495933017227e-02,4.884068204752174402e-01,4.851612762870063933e-01
4.184973788466671007e-01,2.291571096495750165e-02,4.933014165225312886e-01,4.916301136800462213e-01
3.723839216523889828e-01,2.501970115441121134e-02,5.191561049425176266e-01,5.203310163054988280e-01
2.650368580312600919e-01,1.725627027562632101e-02,5.051843582756154749e-01,5.155004849548925350e-01
7.257737856067405513e-01,5.753136079247252697e-03,3.906386807884509316e-01,3.865537685484578545e-01
5.647027411710432432e-01,4.910784605511164108e-02,6.602301347571460921e-01,6.628397215542903842e-01
7.900303233207899289e-01,5.544611425063421598e-03,4.126050527231883147e-01,4.052984089548106184e-01
5.620132395595358599e-01,2.596059027032952479e-02,5.145630162370158356e-01,5.225131403495268945e-01
5.691046688199662418e-01,3.101069404713081845e-02,5.498128328013957011e-01,5.481459561597118446e-01
4.183357212613326714e-01,2.780233973940565012e-02,5.273826215685838426e-01,5.280769998609277094e-01
6.830064207368380380e-01,2.381195975056388248e-02,5.414928252937660780e-01,5.478799212060313506e-01
4.775468677673780360e-01,6.363786074554724989e-03,3.682691705506966895e-01,3.732075562653974221e-01
6.940074550135372222e-01,3.450283775586017454e-02,6.345530645268420145e-01,6.270937676238941272e-01
4.803127281940665072e-01,7.687514574852690949e-03,3.783593319036114289e-01,3.811352962529959143e-01
6.434992529684218088e-01,2.055584454340423847e-02,4.969676898780560625e-01,4.958307284926800063e-01
5.974941242094111704e-01,8.928796384925330454e-03,3.949548121019680336e-01,3.980504298446947420e-01
4.379752227035682566e-01,2.591271247524588872e-02,5.113902279164204145e-01,5.121521498549295170e-01
2.546409892000025543e-01,4.860072773196382617e-02,7.951290660831840107e-01,7.988092624496159200e-01
3.396145493717356301e-01,1.508669957053769203e-02,4.507215967853812622e-01,4.521813749779337588e-01
4.643339018554961672e-01,2.724097330702371020e-02,5.178631600287970649e-01,5.171638883706685119e-01
4.849079006667272873e-01,2.785177170383452971e-02,5.211154733513707615e-01,5.270003682957494773e-01
3.289558398801606387e-01,4.910837050953754945e-02,7.100523440923638407e-01,7.023321111931206673e-01
3.566714600946448988e-01,4.181735822211771203e-02,6.435084420897630997e-01,6.413431416977141142e-01
3.944400022031840369e-01,2.924511716958645702e-02,5.428687788585516705e-01,5.380907838017651157e-01
5.286025331195436383e-01,2.605180316643850025e-02,5.108434408762805301e-01,5.101240831638448325e-01
2.536466353931263185e-01,4.875321239660432293e-02,7.979283859566479453e-01,7.957786723046681443e-01
4.441486098204190380e-01,4.985255293788547898e-02,6.599508304007665194e-01,6.592105904239979886e-01
6.091533851141756051e-01,4.444620784684225057e-02,6.484235747002529138e-01,6.459713837084890553e-01
7.018390087657764287e-01,4.085403084587561212e-02,6.895892207444183075e-01,6.872412307084045935e-01
5.096086860345305780e-01,4.219770765083138281e-02,6.113925611681244598e-01,6.031723031184529349e-01
7.699876413041155665e-01,4.923696610355551145e-02,8.570175623805418308e-01,8.568292148832048483e-01
6.413011279610023596e-01,4.053066910524481120e-02,6.399101606447539226e-01,6.414516851923721674e-01
6.739451156596809600e-01,8.390094216228390078e-03,4.036304767457715714e-01,4.006487126471444671e-01
2.810818239718421707e-01,7.588192894649136572e-03,3.970772441330729929e-01,3.937925563246177929e-01
5.032679687295391613e-01,4.563925682301324394e-02,6.312908216428650965e-01,6.280679392966493912e-01
2.213095203882634032e-01,4.331823059337570891e-02,8.167160649278061291e-01,8.251112694453823782e-01
6.011635702208556475e-01,3.118396122868752340e-02,5.595197235772163546e-01,5.604598125899713512e-01
3.950800621637101662e-01,4.251639146950197956e-02,6.302069042863275294e-01,6.321456024865653722e-01
7.278816899452034139e-01,4.740599327044751204e-02,7.689497530393224478e-01,7.674477244464630310e-01
2.784742051367425364e-01,2.972344102629130569e-02,6.112336499395707445e-01,6.087339245557688017e-01
2.446571311991544984e-01,4.185581953414836687e-02,7.588236245291206661e-01,7.544307268301894132e-01
4.372833131350287728e-01,2.678160356701239989e-02,5.173974741723581516e-01,5.251081131255407319e-01
2.949413017935391124e-01,2.165377486368291055e-02,5.272440385049224076e-01,5.187418873919639184e-01
5.299658660844190905e-01,2.280643612604728310e-02,4.889579714774262564e-01,4.904578228829180597e-01
4.601501834135730551e-01,1.552830138635860266e-02,4.366213014349228927e-01,4.365010935917820745e-01
2.139924050560338686e-01,1.089153944602296725e-02,4.704341156096059073e-01,4.691560041296539696e-01
3.460567914590674254e-01,4.802890087526753143e-02,6.902849999435478612e-01,6.824529623029738090e-01
2.917682320696997067e-01,1.405651465681513612e-02,4.584283367846825330e-01,4.522532096310544758e-01
3.071346189420584571e-01,4.506885418724326103e-02,7.025048435251951551e-01,7.074131671378327546e-01
7.918859038500745129e-01,1.343904347989992656e-02,5.253419984807027321e-01,5.218733335521591465e-01
5.481601940888659596e-01,1.239304031230206889e-02,4.162715124187502114e-01,4.206670015665960882e-01
6.671892325201735918e-01,2.385354459279975803e-02,5.331859589254711596e-01,5.365346024027003446e-01
4.311958205551238432e-01,4.054346995557093353e-02,6.075408871200630445e-01,6.104378055506215484e-01
3.085323019665544564e-01,1.496474029288814497e-02,4.600068209180125933e-01,4.638142783612526632e-01
4.013986776044849991e-01,7.524061985477724021e-03,3.789557856278653047e-01,3.729044527158712485e-01
6.174931665819376470e-01,4.690245543690455682e-02,6.674038344029807890e-01,6.650335358288410603e-01
4.476529129575704813e-01,4.798424838282566024e-02,6.486237560214653808e-01,6.520167599706139239e-01
2.061106780583795706e-01,2.382566522735516529e-02,6.472288283598568448e-01,6.409170169566867914e-01
5.333002926793047882e-01,2.670659579113530621e-02,5.156751707564893872e-01,5.239981721414815885e-01
5.069747258982215676e-01,3.678612978426618746e-02,5.784667467188119305e-01,5.756685546149389321e-01
6.088335551214032471e-01,3.823958358399642127e-02,6.090848762161166219e-01,6.087633195282711185e-01
2.167517307565218765e-01,3.403911521800075113e-02,7.393762290935963488e-01,7.342505993042027779e-01
7.331945998863440561e-01,3.383169530703474676e-02,6.693660176885570801e-01,6.711950616472690534e-01
4.770654572332402310e-01,2.895208060395924529e-02,5.285498332756686235e-01,5.248807982856060761e-01
4.165860965105098179e-01,1.845988716723225703e-02,4.614454740340676597e-01,4.602329623223840316e-01
3.734048771415572343e-01,1.492671232027327835e-02,4.414984540884671071e-01,4.358048376577855487e-01
7.098667351723273455e-01,4.049274095658120243e-02,6.954352436917676794e-01,7.013940273215357735e-01
3.590133198449824148e-01,3.264410268889100103e-02,5.795124694429156786e-01,5.713493354919175760e-01
3.800364050653521897e-01,3.592448705819874244e-02,5.932562271631363071e-01,5.955118230151527081e-01
7.343297719506063359e-01,1.666053189062912873e-02,5.100255113480658409e-01,5.112108621251491014e-01
4.818781639173705389e-01,4.952177905750010378e-02,6.535644077371596250e-01,6.557534034377994203e-01
2.289132996724309033e-01,3.326722797083203620e-02,7.087145375470101927e-01,7.036112759420495300e-01
2.730367935471681995e-01,5.038456163825017972e-03,3.713998285846041858e-01,3.765685324830074787e-01
6.522678125042593589e-01,3.305352936980322093e-02,5.946812702183179589e-01,5.995032059065816821e-01
3.953902812663375732e-01,1.314503429221785397e-02,4.240297024853491581e-01,4.248276097391497363e-01
3.827031826858309227e-01,1.943418875494188486e-02,4.745874095260399494e-01,4.761507182670331462e-01
3.771506204316817379e-01,2.336965335536059576e-02,5.055189490939018260e-01,5.047321528895942766e-01
7.836325280330189713e-01,6.820455308150794385e-03,4.272602182933879500e-01,4.304754705823203298e-01
4.914682911915128627e-01,6.788358566710636297e-03,3.717020737173081235e-01,3.675960779843678861e-01
7.375276109508113187e-01,2.611988385054661924e-02,6.053955601004419318e-01,6.081698414561254040e-01
6.767128738462142579e-01,3.750623885724643780e-02,6.428454170681001667e-01,6.448770493043118890e-01
6.726400747833281013e-01,2.830153207125414225e-02,5.711820514537030435e-01,5.641319092991951001e-01
6.662257438226499850e-01,1.314222362030921520e-02,4.437916607667590774e-01,4.306714083705030505e-01
3.835764067965443669e-01,7.221180738495501517e-03,3.776806691586595544e-01,3.770945195063470923e-01
6.946635220945024392e-01,3.246754214573619596e-02,6.193193345416398987e-01,6.185115342888846124e-01
4.946787242954830410e-01,3.226091501336626061e-02,5.497182464196950225e-01,5.558085008689412909e-01
3.045839024641092130e-01,1.274672803089353830e-02,4.409445686675139142e-01,4.412325526990494295e-01
3.515714970461999433e-01,2.943743201390726719e-02,5.596896333688441416e-01,5.572006452919309183e-01
5.176108023008245684e-01,3.794578557891112314e-02,5.862426887233634920e-01,5.794436965740136225e-01
4.889123722866534072e-01,4.930063421307269433e-02,6.520826023116139680e-01,6.516412839000838009e-01
7.920706340877889939e-01,4.419654484517883397e-02,8.681196711180506620e-01,8.652004817101516254e-01
5.716765447837013348e-01,9.621563844174757518e-03,3.975184201092818448e-01,3.920048217272850133e-01
5.729515952101442711e-01,8.005056073189733765e-03,3.851388279326914965e-01,3.845367445044052812e-01
2.314956428528070209e-01,1.806516226948580092e-02,5.431832611533891075e-01,5.484681973158099799e-01
2.405438192437382161e-01,4.147559483953432852e-02,7.627627865674050378e-01,7.632265994160308820e-01
