M,T_body,Q,Q_noisy
1.056667375700278200e+02,2.652119246102663510e+02,2.167281688730538503e-01,2.061902584705074537e-01
1.602566021270232710e+01,3.142341704191733243e+02,1.237842183055773093e+00,1.239495402522018841e+00
5.961542053025344762e-03,2.747720111103537874e+02,3.054989914672346860e-02,-8.857115559152872047e-03
1.321086961140098381e+00,2.876572817057698899e+02,7.646624037032093701e-01,7.533268056285514769e-01
2.495733813518212843e-03,3.125083119908182994e+02,1.573548625789997213e-02,7.434949643542833331e-03
1.078764965079957033e-02,2.654165223237297937e+02,5.440142624497848467e-02,2.691394637012842900e-02
7.539680831550743534e-02,3.083229320891882139e+02,1.192234545104346177e-01,1.232165310951189863e-01
1.766504295320096318e+01,2.702352621900612917e+02,1.457257534617008909e+00,1.463063146452483476e+00
5.124902169930749984e+00,3.002258199047901712e+02,1.486593214315593547e+00,1.474945868197037102e+00
1.556660389785956999e+00,2.856822195346837816e+02,8.621274742506814803e-01,8.590926344505938062e-01
1.242172476451891897e-02,2.885829216699747803e+02,3.974844088014438392e-02,5.355827717170816293e-02
6.092516796701357568e-02,3.125869861814356909e+02,1.071730075553449235e-01,1.286965441561367662e-01
1.316325982451465570e+01,2.994098584907710574e+02,1.319964282902657438e+00,1.305072201670884002e+00
8.780435987637370543e-01,2.754592769159992258e+02,6.855547203320814242e-01,6.926262471460117309e-01
8.626633572529517069e-02,2.743956856831692903e+02,1.567756159877151390e-01,1.777909377402624724e-01
2.594475845954634634e-03,2.867913953394357236e+02,1.602429458433703852e-02,1.567222212436422332e-02
1.888991618029142857e-03,2.885572866717193392e+02,1.317228950440470225e-02,-2.029662192102189844e-03
3.518593292539129607e+02,2.824253061540437670e+02,3.311366335554753737e-02,1.798753195493569060e-02
3.134948786245483898e-01,2.920650888916437680e+02,2.928689078228560172e-01,2.866113865186363241e-01
2.269118097875557680e+02,2.821739748671510597e+02,5.809356654963260258e-02,3.760013459242118189e-02
2.860345677838249667e-02,2.704520370992848370e+02,8.589895389441416784e-02,1.263002952905351861e-01
3.481256914675607383e+00,3.077170845678815567e+02,1.312673887767765279e+00,1.301402002631689481e+00
3.411576244284780096e-02,2.996535690067874498e+02,7.100577990459329414e-02,7.868016606036214167e-02
1.970704583617769572e+02,3.136131077086021719e+02,6.721741097487758665e-02,7.097678162921028377e-02
2.200185450990701022e-02,2.992592581084231824e+02,5.427776959034689291e-02,6.709771926620215765e-02
1.881607084645808170e+00,2.704014748022578374e+02,1.235510318704724719e+00,1.227867965563049557e+00
6.287109188144879681e+02,2.819554508620932438e+02,1.590265698931847549e-02,-1.002695144897773616e-02
2.401004672929389727e+01,2.717123407194693527e+02,1.064472734721106262e+00,1.097267087530947816e+00
2.123675624586354616e+00,3.054176272110929631e+02,9.963593288262800884e-01,9.948089427806707796e-01
1.532326090547702635e-01,2.692047109885333498e+02,2.530830938090280480e-01,2.554230566864116314e-01
1.513425658861420997e+00,2.870314863939520365e+02,8.373332626776340826e-01,8.413404672887346836e-01
1.056300806357887180e-03,2.701262390373155426e+02,1.241889889459231976e-02,3.765248805823123018e-02
6.084201485914094570e-03,3.050288259682524199e+02,2.540620230811678135e-02,4.078755978190560377e-02
4.727098131175661716e-02,2.767416209247069219e+02,1.031587718585744579e-01,1.266400581301398987e-01
1.909987981472462907e-03,2.939202265214062209e+02,1.290791664427338135e-02,2.936457361266366084e-02
2.687811584396440981e-02,2.794405263386829574e+02,6.983655889354992152e-02,7.291349290345780498e-02
3.361814248469116029e-01,2.839504957483499084e+02,3.252232418123633395e-01,3.303286176911566230e-01
1.409260983449499918e+02,2.935452636273039957e+02,9.786331166025410977e-02,8.302800878115887406e-02
3.267743591220763619e+02,2.936434814463849534e+02,3.350562924406559617e-02,-5.237503738930116004e-03
1.330090307626037192e-03,2.670063092299753293e+02,1.533829142016409491e-02,1.058292876782548735e-02
5.746310075060175881e-01,2.935842779489874488e+02,4.318421147159132722e-01,4.104154781651959127e-01
1.261672871755132341e+01,2.825161022867919201e+02,1.478111626089187336e+00,1.529884416740015407e+00
3.266322525541107780e+01,2.772708536818537937e+02,6.890953110353867928e-01,7.203037447422440120e-01
9.033707525128342047e-03,2.671636703558654062e+02,4.655837101495004238e-02,7.000208442985107749e-02
1.105145858603216822e-03,2.973305984726962947e+02,9.383799970603155099e-03,-1.599831305674381116e-03
3.135343192882932006e-02,2.855775022796232179e+02,7.143027390065734283e-02,1.126366192618700190e-01
7.677160316437639520e-02,2.952612519703096154e+02,1.180277705875360100e-01,8.397510621696394062e-02
1.327324786769134082e-02,2.776385698020860673e+02,4.679085120835885930e-02,2.265305633828399237e-02
2.103209669806773915e-02,2.746551020882569105e+02,6.511982791183890118e-02,4.953336785986742208e-02
9.375665238274846658e+00,2.669691606748477284e+02,2.233788984319778237e+00,2.214659925030982635e+00
2.139801074250798768e-02,2.799900793411667337e+02,6.029700439437025300e-02,6.297844198827770579e-02
1.358566782914721882e-02,2.768387018091415825e+02,4.807818385782205300e-02,5.198632651122751802e-02
4.217583943999499846e-02,2.940064834257831876e+02,8.151598012128247195e-02,1.197469093980607080e-01
5.399919838462624577e-01,2.689035717832653631e+02,5.756441053950283049e-01,5.956228905280847030e-01
1.545611643705912738e-02,3.161959632665682420e+02,4.756049942382069295e-02,7.200941157051579666e-02
9.412581154509025438e-01,3.162321976857027721e+02,6.409756825402528335e-01,6.493762481732447966e-01
4.186141651188194714e+02,3.044084147030790746e+02,2.444892553546742717e-02,2.153574878139309645e-02
8.522629816410380954e+01,3.143391174301538626e+02,1.958882632699325277e-01,1.821918194144219183e-01
3.222267791232216894e+01,3.104617396417875739e+02,6.171265870001735321e-01,5.869754639756077363e-01
4.517990301325381211e+02,2.926691936668075300e+02,2.225389470897768535e-02,4.891058807325796703e-03
3.388557195605970378e+02,3.012453921705152311e+02,3.177375287796737474e-02,2.418820638710687115e-02
2.080787437006796026e+00,2.788923045133454934e+02,1.116062880294870663e+00,1.131350927507884352e+00
1.413691498264623370e+01,3.052329881569343684e+02,1.279224299730483017e+00,1.245526978318306943e+00
1.306388528430375007e-01,2.901917400840046639e+02,1.684970450283335974e-01,1.412027866508349383e-01
1.698075724519774399e+00,3.007682258673194156e+02,8.604259808733919490e-01,8.648472761503227524e-01
3.341410396692127165e+02,2.771624650360597002e+02,3.808817255893783005e-02,1.714048594518549629e-02
1.111013194603440724e+00,3.163098665926662534e+02,7.139703455990504821e-01,7.207093898923704334e-01
3.369779484728456787e-01,2.874076935868339433e+02,3.156477373810250842e-01,3.074442450301119734e-01
8.889019736104140534e+00,3.165569626502416440e+02,1.669492709112183171e+00,1.654487001310614103e+00
6.171831551638138347e-01,2.821279459426360745e+02,4.929830664264419071e-01,4.663516730925070797e-01
3.719211763928704194e-03,3.001195177648571644e+02,1.884019581095533469e-02,1.699063956301519185e-02
1.877766303780467605e-01,3.107316528464784824e+02,2.157765814959770601e-01,2.012317599584989014e-01
6.533077755634372763e-03,2.881954574187682852e+02,2.718718843130184595e-02,1.495649308031593398e-02
3.074270569216830040e+02,3.053670234609554086e+02,3.635136222156589575e-02,2.363329295978309347e-02
2.788006395657124870e+01,2.737548889566671164e+02,8.736235549550218638e-01,8.773771289225013037e-01
4.323773878705084450e-01,3.051732958381896879e+02,3.597924259775785449e-01,3.627770189054781991e-01
2.658651332848723566e-03,3.059712887609882159e+02,1.572490738218778814e-02,-1.853351661057825103e-02
4.766152328982262501e-03,2.782165598270398732e+02,2.524610021183343669e-02,2.203630367691003511e-02
3.753994332924608102e-02,2.805701291308957934e+02,8.441702212452194265e-02,9.239167901604308786e-02
1.398666443188077535e+00,3.019442844983162786e+02,7.633671987956822669e-01,7.841564343591072017e-01
4.335682492955825890e-03,2.906328740799459069e+02,2.104276967951053748e-02,3.670830881076952990e-02
1.504184439167869924e-01,2.926082041392643873e+02,1.821927170770545890e-01,1.863835931781948896e-01
1.220454691439449603e-02,3.071076979457934044e+02,3.876031607086814768e-02,1.591132529389543276e-02
4.211307262340379526e-03,2.731734870477927757e+02,2.571097270039266955e-02,1.031217706785097533e-02
5.300216602033730115e-03,2.889977282093670965e+02,2.390408342628686997e-02,4.219506052060739698e-02
5.290099592737483591e-03,2.843740141850304894e+02,2.481234014847940456e-02,1.076901634359634166e-02
9.741012013879685583e+01,3.076657011540008853e+02,1.584137146900766180e-01,1.789390069746383261e-01
1.203990719785905973e-02,3.019408799000555632e+02,3.781089959128637601e-02,6.329024964550192256e-02
4.663124980514930795e-03,2.657678605467112334e+02,3.277541708866651970e-02,1.153189732906553105e-02
9.659777766783604136e+01,2.958249494196542173e+02,1.570448595423815097e-01,1.658571527597507145e-01
5.835339919971196423e+02,2.797843610985046325e+02,1.798981226638610501e-02,1.574834929545547088e-02
2.543120004007479196e+01,2.815561279049072141e+02,8.484016131640821357e-01,8.889556860949080486e-01
2.740149927812350270e-03,2.674925016514181380e+02,2.291393133744724572e-02,3.967485051427702136e-02
6.476874961840809776e-03,2.883758951557314276e+02,2.701429506651473536e-02,1.680510713253301897e-02
7.466941818691699012e-03,2.892723908012461038e+02,2.921028539567636570e-02,3.735645469600824137e-02
3.862868925056743216e-03,2.699270438238154384e+02,2.628405103545540869e-02,7.930376282665765192e-03
7.643141482061821534e-01,3.101105275011900630e+02,5.343026322628555702e-01,5.312729817937743571e-01
2.165243207327751610e-03,2.937964074300003858e+02,1.387791092707834836e-02,1.797769927947317700e-02
5.881754811358511859e+01,3.026174983021215894e+02,2.924039054711243812e-01,2.953913318809084365e-01
2.913712207762189643e-01,2.792395983287766512e+02,3.143873684270991897e-01,3.205427390131936893e-01
1.484729087562765629e-02,3.074711759716175266e+02,4.368332904290634505e-02,2.554452246160935150e-02
3.615408230073249591e-03,2.680885567581062219e+02,2.648897975652554637e-02,-1.057661550931625338e-02
2.599432650872514294e+00,2.809743426970752580e+02,1.232034925291284333e+00,1.224776629565247799e+00
4.661154429170924374e+01,2.780648826031847420e+02,4.494046663512612505e-01,4.315575227811185854e-01
3.137220957741643890e+00,2.981859892540340411e+02,1.220636762931353259e+00,1.206633080236514832e+00
2.665152559568493423e-02,2.941100261306434049e+02,6.144097908059083929e-02,1.041876994815630897e-01
6.567754677903876370e+01,2.885713634245612411e+02,2.628618215423977333e-01,2.861195812610080602e-01
1.221103963203987508e+00,3.039700890297633578e+02,7.035231713136775866e-01,7.000341481462541982e-01
3.248157785374262918e+00,3.039665591054201172e+02,1.251173132009181899e+00,1.222504422621750519e+00
2.795051550853355593e+02,3.078236500025921600e+02,4.148190483644722398e-02,1.551798912001117400e-02
1.126719888273501979e+01,3.135788862032139832e+02,1.513862066207189550e+00,1.521085987713327148e+00
5.011350718602908434e-03,3.165568018398769254e+02,2.441348390806638569e-02,4.580046023211936657e-02
1.468435571726365296e+01,2.663434425436697097e+02,1.850102353483245032e+00,1.844332054857327652e+00
5.525400875902681391e-02,3.101873731538824472e+02,9.921131396980077677e-02,1.019133073384200783e-01
5.496102973159687366e+01,3.144232543033626257e+02,3.383035288344474756e-01,3.433996434778857076e-01
2.368041283298055077e+00,2.840496358539347170e+02,1.127817036087010560e+00,1.149140899913346558e+00
1.754310037865172145e+00,3.028875044441714408e+02,8.810997842688604864e-01,8.434903572723870813e-01
7.048929930588370904e-03,2.804701759006840120e+02,3.076927301299035855e-02,3.388831869655227480e-02
1.454563103840771348e-03,2.692088637072652091e+02,1.523248277284012381e-02,2.334310156622645266e-02
7.061551733232349761e+02,2.889161787888961044e+02,1.285764899965406889e-02,3.185949094813105703e-02
1.521065051134108496e-03,2.658738186901856579e+02,1.709677551745211743e-02,2.501953537821562448e-02
2.045698745510914594e-03,2.723918042563809649e+02,1.720043264127735921e-02,-4.813505213822195233e-03
5.637825015427341269e-01,3.155394025982960784e+02,4.562574033125762485e-01,4.446463318178685564e-01
4.210389640427457607e+02,3.147819682760862179e+02,2.578815769831952279e-02,-4.695494169670227230e-03
1.772715619092396944e+00,3.060807378701208563e+02,8.958941305701708657e-01,8.997581800969324251e-01
8.982760886478791917e+02,2.683301868149169991e+02,1.303477478580393131e-02,1.688197547321699035e-02
1.975357090797414372e+01,2.800811172939521612e+02,1.103195624507970152e+00,1.113432256899219652e+00
8.394900127499825260e+01,3.125972621647539427e+02,1.969585788101051171e-01,1.775611390721204830e-01
8.238678214198181138e+01,3.000319299780931601e+02,1.914477568587733824e-01,1.686431432100267691e-01
4.550274913142773698e+02,3.145317824731409928e+02,2.331174371684037461e-02,5.382371485374529835e-02
6.509669171940713568e+02,3.023943366280372516e+02,1.386421327520270287e-02,1.750785528861412491e-02
9.244783068975860607e-02,2.652280678347020171e+02,2.047600348841544238e-01,2.396801033135717296e-01
1.778587444526276329e+01,2.961413229185756677e+02,1.071762294692673034e+00,1.080551177663336970e+00
1.123124667664946230e+00,2.975911810420043366e+02,6.620409506378596154e-01,6.328068075400866688e-01
7.457172500918194373e+02,3.057975352071200064e+02,1.178334593595449682e-02,2.789168158824622407e-02
3.530170506671530539e+00,2.893939620592944948e+02,1.329641553008595212e+00,1.354344159611153398e+00
2.512933309683564875e-01,3.002451533573446341e+02,2.503226549789341893e-01,2.413081862604334882e-01
1.594165229788981064e-03,2.995086486677242874e+02,1.155231492085197730e-02,-2.694085807002757904e-02
2.364206311231328428e+01,2.799404421590196534e+02,9.330014116322713491e-01,9.463062391355513414e-01
1.191250348595839512e-03,3.064134866211974213e+02,9.946244480881560185e-03,7.139193043049051578e-03
7.784398984622252549e+00,2.778644839092531811e+02,1.817733373863692714e+00,1.823285233964028196e+00
3.889787198512464905e-02,2.830428631316690371e+02,8.370757203698928062e-02,2.997733344621930640e-02
1.131175196413733453e+01,2.684639834047547993e+02,2.015852087529738768e+00,2.024994588783696869e+00
8.931394996698428486e+02,3.187689814581003702e+02,1.028086773057940682e-02,-4.472944840538816552e-02
1.233041083195554055e-01,3.147009941688544927e+02,1.698934050359681425e-01,1.525452783358626774e-01
2.203313321600795849e+00,2.786576167186982502e+02,1.158395132822121365e+00,1.176113161100721616e+00
2.177644380989111728e+00,3.139626684258783484e+02,1.063548021686839151e+00,1.027058478628311899e+00
9.489539329093828537e-03,2.988104860683847619e+02,3.270415711992095270e-02,-4.571897022805568311e-03
2.675763769679837978e+01,2.990217352797614012e+02,7.270785979867598892e-01,7.180830181197123130e-01
1.653477761662713519e+01,3.177748319217781159e+02,1.248054834144375791e+00,1.280988035717744777e+00
4.249767714666050011e+01,2.836504669060311130e+02,4.663404148714433983e-01,4.986534603331710946e-01
2.112928767408588787e-02,2.954202446225634731e+02,5.314886988776647281e-02,4.098321939310950457e-02
2.549218298674395776e-03,3.190002810594481844e+02,1.687009847659359102e-02,3.686055303109002368e-02
2.303339405651076699e-01,2.969815873784928044e+02,2.367769272457505847e-01,2.483552498806428088e-01
5.051463783592587478e-03,2.788717684911166543e+02,2.586286550886784247e-02,3.108249856054359425e-02
4.576981689367947553e-02,3.025911980474886036e+02,8.547340961060151399e-02,9.256117447909670282e-02
1.264206023427609168e-03,3.167228525996696931e+02,1.103839853658370417e-02,-3.483778029980143243e-03
2.591155828622109247e-01,2.937265678969009741e+02,2.572838541065751161e-01,2.732847352892314174e-01
1.459032188806766439e-01,2.994047556886541770e+02,1.765220052200154044e-01,1.977213680670963647e-01
9.065324405966730670e-02,2.815961682612910977e+02,1.443916242854771381e-01,1.983898449282349985e-01
2.057590328870743390e-01,2.879378153556671691e+02,2.286192056061605304e-01,2.469231278479722402e-01
1.743733267660742660e-03,3.051833500953779890e+02,1.230002344752434765e-02,-3.679437123493334294e-02
4.072438097190796413e-01,3.058772017385625759e+02,3.469621970983456927e-01,3.228201611521882564e-01
8.361567373397429392e+00,2.958711903476607290e+02,1.552337408311654565e+00,1.558939501717724552e+00
8.815817616837495763e-02,2.926586877261127029e+02,1.297996724723861628e-01,1.311010548902332984e-01
2.511687867144356989e+00,3.020139999958511794e+02,1.087146273415063868e+00,1.049858083647321250e+00
6.498786517735673840e+01,2.999119340917570185e+02,2.574819740466228746e-01,2.546026412179944742e-01
1.414541158935640697e+00,2.887454258630045274e+02,7.923576001394836421e-01,7.851032810912755844e-01
3.640591947590000927e+02,2.663332615681974289e+02,4.343542214864416773e-02,4.234984797069411139e-02
4.212033326451967952e+01,2.816325634088349261e+02,4.824266759421200201e-01,4.798813650873423042e-01
2.208715888446985520e+00,3.092992140165416686e+02,1.038519129260518259e+00,1.056833421117736371e+00
3.178783435071944313e-03,3.045404031799532163e+02,1.734944485231999789e-02,4.653952232961297564e-02
6.489879076893450005e-01,2.793137938784612402e+02,5.287377988257877526e-01,5.423105528199768655e-01
1.609783290366375305e-03,2.768884153085633102e+02,1.376294045575164257e-02,-8.542994969651211690e-03
5.419228023849168494e+02,3.167621833182174669e+02,1.903122745477883737e-02,1.667688205727074768e-03
1.892044682310969287e-03,3.010056376188396712e+02,1.275839718748322978e-02,-5.805018930113096248e-04
1.771143078235912910e-02,2.793932066753856134e+02,5.421579358706182100e-02,5.299689295251731186e-02
1.251212945140822014e-02,2.651621419254549323e+02,5.990789653496970263e-02,5.128359889032807484e-02
1.470721117331197547e+02,2.844340847562794465e+02,9.844774799613059679e-02,9.135964707649385508e-02
2.792723282827649882e+02,2.985792730017419672e+02,4.058789733228580082e-02,2.205065995404173473e-02
2.271435835221710065e+01,3.131628492976398093e+02,9.082571166541766328e-01,9.271555421942401232e-01
1.320126957489947301e+02,2.838005199325048125e+02,1.136845340876644489e-01,1.306281676635788758e-01
3.652726185926080671e-02,2.981897151376815600e+02,7.405378704882935315e-02,9.306181845653527240e-02
2.356552502384162437e+02,3.150277825690879467e+02,5.414172554554318867e-02,5.245448990681030738e-02
4.044343376596076095e-03,3.147902954601810279e+02,2.120181843200887734e-02,3.021938726175593670e-02
7.183940425963145082e-02,3.119085476317866323e+02,1.182368093659045966e-01,9.993671847075412396e-02
1.429959794077251729e+02,3.003752069675550729e+02,9.528724135921889937e-02,7.497378478062505236e-02
1.397406402022468974e+01,2.981394843604651328e+02,1.273766066840372302e+00,1.262814267969211368e+00
3.987514862392968098e+02,3.043689416538671821e+02,2.600746719992392056e-02,3.763115416518312412e-02
1.236331748289995289e+02,2.875211001426043254e+02,1.194445073843420219e-01,1.163963268304407245e-01
1.847513817020733640e-02,3.062364136168491200e+02,4.957931138660363890e-02,2.667013685955576044e-02
3.241711503950145956e-01,2.663090060946465769e+02,4.428860096795504409e-01,4.446855219216129806e-01
8.579463152244470621e+02,3.163405775678312466e+02,1.056859923548977322e-02,1.896565303090423649e-02
1.651693959006894374e+01,3.044454261685704068e+02,1.144127240590399053e+00,1.147333812115329366e+00
5.800071865335073795e+01,2.656404499240319410e+02,4.534872740095003962e-01,4.401064724602969935e-01
3.140586134891395261e-03,3.040251046275281510e+02,1.720062269470684288e-02,1.844228542050405789e-02
5.278474006674167640e+02,2.968581153605746863e+02,1.805922200083242071e-02,9.581323942526181331e-03
2.007572834416607943e+00,2.988923554167671455e+02,9.517253199427325727e-01,9.451695075696351367e-01
8.348283402083940541e-03,3.007186666658640775e+02,3.033381043292809887e-02,2.849995075287637195e-02
2.767157752305393625e+00,2.718207940544468784e+02,1.494095668593348858e+00,1.509123100560553876e+00
3.106883753769819805e+02,2.672094183609152651e+02,5.187540221425605835e-02,8.834117914428166185e-02
1.848824122963713013e+00,2.766163779640489793e+02,1.077909459929434322e+00,1.109044343056394322e+00
9.093428774467674884e+02,2.694540997349712939e+02,1.247316664589289553e-02,2.500803142799375156e-02
3.674434281580940933e+02,2.768976241419376834e+02,3.389435238445055038e-02,2.586266970270975629e-02
9.616808035903297025e-01,3.048350065619260363e+02,6.048323271987690042e-01,5.986317890969318212e-01
6.345967123401520666e+02,2.833522705959659334e+02,1.546362847855037997e-02,1.012327010234329028e-02
4.017802927167907256e+01,2.965758531608459521e+02,4.620020727689662654e-01,4.850228890768172874e-01
3.377076741821422035e-02,2.791200283402456535e+02,8.071226324882796455e-02,2.540587596640189738e-02
3.898892523270090608e-03,3.127489658582860557e+02,2.042067596743585289e-02,2.557671111819528192e-02
1.456782826911029666e-03,2.688370870783339228e+02,1.538916334872474437e-02,-2.446062524799713297e-02
1.344938940436816388e+00,2.953190987086946961e+02,7.454440455312446590e-01,7.453666419344012750e-01
3.386614085932990292e+01,2.948808002427250017e+02,5.646538900680191375e-01,5.911447895370496308e-01
6.089353738194484313e-03,3.079816560432626602e+02,2.574298588085361522e-02,7.524165681448747450e-03
1.627479108704884755e-02,3.134079555897091609e+02,4.792962910437621737e-02,2.272273901738258717e-03
6.965531828677635531e+02,3.058134002448251749e+02,1.285170749271570372e-02,3.879412125095918484e-02
6.950721593308165325e+01,2.712213210600829143e+02,3.135818419962995707e-01,3.436982899565337868e-01
8.701486518202425358e-02,3.070742587886407478e+02,1.296701192750863152e-01,1.396416604264678063e-01
4.528952094766046912e+02,2.912288353578421152e+02,2.232807622127087888e-02,4.743344208979652366e-02
7.316032001533750995e-01,2.792576343633531337e+02,5.721645409933325821e-01,5.561147453888009018e-01
3.338900096783184446e-02,3.069041429412261550e+02,7.136725701619670015e-02,9.481955685211272689e-02
1.175032771725677966e-01,3.089525385205265025e+02,1.582958893241259435e-01,1.923083733198399092e-01
4.295622487901176734e-02,2.917544347337160389e+02,8.315838399339908760e-02,9.596196261055492394e-02
1.481218590157547688e+01,3.109723999815957995e+02,1.277703602472738842e+00,1.283324886171687940e+00
1.750541312520165482e-01,3.102607945890050019e+02,2.056752436778488680e-01,2.313410104548841439e-01
2.930015257940118190e+00,3.074747582251762879e+02,1.203650228683408319e+00,1.226289179638616833e+00
5.274683597871286267e+00,3.024990724145585546e+02,1.502856938899311823e+00,1.487880391121045642e+00
1.064295454442596212e+00,2.963869009879216492e+02,6.403723850827435227e-01,6.675729180555086684e-01
5.201626053550014728e-01,2.927470434967162873e+02,4.059185633142688987e-01,4.208109569785740134e-01
1.299149866592397562e-01,2.908950988022836555e+02,1.672618489900641048e-01,1.704357448213140724e-01
2.521716388303680764e-02,2.861216928538225943e+02,6.220541905990969317e-02,8.827979691029659570e-02
3.682340813657892457e-03,2.818163009520136484e+02,2.065590583609986514e-02,3.916495576060653044e-02
1.568012950395788430e+01,2.751065025237824671e+02,1.440981898256468163e+00,1.455900588560212094e+00
1.245896010260524227e-03,2.708049655353608500e+02,1.342205236525644517e-02,3.265088410238379049e-03
2.514883472447651158e+01,2.716840504055404608e+02,1.016360673388159164e+00,1.033030165787497401e+00
3.343328183315754387e+01,3.147716652305349498e+02,6.111756355096883420e-01,5.890053472636483933e-01
6.859084927918402741e+01,3.148269054283449009e+02,2.581463701549290835e-01,2.556173876994993210e-01
7.077153498448854663e+00,2.913498737244237873e+02,1.589614249696088111e+00,1.555749024156375171e+00
5.177644700272273894e+02,3.156955871523458654e+02,1.997451739371847168e-02,-1.411332059839261882e-02
1.970830978853764237e-01,3.102016373831375518e+02,2.218354363238291826e-01,2.306965583903072270e-01
5.662162738018853281e-01,2.908591483694133331e+02,4.327115565175322920e-01,4.310714225263512778e-01
5.420051412929523943e-02,3.168822386978756640e+02,1.032816369951661539e-01,1.049767250200773633e-01
1.152112921950904567e-03,2.832665772690538120e+02,1.041505829234900746e-02,2.225405782732465393e-02
4.236276071473462634e-01,2.973920520058111947e+02,3.512053816507753612e-01,3.582050554067245374e-01
9.861344494130013238e-01,3.179180257408309558e+02,6.712208907030583482e-01,6.534932036730155547e-01
6.072937373612724565e-01,2.778307045942545415e+02,5.178577823639830546e-01,5.193264180191959900e-01
1.652119094825692290e-03,3.108669446407388932e+02,1.227496037781522671e-02,1.093355621930023128e-02
9.119234672215720955e-03,2.854544339823572159e+02,3.388536687606766989e-02,2.348595870004900957e-02
4.354172649174137266e-02,2.852931895346654301e+02,8.769839004678277317e-02,8.520742125157131086e-02
2.859973380000911392e-01,3.110869352721995256e+02,2.836081477047931454e-01,2.762998272228673891e-01
1.705445891812355438e-02,2.819389305058479636e+02,5.122792753387081510e-02,3.824575078102664116e-02
1.530995056780161401e-01,2.868969800682813798e+02,1.907075445807374092e-01,1.840223332107970566e-01
5.294673894376073636e-02,2.894685236331692408e+02,9.585788041538148563e-02,1.005575258673062772e-01
4.470628478590121455e-03,2.799798858924321507e+02,2.369512105012171188e-02,6.495962776722999377e-02
1.810247081868959071e+02,2.659204996524132980e+02,1.070825878840334505e-01,9.074293892406118389e-02
4.436366444148971411e+00,3.189095896229142113e+02,1.581836590792693675e+00,1.592274937981270844e+00
7.948830444613591908e+02,2.656656361861886353e+02,1.638992347100212688e-02,-1.283665160250864468e-02
4.169964863602301008e+00,2.906184992192916638e+02,1.417463822687082597e+00,1.449264319137126833e+00
4.909606533300853393e+00,2.967908482798265482e+02,1.469624126109662532e+00,1.462956619542927106e+00
1.525306821816751479e-01,2.928695263481624806e+02,1.836338754151533026e-01,1.864113885845288532e-01
6.761829368686255748e+01,2.879923952506891851e+02,2.545570926288653890e-01,2.801054762779264795e-01
5.963053113598721922e-01,2.666668496466779743e+02,6.518646348778799338e-01,6.716181777366828642e-01
8.711131106833201443e+01,3.010590239238291019e+02,1.786616097706086315e-01,1.488244221588172211e-01
6.355171603407603342e-01,2.682847400359310654e+02,6.504241760083330215e-01,6.615280334058709633e-01
2.722654475192690171e+01,2.840126988863829638e+02,7.682400700677202154e-01,7.636922245262161013e-01
9.439331581358588963e+00,2.698018622482420596e+02,2.072038373026039437e+00,2.084420843996946271e+00
2.397464731184013320e-01,2.905599819141893931e+02,2.480793744405472012e-01,2.511270621945836945e-01
3.518924038434151358e-03,3.182897783390669133e+02,2.019019082194434961e-02,3.491097628767183408e-02
2.489691254197140199e-02,2.773281883639905345e+02,6.884099923334752180e-02,7.468011200355750834e-02
4.398848639610316580e-01,2.921834118196956638e+02,3.647620431156558540e-01,3.619649564831414201e-01
7.064460589401642121e-01,2.929299431935755251e+02,4.952544962027244368e-01,5.187940759802392998e-01
1.947862957978209117e-02,3.189102306227680970e+02,5.616118269824797726e-02,2.528025110127514810e-02
3.687352025273472889e-02,3.099989933825883099e+02,7.712205807583104311e-02,6.846085650763518438e-02
8.798325440759344196e-02,2.946329209850501343e+02,1.287943569567341351e-01,1.096823767295879160e-01
1.932081006669498224e+00,2.907299816478692946e+02,9.497769705222000036e-01,9.468995396724569913e-01
3.439270653088517642e-03,3.184761484847385873e+02,1.996038771068012890e-02,1.136153310276082073e-02
2.763669452507914737e-01,3.198197869240822229e+02,2.992687574812924467e-01,2.963077975742181014e-01
1.234621544162526874e+01,3.132120318128071972e+02,1.446511368578772716e+00,1.436702604611717060e+00
1.043254069945369196e+02,3.088215932560701731e+02,1.461285529774843661e-01,1.367365928334293990e-01
1.247633020057570041e+00,3.104638649065717004e+02,7.351376091024829362e-01,7.022565769037968364e-01
5.010446313233384785e+02,3.190674030154567618e+02,2.151143134910565510e-02,2.075804135975762438e-02
2.588280137769719502e+01,3.084263733508547602e+02,7.725237711931262075e-01,7.786898693835990759e-01
5.488468254782254974e+01,2.691434484865013701e+02,4.412577001265441945e-01,4.293306437320358881e-01
6.468718312502521293e-03,2.681633468712378203e+02,3.718413105853952960e-02,2.404537982471876764e-02
1.078151241420937767e+00,3.146702027836828393e+02,6.903444612745766040e-01,6.774529318897138941e-01
1.633409976685176474e-03,3.118333929474591741e+02,1.227514890002305917e-02,4.585596697032806590e-02
1.027154332215126686e+01,2.970026192795069733e+02,1.478082941403126682e+00,1.481843297454146891e+00
8.928954741299367781e-02,3.108533673516135423e+02,1.345947499370175049e-01,1.423495427379690981e-01
1.900276945525223766e+02,3.168295473305469727e+02,7.238234182316415077e-02,6.637422745172658067e-02
6.091749711004194358e-03,2.952175390321338000e+02,2.524994263949543669e-02,1.525104110428756286e-02
2.796219834576529808e-03,3.100460016528480196e+02,1.652856059417649390e-02,-1.043030201548601071e-03
