t,C,Q,dC_dt,dC_dt_noisy
9.703740748149629169e+00,1.520051677500905245e-02,5.070969505057569549e-02,-6.846298698303707186e-03,1.881946807873158267e-02
9.707541508301659405e+00,1.517452056323061876e-02,5.069981048263595691e-02,-6.833184134560981240e-03,1.580576682064746552e-02
9.711342268453689641e+00,1.514857414724917785e-02,5.068993158704229729e-02,-6.820095898412452048e-03,-2.179664367667860994e-02
9.715143028605719877e+00,1.512267742712457286e-02,5.068005835866370989e-02,-6.807033934620265389e-03,2.039349903814490633e-02
9.718943788757751889e+00,1.509683030311881335e-02,5.067019079237480156e-02,-6.793998188065599429e-03,8.098395476239490104e-03
9.722744548909782125e+00,1.507103267569612562e-02,5.066032888305579962e-02,-6.780988603748647377e-03,-3.607092772498678417e-03
9.726545309061812361e+00,1.504528444552287458e-02,5.065047262559254498e-02,-6.768005126788524672e-03,1.930637272359838133e-02
9.730346069213842597e+00,1.501958551346762108e-02,5.064062201487647130e-02,-6.755047702423236898e-03,1.175400222208342754e-02
9.734146829365872833e+00,1.499393578060110276e-02,5.063077704580463967e-02,-6.742116276009619061e-03,8.176574027734209715e-03
9.737947589517903069e+00,1.496833514819623581e-02,5.062093771327971781e-02,-6.729210793023290491e-03,-1.688617474804135488e-02
9.741748349669933305e+00,1.494278351772811674e-02,5.061110401220997312e-02,-6.716331199058594124e-03,9.953161200279708049e-03
9.745549109821963540e+00,1.491728079087402056e-02,5.060127593750930047e-02,-6.703477439828545333e-03,-2.887376568586852432e-02
9.749349869973993776e+00,1.489182686951340089e-02,5.059145348409720133e-02,-6.690649461164781611e-03,-9.219631916594557899e-03
9.753150630126024012e+00,1.486642165572789158e-02,5.058163664689878380e-02,-6.677847209017510541e-03,-4.054307274873045208e-02
9.756951390278054248e+00,1.484106505180130507e-02,5.057182542084476956e-02,-6.665070629455452540e-03,-4.075290862156654564e-02
9.760752150430086260e+00,1.481575696021962193e-02,5.056201980087148690e-02,-6.652319668665788825e-03,2.208802397812246847e-03
9.764552910582116496e+00,1.479049728367103599e-02,5.055221978192089155e-02,-6.639594272954126714e-03,-8.279728264135137461e-03
9.768353670734146732e+00,1.476528592504588490e-02,5.054242535894052507e-02,-6.626894388744420696e-03,-4.931806363833211339e-03
9.772154430886176968e+00,1.474012278743669704e-02,5.053263652688356339e-02,-6.614219962578933402e-03,5.224779572396714804e-03
9.775955191038207204e+00,1.471500777413817934e-02,5.052285328070878212e-02,-6.601570941118187902e-03,3.981028148310116963e-04
9.779755951190237440e+00,1.468994078864722073e-02,5.051307561538056351e-02,-6.588947271140911319e-03,-2.431663430118369273e-02
9.783556711342267675e+00,1.466492173466288525e-02,5.050330352586891725e-02,-6.576348899543986264e-03,-5.107713244331072572e-03
9.787357471494297911e+00,1.463995051608642066e-02,5.049353700714943882e-02,-6.563775773342396189e-03,-7.905179931857391623e-03
9.791158231646328147e+00,1.461502703702124983e-02,5.048377605420336506e-02,-6.551227839669177683e-03,-1.695063601568783801e-02
9.794958991798358383e+00,1.459015120177297418e-02,5.047402066201751164e-02,-6.538705045775368430e-03,-9.029673840986827266e-03
9.798759751950390395e+00,1.456532291484936674e-02,5.046427082558433558e-02,-6.526207339029949095e-03,-1.383452782095569329e-02
9.802560512102420631e+00,1.454054208096041204e-02,5.045452653990189357e-02,-6.513734666919823377e-03,-1.949591141976399905e-02
9.806361272254450867e+00,1.451580860501823847e-02,5.044478779997384199e-02,-6.501286977049719126e-03,-1.318649834699006998e-02
9.810162032406481103e+00,1.449112239213716513e-02,5.043505460080945774e-02,-6.488864217142174470e-03,-1.789218765217378583e-03
9.813962792558511339e+00,1.446648334763369140e-02,5.042532693742363820e-02,-6.476466335037478830e-03,3.478804038207081173e-02
9.817763552710541575e+00,1.444189137702649520e-02,5.041560480483687351e-02,-6.464093278693615677e-03,-2.280374223866588751e-02
9.821564312862571811e+00,1.441734638603643301e-02,5.040588819807527432e-02,-6.451744996186225233e-03,3.986602192390889358e-03
9.825365073014602046e+00,1.439284828058654160e-02,5.039617711217056484e-02,-6.439421435708542890e-03,-3.566599650921931097e-02
9.829165833166632282e+00,1.436839696680203629e-02,5.038647154216008284e-02,-6.427122545571355844e-03,2.537337390447290050e-02
9.832966593318662518e+00,1.434399235101030921e-02,5.037677148308675884e-02,-6.414848274202954517e-03,-1.308235484093842223e-02
9.836767353470694530e+00,1.431963433974092238e-02,5.036707692999915081e-02,-6.402598570149074450e-03,-3.625085400773523855e-03
9.840568113622724766e+00,1.429532283972565279e-02,5.035738787795143029e-02,-6.390373382072873747e-03,1.915801026698819853e-02
9.844368873774755002e+00,1.427105775789842129e-02,5.034770432200337542e-02,-6.378172658754848075e-03,1.337537020004804858e-02
9.848169633926785238e+00,1.424683900139533423e-02,5.033802625722036406e-02,-6.365996349092802042e-03,-3.620318396088420543e-02
9.851970394078815474e+00,1.422266647755468516e-02,5.032835367867340148e-02,-6.353844402101801493e-03,4.750012995436147210e-03
9.855771154230845710e+00,1.419854009391694101e-02,5.031868658143909961e-02,-6.341716766914117995e-03,-1.088956230841828417e-02
9.859571914382875946e+00,1.417445975807727840e-02,5.030902496059749124e-02,-6.329613392702547123e-03,6.052857578204279623e-03
9.863372674534906182e+00,1.415042537711492382e-02,5.029936881122262782e-02,-6.317534228383846207e-03,-3.269846474347346856e-03
9.867173434686936417e+00,1.412643685914120179e-02,5.028971812840484640e-02,-6.305479223423182851e-03,8.415306242304302492e-03
9.870974194838966653e+00,1.410249411261077675e-02,5.028007290724209599e-02,-6.293448327476108828e-03,-4.543355572661266287e-04
9.874774954990996889e+00,1.407859704615631487e-02,5.027043314283762693e-02,-6.281441490302562027e-03,-9.078528122816979448e-03
9.878575715143028901e+00,1.405474556858848055e-02,5.026079883029997697e-02,-6.269458661766839566e-03,1.727012111574799391e-02
9.882376475295059137e+00,1.403093958889597807e-02,5.025116996474299214e-02,-6.257499791837562234e-03,-3.713843138881039313e-02
9.886177235447089373e+00,1.400717901624548567e-02,5.024154654128579200e-02,-6.245564830587601625e-03,-1.490676639878345949e-02
9.889977995599119609e+00,1.398346375998170237e-02,5.023192855505280441e-02,-6.233653728194054125e-03,-2.534563395534027153e-02
9.893778755751149845e+00,1.395979372962733063e-02,5.022231600117373768e-02,-6.221766434938189733e-03,-9.099197284681189921e-03
9.897579515903180081e+00,1.393616883488308159e-02,5.021270887478361533e-02,-6.209902901205412162e-03,-1.480875750912472033e-02
9.901380276055210317e+00,1.391258898562767674e-02,5.020310717102272752e-02,-6.198063077485205935e-03,-9.159022984559530428e-03
9.905181036207240552e+00,1.388905409191783930e-02,5.019351088503667263e-02,-6.186246914371101684e-03,-1.599501088142670641e-02
9.908981796359270788e+00,1.386556406398830460e-02,5.018392001197635038e-02,-6.174454362560621509e-03,-1.556641450661558693e-02
9.912782556511301024e+00,1.384211881225181143e-02,5.017433454699794099e-02,-6.162685372855246022e-03,-3.904371757154138922e-02
9.916583316663333036e+00,1.381871824729909680e-02,5.016475448526291903e-02,-6.150939896160354491e-03,-6.904329885508386083e-03
9.920384076815363272e+00,1.379536227989893761e-02,5.015517982193806040e-02,-6.139217883485207500e-03,2.688030698762104709e-05
9.924184836967393508e+00,1.377205082099808645e-02,5.014561055219542846e-02,-6.127519285942870618e-03,-1.805457568045118130e-02
9.927985597119423744e+00,1.374878378172130974e-02,5.013604667121239478e-02,-6.115844054750190981e-03,-1.925459528857095121e-02
9.931786357271453980e+00,1.372556107337138780e-02,5.012648817417159064e-02,-6.104192141227746983e-03,-1.899572152609044565e-02
9.935587117423484216e+00,1.370238260742910087e-02,5.011693505626098333e-02,-6.092563496799810116e-03,2.748825457350519141e-02
9.939387877575514452e+00,1.367924829555324309e-02,5.010738731267379981e-02,-6.080958072994296394e-03,-2.320602021974139256e-03
9.943188637727544688e+00,1.365615804958061029e-02,5.009784493860858223e-02,-6.069375821442722987e-03,1.685416979508868457e-03
9.946989397879574923e+00,1.363311178152601041e-02,5.008830792926914632e-02,-6.057816693880169190e-03,-1.206593106531774102e-02
9.950790158031605159e+00,1.361010940358225486e-02,5.007877627986462993e-02,-6.046280642145229582e-03,-1.604518217735310254e-02
9.954590918183635395e+00,1.358715082812016368e-02,5.006924998560943751e-02,-6.034767618179972398e-03,-2.360635841390506737e-02
9.958391678335667407e+00,1.356423596768855516e-02,5.005972904172328181e-02,-6.023277574029893555e-03,2.481927823870029581e-02
9.962192438487697643e+00,1.354136473501428226e-02,5.005021344343116296e-02,-6.011810461843894102e-03,-4.002041491367765158e-02
9.965993198639727879e+00,1.351853704300217708e-02,5.004070318596337552e-02,-6.000366233874200421e-03,-9.606119069473575967e-07
9.969793958791758115e+00,1.349575280473509081e-02,5.003119826455551533e-02,-5.988944842476353822e-03,-6.469776215039718670e-03
9.973594718943788351e+00,1.347301193347387634e-02,5.002169867444846568e-02,-5.977546240109154162e-03,-1.108999215991688866e-02
9.977395479095818587e+00,1.345031434265740039e-02,5.001220441088839730e-02,-5.966170379334619946e-03,-3.729432094163078609e-02
9.981196239247848823e+00,1.342765994590253142e-02,5.000271546912678916e-02,-5.954817212817949297e-03,-3.065532582733025008e-02
9.984996999399879059e+00,1.340504865700414827e-02,4.999323184442039381e-02,-5.943486693327475721e-03,1.368980775722298746e-02
9.988797759551909294e+00,1.338248038993513495e-02,4.998375353203128590e-02,-5.932178773734623003e-03,-1.980683848790902937e-02
9.992598519703939530e+00,1.335995505884638411e-02,4.997428052722680675e-02,-5.920893407013872248e-03,1.166106318436969415e-02
9.996399279855971542e+00,1.333747257806678667e-02,4.996481282527959200e-02,-5.909630546242709837e-03,7.484943362673950745e-03
1.000020004000800178e+01,1.331503286210326993e-02,4.995535042146760640e-02,-5.898390144601604879e-03,5.689283577632250899e-03
1.000400080016003201e+01,1.329263582564073690e-02,4.994589331107406049e-02,-5.887172155373937218e-03,9.342657617586444530e-03
1.000780156031206225e+01,1.327028138354210789e-02,4.993644148938749389e-02,-5.875976531945983558e-03,-3.008130817992209910e-02
1.001160232046409249e+01,1.324796945084831361e-02,4.992699495170172669e-02,-5.864803227806862813e-03,-1.534599752436573497e-02
1.001540308061612272e+01,1.322569994277828821e-02,4.991755369331586645e-02,-5.853652196548504022e-03,7.718363600045531278e-03
1.001920384076815296e+01,1.320347277472897624e-02,4.990811770953432203e-02,-5.842523391865594301e-03,-3.108976900454578016e-02
1.002300460092018319e+01,1.318128786227532566e-02,4.989868699566679666e-02,-5.831416767555550225e-03,2.746058877241324900e-02
1.002680536107221343e+01,1.315914512117029658e-02,4.988926154702828103e-02,-5.820332277518470987e-03,-1.701310069301062086e-02
1.003060612122424367e+01,1.313704446734485429e-02,4.987984135893907406e-02,-5.809269875757095032e-03,-7.095496627138892648e-03
1.003440688137627390e+01,1.311498581690796576e-02,4.987042642672474824e-02,-5.798229516376764495e-03,-2.630074867395115062e-02
1.003820764152830591e+01,1.309296908614660665e-02,4.986101674571618431e-02,-5.787211153585386167e-03,1.528964681262450810e-03
1.004200840168033615e+01,1.307099419152577859e-02,4.985161231124955045e-02,-5.776214741693392468e-03,-2.045235470194354394e-02
1.004580916183236639e+01,1.304906104968846930e-02,4.984221311866630921e-02,-5.765240235113697209e-03,-1.061528708184825490e-02
1.004960992198439662e+01,1.302716957745567519e-02,4.983281916331322448e-02,-5.754287588361647020e-03,-2.852875331108778792e-02
1.005341068213642686e+01,1.300531969182640996e-02,4.982343044054234060e-02,-5.743356756055004869e-03,1.809177776301721524e-02
1.005721144228845709e+01,1.298351130997768381e-02,4.981404694571099634e-02,-5.732447692913891085e-03,-3.838498349690608324e-02
1.006101220244048733e+01,1.296174434926452082e-02,4.980466867418184562e-02,-5.721560353760748660e-03,3.300823054304867499e-03
1.006481296259251756e+01,1.294001872721995371e-02,4.979529562132280901e-02,-5.710694693520311158e-03,-9.692915851872265301e-04
1.006861372274454780e+01,1.291833436155501690e-02,4.978592778250711531e-02,-5.699850667219550672e-03,3.056132135339531715e-03
1.007241448289657804e+01,1.289669117015875520e-02,4.977656515311328078e-02,-5.689028229987655276e-03,-2.610207464983049092e-02
1.007621524304861005e+01,1.287508907109820994e-02,4.976720772852511604e-02,-5.678227337055965704e-03,1.499658825655715393e-02
1.008001600320064028e+01,1.285352798231845575e-02,4.975785550412661212e-02,-5.667447943602361982e-03,1.362029480945273208e-02
1.008381676335267052e+01,1.283200782154942689e-02,4.974850847529893594e-02,-5.656690004702941837e-03,-2.465060989500610610e-03
1.008761752350470076e+01,1.281052850746744638e-02,4.973916663744036570e-02,-5.645953475934453736e-03,6.072814880382420774e-04
1.009141828365673099e+01,1.278908995894387571e-02,4.972982998595478626e-02,-5.635238312984491502e-03,-8.782423130214545015e-03
1.009521904380876123e+01,1.276769209500676003e-02,4.972049851625105765e-02,-5.624544471631551072e-03,7.236464684097959447e-03
1.009901980396079146e+01,1.274633483484083687e-02,4.971117222374299427e-02,-5.613871907745010548e-03,-2.203785483950595689e-02
1.010282056411282170e+01,1.272501809778752747e-02,4.970185110384939958e-02,-5.603220577285079884e-03,5.493904845448814231e-03
1.010662132426485194e+01,1.270374180334494195e-02,4.969253515199404531e-02,-5.592590436302773138e-03,2.533938508544220092e-03
1.011042208441688217e+01,1.268250587116787759e-02,4.968322436360566446e-02,-5.581981440939870302e-03,-3.378255005897160684e-02
1.011422284456891241e+01,1.266131022106781537e-02,4.967391873411797221e-02,-5.571393547428873938e-03,-5.805240313245303707e-02
1.011802360472094442e+01,1.264015477301292170e-02,4.966461825896964499e-02,-5.560826712092983154e-03,-7.905425321342751666e-03
1.012182436487297466e+01,1.261903944712806924e-02,4.965532293360435528e-02,-5.550280891346058912e-03,-8.781481902367192088e-03
1.012562512502500489e+01,1.259796416369479873e-02,4.964603275347071604e-02,-5.539756041692572852e-03,1.882126175529260509e-02
1.012942588517703513e+01,1.257692884315133978e-02,4.963674771402232927e-02,-5.529252119727587345e-03,-4.377315993585515624e-03
1.013322664532906536e+01,1.255593340609261442e-02,4.962746781071777219e-02,-5.518769082136713855e-03,-1.547472138978962276e-02
1.013702740548109560e+01,1.253497777327023006e-02,4.961819303902057637e-02,-5.508306885696073046e-03,-3.270427548309564475e-02
1.014082816563312583e+01,1.251406186559247957e-02,4.960892339439926246e-02,-5.497865487272269626e-03,-7.263139133393001559e-03
1.014462892578515607e+01,1.249318560412434644e-02,4.959965887232731241e-02,-5.487444843822348109e-03,-1.716420247541858984e-02
1.014842968593718631e+01,1.247234891008749957e-02,4.959039946828318335e-02,-5.477044912393759860e-03,-2.753143844038113269e-02
1.015223044608921654e+01,1.245155170486029507e-02,4.958114517775031455e-02,-5.466665650124330998e-03,-7.874999363269267680e-03
1.015603120624124855e+01,1.243079390997776576e-02,4.957189599621708576e-02,-5.456307014242218166e-03,1.568343763544147867e-02
1.015983196639327879e+01,1.241007544713166461e-02,4.956265191917689356e-02,-5.445968962065897249e-03,-3.590717567562350630e-03
1.016363272654530903e+01,1.238939623817039704e-02,4.955341294212806114e-02,-5.435651451004096593e-03,-2.641690452899079361e-02
1.016743348669733926e+01,1.236875620509906952e-02,4.954417906057392157e-02,-5.425354438555782255e-03,1.120105407210479458e-03
1.017123424684936950e+01,1.234815527007947396e-02,4.953495027002275536e-02,-5.415077882310117240e-03,-2.737643188467038177e-02
1.017503500700139973e+01,1.232759335543009115e-02,4.952572656598781820e-02,-5.404821739946431142e-03,-3.695837419345902874e-02
1.017883576715342997e+01,1.230707038362608731e-02,4.951650794398734790e-02,-5.394585969234178512e-03,4.490501769406861181e-03
1.018263652730546021e+01,1.228658627729931757e-02,4.950729439954454358e-02,-5.384370528032915437e-03,-1.639138957914716005e-02
1.018643728745749044e+01,1.226614095923832075e-02,4.949808592818757957e-02,-5.374175374292250972e-03,1.689724338161080128e-02
1.019023804760952068e+01,1.224573435238832803e-02,4.948888252544959843e-02,-5.364000466051829785e-03,8.564506589525452268e-04
1.019403880776155269e+01,1.222536637985124561e-02,4.947968418686871789e-02,-5.353845761441279258e-03,-2.148225064762650932e-02
1.019783956791358293e+01,1.220503696488569462e-02,4.947049090798803783e-02,-5.343711218680197335e-03,-9.576054976939618255e-04
1.020164032806561316e+01,1.218474603090695559e-02,4.946130268435561250e-02,-5.333596796078098751e-03,2.057670308670686912e-02
1.020544108821764340e+01,1.216449350148700662e-02,4.945211951152447133e-02,-5.323502452034390743e-03,-9.097774044886588682e-03
1.020924184836967363e+01,1.214427930035451297e-02,4.944294138505262587e-02,-5.313428145038338359e-03,-2.653604256844012410e-02
1.021304260852170387e+01,1.212410335139482535e-02,4.943376830050304899e-02,-5.303373833669033227e-03,-1.853252849039975503e-02
1.021684336867373410e+01,1.210396557864998508e-02,4.942460025344369567e-02,-5.293339476595351929e-03,-2.155455944292621745e-02
1.022064412882576434e+01,1.208386590631871545e-02,4.941543723944746835e-02,-5.283325032575934312e-03,-2.890308332810035893e-02
1.022444488897779458e+01,1.206380425875643383e-02,4.940627925409227933e-02,-5.273330460459143589e-03,-3.112302421658307006e-02
1.022824564912982481e+01,1.204378056047523959e-02,4.939712629296097446e-02,-5.263355719183031647e-03,3.184237276708542716e-03
1.023204640928185505e+01,1.202379473614391923e-02,4.938797835164140254e-02,-5.253400767775306089e-03,1.693571643253632270e-02
1.023584716943388706e+01,1.200384671058794123e-02,4.937883542572635287e-02,-5.243465565353303340e-03,-1.248113654348189869e-02
1.023964792958591730e+01,1.198393640878948549e-02,4.936969751081362462e-02,-5.233550071123954824e-03,1.049809537326991046e-02
1.024344868973794753e+01,1.196406375588739308e-02,4.936056460250595052e-02,-5.223654244383746197e-03,1.294028395138972776e-02
1.024724944988997777e+01,1.194422867717720091e-02,4.935143669641106623e-02,-5.213778044518692194e-03,2.846544180847304997e-02
1.025105021004200800e+01,1.192443109811113303e-02,4.934231378814165486e-02,-5.203921431004298465e-03,-8.930883278895317134e-03
1.025485097019403824e+01,1.190467094429810239e-02,4.933319587331538858e-02,-5.194084363405538154e-03,-1.218241180990363090e-02
1.025865173034606848e+01,1.188494814150370393e-02,4.932408294755490086e-02,-5.184266801376806802e-03,3.240655369006192194e-03
1.026245249049809871e+01,1.186526261565022840e-02,4.931497500648780036e-02,-5.174468704661902389e-03,-3.222932356800129773e-03
1.026625325065012895e+01,1.184561429281664677e-02,4.930587204574666399e-02,-5.164690033093988046e-03,8.760513727167395029e-04
1.027005401080215918e+01,1.182600309923861892e-02,4.929677406096905079e-02,-5.154930746595553885e-03,2.077623837346905672e-02
1.027385477095419120e+01,1.180642896130848496e-02,4.928768104779747417e-02,-5.145190805178394451e-03,-1.373061001833847036e-02
1.027765553110622143e+01,1.178689180557529644e-02,4.927859300187943659e-02,-5.135470168943579231e-03,-8.047082180871424281e-04
1.028145629125825167e+01,1.176739155874476778e-02,4.926950991886740877e-02,-5.125768798081405814e-03,-2.475055508255953607e-02
1.028525705141028190e+01,1.174792814767930751e-02,4.926043179441882969e-02,-5.116086652871380813e-03,-8.304819855294810413e-03
1.028905781156231214e+01,1.172850149939801308e-02,4.925135862419609961e-02,-5.106423693682184302e-03,-1.857260778604054308e-02
1.029285857171434238e+01,1.170911154107666732e-02,4.924229040386660788e-02,-5.096779880971638588e-03,-2.024762894596213170e-02
1.029665933186637261e+01,1.168975820004774027e-02,4.923322712910270516e-02,-5.087155175286674387e-03,-9.481449342544920680e-03
1.030046009201840285e+01,1.167044140376198927e-02,4.922416879558100949e-02,-5.077549537243424005e-03,-1.400861461694475132e-02
1.030426085217043308e+01,1.165116107919223799e-02,4.921511539897046456e-02,-5.067962927218485659e-03,2.363563245944543326e-03
1.030806161232246332e+01,1.163191715397853335e-02,4.920606693495287176e-02,-5.058395305941888395e-03,1.101831527967272843e-02
1.031186237247449355e+01,1.161270955617444041e-02,4.919702339921957351e-02,-5.048846634365630401e-03,-3.489609562456529729e-02
1.031566313262652557e+01,1.159353821397137579e-02,4.918798478746657515e-02,-5.039316873520909533e-03,1.502785432167582855e-02
1.031946389277855580e+01,1.157440305569865623e-02,4.917895109539455883e-02,-5.029805984518117244e-03,-4.955694709147855787e-02
1.032326465293058604e+01,1.155530400982343261e-02,4.916992231870881414e-02,-5.020313928546768327e-03,-7.126488798126547758e-05
1.032706541308261627e+01,1.153624100495073343e-02,4.916089845311932133e-02,-5.010840666875507853e-03,9.195038877286478701e-03
1.033086617323464651e+01,1.151721396982345776e-02,4.915187949434068893e-02,-5.001386160852064333e-03,-1.801564666581767851e-02
1.033466693338667675e+01,1.149822283332236489e-02,4.914286543809218144e-02,-4.991950371903221099e-03,-9.573943736521470238e-03
1.033846769353870698e+01,1.147926752446608648e-02,4.913385628009772632e-02,-4.982533261534796351e-03,-2.061797304605015452e-02
1.034226845369073722e+01,1.146034797241111784e-02,4.912485201608588620e-02,-4.973134791331604125e-03,1.292188426464422127e-02
1.034606921384276745e+01,1.144146410645182146e-02,4.911585264178987970e-02,-4.963754922957432612e-03,-6.840710675697712906e-02
1.034986997399479769e+01,1.142261585602042523e-02,4.910685815294758838e-02,-4.954393618155007728e-03,-2.437851234121466912e-02
1.035367073414682970e+01,1.140380315068701897e-02,4.909786854530153594e-02,-4.945050838745967958e-03,-4.368490336880787028e-02
1.035747149429885994e+01,1.138502592015958222e-02,4.908888381459890204e-02,-4.935726546630849615e-03,-1.167794433945475684e-03
1.036127225445089017e+01,1.136628409428393563e-02,4.907990395659150851e-02,-4.926420703789032192e-03,2.105795040387231989e-02
1.036507301460292041e+01,1.134757760304377396e-02,4.907092896703584006e-02,-4.917133272278723620e-03,1.891441215553775479e-02
1.036887377475495065e+01,1.132890637656066256e-02,4.906195884169303051e-02,-4.907864214236935980e-03,8.455156337532552385e-03
1.037267453490698088e+01,1.131027034509403048e-02,4.905299357632885576e-02,-4.898613491879449944e-03,6.591419200771900244e-05
1.037647529505901112e+01,1.129166943904117565e-02,4.904403316671376162e-02,-4.889381067500789615e-03,-2.021061506303651473e-02
1.038027605521104135e+01,1.127310358893725793e-02,4.903507760862282211e-02,-4.880166903474190444e-03,1.948809146260578606e-02
1.038407681536307159e+01,1.125457272545530955e-02,4.902612689783578809e-02,-4.870970962251579273e-03,7.595311610091705010e-03
1.038787757551510182e+01,1.123607677940622468e-02,4.901718103013704558e-02,-4.861793206363535305e-03,-2.174790833977644638e-02
1.039167833566713206e+01,1.121761568173877156e-02,4.900824000131563662e-02,-4.852633598419277966e-03,-3.044392709249628057e-02
1.039547909581916407e+01,1.119918936353956652e-02,4.899930380716524536e-02,-4.843492101106611387e-03,-1.741701038350843694e-02
1.039927985597119431e+01,1.118079775603312599e-02,4.899037244348423276e-02,-4.834368677191938288e-03,1.680189143905951032e-02
1.040308061612322454e+01,1.116244079058180405e-02,4.898144590607558801e-02,-4.825263289520193184e-03,2.019194334702109975e-02
1.040688137627525478e+01,1.114411839868583234e-02,4.897252419074696328e-02,-4.816175901014830250e-03,2.749973437205000676e-02
1.041068213642728502e+01,1.112583051198330793e-02,4.896360729331065281e-02,-4.807106474677801632e-03,-2.031555670933593571e-02
1.041448289657931525e+01,1.110757706225019154e-02,4.895469520958360687e-02,-4.798054973589516679e-03,-1.199518495118759125e-02
1.041828365673134549e+01,1.108935798140031626e-02,4.894578793538743866e-02,-4.789021360908828073e-03,2.286506116962207583e-02
1.042208441688337572e+01,1.107117320148537885e-02,4.893688546654839655e-02,-4.780005599872998862e-03,-3.789025010338103322e-04
1.042588517703540596e+01,1.105302265469494324e-02,4.892798779889738492e-02,-4.771007653797666899e-03,1.051341627617894195e-02
1.042968593718743620e+01,1.103490627335643876e-02,4.891909492826996414e-02,-4.762027486076833571e-03,-3.118097340110276630e-02
1.043348669733946821e+01,1.101682398993515492e-02,4.891020685050634365e-02,-4.753065060182821294e-03,-1.214090520969677948e-02
1.043728745749149844e+01,1.099877573703427272e-02,4.890132356145139580e-02,-4.744120339666266575e-03,-5.059899987832964380e-03
1.044108821764352868e+01,1.098076144739481425e-02,4.889244505695462123e-02,-4.735193288156067104e-03,-1.181351670023591920e-02
1.044488897779555892e+01,1.096278105389567742e-02,4.888357133287019041e-02,-4.726283869359373946e-03,-1.300089726225996112e-02
1.044868973794758915e+01,1.094483448955362558e-02,4.887470238505691594e-02,-4.717392047061558583e-03,-3.736419287390162908e-02
1.045249049809961939e+01,1.092692168752329093e-02,4.886583820937826644e-02,-4.708517785126186891e-03,2.791356561585621454e-02
1.045629125825164962e+01,1.090904258109717112e-02,4.885697880170236651e-02,-4.699661047494991389e-03,-1.719955081966550309e-03
1.046009201840367986e+01,1.089119710370562745e-02,4.884812415790198287e-02,-4.690821798187845212e-03,-3.375693762048624647e-02
1.046389277855571009e+01,1.087338518891689532e-02,4.883927427385454517e-02,-4.682000001302740431e-03,1.693307204332939950e-02
1.046769353870774033e+01,1.085560677043706859e-02,4.883042914544212521e-02,-4.673195621015751623e-03,-3.224515758076933539e-03
1.047149429885977057e+01,1.083786178211011524e-02,4.882158876855144380e-02,-4.664408621581020258e-03,9.812032538952974309e-03
1.047529505901180258e+01,1.082015015791785648e-02,4.881275313907387781e-02,-4.655638967330715666e-03,-8.338881876691298795e-03
1.047909581916383281e+01,1.080247183198000498e-02,4.880392225290547392e-02,-4.646886622675030706e-03,-2.010619353432319817e-02
1.048289657931586305e+01,1.078482673855412147e-02,4.879509610594690017e-02,-4.638151552102133188e-03,-1.958515301030729419e-02
1.048669733946789329e+01,1.076721481203563209e-02,4.878627469410348749e-02,-4.629433720178145056e-03,2.491192095134979467e-03
1.049049809961992352e+01,1.074963598695784055e-02,4.877745801328522979e-02,-4.620733091547127649e-03,1.114309927874522661e-02
1.049429885977195376e+01,1.073209019799190728e-02,4.876864605940675612e-02,-4.612049630931040929e-03,5.470420041116496636e-03
1.049809961992398399e+01,1.071457737994686507e-02,4.875983882838735850e-02,-4.603383303129730472e-03,8.612750865208103693e-03
1.050190038007601423e+01,1.069709746776961387e-02,4.875103631615097799e-02,-4.594734073020894510e-03,1.980358309181277920e-02
1.050570114022804447e+01,1.067965039654491730e-02,4.874223851862619777e-02,-4.586101905560062246e-03,1.526465072064526508e-03
1.050950190038007470e+01,1.066223610149540438e-02,4.873344543174627091e-02,-4.577486765780560025e-03,1.590478187732129872e-02
1.051330266053210671e+01,1.064485451798157130e-02,4.872465705144908565e-02,-4.568888618793495726e-03,1.802063375826691918e-02
1.051710342068413695e+01,1.062750558150179526e-02,4.871587337367718623e-02,-4.560307429787735338e-03,1.772163294770427895e-03
1.052090418083616719e+01,1.061018922769229982e-02,4.870709439437777982e-02,-4.551743164029862197e-03,-5.551833365919828234e-03
1.052470494098819742e+01,1.059290539232577918e-02,4.869832010950268797e-02,-4.543195786863438862e-03,-1.268102640183810768e-02
1.052850570114022766e+01,1.057565401082566185e-02,4.868955051499790354e-02,-4.534665263457908491e-03,-2.800531412933118455e-02
1.053230646129225789e+01,1.055843501891965720e-02,4.868078560681576156e-02,-4.526151559146438311e-03,-3.504959972193564394e-02
1.053610722144428813e+01,1.054124835288623198e-02,4.867202538092131603e-02,-4.517654639553273475e-03,2.239430417708556872e-02
1.053990798159631836e+01,1.052409394912509275e-02,4.866326983328396472e-02,-4.509174470371657764e-03,-4.089945864385002156e-03
1.054370874174834860e+01,1.050697174415718416e-02,4.865451895987744219e-02,-4.500711017363817970e-03,-1.476427164302052120e-02
1.054750950190037884e+01,1.048988167462469936e-02,4.864577275667982675e-02,-4.492264246360934410e-03,2.779376047873860500e-02
1.055131026205241085e+01,1.047282367729105920e-02,4.863703121967352661e-02,-4.483834123263110566e-03,1.570320331152834370e-02
1.055511102220444108e+01,1.045579768904095035e-02,4.862829434484529367e-02,-4.475420614039374821e-03,-2.494376800820783790e-03
1.055891178235647132e+01,1.043880364688027848e-02,4.861956212818622364e-02,-4.467023684727628417e-03,1.646225327926489207e-02
