t,Q,I,core_flux_linkage,dielectric_memory_charge,dI_dt
5.407081416283256343e-03,2.920802970683565020e-05,-4.269875965386238197e-03,-1.381265605110185893e-05,5.810898924968155397e-05,-4.978765242237119359e+00
5.409081816363272600e-03,2.919947836701765863e-05,-4.279714731174668121e-03,-1.384284635628205590e-05,5.809742715620401325e-05,-4.857998616860646379e+00
5.411082216443288857e-03,2.919090758651569028e-05,-4.289311641601558853e-03,-1.387311013051338106e-05,5.808586626316795216e-05,-4.736955135042484777e+00
5.413082616523305114e-03,2.918231784766395285e-05,-4.298666162454944928e-03,-1.390344226737113665e-05,5.807430656243842560e-05,-4.615653413807982552e+00
5.415083016603320504e-03,2.917370963128217948e-05,-4.307777790870572637e-03,-1.393383769271727961e-05,5.806274804606919389e-05,-4.494111953642958568e+00
5.417083416683336761e-03,2.916508342705110467e-05,-4.316646066974426377e-03,-1.396429126757924946e-05,5.805119070626623930e-05,-4.372349493486242800e+00
5.419083816763353018e-03,2.915643972516920675e-05,-4.325270567885029782e-03,-1.399479786808976996e-05,5.803963453543574885e-05,-4.250384718696248676e+00
5.421084216843368407e-03,2.914777901592246256e-05,-4.333650907319977486e-03,-1.402535238956323751e-05,5.802807952618614710e-05,-4.128236246154897593e+00
5.423084616923384664e-03,2.913910178968431015e-05,-4.341786735595945523e-03,-1.405594974649576013e-05,5.801652567132806236e-05,-4.005922624265816800e+00
5.425085017003400921e-03,2.913040853691568948e-05,-4.349677739628672254e-03,-1.408658487256507952e-05,5.800497296387437405e-05,-3.883462332954517482e+00
5.427085417083417178e-03,2.912169974816502206e-05,-4.357323642932971371e-03,-1.411725272063062528e-05,5.799342139704017886e-05,-3.760873783666743186e+00
5.429085817163432567e-03,2.911297591406821777e-05,-4.364724205622722356e-03,-1.414794826273348781e-05,5.798187096424280428e-05,-3.638175319368239347e+00
5.431086217243448824e-03,2.910423752534866123e-05,-4.371879224410887832e-03,-1.417866649009647247e-05,5.797032165910179506e-05,-3.515385214543229608e+00
5.433086617323465081e-03,2.909548507281722881e-05,-4.378788532609493613e-03,-1.420940241312401328e-05,5.795877347543892678e-05,-3.392521675194508202e+00
5.435087017403480471e-03,2.908671904737229202e-05,-4.385452000129633904e-03,-1.424015106140222194e-05,5.794722640727820580e-05,-3.269602838842622372e+00
5.437087417483496728e-03,2.907793993999968694e-05,-4.391869533481485184e-03,-1.427090748369892178e-05,5.793568044884586253e-05,-3.146646774524233692e+00
5.439087817563512985e-03,2.906914824177274820e-05,-4.398041075774286254e-03,-1.430166674796357323e-05,5.792413559457034464e-05,-3.023671482793010235e+00
5.441088217643528374e-03,2.906034444385230213e-05,-4.403966606716348646e-03,-1.433242394132730593e-05,5.791259183908235094e-05,-2.900694895717759625e+00
5.443088617723544631e-03,2.905152903748664308e-05,-4.409646142615061826e-03,-1.436317417010296456e-05,5.790104917721477715e-05,-2.777734876881861048e+00
5.445089017803560888e-03,2.904270251401156052e-05,-4.415079736376880185e-03,-1.439391255978502916e-05,5.788950760400276337e-05,-2.654809221383577000e+00
5.447089417883577145e-03,2.903386536485033225e-05,-4.420267477507331712e-03,-1.442463425504966259e-05,5.787796711468368052e-05,-2.531935655834977261e+00
5.449089817963592534e-03,2.902501808151371424e-05,-4.425209492111012791e-03,-1.445533441975469527e-05,5.786642770469710998e-05,-2.409131838360811351e+00
5.451090218043608791e-03,2.901616115559995082e-05,-4.429905942891598607e-03,-1.448600823693966246e-05,5.785488936968486394e-05,-2.286415358599473091e+00
5.453090618123625048e-03,2.900729507856238945e-05,-4.434357027866011464e-03,-1.451665091043960870e-05,5.784335210548612684e-05,-2.163803731751484882e+00
5.455091018203640438e-03,2.899842033850529404e-05,-4.438562959121836703e-03,-1.454725768521561834e-05,5.783181590805093600e-05,-2.041314323403635278e+00
5.457091418283656695e-03,2.898953742670903438e-05,-4.442523995836618333e-03,-1.457782380034886274e-05,5.782028077355962683e-05,-1.918964522612528700e+00
5.459091818363672952e-03,2.898064683494775643e-05,-4.446240438499423145e-03,-1.460834451263040349e-05,5.780874669841695106e-05,-1.796771655537279466e+00
5.461092218443689209e-03,2.897174905377883315e-05,-4.449712620710441144e-03,-1.463881510913309259e-05,5.779721367922324368e-05,-1.674752939178766109e+00
5.463092618523704598e-03,2.896284457254285773e-05,-4.452940909180987290e-03,-1.466923090721153682e-05,5.778568171277446367e-05,-1.552925481379153316e+00
5.465093018603720855e-03,2.895393387936363343e-05,-4.455925703733500630e-03,-1.469958725450215880e-05,5.777415079606214651e-05,-1.431306280822076227e+00
5.467093418683737112e-03,2.894501746114819390e-05,-4.458667437301544294e-03,-1.472987952892311054e-05,5.776262092627344486e-05,-1.309912227034197851e+00
5.469093818763752501e-03,2.893609580358679981e-05,-4.461166575929800295e-03,-1.476010313867431413e-05,5.775109210079111500e-05,-1.188760100384882445e+00
5.471094218843768758e-03,2.892716939115292187e-05,-4.463423618774081669e-03,-1.479025352223750914e-05,5.773956431719348974e-05,-1.067866572088292720e+00
5.473094618923785015e-03,2.891823870710325106e-05,-4.465439098101319469e-03,-1.482032614837616288e-05,5.772803757325453938e-05,-9.472482042010610392e-01
5.475095019003800405e-03,2.890930423347771888e-05,-4.467213579289569698e-03,-1.485031651613551778e-05,5.771651186694382431e-05,-8.269214496266177328e-01
5.477095419083816662e-03,2.890036645109944998e-05,-4.468747660828014182e-03,-1.488022015484262531e-05,5.770498719642647465e-05,-7.069026521131740459e-01
5.479095819163832919e-03,2.889142583957480956e-05,-4.470041974316955359e-03,-1.491003262410626975e-05,5.769346356006327159e-05,-5.872080462549513769e-01
5.481096219243849176e-03,2.888248287729338305e-05,-4.471097184467820625e-03,-1.493974951381702068e-05,5.768194095641055927e-05,-4.678537574946454725e-01
5.483096619323864565e-03,2.887353804142797612e-05,-4.471913989103161458e-03,-1.496936644414721096e-05,5.767041938422031258e-05,-3.488558021216590088e-01
5.485097019403880822e-03,2.886459180793460449e-05,-4.472493119156652555e-03,-1.499887906555097911e-05,5.765889884244007613e-05,-2.302300872743821836e-01
5.487097419483897079e-03,2.885564465155251768e-05,-4.472835338673092700e-03,-1.502828305876419813e-05,5.764737933021301850e-05,-1.119924109406353341e-01
5.489097819563912468e-03,2.884669704460082266e-05,-4.472941437872648106e-03,-1.505757414300929064e-05,5.763586084685119309e-05,5.841568306417382894e-03
5.491098219643928725e-03,2.883774945699630544e-05,-4.472812228832414444e-03,-1.508674807345439264e-05,5.762434339181140782e-05,1.232563222283527410e-01
5.493098619723944982e-03,2.882880236062124795e-05,-4.472448571838258564e-03,-1.511580061207746315e-05,5.761282696479883426e-05,2.402363453675615546e-01
5.495099019803961239e-03,2.881985622526576411e-05,-4.471851356965434419e-03,-1.514472755805093150e-05,5.760131156570434744e-05,3.567662667937610554e-01
5.497099419883976629e-03,2.881091151842580622e-05,-4.471021503039049154e-03,-1.517352474918707947e-05,5.758979719460073800e-05,4.728308554272798170e-01
5.499099819963992886e-03,2.880196870530317172e-05,-4.469959957634063973e-03,-1.520218806193809376e-05,5.757828385174270535e-05,5.884150200355018345e-01
5.501100220044009143e-03,2.879302824880549980e-05,-4.468667697075294140e-03,-1.523071341139598978e-05,5.756677153756690514e-05,7.035038092341631133e-01
5.503100620124024532e-03,2.878409060954627819e-05,-4.467145726437409849e-03,-1.525909675129264725e-05,5.755526025269188148e-05,8.180824114822969895e-01
5.505101020204040789e-03,2.877515624584482622e-05,-4.465395079544932748e-03,-1.528733407399984911e-05,5.754374999791810085e-05,9.321361550831901432e-01
5.507101420284057046e-03,2.876622561372631511e-05,-4.463416818972242885e-03,-1.531542141052920871e-05,5.753224077422795882e-05,1.045650508181295679e+00
5.509101820364073303e-03,2.875729916692175786e-05,-4.461212036043571763e-03,-1.534335483053221724e-05,5.752073258278578012e-05,1.158611078760912960e+00
5.511102220444088692e-03,2.874837735686801261e-05,-4.458781850833005815e-03,-1.537113044230021663e-05,5.750922542493779147e-05,1.271003614644388824e+00
5.513102620524104949e-03,2.873946063270776908e-05,-4.456127412164482930e-03,-1.539874439276446051e-05,5.749771930221213518e-05,1.382814003490132615e+00
5.515103020604121206e-03,2.873054944128957571e-05,-4.453249897611799395e-03,-1.542619286749601938e-05,5.748621421631890300e-05,1.494028272791425138e+00
5.517103420684136596e-03,2.872164422716781589e-05,-4.450150513498603820e-03,-1.545347209070584157e-05,5.747471016915008194e-05,1.604632589874073867e+00
5.519103820764152853e-03,2.871274543260270802e-05,-4.446830494898396276e-03,-1.548057832524476679e-05,5.746320716277958135e-05,1.714613261894485818e+00
5.521104220844169110e-03,2.870385349756032916e-05,-4.443291105634535228e-03,-1.550750787260347195e-05,5.745170519946323292e-05,1.823956735838108356e+00
5.523104620924184499e-03,2.869496885942864222e-05,-4.439533635631548979e-03,-1.553425707429417497e-05,5.744020428162688481e-05,1.932649603683346928e+00
5.525105021004200756e-03,2.868609195208364886e-05,-4.435559388412059836e-03,-1.556082231431925138e-05,5.742870441180617419e-05,2.040678611983973934e+00
5.527105421084217013e-03,2.867722320905659141e-05,-4.431369709631125670e-03,-1.558720000320800391e-05,5.741720559277389390e-05,2.148030602283779622e+00
5.529105821164233270e-03,2.866836306119095466e-05,-4.426965972433329760e-03,-1.561338659336527899e-05,5.740570782748162173e-05,2.254692567814479354e+00
5.531106221244248659e-03,2.865951193617997237e-05,-4.422349573718198715e-03,-1.563937858163926746e-05,5.739421111904349126e-05,2.360651663037302672e+00
5.533106621324264916e-03,2.865067025856660011e-05,-4.417521934140185985e-03,-1.566517250932158249e-05,5.738271547073618505e-05,2.465895203642487044e+00
5.535107021404281173e-03,2.864183844974354243e-05,-4.412484498108690950e-03,-1.569076496214715793e-05,5.737122088599897537e-05,2.570410666544887146e+00
5.537107421484296563e-03,2.863301692795323586e-05,-4.407238733788049374e-03,-1.571615257029431269e-05,5.735972736843368347e-05,2.674185689883145312e+00
5.539107821564312820e-03,2.862420610828785570e-05,-4.401786133097529072e-03,-1.574133200838476093e-05,5.734823492180469995e-05,2.777208073015549950e+00
5.541108221644329077e-03,2.861540640268930928e-05,-4.396128211711339447e-03,-1.576629999548356117e-05,5.733674355003897798e-05,2.879465776519113174e+00
5.543108621724345333e-03,2.860661821994925285e-05,-4.390266509058625422e-03,-1.579105329509915365e-05,5.732525325722604006e-05,2.980946922185853776e+00
5.545109021804360723e-03,2.859784196570907468e-05,-4.384202588323473510e-03,-1.581558871518333654e-05,5.731376404761797804e-05,3.081639793020955143e+00
5.547109421884376980e-03,2.858907804245988825e-05,-4.377938036444897936e-03,-1.583990310813131002e-05,5.730227592562943953e-05,3.181532833239964386e+00
5.549109821964393237e-03,2.858032684954256279e-05,-4.371474464116857986e-03,-1.586399337078162205e-05,5.729078889583762797e-05,3.280614648265270272e+00
5.551110222044408626e-03,2.857158878314769272e-05,-4.364813505788251065e-03,-1.588785644441618195e-05,5.727930296298234999e-05,3.378874004726281743e+00
5.553110622124424883e-03,2.856286423631561127e-05,-4.357956819662903158e-03,-1.591148931476030781e-05,5.726781813196592057e-05,3.476299830453089434e+00
5.555111022204441140e-03,2.855415359857551712e-05,-4.350906083203441403e-03,-1.593488901311957009e-05,5.725633440783185849e-05,3.572881218835637807e+00
5.557111422284456530e-03,2.854545725594900826e-05,-4.343662988513812342e-03,-1.595805261381694432e-05,5.724485179573919071e-05,3.668607419677611947e+00
5.559111822364472787e-03,2.853677559256789797e-05,-4.336229263570022183e-03,-1.598097722968464429e-05,5.723337030106444870e-05,3.763467821751151465e+00
5.561112222444489044e-03,2.852810898888852366e-05,-4.328606656208238389e-03,-1.600366002110354587e-05,5.722188992933025339e-05,3.857451986535084920e+00
5.563112622524505300e-03,2.851945782157085156e-05,-4.320796932840129806e-03,-1.602609819650533180e-05,5.721041068619935207e-05,3.950549650103885035e+00
5.565113022604520690e-03,2.851082246347848013e-05,-4.312801878452872731e-03,-1.604828901237247480e-05,5.719893257747463194e-05,4.042750723123894829e+00
5.567113422684536947e-03,2.850220328367862309e-05,-4.304623296609133565e-03,-1.607022977323827821e-05,5.718745560909911332e-05,4.134045290852182752e+00
5.569113822764553204e-03,2.849360064744212975e-05,-4.296263009447093967e-03,-1.609191783168681161e-05,5.717597978715594967e-05,4.224423613132263888e+00
5.571114222844568593e-03,2.848501491624348843e-05,-4.287722857680439578e-03,-1.611335058835295151e-05,5.716450511786844792e-05,4.313876124390453981e+00
5.573114622924584850e-03,2.847644644776079593e-05,-4.279004700598347012e-03,-1.613452549192238806e-05,5.715303160760002777e-05,4.402393433635342745e+00
5.575115023004601107e-03,2.846789559587578803e-05,-4.270110416065507272e-03,-1.615544003913160141e-05,5.714155926285424886e-05,4.489966324451755142e+00
5.577115423084617364e-03,2.845936271067383275e-05,-4.261041900522111008e-03,-1.617609177476786166e-05,5.713008809027481750e-05,4.576585754999287659e+00
5.579115823164632754e-03,2.845084813844392352e-05,-4.251801068983856319e-03,-1.619647829166923902e-05,5.711861809664557313e-05,4.662242858009713053e+00
5.581116223244649011e-03,2.844235222167867244e-05,-4.242389855041931411e-03,-1.621659723072463096e-05,5.710714928889047476e-05,4.746928940782763284e+00
5.583116623324665267e-03,2.843387529907433060e-05,-4.232810210863040615e-03,-1.623644628087370458e-05,5.709568167407363487e-05,4.830635485183950806e+00
5.585117023404680657e-03,2.842541770531216885e-05,-4.223064103224371223e-03,-1.625602317911542454e-05,5.708421525937944463e-05,4.913354147858776777e+00
5.587117423484696914e-03,2.841697977114256452e-05,-4.213153509573357332e-03,-1.627532570751211784e-05,5.707275005208990048e-05,4.995076749476534239e+00
5.589117823564713171e-03,2.840856182438677706e-05,-4.203080437243438168e-03,-1.629435169372401603e-05,5.706128605968144378e-05,5.075795275776166626e+00
5.591118223644729428e-03,2.840016418868584989e-05,-4.192846908134620527e-03,-1.631309901509434598e-05,5.704982328975217011e-05,5.155501893196476004e+00
5.593118623724744817e-03,2.839178718341597830e-05,-4.182454957453358296e-03,-1.633156559880345266e-05,5.703836175001563585e-05,5.234188949491297649e+00
5.595119023804761074e-03,2.838343112368847890e-05,-4.171906633712536838e-03,-1.634974942186883637e-05,5.702690144830085809e-05,5.311848973727577139e+00
5.597119423884777331e-03,2.837509632034981678e-05,-4.161203998731494678e-03,-1.636764851114508838e-05,5.701544239255234859e-05,5.388474676282675624e+00
5.599119823964792721e-03,2.836678307998159531e-05,-4.150349127636015698e-03,-1.638526094332392482e-05,5.700398459083008663e-05,5.464058948839590535e+00
5.601120224044808978e-03,2.835849170490054258e-05,-4.139344108858309182e-03,-1.640258484493422055e-05,5.699252805130951901e-05,5.538594864385558481e+00
5.603120624124825234e-03,2.835022249315853176e-05,-4.128191044137043651e-03,-1.641961839234193799e-05,5.698107278228157363e-05,5.612075677207215563e+00
5.605121024204840624e-03,2.834197573854257092e-05,-4.116892048517330378e-03,-1.643635981175017123e-05,5.696961879215265947e-05,5.684494822888715326e+00
5.607121424284856881e-03,2.833375173057480303e-05,-4.105449250350706042e-03,-1.645280737919916289e-05,5.695816608944462593e-05,5.755845918306611075e+00
5.609121824364873138e-03,2.832555075451250934e-05,-4.093864791295168289e-03,-1.646895942056624996e-05,5.694671468279483738e-05,5.826122761629260793e+00
5.611122224444889395e-03,2.831737309134810940e-05,-4.082140826315147977e-03,-1.648481431156590784e-05,5.693526458095610540e-05,5.895319332310974936e+00
5.613122624524904784e-03,2.830921901780705701e-05,-4.070279523622957925e-03,-1.650037047773860000e-05,5.692381579279643126e-05,5.963429791053314055e+00
5.615123024604921041e-03,2.830108880612598198e-05,-4.058283055304928374e-03,-1.651562639152823645e-05,5.691236832724913265e-05,6.030448469577362580e+00
5.617123424684937298e-03,2.829298272479561594e-05,-4.046153611486494502e-03,-1.653058057263410581e-05,5.690092219338423836e-05,6.096369871232489857e+00
5.619123824764952688e-03,2.828490103815102828e-05,-4.033893399381791728e-03,-1.654523159157605391e-05,5.688947740040716693e-05,6.161188684051472464e+00
5.621124224844968945e-03,2.827684400595573979e-05,-4.021504634255528704e-03,-1.655957806889018873e-05,5.687803395761263452e-05,6.224899778240256865e+00
5.623124624924985202e-03,2.826881188340174295e-05,-4.008989539423016800e-03,-1.657361867512882958e-05,5.686659187438468198e-05,6.287498206175392568e+00
5.625125025005001458e-03,2.826080492110949856e-05,-3.996350346250151890e-03,-1.658735213086055455e-05,5.685515116019662743e-05,6.348979202399402944e+00
5.627125425085016848e-03,2.825282336512793235e-05,-3.983589294153421292e-03,-1.660077720667016660e-05,5.684371182461111371e-05,6.409338183617752982e+00
5.629125825165033105e-03,2.824486745693441804e-05,-3.970708630599886421e-03,-1.661389272315872746e-05,5.683227387728008125e-05,6.468570748698239115e+00
5.631126225245049362e-03,2.823693743343481458e-05,-3.957710611107212277e-03,-1.662669755094352375e-05,5.682083732794476809e-05,6.526672678663267391e+00
5.633126625325064751e-03,2.822903352696343911e-05,-3.944597499243653570e-03,-1.663919061065808054e-05,5.680940218643572341e-05,6.583639936689898775e+00
5.635127025405081008e-03,2.822115596528307029e-05,-3.931371566628034768e-03,-1.665137087295217826e-05,5.679796846267280757e-05,6.639468668105970472e+00
5.637127425485097265e-03,2.821330497158494832e-05,-3.918035092929786530e-03,-1.666323735849181885e-05,5.678653616666516494e-05,6.694155200386397553e+00
5.639127825565112655e-03,2.820548076448879188e-05,-3.904590365868927052e-03,-1.667478913795925283e-05,5.677510530851126463e-05,6.747696043149854717e+00
5.641128225645128912e-03,2.819768355804276765e-05,-3.891039681216046896e-03,-1.668602533205297596e-05,5.676367589839886657e-05,6.800087888156004290e+00
5.643128625725145169e-03,2.818991356171627355e-05,-3.877385338149371471e-03,-1.669694510901588040e-05,5.675224794657935301e-05,6.851327600504097504e+00
5.645129025805161425e-03,2.818217098068349154e-05,-3.863629640025442302e-03,-1.670754768223012496e-05,5.674082146336925322e-05,6.901412209813583942e+00
5.647129425885176815e-03,2.817445601572424069e-05,-3.849774907399342114e-03,-1.671783231834045894e-05,5.672939645922343388e-05,6.950338939243266623e+00
5.649129825965193072e-03,2.816676886289822863e-05,-3.835823464245574198e-03,-1.672779833295183003e-05,5.671797294466182057e-05,6.998105190448764112e+00
5.651130226045209329e-03,2.815910971353861075e-05,-3.821777637455398956e-03,-1.673744509041844266e-05,5.670655093026666019e-05,7.044708542831590314e+00
5.653130626125224718e-03,2.815147875425197320e-05,-3.807639756836816557e-03,-1.674677200384376815e-05,5.669513042668254124e-05,7.090146753536670232e+00
5.655131026205240975e-03,2.814387616691833296e-05,-3.793412155114550890e-03,-1.675577853508056163e-05,5.668371144461637352e-05,7.134417757450120412e+00
5.657131426285257232e-03,2.813630212869114454e-05,-3.779097167930082091e-03,-1.676446419473083156e-05,5.667229399483740169e-05,7.177519667195144670e+00
5.659131826365273489e-03,2.812875681199728989e-05,-3.764697133841625291e-03,-1.677282854214586346e-05,5.666087808817719848e-05,7.219450773129190146e+00
5.661132226445288879e-03,2.812124038453709190e-05,-3.750214394324142327e-03,-1.678087118542621311e-05,5.664946373552967146e-05,7.260209543341135330e+00
5.663132626525305136e-03,2.811375300928430087e-05,-3.735651293769315720e-03,-1.678859178142170320e-05,5.663805094785104272e-05,7.299794623647909653e+00
5.665133026605321392e-03,2.810629484448610128e-05,-3.721010179485587273e-03,-1.679599003573143345e-05,5.662663973615988277e-05,7.338204837592597229e+00
5.667133426685336782e-03,2.809886604366312196e-05,-3.706293401698138555e-03,-1.680306570270376028e-05,5.661523011153709017e-05,7.375439186439623818e+00
5.669133826765353039e-03,2.809146675560940558e-05,-3.691503313548871821e-03,-1.680981858543632398e-05,5.660382208512586445e-05,7.411496849173011547e+00
5.671134226845369296e-03,2.808409712445594631e-05,-3.676642268464858782e-03,-1.681624853370036391e-05,5.659241566811656118e-05,7.446377175046523078e+00
5.673134626925385553e-03,2.807675728998695837e-05,-3.661712616441957068e-03,-1.682235543874983973e-05,5.658101087172291401e-05,7.480079664816025264e+00
5.675135027005400942e-03,2.806944738724259043e-05,-3.646716720297959232e-03,-1.682813924619161594e-05,5.656960770727616379e-05,7.512604016919343763e+00
5.677135427085417199e-03,2.806216754650581698e-05,-3.631656942312670635e-03,-1.683359994879372523e-05,5.655820618615096013e-05,7.543950101871454983e+00
5.679135827165433456e-03,2.805491789332084941e-05,-3.616535642774625341e-03,-1.683873758550508373e-05,5.654680631975720950e-05,7.574117958758648683e+00
5.681136227245448846e-03,2.804769854849314620e-05,-3.601355179981068771e-03,-1.684355224145550451e-05,5.653540811954002111e-05,7.603107795232011412e+00
5.683136627325465103e-03,2.804050962808939592e-05,-3.586117910237936017e-03,-1.684804404795570780e-05,5.652401159697969325e-05,7.630919987506988633e+00
5.685137027405481359e-03,2.803335124343754104e-05,-3.570826187859892174e-03,-1.685221318249728706e-05,5.651261676359177439e-05,7.657555080359297328e+00
5.687137427485496749e-03,2.802622350112675750e-05,-3.555482365170312391e-03,-1.685605986875274290e-05,5.650122363092700210e-05,7.683013787123603500e+00
5.689137827565513006e-03,2.801912650300745819e-05,-3.540088792501262360e-03,-1.685958437657547628e-05,5.648983221057132342e-05,7.707296989688844135e+00
5.691138227645529263e-03,2.801206034619130303e-05,-3.524647818193536904e-03,-1.686278702199976143e-05,5.647844251414592875e-05,7.730405738497594825e+00
5.693138627725545520e-03,2.800502512305118888e-05,-3.509161788596634832e-03,-1.686566816724078985e-05,5.646705455330718406e-05,7.752341252542318983e+00
5.695139027805560909e-03,2.799802092122125966e-05,-3.493633048068772382e-03,-1.686822822069463309e-05,5.645566833974671224e-05,7.773104919363521326e+00
5.697139427885577166e-03,2.799104782359688602e-05,-3.478063938976854157e-03,-1.687046763693825967e-05,5.644428388519129818e-05,7.792698295045596524e+00
5.699139827965593423e-03,2.798410590841820655e-05,-3.462456800132390072e-03,-1.687238691503915885e-05,5.643290120139348337e-05,7.811123098124199693e+00
5.701140228045608813e-03,2.797719524975573847e-05,-3.446813961423396151e-03,-1.687398659076910209e-05,5.642152030009700694e-05,7.828381181434025393e+00
5.703140628125625070e-03,2.797031591670100386e-05,-3.431137760173931951e-03,-1.687526725364486030e-05,5.641014119313548158e-05,7.844474593488794945e+00
5.705141028205641326e-03,2.796346797363426652e-05,-3.415430529429611811e-03,-1.687622953783608440e-05,5.639876389236475970e-05,7.859405545873696219e+00
5.707141428285657583e-03,2.795665148031894909e-05,-3.399694595659039868e-03,-1.687687411996350079e-05,5.638738840964929277e-05,7.873176405319129323e+00
5.709141828365672973e-03,2.794986649190162628e-05,-3.383932278753824362e-03,-1.687720171909891476e-05,5.637601475686210425e-05,7.885789693699103431e+00
5.711142228445689230e-03,2.794311305891202822e-05,-3.368145892028549023e-03,-1.687721309676521044e-05,5.636464294588476245e-05,7.897248088027806645e+00
5.713142628525705487e-03,2.793639122726304051e-05,-3.352337742220815129e-03,-1.687690905693635423e-05,5.635327298860745511e-05,7.907554420459376843e+00
5.715143028605720876e-03,2.792970103825071770e-05,-3.336510129491220260e-03,-1.687629044603739477e-05,5.634190489692892159e-05,7.916711678283032683e+00
5.717143428685737133e-03,2.792304252855425627e-05,-3.320665347423338784e-03,-1.687535815294445281e-05,5.633053868275647325e-05,7.924723003922913733e+00
5.719143828765753390e-03,2.791641573023601828e-05,-3.304805683023761750e-03,-1.687411310898473133e-05,5.631917435800601373e-05,7.931591694935587356e+00
5.721144228845769647e-03,2.790982067074151786e-05,-3.288933416722070440e-03,-1.687255628793651221e-05,5.630781193460201187e-05,7.937321204005997721e+00
5.723144628925785037e-03,2.790325737289943135e-05,-3.273050822370849374e-03,-1.687068870602916293e-05,5.629645142447752205e-05,7.941915138947988062e+00
5.725145029005801293e-03,2.789672585492158715e-05,-3.257160167245659425e-03,-1.686851142194311970e-05,5.628509283957415705e-05,7.945377262700197285e+00
5.727145429085817550e-03,2.789022613046388769e-05,-3.241263711348469582e-03,-1.686602553582038016e-05,5.627373619183766320e-05,7.947711489748734870e+00
5.729145829165832940e-03,2.788375820934344823e-05,-3.225363701190205046e-03,-1.686323217870260897e-05,5.626238149317641570e-05,7.948921847894483861e+00
5.731146229245849197e-03,2.787732209636638791e-05,-3.209462384855406823e-03,-1.686013253248233487e-05,5.625102875555641513e-05,7.949012550308744984e+00
5.733146629325865454e-03,2.787091779171124774e-05,-3.193562003181783446e-03,-1.685672782124309583e-05,5.623967799094864938e-05,7.947987964363139035e+00
5.735147029405880843e-03,2.786454529118665457e-05,-3.177664786255773779e-03,-1.685301930676793509e-05,5.622832921130711147e-05,7.945852595413271935e+00
5.737147429485897100e-03,2.785820458623129405e-05,-3.161772953412527072e-03,-1.684900828853940112e-05,5.621698242856877924e-05,7.942611086795478670e+00
5.739147829565913357e-03,2.785189566391395123e-05,-3.145888713235944593e-03,-1.684469610373955781e-05,5.620563765465362886e-05,7.938268219825195260e+00
5.741148229645929614e-03,2.784561850693348012e-05,-3.130014263558650138e-03,-1.684008412724997768e-05,5.619429490146466875e-05,7.932828913796702075e+00
5.743148629725945004e-03,2.783937309361882398e-05,-3.114151791462005641e-03,-1.683517377165175206e-05,5.618295418088787858e-05,7.926298225979033774e+00
5.745149029805961260e-03,2.783315939792899838e-05,-3.098303473276083422e-03,-1.682996648722546396e-05,5.617161550479224993e-05,7.918681351615759922e+00
5.747149429885977517e-03,2.782697738945309800e-05,-3.082471474579706518e-03,-1.682446376195122537e-05,5.616027888502977272e-05,7.909983623922729912e+00
5.749149829965992907e-03,2.782082703341030679e-05,-3.066657950200429167e-03,-1.681866712150865013e-05,5.614894433343545557e-05,7.900210514087173230e+00
5.751150230046009164e-03,2.781470829064987762e-05,-3.050865044214515556e-03,-1.681257812927686071e-05,5.613761186182727835e-05,7.889367631263965563e+00
5.753150630126025421e-03,2.780862111765114924e-05,-3.035094889946981025e-03,-1.680619838633449838e-05,5.612628148200624636e-05,7.877460722576865138e+00
5.755151030206041678e-03,2.780256546652857088e-05,-3.019349609932436753e-03,-1.679952953138811846e-05,5.611495320575609225e-05,7.864495672855775332e+00
5.757151430286057067e-03,2.779654128587900962e-05,-3.003631310316693011e-03,-1.679257322925040765e-05,5.610362704480396684e-05,7.850478462876937513e+00
5.759151830366073324e-03,2.779054851974248840e-05,-2.987942091046980660e-03,-1.678533118679382264e-05,5.609230301088709048e-05,7.835415227069010058e+00
5.761152230446089581e-03,2.778458710745945423e-05,-2.972284043809195371e-03,-1.677780515324388372e-05,5.608098111574272418e-05,7.819312254674843921e+00
5.763152630526104971e-03,2.777865698436276338e-05,-2.956659245857598105e-03,-1.676999690989323019e-05,5.606966137106718677e-05,7.802175952532068415e+00
5.765153030606121227e-03,2.777275808177768823e-05,-2.941069760014793869e-03,-1.676190827010160003e-05,5.605834378851581423e-05,7.784012845067819875e+00
5.767153430686137484e-03,2.776689032702193077e-05,-2.925517634671773344e-03,-1.675354107929585021e-05,5.604702837970300714e-05,7.764829574299018766e+00
5.769153830766152874e-03,2.776105364340560906e-05,-2.910004903787892505e-03,-1.674489721496994317e-05,5.603571515620220356e-05,7.744632899832090800e+00
5.771154230846169131e-03,2.775524795023125727e-05,-2.894533586890850937e-03,-1.673597858668494681e-05,5.602440412954586550e-05,7.723429698858796932e+00
5.773154630926185388e-03,2.774947316279383576e-05,-2.879105689076735201e-03,-1.672678713606904125e-05,5.601309531122552630e-05,7.701226966158301934e+00
5.775155031006201645e-03,2.774372919238072440e-05,-2.863723201009988478e-03,-1.671732483681751544e-05,5.600178871269173651e-05,7.678031814093229102e+00
5.777155431086217034e-03,2.773801594627171911e-05,-2.848388098923426183e-03,-1.670759369469277736e-05,5.599048434535410445e-05,7.653851472611212792e+00
5.779155831166233291e-03,2.773233332773903867e-05,-2.833102344618209506e-03,-1.669759574752432350e-05,5.597918222058127595e-05,7.628693289240490394e+00
5.781156231246249548e-03,2.772668123604731793e-05,-2.817867885463883580e-03,-1.668733306520877612e-05,5.596788234970093433e-05,7.602564729091882967e+00
