R0,q,d,a,Reff,Reff_noisy
1.686071379996477049e+00,7.871163906829672374e-01,1.656786112311055437e+00,8.492799445516713064e+00,9.387524144629217915e-01,9.123950282693341629e-01
2.488680471395952942e+00,4.856320713402478284e-01,7.130797501242237324e+00,3.095977965384253849e+00,1.653548378232421401e+00,1.699812211951516661e+00
1.895588757473079644e+00,3.830754972736580832e-01,5.530475012103112320e+00,2.060847799649754730e+00,1.533397617146756042e+00,1.482384710469005329e+00
2.874857775351746358e+00,4.061287225209455620e-01,3.319608825899134530e+00,3.399494505285233448e+00,2.482316829823143500e+00,2.491315938256094320e+00
2.583959097556554063e+00,2.605660277271720227e-01,6.833182510264533605e+00,7.283365498328504550e+00,3.237218455294602837e+00,3.236497208235757927e+00
1.558301687733474328e+00,1.678307889204593006e-01,9.915331826797565640e+00,5.554055669680474594e+00,2.432102916332476550e+00,2.424434247452765145e+00
2.108569964412780884e+00,9.105780175053506120e-01,8.326812537217058718e+00,9.133089575390574311e+00,4.858882614831572244e-01,4.388960356397129670e-01
1.882367633623748482e+00,2.311302931363026780e-01,2.237729569080874725e+00,1.521826607082282123e+00,2.132439466743289991e+00,2.095388703821521759e+00
1.946394245591910099e+00,8.513770837448652040e-01,5.945408137581817964e-01,9.413582147621808005e+00,1.090429708087681915e+00,1.119879649763507512e+00
3.966191266041976693e+00,2.187808695979984730e-01,5.229948160197450679e-01,6.717619945082778932e-01,4.225213948857962087e+00,4.204401959286700574e+00
2.950667475370274406e+00,1.978608062460413541e-01,5.879036976814028925e+00,6.541185626291346367e+00,4.328680556090644949e+00,4.355053490977720543e+00
3.446621802167389781e+00,4.270708918559950606e-01,4.633679908285412097e+00,1.805867259948418901e+00,2.534530070977512928e+00,2.554621931840888038e+00
2.463315918979682273e+00,7.608693991114185984e-01,3.000631352910483773e+00,6.961558108244019216e-01,9.619066788743980689e-01,9.792881894577488699e-01
1.952217924860643272e+00,2.492948058577628689e-01,3.592829531177615277e+00,4.450472918104665609e+00,2.434716492344325189e+00,2.457561237003765608e+00
2.339161156685354293e+00,1.004812397095544707e-01,6.886314884247678236e+00,9.727614257115217100e+00,4.704868560707616609e+00,4.668560563235652161e+00
3.239554860758073751e+00,8.880491087380910642e-01,8.432987126993889859e+00,9.548897415332666228e+00,8.035085574696341215e-01,7.892867660247958606e-01
2.531887137323209913e+00,9.096849676565131881e-01,3.942823101575492650e+00,5.638819436838242716e+00,9.054093091420668538e-01,9.257673328369578902e-01
1.525461158576581600e+00,4.265133045471031781e-01,1.858702856296514438e+00,3.037415235647353828e+00,1.299850186226310322e+00,1.261979317807290002e+00
2.888751219497103229e+00,4.841319158227059827e-01,6.638993795379440677e+00,5.638055589539281875e+00,2.100305159083373674e+00,2.150243167393326882e+00
2.779061357909256458e+00,6.857225956853236770e-01,2.735165591706996135e+00,6.305064439066594417e+00,1.623481083432432692e+00,1.606691930809194480e+00
3.203473146339180122e+00,7.147916716799284087e-01,6.502362310193249506e+00,6.342653775325433507e+00,1.419417831726888179e+00,1.417488491599815381e+00
1.569798878152174337e+00,6.307823043600149227e-01,8.358792182935385284e+00,1.689021370860349869e+00,6.664068822311585150e-01,6.356531034947969783e-01
3.721644166193100123e+00,6.266339061406948074e-01,9.730380379743648334e+00,7.699051482016981751e+00,1.872205009303889778e+00,1.883179273056161618e+00
2.654439405138500518e+00,5.290416120791847643e-01,8.003796195825792381e+00,2.825564370473527376e+00,1.552940255587817120e+00,1.530926045647441835e+00
2.402442068793790853e+00,3.191977433446450685e-01,1.127162825017711256e+00,3.077293892505271078e+00,2.526888966508463064e+00,2.519613896238361406e+00
2.222520321423155032e+00,2.485342464054655087e-01,7.886105953811819447e+00,5.287228132120194601e+00,2.768825966122456350e+00,2.734664267538367000e+00
3.624444729884697125e+00,7.598548191316240041e-01,6.474749128712179669e+00,5.019229000966542564e+00,1.411365779493146233e+00,1.447118481271754575e+00
2.162555499354093413e+00,6.028820537778200039e-01,8.124760216507128874e+00,7.322908670816341115e+00,1.190977549927379364e+00,1.141998746221390970e+00
2.250151687772300679e+00,6.684897411639747489e-01,3.457392922581516537e+00,5.163620148027764145e+00,1.265941181881536926e+00,1.279474756993635332e+00
3.726374049794192622e+00,2.832106378125825441e-01,2.763825624705186890e+00,9.086589583212694166e+00,4.651276298590306446e+00,4.658388403252805787e+00
2.674492349655710477e+00,9.404355811500019202e-01,8.595119507478516496e+00,3.912623682854147411e+00,4.882764433109442193e-01,5.014104175147828801e-01
1.620472081968462152e+00,6.153445594166406796e-01,9.489897661857465749e+00,1.637519158929633400e+00,6.943387484030887347e-01,6.637191787733245363e-01
1.804319973113200692e+00,5.076912327650034973e-02,9.862558732356927038e+00,2.524488438753926811e+00,3.712116293884203611e+00,3.743128517274623146e+00
3.384449218767747070e+00,6.110705873960643464e-01,8.508149815856134168e+00,7.967678238463371532e-01,1.386746943950642130e+00,1.415678558080224692e+00
2.314126171943073018e+00,2.129006858443570627e-01,4.616074910997655323e+00,3.313163885884421678e+00,3.014842622776893410e+00,3.019630066299697102e+00
2.261263261190961771e+00,3.386837750988376250e-01,5.583995807429154468e+00,7.129173650656281502e+00,2.365587386741529574e+00,2.374967239187488754e+00
2.238127585132007269e+00,4.173930671072118570e-01,6.603728157501115525e+00,8.023041373630789508e+00,1.952181384911996886e+00,1.947460607686151812e+00
3.931802200137578751e+00,8.640910616301589187e-02,9.345621602705016073e+00,4.928896076252092584e+00,7.807915901921384183e+00,7.827207415654978462e+00
2.714451213297969900e+00,8.576717133421271622e-02,1.732518899725515649e+00,6.282843759863583344e+00,5.251448617972626742e+00,5.226812643574985096e+00
3.739698378961713310e+00,4.723976770109322709e-01,9.517474198665093255e+00,2.531271716442250685e+00,2.418718633509730598e+00,2.435364321643831431e+00
3.486303641025892297e+00,7.001247771449287116e-01,4.341317308938565489e+00,8.105997954873565448e+00,1.836428826533889280e+00,1.848618619951159836e+00
3.469333644930533644e+00,5.160306414250827034e-01,8.123709307468086394e+00,5.359659465370478770e+00,2.273262571257459452e+00,2.230961718330411792e+00
3.442607265927708049e+00,2.128444724061842597e-01,2.111284023441280411e+00,6.458530929429945999e+00,4.904999739029704209e+00,4.826278224652168269e+00
2.264901694985601566e+00,9.442361476991004143e-02,1.091502528499205260e+00,4.702472729572043875e+00,4.052597620307388127e+00,4.049080722393513909e+00
3.561098008727093145e+00,5.993508429147238470e-01,5.204485820286996578e+00,3.534848846667808075e+00,1.992298549450448819e+00,1.987451747933917101e+00
2.727828017897845569e+00,5.952183002673251400e-01,3.054023532433858712e+00,3.520373092281113170e+00,1.692120758079397103e+00,1.728662284774874935e+00
1.935766260267121730e+00,2.049345606178707424e-01,8.861453932463643213e+00,7.884930569968069847e+00,2.812767948427675524e+00,2.814495852616888616e+00
2.131547904359166523e+00,5.387486402781451744e-01,6.565493688623381452e+00,7.283360602340383849e+00,1.411788016679003777e+00,1.396854088217524437e+00
2.823378342920102479e+00,7.089157115782224183e-01,5.257007091986775293e+00,1.925266292176084360e+00,1.159832147478579323e+00,1.119038194582479884e+00
2.703801551194389141e+00,9.360126842614537868e-01,2.331024445015015267e+00,2.586809475908285805e+00,9.984819033387617448e-01,9.958339928695806309e-01
3.966960975365787512e+00,8.339308969035766905e-01,1.469762140344796464e+00,5.688908669114931982e+00,2.030237345506026081e+00,2.012722209058631861e+00
3.048652269932088821e+00,1.424312768834951615e-01,7.643209052158211669e+00,4.130928828448878321e+00,4.950912778778637779e+00,4.917831188486657013e+00
3.053964980042267907e+00,1.101011214637946656e-01,7.578925454800748973e+00,3.968387309371736116e+00,5.452606005456210880e+00,5.448993504886493255e+00
1.631231845220029175e+00,3.113032453897159324e-01,4.550248589199081373e+00,1.043311028506110905e+00,1.447612100109652467e+00,1.479321717084177923e+00
1.668932580182242553e+00,7.795118967906864427e-01,3.005020142551830808e+00,3.013782892861458951e+00,7.497269075428713014e-01,7.525097846346265884e-01
2.255470773257189698e+00,8.673619904697832395e-01,4.158429813272596753e+00,6.350056017843744627e+00,8.637093907025810147e-01,8.322375110856009561e-01
2.619552492293789392e+00,9.108555146928761781e-01,6.439301885305270368e+00,9.703181886984715732e+00,7.397489434135265940e-01,7.495671331821759376e-01
3.823013790401077472e+00,2.387610209208826384e-01,3.764800669484373863e+00,4.381834338873215273e+00,4.873115160762021780e+00,4.840173129758481352e+00
1.629931791543554942e+00,5.272875919230601838e-01,3.476132885058325073e+00,6.989552256987376921e+00,1.214171191800255345e+00,1.166840863119986471e+00
3.308001088670171619e+00,2.357673235135311351e-01,5.109272351912687249e+00,9.902645663533268916e+00,4.548371364012107065e+00,4.563198995620068921e+00
3.053367707957846733e+00,4.536934482885276454e-01,3.406174500517646919e+00,7.696433064139148073e+00,2.636526094729077840e+00,2.620015566152406272e+00
2.110337507860807538e+00,7.325781910952904319e-01,5.361827343620805264e-01,2.104122231258567233e+00,1.157338662091763837e+00,1.190745790225618439e+00
3.793320622172094314e+00,8.151606181756975156e-01,2.949950806029031813e+00,6.909995040145910039e+00,1.791175570231969383e+00,1.800506246919475917e+00
2.452194778491618266e+00,4.488812554864310966e-01,3.212991849446295678e+00,2.674061433842404689e+00,1.890607192257571345e+00,1.866414584928293596e+00
3.590274243727569647e+00,5.690011353181835263e-01,9.812491686010524461e+00,8.338590866609016938e-01,1.601702366590821436e+00,1.608281525172300830e+00
2.184030928055365806e+00,5.861783292819269242e-01,2.531553493474075545e+00,7.661660866446411866e+00,1.543386061702170409e+00,1.582251511526347798e+00
2.916853962796781552e+00,9.030077408550657436e-01,2.087923696542798524e+00,7.772933243334030351e+00,1.322880015291748368e+00,1.317218607902470140e+00
3.443671608325422184e+00,3.093369585041660375e-01,2.573196302527500201e+00,7.580179516825906738e+00,4.025229626725126408e+00,3.993395705090023728e+00
3.659076256831482077e+00,7.170453477489502347e-01,1.256220577840447383e+00,3.772742273426155535e+00,2.117023645027290790e+00,2.097179913042194865e+00
2.394670153138512170e+00,6.867526560172122485e-01,7.829561747683948525e+00,7.680902436111488818e+00,1.088450824789508165e+00,1.064058994840011874e+00
2.028114860095707961e+00,4.837041616492455676e-01,7.480977400875753247e+00,7.064232917567118797e+00,1.487671033950545230e+00,1.452241396507258697e+00
3.135941276310727943e+00,1.521819977228413001e-01,1.259543529594838507e+00,4.547357665561585272e+00,4.892981771975986049e+00,4.854207231341800544e+00
3.100925285076874705e+00,7.182260854357289670e-01,7.824213388626075627e+00,5.611363546679699610e+00,1.263401267645275716e+00,1.276072657139112998e+00
1.617764438704099694e+00,8.495234627261765148e-01,7.419604875480017014e+00,4.016399346170101303e+00,4.539058902590799027e-01,4.871895660595473299e-01
3.004621201132708919e+00,5.931466894657098088e-01,1.290375233237865737e+00,1.935459667979263720e+00,1.885573991948397810e+00,1.874717485481204982e+00
3.855790880137782040e+00,4.055695315243839083e-01,1.963990054049958189e+00,5.328695914885137164e+00,3.661045301078860614e+00,3.684642769245451532e+00
2.116171312176759134e+00,8.749804839645578536e-01,1.428686771706805914e+00,9.739948015061058229e+00,1.076202859874595630e+00,1.103448767168255795e+00
3.068137964138522911e+00,3.247142192920264292e-01,6.171008547612445660e+00,1.123186615786624820e+00,2.613743633297022750e+00,2.664262463076510379e+00
3.791632126795530411e+00,9.378231729956418850e-01,3.974771200289697770e+00,6.415123035040608102e+00,1.299804106472709719e+00,1.294213663700873207e+00
2.462571164217270514e+00,8.531403932143322155e-01,6.115101638673499984e+00,1.930980520153892765e+00,6.910608326187058781e-01,6.805783414489587901e-01
3.547219650441808092e+00,4.256831976592701516e-01,3.031033727864591132e+00,2.165078651749965832e+00,2.789501376160784751e+00,2.802138759416359370e+00
3.741014919981571651e+00,5.387118758815778730e-02,4.968171728926916053e+00,8.545162495017487814e+00,8.660092156492538606e+00,8.663019461014330957e+00
1.621075089128806823e+00,5.273230903333115949e-01,4.363383226413694693e+00,9.946972117963605697e+00,1.198481887367093268e+00,1.207542999475809342e+00
2.232788254476207435e+00,6.361073067115161073e-02,1.811713570232275528e+00,5.778884778206193618e-01,3.491437848350486650e+00,3.530334602030583468e+00
2.109091878274434784e+00,4.959328002370052557e-01,6.605437690119151384e-01,1.313086609048267128e+00,1.501032718314359471e+00,1.488154589494619318e+00
3.771685427553941317e+00,6.312968201153116299e-01,3.140112120378838689e+00,2.186351660374870498e+00,2.049066073460623638e+00,2.055562216386908503e+00
3.001220116698643192e+00,8.177608796202288088e-01,7.246289865997217028e+00,5.229292455270449835e+00,9.642097198454924190e-01,9.347725404187752218e-01
1.808707981478540283e+00,5.685776874228738731e-02,9.995376839538366198e+00,6.859660771269452395e-01,3.143004930721904344e+00,3.138221830918269006e+00
2.453976405136549577e+00,3.648373899829746581e-01,6.324762000656509731e-01,4.411607229787289697e+00,2.524981693878839195e+00,2.504782417740301526e+00
2.179943536395603232e+00,3.864271712959276850e-01,5.073216389165192020e+00,5.860676259840354341e+00,2.025910847223348910e+00,2.003184573625863329e+00
3.986467424995359110e+00,5.812816170681177619e-01,6.552872874231460365e+00,2.493422729572366769e+00,2.105493309385645606e+00,2.098901868134758431e+00
3.700532978324244215e+00,3.057262777416947519e-01,8.688612014255644667e+00,5.674355952997041541e+00,4.007302501032713238e+00,3.993905903413161429e+00
3.627168120977737331e+00,6.936169205127432624e-01,3.333014606045888950e+00,6.695543333093580962e+00,2.025114742280548885e+00,2.036262031540293282e+00
1.773142461275281079e+00,6.002009730310767788e-01,4.146851485448030949e+00,2.046636853991905536e+00,9.596863417730912005e-01,9.838014076515131379e-01
2.453699719068507257e+00,4.371734561244510209e-01,6.031050437367238892e+00,6.970778276380347194e-01,1.554568941408894567e+00,1.509798067923595166e+00
2.602830717811053685e+00,4.668716364454620904e-01,1.763536245065125962e+00,6.283150713498095730e-01,1.735591124697051679e+00,1.765691881489846793e+00
2.306889286715388288e+00,6.377311529167720150e-02,4.743214899270488338e+00,7.617267469977454297e+00,5.110632135378959440e+00,5.043841423718518513e+00
3.715286852058566236e+00,2.215358675007605971e-01,5.946456444495483495e+00,2.432268148087955772e+00,4.505941291122266712e+00,4.513364864683114597e+00
2.638218634757996561e+00,9.321792269088133853e-01,6.907619148621717553e-01,3.815777751422007036e+00,1.211941458360128454e+00,1.233250277676371409e+00
3.411538232385164182e+00,3.415652267582393598e-01,6.718080096716001037e+00,8.382240653615514958e+00,3.548938059361796071e+00,3.529416668604347773e+00
2.956186308093670334e+00,3.592364981782007471e-01,1.132278380505216120e+00,4.203220746911579653e+00,3.020498865292561952e+00,3.013625875245634411e+00
2.506538221671100519e+00,5.087616232346912071e-01,2.172810154349320122e+00,8.921919770392351623e+00,2.069637903284030855e+00,2.046184743607257772e+00
1.721538252240153888e+00,6.845004295151337903e-01,9.959027264635633259e+00,9.763662841460243769e+00,7.479830046123031595e-01,7.748255331962669024e-01
3.640922753073757789e+00,9.022473706002054339e-01,9.298203110016711292e+00,2.150784665436715759e+00,6.653588763472696455e-01,5.701938485962401160e-01
2.701697855536973947e+00,1.646518479731521878e-01,2.337448224747412873e+00,9.103016105765750154e+00,4.438873066912489840e+00,4.409736888827900714e+00
1.681983061475642582e+00,5.778653790997063666e-01,5.143719898616691211e+00,2.212016912402410718e+00,9.222992776760069455e-01,8.641894988809141198e-01
2.694462984293619634e+00,3.539213012974170014e-01,7.072808987795680125e+00,4.215434659555532093e+00,2.526810766417388887e+00,2.532462664586416778e+00
1.612520317253934188e+00,1.305669091442958618e-01,5.802606711667667838e+00,3.334711368463250558e+00,2.636482392351862991e+00,2.675458949013354903e+00
2.295888408820283111e+00,3.642858768345294540e-01,2.985754997175979586e+00,5.904624719658939647e+00,2.327002798759655988e+00,2.362750116901380704e+00
3.744084808687299759e+00,6.377008570292815870e-01,3.228412235815569797e+00,8.613097502349779333e+00,2.360282131174731735e+00,2.380326662002385962e+00
2.359768033369494589e+00,2.173805709972090328e-01,7.240374401369924051e+00,8.779527649780400012e+00,3.350010374807805835e+00,3.357457166333636778e+00
2.331073478672642363e+00,5.829638378456126757e-01,3.100417855790889909e+00,9.715038746896770050e+00,1.636568591184876853e+00,1.613586740191573332e+00
2.259841501772033467e+00,8.708983589835256334e-01,1.812609650401388439e+00,7.969618019631167449e+00,1.101930130933051144e+00,1.138482518482171191e+00
2.924719747184597374e+00,3.787995810837226363e-01,6.068227184829162013e+00,6.806934851949727694e+00,2.764770465953827028e+00,2.783469889812341780e+00
2.747489728422698452e+00,6.813090438560980289e-01,5.128055676941319696e+00,1.797099326371608852e+00,1.191308260221624504e+00,1.165979087521505031e+00
2.453366413966407755e+00,7.483415281054691670e-01,4.259921262775074879e+00,9.558762074621867555e+00,1.200235144004843546e+00,1.161848203763728105e+00
3.630318067467834364e+00,4.929652082021980797e-01,8.196487161868102334e+00,3.380880806329740196e+00,2.362188169244182845e+00,2.343327891820579989e+00
2.670623821364980888e+00,9.123612973351941102e-01,2.479262703865268591e+00,1.000723284521029210e+00,8.938305726469391033e-01,9.262849628213162267e-01
3.593791336835430172e+00,2.547161221476810788e-01,7.821350103187000968e+00,1.431860352009077797e+00,3.703535110713921608e+00,3.741060920668733747e+00
2.509000273157969918e+00,7.423815644798170688e-01,8.250395729867626926e+00,2.476646455281070303e+00,8.441166316306983886e-01,8.925904970402956939e-01
2.378504416567955637e+00,9.438993371325286041e-01,2.164380903808790890e+00,8.760138701738366507e+00,1.019411319765537671e+00,9.961486444135504437e-01
1.940627986405249805e+00,2.630400060978574928e-01,2.342608047974330532e+00,8.960353526437984328e+00,2.538099633425331625e+00,2.527303938458934418e+00
1.668988029709217447e+00,6.271026179271180778e-01,7.546942874425393022e+00,9.742089477744587001e+00,8.989517638262337629e-01,9.404328876220301447e-01
2.929275614519662785e+00,5.156375589555171057e-01,6.893209286021908522e-01,2.613188830538432761e+00,2.211559919393264906e+00,2.218161574041523476e+00
2.390755344698201057e+00,3.941608650004809755e-01,2.448967726550306256e+00,4.905993344039786486e+00,2.266226670261985987e+00,2.289153306156951118e+00
1.865269895291729041e+00,5.075079545996638020e-01,2.907616843953547026e+00,6.003504001828596337e+00,1.449988301377177269e+00,1.410359882504638396e+00
2.816637497506357501e+00,4.513761187376612583e-01,5.616047306381005022e+00,4.392642691850152659e+00,2.177394110063046728e+00,2.166312349838775742e+00
3.294529846878009760e+00,6.608179404393347278e-01,8.074019877346676477e-01,2.587877892705749083e+00,2.009808069299273914e+00,2.009334399827023887e+00
3.074461594876465309e+00,8.977658909030529211e-01,3.080633746854796406e+00,6.768484016152585880e+00,1.254636700578364739e+00,1.244019215460244965e+00
1.547880650137511749e+00,3.983893414501538111e-01,3.343677851509640586e+00,2.253634899414207471e+00,1.280292163439693098e+00,1.267880243350342218e+00
2.425678094117103445e+00,5.322561081686463802e-02,4.626626271719090688e+00,1.018334356935218565e+00,4.344255011543225464e+00,4.295284810302965717e+00
3.179415216225233376e+00,8.040885420462733357e-01,8.798981845355452691e+00,3.047669010482596530e+00,8.955255765131669987e-01,9.444587016146406278e-01
2.489810491295060046e+00,6.636252760628206238e-01,4.915162049881669049e+00,6.432753717034053409e+00,1.335666264665466896e+00,1.340135823613759491e+00
2.598647832329664897e+00,4.157967423150152331e-01,5.239984934970690844e+00,1.374210484342261562e+00,1.868598040730172105e+00,1.824998866996724534e+00
3.472804622192672941e+00,8.532634288098071840e-02,9.341432567442668145e+00,7.152756802801002678e+00,7.198867642118266019e+00,7.231290250185214319e+00
1.886143300610324758e+00,8.868934906888619185e-01,9.439819926276966200e+00,7.415557418598243800e+00,4.232387991206053579e-01,4.254118189150135620e-01
1.927208663236559705e+00,6.012306427473120829e-01,9.761607654126141398e+00,8.900056330771935365e+00,1.045782907466658695e+00,1.067497569207459751e+00
3.418750017021897403e+00,5.293294674703857838e-01,5.927143579445042221e+00,4.058866330650236165e+00,2.199986577361337847e+00,2.194461712997296754e+00
3.800138735502075704e+00,7.182838175912771295e-01,1.839138553746838767e+00,9.438956932713354675e+00,2.315806891457139027e+00,2.292617931089666605e+00
1.910649459119834859e+00,5.550227249932973006e-01,2.721579191982109069e+00,4.055458157744853409e+00,1.314437803469954869e+00,1.292017301282647024e+00
1.645667851947284710e+00,8.914665866527601290e-01,2.686604758842436880e+00,6.795211004655332232e+00,7.065489198268783966e-01,7.172298585498481094e-01
3.542100120854773770e+00,7.953248244951675039e-01,9.481747995254441008e+00,7.702819255879082005e-01,8.396144814806778545e-01,8.632602300361164049e-01
2.917667017896464099e+00,2.153091088297243716e-01,8.665320946807284486e+00,6.466242075196481309e+00,4.050971935102854360e+00,4.066095639610925794e+00
2.110078154760598679e+00,1.483147389278101080e-01,3.258558978737901235e+00,2.223294394186827283e+00,3.081436407870257188e+00,3.101260609122764134e+00
1.617019142917829999e+00,8.449421270535588668e-01,6.715666389086519139e+00,9.263390578296659683e+00,5.297189144183349629e-01,5.663163901655854371e-01
2.876014695874263616e+00,8.818872403389573789e-01,3.283082854468260869e+00,7.087713863012639059e+00,1.184428999812108696e+00,1.193597850278545591e+00
1.882762375561727319e+00,5.471018202691414478e-01,2.443444924932451912e+00,9.219818588594840492e+00,1.443932799585446958e+00,1.474656202550099771e+00
3.750694511305572298e+00,3.802196483920478598e-01,5.743608443338602321e+00,9.866130759417917062e+00,3.646280349161817647e+00,3.680164632727408236e+00
3.763263082790678116e+00,7.280865633526910630e-01,9.376692690088074045e+00,4.746706361368346450e+00,1.376134304023100663e+00,1.385633010109937890e+00
3.338987460923944717e+00,7.151356419473212656e-01,9.400739567907768546e+00,3.451989719827803782e+00,1.213671681200887864e+00,1.212171545898052871e+00
3.958781033800703231e+00,8.422100378371156770e-01,7.264805727099266086e+00,2.278743932687788298e+00,1.061100776111260302e+00,1.048894030188798343e+00
2.263654790419176166e+00,9.113257300164921970e-01,7.624409894320949732e+00,4.501063109537057016e+00,5.225287090640947651e-01,4.873227357652848424e-01
1.796060648162790541e+00,6.794326280527571704e-01,2.987482500536284391e+00,8.641049035721517058e+00,1.071062726137949728e+00,1.025277553893765958e+00
3.108012171349438191e+00,5.174226009836718765e-01,4.144942800490873935e+00,7.742652172248638109e+00,2.321773113265142463e+00,2.362141051490100896e+00
2.110825430432482719e+00,3.966550160928354329e-01,5.550790745152957228e+00,5.826156810934505437e+00,1.902151021767160666e+00,1.902779864676140686e+00
3.238669825883960574e+00,6.567852510616243311e-01,6.076060539465832022e+00,2.611498590550124455e+00,1.486020741162714875e+00,1.470625400224229828e+00
1.683128954688221324e+00,4.685740603132095283e-01,4.114258649221826047e+00,3.626678240071904646e+00,1.269949397757451637e+00,1.318378434845100866e+00
2.356045804002605770e+00,1.677899556520027202e-01,3.451859720495594974e+00,4.923978818219720388e+00,3.643852905374391327e+00,3.674133461526578603e+00
3.144082941743052473e+00,9.047449986791915588e-01,2.731129501604342202e+00,9.622985151149320515e+00,1.351025077046054568e+00,1.353996642765882497e+00
3.842327887276126397e+00,5.215232805740135924e-02,7.114631483722568817e+00,6.328696117648884290e-01,6.724525942082030916e+00,6.755919857528019712e+00
1.714053015146388192e+00,9.310735495900751557e-01,4.348058239972624861e+00,1.831711573829346795e+00,4.833296081260918253e-01,4.788943535700035947e-01
2.629479310219430932e+00,9.201291457000524421e-01,8.962755852520359667e+00,7.207331467199806774e+00,5.375244347679902779e-01,5.496330922675013442e-01
3.865424892366779996e+00,5.993260696857252157e-01,2.294387303926770372e+00,9.825151101834514122e+00,2.751373664265177599e+00,2.807387753349971149e+00
1.634444781426853677e+00,4.687235439789101954e-01,1.606004335869327670e+00,2.078436062744113855e+00,1.239773332268410577e+00,1.272969741638365626e+00
2.638600734406261861e+00,1.758354240974648874e-01,8.391802264164599734e+00,2.218250026864137858e+00,3.561056621926318222e+00,3.554326501808310113e+00
3.369520417251580469e+00,8.044852858805849882e-01,2.378074032743869637e+00,8.745868069980767601e+00,1.729397645008471152e+00,1.751733711124886961e+00
2.699394640972169856e+00,7.715834610819690687e-01,5.783365277307670027e+00,1.470488496910545839e+00,9.077221725954472964e-01,9.447494736322945563e-01
3.631406865413759455e+00,9.836593249673113160e-02,9.325908801120418090e+00,6.626346024149910363e+00,7.156125961199294672e+00,7.154228844038975410e+00
2.507618635027929699e+00,7.042702350635743347e-01,5.919873130535151518e+00,6.935548485138563812e+00,1.182446234290235987e+00,1.171607262012643424e+00
2.265130169501428981e+00,9.508474556352780604e-02,8.506078642549596003e-01,2.816613471464188390e+00,3.734848440604777942e+00,3.792881388309286006e+00
1.563607732264181038e+00,5.066520312788539426e-01,8.258328341963059316e+00,6.361942530404780527e+00,1.064548618379316025e+00,1.057519726602793364e+00
2.730779095781235455e+00,3.650429776919886793e-01,8.082422658429329942e+00,7.713071825309738117e+00,2.642107177065401658e+00,2.604465194693583285e+00
3.950529576420946931e+00,3.708919954307139943e-01,3.864486653817993389e+00,1.612112646370281732e+00,3.269343907289226969e+00,3.275707697356215586e+00
3.783924220233823466e+00,7.048265845843084687e-01,9.613924217148474227e+00,1.176283423469521860e+00,1.221835056311887380e+00,1.292715300021763269e+00
1.501920587354080183e+00,2.806028067865277698e-01,5.219116600003883555e+00,8.223879589321477113e+00,1.827336296689452633e+00,1.848637510491115021e+00
1.579697992114373450e+00,1.438701571004633029e-01,3.260728880185979950e+00,5.631876539009177840e+00,2.643319251253499758e+00,2.674639771359855533e+00
1.646484905920439612e+00,8.017438779708457863e-02,5.846973235136593061e+00,6.694749420006413487e+00,3.435622946479095052e+00,3.373357412578985581e+00
3.647773460955288538e+00,7.520119404284738573e-01,8.680451114062586182e-01,6.414419765456912614e+00,2.205231811889915683e+00,2.191621517238074635e+00
2.410712127914155900e+00,7.087302315123551466e-01,2.739467375828296802e+00,5.663950985199273092e+00,1.341965579278318943e+00,1.381320827634494819e+00
2.190279169579804730e+00,2.911575986243472025e-01,6.631702747989433711e+00,4.503230669223826865e+00,2.416316320378977700e+00,2.407534942975742887e+00
3.357000855050515042e+00,3.696039685940811781e-01,4.062879385111170194e+00,8.951979855833341659e+00,3.413807396784182213e+00,3.456761837822554639e+00
2.344974035097770582e+00,6.491779202977276952e-01,3.775827709918804231e+00,8.931293173148048936e+00,1.409531415568666457e+00,1.427400204653386906e+00
2.457480084799679609e+00,1.052345806568780184e-01,1.480256258311310358e+00,5.612426073319682907e-01,3.391884785674288416e+00,3.407452276832803495e+00
3.244067397282095033e+00,7.868934918183668747e-01,5.809130771733827636e+00,8.534883107328246510e+00,1.305177530299737265e+00,1.359345548124631264e+00
3.731757380642881650e+00,5.450462889536678013e-01,9.589798856744303990e+00,2.032506342581141823e+00,1.960179170043289565e+00,1.948885926027814852e+00
1.943910164247509398e+00,4.470024651624339151e-01,4.692056981951751027e+00,7.247434186956222213e+00,1.635207927270979633e+00,1.625030941418768693e+00
2.008737199150144370e+00,5.431811528233559255e-02,7.667779548300599046e+00,7.614101681624212858e+00,4.658443210582281502e+00,4.665564780056647542e+00
1.997592203715911952e+00,8.495777798508775680e-01,9.667054934299714741e-01,5.408184222685473941e+00,1.038253960450681301e+00,1.048790843980208276e+00
3.860817983039169565e+00,1.431149822430649587e-01,6.632955169476496771e+00,5.025788373012911592e+00,6.417920935402178451e+00,6.370989104797779135e+00
2.898860542491775938e+00,7.792428392089529865e-01,7.506338658496607863e+00,9.115116754153316236e+00,1.067626687782716743e+00,1.108524361417436488e+00
3.551666653683722696e+00,6.977951550510913536e-01,2.912717895048087868e+00,8.608020582991744440e-01,1.572774140548214961e+00,1.583659058407042686e+00
1.973609684517155793e+00,6.786321580055280078e-01,9.052713560963816519e+00,6.360607874257905081e+00,8.645520917485087775e-01,8.636138493839093933e-01
3.659474786282035375e+00,4.065042730366613122e-01,4.843110669101047705e+00,4.474231765228354085e+00,3.168220725831711437e+00,3.190911163404015038e+00
2.245876437794665392e+00,4.801790982744347791e-01,9.620000314183057455e+00,9.952180067070720781e+00,1.659132305880082647e+00,1.651315073870306627e+00
