t,G,I,Ia,dG_dt,dG_dt_noisy
5.643128625725145042e+01,1.703832178321113222e+00,6.736323651306761473e-01,1.372158711524179342e+00,-5.301149211637290470e-02,-4.490474370650547609e-02
5.645129025805161405e+01,1.702773523499061969e+00,6.730185898795656430e-01,1.372107736652920185e+00,-5.283274765204459822e-02,-1.144908148001300835e-02
5.647129425885177056e+01,1.701718446925505779e+00,6.724049574926848072e-01,1.372054410811117009e+00,-5.265374327756500161e-02,-2.224679319875637329e-02
5.649129825965193419e+01,1.700666953773168899e+00,6.717914760498743254e-01,1.371998739276632184e+00,-5.247448239084750998e-02,-1.633144775016493605e-02
5.651130226045209071e+01,1.699619049145840499e+00,6.711781536022761729e-01,1.371940727349105549e+00,-5.229496837831132394e-02,-1.608586834932065890e-01
5.653130626125225433e+01,1.698574738078372448e+00,6.705649981723316166e-01,1.371880380349953743e+00,-5.211520461486990330e-02,-2.738778436892227650e-02
5.655131026205241085e+01,1.697534025536682423e+00,6.699520177537833243e-01,1.371817703622371543e+00,-5.193519446392108607e-02,-3.112246848926301240e-02
5.657131426285257447e+01,1.696496916417750134e+00,6.693392203116732553e-01,1.371752702531330748e+00,-5.175494127733598626e-02,-1.777874701958829379e-02
5.659131826365273099e+01,1.695463415549620878e+00,6.687266137823448808e-01,1.371685382463580405e+00,-5.157444839545011206e-02,-8.534938252466076070e-02
5.661132226445289461e+01,1.694433527691402652e+00,6.681142060734407417e-01,1.371615748827647696e+00,-5.139371914705376243e-02,-2.596754280119898881e-02
5.663132626525305113e+01,1.693407257533268817e+00,6.675020050639051128e-01,1.371543807053836384e+00,-5.121275684938358941e-02,-1.420689856990280109e-03
5.665133026605321476e+01,1.692384609696454989e+00,6.668900186039813383e-01,1.371469562594228364e+00,-5.103156480811382734e-02,2.857670920189686603e-02
5.667133426685337128e+01,1.691365588733262371e+00,6.662782545152140523e-01,1.371393020922682560e+00,-5.085014631734974255e-02,-3.804329447901206446e-02
5.669133826765353490e+01,1.690350199127055086e+00,6.656667205904476248e-01,1.371314187534835360e+00,-5.066850465961925121e-02,-1.160736997154784428e-01
5.671134226845369142e+01,1.689338445292261959e+00,6.650554245938274933e-01,1.371233067948100404e+00,-5.048664310586686854e-02,-4.745221467636146634e-02
5.673134626925385504e+01,1.688330331574374954e+00,6.644443742607983872e-01,1.371149667701669461e+00,-5.030456491544782471e-02,-1.811525216941745065e-02
5.675135027005401156e+01,1.687325862249951403e+00,6.638335772981064364e-01,1.371063992356510663e+00,-5.012227333612168101e-02,-2.440547468297209893e-02
5.677135427085417518e+01,1.686325041526610669e+00,6.632230413837973959e-01,1.370976047495370720e+00,-4.993977160404772242e-02,4.502095235230009485e-02
5.679135827165433170e+01,1.685327873543038146e+00,6.626127741672180882e-01,1.370885838722772698e+00,-4.975706294378007266e-02,-5.929298543045343622e-02
5.681136227245449533e+01,1.684334362405758290e+00,6.620027832665752454e-01,1.370793371643937331e+00,-4.957415056692432431e-02,-9.948280496429137698e-02
5.683136627325465184e+01,1.683344512349052025e+00,6.613930762591420098e-01,1.370698651780851485e+00,-4.939103766888996994e-02,-8.042152327031315551e-02
5.685137027405481547e+01,1.682358327354955607e+00,6.607836607068517942e-01,1.370601684794287678e+00,-4.920772744412843513e-02,-1.634468672461850125e-02
5.687137427485497199e+01,1.681375811305890977e+00,6.601745441448990670e-01,1.370502476384597657e+00,-4.902422307666176593e-02,-8.820024340394268247e-02
5.689137827565513561e+01,1.680396968025188009e+00,6.595657340789494727e-01,1.370401032267550390e+00,-4.884052773829622440e-02,-9.989155575004715626e-02
5.691138227645529213e+01,1.679421801277088067e+00,6.589572379851413864e-01,1.370297358174333180e+00,-4.865664458862456465e-02,-8.953834462865857546e-02
5.693138627725545575e+01,1.678450314766741114e+00,6.583490633100841372e-01,1.370191459851550331e+00,-4.847257677502730955e-02,1.169419801128537828e-02
5.695139027805561227e+01,1.677482512140207493e+00,6.577412174708600068e-01,1.370083343061224923e+00,-4.828832743267569283e-02,-3.608402473241541231e-02
5.697139427885577589e+01,1.676518396984456816e+00,6.571337078550221200e-01,1.369973013580797039e+00,-4.810389968453449017e-02,-6.425884041274590452e-02
5.699139827965593241e+01,1.675557972827369291e+00,6.565265418205966652e-01,1.369860477203125093e+00,-4.791929664136496125e-02,-5.483709550142150391e-03
5.701140228045609604e+01,1.674601243137734174e+00,6.559197266960805628e-01,1.369745739736485168e+00,-4.773452140172873559e-02,-1.330170426175137505e-02
5.703140628125625256e+01,1.673648211325251101e+00,6.553132697804437967e-01,1.369628807004571014e+00,-4.754957705199158724e-02,-9.520718860509322368e-02
5.705141028205641618e+01,1.672698880740528971e+00,6.547071783431274161e-01,1.369509684846494268e+00,-4.736446666632837532e-02,-5.803215501578307123e-03
5.707141428285657270e+01,1.671753254675086842e+00,6.541014596240449785e-01,1.369388379116784460e+00,-4.717919330672742939e-02,-3.462849460883737213e-02
5.709141828365673632e+01,1.670811336361353261e+00,6.534961208335814398e-01,1.369264895685388561e+00,-4.699376002299621158e-02,-1.483284573115096483e-01
5.711142228445689284e+01,1.669873128972667153e+00,6.528911691525942640e-01,1.369139240437671878e+00,-4.680816985276697872e-02,-1.048719803869632983e-01
5.713142628525705646e+01,1.668938635623276268e+00,6.522866117324120916e-01,1.369011419274417163e+00,-4.662242582150283310e-02,-3.317593496522994873e-02
5.715143028605721298e+01,1.668007859368339174e+00,6.516824556948365155e-01,1.368881438111825055e+00,-4.643653094250399516e-02,-2.184825261896854165e-02
5.717143428685737661e+01,1.667080803203923489e+00,6.510787081321399716e-01,1.368749302881514085e+00,-4.625048821691574163e-02,-5.984567194982343824e-02
5.719143828765753312e+01,1.666157470067007207e+00,6.504753761070676266e-01,1.368615019530520227e+00,-4.606430063373423422e-02,-9.477615448116283314e-02
5.721144228845769675e+01,1.665237862835477589e+00,6.498724666528360450e-01,1.368478594021298012e+00,-4.587797116981623402e-02,-3.299338269578000471e-02
5.723144628925785327e+01,1.664321984328132054e+00,6.492699867731341890e-01,1.368340032331718747e+00,-4.569150278988542979e-02,-1.354508859835365231e-01
5.725145029005801689e+01,1.663409837304677286e+00,6.486679434421223078e-01,1.368199340455072521e+00,-4.550489844654237448e-02,-1.734506602778033979e-02
5.727145429085817341e+01,1.662501424465730793e+00,6.480663436044333814e-01,1.368056524400066642e+00,-4.531816108027308942e-02,-5.208964137672695421e-02
5.729145829165833703e+01,1.661596748452818684e+00,6.474651941751714546e-01,1.367911590190826310e+00,-4.513129361945839024e-02,-4.577103329124581482e-02
5.731146229245849355e+01,1.660695811848377890e+00,6.468645020399133028e-01,1.367764543866894833e+00,-4.494429898038426741e-02,-7.639941471205366486e-02
5.733146629325865717e+01,1.659798617175754165e+00,6.462642740547069886e-01,1.367615391483232745e+00,-4.475718006725132314e-02,-3.023435404503317658e-03
5.735147029405881369e+01,1.658905166899204087e+00,6.456645170460730832e-01,1.367464139110218690e+00,-4.456993977218653979e-02,-1.589105975335375343e-01
5.737147429485897732e+01,1.658015463423893054e+00,6.450652378110032226e-01,1.367310792833649646e+00,-4.438258097525388246e-02,-8.644335241548511961e-02
5.739147829565913383e+01,1.657129509095897069e+00,6.444664431169622176e-01,1.367155358754739369e+00,-4.419510654446540121e-02,-1.477030022896725844e-02
5.741148229645929746e+01,1.656247306202200953e+00,6.438681397018853891e-01,1.366997842990120171e+00,-4.400751933579427622e-02,-7.790116404621311164e-02
5.743148629725945398e+01,1.655368856970700797e+00,6.432703342741813435e-01,1.366838251671841808e+00,-4.381982219318641958e-02,2.930938887592268727e-02
5.745149029805961760e+01,1.654494163570200627e+00,6.426730335127293081e-01,1.366676590947372150e+00,-4.363201794857357596e-02,-2.169356644184359389e-02
5.747149429885977412e+01,1.653623228110416177e+00,6.420762440668816851e-01,1.366512866979596508e+00,-4.344410942188636771e-02,-8.018515522388358630e-02
5.749149829965993774e+01,1.652756052641971340e+00,6.414799725564616084e-01,1.366347085946818307e+00,-4.325609942106822814e-02,1.259057802811427984e-02
5.751150230046009426e+01,1.651892639156401277e+00,6.408842255717653869e-01,1.366179254042758640e+00,-4.306799074208939038e-02,-4.642129679894443223e-02
5.753150630126025789e+01,1.651032989586149080e+00,6.402890096735599501e-01,1.366009377476556041e+00,-4.287978616896087614e-02,-1.283543586677531739e-02
5.755151030206041440e+01,1.650177105804569999e+00,6.396943313930852915e-01,1.365837462472767827e+00,-4.269148847375053846e-02,-7.176387005893630766e-02
5.757151430286057803e+01,1.649324989625926552e+00,6.391001972320524693e-01,1.365663515271367867e+00,-4.250310041659699500e-02,-7.071270962968119467e-02
5.759151830366073455e+01,1.648476642805393411e+00,6.385066136626451616e-01,1.365487542127749032e+00,-4.231462474572672550e-02,-5.704283957297613672e-03
5.761152230446089817e+01,1.647632067039053183e+00,6.379135871275183334e-01,1.365309549312720971e+00,-4.212606419746889319e-02,-3.554428984701994698e-02
5.763152630526105469e+01,1.646791263963899299e+00,6.373211240397994581e-01,1.365129543112511668e+00,-4.193742149627305293e-02,-7.761953936588766867e-02
5.765153030606121831e+01,1.645954235287462319e+00,6.367292307938785534e-01,1.364947529762063683e+00,-4.174869935277081279e-02,-8.344163046692501529e-02
5.767153430686137483e+01,1.645120982720569502e+00,6.361379137615064128e-01,1.364763515489654466e+00,-4.155990046811863792e-02,-7.667242898263433581e-03
5.769153830766153845e+01,1.644291507733351532e+00,6.355471792708632384e-01,1.364577506638583904e+00,-4.137102753641652697e-02,4.745710570697528330e-02
5.771154230846169497e+01,1.643465811745245198e+00,6.349570336212346788e-01,1.364389509562552893e+00,-4.118208323959826611e-02,-8.064917442179649065e-02
5.773154630926185149e+01,1.642643896126717129e+00,6.343674830831486089e-01,1.364199530624746526e+00,-4.099307024741516425e-02,-5.413341453920576807e-03
5.775155031006201511e+01,1.641825762199263128e+00,6.337785338983759065e-01,1.364007576197834526e+00,-4.080399121745764690e-02,-1.823423655556717371e-01
5.777155431086217163e+01,1.641011411235410167e+00,6.331901922799310078e-01,1.363813652663969700e+00,-4.061484879517562874e-02,-1.069912507568801380e-01
5.779155831166233526e+01,1.640200844458714391e+00,6.326024644120702423e-01,1.363617766414789267e+00,-4.042564561390049604e-02,-4.872824762093150297e-03
5.781156231246249178e+01,1.639394063043762451e+00,6.320153564502941634e-01,1.363419923851414861e+00,-4.023638429486647849e-02,4.043251579212905900e-02
5.783156631326265540e+01,1.638591068116170169e+00,6.314288745213449960e-01,1.363220131384451417e+00,-4.004706744723268708e-02,-3.470946583316520534e-02
5.785157031406281192e+01,1.637791860752584316e+00,6.308430247232089672e-01,1.363018395433988283e+00,-3.985769766810581816e-02,-1.063223771728829398e-02
5.787157431486297554e+01,1.636996441980680617e+00,6.302578131251145299e-01,1.362814722429598779e+00,-3.966827754256235794e-02,-2.454247538208135723e-02
5.789157831566313206e+01,1.636204812779165740e+00,6.296732457675335848e-01,1.362609118810340192e+00,-3.947880964367223022e-02,1.267663909570050651e-02
5.791158231646329568e+01,1.635416974077775309e+00,6.290893286621804803e-01,1.362401591024753555e+00,-3.928929653252116738e-02,-9.043682990247720044e-02
5.793158631726345220e+01,1.634632926757276117e+00,6.285060677920131234e-01,1.362192145530864540e+00,-3.909974075823563489e-02,-5.295838196045940527e-03
5.795159031806361583e+01,1.633852671649463240e+00,6.279234691112316469e-01,1.361980788796182118e+00,-3.891014485800542433e-02,-5.793139970945450357e-02
5.797159431886377234e+01,1.633076209537163814e+00,6.273415385452798532e-01,1.361767527297699676e+00,-3.872051135710907754e-02,-5.303051966748340007e-02
5.799159831966393597e+01,1.632303541154233040e+00,6.267602819908437706e-01,1.361552367521894569e+00,-3.853084276893753435e-02,-3.632133150462783788e-02
5.801160232046409249e+01,1.631534667185557508e+00,6.261797053158530968e-01,1.361335315964728343e+00,-3.834114159502011177e-02,-4.603045236927695572e-02
5.803160632126425611e+01,1.630769588267052539e+00,6.255998143594798666e-01,1.361116379131645848e+00,-3.815141032504826279e-02,-7.361575561625854913e-02
5.805161032206441263e+01,1.630008304985664402e+00,6.250206149321395621e-01,1.360895563537576791e+00,-3.796165143690266586e-02,-4.810383740085638626e-02
5.807161432286457625e+01,1.629250817879368540e+00,6.244421128154900025e-01,1.360672875706934404e+00,-3.777186739667792725e-02,-8.200749869331144803e-02
5.809161832366473277e+01,1.628497127437171565e+00,6.238643137624328983e-01,1.360448322173616109e+00,-3.758206065870961510e-02,3.805703261140847005e-02
5.811162232446489639e+01,1.627747234099108375e+00,6.232872234971116310e-01,1.360221909481003078e+00,-3.739223366559962791e-02,-3.273108429218962723e-04
5.813162632526505291e+01,1.627001138256245261e+00,6.227108477149139176e-01,1.359993644181960892e+00,-3.720238884824439429e-02,-5.510125541681459849e-02
5.815163032606521654e+01,1.626258840250677462e+00,6.221351920824690351e-01,1.359763532838838662e+00,-3.701252862586046355e-02,4.406191776024599716e-02
5.817163432686537305e+01,1.625520340375531170e+00,6.215602622376505959e-01,1.359531582023469909e+00,-3.682265540601342702e-02,2.922863951409088168e-02
5.819163832766553668e+01,1.624785638874961746e+00,6.209860637895737723e-01,1.359297798317172123e+00,-3.663277158464445238e-02,-9.982741560720112539e-03
5.821164232846569320e+01,1.624054735944154837e+00,6.204126023185980721e-01,1.359062188310746544e+00,-3.644287954609892743e-02,-6.027493472322112411e-02
5.823164632926585682e+01,1.623327631729325704e+00,6.198398833763245630e-01,1.358824758604478600e+00,-3.625298166315449322e-02,-2.093513809539194331e-02
5.825165033006601334e+01,1.622604326327720337e+00,6.192679124855985373e-01,1.358585515808137911e+00,-3.606308029705013185e-02,-5.213162111209285188e-03
5.827165433086617696e+01,1.621884819787613674e+00,6.186966951405071802e-01,1.358344466540977402e+00,-3.587317779751464375e-02,3.536692408262562259e-02
5.829165833166633348e+01,1.621169112108311827e+00,6.181262368063814572e-01,1.358101617431735075e+00,-3.568327650279623509e-02,-4.197742837848970204e-02
5.831166233246649711e+01,1.620457203240149635e+00,6.175565429197946710e-01,1.357856975118631793e+00,-3.549337873969177215e-02,-6.085957316318414689e-02
5.833166633326665362e+01,1.619749093084492664e+00,6.169876188885634605e-01,1.357610546249373495e+00,-3.530348682357720147e-02,8.055548703530511501e-02
5.835167033406681725e+01,1.619044781493736318e+00,6.164194700917469127e-01,1.357362337481149428e+00,-3.511360305843741481e-02,3.604925832190564172e-02
5.837167433486697377e+01,1.618344268271305619e+00,6.158521018796480062e-01,1.357112355480632804e+00,-3.492372973689622517e-02,-1.685172644299845826e-02
5.839167833566713739e+01,1.617647553171656094e+00,6.152855195738113903e-01,1.356860606923981472e+00,-3.473386914024856331e-02,-7.755946376368962059e-02
5.841168233646729391e+01,1.616954635900272885e+00,6.147197284670259387e-01,1.356607098496836583e+00,-3.454402353848984308e-02,-7.843424523242784052e-03
5.843168633726745753e+01,1.616265516113670975e+00,6.141547338233224185e-01,1.356351836894323926e+00,-3.435419519034893510e-02,2.351656596981756275e-02
5.845169033806761405e+01,1.615580193419395849e+00,6.135905408779752657e-01,1.356094828821052589e+00,-3.416438634331875335e-02,5.764802895666831795e-03
5.847169433886777767e+01,1.614898667376022390e+00,6.130271548375013646e-01,1.355836080991116299e+00,-3.397459923368895129e-02,9.374743981152011685e-03
5.849169833966793419e+01,1.614220937568458858e+00,6.124645808951737491e-01,1.355575600091430744e+00,-3.378483608619231582e-02,-2.901249305907739259e-02
5.851170234046809782e+01,1.613547003673148739e+00,6.119028242467988710e-01,1.355313392756225088e+00,-3.359509911574870555e-02,2.524415239669604294e-02
5.853170634126825433e+01,1.612876865117185199e+00,6.113418900205752626e-01,1.355049465732905745e+00,-3.340539052920804552e-02,-6.060388173955384705e-02
5.855171034206841796e+01,1.612210521274366259e+00,6.107817833150905873e-01,1.354783825780047080e+00,-3.321571252223071147e-02,-5.234968438363218901e-02
5.857171434286857448e+01,1.611547971479095231e+00,6.102225092021125175e-01,1.354516479660428763e+00,-3.302606727918583340e-02,-5.515078595330227818e-02
5.859171834366873810e+01,1.610889215026378052e+00,6.096640727265874027e-01,1.354247434141034656e+00,-3.283645697318510193e-02,-6.215348709926324378e-02
5.861172234446889462e+01,1.610234251171825726e+00,6.091064789066423790e-01,1.353976695993053259e+00,-3.264688376611740717e-02,6.628076545427287469e-02
5.863172634526905824e+01,1.609583079131652328e+00,6.085497327335828155e-01,1.353704271991877262e+00,-3.245734980868292263e-02,-1.136716196738421364e-01
5.865173034606921476e+01,1.608935698082676558e+00,6.079938391718947566e-01,1.353430168917104659e+00,-3.226785724042857684e-02,-1.806993489743831394e-02
5.867173434686937838e+01,1.608292107162320628e+00,6.074388031592428128e-01,1.353154393552536749e+00,-3.207840818978219266e-02,-7.832931729762335205e-02
5.869173834766953490e+01,1.607652305468611154e+00,6.068846296064720480e-01,1.352876952686180578e+00,-3.188900477408873613e-02,-9.095149847523621711e-02
5.871174234846969853e+01,1.607016292060178486e+00,6.063313233976062033e-01,1.352597853110246717e+00,-3.169964909964467781e-02,-2.432418270709466729e-02
5.873174634926985505e+01,1.606384065956257157e+00,6.057788893898492510e-01,1.352317101621151041e+00,-3.151034326173446365e-02,-1.066258450722609719e-01
5.875175035007001867e+01,1.605755626136684988e+00,6.052273324135841737e-01,1.352034705019513616e+00,-3.132108934466570904e-02,-3.349568429874583836e-02
5.877175435087017519e+01,1.605130971541905094e+00,6.046766572723740740e-01,1.351750670110158925e+00,-3.113188942180550312e-02,8.466739352860103152e-02
5.879175835167033881e+01,1.604510101072962991e+00,6.041268687429608431e-01,1.351465003702116086e+00,-3.094274555561660200e-02,-3.421222785266390953e-02
5.881176235247049533e+01,1.603893013591509487e+00,6.035779715752667141e-01,1.351177712608618631e+00,-3.075365979769389968e-02,-5.896395824189212126e-03
5.883176635327065895e+01,1.603279707919798458e+00,6.030299704923927084e-01,1.350888803647104952e+00,-3.056463418880106531e-02,-7.044764756129434646e-02
5.885177035407081547e+01,1.602670182840688629e+00,6.024828701906200790e-01,1.350598283639217634e+00,-3.037567075890734714e-02,-4.360318920868137132e-03
5.887177435487097910e+01,1.602064437097641791e+00,6.019366753394089775e-01,1.350306159410803453e+00,-3.018677152722415435e-02,-1.019335654620896342e-01
5.889177835567113561e+01,1.601462469394724142e+00,6.013913905813997873e-01,1.350012437791914710e+00,-2.999793850224319325e-02,-1.851422409580169570e-02
5.891178235647129924e+01,1.600864278396606055e+00,6.008470205324116797e-01,1.349717125616807234e+00,-2.980917368177338211e-02,-3.416820311671175253e-02
5.893178635727145576e+01,1.600269862728561643e+00,6.003035697814440574e-01,1.349420229723942155e+00,-2.962047905297837680e-02,7.970782742132387355e-02
5.895179035807161938e+01,1.599679220976468752e+00,5.997610428906752222e-01,1.349121756955984130e+00,-2.943185659241431829e-02,-3.208027145191429119e-02
5.897179435887177590e+01,1.599092351686809854e+00,5.992194443954637073e-01,1.348821714159803564e+00,-2.924330826606869049e-02,-4.570864324431021808e-02
5.899179835967193952e+01,1.598509253366670713e+00,5.986787788043468339e-01,1.348520108186474387e+00,-2.905483602939734622e-02,-5.541029482369082271e-02
5.901180236047209604e+01,1.597929924483741493e+00,5.981390505990421547e-01,1.348216945891275609e+00,-2.886644182736369801e-02,-8.702822648147681694e-02
5.903180636127225966e+01,1.597354363466316096e+00,5.976002642344462323e-01,1.347912234133690212e+00,-2.867812759447690985e-02,1.069893477572905760e-02
5.905181036207241618e+01,1.596782568703292826e+00,5.970624241386355280e-01,1.347605979777406704e+00,-2.848989525483153207e-02,4.459170918391561211e-02
5.907181436287257981e+01,1.596214538544173278e+00,5.965255347128657348e-01,1.347298189690316894e+00,-2.830174672214491594e-02,-4.566432555143445926e-02
5.909181836367273633e+01,1.595650271299063672e+00,5.959896003315725554e-01,1.346988870744518119e+00,-2.811368389979812532e-02,8.188291672854515479e-03
5.911182236447289995e+01,1.595089765238673740e+00,5.954546253423705915e-01,1.346678029816311239e+00,-2.792570868087390634e-02,-4.452657411886310618e-02
5.913182636527305647e+01,1.594533018594317619e+00,5.949206140660545650e-01,1.346365673786202866e+00,-2.773782294819732153e-02,-6.810455283184760344e-03
5.915183036607322009e+01,1.593980029557912959e+00,5.943875707965983191e-01,1.346051809538902910e+00,-2.755002857437455210e-02,-3.832483096012861967e-03
5.917183436687337661e+01,1.593430796281981809e+00,5.938554998011555952e-01,1.345736443963326812e+00,-2.736232742183364319e-02,-9.761351653093064407e-02
5.919183836767354023e+01,1.592885316879649737e+00,5.933244053200592560e-01,1.345419583952593756e+00,-2.717472134286391672e-02,-6.469662462730821351e-02
5.921184236847369675e+01,1.592343589424646710e+00,5.927942915668222845e-01,1.345101236404027789e+00,-2.698721217965671659e-02,2.033355251502046851e-02
5.923184636927386038e+01,1.591805611951306654e+00,5.922651627281364517e-01,1.344781408219157370e+00,-2.679980176434570982e-02,-1.207667468943083161e-01
5.925185037007401689e+01,1.591271382454567007e+00,5.917370229638738710e-01,1.344460106303716040e+00,-2.661249191904763167e-02,-2.552282772440093647e-02
5.927185437087418052e+01,1.590740898889969834e+00,5.912098764070854440e-01,1.344137337567640866e+00,-2.642528445590314190e-02,-4.282013591177358247e-02
5.929185837167433704e+01,1.590214159173660713e+00,5.906837271640023035e-01,1.343813108925074218e+00,-2.623818117711751441e-02,-7.173847421535679836e-02
5.931186237247450066e+01,1.589691161182388957e+00,5.901585793140343705e-01,1.343487427294362435e+00,-2.605118387500227062e-02,-2.292030820553263987e-02
5.933186637327465718e+01,1.589171902757313903e+00,5.896344369109761674e-01,1.343160299596244833e+00,-2.586429433200959638e-02,-9.918699738529723059e-03
5.935187037407482080e+01,1.588656381866347944e+00,5.891113040361027897e-01,1.342831732678678724e+00,-2.567751432118525745e-02,1.756812003455694021e-03
5.937187437487497732e+01,1.588144596354978066e+00,5.885891847225501738e-01,1.342501733439396494e+00,-2.549084560791553544e-02,-1.558577604472884959e-01
5.939187837567514094e+01,1.587636543942703815e+00,5.880680829500715134e-01,1.342170308822222102e+00,-2.530428994822214728e-02,5.888099176962069414e-02
5.941188237647529746e+01,1.587132222318059727e+00,5.875480026742371242e-01,1.341837465770696625e+00,-2.511784908827141560e-02,-4.833069484550747696e-02
5.943188637727546109e+01,1.586631629138614663e+00,5.870289478264321126e-01,1.341503211228078474e+00,-2.493152476441529153e-02,2.752226703794651702e-02
5.945189037807561760e+01,1.586134762030972700e+00,5.865109223138587069e-01,1.341167552137344288e+00,-2.474531870323393168e-02,-3.028768552893277080e-02
5.947189437887578123e+01,1.585641618590771573e+00,5.859939300195341483e-01,1.340830495441187376e+00,-2.455923262157638787e-02,-5.303439150152577941e-02
5.949189837967593775e+01,1.585152196382684231e+00,5.854779748022925778e-01,1.340492048082019050e+00,-2.437326822660323966e-02,-2.710771755197996166e-02
5.951190238047610137e+01,1.584666492940418170e+00,5.849630604967832603e-01,1.340152217001967738e+00,-2.418742721582867183e-02,1.343649024014678950e-01
5.953190638127625789e+01,1.584184505766715434e+00,5.844491909134721386e-01,1.339811009142879650e+00,-2.400171127716183017e-02,5.450747272928888054e-02
5.955191038207642151e+01,1.583706232333352171e+00,5.839363698386407231e-01,1.339468431446317664e+00,-2.381612208894956506e-02,-4.069919315884035216e-02
5.957191438287657803e+01,1.583231670081140186e+00,5.834246010343868694e-01,1.339124490853563554e+00,-2.363066132001900854e-02,-1.190197014022083451e-02
5.959191838367673455e+01,1.582760816419924943e+00,5.829138882386241116e-01,1.338779194305615317e+00,-2.344533062971893012e-02,3.293453985456794991e-02
5.961192238447689817e+01,1.582293668728586677e+00,5.824042351650819960e-01,1.338432548743188732e+00,-2.326013166796325748e-02,6.087874910128798778e-03
5.963192638527705469e+01,1.581830224355040837e+00,5.818956455033064135e-01,1.338084561106717363e+00,-2.307506607527304299e-02,-1.851793868411135205e-02
5.965193038607721832e+01,1.581370480616236307e+00,5.813881229186587118e-01,1.337735238336351884e+00,-2.289013548281931820e-02,-3.193671908683027444e-02
5.967193438687737483e+01,1.580914434798157631e+00,5.808816710523169169e-01,1.337384587371960754e+00,-2.270534151246572652e-02,-7.611370453348254017e-02
5.969193838767753846e+01,1.580462084155823455e+00,5.803762935212741780e-01,1.337032615153129544e+00,-2.252068577681148875e-02,1.527893379921685391e-02
5.971194238847769498e+01,1.580013425913287417e+00,5.798719939183405447e-01,1.336679328619161611e+00,-2.233616987923420227e-02,3.299190931908418251e-02
5.973194638927785860e+01,1.579568457263637038e+00,5.793687758121413012e-01,1.336324734709077422e+00,-2.215179541393286211e-02,8.953618024305776135e-02
5.975195039007801512e+01,1.579127175368995051e+00,5.788666427471184095e-01,1.335968840361615451e+00,-2.196756396597110417e-02,-4.897537073961961279e-02
5.977195439087817874e+01,1.578689577360518514e+00,5.783655982435291776e-01,1.335611652515231063e+00,-2.178347711132039288e-02,1.096818378473654598e-02
5.979195839167833526e+01,1.578255660338399258e+00,5.778656457974474803e-01,1.335253178108097405e+00,-2.159953641690282033e-02,-2.297378914064946223e-02
5.981196239247849888e+01,1.577825421371863435e+00,5.773667888807625381e-01,1.334893424078104740e+00,-2.141574344063501556e-02,4.158258402329127745e-02
5.983196639327865540e+01,1.577398857499172191e+00,5.768690309411802497e-01,1.334532397362861778e+00,-2.123209973147160978e-02,-2.593714951146580683e-02
5.985197039407881903e+01,1.576975965727620776e+00,5.763723754022220813e-01,1.334170104899693232e+00,-2.104860682944803552e-02,-5.319636720120865525e-02
5.987197439487897554e+01,1.576556743033539432e+00,5.758768256632257332e-01,1.333806553625642488e+00,-2.086526626572487997e-02,-1.050912799530790143e-01
5.989197839567913917e+01,1.576141186362292723e+00,5.753823850993444733e-01,1.333441750477469823e+00,-2.068207956263129477e-02,1.524290711813734711e-02
5.991198239647929569e+01,1.575729292628280209e+00,5.748890570615483586e-01,1.333075702391653072e+00,-2.049904823370868323e-02,-1.227226011921563054e-02
5.993198639727945931e+01,1.575321058714935329e+00,5.743968448766223478e-01,1.332708416304387633e+00,-2.031617378375444316e-02,3.604349583593109696e-02
5.995199039807961583e+01,1.574916481474726959e+00,5.739057518471685215e-01,1.332339899151586460e+00,-2.013345770886626473e-02,-4.744995716754918380e-02
5.997199439887977945e+01,1.574515557729157855e+00,5.734157812516040842e-01,1.331970157868879401e+00,-1.995090149648542921e-02,1.098600544188826078e-01
5.999199839967993597e+01,1.574118284268766210e+00,5.729269363441629181e-01,1.331599199391614752e+00,-1.976850662544177295e-02,-5.495935554861584166e-02
6.001200240048009960e+01,1.573724657853123654e+00,5.724392203548941405e-01,1.331227030654857035e+00,-1.958627456599681960e-02,6.258055555754801769e-03
6.003200640128025611e+01,1.573334675210837474e+00,5.719526364896636572e-01,1.330853658593389666e+00,-1.940420677988891063e-02,1.534339635154147174e-03
6.005201040208041974e+01,1.572948333039548618e+00,5.714671879301527202e-01,1.330479090141712062e+00,-1.922230472037655957e-02,3.614632940826374707e-02
6.007201440288057626e+01,1.572565628005933913e+00,5.709828778338590372e-01,1.330103332234042535e+00,-1.904056983228369360e-02,-2.710916446878188640e-02
6.009201840368073988e+01,1.572186556745703179e+00,5.704997093340959946e-01,1.329726391804315400e+00,-1.885900355204317425e-02,-6.450613042670916286e-02
6.011202240448089640e+01,1.571811115863602115e+00,5.700176855399932130e-01,1.329348275786183864e+00,-1.867760730774203903e-02,-6.789271459632767458e-02
6.013202640528106002e+01,1.571439301933410526e+00,5.695368095364961025e-01,1.328968991113017362e+00,-1.849638251916541076e-02,2.236073390354301194e-02
6.015203040608121654e+01,1.571071111497942763e+00,5.690570843843663074e-01,1.328588544717903996e+00,-1.831533059784179462e-02,-1.294233738944993578e-02
6.017203440688138016e+01,1.570706541069047502e+00,5.685785131201809284e-01,1.328206943533647877e+00,-1.813445294708659894e-02,-8.250059321970662496e-04
6.019203840768153668e+01,1.570345587166969592e+00,5.681010987736120343e-01,1.327824194474422681e+00,-1.795375096206708321e-02,-5.858950324914749541e-02
