K,r,r_noisy
4.707090464547676767e+00,7.767156479127974578e-01,7.848909373007896262e-01
4.708801955990219668e+00,7.767684507979141229e-01,7.600461368512386739e-01
4.710513447432762568e+00,7.768212055762803159e-01,7.623200528339584281e-01
4.712224938875305469e+00,7.768739123087050613e-01,7.765722596634664354e-01
4.713936430317848369e+00,7.769265710559007942e-01,7.703259099649273356e-01
4.715647921760391270e+00,7.769791818784814730e-01,7.591758112036446349e-01
4.717359413202933283e+00,7.770317448369647995e-01,7.921620475311501597e-01
4.719070904645476183e+00,7.770842599917712201e-01,7.787667386536908376e-01
4.720782396088019084e+00,7.771367274032240369e-01,7.820340396682219364e-01
4.722493887530561985e+00,7.771891471315507394e-01,7.667513253174864651e-01
4.724205378973104885e+00,7.772415192368820058e-01,7.597050495396514558e-01
4.725916870415647786e+00,7.772938437792518140e-01,7.875707657741005674e-01
4.727628361858190686e+00,7.773461208185993288e-01,7.736186308188202077e-01
4.729339853300733587e+00,7.773983504147666812e-01,7.699433093902119385e-01
4.731051344743275600e+00,7.774505326275013006e-01,7.810079354569288146e-01
4.732762836185818500e+00,7.775026675164544709e-01,7.948856339328039811e-01
4.734474327628361401e+00,7.775547551411824410e-01,7.805710566153750696e-01
4.736185819070904301e+00,7.776067955611466465e-01,7.901101457125322414e-01
4.737897310513447202e+00,7.776587888357130440e-01,7.795857931926341022e-01
4.739608801955990103e+00,7.777107350241536654e-01,7.774240770482596652e-01
4.741320293398533003e+00,7.777626341856453962e-01,7.827476985934291864e-01
4.743031784841075904e+00,7.778144863792709751e-01,7.751672570131927786e-01
4.744743276283617917e+00,7.778662916640189939e-01,7.654088811993676744e-01
4.746454767726160817e+00,7.779180500987841196e-01,7.871845316905731194e-01
4.748166259168703718e+00,7.779697617423670941e-01,7.918981846062504992e-01
4.749877750611246618e+00,7.780214266534752898e-01,7.775948203428001415e-01
4.751589242053789519e+00,7.780730448907222652e-01,7.852742859853588664e-01
4.753300733496332420e+00,7.781246165126286529e-01,7.795960444391228927e-01
4.755012224938875320e+00,7.781761415776221602e-01,7.750385292197092824e-01
4.756723716381418221e+00,7.782276201440369023e-01,7.814008345271691303e-01
4.758435207823960233e+00,7.782790522701150682e-01,7.913189319098675734e-01
4.760146699266503134e+00,7.783304380140059209e-01,7.830447155438928775e-01
4.761858190709046035e+00,7.783817774337665751e-01,7.890718964327200213e-01
4.763569682151588935e+00,7.784330705873618861e-01,7.746847330768070750e-01
4.765281173594131836e+00,7.784843175326645603e-01,7.936606877012188921e-01
4.766992665036674737e+00,7.785355183274558222e-01,7.752248176245255529e-01
4.768704156479217637e+00,7.785866730294247473e-01,7.848882388381686059e-01
4.770415647921759650e+00,7.786377816961698173e-01,7.885937361027754999e-01
4.772127139364302550e+00,7.786888443851972541e-01,7.743814428694490992e-01
4.773838630806845451e+00,7.787398611539230187e-01,7.944832503306933358e-01
4.775550122249388352e+00,7.787908320596714784e-01,7.740721509413053258e-01
4.777261613691931252e+00,7.788417571596767397e-01,7.668281949289317279e-01
4.778973105134474153e+00,7.788926365110823147e-01,7.766855431999618586e-01
4.780684596577017054e+00,7.789434701709406772e-01,7.812790069966237816e-01
4.782396088019559954e+00,7.789942581962148171e-01,7.894277110854838186e-01
4.784107579462101967e+00,7.790450006437775743e-01,7.886770415778802112e-01
4.785819070904644867e+00,7.790956975704111942e-01,8.093563584172337455e-01
4.787530562347187768e+00,7.791463490328096597e-01,8.040557401480127320e-01
4.789242053789730669e+00,7.791969550875758044e-01,7.640395245449089767e-01
4.790953545232273569e+00,7.792475157912239769e-01,7.828620764278981792e-01
4.792665036674816470e+00,7.792980312001793752e-01,7.861800169708212938e-01
4.794376528117359371e+00,7.793485013707779352e-01,7.864243007725568724e-01
4.796088019559902271e+00,7.793989263592666639e-01,7.886678082716721550e-01
4.797799511002444284e+00,7.794493062218044166e-01,7.790111009547195930e-01
4.799511002444987184e+00,7.794996410144608978e-01,7.789631632388989146e-01
4.801222493887530085e+00,7.795499307932181043e-01,7.657633683746903897e-01
4.802933985330072986e+00,7.796001756139693262e-01,7.665366029252593805e-01
4.804645476772615886e+00,7.796503755325198126e-01,7.779637216036237035e-01
4.806356968215158787e+00,7.797005306045877715e-01,7.732068162889048635e-01
4.808068459657701688e+00,7.797506408858031479e-01,7.771757035754350840e-01
4.809779951100244588e+00,7.798007064317082904e-01,7.788941453238451551e-01
4.811491442542786601e+00,7.798507272977585059e-01,7.969026314659505283e-01
4.813202933985329501e+00,7.799007035393219489e-01,7.663255959851162924e-01
4.814914425427872402e+00,7.799506352116799546e-01,7.861550014811127252e-01
4.816625916870415303e+00,7.800005223700267054e-01,7.988108768950451521e-01
4.818337408312958203e+00,7.800503650694696756e-01,7.847855621211619059e-01
4.820048899755501104e+00,7.801001633650304079e-01,8.025477973185844993e-01
4.821760391198044005e+00,7.801499173116432928e-01,7.616591708588567045e-01
4.823471882640586905e+00,7.801996269641575665e-01,7.864097196734447515e-01
4.825183374083128918e+00,7.802492923773355349e-01,7.956735643146252146e-01
4.826894865525671818e+00,7.802989136058544606e-01,7.670753125774431025e-01
4.828606356968214719e+00,7.803484907043054530e-01,7.873294028100972231e-01
4.830317848410757620e+00,7.803980237271942455e-01,7.848141246433752993e-01
4.832029339853300520e+00,7.804475127289411951e-01,7.599000462743831230e-01
4.833740831295843421e+00,7.804969577638818379e-01,7.879320747568154815e-01
4.835452322738386322e+00,7.805463588862662228e-01,7.696345598368136143e-01
4.837163814180929222e+00,7.805957161502599106e-01,7.715369217163783322e-01
4.838875305623471235e+00,7.806450296099435304e-01,7.933739852309609208e-01
4.840586797066014135e+00,7.806942993193133340e-01,7.839621065054194204e-01
4.842298288508557036e+00,7.807435253322809743e-01,7.706572629515574535e-01
4.844009779951099937e+00,7.807927077026748375e-01,7.887106375557181304e-01
4.845721271393642837e+00,7.808418464842378226e-01,7.973414920337170697e-01
4.847432762836185738e+00,7.808909417306301171e-01,7.836432866452770485e-01
4.849144254278728638e+00,7.809399934954276423e-01,7.916870232898299831e-01
4.850855745721270651e+00,7.809890018321228311e-01,7.732036607727112987e-01
4.852567237163813552e+00,7.810379667941248494e-01,7.818311811901172970e-01
4.854278728606356452e+00,7.810868884347597074e-01,7.991032371487665209e-01
4.855990220048899353e+00,7.811357668072700378e-01,7.823238993657970486e-01
4.857701711491442254e+00,7.811846019648155393e-01,7.782852161539465241e-01
4.859413202933985154e+00,7.812333939604739763e-01,7.727604972549128037e-01
4.861124694376528055e+00,7.812821428472390695e-01,7.749613646431919856e-01
4.862836185819070955e+00,7.813308486780231599e-01,7.785947110613863353e-01
4.864547677261612968e+00,7.813795115056559881e-01,7.653389239388851406e-01
4.866259168704155869e+00,7.814281313828854714e-01,7.863625461889272028e-01
4.867970660146698769e+00,7.814767083623769262e-01,7.952318859031628495e-01
4.869682151589241670e+00,7.815252424967141787e-01,7.893209870353851132e-01
4.871393643031784570e+00,7.815737338383996757e-01,7.843099391052033020e-01
4.873105134474327471e+00,7.816221824398537077e-01,7.621560222410274088e-01
4.874816625916870372e+00,7.816705883534158517e-01,7.923259405876009742e-01
4.876528117359413272e+00,7.817189516313436393e-01,7.838325769457084036e-01
4.878239608801955285e+00,7.817672723258147771e-01,7.746559082289175002e-01
4.879951100244498186e+00,7.818155504889251484e-01,7.803647951973690100e-01
4.881662591687041086e+00,7.818637861726899230e-01,7.655567965061602642e-01
4.883374083129583987e+00,7.819119794290441128e-01,7.826603203476494297e-01
4.885085574572126887e+00,7.819601303098419054e-01,7.832465737388148996e-01
4.886797066014669788e+00,7.820082388668574414e-01,7.855276983690920867e-01
4.888508557457212689e+00,7.820563051517848141e-01,7.614361092801978925e-01
4.890220048899755589e+00,7.821043292162375149e-01,7.587213592031417653e-01
4.891931540342297602e+00,7.821523111117502092e-01,7.821492134112084660e-01
4.893643031784840502e+00,7.822002508897768491e-01,7.771782503552727706e-01
4.895354523227383403e+00,7.822481486016925611e-01,7.792132802030161676e-01
4.897066014669926304e+00,7.822960042987929796e-01,7.697259463062817719e-01
4.898777506112469204e+00,7.823438180322941360e-01,7.791285352897928673e-01
4.900488997555012105e+00,7.823915898533331248e-01,7.791052298252739705e-01
4.902200488997555006e+00,7.824393198129686589e-01,7.801806550469461143e-01
4.903911980440097906e+00,7.824870079621799590e-01,7.736169863679659420e-01
4.905623471882639919e+00,7.825346543518677533e-01,7.823991415197166788e-01
4.907334963325182819e+00,7.825822590328546102e-01,7.822706011758151501e-01
4.909046454767725720e+00,7.826298220558844942e-01,7.884808433051311294e-01
4.910757946210268621e+00,7.826773434716229882e-01,7.930016850903556236e-01
4.912469437652811521e+00,7.827248233306582925e-01,7.823980176346188031e-01
4.914180929095354422e+00,7.827722616835000036e-01,7.802882916770282895e-01
4.915892420537897323e+00,7.828196585805802243e-01,7.692782326629147294e-01
4.917603911980440223e+00,7.828670140722537862e-01,7.873471985456269584e-01
4.919315403422982236e+00,7.829143282087972500e-01,7.755300028516409760e-01
4.921026894865525136e+00,7.829616010404106818e-01,7.951505585643756646e-01
4.922738386308068037e+00,7.830088326172166546e-01,7.923441304623559667e-01
4.924449877750610938e+00,7.830560229892606916e-01,7.888389224433779434e-01
4.926161369193153838e+00,7.831031722065115996e-01,7.903570849836353274e-01
4.927872860635696739e+00,7.831502803188610251e-01,7.776607863136195675e-01
4.929584352078239640e+00,7.831973473761246751e-01,7.718968011613195346e-01
4.931295843520781652e+00,7.832443734280409853e-01,7.898988058994206307e-01
4.933007334963324553e+00,7.832913585242727850e-01,7.790037240774648764e-01
4.934718826405867453e+00,7.833383027144065203e-01,7.867551696865815458e-01
4.936430317848410354e+00,7.833852060479529200e-01,7.807833193968894969e-01
4.938141809290953255e+00,7.834320685743458856e-01,7.892731164850056436e-01
4.939853300733496155e+00,7.834788903429446005e-01,7.942786774931008820e-01
4.941564792176039056e+00,7.835256714030323089e-01,7.910031799556750398e-01
4.943276283618581957e+00,7.835724118038164265e-01,7.778876961306598892e-01
4.944987775061123969e+00,7.836191115944297625e-01,7.840430630214143548e-01
4.946699266503666870e+00,7.836657708239292974e-01,7.736423339010295441e-01
4.948410757946209770e+00,7.837123895412975161e-01,7.725482513824639685e-01
4.950122249388752671e+00,7.837589677954417411e-01,7.922940458493102911e-01
4.951833740831295572e+00,7.838055056351945771e-01,7.832446370224900312e-01
4.953545232273838472e+00,7.838520031093137996e-01,7.819614654475548488e-01
4.955256723716381373e+00,7.838984602664831325e-01,7.745253438686987568e-01
4.956968215158924274e+00,7.839448771553115813e-01,7.633549385152821332e-01
4.958679706601466286e+00,7.839912538243345441e-01,7.717135883986487865e-01
4.960391198044009187e+00,7.840375903220125897e-01,7.757781628391280382e-01
4.962102689486552087e+00,7.840838866967326792e-01,7.902243681540509490e-01
4.963814180929094988e+00,7.841301429968084991e-01,7.776600575949690342e-01
4.965525672371637889e+00,7.841763592704792396e-01,8.011081743745355199e-01
4.967237163814180789e+00,7.842225355659109276e-01,7.867721856534610758e-01
4.968948655256723690e+00,7.842686719311967591e-01,7.700102630970944162e-01
4.970660146699266591e+00,7.843147684143559895e-01,7.981482620169739750e-01
4.972371638141808603e+00,7.843608250633350432e-01,7.816890086932940518e-01
4.974083129584351504e+00,7.844068419260070701e-01,7.821461789372508022e-01
4.975794621026894404e+00,7.844528190501731668e-01,7.942576223869241003e-01
4.977506112469437305e+00,7.844987564835610439e-01,7.832544268395564835e-01
4.979217603911980206e+00,7.845446542738259144e-01,7.751187844780191849e-01
4.980929095354523106e+00,7.845905124685510490e-01,8.011605175344572727e-01
4.982640586797066007e+00,7.846363311152468878e-01,7.813840968728844594e-01
4.984352078239608907e+00,7.846821102613521504e-01,7.859852255799925080e-01
4.986063569682150920e+00,7.847278499542330588e-01,7.860028430886056849e-01
4.987775061124693821e+00,7.847735502411844477e-01,7.841144870193064165e-01
4.989486552567236721e+00,7.848192111694292095e-01,7.902548033045957432e-01
4.991198044009779622e+00,7.848648327861184049e-01,8.001910856558489549e-01
4.992909535452322523e+00,7.849104151383321515e-01,7.757272823719909560e-01
4.994621026894865423e+00,7.849559582730785134e-01,7.701452230212915140e-01
4.996332518337408324e+00,7.850014622372947226e-01,7.875610198143517815e-01
4.998044009779951224e+00,7.850469270778470676e-01,7.935691214036790786e-01
4.999755501222493237e+00,7.850923528415306718e-01,7.991385273350944951e-01
5.001466992665036138e+00,7.851377395750699373e-01,7.900266156623382274e-01
5.003178484107579038e+00,7.851830873251181009e-01,7.731854102439621457e-01
5.004889975550121939e+00,7.852283961382585664e-01,7.846738827228373347e-01
5.006601466992664839e+00,7.852736660610041275e-01,7.679340579976690062e-01
5.008312958435207740e+00,7.853188971397966345e-01,8.041468310486756810e-01
5.010024449877750641e+00,7.853640894210087708e-01,7.831220510905304577e-01
5.011735941320292653e+00,7.854092429509423878e-01,7.850846474455429602e-01
5.013447432762835554e+00,7.854543577758295037e-01,7.976185401856543677e-01
5.015158924205378455e+00,7.854994339418327476e-01,7.740446062369173985e-01
5.016870415647921355e+00,7.855444714950449159e-01,7.874916419155325586e-01
5.018581907090464256e+00,7.855894704814891938e-01,7.897386975591804692e-01
5.020293398533007156e+00,7.856344309471192666e-01,7.577252333880202251e-01
5.022004889975550057e+00,7.856793529378197638e-01,7.815631445467861038e-01
5.023716381418092958e+00,7.857242364994062589e-01,7.846205593844635118e-01
5.025427872860634970e+00,7.857690816776251586e-01,7.860151514696305242e-01
5.027139364303177871e+00,7.858138885181535915e-01,7.889455062510771777e-01
5.028850855745720771e+00,7.858586570666005189e-01,7.845541466265816277e-01
5.030562347188263672e+00,7.859033873685059568e-01,7.992032697002403596e-01
5.032273838630806573e+00,7.859480794693418648e-01,7.679196680768541894e-01
5.033985330073349473e+00,7.859927334145109246e-01,7.816338918293154192e-01
5.035696821515892374e+00,7.860373492493483161e-01,7.829033853700332335e-01
5.037408312958435275e+00,7.860819270191207186e-01,7.832785293760590184e-01
5.039119804400977287e+00,7.861264667690270880e-01,7.821770377420056430e-01
5.040831295843520188e+00,7.861709685441981010e-01,7.674867353646890322e-01
5.042542787286063088e+00,7.862154323896971553e-01,7.812082756196376820e-01
5.044254278728605989e+00,7.862598583505197025e-01,7.846011655855591460e-01
5.045965770171148890e+00,7.863042464715935820e-01,7.877100343722244213e-01
5.047677261613691790e+00,7.863485967977796864e-01,7.945219397888874102e-01
5.049388753056234691e+00,7.863929093738710741e-01,7.962558293938759579e-01
5.051100244498777592e+00,7.864371842445939675e-01,7.925969938183515806e-01
5.052811735941319604e+00,7.864814214546076432e-01,7.967000319566206468e-01
5.054523227383862505e+00,7.865256210485043198e-01,7.855866695983283465e-01
5.056234718826405405e+00,7.865697830708096028e-01,7.827958968976205245e-01
5.057946210268948306e+00,7.866139075659822621e-01,7.819379179764527343e-01
5.059657701711491207e+00,7.866579945784145655e-01,7.682729974830641018e-01
5.061369193154034107e+00,7.867020441524326113e-01,7.974544498810510751e-01
5.063080684596577008e+00,7.867460563322958844e-01,8.023706542817009568e-01
5.064792176039119909e+00,7.867900311621978116e-01,7.865345772164438198e-01
5.066503667481661921e+00,7.868339686862658722e-01,7.931475519756946424e-01
5.068215158924204822e+00,7.868778689485615985e-01,7.894311271370871852e-01
5.069926650366747722e+00,7.869217319930804644e-01,7.849116266496577454e-01
5.071638141809290623e+00,7.869655578637528848e-01,7.875910617461145957e-01
5.073349633251833524e+00,7.870093466044429942e-01,7.813444836812269978e-01
5.075061124694376424e+00,7.870530982589498681e-01,7.963104202680109100e-01
5.076772616136919325e+00,7.870968128710070788e-01,7.861215566319971204e-01
5.078484107579462226e+00,7.871404904842831396e-01,7.850560344595834961e-01
5.080195599022004238e+00,7.871841311423813936e-01,7.894002204432098990e-01
5.081907090464547139e+00,7.872277348888402360e-01,8.033531078132779557e-01
5.083618581907090039e+00,7.872713017671332247e-01,7.852803609341146851e-01
5.085330073349632940e+00,7.873148318206693030e-01,7.746964553575803603e-01
5.087041564792175841e+00,7.873583250927923549e-01,7.761834103057503320e-01
5.088753056234718741e+00,7.874017816267825376e-01,7.992388065032822730e-01
5.090464547677261642e+00,7.874452014658548382e-01,7.822459911845335290e-01
5.092176039119803654e+00,7.874885846531601841e-01,8.088311715571362415e-01
5.093887530562346555e+00,7.875319312317857756e-01,7.986982884773924374e-01
5.095599022004889456e+00,7.875752412447543094e-01,7.955144815440995387e-01
5.097310513447432356e+00,7.876185147350250881e-01,7.635111041111134478e-01
5.099022004889975257e+00,7.876617517454926887e-01,8.164355832616074782e-01
5.100733496332518158e+00,7.877049523189889602e-01,8.038116759828419777e-01
5.102444987775061058e+00,7.877481164982816919e-01,7.785068652454035787e-01
5.104156479217603959e+00,7.877912443260752795e-01,7.752677574008012273e-01
5.105867970660145971e+00,7.878343358450110578e-01,7.999961032822665574e-01
5.107579462102688872e+00,7.878773910976668571e-01,7.891872480560595537e-01
5.109290953545231773e+00,7.879204101265571136e-01,7.729700736508601233e-01
5.111002444987774673e+00,7.879633929741342024e-01,8.080582363358014275e-01
5.112713936430317574e+00,7.880063396827864386e-01,7.906476870151263325e-01
5.114425427872860475e+00,7.880492502948405198e-01,7.858216797986674607e-01
5.116136919315403375e+00,7.880921248525595280e-01,7.901925123550430641e-01
5.117848410757946276e+00,7.881349633981445946e-01,7.967091150898366614e-01
5.119559902200488288e+00,7.881777659737341235e-01,7.736208775456898667e-01
5.121271393643031189e+00,7.882205326214043462e-01,7.895825967803268286e-01
5.122982885085574090e+00,7.882632633831694324e-01,7.983655407337467702e-01
5.124694376528116990e+00,7.883059583009811577e-01,7.896325982757476103e-01
5.126405867970659891e+00,7.883486174167294580e-01,7.879823734898442344e-01
5.128117359413202792e+00,7.883912407722424298e-01,7.839107623551380133e-01
5.129828850855745692e+00,7.884338284092862192e-01,8.037215214006582231e-01
5.131540342298288593e+00,7.884763803695660211e-01,7.932380139856957113e-01
5.133251833740830605e+00,7.885188966947244138e-01,7.834240291417049473e-01
5.134963325183373506e+00,7.885613774263432463e-01,7.843280504039971124e-01
5.136674816625916407e+00,7.886038226059431944e-01,7.704009375981480945e-01
5.138386308068459307e+00,7.886462322749833165e-01,7.784637354368816320e-01
5.140097799511002208e+00,7.886886064748614977e-01,7.901765257465283021e-01
5.141809290953545108e+00,7.887309452469153381e-01,7.820668008950968364e-01
5.143520782396088009e+00,7.887732486324208203e-01,8.128836745454717239e-01
5.145232273838630910e+00,7.888155166725936418e-01,7.911514104722761065e-01
5.146943765281172922e+00,7.888577494085883268e-01,7.910229601651003195e-01
5.148655256723715823e+00,7.888999468814995586e-01,8.049625470356713830e-01
5.150366748166258724e+00,7.889421091323610691e-01,7.877730006347497538e-01
5.152078239608801624e+00,7.889842362021465272e-01,7.816780669197918030e-01
5.153789731051344525e+00,7.890263281317692057e-01,7.701097121828867076e-01
5.155501222493887425e+00,7.890683849620820922e-01,8.005850611734884881e-01
5.157212713936430326e+00,7.891104067338787775e-01,7.744308591424351462e-01
5.158924205378973227e+00,7.891523934878925672e-01,7.872518111448424394e-01
5.160635696821515239e+00,7.891943452647969259e-01,7.974276210366174622e-01
5.162347188264058140e+00,7.892362621052056992e-01,7.952057731616938296e-01
5.164058679706601040e+00,7.892781440496734469e-01,8.071130042267736782e-01
5.165770171149143941e+00,7.893199911386946654e-01,7.748671591607905196e-01
5.167481662591686842e+00,7.893618034127050098e-01,8.020707611287843930e-01
5.169193154034229742e+00,7.894035809120807379e-01,7.940399255397233569e-01
5.170904645476772643e+00,7.894453236771389326e-01,7.940323943641474091e-01
5.172616136919314656e+00,7.894870317481375022e-01,8.035717416507066613e-01
5.174327628361857556e+00,7.895287051652758459e-01,7.771238217930067638e-01
5.176039119804400457e+00,7.895703439686938552e-01,7.912140416321303826e-01
5.177750611246943357e+00,7.896119481984733568e-01,7.915668085440727975e-01
5.179462102689486258e+00,7.896535178946373357e-01,7.970617518079091690e-01
5.181173594132029159e+00,7.896950530971500459e-01,7.934358662279124008e-01
5.182885085574572059e+00,7.897365538459176770e-01,7.839233595195895798e-01
5.184596577017114960e+00,7.897780201807875766e-01,7.890617390060512548e-01
5.186308068459656972e+00,7.898194521415496938e-01,7.775443029612513213e-01
5.188019559902199873e+00,7.898608497679352469e-01,8.118633899715117508e-01
5.189731051344742774e+00,7.899022130996176116e-01,7.853171514220921301e-01
5.191442542787285674e+00,7.899435421762123211e-01,7.986910093929788790e-01
5.193154034229828575e+00,7.899848370372771766e-01,7.991491865663289396e-01
5.194865525672371476e+00,7.900260977223121373e-01,8.070826832014403873e-01
5.196577017114914376e+00,7.900673242707597632e-01,7.980356212263700622e-01
5.198288508557457277e+00,7.901085167220049943e-01,7.648372764720934303e-01
5.199999999999999289e+00,7.901496751153753717e-01,7.828103535964343607e-01
5.201711491442542190e+00,7.901907994901413712e-01,7.986696912658326486e-01
5.203422982885085091e+00,7.902318898855159590e-01,7.812408062452672608e-01
5.205134474327627991e+00,7.902729463406555910e-01,8.049387183090209730e-01
5.206845965770170892e+00,7.903139688946588803e-01,7.904806270382959132e-01
5.208557457212713793e+00,7.903549575865684851e-01,7.870427799601267260e-01
5.210268948655256693e+00,7.903959124553696647e-01,7.818826457775448491e-01
5.211980440097799594e+00,7.904368335399912793e-01,7.826604432272016298e-01
5.213691931540341606e+00,7.904777208793055676e-01,7.848231164433271401e-01
5.215403422982884507e+00,7.905185745121281471e-01,7.859531845893094060e-01
5.217114914425427408e+00,7.905593944772187909e-01,7.861053850949966115e-01
5.218826405867970308e+00,7.906001808132805397e-01,7.936556564609282827e-01
5.220537897310513209e+00,7.906409335589601461e-01,7.792538515055773551e-01
5.222249388753056110e+00,7.906816527528485183e-01,7.854917410723214477e-01
5.223960880195599010e+00,7.907223384334808314e-01,7.860557011967936880e-01
5.225672371638141911e+00,7.907629906393360830e-01,7.827918346859775722e-01
5.227383863080683923e+00,7.908036094088375378e-01,7.905635863932741758e-01
5.229095354523226824e+00,7.908441947803527272e-01,7.910305033882560899e-01
5.230806845965769725e+00,7.908847467921938934e-01,7.850381658691966136e-01
5.232518337408312625e+00,7.909252654826175455e-01,7.859665204809271888e-01
5.234229828850855526e+00,7.909657508898246814e-01,7.791429821420607915e-01
5.235941320293398427e+00,7.910062030519615650e-01,7.752586163456515189e-01
5.237652811735941327e+00,7.910466220071187271e-01,7.979534386703289739e-01
5.239364303178483340e+00,7.910870077933319644e-01,7.766364113581412099e-01
5.241075794621026240e+00,7.911273604485817845e-01,7.771417372387617872e-01
5.242787286063569141e+00,7.911676800107940721e-01,8.065222476130623486e-01
5.244498777506112042e+00,7.912079665178398669e-01,7.979441437271626025e-01
5.246210268948654942e+00,7.912482200075353633e-01,7.898333534419681445e-01
5.247921760391197843e+00,7.912884405176423552e-01,8.044266796054149182e-01
5.249633251833740744e+00,7.913286280858679023e-01,8.009918253229826313e-01
5.251344743276283644e+00,7.913687827498649963e-01,7.752410944474441568e-01
5.253056234718825657e+00,7.914089045472318951e-01,7.794075494178598351e-01
5.254767726161368557e+00,7.914489935155130107e-01,7.823697169874981316e-01
5.256479217603911458e+00,7.914890496921983543e-01,7.891861726477803485e-01
5.258190709046454359e+00,7.915290731147240910e-01,8.030616493425010161e-01
5.259902200488997259e+00,7.915690638204724294e-01,7.796897382074902128e-01
5.261613691931540160e+00,7.916090218467717321e-01,8.012046532280302502e-01
5.263325183374083061e+00,7.916489472308965158e-01,7.975820551225349941e-01
5.265036674816625961e+00,7.916888400100678957e-01,7.873404576433434832e-01
5.266748166259167974e+00,7.917287002214531411e-01,7.986491821831870341e-01
5.268459657701710874e+00,7.917685279021663414e-01,7.912844636810183463e-01
5.270171149144253775e+00,7.918083230892679625e-01,7.959236322541459741e-01
5.271882640586796676e+00,7.918480858197651795e-01,8.047711704014340883e-01
5.273594132029339576e+00,7.918878161306126540e-01,7.862924383348572910e-01
5.275305623471882477e+00,7.919275140587108686e-01,8.045087427836817850e-01
5.277017114914425377e+00,7.919671796409082365e-01,7.926300260901580907e-01
5.278728606356968278e+00,7.920068129139996582e-01,7.677799400114917461e-01
5.280440097799510291e+00,7.920464139147278537e-01,7.858755674042580130e-01
5.282151589242053191e+00,7.920859826797821412e-01,7.960021154347654004e-01
5.283863080684596092e+00,7.921255192457998806e-01,8.030202503617470677e-01
5.285574572127138993e+00,7.921650236493651409e-01,7.793159193115997141e-01
5.287286063569681893e+00,7.922044959270103659e-01,7.809101183754543207e-01
5.288997555012224794e+00,7.922439361152151527e-01,7.769465079826286535e-01
5.290709046454767694e+00,7.922833442504069179e-01,7.984234918556208926e-01
5.292420537897310595e+00,7.923227203689611198e-01,7.790002986681043851e-01
5.294132029339852608e+00,7.923620645072009250e-01,7.814778540495249670e-01
5.295843520782395508e+00,7.924013767013976528e-01,7.813754833887137652e-01
5.297555012224938409e+00,7.924406569877703310e-01,8.025513795629373170e-01
5.299266503667481309e+00,7.924799054024870282e-01,7.942523644880042921e-01
5.300977995110024210e+00,7.925191219816631882e-01,7.957146604900362519e-01
5.302689486552567111e+00,7.925583067613635180e-01,7.744773630605934489e-01
5.304400977995110011e+00,7.925974597776004327e-01,7.934530635242336150e-01
5.306112469437652912e+00,7.926365810663351663e-01,7.932046654612628922e-01
5.307823960880194925e+00,7.926756706634777716e-01,7.913620635094454903e-01
5.309535452322737825e+00,7.927147286048868979e-01,7.691441960459762806e-01
5.311246943765280726e+00,7.927537549263704575e-01,7.859106932683397329e-01
5.312958435207823626e+00,7.927927496636842930e-01,7.930987567260506799e-01
5.314669926650366527e+00,7.928317128525338431e-01,7.762130223604954971e-01
5.316381418092909428e+00,7.928706445285741422e-01,7.974050144681259500e-01
5.318092909535452328e+00,7.929095447274087105e-01,7.917160151432277582e-01
5.319804400977994341e+00,7.929484134845902199e-01,7.978641218232014332e-01
5.321515892420537241e+00,7.929872508356213823e-01,7.926054552519975482e-01
5.323227383863080142e+00,7.930260568159540613e-01,8.039954617824883742e-01
5.324938875305623043e+00,7.930648314609896055e-01,7.900744499577098123e-01
5.326650366748165943e+00,7.931035748060787371e-01,7.888665322129848612e-01
5.328361858190708844e+00,7.931422868865222187e-01,8.046612285783087959e-01
5.330073349633251745e+00,7.931809677375707412e-01,7.936233783134362119e-01
5.331784841075794645e+00,7.932196173944245920e-01,7.999891662528276770e-01
5.333496332518336658e+00,7.932582358922342092e-01,7.801376749554561618e-01
5.335207823960879558e+00,7.932968232660997376e-01,8.116528275765710898e-01
5.336919315403422459e+00,7.933353795510721396e-01,8.146547772145090738e-01
5.338630806845965360e+00,7.933739047821519730e-01,7.887373199269009927e-01
5.340342298288508260e+00,7.934123989942905020e-01,7.875908001884925902e-01
5.342053789731051161e+00,7.934508622223891416e-01,8.165298733930395070e-01
5.343765281173594062e+00,7.934892945013000132e-01,8.106676292097576564e-01
5.345476772616136962e+00,7.935276958658256108e-01,7.935566624333301178e-01
5.347188264058678975e+00,7.935660663507194679e-01,7.950823732614211714e-01
5.348899755501221875e+00,7.936044059906853798e-01,8.068105251327835070e-01
5.350611246943764776e+00,7.936427148203782922e-01,8.109833634758043530e-01
5.352322738386307677e+00,7.936809928744038567e-01,8.178157478758784071e-01
5.354034229828850577e+00,7.937192401873192082e-01,7.833864429653702999e-01
5.355745721271393478e+00,7.937574567936317438e-01,8.050548025218332571e-01
5.357457212713936379e+00,7.937956427278010096e-01,8.050930850803093008e-01
5.359168704156479279e+00,7.938337980242370362e-01,7.991139505817631550e-01
5.360880195599021292e+00,7.938719227173014481e-01,7.952111262034108341e-01
5.362591687041564192e+00,7.939100168413073533e-01,8.159189267305549942e-01
5.364303178484107093e+00,7.939480804305196759e-01,7.898930281573814938e-01
5.366014669926649994e+00,7.939861135191541575e-01,7.974589318611777777e-01
5.367726161369192894e+00,7.940241161413789106e-01,7.763481779372786162e-01
5.369437652811735795e+00,7.940620883313133094e-01,7.917801527120962302e-01
