L,E,dm2,theta,P,P_noisy
1.224317385892540642e+03,5.107616402870067684e-01,3.785107993146344905e-03,1.095106669473814992e-01,9.481828766833496624e-01,9.534151959243477581e-01
2.027454472702663395e+02,4.905367747950375445e+00,2.620235048409526226e-03,1.953225126530480082e-01,9.951872260775554979e-01,9.944480169848741724e-01
6.421500689053268616e+02,4.850645728500261988e+00,4.563265622113836517e-03,5.801037260732493372e-01,4.275914766068735773e-01,4.296095861901254032e-01
1.235403948336054327e+03,3.246630348428626078e+00,1.755531496390219139e-03,7.674844999207862672e-01,4.624215716442869883e-02,5.557783867856093407e-02
1.645334950848898075e+02,2.593617719894551144e+00,1.465686036155506439e-03,2.129827918595786906e-01,9.961816807099184157e-01,1.001714415604910924e+00
6.465283525150056221e+02,1.129177120487324437e+00,4.322864111227199373e-03,2.229905282386961951e-01,9.863511493818880593e-01,9.852294626955533374e-01
9.973698002807585681e+02,4.272426429402925052e+00,1.790768013786892508e-03,6.902305565880970661e-01,2.755436809128267717e-01,2.792663585988960917e-01
6.757094276666415453e+02,4.107917305409845454e+00,3.224574853603229350e-03,1.694665450420180242e-01,9.302015191024917140e-01,9.363727359419662388e-01
1.123075295398604567e+03,7.418296624836556719e-01,4.716172126787545119e-03,5.385173996233620919e-01,6.980891059143958799e-01,6.977729197210092993e-01
5.836569448134061986e+02,3.771351175317871895e+00,3.282051844435853512e-03,5.606497863046551178e-01,5.722888563777724924e-01,5.704823609981737320e-01
4.672624813606857970e+02,7.254237278176389747e-01,1.147624363896825083e-03,2.658207537469103876e-01,7.750181998539046324e-01,7.846903578046560135e-01
1.305317114868068415e+02,2.783260156394269380e+00,4.266664565037077764e-03,5.195916758605527708e-01,9.514842051627458996e-01,9.503127231999921598e-01
6.907739659749929615e+02,2.075214888459943730e+00,4.192599014075508099e-03,6.163040885484865061e-01,-7.858831047634511069e-02,-8.486197420498153843e-02
1.276254196682054499e+03,2.104459977153570360e+00,2.416625959502313042e-03,1.796038525822938603e-01,8.319386487403546138e-01,8.329992804181860500e-01
1.196283625712235335e+03,3.774132922921542566e+00,4.837441775641463867e-03,1.484076555746605131e-01,8.952378536793423880e-01,9.070512276309883326e-01
1.009218819299584311e+02,1.653014033932639126e+00,2.986996463159529835e-03,6.528671706040636291e-01,9.498210681264279698e-01,9.533712704267049975e-01
1.382550362148992349e+02,9.693507855023164588e-01,2.162412160078307222e-03,4.673343206869727817e-01,9.017601237353382038e-01,9.069802104197308701e-01
1.703127548418109996e+02,6.508719389854229487e-01,3.251357151636460191e-03,5.434136426951959864e-01,3.501918383161098380e-01,3.398142493327582780e-01
1.130931261258538598e+03,4.010059702142369176e+00,1.154966362697372028e-03,5.233479411063896025e-01,5.371533382697478709e-01,5.348849558277742888e-01
5.371418213987949457e+02,3.793651157561776177e+00,1.942933631927704161e-03,4.696301757826848444e-01,8.158394812147493624e-01,8.223986892741119714e-01
4.313340013983063841e+02,1.705787993121736124e+00,3.581769578100814453e-03,3.865470373760213629e-01,5.392773873879722624e-01,5.378138244874330898e-01
9.913604104242471067e+02,2.098019842970406224e+00,2.500159741099440124e-03,7.049838212596497566e-01,-4.865847839162455446e-01,-4.794257104098501587e-01
5.055875368469299929e+02,3.495889601488638476e+00,2.379295877860549031e-03,7.035030902884918946e-01,7.009863226864302410e-01,7.039644542005503158e-01
5.595904407038461841e+02,7.761729032843900367e-01,1.412739477183709742e-03,1.043836813669198338e-01,9.458599648623290390e-01,9.484545467220816262e-01
9.371523506954056302e+02,4.184467459091834485e+00,3.235423482835295909e-03,6.751284750508640409e-01,-2.123294692255373733e-02,-1.220494395173805403e-02
1.171243542708583163e+03,2.975231444768339006e+00,4.827283729155496320e-03,2.096951908373869966e-01,8.868327986335473589e-01,8.849505912976348698e-01
3.130768788388044754e+02,2.485012325812169909e+00,2.765076623979684754e-03,5.829742365400243376e-01,8.204640288608673337e-01,8.187678645521655474e-01
3.441938555920691556e+02,5.215905764116779419e-01,4.018012441389726477e-03,6.092199098425752357e-01,7.713145160290997282e-01,7.725014442748273646e-01
3.388442577836377723e+02,4.497888899254387951e+00,1.196507576181040679e-03,4.513226601501181268e-01,9.526750916568288430e-01,9.544312389117499684e-01
1.233192631858801406e+03,9.655749112153249047e-01,3.582296913463788122e-03,4.239511677525031885e-01,7.532239041598568496e-01,7.454019323924570006e-01
7.714530603960523649e+02,4.146214196044764932e+00,3.950037329893308843e-03,7.166609887183427174e-01,6.641933594086955883e-02,7.323561487998953012e-02
1.084799993768187051e+03,3.738975775255457101e+00,2.015881218967615924e-03,1.258258315414146067e-01,9.414978338700821237e-01,9.433119868465533742e-01
3.273326485682348448e+02,3.643160790027640150e+00,4.601142551984765093e-03,5.194961425784605513e-01,7.915132371370521280e-01,7.913568634096188603e-01
1.136547897415377065e+03,2.282521365183306727e+00,2.828678176463599210e-03,3.844713263531874814e-01,2.964083827057348852e-01,3.001901223011188002e-01
4.580206901414393315e+02,2.650895491372174284e+00,4.840000132287603299e-03,7.765770995376937158e-01,1.460684735020271741e-01,1.447656015003978280e-01
8.441129563368003801e+02,3.785874566041316225e+00,3.996586114833161965e-03,6.602217607385404419e-01,-1.077328729561859294e-01,-1.010149396589189730e-01
3.598620873195318950e+02,4.119237711214948305e+00,4.060930257384303896e-03,7.042782542294931947e-01,7.739351378774297352e-01,7.749422294402575906e-01
7.154023440700819947e+02,1.094124052644738665e+00,3.449974213559455025e-03,5.373337448005195416e-01,8.655883701437883104e-01,8.698781323982194280e-01
1.004080556059402511e+03,4.541661068841949422e+00,4.369480104059296141e-03,5.692639442113475168e-01,-9.713234404076549755e-02,-1.008800989838294221e-01
3.118381983738943291e+02,2.627424780065922505e+00,4.069222301936596328e-03,6.023626681819370665e-01,6.873395040233153397e-01,6.866317219383742954e-01
1.256968102223987216e+03,3.285760690698982245e+00,3.314258415242720465e-03,3.202914191805758537e-01,4.950187871881031598e-01,4.975565230295611041e-01
1.118736720288359720e+03,3.641433277461757267e+00,4.408787702278429803e-03,2.872264180596658112e-01,5.837203629182377007e-01,5.796667679061456857e-01
9.440940893497513571e+02,2.980678122664864205e+00,3.482652770078965582e-03,7.643944932918093071e-01,-4.139188609456129764e-01,-4.165495792695709798e-01
1.004487492197281654e+03,1.816000836168921495e+00,1.197758573212150644e-03,4.773915305208161763e-01,2.578575510610615074e-01,2.582585919605423497e-01
4.409847217848353012e+02,3.095713982477754644e+00,3.312489144672498432e-03,4.182409049049969907e-01,7.833803547278122004e-01,7.896007701039390314e-01
2.111919908148345257e+02,2.459385277424106064e+00,2.775637434716133820e-03,4.035844831159693946e-01,9.485993498691481784e-01,9.530586155412980043e-01
4.904467779546461088e+02,2.443287755691885277e+00,3.119785086924464507e-03,4.032543094762116587e-01,6.787632789265293232e-01,6.839341539755704469e-01
2.590673577509816141e+02,3.251435415485951275e+00,2.904987524288832335e-03,6.187469682022919137e-01,9.080742547700662026e-01,9.102385129993871837e-01
5.013409742679004921e+02,4.565656754965836228e+00,3.049644159219757830e-03,7.172154557252623519e-01,7.105132170190594509e-01,7.156661525509293575e-01
1.020804259440905980e+03,1.232043029079346486e+00,3.527506483905110558e-03,1.803123544066246031e-01,9.376945675188900209e-01,9.460380759635201864e-01
3.056141298306532690e+02,9.004671842624765166e-01,2.425928928191795064e-03,6.595947837243134604e-01,2.023802714347499587e-01,2.038584759042587069e-01
1.889708689427419017e+02,2.414988843874815938e+00,4.298517988947633817e-03,4.095434961551258635e-01,9.051317526243850553e-01,9.079428385151562253e-01
1.069282071804460884e+03,2.514341454266239229e+00,1.413048699445248763e-03,7.203470844634066728e-01,1.591451878990966448e-02,1.946489898399026905e-02
1.219034807952527672e+03,3.758137366908032018e+00,1.274600748301445629e-03,2.065507833184785924e-01,9.012325004516748006e-01,8.918523806371034812e-01
5.924137462560285030e+02,2.304483405936373686e+00,3.384518542636053701e-03,3.456993293854814242e-01,5.992801007979552397e-01,5.994059365232125014e-01
3.582739488004963277e+02,2.764288218953006471e+00,1.704772238300928484e-03,7.058051638144048345e-01,8.704821625561736109e-01,8.731904877418830146e-01
1.162120372749186345e+03,2.379251205108062983e+00,3.398056061221294086e-03,4.010263342314757118e-01,4.191306354482250418e-01,4.235145650982751198e-01
1.683097743528835508e+02,7.518224610954300502e-01,4.045278852329406948e-03,7.229482719782970301e-01,1.397432744750444211e-01,1.387481084603626458e-01
5.163645780870547242e+02,2.712291924884821626e+00,3.686565597140404986e-03,1.878350532656619665e-01,9.025197534979318981e-01,9.080010546442247588e-01
1.066321596891519675e+03,4.669909249973454024e+00,3.491347629248468549e-03,2.235614440178846363e-01,7.779530860788941293e-01,7.753535905216124569e-01
9.776273212187732042e+02,2.622782787736545274e+00,4.470448357606563415e-03,7.124720154849745191e-01,-3.723958873967019717e-02,-3.752581335232671456e-02
1.014310663897384870e+03,3.715020520626620915e+00,4.300341425541522218e-03,7.078923079090632120e-01,-4.025704232876199384e-01,-3.935669212438541176e-01
6.769836002000729422e+02,1.981564877999243857e+00,2.605849864986173325e-03,4.228178815852721151e-01,3.856783279899333450e-01,3.795093358950221152e-01
9.446198766523294807e+02,5.163405774689178163e-01,4.705611060160621445e-03,3.104126032746039598e-01,5.254854891103007963e-01,5.256632868940955827e-01
4.649528844860169556e+02,4.755821192643950646e+00,1.426992100149655036e-03,2.255923624390200888e-01,9.685126154268457466e-01,9.683360019910997041e-01
1.138529468796423771e+03,3.682617079341617305e+00,2.690478331178281467e-03,1.951374116351782817e-01,8.213216062572683551e-01,8.214206563400157091e-01
1.045524449740260252e+03,1.110583753524406525e+00,1.775658247137066725e-03,3.508535285383940217e-01,5.096105097814097595e-01,5.074836962846165367e-01
1.230556024991729828e+03,4.848126931720556421e+00,2.491669299894525187e-03,2.078007925962969127e-01,8.571383001780514821e-01,8.609155101702684609e-01
1.018668154260423307e+03,4.386754345596688864e+00,4.012273756506498298e-03,5.540611244540867286e-01,-5.161917405738406656e-02,-5.644820082812288670e-02
9.740172989850175327e+02,1.253757688794084890e+00,4.451656462548543754e-03,6.963275774420361053e-01,-2.085329699817339844e-01,-2.146266388763392041e-01
3.273821070793663353e+02,3.406998324811220780e+00,1.384437294072672978e-03,3.180868505970335103e-01,9.713156581182487148e-01,9.742141199805720575e-01
7.831215473970044059e+02,3.988794264653937383e+00,3.942562586237896918e-03,5.838655801316269267e-01,1.480305115139074479e-01,1.425596585325009935e-01
1.909285539815876973e+02,2.149779416911926866e+00,1.952789864679899427e-03,6.458705954805428195e-01,9.477517794061220968e-01,9.501007536876229231e-01
1.200493036541776519e+03,2.350103724913119585e+00,3.563479775830161872e-03,4.513034116432094178e-01,4.818683437858207741e-01,4.824421133617087798e-01
1.057651991481078767e+03,4.681950493123902213e+00,1.155191093780680994e-03,2.639022921026695778e-01,8.460904633443220302e-01,8.431208366198220672e-01
7.416861376617573569e+02,3.310373301274013969e+00,3.189825351895176058e-03,7.500053846822819503e-01,9.154187026561065588e-02,9.026615638809226683e-02
1.099421496895474320e+03,4.204974694922558598e+00,1.834319920530568492e-03,2.503359887912138815e-01,8.151588897927178889e-01,8.151019617074667378e-01
1.142595371843331804e+03,4.799385049362631328e+00,4.742093060349100025e-03,6.116234217104661308e-01,-2.519559033540620385e-01,-2.492857424765957675e-01
5.291694432212075299e+02,4.016178339944449505e+00,2.642136772907767960e-03,7.513470438425807751e-01,6.739592973867871706e-01,6.712164308996469986e-01
9.075885817342292512e+02,3.082821162197660669e+00,1.863534642135121142e-03,6.361668975439572771e-01,2.064599710336110783e-01,2.058148726502200820e-01
2.580244223138533926e+02,2.440805971446226685e+00,3.553900510679149603e-03,2.613594631246054512e-01,9.435389956402846501e-01,9.367747806103646768e-01
1.593628565599001945e+02,4.295144422303731169e+00,3.936305642696032864e-03,3.032549271513478306e-01,9.872203503042614736e-01,9.862298264087714372e-01
1.028165661671038833e+03,1.613099539394756921e+00,4.194159318612425760e-03,5.800141475320927942e-01,8.468765024753548420e-01,8.376599123525813040e-01
3.615333883955429997e+02,5.421578726831353112e-01,2.890697953559236144e-03,6.288429292935863169e-01,5.016218715078688550e-01,5.017475530509076798e-01
5.862022084417760652e+02,4.519658764177363786e+00,3.778193858687247178e-03,6.470204934376414529e-01,5.308006005982683906e-01,5.288671034327717679e-01
6.874293415385171784e+02,6.534669548598897038e-01,4.612101031034755889e-03,5.847554623802797558e-01,7.409480504972832948e-01,7.517340121120535956e-01
1.233435736811528614e+03,4.867183133931882288e+00,2.857126079742833627e-03,3.073662370344703021e-01,6.680454007300499208e-01,6.747815397695143824e-01
1.033593411205080884e+03,8.139138725548169528e-01,4.913574024354295036e-03,3.012515733618427172e-01,6.228253544928089580e-01,6.223806814739668569e-01
7.585467763682992199e+02,5.332429230130619757e-01,4.930398033928588136e-03,1.256567893492167576e-01,9.741401839980775579e-01,9.791714891396724463e-01
1.070519318729277074e+03,1.275616867627620277e+00,2.530930092820615589e-03,1.339173257979041631e-01,9.729981897625590292e-01,9.746980403318371566e-01
3.989339535425248755e+02,4.168812839943512927e+00,1.213285262835214024e-03,5.041856629339340756e-01,9.176084230664665053e-01,9.121457360982595519e-01
2.030715075269078795e+02,3.934622882042505765e+00,1.660351621677420494e-03,6.545736470502609983e-01,9.738941174772381970e-01,9.620407349908047800e-01
4.059665868390087553e+02,8.671114033631062146e-01,2.396276642494036407e-03,3.400782820467314060e-01,5.326565937522701466e-01,5.384439936376886893e-01
8.148652573134264685e+02,3.840124757241346831e+00,4.751984290234302633e-03,6.742205795949397507e-01,-1.822012964949136504e-01,-1.800176268566057447e-01
5.034163159007413242e+02,1.561466754220009800e+00,3.477104877513075183e-03,5.495565149889645173e-01,8.276618332042935677e-02,7.322444326904962997e-02
1.286055985445858141e+03,4.161434905586322230e+00,4.981548681845685521e-03,1.169174481689986278e-01,9.382378573926972720e-01,9.416390583112675960e-01
7.627296715962893359e+02,1.323476535925240061e+00,1.738739318844957811e-03,6.867874943272913590e-01,-2.992108380567543024e-01,-2.944359759803698018e-01
7.819512474449071533e+02,1.905910789909259329e+00,1.848227343901773841e-03,3.201130192269445729e-01,6.223050078335755630e-01,6.190933726125356085e-01
9.903029881185767636e+02,7.800863250775610380e-01,1.643607352763763350e-03,6.645175489197614471e-01,5.648598087373724042e-01,5.690033653604340547e-01
7.180326866759551194e+02,4.782544038845696122e+00,1.793868624887085764e-03,2.218865544021766945e-01,9.173539108232087180e-01,9.089488060186848850e-01
3.085155173230612036e+02,8.607692096042884877e-01,2.583455266070393275e-03,3.384388558910614853e-01,6.191198541607665362e-01,6.182099085425173390e-01
3.416822699549071558e+02,3.621988828991151266e+00,3.715019350497870271e-03,5.532617577799342490e-01,8.226470726701322622e-01,8.230019585064688448e-01
6.444750166421292761e+02,3.957604213293489437e+00,2.403400658634761294e-03,4.244399988697298287e-01,7.377902286490052308e-01,7.418730526636024836e-01
4.035164244428900133e+02,2.461832903564668662e+00,4.885851337235621455e-03,6.764502790447637359e-01,2.448856653769846681e-01,2.470464994641032586e-01
3.485428168422572526e+02,3.788944665610042950e+00,4.086595838815373222e-03,5.619252934802472232e-01,7.979109747720695145e-01,7.991880110449652852e-01
5.413538461901041501e+02,3.728020830602448044e+00,4.538494280534539731e-03,7.081519947385814806e-01,3.401528968373906392e-01,3.430919925550822702e-01
1.062645923737753947e+03,3.720101234678520719e+00,1.404713930941824205e-03,7.703272299171141091e-01,2.669496630269071469e-01,2.638396755122487392e-01
1.137916901361336841e+03,2.078931629575452078e+00,2.108146047453349822e-03,2.774017487456503783e-01,5.653721427978268821e-01,5.729162916378532922e-01
4.160336724818691891e+02,2.415813987639014115e+00,1.504537059602209905e-03,6.114174441303779073e-01,8.343876553150568753e-01,8.328379638890028858e-01
3.371735079512808397e+02,1.382557477001204571e+00,4.329734303544510721e-03,2.788529437097452268e-01,7.099702283264125446e-01,7.140870701816138810e-01
1.431576996664630599e+02,1.738510774083293686e+00,4.198473616013720378e-03,4.286494603509548584e-01,8.945545085628837656e-01,8.946812587159937991e-01
1.111276992785004580e+02,1.748296362863640319e+00,3.090817780856669732e-03,5.447721090391461907e-01,9.509085733285107533e-01,9.498213696629336233e-01
5.400950899236295299e+02,1.255905506064388000e+00,4.260525727619327019e-03,6.296735646028271960e-01,4.017517503617921704e-01,4.048193019639387824e-01
3.323493009106816203e+02,3.701976631378971039e+00,2.032839483786706702e-03,5.936942077148942287e-01,9.128097638602823416e-01,9.151790884727680764e-01
7.043540014996991658e+02,2.601135985711864773e+00,4.333201272558313659e-03,7.255940983939296318e-01,-2.341961749000005810e-01,-2.273454589522725389e-01
2.577037662384065584e+02,4.818825585404170830e+00,1.279392531402640280e-03,3.402254954395592113e-01,9.840746362997906393e-01,9.895792080436119909e-01
8.521107744957374734e+02,2.750261040956858416e+00,2.390271070283968118e-03,2.211051331670680353e-01,8.057903947520759225e-01,8.030891680220858531e-01
7.687761996943362419e+02,4.069055602041180109e+00,3.045284874086109581e-03,7.406847782873483554e-01,2.369923720007716395e-01,2.396324148602305137e-01
1.196696194280101508e+03,3.619710774832444855e+00,4.463966028294527946e-03,5.102466436303743080e-01,5.889232269837314099e-02,5.953849529379683092e-02
1.072832117829502522e+03,2.129379804264855736e+00,2.469367604725294235e-03,6.621138370558902198e-01,-4.599483406729413804e-01,-4.637899191894035988e-01
2.459374726225597954e+02,2.154303691817351041e+00,3.903481806469032925e-03,4.134404376644932322e-01,8.361946154178293567e-01,8.308288540643938846e-01
7.563856224838586968e+02,6.078186968438044069e-01,2.495564734779721038e-03,6.737088222913455438e-01,2.947489019534644261e-01,2.961551898155526663e-01
5.404127085335971969e+02,3.239164122136424684e+00,2.964052044023470639e-03,5.434916671219501838e-01,6.226889410423215310e-01,6.201469628861916439e-01
1.493541369974308566e+02,2.375547634403334385e+00,2.321673745591027078e-03,1.184230071909719156e-01,9.978869024616945360e-01,9.910858772298853925e-01
7.601489013012984515e+02,1.191876957870940057e+00,3.468503152841717098e-03,6.729417147128183840e-01,7.948274798608226943e-01,7.944830016646741155e-01
1.270816852195894853e+03,7.882415687835053753e-01,1.013558386679967900e-03,5.768614297978345018e-01,2.157079480870034704e-02,2.280282794933384538e-02
2.742802160986930744e+02,4.742738891732303230e+00,3.273040405038057845e-03,3.516220625842052527e-01,9.654031979895871807e-01,9.660255121688161584e-01
1.059678343448962892e+02,9.229139535758970059e-01,2.486832110445631391e-03,5.377502573618501147e-01,8.997813926621673897e-01,8.938827376658132762e-01
3.380284469878722575e+02,1.280630712171358487e+00,4.319164967501798631e-03,5.159753779645194216e-01,2.032169066731433493e-01,2.004398742031006098e-01
6.156889978431119061e+02,4.956713913944209793e+00,2.512349096203489278e-03,6.513802978133153010e-01,6.509907031223683971e-01,6.579506441934080962e-01
4.170825258287437691e+02,4.835933709185249896e+00,4.588516420206648072e-03,2.510492675486698522e-01,9.313873643813139758e-01,9.276553455935799830e-01
9.319524083119944180e+02,4.687204539882959153e+00,4.786201564284252481e-03,6.963675665659004865e-01,-2.394047777229268148e-01,-2.409251327332437576e-01
4.207148427008210660e+02,2.439894994688173835e+00,2.220118570409848786e-03,5.003801017355338221e-01,7.937103635653555145e-01,8.053417509059740409e-01
1.135236594292267910e+03,1.772554998528659942e+00,3.209823103370307643e-03,3.698138898855903856e-01,7.875193593716373064e-01,7.893675313942972727e-01
2.539191215239901567e+02,1.581242560486785687e+00,1.153795425447037403e-03,4.448642726108462675e-01,9.538286623554385057e-01,9.514222535379771584e-01
2.864815404637897132e+02,4.937687382107577960e+00,2.510081632745187787e-03,1.099356900463915182e-01,9.967445109534216474e-01,9.871241722555974540e-01
1.263252760514087186e+03,3.078293792515042870e+00,4.043286728577138826e-03,7.061936585544915657e-01,-2.045033625600314875e-02,-1.881328936192008458e-02
1.879497400243702714e+02,1.946045924319268039e+00,4.506296656686205326e-03,3.119383398775805172e-01,9.032089324320913271e-01,8.963543037139900527e-01
1.005999788852144547e+03,3.733459564030039424e+00,4.599624345609480344e-03,5.099112123893397852e-01,-3.573166149377606654e-02,-3.577377817853341635e-02
2.005213137105399426e+02,3.938242005838546778e+00,2.702224597481522623e-03,4.147739854670909887e-01,9.770484139155128922e-01,9.727955855991541334e-01
2.904881567231033159e+02,9.008130442353996514e-01,1.149237081562417629e-03,1.176152471507869446e-01,9.865828458068365281e-01,9.782916416890662381e-01
8.496513242984698309e+02,3.219639559184986233e+00,2.538688129291243392e-03,3.480020111955767215e-01,6.043606975235437107e-01,6.126921371525881899e-01
1.089803706387945567e+03,4.953409236761737944e+00,3.817018720727615323e-03,4.511660243423816219e-01,2.440287825354520435e-01,2.435619527063832279e-01
8.402031229287280212e+02,2.763850652889343174e+00,2.291468883858097452e-03,1.728706890366066840e-01,8.854006262989007059e-01,8.900550157061447587e-01
1.295575710843733305e+03,6.915495302977752168e-01,4.122225556509550443e-03,4.075399963040396978e-01,8.083240278345353858e-01,8.120734085827201465e-01
1.283518075959733324e+03,3.777108434269673687e+00,3.226648591707684949e-03,4.942944555770203419e-01,6.399848617193289180e-02,6.039791568311705244e-02
2.796190312618709868e+02,3.168672946191030793e+00,3.088336334060319023e-03,6.920727043863909023e-01,8.676452208102978236e-01,8.681368929674083690e-01
6.596369253233054906e+02,1.577726325263793861e+00,1.628399637263886184e-03,6.990538396243171082e-01,1.655590592156246099e-01,1.638182424315550445e-01
6.632506475060135926e+02,1.461776894990333364e+00,4.223994806533612478e-03,7.627352745221213093e-01,4.354121732366015296e-01,4.402732291387434493e-01
3.239703266365687568e+02,2.340300288599910239e+00,2.233689077645026333e-03,6.786117511191507301e-01,8.269123798982185303e-01,8.291021890060958910e-01
8.904688063414791941e+02,1.578689747817649369e+00,3.954411887031993554e-03,2.672047458171256662e-01,9.453504950294079334e-01,9.436129658646031926e-01
1.143907547719782542e+03,4.149566020402955857e+00,3.327855327713569178e-03,5.144056982901348274e-01,4.115092509702364398e-02,4.947522094033807161e-02
9.871776316784128085e+02,5.434109167139817842e-01,3.128649582994815024e-03,5.496951138961118088e-01,2.996172417354647233e-01,3.022405628129327115e-01
1.046694467435968818e+03,1.999771666161399564e+00,4.205949804447725940e-03,2.878208899963747847e-01,9.231625017642597353e-01,9.254993648459240996e-01
4.130744048655886331e+02,2.293713455795325373e+00,3.064007646661935907e-03,4.173551634950609657e-01,7.351652791904229600e-01,7.312775466289256343e-01
7.790772398139724828e+02,3.168611664650903492e+00,1.965707933572979470e-03,2.328163779731298733e-01,8.611811453567106422e-01,8.632424042021317190e-01
3.126304249754621196e+02,4.524611744910110644e+00,3.450275070032220084e-03,1.346213556122918265e-01,9.912924970538582459e-01,9.839927538772639259e-01
1.015890002318516053e+03,3.913149403313700869e+00,4.542213626311274351e-03,1.790673035203338426e-01,8.241587093340606573e-01,8.264908559523397313e-01
1.216426818456346155e+03,7.498031679459413734e-01,4.087323004405061730e-03,4.216260982207449270e-01,4.747007601574033120e-01,4.700453714041494258e-01
6.976091181811801789e+02,4.170307442252225272e+00,1.000622870762296959e-03,4.314041960721071156e-01,7.788475790937554599e-01,7.797839384002789309e-01
7.216016579415115757e+02,3.341525454095275904e+00,1.052606114918988589e-03,3.238195050777893380e-01,8.427617791507699962e-01,8.413930558969464624e-01
9.863613294821827822e+02,4.692466005610818058e+00,4.496026549658093535e-03,7.134470139009776446e-01,-2.782619817207482860e-01,-2.771029274119084507e-01
1.172421058230771450e+03,2.901260415051589714e+00,2.967377599959290357e-03,4.569200587175237249e-01,6.369623960718771849e-02,6.549874770531888268e-02
2.104404611889499392e+02,1.270959321678869935e+00,4.449645062535560400e-03,6.974046796549221439e-01,3.443876623103268586e-01,3.441114368563181203e-01
1.004263590260438491e+03,1.481608796789686933e+00,4.172459258913553681e-03,3.068436300285115603e-01,8.839125729581450708e-01,8.836412620243231375e-01
1.174572006989649708e+03,4.751431780446477404e+00,4.765670913777732796e-03,5.990669120697722505e-01,-2.268049944136084073e-01,-2.342390038284952458e-01
3.501487974422757361e+02,7.199973834579703746e-01,4.334728347790181568e-03,2.455584656433808521e-01,9.327883809657770975e-01,9.232987963870621373e-01
4.540989173761709026e+02,1.087343468123154633e+00,4.216650535075333606e-03,6.544035026643072461e-01,3.070557176781333886e-01,3.133636629966557452e-01
6.647113065477179816e+02,3.826891573650035294e+00,4.611940992848362689e-03,1.242993727159102946e-01,9.434345428308114068e-01,9.463044612988809057e-01
8.140536880346240878e+02,4.914880604621807869e+00,4.101864539106160959e-03,6.018413110664466714e-01,1.979392842993210888e-01,1.905435372489317492e-01
6.495163184482403267e+02,5.150968360038974403e-01,2.189800281308519440e-03,3.473087054880804048e-01,8.516393864604095976e-01,8.611854058581331905e-01
7.879061750350881539e+02,3.293762035799399079e+00,4.116451229979377693e-03,2.252578081499182205e-01,7.690901844968457413e-01,7.655182057681871877e-01
5.658237993156656103e+02,4.177056091257279391e+00,1.320914825962779798e-03,2.347393181836366083e-01,9.464618092984771192e-01,9.490166221212114062e-01
6.061057935262708725e+02,3.153423378393914067e+00,3.820084385355786843e-03,2.008972287960716085e-01,8.745821852668013152e-01,8.767083398167412334e-01
4.727805389987000240e+02,2.881324422479313085e+00,4.000645536608494340e-03,3.136840581651709203e-01,7.798358306854659139e-01,7.803786107716874643e-01
8.846342375892620566e+02,3.870676444347453504e+00,2.375844598241449220e-03,5.208384358123809843e-01,3.779415855889688425e-01,3.809839351420140074e-01
1.225407808235072025e+03,1.587704753982487116e+00,1.867406117651291761e-03,4.799264155730590398e-01,2.019931389392264076e-02,1.332971087648929069e-02
1.282889402501693212e+03,1.984421884672477043e+00,4.707902016766105785e-03,3.389991600189682375e-01,7.458996888030892114e-01,7.457189856855392929e-01
5.587352002614359208e+02,4.134793575318403747e+00,2.147431355401005493e-03,7.532166451098802895e-01,6.910929300368736650e-01,6.898226565252899567e-01
1.537405054905337920e+02,2.538299204659422603e+00,1.040573073473352551e-03,6.148443572758206521e-01,9.868046527560535575e-01,9.872424688679642957e-01
8.613448532453639928e+02,1.581842933533113893e+00,1.049271677599562672e-03,7.572297877775133745e-01,8.626379511224396834e-02,8.489290995203553625e-02
1.244218660656991005e+03,4.002234868908130849e+00,4.072235839598430281e-03,7.315484008091639456e-01,-3.737252507173447480e-01,-3.769355670444606288e-01
1.243413130490827371e+03,6.132733879293212897e-01,2.318300433859269392e-03,4.691545691465209833e-01,7.471070124744806362e-01,7.434511866576487549e-01
9.239664543582123315e+02,2.351574143788014659e+00,1.676894158141685898e-03,7.296242056671020659e-01,-2.345155790730537454e-02,-1.902817993795741236e-02
5.494856590129552387e+02,1.608443930825604884e+00,1.948349924604063929e-03,6.301810420970790361e-01,3.310322975975991677e-01,3.267922895858497712e-01
1.998641150371796016e+02,4.054809824984010547e+00,4.198526821705027105e-03,7.267077194833780895e-01,9.250875692960544017e-01,9.268998708173408208e-01
6.542896368236262106e+02,2.445469968438371389e+00,3.573947407991310068e-03,6.432301911534046290e-01,-2.333904230967289925e-02,-2.158963444895671546e-02
8.860171767951260335e+02,3.830142000103033073e+00,2.419168640268050136e-03,2.026592610756309809e-01,8.671126390378763871e-01,8.666231415910959912e-01
9.671494111268146980e+02,2.790439108932765144e+00,4.460940907276030390e-03,7.525820170535242326e-01,-2.099135042974425436e-01,-2.077966530184722493e-01
8.940209744651193660e+02,2.456200724788198286e+00,4.336430233899402076e-03,2.788889731050868681e-01,6.782336804915710671e-01,6.809441183425294364e-01
1.044057116753190712e+03,4.542443098253787781e+00,2.651914132199837456e-03,3.991702972868920174e-01,5.033925101378022848e-01,5.007317333728705799e-01
2.352128807585096979e+02,1.880928094918539850e+00,1.085865173975953312e-03,6.883568030166602458e-01,9.520815597156248034e-01,9.537623865429436520e-01
7.212521773000971734e+02,3.716543010739108865e+00,4.174697662673620621e-03,3.426116248765860295e-01,6.019161155026225840e-01,6.114438814645680731e-01
