d,p_inf,p_inf_noisy
8.656042982677071507e+01,4.839031529173865032e-02,5.095914033392377057e-02
8.673781761153637149e+01,4.852842961285708245e-02,1.618222931297992606e-02
8.691556891605634405e+01,4.866687602168828786e-02,2.240083606586345047e-02
8.709368448528954332e+01,4.880565500223910114e-02,1.853667521877903554e-02
8.727216506572148091e+01,4.894476703756012181e-02,4.155061416132811020e-02
8.745101140536758066e+01,4.908421260973694356e-02,2.589779942263762541e-02
8.763022425377602076e+01,4.922399219987938501e-02,5.238258770228746558e-02
8.780980436203107331e+01,4.936410628811149781e-02,6.265331060606117719e-02
8.798975248275618810e+01,4.950455535356179659e-02,4.468780173156096380e-02
8.817006937011720424e+01,4.964533987435271190e-02,4.147016418445455266e-02
8.835075577982541972e+01,4.978646032759082019e-02,9.935903899431464126e-02
8.853181246914083147e+01,4.992791718935651879e-02,7.458945359546040321e-02
8.871324019687529017e+01,5.006971093469381184e-02,4.224678502477670350e-02
8.889503972339566928e+01,5.021184203760020726e-02,4.728366556656666414e-02
8.907721181062704829e+01,5.035431097101650266e-02,2.745210938945608081e-02
8.925975722205592433e+01,5.049711820681668240e-02,5.373602230369158017e-02
8.944267672273339542e+01,5.064026421579725934e-02,4.480985103676694836e-02
8.962597107927838636e+01,5.078374946766739395e-02,5.668363031066264018e-02
8.980964105988084611e+01,5.092757443103856918e-02,3.582302663890398614e-02
8.999368743430497375e+01,5.107173957341404336e-02,8.085306539765170497e-02
9.017811097389243002e+01,5.121624536117885818e-02,3.441759238090748296e-02
9.036291245156557750e+01,5.136109225958918056e-02,2.793989972768348359e-02
9.054809264183073481e+01,5.150628073276219965e-02,2.338675935373520781e-02
9.073365232078143094e+01,5.165181124366569065e-02,2.799647264225188503e-02
9.091959226610160272e+01,5.179768425410735677e-02,4.348267301883818048e-02
9.110591325706892007e+01,5.194390022472494817e-02,2.381876907761398474e-02
9.129261607455798355e+01,5.209045961497538180e-02,6.291891560828302699e-02
9.147970150104369225e+01,5.223736288312452736e-02,5.094536816242876270e-02
9.166717032060441284e+01,5.238461048623654914e-02,6.967496193981820296e-02
9.185502331892534755e+01,5.253220288016380302e-02,3.891055598824647022e-03
9.204326128330180268e+01,5.268014051953606725e-02,6.533566674364704729e-02
9.223188500264245704e+01,5.282842385774988436e-02,-8.288469852180048447e-03
9.242089526747271577e+01,5.297705334695845814e-02,5.829434181290601286e-02
9.261029286993800724e+01,5.312602943806110645e-02,3.701691872990030274e-02
9.280007860380709417e+01,5.327535258069227009e-02,6.682050835978770031e-02
9.299025326447538475e+01,5.342502322321118768e-02,5.297423431142748995e-02
9.318081764896831487e+01,5.357504181269157062e-02,8.381419921892213631e-02
9.337177255594465919e+01,5.372540879491083388e-02,9.690986830400823149e-03
9.356311878569985652e+01,5.387612461433910482e-02,3.662302621254569235e-02
9.375485714016939198e+01,5.402718971412967530e-02,5.247435050844238835e-02
9.394698842293216501e+01,5.417860453610701121e-02,5.230259593851904754e-02
9.413951343921385728e+01,5.433036952075720460e-02,5.445383903066190051e-02
9.433243299589024389e+01,5.448248510721687143e-02,8.397399063319158086e-02
9.452574790149068917e+01,5.463495173326227139e-02,7.641903923078285921e-02
9.471945896620141525e+01,5.478776983529942690e-02,4.809914107561906460e-02
9.491356700186899786e+01,5.494093984835257682e-02,3.680451500869174469e-02
9.510807282200369173e+01,5.509446220605385136e-02,8.042102575263593289e-02
9.530297724178289798e+01,5.524833734063261392e-02,4.691078751889948134e-02
9.549828107805454636e+01,5.540256568290491401e-02,4.540126236410528537e-02
9.569398514934053424e+01,5.555714766226227397e-02,5.385343415076057627e-02
9.589009027584013722e+01,5.571208370666136389e-02,4.804375503321296065e-02
9.608659727943347661e+01,5.586737424261312146e-02,7.124565461119120036e-02
9.628350698368492999e+01,5.602301969517209379e-02,4.639094077953331841e-02
9.648082021384661289e+01,5.617902048792544623e-02,7.073785751083450091e-02
9.667853779686183202e+01,5.633537704298263726e-02,6.469511150772602748e-02
9.687666056136853854e+01,5.649208978096409428e-02,6.279268576572903660e-02
9.707518933770278124e+01,5.664915912099077744e-02,7.343253886105977069e-02
9.727412495790225933e+01,5.680658548067363256e-02,6.857048436735718733e-02
9.747346825570966189e+01,5.696436927610204481e-02,6.454884411353023488e-02
9.767322006657646227e+01,5.712251092183373569e-02,6.139043121106698558e-02
9.787338122766603021e+01,5.728101083088388279e-02,7.930892152074049684e-02
9.807395257785738352e+01,5.743986941471368457e-02,3.497370591380156990e-02
9.827493495774868393e+01,5.759908708322025728e-02,1.027546770089907968e-01
9.847632920966069037e+01,5.775866424472575478e-02,5.661558403795767525e-02
9.867813617764032585e+01,5.791860130596593326e-02,5.215635761059875253e-02
9.888035670746424444e+01,5.807889867207993717e-02,9.321936471923931988e-02
9.908299164664229863e+01,5.823955674659919701e-02,8.913516576716212780e-02
9.928604184442119163e+01,5.840057593143677117e-02,6.337337029177636527e-02
9.948950815178794471e+01,5.856195662687613268e-02,8.061443166329228249e-02
9.969339142147352106e+01,5.872369923156073312e-02,8.546938619137961490e-02
9.989769250795635003e+01,5.888580414248278938e-02,6.987838868699179640e-02
1.001024122674659793e+02,5.904827175497295855e-02,1.039014843228965035e-01
1.003075515579866561e+02,5.921110246268890265e-02,7.999673718225361330e-02
1.005131112392606809e+02,5.937429665760451947e-02,6.668577788684268426e-02
1.007190921727925854e+02,5.953785472999961748e-02,8.807308944000183382e-02
1.009254952218519463e+02,5.970177706844836951e-02,4.009890148688954881e-02
1.011323212514778902e+02,5.986606405980887669e-02,7.837283456547300409e-02
1.013395711284817935e+02,6.003071608921206614e-02,8.142377507288292571e-02
1.015472457214518442e+02,6.019573354005136601e-02,2.623295540183222946e-02
1.017553459007557848e+02,6.036111679397082597e-02,6.258001139357037557e-02
1.019638725385454308e+02,6.052686623085534734e-02,6.713166953159191430e-02
1.021728265087594423e+02,6.069298222881913674e-02,4.436669002388299310e-02
1.023822086871278998e+02,6.085946516419504793e-02,7.906074027481457822e-02
1.025920199511750610e+02,6.102631541152370165e-02,5.482703818434249421e-02
1.028022611802239084e+02,6.119353334354282747e-02,7.366846674666824302e-02
1.030129332553990196e+02,6.136111933117605055e-02,7.037359889878358477e-02
1.032240370596309589e+02,6.152907374352223346e-02,7.421473447478264818e-02
1.034355734776596591e+02,6.169739694784515116e-02,7.006630109367772974e-02
1.036475433960378609e+02,6.186608930956116748e-02,5.785568499264935605e-02
1.038599477031355178e+02,6.203515119223035335e-02,7.453012539253520141e-02
1.040727872891426671e+02,6.220458295754405231e-02,9.106004286103866474e-02
1.042860630460740765e+02,6.237438496531477750e-02,3.163983990236091115e-02
1.044997758677720725e+02,6.254455757346544242e-02,5.429435135095717069e-02
1.047139266499111301e+02,6.271510113801836983e-02,5.553242900984003971e-02
1.049285162900008288e+02,6.288601601308418942e-02,8.808282067019237993e-03
1.051435456873904144e+02,6.305730255085173486e-02,8.677284468640698856e-02
1.053590157432717689e+02,6.322896110157649741e-02,5.711111320545372849e-02
1.055749273606839722e+02,6.340099201357052294e-02,6.418053734330818327e-02
1.057912814445162724e+02,6.357339563319097664e-02,4.345445421633450933e-02
1.060080789015127749e+02,6.374617230482981789e-02,4.819564557116377823e-02
1.062253206402752710e+02,6.391932237090292013e-02,7.910830907674573642e-02
1.064430075712680406e+02,6.409284617183930166e-02,7.901971335357257931e-02
1.066611406068206946e+02,6.426674404607002344e-02,7.301919875030223051e-02
1.068797206611329358e+02,6.444101633001841911e-02,5.087536635547058872e-02
1.070987486502774857e+02,6.461566335808810457e-02,6.123018817086244708e-02
1.073182254922048173e+02,6.479068546265320805e-02,4.875936756298721031e-02
1.075381521067460824e+02,6.496608297404715682e-02,5.959961584308450661e-02
1.077585294156179003e+02,6.514185622055235214e-02,9.219163660704204899e-02
1.079793583424253427e+02,6.531800552838917806e-02,7.547620337117130762e-02
1.082006398126666085e+02,6.549453122170534325e-02,5.505515615871145463e-02
1.084223747537361220e+02,6.567143362256544492e-02,7.445825336513518800e-02
1.086445640949292226e+02,6.584871305093997762e-02,3.754410414915521077e-02
1.088672087674452200e+02,6.602636982469523019e-02,5.239009157729315747e-02
1.090903097043921548e+02,6.620440425958196151e-02,7.463905870871508086e-02
1.093138678407898396e+02,6.638281666922529745e-02,7.640318208795439381e-02
1.095378841135747052e+02,6.656160736511418374e-02,6.093734261177448375e-02
1.097623594616027134e+02,6.674077665659006176e-02,8.628535023026190354e-02
1.099872948256543452e+02,6.692032485083765359e-02,9.136607290776632695e-02
1.102126911484375142e+02,6.710025225287274964e-02,7.400839154508895290e-02
1.104385493745924975e+02,6.728055916553332683e-02,7.588332845084316824e-02
1.106648704506949628e+02,6.746124588946744716e-02,7.073360070543750766e-02
1.108916553252608281e+02,6.764231272312415388e-02,4.693711564453169338e-02
1.111189049487493605e+02,6.782375996274225827e-02,5.046301559349977012e-02
1.113466202735680639e+02,6.800558790233968143e-02,5.906528272107315625e-02
1.115748022540757063e+02,6.818779683370368438e-02,9.144177848898522865e-02
1.118034518465873219e+02,6.837038704637987685e-02,6.319636218218230295e-02
1.120325700093772383e+02,6.855335882766178113e-02,8.042762401088442148e-02
1.122621577026840072e+02,6.873671246258128420e-02,5.127029283038379848e-02
1.124922158887135737e+02,6.892044823389698038e-02,7.055859999416702610e-02
1.127227455316441649e+02,6.910456642208495648e-02,6.483828659962614926e-02
1.129537475976294303e+02,6.928906730532735647e-02,5.972371597181762998e-02
1.131852230548034015e+02,6.947395115950349975e-02,1.003860583654570954e-01
1.134171728732836613e+02,6.965921825817811275e-02,5.140808234680942224e-02
1.136495980251763029e+02,6.984486887259211407e-02,9.396289616496317221e-02
1.138824994845790997e+02,7.003090327165162332e-02,6.750835750937787816e-02
1.141158782275864780e+02,7.021732172191863519e-02,4.978614576082223547e-02
1.143497352322927298e+02,7.040412448759969521e-02,6.061761723074170910e-02
1.145840714787969858e+02,7.059131183053679592e-02,7.236837305555417210e-02
1.148188879492064416e+02,7.077888401019627462e-02,4.423112994808110071e-02
1.150541856276412744e+02,7.096684128365948752e-02,5.463401448855980530e-02
1.152899655002384094e+02,7.115518390561259565e-02,7.226262388938761716e-02
1.155262285551552850e+02,7.134391212833546270e-02,3.942280278812446137e-02
1.157629757825748555e+02,7.153302620169321724e-02,3.941008583592877507e-02
1.160002081747087885e+02,7.172252637312481749e-02,1.005793175173197301e-01
1.162379267258025379e+02,7.191241288763416950e-02,5.281367565914947548e-02
1.164761324321385700e+02,7.210268598777913596e-02,5.648363411206880347e-02
1.167148262920415647e+02,7.229334591366254337e-02,1.204987736640739382e-01
1.169540093058814989e+02,7.248439290292130188e-02,7.099794187530913958e-02
1.171936824760789619e+02,7.267582719071763453e-02,7.957790567448823349e-02
1.174338468071082815e+02,7.286764900972786396e-02,7.691839865680873134e-02
1.176745033055027108e+02,7.305985859013419681e-02,7.542757208996739293e-02
1.179156529798577253e+02,7.325245615961317736e-02,1.051733026622746758e-01
1.181572968408362101e+02,7.344544194332747189e-02,7.825334411541902402e-02
1.183994359011716853e+02,7.363881616391498852e-02,4.049169354011069449e-02
1.186420711756735358e+02,7.383257904147988437e-02,7.298191099333707632e-02
1.188852036812303368e+02,7.402673079358246255e-02,5.769633669189404290e-02
1.191288344368150405e+02,7.422127163522995730e-02,6.402384411751177451e-02
1.193729644634882590e+02,7.441620177886620890e-02,8.963505696197539285e-02
1.196175947844036074e+02,7.461152143436311501e-02,4.434542547118339173e-02
1.198627264248108872e+02,7.480723080900986144e-02,1.096629479331132917e-01
1.201083604120614723e+02,7.500333010750448448e-02,6.343961778536685858e-02
1.203544977756115770e+02,7.519981953194376789e-02,6.206547513512795933e-02
1.206011395470275573e+02,7.539669928181413905e-02,1.013337620287691199e-01
1.208482867599892927e+02,7.559396955398167695e-02,7.114602394531330254e-02
1.210959404502954158e+02,7.579163054268378552e-02,8.707111263576124138e-02
1.213441016558667656e+02,7.598968243951864654e-02,1.163508262518643116e-01
1.215927714167516740e+02,7.618812543343689292e-02,9.561960041783949815e-02
1.218419507751293338e+02,7.638695971073150570e-02,7.736835894461865926e-02
1.220916407753151560e+02,7.658618545502959840e-02,9.028283682254877041e-02
1.223418424637641806e+02,7.678580284728209193e-02,9.227325695531633787e-02
1.225925568890764481e+02,7.698581206575538793e-02,5.941882612673980713e-02
1.228437851020003535e+02,7.718621328602193188e-02,7.697892544134540826e-02
1.230955281554381315e+02,7.738700668095122026e-02,6.351775685134852800e-02
1.233477871044491820e+02,7.758819242070058575e-02,9.022907461023289832e-02
1.236005630062555554e+02,7.778977067270642642e-02,6.645012986909544506e-02
1.238538569202453488e+02,7.799174160167521297e-02,1.028294545716744723e-01
1.241076699079781775e+02,7.819410536957427382e-02,5.044034526876785968e-02
1.243620030331885715e+02,7.839686213562335748e-02,8.784165148751031660e-02
1.246168573617915030e+02,7.860001205628563969e-02,1.035050242927561259e-01
1.248722339618857831e+02,7.880355528525861963e-02,6.050220010558220174e-02
1.251281339037595899e+02,7.900749197346601527e-02,3.581468816013372303e-02
1.253845582598939501e+02,7.921182226904821544e-02,9.030109333904753899e-02
1.256415081049681817e+02,7.941654631735439729e-02,1.055681132810804002e-01
1.258989845158634751e+02,7.962166426093353344e-02,8.779304632610016035e-02
1.261569885716683501e+02,7.982717623952573227e-02,7.348634819727577205e-02
1.264155213536821947e+02,8.003308239005380020e-02,7.952797537463431043e-02
1.266745839454207925e+02,8.023938284661513709e-02,1.035592193337263323e-01
1.269341774326198760e+02,8.044607774047241033e-02,1.527260257105271524e-02
1.271943029032406969e+02,8.065316720004600537e-02,1.072637786001058580e-01
1.274549614474734938e+02,8.086065135090525491e-02,8.389374377615316236e-02
1.277161541577432047e+02,8.106853031576033430e-02,8.591152351501937789e-02
1.279778821287128920e+02,8.127680421445360182e-02,9.609827241974228107e-02
1.282401464572894838e+02,8.148547316395227114e-02,9.826728002780110716e-02
1.285029482426271841e+02,8.169453727833886347e-02,5.849438447767915661e-02
1.287662885861332143e+02,8.190399666880443519e-02,1.044554180110022351e-01
1.290301685914717496e+02,8.211385144364002908e-02,4.598577557817910832e-02
1.292945893645684237e+02,8.232410170822812567e-02,8.840882630818608368e-02
1.295595520136156722e+02,8.253474756503553778e-02,7.101288146384397704e-02
1.298250576490765127e+02,8.274578911360486178e-02,6.095841257553549775e-02
1.300911073836900869e+02,8.295722645054703914e-02,8.359195872950465900e-02
1.303577023324753554e+02,8.316905966953314078e-02,2.552421633846560511e-02
1.306248436127367825e+02,8.338128886128715056e-02,1.402144585819855849e-01
1.308925323440680586e+02,8.359391411357730561e-02,7.935884856823438582e-02
1.311607696483577001e+02,8.380693551120976803e-02,6.778467348918558455e-02
1.314295566497928576e+02,8.402035313601963207e-02,7.033162531379760773e-02
1.316988944748649146e+02,8.423416706686448485e-02,9.267891907921793626e-02
1.319687842523732684e+02,8.444837737961596869e-02,8.519136818301004110e-02
1.322392271134311557e+02,8.466298414715345277e-02,9.202891003210614262e-02
1.325102241914691490e+02,8.487798743935526247e-02,9.175420311609180923e-02
1.327817766222411535e+02,8.509338732309268405e-02,9.193571799274480316e-02
1.330538855438280734e+02,8.530918386222152705e-02,6.053367958861136100e-02
1.333265520966435247e+02,8.552537711757579597e-02,7.731649377519010657e-02
1.335997774234376436e+02,8.574196714695980770e-02,8.586716288632216532e-02
1.338735626693029985e+02,8.595895400514186324e-02,5.429561679775192495e-02
1.341479089816782277e+02,8.617633774384625411e-02,6.711309397226553064e-02
1.344228175103538945e+02,8.639411841174704509e-02,6.695006981803179602e-02
1.346982894074763237e+02,8.661229605446041369e-02,1.252391290614282282e-01
1.349743258275534572e+02,8.683087071453865491e-02,1.133334004548248591e-01
1.352509279274586618e+02,8.704984243146229872e-02,9.728569760783936649e-02
1.355280968664365560e+02,8.726921124163455890e-02,7.603863765795711160e-02
1.358058338061069037e+02,8.748897717837311738e-02,1.154364640544684184e-01
1.360841399104704692e+02,8.770914027190501727e-02,8.637859646644681366e-02
1.363630163459128539e+02,8.792970054935866919e-02,8.815204540273315070e-02
1.366424642812105219e+02,8.815065803475863326e-02,7.141281939736569828e-02
1.369224848875345231e+02,8.837201274901784753e-02,8.646454925858364227e-02
1.372030793384565186e+02,8.859376470993240993e-02,9.010521182293253217e-02
1.374842488099526179e+02,8.881591393217413977e-02,6.385214811395328871e-02
1.377659944804094323e+02,8.903846042728535970e-02,8.211241828890093741e-02
1.380483175306278554e+02,8.926140420367156825e-02,1.227790803072901088e-01
1.383312191438291450e+02,8.948474526659611072e-02,9.579621787374845154e-02
1.386147005056587602e+02,8.970848361817351790e-02,9.337870455003605130e-02
1.388987628041924722e+02,8.993261925736417695e-02,4.251300396118791458e-02
1.391834072299402294e+02,9.015715217996733699e-02,1.037195352920596281e-01
1.394686349758522113e+02,9.038208237861611316e-02,8.124913645658671246e-02
1.397544472373227222e+02,9.060740984277093624e-02,6.032613672004905753e-02
1.400408452121964160e+02,9.083313455871444564e-02,6.147775503073428516e-02
1.403278301007720472e+02,9.105925650954493911e-02,1.290412404964276227e-01
1.406154031058087526e+02,9.128577567517170976e-02,8.967022658539654245e-02
1.409035654325298879e+02,9.151269203230849580e-02,1.032878034418734658e-01
1.411923182886291954e+02,9.174000555446848448e-02,9.943041957578006851e-02
1.414816628842748685e+02,9.196771621195864999e-02,1.052911983102462617e-01
1.417716004321155197e+02,9.219582397187464640e-02,8.407687018804751999e-02
1.420621321472844159e+02,9.242432879809514557e-02,1.048318160329383270e-01
1.423532592474054752e+02,9.265323065127673008e-02,6.623586919532431505e-02
1.426449829525972746e+02,9.288252948884845317e-02,5.535399115718495772e-02
1.429373044854794728e+02,9.311222526500739782e-02,1.255164254940734081e-01
1.432302250711765339e+02,9.334231793071245953e-02,7.920243920355797551e-02
1.435237459373240370e+02,9.357280743368057152e-02,7.448245831506437875e-02
1.438178683140734222e+02,9.380369371838126469e-02,7.978625852014674391e-02
1.441125934340965102e+02,9.403497672603122748e-02,1.087589986631298522e-01
1.444079225325918969e+02,9.426665639459086421e-02,1.149202299721825971e-01
1.447038568472888755e+02,9.449873265875818884e-02,5.045387438804015828e-02
1.450003976184537464e+02,9.473120544996516124e-02,6.398852169019590697e-02
1.452975460888939381e+02,9.496407469637246912e-02,8.873816972807301029e-02
1.455953035039643169e+02,9.519734032286553127e-02,9.730642895680953475e-02
1.458936711115712797e+02,9.543100225104961254e-02,1.105804599366013719e-01
1.461926501621791488e+02,9.566506039924604909e-02,1.334725869636698703e-01
1.464922419088142078e+02,9.589951468248714139e-02,8.043040741730721199e-02
1.467924476070711250e+02,9.613436501251293453e-02,1.293445377008403674e-01
1.470932685151171313e+02,9.636961129776577817e-02,8.826418344330527743e-02
1.473947058936983012e+02,9.660525344338777298e-02,1.279573555907043136e-01
1.476967610061438734e+02,9.684129135121544163e-02,8.242252418068017616e-02
1.479994351183725314e+02,9.707772491977684215e-02,5.253657171658210334e-02
1.483027294988966389e+02,9.731455404428668299e-02,1.259811045220899373e-01
1.486066454188286627e+02,9.755177861664354744e-02,8.921985182795011404e-02
1.489111841518854362e+02,9.778939852542545275e-02,1.037125940763770071e-01
1.492163469743945541e+02,9.802741365588685252e-02,1.043732443619311695e-01
1.495221351652986073e+02,9.826582388995408479e-02,1.262960174284070980e-01
1.498285500061616915e+02,9.850462910622326262e-02,8.730950500147828530e-02
1.501355927811736137e+02,9.874382917995538911e-02,1.346797498275831284e-01
1.504432647771564575e+02,9.898342398307458101e-02,1.005457332978420965e-01
1.507515672835688463e+02,9.922341338416307277e-02,6.748840637331569858e-02
1.510605015925123951e+02,9.946379724845977321e-02,7.965689186284508061e-02
1.513700689987360306e+02,9.970457543785582466e-02,1.094743924931079193e-01
1.516802707996426705e+02,9.994574781089227145e-02,1.398081615060856875e-01
1.519911082952933157e+02,1.001873142227568403e-01,8.897871008453180075e-02
1.523025827884138153e+02,1.004292745252812757e-01,6.844239892024409078e-02
1.526146955843990440e+02,1.006716285669381206e-01,9.505796605950052325e-02
1.529274479913196956e+02,1.009143761928386063e-01,1.403932878911460513e-01
1.532408413199264032e+02,1.011575172447295445e-01,1.295979769667603421e-01
1.535548768836565330e+02,1.014010515609908847e-01,1.070764589446777520e-01
1.538695559986385035e+02,1.016449789766330492e-01,9.848298658171547593e-02
1.541848799836984654e+02,1.018892993232950461e-01,8.913908392434380379e-02
1.545008501603645925e+02,1.021340124292414719e-01,9.822586294695541398e-02
1.548174678528738752e+02,1.023791181193609567e-01,8.440429317424726074e-02
1.551347343881764687e+02,1.026246162151630559e-01,8.718521221011810152e-02
1.554526510959424286e+02,1.028705065347773617e-01,1.302602286570556100e-01
1.557712193085660886e+02,1.031167888929499510e-01,6.263167047114250041e-02
1.560904403611728810e+02,1.033634631010433846e-01,1.243614842865592846e-01
1.564103155916236574e+02,1.036105289670329332e-01,9.835798070261926596e-02
1.567308463405215946e+02,1.038579862955059108e-01,1.002222670287141182e-01
1.570520339512165151e+02,1.041058348876598982e-01,1.103004561463098582e-01
1.573738797698117367e+02,1.043540745413006343e-01,1.214529652610160798e-01
1.576963851451686480e+02,1.046027050508410161e-01,1.115208958639536674e-01
1.580195514289133314e+02,1.048517262072992118e-01,9.934122912919685078e-02
1.583433799754411950e+02,1.051011377982974393e-01,9.437084605571965934e-02
1.586678721419238229e+02,1.053509396080609672e-01,1.315533244212860331e-01
1.589930292883134086e+02,1.056011314174163385e-01,1.287825380549816323e-01
1.593188527773497185e+02,1.058517130037908149e-01,1.119227986577096823e-01
1.596453439745645539e+02,1.061026841412106014e-01,1.250860651021833136e-01
1.599725042482886863e+02,1.063540446003008455e-01,1.151052271438775532e-01
1.603003349696564328e+02,1.066057941482835281e-01,9.516685041668865308e-02
1.606288375126123640e+02,1.068579325489780185e-01,1.364314334657088235e-01
1.609580132539167323e+02,1.071104595627992984e-01,1.346603762973361262e-01
1.612878635731506449e+02,1.073633749467575171e-01,1.048020048322584469e-01
1.616183898527230838e+02,1.076166784544579924e-01,9.923549229398571925e-02
1.619495934778752826e+02,1.078703698360998775e-01,1.527485879920919554e-01
1.622814758366879460e+02,1.081244488384767166e-01,7.388245486962807806e-02
1.626140383200856547e+02,1.083789152049750015e-01,6.959306713548238377e-02
1.629472823218440851e+02,1.086337686755751708e-01,7.697661597046330517e-02
1.632812092385945562e+02,1.088890089868503885e-01,1.099558601033216454e-01
1.636158204698310783e+02,1.091446358719670995e-01,1.302353579389858573e-01
1.639511174179150430e+02,1.094006490606848070e-01,1.304721194023084063e-01
1.642871014880822713e+02,1.096570482793565171e-01,1.086075060312487739e-01
1.646237740884477603e+02,1.099138332509279614e-01,1.081834029152513033e-01
1.649611366300127884e+02,1.101710036949395954e-01,1.066204825494837527e-01
1.652991905266694346e+02,1.104285593275246002e-01,1.014306755138411620e-01
1.656379371952080533e+02,1.106864998614118800e-01,9.916015429367940059e-02
1.659773780553216511e+02,1.109448250059242858e-01,1.091600244573300293e-01
1.663175145296133621e+02,1.112035344669810577e-01,1.355132111523045246e-01
1.666583480436009097e+02,1.114626279470968262e-01,8.722494092368666962e-02
1.669998800257240248e+02,1.117221051453841651e-01,1.298275243433569814e-01
1.673421119073490217e+02,1.119819657575524818e-01,1.187950197266111202e-01
1.676850451227762733e+02,1.122422094759111255e-01,1.431069652259941150e-01
1.680286811092446726e+02,1.125028359893682772e-01,9.533674877822025107e-02
1.683730213069391652e+02,1.127638449834337253e-01,1.464506721359777330e-01
1.687180671589953818e+02,1.130252361402186434e-01,1.111514444539335872e-01
1.690638201115070558e+02,1.132870091384385880e-01,8.391899643357172978e-02
1.694102816135306568e+02,1.135491636534128324e-01,1.123368615358185801e-01
1.697574531170929220e+02,1.138116993570675861e-01,1.070821559165486409e-01
1.701053360771955738e+02,1.140746159179361063e-01,1.005079270584873785e-01
1.704539319518226250e+02,1.143379130011616951e-01,1.242647804883920404e-01
1.708032422019453804e+02,1.146015902684978105e-01,1.078095316650504731e-01
1.711532682915296846e+02,1.148656473783116194e-01,1.551086027309385995e-01
1.715040116875408671e+02,1.151300839855841085e-01,1.240756527111232521e-01
1.718554738599511325e+02,1.153948997419135258e-01,9.307718326399389008e-02
1.722076562817444483e+02,1.156600942955159361e-01,1.103032466285059632e-01
1.725605604289239920e+02,1.159256672912291064e-01,1.844008714710930197e-01
1.729141877805170679e+02,1.161916183705128391e-01,1.290442813891266027e-01
1.732685398185826102e+02,1.164579471714528580e-01,1.309683726448600538e-01
1.736236180282160433e+02,1.167246533287619181e-01,1.439152732229588560e-01
1.739794238975568703e+02,1.169917364737832477e-01,1.257829875249190654e-01
1.743359589177935618e+02,1.172591962344924355e-01,1.109377188005550574e-01
1.746932245831711725e+02,1.175270322355004282e-01,1.194847510566758170e-01
1.750512223909961165e+02,1.177952440980557514e-01,1.225229625546097600e-01
1.754099538416440396e+02,1.180638314400480615e-01,9.455354654565047146e-02
1.757694204385645662e+02,1.183327938760102560e-01,1.186863554814328453e-01
1.761296236882890298e+02,1.186021310171220255e-01,1.317590325380074145e-01
1.764905651004353331e+02,1.188718424712121857e-01,1.103659683781597345e-01
1.768522461877158207e+02,1.191419278427631179e-01,9.413457347602785519e-02
1.772146684659420544e+02,1.194123867329121014e-01,1.304717381833751522e-01
1.775778334540327137e+02,1.196832187394565317e-01,1.022866366139533190e-01
1.779417426740184283e+02,1.199544234568556966e-01,7.323069865082604268e-02
1.783063976510496218e+02,1.202260004762354395e-01,1.306708397090851903e-01
1.786717999134015145e+02,1.204979493853908235e-01,1.295731189700978780e-01
1.790379509924817683e+02,1.207702697687905724e-01,9.244747087883059544e-02
1.794048524228363135e+02,1.210429612075804018e-01,9.105062274629791008e-02
1.797725057421552890e+02,1.213160232795861271e-01,1.239095750758652664e-01
1.801409124912807158e+02,1.215894555593189930e-01,1.319638675913532011e-01
1.805100742142115280e+02,1.218632576179783378e-01,1.321739572020676490e-01
1.808799924581115590e+02,1.221374290234565896e-01,1.372799612248215284e-01
1.812506687733144304e+02,1.224119693403424858e-01,7.006333022363436802e-02
1.816221047133316517e+02,1.226868781299264022e-01,1.150531801925264302e-01
1.819943018348575094e+02,1.229621549502034616e-01,1.457552220662476916e-01
1.823672616977772236e+02,1.232377993558788631e-01,9.407580222673078696e-02
1.827409858651719503e+02,1.235138108983717675e-01,1.546224261967387437e-01
1.831154759033267396e+02,1.237901891258205156e-01,1.234708930530303422e-01
1.834907333817357369e+02,1.240669335830860698e-01,1.329327994216450426e-01
1.838667598731101123e+02,1.243440438117582314e-01,1.121617566247622155e-01
1.842435569533833188e+02,1.246215193501589713e-01,1.239479289559779901e-01
1.846211262017190791e+02,1.248993597333487582e-01,1.415276206791761804e-01
1.849994692005165007e+02,1.251775644931302223e-01,1.416708029989320605e-01
1.853785875354183190e+02,1.254561331580542616e-01,1.373450063917742714e-01
1.857584827953158708e+02,1.257350652534239277e-01,1.201164079952977415e-01
1.861391565723574502e+02,1.260143603013011981e-01,1.194134044852672716e-01
1.865206104619532823e+02,1.262940178205109731e-01,1.656090625648615200e-01
1.869028460627838797e+02,1.265740373266471819e-01,1.207987995739587261e-01
1.872858649768051578e+02,1.268544183320775565e-01,1.082456276721304594e-01
1.876696688092566774e+02,1.271351603459504043e-01,1.265761754255569638e-01
1.880542591686667606e+02,1.274162628741984937e-01,1.280193668345663838e-01
1.884396376668609605e+02,1.276977254195462708e-01,1.339044130455998294e-01
1.888258059189670632e+02,1.279795474815148548e-01,1.298143705191743547e-01
1.892127655434235862e+02,1.282617285564281451e-01,1.078940341341858289e-01
1.896005181619848940e+02,1.285442681374184826e-01,1.181837199798949911e-01
1.899890653997295829e+02,1.288271657144333115e-01,1.083987775469763687e-01
1.903784088850656815e+02,1.291104207742403975e-01,1.312336802350936027e-01
1.907685502497391781e+02,1.293940328004349327e-01,1.048867611012409690e-01
1.911594911288391359e+02,1.296780012734447540e-01,1.460975779028400312e-01
