I,a,z,radial_observation_coordinate,B_z
8.916433603429301513e+01,1.358427540098413044e-01,1.103434504361624525e-02,1.175572099815822653e-03,4.083043016490457613e-04
1.253978658844568450e+01,1.026566124402825408e-01,1.393454341497850357e-01,7.585741351987737580e-03,1.596388138186170341e-05
8.874786191059546070e+01,1.327658458187702673e-01,-8.831935180755259851e-02,1.186185667491498896e-02,2.418710368031797822e-04
5.119363447419698332e+01,7.726253446505954026e-02,-5.649660502649500593e-02,6.236078266345568798e-03,2.184552891249876179e-04
7.700012931438443786e+01,1.305947149594094969e-01,-1.841083829368528324e-01,1.823065429592696587e-02,7.094319900245968130e-05
5.744247824075037556e+01,7.571939295891566557e-02,8.940732228470774090e-02,2.003180939769350077e-02,1.232925968805697074e-04
1.812440363095873153e+01,6.123153167488640247e-02,-2.432179989427623104e-02,8.450094033628603382e-03,1.498536375718732567e-04
7.603921708465614415e+01,1.075314301269188894e-01,8.019989829505652645e-02,2.510496698846505573e-02,2.238696626959486749e-04
2.148356958400782801e+01,9.710072214780630928e-02,-9.654963812219707897e-02,1.772844042446875684e-02,4.863771118179788895e-05
9.505244715246026033e+01,7.961246002063619709e-02,1.457955038408028370e-01,1.334430741645455804e-02,8.148804232604589667e-05
5.605094487832708694e+01,1.453621988541519416e-01,-3.979532462860216335e-02,1.869297243591050081e-02,2.190081344475731386e-04
6.807947134111424248e+01,1.119185217334943971e-01,1.621639446859990952e-01,2.292645320337052470e-02,6.836797334797070907e-05
1.130521986122498213e+01,1.370545270607932964e-01,-1.968623397984230541e-02,7.043570041744805395e-03,5.035151333114007974e-05
2.235126989216733406e+01,6.471982301987559694e-02,-5.957837310696807720e-02,2.685793474709866763e-02,7.813632380115941370e-05
8.356654916506984421e+01,7.485991789571211363e-02,3.261548036074764234e-02,5.313846930283899067e-03,5.406802276367024367e-04
1.523373210831405267e+01,8.195705951809599543e-02,4.964539079424139939e-02,2.100134234117093449e-02,7.202385187517232974e-05
1.377805316739750552e+01,6.847837260139584548e-02,-1.452316556346351095e-01,1.902684479666959597e-02,9.493143867384292703e-06
1.779430432504641502e+01,1.493354163891548181e-01,1.029197023498541336e-01,5.563147601976211123e-03,4.177660046605163148e-05
2.569000792658497900e+01,9.673223749739710831e-02,-1.255309903380209813e-01,2.185415814289898631e-02,3.679761215551904485e-05
7.755487309357266668e+01,6.878311376038696856e-02,1.379798296744661479e-01,3.456639043058080604e-03,6.286696124758718801e-05
6.986347615697800961e+01,1.002268328594117380e-01,-1.696913026060642149e-01,1.481119890091950678e-02,5.696144398431219106e-05
8.117001904847360549e+01,1.468989592631836927e-01,-1.648332441084511546e-01,1.799879715503724040e-02,1.013495255120682500e-04
7.856336403719654982e+01,1.132630215188098755e-01,-1.331812189630576515e-01,3.035491938305892156e-03,1.184679498391855108e-04
1.582873076661349288e+01,1.445788744704581130e-01,1.279949531188147582e-01,1.856661620755038419e-02,2.863361071978909694e-05
3.225098449224846320e+01,7.277874498514494417e-02,1.517468016579030798e-01,2.137692323539060885e-02,2.169902744039941978e-05
9.358360758440126403e+01,1.245614552810752618e-01,-1.285108954719001717e-01,2.354822741741940256e-02,1.558894423986774088e-04
5.819023040948010816e+01,1.242207993907040314e-01,-5.615163623063357257e-02,1.605795058139191517e-02,2.230142294593910255e-04
7.335886230437117206e+01,1.084144690434725999e-01,7.159925423998729499e-02,2.939662782856504106e-02,2.415014702994712731e-04
9.793301137593516614e+01,8.219952395557118818e-02,-2.016240413706182899e-02,9.654999947092717666e-03,6.903582743451136495e-04
9.342136362638264302e+01,9.793134729786509562e-02,1.462565260747272500e-01,2.077949508379480295e-02,1.006399449450351527e-04
9.341546294435170239e+01,1.067419958311516121e-01,-9.617628649549443687e-02,1.423388420598326216e-02,2.234183876935841805e-04
4.693323860670741254e+01,1.376038440808835250e-01,4.828057973049984519e-02,5.287817771918394867e-03,1.801238088880979652e-04
5.821472121116062226e+01,1.086731610460560382e-01,1.006700413955116391e-01,6.853701371329699865e-03,1.326112711735631319e-04
1.604673559065181010e+01,1.330190571527133381e-01,4.236733889631856542e-02,1.460817273413167645e-02,6.585914383926072741e-05
1.429514876812689650e+01,8.890318166852148596e-02,1.664565271176374761e-01,2.890414183844717752e-02,1.003860871237230927e-05
5.810554550882005032e+01,8.911415283500703777e-02,-1.558536327864104565e-01,9.843840438602364032e-03,4.980104463487441632e-05
3.070356113410662857e+01,1.195398097453985592e-01,1.012663927399106711e-01,4.405424514237680014e-03,7.164450605044867719e-05
4.171110761254527688e+01,1.495494077479041506e-01,9.118786522965019459e-02,2.336981762608998994e-02,1.085230563139271044e-04
3.244569516996696734e+01,6.938294016737642234e-02,-1.037939913179538459e-01,6.942166216046876184e-03,5.014926152584694183e-05
5.201718795760967851e+01,1.388919405445993016e-01,1.377042066527326691e-01,2.172760567748816419e-03,8.426225364868070026e-05
9.345824890836021837e+01,6.773558304441301692e-02,1.431520904958409890e-01,1.085738873290580109e-02,6.713925033681190360e-05
3.072833258356130415e+01,1.438181041990048703e-01,1.752681432530026617e-01,2.025930669253039537e-02,3.385969202160748711e-05
1.733937567609480013e+01,9.918773378911140137e-02,1.899515877578764611e-01,1.708561655251974662e-02,1.074194148213594618e-05
9.579352737242524540e+01,9.893353250413926270e-02,-1.705102241751598469e-01,5.210145964186581498e-03,7.681965375125398914e-05
6.734127460360393513e+01,9.899913176866541320e-02,1.956182634620743377e-01,1.934757134131484535e-02,3.868010630405225350e-05
4.332733006577529977e+01,9.092032006364789143e-02,-1.060713342571832085e-01,1.757704388753998995e-02,8.069314220383008620e-05
5.526181383109295808e+01,9.833089481515079611e-02,5.964962626939667584e-02,2.011887477152660836e-02,2.187585704507427631e-04
1.872025666034753755e+01,1.342113063419295704e-01,2.866049472692995537e-02,1.345780518016235008e-02,8.243227875570897196e-05
3.799815578940187777e+01,1.189905119213331836e-01,-1.956791971732178004e-01,1.620903971641410313e-02,2.786513514209663887e-05
1.347669379838662174e+01,6.781493815808548042e-02,8.157029043197026874e-02,1.302069183981613941e-02,3.190501733415221423e-05
2.350745631393091983e+01,9.302674568306447400e-02,-2.643545773335764792e-02,1.360993461960677796e-02,1.426262507000148651e-04
5.269001796760548473e+01,1.425240730455912819e-01,-1.458623698137377911e-01,1.025480191507679648e-02,7.905884495637239488e-05
1.742524891818865385e+01,1.279005535222029755e-01,-1.932795502707136959e-01,2.860541453311394103e-02,1.398306197475672518e-05
3.910887463759821969e+01,1.356545899637894015e-01,1.350227555093237164e-01,1.705762045621743569e-03,6.448859476889069666e-05
6.329616605141806929e+01,1.479106186519688892e-01,-4.642385807433938028e-02,2.930599811143117656e-02,2.369456604078318978e-04
8.759543188992182650e+01,1.458931356382699718e-01,-1.618606100802008063e-01,2.439973879723318292e-02,1.113563127739849166e-04
3.056791861152920120e+01,1.054962609336417001e-01,1.827598035748452809e-01,2.364604926203558652e-02,2.216564199051313433e-05
4.265591856237485047e+01,1.245642884564450853e-01,1.584898053923974315e-01,8.852595645929803997e-03,5.061759586232634497e-05
3.495398832457348703e+01,7.986297162703577535e-02,3.202218028145553674e-02,1.072375286178234993e-02,2.206478698903160062e-04
3.577034628351933065e+01,1.039002253547616911e-01,1.348182600181775381e-01,7.005251801264232581e-03,4.907172749273524745e-05
9.641336462244652239e+01,1.257967779224962446e-01,-1.564124680092323916e-01,1.530013564620169228e-02,1.175147845542274112e-04
4.897761654207715054e+01,7.084687671953003585e-02,5.737482391329132292e-02,1.556528449298012068e-02,1.993462072040369808e-04
8.284827670152087364e+01,1.132767955654039593e-01,1.513092152551187564e-01,1.019403844435818815e-02,9.846076154324461894e-05
2.347852732717817048e+01,1.260439599292859925e-01,1.563598944699699234e-01,1.739684419595436196e-02,2.860148866473011958e-05
5.152538138940754209e+01,6.602904854913337063e-02,1.184799885102022776e-01,4.191327099096619699e-03,5.646329047959199743e-05
5.208181310812665288e+01,7.846689560250648399e-02,-1.316367893468164962e-01,4.877031809890232557e-03,5.587758541050978205e-05
6.600961305297197157e+01,7.024011579989036802e-02,-1.956103208261891213e-01,2.899314408989818459e-02,2.169013136227268036e-05
7.054633736770838937e+01,1.098145875487754053e-01,-1.189622979506672201e-01,7.387625981273196474e-03,1.256416383404442092e-04
4.531118010326494527e+01,9.820900900229270758e-02,-2.153730529709272506e-02,2.499950529873810889e-02,2.800854765223835768e-04
2.784577512922899345e+01,1.013224108574916488e-01,-3.907889255534451739e-02,2.807882611979583762e-02,1.424867917652699017e-04
9.502654221017516534e+01,1.464203481794724426e-01,-1.965383865043442424e-01,6.610849829212723898e-03,8.686532570249797425e-05
4.333871687101625980e+01,1.090423477327331220e-01,5.329228711121807710e-02,2.979740138443753503e-02,1.809373333640780068e-04
2.124536308773469528e+01,1.483497288463649366e-01,1.233338250528476926e-01,3.702359707381093924e-03,4.090249508516167147e-05
5.875421682172236615e+01,6.991421817274233452e-02,6.628675225683271222e-02,2.719338716630889143e-03,2.016392094564753153e-04
2.862076233644515000e+01,7.874399435719513229e-02,-3.889485589916752417e-03,2.979213382663738544e-02,2.552266817549375504e-04
8.206788830925837885e+01,7.907718674351951749e-02,7.918002048948524427e-03,8.557177676979992043e-03,6.475646938011094412e-04
7.216449265035630845e+01,6.973711283954567297e-02,5.500445089577313262e-02,2.291836660224529781e-02,2.990966243898812130e-04
6.399384265567813657e+01,1.470133805622773349e-01,-6.077405552813500145e-02,2.432756545866084780e-02,2.168255737266769779e-04
1.139160278489275058e+01,1.293978760137954598e-01,-1.502059156622381764e-03,9.343378939449999837e-03,5.551909105876440536e-05
4.802975554846440076e+01,1.234328679793801481e-01,-1.023816883306582215e-01,4.188186790052555487e-03,1.114246276842894011e-04
5.969462085301680077e+01,1.112098804396757651e-01,-1.828649837002291612e-01,1.079300146083989401e-02,4.708361977808223894e-05
7.874431658077018881e+01,6.881410791351187661e-02,1.094419379499822070e-01,9.932366675318370433e-03,1.072416378811925946e-04
4.068201683598283580e+01,1.396871897718626188e-01,1.192425108510150322e-01,4.985048006931657241e-03,8.046118514284779041e-05
9.420666716312715039e+01,6.438932675674394202e-02,1.217765593034067229e-01,2.273944328953435290e-02,8.850514281591146152e-05
5.018006620397968476e+01,7.467042003901844249e-02,-7.311487647892845471e-03,1.867458753540874455e-02,4.356234837293255840e-04
1.775620760530470932e+01,1.093913676960368009e-01,1.655906680217619220e-01,2.734364706118472699e-03,1.707394672915817378e-05
4.923997380650929045e+01,1.078114790119528432e-01,-1.794997687826751509e-01,6.870814944866466580e-03,3.909155456158577586e-05
8.570172856823883478e+01,1.487455850883588893e-01,8.527345779188265362e-02,1.306402411576533355e-02,2.361171790802357100e-04
2.692850883507587056e+01,9.318107113578409650e-02,2.396208611886612230e-02,2.243113384909739896e-02,1.696457861501096979e-04
3.902412707382082147e+01,1.294310959331657906e-01,6.584095703229327079e-02,2.287052223388770858e-02,1.340075784858506724e-04
9.797825831186382572e+01,6.563565856760594786e-02,2.613268321663811053e-02,2.853543763219264749e-03,7.522388130761645730e-04
1.660904904575284036e+01,6.316130080547070758e-02,3.960642199101398891e-02,1.433247002842444676e-02,9.920102622703576235e-05
4.050008956962626883e+01,1.438914820410833184e-01,1.854342607369696416e-01,2.759983018732769036e-02,3.985472879904630109e-05
4.954429692549852859e+01,1.395545387268671833e-01,-1.984617275456528052e-01,1.243179787290547497e-02,4.225978991639106250e-05
5.331785412253883294e+01,1.410051016889617981e-01,-2.245821935346144216e-02,1.498266019510633394e-02,2.304733889939797689e-04
5.935855462954086903e+01,7.351922086590284566e-02,6.028731131379703317e-02,7.571749093156291723e-03,2.334265617701907066e-04
7.165410199638031941e+01,9.798078255099496037e-02,3.938725401338057097e-02,5.412936589457933122e-03,3.672042185079085340e-04
4.518821171142820958e+01,1.186345901110538864e-01,7.170391170206395770e-02,2.065794457966990336e-02,1.491075274210828215e-04
1.310370643239279786e+01,1.183470505901031006e-01,1.225530852837438955e-01,1.657481866208590504e-02,2.305646727075648882e-05
4.048417021882637812e+01,1.037306364900736078e-01,7.066063361071704685e-02,1.834597264499353980e-02,1.370752489806553048e-04
1.191275659636241713e+01,1.218336575684205586e-01,1.499394259867625478e-01,1.794942872896040584e-02,1.520697080342604605e-05
5.508053901662972152e+01,7.267271998362730134e-02,-7.996867482426961438e-02,2.020004542358551716e-02,1.382444315515027442e-04
8.822209025261803106e+01,1.005200585470822916e-01,-9.442750622776180380e-02,1.948562350541680963e-02,2.091855944132418237e-04
1.757826338562345470e+01,6.352215034994417031e-02,-3.707941236968994442e-02,1.385098026594231129e-03,1.119892615859784791e-04
4.660772061270770905e+01,1.110701234476709209e-01,2.054051374909229497e-02,1.351930593750762634e-03,2.506908634786940643e-04
9.217579179119218225e+01,1.059627835624203235e-01,7.051717376930351222e-02,2.371492684077609880e-02,3.106086256565111694e-04
8.472733311147730717e+01,1.423131610167617522e-01,7.049239817604538438e-02,2.639834018278970282e-02,2.690890748189895165e-04
7.644775556150175078e+01,6.693881052713228363e-02,-1.067977386938042117e-01,2.512333169734247418e-02,9.944727818621497460e-05
7.395628242224154292e+01,1.469649126122219429e-01,8.253590368639951783e-03,1.307666745568692238e-02,3.164974673389809386e-04
1.069452038169668384e+01,1.451956574993452653e-01,1.951777847042378833e-01,4.414291264816372698e-03,9.835517966693406002e-06
4.921811911140518703e+01,1.357706316016943637e-01,1.704231638391443537e-01,1.693186332848053630e-02,5.459403017359788616e-05
9.005273521411386639e+01,1.358001664594930824e-01,-8.566595229784766674e-02,1.856161633304655514e-02,2.509666319453108954e-04
7.499920667039793898e+01,7.388207645625359532e-02,1.745588256307391006e-01,4.276750755685113613e-03,3.773903734052353517e-05
4.167456050101135645e+01,1.470814497102798657e-01,2.991386188740965610e-02,1.399492044153096380e-02,1.684001541292919849e-04
6.045365531029949580e+01,1.083166895437553678e-01,-9.716176996714716296e-02,2.986457803240348541e-02,1.388570637377640788e-04
6.572607642559779606e+01,1.168806168251154548e-01,5.413686182383395384e-02,9.124423506054833016e-03,2.640676279957294655e-04
8.772836686320381716e+01,8.624481881971855779e-02,1.251783097596489702e-01,2.847365766959846032e-03,1.166851645421301635e-04
5.937835299250194510e+01,1.165298833215913793e-01,9.765565371214042500e-02,2.589059469500772093e-02,1.407239154151999016e-04
8.689235261660341791e+01,7.413269743608140450e-02,1.065627222321554185e-01,6.174894712200717888e-03,1.366603151228514880e-04
7.631414957222261819e+01,9.731562596485644756e-02,6.163366126233893461e-02,2.492153672972380329e-02,2.919887282123699319e-04
9.970420188337749323e+01,1.284628892085243890e-01,1.272618786445608718e-01,5.164749099169534292e-03,1.747133863423885880e-04
4.070851567642449709e+01,1.210793012529186863e-01,-1.619225996413966584e-01,1.459605914534735545e-02,4.498028346752242423e-05
5.641180563962113581e+01,1.461933382649167890e-01,6.349315420217349626e-02,1.566030063547576429e-03,1.870861885188177616e-04
6.679153705841463307e+01,7.423152844630702407e-02,-1.665864538085403135e-01,2.902486744632870597e-02,3.590410009959438536e-05
1.133924417192118028e+01,8.785355861256397003e-02,-6.321547763770439532e-02,2.836380167166260759e-03,4.335533503197671739e-05
5.852452158629969858e+01,1.323916439069130480e-01,1.770216713527820174e-01,2.679018322533445115e-02,5.823110688839199596e-05
5.230572197468854512e+01,8.477271294318532158e-02,-8.882219439235816694e-02,2.634713839195027690e-02,1.203852348765669468e-04
3.508413581463666020e+01,1.124545472390113404e-01,-3.568490239428383920e-02,1.302767045960315445e-03,1.697521054021933315e-04
6.540544329166733917e+01,1.453930309397125642e-01,1.564183610773363098e-01,1.315673389138470595e-02,8.877565628145552034e-05
7.491595301028377207e+01,8.449780561444701632e-02,1.797415341996300708e-01,1.631747299960005851e-02,4.224483571409297090e-05
7.032002148563537958e+01,9.174273143597669322e-02,-8.874746367031734195e-02,2.577985651786262808e-02,1.709158468389118462e-04
9.157204890279271581e+01,8.779054215921203164e-02,7.663103085446217044e-02,1.741814911582770589e-02,2.746956073324694023e-04
5.185261255170904349e+01,6.717764181568537663e-02,-1.482728837300399671e-01,2.059696868852588583e-02,3.283071998553116478e-05
7.408673438314509951e+01,1.146148043695535829e-01,1.047047361610803640e-01,4.857660897382536959e-03,1.633079615457341078e-04
2.615437151415080663e+01,1.180026304149010830e-01,6.264293779137504459e-02,6.283289408744558227e-03,9.594370525095285139e-05
6.875936614727885399e+01,1.175492618673427830e-01,9.067536136110408707e-02,2.463504068311634862e-02,1.790670947755551188e-04
2.188011879217770428e+01,1.021729162421236153e-01,-5.201251082173770357e-02,2.125136567247704663e-03,9.522900631916997891e-05
8.163814905892877505e+01,9.271413420259103089e-02,-1.045002923311910822e-03,2.913629186702096016e-02,5.981004560883370832e-04
8.307780706508424373e+01,7.384208416043085144e-02,-1.510854088820143548e-01,2.707285571412215014e-02,5.644034586958542184e-05
2.253443551143135792e+01,1.119387100985559935e-01,-8.161709631745384108e-02,1.208230328434674317e-02,6.644630746343289473e-05
9.324504907631860817e+01,6.348288181135917918e-02,-1.169631221693610973e-01,4.185855814345703328e-03,1.000272707998247398e-04
5.402234622927719698e+01,1.187647206820030277e-01,1.346122482003485332e-01,3.001976563338587967e-03,8.273580733926485826e-05
9.219087754216343455e+01,1.098559838447769194e-01,-1.254668210810167273e-01,2.062708108329139658e-02,1.475929621658392363e-04
8.785444590232638973e+01,6.292994704710226650e-02,-9.366809431304386202e-02,2.148634773001512066e-02,1.422792167688278066e-04
4.180632858745086367e+01,7.519610427995936097e-02,1.629537728925972706e-01,6.643092426327643074e-03,2.561790927989441964e-05
7.560856651622967206e+01,1.320980424697933697e-01,1.448230420097139370e-01,1.686208296010446861e-02,1.090179444390890310e-04
8.933742815510528601e+01,7.324270853081113475e-02,1.935475538063183287e-01,8.750601465555294181e-03,3.384503862844318912e-05
9.990479283331808347e+01,6.704288908460478980e-02,-1.621682430563318317e-02,2.574222718785833600e-02,9.272239367088644683e-04
3.280472707475665572e+01,7.999358458774739888e-02,1.065838171022444603e-01,1.442995107925204232e-03,5.572455795843838722e-05
8.100862816084301699e+01,8.168141340991026678e-02,2.205804351311822092e-02,2.889844835181034494e-02,5.934138883427953664e-04
4.483274740486053389e+01,1.466987438652872788e-01,-3.582367158632102783e-02,7.599666576543233874e-03,1.762733813157544552e-04
1.612424928656320233e+01,9.933150403511620263e-02,-8.235601955864831070e-02,2.874581531775442095e-02,4.464010352665072546e-05
3.527160903683271442e+01,8.367164782913416587e-02,7.538292081756253760e-02,1.100963826250821870e-02,1.076486878562879030e-04
2.432965319713308006e+01,1.285254498199693562e-01,3.759645821638453456e-02,1.513795777733689587e-03,1.051610154836398608e-04
7.499442792251329593e+01,1.014877603234798781e-01,4.722311962813892372e-02,2.862781423581271627e-03,3.460212858361739704e-04
5.907713757170252933e+01,1.101630339136848019e-01,6.574547694501182982e-02,2.559988680348682447e-02,2.110509560560034964e-04
2.367875663840761646e+01,1.181026572303027350e-01,-1.215389868160638154e-01,1.045407323304358913e-03,4.263551451417748667e-05
6.442029735174912730e+01,6.847703061301511906e-02,-1.210498364707666696e-01,1.255496838809797358e-02,6.938342352789821402e-05
2.447479061964999758e+01,1.321306837349790209e-01,1.692441865778561982e-01,2.313440160924199948e-02,2.662662480645927877e-05
6.148570027792136727e+01,1.452510158148876684e-01,5.534301064474509563e-02,5.327862761985851202e-03,2.170902901360446621e-04
4.095195273130326541e+01,7.257777350508683167e-02,-1.172095875759048139e-01,2.048831059028635021e-02,4.953015466101279898e-05
7.826959244963008189e+01,1.236639279612067044e-01,3.191804083224578786e-02,8.823848299288292521e-03,3.618446032221702400e-04
5.442189935118992139e+01,1.474445460220324966e-01,1.393803702074073170e-01,2.842591979967515683e-02,8.720043494559460138e-05
8.415085281346630097e+01,1.189674189046422553e-01,1.315881617418579452e-01,2.681738862796822706e-02,1.300342950718186047e-04
4.166585052377138965e+01,1.061044848578269750e-01,-1.385260065102732752e-01,1.420920540727664549e-02,5.488636386026407858e-05
4.644603599941873995e+01,8.277902454483093697e-02,-8.401441131084919078e-02,2.884625099922670174e-02,1.133028403340646155e-04
3.457373133398323262e+01,1.493854136677479072e-01,2.334866847098813342e-02,2.541362336685216300e-02,1.429134646415422744e-04
7.243240003327449017e+01,1.399599636165666516e-01,7.224179018488952053e-02,8.231539145027352497e-03,2.281238428425084574e-04
9.349709760481421483e+01,1.303880028662968149e-01,-1.905476876622315130e-01,1.398802586383669604e-02,8.062616848596555969e-05
1.634994324314915559e+01,6.885935000862113131e-02,-1.417126484043284285e-01,2.767975375607294869e-02,1.160568907191522796e-05
6.255248798265340326e+01,7.773109200274566644e-02,-2.878058960287872836e-02,1.269000890511169481e-02,4.197940779825604855e-04
5.805917179166691966e+01,1.025680347698129102e-01,1.226109890844827022e-01,2.456003723332500846e-02,9.073314844549062758e-05
8.579299684881938504e+01,7.595970852157538089e-02,7.131071945788779176e-02,1.270298992073445529e-02,2.708953580929263517e-04
5.291209390115653832e+01,1.148249144832215185e-01,-1.562456110356738072e-02,1.759503142300040263e-02,2.861539444657769447e-04
6.677255440275310150e+01,7.390461726587864433e-02,1.146131993782814329e-01,2.496381208181795708e-02,8.473933189055974280e-05
3.682475623436283030e+01,1.196085901421988784e-01,7.215321161496080632e-03,2.855546671978923326e-02,2.008645770245421139e-04
6.551178222672382390e+01,8.073373423653269765e-02,-1.529460898692644732e-01,2.352178217511159599e-03,5.185850340640235569e-05
8.386038055249937884e+01,6.691082761597157147e-02,-9.888144750769312791e-03,2.047330398550300731e-02,8.122353160512367411e-04
2.068424339203701479e+01,1.015785354522996259e-01,-1.991758415345835642e-01,1.672107155592871333e-02,1.185014559662979109e-05
7.045094649568342504e+01,1.333676896455840977e-01,1.803106497615240278e-01,2.976039694868420210e-02,6.775967219170529201e-05
2.055545902243459722e+01,1.247525426286409944e-01,-1.185892755922974828e-01,2.174426069619685500e-02,3.876320522604824725e-05
8.027150345339424575e+01,1.202069741334533676e-01,-5.932162678492445412e-02,1.383834061645394320e-03,3.025441645127361387e-04
5.696411434411024999e+01,7.935806155071264967e-02,6.697187197819598654e-03,7.102525767776768535e-03,4.487487959291846010e-04
6.470860284928359363e+01,1.200871071611911700e-01,-1.882917325663057140e-01,1.983527814867521236e-02,5.185617535966130748e-05
4.588894629609236375e+01,6.171052704492661911e-02,1.118423614226053131e-01,1.268679908012676147e-02,5.159770451662362261e-05
5.333673920153943726e+01,1.446900465361348476e-01,1.246173535077078481e-01,9.408734975300390990e-03,1.005515284532996269e-04
2.596496446794861157e+01,1.401771423419103657e-01,1.109998400171918753e-02,2.689420848083056217e-02,1.184603501272682300e-04
8.377637297604631783e+01,7.155213977096397393e-02,-1.077027884493984566e-01,5.155661243403538395e-03,1.243344544159908716e-04
3.219251411838282451e+01,1.420920081660571044e-01,-1.988564559731619552e-01,1.732200752537525756e-02,2.773126997480063213e-05
6.421624494436395025e+01,7.824027237302111359e-02,1.070502664746658117e-01,2.497096682756645356e-02,9.968683914217381858e-05
7.167341166210654535e+01,1.065141480499798565e-01,1.101985087849122746e-01,9.400016513499255891e-03,1.413029421303681828e-04
3.662088502730038897e+01,7.230443840728457972e-02,9.359502379545059023e-03,1.710579778629145106e-02,3.226537295219664386e-04
2.085113505261434597e+01,1.241686740383370763e-01,-1.904629996616016285e-01,2.563005332775771319e-02,1.677860559756443019e-05
2.430571600163511192e+01,1.293963994055434275e-01,6.906135837996974641e-03,6.600449581631561043e-03,1.177424562368875149e-04
2.282832350596032711e+01,1.230897829085632889e-01,-1.196260001833959336e-01,1.591601098160155478e-02,4.257792626679722699e-05
5.297747014526502340e+01,7.393019499705591469e-02,-1.465724628007445129e-01,1.805136874670837735e-02,4.003345781595837589e-05
4.092243962111869848e+01,9.542117582806411424e-02,-2.243124141776475788e-02,1.129586273666158963e-02,2.503934905282718774e-04
2.330426451477095284e+01,1.288135340843052645e-01,-1.192693334384616333e-01,1.063366763744369448e-02,4.474710750026490556e-05
9.036636840183616926e+01,9.353927423694911869e-02,-3.953516547774538203e-02,1.830779704782174722e-02,4.768606425849050028e-04
3.311708126661078921e+01,7.044754246898851657e-02,-4.241115389356502757e-02,4.195539789563180327e-03,1.856100191398169625e-04
1.002964508445794145e+01,1.085889332605327190e-01,-9.488213273390125324e-02,2.249849926853983786e-02,2.424322013810014325e-05
3.835294557513883973e+01,1.156682686431666218e-01,1.972197006058695468e-01,1.511309747119733531e-02,2.673790788486997278e-05
3.319939217320139591e+01,1.429074656773231533e-01,3.429364102211582971e-02,1.357476445599866723e-02,1.348313719753600976e-04
4.564272684078588327e+01,7.502619508796093406e-02,1.588270175444771726e-01,1.217399086604448871e-02,2.946071900006458388e-05
3.129650295770010260e+01,1.483106529816594632e-01,1.964209902030835397e-01,2.910372833139234644e-02,2.834943494974014717e-05
4.042626932016278829e+01,6.641622575414439511e-02,9.764261770176010935e-02,1.119045333713707992e-02,6.694518945098403831e-05
6.006843381789402514e+01,1.108406971733282981e-01,-1.484168409873151961e-01,2.716432028955751560e-02,7.037679934907772482e-05
1.606437976690301284e+01,1.146847607333338209e-01,-1.052469589137703387e-01,2.833796231785447664e-02,3.404859848852489617e-05
1.614416752609205119e+01,9.179443835052036871e-02,1.041887599197768299e-01,3.665130395519920151e-03,3.189463972609373675e-05
3.293797510016594998e+01,1.246360000210190166e-01,9.678881657519018689e-02,1.840847766247183381e-02,8.106142449119027441e-05
4.966645546689139223e+01,8.270582133310122597e-02,-1.629237556286673438e-01,2.182679635560321255e-02,3.390215101348156753e-05
5.743199094387266967e+01,1.475985033020391080e-01,-1.902483018908919521e-01,1.474888371889975652e-02,5.597826784961650151e-05
3.737098594745713598e+01,6.834170937645180077e-02,9.328219173173751821e-02,1.583359362639831514e-02,6.869784656922471155e-05
1.259412360360637706e+01,9.192012972208704613e-02,-7.747603100775030116e-02,2.439039502171717888e-02,3.715236997945243574e-05
8.969733722270208887e+01,7.121726597752026100e-02,-1.170430710970210425e-01,9.243654904511063725e-03,1.101969942803327765e-04
3.566084220230113999e+01,9.965341709601667486e-02,1.825499640277019608e-01,2.332270163853637779e-02,2.407844018327923998e-05
5.505728600902394732e+01,1.449527163438139032e-01,-1.011070250900690665e-01,1.998376527860210375e-02,1.308525693233688985e-04
1.869523224128684902e+01,1.462583457852324464e-01,-8.229435392123601867e-02,1.399459819062136637e-02,5.310501044768582826e-05
2.285398028379473701e+01,8.203490173325563017e-02,3.710717404655135276e-02,5.876853439015502362e-03,1.324545394571183558e-04
7.067299728426840488e+01,7.208069684959891865e-02,-1.204053759763741294e-01,1.818531587746621088e-03,8.348166087196485510e-05
3.145326560457280962e+01,8.949211454148532641e-02,-9.358016596579542268e-02,4.085515288561837252e-03,7.282193153794984516e-05
6.504184349641667495e+01,8.026931490328620411e-02,1.837972982167188352e-01,1.677578766816444425e-02,3.210548691765313461e-05
5.726236973195576496e+01,6.050382857423877714e-02,-4.208852205590529749e-02,2.309482000289368384e-02,3.107141660041007314e-04
5.785268690149094795e+01,7.964810337813248153e-02,7.980622588661696881e-02,2.523891161566957364e-02,1.516047010122366021e-04
9.099383415008493614e+01,8.692215400001358783e-02,-5.480290062511197768e-02,1.401091996885395208e-02,3.956511878245636384e-04
5.256521130733791125e+01,1.455097175470656534e-01,-9.436679533527901620e-02,2.615087708220865514e-03,1.340435095808316910e-04
9.223968291812113307e+01,1.072875274947764218e-01,5.169685720376949317e-03,1.413574012705709482e-02,5.451849999684460360e-04
6.412033337820606960e+01,1.294113204348200097e-01,2.105381524017380188e-03,4.517469566190110072e-03,3.114398470374702722e-04
7.680584634121444765e+01,7.035877979617628786e-02,7.131095681759976046e-02,8.519725850507102807e-03,2.356826556943692678e-04
5.238927881815055798e+01,1.233787890993859326e-01,1.045247016700795728e-01,2.026211517917139715e-03,1.184967838605709465e-04
6.708851455567848632e+01,6.243870848734937862e-02,1.391255331602276879e-01,8.320478594680640744e-03,4.603548717540295360e-05
