t,S,ES,P,dS_dt
2.446489297859572076e+01,3.697215118518055732e+01,3.825126428056108696e-01,6.264533617201385596e+01,-1.900470949707243173e+00
2.447489497899579902e+01,3.695314570264788046e+01,3.823916918717285562e-01,6.266446260548041636e+01,-1.899865287871258079e+00
2.448489697939588083e+01,3.693414627842943787e+01,3.822707313207818758e-01,6.268358299024981051e+01,-1.899259585665766803e+00
2.449489897979595909e+01,3.691515291292694911e+01,3.821497612332813709e-01,6.270269732583980016e+01,-1.898653842902903399e+00
2.450490098019604090e+01,3.689616560646683752e+01,3.820287818428813043e-01,6.272180561169030710e+01,-1.898048058672628047e+00
2.451490298059611916e+01,3.687718435930030125e+01,3.819077935363800469e-01,6.274090784716334923e+01,-1.897442231344181884e+00
2.452490498099620098e+01,3.685820917160321386e+01,3.817867968537196344e-01,6.276000403154309737e+01,-1.896836358567523861e+00
2.453490698139627924e+01,3.683924004360354587e+01,3.816657922260081603e-01,6.277909416417047339e+01,-1.896230438509743266e+00
2.454490898179636105e+01,3.682027697595671611e+01,3.815447792004793004e-01,6.279817824484283051e+01,-1.895624473506002383e+00
2.455491098219643931e+01,3.680131996933148741e+01,3.814237572935423315e-01,6.281725627337499418e+01,-1.895018466033177695e+00
2.456491298259652112e+01,3.678236902432065136e+01,3.813027261763743403e-01,6.283632824950299778e+01,-1.894412417835801499e+00
2.457491498299659938e+01,3.676342414144238546e+01,3.811816856723183045e-01,6.285539417288532604e+01,-1.893806329939779598e+00
2.458491698339668119e+01,3.674448532114016075e+01,3.810606357568825930e-01,6.287445404310297903e+01,-1.893200202653822606e+00
2.459491898379675945e+01,3.672555256378285549e+01,3.809395765577415216e-01,6.289350785965942947e+01,-1.892594035570892563e+00
2.460492098419684126e+01,3.670662586966464147e+01,3.808185083547348526e-01,6.291255562198065121e+01,-1.891987827569628244e+00
2.461492298459691952e+01,3.668770523900506220e+01,3.806974315798682396e-01,6.293159732941509787e+01,-1.891381576815787557e+00
2.462492498499700133e+01,3.666879067195131370e+01,3.805763468125302196e-01,6.295063298123618267e+01,-1.890775280786139323e+00
2.463492698539707959e+01,3.664988216885020478e+01,3.804552542185170028e-01,6.296966257693130586e+01,-1.890168938903643792e+00
2.464492898579716140e+01,3.663097973039051425e+01,3.803341532535419733e-01,6.298868611635597148e+01,-1.889562553924935662e+00
2.465493098619723966e+01,3.661208335720522200e+01,3.802130434860294672e-01,6.300770359930877618e+01,-1.888956128073772334e+00
2.466493298659732147e+01,3.659319304985325516e+01,3.800919246355941583e-01,6.302671502551118010e+01,-1.888349662861674716e+00
2.467493498699739973e+01,3.657430880881948809e+01,3.799707965730413917e-01,6.304572039460749977e+01,-1.887743159089352751e+00
2.468493698739748154e+01,3.655543063451476371e+01,3.798496593203669613e-01,6.306471970616490097e+01,-1.887136616848136050e+00
2.469493898779755980e+01,3.653655852727588638e+01,3.797285130507572215e-01,6.308371295967338455e+01,-1.886530035521387427e+00
2.470494098819764162e+01,3.651769248736559348e+01,3.796073580885889753e-01,6.310270015454584325e+01,-1.885923413785933533e+00
2.471494298859771988e+01,3.649883251497261938e+01,3.794861949094295861e-01,6.312168129011798356e+01,-1.885316749613480170e+00
2.472494498899780169e+01,3.647997861023853972e+01,3.793650240844749222e-01,6.314065636567701745e+01,-1.884710040531952124e+00
2.473494698939787995e+01,3.646113077364541510e+01,3.792438454785974078e-01,6.315962538087602240e+01,-1.884103287376412750e+00
2.474494898979796176e+01,3.644228900586884379e+01,3.791226585521182413e-01,6.317858833557907161e+01,-1.883496492871803429e+00
2.475495099019804002e+01,3.642345330750812593e+01,3.790014629212294373e-01,6.319754522957067877e+01,-1.882889659010715810e+00
2.476495299059812183e+01,3.640462367908909158e+01,3.788802583523411815e-01,6.321649606255859766e+01,-1.882282787081264841e+00
2.477495499099820009e+01,3.638580012106417882e+01,3.787590447620822753e-01,6.323544083417377237e+01,-1.881675877668502972e+00
2.478495699139828190e+01,3.636698263381234852e+01,3.786378222172998020e-01,6.325437954397037998e+01,-1.881068930655827920e+00
2.479495899179836016e+01,3.634817121763918379e+01,3.785165909350594604e-01,6.327331219142579499e+01,-1.880461945226395759e+00
2.480496099219844197e+01,3.632936587277676921e+01,3.783953512826453425e-01,6.329223877594061776e+01,-1.879854919864520468e+00
2.481496299259852023e+01,3.631056659938381870e+01,3.782741037775599890e-01,6.331115929683866028e+01,-1.879247852357090132e+00
2.482496499299860204e+01,3.629177339763695898e+01,3.781528488983609826e-01,6.333007375346470980e+01,-1.878640740676318366e+00
2.483496699339868030e+01,3.627298626812765292e+01,3.780315862609567312e-01,6.334898214561142282e+01,-1.878033586815589295e+00
2.484496899379876211e+01,3.625420521149779063e+01,3.779103153729480580e-01,6.336788447312929407e+01,-1.877426393269560290e+00
2.485497099419884037e+01,3.623543022831378835e+01,3.777890358966679574e-01,6.338678073578957139e+01,-1.876819161809146541e+00
2.486497299459892218e+01,3.621666131906921038e+01,3.776677476436988146e-01,6.340567093328711934e+01,-1.876211893508468620e+00
2.487497499499900044e+01,3.619789848418482592e+01,3.775464505748726274e-01,6.342455506524033382e+01,-1.875604588746255796e+00
2.488497699539908226e+01,3.617914172400853090e+01,3.774251448002707288e-01,6.344343313119122740e+01,-1.874997247207238926e+00
2.489497899579916051e+01,3.616039103881544037e+01,3.773038305792240643e-01,6.346230513060536538e+01,-1.874389867883548888e+00
2.490498099619924233e+01,3.614164642880781741e+01,3.771825083203129148e-01,6.348117106287190126e+01,-1.873782449076108136e+00
2.491498299659932059e+01,3.612290789411522951e+01,3.770611785810970562e-01,6.350003092730369758e+01,-1.873174988397275476e+00
2.492498499699940240e+01,3.610417543500295778e+01,3.769398416356892212e-01,6.351888472336138847e+01,-1.872567484778890901e+00
2.493498699739948066e+01,3.608544905211417131e+01,3.768184969695050346e-01,6.353773245091635857e+01,-1.871959940813181289e+00
2.494498899779956247e+01,3.606672874605539647e+01,3.766971441411270383e-01,6.355657410980350619e+01,-1.871352358749236444e+00
2.495499099819964073e+01,3.604801451736096141e+01,3.765757828574217703e-01,6.357540969978164469e+01,-1.870744740145583229e+00
2.496499299859972254e+01,3.602930636649294627e+01,3.764544129735390987e-01,6.359423922053354516e+01,-1.870137085871566018e+00
2.497499499899980080e+01,3.601060429384122585e+01,3.763330344929125548e-01,6.361306267166588668e+01,-1.869529396108732699e+00
2.498499699939988261e+01,3.599190829972342698e+01,3.762116475672592775e-01,6.363188005270934156e+01,-1.868921670352217346e+00
2.499499899979996087e+01,3.597321838438497821e+01,3.760902524965800686e-01,6.365069136311847586e+01,-1.868313907412121555e+00
2.500500100020004268e+01,3.595453454799905302e+01,3.759688497291591158e-01,6.366949660227181340e+01,-1.867706105414894457e+00
2.501500300060012094e+01,3.593585679067787453e+01,3.758474398382703474e-01,6.368829576948388649e+01,-1.867098261912417234e+00
2.502500500100020275e+01,3.591718511280685533e+01,3.757260228266586233e-01,6.370708886436651142e+01,-1.866490377097647979e+00
2.503500700140028101e+01,3.589851951502939187e+01,3.756045981560061642e-01,6.372587588681463444e+01,-1.865882453663117335e+00
2.504500900180036282e+01,3.587985999792008585e+01,3.754831654288026122e-01,6.374465683665113858e+01,-1.865274493647075538e+00
2.505501100220044108e+01,3.586120656198195888e+01,3.753617243948587090e-01,6.376343171362321272e+01,-1.864666498404760286e+00
2.506501300260052290e+01,3.584255920764636016e+01,3.752402749513057412e-01,6.378220051740236585e+01,-1.864058468609762764e+00
2.507501500300060115e+01,3.582391793527305879e+01,3.751188171425960394e-01,6.380096324758437021e+01,-1.863450404255403425e+00
2.508501700340068297e+01,3.580528274515017273e+01,3.749973511605025900e-01,6.381971990368935366e+01,-1.862842304656098680e+00
2.509501900380076123e+01,3.578665363749420436e+01,3.748758773441194236e-01,6.383847048516170730e+01,-1.862234168448725136e+00
2.510502100420084304e+01,3.576803061245002624e+01,3.747543961798610046e-01,6.385721499137014234e+01,-1.861625993593992723e+00
2.511502300460092130e+01,3.574941367014003646e+01,3.746329081991885968e-01,6.387595342166080314e+01,-1.861017777848776200e+00
2.512502500500100311e+01,3.573080281106174283e+01,3.745114131487838893e-01,6.389468577578949748e+01,-1.860409522586263131e+00
2.513502700540108137e+01,3.571219803583375807e+01,3.743899105187391552e-01,6.391341205364753364e+01,-1.859801230358307356e+00
2.514502900580115963e+01,3.569359934499953368e+01,3.742683999538776174e-01,6.393213225504661068e+01,-1.859192903001300801e+00
2.515503100620124144e+01,3.567500673903153086e+01,3.741468812453835335e-01,6.395084637972311725e+01,-1.858584541676100876e+00
2.516503300660131970e+01,3.565642021833116360e+01,3.740253543308024176e-01,6.396955442733806052e+01,-1.857976146869384060e+00
2.517503500700140151e+01,3.563783978322882717e+01,3.739038192940408734e-01,6.398825639747715854e+01,-1.857367718395004808e+00
2.518503700740147977e+01,3.561926543398389100e+01,3.737822763653667613e-01,6.400695228965076922e+01,-1.856759255395350028e+00
2.519503900780156158e+01,3.560069717078467733e+01,3.736607259214089760e-01,6.402564210329394712e+01,-1.856150756342693775e+00
2.520504100820163984e+01,3.558213499374851096e+01,3.735391684851576688e-01,6.404432583776636534e+01,-1.855542219040548391e+00
2.521504300860172165e+01,3.556357890304613534e+01,3.734176044661864924e-01,6.406300349248770942e+01,-1.854933641816457479e+00
2.522504500900179991e+01,3.554502889925280584e+01,3.732960334255232548e-01,6.408167506732169727e+01,-1.854325026891090689e+00
2.523504700940188172e+01,3.552648498295307178e+01,3.731744549011675738e-01,6.410034056214578868e+01,-1.853716376587337233e+00
2.524504900980195998e+01,3.550794715466003026e+01,3.730528685787210530e-01,6.411899997676127327e+01,-1.853107692548525920e+00
2.525505101020204179e+01,3.548941541481632100e+01,3.729312742891896515e-01,6.413765331089452104e+01,-1.852498975749856003e+00
2.526505301060212005e+01,3.547088976379416181e+01,3.728096720089841831e-01,6.415630056419688287e+01,-1.851890226499738556e+00
2.527505501100220187e+01,3.545237020189532728e+01,3.726880618599198725e-01,6.417494173624477583e+01,-1.851281444441138291e+00
2.528505701140228012e+01,3.543385672935117015e+01,3.725664441092167434e-01,6.419357682653964048e+01,-1.850672628552920029e+00
2.529505901180236194e+01,3.541534934632259279e+01,3.724448191694992860e-01,6.421220583450794095e+01,-1.850063777151183642e+00
2.530506101220244020e+01,3.539684805290129077e+01,3.723231875962887405e-01,6.423082875950245807e+01,-1.849454887902070910e+00
2.531506301260252201e+01,3.537835284934915592e+01,3.722015495869338553e-01,6.424944560106393965e+01,-1.848845960111874742e+00
2.532506501300260027e+01,3.535986373626708712e+01,3.720799046249111397e-01,6.426805635910803005e+01,-1.848236996347786487e+00
2.533506701340268208e+01,3.534138071420834848e+01,3.719582522906124122e-01,6.428666103350107619e+01,-1.847627998730813070e+00
2.534506901380276034e+01,3.532290378365637196e+01,3.718365923088810532e-01,6.430525962403477536e+01,-1.847018968719829068e+00
2.535507101420284215e+01,3.530443294502473606e+01,3.717149245490112830e-01,6.432385213042628891e+01,-1.846409907112912974e+00
2.536507301460292041e+01,3.528596819865719425e+01,3.715932490247489395e-01,6.434243855231808595e+01,-1.845800814048671468e+00
2.537507501500300222e+01,3.526750954482763234e+01,3.714715658942907006e-01,6.436101888927811387e+01,-1.845191689007576574e+00
2.538507701540308048e+01,3.524905698374011820e+01,3.713498754602846952e-01,6.437959314079962780e+01,-1.844582530813290155e+00
2.539507901580316229e+01,3.523061051552884493e+01,3.712281781698301142e-01,6.439816130630136115e+01,-1.843973337633991294e+00
2.540508101620324055e+01,3.521217014027353542e+01,3.711064745823791644e-01,6.441672338514410967e+01,-1.843364107129791707e+00
2.541508301660332236e+01,3.519373585834093632e+01,3.709847646530353704e-01,6.443527937700605435e+01,-1.842754839714288329e+00
2.542508501700340062e+01,3.517530767032389605e+01,3.708630478581967926e-01,6.445382928181793147e+01,-1.842145537977580183e+00
2.543508701740348243e+01,3.515688557674615566e+01,3.707413238169293690e-01,6.447237309943693617e+01,-1.841536203857368381e+00
2.544508901780356069e+01,3.513846957806223514e+01,3.706195922918000263e-01,6.449091082964598343e+01,-1.840926838636498974e+00
2.545509101820364251e+01,3.512005967465736944e+01,3.704978531888764581e-01,6.450944247215377914e+01,-1.840317442944281678e+00
2.546509301860372076e+01,3.510165586684756533e+01,3.703761065577275136e-01,6.452796802659473485e+01,-1.839708016757807263e+00
2.547509501900380258e+01,3.508325815487954458e+01,3.702543525914228084e-01,6.454648749252905304e+01,-1.839098559403263611e+00
2.548509701940388084e+01,3.506486653893080785e+01,3.701325916265329474e-01,6.456500086944268446e+01,-1.838489069557251998e+00
2.549509901980396265e+01,3.504648101910954949e+01,3.700108241431294687e-01,6.458350815674734235e+01,-1.837879545248098712e+00
2.550510102020404091e+01,3.502810159550688951e+01,3.698890506553925150e-01,6.460200935383774379e+01,-1.837269984353028462e+00
2.551510302060412272e+01,3.500972826858307485e+01,3.697672708986315948e-01,6.462050446051833319e+01,-1.836660388282012057e+00
2.552510502100420098e+01,3.499136103890564442e+01,3.696454843784836020e-01,6.463899347671589624e+01,-1.836050759483213612e+00
2.553510702140428279e+01,3.497299990696957650e+01,3.695236907511855740e-01,6.465747640227927207e+01,-1.835441099719345104e+00
2.554510902180436105e+01,3.495464487320116120e+01,3.694018898155284614e-01,6.467595323698334653e+01,-1.834831410105469685e+00
2.555511102220444286e+01,3.493629593795802180e+01,3.692800815128569614e-01,6.469442398052915166e+01,-1.834221691110301977e+00
2.556511302260452112e+01,3.491795310152911469e+01,3.691582659270695177e-01,6.471288863254385149e+01,-1.833611942557519248e+00
2.557511502300460293e+01,3.489961636413471524e+01,3.690364432846184872e-01,6.473134719258069936e+01,-1.833002163627058811e+00
2.558511702340468119e+01,3.488128572592644616e+01,3.689146139545099734e-01,6.474979966011908061e+01,-1.832392352856423212e+00
2.559511902380476300e+01,3.486296118698722779e+01,3.687927784483037708e-01,6.476824603456449836e+01,-1.831782508141979404e+00
2.560512102420484126e+01,3.484464274744957635e+01,3.686709371713142724e-01,6.478668631537914280e+01,-1.831172627863456359e+00
2.561512302460492307e+01,3.482633040783822764e+01,3.685490896990032961e-01,6.480512050246279898e+01,-1.830562714148269654e+00
2.562512502500500133e+01,3.480802416868927907e+01,3.684272355793690168e-01,6.482354859573138128e+01,-1.829952769244553856e+00
2.563512702540508315e+01,3.478972403046960693e+01,3.683053745043353144e-01,6.484197059502608340e+01,-1.829342794748167300e+00
2.564512902580516140e+01,3.477142999357801045e+01,3.681835063074359038e-01,6.486038650011458628e+01,-1.828732791614455566e+00
2.565513102620524322e+01,3.475314205834517622e+01,3.680616309638142236e-01,6.487879631069102970e+01,-1.828122760159537785e+00
2.566513302660532148e+01,3.473486022503374215e+01,3.679397485902236586e-01,6.489720002637606910e+01,-1.827512700061603601e+00
2.567513502700540329e+01,3.471658449383819800e+01,3.678178594450273176e-01,6.491559764671680455e+01,-1.826902610362193258e+00
2.568513702740548155e+01,3.469831486488499195e+01,3.676959639281981440e-01,6.493398917118683755e+01,-1.826292489467499891e+00
2.569513902780556336e+01,3.468005133823300667e+01,3.675740625801517392e-01,6.495237459918686795e+01,-1.825682335154895197e+00
2.570514102820564162e+01,3.466179391408939381e+01,3.674521556265225031e-01,6.497075393028410417e+01,-1.825072146620974500e+00
2.571514302860572343e+01,3.464354259300213812e+01,3.673302425691742368e-01,6.498912716442870874e+01,-1.824461926316740312e+00
2.572514502900580169e+01,3.462529737547826159e+01,3.672083229935826920e-01,6.500749430152818320e+01,-1.823851676313895886e+00
2.573514702940588350e+01,3.460705826195723489e+01,3.670863966258923194e-01,6.502585534141690005e+01,-1.823241398049411321e+00
2.574514902980596176e+01,3.458882525281105558e+01,3.669644633329168792e-01,6.504421028385604586e+01,-1.822631092326803870e+00
2.575515103020604357e+01,3.457059834834418410e+01,3.668425231221388305e-01,6.506255912853370660e+01,-1.822020759317416916e+00
2.576515303060612183e+01,3.455237754879357936e+01,3.667205761417098864e-01,6.508090187506473967e+01,-1.821410398561702060e+00
2.577515503100620364e+01,3.453416285432866317e+01,3.665986226804504033e-01,6.509923852299090186e+01,-1.820800008970489881e+00
2.578515703140628190e+01,3.451595426505139130e+01,3.664766631678501585e-01,6.511756907178077824e+01,-1.820189588826272908e+00
2.579515903180636371e+01,3.449775178100568951e+01,3.663546981539610448e-01,6.513589352084036932e+01,-1.819579135874546783e+00
2.580516103220644197e+01,3.447955540248624118e+01,3.662327276563542289e-01,6.515421186985743418e+01,-1.818968650249178198e+00
2.581516303260652379e+01,3.446136513003614965e+01,3.661107511625117383e-01,6.517252411880136265e+01,-1.818358134456791397e+00
2.582516503300660204e+01,3.444318096413516628e+01,3.659887682916199148e-01,6.519083026757323296e+01,-1.817747590410977221e+00
2.583516703340668386e+01,3.442500290519605244e+01,3.658667788025963818e-01,6.520913031600137799e+01,-1.817137019397598641e+00
2.584516903380676212e+01,3.440683095356466481e+01,3.657447825940901009e-01,6.522742426384127157e+01,-1.816526422076065073e+00
2.585517103420684393e+01,3.438866510951990563e+01,3.656227797044813155e-01,6.524571211077564215e+01,-1.815915798480591592e+00
2.586517303460692219e+01,3.437050537327375110e+01,3.655007703118816620e-01,6.526399385641438755e+01,-1.815305148021471027e+00
2.587517503500700400e+01,3.435235174497123012e+01,3.653787547341339481e-01,6.528226950029466025e+01,-1.814694469486334949e+00
2.588517703540708226e+01,3.433420422469043132e+01,3.652567334288125411e-01,6.530053904188078207e+01,-1.814083761041414222e+00
2.589517903580716407e+01,3.431606281247620416e+01,3.651347069219453290e-01,6.531880248060187455e+01,-1.813473020550818937e+00
2.590518103620724233e+01,3.429792750870515761e+01,3.650126750336688541e-01,6.533705981626118842e+01,-1.812862249030514183e+00
2.591518303660732414e+01,3.427979831390033638e+01,3.648906372693220823e-01,6.535531104883035880e+01,-1.812251448898418715e+00
2.592518503700740240e+01,3.426167522851486069e+01,3.647685932803695352e-01,6.537355617820479381e+01,-1.811640621917691707e+00
2.593518703740748421e+01,3.424355825293545763e+01,3.646465428570723200e-01,6.539179520420748304e+01,-1.811029769230705355e+00
2.594518903780756247e+01,3.422544738748253224e+01,3.645244859284884620e-01,6.541002812658899757e+01,-1.810418891360305427e+00
2.595519103820764428e+01,3.420734263241006801e+01,3.644024225624726832e-01,6.542825494502747574e+01,-1.809807988211056262e+00
2.596519303860772254e+01,3.418924398790574060e+01,3.642803529656767902e-01,6.544647565912860898e+01,-1.809197059070502656e+00
2.597519503900780435e+01,3.417115145409079702e+01,3.641582774835491754e-01,6.546469026842567018e+01,-1.808586102610412194e+00
2.598519703940788261e+01,3.415306503102018354e+01,3.640361966003351490e-01,6.548289877237949952e+01,-1.807975116888033806e+00
2.599519903980796443e+01,3.413498471875962537e+01,3.639141107753048887e-01,6.550110117046509117e+01,-1.807364100075055102e+00
2.600520104020804268e+01,3.411691051775009953e+01,3.637920196674073181e-01,6.551929746258251441e+01,-1.806753053901150707e+00
2.601520304060812450e+01,3.409884242848727354e+01,3.636699228154411379e-01,6.553748764869730792e+01,-1.806141980626900789e+00
2.602520504100820276e+01,3.408078045139830436e+01,3.635478199017345147e-01,6.555567172869997705e+01,-1.805530881872545290e+00
2.603520704140828457e+01,3.406272458684455984e+01,3.634257107464807790e-01,6.557384970240897815e+01,-1.804919758644414340e+00
2.604520904180836283e+01,3.404467483512160442e+01,3.633035953077390912e-01,6.559202156957067587e+01,-1.804308611336162604e+00
2.605521104220844464e+01,3.402663119645920631e+01,3.631814736814337197e-01,6.561018732985938584e+01,-1.803697439730016949e+00
2.606521304260852290e+01,3.400859367102133746e+01,3.630593461013549295e-01,6.562834698287733204e+01,-1.803086242998010569e+00
2.607521504300860116e+01,3.399056225890617355e+01,3.629372129391580382e-01,6.564650052815468939e+01,-1.802475019703225545e+00
2.608521704340868297e+01,3.397253696014608693e+01,3.628150747043640267e-01,6.566464796514956959e+01,-1.801863767801027638e+00
2.609521904380876123e+01,3.395451777485055800e+01,3.626929317404323228e-01,6.568278929340903005e+01,-1.801252485985306517e+00
2.610522104420884304e+01,3.393650470349820836e+01,3.625707836011435869e-01,6.570092451290067004e+01,-1.800641176445553215e+00
2.611522304460892130e+01,3.391849774655639038e+01,3.624486298608150525e-01,6.571905362358280911e+01,-1.800029841277173581e+00
2.612522504500900311e+01,3.390049690442696573e+01,3.623264702312418706e-01,6.573717662534181727e+01,-1.799418481964838445e+00
2.613522704540908137e+01,3.388250217744656823e+01,3.622043045611569312e-01,6.575529351799229971e+01,-1.798807099386108277e+00
2.614522904580916318e+01,3.386451356588658257e+01,3.620821328362302527e-01,6.577340430127721049e+01,-1.798195693812661089e+00
2.615523104620924144e+01,3.384653106995318694e+01,3.619599551790692593e-01,6.579150897486775307e+01,-1.797584264911526120e+00
2.616523304660932325e+01,3.382855468978731039e+01,3.618377718492187811e-01,6.580960753836349397e+01,-1.796972811746304632e+00
2.617523504700940151e+01,3.381058442546465415e+01,3.617155832431611096e-01,6.582769999129220651e+01,-1.796361332778395603e+00
2.618523704740948332e+01,3.379262027699696347e+01,3.615933898915956179e-01,6.584578633311146234e+01,-1.795749825880220474e+00
2.619523904780956158e+01,3.377466224455810107e+01,3.614711919774269422e-01,6.586386656346449797e+01,-1.795138290460841946e+00
2.620524104820964340e+01,3.375671032863483134e+01,3.613489890116282632e-01,6.588194068235355871e+01,-1.794526728890796452e+00
2.621524304860972165e+01,3.373876452966904083e+01,3.612267805980719504e-01,6.590000868973291404e+01,-1.793915143127954748e+00
2.622524504900980347e+01,3.372082484803791402e+01,3.611045664766425189e-01,6.591807058548546649e+01,-1.793303534528596366e+00
2.623524704940988173e+01,3.370289128405399737e+01,3.609823465232369633e-01,6.593612636942279437e+01,-1.792691903848626866e+00
2.624524904980996354e+01,3.368496383796513527e+01,3.608601207497647567e-01,6.595417604128512323e+01,-1.792080251244792644e+00
2.625525105021004180e+01,3.366704250995452696e+01,3.607378893041477963e-01,6.597221960074135438e+01,-1.791468576275903724e+00
2.626525305061012361e+01,3.364912730014067677e+01,3.606156524703203470e-01,6.599025704738902220e+01,-1.790856877904037470e+00
2.627525505101020187e+01,3.363121820857745803e+01,3.604934106682291528e-01,6.600828838075433680e+01,-1.790245154495762492e+00
2.628525705141028368e+01,3.361331523526361309e+01,3.603711644333990050e-01,6.602631360030301266e+01,-1.789633403913076570e+00
2.629525905181036194e+01,3.359541838044140860e+01,3.602489137786021312e-01,6.604433270578000759e+01,-1.789021626316368518e+00
2.630526105221044375e+01,3.357752764458916062e+01,3.601266582073224254e-01,6.606234569720353988e+01,-1.788409824100605894e+00
2.631526305261052201e+01,3.355964302812417088e+01,3.600043973510831385e-01,6.608035257452476685e+01,-1.787797999095601664e+00
2.632526505301060382e+01,3.354176453139957914e+01,3.598821309764978493e-01,6.609835333762394782e+01,-1.787186152536260675e+00
2.633526705341068208e+01,3.352389215470445549e+01,3.597598589852711859e-01,6.611634798631028787e+01,-1.786574285063782686e+00
2.634526905381076389e+01,3.350602589826372224e+01,3.596375814141981597e-01,6.613433652032209409e+01,-1.785962396726869406e+00
2.635527105421084215e+01,3.348816576223823205e+01,3.595152984351647207e-01,6.615231893932661933e+01,-1.785350486982924423e+00
2.636527305461092396e+01,3.347031174672467557e+01,3.593930103551472577e-01,6.617029524292019005e+01,-1.784738554699257573e+00
2.637527505501100222e+01,3.345246385175568804e+01,3.592707176162129867e-01,6.618826543062812107e+01,-1.784126598154287091e+00
2.638527705541108404e+01,3.343462207732764568e+01,3.591484207358645042e-01,6.620622950193650524e+01,-1.783514615299630623e+00
2.639527905581116229e+01,3.341678642374596819e+01,3.590261195669806060e-01,6.622418745668707629e+01,-1.782902606996008776e+00
2.640528105621124411e+01,3.339895689147055435e+01,3.589038136269193102e-01,6.624213929490254316e+01,-1.782290575569149826e+00
2.641528305661132237e+01,3.338113348089471089e+01,3.587815025735095475e-01,6.626008501653180360e+01,-1.781678522727732972e+00
2.642528505701140418e+01,3.336331619234816515e+01,3.586591861987521446e-01,6.627802462145309903e+01,-1.781066449592140000e+00
2.643528705741148244e+01,3.334550502609712197e+01,3.585368644288202677e-01,6.629595810947408552e+01,-1.780454356695659213e+00
2.644528905781156425e+01,3.332769998234418551e+01,3.584145373240590349e-01,6.631388548033177699e+01,-1.779842243985665151e+00
2.645529105821164251e+01,3.330990106122844452e+01,3.582922050789859036e-01,6.633180673369258784e+01,-1.779230110824819633e+00
2.646529305861172432e+01,3.329210826282541547e+01,3.581698680222902831e-01,6.634972186915230452e+01,-1.778617955992253918e+00
2.647529505901180258e+01,3.327432158714707100e+01,3.580475266168339221e-01,6.636763088623611395e+01,-1.778005777684759758e+00
2.648529705941188439e+01,3.325654103419982022e+01,3.579251813353049871e-01,6.638553378446489717e+01,-1.777393574059578762e+00
2.649529905981196265e+01,3.323876660434057584e+01,3.578028318947791275e-01,6.640343056376465825e+01,-1.776781346567011699e+00
2.650530106021204446e+01,3.322099829800553294e+01,3.576804778378536165e-01,6.642132122415662820e+01,-1.776169097414585618e+00
2.651530306061212272e+01,3.320323611556464272e+01,3.575581188473356264e-01,6.643920576558804214e+01,-1.775556828196608095e+00
2.652530506101220453e+01,3.318548005732478856e+01,3.574357547392892354e-01,6.645708418793593353e+01,-1.774944539925638276e+00
2.653530706141228279e+01,3.316773012352992112e+01,3.573133854630353712e-01,6.647495649100706316e+01,-1.774332233033679262e+00
2.654530906181236460e+01,3.314998631436093035e+01,3.571910111011515898e-01,6.649282267453793338e+01,-1.773719907373349836e+00
2.655531106221244286e+01,3.313224862993574504e+01,3.570686318694725192e-01,6.651068273819480225e+01,-1.773107562219066180e+00
2.656531306261252467e+01,3.311451707030925462e+01,3.569462481170893042e-01,6.652853668157366940e+01,-1.772495196268216500e+00
2.657531506301260293e+01,3.309679163547339442e+01,3.568238603263502173e-01,6.654638450420027596e+01,-1.771882807642341850e+00
2.658531706341268475e+01,3.307907232545787934e+01,3.567014688961620550e-01,6.656422620564596571e+01,-1.771270394828305061e+00
2.659531906381276301e+01,3.306135914065495740e+01,3.565790734418797236e-01,6.658206178590317847e+01,-1.770657959713219931e+00
2.660532106421284482e+01,3.304365208147552835e+01,3.564566735347954873e-01,6.659989124498969204e+01,-1.770045504372368850e+00
2.661532306461292308e+01,3.302595114826675626e+01,3.563342688813858072e-01,6.661771458285187464e+01,-1.769433030292290487e+00
2.662532506501300489e+01,3.300825634131332009e+01,3.562118593204716688e-01,6.663553179936621973e+01,-1.768820538384263230e+00
2.663532706541308315e+01,3.299056766083745629e+01,3.560894448232189147e-01,6.665334289433933179e+01,-1.768208028985482017e+00
2.664532906581316496e+01,3.297288510699894459e+01,3.559670254931378564e-01,6.667114786750792632e+01,-1.767595501860216967e+00
2.665533106621324322e+01,3.295520867989512226e+01,3.558446015660837736e-01,6.668894671853880141e+01,-1.766982956200985999e+00
2.666533306661332503e+01,3.293753837956086272e+01,3.557221734102564148e-01,6.670673944702889457e+01,-1.766370390629717235e+00
2.667533506701340329e+01,3.291987420596860403e+01,3.555997415262004968e-01,6.672452605250521174e+01,-1.765757803198913178e+00
2.668533706741348510e+01,3.290221615918490983e+01,3.554773062094404579e-01,6.674230653460566032e+01,-1.765145192850273048e+00
2.669533906781356336e+01,3.288456423961819297e+01,3.553548670142862020e-01,6.676008089336754381e+01,-1.764532561728305637e+00
2.670534106821364517e+01,3.286691844765530846e+01,3.552324235381297823e-01,6.677784912880657942e+01,-1.763919911788335071e+00
2.671534306861372343e+01,3.284927878362120879e+01,3.551099755098251487e-01,6.679561124086897905e+01,-1.763307244415581287e+00
2.672534506901380524e+01,3.283164524777892979e+01,3.549875227896621133e-01,6.681336722943142092e+01,-1.762694560426428581e+00
2.673534706941388350e+01,3.281401784032960478e+01,3.548650653693663504e-01,6.683111709430103531e+01,-1.762081860069582229e+00
2.674534906981396531e+01,3.279639656141245752e+01,3.547426033720992855e-01,6.684886083521546141e+01,-1.761469143027224238e+00
