t,omega,theta,domega_dt,domega_dt_noisy
1.817963592718543797e+00,6.991251419934931377e+00,1.042272842639718178e+01,7.750086567627140210e-02,2.409728191420049126e-02
1.818763752750550022e+00,6.991313354856397488e+00,1.042832257095632187e+01,7.730404346184159559e-02,3.075122065403517180e-01
1.819563912782556470e+00,6.991375132468269804e+00,1.043391676501672904e+01,7.710772060588964860e-02,-4.759561522183709537e-01
1.820364072814562917e+00,6.991436753168070339e+00,1.043951100845317193e+01,7.691189584890995024e-02,1.284722473565042544e-01
1.821164232846569364e+00,6.991498217352429378e+00,1.044510530114070335e+01,7.671656793420819631e-02,-3.217813180330105771e-01
1.821964392878575811e+00,6.991559525417082810e+00,1.045069964295465859e+01,7.652173560790938300e-02,7.574769963947573792e-02
1.822764552910582037e+00,6.991620677756873903e+00,1.045629403377065181e+01,7.632739761896117914e-02,3.412363923092657236e-01
1.823564712942588484e+00,6.991681674765754195e+00,1.046188847346458495e+01,7.613355271911817490e-02,-1.060546492749305236e-01
1.824364872974594931e+00,6.991742516836779942e+00,1.046748296191263705e+01,7.594019966296425284e-02,-3.806333523634153337e-01
1.825165033006601378e+00,6.991803204362115665e+00,1.047307749899127138e+01,7.574733720789711411e-02,3.351714747903319358e-01
1.825965193038607826e+00,6.991863737733033268e+00,1.047867208457723009e+01,7.555496411412504498e-02,3.767194437164673171e-01
1.826765353070614051e+00,6.991924117339908484e+00,1.048426671854753778e+01,7.536307914469365932e-02,1.750784906585085010e-01
1.827565513102620498e+00,6.991984343572228866e+00,1.048986140077950502e+01,7.517168106544643014e-02,3.262253397507028918e-01
1.828365673134626945e+00,6.992044416818584907e+00,1.049545613115072129e+01,7.498076864505673345e-02,-8.551718740025990306e-02
1.829165833166633393e+00,6.992104337466676256e+00,1.050105090953905673e+01,7.479034065501383166e-02,3.093133390141741268e-01
1.829965993198639840e+00,6.992164105903307281e+00,1.050664573582266392e+01,7.460039586962774472e-02,4.147252358267674022e-01
1.830766153230646065e+00,6.992223722514392392e+00,1.051224060987997788e+01,7.441093306602250546e-02,2.024467192375808688e-01
1.831566313262652512e+00,6.992283187684949830e+00,1.051783553158971962e+01,7.422195102414427814e-02,1.304347880136360049e-01
1.832366473294658960e+00,6.992342501799106991e+00,1.052343050083088372e+01,7.403344852675769472e-02,3.306911162971105655e-01
1.833166633326665407e+00,6.992401665240096875e+00,1.052902551748275251e+01,7.384542435944461969e-02,3.002349339115291116e-01
1.833966793358671632e+00,6.992460678390260753e+00,1.053462058142488544e+01,7.365787731061136656e-02,-7.610760047205021583e-02
1.834766953390678079e+00,6.992519541631044611e+00,1.054021569253713153e+01,7.347080617147831727e-02,3.454761358991300102e-01
1.835567113422684526e+00,6.992578255343003590e+00,1.054581085069961510e+01,7.328420973608640310e-02,2.222081463791373002e-01
1.836367273454690974e+00,6.992636819905798440e+00,1.055140605579274293e+01,7.309808680129784020e-02,1.048370451137975307e-01
1.837167433486697421e+00,6.992695235698197287e+00,1.055700130769720779e+01,7.291243616679210504e-02,3.336562146706611443e-01
1.837967593518703646e+00,6.992753503098075640e+00,1.056259660629397601e+01,7.272725663506829363e-02,2.578177558801349467e-01
1.838767753550710093e+00,6.992811622482415501e+00,1.056819195146430701e+01,7.254254701144643991e-02,2.217294500488847242e-01
1.839567913582716541e+00,6.992869594227305363e+00,1.057378734308973556e+01,7.235830610406587815e-02,-2.921133344611478999e-02
1.840368073614722988e+00,6.992927418707940213e+00,1.057938278105207530e+01,7.217453272388943408e-02,2.388694567172724714e-01
1.841168233646729435e+00,6.992985096298625081e+00,1.058497826523342766e+01,7.199122568469097649e-02,-1.497116567757088568e-01
1.841968393678735660e+00,6.993042627372767051e+00,1.059057379551617295e+01,7.180838380307449920e-02,4.651855924877673631e-02
1.842768553710742108e+00,6.993100012302884139e+00,1.059616937178297391e+01,7.162600589845974364e-02,-2.670262494986696544e-01
1.843568713742748555e+00,6.993157251460599966e+00,1.060176499391677751e+01,7.144409079308337851e-02,-2.694342891280275265e-01
1.844368873774755002e+00,6.993214345216643757e+00,1.060736066180080783e+01,7.126263731200972729e-02,1.598738579767901014e-01
1.845169033806761449e+00,6.993271293940854783e+00,1.061295637531857317e+01,7.108164428311641858e-02,5.468030437130631805e-02
1.845969193838767675e+00,6.993328098002176141e+00,1.061855213435386425e+01,7.090111053710575206e-02,8.785199078621784563e-02
1.846769353870774122e+00,6.993384757768658311e+00,1.062414793879075425e+01,7.072103490750084043e-02,1.891110302572573121e-01
1.847569513902780569e+00,6.993441273607460928e+00,1.062974378851359702e+01,7.054141623064588695e-02,1.405381537901378985e-01
1.848369673934787016e+00,6.993497645884848346e+00,1.063533968340702529e+01,7.036225334570260503e-02,-1.069146169547252195e-01
1.849169833966793464e+00,6.993553874966193185e+00,1.064093562335596133e+01,7.018354509465216107e-02,8.486990164678129278e-02
1.849969993998799689e+00,6.993609961215973669e+00,1.064653160824559919e+01,7.000529032230733140e-02,5.659124873715737358e-02
1.850770154030806136e+00,6.993665904997776295e+00,1.065212763796142603e+01,6.982748787628882681e-02,-3.416659388389778340e-02
1.851570314062812583e+00,6.993721706674292271e+00,1.065772371238920080e+01,6.965013660705034193e-02,4.474044865493574663e-02
1.852370474094819031e+00,6.993777366607323742e+00,1.066331983141497020e+01,6.947323536785487974e-02,-3.609969451402558760e-03
1.853170634126825478e+00,6.993832885157775792e+00,1.066891599492506160e+01,6.929678301479766378e-02,-6.052498451364407561e-02
1.853970794158831703e+00,6.993888262685661772e+00,1.067451220280608126e+01,6.912077840678766683e-02,2.268664707384154822e-03
1.854770954190838150e+00,6.993943499550103304e+00,1.068010845494492322e+01,6.894522040555971232e-02,1.159416749248076695e-01
1.855571114222844598e+00,6.993998596109326726e+00,1.068570475122875685e+01,6.877010787566907590e-02,4.814151750467519086e-01
1.856371274254851045e+00,6.994053552720666644e+00,1.069130109154503927e+01,6.859543968449524631e-02,-9.480104991522750324e-02
1.857171434286857270e+00,6.994108369740565045e+00,1.069689747578150296e+01,6.842121470223040680e-02,1.728046865880015770e-01
1.857971594318863717e+00,6.994163047524569521e+00,1.070249390382616816e+01,6.824743180190154246e-02,-2.240183189332062008e-01
1.858771754350870165e+00,6.994217586427335931e+00,1.070809037556733578e+01,6.807408985934583490e-02,3.860790543597883984e-01
1.859571914382876612e+00,6.994271986802624852e+00,1.071368689089358561e+01,6.790118775323250588e-02,1.226122085877828782e-03
1.860372074414883059e+00,6.994326249003306906e+00,1.071928344969378166e+01,6.772872436504187577e-02,9.550385605879738171e-02
1.861172234446889284e+00,6.994380373381356542e+00,1.072488005185706861e+01,6.755669857909238352e-02,3.230405350697030942e-01
1.861972394478895731e+00,6.994434360287857366e+00,1.073047669727287534e+01,6.738510928250886212e-02,2.649205378705378200e-01
1.862772554510902179e+00,6.994488210072999479e+00,1.073607338583090964e+01,6.721395536524525649e-02,-2.311579207526688329e-01
1.863572714542908626e+00,6.994541923086078583e+00,1.074167011742116351e+01,6.704323572007929444e-02,1.780818096954587815e-01
1.864372874574915073e+00,6.994595499675499539e+00,1.074726689193390783e+01,6.687294924260919760e-02,2.139449382756752893e-02
1.865173034606921298e+00,6.994648940188771924e+00,1.075286370925969770e+01,6.670309483125654026e-02,1.905278045403248077e-01
1.865973194638927746e+00,6.994702244972512695e+00,1.075846056928937067e+01,6.653367138726863639e-02,9.701054892763363857e-02
1.866773354670934193e+00,6.994755414372447966e+00,1.076405747191404494e+01,6.636467781470264948e-02,2.135725324719774942e-01
1.867573514702940640e+00,6.994808448733407680e+00,1.076965441702512116e+01,6.619611302045917689e-02,1.245872407225590006e-01
1.868373674734947087e+00,6.994861348399330936e+00,1.077525140451427887e+01,6.602797591424479362e-02,3.805710958910062114e-02
1.869173834766953313e+00,6.994914113713262438e+00,1.078084843427348360e+01,6.586026540859717116e-02,3.012560631837455372e-01
1.869973994798959760e+00,6.994966745017354270e+00,1.078644550619498155e+01,6.569298041887647321e-02,-2.431163355508517976e-01
1.870774154830966207e+00,6.995019242652865898e+00,1.079204262017129956e+01,6.552611986326131732e-02,-2.108589581869725615e-02
1.871574314862972654e+00,6.995071606960162391e+00,1.079763977609524694e+01,6.535968266276337424e-02,-1.257601196086987894e-01
1.872374474894979102e+00,6.995123838278717976e+00,1.080323697385991544e+01,6.519366774120392838e-02,3.641935924377391609e-02
1.873174634926985327e+00,6.995175936947110706e+00,1.080883421335867567e+01,6.502807402524225788e-02,-2.096047205395083768e-02
1.873974794958991774e+00,6.995227903303028683e+00,1.081443149448518781e+01,6.486290044434898927e-02,3.525330137360574434e-02
1.874774954990998221e+00,6.995279737683265608e+00,1.082002881713338382e+01,6.469814593082616472e-02,-3.338949373972988077e-02
1.875575115023004669e+00,6.995331440423720792e+00,1.082562618119748521e+01,6.453380941980066399e-02,-2.938579202074899366e-02
1.876375275055011116e+00,6.995383011859403588e+00,1.083122358657199058e+01,6.436988984921124257e-02,-2.644404321376502276e-01
1.877175435087017341e+00,6.995434452324427177e+00,1.083682103315168277e+01,6.420638615983534359e-02,5.667248626635502246e-02
1.877975595119023788e+00,6.995485762152013010e+00,1.084241852083162705e+01,6.404329729526309078e-02,1.257042791999913867e-01
1.878775755151030236e+00,6.995536941674489029e+00,1.084801604950716936e+01,6.388062220192165797e-02,-5.538994174316146102e-02
1.879575915183036683e+00,6.995587991223292335e+00,1.085361361907393629e+01,6.371835982904160145e-02,-6.766915250916603897e-02
1.880376075215042908e+00,6.995638911128962967e+00,1.085921122942783512e+01,6.355650912870293434e-02,-6.535878471992405403e-02
1.881176235247049355e+00,6.995689701721150122e+00,1.086480888046506443e+01,6.339506905579044005e-02,3.992032497588404727e-01
1.881976395279055803e+00,6.995740363328611267e+00,1.087040657208209282e+01,6.323403856801800005e-02,1.008375990782195697e-01
1.882776555311062250e+00,6.995790896279208582e+00,1.087600430417567665e+01,6.307341662592938492e-02,1.406213446354452890e-01
1.883576715343068697e+00,6.995841300899912518e+00,1.088160207664285117e+01,6.291320219288561166e-02,2.832058478509889843e-03
1.884376875375074922e+00,6.995891577516798243e+00,1.088719988938093763e+01,6.275339423508341508e-02,-3.723562111699532662e-02
1.885177035407081370e+00,6.995941726455050969e+00,1.089279774228753794e+01,6.259399172152742274e-02,-1.131219162357235547e-01
1.885977195439087817e+00,6.995991748055123693e+00,1.089839563525541521e+01,6.243499357267054406e-02,3.708605516999724516e-01
1.886777355471094264e+00,6.996041642661384508e+00,1.090399356817608911e+01,6.227639869648961962e-02,-2.778096458218479725e-01
1.887577515503100711e+00,6.996091410591618320e+00,1.090959154094948680e+01,6.211820608548297706e-02,1.221122623051555112e-01
1.888377675535106937e+00,6.996141052162707652e+00,1.091518955347582320e+01,6.196041473499802610e-02,5.715210100936438109e-02
1.889177835567113384e+00,6.996190567690870665e+00,1.092078760565552287e+01,6.180302364248128205e-02,1.067856444440393876e-02
1.889977995599119831e+00,6.996239957491660277e+00,1.092638569738921817e+01,6.164603180748030181e-02,-2.516354738154813475e-01
1.890778155631126278e+00,6.996289221879966824e+00,1.093198382857775108e+01,6.148943823163820904e-02,-1.855156479134847936e-01
1.891578315663132726e+00,6.996338361170013620e+00,1.093758199912217499e+01,6.133324191870194453e-02,2.576661864242065780e-01
1.892378475695138951e+00,6.996387375675362286e+00,1.094318020892374932e+01,6.117744187450296911e-02,-7.756915526724109111e-02
1.893178635727145398e+00,6.996436265708906532e+00,1.094877845788394666e+01,6.102203710698927280e-02,2.368416030208249368e-01
1.893978795759151845e+00,6.996485031582878378e+00,1.095437674590444743e+01,6.086702662620085968e-02,1.948127657153674586e-01
1.894778955791158292e+00,6.996533673608842818e+00,1.095997507288714168e+01,6.071240944427441083e-02,1.765891466666129617e-01
1.895579115823164740e+00,6.996582192097702269e+00,1.096557343873412904e+01,6.055818457545077832e-02,2.128564823050546062e-01
1.896379275855170965e+00,6.996630587359693898e+00,1.097117184334771878e+01,6.040435103606086459e-02,-1.816489654437003221e-01
1.897179435887177412e+00,6.996678859704390518e+00,1.097677028663043330e+01,6.025090784454611992e-02,-3.456103512104262421e-02
1.897979595919183859e+00,6.996727009440698808e+00,1.098236876848499577e+01,6.009785402143919680e-02,1.958180119873795533e-01
1.898779755951190307e+00,6.996775036876862863e+00,1.098796728881434781e+01,5.994518858937995798e-02,-1.925272675374218867e-01
1.899579915983196754e+00,6.996822942320460648e+00,1.099356584752163712e+01,5.979291057310172353e-02,3.927129659727897626e-01
1.900380076015202979e+00,6.996870726078407543e+00,1.099916444451021746e+01,5.964101899943343582e-02,-5.228666515548805599e-02
1.901180236047209426e+00,6.996918388456951021e+00,1.100476307968366108e+01,5.948951289731684022e-02,4.662724538349886927e-02
1.901980396079215874e+00,6.996965929761678638e+00,1.101036175294574093e+01,5.933839129777829929e-02,-1.456868002779655724e-01
1.902780556111222321e+00,6.997013350297508261e+00,1.101596046420044317e+01,5.918765323395804717e-02,1.323494115824364048e-01
1.903580716143228546e+00,6.997060650368697843e+00,1.102155921335196176e+01,5.903729774108017886e-02,-8.772410186142132194e-02
1.904380876175234993e+00,6.997107830278836538e+00,1.102715800030470561e+01,5.888732385648597772e-02,1.038685538914040779e-02
1.905181036207241441e+00,6.997154890330851806e+00,1.103275682496328614e+01,5.873773061960501501e-02,-1.690069266076563992e-01
1.905981196239247888e+00,6.997201830827006752e+00,1.103835568723252969e+01,5.858851707196695291e-02,2.969398622626891471e-01
1.906781356271254335e+00,6.997248652068896568e+00,1.104395458701747046e+01,5.843968225720882342e-02,-2.680856757827131398e-01
1.907581516303260560e+00,6.997295354357455643e+00,1.104955352422334691e+01,5.829122522106222615e-02,1.485150593017183773e-01
1.908381676335267008e+00,6.997341937992951344e+00,1.105515249875561956e+01,5.814314501136035040e-02,1.055571760946912019e-01
1.909181836367273455e+00,6.997388403274988455e+00,1.106075151051994432e+01,5.799544067803211883e-02,1.455552687036229531e-01
1.909981996399279902e+00,6.997434750502505629e+00,1.106635055942219736e+01,5.784811127311517698e-02,-1.462823529253131638e-01
1.910782156431286349e+00,6.997480979973776272e+00,1.107194964536845738e+01,5.770115585074322290e-02,2.644493117868744192e-01
1.911582316463292575e+00,6.997527091986411207e+00,1.107754876826501622e+01,5.755457346715016353e-02,2.504320009977010764e-01
1.912382476495299022e+00,6.997573086837356016e+00,1.108314792801837534e+01,5.740836318066900451e-02,8.932465333269232199e-02
1.913182636527305469e+00,6.997618964822890142e+00,1.108874712453524580e+01,5.726252405173873350e-02,1.197948736914657003e-01
1.913982796559311916e+00,6.997664726238631339e+00,1.109434635772254651e+01,5.711705514288921426e-02,2.564520697058868953e-02
1.914782956591318364e+00,6.997710371379530336e+00,1.109994562748740776e+01,5.697195551875879754e-02,1.855820470760539131e-01
1.915583116623324589e+00,6.997755900539874396e+00,1.110554493373716411e+01,5.682722424608469686e-02,-1.074126050715248082e-01
1.916383276655331036e+00,6.997801314013284646e+00,1.111114427637937041e+01,5.668286039370716567e-02,1.676541146210461242e-01
1.917183436687337483e+00,6.997846612092720520e+00,1.111674365532178221e+01,5.653886303256280832e-02,1.378041524810327267e-01
1.917983596719343931e+00,6.997891795070474430e+00,1.112234307047236648e+01,5.639523123568936092e-02,-2.256104549446280028e-01
1.918783756751350378e+00,6.997936863238175320e+00,1.112794252173929976e+01,5.625196407822703748e-02,-4.685581317720146077e-01
1.919583916783356603e+00,6.997981816886786888e+00,1.113354200903097002e+01,5.610906063741936262e-02,3.266307454492167056e-02
1.920384076815363050e+00,6.998026656306609361e+00,1.113914153225597481e+01,5.596651999260465749e-02,2.365450988239332225e-02
1.921184236847369498e+00,6.998071381787275946e+00,1.114474109132311952e+01,5.582434122523147191e-02,2.994345191950832374e-01
1.921984396879375945e+00,6.998115993617758157e+00,1.115034068614141916e+01,5.568252341884176448e-02,6.720188468026247475e-02
1.922784556911382392e+00,6.998160492086361373e+00,1.115594031662009833e+01,5.554106565908058929e-02,-4.401845741744851020e-02
1.923584716943388617e+00,6.998204877480726616e+00,1.116153998266858949e+01,5.539996703369472197e-02,-2.165597189403010159e-01
1.924384876975395064e+00,6.998249150087831438e+00,1.116713968419654179e+01,5.525922663253044625e-02,3.760649017132312866e-02
1.925185037007401512e+00,6.998293310193985484e+00,1.117273942111380514e+01,5.511884354754431614e-02,-6.164873276841813243e-02
1.925985197039407959e+00,6.998337358084838478e+00,1.117833919333044612e+01,5.497881687278002166e-02,-1.655651184070936754e-01
1.926785357071414184e+00,6.998381294045371348e+00,1.118393900075673386e+01,5.483914570439319541e-02,3.075580857294383033e-02
1.927585517103420631e+00,6.998425118359903330e+00,1.118953884330315240e+01,5.469982914063765966e-02,2.660972756374746506e-01
1.928385677135427079e+00,6.998468831312088412e+00,1.119513872088039719e+01,5.456086628186431614e-02,7.311338022689978233e-02
1.929185837167433526e+00,6.998512433184913561e+00,1.120073863339936437e+01,5.442225623054099126e-02,-1.553902745493259685e-01
1.929985997199439973e+00,6.998555924260705829e+00,1.120633858077116862e+01,5.428399809121334241e-02,1.197385965488759613e-01
1.930786157231446198e+00,6.998599304821122580e+00,1.121193856290712709e+01,5.414609097055552572e-02,-1.654674490530471387e-01
1.931586317263452646e+00,6.998642575147160372e+00,1.121753857971877366e+01,5.400853397732037486e-02,-2.615269905578056497e-01
1.932386477295459093e+00,6.998685735519150519e+00,1.122313863111784649e+01,5.387132622237136154e-02,1.527222036087817758e-01
1.933186637327465540e+00,6.998728786216757314e+00,1.122873871701629689e+01,5.373446681868230407e-02,-5.633572369246016981e-02
1.933986797359471987e+00,6.998771727518983354e+00,1.123433883732628225e+01,5.359795488131591928e-02,2.763121424403464643e-01
1.934786957391478213e+00,6.998814559704165106e+00,1.123993899196016777e+01,5.346178952744751189e-02,1.156663007774912655e-01
1.935587117423484660e+00,6.998857283049974676e+00,1.124553918083053894e+01,5.332596987634374841e-02,-1.079580789855085765e-01
1.936387277455491107e+00,6.998899897833420702e+00,1.125113940385017841e+01,5.319049504937951867e-02,9.705155225924187723e-02
1.937187437487497554e+00,6.998942404330845690e+00,1.125673966093208378e+01,5.305536417003571537e-02,3.121583629978853525e-01
1.937987597519504002e+00,6.998984802817927786e+00,1.126233995198946403e+01,5.292057636388764613e-02,1.517786043536566848e-02
1.938787757551510227e+00,6.999027093569681668e+00,1.126794027693573064e+01,5.278613075861721127e-02,-1.594400134754006548e-01
1.939587917583516674e+00,6.999069276860456768e+00,1.127354063568451537e+01,5.265202648400683916e-02,-7.963952008330039967e-02
1.940388077615523121e+00,6.999111352963937271e+00,1.127914102814965247e+01,5.251826267194222714e-02,-1.100939369913664367e-01
1.941188237647529569e+00,6.999153322153143897e+00,1.128474145424518404e+01,5.238483845641457581e-02,-1.838127444988296721e-01
1.941988397679536016e+00,6.999195184700431227e+00,1.129034191388536712e+01,5.225175297351426079e-02,-2.062451845877250611e-01
1.942788557711542241e+00,6.999236940877491264e+00,1.129594240698466301e+01,5.211900536143470458e-02,1.365949353203504413e-01
1.943588717743548688e+00,6.999278590955349877e+00,1.130154293345774974e+01,5.198659476046930961e-02,2.738777667635856061e-01
1.944388877775555136e+00,6.999320135204370352e+00,1.130714349321950962e+01,5.185452031301430315e-02,-2.052218946827164686e-02
1.945189037807561583e+00,6.999361573894248068e+00,1.131274408618503280e+01,5.172278116357886812e-02,2.090392356075174984e-01
1.945989197839567808e+00,6.999402907294015819e+00,1.131834471226962258e+01,5.159137645876288314e-02,2.332307584164976522e-01
1.946789357871574255e+00,6.999444135672042933e+00,1.132394537138879187e+01,5.146030534727205619e-02,3.882525038771894588e-01
1.947589517903580703e+00,6.999485259296032602e+00,1.132954606345826498e+01,5.132956697991766098e-02,1.405994850100747429e-02
1.948389677935587150e+00,6.999526278433022775e+00,1.133514678839396694e+01,5.119916050961297732e-02,-1.868411395536796055e-02
1.949189837967593597e+00,6.999567193349388816e+00,1.134074754611204483e+01,5.106908509137193797e-02,1.353183067952019314e-01
1.949989997999599822e+00,6.999608004310839959e+00,1.134634833652884112e+01,5.093933988231624799e-02,7.045470336093397068e-02
1.950790158031606270e+00,6.999648711582421967e+00,1.135194915956092387e+01,5.080992404166111143e-02,1.112173380997683869e-01
1.951590318063612717e+00,6.999689315428514469e+00,1.135755001512505835e+01,5.068083673073894152e-02,3.099925279313850424e-01
1.952390478095619164e+00,6.999729816112833625e+00,1.136315090313822473e+01,5.055207711297315942e-02,-3.530211501862762224e-02
1.953190638127625611e+00,6.999770213898432125e+00,1.136875182351761104e+01,5.042364435389282140e-02,9.373126386245719810e-02
1.953990798159631836e+00,6.999810509047694751e+00,1.137435277618061313e+01,5.029553762114175042e-02,-1.459523252236395729e-01
1.954790958191638284e+00,6.999850701822344590e+00,1.137995376104484180e+01,5.016775608444789397e-02,1.828042406021359451e-02
1.955591118223644731e+00,6.999890792483440372e+00,1.138555477802811389e+01,5.004029891565646426e-02,-8.462154200792713910e-02
1.956391278255651178e+00,6.999930781291373805e+00,1.139115582704845409e+01,4.991316528871064112e-02,-1.015953253611943108e-01
1.957191438287657625e+00,6.999970668505873128e+00,1.139675690802410202e+01,4.978635437966259097e-02,5.843412707080122837e-03
1.957991598319663851e+00,7.000010454386003111e+00,1.140235802087349981e+01,4.965986536666050499e-02,-3.965078543035277514e-02
1.958791758351670298e+00,7.000050139190163279e+00,1.140795916551530631e+01,4.953369742995555186e-02,1.238489591615858365e-01
1.959591918383676745e+00,7.000089723176087908e+00,1.141356034186838464e+01,4.940784975191066936e-02,2.101749556080568515e-01
1.960392078415683192e+00,7.000129206600846032e+00,1.141916154985180931e+01,4.928232151699010050e-02,-2.491901683850065996e-01
1.961192238447689640e+00,7.000168589720844992e+00,1.142476278938486622e+01,4.915711191175639594e-02,2.498288238637237924e-01
1.961992398479695865e+00,7.000207872791824215e+00,1.143036406038704555e+01,4.903222012488139825e-02,-3.962391909447229854e-01
1.962792558511702312e+00,7.000247056068861440e+00,1.143596536277805598e+01,4.890764534713529926e-02,9.839813575279032776e-02
1.963592718543708759e+00,7.000286139806367380e+00,1.144156669647780689e+01,4.878338677140089952e-02,1.908421822130207668e-01
1.964392878575715207e+00,7.000325124258090170e+00,1.144716806140642085e+01,4.865944359265166053e-02,-8.148316145700447433e-02
1.965193038607721654e+00,7.000364009677110921e+00,1.145276945748423003e+01,4.853581500798249265e-02,2.715881361799996063e-03
1.965993198639727879e+00,7.000402796315849052e+00,1.145837088463177444e+01,4.841250021657397817e-02,-1.079418976285796139e-01
1.966793358671734326e+00,7.000441484426057848e+00,1.146397234276980903e+01,4.828949841972270118e-02,2.272396889794809360e-01
1.967593518703740774e+00,7.000480074258825347e+00,1.146957383181929302e+01,4.816680882082831350e-02,-5.862667095193686562e-01
1.968393678735747221e+00,7.000518566064576120e+00,1.147517535170139524e+01,4.804443062539047460e-02,-1.461967566052061462e-01
1.969193838767753446e+00,7.000556960093070380e+00,1.148077690233749593e+01,4.792236304101162025e-02,-3.394761622596074724e-01
1.969993998799759893e+00,7.000595256593402205e+00,1.148637848364918490e+01,4.780060527740640636e-02,8.547992640426013700e-02
1.970794158831766341e+00,7.000633455814003092e+00,1.149198009555826161e+01,4.767915654638427148e-02,3.075228676229977975e-01
1.971594318863772788e+00,7.000671558002638406e+00,1.149758173798673511e+01,4.755801606186768615e-02,2.858734703400325206e-01
1.972394478895779235e+00,7.000709563406409153e+00,1.150318341085682050e+01,4.743718303987862900e-02,1.810673885575735109e-01
1.973194638927785460e+00,7.000747472271752869e+00,1.150878511409094784e+01,4.731665669854333289e-02,9.696193353741502929e-02
1.973994798959791908e+00,7.000785284844441847e+00,1.151438684761175502e+01,4.719643625809166743e-02,-1.060159036972656010e-01
1.974794958991798355e+00,7.000823001369582244e+00,1.151998861134208596e+01,4.707652094086189898e-02,2.907591046016616554e-01
1.975595119023804802e+00,7.000860622091618524e+00,1.152559040520500133e+01,4.695690997129293998e-02,1.716197356947257724e-01
1.976395279055811249e+00,7.000898147254328130e+00,1.153119222912376252e+01,4.683760257593348741e-02,-1.220235487581956407e-01
1.977195439087817475e+00,7.000935577100825036e+00,1.153679408302184584e+01,4.671859798343151737e-02,-2.091943369573384670e-01
1.977995599119823922e+00,7.000972911873558857e+00,1.154239596682293900e+01,4.659989542453792100e-02,-7.913528739948035018e-02
1.978795759151830369e+00,7.001010151814313964e+00,1.154799788045093578e+01,4.648149413211807163e-02,2.628440952946325404e-01
1.979595919183836816e+00,7.001047297164213923e+00,1.155359982382993778e+01,4.636339334111928834e-02,2.965354597065322229e-01
1.980396079215843264e+00,7.001084348181388251e+00,1.155920179687867133e+01,4.624559223240066325e-02,3.694046949630490628e-01
1.981196239247849489e+00,7.001121305119483829e+00,1.156480379951727322e+01,4.612809000106486007e-02,-1.089564123455165068e-01
1.981996399279855936e+00,7.001158168213402533e+00,1.157040583167180792e+01,4.601088590182526861e-02,-2.596041387415548574e-02
1.982796559311862383e+00,7.001194937697559517e+00,1.157600789326848556e+01,4.589397919093413797e-02,3.224348044962431770e-01
1.983596719343868831e+00,7.001231613805886766e+00,1.158160998423367261e+01,4.577736912617488829e-02,8.978840011456676318e-02
1.984396879375875278e+00,7.001268196771827768e+00,1.158721210449388828e+01,4.566105496687308807e-02,1.985052942666391818e-01
1.985197039407881503e+00,7.001304686828339285e+00,1.159281425397580634e+01,4.554503597389238795e-02,-2.186444231763669255e-01
1.985997199439887950e+00,7.001341084207895804e+00,1.159841643260625332e+01,4.542931140962925413e-02,-2.844909008551032431e-02
1.986797359471894397e+00,7.001377389142483310e+00,1.160401864031220676e+01,4.531388053801463367e-02,4.215608405634765216e-02
1.987597519503900845e+00,7.001413601863601066e+00,1.160962087702080048e+01,4.519874262452474450e-02,-2.558449149627377989e-02
1.988397679535907292e+00,7.001449722602265169e+00,1.161522314265931755e+01,4.508389693616887683e-02,-3.766223699283699489e-02
1.989197839567913517e+00,7.001485751589003215e+00,1.162082543715519556e+01,4.496934274149032296e-02,-2.814986655269103855e-01
1.989997999599919964e+00,7.001521689053857855e+00,1.162642776043602844e+01,4.485507931057815950e-02,3.710759133204021842e-01
1.990798159631926412e+00,7.001557535226387685e+00,1.163203011242956109e+01,4.474110591504139312e-02,7.453816557032580392e-02
1.991598319663932859e+00,7.001593290335661912e+00,1.163763249306369119e+01,4.462742182804697172e-02,-2.460337363949370859e-01
1.992398479695939084e+00,7.001628954610265687e+00,1.164323490226646385e+01,4.451402632428839989e-02,2.606647467706098564e-01
1.993198639727945531e+00,7.001664528278299215e+00,1.164883733996609116e+01,4.440091867999369085e-02,5.888771730938187343e-02
1.993998799759951979e+00,7.001700011567375093e+00,1.165443980609092733e+01,4.428809817293371393e-02,1.890525097782736474e-01
1.994798959791958426e+00,7.001735404704619192e+00,1.166004230056947932e+01,4.417556408241966881e-02,7.343134988813837527e-03
1.995599119823964873e+00,7.001770707916675107e+00,1.166564482333041397e+01,4.406331568928846532e-02,-1.105297534271932475e-01
1.996399279855971098e+00,7.001805921429697044e+00,1.167124737430254555e+01,4.395135227592456700e-02,-1.055186623061270534e-01
1.997199439887977546e+00,7.001841045469355151e+00,1.167684995341484644e+01,4.383967312624729301e-02,1.150459312793785382e-01
1.997999599919983993e+00,7.001876080260831969e+00,1.168245256059643644e+01,4.372827752571300380e-02,2.013666012286365603e-01
1.998799759951990440e+00,7.001911026028825091e+00,1.168805519577659346e+01,4.361716476131843878e-02,1.444418614817938318e-01
1.999599919983996887e+00,7.001945882997548054e+00,1.169365785888474463e+01,4.350633412158501356e-02,1.756676758049633413e-01
2.000400080016003113e+00,7.001980651390725008e+00,1.169926054985047159e+01,4.339578489659218219e-02,2.873789565449288985e-01
2.001200240048009782e+00,7.002015331431596046e+00,1.170486326860351411e+01,4.328551637794213897e-02,1.044111861541880265e-01
2.002000400080016007e+00,7.002049923342915427e+00,1.171046601507375229e+01,4.317552785878218252e-02,2.479982142898007613e-01
