h2,S,t_gen,R,R_noisy
1.533723764409798407e-01,1.533729866241704487e+00,1.451740903234516367e+01,1.418464340296630433e-01,1.311149113227920715e-01
5.149398159260665242e-01,1.934428705979638896e-01,7.477823673898605250e+00,8.334712651191018840e-02,8.615970223608671041e-02
3.619590018779646479e-01,2.473942239184901748e+00,9.820260220117354777e+00,3.000666773990717795e-01,2.949827210868119498e-01
8.495918037318019034e-02,1.725474616482889800e+00,6.608368727955136634e+00,9.634841200224412983e-02,8.274636153862574561e-02
5.176054717550864215e-01,6.996266968214813753e-01,1.234251576420858498e+01,2.445388550197332145e-01,2.438498986274359737e-01
8.793286036387588656e-01,3.498093596123713622e-01,6.779193339983891065e-02,2.595427688773516706e-01,2.620068351586186672e-01
1.734484864032409257e-01,3.777040372834662652e+00,1.136520202519028899e+01,9.554678818258215134e-02,9.679141654104006509e-02
5.422721599430154610e-02,4.665254264324439903e-01,7.434160552228155083e+00,2.161496987098545514e-02,9.817659878277283647e-03
2.186034832830761609e-01,7.765466172151773705e-01,1.659582483750899229e+01,1.181836270124279192e-01,1.126295620723424262e-01
4.152797068055375518e-01,3.962485392084981406e+00,7.561745481017445591e+00,1.571171895838774091e-01,1.710370717259568907e-01
2.746001224620268077e-01,3.857809214627216932e+00,1.794258210103324203e+01,1.162912083127250473e-01,1.088271707372570202e-01
6.392996225543294830e-01,3.728910601231897548e+00,1.893100782142126093e+01,2.017679645811615852e-01,1.987272545605276719e-01
2.771730135797482730e-01,1.781242328729750746e+00,6.100592852049242509e+00,2.760675637629740331e-01,2.993303384442111414e-01
7.832925876236898066e-01,1.202880998724838557e+00,1.104911551685153803e+01,4.872568686167859653e-01,4.909532126621057868e-01
1.590260444128263617e-01,1.037076885755214173e+00,7.689771272351864084e-01,1.387134260378992401e-01,1.339006084029764343e-01
1.820910911618510153e-01,3.945995731159900988e+00,7.550408163725938593e+00,9.335871439367283975e-02,7.411803699802443912e-02
8.739707053641451173e-01,2.334521286846370725e+00,1.521643364288569344e+01,4.924675518785837092e-01,4.957416456667498306e-01
1.122977325172622859e-01,1.353239801076699056e+00,1.753148328343102236e+01,9.664090593755766956e-02,8.293164850135523181e-02
6.917498504369357093e-01,2.902331622159367353e+00,1.799812172804739774e+01,3.437598440861639459e-01,3.436756107166492602e-01
1.212025972116324568e-01,3.079809738393407326e+00,8.511122987407613749e+00,1.075672113012059172e-01,9.906155466848837188e-02
1.849291110121981663e-01,4.473713050040130090e-01,7.461854078120877531e-01,7.615904060449824042e-02,5.957663236895769515e-02
5.810030213780827957e-01,2.457020951293654942e+00,7.693440646456217280e+00,4.202635184436156468e-01,4.369263977017044942e-01
7.511109586914613834e-01,3.959621338526839729e+00,1.408509360363807694e+01,1.913782386465611440e-01,1.904445789884235407e-01
5.743105454078490935e-01,2.062003899170764321e+00,6.457344419290487636e+00,4.620523334211484867e-01,4.713611122356365368e-01
8.968661285143111339e-01,2.660095929247385804e-01,1.561112778254774902e+01,1.678359244590793831e-01,1.753346859554490156e-01
8.883253038048111172e-01,2.940160643033717491e+00,1.113324295853842472e+01,4.098354528451839673e-01,4.026343118675522748e-01
1.772301471438252896e-01,2.412849886698893442e+00,1.044168167030159466e+01,1.750132874486513279e-01,1.759966317628723353e-01
4.464094887706747117e-01,1.034029481895287983e+00,3.141998186319430175e+00,3.294332548411696981e-01,3.259516212730305673e-01
4.489692086500929324e-01,9.335399756582889452e-01,1.611997403266806472e+01,2.587919141138887436e-01,2.685140259181725275e-01
2.086456480342361863e-01,1.694926916786589022e+00,6.168445388225130444e+00,2.155701558172040400e-01,2.199497740329587614e-01
6.099154044918810857e-01,1.034864448108629542e+00,1.477205943515996722e+01,3.587185291555919364e-01,3.552434708259825102e-01
7.894345129681793471e-01,3.262957217682561417e+00,1.163927663856784633e+01,3.244721800265649159e-01,3.411207717131937711e-01
6.784174891055424483e-01,1.376227944854509222e-01,1.064324791497407396e+01,7.524774637820695611e-02,8.049438853314289100e-02
7.205752477671446554e-01,1.399802110673213029e+00,1.602974902223862586e+01,4.605811244476608057e-01,4.652548506109895898e-01
2.717610367797919646e-01,1.654551661689281916e+00,1.032003823330967762e+01,2.513801883493213540e-01,2.436047232263267581e-01
5.310130448682305326e-01,2.412796776030783352e+00,4.828539667864896856e+00,4.209194381348144165e-01,4.250419558256566255e-01
2.006132176909523057e-01,3.587996845588762529e+00,1.225137535016109958e+01,1.182628633459491263e-01,1.036633769927604865e-01
6.987554183089489390e-01,3.058062816205207479e+00,1.771106813155637028e+01,3.208871479222144552e-01,3.255514411587725476e-01
8.408023297399118690e-01,3.164960788864825125e-01,1.543661502202530755e+01,1.847299459081147843e-01,1.754191684016070396e-01
4.733064587116693200e-01,3.280933116618595324e+00,3.114353811484171786e-03,2.950541255065585178e-01,2.969268441196053487e-01
4.903011743752373475e-01,2.562655393549238880e+00,2.630305745949423901e-01,4.114397149647440743e-01,4.087022684570971176e-01
6.778392750498795083e-01,3.733470538196042465e+00,1.748013274829046892e+01,2.092409057566607111e-01,2.115590143743404095e-01
8.096315829134630437e-01,2.181092359711378048e+00,9.836887999796450899e+00,5.262444130570815837e-01,5.298494292533438843e-01
1.282286600088395345e-01,7.681647454550206700e-01,1.724822531267779979e+01,7.049735382422389618e-02,6.994490291620647504e-02
6.905200431011438988e-01,9.507276238843953564e-01,1.586229629456776991e+01,3.693555340920986474e-01,3.688129122244548364e-01
8.111551716176685911e-01,3.784574209720280358e+00,1.882835456888866332e+01,2.146687405419688277e-01,1.998007217121951229e-01
2.271887315216120085e-01,2.906643989969076580e-01,1.667364173895090573e+01,4.970924136418351791e-02,3.073007220675363221e-02
3.008200664747877062e-01,6.090310057067338523e-01,1.608325267537666292e+01,1.290073175487435053e-01,1.416232081857882463e-01
4.500038421379669029e-01,2.983306030496697403e+00,1.805970496424181349e+01,2.613864724068957202e-01,2.671263093430347180e-01
5.557880290245253985e-01,3.926229857338900064e+00,1.550932269553080722e+01,1.692525395712515257e-01,1.544610454704728741e-01
4.392407255675035982e-01,1.130839245367110668e-01,5.949001406542596015e+00,4.381554283618462747e-02,6.290758163163182037e-02
5.372668739831873985e-01,2.521260431026146165e+00,1.558225614989688523e+01,3.557412376066674820e-01,3.485972801493503193e-01
3.799585245152631852e-01,3.286781945756308776e+00,1.604574129813898242e+00,2.521962004279768577e-01,2.573058260734454872e-01
4.084916037477751560e-01,2.399633594608058917e+00,1.410042192677893524e+01,3.142453860802414400e-01,3.184976951801212763e-01
3.140528817907458636e-01,2.163814499482071607e+00,1.500322768304247134e+01,2.689737244412673256e-01,2.700592846137104264e-01
6.057825849590605660e-01,3.021252918434459644e+00,6.879222991207245563e+00,3.481054291571188952e-01,3.541901282632092252e-01
8.471638641665094616e-01,1.042677453451488878e+00,4.337030588256459041e+00,5.277601538179998997e-01,5.140209477831332308e-01
8.878799934386992776e-01,1.386498966716146919e+00,1.853951008383053178e+01,5.124859714646348152e-01,5.121245652295348672e-01
3.749374335185171048e-01,3.250154431942616551e+00,5.737156777005026242e+00,2.394525534429341740e-01,2.369120064197666742e-01
8.806619138912809286e-02,1.866525977371499723e+00,2.028653673667624169e-01,1.123059897501381549e-01,1.131816219739597285e-01
5.892859377154661127e-01,1.037597209062032011e+00,2.463583879978137325e-01,4.296862878720225098e-01,4.269445175516056179e-01
8.604882179653687846e-01,3.135270219720379892e+00,1.536117919799215237e+01,3.465949903114733388e-01,3.401743576572415773e-01
8.599176340976693034e-01,1.981702695387450586e-01,6.591502169296347802e+00,1.397085189037798048e-01,1.323968672701160698e-01
6.336429051704003390e-01,1.704697591282946290e+00,3.384470790708429266e+00,5.232228037838057011e-01,5.320695597225015838e-01
3.683856751341765823e-01,1.060651406715524381e+00,4.741749623020319326e+00,2.790644168653766966e-01,2.705844008418779034e-01
1.207370814846688845e-01,3.180835181652809318e+00,1.599263410852513445e+01,9.354956202524827846e-02,9.717416506782119989e-02
4.426218260834018925e-01,1.786073972646588626e+00,1.286973703995655072e+01,3.591219395926794622e-01,3.626207553141118090e-01
6.067621668965476056e-01,2.986123066755962174e+00,7.095843201340250594e+00,3.532818950851100426e-01,3.523029001915493619e-01
6.642308328814937601e-01,2.085047227741729792e+00,1.730470453638015016e+01,4.388415033545108868e-01,4.430752059124514752e-01
6.124315235794595136e-01,1.795373961483105241e+00,1.668215116949700771e+01,4.295028826419173829e-01,4.349237583438340660e-01
7.187071243668433640e-01,3.603450685153282596e+00,8.259570660999187908e+00,2.628966473482529098e-01,2.575750938183894445e-01
1.457757905372777107e-01,1.296804348929401218e+00,4.293258698797663975e-01,1.508049983356547219e-01,1.541666519902925025e-01
4.900536255875687641e-01,2.887670609307227743e+00,1.587348831336809951e+01,2.931202639648544661e-01,3.121757958887453333e-01
4.339135073818597976e-01,2.453377649480711575e+00,1.841871148798522384e+01,3.086311209302955993e-01,2.979220283638698841e-01
4.759739703125095978e-01,2.336534851368880172e+00,1.711167425708213941e+01,3.413637663932761468e-01,3.383396770372298912e-01
4.460655595555134134e-01,1.563241970483544740e+00,5.699319229604120629e+00,3.891794105452105468e-01,3.815101142578445903e-01
5.639767421081226528e-01,1.115821004331662536e+00,1.664650715743929510e+01,3.464377727558103359e-01,3.662878859616584548e-01
1.406161500387996810e-01,1.186859224742720986e+00,1.280127858079738701e+01,1.149433135049491711e-01,1.009154387272839237e-01
5.905033654175789043e-02,1.913187820597411215e-01,1.232011655307341158e+01,9.236078104631745972e-03,9.306914523415357396e-03
4.211825832188409446e-01,3.289254703063600793e+00,3.552747893313741301e+00,2.601162129382524335e-01,2.694076059475497553e-01
5.502854631512862360e-01,5.726216084751584168e-01,1.019000862606944047e+01,2.251764411233807550e-01,2.164944459231964158e-01
4.105532804882617848e-01,3.153082194018458573e+00,8.044943468728529723e+00,2.572342479349827293e-01,2.558741251691413199e-01
4.875192814202672364e-01,3.943846090823073247e+00,1.525582327686190887e+01,1.569920353176348926e-01,1.498723467196451109e-01
3.907551045482231533e-01,1.613053973749626335e-01,4.671960909688330332e+00,5.611108906639589861e-02,4.270679441776251140e-02
7.408414724967786746e-01,1.518414608237838026e+00,9.303808965196049385e+00,5.207593867707767110e-01,5.200489720277667871e-01
7.386363291828035305e-01,7.552480211929459841e-01,1.610019382824042822e+01,3.317282976173059339e-01,3.366602483192070450e-01
1.784013220854723247e-01,1.668531101245667614e+00,1.925080726396089759e+01,1.598981616239578130e-01,1.559139982852000561e-01
5.802247439240878490e-01,1.236163628069217646e+00,1.280549473389535997e+01,3.901877339382695542e-01,3.918189193146627280e-01
4.947477839309864511e-01,7.062597044790133172e-01,2.527388050878913717e+00,2.731761590326035605e-01,2.799991358527129104e-01
9.761817258767023497e-02,5.327031881904471522e-01,1.655011991975253949e+01,3.894588394600020237e-02,5.086975937894072652e-02
1.248628878021995486e-01,7.637477771998921749e-01,1.589896977755925889e+01,6.932155964758703048e-02,5.697595098541065328e-02
7.419845926581170037e-01,3.073935756319004842e+00,1.399413968226100913e+01,3.405582938938415127e-01,3.466708356842206906e-01
6.585299856105516492e-01,3.043412106322120891e+00,5.501920710227103939e-01,3.955898118347149772e-01,3.893772810328274825e-01
1.841470481894134648e-01,3.667955488058413316e+00,1.881546514655983060e+01,9.858281680778185896e-02,7.974192159021616100e-02
5.487809579290714446e-01,1.314471238978160428e-01,1.875409361488419790e+01,5.365929377447499482e-02,4.587947747358912115e-02
8.095478312826019929e-01,2.531630880157816677e+00,3.801968289533037559e+00,5.201330619370371222e-01,5.265322682878263993e-01
4.947231257047448594e-01,2.005427634650275959e+00,1.816813582915433045e+01,3.648955122146540497e-01,3.679581049942734494e-01
5.610660057505816312e-01,1.313893855174812941e+00,8.463095768159071497e+00,4.150510143927711448e-01,4.040851807563318188e-01
6.254343441998986286e-01,2.947173390492429768e+00,1.513013507740885721e+00,3.980407207758894228e-01,4.140827447587640542e-01
5.000582923789560486e-01,2.178721416593028870e+00,4.670884983279370850e+00,4.273441224971274988e-01,4.313636498575306177e-01
7.974099631413179567e-01,9.228331885930018963e-01,1.286383431483780626e+01,4.174092971573374333e-01,4.167178520502730077e-01
2.670041909997209473e-01,2.390194952265974671e+00,1.938767001811864432e+01,2.202406554814520523e-01,2.148210627511602244e-01
2.418229954735390819e-01,2.841603034351128265e+00,1.925510363766698418e+01,1.802890341494250148e-01,1.844539169044356608e-01
1.357383002408584227e-01,3.813933327054082056e+00,9.480285685288038167e+00,7.917516372918301237e-02,7.529758987051307639e-02
4.277453380736047639e-01,1.595286463016431844e+00,6.931464113047287157e+00,3.724000833953813316e-01,3.837237917753730243e-01
3.276258614214428988e-01,2.484227258484200007e+00,1.329250441029404861e+01,2.668396553906133839e-01,2.699657328731706607e-01
4.748390084721945126e-01,3.167985512201686671e+00,5.146907270623155561e+00,2.903714674597358547e-01,2.965078319139877183e-01
1.984543505710629208e-01,3.276603525369306436e+00,7.377553536518992594e+00,1.485624625199145898e-01,1.455045468887765925e-01
4.585223411581828001e-01,1.143963934425142881e+00,1.171200858631740616e+01,3.168033371741527104e-01,3.020534944671797173e-01
4.716871635512261407e-01,8.300562839654767044e-01,1.462505439513757999e+01,2.513348558425395063e-01,2.565947424624543949e-01
3.098159459299194007e-01,4.078957353765576554e-01,1.136681488977234089e+01,9.766354074974611943e-02,8.759171100182769343e-02
7.336614776094243506e-01,2.205317296355387757e+00,2.091626703335425219e-01,5.730511432156121243e-01,5.719891822103637669e-01
4.795245486139634306e-01,3.140424007765929115e+00,1.193170809292294621e+01,2.690018577190474991e-01,2.688601676417500808e-01
5.554174480509780354e-01,9.355359313791694609e-01,1.927381408572936294e+01,2.988927919468829519e-01,2.911020424748232971e-01
8.594045015059321724e-01,2.344883658603887366e-01,6.130555655233660417e-01,1.779791298211202411e-01,1.868454118802668484e-01
7.954116732751735919e-01,1.021202053331556225e+00,8.368655216116833273e+00,4.699877710547330500e-01,4.557429170954449549e-01
5.982271407991121004e-01,1.474270578602406845e+00,3.593526270326941052e-01,5.124450181630051393e-01,5.273106130913595146e-01
5.450806215456235893e-02,2.241089687050899393e+00,7.935100611743772347e+00,6.452435422107817564e-02,5.863443760526537013e-02
5.976484755832836004e-01,2.937133742601025777e-01,4.397127502148268086e+00,1.475233608875232416e-01,1.571264140112601793e-01
3.091846242566310132e-01,3.122615402095282544e+00,1.630990237346039429e+00,2.398474061406534186e-01,2.527316220179674500e-01
2.599621789937830441e-01,7.916644232629742595e-01,1.527956726726820591e+01,1.427106922012410795e-01,1.341171304047999169e-01
5.644699883282344732e-01,3.974395192758360729e+00,6.705471708996468827e-01,2.021662563118513944e-01,1.948341805139989502e-01
1.997025465265100386e-01,3.169344794986564962e-01,1.599390625420609879e+01,4.796923426335774482e-02,5.733210763601311044e-02
6.755507638142158600e-01,3.234727555162079771e+00,1.373002584898837597e+01,2.992915186755571444e-01,3.011501403301581892e-01
7.098980253592854783e-01,3.495649221266200257e+00,1.734160297595099465e+01,2.513657297710433780e-01,2.521860739726167200e-01
1.671579220399406762e-01,1.467913189307111788e-01,8.195432555907422589e-01,2.363616176796764709e-02,5.416850452168497920e-03
1.791714005805385423e-01,9.982123383482047752e-01,5.287276151011425895e+00,1.402552334691828662e-01,1.238998218859849593e-01
8.364923162267317025e-01,2.886995946561039972e+00,1.040089398618144578e+01,4.135717500936074709e-01,4.189195148332575669e-01
7.596360787748931975e-02,3.983677077914406173e+00,9.586566880059253393e+00,4.361817372295857115e-02,5.790051964599807893e-02
7.284008970819265683e-01,2.480162823456819599e+00,4.456260040628134966e-01,5.279449577611488031e-01,5.208872817251238851e-01
6.848778852615583501e-01,3.557124702648978509e+00,9.503930898089361534e+00,2.608219082741831674e-01,2.522121189893608006e-01
6.477947083370060311e-01,2.750951262708067002e+00,6.850670154544502566e+00,4.075855939520708349e-01,4.096676379971777582e-01
7.873203129865237460e-02,2.139910292443663486e+00,1.789197888856060459e+01,8.087888624247721592e-02,8.549771041457215892e-02
8.505541261215406879e-01,2.907470211307607411e+00,5.246071726117433442e+00,4.445743051228366882e-01,4.501706746391022085e-01
2.246481402405670624e-01,2.743270652168251278e+00,9.931236188949643662e-01,2.237913791849484857e-01,2.194115772072210424e-01
7.918866270624819181e-01,1.109987825762875246e+00,3.523292311402639321e+00,5.269953551776540568e-01,5.076461002047727433e-01
4.756286865293307686e-01,1.485176392238822807e+00,6.048556173816628245e+00,3.995615062268041973e-01,4.140643107166984138e-01
3.267990382472726330e-01,3.507096609432944767e+00,5.338116081623585529e+00,1.912425417719650633e-01,1.863044812932900807e-01
1.986090437842711887e-01,1.095595685208774261e+00,1.133116707930053835e+01,1.515769924495504739e-01,1.640716562339176177e-01
5.975520624525510610e-02,9.466579047585571560e-01,5.308978502851045000e+00,4.729736298854107096e-02,2.750900366236337310e-02
2.491470547927360224e-01,2.219814385516130528e+00,3.112584904770188121e+00,2.637667679431582313e-01,2.674575478547063789e-01
1.488208495850595336e-01,3.279264522461402542e+00,3.446121893034910233e+00,1.257929595062933503e-01,1.208239237343723821e-01
5.565787204357142137e-02,1.574906767292410636e+00,2.848420083148368587e+00,6.579604371363120818e-02,5.500956114172679545e-02
6.150811882860733881e-01,8.890501178619072409e-01,1.870490429905158436e+01,3.144192422332517944e-01,3.240672250429898482e-01
8.805943111719823913e-01,3.937142655980827577e+00,1.478936902708564993e+01,2.053732166178135754e-01,2.182063900061239625e-01
4.872529649623202896e-01,1.317141207294333149e+00,1.664064997226514819e+01,3.381580832879222953e-01,3.323342831706820322e-01
7.473554313485019085e-01,7.574848453666517267e-01,1.131175747207955329e+00,4.122827522360812402e-01,4.187106196553288529e-01
8.748294746858967796e-01,2.268083161918949653e+00,8.749609715413271260e+00,5.446568876013692106e-01,5.339816317151435676e-01
1.186346401153364066e-01,1.251513521225878112e+00,1.141277856403304547e+01,1.036481430275337373e-01,9.750611423416681578e-02
4.116171324357316141e-01,6.738518502897432594e-01,9.517433967343523094e+00,2.020560501335390002e-01,1.996198884759456671e-01
4.085201489660199581e-01,2.802935426786257178e+00,1.569736125483416345e+00,3.306804806952779452e-01,3.272303871157252186e-01
2.614534492516474851e-01,3.218720069222722913e+00,5.285297302878360526e+00,1.928779517361045026e-01,1.992207050931750767e-01
6.599296966548476862e-01,3.439766504666021962e+00,1.048699431445974284e+01,2.728580292394516271e-01,2.608747548031473684e-01
5.206898648397285667e-01,1.341670880527086496e+00,1.439543088422007777e+01,3.671056223514391204e-01,3.767214036999870785e-01
1.927358028521539146e-01,5.220914915489527353e-01,7.864763945138562029e+00,8.212549378738313866e-02,9.172387935003223358e-02
8.539152938268661508e-01,3.604636230927571461e+00,1.156840176661345154e+01,2.696328607771192321e-01,2.674715929655923641e-01
1.513910303883402864e-01,3.077350958213693310e+00,1.458893712983606505e+01,1.196644730566522735e-01,1.079083579537547105e-01
9.223059272252195906e-02,2.030890155723656054e+00,1.836253361097713821e+01,9.307570204026384408e-02,6.947121149105064952e-02
6.924592505883199189e-01,2.826905663199417162e-01,1.448204519680547619e+01,1.420119192589600898e-01,1.413862711384372972e-01
4.132643514834731802e-01,1.126262629109836322e+00,6.698211033906218859e+00,3.096955829802428561e-01,3.025874677788160105e-01
6.047090987712516741e-01,3.323334953405124192e+00,3.019065528241764440e+00,3.132900769216765413e-01,3.143067135319199124e-01
7.492882358030708567e-02,1.941719085911824960e+00,5.259598228555528721e+00,9.016001426611654213e-02,7.968706232624590824e-02
1.180152619304263434e-01,1.861729426826638778e-01,1.271175912828394061e+01,1.778698618482261670e-02,1.781344049667737614e-02
2.918179469508930257e-01,1.997499356234897050e+00,2.300774013226658532e+00,3.069403979551672546e-01,3.063298088355106974e-01
3.285582406856971671e-01,1.145940667139437652e+00,1.846293404965818752e+01,2.242164699937995997e-01,2.243280635413161805e-01
4.986406325360862590e-01,1.801862595201968453e+00,2.591366507337466984e+00,4.526720282946766760e-01,4.555048042169295708e-01
3.204160831999573467e-01,1.339327291356771976e+00,4.826788758383080413e+00,2.857237429872806489e-01,2.886181841515158553e-01
2.468425887819514220e-01,6.608586898030461843e-01,3.863558405280478336e+00,1.361458029299907890e-01,1.457649305474417178e-01
8.585015369321350454e-01,8.995440605443190130e-01,5.371690353958000763e+00,4.812102759464857438e-01,4.734478155676977162e-01
1.627931067388132536e-01,1.649843466929570956e+00,9.517931931700303494e+00,1.641812872778234955e-01,1.713215905538922890e-01
4.771486214646813995e-01,1.645167862017719473e+00,1.951404345041710187e+01,3.497089379485973093e-01,3.513038808466023566e-01
2.401177701730529135e-01,3.299354565334474021e+00,1.709738138465472090e+01,1.496650229824338929e-01,1.455315839783209164e-01
7.400798681686332481e-01,2.282470675582821684e+00,8.890720780362432407e+00,4.962868966194890485e-01,4.864285227191746941e-01
5.762497858254208571e-01,2.422771610486206484e+00,7.960741947282745201e+00,4.207187566894481923e-01,4.351743285999024602e-01
5.774214140589066790e-01,2.713714735704029213e+00,1.338645648105684494e+01,3.555871421042804958e-01,3.579700227601125273e-01
4.201245740380080695e-01,1.387442784643525329e+00,1.266640479929288254e+01,3.231622999750969893e-01,3.180635195678744864e-01
4.395468522905378039e-01,1.933668237340919083e+00,1.518781923112852539e+01,3.481736119352284997e-01,3.489115608939504787e-01
8.933573959561261768e-01,1.338884915201587367e+00,7.397032028878030019e+00,5.824355847408628772e-01,5.825031425719279232e-01
4.111035760978206666e-01,1.656409144292787738e+00,3.527680977397500417e+00,3.841331935968286815e-01,3.789786705514869292e-01
6.088471267614254945e-01,1.805670455838156663e+00,1.853048324223610521e+01,4.204022018815262718e-01,4.067752414938831107e-01
1.249456716552985319e-01,1.289079285891639781e+00,2.693464277010648722e-01,1.306817559745220569e-01,1.322210265064816814e-01
4.958959035080972577e-01,2.380227598483067197e+00,2.989198683706639770e-01,4.360021280166292423e-01,4.344156159744119727e-01
6.924483236030153366e-01,3.208613466293293026e+00,8.487782481293390191e+00,3.292320528313493200e-01,3.264687310784997187e-01
4.485219113682729630e-01,1.451403437649173789e+00,1.005846518597700801e+01,3.579871077840023341e-01,3.677583893192539755e-01
6.682193328957998224e-01,4.688212219498797406e-01,1.358699337081084035e+00,2.569475348139073079e-01,2.439935064772661977e-01
6.146215709740991961e-01,7.811166177196764426e-01,1.178237279621548339e+01,3.089466911615308398e-01,2.995388323563202837e-01
1.434063787174672810e-01,3.536388128722827595e+00,5.277725241468955275e+00,1.038822044960710372e-01,1.055035541780445230e-01
4.555619872448877228e-01,3.594408929397971075e+00,5.113069287313482647e+00,2.213698816351066523e-01,2.296466148695129605e-01
7.652120334546222424e-02,1.915030577102688314e+00,1.173632772736010210e+01,8.365945200628233103e-02,8.974084202204406224e-02
1.273014747421542248e-01,5.713392343427966535e-01,1.551741299451806100e+01,5.439221884888987418e-02,6.162082577702639175e-02
6.222429325650163934e-01,3.165537284003655749e+00,7.431032465162530798e+00,3.249157141548404404e-01,3.032029711318613985e-01
2.368879947852124968e-01,2.458694832190539525e+00,1.529895418413536134e+01,2.061300555044410510e-01,2.110755395536305645e-01
9.304391431256636702e-02,2.813246328269872087e+00,1.448869060777331441e+01,8.707871211887409368e-02,9.124125731380570981e-02
4.481397669510722714e-01,2.449206449599183433e+00,6.061018406873630582e-01,3.997479689737024056e-01,4.065432078252519399e-01
6.434806005126771922e-01,1.908270563830454902e+00,1.431660460719448302e+00,5.433901007683524798e-01,5.366351139425104000e-01
2.881618545901118988e-01,2.951537026489586157e+00,1.327627545399056253e+01,2.086222614581975110e-01,2.137074967273684678e-01
2.120104719587310727e-01,3.961504759310070511e+00,3.147850614357650123e-01,1.150011495698558123e-01,1.249595629683344783e-01
2.461780000734233864e-01,3.920278654468137169e+00,1.505180706415345515e+00,1.288705027893313482e-01,1.447921575913334868e-01
6.962559395951321839e-02,5.874463575823504202e-01,5.628382528287197317e+00,3.538568291864627874e-02,3.794705328631381436e-02
8.547855161364550924e-02,2.371064108118457747e-01,6.831891093123088510e+00,1.774132802226853142e-02,4.660289011096692760e-03
4.430670255250929723e-01,7.206450108127231413e-01,1.718935763459180066e+01,2.076821759719852667e-01,2.082890616578863541e-01
2.330882874274256555e-01,9.411653147475407266e-01,1.573902813915489318e+01,1.480999791176160485e-01,1.545378416668221344e-01
4.137829497905856635e-01,3.759132892036340046e+00,9.498096858978035684e+00,1.763570722928145540e-01,1.815004320234444579e-01
8.262688295466241728e-01,1.525999887221966667e+00,3.596098416866542191e+00,6.075461156656101203e-01,6.265382604568796587e-01
7.336025827717299608e-01,2.382997895316164794e+00,9.447532062912933348e-01,5.418273894166629745e-01,5.399202049193283504e-01
7.527182479242998658e-01,3.859045195779159609e+00,1.423345271016476232e+01,2.065152127302799789e-01,1.965334818508065740e-01
8.396700739842858363e-01,2.349267852524062672e+00,6.681936215153752023e+00,5.377029566275979278e-01,5.314968595073132906e-01
6.169304125795749272e-01,1.405696467979547837e+00,2.178112328286982979e+00,5.014372744134457660e-01,5.080098825573478027e-01
4.220488594942038985e-01,3.285345905901599028e+00,1.698336944322282349e+01,2.184354017481908439e-01,2.106001976827346633e-01
1.123354510993553601e-01,1.680920244401295616e+00,1.969168271026038042e+01,1.056538391957447948e-01,9.544363359339461117e-02
6.634504189097083504e-01,6.957110675078947981e-01,1.157219335513509861e+01,3.021346563460494683e-01,2.939583163380426467e-01
1.445021876605556144e-01,2.959806189601675186e+00,6.207752001667010688e-01,1.469965402305826174e-01,1.590298951878451605e-01
3.078786506960513591e-01,2.972742971457446259e+00,5.996267092581195612e+00,2.392917282604588025e-01,2.417325888005108503e-01
2.885173262441688147e-01,1.739971962627180124e+00,6.515532893734001796e+00,2.820702748704344009e-01,2.788392867247921347e-01
8.471755469294004470e-01,2.146377346751584536e+00,1.370116042438594484e+01,5.167151235315439184e-01,5.252022409497885125e-01
7.866265828373376623e-01,2.885496754686794674e+00,1.604129253406753364e+01,3.759015897680088591e-01,3.827881531960043437e-01
2.664042219834457659e-01,3.249999350387924757e+00,2.304908323311012364e+00,2.013878548281612946e-01,1.918563325175409728e-01
3.685417756089588437e-01,1.388043987316502692e+00,1.711081652324538993e+01,2.775693178228615388e-01,2.858815680558115524e-01
4.557462224987596788e-01,3.768070302566986829e+00,7.957577367688868364e+00,1.889349849288429473e-01,1.914451246684209518e-01
9.056015571289378896e-02,3.624910294790975485e+00,4.382908349052128116e-01,7.267043837231439152e-02,5.240349891461170556e-02
6.634593672316133062e-02,2.954172196742423484e+00,7.016888181761431476e+00,6.781558902891561547e-02,5.620282692207635017e-02
5.337340601271381990e-01,1.122954084370558103e+00,2.528321418941255061e+00,4.032545159105076493e-01,4.059438140817622220e-01
4.752015741661588799e-01,3.994467509544634698e-01,8.954727954291954006e+00,1.472658510600715065e-01,1.521835067247785944e-01
5.850441099705009362e-01,1.590842550568569713e+00,5.309405648604050398e+00,4.769823131648298076e-01,4.742632764182482807e-01
7.966533128990813672e-01,2.828428798621029472e+00,1.322824426178115509e+01,4.007600201399586504e-01,3.910176493704729528e-01
1.675809627581685834e-01,4.349109357506983908e-01,1.038934943165784830e+01,5.845068551848885824e-02,6.102760321329610271e-02
8.115836468036105034e-01,3.132209177440151482e+00,1.673798982989568884e+01,3.336650003836151290e-01,3.157131237448849159e-01
2.281661480217511695e-01,2.219020850623715457e+00,6.292297677031941205e+00,2.344351507719945049e-01,2.400671172557469202e-01
8.342771365648661286e-01,2.876082694358502945e+00,9.037149838998587370e+00,4.231199226172737693e-01,4.217656265579829977e-01
1.848108578735801477e-01,2.327109715074576535e+00,2.687542063339549703e+00,2.059233874175006029e-01,2.057954394831431055e-01
3.895606711056290306e-01,1.361105246145746017e+00,1.859931270206963561e+01,2.834392137452497740e-01,2.771481905989158778e-01
6.759750579469252507e-01,3.346799049822240413e+00,1.226523728325858720e+01,2.854531565282794059e-01,2.937999054608290139e-01
2.201733654168756549e-01,8.134755242144506848e-01,3.047517467670157743e+00,1.484269403828321621e-01,1.255588088305619743e-01
