T,k_chem
2.986767353470694388e+02,2.460611266604320008e+03
2.986827365473094460e+02,2.461601442835111357e+03
2.986887377475495100e+02,2.462591909782194307e+03
2.986947389477895740e+02,2.463582667484361991e+03
2.987007401480295812e+02,2.464573715980279758e+03
2.987067413482696452e+02,2.465565055308680257e+03
2.987127425485097092e+02,2.466556685508301598e+03
2.987187437487497732e+02,2.467548606617755013e+03
2.987247449489897804e+02,2.468540818675726769e+03
2.987307461492298444e+02,2.469533321720927233e+03
2.987367473494699084e+02,2.470526115791991742e+03
2.987427485497099156e+02,2.471519200927480597e+03
2.987487497499499796e+02,2.472512577166138271e+03
2.987547509501900436e+02,2.473506244546446851e+03
2.987607521504301076e+02,2.474500203107108518e+03
2.987667533506701147e+02,2.475494452886631734e+03
2.987727545509101788e+02,2.476488993923571343e+03
2.987787557511502428e+02,2.477483826256572229e+03
2.987847569513902499e+02,2.478478949924071912e+03
2.987907581516303139e+02,2.479474364964692541e+03
2.987967593518703779e+02,2.480470071416916653e+03
2.988027605521104419e+02,2.481466069319183134e+03
2.988087617523504491e+02,2.482462358710064109e+03
2.988147629525905131e+02,2.483458939628033932e+03
2.988207641528305771e+02,2.484455812111473278e+03
2.988267653530706411e+02,2.485452976198928354e+03
2.988327665533106483e+02,2.486450431928799844e+03
2.988387677535507123e+02,2.487448179339438866e+03
2.988447689537907763e+02,2.488446218469381165e+03
2.988507701540307835e+02,2.489444549356928292e+03
2.988567713542708475e+02,2.490443172040552327e+03
2.988627725545109115e+02,2.491442086558556639e+03
2.988687737547509755e+02,2.492441292949265971e+03
2.988747749549909827e+02,2.493440791251116934e+03
2.988807761552310467e+02,2.494440581502409714e+03
2.988867773554711107e+02,2.495440663741422213e+03
2.988927785557111179e+02,2.496441038006517829e+03
2.988987797559511819e+02,2.497441704335905342e+03
2.989047809561912459e+02,2.498442662767958609e+03
2.989107821564313099e+02,2.499443913340905056e+03
2.989167833566713171e+02,2.500445456092951190e+03
2.989227845569113811e+02,2.501447291062416753e+03
2.989287857571514451e+02,2.502449418287462322e+03
2.989347869573914522e+02,2.503451837806319418e+03
2.989407881576315162e+02,2.504454549657181360e+03
2.989467893578715803e+02,2.505457553878276485e+03
2.989527905581116443e+02,2.506460850507711712e+03
2.989587917583516514e+02,2.507464439583691728e+03
2.989647929585917154e+02,2.508468321144322545e+03
2.989707941588317794e+02,2.509472495227776108e+03
2.989767953590717866e+02,2.510476961872168886e+03
2.989827965593118506e+02,2.511481721115547316e+03
2.989887977595519146e+02,2.512486772996093805e+03
2.989947989597919786e+02,2.513492117551838874e+03
2.990008001600319858e+02,2.514497754820801219e+03
2.990068013602720498e+02,2.515503684841150516e+03
2.990128025605121138e+02,2.516509907650790865e+03
2.990188037607521210e+02,2.517516423287837370e+03
2.990248049609921850e+02,2.518523231790322825e+03
2.990308061612322490e+02,2.519530333196129050e+03
2.990368073614723130e+02,2.520537727543345227e+03
2.990428085617123202e+02,2.521545414869909109e+03
2.990488097619523842e+02,2.522553395213774820e+03
2.990548109621924482e+02,2.523561668612927406e+03
2.990608121624325122e+02,2.524570235105239590e+03
2.990668133626725194e+02,2.525579094728611381e+03
2.990728145629125834e+02,2.526588247521032372e+03
2.990788157631526474e+02,2.527597693520311623e+03
2.990848169633926545e+02,2.528607432764416444e+03
2.990908181636327186e+02,2.529617465291138160e+03
2.990968193638727826e+02,2.530627791138326756e+03
2.991028205641128466e+02,2.531638410343859050e+03
2.991088217643528537e+02,2.532649322945520908e+03
2.991148229645929177e+02,2.533660528981173229e+03
2.991208241648329818e+02,2.534672028488575961e+03
2.991268253650729889e+02,2.535683821505499964e+03
2.991328265653130529e+02,2.536695908069746110e+03
2.991388277655531169e+02,2.537708288219066162e+03
2.991448289657931809e+02,2.538720961991162767e+03
2.991508301660331881e+02,2.539733929423807695e+03
2.991568313662732521e+02,2.540747190554731333e+03
2.991628325665133161e+02,2.541760745421571755e+03
2.991688337667533233e+02,2.542774594062079814e+03
2.991748349669933873e+02,2.543788736513856293e+03
2.991808361672334513e+02,2.544803172814673417e+03
2.991868373674735153e+02,2.545817903002105595e+03
2.991928385677135225e+02,2.546832927113745427e+03
2.991988397679535865e+02,2.547848245187331941e+03
2.992048409681936505e+02,2.548863857260393161e+03
2.992108421684337145e+02,2.549879763370491219e+03
2.992168433686737217e+02,2.550895963555289654e+03
2.992228445689137857e+02,2.551912457852280113e+03
2.992288457691538497e+02,2.552929246299100669e+03
2.992348469693938569e+02,2.553946328933206132e+03
2.992408481696339209e+02,2.554963705792128621e+03
2.992468493698739849e+02,2.555981376913468921e+03
2.992528505701140489e+02,2.556999342334623179e+03
2.992588517703540560e+02,2.558017602093113055e+03
2.992648529705941201e+02,2.559036156226418370e+03
2.992708541708341841e+02,2.560055004772004850e+03
2.992768553710741912e+02,2.561074147767255454e+03
2.992828565713142552e+02,2.562093585249682747e+03
2.992888577715543192e+02,2.563113317256614209e+03
2.992948589717943833e+02,2.564133343825566499e+03
2.993008601720343904e+02,2.565153664993839357e+03
2.993068613722744544e+02,2.566174280798804830e+03
2.993128625725145184e+02,2.567195191277873619e+03
2.993188637727545256e+02,2.568216396468328185e+03
2.993248649729945896e+02,2.569237896407597873e+03
2.993308661732346536e+02,2.570259691132957414e+03
2.993368673734747176e+02,2.571281780681645614e+03
2.993428685737147248e+02,2.572304165091048162e+03
2.993488697739547888e+02,2.573326844398414778e+03
2.993548709741948528e+02,2.574349818640949252e+03
2.993608721744348600e+02,2.575373087856002257e+03
2.993668733746749240e+02,2.576396652080797139e+03
2.993728745749149880e+02,2.577420511352458561e+03
2.993788757751550520e+02,2.578444665708300363e+03
2.993848769753950592e+02,2.579469115185431747e+03
2.993908781756351232e+02,2.580493859821157457e+03
2.993968793758751872e+02,2.581518899652533491e+03
2.994028805761151943e+02,2.582544234716747269e+03
2.994088817763552584e+02,2.583569865050946646e+03
2.994148829765953224e+02,2.584595790692311766e+03
2.994208841768353864e+02,2.585622011677834962e+03
2.994268853770753935e+02,2.586648528044695922e+03
2.994328865773154575e+02,2.587675339829937002e+03
2.994388877775555216e+02,2.588702447070720609e+03
2.994448889777955856e+02,2.589729849804024070e+03
2.994508901780355927e+02,2.590757548066853815e+03
2.994568913782756567e+02,2.591785541896366794e+03
2.994628925785157207e+02,2.592813831329477125e+03
2.994688937787557279e+02,2.593842416403191692e+03
2.994748949789957919e+02,2.594871297154549666e+03
2.994808961792358559e+02,2.595900473620494267e+03
2.994868973794759199e+02,2.596929945837964624e+03
2.994928985797159271e+02,2.597959713843948066e+03
2.994988997799559911e+02,2.598989777675340520e+03
2.995049009801960551e+02,2.600020137369133408e+03
2.995109021804360623e+02,2.601050792962146716e+03
2.995169033806761263e+02,2.602081744491290010e+03
2.995229045809161903e+02,2.603112991993457854e+03
2.995289057811562543e+02,2.604144535505525710e+03
2.995349069813962615e+02,2.605176375064268996e+03
2.995409081816363255e+02,2.606208510706635934e+03
2.995469093818763895e+02,2.607240942469331003e+03
2.995529105821163967e+02,2.608273670389275594e+03
2.995589117823564607e+02,2.609306694503174640e+03
2.995649129825965247e+02,2.610340014847821749e+03
2.995709141828365887e+02,2.611373631460024626e+03
2.995769153830765958e+02,2.612407544376513215e+03
2.995829165833166599e+02,2.613441753633954704e+03
2.995889177835567239e+02,2.614476259269185448e+03
2.995949189837967310e+02,2.615511061318818975e+03
2.996009201840367950e+02,2.616546159819623426e+03
2.996069213842768590e+02,2.617581554808253259e+03
2.996129225845169231e+02,2.618617246321338371e+03
2.996189237847569302e+02,2.619653234395589152e+03
2.996249249849969942e+02,2.620689519067617766e+03
2.996309261852370582e+02,2.621726100373997269e+03
2.996369273854770654e+02,2.622762978351415768e+03
2.996429285857171294e+02,2.623800153036435404e+03
2.996489297859571934e+02,2.624837624465645604e+03
2.996549309861972574e+02,2.625875392675636704e+03
2.996609321864372646e+02,2.626913457702866708e+03
2.996669333866773286e+02,2.627951819584014174e+03
2.996729345869173926e+02,2.628990478355509367e+03
2.996789357871574566e+02,2.630029434053871228e+03
2.996849369873974638e+02,2.631068686715645072e+03
2.996909381876375278e+02,2.632108236377284811e+03
2.996969393878775918e+02,2.633148083075196610e+03
2.997029405881175990e+02,2.634188226845938516e+03
2.997089417883576630e+02,2.635228667725879404e+03
2.997149429885977270e+02,2.636269405751515023e+03
2.997209441888377910e+02,2.637310440959212883e+03
2.997269453890777982e+02,2.638351773385311390e+03
2.997329465893178622e+02,2.639393403066310839e+03
2.997389477895579262e+02,2.640435330038531902e+03
2.997449489897979333e+02,2.641477554338287973e+03
2.997509501900379973e+02,2.642520076001984307e+03
2.997569513902780614e+02,2.643562895065861539e+03
2.997629525905181254e+02,2.644606011566354937e+03
2.997689537907581325e+02,2.645649425539675121e+03
2.997749549909981965e+02,2.646693137022109568e+03
2.997809561912382605e+02,2.647737146049984858e+03
2.997869573914782677e+02,2.648781452659492516e+03
2.997929585917183317e+02,2.649826056886867264e+03
2.997989597919583957e+02,2.650870958768413857e+03
2.998049609921984597e+02,2.651916158340291986e+03
2.998109621924384669e+02,2.652961655638650427e+03
2.998169633926785309e+02,2.654007450699808032e+03
2.998229645929185949e+02,2.655053543559782156e+03
2.998289657931586589e+02,2.656099934254846630e+03
2.998349669933986661e+02,2.657146622821093388e+03
2.998409681936387301e+02,2.658193609294619819e+03
2.998469693938787941e+02,2.659240893711633362e+03
2.998529705941188013e+02,2.660288476108097257e+03
2.998589717943588653e+02,2.661336356520220761e+03
2.998649729945989293e+02,2.662384534983997128e+03
2.998709741948389933e+02,2.663433011535486003e+03
2.998769753950790005e+02,2.664481786210783866e+03
2.998829765953190645e+02,2.665530859045885336e+03
2.998889777955591285e+02,2.666580230076748194e+03
2.998949789957991356e+02,2.667629899339441181e+03
2.999009801960391997e+02,2.668679866869942998e+03
2.999069813962792637e+02,2.669730132704152766e+03
2.999129825965193277e+02,2.670780696878126491e+03
2.999189837967593348e+02,2.671831559427715547e+03
2.999249849969993988e+02,2.672882720388910911e+03
2.999309861972394629e+02,2.673934179797605793e+03
2.999369873974794700e+02,2.674985937689627008e+03
2.999429885977195340e+02,2.676037994100962806e+03
2.999489897979595980e+02,2.677090349067454554e+03
2.999549909981996620e+02,2.678143002624889505e+03
2.999609921984396692e+02,2.679195954809185878e+03
2.999669933986797332e+02,2.680249205656086360e+03
2.999729945989197972e+02,2.681302755201490072e+03
2.999789957991598044e+02,2.682356603481146522e+03
2.999849969993998684e+02,2.683410750530808400e+03
2.999909981996399324e+02,2.684465196386329808e+03
2.999969993998799964e+02,2.685519941083386129e+03
3.000030006001200036e+02,2.686574984657710957e+03
3.000090018003600676e+02,2.687630327145065166e+03
3.000150030006001316e+02,2.688685968581173711e+03
3.000210042008401388e+02,2.689741909001662862e+03
3.000270054010802028e+02,2.690798148442262573e+03
3.000330066013202668e+02,2.691854686938588657e+03
3.000390078015603308e+02,2.692911524526390622e+03
3.000450090018003380e+02,2.693968661241219252e+03
3.000510102020404020e+02,2.695026097118678535e+03
3.000570114022804660e+02,2.696083832194468414e+03
3.000630126025205300e+02,2.697141866504105110e+03
3.000690138027605371e+02,2.698200200083162599e+03
3.000750150030006012e+02,2.699258832967249418e+03
3.000810162032406652e+02,2.700317765191879516e+03
3.000870174034806723e+02,2.701376996792614591e+03
3.000930186037207363e+02,2.702436527804990874e+03
3.000990198039608003e+02,2.703496358264404989e+03
3.001050210042008644e+02,2.704556488206471840e+03
3.001110222044408715e+02,2.705616917666609424e+03
3.001170234046809355e+02,2.706677646680259841e+03
3.001230246049209995e+02,2.707738675282927943e+03
3.001290258051610067e+02,2.708800003509970338e+03
3.001350270054010707e+02,2.709861631396873690e+03
3.001410282056411347e+02,2.710923558979015979e+03
3.001470294058811987e+02,2.711985786291738350e+03
3.001530306061212059e+02,2.713048313370507458e+03
3.001590318063612699e+02,2.714111140250607605e+03
3.001650330066013339e+02,2.715174266967360836e+03
3.001710342068413411e+02,2.716237693556179238e+03
3.001770354070814051e+02,2.717301420052297090e+03
3.001830366073214691e+02,2.718365446491081002e+03
3.001890378075615331e+02,2.719429772907794813e+03
3.001950390078015403e+02,2.720494399337668710e+03
3.002010402080416043e+02,2.721559325815989268e+03
3.002070414082816683e+02,2.722624552378005319e+03
3.002130426085217323e+02,2.723690079058899300e+03
3.002190438087617395e+02,2.724755905893929594e+03
3.002250450090018035e+02,2.725822032918297737e+03
3.002310462092418675e+02,2.726888460167120229e+03
3.002370474094818746e+02,2.727955187675637717e+03
3.002430486097219386e+02,2.729022215478918497e+03
3.002490498099620027e+02,2.730089543612202760e+03
3.002550510102020667e+02,2.731157172110551983e+03
3.002610522104420738e+02,2.732225101009043101e+03
3.002670534106821378e+02,2.733293330342853096e+03
3.002730546109222018e+02,2.734361860146990239e+03
3.002790558111622090e+02,2.735430690456499178e+03
3.002850570114022730e+02,2.736499821306505964e+03
3.002910582116423370e+02,2.737569252731977940e+03
3.002970594118824010e+02,2.738638984768002047e+03
3.003030606121224082e+02,2.739709017449534713e+03
3.003090618123624722e+02,2.740779350811531913e+03
3.003150630126025362e+02,2.741849984889037842e+03
3.003210642128425434e+02,2.742920919716927528e+03
3.003270654130826074e+02,2.743992155330240621e+03
3.003330666133226714e+02,2.745063691763862607e+03
3.003390678135627354e+02,2.746135529052711263e+03
3.003450690138027426e+02,2.747207667231630694e+03
3.003510702140428066e+02,2.748280106335597338e+03
3.003570714142828706e+02,2.749352846399393002e+03
3.003630726145228778e+02,2.750425887457970930e+03
3.003690738147629418e+02,2.751499229546110655e+03
3.003750750150030058e+02,2.752572872698580341e+03
3.003810762152430698e+02,2.753646816950319590e+03
3.003870774154830769e+02,2.754721062335997431e+03
3.003930786157231410e+02,2.755795608890485710e+03
3.003990798159632050e+02,2.756870456648544405e+03
3.004050810162032121e+02,2.757945605644808438e+03
3.004110822164432761e+02,2.759021055914186036e+03
3.004170834166833401e+02,2.760096807491275740e+03
3.004230846169234042e+02,2.761172860410799331e+03
3.004290858171634113e+02,2.762249214707473129e+03
3.004350870174034753e+02,2.763325870415942518e+03
3.004410882176435393e+02,2.764402827570932914e+03
3.004470894178836033e+02,2.765480086207032400e+03
3.004530906181236105e+02,2.766557646358830880e+03
3.004590918183636745e+02,2.767635508061033306e+03
3.004650930186037385e+02,2.768713671348221851e+03
3.004710942188437457e+02,2.769792136254923662e+03
3.004770954190838097e+02,2.770870902815762292e+03
3.004830966193238737e+02,2.771949971065257614e+03
3.004890978195639377e+02,2.773029341037962240e+03
3.004950990198039449e+02,2.774109012768436060e+03
3.005011002200440089e+02,2.775188986291116180e+03
3.005071014202840729e+02,2.776269261640582499e+03
3.005131026205240801e+02,2.777349838851262575e+03
3.005191038207641441e+02,2.778430717957579418e+03
3.005251050210042081e+02,2.779511898994099738e+03
3.005311062212442721e+02,2.780593381995158779e+03
3.005371074214842793e+02,2.781675166995175459e+03
3.005431086217243433e+02,2.782757254028623265e+03
3.005491098219644073e+02,2.783839643129805609e+03
3.005551110222044144e+02,2.784922334333204617e+03
3.005611122224444784e+02,2.786005327673085503e+03
3.005671134226845425e+02,2.787088623183803520e+03
3.005731146229246065e+02,2.788172220899742570e+03
3.005791158231646136e+02,2.789256120855179688e+03
3.005851170234046776e+02,2.790340323084359170e+03
3.005911182236447416e+02,2.791424827621679469e+03
3.005971194238847488e+02,2.792509634501287564e+03
3.006031206241248128e+02,2.793594743757522338e+03
3.006091218243648768e+02,2.794680155424619443e+03
3.006151230246049408e+02,2.795765869536731316e+03
3.006211242248449480e+02,2.796851886128123624e+03
3.006271254250850120e+02,2.797938205232969267e+03
3.006331266253250760e+02,2.799024826885427501e+03
3.006391278255650832e+02,2.800111751119708970e+03
3.006451290258051472e+02,2.801198977969885618e+03
3.006511302260452112e+02,2.802286507470179913e+03
3.006571314262852752e+02,2.803374339654650612e+03
3.006631326265252824e+02,2.804462474557344194e+03
3.006691338267653464e+02,2.805550912212472213e+03
3.006751350270054104e+02,2.806639652654038400e+03
3.006811362272454744e+02,2.807728695916056040e+03
3.006871374274854816e+02,2.808818042032641188e+03
3.006931386277255456e+02,2.809907691037807581e+03
3.006991398279656096e+02,2.810997642965451178e+03
3.007051410282056167e+02,2.812087897849714864e+03
3.007111422284456808e+02,2.813178455724480045e+03
3.007171434286857448e+02,2.814269316623777740e+03
3.007231446289258088e+02,2.815360480581508455e+03
3.007291458291658159e+02,2.816451947631596340e+03
3.007351470294058799e+02,2.817543717808002384e+03
3.007411482296459440e+02,2.818635791144611176e+03
3.007471494298859511e+02,2.819728167675264103e+03
3.007531506301260151e+02,2.820820847433906692e+03
3.007591518303660791e+02,2.821913830454300751e+03
3.007651530306061431e+02,2.823007116770394077e+03
3.007711542308461503e+02,2.824100706415946661e+03
3.007771554310862143e+02,2.825194599424757598e+03
3.007831566313262783e+02,2.826288795830679192e+03
3.007891578315662855e+02,2.827383295667440052e+03
3.007951590318063495e+02,2.828478098968762879e+03
3.008011602320464135e+02,2.829573205768516800e+03
3.008071614322864775e+02,2.830668616100364488e+03
3.008131626325264847e+02,2.831764329997976802e+03
3.008191638327665487e+02,2.832860347495128735e+03
3.008251650330066127e+02,2.833956668625467501e+03
3.008311662332466767e+02,2.835053293422690331e+03
3.008371674334866839e+02,2.836150221920438526e+03
3.008431686337267479e+02,2.837247454152303817e+03
3.008491698339668119e+02,2.838344990152031642e+03
3.008551710342068191e+02,2.839442829953073669e+03
3.008611722344468831e+02,2.840540973589153964e+03
3.008671734346869471e+02,2.841639421093809688e+03
3.008731746349270111e+02,2.842738172500548899e+03
3.008791758351670182e+02,2.843837227843001983e+03
3.008851770354070823e+02,2.844936587154690187e+03
3.008911782356471463e+02,2.846036250469031074e+03
3.008971794358871534e+02,2.847136217819626381e+03
3.009031806361272174e+02,2.848236489239933235e+03
3.009091818363672814e+02,2.849337064763395574e+03
3.009151830366073455e+02,2.850437944423501904e+03
3.009211842368473526e+02,2.851539128253643412e+03
3.009271854370874166e+02,2.852640616287320427e+03
3.009331866373274806e+02,2.853742408557896397e+03
3.009391878375674878e+02,2.854844505098708851e+03
3.009451890378075518e+02,2.855946905943252204e+03
3.009511902380476158e+02,2.857049611124805779e+03
3.009571914382876798e+02,2.858152620676683000e+03
3.009631926385276870e+02,2.859255934632302797e+03
3.009691938387677510e+02,2.860359553024879460e+03
3.009751950390078150e+02,2.861463475887832828e+03
3.009811962392478222e+02,2.862567703254357639e+03
3.009871974394878862e+02,2.863672235157713203e+03
3.009931986397279502e+02,2.864777071631212493e+03
3.009991998399680142e+02,2.865882212708057523e+03
3.010052010402080214e+02,2.866987658421433025e+03
3.010112022404480854e+02,2.868093408804606952e+03
3.010172034406881494e+02,2.869199463890755851e+03
3.010232046409281566e+02,2.870305823712968049e+03
3.010292058411682206e+02,2.871412488304540148e+03
3.010352070414082846e+02,2.872519457698480892e+03
3.010412082416483486e+02,2.873626731928026857e+03
3.010472094418883557e+02,2.874734311026215892e+03
3.010532106421284197e+02,2.875842195026155423e+03
3.010592118423684838e+02,2.876950383960954696e+03
3.010652130426085478e+02,2.878058877863688394e+03
3.010712142428485549e+02,2.879167676767296598e+03
3.010772154430886189e+02,2.880276780704924022e+03
3.010832166433286829e+02,2.881386189709521204e+03
3.010892178435686901e+02,2.882495903814165104e+03
3.010952190438087541e+02,2.883605923051783066e+03
3.011012202440488181e+02,2.884716247455308348e+03
3.011072214442888821e+02,2.885826877057786078e+03
3.011132226445288893e+02,2.886937811892077207e+03
3.011192238447689533e+02,2.888049051991122724e+03
3.011252250450090173e+02,2.889160597387889084e+03
3.011312262452490245e+02,2.890272448115131283e+03
3.011372274454890885e+02,2.891384604205879896e+03
3.011432286457291525e+02,2.892497065692920842e+03
3.011492298459692165e+02,2.893609832609036857e+03
3.011552310462092237e+02,2.894722904987171205e+03
3.011612322464492877e+02,2.895836282860097981e+03
3.011672334466893517e+02,2.896949966260511701e+03
3.011732346469293589e+02,2.898063955221310607e+03
3.011792358471694229e+02,2.899178249775212407e+03
3.011852370474094869e+02,2.900292849954999838e+03
3.011912382476495509e+02,2.901407755793395154e+03
3.011972394478895581e+02,2.902522967323036028e+03
3.012032406481296221e+02,2.903638484576736573e+03
3.012092418483696861e+02,2.904754307587124913e+03
3.012152430486097501e+02,2.905870436386821893e+03
3.012212442488497572e+02,2.906986871008578873e+03
3.012272454490898212e+02,2.908103611485027159e+03
3.012332466493298853e+02,2.909220657848673909e+03
3.012392478495698924e+02,2.910338010132208638e+03
3.012452490498099564e+02,2.911455668368213537e+03
3.012512502500500204e+02,2.912573632589285808e+03
3.012572514502900276e+02,2.913691902827948525e+03
3.012632526505300916e+02,2.914810479116723400e+03
3.012692538507701556e+02,2.915929361488197173e+03
3.012752550510102196e+02,2.917048549974843354e+03
3.012812562512502268e+02,2.918168044609099979e+03
3.012872574514902908e+02,2.919287845423557883e+03
3.012932586517303548e+02,2.920407952450560970e+03
3.012992598519704188e+02,2.921528365722700983e+03
3.013052610522104260e+02,2.922649085272305001e+03
3.013112622524504900e+02,2.923770111131754675e+03
3.013172634526905540e+02,2.924891443333551706e+03
3.013232646529305612e+02,2.926013081910022265e+03
3.013292658531706252e+02,2.927135026893499344e+03
3.013352670534106892e+02,2.928257278316390966e+03
3.013412682536507532e+02,2.929379836211033307e+03
3.013472694538907604e+02,2.930502700609668864e+03
3.013532706541308244e+02,2.931625871544695656e+03
3.013592718543708884e+02,2.932749349048294334e+03
3.013652730546108955e+02,2.933873133152874743e+03
3.013712742548509596e+02,2.934997223890596615e+03
3.013772754550910236e+02,2.936121621293662884e+03
3.013832766553310876e+02,2.937246325394378800e+03
3.013892778555710947e+02,2.938371336224886818e+03
3.013952790558111587e+02,2.939496653817449442e+03
3.014012802560512228e+02,2.940622278204221857e+03
3.014072814562912299e+02,2.941748209417278304e+03
3.014132826565312939e+02,2.942874447488856276e+03
3.014192838567713579e+02,2.944000992451055481e+03
3.014252850570114219e+02,2.945127844335903774e+03
3.014312862572514291e+02,2.946255003175645015e+03
3.014372874574914931e+02,2.947382469002259313e+03
3.014432886577315571e+02,2.948510241847800899e+03
3.014492898579716211e+02,2.949638321744364475e+03
3.014552910582116283e+02,2.950766708723901957e+03
3.014612922584516923e+02,2.951895402818528964e+03
3.014672934586917563e+02,2.953024404060209690e+03
3.014732946589317635e+02,2.954153712480861032e+03
3.014792958591718275e+02,2.955283328112507661e+03
3.014852970594118915e+02,2.956413250987111951e+03
3.014912982596519555e+02,2.957543481136502123e+03
3.014972994598919627e+02,2.958674018592729681e+03
3.015033006601320267e+02,2.959804863387584192e+03
3.015093018603720907e+02,2.960936015553066682e+03
3.015153030606120979e+02,2.962067475120944891e+03
3.015213042608521619e+02,2.963199242123074782e+03
3.015273054610922259e+02,2.964331316591337782e+03
3.015333066613322899e+02,2.965463698557549833e+03
3.015393078615722970e+02,2.966596388053457758e+03
3.015453090618123611e+02,2.967729385110896601e+03
3.015513102620524251e+02,2.968862689761655929e+03
3.015573114622924322e+02,2.969996302037404803e+03
3.015633126625324962e+02,2.971130221969974173e+03
3.015693138627725602e+02,2.972264449591001721e+03
3.015753150630126243e+02,2.973398984932300209e+03
3.015813162632526314e+02,2.974533828025464118e+03
3.015873174634926954e+02,2.975668978902179788e+03
3.015933186637327594e+02,2.976804437594137198e+03
3.015993198639728234e+02,2.977940204132969939e+03
3.016053210642128306e+02,2.979076278550265670e+03
3.016113222644528946e+02,2.980212660877687540e+03
3.016173234646929586e+02,2.981349351146740901e+03
3.016233246649329658e+02,2.982486349389122097e+03
3.016293258651730298e+02,2.983623655636291005e+03
3.016353270654130938e+02,2.984761269919788901e+03
3.016413282656531010e+02,2.985899192271233915e+03
3.016473294658931650e+02,2.987037422722072279e+03
3.016533306661332290e+02,2.988175961303745225e+03
3.016593318663732930e+02,2.989314808047844508e+03
3.016653330666133002e+02,2.990453962985717226e+03
3.016713342668533642e+02,2.991593426148914659e+03
3.016773354670934282e+02,2.992733197568796186e+03
3.016833366673334922e+02,2.993873277276783028e+03
3.016893378675734994e+02,2.995013665304277765e+03
3.016953390678135634e+02,2.996154361682683884e+03
3.017013402680536274e+02,2.997295366443264811e+03
3.017073414682936345e+02,2.998436679617488153e+03
3.017133426685336985e+02,2.999578301236608695e+03
3.017193438687737626e+02,3.000720231331986270e+03
3.017253450690138266e+02,3.001862469934917499e+03
3.017313462692538337e+02,3.003005017076608965e+03
3.017373474694938977e+02,3.004147872788427776e+03
3.017433486697339617e+02,3.005291037101557777e+03
3.017493498699739689e+02,3.006434510047201911e+03
3.017553510702140329e+02,3.007578291656659076e+03
3.017613522704540969e+02,3.008722381961088558e+03
3.017673534706941609e+02,3.009866780991600535e+03
3.017733546709341681e+02,3.011011488779469346e+03
3.017793558711742321e+02,3.012156505355797890e+03
3.017853570714142961e+02,3.013301830751720900e+03
3.017913582716543033e+02,3.014447464998374471e+03
3.017973594718943673e+02,3.015593408126787835e+03
3.018033606721344313e+02,3.016739660168126193e+03
3.018093618723744953e+02,3.017886221153433326e+03
3.018153630726145025e+02,3.019033091113702540e+03
3.018213642728545665e+02,3.020180270080054015e+03
3.018273654730946305e+02,3.021327758083426033e+03
3.018333666733346945e+02,3.022475555154898302e+03
3.018393678735747017e+02,3.023623661325389094e+03
3.018453690738147657e+02,3.024772076625868976e+03
3.018513702740548297e+02,3.025920801087345808e+03
3.018573714742948368e+02,3.027069834740690567e+03
3.018633726745349009e+02,3.028219177616815159e+03
3.018693738747749649e+02,3.029368829746712890e+03
3.018753750750149720e+02,3.030518791161122408e+03
3.018813762752550360e+02,3.031669061891079764e+03
3.018873774754951000e+02,3.032819641967314055e+03
3.018933786757351641e+02,3.033970531420657608e+03
3.018993798759751712e+02,3.035121730282022327e+03
3.019053810762152352e+02,3.036273238582157319e+03
3.019113822764552992e+02,3.037425056351789408e+03
3.019173834766953632e+02,3.038577183621753647e+03
3.019233846769353704e+02,3.039729620422780954e+03
3.019293858771754344e+02,3.040882366785651811e+03
3.019353870774154984e+02,3.042035422741041202e+03
3.019413882776555056e+02,3.043188788319614559e+03
3.019473894778955696e+02,3.044342463552112349e+03
3.019533906781356336e+02,3.045496448469220013e+03
3.019593918783756976e+02,3.046650743101493845e+03
3.019653930786157048e+02,3.047805347479698867e+03
3.019713942788557688e+02,3.048960261634339986e+03
3.019773954790958328e+02,3.050115485596056715e+03
3.019833966793358400e+02,3.051271019395465828e+03
3.019893978795759040e+02,3.052426863063080418e+03
3.019953990798159680e+02,3.053583016629514077e+03
3.020014002800560320e+02,3.054739480125282626e+03
3.020074014802960392e+02,3.055896253580826397e+03
3.020134026805361032e+02,3.057053337026769896e+03
3.020194038807761672e+02,3.058210730493532992e+03
3.020254050810161743e+02,3.059368434011532372e+03
3.020314062812562383e+02,3.060526447611332060e+03
3.020374074814963024e+02,3.061684771323240511e+03
3.020434086817363664e+02,3.062843405177822206e+03
3.020494098819763735e+02,3.064002349205385144e+03
3.020554110822164375e+02,3.065161603436277346e+03
3.020614122824565015e+02,3.066321167900948240e+03
3.020674134826965656e+02,3.067481042629737203e+03
3.020734146829365727e+02,3.068641227652920861e+03
3.020794158831766367e+02,3.069801723000867696e+03
3.020854170834167007e+02,3.070962528703868429e+03
3.020914182836567079e+02,3.072123644792162850e+03
3.020974194838967719e+02,3.073285071296083970e+03
3.021034206841368359e+02,3.074446808245839293e+03
3.021094218843768999e+02,3.075608855671674974e+03
3.021154230846169071e+02,3.076771213603833530e+03
3.021214242848569711e+02,3.077933882072440611e+03
3.021274254850970351e+02,3.079096861107759651e+03
3.021334266853370423e+02,3.080260150739876281e+03
3.021394278855771063e+02,3.081423750999021195e+03
3.021454290858171703e+02,3.082587661915288209e+03
3.021514302860572343e+02,3.083751883518756586e+03
3.021574314862972415e+02,3.084916415839600177e+03
3.021634326865373055e+02,3.086081258907855499e+03
3.021694338867773695e+02,3.087246412753538607e+03
