t,T,H,W,dT_dt,dT_dt_noisy
1.733146629325865007e+01,1.192617038027730669e-01,2.743718974414835476e-01,7.382639694280189735e-01,1.445360164903715383e-03,-2.510520061977808415e-02
1.733746749349869987e+01,1.192703699212685070e-01,2.743623270886899057e-01,7.382372990535811530e-01,1.442763752121545284e-03,1.566389209284448081e-02
1.734346869373874611e+01,1.192790204663866094e-01,2.743527889412029630e-01,7.382106383400222072e-01,1.440169979936727074e-03,3.370773001473494068e-02
1.734946989397879591e+01,1.192876554539269440e-01,2.743432829228019121e-01,7.381839873266569096e-01,1.437578850200793568e-03,3.572619495827785482e-03
1.735547109421884215e+01,1.192962748996990036e-01,2.743338089573991723e-01,7.381573460526530406e-01,1.434990364750650393e-03,1.312517434507765902e-02
1.736147229445889195e+01,1.193048788195222171e-01,2.743243669690406117e-01,7.381307145570307204e-01,1.432404525408582929e-03,7.482725389600983386e-03
1.736747349469893820e+01,1.193134672292258808e-01,2.743149568819054362e-01,7.381040928786629651e-01,1.429821333982242426e-03,2.229200082973133504e-02
1.737347469493898799e+01,1.193220401446492690e-01,2.743055786203063007e-01,7.380774810562749089e-01,1.427240792264514169e-03,-1.903177255571789420e-02
1.737947589517903424e+01,1.193305975816415232e-01,2.742962321086890864e-01,7.380508791284446923e-01,1.424662902033649314e-03,1.494622392690952636e-02
1.738547709541908404e+01,1.193391395560617491e-01,2.742869172716331239e-01,7.380242871336027966e-01,1.422087665053133054e-03,-6.186414275526497773e-03
1.739147829565913028e+01,1.193476660837789194e-01,2.742776340338510810e-01,7.379977051100322649e-01,1.419515083071684614e-03,-4.304488241078044224e-03
1.739747949589918008e+01,1.193561771806719574e-01,2.742683823201890192e-01,7.379711330958690363e-01,1.416945157823257251e-03,2.300749663547136011e-03
1.740348069613922632e+01,1.193646728626297088e-01,2.742591620556263932e-01,7.379445711291011678e-01,1.414377891026954992e-03,-1.661346418675780853e-03
1.740948189637927612e+01,1.193731531455509004e-01,2.742499731652758288e-01,7.379180192475697231e-01,1.411813284387136713e-03,-1.277392483209697366e-02
1.741548309661932237e+01,1.193816180453441955e-01,2.742408155743836229e-01,7.378914774889681061e-01,1.409251339593166341e-03,-2.647623045988323383e-03
1.742148429685937217e+01,1.193900675779282078e-01,2.742316892083291879e-01,7.378649458908422831e-01,1.406692058319655714e-03,-1.628756046033374982e-02
1.742748549709941841e+01,1.193985017592314041e-01,2.742225939926253853e-01,7.378384244905910050e-01,1.404135442226263353e-03,3.165977275027349880e-02
1.743348669733946821e+01,1.194069206051922155e-01,2.742135298529184695e-01,7.378119133254653628e-01,1.401581492957673647e-03,1.622755062202876908e-02
1.743948789757951445e+01,1.194153241317589681e-01,2.742044967149880330e-01,7.377854124325692320e-01,1.399030212143687057e-03,-5.760516415284392192e-03
1.744548909781956425e+01,1.194237123548899104e-01,2.741954945047470060e-01,7.377589218488589395e-01,1.396481601399095218e-03,3.382626015584167672e-02
1.745149029805961050e+01,1.194320852905532276e-01,2.741865231482417675e-01,7.377324416111433747e-01,1.393935662323653180e-03,2.781445363036537735e-02
1.745749149829966029e+01,1.194404429547269858e-01,2.741775825716519233e-01,7.377059717560843222e-01,1.391392396502155737e-03,1.205140440607189133e-02
1.746349269853970654e+01,1.194487853633992014e-01,2.741686727012905278e-01,7.376795123201956850e-01,1.388851805504319470e-03,-8.143970265344559201e-03
1.746949389877975634e+01,1.194571125325677718e-01,2.741597934636040845e-01,7.376530633398441505e-01,1.386313890884754985e-03,7.513451317989774253e-03
1.747549509901980258e+01,1.194654244782405589e-01,2.741509447851723236e-01,7.376266248512491908e-01,1.383778654183015488e-03,1.372374592851935415e-02
1.748149629925985238e+01,1.194737212164352913e-01,2.741421265927083128e-01,7.376001968904825068e-01,1.381246096923527400e-03,2.987728684897963255e-02
1.748749749949989862e+01,1.194820027631796483e-01,2.741333388130586801e-01,7.375737794934685843e-01,1.378716220615562593e-03,-1.138944529661823756e-03
1.749349869973994842e+01,1.194902691345112317e-01,2.741245813732032244e-01,7.375473726959844711e-01,1.376189026753210642e-03,-8.770288742643740990e-03
1.749949989997999467e+01,1.194985203464775103e-01,2.741158542002551934e-01,7.375209765336598888e-01,1.373664516815420455e-03,4.771725406036834288e-02
1.750550110022004446e+01,1.195067564151359452e-01,2.741071572214611729e-01,7.374945910419768991e-01,1.371142692265854557e-03,2.983628724440307717e-02
1.751150230046009071e+01,1.195149773564062046e-01,2.740984903637639358e-01,7.374682162570100896e-01,1.368623554671516418e-03,8.597424872230623877e-03
1.751750350070014051e+01,1.195231831859008553e-01,2.740898535530348346e-01,7.374418522165964163e-01,1.366107105873634597e-03,-1.576413074350278831e-02
1.752350470094018675e+01,1.195313739198621550e-01,2.740812467167936251e-01,7.374154989557074602e-01,1.363593347242592069e-03,1.204383295334141533e-02
1.752950590118023655e+01,1.195395495745947556e-01,2.740726697828426150e-01,7.373891565089124578e-01,1.361082280092233698e-03,2.450938674415883284e-02
1.753550710142028279e+01,1.195477101664058905e-01,2.740641226791044605e-01,7.373628249106604082e-01,1.358573905725760089e-03,1.733024960131999276e-02
1.754150830166033259e+01,1.195558557116053883e-01,2.740556053336217768e-01,7.373365041952800736e-01,1.356068225435873298e-03,1.869580551137225641e-02
1.754750950190037884e+01,1.195639862265056585e-01,2.740471176745576387e-01,7.373101943969800898e-01,1.353565240504617240e-03,3.262502451350585836e-03
1.755351070214042863e+01,1.195721017274217202e-01,2.740386596301949695e-01,7.372838955498486335e-01,1.351064952203467895e-03,2.488676555718136521e-02
1.755951190238047488e+01,1.195802022306711732e-01,2.740302311289372073e-01,7.372576076878537554e-01,1.348567361793173713e-03,-9.530829122345148979e-03
1.756551310262052112e+01,1.195882877525742405e-01,2.740218320993077494e-01,7.372313308448429359e-01,1.346072470523866638e-03,-6.307516274036722125e-03
1.757151430286057092e+01,1.195963583094536986e-01,2.740134624699502863e-01,7.372050650545438621e-01,1.343580279634985775e-03,-7.506307190011591787e-03
1.757751550310061717e+01,1.196044139176349608e-01,2.740051221696285788e-01,7.371788103505635403e-01,1.341090790355228823e-03,-1.038572126007602549e-02
1.758351670334066696e+01,1.196124545934459937e-01,2.739968111272266804e-01,7.371525667663888504e-01,1.338604003902579831e-03,4.090966369205869396e-02
1.758951790358071321e+01,1.196204803532174010e-01,2.739885292717487708e-01,7.371263343353865460e-01,1.336119921484239803e-03,-3.114958802457944154e-02
1.759551910382076301e+01,1.196284912132823397e-01,2.739802765323192668e-01,7.371001130908030330e-01,1.333638544296647521e-03,7.012807481492753028e-03
1.760152030406080925e+01,1.196364871899765758e-01,2.739720528381827114e-01,7.370739030657642576e-01,1.331159873525424031e-03,-1.716920376961103556e-02
1.760752150430085905e+01,1.196444682996384845e-01,2.739638581187038846e-01,7.370477042932760403e-01,1.328683910345351826e-03,-2.229631357011363849e-02
1.761352270454090529e+01,1.196524345586090082e-01,2.739556923033675817e-01,7.370215168062241862e-01,1.326210655920409542e-03,4.276397212940413056e-03
1.761952390478095509e+01,1.196603859832317263e-01,2.739475553217790016e-01,7.369953406373737081e-01,1.323740111403667874e-03,-2.872246061280693541e-02
1.762552510502100134e+01,1.196683225898527575e-01,2.739394471036634693e-01,7.369691758193698261e-01,1.321272277937289574e-03,4.514342963052374140e-04
1.763152630526105114e+01,1.196762443948208715e-01,2.739313675788663804e-01,7.369430223847371897e-01,1.318807156652564150e-03,4.763852033681517661e-02
1.763752750550109738e+01,1.196841514144873636e-01,2.739233166773533679e-01,7.369168803658803224e-01,1.316344748669824594e-03,8.551829850902059257e-06
1.764352870574114718e+01,1.196920436652062075e-01,2.739152943292103015e-01,7.368907497950833996e-01,1.313885055098426569e-03,1.125679064450030124e-02
1.764952990598119342e+01,1.196999211633338889e-01,2.739073004646432330e-01,7.368646307045105814e-01,1.311428077036783102e-03,-1.464177727196052520e-02
1.765553110622124322e+01,1.197077839252295578e-01,2.738993350139783400e-01,7.368385231262053470e-01,1.308973815572267441e-03,1.171511455078795040e-02
1.766153230646128947e+01,1.197156319672549041e-01,2.738913979076619820e-01,7.368124270920911600e-01,1.306522271781254685e-03,-2.739219530216494003e-02
1.766753350670133926e+01,1.197234653057742543e-01,2.738834890762606444e-01,7.367863426339712474e-01,1.304073446729066277e-03,5.897559209305665816e-03
1.767353470694138551e+01,1.197312839571544885e-01,2.738756084504612165e-01,7.367602697835284875e-01,1.301627341469963062e-03,-4.419844325053846716e-04
1.767953590718143531e+01,1.197390879377651235e-01,2.738677559610705470e-01,7.367342085723254108e-01,1.299183957047082838e-03,4.503050654676798298e-02
1.768553710742148155e+01,1.197468772639782159e-01,2.738599315390157218e-01,7.367081590318044215e-01,1.296743294492509746e-03,2.373773506925218844e-04
1.769153830766153135e+01,1.197546519521684866e-01,2.738521351153440642e-01,7.366821211932876867e-01,1.294305354827156307e-03,-5.291828636469453687e-03
1.769753950790157759e+01,1.197624120187131963e-01,2.738443666212230787e-01,7.366560950879769143e-01,1.291870139060777301e-03,-9.250313378656612601e-03
1.770354070814162739e+01,1.197701574799922286e-01,2.738366259879403408e-01,7.366300807469536860e-01,1.289437648191990582e-03,-2.197527621345325352e-02
1.770954190838167364e+01,1.197778883523880344e-01,2.738289131469037185e-01,7.366040782011793464e-01,1.287007883208186876e-03,1.703783283129057385e-02
1.771554310862172343e+01,1.197856046522856877e-01,2.738212280296412060e-01,7.365780874814947810e-01,1.284580845085543654e-03,3.051722262058439994e-02
1.772154430886176968e+01,1.197933063960728434e-01,2.738135705678010345e-01,7.365521086186208599e-01,1.282156534789018199e-03,-5.662874996926797223e-03
1.772754550910181948e+01,1.198009936001397380e-01,2.738059406931515616e-01,7.365261416431579944e-01,1.279734953272285147e-03,1.580052518233333869e-02
1.773354670934186572e+01,1.198086662808792308e-01,2.737983383375813817e-01,7.365001865855863583e-01,1.277316101477764254e-03,-5.363030073717914986e-03
1.773954790958191552e+01,1.198163244546867623e-01,2.737907634330991602e-01,7.364742434762661105e-01,1.274899980336550998e-03,9.645847046341575470e-03
1.774554910982196176e+01,1.198239681379603544e-01,2.737832159118339659e-01,7.364483123454367286e-01,1.272486590768423520e-03,1.075950478211309957e-02
1.775155031006201156e+01,1.198315973471006518e-01,2.737756957060347163e-01,7.364223932232175640e-01,1.270075933681828750e-03,-2.683039970995697299e-02
1.775755151030205781e+01,1.198392120985108528e-01,2.737682027480708991e-01,7.363964861396079531e-01,1.267668009973840770e-03,-1.374109330380387378e-02
1.776355271054210760e+01,1.198468124085967923e-01,2.737607369704318505e-01,7.363705911244866620e-01,1.265262820530146937e-03,2.019356869840101959e-02
1.776955391078215385e+01,1.198543982937668589e-01,2.737532983057272551e-01,7.363447082076124417e-01,1.262860366225061759e-03,-3.632391768575998076e-02
1.777555511102220365e+01,1.198619697704320919e-01,2.737458866866869234e-01,7.363188374186233620e-01,1.260460647921408939e-03,1.696326325780087105e-03
1.778155631126224989e+01,1.198695268550060561e-01,2.737385020461609586e-01,7.362929787870376996e-01,1.258063666470618513e-03,-5.299876915877556327e-03
1.778755751150229969e+01,1.198770695639049810e-01,2.737311443171194791e-01,7.362671323422532721e-01,1.255669422712643590e-03,-1.694444779258306999e-02
1.779355871174234593e+01,1.198845979135476081e-01,2.737238134326528960e-01,7.362412981135474377e-01,1.253277917475946468e-03,2.505628185263798421e-03
1.779955991198239573e+01,1.198921119203553570e-01,2.737165093259717463e-01,7.362154761300776507e-01,1.250889151577463942e-03,7.629126988969413270e-03
1.780556111222244198e+01,1.198996116007521873e-01,2.737092319304068599e-01,7.361896664208807950e-01,1.248503125822621185e-03,1.222223365567900143e-02
1.781156231246249178e+01,1.199070969711646811e-01,2.737019811794090263e-01,7.361638690148737396e-01,1.246119841005303985e-03,-5.090064609474388019e-02
1.781756351270253802e+01,1.199145680480219883e-01,2.736947570065494939e-01,7.361380839408527832e-01,1.243739297907810182e-03,3.491785198504494120e-02
1.782356471294258782e+01,1.199220248477558953e-01,2.736875593455194711e-01,7.361123112274942093e-01,1.241361497300849659e-03,-8.043776805593573498e-03
1.782956591318263406e+01,1.199294673868007144e-01,2.736803881301304586e-01,7.360865509033540643e-01,1.238986439943544349e-03,2.222050316088826707e-02
1.783556711342268386e+01,1.199368956815934223e-01,2.736732432943140836e-01,7.360608029968678245e-01,1.236614126583372719e-03,-9.803326036961633634e-04
1.784156831366273011e+01,1.199443097485735632e-01,2.736661247721221546e-01,7.360350675363509509e-01,1.234244557956148958e-03,-1.015581899402360870e-02
1.784756951390277990e+01,1.199517096041832626e-01,2.736590324977268285e-01,7.360093445499985565e-01,1.231877734786016032e-03,1.380980046353274052e-04
1.785357071414282615e+01,1.199590952648672548e-01,2.736519664054201662e-01,7.359836340658856280e-01,1.229513657785466507e-03,6.465044550470408491e-02
1.785957191438287595e+01,1.199664667470728696e-01,2.736449264296145767e-01,7.359579361119665819e-01,1.227152327655238462e-03,3.263082593023552275e-02
1.786557311462292219e+01,1.199738240672500178e-01,2.736379125048426508e-01,7.359322507160758198e-01,1.224793745084384877e-03,-5.528434682871930482e-03
1.787157431486297199e+01,1.199811672418512193e-01,2.736309245657571609e-01,7.359065779059275059e-01,1.222437910750155676e-03,5.913914382669424943e-03
1.787757551510301823e+01,1.199884962873315752e-01,2.736239625471310055e-01,7.358809177091152343e-01,1.220084825318074051e-03,2.377203301903282537e-02
1.788357671534306803e+01,1.199958112201487959e-01,2.736170263838572647e-01,7.358552701531126949e-01,1.217734489441853196e-03,1.295693712067867535e-02
1.788957791558311428e+01,1.200031120567631865e-01,2.736101160109493113e-01,7.358296352652730077e-01,1.215386903763382431e-03,3.038237860228058980e-03
1.789557911582316407e+01,1.200103988136376199e-01,2.736032313635405333e-01,7.358040130728292771e-01,1.213042068912796589e-03,-2.405591372691585818e-03
1.790158031606321032e+01,1.200176715072375916e-01,2.735963723768846112e-01,7.357784036028941488e-01,1.210699985508281729e-03,-2.015264522289843957e-02
1.790758151630326012e+01,1.200249301540311925e-01,2.735895389863554072e-01,7.357528068824601419e-01,1.208360654156213909e-03,1.632820848456754959e-02
1.791358271654330636e+01,1.200321747704890668e-01,2.735827311274469098e-01,7.357272229383994278e-01,1.206024075451075928e-03,2.333725575477842845e-02
1.791958391678335616e+01,1.200394053730845095e-01,2.735759487357733444e-01,7.357016517974639402e-01,1.203690249975450377e-03,4.587888051277170393e-02
1.792558511702340240e+01,1.200466219782933830e-01,2.735691917470691181e-01,7.356760934862852652e-01,1.201359178299957198e-03,-9.601763531159445558e-03
1.793158631726345220e+01,1.200538246025941308e-01,2.735624600971887088e-01,7.356505480313748624e-01,1.199030860983309188e-03,1.429969521940608473e-02
1.793758751750349845e+01,1.200610132624678056e-01,2.735557537221069979e-01,7.356250154591237322e-01,1.196705298572242615e-03,6.470042090735854444e-04
1.794358871774354824e+01,1.200681879743980690e-01,2.735490725579187710e-01,7.355994957958028602e-01,1.194382491601517216e-03,2.639371347717203026e-02
1.794958991798359449e+01,1.200753487548711362e-01,2.735424165408392727e-01,7.355739890675626613e-01,1.192062440593867623e-03,-6.899574714038115425e-04
1.795559111822364429e+01,1.200824956203758731e-01,2.735357856072037075e-01,7.355484953004336468e-01,1.189745146060024183e-03,-1.166935900264422406e-02
1.796159231846369053e+01,1.200896285874036712e-01,2.735291796934675723e-01,7.355230145203257575e-01,1.187430608498671325e-03,-3.250297486644298378e-02
1.796759351870374033e+01,1.200967476724486005e-01,2.735225987362064903e-01,7.354975467530288080e-01,1.185118828396440616e-03,1.555511350070389737e-02
1.797359471894378657e+01,1.201038528920072290e-01,2.735160426721163773e-01,7.354720920242122650e-01,1.182809806227876070e-03,4.473525052025096801e-03
1.797959591918383637e+01,1.201109442625788032e-01,2.735095114380132197e-01,7.354466503594254689e-01,1.180503542455413335e-03,2.372437139032962730e-02
1.798559711942388262e+01,1.201180218006651229e-01,2.735030049708332411e-01,7.354212217840971899e-01,1.178200037529386623e-03,-9.748399745943778574e-03
1.799159831966393241e+01,1.201250855227705833e-01,2.734965232076327357e-01,7.353958063235364051e-01,1.175899291887994025e-03,5.310028165803520883e-02
1.799759951990397866e+01,1.201321354454021745e-01,2.734900660855884014e-01,7.353704040029312994e-01,1.173601305957276686e-03,-1.290273826331234976e-02
1.800360072014402846e+01,1.201391715850694958e-01,2.734836335419968956e-01,7.353450148473502646e-01,1.171306080151084117e-03,1.150903812885173232e-02
1.800960192038407470e+01,1.201461939582847277e-01,2.734772255142752240e-01,7.353196388817411222e-01,1.169013614871101947e-03,9.544432180888323680e-03
1.801560312062412450e+01,1.201532025815626459e-01,2.734708419399604074e-01,7.352942761309314568e-01,1.166723910506789474e-03,2.331417756196291213e-02
1.802160432086417075e+01,1.201601974714206073e-01,2.734644827567098146e-01,7.352689266196286155e-01,1.164436967435393544e-03,-2.063000887163883752e-03
1.802760552110422054e+01,1.201671786443786194e-01,2.734581479023008299e-01,7.352435903724198196e-01,1.162152786021865281e-03,-1.709669796384452947e-02
1.803360672134426679e+01,1.201741461169592018e-01,2.734518373146312409e-01,7.352182674137719420e-01,1.159871366618950295e-03,-1.852617154881529976e-02
1.803960792158431659e+01,1.201810999056875384e-01,2.734455509317188504e-01,7.351929577680312855e-01,1.157592709567056843e-03,1.750043927865042523e-02
1.804560912182436283e+01,1.201880400270913529e-01,2.734392886917015875e-01,7.351676614594244707e-01,1.155316815194346036e-03,3.304514098551089747e-03
1.805161032206441263e+01,1.201949664977010196e-01,2.734330505328377847e-01,7.351423785120573262e-01,1.153043683816599996e-03,8.076822489772412725e-03
1.805761152230445887e+01,1.202018793340494385e-01,2.734268363935057344e-01,7.351171089499157763e-01,1.150773315737298186e-03,-1.510352759909486600e-02
1.806361272254450867e+01,1.202087785526721880e-01,2.734206462122040215e-01,7.350918527968651750e-01,1.148505711247541083e-03,3.972454785044238212e-03
1.806961392278455492e+01,1.202156641701073447e-01,2.734144799275514681e-01,7.350666100766507505e-01,1.146240870626070996e-03,5.528021673199398286e-03
1.807561512302460471e+01,1.202225362028956773e-01,2.734083374782869114e-01,7.350413808128974935e-01,1.143978794139216548e-03,1.347728912381554976e-02
1.808161632326465096e+01,1.202293946673410746e-01,2.734022188023453315e-01,7.350161650305087058e-01,1.141719482261452367e-03,-2.809056050365879229e-02
1.808761752350470076e+01,1.202362395797042932e-01,2.733961238372303315e-01,7.349909627549658930e-01,1.139462935546300959e-03,-1.420448505553808041e-02
1.809361872374474700e+01,1.202430709567109957e-01,2.733900525220879785e-01,7.349657740092326863e-01,1.137209154143538348e-03,3.572127133264358517e-02
1.809961992398479680e+01,1.202498888150897866e-01,2.733840047961934028e-01,7.349405988161419323e-01,1.134958138189166854e-03,-6.724068294770103871e-03
1.810562112422484304e+01,1.202566931715657039e-01,2.733779805989282607e-01,7.349154371984313316e-01,1.132709887811014782e-03,-5.458092933062184699e-04
1.811162232446489284e+01,1.202634840428603441e-01,2.733719798697805681e-01,7.348902891787433278e-01,1.130464403128798867e-03,-6.837223012613021650e-03
1.811762352470493909e+01,1.202702614456918201e-01,2.733660025483449774e-01,7.348651547796245520e-01,1.128221684253929991e-03,-2.880619144166659401e-02
1.812362472494498888e+01,1.202770253967747338e-01,2.733600485743226116e-01,7.348400340235266004e-01,1.125981731289693588e-03,-2.038842128965872441e-02
1.812962592518503513e+01,1.202837759128202039e-01,2.733541178875210642e-01,7.348149269328053679e-01,1.123744544331096995e-03,8.537814668327547291e-03
1.813562712542508493e+01,1.202905130105358794e-01,2.733482104278544544e-01,7.347898335297216033e-01,1.121510123464904141e-03,-1.232015512124805257e-02
1.814162832566513117e+01,1.202972367066259263e-01,2.733423261353433720e-01,7.347647538364403541e-01,1.119278468769621671e-03,4.166197872687683879e-02
1.814762952590518097e+01,1.203039470177909853e-01,2.733364649501148769e-01,7.347396878750316329e-01,1.117049580315464252e-03,-2.884660595370610453e-02
1.815363072614522721e+01,1.203106439607282419e-01,2.733306268124026106e-01,7.347146356674696399e-01,1.114823458164340697e-03,-3.773223533754346826e-02
1.815963192638527701e+01,1.203173275521313840e-01,2.733248116625466295e-01,7.346895972356334292e-01,1.112600102369847022e-03,-6.726747838076628863e-03
1.816563312662532326e+01,1.203239978086906303e-01,2.733190194409935159e-01,7.346645726013065758e-01,1.110379512977245631e-03,-2.308062665747019973e-02
1.817163432686537305e+01,1.203306547470926746e-01,2.733132500882963223e-01,7.346395617861771754e-01,1.108161690023444501e-03,2.872142173738908080e-02
1.817763552710541930e+01,1.203372983840207550e-01,2.733075035451146828e-01,7.346145648118380667e-01,1.105946633536969426e-03,-7.418519284974429626e-03
1.818363672734546910e+01,1.203439287361546262e-01,2.733017797522145909e-01,7.345895816997864980e-01,1.103734343537970952e-03,1.143083378296489219e-02
1.818963792758551534e+01,1.203505458201705319e-01,2.732960786504686768e-01,7.345646124714244607e-01,1.101524820038189689e-03,-2.726948789828598230e-02
1.819563912782556514e+01,1.203571496527412327e-01,2.732904001808559302e-01,7.345396571480583559e-01,1.099318063040977123e-03,1.431333478666172235e-02
1.820164032806561139e+01,1.203637402505360193e-01,2.732847442844619779e-01,7.345147157508994384e-01,1.097114072541212348e-03,1.376877492487817330e-02
1.820764152830566118e+01,1.203703176302206718e-01,2.732791109024788612e-01,7.344897883010632622e-01,1.094912848525302074e-03,2.576242329474491555e-02
1.821364272854570743e+01,1.203768818084575143e-01,2.732734999762050920e-01,7.344648748195701238e-01,1.092714390971243066e-03,5.354550685379143651e-03
1.821964392878575723e+01,1.203834328019053601e-01,2.732679114470457638e-01,7.344399753273450626e-01,1.090518699848504192e-03,1.128128509475425506e-02
1.822564512902580347e+01,1.203899706272195391e-01,2.732623452565123290e-01,7.344150898452173060e-01,1.088325775118061112e-03,4.277889237216610935e-03
1.823164632926585327e+01,1.203964953010518979e-01,2.732568013462229328e-01,7.343902183939210460e-01,1.086135616732354647e-03,1.941852314718040678e-02
1.823764752950589951e+01,1.204030068400507997e-01,2.732512796579020797e-01,7.343653609940948845e-01,1.083948224635311597e-03,-7.331291114203573878e-03
1.824364872974594931e+01,1.204095052608610966e-01,2.732457801333807446e-01,7.343405176662820555e-01,1.081763598762303102e-03,1.180593486526176211e-02
1.824964992998599556e+01,1.204159905801241853e-01,2.732403027145964836e-01,7.343156884309303134e-01,1.079581739040123833e-03,-1.047789989017674887e-02
1.825565113022604535e+01,1.204224628144779652e-01,2.732348473435933234e-01,7.342908733083922668e-01,1.077402645386985047e-03,1.502856471101918570e-02
1.826165233046609160e+01,1.204289219805568384e-01,2.732294139625218166e-01,7.342660723189246008e-01,1.075226317712479895e-03,-4.650490226501804471e-03
1.826765353070614140e+01,1.204353680949917377e-01,2.732240025136388750e-01,7.342412854826891877e-01,1.073052755917618117e-03,-1.211013397340448411e-02
1.827365473094618764e+01,1.204418011744100847e-01,2.732186129393081586e-01,7.342165128197520874e-01,1.070881959894749713e-03,-1.269261911620728905e-02
1.827965593118623744e+01,1.204482212354358456e-01,2.732132451819995200e-01,7.341917543500839916e-01,1.068713929527564943e-03,3.029390920215978278e-02
1.828565713142628368e+01,1.204546282946894475e-01,2.732078991842895599e-01,7.341670100935604459e-01,1.066548664691135961e-03,-3.029241665025654562e-02
1.829165833166633348e+01,1.204610223687879039e-01,2.732025748888612382e-01,7.341422800699611839e-01,1.064386165251805794e-03,-2.879160407050349035e-02
1.829765953190637973e+01,1.204674034743446753e-01,2.731972722385040409e-01,7.341175642989709038e-01,1.062226431067209154e-03,1.360030644695590235e-02
1.830366073214642952e+01,1.204737716279697668e-01,2.731919911761139796e-01,7.340928628001786027e-01,1.060069461986334893e-03,-1.906414136655765548e-02
1.830966193238647577e+01,1.204801268462697000e-01,2.731867316446935368e-01,7.340681755930781316e-01,1.057915257849352531e-03,-8.471096893059247221e-03
1.831566313262652557e+01,1.204864691458474857e-01,2.731814935873517203e-01,7.340435026970676402e-01,1.055763818487757966e-03,-9.020568501429054170e-03
1.832166433286657181e+01,1.204927985433026788e-01,2.731762769473039532e-01,7.340188441314501322e-01,1.053615143724262460e-03,4.644002515688815808e-02
1.832766553310662161e+01,1.204991150552313234e-01,2.731710816678721843e-01,7.339941999154330210e-01,1.051469233372771817e-03,-1.261458976808343610e-02
1.833366673334666785e+01,1.205054186982259662e-01,2.731659076924849994e-01,7.339695700681284629e-01,1.049326087238441896e-03,-1.359764610404563812e-02
1.833966793358671765e+01,1.205117094888757123e-01,2.731607549646772881e-01,7.339449546085530240e-01,1.047185705117581467e-03,-6.939275795293145532e-03
1.834566913382676390e+01,1.205179874437661280e-01,2.731556234280904660e-01,7.339203535556280134e-01,1.045048086797714659e-03,5.483440551745763676e-03
1.835167033406681369e+01,1.205242525794793379e-01,2.731505130264726411e-01,7.338957669281792606e-01,1.042913232057456063e-03,1.087017640215790990e-02
1.835767153430685994e+01,1.205305049125939415e-01,2.731454237036781141e-01,7.338711947449372275e-01,1.040781140666649507e-03,-2.855964382423488088e-02
1.836367273454690974e+01,1.205367444596850690e-01,2.731403554036678782e-01,7.338466370245368964e-01,1.038651812386222340e-03,9.809244226253304236e-03
1.836967393478695598e+01,1.205429712373243534e-01,2.731353080705094527e-01,7.338220937855177706e-01,1.036525246968220126e-03,3.996044249603158960e-02
1.837567513502700578e+01,1.205491852620799720e-01,2.731302816483766605e-01,7.337975650463243182e-01,1.034401444155778893e-03,-3.484588854658957069e-02
1.838167633526705202e+01,1.205553865505165773e-01,2.731252760815500169e-01,7.337730508253050843e-01,1.032280403683132064e-03,1.242562600123435328e-02
1.838767753550710182e+01,1.205615751191953383e-01,2.731202913144165079e-01,7.337485511407134675e-01,1.030162125275561891e-03,1.629799867302169150e-02
1.839367873574714807e+01,1.205677509846739687e-01,2.731153272914694230e-01,7.337240660107074985e-01,1.028046608649413329e-03,4.004315835912719730e-03
1.839967993598719787e+01,1.205739141635066708e-01,2.731103839573087999e-01,7.336995954533498399e-01,1.025933853512073224e-03,-3.005044235615426593e-03
1.840568113622724411e+01,1.205800646722441499e-01,2.731054612566410356e-01,7.336751394866074527e-01,1.023823859561949490e-03,-4.619315099152699472e-02
1.841168233646729391e+01,1.205862025274336419e-01,2.731005591342789973e-01,7.336506981283520412e-01,1.021716626488450297e-03,2.490780916771811668e-02
1.841768353670734015e+01,1.205923277456188991e-01,2.730956775351421895e-01,7.336262713963601634e-01,1.019612153971956314e-03,-5.580392649204956278e-03
1.842368473694738995e+01,1.205984403433401631e-01,2.730908164042564201e-01,7.336018593083125650e-01,1.017510441683869282e-03,-3.218261235503816139e-03
1.842968593718743620e+01,1.206045403371342195e-01,2.730859756867541899e-01,7.335774618817948456e-01,1.015411489286494051e-03,2.545264508350730814e-02
1.843568713742748599e+01,1.206106277435343432e-01,2.730811553278743586e-01,7.335530791342969037e-01,1.013315296433128787e-03,-4.590759187935600921e-02
1.844168833766753224e+01,1.206167025790703395e-01,2.730763552729623123e-01,7.335287110832137136e-01,1.011221862767988644e-03,-4.650270379068211467e-04
1.844768953790757848e+01,1.206227648602685026e-01,2.730715754674699625e-01,7.335043577458443265e-01,1.009131187926198825e-03,1.281801472146909884e-02
1.845369073814762828e+01,1.206288146036516573e-01,2.730668158569556914e-01,7.334800191393926472e-01,1.007043271533780704e-03,1.529595967402230632e-02
1.845969193838767453e+01,1.206348518257391450e-01,2.730620763870844070e-01,7.334556952809672126e-01,1.004958113207665704e-03,1.307898517904452010e-02
1.846569313862772432e+01,1.206408765430468238e-01,2.730573570036274877e-01,7.334313861875808582e-01,1.002875712555612031e-03,4.168884072949709946e-02
1.847169433886777057e+01,1.206468887720870131e-01,2.730526576524628379e-01,7.334070918761514957e-01,1.000796069176287939e-03,6.575957122564300185e-03
1.847769553910782037e+01,1.206528885293686321e-01,2.730479782795747212e-01,7.333828123635012242e-01,9.987191826591884647e-04,2.127780886857064471e-02
