n,L,E,E_noisy
2.787093337644761082e+00,9.633983174219913714e-09,-3.939193677509078611e-20,-3.939735636782107770e-20
2.579718786252674700e+00,1.113867678117042538e-08,-4.740639707851069030e-20,-4.740223219575568113e-20
1.706080119630598801e+00,1.437977775684693939e-08,-5.613303908816762366e-20,-5.613691666202629674e-20
4.110843960606157310e+00,6.984288210054771526e-09,-1.293906898514097830e-20,-1.292774527676098601e-20
3.286330623470706591e+00,9.947424194947333552e-09,-4.040120164543918107e-20,-4.039807556795662376e-20
4.498674187418072457e+00,1.222661837400562097e-08,-5.118201361325440419e-20,-5.117587724880015459e-20
2.222565239996988851e+00,1.258867841789768655e-08,-5.336445186346614275e-20,-5.336750977909728005e-20
4.364301633067388053e+00,5.479879781417142529e-09,1.135324143747374850e-20,1.133849159476677586e-20
4.472717817480686087e+00,4.433520946551588770e-09,3.916039676432035348e-20,3.916565665094027035e-20
3.139660731187571940e+00,3.026319117921859007e-09,4.961912002635653569e-20,4.960904819660861764e-20
6.630153345018788613e+00,9.017724321184624764e-09,-1.207206850904106169e-20,-1.207313047004631005e-20
4.537260988585581245e+00,1.213474669255309589e-08,-5.050157230414531127e-20,-5.050171399422261121e-20
5.162261336890407115e+00,4.785119771263898190e-09,4.603772668733941431e-20,4.602993593786735484e-20
7.665684130048853184e+00,2.448294552867962810e-09,5.679145559189994419e-19,5.679234222010585711e-19
7.138684368148488169e+00,5.070673511105187278e-09,9.324544149467367552e-20,9.323119664071438242e-20
5.514811747757393690e+00,6.580901928674688748e-09,9.752271290797097203e-21,9.767136885725450904e-21
1.037125217743454675e+00,9.136965623502998706e-09,-1.910924938997705870e-20,-1.911513930659287066e-20
5.510046269509394357e+00,2.645711247533675331e-09,2.437967219188100257e-19,2.438063249719337679e-19
3.134461611525196645e+00,1.207538467365094159e-08,-5.261553003354757911e-20,-5.260264581767026381e-20
2.729100297595860702e+00,4.305548077543247952e-09,4.163161210380255860e-21,4.154567648583814929e-21
5.236811668585460211e+00,1.491465064252786927e-08,-6.553212548735174248e-20,-6.553945756314959907e-20
2.232844500806553167e+00,2.723114931662188379e-09,2.783391447980931121e-20,2.784327735318196458e-20
6.151594525528836677e+00,1.244909185054026458e-08,-4.659708575185769523e-20,-4.659522713020309704e-20
6.434454326488233455e+00,1.331883073755399880e-08,-5.161235898268408062e-20,-5.161153863848250661e-20
1.964829946211276157e+00,2.155971063102370787e-09,3.983912662433441838e-20,3.982090731301862009e-20
2.063764475369140872e+00,4.994041127827349863e-09,-1.121844364368488757e-20,-1.123479905526808581e-20
7.476995545396613707e+00,1.128998648853679824e-08,-2.952676958434944930e-20,-2.952142181960979796e-20
1.213817947226382588e+00,1.494559025971468659e-08,-4.364317281978160331e-20,-4.362889047385856130e-20
6.586830917145277908e+00,9.933876078189397942e-09,-2.261544850370107612e-20,-2.262250617973710057e-20
6.228406113918715903e+00,1.352374900882992665e-08,-5.383307407490391118e-20,-5.384168386418873138e-20
5.923015245128284256e+00,1.083650420902688849e-08,-3.532820036450502141e-20,-3.532611832045991252e-20
1.236616728341842997e+00,8.799700974812211412e-09,-2.534153878178987945e-20,-2.533691995761778502e-20
7.592798685706805273e+00,1.135823403769202318e-08,-2.938601185972332222e-20,-2.938041549020705777e-20
2.438278801981140553e+00,1.081090217389416854e-08,-4.549396547199393613e-20,-4.549834527397166549e-20
7.109654575808674437e+00,5.366626085876250971e-09,7.829305314667506672e-20,7.827370389170218416e-20
4.505177418476842277e+00,6.617254640796075380e-09,-4.373740705913752212e-21,-4.359237901423857671e-21
3.279521491448127435e+00,1.335698869810981435e-08,-5.941552138071540855e-20,-5.942045944119408515e-20
2.223839184105762978e+00,5.318652284029247072e-09,-1.288867522102690309e-20,-1.287618055724253648e-20
1.080336992607983326e+00,4.822193015861857018e-09,-8.560160450431185952e-21,-8.579948809757362950e-21
2.640034568881355348e+00,9.066047951720435900e-09,-3.630248106968797206e-20,-3.629879028977642269e-20
1.813818761288725323e+00,1.259754840820467514e-08,-5.015656208122912901e-20,-5.016153111700105144e-20
1.046594240358823313e+00,6.916355890974701639e-09,-1.402459156079560262e-20,-1.403537804336750596e-20
5.653609785885310046e+00,4.630167059539690616e-09,6.619029104971946812e-20,6.619993903252920359e-20
7.840188444945737523e+00,1.479047551993609149e-08,-5.635401411746586019e-20,-5.634118094407754388e-20
4.600906770277932267e+00,6.057137357647776952e-09,5.067960984392397619e-21,5.062137184275157531e-21
6.742927081693544267e+00,4.191616151222172238e-09,1.334835935493868986e-19,1.334900214168061389e-19
7.792713320942679545e+00,9.226943873063165261e-09,-2.923958592930846667e-21,-2.934633848817072432e-21
1.565226448008652849e+00,5.838378404086259572e-09,-1.765688476919827955e-20,-1.766302679799164620e-20
3.978023443588378338e+00,3.912839500965811275e-09,4.269584181610676056e-20,4.269340565444916937e-20
3.952518873837811419e+00,1.100978475595419067e-08,-4.518398994125555495e-20,-4.518744003483510522e-20
2.741381346778273276e+00,1.239573356407574128e-08,-5.405481696311879149e-20,-5.404847420976172164e-20
6.022950443039921886e+00,1.313255501555340390e-08,-5.194360084025553434e-20,-5.195558411469184061e-20
4.876269475150705190e+00,6.138902935090288741e-09,7.804715885291093811e-21,7.814331666639641485e-21
2.175471317605973454e+00,3.406971638496508803e-09,9.368944926330549045e-21,9.378543311893197442e-21
7.620478890338898026e+00,1.368212076975856978e-08,-4.907601248379108568e-20,-4.907817375160261382e-20
1.834984956139273038e+00,1.192450319404564263e-08,-4.747822119891789261e-20,-4.748997731402078919e-20
1.347781351832533669e+00,8.436300519078854725e-09,-2.655024131929139076e-20,-2.657384580984060497e-20
6.290840887197928666e+00,2.608968554399805825e-09,3.313392023571358447e-19,3.313385767090153197e-19
3.991588776922720516e+00,5.420875430366120593e-09,6.304482389811722030e-21,6.297374274610295109e-21
5.568192578116190283e+00,1.274444984468374507e-08,-5.102296943074990037e-20,-5.102195279413965953e-20
1.205296194190764281e+00,8.139063619706082268e-09,-2.236496029298395846e-20,-2.237543324492382760e-20
1.560125686485863916e+00,2.287243142275546549e-09,1.885812571113137126e-20,1.885815216544322709e-20
2.991441916066178042e+00,8.324997854116322285e-09,-3.106765743620264223e-20,-3.106826802532229791e-20
3.294009040941035860e+00,5.486468890464792161e-09,-4.370250291954671913e-21,-4.370138698407155327e-21
4.694687562061886865e+00,7.672875317339894596e-09,-1.489475040002481891e-20,-1.489191762410256600e-20
3.226955979293766319e+00,6.131090971189239376e-09,-1.230884046250882622e-20,-1.230594602134459080e-20
2.621056613498423449e+00,3.869528966010154015e-09,9.661422842893211752e-21,9.671041970510662958e-21
7.658247951205818360e+00,4.665146868481063213e-09,1.376385133451948416e-19,1.376307508848160597e-19
1.928884408437285369e+00,7.166144889765235695e-09,-2.564572419888950955e-20,-2.563858389561344180e-20
4.517694529709141094e+00,7.150559540059064196e-09,-1.080250324432236152e-20,-1.080090830142435695e-20
2.565675754366318451e+00,1.266451521778157793e-08,-5.504196171887206948e-20,-5.504609515787618223e-20
6.683010679035803037e+00,9.274902251942737674e-09,-1.462717300243929013e-20,-1.463703137633960361e-20
5.333821765621112654e+00,9.742572034954019781e-09,-2.970614803387609729e-20,-2.969169246196564442e-20
5.343470468720408206e+00,1.071238245234676158e-08,-3.750259827711546155e-20,-3.750021539645963121e-20
4.048084727371831448e+00,6.291475948811750318e-09,-5.540465219399726009e-21,-5.545563999806948689e-21
4.208032901216194333e+00,8.112227457803063376e-09,-2.305598256892794476e-20,-2.305524461996922397e-20
7.945296201991627782e+00,6.129616384005291015e-09,7.008896909828121972e-20,7.008903665611228314e-20
3.973794156099700103e+00,7.188030480975958673e-09,-1.626850954653152082e-20,-1.627366406957686349e-20
5.602270455682327288e+00,7.685568186127188312e-09,-5.872887728063468301e-21,-5.886514688451111192e-21
1.617199648925987887e+00,5.963597619638798464e-09,-1.849549560943817461e-20,-1.849395633890621459e-20
4.672083911243154475e+00,9.600758661610223768e-09,-3.247443797467709681e-20,-3.247602448671931627e-20
6.290750900260126066e+00,1.236204488764430843e-08,-4.532527260157680481e-20,-4.532803592332965355e-20
4.281945152444601277e+00,6.504678125497246123e-09,-5.531794067251662895e-21,-5.522022785716411025e-21
6.091218035612468995e+00,3.229404073166265580e-09,1.953711761141539294e-19,1.953582220858172812e-19
5.649824702139640387e+00,4.270388725732254794e-09,8.333865197774660564e-20,8.332924411894139922e-20
1.769229001202671681e+00,1.345462709574275678e-08,-5.323983369700634199e-20,-5.323821234732436559e-20
4.339922247899075103e+00,1.364802976465990154e-08,-5.998274596929934100e-20,-5.997446923606493492e-20
1.218409909903806598e+00,8.050101923675626700e-09,-2.240791507108500207e-20,-2.240183368106924137e-20
1.636600380229505269e+00,3.571130781142655731e-09,-1.321624446233495100e-21,-1.314395839305358666e-21
5.712588856417781358e+00,1.221845761334551784e-08,-4.684252409342687017e-20,-4.686423683644984669e-20
2.539077604113515019e+00,9.862316107301798631e-09,-4.069937881009714632e-20,-4.069443332604795865e-20
1.354479294338781781e+00,1.104415442756623968e-08,-3.606236997793121668e-20,-3.605820743273628437e-20
4.278798080773536405e+00,9.830688165330609294e-09,-3.616832966605034522e-20,-3.616153442719879342e-20
5.887487298339694419e+00,8.027568546101515737e-09,-7.222874355625207300e-21,-7.229629342451049697e-21
2.961332920153862514e+00,1.150512342163195167e-08,-4.957925267982371196e-20,-4.957416744455454016e-20
2.334203886718961840e+00,1.487168253103356711e-08,-6.465073248668814403e-20,-6.464077407328966043e-20
2.615583530016428071e+00,1.473426218156045569e-08,-6.528665328416955403e-20,-6.527073162936754933e-20
1.161622538490108880e+00,3.624821191941167932e-09,-3.854860084792172265e-21,-3.852298714424504422e-21
1.292176307406492475e+00,2.457021369372819213e-09,8.522319521191762241e-21,8.509238482180590583e-21
4.237022563147824883e+00,4.068816702709077097e-09,4.490727673367827743e-20,4.490788361936418088e-20
2.507785896461152575e+00,4.803884382491802424e-09,-5.445157934400180239e-21,-5.438720071850974134e-21
3.995859586510706052e+00,1.419710964012113320e-08,-6.354786003406268913e-20,-6.354271667433205473e-20
7.392802125678080927e+00,6.753332957406555760e-09,3.829534374778590247e-20,3.831433589257717492e-20
6.629668328708364200e+00,9.609992984387214864e-09,-1.885747351475285601e-20,-1.885938069925019051e-20
6.787091453494234372e+00,1.453015065259719753e-08,-5.859880063073524964e-20,-5.860878236161472692e-20
7.503165315164706861e+00,9.497559508413540498e-09,-9.565088653431589883e-21,-9.571294750551874155e-21
5.668838691831793675e+00,6.352321559931825595e-09,1.645629054955648323e-20,1.646286315770038638e-20
4.063931784069914954e+00,1.261781968633866186e-08,-5.455395742139456587e-20,-5.456179262546002495e-20
1.513350773759396972e+00,7.269734148004317956e-09,-2.411393473078105451e-20,-2.412414493638340480e-20
6.051944626315244768e+00,3.985703558359649287e-09,1.176637739825173123e-19,1.176555976425093077e-19
1.778253310145752053e+00,1.153268729867225040e-08,-4.518892190011560652e-20,-4.517688854515834591e-20
3.123706535143952578e+00,1.157580990485815368e-08,-4.991925074296562625e-20,-4.991680988242557711e-20
2.964260333775508016e+00,7.466573208757266413e-09,-2.531864235077808735e-20,-2.532187333892372895e-20
7.564975092359768283e+00,8.821257822505281099e-09,4.293495408276566808e-22,4.378366582459012663e-22
7.066336564542780252e+00,1.128498918228931498e-08,-3.221913299720235512e-20,-3.221224643377435973e-20
2.782152416334259470e+00,1.249999783462641445e-08,-5.464341290370997179e-20,-5.465294442602059432e-20
3.623285210897308151e+00,6.293479957721675235e-09,-1.019532113356457153e-20,-1.018700888333162215e-20
4.341439479401550727e+00,1.422690100855662143e-08,-6.326733280411663482e-20,-6.326482266437705331e-20
1.334024811753242945e+00,1.374970098263658362e-08,-4.480043653327086167e-20,-4.482070347272856408e-20
1.134613596543681435e+00,1.151390732247474371e-08,-2.985027850213895818e-20,-2.986189126424579671e-20
4.983692259870549535e+00,5.409846947901859837e-09,2.428821300478625271e-20,2.429090230295750671e-20
4.501660022544838213e+00,2.998155836514878381e-09,1.191434045569266863e-19,1.191483222125914002e-19
5.406245611521772076e+00,6.969475168561897700e-09,1.878246402486416625e-21,1.875527365739835174e-21
7.148909635639492777e+00,1.109476266207009777e-08,-2.991109510342690810e-20,-2.992083747419639603e-20
1.968313810949623655e+00,3.116369785835661113e-09,1.052409122239915339e-20,1.052666814009396115e-20
7.271865326617969139e+00,1.210736392480050333e-08,-3.819725257892637309e-20,-3.821520445556510524e-20
2.467250630767362729e+00,9.063402835412383723e-09,-3.635914854736931054e-20,-3.635351658088555666e-20
7.458752889357720406e+00,1.125360898119500879e-08,-2.930289376766709278e-20,-2.930424806372638469e-20
2.110207064841247870e+00,9.423699050248587362e-09,-3.769336292971826036e-20,-3.769349087765261873e-20
3.796381997340474435e+00,6.203684153819152347e-09,-7.324500132607850758e-21,-7.330791155754184714e-21
6.155088712504089621e+00,1.282266349940746771e-08,-4.926093471212442109e-20,-4.925258796319186907e-20
2.401427715197799628e+00,4.378251747381502274e-09,-1.659487122630620051e-21,-1.682355254182890315e-21
1.820205856119221366e+00,4.121391243246464820e-09,-5.213176473318318155e-21,-5.221588627606364252e-21
2.881135029641681999e+00,1.341987586881893269e-08,-5.944975610085568714e-20,-5.944387113959258584e-20
3.355032578154119705e+00,1.184505621363284398e-08,-5.122734538376462307e-20,-5.123412411270670744e-20
7.201465059697250481e+00,1.363346816319842261e-08,-5.062344792691780478e-20,-5.060882208470398356e-20
2.755184610144216784e+00,1.128027543026096262e-08,-4.832269916145623340e-20,-4.831831147115488669e-20
5.773108468973873642e+00,2.519041315063470586e-09,2.983334473626125981e-19,2.983260991534521792e-19
6.844028885704664056e+00,9.990543955816591103e-09,-2.116866850046438278e-20,-2.115749916497454680e-20
1.093454170506117151e+00,3.458579034292843921e-09,-2.563182405130083380e-21,-2.563853066341454486e-21
2.916339839549625168e+00,6.240839132614316507e-09,-1.592109544628093051e-20,-1.591508657622049250e-20
7.319086595216513835e+00,3.911602573220660067e-09,1.890884746344359072e-19,1.890826601581188656e-19
5.071961442735049452e+00,1.063621339372426700e-08,-3.829087367241751590e-20,-3.829651559426013521e-20
2.185188849513370890e+00,1.216953483638202854e-08,-5.120033434876424858e-20,-5.119301228060656372e-20
4.452193745065126329e+00,5.337886094372582405e-09,1.566391596507957969e-20,1.566523231994967011e-20
3.801468415155623504e+00,5.056901981686780823e-09,9.500689719331713169e-21,9.493553295757790091e-21
6.847953952762584784e+00,6.807293150883110578e-09,2.694498448992597239e-20,2.693664590370314241e-20
6.548268826673112386e+00,1.057321115719595029e-08,-2.911553585752032988e-20,-2.910875732600635930e-20
3.269245583758866314e+00,1.157877383663471397e-08,-4.983181611942468948e-20,-4.981405049277600949e-20
7.881452875379003409e+00,4.975505717658910407e-09,1.251112113339867118e-19,1.251033179157502803e-19
1.334519407473186980e+00,3.568841234365541379e-09,-3.443794329401128185e-21,-3.436678383642428917e-21
7.367562275690962892e+00,5.851425143377070511e-09,6.580752529265716288e-20,6.577921761778951999e-20
1.680869229770568962e+00,6.087875824252010542e-09,-1.933667720866305041e-20,-1.934995248905539275e-20
4.879924430231421084e+00,1.463472378785167115e-08,-6.464541040477774113e-20,-6.463829984060737786e-20
3.932314919894079441e+00,1.031902354463700066e-08,-4.086483337324798342e-20,-4.084869959323058593e-20
6.763946505229284867e+00,5.888770276470124744e-09,4.978915673944473956e-20,4.979022425976755226e-20
4.363543128344788968e+00,1.309278120984951906e-08,-5.671960025992510446e-20,-5.671375516793494058e-20
2.969883474394422684e+00,1.148200209212413266e-08,-4.945526260848206961e-20,-4.945223744804997571e-20
5.989704667753048994e+00,1.086888851841728762e-08,-3.521114031722420431e-20,-3.520070922747633267e-20
3.674118295935869138e+00,1.063791537360724765e-08,-4.364805860919574296e-20,-4.365828811586973285e-20
3.976239891564539164e+00,1.026733598482243496e-08,-4.037536520675170927e-20,-4.036860442623927253e-20
6.713749006565420174e+00,3.130126570937362774e-09,2.576590957660253055e-19,2.576552915150550376e-19
3.493436101818978123e+00,8.066535603066776655e-09,-2.709443011241159101e-20,-2.709729211407366522e-20
4.710341759181596366e+00,6.641243857141674438e-09,-2.209983408723675688e-21,-2.209541506470813760e-21
6.661201442800730455e+00,3.069492289529118732e-09,2.643517266144288014e-19,2.643501887522739489e-19
6.786969810769026168e+00,1.097855382542256923e-08,-3.124702218564134613e-20,-3.125411505469958523e-20
5.785467034421863275e+00,1.484085087036324937e-08,-6.374296309688538608e-20,-6.374499153407817921e-20
5.968791244016343533e+00,1.179910828432966391e-08,-4.263909633804559200e-20,-4.264794346430492101e-20
1.666303266961763008e+00,1.046866337063910790e-08,-3.939127334518822882e-20,-3.937614552653420331e-20
4.816612677420031297e+00,1.278052458512381951e-08,-5.371321691200617503e-20,-5.370580392744163805e-20
5.185787379536997754e+00,3.587843092386970487e-09,1.066708416071005029e-19,1.066672618337867892e-19
1.987730905042347507e+00,7.607516216591940110e-09,-2.810415352543541622e-20,-2.808793863615819732e-20
7.218370742485670455e+00,3.017247356689111085e-09,3.247174223219742863e-19,3.247306325809583239e-19
5.729748256384062266e+00,4.684562972288996110e-09,6.622494027097033658e-20,6.623027027697512314e-20
1.722030356643345250e+00,5.087450413053034110e-09,-1.338701586300985690e-20,-1.339178227404528109e-20
1.852111171693973102e+00,2.439184456930876063e-09,2.401416603583649613e-20,2.401722960455004806e-20
1.724960929951865118e+00,5.848748589594139921e-09,-1.807447993195259915e-20,-1.806830994831543006e-20
2.013738543434792749e+00,2.180979643417253198e-09,4.095896715034803683e-20,4.097321517072406307e-20
5.128209076505640063e+00,5.554194308474358207e-09,2.378711199059278181e-20,2.378585316021764220e-20
1.682823410195465552e+00,1.147360957399171637e-08,-4.380183153029189035e-20,-4.380690476917659043e-20
3.861458759844990762e+00,1.407537102345672239e-08,-6.301078365328911670e-20,-6.298761185851733709e-20
3.020629131081592700e+00,1.404953393012858844e-08,-6.282653427939749042e-20,-6.281230170712142681e-20
5.574908087207579577e+00,8.986784609543198111e-09,-2.099628919449341220e-20,-2.099267479383463357e-20
5.986339096866578835e+00,1.302653014191522245e-08,-5.135837389863536625e-20,-5.136693901756005238e-20
5.468520769893581601e+00,7.845242245542643368e-09,-9.336759605841829403e-21,-9.331419486038780524e-21
5.167861859469557118e+00,9.255628803669605891e-09,-2.654270815687865125e-20,-2.653113400464661730e-20
4.893400427917223183e+00,1.422122414712678970e-08,-6.220648078021599134e-20,-6.219849494236819625e-20
6.373173601284991996e+00,4.601303078716134928e-09,9.172932617808552540e-20,9.173799604672849728e-20
4.508937335169264315e+00,3.514909583829025678e-09,8.075143868570416772e-20,8.075239315430958918e-20
2.498669455462201761e+00,8.438400240627592241e-09,-3.283785781589830281e-20,-3.282608996559581559e-20
1.765875299842376789e+00,1.276664989342825717e-08,-5.029745245256601987e-20,-5.030289215080809180e-20
5.200337540211807941e+00,8.105027184747764768e-09,-1.496073714813810549e-20,-1.496456394251038644e-20
6.635138733815569623e+00,2.882876157038167043e-09,2.998751719488563808e-19,2.998707470051215607e-19
6.023575047137994076e+00,4.220203989142196908e-09,1.006148311600415954e-19,1.006089677540163757e-19
5.954584739250008418e+00,8.686225594110333358e-09,-1.453229049608000057e-20,-1.451250496623592140e-20
6.440298128468896266e+00,4.218815109615361065e-09,1.180470016360249971e-19,1.180307587820519534e-19
1.564573796012455276e+00,2.574702372785054072e-09,1.215243768207124374e-20,1.215527726653984137e-20
6.955217916989630211e+00,6.819297808855868778e-09,2.856490569237867437e-20,2.855565551055710704e-20
1.218887288162207261e+00,4.648808906512370895e-09,-9.635709778009966190e-21,-9.647522276750196366e-21
4.916935713279512399e+00,1.471239196106094304e-08,-6.502170966362224714e-20,-6.502023457034373537e-20
3.908339519391142325e+00,7.334998337345658117e-09,-1.822467494150977114e-20,-1.823969804187187578e-20
1.922366983523226436e+00,7.263269438459724632e-09,-2.615525768949233655e-20,-2.615569260848315319e-20
5.011862695874083506e+00,5.649364095496311845e-09,1.945060902423964689e-20,1.947376888082972831e-20
1.804918565399546315e+00,3.191517575041746368e-09,5.996680551350947322e-21,5.996026654891537628e-21
1.354033682916306658e+00,1.173891812509128026e-08,-3.848786591122321881e-20,-3.848289445842851760e-20
5.976042976051810562e+00,8.661395745254405458e-09,-1.404989332344958904e-20,-1.405786992612408735e-20
7.240741587684246028e+00,1.493231284203388569e-08,-5.968366796388452958e-20,-5.967846489351692720e-20
4.083824618208426571e+00,1.429778859739536591e-08,-6.400568370401982310e-20,-6.402003306280679099e-20
6.645234794177757642e+00,5.374589004342856868e-09,6.478334438421741237e-20,6.478564112709870058e-20
7.677484058671658396e+00,1.476683713800310611e-08,-5.684728687795976656e-20,-5.684815868384675264e-20
6.114011887280470958e+00,1.196761842051960557e-08,-4.320859150608019107e-20,-4.318672584478532999e-20
3.951762688349643060e+00,1.441237422101570016e-08,-6.476554256774918559e-20,-6.476607225072108255e-20
7.603824100345979886e+00,4.494500622649128641e-09,1.484076644464968408e-19,1.484043713795011828e-19
2.730845869966710637e+00,1.441489001283200988e-08,-6.409003607035852822e-20,-6.409530716211738531e-20
2.669911649356602634e+00,3.626663725816396157e-09,1.563098361300645707e-20,1.561935125607563455e-20
5.689204262031956283e+00,4.790521054458240500e-09,6.062357014974511541e-20,6.063144556221915562e-20
6.776654743356286481e+00,2.682739115980680591e-09,3.647156829474906683e-19,3.647302992683784085e-19
2.826682162787988783e+00,1.373054070008975390e-08,-6.092050508231644683e-20,-6.092397759808229960e-20
3.195747492434320769e+00,8.874173439260979257e-09,-3.396404875594504690e-20,-3.395678836083051488e-20
1.194497715262825999e+00,4.508048001019132984e-09,-8.753361104019085852e-21,-8.756681277106683170e-21
1.664113624320851414e+00,1.134967814071279976e-08,-4.303946210329567053e-20,-4.303527662976267083e-20
3.308106170715697569e+00,5.559226197408856391e-09,-5.104399997127475050e-21,-5.099656488031802758e-21
1.663300926631676280e+00,4.855470205424450741e-09,-1.194459706679991657e-20,-1.195864730462173565e-20
1.155949383334559988e+00,2.373107470910074437e-09,7.535447676333665775e-21,7.527943295676776516e-21
6.393992485891613065e+00,9.900021121418771013e-09,-2.375730226265481894e-20,-2.374783810971588280e-20
7.183512600253752822e+00,1.125636873256752024e-08,-3.118974912748851550e-20,-3.120854251651450631e-20
1.955729837260195225e+00,6.258573523201120515e-09,-2.048450471924677083e-20,-2.048428678640784281e-20
3.400822644915056259e+00,2.096052277774407528e-09,1.451117061515558093e-19,1.451084271812646289e-19
1.111147327352407288e+00,6.356070615600972257e-09,-1.430940439153341287e-20,-1.431850445014105995e-20
3.944006388791984286e+00,9.109906911094846452e-09,-3.254062942607278404e-20,-3.254000325093888723e-20
1.836133340432181793e+00,1.180784330908805664e-08,-4.698197027560199241e-20,-4.697878115668329795e-20
4.976605652309718408e+00,1.232653828634301998e-08,-5.034603416028625447e-20,-5.034054729502132806e-20
5.741698824547595947e+00,1.121202574702878926e-08,-3.929867918033249287e-20,-3.932475256330036708e-20
6.013110621563142466e+00,4.143507248169581495e-09,1.050653411370934255e-19,1.050821781934369945e-19
1.730147434002044626e+00,8.002149727158792129e-09,-2.909475219235925526e-20,-2.909939476151070318e-20
6.594380386364237623e+00,8.307841781441150660e-09,-3.220481668427503154e-21,-3.209990910067030813e-21
6.868326278938466700e+00,1.153833811810244146e-08,-3.569275547385564482e-20,-3.569386394722078632e-20
2.898348661745957955e+00,9.982401054360412397e-09,-4.125517649539467391e-20,-4.126087152717066195e-20
7.814832870791026842e+00,8.301292018119248835e-09,1.199120186742758703e-20,1.199065497756251107e-20
3.362604475395662540e+00,9.192863306361972912e-09,-3.547968532746964287e-20,-3.544797486154618183e-20
2.802869191707160201e+00,2.377604310313621505e-09,7.107699777814663334e-20,7.109269961494792293e-20
2.108288253381670252e+00,7.517679682408557064e-09,-2.774485341091559553e-20,-2.774823002512957291e-20
7.735657407830784038e+00,1.224413731276290658e-08,-3.664863046992611394e-20,-3.664628473169015179e-20
7.891548255829890834e+00,1.121414959033964390e-08,-2.581822475634785105e-20,-2.580694878225099395e-20
6.483532325147145059e+00,4.534020947357117738e-09,9.956802998730752494e-20,9.957389958862314338e-20
3.101113800042098578e+00,4.366033414618784385e-09,9.608320326057608247e-21,9.609231751535840525e-21
2.304218270553564984e+00,1.204387158552017421e-08,-5.115794628174664343e-20,-5.115975559846744860e-20
6.712669394653124399e+00,8.089875757973803635e-09,1.329842316523700403e-21,1.319160643919496950e-21
6.737106549217728002e+00,5.651286757990857571e-09,5.702305636030151918e-20,5.703061628421672539e-20
5.841948107315515948e+00,7.503245877933539426e-09,-5.608378472054355668e-22,-5.497722313657718660e-22
1.098900470053131517e+00,1.138523155397336627e-08,-2.775488319232885825e-20,-2.773254559719746255e-20
1.628391924486800368e+00,1.109460171623868685e-08,-4.149898111669277550e-20,-4.150438267804750474e-20
4.999132123880020373e+00,1.058558366808424119e-08,-3.826913579495364441e-20,-3.826258546277443497e-20
1.276467388341379738e+00,1.322216112033172651e-08,-4.097363292027426277e-20,-4.097390777081901094e-20
6.725475138540552678e+00,1.089781420792302513e-08,-3.091490850723883347e-20,-3.090230884174604770e-20
7.844348275203909537e+00,1.354038309388244401e-08,-4.688924140842489715e-20,-4.689018241838089450e-20
7.843050866544659883e+00,1.091304957336723019e-08,-2.304673086539813896e-20,-2.305316041747248971e-20
6.807523029906604961e+00,2.452955390651589726e-09,4.434690839951665725e-19,4.434522387924291309e-19
1.270393004821824601e+00,8.234299789888508549e-09,-2.425066575767762664e-20,-2.424348076034147260e-20
1.794091375219096562e+00,1.212741866807969023e-08,-4.791675071978918845e-20,-4.791510536216629206e-20
7.852296705903723861e+00,1.273590382863234054e-08,-4.023995135950599615e-20,-4.022867942558205823e-20
4.795006247093354546e+00,4.635807721383428677e-09,4.122416676277421404e-20,4.121870346288247818e-20
1.785284219243516324e+00,2.533580370618873835e-09,1.909229547498186587e-20,1.911825766616493816e-20
1.033590873886557571e+00,1.132646698186207482e-08,-2.394523561463037685e-20,-2.395227378441501160e-20
1.806869039641434194e+00,1.105235706567127499e-08,-4.339948686217482644e-20,-4.339431799615047907e-20
7.150181864269889331e+00,3.059598664853399411e-09,3.090196770287545429e-19,3.090238647380375279e-19
3.095372201317455829e+00,1.341596763023618316e-08,-5.965562658849617727e-20,-5.964455286167044934e-20
6.221503819603619867e+00,7.113336213090732273e-09,1.076769880245997550e-20,1.076608508353267637e-20
7.561564357140772685e+00,9.505807477680556837e-09,-9.094854137261164610e-21,-9.103983562636097500e-21
3.484298197937920616e+00,3.745319753755464471e-09,3.368449506421935475e-20,3.367465204276163556e-20
7.519495089711928593e+00,1.062817175750199902e-08,-2.255018467634571457e-20,-2.254201325306117405e-20
7.175575438824367325e+00,1.102615882871630778e-08,-2.907826965144986477e-20,-2.907719505280818590e-20
1.851324471995714926e+00,7.902067144410002044e-09,-2.922349839307481953e-20,-2.922003650367183964e-20
1.894823497170902149e+00,8.834321521054186580e-09,-3.394781620113754241e-20,-3.395594335159495725e-20
7.308602120642965438e+00,9.719094356550627245e-09,-1.414365925393441127e-20,-1.414224727939751347e-20
6.865735167026879360e+00,1.084604415263530147e-08,-2.949874060481630036e-20,-2.949654971441501270e-20
6.770957618170848846e+00,7.913268601979475343e-09,4.798913138262768010e-21,4.805079793427606526e-21
5.667988177495348445e+00,4.132447631286004591e-09,9.176807577941191699e-20,9.175345963941895245e-20
7.706266068074913100e+00,1.116510342872514636e-08,-2.667867579492262191e-20,-2.668634776891816369e-20
3.952521482803842190e+00,1.055877770114787926e-08,-4.234254408313248402e-20,-4.232525205204323269e-20
6.731046245651691073e+00,8.176769836804278479e-09,2.503134989074052428e-22,2.463839856909256085e-22
6.420625602335458204e+00,4.067931109743492755e-09,1.283122546972014945e-19,1.283114154376109460e-19
4.053744529394437635e+00,3.586483462586752504e-09,5.867385233168480324e-20,5.866986848797693654e-20
