theta,g,rho_air,a,a_noisy
4.318887627054556200e-01,1.004675369927992179e+01,1.469383500905932172e+00,2.396589924186287135e+00,2.369491960534828134e+00
3.933763460183538063e-01,1.143570164415731760e+01,1.462755181883349298e+00,2.300170186172870057e+00,2.320994599947923120e+00
2.311291650742540726e-01,1.442748716016640564e+01,9.740142842644019527e-01,8.497058101635937000e-01,8.303179408702440201e-01
6.777281641125719736e-01,7.600881424665944408e+00,8.465732056523643800e-01,3.580172723667422563e+00,3.636791265567381082e+00
5.246042586445597289e-01,1.033608387225907776e+01,1.164625220514702519e+00,3.339449827216617539e+00,3.355080214629404090e+00
7.497537776633561579e-01,1.243995542215903605e+01,7.573453635311577781e-01,6.401213009180530378e+00,6.431894831451789862e+00
3.270478302851550501e-01,1.277416469344401939e+01,8.688776768259496297e-01,1.895706426282620871e+00,1.880416848126930995e+00
7.247988747125148068e-01,6.212196721308131941e+00,1.085600429315870308e+00,3.164693950748283413e+00,3.090944737213418225e+00
7.449333089606986480e-01,5.246327027586081826e+00,1.231252719756878999e+00,2.772865418490062961e+00,2.799164851589637237e+00
4.973655643634061763e-01,3.947371493466331316e+00,1.068340744488617045e+00,1.340445360233528449e+00,1.290086211493936208e+00
1.145599906932060819e+00,9.477899373401193373e+00,5.104581335166771261e-01,7.626819262485634354e+00,7.621509457459392678e+00
7.569198978801793265e-01,1.235515079312593656e+01,1.096585404646147399e+00,6.184677239068726351e+00,6.183968788682238760e+00
8.729913911367896961e-01,5.570879788858983162e+00,1.463690704286468192e+00,3.417459568775241152e+00,3.378505821414942822e+00
1.337912767009072690e+00,3.413810356493503839e+00,5.306527782761683021e-01,3.145870899283644384e+00,3.190202309579377449e+00
1.240041382656147606e+00,5.834467856404788044e+00,9.184327608058416859e-01,4.940467864782200458e+00,4.869243594985760204e+00
9.384650388692300504e-01,7.228524857238173951e+00,5.179676313516347053e-01,4.953334428407197620e+00,5.027662403048969608e+00
1.068946832952130110e-01,9.587968267848921755e+00,8.967550305871886396e-01,-1.491703872954424082e-01,-1.786199703745064149e-01
9.375800214803159394e-01,3.596041151569546290e+00,7.198563751074134043e-01,2.509929865588786058e+00,2.557945131207470801e+00
4.964000135689650151e-01,1.230035508337009986e+01,5.815495118673019714e-01,3.804669343495256761e+00,3.869090422881826807e+00
4.211186266963741209e-01,5.128198225424536183e+00,1.263978363363410296e+00,1.334415752690989221e+00,1.291447943708783352e+00
8.868364527372996076e-01,1.492121597771803287e+01,5.335273585449823441e-01,9.288336489481018532e+00,9.251676110491755978e+00
3.289568358640740930e-01,3.667490706149712398e+00,1.299695312710305029e+00,7.263826844682270689e-01,7.731970513315038485e-01
1.056724697598212526e+00,1.264531555434485988e+01,1.186501292449418710e+00,8.563264664755056543e+00,8.572557773028062655e+00
1.109255803490671877e+00,1.344815145004984736e+01,1.367080148797549688e+00,9.093961494039980664e+00,9.098063215047847763e+00
2.791827042963798133e-01,3.143973289017572892e+00,5.409771627795371129e-01,5.152784365119786880e-01,4.241818799329829526e-01
2.975562597114118635e-01,5.763730271840630692e+00,7.643638075505713170e-01,8.814388003594707532e-01,7.996617424434812049e-01
1.302870601287942520e+00,1.157537214326473674e+01,1.020044699309072378e+00,9.411495351488714078e+00,9.438234175186964947e+00
1.397090473420424805e-01,1.494977562435201790e+01,9.793283440029626474e-01,-2.194448074990029696e-01,-1.480330778838054306e-01
1.137554313184123034e+00,1.032357791832867555e+01,5.222813002031406748e-01,8.215739381805038377e+00,8.180451001624913232e+00
1.070989706870618452e+00,1.363730677738147179e+01,9.751965449044680545e-01,9.513397181710502082e+00,9.470348235286390803e+00
1.014274259809538448e+00,1.115677311602482114e+01,8.425335077272251283e-01,7.755337758449565300e+00,7.765747978675100249e+00
1.439431066920565661e-01,9.276647053672810728e+00,1.394598944428030229e+00,8.559026525698687493e-02,1.086843861174616177e-01
1.324376898774120903e+00,1.163836988094648461e+01,7.623035863058716943e-01,9.872532700428354957e+00,9.900514548009683224e+00
3.671089203679260837e-01,1.113314046821000325e+01,5.496561809447482183e-01,2.144484305775479882e+00,2.122585295886842527e+00
1.234650135507325164e+00,6.107654848501153921e+00,6.761646155701319660e-01,5.223489973203135683e+00,5.126743698338729338e+00
7.509615205742705690e-01,7.262081206888685081e+00,8.024278086908314123e-01,3.872275844172713199e+00,3.944789866622184338e+00
5.233397055546522569e-01,1.348337418287059997e+01,7.669058040811792543e-01,4.388483440007753700e+00,4.363793137614378814e+00
3.272844199053559500e-01,6.063371339103920121e+00,1.066558353965026962e+00,1.054663190008059859e+00,1.117136508929895466e+00
1.149197271986254626e-01,5.605101245410945232e+00,7.654489251425522500e-01,4.984442363837093826e-02,-4.909737299251754061e-02
4.045778485065374408e-01,9.522505801588094343e+00,6.556292452385094061e-01,2.182289376467824837e+00,2.200743276025565631e+00
2.511377699536204156e-01,1.278235237680431524e+01,6.723060946517455116e-01,1.050826357750666684e+00,1.025981178891061774e+00
1.086532160666386360e-01,7.538174668592033001e+00,6.424210041574184293e-01,-3.807539415431893115e-02,-9.200780701384098093e-02
9.642418173787002944e-01,5.427846516498176399e+00,1.435245214952579396e+00,3.673035983644449054e+00,3.721275897693139267e+00
1.370320711204208397e+00,1.480659278763331699e+01,1.239468451354282408e+00,1.144349516287453383e+01,1.150766102981608618e+01
7.687398287659015228e-01,6.745049868597947196e+00,1.332032498613257454e+00,3.590917897134681791e+00,3.561798896548480364e+00
1.166543600885943999e+00,5.023030293435851945e+00,5.565587873603977664e-01,4.187534363488280675e+00,4.219673700584518627e+00
1.361503902460783344e+00,9.671025113596767753e+00,9.374804857706635630e-01,8.309217213829910520e+00,8.255840934398781528e+00
2.049706260587497719e-01,6.543118526848855865e+00,1.070638928201652185e+00,4.626679218399238902e-01,4.319577778730892548e-01
6.530614966664129994e-01,4.765698000891518404e+00,9.758716983671761325e-01,2.210636159012178581e+00,2.198455350724211943e+00
6.483249337127363621e-01,1.131672439011156150e+01,5.784868062741708172e-01,5.032590099419580909e+00,5.015339631521817054e+00
4.233993929731079131e-01,1.259606175145453122e+01,7.642648651439180041e-01,2.999150692512604799e+00,3.030864459297957669e+00
1.032833653707413868e+00,1.327620462974160631e+01,1.024349715722987053e+00,8.962012873110239752e+00,8.902096500928719180e+00
8.198786168137023322e-01,6.820525786237189081e+00,1.219771544211003977e+00,3.911844389430669366e+00,3.959923296173409213e+00
3.183018161268235668e-01,4.298743050919854980e+00,8.932381972569281015e-01,7.885115004849314602e-01,8.365034282981769209e-01
1.329517508205795284e+00,1.378349609516175889e+01,1.078420088330672488e+00,1.093867884453785777e+01,1.092787250548022371e+01
2.550686347115792563e-01,1.216107987142674851e+01,1.229446856491803297e+00,1.007384731069124406e+00,9.486041555546365078e-01
1.645879653403277132e-01,8.941200479149712166e+00,1.418126680548856822e+00,2.250879923701316621e-01,1.070655396240657031e-01
1.082584736193900943e+00,3.562124819445974477e+00,1.224102259840273765e+00,2.768393092594006788e+00,2.765264851991392714e+00
6.555807728570766102e-01,6.157731166491803521e+00,8.349105516953109207e-01,2.829657112602976810e+00,2.794116536595842248e+00
9.483786216501495225e-01,1.291795370278499711e+01,6.509532764120882220e-01,8.539007439672404942e+00,8.544090622723622630e+00
1.381264360639990751e-01,8.666827956651768972e+00,7.629799114277764360e-01,8.169987371377884777e-02,2.933511401442569916e-02
2.040233417759461654e-01,3.265147515946658086e+00,1.135587956414197075e+00,3.163674441272949500e-01,3.164997156865687611e-01
4.698392129837187792e-01,8.838459557645837350e+00,6.150387006613329266e-01,2.573593646760109266e+00,2.570540701161826647e+00
5.260302504604780216e-01,6.218278975813653631e+00,1.423146702482909198e+00,2.105971952284391158e+00,2.106529920021974256e+00
7.861562615257788877e-01,8.236500292929132883e+00,6.295683253668733492e-01,4.642290022031039243e+00,4.656453901642303883e+00
5.135775390116994465e-01,6.813314742636221055e+00,7.413394379191540207e-01,2.285252228543075859e+00,2.299724434364252001e+00
4.010533710782785422e-01,4.725719045547834618e+00,6.931779202640239168e-01,1.187280230878434928e+00,1.235375868965689516e+00
1.336531762366794718e+00,5.460135570905597646e+00,7.685845176979000382e-01,4.897974513005693531e+00,4.859162211111753393e+00
2.725071044240672813e-01,7.768749129014064003e+00,9.758965965850151525e-01,9.103847128705848668e-01,9.460862292509288896e-01
7.532861269459831810e-01,7.754362652362213559e+00,1.475702172520855004e+00,3.943081508270336322e+00,3.951056222760361614e+00
3.907683543823162742e-01,1.284416789333684328e+01,1.354869069232736090e+00,2.529827300905834075e+00,2.509160105885269054e+00
1.155416268963791904e+00,9.715294386408682925e+00,9.445360390181216648e-01,7.515277012900492437e+00,7.465985143398920165e+00
9.048526136153494104e-01,1.014698957072678809e+01,8.980370973641372823e-01,6.370487973937378534e+00,6.442765833489650262e+00
9.066445156195042099e-01,1.104219918678162671e+01,1.169322824052842158e+00,6.685407157218999252e+00,6.697321560498159521e+00
6.660728779404828659e-01,6.961362414287769695e+00,1.133320239964644038e+00,3.177791233392320169e+00,3.152297331356207710e+00
6.957775387972930936e-01,8.642056114895135366e+00,1.259390961556426269e+00,4.035880077095081120e+00,4.039569821888690626e+00
1.389840723227016461e+00,6.811953585235652753e+00,8.698516014439015009e-01,6.121061390451250972e+00,6.121399179606576091e+00
6.522760575613727463e-01,7.788951213208576974e+00,6.763840488698750208e-01,3.536066480747532825e+00,3.510293865520824230e+00
9.547073703410035028e-01,8.248216787194328603e+00,1.426524162111805216e+00,5.302640166543823419e+00,5.234505364605607447e+00
2.146227919433977283e-01,6.658705495051199463e+00,5.134673213850532436e-01,5.266960715145638794e-01,5.343924241743620573e-01
7.819584406594428660e-01,1.001608491840943671e+01,5.149459934185331988e-01,5.610658506731619255e+00,5.602725946520532574e+00
1.082568024334023216e+00,1.256496451167167194e+01,9.243891240646695540e-01,9.005470953674166168e+00,8.991654344909917995e+00
7.095040997397115135e-01,7.158164423535918530e+00,1.002923259298850400e+00,3.537674587248074154e+00,3.586530994924332472e+00
1.045511920899458547e+00,4.134834529076552911e+00,5.679349668540542018e-01,3.178963012753311723e+00,3.114192871070106339e+00
9.635388732545044910e-01,5.095743439137466524e+00,1.089118639810774170e+00,3.525066693641391247e+00,3.478027399615338133e+00
2.428568145090675701e-01,1.357350193453177667e+01,7.638862620734477860e-01,9.837602723922320713e-01,9.918670208020995416e-01
7.202712746098282048e-01,1.375202747507067969e+01,7.556534643656741546e-01,6.704500631500310170e+00,6.745884297672342100e+00
1.405618404107069341e-01,8.584709468008272282e+00,1.086816386368005150e+00,9.427033059560985251e-02,1.246772806744184808e-01
2.182257848997652683e-01,4.450274567208605703e+00,1.275870649725903139e+00,4.338678116011677188e-01,4.700108462418502997e-01
9.751950733347306555e-01,1.243242241231894063e+01,8.715516232581265177e-01,8.224586468564199393e+00,8.116022753449303906e+00
3.858286979067956368e-01,1.025752256058627587e+01,1.264947709206768023e+00,2.065263809845158782e+00,2.089991230091106544e+00
1.658318689486309172e-01,1.134845024083037579e+01,1.224434530388665676e+00,1.735374135172798038e-01,1.943501394919378844e-01
7.089196435722281420e-01,1.022832753722825672e+01,5.303050920343681529e-01,5.113710430685703301e+00,5.147686624943450973e+00
1.007676212548800132e+00,8.563909427170630195e+00,5.715830230359724151e-01,6.195741279968961734e+00,6.161966345839751114e+00
4.642475423142886637e-01,1.177396008150641826e+01,1.163813772699528126e+00,3.144596566507339652e+00,3.170022742853194408e+00
3.477807218192356942e-01,1.488155310556944855e+01,5.157392530717882506e-01,2.529170236859118681e+00,2.578962303851512150e+00
4.000369412887652132e-01,1.475470355220965324e+01,5.752590353207672758e-01,3.213576662280266838e+00,3.293184936290277420e+00
1.300156142910202095e-01,4.499834946407231584e+00,7.814191264143598437e-01,1.204618992710713710e-01,1.332687511094090560e-01
1.542613142326343112e-01,3.421865879421063905e+00,8.415945546561544033e-01,1.839603379578916842e-01,1.185551429020324926e-01
7.011613331560244688e-01,4.909676956346840981e+00,1.359467881729589989e+00,2.426828884400316078e+00,2.429863312829821265e+00
3.800173807713569385e-01,5.588200968453971740e+00,1.286951406957744570e+00,1.234657467704077582e+00,1.266846780450108012e+00
6.563739232091310161e-01,1.425887043703489354e+01,9.749048429489017842e-01,6.045550833673952518e+00,6.071267632327102426e+00
1.287234680483072102e+00,7.387691960682974290e+00,6.798049208433271096e-01,6.426533746864668828e+00,6.521494470821016520e+00
1.145509832474410405e+00,1.002460890866512244e+01,5.472376603145646667e-01,8.012333146790545868e+00,8.002797224303872525e+00
1.174745555648929241e+00,1.456629291008972160e+01,1.211672635508238116e+00,1.035336633770753245e+01,1.030345768331016565e+01
1.307730701387731287e+00,9.920824161612500802e+00,8.340968107576876012e-01,8.410383284588695219e+00,8.379352798987271811e+00
9.670700427687615175e-01,7.017527593783224660e+00,6.089056164143491490e-01,4.922119977872547736e+00,4.954983018592058031e+00
6.690159027558412186e-01,1.280106432585107257e+01,1.349168472161141219e+00,5.386523741612973204e+00,5.347347721285692579e+00
1.953365722696023266e-01,7.864369982773217416e+00,1.484584135513018932e+00,4.208735071688243234e-01,3.698224791570733916e-01
1.038218287744259616e+00,4.832957130793522182e+00,1.078609667756754931e+00,3.584885077367201855e+00,3.544003377327167748e+00
2.445327575984968249e-01,1.179940366031284782e+01,5.310387600083350534e-01,9.427990287384222512e-01,1.002965803524734856e+00
4.944026422410197075e-01,1.183920914294598958e+01,7.998133546290597806e-01,3.580340495373998344e+00,3.592544798074258416e+00
4.647912048440228094e-01,8.046067577314399699e+00,8.257766446867000898e-01,2.297533304874281868e+00,2.281378364146070314e+00
1.319209660009671214e+00,9.296545682312567394e+00,1.185058021219297153e+00,7.681663694899931727e+00,7.724099281991154697e+00
1.226605361986516263e+00,1.157075924519013732e+01,1.302064626703376637e+00,8.728793240733182301e+00,8.763226057873160002e+00
4.309711630335052446e-01,1.269230569350130722e+01,6.152454161655506182e-01,3.149022551412594684e+00,3.101364939859493131e+00
5.871815391666429518e-01,6.963212268666161719e+00,1.355540826162269674e+00,2.689792576548827974e+00,2.731353827713578042e+00
7.205530461745736082e-01,1.428637016174457486e+01,8.978788683844434182e-01,6.816559382885194474e+00,6.829110081583084302e+00
1.620331793256022668e-01,1.384587783012607787e+01,5.219145417452606406e-01,8.528351458475214031e-02,-1.605118270376129641e-02
1.249996679295408558e-01,1.178206829766899588e+01,8.508444090880715738e-01,-1.554708598872318603e-01,-2.135346704214281799e-01
8.398285625473876914e-01,6.147551028832486608e+00,6.264160709470627530e-01,3.770052872844002145e+00,3.783499363700275175e+00
7.503082899011840334e-01,3.921374618321426198e+00,9.477363977145977225e-01,2.160394899775671451e+00,2.184983178099206835e+00
9.183027564254718778e-01,7.587207847903290947e+00,7.654702824302025421e-01,4.991662801839789942e+00,4.978067618106882364e+00
1.241940360904477236e+00,1.139516553421855249e+01,1.161412213089057843e+00,8.852007303126860904e+00,8.803295449279431750e+00
2.798297077477872596e-01,4.030495186925225681e+00,1.019467471582892415e+00,6.179994133409862922e-01,6.308840018150225770e-01
1.264774989229051183e+00,1.232987439212354275e+01,1.336899491494784264e+00,9.323901394412267507e+00,9.234142011218615664e+00
3.724894028567958815e-01,9.520064155765277647e+00,8.146148838515970825e-01,1.884134138331381436e+00,1.912293970750143401e+00
1.299482679452148126e+00,1.154179290571847005e+01,9.518574919499294129e-01,9.457973217776181940e+00,9.451201737479728138e+00
3.061813120419460410e-01,9.852645277152543457e+00,6.343771031669774851e-01,1.372440908770474977e+00,1.371801169098687545e+00
6.193280852203737474e-01,6.880323834294602925e+00,1.429965635103481736e+00,2.831705573753596106e+00,2.800250458021926736e+00
1.057373618036473673e+00,1.299015092252997050e+01,1.113261864162929271e+00,8.854565117985620404e+00,8.896298862648368555e+00
3.602651471081628198e-01,5.195309305275232603e+00,6.523758733835078871e-01,1.100817938254343487e+00,9.864772804929924366e-01
2.523239447078553521e-01,4.958207301458275040e+00,1.197423597225152569e+00,5.989572394109288211e-01,5.568964679706975840e-01
4.493536483620266253e-01,1.354142387890978583e+01,5.978567202671177805e-01,3.577867525986962782e+00,3.607292332302460824e+00
5.373631930857649674e-01,1.208774419719954984e+01,5.822801946016665786e-01,4.188094003963962919e+00,4.154200359253543695e+00
1.251700653943774943e+00,1.373858599679854464e+01,6.369555595446475538e-01,1.128084084903019502e+01,1.135397006009930365e+01
4.259628561696402471e-01,1.156640808947165944e+01,5.089632581621877927e-01,2.860797166923108037e+00,2.882735618429837832e+00
9.864344299522906923e-01,3.479115060058588060e+00,8.155798821382799213e-01,2.538747800622898065e+00,2.502006754820900625e+00
1.185319650202294683e+00,1.037588672844608517e+01,1.483384052878080617e+00,7.621456232667815911e+00,7.677302910116998724e+00
1.173557745225645987e-01,4.346380647039548073e+00,6.681905344267821123e-01,7.665524979387394744e-02,7.330194373701889865e-02
4.558916844877874963e-01,6.914620737797831040e+00,1.401886226823065851e+00,1.900165661015118745e+00,1.930210011317304408e+00
1.273544653397352455e+00,4.764556221434455452e+00,9.471260894864864666e-01,4.142402406579694052e+00,4.113330024994508172e+00
8.562214107936519936e-01,1.097188928651470796e+01,1.404636631104908773e+00,6.127130576186772259e+00,6.098920966973688351e+00
3.201065006239116606e-01,1.238726292589110400e+01,7.880158895596697244e-01,1.782178269668696746e+00,1.818788610457125809e+00
7.411216955120947247e-01,6.081125625574690829e+00,1.378349800732092678e+00,3.132039897591067490e+00,3.138621671941516311e+00
6.202727056717585175e-01,5.821755675403182728e+00,5.072125438958030585e-01,2.549971161160152100e+00,2.514289043290537595e+00
1.186048591227337079e+00,7.437501370045948690e+00,7.496432686344083329e-01,6.093158510465540800e+00,6.051465579351386737e+00
1.130392782096435234e+00,1.091373337587318559e+01,1.276221280852570583e+00,7.881073039615980491e+00,7.914965697185835758e+00
5.214313226980751281e-01,1.184194507997050749e+01,5.807460441863042666e-01,3.939450710904897068e+00,4.028278844148289295e+00
1.377984105427529027e+00,5.746620662454379413e+00,8.289608329470663506e-01,5.206759548138096605e+00,5.167292456955898672e+00
1.621250328164490218e-01,4.448161139414345655e+00,8.165162300215109692e-01,2.348388002395579988e-01,2.704185290330525793e-01
1.282547279771178772e+00,6.555161670809603436e+00,8.123925393933202344e-01,5.671771017711140672e+00,5.530232643372926304e+00
2.264471426716770930e-01,6.773423837771086475e+00,1.401038429805594454e+00,5.742331284747249631e-01,5.078567265130204955e-01
8.205573941858352871e-01,1.466282195801692900e+01,1.066975503338457809e+00,7.828696992419460265e+00,7.864249813271267264e+00
6.445727708374717757e-01,1.067909865658800150e+01,5.443859511910722482e-01,4.744205079526889079e+00,4.824873979613884423e+00
1.170447208114010040e+00,6.589634101357038531e+00,5.221273996897558556e-01,5.467198663720334473e+00,5.472536265334402295e+00
7.246580095497464624e-01,1.323949034755340293e+01,8.080274991802758322e-01,6.481675986812797774e+00,6.510901446763615041e+00
4.658355023875356826e-01,1.175261731580689251e+01,7.789348616232845135e-01,3.262915133324465700e+00,3.278040935484946683e+00
1.026659438296994686e+00,1.118666632469288302e+01,1.283847826392400915e+00,7.451428306164029181e+00,7.503583754903401903e+00
5.966219692452328083e-01,1.097346034486822930e+01,1.166443927058808061e+00,4.176475571014631072e+00,4.125328037644675483e+00
6.527302655762714512e-01,1.063138706291301716e+01,7.950841016297640618e-01,4.693579810728778057e+00,4.727383713290968181e+00
1.161124815505006458e+00,4.043193757788334786e+00,5.722112762836734090e-01,3.380029095905038083e+00,3.361007841053588852e+00
5.630667046235244833e-01,8.599879018215487392e+00,1.096120334038967581e+00,3.129517544525270090e+00,3.115207536214895878e+00
7.890634695622963379e-01,7.284225098900007467e+00,1.360509149796256478e+00,3.951627635213497580e+00,3.953837146477807263e+00
1.151365982234421326e+00,3.987223651873032626e+00,6.580062954884610127e-01,3.302553949120340171e+00,3.294864638346083119e+00
1.174722964857104923e+00,1.128789583885160397e+01,7.731537811829749529e-01,8.880316743105126420e+00,8.844852397813916411e+00
9.887295921069173543e-01,1.485309311110453834e+01,9.214414316551038375e-01,9.651707245735728691e+00,9.641565059771775026e+00
1.022775516745892288e+00,1.204533072399661364e+01,1.030205688843793155e+00,8.169346064966326537e+00,8.125110433669693322e+00
2.237420352928988221e-01,1.081722772674379307e+01,1.488466620841838672e+00,6.505584458357938082e-01,7.261975391059118934e-01
8.087994972351485456e-01,1.295125346319121817e+01,1.454213496600143207e+00,6.597694541109833111e+00,6.634759463932510926e+00
8.773605133425851355e-01,4.465701316049511149e+00,1.276500699702552311e+00,2.827866775726092907e+00,2.809967909157522925e+00
2.834357395078644926e-01,8.176168815315637772e+00,1.154889408001805950e+00,1.005050512539809926e+00,1.086124958925916317e+00
1.254840280747338666e+00,3.938997560020717881e+00,5.474848926403326210e-01,3.479829485931817956e+00,3.545880780851922154e+00
9.783818190427543415e-01,5.478058128266765081e+00,1.272177551045713173e+00,3.786744717633031332e+00,3.813394747656955630e+00
2.340913519480498362e-01,5.849954227433570075e+00,1.348170613164406006e+00,5.731931455716630097e-01,5.493610903945408408e-01
2.582492176003092776e-01,3.405401037166962297e+00,9.892208111730839137e-01,4.832284245013943602e-01,4.985462680691569171e-01
2.346356012767749077e-01,6.552691005779205824e+00,1.187833983896200873e+00,6.130286993180917854e-01,6.438786175039326043e-01
2.882657294950329296e-01,3.167058132385156544e+00,7.039541319850893819e-01,5.419099468223138594e-01,6.131500487024541535e-01
8.666673999224758784e-01,6.280794746284023233e+00,5.456886283331054965e-01,3.993037683934632653e+00,3.986743532058939277e+00
2.268100618934435764e-01,1.174487037599235428e+01,5.603920937163348048e-01,7.589012587856902581e-01,7.335350643621978417e-01
6.314137696854982273e-01,1.414649632934466794e+01,1.449913818492069684e+00,5.396714351960426370e+00,5.512573325819309034e+00
4.752596957722957649e-01,1.412264670473408401e+01,1.407145516044141065e+00,3.715633656346273295e+00,3.786796517726616518e+00
9.496257876242645279e-01,9.449339639578337113e+00,1.293500263515913407e+00,6.015995080592264621e+00,6.034067083886162308e+00
1.026034403703793174e+00,1.317833551561405159e+01,6.522713749944554218e-01,9.329358912753068722e+00,9.286533318129627901e+00
9.298681429802363452e-01,8.395608226654747597e+00,7.271086194353201249e-01,5.573298840012208544e+00,5.599999439027455672e+00
8.740314881872033315e-01,9.697503511079636596e+00,7.296819891917880607e-01,6.001025387316142989e+00,6.058896148476309307e+00
8.230600794703412104e-01,1.428112998196319161e+01,5.747630564873145165e-01,8.219471093052131749e+00,8.259400282291117890e+00
1.097875097381498355e+00,5.401202841891817208e+00,1.373461301207748120e+00,4.097764464127182649e+00,4.141113807342023279e+00
7.516597908171489539e-01,4.398378077380639795e+00,8.086179713000208880e-01,2.420201997479590084e+00,2.424974340506704795e+00
3.783243274429803904e-01,8.943138683656240318e+00,9.034508372916477681e-01,1.823944729252475749e+00,1.882783980764920484e+00
2.422339842564413814e-01,1.293844605547223736e+01,1.140519959143643014e+00,9.126812390989917922e-01,8.854827478886460046e-01
8.800626860393355733e-01,8.635409708997936917e+00,5.290001662685732686e-01,5.510171209356313327e+00,5.491037237494912127e+00
1.146525764851462847e+00,3.814962606496769659e+00,8.772166716153202426e-01,3.128377493358928341e+00,3.106252774684811868e+00
1.032949651611341668e+00,5.049419066900489916e+00,5.911994436335213932e-01,3.810871886609518810e+00,3.781554856483440474e+00
1.020137165860715900e+00,9.171900548409539056e+00,9.610674834411260248e-01,6.446706674144046190e+00,6.545634323364436291e+00
1.110341081001366526e+00,5.048137024260333838e+00,1.245080930719028700e+00,3.911159241712931944e+00,3.829944971847772717e+00
2.048494192594559893e-01,3.530494497955434241e+00,1.406379699770809122e+00,3.344235294679894221e-01,3.486214518109796989e-01
1.205969041726645541e+00,7.448582592790032209e+00,1.141093535369689604e+00,5.984019507029357143e+00,5.937768597921516012e+00
1.406504963729813540e-01,5.445054375242188271e+00,6.587145490106306456e-01,1.601492249246290189e-01,1.010867312234815379e-01
8.274309181804806457e-01,1.473451565636394811e+01,6.599252383741540662e-01,8.406501330749419409e+00,8.413876797141968567e+00
6.401201964583548287e-01,7.924613849857530923e+00,5.923408825790523746e-01,3.530887443073542631e+00,3.455771941263016345e+00
2.712967255114563381e-01,7.858402558578207575e+00,7.029940863439012588e-01,9.210551099903767636e-01,9.188805150362966412e-01
8.450602149480440639e-01,6.368643780458134174e+00,9.704314795445043718e-01,3.846590698611299430e+00,3.962389981561706076e+00
2.494848764313442879e-01,4.099862376961612043e+00,1.289371453070905726e+00,5.186606817791109547e-01,5.153911994820636888e-01
1.657491125415997968e-01,1.198977057700733617e+01,1.128620576365543249e+00,1.560206805515100825e-01,1.808779445250147666e-01
1.024122266981050355e+00,9.148980687927144473e+00,9.138919655423812793e-01,6.482514304030937424e+00,6.442631290658444421e+00
1.258994866284216974e+00,1.493751954649281721e+01,6.767175727612974034e-01,1.212690555084069288e+01,1.215292090267873171e+01
6.727102862387077664e-01,1.435180485913418558e+01,1.416959582730446865e+00,5.906596295661364238e+00,5.834849501726498744e+00
1.148400747490154972e+00,6.115005234778022825e+00,8.288499749244639947e-01,4.919879891132902472e+00,4.931363605539344164e+00
1.340104182324736382e+00,1.478477274277210007e+01,7.334002748289053519e-01,1.234737057087454737e+01,1.234301154143960844e+01
1.049745064780658765e+00,1.220087854201809741e+01,8.422775401174219523e-01,8.652067462721293012e+00,8.761395769195594596e+00
6.481844992649336001e-01,1.445757620401449373e+01,1.480590594166477203e+00,5.642457703572238970e+00,5.639809288712738677e+00
1.326424475778539058e+00,5.302615959368425891e+00,6.527369371195560488e-01,4.773565421169919887e+00,4.757100086191678123e+00
4.214428044223891279e-01,1.445989847338339551e+01,1.139173348883900427e+00,3.243523724287182386e+00,3.217168265492889034e+00
4.101264491662262035e-01,4.501535746907443070e+00,6.710214201210406015e-01,1.177012599751043886e+00,1.118850815096930740e+00
9.708522200916489542e-01,5.575865588730684053e+00,8.758448723531786495e-01,3.906235769079996256e+00,3.945612831450202140e+00
1.172807309480452975e+00,3.630220722443704862e+00,6.787670792027697964e-01,3.055371570630449618e+00,3.128453175069196845e+00
4.392409730891978503e-01,1.382819141546746700e+01,5.813138973899475426e-01,3.525909595545905439e+00,3.508547016716615730e+00
5.077816771663737905e-01,9.345390867010134883e+00,1.380010372048517731e+00,2.872992292762411193e+00,2.909294268335063993e+00
1.361210042630962569e-01,5.315121231709968974e+00,8.988285090640392161e-01,1.407805472722754025e-01,1.241796818342862097e-01
2.233353873738723738e-01,1.163047212988873902e+01,7.985563182957821082e-01,7.056013635359248415e-01,7.265287312009374165e-01
5.286482888472009423e-01,6.285439566838944003e+00,1.448890024472918814e+00,2.137027789436879210e+00,2.160745334915240790e+00
2.231844578030255932e-01,5.635818651161031312e+00,1.138639928916304722e+00,5.165812752817955378e-01,4.463300861726985369e-01
1.289620283335611295e-01,3.344406896224684012e+00,5.722037434855680171e-01,1.107435888538647051e-01,7.322168556942040829e-02
1.101741461665585176e+00,1.029232718900194321e+01,6.736764603946885366e-01,7.862532129239099277e+00,7.909852893933776663e+00
1.248366625761411219e+00,1.154434036852386569e+01,9.055465915525130471e-01,9.286101470274788383e+00,9.192134525144826540e+00
2.774926840626076308e-01,6.930990944493341743e+00,1.139065548651647664e+00,8.711494092470177808e-01,8.722390734416645142e-01
5.458670626270818449e-01,3.088663641022530104e+00,9.633769635294753275e-01,1.214790849588446964e+00,1.198395998132576468e+00
1.206416465083041956e-01,7.020988260554743121e+00,1.022762491966072274e+00,3.807125009180267750e-02,-7.429042946436606454e-03
6.467440436327969167e-01,9.562990994856781057e+00,1.117374527423899533e+00,4.099282278613300079e+00,4.102413154282769980e+00
2.552819060802623552e-01,1.205339382377359136e+01,8.870468613741803177e-01,1.036096960817426194e+00,1.052042555410906077e+00
8.385124782860903236e-01,1.253218918739355736e+01,8.777772421592231478e-01,7.160480865211820145e+00,7.187915191536460746e+00
