N,V,D,L,L_noisy
4.152481209813073093e+01,1.332527831234810556e+01,5.275433347230510890e+02,1.971636190044924630e+00,1.995522282586154272e+00
6.661515360526331975e+00,1.404703283863271146e+01,1.937774610771885619e+01,3.830845323556869353e+00,3.824245318753692224e+00
2.430919728182897310e-01,4.640588432828956655e+01,4.546628827347234392e+02,4.302034692130495941e+00,4.297798920453308469e+00
6.048636160980365162e+00,2.105645180404005856e+01,1.594788707972462305e+02,2.692896575208628906e+00,2.717333808802849582e+00
3.107223376642067603e-01,1.832039399754771125e+01,2.816274935288232584e+01,6.600117123462670321e+00,6.553196216286881537e+00
2.607039654215118318e+01,1.156647983445190135e+02,7.911138089161336495e+01,1.830063502726979596e+00,1.828587253826304826e+00
2.549848026622576924e+01,1.122215451626925464e+01,1.098248710906283776e+01,3.620991243356052713e+00,3.632800126889595749e+00
3.071068925376662651e-01,2.112302427864849221e+02,8.481990773400709713e+02,3.259656530478674430e+00,3.273945446881163068e+00
9.009241003391968983e-01,2.454013863418440167e+01,8.610385466797073661e+01,4.121073861994698717e+00,4.133147889060535540e+00
6.995421371860236270e+00,1.047376549649973754e+01,4.932727661159335497e+01,3.497808727070020218e+00,3.538494692086961546e+00
4.446130393812251502e-01,1.742384331465661162e+01,1.281403024309121008e+02,4.927080410962636492e+00,4.932655572016024337e+00
1.881061941183456554e+01,6.323391386414336779e+01,6.041402474418284783e+02,1.701011217739625048e+00,1.721290307425536570e+00
2.342058240257099744e+00,1.254390553364931264e+02,2.612963069091068178e+02,2.371983065912623090e+00,2.387346567340411507e+00
5.580342860992399956e+00,4.538519511608738100e+01,2.522685581372066466e+01,3.043486087682583552e+00,3.013793138058497245e+00
1.690789421832543660e+00,1.037647940757928779e+02,3.955657454992965683e+01,3.176595843302273625e+00,3.161171146436802193e+00
1.518008013694367264e+01,2.071915266841047583e+02,2.081604457974211897e+01,2.165698905938330476e+00,2.207310166310390454e+00
1.367925515823383797e+01,6.335939027716817407e+01,9.865968546565262898e+01,2.106824506593541813e+00,2.101344700634595331e+00
1.481200689433389428e+01,9.355987370277608761e+01,5.404076847882575976e+02,1.691167074222403643e+00,1.689803283477232743e+00
9.673198847836940173e-01,5.337658330523621686e+01,1.389781011726443793e+01,4.603115758471713725e+00,4.576746291597037164e+00
9.233549944961056966e-01,1.004491466465607807e+01,8.842010932497095155e+02,3.737877058896931004e+00,3.730991729367240328e+00
4.517461222654345354e-01,1.296917407334837264e+02,4.778674024480249045e+02,3.236356258528073848e+00,3.210069714223818593e+00
2.677810355818387578e+01,4.479761315346108574e+01,2.810617425960936089e+01,2.375641061988210456e+00,2.363441552907447729e+00
2.075479145958078198e-01,1.483265123606389935e+01,5.066153353620075706e+01,6.999723504048652956e+00,7.010777476900184269e+00
9.099259367780667684e-01,1.195339069483341774e+02,1.534778726247307361e+02,3.060777206765103564e+00,3.044137532129671087e+00
1.236020985606555850e-01,1.343081443787401419e+01,2.354549554619196527e+01,9.275583845761108392e+00,9.263272419271903146e+00
5.889420449393907298e+00,6.572469083792915967e+01,3.658002685054074732e+02,2.102462039853272735e+00,2.129205356175628783e+00
3.892367679872744191e+01,8.245774423372901651e+01,1.319851297149368179e+02,1.722235660992117667e+00,1.731627740450137898e+00
2.792171268072047408e+00,5.551899829685969934e+01,2.484230602358342139e+02,2.548039494419105822e+00,2.558345485679532683e+00
1.241871849092480024e-01,1.052808245486457928e+01,9.521716125660441321e+02,6.073577391437065209e+00,6.093452781144502950e+00
8.950705111745675957e-01,2.061616988305974587e+02,5.789661854239342631e+01,3.199231196773801855e+00,3.188193072973992681e+00
6.108792059040545119e+00,1.822100366618394673e+01,8.437451940413498619e+01,2.978495366684901668e+00,2.970671651892815568e+00
2.727696220618227030e-01,6.409550753399166467e+01,7.727797012792181874e+01,4.787262470415366344e+00,4.746075826295220068e+00
2.527479066471616242e+00,1.570196950116318817e+02,2.496691027725150889e+02,2.288871079520515828e+00,2.303525240263506468e+00
8.153101418632682229e-01,3.059907722431486476e+01,2.216866351595822948e+02,3.644020516882739535e+00,3.639862393768322768e+00
1.322645958446332370e-01,4.371807953928432511e+01,2.077462734184231863e+01,7.374877768558519620e+00,7.374776393196940560e+00
1.299993006577712862e+01,7.648561049611774365e+01,7.265882691869290966e+02,1.725808852457368703e+00,1.703993320005301682e+00
6.062259188969834067e-01,9.198698811993102709e+01,1.527852373279129665e+02,3.472622981776854356e+00,3.485004938384695716e+00
3.085363417848873135e-01,3.442577067907303245e+01,1.802080847682099716e+02,4.624866955311696337e+00,4.637382842758455581e+00
5.948105252092100947e+00,1.060756477111418974e+02,8.744727891926908114e+02,1.855115110142512069e+00,1.858731854423143481e+00
1.540709552640908919e+00,3.257529777720620245e+01,3.532114913824069191e+01,3.930674520593383292e+00,3.898879057036414242e+00
7.513266125535398299e-01,2.838697319320756662e+01,1.962695627330688453e+01,5.166902541298576068e+00,5.150039390949492812e+00
1.894568050572393025e-01,7.805542984518937999e+01,1.512359486798657713e+02,4.755759955718787957e+00,4.755057565763817884e+00
4.631892488569034327e+01,1.874024722872722393e+01,7.414612935857301181e+02,1.786010374181267846e+00,1.769255885453213217e+00
3.995159990070864087e+00,1.077899976143068841e+02,1.608885532980573529e+01,3.025680677720147482e+00,3.033390048713783482e+00
1.571972169125014362e+00,1.210635391320663956e+01,1.471966801730441254e+01,5.475044929236727143e+00,5.495153939447377844e+00
3.836551827040079576e+00,1.029331423448380356e+01,2.547804256968328218e+02,3.155718261459197205e+00,3.140600394783964688e+00
1.672950377004558620e+00,1.688577110816254745e+01,1.711072002202791680e+02,3.541302714214260128e+00,3.537668263959110604e+00
1.349615695057069154e+01,8.664618506195319014e+01,6.734271482241128126e+01,2.113617141740485206e+00,2.099904332145825947e+00
2.175952226405683732e+01,5.562055885860031168e+01,3.162252477841368545e+02,1.790175364502466504e+00,1.810792850880743821e+00
6.537732852631722436e-01,3.593295944353277349e+01,9.436558061224233143e+02,3.289527177782455070e+00,3.307458236239148697e+00
3.248911436848312917e+01,1.462206556151531345e+01,1.500875430594997439e+01,3.140972392076428754e+00,3.194204492510590132e+00
6.263574983032691446e-01,2.129473323936445297e+02,1.768039510711551259e+02,3.087609154797470001e+00,3.087751499670940536e+00
5.210519675317440758e+00,2.035802635616945366e+01,8.372084442606168864e+01,3.002994609620554645e+00,2.984314273688758234e+00
3.512289264558469881e+01,4.506989402293637426e+01,4.902080163766986232e+01,2.129299696275720688e+00,2.137492142069731926e+00
7.633548791653336885e+00,1.980052173368774504e+01,1.774669623393151596e+01,3.539713118331591968e+00,3.535065281128217496e+00
1.396853012778642433e-01,4.507990798086191830e+01,1.195492756215075048e+01,7.890983242908023776e+00,7.894807868706158693e+00
4.765265526169654819e+00,3.299314322859802218e+01,2.131214169639414706e+02,2.527997369986839882e+00,2.552878172579566396e+00
2.044442724865033512e+01,3.060428018679417050e+01,7.341511422634879125e+01,2.304548379062356656e+00,2.298856945576758459e+00
1.386488302501555914e-01,4.442091103553285336e+01,6.357985938625549949e+01,6.204131080973597001e+00,6.218596942288916019e+00
3.482183088044145114e-01,1.433838012091124980e+01,4.187724874202988303e+02,4.747864985144091499e+00,4.705545039872481183e+00
1.278960196947611205e+00,1.976041336301621953e+01,1.166660919749879177e+01,5.363589093672956665e+00,5.384773192860770052e+00
1.125583156601375867e+00,1.414149498747737965e+01,1.101880623667494774e+01,5.989236430080228324e+00,5.991951618545385827e+00
4.435903856589081329e+01,1.895693899752987832e+01,1.612869901043616210e+02,2.072953366328720293e+00,2.068203091544350336e+00
1.704818510328700853e-01,5.346739239292692503e+01,3.685982111210293510e+01,6.123734429554151149e+00,6.113775366211610773e+00
3.004001418276376345e-01,2.559710836377820797e+01,7.546871340521708760e+01,5.425150263395596362e+00,5.453536995729314718e+00
5.116990832818999024e+00,2.343851026101230559e+02,1.149613125966394733e+02,2.071626708655536220e+00,2.061562400473496481e+00
2.008594391770604781e-01,1.764174963578181732e+01,3.007041718736155644e+02,5.459786874831972447e+00,5.485223266321546554e+00
4.644030117766813071e+00,6.222820104673697017e+01,1.130418429392570090e+02,2.475048419145970069e+00,2.464995459861210048e+00
5.047491108260997450e+00,2.045324441063619076e+02,5.225134493493669652e+02,1.849399380451039798e+00,1.850422276382617026e+00
3.092539241137410411e+00,8.655095517756332413e+01,1.805690433223190183e+01,3.219160275517549685e+00,3.226380687271114045e+00
1.376526756850332101e+00,2.001028463217060605e+01,8.573256771954469002e+01,3.894115076170947098e+00,3.934736926620838293e+00
1.842717771309041908e+00,2.516843117986082348e+02,1.389195900352409581e+02,2.448710178525682402e+00,2.453841722933131297e+00
9.987166203110853235e-01,1.631454263826852369e+01,2.934353760326253564e+02,3.751776333237926586e+00,3.756670362896860738e+00
1.111246725818030301e+00,5.763194347224741421e+01,3.654008202136427030e+02,2.958439309064998746e+00,2.957276154197673979e+00
8.693303483858086933e-01,1.815571704236629955e+02,1.589192371016297933e+01,3.860738137136330739e+00,3.854898900987611121e+00
6.693698489884086777e-01,5.414494592912137705e+01,1.048806229001676087e+02,3.796393108505480729e+00,3.784467008025144352e+00
2.920438423352960111e-01,2.237112349351421017e+02,8.112150609376509465e+02,3.293796464171216076e+00,3.330176944449335430e+00
3.292058942960188084e+00,1.272084746722175197e+02,5.415151593217822068e+01,2.609106599125098125e+00,2.638727146700559079e+00
4.333482630997337104e+00,7.678608930985932091e+01,1.442322227395906609e+01,3.184287537469486118e+00,3.170771861028808480e+00
2.958259001785033426e+00,6.871611785376448722e+01,6.578071172270897193e+01,2.822932389036769685e+00,2.826392595665298657e+00
2.350839319255554116e+00,1.551627242360696926e+02,2.190182053319093924e+01,3.049870964848811372e+00,3.026587796471373437e+00
1.543876437143215874e+01,2.425725923000193518e+01,2.679789897703267343e+02,2.152800632246896662e+00,2.171887210684800174e+00
2.911511688748792892e+01,2.527106667976046595e+01,8.677334943103479645e+02,1.775713738491526472e+00,1.789726502093198945e+00
1.473668423841339725e-01,1.922857429372246330e+01,5.271876288639256245e+02,5.526785217840125775e+00,5.529317195151466358e+00
1.241797147728685324e+00,1.195357931848786421e+02,2.571233512281457365e+02,2.723276853917751428e+00,2.707419734010573453e+00
1.858438429298012284e+00,1.592821894429216911e+01,9.748517796831307578e+02,2.950501293026194904e+00,2.966111156465552234e+00
1.849991616885551526e-01,2.115271067803038534e+02,4.099500999402430779e+01,4.894417646967770708e+00,4.907055231968064923e+00
7.917739228629460113e-01,1.403116848494745170e+02,1.989177611602070215e+02,3.025365223964830541e+00,3.022080968775591625e+00
1.341120134042803169e+00,2.154199936964404571e+01,1.243052267062321619e+02,3.690203122257769586e+00,3.705252933170771534e+00
1.286535964421045841e-01,4.170013213020661169e+01,1.619451133367074647e+02,5.724927916158377705e+00,5.698350719787259600e+00
1.470858422153161094e+00,1.182727064910091741e+02,7.948847191782083144e+01,2.957441214037601185e+00,2.945770302033445809e+00
1.884669219453021793e-01,1.673224311091760796e+01,7.719859540174040831e+02,5.113052390479537301e+00,5.094326868021610721e+00
1.244413624223019044e+00,2.243845806027044887e+01,1.930001456073966182e+01,4.834439204787677191e+00,4.837014186401727756e+00
3.444166951481906769e-01,3.782247203649981060e+01,2.948803132845197865e+02,4.216278868371019506e+00,4.249929380673759916e+00
1.881916392607078381e-01,1.588163417893690053e+02,1.286505967783514848e+02,4.439882196800655656e+00,4.441141331341349030e+00
1.489794305075444192e-01,2.428636703798900953e+01,7.518505781216312300e+01,6.592191845792129357e+00,6.615218699949816816e+00
2.449835470002022397e+00,1.077822919614845887e+02,3.177231807900683336e+01,3.017205039755485707e+00,3.016854280785098652e+00
1.018461961187215881e-01,1.191205785478885701e+02,6.956370707238390594e+01,5.801504164145381282e+00,5.793651333533174075e+00
1.180635277691186147e+00,1.183349726272126361e+02,3.781453160574152861e+01,3.389099122824422050e+00,3.409623859157633330e+00
1.454978371326682840e-01,1.153254389137711478e+01,7.699390199944155029e+02,5.837357407182210522e+00,5.848463947899938731e+00
7.216424120604376213e+00,4.898834821285743857e+01,3.490968030913344933e+01,2.749335062886717918e+00,2.777960882139915544e+00
5.653664142724999842e+00,2.801400354381244640e+01,9.087249724789189997e+01,2.772088880871629968e+00,2.791807502419538345e+00
2.595794080168321027e-01,2.419226858181235684e+01,6.849105241950337586e+02,4.484352437748849063e+00,4.468328912565053379e+00
9.590259448870275261e-01,1.395128595911892830e+02,6.629705133085556668e+01,3.246575524096268595e+00,3.195839912840964470e+00
8.989062841162095197e+00,6.670524924205555806e+01,1.360517614975145761e+02,2.152307418041578213e+00,2.155261058676794406e+00
2.215921687625931891e-01,1.984261275036536176e+01,7.383469473374980225e+02,4.786565660216251850e+00,4.763234711512511765e+00
1.562375215193669042e+01,1.024917062327181299e+02,3.761580905649595934e+02,1.709305469622017570e+00,1.681309343332340722e+00
6.099986637632650144e+00,1.036294136635708014e+02,8.314828525335000222e+02,1.858381872748685160e+00,1.828946113302698073e+00
3.472507198003732043e+01,2.075735772555019594e+02,2.820269908736691491e+02,1.464905892059053860e+00,1.452256055416714986e+00
4.210883273475783284e+00,2.424583560609579251e+02,4.542491044229150816e+02,1.898439095097972151e+00,1.894608084195451125e+00
1.319312720237220127e-01,5.053447371159625590e+01,2.686446869323863211e+02,5.250187184577963073e+00,5.250454628949811742e+00
1.271202109479706799e+00,1.872284046174325454e+02,5.181575047103292064e+01,3.032714160994968378e+00,3.073761400361543661e+00
7.220089237700094920e+00,1.411238202920536366e+02,5.318837022492909909e+02,1.805004483786846414e+00,1.780907912806838578e+00
1.846139046448977750e+00,1.316037016142374512e+02,7.209359106629125336e+01,2.814818825230879007e+00,2.814752746742050338e+00
1.007716411411050839e+00,1.516135150139730570e+01,8.171808782641241464e+01,4.421380808986189237e+00,4.396637925329988761e+00
4.746151565341859557e-01,5.124017450062819989e+01,2.688219213339793328e+02,3.763754618730015711e+00,3.743983122579960909e+00
7.277578665119342816e+00,6.035844572352622350e+01,3.789569475896417998e+02,2.046103453888128865e+00,2.047565458033710151e+00
2.629830026954967925e-01,1.361233558955211151e+02,1.036636492009783410e+02,4.234457413827774630e+00,4.242951630447286071e+00
1.150210378885772045e+01,2.982638475513696008e+01,3.738301221812378117e+01,2.746681698931332516e+00,2.721091272018829166e+00
5.732575675151928563e-01,2.530920493272674676e+01,8.659857368654226093e+02,3.591013280532867391e+00,3.614007026222063157e+00
3.618925808435040192e+00,1.973542528497281623e+01,4.566183716357854649e+01,3.500316823603858651e+00,3.481824304320122021e+00
3.074993458186270701e+01,9.210123916547811973e+01,3.257005125491299680e+01,2.057672741890149037e+00,2.076944912441514468e+00
3.989645341320789296e+00,5.932447550571144745e+01,8.973579781011270597e+02,2.124683792811275396e+00,2.123742404987338350e+00
2.214601372362588094e+01,1.344734476713392723e+02,1.081039940529314691e+02,1.774503311084963508e+00,1.792723437814992549e+00
1.742698736786242319e-01,1.232198261908129666e+01,1.040517278820984792e+01,9.933553956135661167e+00,9.944982137247276199e+00
2.384059570011452411e+00,2.181528514849472344e+02,1.550156848499828222e+01,3.060943355105287367e+00,3.055304854576333717e+00
5.835684431108452586e+00,6.679350478947250735e+01,8.144340124283652926e+01,2.444138227792304718e+00,2.453788395995815108e+00
2.742574319517899761e-01,1.625682220472552686e+01,2.361061952307600791e+02,5.243304922856133921e+00,5.216537495618006837e+00
7.566351284555214995e+00,2.140675431676648657e+02,1.178467172123697679e+02,1.953844078368012438e+00,1.927921153939179177e+00
6.014722743481439871e+00,2.352994404417980547e+02,2.150182250145920904e+01,2.450205771089157381e+00,2.443160875703911383e+00
1.732173961716777066e+00,9.532164381382318652e+01,1.449624146239324318e+02,2.753694458410806956e+00,2.781218568988998108e+00
1.391724101957203530e+01,1.239858353562854987e+01,2.116588742525525646e+01,3.449090076271062344e+00,3.434221374578446895e+00
1.020082871982547768e-01,1.334106389979298228e+02,6.815525299021185219e+02,4.640050185842148345e+00,4.628145202338467712e+00
3.205037397402655586e+01,1.315520558849690360e+02,9.785773885432821828e+01,1.716889818585645822e+00,1.750252831180006741e+00
1.760037348786020750e-01,3.780516272987886595e+01,5.983722449606073042e+02,4.705351993248560127e+00,4.706280289698228536e+00
1.199239978838459209e+01,8.052525230109036158e+01,6.344711963975258868e+02,1.753050574395040195e+00,1.753125378833849224e+00
2.640696189530845062e-01,2.244491484879820931e+01,1.723774574393911223e+02,5.185819156491292325e+00,5.164877017323776798e+00
1.075983357716294997e-01,6.920093884142283969e+01,6.999133834171230717e+01,6.146155787175967333e+00,6.147425202460978788e+00
4.093223228485564746e+00,2.229771841274967983e+02,3.124354740193361124e+01,2.509718913644936489e+00,2.521641060319324001e+00
3.035780459026182765e+00,7.095874527800486931e+01,4.154685953290803724e+01,2.962180536884444937e+00,2.961115625346130820e+00
1.018502857110074977e+01,9.169499211415096340e+01,2.745152724537528570e+02,1.893963545562532325e+00,1.909304701952313277e+00
2.114813779198754773e+01,1.495680349412731047e+01,1.394809033368226210e+02,2.407290101715267916e+00,2.413917176277433185e+00
1.810795155769223674e+00,9.732754257847190615e+01,1.310894276308917483e+01,3.691823621411439493e+00,3.712878381487402457e+00
2.617081838009341244e+00,3.883162559384915369e+01,2.259600302072955103e+01,3.652769782645703067e+00,3.669351260661696035e+00
3.864847143062386525e+00,9.764304723445549428e+01,7.689114353530095514e+02,2.037231335313352876e+00,2.034611949983999413e+00
7.947563655116947068e-01,4.709251766910898596e+01,4.137545678463469585e+02,3.241139396268048145e+00,3.258578383018358782e+00
1.451717626203225819e+01,1.560496523251777035e+02,4.837084526909824262e+02,1.617267144108401000e+00,1.653415164071217802e+00
1.145237710033052991e+01,2.136799070732649852e+02,2.211294288304395650e+01,2.229137332119140780e+00,2.235260698730566098e+00
2.682426435929747832e-01,4.645167058995479437e+01,2.552772736207143112e+01,5.859837161146205453e+00,5.835471422632883431e+00
7.308071062560297371e+00,1.490835694227107240e+02,4.297529079967986121e+01,2.288871130410770061e+00,2.292736452774788880e+00
3.792269119489258822e-01,4.142877034102497902e+01,3.087550470820568194e+02,4.044150095092735597e+00,4.040205804364995323e+00
5.846652244953787214e-01,2.010757892311947899e+02,2.062630006176306381e+02,3.113396293863988085e+00,3.165258883107145760e+00
3.547778093406017685e+00,2.097923059955733294e+01,3.340786974746963978e+01,3.633647878308465362e+00,3.648767783954091293e+00
1.541625374545490645e+00,1.334591789544471929e+01,5.234604478423501632e+02,3.338588608418392667e+00,3.316462975930325907e+00
3.628451947971825131e+00,1.790713144771248153e+02,6.928393427952009631e+01,2.391542672354050492e+00,2.387770389051557807e+00
4.345420189049543636e-01,4.405714762494466186e+01,8.829201034902318952e+02,3.546545808707767033e+00,3.575758742933173195e+00
1.114690608925448956e+01,4.565966041151724397e+01,2.542954985645610577e+01,2.713905486503404685e+00,2.690633718739306346e+00
1.999488116080637146e-01,7.579947237836556440e+01,1.989596861091168876e+02,4.578367594742140056e+00,4.568474763195090382e+00
1.049151737044418248e-01,1.018106310909483447e+01,5.543801083456924772e+01,9.002807430673824385e+00,9.002757860712501170e+00
3.597697211654682370e-01,1.077314959898978941e+02,3.513233035346111137e+02,3.581999539377850095e+00,3.578940292595278905e+00
2.275334731623414708e+00,1.950335656056579978e+02,1.921731289265095199e+02,2.337440763874304217e+00,2.325468439142245103e+00
1.976895869599175626e+01,2.007059665706530893e+02,3.242538124358225105e+01,1.977521335561955196e+00,1.980013699480677181e+00
8.264652811165211777e-01,1.249840110349870770e+02,3.578382111022241361e+02,2.883468325505245122e+00,2.855101018323307205e+00
1.722449759147511028e-01,1.571166656497459257e+01,1.708042637905633399e+02,6.188136962679418041e+00,6.176393332015761573e+00
4.599222503059645817e+01,1.834247943145990689e+01,9.400025873687110334e+01,2.212112071650318423e+00,2.199951248882861865e+00
6.948963712731111464e+00,1.779823940049335818e+02,1.158609428694395760e+01,2.701973372230089598e+00,2.695742161702115336e+00
5.807805858724847115e-01,1.556855374002817030e+02,1.680231216337067579e+01,4.289658175686151154e+00,4.283449811793234474e+00
4.120240790584879798e-01,1.557940163092755803e+01,7.856016549610703805e+02,4.231113118161198727e+00,4.230805293515057741e+00
2.540616445356528863e-01,4.380926631159091755e+01,2.074093103219359477e+02,4.618679417652520769e+00,4.611444748502917079e+00
2.000262606264185949e-01,2.716073122923662098e+01,2.270109628011902103e+01,7.091887660043537878e+00,7.083237547113044208e+00
8.719294683625786746e+00,3.039600137535591884e+01,4.415089391895092064e+01,2.793149999830329744e+00,2.800054581920090602e+00
2.052544590617781939e-01,1.194983500934611840e+02,2.120018201901203625e+01,5.583552875201797328e+00,5.601215992742818450e+00
6.827041043897722261e+00,1.264461664152418763e+01,3.306893317724140502e+01,3.583500134421761629e+00,3.602389721750907103e+00
1.217114788248164547e+00,2.358160825004031267e+02,1.716701918455741236e+02,2.637057490613160748e+00,2.613653287343665976e+00
4.937928163877241872e+00,4.129408864857992967e+01,1.014108013845784768e+02,2.631946262497237399e+00,2.636517953648962909e+00
9.833160688092813517e-01,4.043971796627278792e+01,6.726806291904779300e+02,3.028053758560016462e+00,3.042610050626949558e+00
2.069571471282440345e-01,8.469769343585774379e+01,1.807511950934007317e+01,5.994623539311352722e+00,5.988899984989405567e+00
1.002344280743301258e-01,2.176126813938241185e+02,3.198576788839958454e+02,4.698269506310040811e+00,4.707216962812737826e+00
1.783573410602610920e+01,4.808804148187216043e+01,2.259852725606372985e+02,1.934940375778202881e+00,1.930139947762867347e+00
1.703292457638376334e+01,1.044633120600120009e+02,9.670670066832010434e+02,1.571666777843782281e+00,1.578791807291976657e+00
2.245499388335716329e-01,8.600621795707266415e+01,7.575451984549818008e+01,4.843061607263663859e+00,4.812189460277758180e+00
5.531728685790631150e-01,1.866121485934890529e+02,1.089992544334593418e+02,3.378439228723444376e+00,3.387239340662242526e+00
1.694855633745059986e+00,1.349217908422139658e+02,4.811320139120598327e+01,2.994780931014753733e+00,2.984708878040214231e+00
3.376562904880958627e+01,5.723075333980785473e+01,3.339350526345971844e+02,1.680637788102176566e+00,1.665495946371495783e+00
9.790307740376915646e-01,7.726682647638715196e+01,9.584015218782989223e+02,2.720728346257166752e+00,2.714298005330470165e+00
3.208246802058450697e+00,1.181270999675075473e+02,2.185564098693805875e+02,2.284102139327066627e+00,2.303374600339999745e+00
1.051694939144804247e-01,2.352301539464269240e+02,1.322499845479482694e+01,6.543565859422089126e+00,6.561971698424880373e+00
1.445818102432742114e-01,7.367011989874906419e+01,3.527462667260235776e+02,4.752418501613827395e+00,4.756927501530682001e+00
9.814050127409473134e+00,1.193054758955749861e+01,8.365163800094074986e+02,2.334579191366085826e+00,2.351393382499106011e+00
2.422650904156670837e+00,1.849516884040910014e+01,7.297926387158133821e+01,3.589919344425473113e+00,3.581307878730679572e+00
1.503667449068790130e-01,1.477454862251004108e+01,2.044408133822648921e+01,8.813754143373650152e+00,8.788382491834619614e+00
8.931507479362208457e+00,1.715944876561157741e+02,4.336283034808692491e+02,1.736389305061232013e+00,1.698596631841398752e+00
3.533939940772253818e-01,1.957650724842892487e+02,4.616327883265403216e+02,3.305331621246129004e+00,3.304213903048633050e+00
2.717203296680109759e+01,2.373296673914467547e+01,8.034919543198125211e+02,1.818752491912971614e+00,1.815322340564373693e+00
4.641862099954963128e+01,1.503965421535048819e+01,1.117996795161892578e+02,2.244138482150164204e+00,2.244354412632494800e+00
3.655342987765533991e+01,1.832094309067437337e+02,4.949301204536327958e+01,1.757498772877062798e+00,1.758337982415531187e+00
3.103165882263472231e-01,6.263944559324848882e+01,4.205318548545232034e+02,3.910437121707559083e+00,3.934285241769325481e+00
3.967759845300776522e+00,1.970306117594926434e+02,2.146211281588515760e+02,2.080625343163718277e+00,2.061703035619181890e+00
2.337107336362054610e+01,6.432706099113772780e+01,5.633234155931523901e+01,2.086900162603006148e+00,2.070897778582106330e+00
4.876797560437710288e+00,7.903199117511449856e+01,3.537352355841682794e+01,2.731136174628952862e+00,2.768937844366567091e+00
1.522021855105477606e-01,8.518968937880596570e+01,3.077031692859011258e+01,6.027429315663785481e+00,6.042272332931455381e+00
5.061273435459954229e-01,2.181717514824304374e+02,2.551014730315524304e+01,4.012730900992833583e+00,4.006160480328271767e+00
6.466135984908406797e+00,3.830344896904010454e+01,1.059884462561411134e+01,3.497595967688710061e+00,3.456291801466760294e+00
1.060017447297145088e+00,5.715543024667501015e+01,3.974873514254700524e+01,3.824318122298236311e+00,3.806754191375719021e+00
2.761537422310852974e-01,3.998184883735726913e+01,1.811943579339490995e+01,6.288402761950631970e+00,6.280635790234541105e+00
3.360055624421282250e+00,3.376576241773248199e+01,3.760022377048972544e+02,2.540079158299738182e+00,2.537818529801612488e+00
2.009945111216679692e+01,8.983012625099904369e+01,6.026173083547162435e+01,2.016708871821372817e+00,2.019911944394534142e+00
6.861604156774624208e+00,1.583277799295868604e+01,4.956848031386037690e+01,3.222691874125734213e+00,3.217541318445733545e+00
5.158742790403808565e-01,1.061096017954620692e+02,3.671750485147811673e+02,3.272774565756849885e+00,3.295091234536145830e+00
3.311350926173984299e-01,1.544002720629864811e+01,5.294586158829403644e+01,6.110382531375911697e+00,6.086028842751596279e+00
1.987190874612874969e-01,6.537751353765874285e+01,3.619621185279601150e+01,5.710955862571230668e+00,5.704643575227382968e+00
5.517253283934447916e-01,7.164507806227163655e+01,7.552429293273030453e+02,3.186755398012592444e+00,3.172524187156233744e+00
3.945206892784817398e+00,5.166017511058505107e+01,1.658939600674354438e+02,2.511277078977185440e+00,2.526091786358232838e+00
2.872543277777808157e+01,1.152088631817613340e+01,2.458830979082616963e+01,3.096783076886511665e+00,3.099649028498445702e+00
5.310352542505223372e-01,2.697011211327500746e+01,1.914438255758896190e+01,5.689056982409302243e+00,5.704151593619415372e+00
1.038021729876905574e+01,1.612088048401640705e+01,8.661039623334933424e+01,2.786917397295819665e+00,2.787780011667623903e+00
3.655980732638344932e+01,2.226204774333368519e+01,1.036309654461124197e+01,3.025759137534699050e+00,3.100111946678997921e+00
9.735226830560463895e-01,1.997006929573306877e+01,1.157113619914789098e+02,4.048026958380937401e+00,4.061756437596389269e+00
1.228122581690240445e+01,2.230328102498029708e+01,7.174018682727244141e+02,2.061995923886570825e+00,2.046259722854308016e+00
4.768147675720717160e+01,1.481811459799043291e+02,2.409714827430758177e+01,1.916493450680155863e+00,1.915699806062952204e+00
4.547916756867216859e-01,2.490743334619827110e+01,3.071974264195979458e+02,4.179566843884942706e+00,4.170861017094518175e+00
3.009462902673021745e+00,1.584100555434522732e+02,2.382852423778184914e+01,2.866785517880099388e+00,2.881266819349229014e+00
2.302390298328173301e+01,1.477069450081638635e+01,3.428512555330406713e+02,2.165035834909331047e+00,2.183786603818592020e+00
2.359656901962278175e-01,1.633472856192483036e+01,4.598400467040318631e+02,5.078950015503067128e+00,5.085967317671115318e+00
1.601835201907687023e-01,9.965309323748056158e+01,8.045634580161711256e+02,4.181838925244188765e+00,4.177631002973893892e+00
5.282317858549384404e+00,1.747329520607227948e+01,3.344572485680577643e+02,2.630420025989157029e+00,2.616478190783976476e+00
4.010134190922687303e+00,1.362076118204943782e+02,1.468754932417259624e+02,2.239182230502879456e+00,2.270707015012526586e+00
2.797870655367917081e+01,1.234166295229239552e+01,2.035277205718833571e+01,3.155800427830814048e+00,3.177614540254515951e+00
5.979143255945855273e+00,2.077300983002627959e+02,3.041240535382166144e+01,2.376754520907585988e+00,2.317670586342027939e+00
2.804715337963740751e+01,2.935487513939256843e+01,8.214603405649290835e+01,2.197144262457771280e+00,2.198017979103904729e+00
2.565623337120150449e+00,8.439831838394893282e+01,1.096408663425331298e+02,2.661450054564931555e+00,2.644208736391146619e+00
4.899005823412023730e+00,2.980684012535181537e+01,5.567153439953798966e+01,2.993253909993139672e+00,2.985303306178147764e+00
1.667453898723121242e+01,6.614073563542501688e+01,1.480316295343720299e+02,1.949818377991890728e+00,1.983267675777385497e+00
