R,A_rel,habitat_quality_rel,C_R
3.326482426411610049e+01,1.619455046337601845e+00,1.640430676983469560e+00,7.766916297890482383e+03
1.672654531591875582e+01,1.040881220711376676e+00,1.290365992290867680e+00,1.300189734874449641e+03
2.627629143186604921e+01,1.709363738263883326e+00,1.738160488959402450e+00,5.695126913668054840e+03
8.395598354188361867e+00,6.821652424713882112e-01,6.853494323018849421e-01,1.589225800802486219e+02
5.950204470222238484e+01,9.888757768768059453e-01,1.091071731458370220e+00,1.038862862342492917e+04
3.320421897528843402e+01,5.985237507260880996e-01,7.604314919062443723e-01,1.878470242335135481e+03
6.379678354805184526e+00,6.138029148265871093e-01,7.706122180888450579e-01,8.661087717351134074e+01
5.116885072854166339e+01,1.325105750577534991e+00,1.675579910808698170e+00,1.345600691163572628e+04
2.608973674249518737e+01,9.719006361300203123e-01,1.532277569491783842e+00,2.941705272590791992e+03
3.829423843143666062e+01,1.173271952654679984e+00,9.952364939927305088e-01,5.400189423860672832e+03
9.856462181592387850e+00,1.358898888358464063e+00,1.882127895696085407e+00,8.622236952643947916e+02
2.403751706378644570e+01,5.807596187425521084e-01,6.806920821686086587e-01,9.671145264474489522e+02
3.013022415038521729e+01,8.691781975565533447e-01,9.380002281813144549e-01,2.538665687524312943e+03
3.008652949711550306e+01,1.904127787760192980e+00,1.397852147615132434e+00,6.951283674165020784e+03
4.927548762214109246e+01,6.979587349329225976e-01,1.961078602415495586e+00,7.323597958559343169e+03
2.999947164383585374e+01,1.402487631832140202e+00,1.476369994825022403e+00,5.270211666812519979e+03
1.849873712970505579e+01,1.121770202364419156e+00,1.198451448496341998e+00,1.595483031139177001e+03
1.643142995156934205e+01,9.071159448718102425e-01,7.336121697969957278e-01,7.852908499414120342e+02
1.880826046382473393e+01,1.066455343003247958e+00,1.815705157626382737e+00,2.067941948326687907e+03
2.860388827716884919e+01,1.846374529786506402e+00,5.722975315563905152e-01,3.916561976929306184e+03
1.622553852772797001e+01,1.550186002641600780e+00,7.037646610642082079e-01,1.283355340188923719e+03
2.341316142540363021e+00,1.733520543045518281e+00,1.882226628304001892e+00,4.574657937490633941e+01
1.235455023059532387e+01,1.101836740715889551e+00,1.181448144888137541e+00,7.545835915227016812e+02
3.490026735887144582e+01,6.169055318769109952e-01,1.332987214555981126e+00,2.829465198617686838e+03
1.659674270839198940e+01,9.802265154954001858e-01,5.739316008376720291e-01,7.657248140411104487e+02
2.024385006797455588e+01,1.637549232390585363e+00,1.039119365126827121e+00,2.503618609559037395e+03
1.588537630090844033e+01,1.307963938055367370e+00,1.637386053169906708e+00,1.757606791428873748e+03
6.258016741407543826e+00,1.670610818300510392e+00,1.074888714051110306e+00,2.830601249563076180e+02
1.123339808439392584e+01,7.967706724348565528e-01,1.522130179807716033e+00,5.477370023259945810e+02
1.564160321420122024e+01,1.654343510858785615e+00,9.085034495201941285e-01,1.474213150433411329e+03
5.044132438462835211e+01,8.065405875474327413e-01,1.905146155599671820e+00,8.646023000877030427e+03
1.366293029778772627e+01,1.614382234657768089e+00,8.152775985540700043e-01,1.055999464880806954e+03
4.978967022335890391e+01,1.434973830385679383e+00,1.511582728768410933e+00,1.308864659770843718e+04
4.472632668847481341e+01,5.858441505146108064e-01,1.073468332250927082e+00,3.685147156681062370e+03
5.847052385777135441e+01,1.909642489169708135e+00,5.669796808014092582e-01,1.502119869452677631e+04
4.533861358157704302e+01,1.877224695635278717e+00,1.123675641193435437e+00,1.237847421650586330e+04
7.349226717102987472e+00,1.140503472931903239e+00,9.812730942766505482e-01,2.540511135616031311e+02
5.643254381239923845e+01,6.882375333807260187e-01,1.988677051324671652e+00,9.172339703660594751e+03
5.060462995048531809e+01,1.041589966665605216e+00,8.957203372701856292e-01,7.491525497220904072e+03
2.689590179929965785e+01,1.109158759864305122e+00,1.231511237673760029e+00,3.087634121168887759e+03
2.629854212238429056e+01,8.629621981108759332e-01,1.188484158302343774e+00,2.261757491356939681e+03
2.341779868364648021e+00,1.041465459497083579e+00,1.246455643965056481e+00,1.919714811459623505e+01
1.344967152290712598e+01,1.716097423263951427e+00,7.300058147786074869e-01,1.025133023573983792e+03
4.303572386544782802e+01,1.394789909363387315e+00,1.443601343088704692e+00,9.630453281044363393e+03
7.076344564696923634e+00,1.325473060953457072e+00,1.869939101410150073e+00,4.412081020490502397e+02
5.950882113040210442e+01,9.681882956110186012e-01,1.523425765863514636e+00,1.207541226657159859e+04
1.790107186573098863e+00,1.612121112305745951e+00,1.600063958888090054e+00,1.920136619072599160e+01
5.946292091422791515e+01,7.042967479147179688e-01,9.718056277265374465e-01,7.009125557856687010e+03
1.812435055546998441e+01,7.850476230505609720e-01,5.032970733591208834e-01,6.814834885426748770e+02
2.792148023483711583e+01,1.290911924226939345e+00,1.554010331144069168e+00,4.430390832884681913e+03
3.295555141255258036e+01,1.144049297111796815e+00,5.508303722619981579e-01,3.099929959254956430e+03
1.772841457272177124e+01,1.637358487092813508e+00,1.990670254431509578e+00,3.068128463096326414e+03
1.361960543229886511e+01,1.829840098310374419e+00,7.483648836795747661e-01,1.134140710186568185e+03
3.508867115999919850e+00,1.180606701267035819e+00,1.181574568146947835e+00,5.650188901497184446e+01
4.949426376366856317e+01,5.740168169215584815e-01,7.516921638942796191e-01,3.683746336762546889e+03
5.835240757713361859e+01,5.538513547164067852e-01,1.470193429251217765e+00,6.546760357766580455e+03
7.970669816701585475e+00,1.842616315807391603e+00,8.913740816248292287e-01,4.542647293949105460e+02
5.165993489372949199e+01,1.174194032283071287e+00,1.722869985371973112e+00,1.232418673052236409e+04
4.337209710348155767e+01,7.808395426172665132e-01,9.148319563672999699e-01,4.304366743009188212e+03
4.513840780000981567e+01,9.343964581141930292e-01,8.416868412551177236e-01,5.326899536560002161e+03
2.357442489393408280e+01,8.707564591295823275e-01,1.220230786484445940e+00,1.915567728865377603e+03
3.925707146062615394e+00,1.301879523455383492e+00,1.975128523189928487e+00,1.246094805159972054e+02
4.158017585466587462e+01,8.568180475319635558e-01,1.070702569738600118e+00,4.732841286626104193e+03
5.774652250159200406e+01,1.623817455722243341e+00,1.645856901084835400e+00,2.008787008629512275e+04
3.969611567802166974e+01,1.956418220181357803e+00,1.886251066659737186e+00,1.387472557832763414e+04
1.442611265807814647e+01,1.596918869620437498e+00,1.291327275319784196e+00,1.535192537225395199e+03
3.243574821390935625e+01,1.816949592357589793e+00,1.355894374106841438e+00,7.415338801558047635e+03
7.739671011536324308e+00,1.558837753741668442e+00,7.918010327761847433e-01,3.358303842085210817e+02
4.321377349590058969e+01,6.827239125606717751e-01,8.871464495716759879e-01,3.686234087327314228e+03
4.053541953638440987e+01,1.995829527913635770e+00,1.033327108114579396e+00,1.035188093409069552e+04
2.708424296249101815e+01,1.754200760638085388e+00,1.257960227023263933e+00,5.006226951910858588e+03
1.015537375314782276e+00,1.900391501343715372e+00,1.527057467179500305e+00,5.898187762191287931e+00
4.091781277661628913e+00,1.890482577069582337e+00,1.636251978661644513e+00,1.701936517548793972e+02
4.107767233896763059e+01,9.644066327484654977e-01,1.599005810788566961e+00,6.531728573921973293e+03
4.169859392801442510e+01,1.559807146996068594e+00,5.174037526680512755e-01,6.375761786635439421e+03
3.472495494947977335e+01,1.696884680286498526e+00,1.255563909184062688e+00,7.452516561297037697e+03
1.404762775586354806e+01,1.587773097482852780e+00,7.828555008797772885e-01,1.068287271224816777e+03
3.995632943702930362e+01,1.986250560790952191e+00,7.091602158035127390e-01,8.447550872583833552e+03
6.777559492831915833e+00,6.980580651689302085e-01,1.818195605889035171e+00,2.081205579124812459e+02
3.784699420519711310e+01,8.613374099125475913e-01,7.388136078748721580e-01,3.378973625360654296e+03
3.455291552327776827e+01,5.364015927073073620e-01,1.123079345306977839e+00,2.194525868641489978e+03
2.165187138335357631e+01,9.773139889081943199e-01,1.281055100947501080e+00,1.910081789903974823e+03
1.354037947613924864e+01,1.423906765959240595e+00,1.796989469132113326e+00,1.547197159651440415e+03
4.361267084801968963e+01,1.021074769331710153e+00,1.461313884112160899e+00,7.265493904703462249e+03
1.126902132326199357e+01,1.494341699681626778e+00,1.557954161764424583e+00,1.050985021002427629e+03
9.862602155003266091e+00,1.128161035683490576e+00,9.882124406253192106e-01,4.513281332818958163e+02
3.814946508441094863e+01,6.705166719925461649e-01,9.756347261695721418e-01,3.035199681643233816e+03
3.980715958679181199e+01,1.565305129144666463e+00,1.033996191669299902e+00,7.865585805213249841e+03
6.567161345079328250e+00,8.610492538563166987e-01,1.243031773236181969e+00,1.795021481454504340e+02
1.610615426861870958e+01,9.535690722211682679e-01,7.754781708975935217e-01,8.198234349789914859e+02
6.366464028072598147e+00,1.223865807380184023e+00,1.678764083854842326e+00,3.008463537009064339e+02
5.487297201170483163e+01,1.546435309757256960e+00,1.621197560914303670e+00,1.736804240956799549e+04
9.989976487304564889e-01,1.643115160834460076e+00,1.364624588186825305e+00,4.438086145464659182e+00
2.138518887435410321e+01,1.181250245919860831e+00,1.521488215400746746e+00,2.526870937215310732e+03
9.830849942163625954e+00,8.168792138437062089e-01,1.001090685630274368e+00,3.275438251726736212e+02
2.828619518244401121e+01,1.869955850214334081e+00,1.485701803450952152e+00,6.375964388187343502e+03
5.445682276466327920e+01,1.787160518528688069e+00,1.830808237666671445e+00,2.129808213571249507e+04
4.258889439083848316e+01,1.054269323190919927e+00,7.813031791402944570e-01,5.241186502211954576e+03
2.193033839945578478e+01,7.581449340049746244e-01,1.491453493877421543e+00,1.671482645803583637e+03
1.160589487845331291e+01,1.772983165467338695e+00,1.785357640147889224e+00,1.456162181594873800e+03
4.244822195989863900e+01,1.591368782861430686e+00,1.961092305622033072e+00,1.296886406993571472e+04
3.274399444276457416e+01,1.711176711495019376e+00,1.718924149867483875e+00,8.233804064991863925e+03
4.335725319406174805e+01,1.240354127013143293e+00,1.848688790932713877e+00,1.008597479851739809e+04
3.168889521922582553e+00,1.779713864332058471e+00,1.164445357693142391e+00,6.556442754416386265e+01
1.080186713753825067e+01,6.088739953516976167e-01,8.123196975550189824e-01,2.563340371194037743e+02
1.953246144995658895e+01,1.744244464873792921e+00,9.293951083132020452e-01,2.346701057518488597e+03
2.825893345915896759e+01,7.502278771427236537e-01,7.849709238283811841e-01,1.788658064352189740e+03
3.438203820946228007e+01,1.955748009363461826e+00,6.638214317145333387e-01,6.163334235952046583e+03
3.394459268734902935e+01,9.746303249280239278e-01,1.341407742619598054e+00,4.276041185664145814e+03
3.280348188480109428e+01,1.998321376275837391e+00,1.572422055508400529e+00,9.108924765287283662e+03
3.418392229315584530e+01,5.952955605714591591e-01,9.839469647621175152e-01,2.228399039952449129e+03
2.533979957610057809e+01,1.088560257334416415e+00,1.699051519556858958e+00,3.356791219314006867e+03
1.708936450366191551e+01,1.637327685874651273e+00,1.188815543443223266e+00,2.014371057111360869e+03
3.132870768243667214e+01,1.500024598691435784e+00,1.429262502301339666e+00,5.952715413217974856e+03
7.750700539880918782e+00,1.079461790880833938e+00,1.495020416023539189e+00,3.620896290882516837e+02
4.508164650125487327e+01,1.087703754454481420e+00,1.734791009438222620e+00,9.081915148416923330e+03
5.719967556735013403e+01,1.485962173618486926e+00,1.429860502458770943e+00,1.671020288032737153e+04
3.718741003277547197e+00,1.954239180165636025e+00,1.621428958669521192e+00,1.392597390302294968e+02
4.704846489611810512e+01,1.132678378847258527e+00,8.085571089737370043e-01,6.836667960200042216e+03
1.381805702449441320e+01,1.241914237646245533e+00,1.143554867311900258e+00,1.019757600093101473e+03
2.051647561859501678e+01,1.606617270899564964e+00,1.039045131233364172e+00,2.515086259819835504e+03
2.495521447137832638e+00,1.633689955190904541e+00,1.625361245951171929e+00,4.425259534013594021e+01
5.816060491668817178e+01,1.987851006455690683e+00,1.599926455628994937e+00,2.449510645322692289e+04
3.394468852086065169e+01,5.980461012245981145e-01,1.234760211169211530e+00,2.500693941728357913e+03
5.354095218528539313e+00,7.964690457838208282e-01,6.646546508394564068e-01,6.925809530993022634e+01
1.963256025576460928e+01,1.390856109148331576e+00,6.451295946705279949e-01,1.562965761135858202e+03
5.864822344003423638e+01,8.832533157093541698e-01,1.236074218420874393e+00,9.613430801669104767e+03
4.072454824961206477e+00,1.953833123373420522e+00,1.324101060809802499e+00,1.464867349980125653e+02
5.511541327540346202e+01,1.828063234107338397e+00,9.995277125333507096e-01,1.609057125727887615e+04
1.713087171548279741e+01,1.734813155451821354e+00,1.505596205530079779e+00,2.507442601729638227e+03
5.134282515392481372e+00,7.909792420115341338e-01,1.297217102662759913e+00,9.972633982238019712e+01
3.766642552929146603e+01,6.792672890244896289e-01,1.693564225200464790e+00,4.110703142592325094e+03
5.382606998038680501e+01,1.434904319257296557e+00,5.039610836029030372e-01,9.333826747951341531e+03
2.230173440634239412e+01,8.106220415677503066e-01,1.929803728086774584e+00,2.197391376667945224e+03
2.112394346702621561e+01,1.438481610595064630e+00,1.895778055756913716e+00,3.510042003873769318e+03
1.611098658113521154e+01,6.929141792039583692e-01,7.359879183609940867e-01,5.796378050866178455e+02
1.901920771558205203e+01,1.863565670146185127e+00,6.292752899135360956e-01,1.953023006831601379e+03
4.518138221582304048e+00,1.482574769501886269e+00,1.342410094890125638e+00,1.433508230152577312e+02
3.056362915830189309e+01,1.785771773489332137e+00,1.299681725840488911e+00,6.410731243328356868e+03
2.082330080030847697e+01,8.776413049353180007e-01,1.895694589386971440e+00,2.089720262500651188e+03
1.038546677592370671e+01,1.532913125789391540e+00,1.665330371649210939e+00,9.754056869545937616e+02
4.348102862168954630e+01,1.335698250182774549e+00,1.172902790357500447e+00,8.368223573536288313e+03
5.364760974754032219e+01,9.782559659584417755e-01,1.017140445332556986e+00,8.273414549246444949e+03
4.852568706957530509e+01,1.271856487802887958e+00,1.330722932960788363e+00,1.033018609618436494e+04
8.565019017694829984e+00,1.021687138178791310e+00,1.687196608955366495e+00,4.568623702923155179e+02
5.485563432025311670e+01,6.274925293687972916e-01,7.710620222547138747e-01,4.901144388383641854e+03
2.482407970592939250e+01,1.762746031438448213e+00,1.026443196395182333e+00,3.837126269210457394e+03
5.491793328122907525e+01,1.535499151046239685e+00,1.093727997131072494e+00,1.401120429430814693e+04
5.476379848831471442e+00,1.311569090388541525e+00,1.821834814288476379e+00,2.496624358164173714e+02
5.903550043037443373e+01,1.664376257492645284e+00,1.431438333236796590e+00,1.978579835964120139e+04
6.256000736965539488e+00,9.257328105837483445e-01,1.068517019715554239e+00,1.560827434492887278e+02
4.485277607649592824e+01,1.312004237479942326e+00,1.253486471551783055e+00,8.992575832354490558e+03
4.300757224755597008e+01,5.283425563562962335e-01,1.708196237675184692e+00,4.031617401170978155e+03
4.555146839447895246e+01,6.896411586416322237e-01,8.688355779327743278e-01,4.053058115013576753e+03
1.505751124044990163e+01,1.375394937426012820e+00,8.864935562211531117e-01,1.127734905016934590e+03
4.500181427729151551e+01,1.839166665026815917e+00,1.764266728175706733e+00,1.547104892928620029e+04
3.101762098801965095e+01,1.091553125482926045e+00,1.512440352360315154e+00,4.410428285005482394e+03
3.299441749316098793e+00,6.552713837156329824e-01,1.219523961722925876e+00,2.766998532426702440e+01
6.302981221691245750e+00,6.083465856807266370e-01,1.824058411595546048e+00,1.564857359389498583e+02
1.717411976635098725e+01,9.561640460910539874e-01,5.819411342564589917e-01,8.008356384201806577e+02
5.092321232717328883e+01,1.713153427056763434e+00,6.983457499171683569e-01,1.124803166583239181e+04
2.582217457154090567e+01,1.442283831872209987e+00,1.052083062683166093e+00,3.412396628963493185e+03
1.680561272512141358e+01,1.665651926432516916e+00,6.492150364398963092e-01,1.412179670160341175e+03
3.232664041182776060e+01,1.443994696329907068e+00,1.516973467702978695e+00,6.275604733916410623e+03
2.014802855440382245e+01,8.736838452432260649e-01,1.701518227096100233e+00,1.820905525037734606e+03
1.883054904845971222e+01,9.329696065679874417e-01,1.124404228607661205e+00,1.315928282092244444e+03
1.229302164228700711e+01,8.383139740179663679e-01,1.446592580409490125e+00,6.543174450977368224e+02
2.140215183152407263e+01,6.618396755194948522e-01,9.804045081652345006e-01,1.079889716309834284e+03
1.035876563740716882e+01,6.824452233787652311e-01,1.371312102249886422e+00,3.746597008680834051e+02
3.465920014530748006e+01,9.821619742184468649e-01,9.671616355216503536e-01,3.734607327850130787e+03
2.292187769774227135e+01,1.656005485815672307e+00,1.265614730463304305e+00,3.547700691725245179e+03
2.845773224209797725e+00,8.915701847670856051e-01,8.102417782928306167e-01,1.891810781598161384e+01
1.335916932240163746e+01,1.273682269847345783e+00,1.185718742708256501e+00,1.007647735042730574e+03
2.896555725263815617e+01,7.830293972423542082e-01,1.150827775904466499e+00,2.384642116708883805e+03
1.704267051777799225e+01,1.314639924896232381e+00,5.760811793317457408e-01,1.080490053558715090e+03
5.299888876669290028e+01,1.930646727138692231e+00,7.514066353011845667e-01,1.402324968517743400e+04
3.965173779854163527e+00,9.471365926726257323e-01,1.538086664345499122e+00,7.524490335186484913e+01
3.905163249116387192e+01,7.856222756780568695e-01,1.289926541033722174e+00,4.297656135212275331e+03
5.172863676556425361e+01,1.687927979901442166e+00,9.337034490345059723e-01,1.286308380614311318e+04
5.528814475516193028e+01,1.085126625538447964e+00,9.678199588474558634e-01,9.464806601471344038e+03
2.931015788009392864e+01,1.806058323975331836e+00,1.562586591765365629e+00,6.760421143524123181e+03
2.448465443650045614e+01,1.642404679131702627e+00,9.963426772941272880e-01,3.431787953889970595e+03
2.621245170037488137e+00,1.158107165931328675e+00,1.181729380400545981e+00,2.699080252942773228e+01
2.814644151682204765e+01,9.984716851140488236e-01,1.710332277165040882e+00,3.700018122359918834e+03
3.916924186479252512e+01,1.662955917429285613e+00,1.445347509239577999e+00,9.766208169546294812e+03
2.062420670810707080e+01,1.609618369135303650e+00,1.374377660300261095e+00,3.023556674156791360e+03
1.012358756761368639e+01,1.761058063529780782e+00,1.732396953751565771e+00,1.101419339143451907e+03
2.850204592628904265e+01,1.030965530160295573e+00,7.624061015906586913e-01,2.461737616431707465e+03
1.015795929706459333e+01,1.117750600989898979e+00,7.578952261139515478e-01,4.016670271875386788e+02
3.369709457058771562e+01,1.809436749924004051e+00,9.846892086006622247e-01,6.606248765709602594e+03
2.769126566656138522e+01,1.368027530348387533e+00,1.276105561459369264e+00,4.092611909539595217e+03
5.969103180198218439e+01,1.672319960661557303e+00,1.722090534925480920e+00,2.248489718325946887e+04
1.019228239420154125e+01,1.086886982025024206e+00,9.890683806545963463e-01,4.631489908153304214e+02
3.829514848868099364e+01,1.890621350716987781e+00,1.185483265634604377e+00,9.537849009764289804e+03
1.236521055845445183e+01,5.726713775488518898e-01,8.125683369817366941e-01,3.108303810436503340e+02
2.539904759167319881e+01,1.798999012697377831e+00,6.333368078180419136e-01,3.205274008898647025e+03
4.497254939470983715e+01,1.055388959020140627e+00,9.065895129806686992e-01,6.180434888743133342e+03
3.008102511235218302e+01,5.338711130131407190e-01,5.297186193452891878e-01,1.205380966057002524e+03
2.196160221936703039e+01,1.908499507572415599e+00,1.308774559634352297e+00,3.875521728401514338e+03
5.340342853306812998e+01,1.660936788275059861e+00,1.795359483615627472e+00,1.891753129898283078e+04
5.239171057163204637e+01,1.976392973769214523e+00,6.261731964731005462e-01,1.313164299016535551e+04
2.326047845455743968e+01,1.600732465887025224e+00,1.703333243447236356e+00,4.271319323290273132e+03
6.132448267816063669e+00,1.359066531070889372e+00,1.265123190963428623e+00,2.482850044126416833e+02
2.090054921920798847e+01,1.400148629908788633e+00,1.994546313431370566e+00,3.480757114032000118e+03
1.160375443378559446e+01,1.156399064883498307e+00,1.817233547258285897e+00,9.622891570343045942e+02
4.481989885256783879e+01,1.526160833540983974e+00,1.766040446844509448e+00,1.275763376127294396e+04
3.849431461009242383e+01,1.644386233456561985e+00,1.796273660835328911e+00,1.072303955781607692e+04
3.055603268575759301e+01,1.680120845725384671e+00,1.568718548309024019e+00,6.771196233807972931e+03
1.474282940828658850e+00,1.998298118762278364e+00,1.976940870260453398e+00,1.824454850755573077e+01
5.798248901525440857e+01,1.745689646820987484e+00,5.388953027831031584e-01,1.330625070687402331e+04
1.301318625619619862e+00,1.418703001759345383e+00,1.160720952623765623e+00,5.985924845405409478e+00
3.188324638617160645e+01,1.160424185082075343e+00,1.905537804847155403e+00,5.715639215034479093e+03
2.618284028410554498e+01,8.280140540954978867e-01,8.822676410180956275e-01,1.825675151067156321e+03
1.608270859956338938e+01,5.492800634933698856e-01,7.586789345021325293e-01,4.654671323986954121e+02
5.345482694522943490e+01,1.514839758123013969e+00,1.817255074638297385e+00,1.741000759832860786e+04
2.091209977688847488e+01,1.657273233755854003e+00,9.217541415252090697e-01,2.506762956497052073e+03
3.412389824660192517e+01,6.737241144350798461e-01,8.845052444206469300e-01,2.383742005028184394e+03
8.268474764361073426e+00,1.566786968188123463e+00,1.602320792005517136e+00,6.290343371227611442e+02
3.620118412899603122e+00,1.822975275206006884e+00,8.683110661347863690e-01,7.440828942054396578e+01
5.049341197080218535e+01,1.015332362157923551e+00,1.989334270271582605e+00,1.120606924545686707e+04
8.167717789784571636e+00,1.395230258641033672e+00,5.085645825095842509e-01,2.612852309602673131e+02
8.547585511874496333e+00,1.632794591099948844e+00,1.218948200235348223e+00,5.716728257344966551e+02
3.958194465928656314e+01,1.876702948901989743e+00,5.809888646581886640e-01,7.258969360944765867e+03
1.328665055456696997e+01,1.522476890567625141e+00,1.730050551844504181e+00,1.555299146877204748e+03
4.696196145094120311e+01,8.968438677912966561e-01,9.052443604695905588e-01,5.670310581514168007e+03
4.942142907398689111e+00,1.838725622096200052e+00,1.970764915610980106e+00,2.978220177711587553e+02
2.355328620618796887e+00,1.980487885308134022e+00,1.214662091278179812e+00,3.623005750464553643e+01
2.306712138387809929e+01,6.788490014426784569e-01,1.483417032734158036e+00,1.627303185160964858e+03
5.208414141113127016e+01,1.006640044308422466e+00,1.973937351170495180e+00,1.165280964877580482e+04
8.500603044090338400e+00,1.396721636643788234e+00,1.580743932001080987e+00,5.855955256158529210e+02
8.146921130382190901e-01,6.232986532087398945e-01,1.852524918704725909e+00,1.451201495764140592e+00
2.918409463030556594e+01,1.384408945766995913e+00,1.466098592592936400e+00,4.939596622669394492e+03
2.720876431998681610e+01,1.718157105106485227e+00,1.425461789014083491e+00,5.337640762792953865e+03
2.655902519253433169e+01,1.573990326159740993e+00,1.372653505480752045e+00,4.580136939818285100e+03
1.417612782557340800e+01,8.063809599861442301e-01,9.354604364459384591e-01,6.116420180972282878e+02
4.276176273890071400e+01,8.227624858284845466e-01,9.148659240525032210e-01,4.422379954524749337e+03
5.117371653278264887e+01,1.587508739342773589e+00,1.902075470858810791e+00,1.742271105737140169e+04
2.750757112410950000e+01,6.770131469577085337e-01,7.148559341740590156e-01,1.471652695959183347e+03
5.559155685400787661e+01,1.128612291607015150e+00,1.360934907044701436e+00,1.175899212113977046e+04
4.314303791795165921e+01,1.742591604882766543e+00,1.424885083377312123e+00,1.199287963955402302e+04
5.068592496774863676e+00,5.851553502139784646e-01,1.319010579663243643e+00,7.259225581256930582e+01
5.645604008400048457e+01,1.769132829572036547e+00,7.484149924030527590e-01,1.438940266161512409e+04
2.387694632798425332e+01,1.448258783610618217e+00,7.405672588557600244e-01,2.479717043292838753e+03
3.788180164304512942e+01,6.296559789276259256e-01,1.064955481220106748e+00,2.943401559140388599e+03
1.094074507257181317e+01,7.233402073835322188e-01,7.965200404884926755e-01,3.083851589541974931e+02
3.151365874707028425e+01,9.917785189089761699e-01,1.468119798401441578e+00,4.042310697202101437e+03
1.361832891186441863e+01,1.083660300177197833e+00,1.073312996773289285e+00,8.320402551809307852e+02
3.946075724189080347e+01,7.486592574326500493e-01,6.649110667268949282e-01,3.032336597023025206e+03
1.869872153825923178e+01,1.932849758781052696e+00,1.813795146440631889e+00,3.707692142826736017e+03
5.981096350700641295e+01,7.968462480184304031e-01,9.099385619249124035e-01,7.787622517899289960e+03
6.979111034813084480e+00,1.861022830250838256e+00,6.357426843896500923e-01,2.832159359003734380e+02
3.405842332009974882e+01,7.483624051500771257e-01,8.516425684106000427e-01,2.591048249656938424e+03
1.142232291695366619e+01,1.788210224828650219e+00,7.264119667915270862e-01,7.844706531200768040e+02
1.807878670851503600e+01,8.933349269046886310e-01,1.026439630555265436e+00,1.109250894765892554e+03
5.169149372957159727e+01,7.467401685552121915e-01,1.046988702990560016e+00,5.993771316816151739e+03
3.032591694840567698e+01,8.115879597289364922e-01,8.836521439403224321e-01,2.326227700720457051e+03
5.796194358986014983e+00,1.439753415559018146e+00,1.941908791307277005e+00,3.264136031520127403e+02
4.385242242773399113e+01,1.023477606767051906e+00,5.735561430789520854e-01,4.755827554486583722e+03
2.692388440032457453e+01,1.454096617799515379e+00,1.062924354431026508e+00,3.724191341057825412e+03
5.419796188209734744e+00,9.608568986276548873e-01,1.845991496149976818e+00,1.807444215749274576e+02
2.933114242168628394e+01,1.883009984150012528e+00,7.440834171584802537e-01,4.680887538992083137e+03
2.700890883415543442e+01,1.723762607494036425e+00,8.513787002887367450e-01,3.944607151740559857e+03
3.523536582865000355e+01,1.532101371411497492e+00,1.474229531040445851e+00,7.586889771421763726e+03
2.634548453171581173e+01,1.436932379748544264e+00,1.643668277775139686e+00,4.631717934310585406e+03
3.625365011433891738e+01,1.547534553631585208e+00,1.493298316756988431e+00,8.111644196805231331e+03
4.237846718546018820e+01,9.839298981237797337e-01,1.763870642040875625e+00,7.469971933136191183e+03
5.937300358043645332e+01,8.731911419339053460e-01,1.746228949097677230e+00,1.172850255820536768e+04
3.367868814494094210e+01,1.308849349050909661e+00,1.228679515674517164e+00,5.383214793040168843e+03
2.671673564694468794e+01,1.391530734597564267e+00,1.535188226450486138e+00,4.392639960478427383e+03
4.286676350117729584e+01,7.494763471604179994e-01,1.286850824657976844e+00,4.815541369341842255e+03
5.487461149513493552e+01,1.859787608573632234e+00,5.659184464416718852e-01,1.300227702671831503e+04
1.868987085944203042e+00,1.290291591560534634e+00,1.446416184870360722e+00,1.558316221715246996e+01
2.645596240782551067e+00,1.782411406092812012e+00,1.857253032633318979e+00,6.260816933372331761e+01
5.865073769942292614e+01,1.429802389772197202e+00,1.040367388895751866e+00,1.431951728980988810e+04
3.298750906094716839e+01,5.689660994616454470e-01,1.557240565963071921e+00,2.602535106562167130e+03
3.580711234380365315e+00,1.271428257797913242e+00,1.836261446986290125e+00,9.196756032826900196e+01
3.979219168819958696e+01,8.271243381009458773e-01,8.469065316486840134e-01,3.772304806983614526e+03
6.243396552583368120e+00,9.010646910453280478e-01,6.333401584670287354e-01,1.075231784792072034e+02
6.815556249781486109e+00,1.826876956834836419e+00,5.719613563460842487e-01,2.488367829525499815e+02
2.446262263545945359e+01,1.832834823448479700e+00,1.063792535098330827e+00,3.967393174999790062e+03
3.999030204564955682e+01,1.480282919962683019e+00,1.726754804754104811e+00,1.004427287687601711e+04
4.929717157035518937e+01,1.601142900031861993e+00,8.239169860778667864e-01,1.059619618444224034e+04
5.130523348930156402e+01,7.147506257771618632e-01,1.585728740357944311e+00,7.058280946923092415e+03
2.351336017344456764e+01,1.556173994228985391e+00,1.857385993009901259e+00,4.492085718401289341e+03
5.882082272738237094e+01,1.427523685411943077e+00,1.283153077112725082e+00,1.591784780384820260e+04
8.798193725901318984e+00,1.558753223148948930e+00,1.794283254623027624e+00,7.696620767109305916e+02
4.040746249066532414e+01,8.529986288351230073e-01,1.995239274617391256e+00,6.468825735067996902e+03
1.428192270495500438e+01,6.647630127832768743e-01,1.354539107958923516e+00,6.484262816135812955e+02
4.263982870133178693e+01,1.578433640266343030e+00,1.446356166742384541e+00,1.073768016505227206e+04
2.842572855501892093e+01,8.997935361809181742e-01,6.365530580933427274e-01,1.971868378756270431e+03
2.302442870453406787e+00,1.941513353380279083e+00,1.721084343787630644e+00,4.542074915720269956e+01
