t,n,g,dn_dt,dn_dt_noisy
5.860172034406881636e+01,4.706274071179002476e+02,3.967293730335610946e-02,-1.415308857894018724e+00,-1.395115170328635523e+00
5.863172634526905114e+01,4.705849627863958631e+02,3.973814532259248300e-02,-1.413747598536797767e+00,-1.406292663441035318e+00
5.866173234646929302e+01,4.705425652773147931e+02,3.980326672415886169e-02,-1.412187984248633787e+00,-1.537370167358912632e+00
5.869173834766953490e+01,4.705002145413201333e+02,3.986830149563521525e-02,-1.410630013123533200e+00,-1.385371280887853107e+00
5.872174434886977679e+01,4.704579105291335850e+02,3.993324962637970210e-02,-1.409073683262033194e+00,-1.377337478011012362e+00
5.875175035007001156e+01,4.704156531915350570e+02,3.999811110752860693e-02,-1.407518992771176869e+00,-1.372360160748484104e+00
5.878175635127025345e+01,4.703734424793628364e+02,4.006288593199639619e-02,-1.405965939764538319e+00,-1.398075502454810159e+00
5.881176235247049533e+01,4.703312783435137590e+02,4.012757409447564871e-02,-1.404414522362211093e+00,-1.436145951496439199e+00
5.884176835367073011e+01,4.702891607349428114e+02,4.019217559143709734e-02,-1.402864738690802193e+00,-1.427773699704372845e+00
5.887177435487097199e+01,4.702470896046635289e+02,4.025669042112965668e-02,-1.401316586883450732e+00,-1.376310971892755086e+00
5.890178035607121387e+01,4.702050649037477683e+02,4.032111858358034678e-02,-1.399770065079810166e+00,-1.342619141309931985e+00
5.893178635727145576e+01,4.701630865833257076e+02,4.038546008059436254e-02,-1.398225171426054070e+00,-1.421968743471198504e+00
5.896179235847169053e+01,4.701211545945860735e+02,4.044971491575501815e-02,-1.396681904074884351e+00,-1.410153233538775863e+00
5.899179835967193242e+01,4.700792688887758004e+02,4.051388309442382346e-02,-1.395140261185523922e+00,-1.361073957864157968e+00
5.902180436087217430e+01,4.700374294172002010e+02,4.057796462374040070e-02,-1.393600240923710931e+00,-1.498340877569591667e+00
5.905181036207241618e+01,4.699956361312231365e+02,4.064195951262251916e-02,-1.392061841461720517e+00,-1.370151004805646888e+00
5.908181636327265096e+01,4.699538889822643455e+02,4.070586777152093716e-02,-1.390525060977637395e+00,-1.401622029348884579e+00
5.911182236447289284e+01,4.699121879217137234e+02,4.076968940344918163e-02,-1.388989897629526959e+00,-1.495648035579165924e+00
5.914182836567313473e+01,4.698705329010445553e+02,4.083342441509554832e-02,-1.387456349587726789e+00,-1.349764820714923541e+00
5.917183436687337661e+01,4.698289238718223260e+02,4.089707281830100988e-02,-1.385924415038872093e+00,-1.430273605836459794e+00
5.920184036807361139e+01,4.697873607856649869e+02,4.096063462609286776e-02,-1.384394092174412449e+00,-1.345652646995613821e+00
5.923184636927385327e+01,4.697458435942430697e+02,4.102410985268478000e-02,-1.382865379190614918e+00,-1.315645565075246548e+00
5.926185237047409515e+01,4.697043722492794586e+02,4.108749851347670567e-02,-1.381338274288549828e+00,-1.441719692275737819e+00
5.929185837167433704e+01,4.696629467025495046e+02,4.115080062505491881e-02,-1.379812775674106984e+00,-1.437905846290425282e+00
5.932186437287457181e+01,4.696215669058810818e+02,4.121401620519204306e-02,-1.378288881557977907e+00,-1.378597906617479385e+00
5.935187037407481370e+01,4.695802328111545307e+02,4.127714527284703089e-02,-1.376766590155681591e+00,-1.461673041617131963e+00
5.938187637527505558e+01,4.695389443703026018e+02,4.134018784816514275e-02,-1.375245899687538076e+00,-1.339438021786469202e+00
5.941188237647529746e+01,4.694977015353105116e+02,4.140314395247797485e-02,-1.373726808378685327e+00,-1.364299772934443489e+00
5.944188837767553224e+01,4.694565042582160572e+02,4.146601360830343835e-02,-1.372209314459075680e+00,-1.324081196495053181e+00
5.947189437887577412e+01,4.694153524911092745e+02,4.152879683934580096e-02,-1.370693416163473621e+00,-1.459448723130772674e+00
5.950190038007601601e+01,4.693742461861328934e+02,4.159149367049563839e-02,-1.369179111731460230e+00,-1.358921911364949553e+00
5.953190638127625789e+01,4.693331852954820533e+02,4.165410412782983435e-02,-1.367666399407431621e+00,-1.344633445401663074e+00
5.956191238247649267e+01,4.692921697714041898e+02,4.171662823861161523e-02,-1.366155277440598503e+00,-1.453161042358145139e+00
5.959191838367673455e+01,4.692511995661994320e+02,4.177906603129055707e-02,-1.364645744084986623e+00,-1.320653462414734136e+00
5.962192438487697643e+01,4.692102746322202051e+02,4.184141753550253695e-02,-1.363137797599442091e+00,-1.429636091527320518e+00
5.965193038607721121e+01,4.691693949218714579e+02,4.190368278206973301e-02,-1.361631436247615401e+00,-1.352177450165733763e+00
5.968193638727745309e+01,4.691285603876107189e+02,4.196586180300072161e-02,-1.360126658297991842e+00,-1.423536660741490545e+00
5.971194238847769498e+01,4.690877709819476991e+02,4.202795463149033850e-02,-1.358623462023859085e+00,-1.319551351723163402e+00
5.974194838967793686e+01,4.690470266574449170e+02,4.208996130191977603e-02,-1.357121845703331831e+00,-1.273333093815255834e+00
5.977195439087817164e+01,4.690063273667170733e+02,4.215188184985652758e-02,-1.355621807619338481e+00,-1.351791967139237993e+00
5.980196039207841352e+01,4.689656730624315060e+02,4.221371631205447089e-02,-1.354123346059623367e+00,-1.351620873738078599e+00
5.983196639327865540e+01,4.689250636973079054e+02,4.227546472645375697e-02,-1.352626459316755625e+00,-1.288243287745568066e+00
5.986197239447889729e+01,4.688844992241184855e+02,4.233712713218086565e-02,-1.351131145688117430e+00,-1.371759299067530691e+00
5.989197839567913206e+01,4.688439795956879266e+02,4.239870356954861946e-02,-1.349637403475917985e+00,-1.345940502613812484e+00
5.992198439687937395e+01,4.688035047648933755e+02,4.246019408005617668e-02,-1.348145230987177090e+00,-1.306856179595204503e+00
5.995199039807961583e+01,4.687630746846643888e+02,4.252159870638901051e-02,-1.346654626533740684e+00,-1.324539576712667532e+00
5.998199639927985771e+01,4.687226893079831029e+02,4.258291749241890911e-02,-1.345165588432279069e+00,-1.266818226341645648e+00
6.001200240048009249e+01,4.686823485878839506e+02,4.264415048320398249e-02,-1.343678115004273366e+00,-1.283434205873019263e+00
6.004200840168033437e+01,4.686420524774539444e+02,4.270529772498872501e-02,-1.342192204576029280e+00,-1.246345991814442833e+00
6.007201440288057626e+01,4.686018009298325637e+02,4.276635926520388348e-02,-1.340707855478678212e+00,-1.339174855303125300e+00
6.010202040408081814e+01,4.685615938982116973e+02,4.282733515246657519e-02,-1.339225066048176149e+00,-1.281946277988309069e+00
6.013202640528105292e+01,4.685214313358357572e+02,4.288822543658020459e-02,-1.337743834625291006e+00,-1.374667073259938421e+00
6.016203240648129480e+01,4.684813131960015653e+02,4.294903016853457434e-02,-1.336264159555620168e+00,-1.288932395330329328e+00
6.019203840768153668e+01,4.684412394320584667e+02,4.300974940050573958e-02,-1.334786039189587825e+00,-1.245777757000455788e+00
6.022204440888177857e+01,4.684012099973833188e+02,4.307038318332308269e-02,-1.333309471875114172e+00,-1.215023215886410934e+00
6.025205041008201334e+01,4.683612248453355846e+02,4.313093156150030888e-02,-1.331834455943419648e+00,-1.389020926239701526e+00
6.028205641128225523e+01,4.683212839293854586e+02,4.319139458627980349e-02,-1.330360989746738110e+00,-1.334731488403716249e+00
6.031206241248249711e+01,4.682813872030571360e+02,4.325177231027338420e-02,-1.328889071642624931e+00,-1.289965082711663547e+00
6.034206841368273899e+01,4.682415346199230157e+02,4.331206478687185668e-02,-1.327418699992279238e+00,-1.366008841035335486e+00
6.037207441488297377e+01,4.682017261336036427e+02,4.337227207024497294e-02,-1.325949873160549242e+00,-1.294829657978205706e+00
6.040208041608321565e+01,4.681619616977678220e+02,4.343239421534148686e-02,-1.324482589515903141e+00,-1.293711472807409946e+00
6.043208641728345754e+01,4.681222412661323915e+02,4.349243127788907093e-02,-1.323016847430457554e+00,-1.342251840826382825e+00
6.046209241848369942e+01,4.680825647924623922e+02,4.355238331439437172e-02,-1.321552645279957527e+00,-1.343228886830427848e+00
6.049209841968393420e+01,4.680429322305709547e+02,4.361225038214298216e-02,-1.320089981443793192e+00,-1.360567202198854186e+00
6.052210442088417608e+01,4.680033435343194697e+02,4.367203253919951789e-02,-1.318628854304987996e+00,-1.299137522680641421e+00
6.055211042208441796e+01,4.679637986576174740e+02,4.373172984440747840e-02,-1.317169262250205586e+00,-1.250681901479879565e+00
6.058211642328465274e+01,4.679242975544225942e+02,4.379134235738935815e-02,-1.315711203669748697e+00,-1.296892903612143710e+00
6.061212242448489462e+01,4.678848401787406033e+02,4.385087013854663263e-02,-1.314254676957560042e+00,-1.174120398924246356e+00
6.064212842568513651e+01,4.678454264846255342e+02,4.391031324905970978e-02,-1.312799680511217648e+00,-1.380500951584019642e+00
6.067213442688537839e+01,4.678060564261794525e+02,4.396967175088797170e-02,-1.311346212731946403e+00,-1.335013136106530052e+00
6.070214042808561317e+01,4.677667299575527409e+02,4.402894570676973984e-02,-1.309894272024609840e+00,-1.272346651267990847e+00
6.073214642928585505e+01,4.677274470329437577e+02,4.408813518022233757e-02,-1.308443856797706140e+00,-1.359591288075873372e+00
6.076215243048609693e+01,4.676882076065990645e+02,4.414724023554203458e-02,-1.306994965463380343e+00,-1.285290091576039906e+00
6.079215843168633882e+01,4.676490116328135400e+02,4.420626093780403304e-02,-1.305547596437423241e+00,-1.261023655580654212e+00
6.082216443288657359e+01,4.676098590659299816e+02,4.426519735286251617e-02,-1.304101748139256056e+00,-1.290663717624029427e+00
6.085217043408681548e+01,4.675707498603395038e+02,4.432404954735066210e-02,-1.302657418991950866e+00,-1.308953825081557110e+00
6.088217643528705736e+01,4.675316839704813106e+02,4.438281758868056065e-02,-1.301214607422221503e+00,-1.250511173456796632e+00
6.091218243648729924e+01,4.674926613508427522e+02,4.444150154504328959e-02,-1.299773311860422886e+00,-1.274642153058599625e+00
6.094218843768753402e+01,4.674536819559594392e+02,4.450010148540885918e-02,-1.298333530740552355e+00,-1.258175376327792749e+00
6.097219443888777590e+01,4.674147457404150146e+02,4.455861747952629542e-02,-1.296895262500260326e+00,-1.265455852009411020e+00
6.100220044008801779e+01,4.673758526588413247e+02,4.461704959792353598e-02,-1.295458505580824538e+00,-1.323628300627051946e+00
6.103220644128825967e+01,4.673370026659183623e+02,4.467539791190749954e-02,-1.294023258427184686e+00,-1.343218663161955595e+00
6.106221244248849445e+01,4.672981957163742663e+02,4.473366249356405117e-02,-1.292589519487914673e+00,-1.306489063465612777e+00
6.109221844368873633e+01,4.672594317649854361e+02,4.479184341575805778e-02,-1.291157287215236149e+00,-1.277767399123020287e+00
6.112222444488897821e+01,4.672207107665762464e+02,4.484994075213330489e-02,-1.289726560065019401e+00,-1.294406404614310446e+00
6.115223044608922010e+01,4.671820326760193893e+02,4.490795457711255906e-02,-1.288297336496777579e+00,-1.237331132521843902e+00
6.118223644728945487e+01,4.671433974482356462e+02,4.496588496589752626e-02,-1.286869614973674469e+00,-1.269789627027391843e+00
6.121224244848969676e+01,4.671048050381939447e+02,4.502373199446892127e-02,-1.285443393962515390e+00,-1.233379256511765609e+00
6.124224844968993864e+01,4.670662554009113592e+02,4.508149573958637746e-02,-1.284018671933756517e+00,-1.273755095197680598e+00
6.127225445089018052e+01,4.670277484914516890e+02,4.513917627865044607e-02,-1.282595447361098762e+00,-1.313388994333145154e+00
6.130226045209041530e+01,4.669892842648728788e+02,4.519677368461706007e-02,-1.281173718706686504e+00,-1.235402762258275056e+00
6.133226645329065718e+01,4.669508626762893755e+02,4.525428803140323780e-02,-1.279753484437115230e+00,-1.250951152820535262e+00
6.136227245449089907e+01,4.669124836808823034e+02,4.531171939534695686e-02,-1.278334743027462972e+00,-1.315287728497123831e+00
6.139227845569114095e+01,4.668741472338776362e+02,4.536906785329129083e-02,-1.276917492955642608e+00,-1.292771610376769242e+00
6.142228445689137573e+01,4.668358532905466518e+02,4.542633348258430515e-02,-1.275501732702416291e+00,-1.134338591851299372e+00
6.145229045809161761e+01,4.667976018062053072e+02,4.548351636107918899e-02,-1.274087460751381018e+00,-1.435993690196468719e+00
6.148229645929185949e+01,4.667593927362149202e+02,4.554061656713409567e-02,-1.272674675588981952e+00,-1.213263452238259710e+00
6.151230246049209427e+01,4.667212260359815446e+02,4.559763417961225362e-02,-1.271263375704496434e+00,-1.264538520180518599e+00
6.154230846169233615e+01,4.666831016609564244e+02,4.565456927788196645e-02,-1.269853559590051750e+00,-1.269466861690448534e+00
6.157231446289257804e+01,4.666450195666356535e+02,4.571142194181652268e-02,-1.268445225740606030e+00,-1.279437577101141255e+00
6.160232046409281992e+01,4.666069797085605160e+02,4.576819225179430684e-02,-1.267038372653972900e+00,-1.288667806688669648e+00
6.163232646529305470e+01,4.665689820423172591e+02,4.582488028869868835e-02,-1.265632998830806155e+00,-1.145921588497348154e+00
6.166233246649329658e+01,4.665310265235370366e+02,4.588148613391816732e-02,-1.264229102774597324e+00,-1.282730461565801505e+00
6.169233846769353846e+01,4.664931131078961926e+02,4.593800986934620800e-02,-1.262826682991685878e+00,-1.274629635649197956e+00
6.172234446889378034e+01,4.664552417511158637e+02,4.599445157738134976e-02,-1.261425737991248130e+00,-1.218924499693694763e+00
6.175235047009401512e+01,4.664174124089624911e+02,4.605081134092717243e-02,-1.260026266285319885e+00,-1.238206016875071702e+00
6.178235647129425701e+01,4.663796250372471945e+02,4.610708924339232406e-02,-1.258628266388765793e+00,-1.264596638788753502e+00
6.181236247249449889e+01,4.663418795918264550e+02,4.616328536869045845e-02,-1.257231736819307999e+00,-1.268544171935936715e+00
6.184236847369474077e+01,4.663041760286014892e+02,4.621939980124029762e-02,-1.255836676097505489e+00,-1.318766799317452776e+00
6.187237447489497555e+01,4.662665143035186475e+02,4.627543262596557627e-02,-1.254443082746768523e+00,-1.198549748630167500e+00
6.190238047609521743e+01,4.662288943725693002e+02,4.633138392829513896e-02,-1.253050955293354196e+00,-1.302698136894204550e+00
6.193238647729545931e+01,4.661913161917898378e+02,4.638725379416280825e-02,-1.251660292266361107e+00,-1.368862170428447600e+00
6.196239247849570120e+01,4.661537797172615569e+02,4.644304231000747490e-02,-1.250271092197740463e+00,-1.196273729823010612e+00
6.199239847969593598e+01,4.661162849051110015e+02,4.649874956277307014e-02,-1.248883353622291192e+00,-1.209644607611900957e+00
6.202240448089617786e+01,4.660788317115094515e+02,4.655437563990859340e-02,-1.247497075077651951e+00,-1.228553847827995593e+00
6.205241048209641974e+01,4.660414200926734338e+02,4.660992062936804986e-02,-1.246112255104325328e+00,-1.269788296898352042e+00
6.208241648329666162e+01,4.660040500048642684e+02,4.666538461961051293e-02,-1.244728892245645646e+00,-1.183979982627080485e+00
6.211242248449689640e+01,4.659667214043885792e+02,4.672076769960008258e-02,-1.243346985047811160e+00,-1.294967397309033208e+00
6.214242848569713829e+01,4.659294342475976691e+02,4.677606995880594087e-02,-1.241966532059854744e+00,-1.348410132718035559e+00
6.217243448689738017e+01,4.658921884908881452e+02,4.683129148720226870e-02,-1.240587531833675650e+00,-1.230901004004174126e+00
6.220244048809762205e+01,4.658549840907014641e+02,4.688643237526831514e-02,-1.239209982924009745e+00,-1.197730428629099286e+00
6.223244648929785683e+01,4.658178210035241591e+02,4.694149271398834894e-02,-1.237833883888448172e+00,-1.205539428119040357e+00
6.226245249049809871e+01,4.657806991858876700e+02,4.699647259485173478e-02,-1.236459233287434234e+00,-1.132126238217290748e+00
6.229245849169834059e+01,4.657436185943686837e+02,4.705137210985282925e-02,-1.235086029684265174e+00,-1.192367490560490850e+00
6.232246449289858248e+01,4.657065791855779935e+02,4.710619135056468010e-02,-1.233714271642347482e+00,-1.243535380071960406e+00
6.235247049409881726e+01,4.656695809161277566e+02,4.716093040486740717e-02,-1.232343957715709815e+00,-1.240478918915743467e+00
6.238247649529905914e+01,4.656326237427005594e+02,4.721558936283640207e-02,-1.230975086466479906e+00,-1.185433905813544575e+00
6.241248249649930102e+01,4.655957076220259978e+02,4.727016831520765294e-02,-1.229607656460101506e+00,-1.231318755229340312e+00
6.244248849769953580e+01,4.655588325108761865e+02,4.732466735303247213e-02,-1.228241666264303644e+00,-1.233574007756902624e+00
6.247249449889977768e+01,4.655219983660659295e+02,4.737908656767749610e-02,-1.226877114449099970e+00,-1.313025285105614337e+00
6.250250050010001956e+01,4.654852051444524363e+02,4.743342605082463692e-02,-1.225513999586784530e+00,-1.239657628782511178e+00
6.253250650130026145e+01,4.654484528029357193e+02,4.748768589447111693e-02,-1.224152320251934212e+00,-1.287258006941364386e+00
6.256251250250049623e+01,4.654117412984582529e+02,4.754186619092944793e-02,-1.222792075021417402e+00,-1.209975364574157330e+00
6.259251850370073811e+01,4.653750705880052010e+02,4.759596703282749364e-02,-1.221433262474377779e+00,-1.213614016690283570e+00
6.262252450490097999e+01,4.653384406286041894e+02,4.764998851310836558e-02,-1.220075881192253187e+00,-1.183585886098864171e+00
6.265253050610122187e+01,4.653018513773256473e+02,4.770393072503049947e-02,-1.218719929758762310e+00,-1.128800551591442325e+00
6.268253650730145665e+01,4.652653027912824086e+02,4.775779376216763433e-02,-1.217365406759914670e+00,-1.225169428066613664e+00
6.271254250850169853e+01,4.652287948276299971e+02,4.781157771840881948e-02,-1.216012310783999295e+00,-1.143221953147043113e+00
6.274254850970194042e+01,4.651923274435665121e+02,4.786528268795840063e-02,-1.214660640421594273e+00,-1.269737818429253151e+00
6.277255451090218230e+01,4.651559005963326285e+02,4.791890876533601296e-02,-1.213310394265571635e+00,-1.204417581814072102e+00
6.280256051210241708e+01,4.651195142432116540e+02,4.797245604537660885e-02,-1.211961570911081365e+00,-1.163457315695899608e+00
6.283256651330265896e+01,4.650831683415294719e+02,4.802592462323045791e-02,-1.210614168955571834e+00,-1.112315440138525124e+00
6.286257251450290084e+01,4.650468628486545413e+02,4.807931459436311228e-02,-1.209268186998769146e+00,-1.263016170800187910e+00
6.289257851570314273e+01,4.650105977219978968e+02,4.813262605455542048e-02,-1.207923623642690236e+00,-1.219623275665965956e+00
6.292258451690337751e+01,4.649743729190133195e+02,4.818585909990354132e-02,-1.206580477491656644e+00,-1.198493748648508550e+00
6.295259051810361939e+01,4.649381883971970524e+02,4.823901382681896471e-02,-1.205238747152257428e+00,-1.209210082706678735e+00
6.298259651930386127e+01,4.649020441140878575e+02,4.829209033202844920e-02,-1.203898431233382471e+00,-1.250365374864667256e+00
6.301260252050410315e+01,4.648659400272673565e+02,4.834508871257405666e-02,-1.202559528346216267e+00,-1.282878529010105018e+00
6.304260852170433793e+01,4.648298760943594630e+02,4.839800906581315926e-02,-1.201222037104223261e+00,-1.261259993758379494e+00
6.307261452290457981e+01,4.647938522730308932e+02,4.845085148941845332e-02,-1.199885956123167841e+00,-1.202931194172350393e+00
6.310262052410482170e+01,4.647578685209908826e+02,4.850361608137791769e-02,-1.198551284021103447e+00,-1.264410513965211980e+00
6.313262652530506358e+01,4.647219247959912423e+02,4.855630293999482067e-02,-1.197218019418375023e+00,-1.107831049441570404e+00
6.316263252650529836e+01,4.646860210558265294e+02,4.860891216388774777e-02,-1.195886160937620346e+00,-1.133687252453130068e+00
6.319263852770554024e+01,4.646501572583336497e+02,4.866144385199060868e-02,-1.194555707203765582e+00,-1.288550362328497512e+00
6.322264452890578212e+01,4.646143333613923119e+02,4.871389810355258865e-02,-1.193226656844038169e+00,-1.216854838221846702e+00
6.325265053010602401e+01,4.645785493229246867e+02,4.876627501813817628e-02,-1.191899008487952605e+00,-1.124903392806227975e+00
6.328265653130625878e+01,4.645428051008956345e+02,4.881857469562716351e-02,-1.190572760767319105e+00,-1.117381181585043626e+00
6.331266253250650067e+01,4.645071006533125910e+02,4.887079723621468030e-02,-1.189247912316246936e+00,-1.132626665427077572e+00
6.334266853370674255e+01,4.644714359382248858e+02,4.892294274036205343e-02,-1.187924461770982765e+00,-1.258339756541247967e+00
6.337267453490697733e+01,4.644358109136901476e+02,4.897501130598836544e-02,-1.186602407761567113e+00,-1.203994219179028047e+00
6.340268053610721921e+01,4.644002255378072732e+02,4.902700303046663571e-02,-1.185281748918135758e+00,-1.120609318882200611e+00
6.343268653730746109e+01,4.643646797687296157e+02,4.907891801227165507e-02,-1.183962483875563798e+00,-1.177922321392671723e+00
6.346269253850770298e+01,4.643291735646513985e+02,4.913075635006037417e-02,-1.182644611270622370e+00,-1.204507719915080655e+00
6.349269853970793775e+01,4.642937068838073174e+02,4.918251814267191047e-02,-1.181328129741952893e+00,-1.155295125147361546e+00
6.352270454090817964e+01,4.642582796844727682e+02,4.923420348912758288e-02,-1.180013037930101261e+00,-1.130002662843726746e+00
6.355271054210842152e+01,4.642228919249638466e+02,4.928581248863083547e-02,-1.178699334477484539e+00,-1.170900938613530728e+00
6.358271654330866340e+01,4.641875435636372345e+02,4.933734524056729992e-02,-1.177387018028418719e+00,-1.164277279896819284e+00
6.361272254450889818e+01,4.641522345588902567e+02,4.938880184450476774e-02,-1.176076087229100509e+00,-1.121643459141268950e+00
6.364272854570914006e+01,4.641169648691609950e+02,4.944018240019321109e-02,-1.174766540727618436e+00,-1.202019552601044650e+00
6.367273454690938195e+01,4.640817344529281172e+02,4.949148700756476893e-02,-1.173458377173951295e+00,-1.218210706047061054e+00
6.370274054810962383e+01,4.640465432687108205e+02,4.954271576673372618e-02,-1.172151595219963260e+00,-1.133136500589370099e+00
6.373274654930985861e+01,4.640113912750692293e+02,4.959386877799654841e-02,-1.170846193519409661e+00,-1.229848250638444718e+00
6.376275255051010049e+01,4.639762784306038270e+02,4.964494614183188881e-02,-1.169542170727934760e+00,-1.143953721141969249e+00
6.379275855171034237e+01,4.639412046939559104e+02,4.969594795890054650e-02,-1.168239525503077081e+00,-1.203891086072637950e+00
6.382276455291058426e+01,4.639061700238073627e+02,4.974687433004548742e-02,-1.166938256504256755e+00,-1.124252591703249760e+00
6.385277055411081903e+01,4.638711743788808235e+02,4.979772535629183733e-02,-1.165638362392793947e+00,-1.224264538477478403e+00
6.388277655531106092e+01,4.638362177179394621e+02,4.984850113884693040e-02,-1.164339841831897537e+00,-1.106923695580898759e+00
6.391278255651130280e+01,4.638012999997872043e+02,4.989920177910022597e-02,-1.163042693486668888e+00,-1.148103253273442759e+00
6.394278855771154468e+01,4.637664211832684487e+02,4.994982737862337097e-02,-1.161746916024095189e+00,-1.176222258114074437e+00
6.397279455891177946e+01,4.637315812272684639e+02,5.000037803917016521e-02,-1.160452508113063219e+00,-1.202787287043022957e+00
6.400280056011202134e+01,4.636967800907130481e+02,5.005085386267659614e-02,-1.159159468424353800e+00,-1.166232096929440409e+00
6.403280656131225612e+01,4.636620177325686427e+02,5.010125495126080408e-02,-1.157867795630635577e+00,-1.203389505184916164e+00
6.406281256251250511e+01,4.636272941118423887e+02,5.015158140722313085e-02,-1.156577488406474119e+00,-1.215823092973799646e+00
6.409281856371273989e+01,4.635926091875820134e+02,5.020183333304600870e-02,-1.155288545428322822e+00,-1.100998358230306451e+00
6.412282456491298888e+01,4.635579629188760009e+02,5.025201083139413383e-02,-1.154000965374543552e+00,-1.123635962336692051e+00
6.415283056611322365e+01,4.635233552648534214e+02,5.030211400511427899e-02,-1.152714746925379785e+00,-1.090625077798167197e+00
6.418283656731345843e+01,4.634887861846839314e+02,5.035214295723544620e-02,-1.151429888762971476e+00,-1.218445148975771941e+00
6.421284256851370742e+01,4.634542556375779441e+02,5.040209779096881809e-02,-1.150146389571362837e+00,-1.246910631414745785e+00
6.424284856971394220e+01,4.634197635827865156e+02,5.045197860970766779e-02,-1.148864248036487457e+00,-1.227526204471271365e+00
6.427285457091417697e+01,4.633853099796012884e+02,5.050178551702749763e-02,-1.147583462846172742e+00,-1.114597716810592498e+00
6.430286057211442596e+01,4.633508947873546049e+02,5.055151861668600449e-02,-1.146304032690153019e+00,-1.105561766414828284e+00
6.433286657331466074e+01,4.633165179654193935e+02,5.060117801262294795e-02,-1.145025956260047550e+00,-1.237246370196661838e+00
6.436287257451489552e+01,4.632821794732093394e+02,5.065076380896035152e-02,-1.143749232249382075e+00,-1.092238451898293494e+00
6.439287857571514451e+01,4.632478792701710404e+02,5.070027610945713331e-02,-1.142473859351908816e+00,-1.163938412059490890e+00
6.442288457691537928e+01,4.632136173157579151e+02,5.074971501514009831e-02,-1.141199836254646049e+00,-1.200684482023102406e+00
6.445289057811562827e+01,4.631793935694803963e+02,5.079908062773251520e-02,-1.139927161648472298e+00,-1.143598667896034371e+00
6.448289657931586305e+01,4.631452079908910378e+02,5.084837304923391088e-02,-1.138655834226439678e+00,-1.109992255104155223e+00
6.451290258051609783e+01,4.631110605395815583e+02,5.089759238173276190e-02,-1.137385852683224785e+00,-1.147905120729121098e+00
6.454290858171634682e+01,4.630769511751825007e+02,5.094673872740648063e-02,-1.136117215715086060e+00,-1.144724459626916380e+00
6.457291458291658159e+01,4.630428798573635731e+02,5.099581218852128339e-02,-1.134849922019895097e+00,-1.176804718008675366e+00
6.460292058411681637e+01,4.630088465458334781e+02,5.104481286743240559e-02,-1.133583970297122656e+00,-1.204501437707661049e+00
6.463292658531706536e+01,4.629748512003399128e+02,5.109374086658394903e-02,-1.132319359247846657e+00,-1.151050724394102165e+00
6.466293258651730014e+01,4.629408937806696258e+02,5.114259628850889583e-02,-1.131056087574740854e+00,-1.212297295199445957e+00
6.469293858771754913e+01,4.629069742466484172e+02,5.119137923582919164e-02,-1.129794153982089266e+00,-1.099727722740148295e+00
6.472294458891778390e+01,4.628730925581411384e+02,5.124008981125562773e-02,-1.128533557175781965e+00,-1.171225694328666078e+00
6.475295059011801868e+01,4.628392486750515786e+02,5.128872811758795197e-02,-1.127274295863302855e+00,-1.061725070813624994e+00
6.478295659131826767e+01,4.628054425573225785e+02,5.133729425771482724e-02,-1.126016368753749219e+00,-1.205503007212397559e+00
6.481296259251850245e+01,4.627716741649360870e+02,5.138578833461376894e-02,-1.124759774557823278e+00,-1.054476873542700366e+00
6.484296859371873722e+01,4.627379434579130475e+02,5.143421045135125602e-02,-1.123504511987834631e+00,-1.167752710981388553e+00
6.487297459491898621e+01,4.627042503963133981e+02,5.148256071108266857e-02,-1.122250579757695821e+00,-1.166938510200800305e+00
6.490298059611922099e+01,4.626705949402361284e+02,5.153083921705224613e-02,-1.120997976582923661e+00,-1.106381858280540476e+00
6.493298659731946998e+01,4.626369770498192224e+02,5.157904607259321955e-02,-1.119746701180645676e+00,-1.074762315048947370e+00
6.496299259851970476e+01,4.626033966852397157e+02,5.162718138112763061e-02,-1.118496752269589445e+00,-1.120649104158318643e+00
6.499299859971993953e+01,4.625698538067137520e+02,5.167524524616650544e-02,-1.117248128570108134e+00,-1.135269266113228204e+00
6.502300460092018852e+01,4.625363483744963560e+02,5.172323777130977823e-02,-1.116000828804140754e+00,-1.016252511148618254e+00
6.505301060212042330e+01,4.625028803488817175e+02,5.177115906024622183e-02,-1.114754851695251681e+00,-1.089418170335856306e+00
6.508301660332065808e+01,4.624694496902029641e+02,5.181900921675357957e-02,-1.113510195968603345e+00,-1.173806188514017634e+00
6.511302260452090707e+01,4.624360563588322748e+02,5.186678834469851673e-02,-1.112266860350971553e+00,-1.125560936111320576e+00
6.514302860572114184e+01,4.624027003151808799e+02,5.191449654803653030e-02,-1.111024843570741272e+00,-1.026397031492762402e+00
6.517303460692137662e+01,4.623693815196990613e+02,5.196213393081209470e-02,-1.109784144357910396e+00,-1.093379751899079766e+00
6.520304060812162561e+01,4.623360999328760386e+02,5.200970059715859239e-02,-1.108544761444076654e+00,-1.067313754661946001e+00
6.523304660932186039e+01,4.623028555152400827e+02,5.205719665129824453e-02,-1.107306693562459365e+00,-1.005601917093442044e+00
6.526305261052210938e+01,4.622696482273586298e+02,5.210462219754227742e-02,-1.106069939447888340e+00,-1.135940448030893668e+00
6.529305861172234415e+01,4.622364780298379969e+02,5.215197734029072829e-02,-1.104834497836798324e+00,-1.086191265659822935e+00
6.532306461292257893e+01,4.622033448833235525e+02,5.219926218403262569e-02,-1.103600367467237442e+00,-1.137105756947864421e+00
