S,E,I,T,v,v_noisy
7.817276198462386194e-01,5.181992804367587802e+00,1.958245040870594877e+01,3.844550868485509909e+01,5.066152835364514573e+01,6.272468532648613859e+01
7.789349874488704195e+00,2.103891511492320276e+01,4.367186250549271165e+01,4.542833752476363429e+01,6.878185176746187608e+02,7.108713644714279098e+02
5.782445871069606724e+00,1.526105324554992748e+01,2.091529995187040214e+01,3.618395616373069856e+01,6.027061168103638238e+02,6.091613549577494950e+02
1.330713672035756012e+01,3.914009810613575446e+00,1.149351315120376604e+01,3.476834164307820174e+01,2.320570595307692656e+02,2.259919083160438049e+02
8.357762179273760239e+01,3.661117395963243837e+01,3.490445864097678452e+01,3.968568263257937190e+01,2.065253395538895347e+03,2.079517386754334893e+03
3.132742445828995859e+00,4.850577314274039509e+01,2.079914511630623863e+01,3.722589398532119986e+01,1.237525131220027788e+03,1.231155377545879674e+03
1.296461122967394741e-01,2.168467796315879781e+01,3.810459855486008962e+00,3.022562234026777972e+01,7.338871117267316002e+00,-2.928171656582719606e+01
3.053339213932007468e+00,9.372295836533290014e+00,1.144298369290464024e+00,3.714347223756270466e+01,3.413297320968782174e+02,3.686653207469050244e+02
3.340165476212588747e+00,1.657539361230023189e+01,3.994450825820675277e+01,4.332379665654716661e+01,4.223865839976054986e+02,3.972994935725194523e+02
2.356300401156368096e+01,4.537200945135811736e+01,3.121577314086652066e+01,3.095734433354961368e+01,9.353645122585661511e+02,9.293662200823747526e+02
6.068298309182389261e+01,4.518537233160812150e+01,2.053003407171031114e+01,4.758624158439522489e+01,1.092983652282926414e+03,1.087347010629356419e+03
3.045671868345387612e-01,4.041197599114720163e+01,2.781005106851260322e+01,3.779108775322119129e+01,1.316513981898150973e+02,1.256177791591570525e+02
4.547182804220599195e+01,1.368936071604551330e+01,3.866089907392358782e+01,4.506939326652688038e+01,6.862694805522932029e+02,6.812334104493436371e+02
3.295817476256265310e-01,3.278548051652109052e+01,2.906510402557304573e+01,4.783814524256657563e+01,4.146870336543199187e+01,1.330928784029929091e+01
5.898190347078896778e+00,2.613210318604208382e+01,4.541267257403173119e+01,4.420131562391303248e+01,8.536066156992784499e+02,8.647541634097744918e+02
1.032772390651136157e-01,1.151002613786756790e+01,5.714536934407204782e+00,4.058917307375658368e+01,1.638449873932547263e+01,1.755099313512528170e+01
3.427476107865419408e+01,3.821251447369071030e+01,4.822939701849585248e+01,3.889935590381350750e+01,2.529682127458554987e+03,2.531072986248790130e+03
1.723906058140331377e+00,3.379794058463613737e+01,1.821593465069202722e+01,3.174595405665859005e+01,2.519327701901447938e+02,2.739629367483257738e+02
4.468220517665340008e-01,4.832090393732019606e+01,3.444775632483587202e+01,4.574180632043575656e+01,1.454308292421717965e+02,1.680046201561808630e+02
6.894296438050174913e+01,2.301213526342605675e+00,3.083360106698376768e+01,4.012198922853561811e+01,1.709345604036051043e+02,1.982850502402756092e+02
1.809155070263759324e-01,4.957905176577335737e+01,4.845212462943266019e+00,4.306080547606670450e+01,9.927798922793975578e+01,1.368546804948886972e+02
1.137278175813740466e+00,3.510534013693897037e+01,2.516774341232491707e+01,4.070661467468834616e+01,4.055290362764988572e+02,4.151545147294366416e+02
2.503969284616243574e+00,9.897432039970285089e+00,2.167569455906682307e+01,3.057015482288437269e+01,6.304290670570342314e+01,3.283858127230315915e+01
6.201305501149054766e-01,4.062755930255467973e+01,7.843507298976653885e+00,3.297473482356819829e+01,1.755940200917886784e+02,1.804086112491758911e+02
1.183512657442568061e+00,4.190671702900039008e+01,5.166383108425520732e+00,3.221914444329800631e+01,2.846949579264160093e+02,2.855112210325413571e+02
3.402790162282917663e+01,1.959425369201463596e+01,2.864809030138108881e+01,3.977557003023451188e+01,1.393974913859898152e+03,1.395912226340280085e+03
3.890953994763299284e-01,4.066724187582759242e+01,1.626562954551130247e+01,3.801960030927000389e+01,1.740299647476673499e+02,1.625802434997758610e+02
4.682451842274730325e+00,2.656744703011883146e+01,2.580569142439773245e+01,4.717316372677138503e+01,4.326637357330874352e+02,4.154442517173714577e+02
4.336626809047371967e-01,4.311211365527921657e+01,3.173420733640962155e+01,3.543857450128371056e+01,1.698736799116091731e+02,1.863602063942036580e+02
7.210667236209203246e+00,4.552817126070454634e+01,3.596696824203970522e+01,3.577370800311150134e+01,1.770997452893266427e+03,1.790954522756185042e+03
5.639280137964219897e-01,8.449862492122887758e+00,1.095191941501340516e+01,3.315466335247035801e+01,3.820593098749896654e+01,1.640817997822394858e+01
8.833927532870500254e-01,2.218437022309618456e+01,2.399830057062481359e+01,4.051328678774252268e+01,2.123284333243497883e+02,2.236784940979592307e+02
3.805145052757878510e+00,4.719157464878166763e+01,9.259164242686662050e+00,3.228452240278108576e+01,7.877838538185776542e+02,7.849620426536722562e+02
5.693576632290376915e-01,1.509128376229721624e+01,4.014564072203538814e+01,3.257310431030963116e+01,5.371540690099197946e+01,4.651726788836050730e+01
1.544905149570059422e+01,8.008446563681495434e+00,4.793643896279721872e+01,3.268930985085037122e+01,3.109210334322500557e+02,3.251629493568042903e+02
4.718131844885972148e-01,4.363614869129891360e+01,4.679364407304758799e+01,3.599113962598796945e+01,1.922584593908575812e+02,1.917862558990101718e+02
3.250642053041642043e+01,6.907321492397306972e-01,2.073587655640142913e+01,4.530777414957171345e+01,4.178298064663093925e+01,3.124507024408453049e+01
1.265924966682556807e+01,4.481075337725599184e+01,2.844986308703301159e+00,4.698351578593209155e+01,1.473615286972265949e+03,1.475268506438511622e+03
2.441626927486126863e-01,9.294809999318392357e+00,3.328617586865644995e+01,3.867647023883652935e+01,2.788823996604079980e+01,-1.151877473983554268e+01
3.634675998132568697e+00,2.089155353519289093e+01,2.212400794869618892e+01,3.421223767819135020e+01,4.862965388662823329e+02,4.749609407916244663e+02
1.579789167426531304e-01,4.325748079173649074e+01,1.530923921639809615e+00,4.401209494837122804e+01,7.823262609385950839e+01,6.993208947950236620e+01
3.284455761735811663e-01,8.748700913568209225e-01,2.333868982689203975e+01,3.138733876855039284e+01,1.554859235649745264e+00,-2.593262063920031224e+01
8.683133553937047999e-01,3.949063888026937974e+01,4.062451060556552562e+01,3.708127564784827257e+01,3.330047965820541549e+02,3.369978731667385432e+02
1.329099053991122226e+01,5.211735971055159844e+00,6.802745717897412447e+00,4.336855145601307981e+01,3.448715333466570314e+02,3.506771451821315964e+02
7.158842203827899375e+00,3.220323791431115978e+01,4.884081884184604405e+01,3.194729093867929492e+01,6.730456763702173930e+02,6.613983302516609228e+02
3.945453573147144510e+00,1.911399758121538994e+01,3.372425874025790904e+01,3.138160866384542302e+01,2.399171918324813078e+02,2.368823520323936691e+02
3.524446731689800938e-01,2.172462950297727602e+01,1.434857319196675185e+01,4.229347460163867822e+01,8.438927438541604431e+01,9.819911067697981366e+01
7.805457575761562961e-01,4.332828756329210051e+01,6.352645833551751053e+00,3.396922635822352987e+01,2.802217534681388997e+02,3.017452900689307285e+02
1.147312504268765210e+01,3.146887264169396303e+01,2.346669208649676541e+00,4.252163616121880807e+01,2.014093595907990903e+03,1.999201514676217585e+03
2.963180046442904114e+00,9.913349224399325976e+00,3.579979925892347836e+01,3.643092422590742530e+01,2.566387808302100098e+02,2.637103076441403005e+02
9.287967254749296409e-01,8.956117114852350625e+00,1.107410656337945376e+01,4.203885076940422039e+01,9.684637719551236046e+01,1.178616989480596970e+02
1.610737671365090606e-01,2.011225580549214342e+01,2.539855928676996655e+01,4.390845868330796975e+01,3.122025613772003538e+01,3.086818367774721850e+01
1.374405914578783749e-01,2.170155800454741524e+01,7.365015869881857746e+00,3.647164256353720901e+01,3.497600245124627349e+01,1.977405075473938112e+01
5.931773168740633650e+01,1.618277553863939033e+01,4.650821510647085688e+01,3.810583330577409811e+01,1.047978520217187906e+03,1.032852388816575967e+03
1.770578658587492304e+00,2.485858000247938548e+01,1.818724839394314508e+00,4.183773425215356667e+01,5.203569149380824683e+02,5.140993936338627464e+02
4.763526107701686385e+01,1.595657738043592744e+01,1.971568481015001240e+01,4.158245338854228379e+01,1.095127941904713680e+03,1.074634509947502238e+03
5.348219963537634847e-01,5.406833389356369146e+00,1.758411518151087805e+01,4.006242538611341786e+01,3.743297824654205641e+01,7.783431964266307546e+01
5.900217720284233636e+00,3.894537611109338826e+01,4.630321655719321861e+00,3.826414210754094825e+01,1.800225648657541342e+03,1.788953763521465589e+03
5.840870007357448213e-01,3.168821210610872185e+01,3.221514426351450311e+01,3.694338974821037880e+01,1.877783218107191772e+02,1.954527079664880205e+02
4.439261857130946254e+01,4.425179693774194334e+01,4.531514361997378160e+01,3.355783346985362670e+01,1.907521305333382088e+03,1.911280675987714858e+03
4.690613447077792153e-01,3.133333229758087768e+01,1.177538226045752801e+01,4.622997164913554968e+01,9.783815649503056022e+01,1.106581061708858158e+02
4.337749514028914177e+00,5.361327322032050979e+00,2.802205918019129438e+00,4.183380502926511468e+01,2.432967960493761552e+02,2.356544429077010250e+02
7.929129326820745405e+01,1.575990577588392760e+01,7.476604476018644974e+00,3.611102247482263294e+01,9.544429793254954575e+02,9.285133708871992440e+02
1.549517561349141204e+01,6.541106647522393125e+00,1.622615454319910100e+01,4.572511938844696289e+01,3.063215570599015223e+02,3.391159098697430636e+02
4.608335517935249648e+00,3.687586448998365540e+01,3.940299659146046451e+01,3.735768034919417602e+01,1.224587226000950523e+03,1.223036839955341293e+03
1.237871596954911446e+00,4.284239889680003799e+00,3.114277218283688597e+01,4.523720891611868922e+01,4.391384432245705227e+01,4.625380719984061528e+01
3.890277186604344184e+00,2.032833775455684489e+01,3.238743494935681611e+01,3.315141647932366453e+01,4.115959918583997137e+02,4.156031964695002898e+02
1.027764956766812204e-01,5.113615133584010763e+00,4.859784052090279260e+01,4.212195571072935962e+01,6.391827721846063071e+00,3.162541688548497376e+01
2.466617417824275016e-01,3.652594337142716086e+01,4.630321378060203585e+01,3.030200306710895930e+01,2.004994536352982948e+01,3.543130283731865404e+01
6.875389538910258169e-01,1.106745883223625171e+01,3.950657148823260911e+01,4.499106668977331225e+01,6.317039646478092152e+01,8.665168273634635909e+01
1.382023147951025321e-01,2.652820386926557461e+01,2.483340714388154069e+01,4.552715492711495671e+01,2.792875887055322792e+01,4.438541583894350140e+01
5.184410848299391139e-01,1.349647370481465103e+01,1.885826283704210482e+01,4.782096204094652592e+01,2.919748411493465312e+01,3.227441812484254058e+01
1.833525088039189122e+00,1.755544617351494097e+01,6.400166412921742598e+00,4.776671357468126189e+01,1.296235832307595786e+02,1.347289591095528465e+02
3.754012497914064994e+01,2.619073726457360607e+01,6.740520356612378805e+00,3.443570368417678651e+01,1.523345850911240404e+03,1.508510548032145152e+03
5.716418101591908396e+01,2.627913330174643392e+01,1.530917797103495381e+01,3.554898712477880451e+01,1.510684270266661997e+03,1.471941137283666194e+03
1.153295412123900437e-01,2.305678306977782199e+00,2.112871576431294329e+01,3.096464344196004603e+01,1.180058800960660736e+00,-3.575303851377947151e+00
2.397146235643577761e+00,2.622585015408872167e+01,2.425189968907842442e+00,3.985886658846271047e+01,7.186833008866562977e+02,6.972566643359389218e+02
1.123242125169427652e+01,1.626449205811272947e+01,1.286427387423960678e-01,4.705569717975510002e+01,6.312350584034030589e+02,6.830078490542312011e+02
1.807297021947722726e+01,1.154376831366840506e+01,3.301499131109043361e+01,4.457932818813379328e+01,6.129397972238945158e+02,6.441482309307516516e+02
3.005612670509682505e-01,2.447303320278840566e+00,2.394471354016756237e+01,4.663019211063140546e+01,5.267064592014972568e+00,2.871077800691600501e+01
1.051259177654691179e-01,2.959753862542664393e+01,2.561631813246367884e+01,3.150649807663694801e+01,1.426543337888315044e+01,3.281802102605613669e+00
5.599413534364944267e-01,1.901975205166086980e+01,4.095358976933097495e+01,3.550360139834575790e+01,1.011414912653311404e+02,1.423478366265438240e+02
8.761940604933156074e-01,2.773512677327865816e+01,4.442694514245587101e+01,4.464107527057088021e+01,1.915787195715135169e+02,1.575260552009414425e+02
3.643246885360823528e-01,1.187471282187746802e+01,2.996121731565810720e+01,4.402526341181578573e+01,4.195284210178328266e+01,1.781504723170841586e+01
4.586076394704708403e-01,9.189591879431196375e+00,2.078891147142891693e+00,3.771514173348147381e+01,6.199779596761932510e+01,4.641133591564783956e+01
9.682801886992653095e+00,2.272244607362962743e+00,3.959651182256346047e+00,3.232582614340847726e+01,8.904797176424261806e+01,6.991891247544707255e+01
4.625798389738574046e-01,1.399107140705004326e+01,1.966129857822680549e+01,3.093969516197141800e+01,2.405303912405777567e+01,2.673447671796522229e+01
3.685874092959120496e-01,1.115483162822743957e+01,3.615309033440131969e+01,4.609527603986100530e+01,2.910128725006903849e+01,3.300942990347450490e+01
6.494292836021101634e-01,2.660583508320487311e+01,1.350012402494696850e+01,4.105818666910018067e+01,1.928720449897711546e+02,2.311029742665493814e+02
2.323772759643813579e+00,4.013214604938843522e+00,3.941424509674672549e+01,4.756627064916283132e+01,3.917684262849667931e+01,5.915562776155310587e+01
3.931426768624735058e-01,4.657636693991140220e+01,2.475833892650106804e+01,3.440652314667186573e+01,1.504439547737932514e+02,1.748928669204883590e+02
3.067993017350108875e+00,4.660897791713247784e+01,3.429274697919250769e+01,3.835725727993363421e+01,1.190118368325454639e+03,1.198518933958446723e+03
6.470039915787377538e+01,3.596757323277115859e+01,1.026169799930110038e+00,3.677756069286665763e+01,2.713277963006822119e+03,2.710364786252747763e+03
2.919354349237238466e+01,4.490520568713846927e+01,4.416665050458770025e+01,3.479964236186994242e+01,2.346738101895692125e+03,2.333041658040181574e+03
1.795067628595707632e+01,4.141556567760881080e+01,3.053225116517438309e+01,3.064364005934188029e+01,6.882461780369761755e+02,6.580950550124103984e+02
6.721599736168006700e+01,2.540227430012679832e+01,2.828428309397963503e+01,3.174532288387618806e+01,6.909319577725021873e+02,6.735691218708502674e+02
5.821131501354329174e+01,3.312085295346370373e+01,4.163865975571637534e+01,4.335112764478317615e+01,1.790067799177902089e+03,1.782482252687041637e+03
4.561564903634273804e+00,1.300307406201096150e+01,8.250380879709984683e+00,3.277806315272641768e+01,3.083288467073148240e+02,3.236168939203284367e+02
1.188987593822838562e+01,3.670968934124092442e+01,1.518497416130388800e+01,4.335333753738633078e+01,1.867875329559128431e+03,1.834178008146952379e+03
1.142973546688800246e+00,2.317256607560417336e+01,2.591991044561682855e+01,3.133166502317543589e+01,1.044394368558117492e+02,7.714517847831308472e+01
4.120771438116623386e+00,3.269140328058747968e+01,9.100043953130576568e-01,4.300822435821140743e+01,1.258539497038342233e+03,1.262960792315273011e+03
5.780493401684779542e+01,1.144621853245374332e+01,2.019718234210357011e+01,3.868715425855622669e+01,8.064867317774370576e+02,7.855390451636847047e+02
3.333186455335855669e+00,4.667887993339959962e+01,4.457501153780471981e+01,3.417212033907680535e+01,9.314810964173063894e+02,9.382201407106263105e+02
1.835695912924702355e+00,2.066692422815054542e+01,3.707129625294471964e+01,3.275475557960898243e+01,2.146380320630013898e+02,2.064345397120883092e+02
9.428159807780168933e+00,4.690126638521749669e+01,2.974406736505549986e+01,3.232233378507200428e+01,1.237008565606109187e+03,1.222002857804540099e+03
2.484317119781236372e+00,1.591515134837246315e+01,4.177374392596416897e+01,4.417115638224713337e+01,2.991193721168128832e+02,2.724879787828780309e+02
1.928525800690440439e-01,3.210756598837146214e+01,3.518029348777694310e+01,3.189756098364264858e+01,3.157594524321850216e+01,2.972638899527835932e+01
1.370316132788513830e+00,4.165848756183063273e+01,3.191010732407117345e+01,3.653346453134748373e+01,5.163818766470720902e+02,5.018370551095939049e+02
2.555988606319357648e-01,2.137591167689147653e+01,2.746720898314588055e+01,4.658901251616967443e+01,3.335438595202878531e+01,2.112369060104287399e+01
5.544610508608183608e+01,3.683032111485984927e+01,5.076847283891666507e+00,3.252445006163563335e+01,1.454003969214793415e+03,1.441285899953010585e+03
1.669732432354694751e+01,8.379400061000428224e+00,2.456108569229805738e+01,4.150799349547830275e+01,5.790098016122242370e+02,5.827633755797036201e+02
2.079368625016998706e+00,3.665596625437071054e+01,4.382920370474820970e+01,3.570435726054284231e+01,6.077421566246912334e+02,6.107267495525909453e+02
1.630537130165616577e-01,3.737415988488940854e+01,3.480835374023372708e+01,3.355696938302824606e+01,4.517631433277109210e+01,1.091789034000505865e+01
2.183151925309428643e-01,1.239490384433588588e+01,1.931143558557140238e+01,4.781332058690171039e+01,1.173980929539103002e+01,8.530012760467629462e+00
6.126984848132568384e-01,1.451311621780622296e+01,4.252305021028327303e+01,4.615918806329078450e+01,5.890282436776932684e+01,6.687748125929047660e+01
3.739874921956718890e+00,3.374985604848465215e+01,2.742221768643935320e+01,3.345415314922937711e+01,6.807883093242296582e+02,7.015775448876546534e+02
2.082230172904961374e-01,2.356958667195131341e+01,4.977886162676747883e-01,4.642896511197965026e+01,4.228546945197694384e+01,5.795100858323593229e+01
1.226451971814579434e+00,2.534738372533796635e+01,4.798984917084371915e+01,3.564616289032623797e+01,2.728012108147607364e+02,2.769920869159010408e+02
3.493500667581801999e-01,3.839692815121406255e+01,2.280026338526684881e+01,4.551077148259339822e+01,9.820355335859932211e+01,7.535456258162660959e+01
2.052146988483129764e-01,7.856138343013478575e+00,4.161121268375239879e+01,3.640352802382518860e+01,1.832702845064806496e+01,2.928232818106371482e+00
2.302219929119225794e-01,2.209795538843038187e+01,4.552848242171533855e+01,3.236147537040064748e+01,3.007879970447416085e+01,4.836977679879468894e+01
2.300021650493204173e-01,1.793661276652744974e+01,6.831192562284499559e+00,4.673574567086856746e+01,2.723041903696549326e+01,1.318709523208243084e+01
3.121059437735796394e+01,3.889913103860080668e+01,3.901568176966173240e+01,3.543012647185558706e+01,2.196751604631598184e+03,2.217276896916159785e+03
3.469856941987530807e-01,3.374679191004999979e+01,3.110711769514995595e+01,4.585127027463007465e+01,8.012029718469244699e+01,1.055996472389080054e+02
2.159427002821565356e-01,1.191074492040092858e+00,4.407410785271655129e+01,4.781579622620229486e+01,1.247834398572864156e+00,-1.999568536102812644e+01
3.108018302195726079e+01,2.824245447768878492e+01,1.602486111404732227e+01,4.396272651218734495e+01,1.640381237611041797e+03,1.649193530828410985e+03
7.638939664620474446e+01,1.380592498865419060e+01,6.749607170170696335e+00,3.717544114451376913e+01,9.202418979448907521e+02,9.180004349739600684e+02
1.594716276961980128e+01,1.540051511441647314e+01,3.637278589374810167e+01,3.182851394885789276e+01,4.547106827117491434e+02,4.952647556425749826e+02
1.655339822457114196e-01,2.743251486276306217e+00,1.645571111682325727e+00,3.802389701666253075e+01,7.738790576030778467e+00,2.449970975286055364e+01
2.544970522784263389e-01,2.153830564015826710e+01,3.511205181673965114e+01,4.461977179388136960e+01,4.731792387997516869e+01,3.710873594599345182e+01
2.732570551457308428e-01,2.234515172112149628e+01,4.207034460729442316e+01,3.773694826240195965e+01,6.716611470932072336e+01,7.531228400965260050e+01
1.965418257027430615e-01,4.934339441433901463e+00,1.176198122555840442e+01,4.063332628335955832e+01,1.331478732418480959e+01,-5.038887428604834184e+00
2.764623207972801033e+00,4.109947475107107095e+01,1.092447590541968339e+01,3.737142955943545530e+01,1.013069739587741196e+03,1.010040089118660035e+03
1.471476539849599641e-01,2.641676668700033659e+01,5.778132166261961800e+00,3.020438431857037287e+01,9.379019458646357776e+00,1.347880781104118597e+01
2.425232939607763072e+01,3.435574847190943615e+01,4.071490944009151036e+01,3.619900806222074863e+01,2.051416132636224120e+03,2.054403559046008013e+03
1.706959931504600236e+00,1.331563849589901238e+01,1.646750802180687501e+01,4.235634242812899686e+01,2.271469519374763308e+02,2.333023225235708082e+02
3.853218249155847541e-01,3.872405837445575116e+01,7.441605416122564876e+00,3.129489020047323677e+01,6.555674541330513705e+01,4.741793883200814719e+01
1.901422685799569745e-01,3.279701082295610526e+00,3.011997346510661444e+01,3.412688510583652146e+01,6.136929673679660802e+00,-3.092866559216214029e+01
5.098463151649244018e+00,1.487690842736774144e+01,4.803303294040606186e-01,4.386496510493515189e+01,6.714517432710296134e+02,6.641934475449930915e+02
2.158970687427442670e+01,1.225839434286624297e+01,1.693310788791815824e+01,4.021819169664609461e+01,9.078948540158336300e+02,8.900477104456909956e+02
5.601090034753631208e+00,3.036739032863065191e+01,6.883031622522972626e+00,4.646554914240417133e+01,7.341046558967289002e+02,7.201009732018904970e+02
5.162511558891169638e-01,2.669902351757907866e+01,3.344864746488578078e+01,3.349110551257708579e+01,1.001201670792513454e+02,1.428668874802235962e+02
2.562763094377604745e+01,2.171422708210510422e+01,3.994267607655428520e+01,3.597537300713922548e+01,1.327743681743286743e+03,1.351001441461897002e+03
3.494429800702809175e+00,3.557308012678701914e+01,8.915169521422217969e+00,4.480726043775759138e+01,8.225771546960892238e+02,8.190881315286658264e+02
5.699261167356925561e+00,3.556990319487809415e+01,7.001976466379000286e+00,4.126540204549674939e+01,1.532620996834419202e+03,1.503952287446987839e+03
5.286824709457800253e+01,3.904128500233295540e+01,3.757166425967693613e+01,4.255375411822254250e+01,2.266449438080354412e+03,2.240485522363918335e+03
1.061470625252296784e+01,4.422099758289255789e+01,4.397223894708309899e+01,3.201697597188540811e+01,1.112722904430728249e+03,1.119946825936865707e+03
2.238604636509741452e-01,4.690112165588926274e+01,4.055404981110451956e+01,4.671812653519204162e+01,5.792325153241619518e+01,7.931022785646916873e+01
1.211790234209850858e+01,1.709098289302755980e+00,1.779255859966554354e+01,3.869666165324733242e+01,1.252739597410563022e+02,1.195036611151390247e+02
7.433304027081552023e-01,4.116863583849421104e+01,6.380899877687573607e+00,4.383052830871881156e+01,2.950660642672588665e+02,2.977680576358781650e+02
2.344376883770970466e+01,4.498092887302635745e+01,1.202631237700940714e+00,4.087560051216973278e+01,3.793879363170092802e+03,3.798975477813531143e+03
4.866252442381154175e+00,1.764467226854126380e+01,1.892783961373334378e+00,4.763832325645667254e+01,3.209247802886863496e+02,3.422486441150222731e+02
4.188448445266065079e+00,3.459875399975430810e+01,8.992622443209214111e+00,3.611906489232190154e+01,1.103634316980979975e+03,1.066024889984506444e+03
2.654982096095634403e-01,1.442315831061563536e+01,7.621819795977713419e+00,3.122934048381736361e+01,1.784270076634563296e+01,2.096174644990755098e+01
1.206052695300155880e-01,4.287977336538704165e+00,3.082878318199890444e+01,3.886321995889521475e+01,6.882081754178881461e+00,1.499270054756521020e+01
8.403303953346177479e+01,2.202456091000646765e+01,2.521564397312375583e+00,4.014153932496232358e+01,1.579350185419335048e+03,1.598352027367812070e+03
1.233314660228325005e-01,1.286436821167111333e+00,4.045191309839619009e+01,4.031256153157061561e+01,2.212079045659914645e+00,1.013483890642342011e+01
1.430279254380386611e-01,7.152623830742859568e+00,3.131288158581813263e+01,3.060291683952283037e+01,3.340744185099537855e+00,-1.867319367000001407e+01
2.374410456392773927e+00,4.598546233846646203e+01,4.598152615647757813e+01,3.148403653911114475e+01,3.819804133633032279e+02,3.703693418685955407e+02
6.488751528936408874e+01,4.530377144847761883e+01,4.401945623617239534e+01,3.062795035750584915e+01,7.022439316174707074e+02,6.717602797494810147e+02
4.210362952397805891e+00,3.747266408310877495e+01,2.482345249578860091e+01,3.862953862508951630e+01,1.238565359597102997e+03,1.242429409123864616e+03
9.477742814868311427e+01,3.497168133425276437e+00,2.688415479174654976e+01,3.925079145604880182e+01,2.293633215979126021e+02,2.332105222853256521e+02
1.405473973717554870e+01,1.407300556455692053e+01,4.636175644484082170e+01,4.222015939857773503e+01,8.368933510916940577e+02,8.471299834829436577e+02
2.897395404065490254e+01,4.333753594827857114e+01,7.944548789930772514e+00,3.484912362398831931e+01,2.530040733535851814e+03,2.510643293797867045e+03
2.870309776696268145e+01,3.202873698028382421e+01,1.627470979277527618e+01,4.579068078907732087e+01,1.420235770013006459e+03,1.397431156364259778e+03
6.745572557717227369e+01,4.507860422582690063e+01,7.957150416895653056e-01,4.092160302299265595e+01,3.548987437160830268e+03,3.579499408297735044e+03
8.068252085762264869e+01,3.415490296523354630e+01,4.669819697665024449e+01,3.132463289602211631e+01,7.201159254475566058e+02,7.237595674609680145e+02
9.614979495025384182e-01,7.052610512318249203e-01,1.689234699032591891e+01,4.789345956779975211e+01,3.128203713298070454e+00,3.804827214271537628e+01
1.333636923801330632e+01,2.852719062671807748e+01,1.593610545312421145e+01,4.541917959283750861e+01,1.192586047211528239e+03,1.201374930182192202e+03
3.351305219858295992e+00,2.983206293780390439e+01,4.750360488368283285e+01,4.145525238494950315e+01,8.080041732724130270e+02,7.787700301746400555e+02
8.635492169481827318e+01,3.721778168640802420e+01,1.340072378967166467e+00,3.267086088193897808e+01,1.511987066388545827e+03,1.528095402040837598e+03
5.941523800063019500e+00,2.245456585336502542e+01,1.414092547376097997e+01,4.367710034021162357e+01,8.332425408975116170e+02,8.579451475000698792e+02
1.585223425793211405e+00,3.222063802161017065e+01,4.348629399325190548e+01,3.105081743108760861e+01,1.630140861242931578e+02,1.539996174057924634e+02
1.262602562087128399e-01,3.155778380095187075e+01,2.249292140242231142e+01,4.079570787098450069e+01,4.509662345399700456e+01,6.603450463117447100e+00
1.537597577791838255e+01,1.394639794311767922e+01,4.460089327046055985e+01,3.080887854743156140e+01,2.648087551473938106e+02,2.781135826506738340e+02
1.091444157341931731e-01,3.777213795907770333e+01,5.769653055734597302e+00,3.563059875373279084e+01,4.478984665070306903e+01,4.198279521287056326e+01
8.822924109739497922e+00,1.207803551832786582e+01,4.111126520342622825e+00,4.130929429510528905e+01,7.528155819683416894e+02,7.583674420686771782e+02
6.236815853071553395e-01,1.673857681850213908e+01,2.640312573942316110e+00,3.138227545121695883e+01,5.488442102641618447e+01,1.154182435646212923e+00
1.063567203524879901e+01,3.617585064279338791e+00,7.976071406202650316e+00,4.298752163421016093e+01,2.303212246672483445e+02,2.394637259212065032e+02
9.450605798941371916e+01,4.889208331229033888e+01,8.512634243360839292e+00,4.302011676836324483e+01,2.497738416181753109e+03,2.442728100045785595e+03
1.110423830433926673e+00,4.523089475196904630e+01,4.315808974908060947e+01,3.086886917346937054e+01,1.492450125810125030e+02,1.318968858809070355e+02
4.693946443666348500e+00,1.279185504682841135e+01,2.115131293446609817e+01,3.425764509914587563e+01,3.727240619618709161e+02,3.904420902404710887e+02
4.666523739347215205e+00,4.456640158329052781e+01,4.923430472185209084e+01,3.679000229730630167e+01,1.424459783013318656e+03,1.387970239954791396e+03
3.080509589190371100e-01,3.092943746154631057e+01,2.680811837033297351e+01,3.608269400868850596e+01,9.509591601944049444e+01,5.781986187671397204e+01
1.635776197919458141e+01,3.111956175178523765e+01,1.454881561742510421e+01,4.396676173993387948e+01,1.668719619306189315e+03,1.659724039439141734e+03
1.285876262189606400e+01,4.799734872960029008e+01,3.125943972088896672e+01,4.376733697555114588e+01,2.285711784441120926e+03,2.318644986014489859e+03
2.061496474570366644e+01,1.728542021542802232e+01,3.378703020404050505e+01,3.139378200210527226e+01,4.566779339565510440e+02,4.889909794182787550e+02
4.596660491496613599e-01,2.787822016030710515e+01,3.916866145882097783e+01,4.491491582021627238e+01,1.017192606381136102e+02,8.955361014345663762e+01
1.596627163327242471e-01,4.910025295350335739e+01,1.944461021143071733e+01,3.167421435117302053e+01,3.730581110275837631e+01,5.729626565725481413e+01
1.517675658911045611e+00,2.928342864064354956e+01,4.258907768574118791e+01,3.335979798845632871e+01,2.827399997150238278e+02,2.943183223499160590e+02
2.247546169401773986e-01,1.298459164200499671e+01,2.537011422264575700e+01,4.088830236311632405e+01,3.488372584908556462e+01,4.010335890076131449e+01
6.765339377568539980e-01,3.433207824273974040e+01,5.121599158419148701e+00,4.646324063023078565e+01,1.538558886638093099e+02,1.609436535323044950e+02
1.124369166878747689e-01,4.705056733970270244e+01,4.391471079496576380e+01,4.551503133204315077e+01,3.807899893099051525e+01,2.355682236442666877e+01
1.609706752368924354e+00,2.635391110721088737e+01,2.014196793371452188e+01,3.220653010710563535e+01,2.157861479051391029e+02,2.317870290877954176e+02
