E_1,E_2,phi,theta,I_avg
1.014590750677860864e+00,1.657273233755854003e+00,1.766639616798395096e+00,4.174899075522828795e+00,2.547155068683748091e-03
1.347661300334502377e+00,6.737241144350798461e-01,1.610611801472168203e+00,1.111114728490468995e+00,2.985754273284518898e-03
6.958439016225480556e-01,1.566786968188123463e+00,4.617390535953112440e+00,1.262947299688883751e+00,1.704594607994837667e-03
5.786584473840236109e-01,1.822975275206006884e+00,1.542777786095730352e+00,6.272744226365015940e+00,3.456808168880802154e-03
1.760338116910979522e+00,1.015332362157923551e+00,6.238508802787983143e+00,3.897777207833406088e+00,1.636732167626560102e-03
6.933038098265018601e-01,1.395230258641033672e+00,3.587523932320597214e-02,2.333989294692976557e+00,1.330991805543550602e-03
7.028803070220461802e-01,1.632794591099948844e+00,3.011523178808556356e+00,5.576134238678194244e-01,1.435898919821132361e-03
1.485259109057644356e+00,1.876702948901989743e+00,3.392453629672948501e-01,2.442792351261457551e+00,3.067595873597589017e-03
8.223525349890832281e-01,1.522476890567625141e+00,5.152423702811087303e+00,6.129323253776693292e+00,4.203911961148160473e-03
1.671309952544736355e+00,8.968438677912966561e-01,1.697483607631428582e+00,4.662046251591613455e+00,1.819365085699116945e-03
6.119867959848408479e-01,1.838725622096200052e+00,6.160725671878670262e+00,2.464750324983535634e+00,2.148688447315550212e-03
5.467729904357679915e-01,1.980487885308134022e+00,2.993569567592635483e+00,5.429109453198643909e-01,2.580412283128643604e-03
1.068919026484321799e+00,6.788490014426784569e-01,4.119327633819199974e+00,4.620823573781261406e-01,6.798529560997525331e-04
1.800440539776418492e+00,1.006640044308422466e+00,6.174014338875302599e+00,5.897012772543805070e+00,6.985486311771568584e-03
7.016958750611009821e-01,1.396721636643788234e+00,4.527009596119066615e+00,1.983176834531602095e+00,1.439752812403815533e-03
5.079334146144088846e-01,6.232986532087398945e-01,5.665443131037935842e+00,9.274810463884363143e-01,7.693755013990480254e-04
1.223128436058123381e+00,1.384408945766995913e+00,4.046784321395544559e+00,4.909477825253900640e+00,4.576826371804472611e-03
1.173330192940844174e+00,1.718157105106485227e+00,3.876565276615481892e+00,2.686221651539228095e+00,5.586785324183053160e-03
1.156950214937840338e+00,1.573990326159740993e+00,3.655362455825803991e+00,2.805449485211648941e+00,5.760183502110123761e-03
8.447763317371447256e-01,8.063809599861442301e-01,1.824052410704618543e+00,3.202220030283457586e+00,1.675436030861848649e-03
1.565422590056320562e+00,8.227624858284845466e-01,1.737786318921110684e+00,3.293877192480874516e+00,3.348321241409320508e-03
1.777488652086957721e+00,1.587508739342773589e+00,5.872999998536791111e+00,5.515323214211783842e+00,9.502540848016390040e-03
1.180863137582592426e+00,6.770131469577085337e-01,8.999864324828042994e-01,5.861932317316082219e+00,2.150082280152183778e-03
1.888862777832131190e+00,1.128612291607015150e+00,3.606275705484452310e+00,3.999127813212611238e-01,1.261720528470884920e-03
1.575034569360125758e+00,1.742591604882766543e+00,3.874149577693198676e+00,4.034177768839105838e+00,9.137066953410245829e-03
6.151746007590301879e-01,5.851553502139784646e-01,3.430663493611763037e+00,5.608006985506112763e+00,3.410297437003292020e-04
1.910656472705894560e+00,1.769132829572036547e+00,1.040558286870252092e+00,6.014390347238570023e+00,7.998485623940010392e-03
1.089334781377754302e+00,1.448258783610618217e+00,1.007685777458517951e+00,2.932037990030208707e+00,2.319889945942891184e-03
1.442398360749036712e+00,6.296559789276259256e-01,2.366479985807525832e+00,4.207670696422072254e-01,1.510836986612254995e-03
7.632120606530709006e-01,7.233402073835322188e-01,1.242060241085561456e+00,5.362591851554621591e+00,7.182833561055946723e-04
1.281856943203452559e+00,9.917785189089761699e-01,4.055250728487826528e+00,5.760199912225010266e+00,2.119676703992876606e-03
8.307141742486827685e-01,1.083660300177197833e+00,2.401487865092046814e+00,2.012730636237143600e-01,7.139962894210109736e-04
1.482203964081280745e+00,7.486592574326500493e-01,6.907778609467483122e-01,4.938473272689313909e+00,2.073949683644315048e-03
9.587912992838462101e-01,1.932849758781052696e+00,5.503212240349127704e+00,9.516984869747209252e-01,4.916214134220811029e-03
1.995234374126212185e+00,7.968462480184304031e-01,1.717146632706212817e+00,3.338577377280599112e+00,4.704014766015842189e-03
6.633389336507500289e-01,1.861022830250838256e+00,5.685976267265249184e-01,2.700633213521769882e+00,2.676631382324561395e-03
1.346010671935287784e+00,7.483624051500771257e-01,1.472956946102149667e+00,3.520688562202085148e+00,1.844401802879188333e-03
7.753526785786638564e-01,1.788210224828650219e+00,9.483922287156633102e-01,4.941795759980616154e+00,2.676684948302783008e-03
9.431626901306311428e-01,8.933349269046886310e-01,2.205145167818234775e+00,3.466770215058935900e+00,2.323871662863626324e-03
1.790541858728695868e+00,7.467401685552121915e-01,2.291220921150182388e+00,5.247430953780153118e+00,1.839192622183804821e-03
1.251913872648882542e+00,8.115879597289364922e-01,1.607038342536588837e+00,2.062601922134458476e+00,3.246930179875966854e-03
6.335175048483869809e-01,1.439753415559018146e+00,6.039853421050675131e+00,1.437750061945650693e-01,3.945843478180265443e-03
1.592918212463882099e+00,1.023477606767051906e+00,3.081112516221743425e-01,3.412483128151227785e+00,7.451737300469617013e-04
1.166148346226669963e+00,1.454096617799515379e+00,2.357972021808990792e+00,6.158724744542211305e+00,9.735313381217665070e-04
6.240284753330185286e-01,9.608568986276548873e-01,5.638075994637654631e+00,1.948329380079538042e+00,6.240305437288894141e-04
1.226835523235788594e+00,1.883009984150012528e+00,1.022414226915010049e+00,4.964614533087924109e+00,3.084416637813467386e-03
1.168291819348456384e+00,1.723762607494036425e+00,1.471851657897964794e+00,4.074783110335344349e-01,5.134472623523003362e-03
1.375681491478571550e+00,1.532101371411497492e+00,4.080843116719219843e+00,5.755644248853604150e-01,1.430944858115557310e-03
1.151566836934011961e+00,1.436932379748544264e+00,4.790586479332501924e+00,2.496458518814990590e+00,1.789147249119575709e-03
1.401352523890897039e+00,1.547534553631585208e+00,4.160718259543561892e+00,3.068939514872139340e-01,1.982071293994225412e-03
1.555759676944374448e+00,9.839298981237797337e-01,5.294088965346590570e+00,4.403835263384095811e+00,4.028570105486611180e-03
1.984193367574028422e+00,8.731911419339053460e-01,5.220191614752383913e+00,1.191550204205455765e+00,3.615459375577181889e-03
1.336437516259015412e+00,1.308849349050909661e+00,3.052285617598668566e+00,1.258482462369147292e+00,2.439810316509166688e-03
1.160926108746504815e+00,1.391530734597564267e+00,4.336186302942055981e+00,5.556637019678955625e+00,3.772352202228798027e-03
1.568069668096906621e+00,7.494763471604179994e-01,3.295953026861222490e+00,6.268290636852236197e-01,1.096462352288420528e-03
1.870788525087435428e+00,1.859787608573632234e+00,2.761185427617194876e-01,5.114098833007494349e+00,7.604316606807144316e-03
5.345122794775849506e-01,1.290291591560534634e+00,3.964338844722964605e+00,1.920862383713536792e+00,1.578291201029555311e-03
5.540906615323332174e-01,1.782411406092812012e+00,5.685248208348574472e+00,6.114973825398071661e+00,4.987894859653997821e-03
1.965984984019065518e+00,1.429802389772197202e+00,2.263485625527828393e+00,9.823788539787846608e-01,5.627319982772289314e-03
1.319012833469256352e+00,5.689660994616454470e-01,4.428558926682359065e+00,1.336906107922181786e+00,1.101602606852524965e-03
5.776649891020260164e-01,1.271428257797913242e+00,5.597318860009878883e+00,1.722006048902400277e+00,1.293778774717899410e-03
1.490559454324359434e+00,8.271243381009458773e-01,1.453118681704894666e+00,4.610556069787253186e+00,1.390006941801768137e-03
6.447915097289924624e-01,9.010646910453280478e-01,5.585339496753910504e-01,1.063561815211377048e+00,1.930739218344544378e-03
6.592157037760038030e-01,1.826876956834836419e+00,3.014310245770051577e-01,1.608714775121064200e+00,4.153854691811022758e-03
1.104099730305700522e+00,1.832834823448479700e+00,2.361608648484076145e+00,1.471145568812332050e-02,1.775638741766848204e-03
1.495553833083602235e+00,1.480282919962683019e+00,5.138618509681762703e+00,2.805717217726124701e+00,1.762848426862843052e-03
1.730180795891307355e+00,1.601142900031861993e+00,1.356820298408117242e+00,3.750377641294255215e-01,7.029139328285308880e-03
1.780804205612644520e+00,7.147506257771618632e-01,4.547889912536435375e+00,4.888754136812330842e+00,4.895281263088726610e-03
1.080168743868350489e+00,1.556173994228985391e+00,5.685805151471610586e+00,1.191408363320611175e+00,3.587952075743262945e-03
1.970272841866782532e+00,1.427523685411943077e+00,3.280463938164341009e+00,3.554379626314422058e+00,1.031842948565652070e-02
7.091981611571760435e-01,1.558753223148948930e+00,5.421481019029031678e+00,3.028506893497014740e+00,1.404414653409537510e-03
1.506070482957949430e+00,8.529986288351230073e-01,6.263243627150219872e+00,2.195356994952796903e+00,1.660446005537036208e-03
8.474434295366808367e-01,6.647630127832768743e-01,3.579485044922930292e+00,2.776411686704608694e+00,1.784330485518016837e-03
1.562348622722649960e+00,1.578433640266343030e+00,3.964087441376394683e+00,1.974288924195693351e+00,3.750465546311668782e-03
1.204009963571905484e+00,8.997935361809181742e-01,5.719921121586720725e-01,1.570200712917552144e+00,2.930612852963971129e-03
5.454397362299178154e-01,1.941513353380279083e+00,5.114866138329452028e+00,6.194654874138233680e+00,4.961278073707699188e-03
5.669868878807100554e-01,1.223510774408837598e+00,5.270025770554486400e+00,5.321344704457480645e+00,2.707638362384509178e-03
9.438541129561727194e-01,1.990675407156663690e+00,3.535113940669921462e+00,4.846243458577514041e+00,5.355283982381428554e-03
6.461243773262421719e-01,1.591784908598002923e+00,1.344311931438152863e+00,3.993891206935711757e+00,1.872572411586026627e-03
1.532113452719285229e+00,5.783662863754635008e-01,1.808360248932631364e+00,4.010906374017700671e+00,2.155422598042385732e-03
1.191129895822302664e+00,1.906385275975248428e+00,2.804416935273541078e+00,5.560793221419310761e+00,1.659494671955740689e-03
1.466023931575356265e+00,1.865085638312258931e+00,4.172036823359857038e+00,4.735074592443416996e+00,8.207097660250493171e-03
1.499901762103274194e+00,1.130990503359969868e+00,2.994673947634499456e+00,5.388477379884548668e+00,1.482689288139672637e-03
5.712452842961062149e-01,5.342893674283197836e-01,5.643426524506317321e+00,3.062232221865647919e+00,1.262493617248837061e-04
1.121877343951606321e+00,1.745724314784259823e+00,4.300364031668718390e+00,4.724349420599622817e+00,6.286470587308953806e-03
1.524324764448301117e+00,1.517298587495342632e+00,3.081244299371321382e+00,4.525053400638950341e-01,8.354014863904067308e-04
1.854673375737696972e+00,1.454903938065367441e+00,2.596555288139449580e+00,3.117974214001701494e+00,9.580430010233507640e-03
1.918998030952251632e+00,1.446836443467301336e+00,5.276296810577182583e+00,2.495452823275307708e+00,1.711565600524857667e-03
1.074060385051642807e+00,1.612088102622438290e+00,5.287687450310374793e+00,6.056074250954922356e+00,5.813634552733086547e-03
1.364520399415905194e+00,1.332330521265191914e+00,2.586818574421265282e+00,2.790074109155095350e+00,6.474113060156468438e-03
1.901028279271979926e+00,5.106225217374941172e-01,6.184152468592968965e+00,2.134776693915042767e+00,2.781820461626093206e-03
5.677671112765318995e-01,1.502035450634589431e+00,2.922125785786335417e+00,2.422739916056822818e+00,3.708900583850657275e-03
1.964282185880886766e+00,1.291849092150271661e+00,2.791868322101729860e-01,2.245157012299916766e-01,9.517632148396983766e-03
1.182183920755344397e+00,1.535416454080013038e+00,2.681823707410520008e+00,5.390182667180118958e-01,1.505244683415305667e-03
1.774022443648979541e+00,1.936501823424114477e+00,2.332231150211919513e+00,1.067859046138584622e+00,6.740318842891623169e-03
7.517466282510814057e-01,1.236572739509474106e+00,4.353834224969541644e+00,5.234369669524417290e+00,2.713300689190698955e-03
1.903765109447765003e+00,5.390213184880382480e-01,4.956954507757306061e+00,3.734718283804356442e+00,3.841700681302886913e-03
1.661684293382490907e+00,1.299518585458445896e+00,5.222843510552740653e+00,5.189812767024322149e+00,7.040162602553922538e-03
1.479393777641702545e+00,8.942306337512972991e-01,1.653100250820220607e+00,2.506607744972041418e-01,2.835265861110383527e-03
7.595936914103071924e-01,1.251994859404099714e+00,6.007292154843749898e+00,9.924695389629206721e-01,2.814864620911008194e-03
1.157408540020311127e+00,1.891696017832289023e+00,2.459382473907187894e-01,7.653908812537150164e-01,7.943514646074217173e-03
1.378534190265077175e+00,1.603157987793818684e+00,5.386933304290304925e+00,3.063339057858867509e+00,1.540794454420412818e-03
1.102924183405619818e+00,6.950983655504880954e-01,1.340218543160873521e+00,4.567682635269960656e+00,7.541371010284979521e-04
1.839305354005560833e+00,1.545116534355010174e+00,6.783290063582020357e-01,4.059361892949741035e-01,9.675564761294145125e-03
1.326180595689519848e+00,1.782694128591212568e+00,4.059493480770023588e+00,1.494046970334598434e+00,2.372880032334753319e-03
6.335799311752277063e-01,5.301100722722913439e-01,6.897516878479968971e-01,5.602345935464454030e+00,8.077776076551009075e-04
1.813004687395162629e+00,1.476910693936382968e+00,6.061327789645566178e+00,1.110947070173202489e+00,6.962978851608258614e-03
9.669611460017792925e-01,5.724936268267172279e-01,5.878591599914017252e+00,3.511762998343235687e+00,4.277260300927364259e-04
7.573563124546269787e-01,1.366614593651525933e+00,1.606315380624793177e+00,9.470963478571642336e-01,3.188624405682047563e-03
1.464320305299545488e+00,8.765206199273429810e-01,4.742290576746381880e+00,2.409113403274236731e+00,1.620943398115033468e-03
1.711960374519972294e+00,1.670755986830293693e+00,9.136925405836456848e-01,4.815368690816616670e+00,3.078887548340074505e-03
9.354567632489858564e-01,1.088709462741032974e+00,3.155905465453807235e+00,3.621737137704962306e-01,3.154926880760962706e-04
1.231076887716518353e+00,1.296857913173995680e+00,1.458423652126815961e-01,4.427303458329680197e+00,1.926035592847623193e-03
1.951972096639556398e+00,9.504996834697314601e-01,4.113433999183598644e+00,3.661794545425579805e+00,6.757958244988857867e-03
1.162942355967243158e+00,1.381052444142321534e+00,4.268012879433443096e+00,6.206511137346263141e+00,2.345551592214033861e-03
1.059580447146834192e+00,9.401165425310781254e-01,6.169481374061926537e+00,5.538298298537059239e+00,3.215486227484496990e-03
1.325632813263629917e+00,7.903441565808340119e-01,3.743935682836188938e+00,2.776650528856325906e+00,3.306841577444696260e-03
1.560620557703526368e+00,1.074033217334015022e+00,5.394102176497412415e+00,1.085768318127734666e+00,3.199210296477952506e-03
1.464845850311214281e+00,7.743297138828566517e-01,4.354494214373441530e+00,1.985725085035692228e+00,1.697258152065950427e-03
5.497942342748887157e-01,9.219627762886173361e-01,6.012865751837201067e+00,4.400153012603012392e+00,9.537249506981142861e-04
1.909496619546316776e+00,7.409591934515404876e-01,7.219893732581121881e-01,2.851042751541791542e+00,2.727543029907782222e-03
1.187779829664680653e+00,1.325826434135159770e+00,2.827432649428690770e+00,4.119906074196523882e+00,4.234406039779211629e-03
1.556331449604912986e+00,8.379364294393695234e-01,7.389513563270856400e-01,2.128691649703255973e+00,3.112214433753949724e-03
1.397992823641837523e+00,8.472231241959318204e-01,4.325755874845104709e-01,2.051851759459090152e-01,4.429685023109405928e-03
7.463438719621795503e-01,6.881956925068000164e-01,5.790356504629230905e+00,5.051760030365617382e+00,1.479168402564412033e-03
1.992111840545174317e+00,8.203873507099090912e-01,4.292650755505615479e+00,1.346879637883794834e+00,2.518416820903958842e-03
1.680676577732036492e+00,8.602298518206912270e-01,5.752824684424251878e+00,4.736653214999459571e+00,4.149605999905584333e-03
1.509086690322052782e+00,1.977124332041134913e+00,3.435823635878493043e+00,9.954326639311830149e-01,2.338663703037928594e-03
9.045440931490897896e-01,1.493109111164687697e+00,3.435301939775211810e+00,1.248647004691233908e+00,1.738954877321134381e-03
7.872073194549931152e-01,5.274123321332744307e-01,4.838941550680620374e+00,4.472663217081556120e+00,1.268443100760928421e-03
6.344610148016509577e-01,1.249456937977309945e+00,2.167510268897401282e+00,3.981074293306356982e+00,1.991385574230834787e-03
1.336455418243087001e+00,1.793220444103930111e+00,3.815306981667661024e+00,3.628076028811390685e+00,8.375069861555404019e-03
8.166516178854195118e-01,1.620431714736802142e+00,1.226658072963957569e+00,3.757146800772785067e+00,1.923315451031641600e-03
1.131370743527202460e+00,6.311691441991035267e-01,2.911767799308133120e-01,3.413521629300359628e+00,4.222828873449039960e-04
1.641572649164645625e+00,1.671192782777343178e+00,2.149162967201129426e+00,2.036510403147079096e+00,8.800460936531242714e-03
1.409853698001383604e+00,1.699976775473937662e+00,1.312918016562298062e-01,5.030783847231028005e+00,5.418084054709317032e-03
9.762652341031032854e-01,9.315290660763895225e-01,2.170301816506652770e+00,6.025821901078595166e-01,1.375837982281336329e-03
6.392598565750702289e-01,1.748576727196469616e+00,2.990251333097912578e+00,1.730176726274692101e+00,3.776356243524384929e-03
9.622644971664389146e-01,1.059650832939994958e+00,6.227931057845535356e+00,2.171455501309921932e+00,1.026570280684286881e-03
7.959561145547060512e-01,6.671121036553091521e-01,5.183381701791035745e+00,2.505067868088827865e+00,3.418014935964580072e-04
1.317899148919838614e+00,1.273426758491232658e+00,2.892778847057856151e+00,3.863398010487919088e+00,5.206548157882183100e-03
1.133605275471616602e+00,1.235608212052465404e+00,5.184114492944367214e+00,4.067452546963932214e+00,3.006612026213070863e-03
1.038203711179320310e+00,1.286549149413395376e+00,5.264834575304926823e+00,2.795809566841894078e+00,9.330847784407885403e-04
1.079554919267243118e+00,1.096216970947792912e+00,5.718157044575602477e+00,5.082587351535868159e+00,3.513330840027851371e-03
1.111988209753882240e+00,7.028611465891867471e-01,2.880456686437970593e+00,2.828063021049756376e+00,2.972187031356381733e-03
1.139321157954715558e+00,8.835403596476143484e-01,2.688792852690173429e+00,5.938508402182787194e+00,3.300521386402817674e-04
9.906998632882803024e-01,1.887428517296239061e+00,6.074385675952049812e-01,1.028746986369224015e+00,6.884005469892070898e-03
1.639527758074358577e+00,1.679950597112305655e+00,5.009413581066592513e+00,3.990183818235942148e+00,6.281747932493205767e-03
1.293758108609254665e+00,1.063427507315594767e+00,5.774150870405635239e+00,2.121197142923021417e+00,1.028959157610853702e-03
5.169383080091353166e-01,8.160554308600334039e-01,1.287219681139895711e+00,5.984644562241566712e-01,1.286033202061877658e-03
1.115984427471010454e+00,7.288150462403454322e-01,5.404446715245884825e+00,4.163349244221806522e+00,1.736735193887010281e-03
8.375014900798349871e-01,1.121371277853705939e+00,2.434808936469404106e+00,5.658427013033750619e+00,4.688874009637277406e-04
1.393168373190246001e+00,5.630049137243549051e-01,3.752430025948689796e+00,3.203230090527768414e+00,3.217648759977489829e-03
1.759069092953001068e+00,1.652772966548886835e+00,5.310097541607782468e+00,2.155000984509221951e+00,1.745102867956535098e-03
1.615050317745267749e+00,1.820064491353856617e+00,2.545211045621463164e+00,3.552033289187574105e+00,9.190293364792037276e-03
6.845107189866856956e-01,8.977877048075932898e-01,1.738192952210442677e+00,2.087200820441302618e+00,1.957929874860459864e-03
1.250752983324269207e+00,1.716866282115011799e+00,2.317020608980524976e+00,1.065054600252466344e+00,4.459452210177800545e-03
1.198271905161363948e+00,1.628394792004697722e+00,5.738624585411371548e+00,2.183312183362928316e+00,1.443169614361880168e-03
1.159380370172387709e+00,1.248198405291592206e+00,3.692226972663630757e+00,3.883501441175176261e+00,4.947925282519751236e-03
1.053588656310672889e+00,1.844579237116222847e+00,5.427009281895965209e+00,6.008535021369688423e+00,7.159664853090997629e-03
1.530044523768595788e+00,1.230871026383699940e+00,5.363962324172661056e+00,1.897813536977200455e+00,1.522742052828597505e-03
6.825320630112901021e-01,1.225646858864910316e+00,5.345822533998917159e+00,1.975344791736188599e+00,8.945687019634422253e-04
5.748347539784511850e-01,1.205514739034198257e+00,4.016128924780251630e+00,4.631804865342743049e+00,2.443709374873576697e-03
1.465212435836208638e+00,1.901678916532961283e+00,4.074246410353886461e+00,2.885240370078839156e+00,7.322426521587963727e-03
8.008036579875557059e-01,7.954787069659561283e-01,2.906678535943098662e+00,4.707383978245857747e+00,1.136968355117784924e-03
1.037961867808562033e+00,1.341926248856379456e+00,2.656233534952874287e+00,7.172992862381794010e-02,6.159417309194864520e-04
1.883089342692332524e+00,6.608522804692462671e-01,2.974631968511808999e+00,1.744131314233140717e+00,4.260699235150984358e-03
7.128468572027107930e-01,1.284426575562196859e+00,6.276980214603691266e+00,5.959270050416948905e+00,3.573420441677452753e-03
1.774685469818292560e+00,6.747354743951774481e-01,4.037096985563508156e+00,3.674104179774974055e-01,1.968631864784600900e-03
1.108630353731234086e+00,6.690105790113836104e-01,4.922295812947217186e+00,4.794806940126753680e+00,2.434329254128751729e-03
7.876150128445514875e-01,7.264046144979336983e-01,3.769867444935826040e+00,5.136192657958946306e+00,1.193329537862801307e-03
1.977326294628215964e+00,7.008433588274001202e-01,2.335811478634568950e+00,4.928534895674308025e+00,2.803265672498907353e-03
1.411495866006291955e+00,1.072029858683980930e+00,3.111636868355486474e+00,3.667586926429574845e+00,5.335964509350732930e-03
8.333558529939715243e-01,1.388511818486910965e+00,2.779794034558906168e-01,2.984809994194792093e+00,7.921985967263986883e-04
1.645122990929276829e+00,9.284458751508894991e-01,5.820654402514624515e+00,5.957686430192931759e+00,5.949422343800232424e-03
1.055800376151416309e+00,5.558748361816689965e-01,5.284374584608878322e+00,3.292402728809005197e-01,1.787451476777123221e-03
1.298387522474111488e+00,8.066433925778457859e-01,5.584665286139839147e+00,5.305055899176987388e+00,3.629232107885487901e-03
1.034847245174528529e+00,1.268890301621804939e+00,2.474481058521669663e+00,4.472133634708311156e+00,2.276897221429517899e-03
7.452693772032343844e-01,1.637564815906297877e+00,1.838633610404176499e+00,3.050798447957760562e+00,4.033299798853474429e-03
1.741921625419649899e+00,1.872837994131453243e+00,1.300762324824866090e+00,4.906310232612232980e+00,2.959601214676147590e-03
1.559977070671696664e+00,1.355578427876475978e+00,1.141327016130311289e+00,1.462459559712800505e+00,6.491292270767851785e-03
8.908935117882773591e-01,1.424392456278053887e+00,4.319900005313636271e+00,8.271994651806675591e-01,1.307944944262178551e-03
1.291531366626990973e+00,9.694405069159262034e-01,2.691364298113630760e+00,1.570354628876431180e+00,2.997655458974847389e-03
5.191007724827566561e-01,1.329147052779114047e+00,2.959452660036352434e+00,4.943443909261445057e+00,1.658528446407084951e-03
1.767242980150411480e+00,1.008215864306833076e+00,1.421241941240475315e+00,1.419267354005113502e+00,5.974377008882870467e-03
8.334993527962555326e-01,1.398250802412728921e+00,3.345908593015840093e+00,1.988759750651222680e+00,3.011439589893665902e-03
9.615321318959680896e-01,5.005854237574842713e-01,4.766725040896583110e+00,1.614989937643026785e+00,5.806220401435743762e-04
1.835968613130842808e+00,1.435446066019065103e+00,6.485163821107006177e-01,4.352568648413839725e+00,2.157284547505423575e-03
7.948107580548874340e-01,1.148628170820226169e+00,5.034514927784032423e+00,4.959063628908778831e+00,2.969666848751112073e-03
1.514587437832802141e+00,1.933984301904007053e+00,3.611292160743521329e+00,2.282503588321509014e+00,7.312366541449795421e-03
5.828013021152116391e-01,1.723253663219809440e+00,5.309164881443575013e+00,1.321194183901730268e+00,2.675989799611957955e-03
1.358306165151109468e+00,1.189850705610996373e+00,2.890141797744827379e+00,2.424890783047772835e+00,5.412420478511897025e-03
1.655207363126410147e+00,8.711243243746837894e-01,3.261243801587254687e+00,4.654038403792577938e+00,3.834206520546041760e-03
1.349909234102072642e+00,1.869956370097296094e+00,3.768772122133828617e+00,4.884522726700248008e+00,6.470977690610483016e-03
1.991919186793243091e+00,1.907490579071221548e+00,4.570131685555226753e+00,1.337371361768449951e+00,3.103822056764000623e-03
1.386243830651022524e+00,1.851933759330067986e+00,5.644832063396635569e+00,4.402042996340109760e+00,5.466844801633267796e-03
1.130649243967335682e+00,1.902580256823013238e+00,5.683264864144959461e+00,3.202762942072332031e+00,1.599389176567910355e-03
9.440140229464311084e-01,6.190119431406018169e-01,4.991896502597043650e+00,5.720126486100511443e+00,1.863371778423433302e-03
1.450267659939705300e+00,1.669590712153977918e+00,4.918421252458585746e-01,3.621773790003782190e-01,8.537889192721553888e-03
1.580372771703540513e+00,1.209512329724754975e+00,6.974112687570242775e-02,4.184209213020237961e+00,1.858642362012463819e-03
1.111940800752403646e+00,1.074344795698231936e+00,4.409450754148989127e+00,5.040720200343699275e+00,3.422506709834264357e-03
1.925775046002297097e+00,1.559488827713602976e+00,9.135036280447184076e-01,3.238178341432906837e+00,2.881156841906581945e-03
1.531726794975487138e+00,9.083879355924596721e-01,4.988631378672705452e+00,2.291892497389306782e-01,3.555868876011343549e-03
1.414435395321732347e+00,8.380200061411471335e-01,5.681404852711770204e+00,1.214606822230979155e+00,2.605140902003478566e-03
9.345230125296746237e-01,7.766484607197745582e-01,3.511712813128139210e+00,3.342438105494266232e+00,2.594863344615950130e-03
1.975327035687784782e+00,1.100754476639723478e+00,5.928475513952379927e+00,3.851269986680950108e+00,2.545170187867391159e-03
8.637899506390681603e-01,1.879548939672748498e+00,3.299806447103811546e+00,5.744420393796750623e+00,2.091790215477815768e-03
1.240368069163351405e+00,1.710743686703459998e+00,6.422769161835949481e-01,6.113071691178650013e+00,6.745955822537437127e-03
1.189406520538027756e+00,1.160225009384716177e+00,5.157867067176538534e+00,5.098109092181680957e+00,4.368321805684406874e-03
1.205239911377310458e+00,1.615382561975737374e+00,4.920348743728276908e+00,2.963011966462135938e+00,2.585072408005917571e-03
1.041105468606052575e+00,1.570727602846407667e+00,2.424527109795043600e+00,3.778069622432779884e+00,4.668723118395818814e-03
1.569279954738676652e+00,5.405688364712836202e-01,4.814990949378836760e+00,5.778196019736525635e+00,3.329726719551030171e-03
1.722424308192451292e+00,1.583429085732095176e+00,1.233238240222454429e+00,3.498315932056423438e+00,3.179031146268003049e-03
7.033540222846972334e-01,8.513180458436251374e-01,1.149196541522975012e+00,1.664965433574032483e+00,1.790001901339982084e-03
5.612080061685988941e-01,1.474704850667088785e+00,3.604536523661598491e+00,3.325190037993542624e+00,3.725758518688513602e-03
1.166810751587214146e+00,9.353262360532156316e-01,2.472795321492387011e+00,2.018527022962246065e+00,3.442041738960502015e-03
1.999335873487741777e+00,1.433471721694840717e+00,4.245646626390293221e+00,4.200808160849269335e+00,9.325538257957880287e-03
1.500456541833893542e+00,1.993170906263759923e+00,3.500996056635506282e+00,3.722911886907588563e+00,1.074785302135716422e-02
1.414544372928242533e+00,8.513351724261046805e-01,4.730261258102132160e+00,4.085276247622600110e+00,3.567183526856986669e-03
1.170412187697959627e+00,1.229414012843499160e+00,3.665181048923924045e+00,5.952582775897575118e+00,1.177192484359566860e-03
1.695834019498500655e+00,1.639087430851615901e+00,4.078948691669049609e+00,1.672864568932993512e+00,2.941507426535190737e-03
5.982083072050533579e-01,1.040234743677953766e+00,1.718485948666397034e+00,5.187319196945368915e+00,6.801810750092789244e-04
1.426228394734701865e+00,1.552990012841757306e+00,3.000311549349344187e+00,6.084489876375555051e-01,1.229994864414158838e-03
1.721728467238095250e+00,1.852414189911502973e+00,5.483157500418325725e+00,2.690122577425948069e+00,1.391092964513150794e-03
1.044737964850622980e+00,1.309573378457899562e+00,1.338209545777075515e+00,2.430580289229892443e+00,3.479115250575844868e-03
1.175674975253505616e+00,1.786506019663219202e+00,2.399436501711774916e+00,4.164995257991391142e+00,4.743814049453649352e-03
9.540439571084480264e-01,1.802428418352909123e+00,5.336961890208545611e+00,2.396567459970823322e+00,1.632282274871893566e-03
1.184287675398032480e+00,1.428694452240018675e+00,1.736000486390332664e+00,5.287037821159660922e+00,1.380477759341288812e-03
1.486968402305510972e+00,1.698645454467543559e+00,4.062907906005102099e+00,3.711240968963877007e-01,1.917527337040669713e-03
5.005671273232256135e-01,6.784663467521367952e-01,1.498376973326839501e+00,3.426808741950085668e+00,5.962609993769569898e-04
5.628903633729257505e-01,9.801621651486842612e-01,3.364582610838494414e+00,5.285792560682129881e+00,9.194611007097402413e-04
1.283155142291771078e+00,1.722685626665656056e+00,3.184939817619648061e-01,5.092250404625993099e+00,4.849923777623455119e-03
7.985603102116601848e-01,1.132019127410966330e+00,3.622726450008801002e+00,4.853206596788517402e+00,2.234769660008248740e-03
