Pco2,Po2,pHa,VE,VE_noisy
5.147500495351275163e+01,7.508042459204719421e+01,7.204483798025560048e+00,4.304079283506608533e+01,4.288214163084435882e+01
6.534929343080108310e+01,8.782482255835836327e+01,7.327316737219400800e+00,5.089481033325568404e+01,5.061847815797072059e+01
4.813095844952515279e+01,6.079082211767959620e+01,7.350876977789654987e+00,5.905309310064864547e+01,6.003022125417381005e+01
6.363901173382116383e+01,4.567417264538276811e+01,7.220380490056216516e+00,2.269782585212811057e+02,2.256828556876170069e+02
5.985564030405405589e+01,5.047871719568733084e+01,7.376735591943232251e+00,1.710700542912284732e+02,1.701292684107074251e+02
2.659339143888004386e+01,9.286750967265888335e+01,7.279165878622034569e+00,4.998527087067723862e+00,5.160662055265071935e+00
4.862790498199207434e+01,9.376013737535339487e+01,7.276696039309702435e+00,3.231496574195297455e+01,3.314263906539360960e+01
2.187208494203262887e+01,6.792354734004135253e+01,7.376044915910402011e+00,5.190468193860424684e+00,5.798607195436597195e+00
2.545657468768147424e+01,4.725137283604302496e+01,7.432761194917770986e+00,1.609563006294077780e+01,1.681849075575442853e+01
6.039361876929527284e+01,8.716211206159471203e+01,7.311465486977438033e+00,4.692024730656949316e+01,4.474897300427159053e+01
3.319209374954441216e+01,7.628761280293137759e+01,7.429484312762030029e+00,4.931248983500329253e+00,5.425797388419281830e+00
2.303839395147527469e+01,8.174225120415187007e+01,7.417330359116599325e+00,5.000371645934364118e+00,5.416626165427525841e+00
4.810398354948745236e+01,7.614163768614128003e+01,7.209091527610310912e+00,3.792074325623936915e+01,3.860026714139432613e+01
6.189274827148309299e+01,6.781954713585315631e+01,7.221474906910791525e+00,5.843930630559036388e+01,5.776380762300615146e+01
3.681142502989025189e+01,8.386980040753209664e+01,7.399144131809858749e+00,4.770258723735715023e+00,5.278782250652810148e+00
3.143603331473395812e+01,9.940776552784723208e+01,7.204721775921536953e+00,4.495952574354995512e+00,5.491793914202861338e+00
3.384785882871224061e+01,9.877351776104825376e+01,7.222577710596230105e+00,5.614786748713879838e+00,7.206952228914093261e+00
2.138533604420093326e+01,4.749917473203615970e+01,7.284425737924308031e+00,1.597901943490869314e+01,1.623515647167544529e+01
2.250436834919850781e+01,4.210932939710531997e+01,7.302478366396845999e+00,1.873691143568867190e+01,1.742880753457148657e+01
4.774590768412421227e+01,4.954838478173419958e+01,7.457840364518877330e+00,1.130370133598322724e+02,1.130977019284223815e+02
3.292387911252416188e+01,5.294100484226986225e+01,7.436085422087323593e+00,1.319938483043259403e+01,1.384317108535320173e+01
4.567879645580605086e+01,9.629435218517446060e+01,7.342471452884670846e+00,2.533070676366131835e+01,2.584504273672430941e+01
7.479544679152641606e+01,6.193845980341487234e+01,7.253941476252998122e+00,9.138140910157409280e+01,9.328062358070104665e+01
6.825429996035740032e+01,7.512304454332561932e+01,7.214171298094369966e+00,5.885297077746857752e+01,5.866225232773511067e+01
6.960364102995058033e+01,9.783146455044860090e+01,7.413501790652471612e+00,5.019910032697497826e+01,4.920092723902763510e+01
7.574141698712605830e+01,7.460412080806250401e+01,7.300229043227306036e+00,6.075782210492540969e+01,6.013721239289694864e+01
6.001861735855823099e+01,6.008763796891611975e+01,7.232671684924304678e+00,9.471261051648215812e+01,9.536987133087235691e+01
4.626227243488498431e+01,8.900532162925537705e+01,7.454750541648342832e+00,2.365896885379538261e+01,2.287544844724976301e+01
2.440014948936626027e+01,6.432184991386608885e+01,7.495375240653905813e+00,5.836174253752248298e+00,4.815153693517229883e+00
6.330238251127352811e+01,4.916478565396761269e+01,7.373582900327026124e+00,1.906925076877019762e+02,1.898748736869013101e+02
2.667074265839216096e+01,8.399701830156422488e+01,7.209311628002500250e+00,4.992332242843836809e+00,6.195667738570090677e+00
3.820319887266245473e+01,8.419604571472993371e+01,7.289944006388718201e+00,1.404253498793203825e+01,1.428662104193724325e+01
3.683651714664721055e+01,6.523033788657200205e+01,7.297732993406009783e+00,1.243301961447003912e+01,1.210992079990581161e+01
7.627121507736944750e+01,7.148272841156284585e+01,7.405517406365789590e+00,6.049099039408530842e+01,6.133970213590976783e+01
7.199717055322383885e+01,8.285379622595068838e+01,7.440619388011013413e+00,5.557036788005616756e+01,5.625902422285571447e+01
3.527559214000793730e+01,8.846152846750652543e+01,7.234573624849665485e+00,8.748874347498178494e+00,7.795722116436145654e+00
4.248530180769121500e+01,5.981606134333081570e+01,7.456662247848680813e+00,3.447289422976647444e+01,3.530411925306147225e+01
4.864090982344185932e+01,9.643185080872287074e+01,7.319363660515333159e+00,3.057314765241058296e+01,3.082416162636838308e+01
2.286306981502779578e+01,9.422938915063039644e+01,7.206574362523578081e+00,4.999879400180152977e+00,2.973185454409884354e+00
2.115383082751727173e+01,8.391034148834498296e+01,7.305253322726422027e+00,5.000132372739593656e+00,3.838856162055667376e+00
5.414593365603328579e+01,5.573775514416243482e+01,7.237924821284119403e+00,1.236775817421457759e+02,1.239465115592712294e+02
5.001422876467003675e+01,4.460687309160712744e+01,7.334320919314379239e+00,1.723078341146412811e+02,1.727995996811119994e+02
5.776781952732947900e+01,6.293603923951645385e+01,7.279641084729060907e+00,6.764935536785684178e+01,6.737745169319869376e+01
7.270493973405280030e+01,8.197582767109275892e+01,7.398423663926717353e+00,5.682992374167624661e+01,5.585568666472767774e+01
2.829983266528248720e+01,4.515247593462612485e+01,7.355840241474867369e+00,1.710276219056247271e+01,1.736045396004319841e+01
7.375884565672544113e+01,8.664937196061771374e+01,7.451069847448435368e+00,5.517958128980765764e+01,5.338439362593463500e+01
3.257643397800596574e+01,7.260032077882638646e+01,7.294384465155479447e+00,4.552029827377558568e+00,5.115226475752798763e+00
7.536073905163760855e+01,8.270896452859236092e+01,7.335557247584978846e+00,5.792963805519617182e+01,5.779420844926709577e+01
2.951606055578212562e+01,7.426322638576272084e+01,7.240313130950092990e+00,4.927813862381507981e+00,4.915019068945759351e+00
4.396898854863263750e+01,5.940161917147301551e+01,7.478989690531044232e+00,4.141160871768116181e+01,4.078250640304777619e+01
6.418647467860648703e+01,8.995075461264985961e+01,7.383978559248879137e+00,4.832511504302974004e+01,4.915978993628470306e+01
3.201223755883827948e+01,5.097654652637616834e+01,7.245712762015052100e+00,1.186076202142167446e+01,9.573948866194655238e+00
2.703033590959332599e+01,4.979103650729138053e+01,7.409227079167545860e+00,1.491609050056797514e+01,1.407487507176335129e+01
3.612401453978584698e+01,9.270711939454892558e+01,7.229357016080135701e+00,1.112978392322902010e+01,1.171828004953898272e+01
4.018599352703530769e+01,8.543872098599774745e+01,7.224684058380500318e+00,2.137133792052673797e+01,2.069346502631836060e+01
7.315541479740500108e+01,9.369292998399272676e+01,7.241086667863394055e+00,5.579385456617877281e+01,5.725643878756095262e+01
3.504443951552185865e+01,8.283204044735829541e+01,7.202688977448656438e+00,1.021664862539441998e+01,1.065541765552901943e+01
6.091235830549035057e+01,4.239557530029293986e+01,7.294673964641484432e+00,2.434910283939245517e+02,2.427562074778846011e+02
7.009167616318283933e+01,7.687943364223042408e+01,7.495015215863424451e+00,5.532789816698216612e+01,5.644483171596581883e+01
2.080103574719528936e+01,4.673190323519774125e+01,7.250457160328034334e+00,1.634241892796833540e+01,1.627535280683123275e+01
3.642577005328250550e+01,5.957310368898915698e+01,7.470565868046920244e+00,7.450720048026081344e+00,8.051607054069792824e+00
7.416359938757011605e+01,4.882278110717227548e+01,7.334137826845945618e+00,2.162117064265607667e+02,2.156302587948570419e+02
5.490252665201471416e+01,7.985944643257354869e+01,7.471390989331472277e+00,3.903263298234703882e+01,3.846844079808535355e+01
3.015876156725746426e+01,8.693631462945552357e+01,7.286404766867900840e+00,4.945618061539676980e+00,5.677824877308259133e+00
4.959023210055822517e+01,5.540562812787345592e+01,7.463504940219627848e+00,9.270334209712106599e+01,9.283497758413004419e+01
4.401258641561963003e+01,5.410877837701590920e+01,7.202163763168741184e+00,9.849758412756537496e+01,9.778394177017308664e+01
7.012531959510786805e+01,6.218750685022973812e+01,7.274892980590323077e+00,8.663706824719490385e+01,8.580320962491181547e+01
6.755658994291239594e+01,7.956866687936593507e+01,7.432866384255770953e+00,5.343519494350760368e+01,5.411304809490470547e+01
3.945067643221885589e+01,8.420972539985253036e+01,7.224223813255891358e+00,2.003766470864984583e+01,2.181422737351768149e+01
7.898388178896288991e+01,5.373310331227189351e+01,7.298688249884119905e+00,1.564648760106045131e+02,1.556755341869605616e+02
2.286730920691303126e+01,4.724080569707172828e+01,7.294954869006453180e+00,1.610060045798264383e+01,1.681219503385253589e+01
7.457910522020824828e+01,5.777580835404802428e+01,7.293717761817996248e+00,1.364812019579215701e+02,1.336504344711572969e+02
2.583602196946202056e+01,5.886711918885543326e+01,7.470311528941678603e+00,9.271995191968363415e+00,7.944467152734273618e+00
5.325649511626932764e+01,9.831410979008464324e+01,7.370092651001537654e+00,3.500098881032447196e+01,3.571204522736061904e+01
4.513412788480638937e+01,7.839549328294000929e+01,7.213315785357321985e+00,3.246663815423698907e+01,3.408001615597689948e+01
6.940525575910815803e+01,5.794817050678518910e+01,7.206638219906927212e+00,1.324329015427611864e+02,1.325396535750425357e+02
4.883036967152676766e+01,9.119745173776701108e+01,7.292408249754083194e+00,3.270885409201768113e+01,3.329336329103403358e+01
3.688471549480934186e+01,8.376308657903446431e+01,7.283680458486985643e+00,1.080745010866033162e+01,1.110996615186995129e+01
6.276889715216899646e+01,8.093333162346441156e+01,7.435154347917720230e+00,4.864348545033644911e+01,4.968659442512390711e+01
4.292101396516459033e+01,7.986730172434114650e+01,7.399933178117642285e+00,2.063180755680042111e+01,1.960885688940130223e+01
4.551062764198176325e+01,7.815693531456508936e+01,7.288525230488929196e+00,3.058188201968802034e+01,3.125796007093181572e+01
6.897499148484646980e+01,4.521596878894167304e+01,7.221663382885101790e+00,2.433707593414224277e+02,2.429903342443934378e+02
4.137230944416266709e+01,6.799939509107743163e+01,7.378836100211690230e+00,2.068365176618926782e+01,2.039745159998178181e+01
5.180292936441368568e+01,6.142112549450003911e+01,7.458152744938876921e+00,5.918559569114124486e+01,5.922978591642743851e+01
6.852458379543483602e+01,4.493611825936515913e+01,7.247401888646538559e+00,2.437668135276410339e+02,2.436130273121559071e+02
6.960259837802021821e+01,8.143947919425801274e+01,7.281946134354893019e+00,5.672219458237765366e+01,5.601290767655344638e+01
6.101828886647311379e+01,9.926546555552269524e+01,7.326432429496531284e+00,4.409682176375394391e+01,4.389397804447487061e+01
6.258963923442580324e+01,8.522665361998306821e+01,7.359061706653138302e+00,4.865099499747900325e+01,4.776628237154633183e+01
2.571117085967225435e+01,7.908613863371896002e+01,7.496539986252551913e+00,5.001272582506669728e+00,6.514054447909031431e+00
5.271382294931455448e+01,8.975626731595609442e+01,7.486264048980043384e+00,3.303822870902581599e+01,3.377952716547937229e+01
5.587817753888855066e+01,4.732850658024755575e+01,7.432950209910766048e+00,1.735738764755469106e+02,1.732158991441754949e+02
2.846626490036297952e+01,6.588084407657818531e+01,7.396466822400541652e+00,5.448585166018427017e+00,7.070074093740556620e+00
7.330032064987717888e+01,4.469498780010358985e+01,7.214245467792100186e+00,2.550306744908974110e+02,2.563517003892994808e+02
6.054069934043481993e+01,5.239029064133382718e+01,7.431653265313713952e+00,1.564991439030700633e+02,1.570321445035485510e+02
2.618883162837153122e+01,5.424977113716785482e+01,7.454451183949322157e+00,1.266477075312021405e+01,1.218812964957776934e+01
2.730381004309119675e+01,4.202700518583480971e+01,7.346766243351924963e+00,1.877769903544466601e+01,1.908405590679991803e+01
2.621395082815884336e+01,5.776345502889603267e+01,7.406350195168860395e+00,1.019015727866945653e+01,1.080715564238627380e+01
2.868918751515536769e+01,4.083529066192578227e+01,7.261186239595526892e+00,1.930967832870753398e+01,2.073448036631033986e+01
5.538464922719120409e+01,5.640397373142010906e+01,7.213706588499931627e+00,1.225796078489529179e+02,1.224537248114390451e+02
2.585277208738970245e+01,8.372435187996177319e+01,7.218117628114900874e+00,4.997411525752055717e+00,4.490087637282208277e+00
4.452678937009991955e+01,9.573248164672334326e+01,7.484974145547621305e+00,1.819724766864305820e+01,2.051442714582070437e+01
3.731967826641365349e+01,9.561323352367041650e+01,7.472143654813242719e+00,4.390665222007706703e+00,5.813922449614567611e+00
5.921349789035068056e+01,7.224669819789168912e+01,7.438050079054773889e+00,4.787636985999800032e+01,4.823780992587595762e+01
6.274004940171353439e+01,9.089167757807027215e+01,7.245681412498337082e+00,4.922310983479320612e+01,4.836659794232438259e+01
5.830160659908784027e+01,6.697804113327373443e+01,7.268132585830596071e+00,5.516321270787916831e+01,5.569722468818410732e+01
5.572453022402477529e+01,7.348751755539817054e+01,7.268904596757536751e+00,4.722249523757613332e+01,4.837991046077946322e+01
5.337200366786191097e+01,9.640564990981596338e+01,7.222428916946194377e+00,3.906547241202179066e+01,3.986405619680149925e+01
6.605577372529992886e+01,5.200601420945908160e+01,7.462038390362324414e+00,1.725112601417629605e+02,1.733782470060597802e+02
5.007660573002226556e+01,4.699189038690319364e+01,7.292585391390006500e+00,1.613768488759096442e+02,1.614722957364519402e+02
3.284573818967601255e+01,6.971569341828120514e+01,7.321035251187494097e+00,4.676795557568076411e+00,5.853580587816971104e+00
2.656464542722037336e+01,8.969223027736119036e+01,7.392155987743093348e+00,4.999881962658445644e+00,4.455912138451529891e+00
5.600289320181549613e+01,6.817704854498967393e+01,7.208700049880572003e+00,5.229398184072451983e+01,5.191130240349649227e+01
6.830118914699059474e+01,4.407481303248384563e+01,7.313165001484596139e+00,2.479591112672644613e+02,2.475166168937821283e+02
6.305921468975423494e+01,5.024709533450244692e+01,7.227359833090056362e+00,1.896583596794723974e+02,1.890720190769508235e+02
6.246786919357150225e+01,7.085950274204769528e+01,7.338320245032337930e+00,5.407176259376532101e+01,5.605031557817312660e+01
6.663112681544768634e+01,5.024068512130166653e+01,7.423524279215708788e+00,1.888305583383830708e+02,1.872062729410798738e+02
2.483920396582104573e+01,4.265247248977716765e+01,7.471913909931243047e+00,1.843225671193858517e+01,1.871621515879839137e+01
7.104472500276825997e+01,6.224291296395016104e+01,7.392328060610907414e+00,8.478051160390566565e+01,8.385549342174884657e+01
2.187617675567606312e+01,5.222527187621093958e+01,7.247614364703188983e+00,1.375711527178583360e+01,1.257586539776288426e+01
5.357373468525295834e+01,9.867257828181973878e+01,7.247977571512246087e+00,3.819755405836082929e+01,3.834506338621182664e+01
4.492862445192407961e+01,6.462306924928765284e+01,7.227702264773715690e+00,4.085038420330111109e+01,3.934807416709058003e+01
2.790600271591337034e+01,6.429201279289102899e+01,7.260898225903170911e+00,5.831057118389534999e+00,5.787565219307932551e+00
5.438739453606357444e+01,5.684321890229067264e+01,7.341129443863350978e+00,1.090692604008292221e+02,1.113852460598373568e+02
2.689930198913896930e+01,4.549931188480805844e+01,7.436811435921272029e+00,1.694175453771190831e+01,1.687636489177096166e+01
2.303457442499691510e+01,8.494885288503667198e+01,7.388586172909662686e+00,5.000079295583849337e+00,5.497224575053943241e+00
6.265179693758695123e+01,7.074490343963572059e+01,7.324167589662714306e+00,5.457993192384894598e+01,5.378227165639908236e+01
7.349207075157926283e+01,9.968759773246408429e+01,7.253015271828389565e+00,5.422959186627613803e+01,5.474989890303692164e+01
4.643278244178651448e+01,9.675902429567092611e+01,7.475087874819133837e+00,2.200568908330635054e+01,2.057075320460904067e+01
6.838772680723792519e+01,5.557502617389010879e+01,7.298654992477339398e+00,1.538449428327859607e+02,1.540746171209147803e+02
7.723557764575707552e+01,9.892386371386049859e+01,7.270020082448671594e+00,5.282442745346899216e+01,5.273724686477022772e+01
6.383438760526117761e+01,8.600439271009048525e+01,7.302683262035226441e+00,5.055084890467989567e+01,5.273741503416594156e+01
4.530082304299693874e+01,9.728788102007246152e+01,7.494177178249943339e+00,1.915054876957842822e+01,1.909758047238842948e+01
7.660420657439411229e+01,5.151307979684213478e+01,7.245821081135867203e+00,1.934233369750221243e+02,1.930940302754572997e+02
3.483582174257180952e+01,9.729949236691697934e+01,7.391752004665169906e+00,4.570557645348046094e+00,4.043448469462176398e+00
3.431352842305659578e+01,4.750767873453721535e+01,7.251306426036312480e+00,1.877881707191768967e+01,1.761558137883542585e+01
6.019317938884534414e+01,5.287932794365342204e+01,7.312753461705953306e+00,1.586788274896057089e+02,1.594663687370098160e+02
6.951418351448245403e+01,4.315110361221852742e+01,7.253630123760831161e+00,2.621654063526813729e+02,2.636270384414563068e+02
3.565727568103990563e+01,9.414095707733733320e+01,7.224394169216984629e+00,1.009085638499549198e+01,9.743604808409701334e+00
3.882069279229418157e+01,7.172695433505067797e+01,7.464003111614555763e+00,6.266992911693573198e+00,6.993032423146625653e+00
2.166712327368136570e+01,5.157560615854984576e+01,7.319648552719211665e+00,1.407677479348561356e+01,1.374475748472582914e+01
2.569240249417872590e+01,8.315236064944369332e+01,7.289566895488734488e+00,4.999697001471112401e+00,5.418244354771363902e+00
3.978376717756312075e+01,5.642719783419472179e+01,7.484667007341875511e+00,1.945901862313055020e+01,1.993336953269778533e+01
2.568543651398579897e+01,5.317909325580515656e+01,7.391591978674891372e+00,1.326427878916664760e+01,1.185925500698470714e+01
2.133670900001051507e+01,4.172203448112342272e+01,7.221661123045670649e+00,1.895868918995921959e+01,1.820825112427033332e+01
6.623422130764240023e+01,7.646163594500970362e+01,7.252102938118406783e+00,5.632149774199016434e+01,5.726791303588370852e+01
7.300153657360360171e+01,8.272170184261932491e+01,7.321663977465753703e+00,5.777954931142911477e+01,5.590021040882986370e+01
2.819197003365881571e+01,5.965495472246671227e+01,7.391719664595494343e+00,8.612565147809114308e+00,8.634358431702048975e+00
4.057847981355762101e+01,4.044331820511265363e+01,7.339013089058842532e+00,1.097213438502554794e+02,1.093934468211380704e+02
2.095269137730634768e+01,6.010494130277371738e+01,7.356828747589822193e+00,8.249137058697618485e+00,7.339131197932832862e+00
4.523434047535986480e+01,7.281495497428390706e+01,7.385212358227169815e+00,2.777393621463576778e+01,2.783655372802515870e+01
2.716685720370441715e+01,8.526696911886796215e+01,7.316114058412254373e+00,4.998726598455546899e+00,5.317638490325144573e+00
5.408519130551187004e+01,8.766094593696779214e+01,7.313333172647767277e+00,3.992502974776296298e+01,4.047371627425577856e+01
6.064313278183653466e+01,8.251704190936365535e+01,7.242324726283633218e+00,4.981022718535452753e+01,4.720288888856706677e+01
6.296951961339836856e+01,4.989311037616730005e+01,7.338645803732317674e+00,1.863917876167554368e+02,1.880754932511123059e+02
2.625840657716038251e+01,6.770222950996365796e+01,7.476581752696280780e+00,5.209420014493861828e+00,4.745163099349140268e+00
6.795183188312202560e+01,6.911311591434377988e+01,7.384797492019727905e+00,5.936617332664124547e+01,6.041524916268848244e+01
7.029993953375827687e+01,8.402309900662666564e+01,7.306130325209315046e+00,5.606560176058206935e+01,5.595475442406809208e+01
3.627155995782249676e+01,7.684185102012497737e+01,7.250390156419863175e+00,1.147009054691866403e+01,1.090058736931967687e+01
7.841285317820880607e+01,6.908288623747345980e+01,7.466401216048735634e+00,5.724297929985068123e+01,5.718829031334314550e+01
4.025089550339139066e+01,7.319783064474756884e+01,7.370555462951816850e+00,1.655384268953574178e+01,1.972488928188167279e+01
3.545316450034708566e+01,4.174278912452440693e+01,7.277102958185318826e+00,3.382616555832177596e+01,3.539634923845078873e+01
2.949961360041431746e+01,6.546621391880873375e+01,7.366998285817868641e+00,5.524755311609759190e+00,5.187093890211943226e+00
7.773420635283528668e+01,8.728063375121341494e+01,7.484389217166619090e+00,5.240152372185258400e+01,5.263609754544854979e+01
7.907041362139906937e+01,8.252684426310605659e+01,7.482879035001643864e+00,5.002399649278113714e+01,5.115159390246687110e+01
6.700170564411838825e+01,5.169548129549438897e+01,7.364132571131236205e+00,1.815565928136500133e+02,1.821435529452118658e+02
3.800954685750370032e+01,5.092015422131746760e+01,7.363697809983730913e+00,3.466112050907390341e+01,3.475226305689713513e+01
3.117901374760198507e+01,8.635633039470849326e+01,7.369124085054101769e+00,4.970839076673687629e+00,4.789907404593468421e+00
6.896573766845534692e+01,6.810711888295601568e+01,7.347887455490908160e+00,6.185095121554017794e+01,6.078278395511983945e+01
6.917519899329479927e+01,5.685209272918857693e+01,7.497899355276191002e+00,1.353347595542882971e+02,1.360907519458088757e+02
6.150241234841870863e+01,6.539959635969326257e+01,7.329715595541594908e+00,6.074983163580165524e+01,6.185639321976802307e+01
2.084771831474112957e+01,8.331645332603092413e+01,7.491023311274299878e+00,5.000178229519625539e+00,7.233937742659438008e+00
2.538621649560114690e+01,8.197508484417855357e+01,7.234011021445634348e+00,4.999130812011135738e+00,4.458974676538165482e+00
5.427827534754302974e+01,7.962577077577341811e+01,7.432197251880861444e+00,3.931628612967912062e+01,3.997131934760025729e+01
2.236972047149754061e+01,9.179458978614644593e+01,7.290618082181818060e+00,4.999991574332714350e+00,4.972506519857781804e+00
6.907550118749045964e+01,8.106683480579857815e+01,7.478270612051170829e+00,5.344833782894582441e+01,5.470830437822434789e+01
7.866584235889065724e+01,9.326330658714974220e+01,7.429263880754911398e+00,4.928697101694786653e+01,4.919287002134798570e+01
7.865472171323993678e+01,8.113715187707953191e+01,7.461158666807445883e+00,5.192073244290873646e+01,5.127777723547352196e+01
6.977876882777090373e+01,4.209056334146887934e+01,7.296714850877000558e+00,2.712769802564980637e+02,2.695924599827509951e+02
2.231765432704421315e+01,6.877369133794695699e+01,7.212274652131651642e+00,5.131789440423971449e+00,5.850289174039343898e+00
2.680649750187797054e+01,8.674193231421395467e+01,7.419282436444774476e+00,4.999941071165550532e+00,5.164476833455411864e+00
7.873397176488906268e+01,8.955032536291849965e+01,7.301846970186674390e+00,5.119548257560192184e+01,5.232267596799563592e+01
5.252862497508589712e+01,5.216526640638505796e+01,7.396900065652246781e+00,1.317081944917752026e+02,1.311618645026015315e+02
2.673100759351585509e+01,4.246267863362557193e+01,7.245101946195292797e+00,1.850926517832327178e+01,2.110548429663063175e+01
2.028792177617049575e+01,8.304523222397881455e+01,7.304478379756394801e+00,5.000201705246454686e+00,4.296384726782973118e+00
2.691602033978372077e+01,8.178010953386743154e+01,7.360109132513652952e+00,4.999955825038402857e+00,5.516842427473434896e+00
7.271584455088476773e+01,4.489045537624645732e+01,7.408430303313755516e+00,2.449970598692584645e+02,2.454158307975593232e+02
3.796033315414962317e+01,9.268908137032084937e+01,7.408690544744739093e+00,6.504167524588554627e+00,7.611540207161360705e+00
6.475574702517388914e+01,6.360001329118799163e+01,7.263055861754390996e+00,7.256430843456101343e+01,7.240293654183105332e+01
7.624198020406376486e+01,7.464218835852565803e+01,7.365701180988595276e+00,5.961521096408294795e+01,5.870226842658962596e+01
4.129398455375360300e+01,4.805532194040983995e+01,7.234911179779606627e+00,1.047564165332378110e+02,1.037721143874661038e+02
7.588138648324510882e+01,7.982233118847076980e+01,7.227283269467524640e+00,5.979691077410613076e+01,6.061405310256029821e+01
7.293350376135171587e+01,8.165919459407527370e+01,7.407659022410109095e+00,5.690992002071449463e+01,5.701737988488233100e+01
2.729706690282041137e+01,6.724030989727692997e+01,7.350017741028964657e+00,5.254038459805217443e+00,5.600227400103007902e+00
2.766991569003630502e+01,7.154302240486548214e+01,7.412708005807866485e+00,5.038574018830078494e+00,4.225858973088469916e+00
7.407373246265399303e+01,7.562658933792596372e+01,7.380985142297346258e+00,5.962560769031822616e+01,5.976680514400806032e+01
7.027773000308754092e+01,8.082789608908601053e+01,7.307673882977589130e+00,5.700082370250606090e+01,5.721991274263472604e+01
6.946535101289299519e+01,6.729200893221296553e+01,7.319320993124325270e+00,6.385570115044995987e+01,6.447236666693378027e+01
6.001132723567441474e+01,4.984206599055079323e+01,7.221387446652236974e+00,1.851046228087999168e+02,1.836430088095038968e+02
7.748228058349926073e+01,8.230047736334682895e+01,7.430396744955456434e+00,5.482667573104179581e+01,5.405947833148757553e+01
4.530732699546150855e+01,7.950205092837482823e+01,7.271909615703074259e+00,3.047896050530906820e+01,3.220816361423406704e+01
6.912325353415735663e+01,6.850816847755820049e+01,7.356298697919373630e+00,6.135454443951030612e+01,6.096159311786234269e+01
6.646250516287535959e+01,4.954429742958534888e+01,7.352855275760169285e+00,1.969993230756495279e+02,1.969153971165936525e+02
4.617495310909517769e+01,4.732223136578500799e+01,7.225126486329061848e+00,1.448848957375878967e+02,1.444865113668008121e+02
3.751518500185959937e+01,7.198585924027325689e+01,7.330328469005212177e+00,1.074559995936162338e+01,9.248879303065596247e+00
2.689382496007609902e+01,5.186322302685679375e+01,7.469539596898757239e+00,1.393644710613839521e+01,1.286072695509097485e+01
7.717400807908967408e+01,4.204248907449996153e+01,7.476614967288263358e+00,2.601282697166230378e+02,2.604989732228228831e+02
6.915121214099815461e+01,5.868888868269552006e+01,7.278565379780900457e+00,1.215776005762197371e+02,1.209055173139840917e+02
6.458611894766609396e+01,6.537069915741918180e+01,7.317662007465520091e+00,6.417923458314066920e+01,6.620636959604603078e+01
3.508853981968752578e+01,8.819685655767786159e+01,7.381111052313817922e+00,4.400854582170753204e+00,2.902671805469674737e+00
6.920656378837597344e+01,6.647866849385670207e+01,7.328553136297058401e+00,6.507839714973692935e+01,6.313604420995154243e+01
3.177400335553937438e+01,5.428642208379791612e+01,7.387998453673790600e+00,1.249718163353468192e+01,1.210521423651235828e+01
5.811755131270800234e+01,5.408168427550930346e+01,7.244754754468747393e+00,1.476001850946565241e+02,1.463906347861341430e+02
2.972796342097262112e+01,5.526705206702662565e+01,7.345793598300774718e+00,1.199447806805340555e+01,1.337514107042168732e+01
4.716241253704914271e+01,8.703660852441794304e+01,7.304795318897840062e+00,3.073867734780002081e+01,3.031245405187445030e+01
5.666414191232546926e+01,9.578881170754259244e+01,7.353544212427947535e+00,3.995786120415429821e+01,4.047421617612564404e+01
6.314922678976948589e+01,7.520889423763128434e+01,7.361621771799621960e+00,5.229950950761647022e+01,5.088095887170025833e+01
7.504592218011626414e+01,7.024555670590402201e+01,7.397266590032438138e+00,6.199978606607706411e+01,6.266048690225809992e+01
7.747003360812209394e+01,5.347351542857300899e+01,7.371064177536137407e+00,1.699326092074052781e+02,1.705661922500221124e+02
6.563274581159512877e+01,8.979173158803683918e+01,7.400883767830158000e+00,4.933868976095207870e+01,5.057206528326305772e+01
2.269804130010659193e+01,7.443207847080176975e+01,7.291583360991356955e+00,5.010633744959438474e+00,5.223725559679833097e+00
4.322296798903796855e+01,4.607860129055023179e+01,7.433974001367333884e+00,9.361247600177489403e+01,9.412201432152018299e+01
6.358139130284700258e+01,7.529964675715034161e+01,7.296783485241534528e+00,5.382182074760735446e+01,5.398129892071228397e+01
7.209531117074527629e+01,6.451635664638409651e+01,7.266830100152377625e+00,7.409767818022876895e+01,7.501429755675117406e+01
2.134252478642644490e+01,6.782084751250013710e+01,7.299551855263944233e+00,5.199053076288984165e+00,4.778291109347040155e+00
4.396956713105355163e+01,6.094930275928795993e+01,7.248278448276357366e+00,5.184162140924598816e+01,5.237782997257096440e+01
7.611719183198664496e+01,5.100120895650030661e+01,7.354751651841754168e+00,1.960435049976584594e+02,1.954656309161976253e+02
7.565703452372576976e+01,8.232054653969142066e+01,7.223983233027260198e+00,5.922990447285782523e+01,5.992746257613943328e+01
7.304870442279820963e+01,9.916764696982309601e+01,7.439797957799093808e+00,5.169623527875891256e+01,5.140994945154820073e+01
2.918794426265141695e+01,4.191083491883448886e+01,7.409453267117295461e+00,1.883803057171487438e+01,1.817887123524877069e+01
3.932103453154137185e+01,7.683136535889930485e+01,7.250674126697268740e+00,1.971944994442242560e+01,1.903127489061732547e+01
7.567815917096328349e+01,6.714742162307408080e+01,7.241324788579560412e+00,6.717528078565082694e+01,6.863654054928244364e+01
7.519146798971962653e+01,7.733515922457249303e+01,7.434829860047622141e+00,5.837802540546171315e+01,5.681007713971433049e+01
