c,p,I_signal,b,lambda,lambda_noisy
1.270440316863245300e+01,2.310245419771836950e-01,8.158311294597503149e+00,1.040340239621615925e+00,3.834520838494243078e-01,3.996100389859567059e-01
1.119065123218828539e+01,2.979732242251400542e-01,1.751979898746095499e+00,4.347441421967561226e+00,1.929631277857430660e-01,1.852089026684139994e-01
6.111284642300898184e+00,7.177662424806599550e-02,1.939587418920347694e+00,4.452817645493675869e+00,1.197825411830829856e-01,1.161839761942839444e-01
2.960261144626922913e+00,1.927263141780092282e-01,7.417834604658308351e+00,4.864257619865572480e+00,6.389611063604273833e-02,7.772315190130818507e-02
1.757959712842808742e+01,1.556951445863329064e-01,1.992851880023061018e-01,1.112204647651806599e+00,4.535848415620646890e-01,4.557853931114843049e-01
1.133276199849913368e+01,1.153378873723820142e-01,2.051544975316112129e+00,2.318943865284098127e+00,2.637904131042276834e-01,2.714326250692160047e-01
5.237130785384057852e+00,1.529943093614438698e-01,2.534333519951101898e+00,2.896581053593997979e+00,1.421074993902102235e-01,1.288980264326972658e-01
1.627299497107374648e+01,1.343460661139563583e-01,5.385312954085268444e+00,2.048759311500080393e+00,3.277198495690144542e-01,3.240259294942574586e-01
2.181654622378491126e+01,2.039272935459567337e-01,3.235810397207028455e-01,1.098883101424078523e+00,5.108475626730727415e-01,5.106896728489893622e-01
1.926375450056699989e+01,2.826466682000142727e-01,2.716456575636627679e+00,3.299202113764518884e+00,3.263569087981130767e-01,3.228177470920731706e-01
1.555415541595136286e+00,1.167426812151066556e-01,2.993345106852252968e+00,9.229657365337934349e-01,5.321175925020345254e-02,4.907445255375315896e-02
1.173786589175839801e+01,2.071619593602805603e-03,4.343817128125358806e+00,2.728075562816939525e-01,9.293238413643356219e-03,-7.030161999776679896e-03
2.048121650821270734e+01,2.515249711909285923e-01,8.735770363532054716e+00,1.340878426569787507e+00,4.884778438967610215e-01,5.047888855972522126e-01
1.248180169902269299e+01,2.048599528253148283e-01,4.647538999875441057e+00,3.122501956333712414e+00,2.618190285420473051e-01,2.633088815248115222e-01
1.374431485502411476e+01,1.225258066135439666e-01,4.989457826284937170e+00,4.601107812327692725e-01,3.307086057709054394e-01,3.161755478597562119e-01
2.388453361743500380e+01,1.273619613490359348e-02,9.306771123623860831e+00,3.501450948842633082e+00,9.567358192980154885e-02,1.064811179521176210e-01
5.479262287079768257e+00,2.790346152399663660e-01,9.410336764502069684e+00,3.639767062420128596e+00,1.358193481261610880e-01,1.365436880576305079e-01
5.955620493544091509e+00,1.841310690904958969e-01,9.749060688553832676e+00,4.421082279353650613e+00,1.253551522498516646e-01,1.325933728301186554e-01
2.325750019745401076e+01,1.602439008596059367e-01,5.712782715205308115e+00,1.873087542447492426e+00,4.343964198621669270e-01,4.325547984074866181e-01
2.768160933182408101e+01,2.230187349553242881e-01,1.409619530259830222e+00,4.704714175112291841e+00,3.755990617816519217e-01,3.678694083258278180e-01
5.763533725790083828e+00,1.687797719699954402e-01,2.338504412612746108e+00,1.871293767234133432e+00,1.798199874530946873e-01,1.723464867239921094e-01
2.689747082588503702e+00,2.805538993435280903e-01,2.301689219834144318e+00,3.313268949818595654e+00,7.969991254546943127e-02,8.326022545312598833e-02
2.468836140191537964e+01,2.486134694711722992e-01,9.454471573952043073e+00,1.422536450462674740e-01,6.485012701446782879e-01,6.563831863298245084e-01
1.744493740759898159e+01,5.591935948898620751e-02,8.595074680849773330e+00,3.140127407998147824e+00,2.203586258573395351e-01,2.253998606933632909e-01
8.076906595222943963e+00,3.366234104379469544e-02,2.903746293408317136e+00,9.069970495720142134e-01,9.663441026031974190e-02,1.032424773444886590e-01
2.357422057846827457e+00,2.650974399877934484e-01,6.542806725354230579e+00,4.612310830682452512e+00,5.212068646203676242e-02,6.431984504445359407e-02
1.696177047214145972e+01,2.773714276237203014e-01,2.929560899440274646e+00,3.467217822638231084e+00,2.971291249916898081e-01,3.001854084805021250e-01
5.440043556516037881e+00,1.661482714005258765e-01,2.045731499928896469e+00,4.589378204523599791e+00,1.236857247862932219e-01,1.339268591078441595e-01
2.710805633114463831e+01,1.107063054102470218e-01,5.519587835093266115e+00,4.929542504956798687e+00,3.516225235614459654e-01,3.629172847499761989e-01
2.725385176037186596e+01,2.262754249360607040e-01,9.343887042197971837e+00,2.235108611246498178e+00,4.913043252197747957e-01,4.944705605820538530e-01
2.233225454671775623e+01,2.219728410469433977e-01,9.369199545166072340e+00,1.553678799909370412e+00,4.847216904284031291e-01,4.842216453274581500e-01
2.952185999208815659e+01,2.641897792369973241e-01,7.120848133788700629e+00,9.361810172040990752e-01,6.125948338007259908e-01,6.085259184932386711e-01
9.858395568862444946e+00,2.871515480832568246e-01,7.499378836127315040e+00,2.105822689230030242e+00,2.844432570906966218e-01,2.727079326577599994e-01
4.434303518688370360e+00,2.101115064308604063e-01,2.618402632143457254e+00,4.284762650379746241e+00,1.032457199928300540e-01,8.798399591143545029e-02
1.965294118765348230e+01,1.562881752156865534e-01,3.836781895253551511e+00,3.811922195920335987e+00,3.226919250845987630e-01,3.361479044929182036e-01
8.085574993016798828e+00,1.161664997908420094e-01,5.316621837003112638e+00,2.803240426807634300e+00,1.756258494907133039e-01,1.758354637937066256e-01
2.116856998025394176e+01,2.025875445193618674e-01,5.869537409964033614e+00,1.111315047657960298e+00,4.778667619795082255e-01,4.727349816666798765e-01
3.124295874383368421e+00,1.400596044818329666e-01,3.804482788654554248e+00,1.645620126353634083e+00,1.001982708496064745e-01,1.163412832121562407e-01
1.093013132643022800e+01,4.013244082216534114e-02,3.107220758416415762e+00,2.328409904326168345e+00,1.384047887583519654e-01,1.484983074757476873e-01
2.007136212421940513e+01,2.849652828945314353e-01,2.348557370109833897e+00,4.801571132183853230e+00,2.719324013031930165e-01,2.729229232098023261e-01
2.817100349240306656e+01,1.715051210181116424e-03,6.962769982865861351e+00,6.993137461309917313e-02,1.757023427967545348e-02,2.803487276167171416e-02
3.483014975698103033e+00,2.937122125860360811e-01,4.050587621023815643e+00,7.009008283312351262e-01,1.855511488978821011e-01,1.840727307125193668e-01
1.410195999854539828e+01,2.900762384047951836e-01,8.908164055284590432e+00,3.530174456420950957e+00,2.857642935980370669e-01,2.898005127645407186e-01
2.843892875145465027e+01,1.834983275955909265e-01,1.888828740975547760e+00,4.907974264123428298e+00,3.925643276492502554e-01,4.112356906775147536e-01
2.559559464551503183e+00,1.401092662774379438e-01,1.164215090388766027e+00,8.307558224969019411e-01,1.026714449763063697e-01,1.137369147662913582e-01
1.420776851911263705e+01,4.280532422793555114e-02,8.307160278067998505e+00,9.043421194021777909e-01,1.709107514928372984e-01,1.686673781201679378e-01
2.268643684011833273e+01,2.516567783092165667e-01,1.976920034467231080e+00,4.339930563147772702e+00,3.220534977458018866e-01,3.294988531179404712e-01
1.491297783527716980e+01,2.407260609594541745e-01,5.561437134008073713e+00,5.107834194266031025e-01,4.593415173232580639e-01,4.716839510022071691e-01
2.572431963879961003e+01,1.706823757391401006e-02,9.290430316968862456e+00,3.224392644289426624e+00,1.308166154256018288e-01,1.301842430388286953e-01
1.268837616632398202e+01,2.183631114266763595e-01,5.705129611089633457e+00,3.387130781651875644e+00,2.585105816418391544e-01,2.548975908826416337e-01
9.875509966216572622e+00,1.597815435943868156e-02,3.690609097420627371e-01,1.219270248139046497e+00,7.358441573155895254e-02,9.292873163306164530e-02
1.737849694264498757e+00,1.527099526137525864e-01,8.166661412592693736e+00,3.085232910739358125e+00,4.975163161733535400e-02,4.740866769182777718e-02
1.527703751106233021e+01,1.056642781443384721e-01,7.981497535188769810e+00,3.796353592268283172e+00,2.518363532610860545e-01,2.392890258038131990e-01
2.942614308648298049e+01,1.076074518153150028e-01,3.541564898755782398e+00,5.853224454580430169e-01,5.166942076929006422e-01,5.188154710485635146e-01
2.749352095471235558e+01,2.185479431007869289e-01,9.593604439103657455e+00,3.559386439313272366e-01,6.331362566816306492e-01,6.567630045849226494e-01
1.022278813307328837e+00,7.761137692130201660e-02,4.967491157898824561e+00,4.065199783853408633e+00,2.068577387464470840e-02,2.778617847519886108e-02
1.924496708526731492e+00,3.218575219226502138e-02,2.906030400195768415e+00,2.700987652110093507e+00,2.270928732106101966e-02,3.314946068984631067e-02
2.699224908677098966e+00,1.102460216814254296e-02,5.628392879091150824e+00,3.260394431582323005e+00,1.072461457921367739e-02,-1.003056338748948770e-02
2.591417214708134864e+01,2.342239668756818660e-01,3.874159067434301829e-01,3.112852508135217189e+00,4.180831269813052864e-01,4.135463620973582333e-01
1.156426068380421057e+01,2.198448213579935473e-01,2.357334079819259909e+00,2.717868939578564902e+00,2.681733127277011186e-01,2.812917288464264476e-01
9.007238367125737000e+00,8.111791332075535266e-02,6.454423945252035999e+00,2.106963510117803473e+00,1.703790655070253068e-01,1.674519397059470172e-01
2.254120991858597378e+01,1.071795406773669718e-01,3.750399352748599924e+00,4.448410450438601060e+00,3.306526559649007324e-01,3.449708029776915041e-01
1.080169880713414088e+01,2.000602201878006470e-01,3.448239694651372922e+00,4.437522722709498879e+00,1.987543638362105347e-01,2.047106268644506566e-01
1.210676898367628240e+01,1.935015512934058768e-02,1.031848692959274061e+00,3.223295122735170271e-02,1.037661039005015606e-01,1.089552676200066378e-01
2.123118180847230008e+01,2.458123933929907690e-01,5.588558707088239430e+00,4.228885845962235379e+00,3.228582456262436562e-01,3.409142515678750263e-01
2.688838561545742678e+01,1.654653782190518563e-01,9.568209322888741042e+00,8.065822855690218951e-01,5.449848043072066384e-01,5.412203896353817711e-01
6.149357905271108038e+00,1.328930412039641684e-01,4.412691559949211140e+00,3.551281151029590522e+00,1.380913889947632256e-01,1.346990603773595696e-01
6.901351510141671142e+00,2.434573854909267716e-03,7.545031103474314271e+00,3.744264042960112171e+00,6.116222135112907125e-03,8.490078626568156595e-03
6.772069563104578194e+00,2.666375068615692845e-01,4.912689404526016101e-01,2.583254854044986004e+00,1.920518641517004188e-01,1.955641586615427252e-01
2.838548860325436607e+01,3.193486632297380667e-02,6.455742283659470004e+00,2.381993880533111341e+00,2.352903060493177767e-01,2.196463625145181064e-01
1.722678229290459839e+01,2.432706765816410599e-01,7.375093324733271949e+00,4.534271975870166393e+00,2.804435309374820884e-01,2.940760888157220587e-01
2.479933318273118559e+01,2.162119459558625723e-01,2.539703047419039628e+00,1.898958201574602045e-01,5.984872847948390362e-01,6.021155907477815372e-01
6.493872340399008181e+00,2.098455724929476351e-01,9.002856379961912126e+00,3.084530460135739283e+00,1.666701579146123435e-01,1.663574104597458914e-01
2.604990752087160999e+01,1.194386418199575028e-01,4.571695441158997397e+00,2.091700929067554782e+00,4.297771966080860540e-01,4.373406757988538840e-01
9.652166678418117485e+00,1.439150559822844622e-01,9.600000330719007380e+00,4.974831614247747780e+00,1.705895958006544422e-01,1.679838517973957779e-01
1.898272977813934048e+01,2.193281100547452289e-01,7.491465287082903046e+00,4.119277652489267361e+00,3.133842240564335135e-01,3.268200906509674541e-01
7.280000443555354472e+00,2.414782390340599327e-01,7.652325643460758720e+00,4.443222457569802941e+00,1.482480720736447100e-01,1.502622551993004207e-01
1.587222331502698047e+01,4.047624260906151905e-02,6.124935533898637985e+00,3.215689300003820250e+00,1.700541455070001540e-01,1.786336700158622781e-01
2.284861343810222678e+01,2.695459243519428560e-01,8.423700260148240915e+00,3.450470178024613865e+00,3.832748492255405037e-01,3.757793393394126547e-01
6.119423127369113757e+00,1.423555576088246233e-01,7.673055754841491272e+00,3.693843148396596110e+00,1.348763817226422967e-01,1.334608175527601803e-01
2.896006247041302473e+01,1.860983214486656989e-01,5.785646038106801115e+00,1.619789846915998810e+00,5.169905509293490908e-01,5.220660226122649794e-01
2.561947074030202742e+01,2.097307888802367459e-01,8.521969255696074441e+00,1.376664838674013236e+00,5.235006733949298940e-01,5.153934833707457530e-01
2.139894049261899056e+01,1.658272797059542891e-01,6.206631925197413580e+00,4.885253627145656807e+00,3.074180560173797594e-01,3.021566193694636970e-01
2.285844772810097325e+01,8.844094444766832652e-02,4.943964330303762811e-01,2.774937724417765761e+00,4.614524415834178606e-01,4.622545233823794897e-01
9.240464109800186066e+00,1.734707735024108022e-01,5.781222861681245107e+00,2.340006653713213147e+00,2.303078645038505456e-01,2.427486952561042355e-01
3.687139778025168013e+00,1.311902662110683848e-01,4.439093586790333390e+00,2.232238846440950830e+00,1.036022015331720669e-01,1.125207328774717880e-01
1.043579713390394836e+01,1.301206753226386015e-01,5.299462717311160809e+00,2.229811099089791693e+00,2.340695272004360838e-01,2.444112772985182480e-01
4.844127812315388582e+00,1.838175976067331907e-01,4.762468810722079837e+00,3.814315942663911052e+00,1.151803908007600630e-01,1.195089072594021085e-01
1.069907354480759665e+01,2.711403043855077910e-01,5.124110398049394277e+00,4.538348939156340300e+00,1.935527455239365313e-01,2.038586165876763168e-01
2.325276960315522601e+01,4.964019237660546174e-02,6.318766209762776143e+00,5.905320176957690181e-01,2.860808940609181894e-01,3.027679109501786314e-01
5.969008137574120632e+00,2.760881957655121621e-02,3.564822320479486883e+00,4.114667527384657575e+00,5.556848354989956523e-02,5.852489248891708240e-02
3.150129332782928948e+00,1.282403698485710952e-01,8.246294972369085485e+00,2.276055118787689846e+00,8.690058544099646398e-02,9.252275722253881785e-02
2.442431673527446989e+01,1.348417988501345588e-01,1.032621748613121726e+00,4.561375621054460261e+00,4.258814376105559685e-01,4.329821979987171776e-01
2.804334119218608379e+01,2.174851272678892111e-01,6.865018707536141296e-01,7.834616420476364640e-01,6.098185241062586970e-01,5.910582844771161692e-01
1.289999886785402339e+01,1.208978974166612513e-01,5.961296356590134238e+00,1.806612716069715852e+00,2.757731214728102453e-01,2.760247929233246578e-01
7.241620429345327459e+00,1.514493727704330772e-01,1.761930595752321249e+00,4.454449733929447319e+00,1.621196116360016093e-01,1.675362620074204167e-01
2.666790900810533671e+01,1.258658022949579458e-01,5.995140153053235110e+00,2.213428928172614718e+00,4.332499954837508160e-01,4.420178547838510275e-01
2.650819546861352460e+00,1.773220352611857079e-02,7.613197130823516900e+00,4.580501999840419280e+00,1.585259377610438378e-02,1.386226174674085737e-02
1.106214397043715714e+01,1.479945078979026107e-01,6.716413992851012260e+00,6.458459798945731523e-01,3.051513430461708642e-01,3.161139453387565301e-01
2.435277192487839315e+01,2.780673034982361624e-01,6.228369073121172050e+00,9.085400295432694007e-01,5.681317488913236735e-01,5.629327577767604396e-01
2.220932692945368458e+01,1.420471230073837854e-01,8.676120894016408513e+00,4.503470702095400569e+00,3.287714889181345690e-01,3.281990396928215481e-01
2.309584104418680184e+01,2.146202523705243725e-01,8.250853563853805639e+00,4.469796381684288278e+00,3.438174976064817256e-01,3.618245016940134229e-01
1.494377033816843081e+01,9.944175522706086290e-02,4.014624662465433147e+00,2.373660894009353761e+00,2.793347036478668888e-01,2.669967194580443737e-01
2.141164701909796264e+01,2.085740591823650406e-03,9.264027650401553515e+00,1.547151494666205718e+00,1.602022646215153778e-02,1.637582202974116954e-02
9.819694708412075812e+00,2.837756748001202811e-01,1.067480250374137629e+00,9.234732532280887085e-01,3.446936243386177212e-01,3.443403974671256917e-01
2.609779549591357650e+01,2.124672237162541222e-01,4.226195827945703698e+00,6.995397914351342283e-01,5.619136430478564037e-01,5.621117432133511116e-01
2.385017420205629080e+01,4.156989828973278733e-02,1.939145617842666924e+00,1.844511239252897283e+00,3.052803417907052896e-01,3.010267147971189550e-01
2.832177060396680446e+01,2.899088783520992196e-01,3.729173249736312812e+00,7.926528867374771359e-01,6.028207868100317057e-01,6.103752067944657744e-01
2.320114706129356463e+01,2.592532331852022143e-01,7.530684391266246003e+00,3.338684738632990534e+00,3.885338761751098713e-01,3.788758226336322310e-01
2.212208472547125737e+01,5.108301087765141496e-02,8.629141156371359145e+00,4.384761598838499808e+00,2.400508771620276649e-01,2.278635393728172531e-01
6.495067587751353066e+00,1.941538886930122276e-01,9.610932351816825481e-01,1.603579783801716729e+00,2.224737135438738522e-01,2.282706372685205654e-01
1.750877072876093976e+01,2.328109966958949451e-01,7.356406465594743871e+00,3.557835148026668115e+00,3.190567650133082633e-01,3.081150590504953546e-01
3.197440054555036326e+00,1.106186768125924647e-01,2.381974661699748363e+00,4.013754378533402445e+00,7.810939040278123968e-02,8.280733896578296171e-02
2.759524838309293315e+01,1.239291141664495000e-01,6.408699439575404888e+00,2.583113320905951582e+00,4.279112177312601739e-01,4.290587568830362408e-01
2.414325646079273824e+01,2.788673772097881587e-01,3.879777344517021387e-01,1.205163912519628955e+00,5.015171911245589476e-01,4.955779376755589105e-01
1.650741499349246766e+01,1.877336926846511489e-01,5.474563379737940494e+00,4.779451357957955615e+00,2.590767987111121662e-01,2.565253709560754158e-01
2.515268617497396164e+01,2.471749852848544871e-01,2.085799801326420955e+00,1.105411682288337527e+00,5.342529035311769370e-01,5.341390473606747458e-01
2.619605481954718229e+01,2.866702510576503715e-01,9.355232650872748579e+00,3.761936924341662269e+00,3.985317367408567901e-01,4.038720584957893323e-01
1.137159487784584933e+01,2.346305163651978276e-01,4.105341932269420013e+00,4.789316498842505432e+00,1.940495192561808302e-01,1.885637862819004307e-01
2.051672405857720705e+01,1.726141172215779063e-01,2.158836605337802972e+00,3.942403658411450351e+00,3.453222076403150709e-01,3.440320108735330784e-01
4.818923539251457555e+00,1.299557745472048331e-01,6.384751276697874012e+00,1.186466640622098723e+00,1.426264454165238338e-01,1.290980153566838873e-01
2.434602366864255352e+00,2.531662627264034682e-01,7.340764106740080841e+00,1.494521523171675081e+00,1.070376770566344310e-01,1.050566292656543166e-01
2.343067015705010192e+01,7.495928050645163376e-02,7.985398296531064588e+00,3.529515790677152154e+00,3.105541911200330185e-01,2.921210108744859979e-01
7.320390219558955636e+00,3.801156429390542633e-03,4.726744883898089888e+00,3.888550950688134833e+00,1.039950898470591231e-02,1.065087207078355656e-02
1.274988670400959023e+01,2.680839934420070070e-01,6.945484646718117716e+00,4.022209510570892377e+00,2.431673820653046936e-01,2.393003877343114483e-01
1.519620908718083108e+01,1.119702655624599946e-02,9.030252577586889373e+00,3.564378399854997603e+00,5.640690154256694511e-02,7.797882477210750507e-02
2.839136363961194220e+01,2.911750571212517458e-01,4.642815199357083422e+00,1.524751742900516849e+00,5.371344293093938127e-01,5.506067073883226248e-01
2.356184077078945194e+01,2.185783286530895014e-02,9.783935060885738721e+00,1.479790980601784600e+00,1.518711795277299936e-01,1.509818334900458470e-01
1.691488042890056676e+01,3.208807551312343586e-03,9.825995084821469661e+00,1.886528628618877601e-01,1.939901203471054367e-02,2.946162231790027883e-02
2.445421686929086391e+01,5.253543187125744168e-02,3.827325232051539405e+00,2.493921014551775395e-01,3.290303008968002985e-01,3.324300020353564977e-01
8.224237210611018867e+00,2.447722309206911695e-01,5.332131570880349614e-01,2.971953403925986059e+00,2.080730297533410211e-01,1.971476558169270588e-01
3.490894765233607089e+00,2.292116092734909072e-01,1.650879054193551410e+00,4.077747404781330687e+00,8.999580411184301965e-02,6.628903913897615796e-02
8.394192515276046151e+00,2.539251324568194204e-02,3.490691606235090116e+00,1.765281485637730796e+00,7.486944068489459481e-02,8.644424045573172177e-02
1.827591038507447152e+01,2.229327338700361483e-01,9.379960725585757331e+00,4.222210144080439598e+00,3.079113925632979698e-01,3.122787318399137813e-01
1.074922763426791583e+01,7.152856878039619282e-02,6.192762193782687774e+00,3.305562610212973595e+00,1.719692364573462418e-01,1.528857563545867881e-01
2.966301964827490423e+01,2.442820081711800928e-01,9.953871704614213556e+00,1.243930012426369691e-01,6.998067104582859077e-01,7.066091122954265558e-01
1.701596706357699063e+01,5.571544094258817220e-02,1.846848297112394510e+00,4.314613928877141902e+00,2.584529611652226500e-01,2.680026853179915958e-01
1.748048847991859134e+01,9.441496137397077659e-02,2.120568359754434695e+00,1.618478082551062958e+00,3.571577299300790487e-01,3.507344594879991395e-01
2.251565554619893561e+01,1.961018026626461241e-02,1.609018381909408379e+00,4.150864330292362681e+00,1.664249739327660349e-01,1.747120871788892527e-01
1.593578992800224903e+01,2.855512594699695650e-01,1.984671562217714680e+00,8.962246647218874429e-01,4.503434986583536581e-01,4.335332890493059921e-01
6.039125001973980389e+00,2.497110970481827841e-02,3.958638165175982770e+00,1.753226881551922522e+00,5.314046850382359716e-02,5.132057726732520975e-02
6.840654857243588793e+00,2.084388133040787072e-01,6.787548376244675552e+00,3.332807042499516648e+00,1.655305145426176627e-01,1.662402862152908001e-01
1.415814623551812268e+01,2.307385910610562918e-01,3.508501646586902112e+00,2.385588226983307081e+00,3.179577140132446855e-01,3.261233620424393020e-01
8.334980257369842604e+00,1.313528973701857672e-01,9.714628343089051654e+00,4.238604992976203967e+00,1.607952978941987188e-01,1.651169660684358997e-01
7.006451407021216937e+00,2.195321011149783952e-01,7.716489597038433956e+00,3.396509510884170524e+00,1.687774075706679200e-01,1.713314801164595169e-01
1.166605128292751914e+01,2.154840507444737707e-01,8.846235701336349067e+00,4.471705843666040181e+00,2.160785294587946603e-01,2.219567208941778946e-01
2.426394315699571891e+01,2.149578375930839280e-01,1.011784827354560434e+00,4.928876690567014940e+00,3.486016860358744363e-01,3.423817110065575653e-01
2.608299178289897213e+01,1.059112349429022631e-01,2.770365118633374202e+00,1.304424623129781802e+00,4.710513421602093853e-01,4.861396398402623165e-01
8.637480418311838548e+00,1.282951960675700609e-01,1.261342649005524619e+00,3.760422383311601724e+00,2.065570752994513870e-01,2.034576924473433523e-01
6.731693108822620175e+00,5.964104124963558878e-02,8.324335758861277412e+00,1.315095174336362138e+00,1.135145221683092065e-01,1.217482058787118654e-01
2.042977741939523639e+00,8.329216032242328649e-02,7.996184040034299834e+00,2.416540149639373247e+00,4.542336124319038687e-02,4.567686154941037052e-02
1.268919399230427736e+00,8.394235833249520662e-02,5.227044452141673681e+00,3.270383154699603612e+00,2.798135659673456344e-02,2.580694926558024099e-02
1.163563133982104958e+01,5.122572140294488763e-02,8.151314319048317714e+00,3.894658563256081951e+00,1.465952936606780832e-01,1.527303968649712795e-01
6.615108105341472644e+00,2.137535583960694097e-01,2.582098709466766895e+00,3.630104468491868630e+00,1.566774055677217781e-01,1.614160547926931921e-01
1.560522170290939670e+01,1.406088132728549878e-01,8.333003181395783443e+00,4.599956605837717483e+00,2.537860948862263877e-01,2.674875267816824720e-01
4.811174350761492136e+00,2.879619666746326967e-01,6.984813285066004962e-01,1.766363937055582145e+00,1.813192618020494640e-01,1.923284052896922502e-01
1.917601038364698951e+01,1.505173447213556948e-01,3.475677675709919257e+00,8.904789203460883318e-01,4.302312125734327752e-01,4.248287591134526364e-01
1.716209149261312561e+01,2.381439166689583720e-01,5.113212185215273209e+00,4.710917487406972803e+00,2.650351499917318332e-01,2.703152357106495818e-01
2.750349136176911813e+01,2.082874492610891082e-01,8.659915070736317944e+00,3.016519438458634461e+00,4.453505571816953057e-01,4.466429023725426717e-01
2.451010951421297790e+01,1.092632358833759698e-01,3.673419011813235713e+00,4.133189978352133309e+00,3.591386353543897236e-01,3.514554783214652867e-01
4.526822255045194865e+00,1.109192897451973248e-01,7.258704516172581833e+00,2.304709100474214623e+00,1.107844807642409668e-01,1.000529580573699950e-01
1.686265254335991770e+01,8.163953412510562002e-03,3.738911836949302625e+00,4.218447222730481450e+00,5.015389766782774733e-02,5.296647339200426241e-02
1.164330712289526559e+01,1.830022383375091155e-01,4.910130110058677388e+00,3.260968140602575005e+00,2.425435634372170857e-01,2.374596071249572560e-01
2.192724977437912059e+00,1.256197205970215336e-01,3.304184363977568317e+00,1.354632881689110668e-01,8.247088629149619543e-02,6.886883582787781122e-02
1.695359844811471106e+01,4.697138008964690803e-02,6.171257882104292491e+00,4.212806725829546295e+00,1.905126875037611023e-01,1.898237311114638615e-01
2.929474059473412595e+01,2.015205090361513879e-02,3.389596669991945532e-02,3.506334042631135794e+00,2.408778188698093570e-01,2.433418851510763536e-01
5.211771889051749262e+00,2.829064285839907877e-01,5.682601012595144496e+00,1.850162224883861839e+00,1.877268568665830806e-01,1.889714852250410082e-01
1.144222663334993673e+00,2.910028269315404273e-02,3.717080276114077542e+00,3.218751892366544798e+00,1.183494372655676842e-02,3.763373384859693138e-05
6.752354135540246105e+00,5.286857398649693479e-02,8.297912418754496144e+00,3.058642485033230329e+00,9.669448625793498897e-02,9.114042131784949596e-02
1.346248411454187099e+01,2.971238800598485774e-01,3.780872740508722796e+00,4.054266895686141403e+00,2.377948337977460191e-01,2.517147159398255285e-01
8.662827707527974042e+00,2.890987064547532737e-01,8.971291050516621013e+00,1.110656379034337116e+00,3.234212481489783242e-01,3.159572105735102832e-01
2.110551653420653295e+01,2.792164794277787743e-01,9.465503910710630464e+00,4.385055636513973454e+00,3.305155727183394232e-01,3.274748626977055377e-01
8.750608698603176805e+00,1.298952452026142235e-01,3.050296426024621255e+00,2.943971336290689411e+00,1.997032899113967419e-01,2.229660645926338780e-01
2.601821769539647633e+01,8.555420990223762401e-02,5.524557758425769016e+00,1.983925660923458345e+00,3.873199642609977400e-01,3.910163083063175615e-01
4.719712103496428668e+00,7.284256124123308918e-02,3.844885636175932042e-01,2.535766710373869692e+00,1.177666326112397355e-01,1.129538149763169297e-01
5.506637227874917606e+00,2.958596727222590483e-01,3.775204081862969296e+00,7.305654445876108571e-02,3.034980056163819606e-01,2.842573282207335739e-01
2.911194171242377493e+01,1.723132986582217308e-01,7.608216821442846722e+00,4.457306312900673362e+00,3.931327153661662299e-01,3.964068091543323513e-01
3.125452050588948261e+00,9.708171808254691115e-02,8.765741641715511179e+00,1.558370146158680303e+00,7.892116517605760051e-02,6.521190773985516276e-02
2.289499489726015824e+01,2.158454243655514859e-01,8.999060864023698869e+00,3.014053032274556898e+00,4.046438079187072989e-01,4.045595745491926132e-01
3.429265081338048304e+00,2.294520799434945635e-01,4.255561493703806875e+00,2.314514599022727825e+00,1.161404873523086689e-01,1.076348307195911236e-01
5.603463787474995961e+00,2.763180005030766578e-02,3.730927039060438766e-01,1.295238761087275092e-01,7.151921477414766026e-02,5.493680653860711499e-02
1.911657367054635159e+01,1.817049395991801874e-01,3.846720323228108640e+00,1.823544199967475521e+00,3.991901580186995591e-01,4.158530372767884065e-01
2.492025623770868137e+01,2.969043026203910252e-01,7.042546801819038471e+00,2.582103120164570775e+00,4.436415844939940456e-01,4.427079248358564145e-01
1.888824213744426217e+01,1.514202989364252516e-01,3.228672209645243818e+00,5.358138899750491957e-01,4.464132220930590034e-01,4.557220009075470535e-01
2.989307967872355576e+01,1.372740212422995584e-02,7.805563891273874511e+00,2.261323502235585536e+00,1.268875786750400803e-01,1.343863401714097128e-01
2.960168683569355252e+01,2.187456492992516377e-01,5.566621479269212358e+00,2.899223938066326056e+00,4.543317317659164578e-01,4.471305907882847652e-01
5.340793255495216663e+00,1.783184913135817951e-01,5.220840835150797332e+00,4.353475767546991726e+00,1.150885959848031576e-01,1.160719402990241650e-01
1.452455902864654824e+01,7.260892694530540759e-02,1.570999093159715088e+00,4.404807644296449887e+00,2.611109116982623934e-01,2.576292781301232626e-01
1.461189064806199589e+01,6.490473146713549024e-02,8.059987016334032361e+00,4.873053489133244653e+00,1.915720490541861498e-01,2.012941608584699615e-01
6.412616227050412121e+00,1.232777302869718095e-01,3.084222694112565222e+00,4.254498169993754964e+00,1.367190345742536617e-01,1.410986527900083831e-01
2.010299615325241263e+01,7.267294102166159397e-02,7.386029717579983611e+00,1.229446660420041582e+00,3.107053623249270702e-01,3.072303039953176440e-01
2.622776573656141252e+01,2.434933866889963661e-01,5.819638319283923167e+00,3.047100722721578947e+00,4.206666765325997037e-01,4.373152682192285590e-01
2.244012609889497867e+01,3.884414243884571055e-03,5.321623957487036982e+00,3.306581719824351229e+00,3.152105645356727964e-02,3.676769860850321453e-02
2.387844962970257967e+01,1.006514951516129797e-01,8.014874511119312928e+00,1.381035955855696606e+00,4.024784373182208608e-01,4.071521634815496449e-01
