S,v_subinh
4.130791784015608670e+01,4.341621821725331642e+01
4.137835740909122251e+01,4.345040180210561687e+01
4.144891709380878098e+01,4.348456242931038673e+01
4.151959709913400332e+01,4.351869994809631947e+01
4.159039763024139091e+01,4.355281420743887111e+01
4.166131889265533061e+01,4.358690505606018206e+01
4.173236109225066315e+01,4.362097234242905586e+01
4.180352443525329420e+01,4.365501591476112253e+01
4.187480912824079837e+01,4.368903562101862548e+01
4.194621537814299472e+01,4.372303130891059908e+01
4.201774339224261468e+01,4.375700282589279055e+01
4.208939337817580650e+01,4.379095001916769547e+01
4.216116554393280325e+01,4.382487273568456487e+01
4.223306009785850534e+01,4.385877082213936973e+01
4.230507724865308461e+01,4.389264412497484358e+01
4.237721720537261660e+01,4.392649249038052517e+01
4.244948017742964197e+01,4.396031576429266607e+01
4.252186637459380592e+01,4.399411379239435149e+01
4.259437600699246929e+01,4.402788642011540787e+01
4.266700928511126989e+01,4.406163349263243134e+01
4.273976641979485436e+01,4.409535485486888007e+01
4.281264762224733289e+01,4.412905035149498190e+01
4.288565310403298980e+01,4.416271982692776277e+01
4.295878307707688037e+01,4.419636312533108224e+01
4.303203775366543482e+01,4.422998009061560509e+01
4.310541734644708356e+01,4.426357056643881549e+01
4.317892206843288250e+01,4.429713439620510229e+01
4.325255213299710277e+01,4.433067142306563113e+01
4.332630775387785604e+01,4.436418148991842259e+01
4.340018914517779081e+01,4.439766443940839480e+01
4.347419652136458978e+01,4.443112011392731375e+01
4.354833009727165916e+01,4.446454835561381458e+01
4.362259008809876804e+01,4.449794900635340156e+01
4.369697670941262402e+01,4.453132190777851207e+01
4.377149017714755530e+01,4.456466690126841712e+01
4.384613070760609332e+01,4.459798382794929950e+01
4.392089851745960516e+01,4.463127252869430350e+01
4.399579382374895431e+01,4.466453284412345681e+01
4.407081684388506915e+01,4.469776461460367045e+01
4.414596779564968898e+01,4.473096768024890224e+01
4.422124689719586144e+01,4.476414188091987256e+01
4.429665436704863879e+01,4.479728705622443385e+01
4.437219042410572456e+01,4.483040304551723665e+01
4.444785528763809879e+01,4.486348968789999958e+01
4.452364917729062199e+01,4.489654682222132465e+01
4.459957231308273862e+01,4.492957428707684642e+01
4.467562491540903835e+01,4.496257192080916099e+01
4.475180720503993825e+01,4.499553956150783307e+01
4.482811940312237908e+01,4.502847704700943154e+01
4.490456173118035110e+01,4.506138421489752233e+01
4.498113441111559041e+01,4.509426090250268260e+01
4.505783766520825395e+01,4.512710694690249369e+01
4.513467171611752349e+01,4.515992218492156240e+01
4.521163678688227350e+01,4.519270645313149970e+01
4.528873310092171067e+01,4.522545958785094911e+01
4.536596088203602051e+01,4.525818142514562226e+01
4.544332035440698547e+01,4.529087180082824204e+01
4.552081174259876661e+01,4.532353055045855683e+01
4.559843527155836540e+01,4.535615750934343993e+01
4.567619116661640533e+01,4.538875251253674037e+01
4.575407965348774297e+01,4.542131539483939662e+01
4.583210095827213593e+01,4.545384599079941523e+01
4.591025530745489647e+01,4.548634413471188509e+01
4.598854292790753817e+01,4.551880966061896316e+01
4.606696404688845092e+01,4.555124240230987454e+01
4.614551889204355462e+01,4.558364219332093370e+01
4.622420769140693153e+01,4.561600886693554457e+01
4.630303067340157241e+01,4.564834225618420049e+01
4.638198806683993780e+01,4.568064219384449842e+01
4.646108010092466145e+01,4.571290851244110343e+01
4.654030700524925379e+01,4.574514104424580552e+01
4.661966900979869877e+01,4.577733962127748413e+01
4.669916634495017860e+01,4.580950407530215784e+01
4.677879924147373458e+01,4.584163423783290625e+01
4.685856793053289238e+01,4.587372994012991967e+01
4.693847264368535832e+01,4.590579101320053468e+01
4.701851361288377973e+01,4.593781728779917728e+01
4.709869107047624937e+01,4.596980859442739131e+01
4.717900524920709415e+01,4.600176476333382425e+01
4.725945638221753597e+01,4.603368562451424850e+01
4.734004470304633827e+01,4.606557100771156854e+01
4.742077044563050947e+01,4.609742074241577114e+01
4.750163384430597802e+01,4.612923465786395383e+01
4.758263513380827447e+01,4.616101258304036037e+01
4.766377454927317103e+01,4.619275434667629554e+01
4.774505232623748441e+01,4.622445977725027433e+01
4.782646870063959454e+01,4.625612870298780166e+01
4.790802390882023332e+01,4.628776095186156425e+01
4.798971818752316665e+01,4.631935635159133824e+01
4.807155177389584111e+01,4.635091472964395365e+01
4.815352490549010156e+01,4.638243591323342230e+01
4.823563782026289459e+01,4.641391972932078858e+01
4.831789075657690091e+01,4.644536600461422182e+01
4.840028395320128851e+01,4.647677456556894526e+01
4.848281764931236637e+01,4.650814523838729286e+01
4.856549208449433763e+01,4.653947784901866669e+01
4.864830749873991067e+01,4.657077222315952980e+01
4.873126413245103805e+01,4.660202818625344889e+01
4.881436222643961997e+01,4.663324556349097350e+01
4.889760202192820771e+01,4.666442417980979940e+01
4.898098376055067860e+01,4.669556385989459812e+01
4.906450768435296084e+01,4.672666442817710930e+01
4.914817403579371557e+01,4.675772570883607671e+01
4.923198305774504746e+01,4.678874752579730512e+01
4.931593499349326493e+01,4.681972970273358214e+01
4.940003008673947704e+01,4.685067206306472087e+01
4.948426858160038222e+01,4.688157442995747459e+01
4.956865072260895033e+01,4.691243662632565758e+01
4.965317675471513326e+01,4.694325847482999592e+01
4.973784692328660384e+01,4.697403979787818429e+01
4.982266147410940249e+01,4.700478041762490022e+01
4.990762065338872588e+01,4.703548015597171883e+01
4.999272470774957355e+01,4.706613883456716252e+01
5.007797388423755791e+01,4.709675627480662996e+01
5.016336843031950821e+01,4.712733229783248845e+01
5.024890859388425923e+01,4.715786672453389627e+01
5.033459462324334055e+01,4.718835937554696613e+01
5.042042676713172966e+01,4.721881007125455909e+01
5.050640527470854124e+01,4.724921863178649062e+01
5.059253039555778031e+01,4.727958487701928902e+01
5.067880237968902435e+01,4.730990862657635176e+01
5.076522147753820491e+01,4.734018969982785308e+01
5.085178793996824709e+01,4.737042791589068713e+01
5.093850201826997193e+01,4.740062309362856752e+01
5.102536396416258668e+01,4.743077505165186381e+01
5.111237402979460853e+01,4.746088360831770814e+01
5.119953246774448985e+01,4.749094858172990286e+01
5.128683953102141402e+01,4.752096978973889208e+01
5.137429547306598465e+01,4.755094704994180432e+01
5.146190054775099298e+01,4.758088017968235306e+01
5.154965500938213552e+01,4.761076899605088641e+01
5.163755911269873167e+01,4.764061331588430193e+01
5.172561311287458352e+01,4.767041295576607496e+01
5.181381726551852296e+01,4.770016773202618765e+01
5.190217182667529272e+01,4.772987746074111470e+01
5.199067705282625695e+01,4.775954195773384470e+01
5.207933320089011886e+01,4.778916103857375930e+01
5.216814052822371650e+01,4.781873451857673274e+01
5.225709929262271203e+01,4.784826221280496128e+01
5.234620975232239459e+01,4.787774393606705559e+01
5.243547216599835536e+01,4.790717950291791283e+01
5.252488679276738281e+01,4.793656872765880905e+01
5.261445389218803115e+01,4.796591142433723576e+01
5.270417372426150138e+01,4.799520740674696384e+01
5.279404654943233055e+01,4.802445648842792991e+01
5.288407262858920177e+01,4.805365848266628603e+01
5.297425222306566184e+01,4.808281320249432156e+01
5.306458559464089575e+01,4.811192046069046313e+01
5.315507300554046566e+01,4.814098006977916100e+01
5.324571471843712089e+01,4.816999184203092454e+01
5.333651099645147298e+01,4.819895558946229386e+01
5.342746210315290512e+01,4.822787112383574737e+01
5.351856830256017616e+01,4.825673825665973027e+01
5.360982985914226617e+01,4.828555679918854082e+01
5.370124703781915798e+01,4.831432656242233037e+01
5.379282010396256908e+01,4.834304735710708201e+01
5.388454932339674031e+01,4.837171899373457506e+01
5.397643496239921035e+01,4.840034128254225010e+01
5.406847728770156891e+01,4.842891403351329416e+01
5.416067656649023121e+01,4.845743705637649867e+01
5.425303306640730483e+01,4.848591016060633052e+01
5.434554705555120080e+01,4.851433315542272595e+01
5.443821880247755018e+01,4.854270584979119008e+01
5.453104857619989332e+01,4.857102805242266186e+01
5.462403664619054666e+01,4.859929957177352833e+01
5.471718328238130624e+01,4.862752021604552510e+01
5.481048875516427188e+01,4.865568979318573639e+01
5.490395333539262879e+01,4.868380811088650262e+01
5.499757729438141496e+01,4.871187497658537069e+01
5.509136090390837381e+01,4.873989019746513662e+01
5.518530443621463633e+01,4.876785358045365371e+01
5.527940816400559498e+01,4.879576493222383959e+01
5.537367236045164987e+01,4.882362405919367632e+01
5.546809729918903287e+01,4.885143076752610369e+01
5.556268325432058930e+01,4.887918486312891986e+01
5.565743050041656659e+01,4.890688615165484521e+01
5.575233931251543140e+01,4.893453443850135898e+01
5.584740996612463704e+01,4.896212952881067793e+01
5.594264273722141922e+01,4.898967122746972080e+01
5.603803790225371273e+01,4.901715933911004441e+01
5.613359573814076953e+01,4.904459366810773702e+01
5.622931652227406829e+01,4.907197401858342545e+01
5.632520053251812442e+01,4.909930019440213300e+01
5.642124804721127163e+01,4.912657199917332917e+01
5.651745934516646486e+01,4.915378923625073782e+01
5.661383470567211162e+01,4.918095170873239397e+01
5.671037440849286071e+01,4.920805921946048755e+01
5.680707873387039797e+01,4.923511157102132074e+01
5.690394796252438425e+01,4.926210856574534347e+01
5.700098237565307357e+01,4.928905000570688344e+01
5.709818225493425103e+01,4.931593569272428113e+01
5.719554788252605704e+01,4.934276542835968371e+01
5.729307954106774048e+01,4.936953901391903088e+01
5.739077751368053271e+01,4.939625625045200508e+01
5.748864208396846465e+01,4.942291693875191072e+01
5.758667353601914840e+01,4.944952087935563867e+01
5.768487215440462990e+01,4.947606787254358096e+01
5.778323822418229128e+01,4.950255771833953844e+01
5.788177203089551881e+01,4.952899021651069233e+01
5.798047386057463370e+01,4.955536516656747636e+01
5.807934399973772344e+01,4.958168236776353410e+01
5.817838273539144467e+01,4.960794161909564082e+01
5.827759035503187590e+01,4.963414271930361110e+01
5.837696714664532749e+01,4.966028546687022072e+01
5.847651339870920850e+01,4.968636966002112842e+01
5.857622940019284385e+01,4.971239509672486179e+01
5.867611544055827721e+01,4.973836157469255426e+01
5.877617180976125866e+01,4.976426889137810861e+01
5.887639879825188416e+01,4.979011684397789139e+01
5.897679669697556193e+01,4.981590522943081112e+01
5.907736579737382954e+01,4.984163384441814060e+01
5.917810639138520656e+01,4.986730248536346011e+01
5.927901877144601883e+01,4.989291094843256502e+01
5.938010323049128658e+01,4.991845902953340186e+01
5.948136006195552739e+01,4.994394652431596882e+01
5.958278955977363012e+01,4.996937322817217364e+01
5.968439201838177866e+01,4.999473893623584075e+01
5.978616773271816243e+01,5.002004344338254782e+01
5.988811699822392853e+01,5.004528654422957601e+01
5.999024011084402019e+01,5.007046803313576078e+01
6.009253736702804360e+01,5.009558770420147766e+01
6.019500906373112059e+01,5.012064535126848597e+01
6.029765549841473415e+01,5.014564076791985769e+01
6.040047696904763086e+01,5.017057374747990650e+01
6.050347377410664507e+01,5.019544408301403138e+01
6.060664621257755869e+01,5.022025156732866691e+01
6.070999458395608173e+01,5.024499599297117669e+01
6.081351918824856284e+01,5.026967715222976096e+01
6.091722032597292724e+01,5.029429483713332161e+01
6.102109829815957909e+01,5.031884883945140530e+01
6.112515340635223282e+01,5.034333895069409692e+01
6.122938595260882266e+01,5.036776496211187748e+01
6.133379623950234816e+01,5.039212666469554591e+01
6.143838457012176235e+01,5.041642384917616226e+01
6.154315124807283865e+01,5.044065630602486294e+01
6.164809657747915139e+01,5.046482382545280387e+01
6.175322086298278634e+01,5.048892619741106103e+01
6.185852440974534261e+01,5.051296321159050251e+01
6.196400752344879237e+01,5.053693465742165358e+01
6.206967051029636906e+01,5.056084032407467532e+01
6.217551367701344844e+01,5.058468000045918700e+01
6.228153733084845101e+01,5.060845347522414528e+01
6.238774177957372302e+01,5.063216053675778028e+01
6.249412733148639632e+01,5.065580097318746056e+01
6.260069429540942565e+01,5.067937457237965759e+01
6.270744298069227796e+01,5.070288112193965446e+01
6.281437369721197683e+01,5.072632040921160979e+01
6.292148675537393387e+01,5.074969222127839430e+01
6.302878246611290081e+01,5.077299634496139902e+01
6.313626114089382924e+01,5.079623256682052101e+01
6.324392309171278725e+01,5.081940067315400711e+01
6.335176863109789025e+01,5.084250044999838281e+01
6.345979807211016777e+01,5.086553168312821782e+01
6.356801172834445168e+01,5.088849415805609766e+01
6.367640991393044203e+01,5.091138766003257388e+01
6.378499294353340332e+01,5.093421197404586565e+01
6.389376113235519483e+01,5.095696688482188108e+01
6.400271479613518011e+01,5.097965217682408934e+01
6.411185425115112935e+01,5.100226763425332877e+01
6.422117981422013600e+01,5.102481304104772164e+01
6.433069180269953335e+01,5.104728818088258890e+01
6.444039053448786092e+01,5.106969283717030095e+01
6.455027632802566018e+01,5.109202679306008577e+01
6.466034950229661149e+01,5.111428983143807159e+01
6.477061037682825884e+01,5.113648173492700266e+01
6.488105927169301879e+01,5.115860228588618952e+01
6.499169650750910421e+01,5.118065126641135976e+01
6.510252240544147639e+01,5.120262845833457988e+01
6.521353728720275456e+01,5.122453364322407765e+01
6.532474147505412532e+01,5.124636660238417107e+01
6.543613529180635169e+01,5.126812711685504809e+01
6.554771906082056887e+01,5.128981496741273816e+01
6.565949310600949218e+01,5.131142993456895596e+01
6.577145775183801391e+01,5.133297179857095927e+01
6.588361332332438280e+01,5.135444033940142106e+01
6.599596014604108518e+01,5.137583533677832293e+01
6.610849854611576859e+01,5.139715657015483430e+01
6.622122885023219396e+01,5.141840381871909216e+01
6.633415138563123037e+01,5.143957686139424368e+01
6.644726648011172188e+01,5.146067547683819043e+01
6.656057446203152494e+01,5.148169944344346760e+01
6.667407566030837529e+01,5.150264853933712317e+01
6.678777040442096791e+01,5.152352254238064688e+01
6.690165902440976708e+01,5.154432123016979261e+01
6.701574185087805802e+01,5.156504438003440782e+01
6.713001921499287050e+01,5.158569176903840514e+01
6.724449144848594528e+01,5.160626317397954210e+01
6.735915888365474302e+01,5.162675837138939272e+01
6.747402185336331115e+01,5.164717713753303485e+01
6.758908069104334970e+01,5.166751924840915677e+01
6.770433573069507815e+01,5.168778447974968770e+01
6.781978730688838652e+01,5.170797260701986886e+01
6.793543575476357432e+01,5.172808340541808292e+01
6.805128141003245901e+01,5.174811664987556981e+01
6.816732460897932810e+01,5.176807211505649775e+01
6.828356568846191976e+01,5.178794957535771459e+01
6.840000498591238909e+01,5.180774880490864831e+01
6.851664283933827448e+01,5.182746957757119333e+01
6.863347958732352083e+01,5.184711166693955420e+01
6.875051556902938898e+01,5.186667484634015324e+01
6.886775112419559264e+01,5.188615888883139604e+01
6.898518659314107992e+01,5.190556356720379227e+01
6.910282231676515607e+01,5.192488865397950093e+01
6.922065863654844975e+01,5.194413392141242980e+01
6.933869589455385096e+01,5.196329914148801521e+01
6.945693443342759110e+01,5.198238408592312965e+01
6.957537459640019506e+01,5.200138852616599650e+01
6.969401672728741914e+01,5.202031223339594135e+01
6.981286117049138795e+01,5.203915497852336358e+01
6.993190827100139018e+01,5.205791653218955872e+01
7.005115837439518600e+01,5.207659666476664739e+01
7.017061182683966081e+01,5.209519514635744741e+01
7.029026897509204730e+01,5.211371174679525353e+01
7.041013016650090606e+01,5.213214623564385164e+01
7.053019574900707767e+01,5.215049838219727718e+01
7.065046607114470589e+01,5.216876795547978674e+01
7.077094148204233193e+01,5.218695472424563775e+01
7.089162233142376124e+01,5.220505845697910985e+01
7.101250896960920045e+01,5.222307892189424905e+01
7.113360174751626630e+01,5.224101588693479670e+01
7.125490101666093778e+01,5.225886911977410421e+01
7.137640712915857932e+01,5.227663838781494121e+01
7.149812043772502079e+01,5.229432345818947425e+01
7.162004129567758071e+01,5.231192409775906782e+01
7.174217005693603255e+01,5.232944007311423462e+01
7.186450707602367061e+01,5.234687115057450058e+01
7.198705270806834733e+01,5.236421709618819875e+01
7.210980730880341127e+01,5.238147767573254043e+01
7.223277123456900028e+01,5.239865265471339484e+01
7.235594484231272361e+01,5.241574179836514702e+01
7.247932848959092667e+01,5.243274487165070497e+01
7.260292253456968581e+01,5.244966163926126512e+01
7.272672733602580308e+01,5.246649186561629108e+01
7.285074325334790046e+01,5.248323531486337856e+01
7.297497064653742882e+01,5.249989175087826965e+01
7.309940987620973374e+01,5.251646093726445486e+01
7.322406130359510712e+01,5.253294263735342895e+01
7.334892529053975352e+01,5.254933661420430724e+01
7.347400219950702649e+01,5.256564263060400322e+01
7.359929239357828124e+01,5.258186044906685908e+01
7.372479623645401148e+01,5.259798983183470256e+01
7.385051409245492948e+01,5.261403054087681852e+01
7.397644632652298924e+01,5.262998233788961500e+01
7.410259330422245228e+01,5.264584498429687898e+01
7.422895539174095347e+01,5.266161824124939983e+01
7.435553295589058109e+01,5.267730186962498351e+01
7.448232636410884311e+01,5.269289563002846677e+01
7.460933598445997461e+01,5.270839928279149689e+01
7.473656218563570519e+01,5.272381258797254588e+01
7.486400533695649528e+01,5.273913530535675420e+01
7.499166580837263041e+01,5.275436719445596623e+01
7.511954397046518750e+01,5.276950801450858108e+01
7.524764019444720020e+01,5.278455752447951710e+01
7.537595485216472468e+01,5.279951548306014075e+01
7.550448831609786282e+01,5.281438164866814589e+01
7.563324095936185643e+01,5.282915577944762475e+01
7.576221315570833781e+01,5.284383763326889039e+01
7.589140527952611137e+01,5.285842696772853344e+01
7.602081770584247522e+01,5.287292354014920193e+01
7.615045081032420171e+01,5.288732710757971489e+01
7.628030496927871695e+01,5.290163742679492742e+01
7.641038055965508136e+01,5.291585425429577327e+01
7.654067795904516913e+01,5.292997734630910855e+01
7.667119754568473411e+01,5.294400645878772593e+01
7.680193969845448976e+01,5.295794134741041148e+01
7.693290479688123185e+01,5.297178176758172441e+01
7.706409322113901794e+01,5.298552747443213917e+01
7.719550535205009112e+01,5.299917822281794599e+01
7.732714157108610209e+01,5.301273376732122244e+01
7.745900226036921765e+01,5.302619386224989029e+01
7.759108780267321492e+01,5.303955826163756626e+01
7.772339858142457558e+01,5.305282671924368998e+01
7.785593498070363694e+01,5.306599898855344577e+01
7.798869738524564355e+01,5.307907482277776978e+01
7.812168618044188406e+01,5.309205397485337130e+01
7.825490175234095602e+01,5.310493619744269722e+01
7.838834448764961849e+01,5.311772124293402442e+01
7.852201477373412786e+01,5.313040886344134606e+01
7.865591299862126107e+01,5.314299881080450660e+01
7.879003955099946666e+01,5.315549083658914498e+01
7.892439482022001584e+01,5.316788469208678691e+01
7.905897919629811099e+01,5.318018012831483787e+01
7.919379306991402245e+01,5.319237689601662566e+01
7.932883683241419703e+01,5.320447474566137203e+01
7.946411087581242327e+01,5.321647342744440579e+01
7.959961559279102516e+01,5.322837269128706339e+01
7.973535137670188533e+01,5.324017228683677416e+01
7.987131862156762452e+01,5.325187196346713847e+01
8.000751772208279533e+01,5.326347147027803430e+01
8.014394907361500486e+01,5.327497055609559595e+01
8.028061307220600895e+01,5.328636896947235613e+01
8.041751011457297693e+01,5.329766645868729569e+01
8.055464059810948640e+01,5.330886277174598575e+01
8.069200492088680221e+01,5.331995765638050955e+01
8.082960348165505593e+01,5.333095086004984609e+01
8.096743667984426907e+01,5.334184212993971386e+01
8.110550491556557517e+01,5.335263121296279110e+01
8.124380858961242780e+01,5.336331785575878683e+01
8.138234810346169468e+01,5.337390180469467538e+01
8.152112385927489413e+01,5.338438280586468210e+01
8.166013625989927505e+01,5.339476060509045396e+01
8.179938570886908167e+01,5.340503494792124428e+01
8.193887261040660519e+01,5.341520557963403348e+01
8.207859736942356221e+01,5.342527224523369966e+01
8.221856039152200424e+01,5.343523468945314647e+01
8.235876208299569612e+01,5.344509265675345944e+01
8.249920285083121030e+01,5.345484589132411912e+01
8.263988310270910631e+01,5.346449413708317167e+01
8.278080324700518133e+01,5.347403713767747035e+01
8.292196369279155022e+01,5.348347463648263300e+01
8.306336484983793866e+01,5.349280637660365301e+01
8.320500712861279169e+01,5.350203210087471462e+01
8.334689094028449574e+01,5.351115155185963346e+01
8.348901669672264347e+01,5.352016447185201997e+01
8.363138481049909956e+01,5.352907060287554231e+01
8.377399569488923703e+01,5.353786968668404711e+01
8.391684976387320205e+01,5.354656146476204270e+01
8.405994743213706499e+01,5.355514567832473460e+01
8.420328911507404257e+01,5.356362206831838790e+01
8.434687522878564891e+01,5.357199037542057596e+01
8.449070619008298877e+01,5.358025034004051435e+01
8.463478241648788014e+01,5.358840170231930244e+01
8.477910432623421855e+01,5.359644420213024318e+01
8.492367233826898598e+01,5.360437757907919121e+01
8.506848687225358674e+01,5.361220157250473051e+01
8.521354834856504112e+01,5.361991592147870023e+01
8.535885718829725022e+01,5.362752036480645046e+01
8.550441381326211854e+01,5.363501464102707672e+01
8.565021864599088985e+01,5.364239848841396707e+01
8.579627210973528406e+01,5.364967164497511476e+01
8.594257462846873352e+01,5.365683384845341664e+01
8.608912662688778994e+01,5.366388483632710660e+01
8.623592853041306228e+01,5.367082434581019612e+01
8.638298076519063784e+01,5.367765211385285085e+01
8.653028375809329020e+01,5.368436787714180269e+01
8.667783793672172976e+01,5.369097137210076198e+01
8.682564372940578323e+01,5.369746233489099296e+01
8.697370156520571527e+01,5.370384050141156251e+01
8.712201187391342216e+01,5.371010560729995120e+01
8.727057508605369662e+01,5.371625738793248672e+01
8.741939163288543568e+01,5.372229557842484127e+01
8.756846194640306180e+01,5.372821991363257865e+01
8.771778645933750340e+01,5.373403012815145274e+01
8.786736560515767280e+01,5.373972595631832405e+01
8.801719981807160309e+01,5.374530713221128053e+01
8.816728953302778393e+01,5.375077338965049023e+01
8.831763518571639793e+01,5.375612446219861340e+01
8.846823721257055695e+01,5.376136008316141357e+01
8.861909605076759533e+01,5.376647998558838992e+01
8.877021213823030621e+01,5.377148390227331021e+01
8.892158591362836262e+01,5.377637156575485733e+01
8.907321781637935487e+01,5.378114270831726884e+01
8.922510828665021165e+01,5.378579706199098354e+01
8.937725776535845057e+01,5.379033435855328804e+01
8.952966669417345713e+01,5.379475432952903446e+01
8.968233551551776372e+01,5.379905670619116620e+01
8.983526467256832859e+01,5.380324121956168426e+01
8.998845460925784323e+01,5.380730760041210203e+01
9.014190577027596873e+01,5.381125557926439740e+01
9.029561860107078530e+01,5.381508488639155985e+01
9.044959354784981542e+01,5.381879525181854262e+01
9.060383105758154443e+01,5.382238640532285956e+01
9.075833157799664264e+01,5.382585807643554432e+01
9.091309555758923011e+01,5.382920999444186094e+01
9.106812344561824091e+01,5.383244188838210675e+01
9.122341569210868784e+01,5.383555348705259291e+01
9.137897274785301249e+01,5.383854451900634785e+01
9.153479506441230740e+01,5.384141471255411915e+01
9.169088309411768023e+01,5.384416379576515510e+01
9.184723729007167492e+01,5.384679149646821372e+01
9.200385810614936588e+01,5.384929754225247933e+01
9.216074599699983594e+01,5.385168166046840099e+01
9.231790141804744110e+01,5.385394357822880096e+01
9.247532482549311794e+01,5.385608302240979128e+01
9.263301667631576208e+01,5.385809971965180409e+01
9.279097742827353557e+01,5.385999339636056504e+01
9.294920753990516005e+01,5.386176377870819465e+01
9.310770747053120999e+01,5.386341059263418884e+01
9.326647768025567586e+01,5.386493356384661979e+01
9.342551862996700152e+01,5.386633241782308801e+01
9.358483078133956212e+01,5.386760687981199425e+01
9.374441459683501421e+01,5.386875667483358399e+01
9.390427053970364568e+01,5.386978152768106298e+01
9.406439907398562639e+01,5.387068116292195441e+01
9.422480066451250025e+01,5.387145530489912204e+01
9.438547577690837898e+01,5.387210367773206343e+01
9.454642487759140579e+01,5.387262600531823153e+01
9.470764843377514808e+01,5.387302201133411472e+01
9.486914691346976269e+01,5.387329141923678577e+01
9.503092078548353072e+01,5.387343395226491793e+01
9.519297051942415067e+01,5.387344933344041209e+01
9.535529658570011691e+01,5.387333728556951229e+01
9.551789945552206973e+01,5.387309753124439027e+01
9.568077960090417378e+01,5.387272979284436047e+01
9.584393749466548229e+01,5.387223379253744326e+01
9.600737361043134399e+01,5.387160925228182151e+01
9.617108842263466784e+01,5.387085589382721196e+01
9.633508240651752885e+01,5.386997343871645683e+01
9.649935603813226237e+01,5.386896160828703017e+01
9.666390979434305564e+01,5.386782012367259398e+01
9.682874415282721259e+01,5.386654870580454713e+01
9.699385959207660335e+01,5.386514707541369518e+01
9.715925659139908532e+01,5.386361495303180646e+01
9.732493563091976796e+01,5.386195205899330318e+01
9.749089719158253331e+01,5.386015811343698090e+01
9.765714175515132922e+01,5.385823283630767833e+01
9.782366980421177516e+01,5.385617594735800395e+01
9.799048182217224223e+01,5.385398716615014791e+01
9.815757829326548745e+01,5.385166621205764415e+01
9.832495970255000373e+01,5.384921280426722490e+01
9.849262653591141259e+01,5.384662666178064683e+01
9.866057928006388522e+01,5.384390750341656684e+01
9.882881842255153515e+01,5.384105504781249607e+01
9.899734445174989617e+01,5.383806901342668283e+01
9.916615785686718709e+01,5.383494911854013054e+01
9.933525912794604551e+01,5.383169508125862279e+01
9.950464875586455094e+01,5.382830661951469153e+01
9.967432723233793013e+01,5.382478345106963502e+01
9.984429504991987869e+01,5.382112529351582708e+01
1.000145527020039395e+02,5.381733186427862847e+01
1.001851006828252082e+02,5.381340288061861088e+01
1.003559394874613844e+02,5.380933805963382355e+01
1.005270696118344205e+02,5.380513711826191070e+01
1.006984915527119711e+02,5.380079977328244922e+01
1.008702058077087713e+02,5.379632574131920109e+01
1.010422128752881150e+02,5.379171473884245813e+01
1.012145132547632613e+02,5.378696648217135845e+01
1.013871074462989696e+02,5.378208068747644433e+01
1.015599959509128496e+02,5.377705707078183650e+01
1.017331792704768816e+02,5.377189534796790582e+01
1.019066579077188379e+02,5.376659523477370328e+01
1.020804323662237891e+02,5.376115644679953931e+01
1.022545031504354967e+02,5.375557869950946355e+01
1.024288707656579476e+02,5.374986170823400045e+01
1.026035357180567900e+02,5.374400518817274275e+01
1.027784985146607539e+02,5.373800885439700892e+01
1.029537596633632290e+02,5.373187242185264978e+01
1.031293196729236428e+02,5.372559560536276990e+01
1.033051790529688958e+02,5.371917811963052003e+01
1.034813383139952236e+02,5.371261967924198899e+01
1.036577979673690635e+02,5.370591999866901745e+01
1.038345585253289300e+02,5.369907879227225322e+01
1.040116205009868793e+02,5.369209577430398639e+01
1.041889844083299010e+02,5.368497065891120457e+01
1.043666507622214539e+02,5.367770316013866960e+01
1.045446200784029571e+02,5.367029299193204395e+01
1.047228928734953257e+02,5.366273986814085362e+01
1.049014696650003771e+02,5.365504350252192722e+01
1.050803509713024226e+02,5.364720360874240868e+01
1.052595373116697317e+02,5.363921990038311094e+01
1.054390292062560519e+02,5.363109209094184848e+01
1.056188271761021156e+02,5.362281989383672709e+01
1.057989317431371319e+02,5.361440302240961131e+01
1.059793434301803217e+02,5.360584118992952085e+01
1.061600627609424663e+02,5.359713410959618329e+01
1.063410902600273573e+02,5.358828149454348022e+01
1.065224264529333880e+02,5.357928305784318468e+01
1.067040718660549032e+02,5.357013851250844283e+01
1.068860270266842178e+02,5.356084757149756115e+01
1.070682924630124973e+02,5.355140994771767993e+01
1.072508687041316762e+02,5.354182535402862442e+01
1.074337562800359223e+02,5.353209350324665650e+01
1.076169557216231709e+02,5.352221410814843239e+01
1.078004675606966316e+02,5.351218688147487512e+01
1.079842923299664079e+02,5.350201153593521042e+01
1.081684305630509613e+02,5.349168778421095993e+01
1.083528827944787309e+02,5.348121533896004820e+01
1.085376495596895978e+02,5.347059391282097351e+01
1.087227313950365613e+02,5.345982321841695750e+01
1.089081288377871601e+02,5.344890296836020838e+01
1.090938424261251356e+02,5.343783287525624104e+01
1.092798726991519658e+02,5.342661265170821849e+01
1.094662201968883863e+02,5.341524201032134300e+01
1.096528854602760106e+02,5.340372066370741067e+01
1.098398690311789068e+02,5.339204832448921678e+01
1.100271714523849909e+02,5.338022470530523123e+01
1.102147932676081297e+02,5.336824951881422407e+01
1.104027350214889793e+02,5.335612247769985572e+01
1.105909972595970885e+02,5.334384329467567198e+01
1.107795805284322910e+02,5.333141168248962316e+01
1.109684853754263543e+02,5.331882735392918704e+01
1.111577123489445285e+02,5.330609002182617928e+01
1.113472619982871379e+02,5.329319939906174852e+01
