t,Q,I,phi,dQ_dt,dQ_dt_noisy
1.423484696939387817e+01,1.377615107058822314e-02,-1.240866082203508254e-02,1.498860105075785695e-02,-1.929630064537813522e-02,-5.995711515437887607e-02
1.424084816963392619e+01,1.366008123738909202e-02,-1.255599058452903233e-02,1.494416049703831302e-02,-1.938560641136766183e-02,1.884983713373575287e-02
1.424684936987397421e+01,1.354348095102619887e-02,-1.270175449875673122e-02,1.489986411762903203e-02,-1.947308096716878281e-02,-3.603542697765887981e-03
1.425285057011402223e+01,1.342636119737519729e-02,-1.284594814629165353e-02,1.485571148896019933e-02,-1.955872538536362545e-02,2.143513259328913914e-02
1.425885177035407025e+01,1.330873295204952622e-02,-1.298856724333957366e-02,1.481170218454553114e-02,-1.964254086813752714e-02,-1.155648269037126141e-01
1.426485297059411828e+01,1.319060718074805197e-02,-1.312960763766846291e-02,1.476783577535771379e-02,-1.972452874438238718e-02,-4.203260456614145435e-02
1.427085417083416630e+01,1.307199485983446229e-02,-1.326906532079033356e-02,1.472411182824465668e-02,-1.980469049216601607e-02,-5.037186701952355017e-02
1.427685537107421432e+01,1.295290695265169899e-02,-1.340693641925064239e-02,1.468052990724710502e-02,-1.988302771818043629e-02,9.081029047542554106e-03
1.428285657131426234e+01,1.283335440838918352e-02,-1.354321719412256500e-02,1.463708957367104713e-02,-1.995954215666935483e-02,-5.680544354928843825e-02
1.428885777155431036e+01,1.271334816208281523e-02,-1.367790404100699408e-02,1.459379038608771273e-02,-2.003423566942753170e-02,-4.555334152341584952e-02
1.429485897179435838e+01,1.259289913461497656e-02,-1.381099349003254290e-02,1.455063190033357469e-02,-2.010711024580015896e-02,-7.725184440878468672e-02
1.430086017203440640e+01,1.247201823271452611e-02,-1.394248220585554005e-02,1.450761366951035421e-02,-2.017816800268215638e-02,-7.996158054329097209e-02
1.430686137227445442e+01,1.235071634895680559e-02,-1.407236698766003297e-02,1.446473524398501041e-02,-2.024741118451743593e-02,-6.710407871108656219e-02
1.431286257251450245e+01,1.222900436176363285e-02,-1.420064476915778792e-02,1.442199617138975078e-02,-2.031484216329811077e-02,2.770149588889822545e-02
1.431886377275455047e+01,1.210689313540330887e-02,-1.432731261858829000e-02,1.437939599662202243e-02,-2.038046343856367640e-02,-7.377254219950793446e-02
1.432486497299459849e+01,1.198439351999061597e-02,-1.445236773871873964e-02,1.433693426184452085e-02,-2.044427763740011908e-02,-1.425425839579826104e-01
1.433086617323464651e+01,1.186151635148680744e-02,-1.457580746684405786e-02,1.429461050648518118e-02,-2.050628751443901027e-02,-6.420835344273394252e-03
1.433686737347469453e+01,1.173827244512784009e-02,-1.469762926990116070e-02,1.425242426786552281e-02,-2.056649594368538739e-02,-4.374013634264992123e-02
1.434286857371474255e+01,1.161467259861517602e-02,-1.481783074329263289e-02,1.421037508144832977e-02,-2.062490591893556199e-02,6.417962600823716446e-03
1.434886977395479057e+01,1.149072760752290270e-02,-1.493640962412710535e-02,1.416846247920226266e-02,-2.068152057471896871e-02,5.423364579347274977e-03
1.435487097419483860e+01,1.136644824441671725e-02,-1.505336377951680196e-02,1.412668599106661933e-02,-2.073634316415557885e-02,-3.707583366402232572e-02
1.436087217443488662e+01,1.124184525821091650e-02,-1.516869120616324944e-02,1.408504514500361418e-02,-2.078937705821894827e-02,-4.253255123770464247e-02
1.436687337467493464e+01,1.111692937416840221e-02,-1.528239003035727385e-02,1.404353946699838859e-02,-2.084062574573500304e-02,-4.924257422505302212e-02
1.437287457491498266e+01,1.099171129390067413e-02,-1.539445850797900583e-02,1.400216848105900573e-02,-2.089009283338078005e-02,-2.211547584476809478e-02
1.437887577515503068e+01,1.086620169536783691e-02,-1.550489502449787713e-02,1.396093170921644706e-02,-2.093778204568313983e-02,-6.062356899610546468e-02
1.438487697539507870e+01,1.074041123287859667e-02,-1.561369809497262576e-02,1.391982867152461931e-02,-2.098369722501746207e-02,-1.205147734013806669e-02
1.439087817563512672e+01,1.061435053709026272e-02,-1.572086636405128218e-02,1.387885888606034922e-02,-2.102784233160625779e-02,4.723162328027870338e-02
1.439687937587517474e+01,1.048803021500874059e-02,-1.582639860597119530e-02,1.383802186892338880e-02,-2.107022144351783019e-02,-5.521335170107820323e-02
1.440288057611522277e+01,1.036146084998854772e-02,-1.593029372455899775e-02,1.379731713423640663e-02,-2.111083875666482784e-02,-5.331982970446845493e-02
1.440888177635527079e+01,1.023465300173279427e-02,-1.603255075323063369e-02,1.375674419414499652e-02,-2.114969858480281531e-02,-5.376842773438551826e-02
1.441488297659531881e+01,1.010761719843599436e-02,-1.613316884719342634e-02,1.371630255974422112e-02,-2.118680534780270630e-02,8.614559571096771368e-03
1.442088417683536683e+01,9.980363946471429784e-03,-1.623214728881614694e-02,1.367599174068834592e-02,-2.122216358186246321e-02,1.078407191347608568e-02
1.442688537707541485e+01,9.852903736014566663e-03,-1.632948549647337058e-02,1.363581124410065924e-02,-2.125577795116141006e-02,4.965725231449145266e-02
1.443288657731546287e+01,9.725247025011835716e-03,-1.642518301198364269e-02,1.359576057593228811e-02,-2.128765322728203360e-02,1.364992217631520385e-02
1.443888777755551089e+01,9.597404239105307086e-03,-1.651923950054373993e-02,1.355583924096960373e-02,-2.131779428910498750e-02,-1.556639357589259878e-02
1.444488897779555892e+01,9.469385771632686868e-03,-1.661165475072863204e-02,1.351604674283421979e-02,-2.134620612280740265e-02,8.324475441280135279e-04
1.445089017803560694e+01,9.341201983627322319e-03,-1.670242867449152346e-02,1.347638258398299246e-02,-2.137289382186129474e-02,-8.719885259739436345e-02
1.445689137827565496e+01,9.212863203818187977e-03,-1.679156130716381520e-02,1.343684626570802731e-02,-2.139786258703183647e-02,6.272144343363018903e-03
1.446289257851570298e+01,9.084379728629906475e-03,-1.687905280745513603e-02,1.339743728813667066e-02,-2.142111772637571993e-02,-1.317096274585329539e-02
1.446889377875575100e+01,8.955761822182729467e-03,-1.696490345745332515e-02,1.335815515023150955e-02,-2.144266465523941845e-02,8.192407177069904733e-02
1.447489497899579902e+01,8.827019716292546295e-03,-1.704911366262442871e-02,1.331899934979038219e-02,-2.146250889625749003e-02,4.692247878212701950e-02
1.448089617923584704e+01,8.698163610470887458e-03,-1.713168395181272063e-02,1.327996938344636578e-02,-2.148065607935085650e-02,-6.295366506033689413e-02
1.448689737947589329e+01,8.569203671714849604e-03,-1.721261497699851442e-02,1.324106474669222572e-02,-2.149711194137784998e-02,-5.005248746038479246e-02
1.449289857971594131e+01,8.440150025340964132e-03,-1.729190750117668221e-02,1.320228493521550910e-02,-2.151188230942824992e-02,2.211397009940372499e-02
1.449889977995598933e+01,8.311012773033534320e-03,-1.736956241667650044e-02,1.316362944330534690e-02,-2.152497312816484959e-02,-1.249996436804578781e-01
1.450490098019603735e+01,8.181801984912129982e-03,-1.744558074073394860e-02,1.312509776407052783e-02,-2.153639045142805714e-02,-6.761573822201452644e-02
1.451090218043608537e+01,8.052527691029208110e-03,-1.751996360664428640e-02,1.308668939027576861e-02,-2.154614042913579469e-02,-3.289617083829143168e-03
1.451690338067613339e+01,7.923199881370097258e-03,-1.759271226376203992e-02,1.304840381434170700e-02,-2.155422930728163183e-02,1.041104311890865552e-02
1.452290458091618142e+01,7.793828505853016633e-03,-1.766382807750100162e-02,1.301024052834490012e-02,-2.156066342793299534e-02,-1.249397819265988564e-02
1.452890578115622944e+01,7.664423474329060473e-03,-1.773331252933423724e-02,1.297219902401783136e-02,-2.156544922922931651e-02,3.640428147153221272e-02
1.453490698139627746e+01,7.534994656582206726e-03,-1.780116721679407543e-02,1.293427879274890863e-02,-2.156859324538022010e-02,-3.525208391487933551e-02
1.454090818163632548e+01,7.405551882329315314e-03,-1.786739385347212508e-02,1.289647932558245572e-02,-2.157010210666369943e-02,-1.691056762594718779e-02
1.454690938187637350e+01,7.276104941220124661e-03,-1.793199426901925103e-02,1.285880011321872789e-02,-2.156998253942425323e-02,-3.132733111306394702e-02
1.455291058211642152e+01,7.146663582837256903e-03,-1.799497040914559837e-02,1.282124064601389626e-02,-2.156824136607110587e-02,-7.625486601317599256e-02
1.455891178235646954e+01,7.017237516696214414e-03,-1.805632433562057160e-02,1.278380041398005651e-02,-2.156488550507634425e-02,-1.938269436529758624e-02
1.456491298259651757e+01,6.887836410630716541e-03,-1.811605822382667680e-02,1.274647890700640086e-02,-2.155992196771965019e-02,-4.917943892947049256e-02
1.457091418283656559e+01,6.758469885625355625e-03,-1.817417435218227420e-02,1.270927561603549423e-02,-2.155335784492568019e-02,-1.762054560856439814e-02
1.457691538307661361e+01,6.629147533111204652e-03,-1.823067512756484584e-02,1.267219003093291232e-02,-2.154520034133291378e-02,-1.521568465847018548e-01
1.458291658331666163e+01,6.499878900343368168e-03,-1.828556306836808670e-02,1.263522164170108146e-02,-2.153545675103806303e-02,-1.614414418950125066e-02
1.458891778355670965e+01,6.370673487662618928e-03,-1.833884080077531967e-02,1.259836993878750942e-02,-2.152413445249856325e-02,-4.866561897137476611e-02
1.459491898379675767e+01,6.241540748495390950e-03,-1.839051105875948861e-02,1.256163441308478373e-02,-2.151124090853073420e-02,-5.225551702656937997e-02
1.460092018403680569e+01,6.112490089353783858e-03,-1.844057668408316877e-02,1.252501455593057166e-02,-2.149678366630799337e-02,-1.927351432539655546e-02
1.460692138427685371e+01,5.983530869835562011e-03,-1.848904062629856682e-02,1.248850985910762018e-02,-2.148077035735905527e-02,-4.505163486594093020e-02
1.461292258451690174e+01,5.854672402624151901e-03,-1.853590594274750342e-02,1.245211981484376298e-02,-2.146320869756613778e-02,2.478755396604088654e-02
1.461892378475694976e+01,5.725923953488648230e-03,-1.858117579856143758e-02,1.241584391581191001e-02,-2.144410648716321352e-02,4.081181854678393728e-02
1.462492498499699778e+01,5.597294741283806094e-03,-1.862485346666145278e-02,1.237968165513005092e-02,-2.142347161073425432e-02,2.265625412847735443e-02
1.463092618523704580e+01,5.468793937950047063e-03,-1.866694232775824996e-02,1.234363252636125688e-02,-2.140131203721146874e-02,2.675773938744829133e-02
1.463692738547709382e+01,5.340430668513456575e-03,-1.870744587035216844e-02,1.230769602351368397e-02,-2.137763581987360550e-02,-3.209792310263161891e-03
1.464292858571714184e+01,5.212214006975735697e-03,-1.874636768242973761e-02,1.227187164171030659e-02,-2.135245108598584490e-02,-1.974212400309887511e-02
1.464892978595718986e+01,5.084152980741896317e-03,-1.878371145550352880e-02,1.223615887723993219e-02,-2.132576604305171097e-02,-8.527651498388898188e-02
1.465493098619723789e+01,4.956256576209011958e-03,-1.881948099901910657e-02,1.220055722630026748e-02,-2.129758899601268476e-02,-3.966024958151824487e-02
1.466093218643728591e+01,4.828533727123817190e-03,-1.885368022146803949e-02,1.216506618623506598e-02,-2.126792832253850130e-02,3.921252609752622076e-02
1.466693338667733393e+01,4.700993314399814875e-03,-1.888631313006044685e-02,1.212968525555775320e-02,-2.123679247260660055e-02,1.702597367619129373e-02
1.467293458691738195e+01,4.573644166117273556e-03,-1.891738383072499516e-02,1.209441393395142145e-02,-2.120418996850050725e-02,-4.557230779116947655e-02
1.467893578715742997e+01,4.446495057523229197e-03,-1.894689652810889469e-02,1.205925172226883849e-02,-2.117012940480820365e-02,-1.568207307018132379e-02
1.468493698739747799e+01,4.319554711031483446e-03,-1.897485552557789945e-02,1.202419812253244062e-02,-2.113461944842054754e-02,3.172486777411077929e-02
1.469093818763752601e+01,4.192831796222603637e-03,-1.900126522521631417e-02,1.198925263793433442e-02,-2.109766883852971439e-02,-2.903858909732233776e-02
1.469693938787757403e+01,4.066334929843926256e-03,-1.902613012782699425e-02,1.195441477283630018e-02,-2.105928638662767430e-02,5.997525607092642208e-02
1.470294058811762206e+01,3.940072675809550007e-03,-1.904945483293133887e-02,1.191968403276978845e-02,-2.101948097650464461e-02,-5.869021571290157502e-02
1.470894178835767008e+01,3.814053545200344481e-03,-1.907124403876928401e-02,1.188505992443591834e-02,-2.097826156424761543e-02,1.854542267131240388e-02
1.471494298859771810e+01,3.688285995871916963e-03,-1.909150254135141833e-02,1.185054195576450663e-02,-2.093563717709498451e-02,1.389126482100485477e-02
1.472094418883776612e+01,3.562778427621407420e-03,-1.911023522020135340e-02,1.181612963696788109e-02,-2.089161689676090686e-02,-1.211016101854556042e-02
1.472694538907781414e+01,3.437539194481558768e-03,-1.912744706550200888e-02,1.178182247909375334e-02,-2.084620989272713623e-02,-5.620925840155744160e-03
1.473294658931786216e+01,3.312576596401011712e-03,-1.914314316450219100e-02,1.174761999454415271e-02,-2.079942540448840790e-02,6.279186233687204105e-03
1.473894778955791018e+01,3.187898875508405564e-03,-1.915732869343831149e-02,1.171352169752468142e-02,-2.075127273160488547e-02,-1.337852571258055234e-01
1.474494898979795821e+01,3.063514216112377380e-03,-1.917000891753437020e-02,1.167952710404451984e-02,-2.070176123370078697e-02,2.982615860065061797e-03
1.475095019003800623e+01,2.939430744701561089e-03,-1.918118919100198286e-02,1.164563573191641603e-02,-2.065090033046312543e-02,3.668200935294640974e-02
1.475695139027805425e+01,2.815656529944589662e-03,-1.919087495704034294e-02,1.161184710075670139e-02,-2.059869950164035582e-02,-4.256297406061322619e-04
1.476295259051810227e+01,2.692199582690093379e-03,-1.919907174783626325e-02,1.157816073198527328e-02,-2.054516828704119544e-02,3.652397002207370680e-02
1.476895379075815029e+01,2.569067855966699395e-03,-1.920578518456414127e-02,1.154457614882561066e-02,-2.049031628653336101e-02,-7.918356275664741040e-02
1.477495499099819831e+01,2.446269244983033473e-03,-1.921102097738597997e-02,1.151109287630476020e-02,-2.043415316004238910e-02,-2.353630672736289550e-02
1.478095619123824633e+01,2.323811587127719118e-03,-1.921478492545137737e-02,1.147771044125334844e-02,-2.037668862755048424e-02,-3.596762072273284455e-03
1.478695739147829435e+01,2.201702661969377577e-03,-1.921708291689753351e-02,1.144442837230557307e-02,-2.031793246909537401e-02,-3.312106904717213030e-02
1.479295859171834238e+01,2.079950189313311236e-03,-1.921792092213351830e-02,1.141124620025131021e-02,-2.025789451708185154e-02,3.932952758867633292e-02
1.479895979195839040e+01,1.958561830532997133e-03,-1.921730499239522258e-02,1.137816345840329119e-02,-2.019658465550138587e-02,4.354684880102439870e-03
1.480496099219843842e+01,1.837545194199821479e-03,-1.921524128156931743e-02,1.134517968144240808e-02,-2.013401284456991028e-02,-4.535320763658692855e-02
1.481096219243848644e+01,1.716907827383521877e-03,-1.921173602339397435e-02,1.131229440632583461e-02,-2.007018909357778658e-02,2.091289972811332526e-02
1.481696339267853446e+01,1.596657215276033135e-03,-1.920679553033797365e-02,1.127950717233823681e-02,-2.000512345957984606e-02,2.109227873958865324e-02
1.482296459291858248e+01,1.476800781191487267e-03,-1.920042619360070799e-02,1.124681752109176272e-02,-1.993882604739447006e-02,-4.141679931054531583e-02
1.482896579315863050e+01,1.357345886566212623e-03,-1.919263448311217535e-02,1.121422499652605445e-02,-1.987130700960266019e-02,1.169100015631828124e-02
1.483496699339867853e+01,1.238299830958733676e-03,-1.918342694753299993e-02,1.118172914490823781e-02,-1.980257654654719174e-02,-6.636839805260058567e-04
1.484096819363872655e+01,1.119669852049771886e-03,-1.917281021425440435e-02,1.114932951483292752e-02,-1.973264490633174981e-02,-1.771141616643025218e-03
1.484696939387877457e+01,1.001463125642246569e-03,-1.916079098939823741e-02,1.111702565722222542e-02,-1.966152238482012787e-02,-8.184766556757305800e-02
1.485297059411882259e+01,8.836867656612716442e-04,-1.914737605781694635e-02,1.108481712532572230e-02,-1.958921932563544716e-02,4.429939054224776157e-02
1.485897179435887061e+01,7.663478241541595362e-04,-1.913257228309360111e-02,1.105270347472049781e-02,-1.951574612015942456e-02,1.304675804319585519e-02
1.486497299459891863e+01,6.494532911846624592e-04,-1.911638660706992815e-02,1.102068426332796294e-02,-1.944111320700682780e-02,-2.048753741892167524e-02
1.487097419483896665e+01,5.330100922069315374e-04,-1.909882603466847573e-02,1.098875905206572572e-02,-1.936533105553393808e-02,-1.745469126060394255e-03
1.487697539507901467e+01,4.170250951723578005e-04,-1.907989766066493786e-02,1.095692740409971201e-02,-1.928841019616365018e-02,-2.330048219894291506e-03
1.488297659531906270e+01,3.015051059292940170e-04,-1.905960865906610249e-02,1.092518888497762825e-02,-1.921036120746268117e-02,-3.417740287173848257e-02
1.488897779555911072e+01,1.864568653101695921e-04,-1.903796627195014635e-02,1.089354306297586270e-02,-1.913119470352483281e-02,-4.806634935005147519e-02
1.489497899579915874e+01,7.188704913148932091e-05,-1.901497780946664884e-02,1.086198950909948030e-02,-1.905092133397047818e-02,-1.396387636911521762e-02
1.490098019603920676e+01,-4.219773180616579866e-05,-1.899065064983658860e-02,1.083052779708222960e-02,-1.896955178394602731e-02,-4.848871240601904803e-02
1.490698139627925478e+01,-1.557909317181391078e-04,-1.896499223935233305e-02,1.079915750338653405e-02,-1.888709677412345883e-02,-4.290976850110136270e-02
1.491298259651930280e+01,-2.688860698356972025e-04,-1.893801009237765232e-02,1.076787820720350244e-02,-1.880356706069986894e-02,-7.672791363863862291e-02
1.491898379675935082e+01,-3.814767304060313977e-04,-1.890971179134770530e-02,1.073668949045291851e-02,-1.871897343539705855e-02,-3.236555149077179061e-02
1.492498499699939885e+01,-4.935565626922567509e-04,-1.888010498676905707e-02,1.070559093778324609e-02,-1.863332672546116550e-02,3.171836177837769610e-02
1.493098619723944687e+01,-6.051192809734121710e-04,-1.884919739721966497e-02,1.067458213657163091e-02,-1.854663779366230725e-02,-7.754268475792193763e-03
1.493698739747949489e+01,-7.161586645444604181e-04,-1.881699680934888208e-02,1.064366267692389706e-02,-1.845891753829426857e-02,-1.597530725575687510e-02
1.494298859771954291e+01,-8.266685583608178890e-04,-1.878351107267932016e-02,1.061283215180502081e-02,-1.837017688765380311e-02,-3.403996091678296310e-02
1.494898979795959093e+01,-9.366428724541643689e-04,-1.874874809334388728e-02,1.058209015736334344e-02,-1.828042679406953475e-02,-3.943483782823671568e-02
1.495499099819963895e+01,-1.046075578644444469e-03,-1.871271586195509193e-02,1.055143629226988795e-02,-1.818967826341502322e-02,-9.281691359065628866e-02
1.496099219843968697e+01,-1.154960715618071542e-03,-1.867542242861458535e-02,1.052087015814617312e-02,-1.809794232757902174e-02,6.459246730117687574e-02
1.496699339867973499e+01,-1.263292389310047802e-03,-1.863687590054121518e-02,1.049039135961424458e-02,-1.800523004190231202e-02,-5.422199430715034241e-02
1.497299459891978302e+01,-1.371064772903966486e-03,-1.859708444207104974e-02,1.045999950429666453e-02,-1.791155248517758980e-02,-9.274182858903645688e-02
1.497899579915983104e+01,-1.478272106832010345e-03,-1.855605627465735374e-02,1.042969420281651335e-02,-1.781692075964936423e-02,2.220326650326870377e-03
1.498499699939987906e+01,-1.584908698774951854e-03,-1.851379967687061256e-02,1.039947506879739317e-02,-1.772134599101389540e-02,-5.019130993041850258e-03
1.499099819963992708e+01,-1.690968923662153865e-03,-1.847032298439851145e-02,1.036934171886342779e-02,-1.762483932841914583e-02,-4.349576678720194073e-02
1.499699939987997510e+01,-1.796447223671568524e-03,-1.842563459004594589e-02,1.033929377263925579e-02,-1.752741194446476997e-02,-9.113757141433087572e-02
1.500300060012002312e+01,-1.901338108229739220e-03,-1.837974294373501821e-02,1.030933085275003921e-02,-1.742907503520214549e-02,-8.634581063321224159e-02
1.500900180036007114e+01,-2.005636154011797984e-03,-1.833265655250504098e-02,1.027945258482146004e-02,-1.732983982013441490e-02,6.100221060884754298e-02
1.501500300060011917e+01,-2.109336004941467224e-03,-1.828438398051253702e-02,1.024965859747971851e-02,-1.722971754221656535e-02,-2.309806404264841753e-02
1.502100420084016719e+01,-2.212432372730178173e-03,-1.823493383563590253e-02,1.021994852252776191e-02,-1.712871945419063013e-02,-4.979746502606100661e-02
1.502700540108021521e+01,-2.314920034236769061e-03,-1.818431478638759050e-02,1.019032199489523609e-02,-1.702685683681814943e-02,7.587875531479831848e-02
1.503300660132026323e+01,-2.416793832814238992e-03,-1.813253556748948767e-02,1.016077865248062560e-02,-1.692414100378233921e-02,-4.415747786706095829e-02
1.503900780156031125e+01,-2.518048680418583183e-03,-1.807960495953698718e-02,1.013131813632436005e-02,-1.682058328029791341e-02,-6.303192473695314046e-02
1.504500900180035927e+01,-2.618679557609558846e-03,-1.802553178898893410e-02,1.010194009060891122e-02,-1.671619500310087339e-02,1.046948109103663579e-02
1.505101020204040729e+01,-2.718681513550680849e-03,-1.797032492816761154e-02,1.007264416265880175e-02,-1.661098752044872298e-02,1.713071229469554507e-03
1.505701140228045531e+01,-2.818049666009224755e-03,-1.791399329525875453e-02,1.004343000294059644e-02,-1.650497219212073916e-02,6.160720506849931555e-02
1.506301260252050334e+01,-2.916779201356225083e-03,-1.785654585431154309e-02,1.001429726506291099e-02,-1.639816038941825302e-02,-9.424618821210430097e-02
1.506901380276055136e+01,-3.014865374566475745e-03,-1.779799161523860224e-02,9.985245605776404965e-03,-1.629056349516496208e-02,-1.894565433078134950e-03
1.507501500300059938e+01,-3.112303509218530481e-03,-1.773833963381599849e-02,9.956274684973783623e-03,-1.618219290370723901e-02,-1.009582007466271747e-01
1.508101620324064740e+01,-3.209088997494703287e-03,-1.767759901168324682e-02,9.927384165689799589e-03,-1.607306002091450636e-02,6.938729021062139263e-03
1.508701740348069542e+01,-3.305217300181066686e-03,-1.761577889634331415e-02,9.898573714101251142e-03,-1.596317626417962168e-02,-4.870990356111125352e-02
1.509301860372074344e+01,-3.400683946667357183e-03,-1.755288848115390404e-02,9.869842999526982213e-03,-1.585255306241057857e-02,-3.897552194526869573e-02
1.509901980396079146e+01,-3.495484534240245449e-03,-1.748893699034976754e-02,9.841191694437213464e-03,-1.574120184140662820e-02,-5.256769567225719197e-02
1.510502100420083949e+01,-3.589614726985816684e-03,-1.742393370054205748e-02,9.812619474522440294e-03,-1.562913404590679858e-02,2.627648606124426481e-02
1.511102220444088751e+01,-3.683070257709816688e-03,-1.735788794165921828e-02,9.784126018651927853e-03,-1.551636113957114045e-02,6.559891781870802463e-02
1.511702340468093553e+01,-3.775846928270524920e-03,-1.729080907807667780e-02,9.755711008847927843e-03,-1.540289458594446166e-02,-1.974005744813951690e-02
1.512302460492098355e+01,-3.867940609578752326e-03,-1.722270650861683697e-02,9.727374130285671577e-03,-1.528874584845680597e-02,-2.819036617073488252e-02
1.512902580516103157e+01,-3.959347241597840905e-03,-1.715358966654908363e-02,9.699115071293382129e-03,-1.517392639042399252e-02,-4.038166484572565385e-02
1.513502700540107959e+01,-4.050062833343666749e-03,-1.708346801958976480e-02,9.670933523352260447e-03,-1.505844767504810507e-02,1.101934728503589124e-02
1.514102820564112761e+01,-4.140083462884636134e-03,-1.701235106990222137e-02,9.642829181096492300e-03,-1.494232116541809041e-02,-6.656160189538053162e-02
1.514702940588117563e+01,-4.229405277341688127e-03,-1.694024835409676383e-02,9.614801742313253477e-03,-1.482555832451029100e-02,1.623163003797629955e-01
1.515303060612122366e+01,-4.318024492888294583e-03,-1.686716944323067915e-02,9.586850907942695912e-03,-1.470817061518903124e-02,-2.643683675220258322e-02
1.515903180636127168e+01,-4.405937394750458411e-03,-1.679312394280823087e-02,9.558976382077961562e-03,-1.459016950020721945e-02,7.096479551350456938e-02
1.516503300660131970e+01,-4.493140337206714442e-03,-1.671812149278065901e-02,9.531177871965175463e-03,-1.447156644220695329e-02,-7.148428895021415562e-03
1.517103420684136772e+01,-4.579629743588131165e-03,-1.664217176754618707e-02,9.503455088003445739e-03,-1.435237290372015119e-02,-8.310010179116757156e-02
1.517703540708141574e+01,-4.665402104776858114e-03,-1.656528446404894120e-02,9.475807743604193131e-03,-1.423260033601882364e-02,-9.253258439815691128e-02
1.518303660732146376e+01,-4.750453978856048268e-03,-1.648746931417118672e-02,9.448235555311962353e-03,-1.411226019168298693e-02,-3.539220997629256849e-02
1.518903780756151178e+01,-4.834781993914639628e-03,-1.640873609599034777e-02,9.420738242961818748e-03,-1.399136393445598800e-02,-5.012209079671690881e-02
1.519503900780155980e+01,-4.918382846656654296e-03,-1.632909461084053326e-02,9.393315529430779770e-03,-1.386992301700203448e-02,-2.651552427608558707e-02
1.520104020804160783e+01,-5.001253302389787464e-03,-1.624855468318553431e-02,9.365967140636380361e-03,-1.374794888078558798e-02,-7.168195914143418723e-02
1.520704140828165585e+01,-5.083390195025401341e-03,-1.616712616061879992e-02,9.338692805536666017e-03,-1.362545295607203721e-02,1.034709193047434472e-01
1.521304260852170387e+01,-5.164790427078534696e-03,-1.608481891386346480e-02,9.311492256130204925e-03,-1.350244666192841961e-02,9.261631017063591542e-02
1.521904380876175189e+01,-5.245450969667895917e-03,-1.600164283677232152e-02,9.284365227456075828e-03,-1.337894140622411521e-02,-1.043767406803089853e-01
1.522504500900179991e+01,-5.325368862515864748e-03,-1.591760784632784143e-02,9.257311457593873222e-03,-1.325494858563159260e-02,1.035300915356598093e-02
1.523104620924184793e+01,-5.404541213948492288e-03,-1.583272388264216762e-02,9.230330687663709094e-03,-1.313047958562712191e-02,4.631678438640572659e-02
1.523704740948189595e+01,-5.482965200895501857e-03,-1.574700090895711155e-02,9.203422661826211187e-03,-1.300554578049151894e-02,-3.041392620874082062e-02
1.524304860972194398e+01,-5.560638068890288999e-03,-1.566044891164415642e-02,9.176587127282521267e-03,-1.288015853331088770e-02,-2.487258497475783314e-02
1.524904980996199200e+01,-5.637557132069919742e-03,-1.557307790020446073e-02,9.149823834274296852e-03,-1.275432919597737323e-02,4.118926526327122695e-02
1.525505101020204002e+01,-5.713719771541361965e-03,-1.548489789920680371e-02,9.123132535896564047e-03,-1.262806910194472915e-02,1.370546592991825352e-02
1.526105221044208804e+01,-5.789123434165510153e-03,-1.539591895029424583e-02,9.096512988040567071e-03,-1.250138956884369601e-02,-7.408744149953559732e-02
1.526705341068213606e+01,-5.863765637661133047e-03,-1.530615113375362671e-02,9.069964949926425518e-03,-1.237430191750037503e-02,4.820336320741414049e-02
1.527305461092218408e+01,-5.937643967207944205e-03,-1.521560454292405357e-02,9.043488183615010917e-03,-1.224681744804389724e-02,-3.757186959818006183e-02
1.527905581116223210e+01,-6.010756075293212548e-03,-1.512428928327238555e-02,9.017082453988554264e-03,-1.211894743905936496e-02,8.011435799185463724e-02
1.528505701140228012e+01,-6.083099681711765828e-03,-1.503221547239324586e-02,8.990747528750635612e-03,-1.199070314758864803e-02,-6.100564450416367385e-02
1.529105821164232815e+01,-6.154672573565988028e-03,-1.493939324000900619e-02,8.964483178426196214e-03,-1.186209580913112800e-02,-1.277837900679066885e-01
1.529705941188237617e+01,-6.225472605265821961e-03,-1.484583272796980054e-02,8.938289176361529850e-03,-1.173313663764450135e-02,-7.759552599857466940e-03
1.530306061212242419e+01,-6.295497698528766672e-03,-1.475154409025351658e-02,8.912165298724282828e-03,-1.160383682554554444e-02,4.819634490510031621e-02
1.530906181236247221e+01,-6.364745842379880905e-03,-1.465653749296580259e-02,8.886111324503459183e-03,-1.147420754371089938e-02,1.327813921130100577e-02
1.531506301260252023e+01,-6.433215093151776164e-03,-1.456082311434005877e-02,8.860127035509418950e-03,-1.134425994147784250e-02,-4.684929765811054331e-03
1.532106421284256825e+01,-6.500903574484626253e-03,-1.446441114473744766e-02,8.834212216373874688e-03,-1.121400514664508061e-02,-5.873384085036549573e-02
1.532706541308261627e+01,-6.567809477326160342e-03,-1.436731178664688371e-02,8.808366654549894953e-03,-1.108345426547350729e-02,3.365872462893272632e-02
1.533306661332266430e+01,-6.633931058388064378e-03,-1.426953524919768665e-02,8.782590140128929135e-03,-1.095261837797140668e-02,-1.053966623092636029e-01
1.533906781356271232e+01,-6.699266637664134764e-03,-1.417109174432500639e-02,8.756882465559971337e-03,-1.082150853530151544e-02,2.751088339864280266e-02
1.534506901380276034e+01,-6.763814605978386331e-03,-1.407199151259964053e-02,8.731243426512496839e-03,-1.069013578183772122e-02,-7.303122362699543402e-02
