v,E,E_noisy
5.357171434286857048e-01,1.284995451381031328e+00,1.279813840046374773e+00
5.359071814362872388e-01,1.285213648508265472e+00,1.281450504986181294e+00
5.360972194438887728e-01,1.285432019218681443e+00,1.286080559091470787e+00
5.362872574514901958e-01,1.285650563681046687e+00,1.288961256974809233e+00
5.364772954590917298e-01,1.285869282064372010e+00,1.288301838070676775e+00
5.366673334666932638e-01,1.286088174537912465e+00,1.288979617309166992e+00
5.368573714742947978e-01,1.286307241271168245e+00,1.277622144061976606e+00
5.370474094818963318e-01,1.286526482433883567e+00,1.288504676053559450e+00
5.372374474894978658e-01,1.286745898196048454e+00,1.288410916274021156e+00
5.374274854970993998e-01,1.286965488727898954e+00,1.289683584268518812e+00
5.376175235047009338e-01,1.287185254199917583e+00,1.284483259469580751e+00
5.378075615123023567e-01,1.287405194782832663e+00,1.289439288890501079e+00
5.379975995199038907e-01,1.287625310647620980e+00,1.291608676007012457e+00
5.381876375275054247e-01,1.287845601965505793e+00,1.294214263886306560e+00
5.383776755351069587e-01,1.288066068907960160e+00,1.289090617055027144e+00
5.385677135427084927e-01,1.288286711646703830e+00,1.283054296042235087e+00
5.387577515503100267e-01,1.288507530353707020e+00,1.288750284628067400e+00
5.389477895579115607e-01,1.288728525201188857e+00,1.291303670220871336e+00
5.391378275655130947e-01,1.288949696361618491e+00,1.291007040253870475e+00
5.393278655731145177e-01,1.289171044007714650e+00,1.296767901924222421e+00
5.395179035807160517e-01,1.289392568312448972e+00,1.288629694513515167e+00
5.397079415883175857e-01,1.289614269449042228e+00,1.285621577097252777e+00
5.398979795959191197e-01,1.289836147590968540e+00,1.287353708742854597e+00
5.400880176035206537e-01,1.290058202911953611e+00,1.292687246169514470e+00
5.402780556111221877e-01,1.290280435585976049e+00,1.287146353959793599e+00
5.404680936187237217e-01,1.290502845787268038e+00,1.286418763546328003e+00
5.406581316263252557e-01,1.290725433690313784e+00,1.287454897687110966e+00
5.408481696339266787e-01,1.290948199469853952e+00,1.295761541452759014e+00
5.410382076415282127e-01,1.291171143300882340e+00,1.292147487516903226e+00
5.412282456491297467e-01,1.291394265358648097e+00,1.290101870100391235e+00
5.414182836567312807e-01,1.291617565818655944e+00,1.295012412785953693e+00
5.416083216643328146e-01,1.291841044856666842e+00,1.294595670227864925e+00
5.417983596719343486e-01,1.292064702648698216e+00,1.288252093724450154e+00
5.419883976795358826e-01,1.292288539371023726e+00,1.295613439464203820e+00
5.421784356871374166e-01,1.292512555200175495e+00,1.293516611096006796e+00
5.423684736947388396e-01,1.292736750312942995e+00,1.284629974529861940e+00
5.425585117023403736e-01,1.292961124886373936e+00,1.288316020043638321e+00
5.427485497099419076e-01,1.293185679097775376e+00,1.294261398366277183e+00
5.429385877175434416e-01,1.293410413124713498e+00,1.295377475390596445e+00
5.431286257251449756e-01,1.293635327145014502e+00,1.292547712446381780e+00
5.433186637327465096e-01,1.293860421336764155e+00,1.289963473028969965e+00
5.435087017403480436e-01,1.294085695878310016e+00,1.295116462956232839e+00
5.436987397479495776e-01,1.294311150948260325e+00,1.287130400292768151e+00
5.438887777555510006e-01,1.294536786725485111e+00,1.296789573318986033e+00
5.440788157631525346e-01,1.294762603389117084e+00,1.294220884965400664e+00
5.442688537707540686e-01,1.294988601118551186e+00,1.294937421944808209e+00
5.444588917783556026e-01,1.295214780093445706e+00,1.292698370834912236e+00
5.446489297859571366e-01,1.295441140493722720e+00,1.298779840066742519e+00
5.448389677935586706e-01,1.295667682499568762e+00,1.286520429878660776e+00
5.450290058011602046e-01,1.295894406291434597e+00,1.292529544576216161e+00
5.452190438087617386e-01,1.296121312050036778e+00,1.298475296555276604e+00
5.454090818163631615e-01,1.296348399956356534e+00,1.293636908379522943e+00
5.455991198239646955e-01,1.296575670191642438e+00,1.302426007077171155e+00
5.457891578315662295e-01,1.296803122937408848e+00,1.298558199057947338e+00
5.459791958391677635e-01,1.297030758375437909e+00,1.294091474711278167e+00
5.461692338467692975e-01,1.297258576687779774e+00,1.301726310883714266e+00
5.463592718543708315e-01,1.297486578056751050e+00,1.297218313572202630e+00
5.465493098619723655e-01,1.297714762664938570e+00,1.300118310689113432e+00
5.467393478695738995e-01,1.297943130695198288e+00,1.295617340168383480e+00
5.469293858771753225e-01,1.298171682330655274e+00,1.295914913593608553e+00
5.471194238847768565e-01,1.298400417754705050e+00,1.301329245017779357e+00
5.473094618923783905e-01,1.298629337151014029e+00,1.299155879099049837e+00
5.474994998999799245e-01,1.298858440703518857e+00,1.296003871273949670e+00
5.476895379075814585e-01,1.299087728596429514e+00,1.295752294107297198e+00
5.478795759151829925e-01,1.299317201014227319e+00,1.302028613619815811e+00
5.480696139227845265e-01,1.299546858141665151e+00,1.306653108801136387e+00
5.482596519303860605e-01,1.299776700163771670e+00,1.296619332869195729e+00
5.484496899379874835e-01,1.300006727265846651e+00,1.302853105569326209e+00
5.486397279455890175e-01,1.300236939633466760e+00,1.288913869686409530e+00
5.488297659531905515e-01,1.300467337452480887e+00,1.295157225295544556e+00
5.490198039607920855e-01,1.300697920909015259e+00,1.303542146577159944e+00
5.492098419683936195e-01,1.300928690189470327e+00,1.307382202196429866e+00
5.493998799759951535e-01,1.301159645480524318e+00,1.301586653609649646e+00
5.495899179835966875e-01,1.301390786969131241e+00,1.303728823765196720e+00
5.497799559911982215e-01,1.301622114842523104e+00,1.302832179015361636e+00
5.499699939987996444e-01,1.301853629288209024e+00,1.306026065187358753e+00
5.501600320064011784e-01,1.302085330493978121e+00,1.297993527824381710e+00
5.503500700140027124e-01,1.302317218647896624e+00,1.305021530852871869e+00
5.505401080216042464e-01,1.302549293938311425e+00,1.301027593550195594e+00
5.507301460292057804e-01,1.302781556553848974e+00,1.301636755889018948e+00
5.509201840368073144e-01,1.303014006683416381e+00,1.303190767584561094e+00
5.511102220444088484e-01,1.303246644516201869e+00,1.302631499654261393e+00
5.513002600520103824e-01,1.303479470241674987e+00,1.300642322618378088e+00
5.514902980596119164e-01,1.303712484049587284e+00,1.302901109172470928e+00
5.516803360672133394e-01,1.303945686129973858e+00,1.300406835626243263e+00
5.518703740748148734e-01,1.304179076673152249e+00,1.310230204134761767e+00
5.520604120824164074e-01,1.304412655869724214e+00,1.307377849695538385e+00
5.522504500900179414e-01,1.304646423910574837e+00,1.303214514585089301e+00
5.524404880976194754e-01,1.304880380986875199e+00,1.311366336697763701e+00
5.526305261052210094e-01,1.305114527290080817e+00,1.310398630883689242e+00
5.528205641128225434e-01,1.305348863011933425e+00,1.307480865413847448e+00
5.530106021204240774e-01,1.305583388344461415e+00,1.303676823930291606e+00
5.532006401280255004e-01,1.305818103479980063e+00,1.307043530965401157e+00
5.533906781356270344e-01,1.306053008611092192e+00,1.308521002065959449e+00
5.535807161432285683e-01,1.306288103930687949e+00,1.311987312081099200e+00
5.537707541508301023e-01,1.306523389631947252e+00,1.306019857481891755e+00
5.539607921584316363e-01,1.306758865908338896e+00,1.304729570354459467e+00
5.541508301660331703e-01,1.306994532953620558e+00,1.316263250862331091e+00
5.543408681736347043e-01,1.307230390961840794e+00,1.312923419872268127e+00
5.545309061812362383e-01,1.307466440127338814e+00,1.308912200390850655e+00
5.547209441888376613e-01,1.307702680644746263e+00,1.304276633074870961e+00
5.549109821964391953e-01,1.307939112708984997e+00,1.310075160630204794e+00
5.551010202040407293e-01,1.308175736515270415e+00,1.312805397408083774e+00
5.552910582116422633e-01,1.308412552259110351e+00,1.311606887398229171e+00
5.554810962192437973e-01,1.308649560136307510e+00,1.312117507593494770e+00
5.556711342268453313e-01,1.308886760342957034e+00,1.309268547785126247e+00
5.558611722344468653e-01,1.309124153075449826e+00,1.313831293196445316e+00
5.560512102420483993e-01,1.309361738530471886e+00,1.307185859233644276e+00
5.562412482496498223e-01,1.309599516905005201e+00,1.308068799156093087e+00
5.564312862572513563e-01,1.309837488396327521e+00,1.308067510902398256e+00
5.566213242648528903e-01,1.310075653202014800e+00,1.307730290791928596e+00
5.568113622724544243e-01,1.310314011519939426e+00,1.318228223457570625e+00
5.570014002800559583e-01,1.310552563548272431e+00,1.304055421959059657e+00
5.571914382876574923e-01,1.310791309485483502e+00,1.311927143272922702e+00
5.573814762952590263e-01,1.311030249530341196e+00,1.307330176801713817e+00
5.575715143028605603e-01,1.311269383881914719e+00,1.306544384385822877e+00
5.577615523104619832e-01,1.311508712739573035e+00,1.312098750050977092e+00
5.579515903180635172e-01,1.311748236302986648e+00,1.305738996158144483e+00
5.581416283256650512e-01,1.311987954772126708e+00,1.311813987175800333e+00
5.583316663332665852e-01,1.312227868347267457e+00,1.321491810983300041e+00
5.585217043408681192e-01,1.312467977228985561e+00,1.312206418645221806e+00
5.587117423484696532e-01,1.312708281618160999e+00,1.314696862736041361e+00
5.589017803560711872e-01,1.312948781715977731e+00,1.309758140646178237e+00
5.590918183636727212e-01,1.313189477723923471e+00,1.315270705870966506e+00
5.592818563712741442e-01,1.313430369843792578e+00,1.307690626329003347e+00
5.594718943788756782e-01,1.313671458277684057e+00,1.314590155430199303e+00
5.596619323864772122e-01,1.313912743228002444e+00,1.313564020873207339e+00
5.598519703940787462e-01,1.314154224897460921e+00,1.322900489415405056e+00
5.600420084016802802e-01,1.314395903489078421e+00,1.314184030300318495e+00
5.602320464092818142e-01,1.314637779206183188e+00,1.313320552407923891e+00
5.604220844168833482e-01,1.314879852252410997e+00,1.312771415548867449e+00
5.606121224244848822e-01,1.315122122831707818e+00,1.310469180059378846e+00
5.608021604320863052e-01,1.315364591148328710e+00,1.318514756137945110e+00
5.609921984396878392e-01,1.315607257406839592e+00,1.321453785761939281e+00
5.611822364472893732e-01,1.315850121812117024e+00,1.314461115505773936e+00
5.613722744548909072e-01,1.316093184569350205e+00,1.318997342615162438e+00
5.615623124624924412e-01,1.316336445884038753e+00,1.315008376648999722e+00
5.617523504700939752e-01,1.316579905961996255e+00,1.318254095375197332e+00
5.619423884776955092e-01,1.316823565009350494e+00,1.318720968647619340e+00
5.621324264852970432e-01,1.317067423232541667e+00,1.311447328103813925e+00
5.623224644928984661e-01,1.317311480838325277e+00,1.314309728575569824e+00
5.625125025005000001e-01,1.317555738033773016e+00,1.321341399209347234e+00
5.627025405081015341e-01,1.317800195026270993e+00,1.310282839415874090e+00
5.628925785157030681e-01,1.318044852023522395e+00,1.318132025159094223e+00
5.630826165233046021e-01,1.318289709233548157e+00,1.316978121117078571e+00
5.632726545309061361e-01,1.318534766864686070e+00,1.314894743421626933e+00
5.634626925385076701e-01,1.318780025125592337e+00,1.319030495179149831e+00
5.636527305461092041e-01,1.319025484225243128e+00,1.320301131792721572e+00
5.638427685537106271e-01,1.319271144372931914e+00,1.321465890478903171e+00
5.640328065613121611e-01,1.319517005778275687e+00,1.309087652591125917e+00
5.642228445689136951e-01,1.319763068651209403e+00,1.326497891188636924e+00
5.644128825765152291e-01,1.320009333201990875e+00,1.318152305541411939e+00
5.646029205841167631e-01,1.320255799641199435e+00,1.324452102985388402e+00
5.647929585917182971e-01,1.320502468179737932e+00,1.320059078833682120e+00
5.649829965993198311e-01,1.320749339028831182e+00,1.318471326318435333e+00
5.651730346069213651e-01,1.320996412400029740e+00,1.320777656453999693e+00
5.653630726145227881e-01,1.321243688505207015e+00,1.333927874874590636e+00
5.655531106221243220e-01,1.321491167556562818e+00,1.327771902277078864e+00
5.657431486297258560e-01,1.321738849766622481e+00,1.320388204081031303e+00
5.659331866373273900e-01,1.321986735348237962e+00,1.322925030642621902e+00
5.661232246449289240e-01,1.322234824514588514e+00,1.326745214153331354e+00
5.663132626525304580e-01,1.322483117479180459e+00,1.324830958005427828e+00
5.665033006601319920e-01,1.322731614455849192e+00,1.323096184647142071e+00
5.666933386677335260e-01,1.322980315658759398e+00,1.322256588970438518e+00
5.668833766753349490e-01,1.323229221302405056e+00,1.318956552260723614e+00
5.670734146829364830e-01,1.323478331601610325e+00,1.326502301167692632e+00
5.672634526905380170e-01,1.323727646771531541e+00,1.328153893107397066e+00
5.674534906981395510e-01,1.323977167027655000e+00,1.332912205080214241e+00
5.676435287057410850e-01,1.324226892585800508e+00,1.322066268043908588e+00
5.678335667133426190e-01,1.324476823662120939e+00,1.327096956533805550e+00
5.680236047209441530e-01,1.324726960473101789e+00,1.324617020255202116e+00
5.682136427285456870e-01,1.324977303235564285e+00,1.330017169432678337e+00
5.684036807361472210e-01,1.325227852166663611e+00,1.324851448184264147e+00
5.685937187437486440e-01,1.325478607483890237e+00,1.322906786654149291e+00
5.687837567513501780e-01,1.325729569405072139e+00,1.318991488310083726e+00
5.689737947589517120e-01,1.325980738148373472e+00,1.328854737082834969e+00
5.691638327665532460e-01,1.326232113932296119e+00,1.326890256981455574e+00
5.693538707741547800e-01,1.326483696975679694e+00,1.330992470545254491e+00
5.695439087817563140e-01,1.326735487497703536e+00,1.324550167541008960e+00
5.697339467893578480e-01,1.326987485717887161e+00,1.337372362191116659e+00
5.699239847969593820e-01,1.327239691856088477e+00,1.324424423942234474e+00
5.701140228045608049e-01,1.327492106132508232e+00,1.329559652542248394e+00
5.703040608121623389e-01,1.327744728767687121e+00,1.329419812480890473e+00
5.704940988197638729e-01,1.327997559982509568e+00,1.332427050712800876e+00
5.706841368273654069e-01,1.328250599998202164e+00,1.327605112427282297e+00
5.708741748349669409e-01,1.328503849036336115e+00,1.324852078886362916e+00
5.710642128425684749e-01,1.328757307318825687e+00,1.324820098735738805e+00
5.712542508501700089e-01,1.329010975067931311e+00,1.332279544381747893e+00
5.714442888577715429e-01,1.329264852506257588e+00,1.329694691962928887e+00
5.716343268653729659e-01,1.329518939856757509e+00,1.330903695617948745e+00
5.718243648729744999e-01,1.329773237342729786e+00,1.326522377159763399e+00
5.720144028805760339e-01,1.330027745187821075e+00,1.330592535002580457e+00
5.722044408881775679e-01,1.330282463616027533e+00,1.331158819776542268e+00
5.723944788957791019e-01,1.330537392851692813e+00,1.333004054917628078e+00
5.725845169033806359e-01,1.330792533119512067e+00,1.324946077122328036e+00
5.727745549109821699e-01,1.331047884644529944e+00,1.327979095046313063e+00
5.729645929185837039e-01,1.331303447652142369e+00,1.338220260087842339e+00
5.731546309261851269e-01,1.331559222368097872e+00,1.329987417081506029e+00
5.733446689337866609e-01,1.331815209018496926e+00,1.331479505182273426e+00
5.735347069413881949e-01,1.332071407829794163e+00,1.330477870346645775e+00
5.737247449489897289e-01,1.332327819028797267e+00,1.326340936403613169e+00
5.739147829565912629e-01,1.332584442842669636e+00,1.328281562238480040e+00
5.741048209641927969e-01,1.332841279498929499e+00,1.334324093523728827e+00
5.742948589717943308e-01,1.333098329225451684e+00,1.330409996176509013e+00
5.744848969793958648e-01,1.333355592250467625e+00,1.341464132302089052e+00
5.746749349869972878e-01,1.333613068802566914e+00,1.327620337695762709e+00
5.748649729945988218e-01,1.333870759110696413e+00,1.326101347351554827e+00
5.750550110022003558e-01,1.334128663404163362e+00,1.332560793816074174e+00
5.752450490098018898e-01,1.334386781912633824e+00,1.329548580678544312e+00
5.754350870174034238e-01,1.334645114866134685e+00,1.340167766875607791e+00
5.756251250250049578e-01,1.334903662495053656e+00,1.333198769311351395e+00
5.758151630326064918e-01,1.335162425030141042e+00,1.337227844918026376e+00
5.760052010402080258e-01,1.335421402702509530e+00,1.329747200158844622e+00
5.761952390478094488e-01,1.335680595743634624e+00,1.338323399088358734e+00
5.763852770554109828e-01,1.335940004385357538e+00,1.338474336555824928e+00
5.765753150630125168e-01,1.336199628859882749e+00,1.341133130949126562e+00
5.767653530706140508e-01,1.336459469399780220e+00,1.337311836658661823e+00
5.769553910782155848e-01,1.336719526237987843e+00,1.338757679516968890e+00
5.771454290858171188e-01,1.336979799607809216e+00,1.337617712300228856e+00
5.773354670934186528e-01,1.337240289742915866e+00,1.340906767249005371e+00
5.775255051010201868e-01,1.337500996877348802e+00,1.335817949009580952e+00
5.777155431086216097e-01,1.337761921245516961e+00,1.339906755498816882e+00
5.779055811162231437e-01,1.338023063082200315e+00,1.335711566756357049e+00
5.780956191238246777e-01,1.338284422622548986e+00,1.341074655035675356e+00
5.782856571314262117e-01,1.338546000102085021e+00,1.337400856793242054e+00
5.784756951390277457e-01,1.338807795756703056e+00,1.336171158410838666e+00
5.786657331466292797e-01,1.339069809822670098e+00,1.336317109607449760e+00
5.788557711542308137e-01,1.339332042536626854e+00,1.345177081591153234e+00
5.790458091618323477e-01,1.339594494135588842e+00,1.333322701072599203e+00
5.792358471694337707e-01,1.339857164856947502e+00,1.333885966809796431e+00
5.794258851770353047e-01,1.340120054938469085e+00,1.342627670941646922e+00
5.796159231846368387e-01,1.340383164618297984e+00,1.336358322452589231e+00
5.798059611922383727e-01,1.340646494134955180e+00,1.338740691704773500e+00
5.799959991998399067e-01,1.340910043727339795e+00,1.338894777263356373e+00
5.801860372074414407e-01,1.341173813634730871e+00,1.350251095637363674e+00
5.803760752150429747e-01,1.341437804096787589e+00,1.338704592296496410e+00
5.805661132226445087e-01,1.341702015353548605e+00,1.338772620915291700e+00
5.807561512302459317e-01,1.341966447645434490e+00,1.340369155345352281e+00
5.809461892378474657e-01,1.342231101213248623e+00,1.343118779706238275e+00
5.811362272454489997e-01,1.342495976298176741e+00,1.344461428932196778e+00
5.813262652530505337e-01,1.342761073141788275e+00,1.336840988148807918e+00
5.815163032606520677e-01,1.343026391986037682e+00,1.344780510468811086e+00
5.817063412682536017e-01,1.343291933073264222e+00,1.351076716523076815e+00
5.818963792758551357e-01,1.343557696646193511e+00,1.336381638648044490e+00
5.820864172834566697e-01,1.343823682947937748e+00,1.346102352067447994e+00
5.822764552910580926e-01,1.344089892221997262e+00,1.347143459531546572e+00
5.824664932986596266e-01,1.344356324712261186e+00,1.344951578557713745e+00
5.826565313062611606e-01,1.344622980663006784e+00,1.343816785045181206e+00
5.828465693138626946e-01,1.344889860318902119e+00,1.335446465348684386e+00
5.830366073214642286e-01,1.345156963925006055e+00,1.349934182433252028e+00
5.832266453290657626e-01,1.345424291726768917e+00,1.344104290766133580e+00
5.834166833366672966e-01,1.345691843970033830e+00,1.344844689634596246e+00
5.836067213442688306e-01,1.345959620901036713e+00,1.350847067619880937e+00
5.837967593518702536e-01,1.346227622766407395e+00,1.336843441331249549e+00
5.839867973594717876e-01,1.346495849813172274e+00,1.346200600033037320e+00
5.841768353670733216e-01,1.346764302288750770e+00,1.349126078995459332e+00
5.843668733746748556e-01,1.347032980440960648e+00,1.349890763721458331e+00
5.845569113822763896e-01,1.347301884518016246e+00,1.349716689931183655e+00
5.847469493898779236e-01,1.347571014768530473e+00,1.355708207771918694e+00
5.849369873974794576e-01,1.347840371441514584e+00,1.348955403652192242e+00
5.851270254050809916e-01,1.348109954786380182e+00,1.352165772723562531e+00
5.853170634126825256e-01,1.348379765052938994e+00,1.351452465338496722e+00
5.855071014202839486e-01,1.348649802491404870e+00,1.342711212566587653e+00
5.856971394278854826e-01,1.348920067352392449e+00,1.345835127979298163e+00
5.858871774354870166e-01,1.349190559886920937e+00,1.357512811961332888e+00
5.860772154430885506e-01,1.349461280346412551e+00,1.348365319154623210e+00
5.862672534506900845e-01,1.349732228982694515e+00,1.349459470833660246e+00
5.864572914582916185e-01,1.350003406047999288e+00,1.344729512673064065e+00
5.866473294658931525e-01,1.350274811794966334e+00,1.348897745889028110e+00
5.868373674734946865e-01,1.350546446476641682e+00,1.345289137615790720e+00
5.870274054810961095e-01,1.350818310346479478e+00,1.348378408530326977e+00
5.872174434886976435e-01,1.351090403658343764e+00,1.353301198228650026e+00
5.874074814962991775e-01,1.351362726666506697e+00,1.348034791739420202e+00
5.875975195039007115e-01,1.351635279625652553e+00,1.349172994327811681e+00
5.877875575115022455e-01,1.351908062790875720e+00,1.357256726055346974e+00
5.879775955191037795e-01,1.352181076417684036e+00,1.354059492309288126e+00
5.881676335267053135e-01,1.352454320761997453e+00,1.354515519014082958e+00
5.883576715343068475e-01,1.352727796080150924e+00,1.356702874021638472e+00
5.885477095419082705e-01,1.353001502628893293e+00,1.350793877868931459e+00
5.887377475495098045e-01,1.353275440665390406e+00,1.351710697706973274e+00
5.889277855571113385e-01,1.353549610447222884e+00,1.345312281623193496e+00
5.891178235647128725e-01,1.353824012232390572e+00,1.356754844380988700e+00
5.893078615723144065e-01,1.354098646279310314e+00,1.353267021656426872e+00
5.894978995799159405e-01,1.354373512846818617e+00,1.354353237774502894e+00
5.896879375875174745e-01,1.354648612194172763e+00,1.350285505703759270e+00
5.898779755951190085e-01,1.354923944581049700e+00,1.357400335902618105e+00
5.900680136027204314e-01,1.355199510267548257e+00,1.357702687756900062e+00
5.902580516103219654e-01,1.355475309514191151e+00,1.356198658370317389e+00
5.904480896179234994e-01,1.355751342581923868e+00,1.349392249870530192e+00
5.906381276255250334e-01,1.356027609732116002e+00,1.352654979662299306e+00
5.908281656331265674e-01,1.356304111226563025e+00,1.356163633235569099e+00
5.910182036407281014e-01,1.356580847327486961e+00,1.353229949581876035e+00
5.912082416483296354e-01,1.356857818297535490e+00,1.358399692496262690e+00
5.913982796559311694e-01,1.357135024399785506e+00,1.361156826441915602e+00
5.915883176635325924e-01,1.357412465897742448e+00,1.354388892562695901e+00
5.917783556711341264e-01,1.357690143055341858e+00,1.356963253004311865e+00
5.919683936787356604e-01,1.357968056136949153e+00,1.355225494218017301e+00
5.921584316863371944e-01,1.358246205407362073e+00,1.362369702683017492e+00
5.923484696939387284e-01,1.358524591131810455e+00,1.362110802823149225e+00
5.925385077015402624e-01,1.358803213575957569e+00,1.369449633662789934e+00
5.927285457091417964e-01,1.359082073005901004e+00,1.359110541980595110e+00
5.929185837167433304e-01,1.359361169688173554e+00,1.355625102501814228e+00
5.931086217243447534e-01,1.359640503889744334e+00,1.361278993048546493e+00
5.932986597319462874e-01,1.359920075878018997e+00,1.358990508437344147e+00
5.934886977395478214e-01,1.360199885920841512e+00,1.360964811080468628e+00
5.936787357471493554e-01,1.360479934286494830e+00,1.365456094805040044e+00
5.938687737547508894e-01,1.360760221243701551e+00,1.359621934546581867e+00
5.940588117623524234e-01,1.361040747061624367e+00,1.363933919324688215e+00
5.942488497699539574e-01,1.361321512009867840e+00,1.352857522955545733e+00
5.944388877775554914e-01,1.361602516358480619e+00,1.365839336196043252e+00
5.946289257851569143e-01,1.361883760377951891e+00,1.362426798070983436e+00
5.948189637927584483e-01,1.362165244339218706e+00,1.361215189382344759e+00
5.950090018003599823e-01,1.362446968513660650e+00,1.360455155845152531e+00
5.951990398079615163e-01,1.362728933173104950e+00,1.368406279639848622e+00
5.953890778155630503e-01,1.363011138589825810e+00,1.360998276953417907e+00
5.955791158231645843e-01,1.363293585036545519e+00,1.368380863334460296e+00
5.957691538307661183e-01,1.363576272786436006e+00,1.361565680929484046e+00
5.959591918383676523e-01,1.363859202113117952e+00,1.364063781299433398e+00
5.961492298459690753e-01,1.364142373290665011e+00,1.365586455641377928e+00
5.963392678535706093e-01,1.364425786593601142e+00,1.372550156683579381e+00
5.965293058611721433e-01,1.364709442296903719e+00,1.365735751178393631e+00
5.967193438687736773e-01,1.364993340676004863e+00,1.365972146607791649e+00
5.969093818763752113e-01,1.365277482006790111e+00,1.365044851033325068e+00
5.970994198839767453e-01,1.365561866565601745e+00,1.364394019335857688e+00
5.972894578915782793e-01,1.365846494629238350e+00,1.363461274533171119e+00
5.974794958991798133e-01,1.366131366474957476e+00,1.373407462530581435e+00
5.976695339067812363e-01,1.366416482380472974e+00,1.372340591895565121e+00
5.978595719143827703e-01,1.366701842623961216e+00,1.363998707335825733e+00
5.980496099219843043e-01,1.366987447484057094e+00,1.367679488809762978e+00
5.982396479295858382e-01,1.367273297239858465e+00,1.362616663564370834e+00
5.984296859371873722e-01,1.367559392170924149e+00,1.371376707858504851e+00
5.986197239447889062e-01,1.367845732557279037e+00,1.370648285277613621e+00
5.988097619523904402e-01,1.368132318679410764e+00,1.368638714141678925e+00
5.989997999599919742e-01,1.368419150818272811e+00,1.365247726836837261e+00
5.991898379675933972e-01,1.368706229255285622e+00,1.371828201943157133e+00
5.993798759751949312e-01,1.368993554272336599e+00,1.371521071272395531e+00
5.995699139827964652e-01,1.369281126151783434e+00,1.368624275113935695e+00
5.997599519903979992e-01,1.369568945176451003e+00,1.372578907359051303e+00
5.999499899979995332e-01,1.369857011629636023e+00,1.364541572355412402e+00
6.001400280056010672e-01,1.370145325795107061e+00,1.367811143394275897e+00
6.003300660132026012e-01,1.370433887957104524e+00,1.366688783465519252e+00
6.005201040208041352e-01,1.370722698400342443e+00,1.371237694723152600e+00
6.007101420284056692e-01,1.371011757410010246e+00,1.377741859870558416e+00
6.009001800360070922e-01,1.371301065271771424e+00,1.371552892179910055e+00
6.010902180436086262e-01,1.371590622271768423e+00,1.376195993103305870e+00
6.012802560512101602e-01,1.371880428696619081e+00,1.371810276902541537e+00
6.014702940588116942e-01,1.372170484833421300e+00,1.370599918710979859e+00
6.016603320664132282e-01,1.372460790969751709e+00,1.376565738236394054e+00
6.018503700740147622e-01,1.372751347393668775e+00,1.374972655537214372e+00
6.020404080816162962e-01,1.373042154393711689e+00,1.378767318244351170e+00
6.022304460892178302e-01,1.373333212258902813e+00,1.377276936568484489e+00
6.024204840968192531e-01,1.373624521278748345e+00,1.370419816241989164e+00
6.026105221044207871e-01,1.373916081743239648e+00,1.363768959492178912e+00
6.028005601120223211e-01,1.374207893942853920e+00,1.374798622069897114e+00
6.029905981196238551e-01,1.374499958168554414e+00,1.369833768427806575e+00
6.031806361272253891e-01,1.374792274711793771e+00,1.369193049453858446e+00
6.033706741348269231e-01,1.375084843864512019e+00,1.369197691975314601e+00
6.035607121424284571e-01,1.375377665919141457e+00,1.372847698590673682e+00
6.037507501500299911e-01,1.375670741168603550e+00,1.374904538988099389e+00
6.039407881576314141e-01,1.375964069906312259e+00,1.376017558780681993e+00
6.041308261652329481e-01,1.376257652426176481e+00,1.384467100299491493e+00
6.043208641728344821e-01,1.376551489022597830e+00,1.371732174826596262e+00
6.045109021804360161e-01,1.376845579990473745e+00,1.376832364292708055e+00
6.047009401880375501e-01,1.377139925625197936e+00,1.372191348893957885e+00
6.048909781956390841e-01,1.377434526222662381e+00,1.373480226992651376e+00
6.050810162032406181e-01,1.377729382079256881e+00,1.378021782908373183e+00
6.052710542108421521e-01,1.378024493491871505e+00,1.379723336815773749e+00
6.054610922184435751e-01,1.378319860757896143e+00,1.373201775375395561e+00
6.056511302260451091e-01,1.378615484175224282e+00,1.383214233313063479e+00
6.058411682336466431e-01,1.378911364042251009e+00,1.375212860185503594e+00
6.060312062412481771e-01,1.379207500657875674e+00,1.383061934768148760e+00
6.062212442488497111e-01,1.379503894321502777e+00,1.379315616756715324e+00
6.064112822564512451e-01,1.379800545333043527e+00,1.383444570679049246e+00
6.066013202640527791e-01,1.380097453992916279e+00,1.382383090215239196e+00
6.067913582716543131e-01,1.380394620602046762e+00,1.379266920496255988e+00
6.069813962792557360e-01,1.380692045461871631e+00,1.382622079102573842e+00
6.071714342868572700e-01,1.380989728874338018e+00,1.375636243426712646e+00
6.073614722944588040e-01,1.381287671141904427e+00,1.376103086256137864e+00
6.075515103020603380e-01,1.381585872567541395e+00,1.380176893490492107e+00
6.077415483096618720e-01,1.381884333454735492e+00,1.387389155570373678e+00
6.079315863172634060e-01,1.382183054107486875e+00,1.379209313768963829e+00
6.081216243248649400e-01,1.382482034830312179e+00,1.380101038129575963e+00
6.083116623324664740e-01,1.382781275928245179e+00,1.389453878447117319e+00
6.085017003400678970e-01,1.383080777706839015e+00,1.383266436996772653e+00
6.086917383476694310e-01,1.383380540472165743e+00,1.383395501359927504e+00
6.088817763552709650e-01,1.383680564530817891e+00,1.379492136697314741e+00
6.090718143628724990e-01,1.383980850189910683e+00,1.384234733246912930e+00
6.092618523704740330e-01,1.384281397757082033e+00,1.386665827091959402e+00
