t,T1,T2,T_bridge,dT1_dt,dT1_dt_noisy
3.628325665133026234e+01,3.255256399719231695e+02,3.256794286466049471e+02,3.258268027158268865e+02,-9.467425282842929779e-02,1.080392484621067878e-01
3.629525905181036194e+01,3.255245036897497357e+02,3.256783170212692653e+02,3.258256444434815648e+02,-9.466684088220894688e-02,-2.444851185523168047e-01
3.630726145229045443e+01,3.255233674965946307e+02,3.256772053990397922e+02,3.258244862813636473e+02,-9.465943832896177301e-02,-2.888947323075007900e-01
3.631926385277055402e+01,3.255222313923493971e+02,3.256760937800349893e+02,3.258233282293209072e+02,-9.465204514386073298e-02,-1.338487848460931107e-01
3.633126625325064651e+01,3.255210953769059188e+02,3.256749821643732048e+02,3.258221702872012884e+02,-9.464466130214344020e-02,-2.155996921543806844e-01
3.634326865373074611e+01,3.255199594501560796e+02,3.256738705521725592e+02,3.258210124548529052e+02,-9.463728677906496634e-02,4.342901345776320476e-02
3.635527105421083860e+01,3.255188236119921044e+02,3.256727589435508321e+02,3.258198547321243836e+02,-9.462992154995342187e-02,-1.372522511425104119e-01
3.636727345469093819e+01,3.255176878623062748e+02,3.256716473386256894e+02,3.258186971188643497e+02,-9.462256559015998214e-02,-4.298706839302537247e-02
3.637927585517103068e+01,3.255165522009912706e+02,3.256705357375145695e+02,3.258175396149218273e+02,-9.461521887511081808e-02,-2.364702824667316849e-01
3.639127825565113028e+01,3.255154166279397145e+02,3.256694241403346837e+02,3.258163822201460675e+02,-9.460788138023794314e-02,-2.853779776213422048e-02
3.640328065613122277e+01,3.255142811430445704e+02,3.256683125472030156e+02,3.258152249343867197e+02,-9.460055308103812455e-02,-3.124224881935332154e-02
3.641528305661132237e+01,3.255131457461989726e+02,3.256672009582363785e+02,3.258140677574935467e+02,-9.459323395305235804e-02,2.874431827804570239e-02
3.642728545709141486e+01,3.255120104372962260e+02,3.256660893735513582e+02,3.258129106893165385e+02,-9.458592397186550704e-02,-7.327674249982600585e-02
3.643928785757151445e+01,3.255108752162298629e+02,3.256649777932641996e+02,3.258117537297061972e+02,-9.457862311311615588e-02,-4.362479113858740154e-02
3.645129025805160694e+01,3.255097400828935292e+02,3.256638662174912042e+02,3.258105968785130244e+02,-9.457133135245615607e-02,-7.862351404196341043e-02
3.646329265853170654e+01,3.255086050371810984e+02,3.256627546463481053e+02,3.258094401355879199e+02,-9.456404866562212463e-02,-2.902111013381850069e-03
3.647529505901179903e+01,3.255074700789867279e+02,3.256616430799507498e+02,3.258082835007820108e+02,-9.455677502837563086e-02,-1.366329717225700513e-01
3.648729745949189862e+01,3.255063352082046322e+02,3.256605315184145866e+02,3.258071269739467652e+02,-9.454951041651772636e-02,-4.092865408402043131e-02
3.649929985997199111e+01,3.255052004247292530e+02,3.256594199618548373e+02,3.258059705549338787e+02,-9.454225480590242037e-02,-1.523296629519867995e-01
3.651130226045209071e+01,3.255040657284552594e+02,3.256583084103866099e+02,3.258048142435952172e+02,-9.453500817242903309e-02,-2.477919784426801941e-02
3.652330466093218320e+01,3.255029311192775481e+02,3.256571968641247281e+02,3.258036580397831017e+02,-9.452777049204569293e-02,-1.231563532131171174e-01
3.653530706141228279e+01,3.255017965970910723e+02,3.256560853231838450e+02,3.258025019433499097e+02,-9.452054174072797854e-02,-1.604364753873384897e-01
3.654730946189237528e+01,3.255006621617910127e+02,3.256549737876782729e+02,3.258013459541484735e+02,-9.451332189450671606e-02,-1.633308272750169099e-01
3.655931186237247488e+01,3.254995278132729482e+02,3.256538622577223236e+02,3.258001900720317963e+02,-9.450611092947364122e-02,5.161986543368746183e-02
3.657131426285256737e+01,3.254983935514322866e+02,3.256527507334298548e+02,3.257990342968531081e+02,-9.449890882173245243e-02,-2.512937353964708742e-01
3.658331666333266696e+01,3.254972593761650046e+02,3.256516392149147237e+02,3.257978786284660373e+02,-9.449171554746473023e-02,-2.437716667262412318e-01
3.659531906381275945e+01,3.254961252873669650e+02,3.256505277022904465e+02,3.257967230667243825e+02,-9.448453108286383739e-02,-3.179413100342036447e-02
3.660732146429285905e+01,3.254949912849343718e+02,3.256494161956703124e+02,3.257955676114822268e+02,-9.447735540419430200e-02,-1.950984095469142643e-01
3.661932386477295154e+01,3.254938573687636563e+02,3.256483046951674964e+02,3.257944122625938803e+02,-9.447018848776166100e-02,-1.421152492423046754e-01
3.663132626525305113e+01,3.254927235387513065e+02,3.256471932008948329e+02,3.257932570199140514e+02,-9.446303030990085836e-02,-1.448446919094849294e-01
3.664332866573314362e+01,3.254915897947940380e+02,3.256460817129650422e+02,3.257921018832975619e+02,-9.445588084699382825e-02,1.324761692188256845e-01
3.665533106621324322e+01,3.254904561367889073e+02,3.256449702314905608e+02,3.257909468525996317e+02,-9.444874007549453054e-02,-1.627790350827755805e-01
3.666733346669333571e+01,3.254893225646329711e+02,3.256438587565836542e+02,3.257897919276755943e+02,-9.444160797187116374e-02,-1.676764689282915777e-01
3.667933586717343530e+01,3.254881890782235700e+02,3.256427472883563610e+02,3.257886371083812378e+02,-9.443448451264425947e-02,-1.343667920146978945e-01
3.669133826765352779e+01,3.254870556774582155e+02,3.256416358269204920e+02,3.257874823945724643e+02,-9.442736967438492002e-02,-7.223540734964467580e-02
3.670334066813362739e+01,3.254859223622346462e+02,3.256405243723876879e+02,3.257863277861055735e+02,-9.442026343370314712e-02,-4.528394758320088143e-02
3.671534306861371988e+01,3.254847891324507145e+02,3.256394129248691911e+02,3.257851732828369791e+02,-9.441316576726965781e-02,-2.424152905917773271e-01
3.672734546909381947e+01,3.254836559880045002e+02,3.256383014844763579e+02,3.257840188846234355e+02,-9.440607665176388441e-02,-5.055311458242847666e-02
3.673934786957391196e+01,3.254825229287943102e+02,3.256371900513199762e+02,3.257828645913220385e+02,-9.439899606395309173e-02,1.002205901813637695e-01
3.675135027005401156e+01,3.254813899547186224e+02,3.256360786255108906e+02,3.257817104027899973e+02,-9.439192398062219713e-02,-2.737933739343489381e-01
3.676335267053410405e+01,3.254802570656760849e+02,3.256349672071596046e+02,3.257805563188849760e+02,-9.438486037860244204e-02,-3.741813239084633425e-02
3.677535507101420365e+01,3.254791242615655165e+02,3.256338557963763947e+02,3.257794023394647525e+02,-9.437780523477504180e-02,-1.803862249604439028e-02
3.678735747149429614e+01,3.254779915422860199e+02,3.256327443932713663e+02,3.257782484643874454e+02,-9.437075852607325344e-02,-7.948941238975672230e-02
3.679935987197439573e+01,3.254768589077368119e+02,3.256316329979543980e+02,3.257770946935114011e+02,-9.436372022946497296e-02,-1.145186106751024668e-01
3.681136227245448822e+01,3.254757263578172797e+02,3.256305216105350837e+02,3.257759410266952500e+02,-9.435669032196619677e-02,-3.304415645774109178e-01
3.682336467293458782e+01,3.254745938924270376e+02,3.256294102311229608e+02,3.257747874637979066e+02,-9.434966878062454876e-02,2.508079392552377274e-02
3.683536707341468031e+01,3.254734615114659277e+02,3.256282988598272254e+02,3.257736340046785131e+02,-9.434265558255543194e-02,-1.273426795984399784e-01
3.684736947389477990e+01,3.254723292148339624e+02,3.256271874967568465e+02,3.257724806491965523e+02,-9.433565070491300997e-02,-1.155145090908514388e-01
3.685937187437487239e+01,3.254711970024312677e+02,3.256260761420206222e+02,3.257713273972116781e+02,-9.432865412488243562e-02,2.785751384622163485e-02
3.687137427485497199e+01,3.254700648741583109e+02,3.256249647957271804e+02,3.257701742485838849e+02,-9.432166581970995167e-02,-3.289262016986556625e-01
3.688337667533506448e+01,3.254689328299155591e+02,3.256238534579848647e+02,3.257690212031733950e+02,-9.431468576666404702e-02,-1.016959302700380929e-01
3.689537907581515697e+01,3.254678008696038773e+02,3.256227421289017911e+02,3.257678682608407144e+02,-9.430771394309434008e-02,-3.526329627537983652e-02
3.690738147629525656e+01,3.254666689931241308e+02,3.256216308085859623e+02,3.257667154214466336e+02,-9.430075032634845089e-02,-2.285616831390582804e-02
3.691938387677534905e+01,3.254655372003774687e+02,3.256205194971449828e+02,3.257655626848522274e+02,-9.429379489385587843e-02,-3.392365956467160298e-02
3.693138627725544865e+01,3.254644054912653246e+02,3.256194081946864003e+02,3.257644100509186842e+02,-9.428684762309617884e-02,1.091429774616112652e-01
3.694338867773554114e+01,3.254632738656891320e+02,3.256182969013175352e+02,3.257632575195077038e+02,-9.427990849154932462e-02,-6.640410322460926773e-02
3.695539107821564073e+01,3.254621423235506086e+02,3.256171856171454237e+02,3.257621050904810431e+02,-9.427297747677478024e-02,7.122470952782497533e-03
3.696739347869573322e+01,3.254610108647516995e+02,3.256160743422768746e+02,3.257609527637008000e+02,-9.426605455638047137e-02,-1.744854741743827320e-02
3.697939587917583282e+01,3.254598794891944635e+02,3.256149630768185830e+02,3.257598005390294702e+02,-9.425913970798764641e-02,-2.427238878284184165e-01
3.699139827965592531e+01,3.254587481967812437e+02,3.256138518208769028e+02,3.257586484163295495e+02,-9.425223290930542785e-02,-1.713757172366615067e-01
3.700340068013602490e+01,3.254576169874144398e+02,3.256127405745581314e+02,3.257574963954640452e+02,-9.424533413803466708e-02,1.138109677222651356e-01
3.701540308061611739e+01,3.254564858609968496e+02,3.256116293379681679e+02,3.257563444762960785e+02,-9.423844337198492016e-02,-1.216374731667182324e-01
3.702740548109621699e+01,3.254553548174312141e+02,3.256105181112128548e+02,3.257551926586891113e+02,-9.423156058894623099e-02,-1.010505143148011098e-01
3.703940788157630948e+01,3.254542238566206152e+02,3.256094068943976936e+02,3.257540409425068901e+02,-9.422468576679150776e-02,-2.260720201401737461e-01
3.705141028205640907e+01,3.254530929784683622e+02,3.256082956876280150e+02,3.257528893276133886e+02,-9.421781888344278599e-02,-1.286444665318957070e-01
3.706341268253650156e+01,3.254519621828777645e+02,3.256071844910089794e+02,3.257517378138728077e+02,-9.421095991682998383e-02,-2.256436814381053424e-01
3.707541508301660116e+01,3.254508314697525861e+02,3.256060733046454629e+02,3.257505864011496897e+02,-9.420410884497713855e-02,-1.552016542487911210e-01
3.708741748349669365e+01,3.254497008389965913e+02,3.256049621286422280e+02,3.257494350893088040e+02,-9.419726564591085483e-02,-3.892740138825522000e-02
3.709941988397679324e+01,3.254485702905137714e+02,3.256038509631036391e+02,3.257482838782152044e+02,-9.419043029772831976e-02,-1.773888034748911657e-01
3.711142228445688573e+01,3.254474398242083453e+02,3.256027398081340039e+02,3.257471327677341719e+02,-9.418360277856147045e-02,-1.557407352245848142e-01
3.712342468493698533e+01,3.254463094399846455e+02,3.256016286638374027e+02,3.257459817577313856e+02,-9.417678306656865339e-02,3.953979854521244564e-02
3.713542708541707782e+01,3.254451791377473455e+02,3.256005175303176316e+02,3.257448308480726382e+02,-9.416997113999428515e-02,-4.720957384989327155e-02
3.714742948589717741e+01,3.254440489174011759e+02,3.255994064076783161e+02,3.257436800386240066e+02,-9.416316697709785355e-02,-4.263321067496271544e-02
3.715943188637726990e+01,3.254429187788510944e+02,3.255982952960227976e+02,3.257425293292519655e+02,-9.415637055619140161e-02,5.220577980998744594e-03
3.717143428685736950e+01,3.254417887220022294e+02,3.255971841954543038e+02,3.257413787198231034e+02,-9.414958185562442849e-02,-1.493402008546710902e-01
3.718343668733746199e+01,3.254406587467599934e+02,3.255960731060757780e+02,3.257402282102043500e+02,-9.414280085381077079e-02,-1.332613748142407184e-01
3.719543908781756159e+01,3.254395288530299126e+02,3.255949620279899932e+02,3.257390778002628622e+02,-9.413602752919249250e-02,-3.000692481299256364e-01
3.720744148829765408e+01,3.254383990407176270e+02,3.255938509612994949e+02,3.257379274898661947e+02,-9.412926186023810871e-02,-2.085845814528451692e-02
3.721944388877775367e+01,3.254372693097291176e+02,3.255927399061065444e+02,3.257367772788819593e+02,-9.412250382550495231e-02,-1.149131193975887755e-01
3.723144628925784616e+01,3.254361396599705358e+02,3.255916288625132324e+02,3.257356271671782224e+02,-9.411575340357666852e-02,-9.462263021147024333e-02
3.724344868973794576e+01,3.254350100913481469e+02,3.255905178306215362e+02,3.257344771546231641e+02,-9.410901057306468587e-02,-2.031866728333999728e-01
3.725545109021803825e+01,3.254338806037683867e+02,3.255894068105330348e+02,3.257333272410854192e+02,-9.410227531263271050e-02,-3.219249227342500796e-02
3.726745349069813784e+01,3.254327511971379749e+02,3.255882958023492506e+02,3.257321774264336796e+02,-9.409554760099721193e-02,-3.151611036720017300e-02
3.727945589117823033e+01,3.254316218713638591e+02,3.255871848061713649e+02,3.257310277105370346e+02,-9.408882741693434804e-02,-7.600510601377775954e-02
3.729145829165832993e+01,3.254304926263529865e+02,3.255860738221003885e+02,3.257298780932648015e+02,-9.408211473922806212e-02,-2.530594325240725917e-01
3.730346069213842242e+01,3.254293634620127023e+02,3.255849628502371615e+02,3.257287285744865812e+02,-9.407540954673697386e-02,-1.783911612921531831e-01
3.731546309261852201e+01,3.254282343782503517e+02,3.255838518906822401e+02,3.257275791540722594e+02,-9.406871181833810491e-02,-9.758066159318819210e-02
3.732746549309861450e+01,3.254271053749736780e+02,3.255827409435360664e+02,3.257264298318919487e+02,-9.406202153297921198e-02,-1.778344651732517989e-01
3.733946789357871410e+01,3.254259764520904810e+02,3.255816300088986850e+02,3.257252806078160461e+02,-9.405533866965008760e-02,-5.550848370147036526e-02
3.735147029405880659e+01,3.254248476095087881e+02,3.255805190868701402e+02,3.257241314817151761e+02,-9.404866320736803009e-02,6.496387845886977819e-03
3.736347269453890618e+01,3.254237188471367404e+02,3.255794081775501354e+02,3.257229824534603040e+02,-9.404199512519281767e-02,-1.696313285013564265e-01
3.737547509501899867e+01,3.254225901648828199e+02,3.255782972810381466e+02,3.257218335229226227e+02,-9.403533440225783635e-02,-1.122075856780057335e-01
3.738747749549909827e+01,3.254214615626555656e+02,3.255771863974334792e+02,3.257206846899736092e+02,-9.402868101771215403e-02,-1.625927289910094053e-01
3.739947989597919076e+01,3.254203330403637437e+02,3.255760755268352113e+02,3.257195359544849680e+02,-9.402203495075894812e-02,9.065396940627815092e-03
3.741148229645929035e+01,3.254192045979164050e+02,3.255749646693421937e+02,3.257183873163287444e+02,-9.401539618065997417e-02,-4.360103897190992228e-03
3.742348469693938284e+01,3.254180762352227134e+02,3.255738538250531064e+02,3.257172387753771545e+02,-9.400876468670744945e-02,1.721517374840990100e-01
3.743548709741948244e+01,3.254169479521919470e+02,3.255727429940663455e+02,3.257160903315026985e+02,-9.400214044823278214e-02,-9.329041608088048387e-02
3.744748949789957493e+01,3.254158197487337247e+02,3.255716321764800796e+02,3.257149419845782745e+02,-9.399552344463191211e-02,-1.873972031036140184e-01
3.745949189837967452e+01,3.254146916247577224e+02,3.255705213723924203e+02,3.257137937344768943e+02,-9.398891365531236719e-02,-5.302668468525696677e-02
3.747149429885976701e+01,3.254135635801738999e+02,3.255694105819010815e+02,3.257126455810719108e+02,-9.398231105975898836e-02,-1.172214970766318476e-01
3.748349669933986661e+01,3.254124356148923880e+02,3.255682998051036066e+02,3.257114975242369610e+02,-9.397571563749224088e-02,-7.485258664681615492e-02
3.749549909981995910e+01,3.254113077288234877e+02,3.255671890420974250e+02,3.257103495638457957e+02,-9.396912736806950495e-02,3.043488559556291329e-02
3.750750150030005869e+01,3.254101799218777273e+02,3.255660782929795687e+02,3.257092016997726773e+02,-9.396254623110801563e-02,-1.224197136590993301e-01
3.751950390078015118e+01,3.254090521939657492e+02,3.255649675578470124e+02,3.257080539318919818e+02,-9.395597220624508916e-02,-2.162666562964968286e-02
3.753150630126025078e+01,3.254079245449984796e+02,3.255638568367964467e+02,3.257069062600783127e+02,-9.394940527318929036e-02,-3.055491316312396455e-01
3.754350870174034327e+01,3.254067969748870155e+02,3.255627461299243919e+02,3.257057586842066712e+02,-9.394284541167831348e-02,1.197765052738984648e-02
3.755551110222044287e+01,3.254056694835425105e+02,3.255616354373270838e+02,3.257046112041522861e+02,-9.393629260148150806e-02,-8.036035027569506106e-02
3.756751350270053535e+01,3.254045420708765732e+02,3.255605247591005877e+02,3.257034638197906133e+02,-9.392974682245462670e-02,-1.176811207443048263e-01
3.757951590318063495e+01,3.254034147368006984e+02,3.255594140953406850e+02,3.257023165309973365e+02,-9.392320805445555920e-02,-1.437185247671582122e-01
3.759151830366072744e+01,3.254022874812268924e+02,3.255583034461430998e+02,3.257011693376485368e+02,-9.391667627741817626e-02,4.801698539117296716e-02
3.760352070414082704e+01,3.254011603040670479e+02,3.255571928116031586e+02,3.257000222396204094e+02,-9.391015147129551377e-02,-1.442316923814940255e-01
3.761552310462091953e+01,3.254000332052333988e+02,3.255560821918160741e+02,3.256988752367896041e+02,-9.390363361609163628e-02,3.327832383177975473e-02
3.762752550510101912e+01,3.253989061846384629e+02,3.255549715868768317e+02,3.256977283290328842e+02,-9.389712269187915072e-02,-1.441619191156802426e-01
3.763952790558111161e+01,3.253977792421947584e+02,3.255538609968801893e+02,3.256965815162272975e+02,-9.389061867874343159e-02,-8.877613902085708386e-02
3.765153030606121121e+01,3.253966523778150872e+02,3.255527504219207344e+02,3.256954347982502327e+02,-9.388412155682170079e-02,-5.778206278900097081e-02
3.766353270654130370e+01,3.253955255914124223e+02,3.255516398620926566e+02,3.256942881749792491e+02,-9.387763130631782138e-02,1.092316209431391516e-01
3.767553510702140329e+01,3.253943988828999636e+02,3.255505293174902022e+02,3.256931416462923039e+02,-9.387114790744889581e-02,-6.821342587020334802e-02
3.768753750750149578e+01,3.253932722521910819e+02,3.255494187882072197e+02,3.256919952120674679e+02,-9.386467134050187344e-02,-6.939452304583154651e-02
3.769953990798159538e+01,3.253921456991993750e+02,3.255483082743373870e+02,3.256908488721832100e+02,-9.385820158580239492e-02,-9.967397592242588367e-02
3.771154230846168787e+01,3.253910192238384980e+02,3.255471977759740980e+02,3.256897026265182262e+02,-9.385173862370820019e-02,-1.230479193673069127e-01
3.772354470894178746e+01,3.253898928260224466e+02,3.255460872932107463e+02,3.256885564749513833e+02,-9.384528243462719743e-02,-1.534757848363086929e-01
3.773554710942187995e+01,3.253887665056653873e+02,3.255449768261402710e+02,3.256874104173619457e+02,-9.383883299902905095e-02,8.806356839156857796e-02
3.774754950990197955e+01,3.253876402626815434e+02,3.255438663748554973e+02,3.256862644536294624e+02,-9.383239029739300074e-02,5.427034757991085201e-02
3.775955191038207204e+01,3.253865140969855361e+02,3.255427559394490231e+02,3.256851185836335389e+02,-9.382595431028979693e-02,-1.614043365136776653e-01
3.777155431086217163e+01,3.253853880084919865e+02,3.255416455200132191e+02,3.256839728072543494e+02,-9.381952501828887125e-02,-7.651849187564291332e-02
3.778355671134226412e+01,3.253842619971158570e+02,3.255405351166402852e+02,3.256828271243720678e+02,-9.381310240203789841e-02,-2.102289442892285587e-01
3.779555911182236372e+01,3.253831360627721665e+02,3.255394247294221373e+02,3.256816815348672662e+02,-9.380668644220738206e-02,1.626205747310566219e-03
3.780756151230245621e+01,3.253820102053762753e+02,3.255383143584505206e+02,3.256805360386208008e+02,-9.380027711953260738e-02,-2.373645911116976925e-02
3.781956391278255580e+01,3.253808844248435435e+02,3.255372040038170098e+02,3.256793906355137551e+02,-9.379387441475700582e-02,-8.113398785805529811e-02
3.783156631326264829e+01,3.253797587210897291e+02,3.255360936656128388e+02,3.256782453254274969e+02,-9.378747830871801694e-02,-1.730730778446081808e-01
3.784356871374274789e+01,3.253786330940306470e+02,3.255349833439291274e+02,3.256771001082436214e+02,-9.378108878226533440e-02,-1.573177158547973964e-02
3.785557111422284038e+01,3.253775075435822828e+02,3.255338730388567683e+02,3.256759549838440080e+02,-9.377470581628920276e-02,-3.058678081481608357e-02
3.786757351470293997e+01,3.253763820696609628e+02,3.255327627504863699e+02,3.256748099521108202e+02,-9.376832939175852588e-02,-1.101896053379526619e-01
3.787957591518303246e+01,3.253752566721830704e+02,3.255316524789083701e+02,3.256736650129265058e+02,-9.376195948965680704e-02,-1.851290492464750803e-02
3.789157831566313206e+01,3.253741313510652162e+02,3.255305422242130362e+02,3.256725201661737401e+02,-9.375559609101555281e-02,-2.266415779466074143e-01
3.790358071614322455e+01,3.253730061062241816e+02,3.255294319864903514e+02,3.256713754117354824e+02,-9.374923917691498076e-02,-1.521037991976927906e-01
3.791558311662332414e+01,3.253718809375770320e+02,3.255283217658301282e+02,3.256702307494949764e+02,-9.374288872848869636e-02,-1.873705010181213604e-01
3.792758551710341663e+01,3.253707558450408897e+02,3.255272115623218951e+02,3.256690861793356930e+02,-9.373654472690315376e-02,-8.086163665665146993e-02
3.793958791758351623e+01,3.253696308285331042e+02,3.255261013760550668e+02,3.256679417011413875e+02,-9.373020715336229103e-02,7.452235436034072846e-02
3.795159031806360872e+01,3.253685058879713665e+02,3.255249912071187737e+02,3.256667973147960993e+02,-9.372387598914697082e-02,-8.742820328567890709e-02
3.796359271854370832e+01,3.253673810232733103e+02,3.255238810556019189e+02,3.256656530201841520e+02,-9.371755121554219137e-02,2.141671957289495443e-02
3.797559511902380081e+01,3.253662562343570244e+02,3.255227709215932350e+02,3.256645088171900966e+02,-9.371123281391817439e-02,-9.546502766585450439e-02
3.798759751950390040e+01,3.253651315211404835e+02,3.255216608051812273e+02,3.256633647056987115e+02,-9.370492076564167216e-02,-1.329690738266760541e-01
3.799959991998399289e+01,3.253640068835421744e+02,3.255205507064541735e+02,3.256622206855951731e+02,-9.369861505217344511e-02,8.925066613882537414e-03
3.801160232046409249e+01,3.253628823214805266e+02,3.255194406255000672e+02,3.256610767567647713e+02,-9.369231565499216985e-02,-3.815961206635137826e-02
3.802360472094418498e+01,3.253617578348742541e+02,3.255183305624069021e+02,3.256599329190931940e+02,-9.368602255560555536e-02,4.944307371038249299e-02
3.803560712142428457e+01,3.253606334236422981e+02,3.255172205172621602e+02,3.256587891724662995e+02,-9.367973573561157175e-02,4.913372003929397658e-03
3.804760952190437706e+01,3.253595090877037705e+02,3.255161104901533804e+02,3.256576455167703443e+02,-9.367345517661061771e-02,-1.737910810955899943e-01
3.805961192238447666e+01,3.253583848269779537e+02,3.255150004811677036e+02,3.256565019518916415e+02,-9.366718086027622792e-02,-3.473452371367964364e-01
3.807161432286456915e+01,3.253572606413843005e+02,3.255138904903921002e+02,3.256553584777169590e+02,-9.366091276830862400e-02,-7.889270959222857704e-02
3.808361672334466874e+01,3.253561365308424911e+02,3.255127805179133702e+02,3.256542150941332352e+02,-9.365465088245825132e-02,-2.103093944011565075e-01
3.809561912382476123e+01,3.253550124952723763e+02,3.255116705638180861e+02,3.256530718010277496e+02,-9.364839518451401057e-02,-2.336290266328980292e-01
3.810762152430486083e+01,3.253538885345940344e+02,3.255105606281925361e+02,3.256519285982880092e+02,-9.364214565632637821e-02,-2.408209428862618240e-01
3.811962392478495332e+01,3.253527646487276570e+02,3.255094507111228950e+02,3.256507854858017481e+02,-9.363590227976664737e-02,-1.568850854914606296e-01
3.813162632526505291e+01,3.253516408375937772e+02,3.255083408126949962e+02,3.256496424634569848e+02,-9.362966503679059915e-02,-1.127847195493959787e-01
3.814362872574514540e+01,3.253505171011129278e+02,3.255072309329946165e+02,3.256484995311420789e+02,-9.362343390934341203e-02,-9.228621205010055506e-02
3.815563112622524500e+01,3.253493934392059259e+02,3.255061210721071348e+02,3.256473566887455604e+02,-9.361720887945701453e-02,1.116189879534197349e-01
3.816763352670533749e+01,3.253482698517938729e+02,3.255050112301178729e+02,3.256462139361563004e+02,-9.361098992920224848e-02,-2.140938448292409313e-01
3.817963592718543708e+01,3.253471463387978702e+02,3.255039014071118686e+02,3.256450712732633974e+02,-9.360477704067102223e-02,-9.393516948481471507e-02
3.819163832766552957e+01,3.253460229001393031e+02,3.255027916031739323e+02,3.256439286999562341e+02,-9.359857019601686146e-02,-2.173129884770201303e-01
3.820364072814562917e+01,3.253448995357398417e+02,3.255016818183887040e+02,3.256427862161244207e+02,-9.359236937745035734e-02,-1.924498501277244478e-01
3.821564312862572166e+01,3.253437762455212123e+02,3.255005720528405391e+02,3.256416438216579081e+02,-9.358617456720821903e-02,-8.627615383930267723e-02
3.822764552910582125e+01,3.253426530294053691e+02,3.254994623066136228e+02,3.256405015164468182e+02,-9.357998574757747656e-02,-5.110890265002074329e-02
3.823964792958591374e+01,3.253415298873144366e+02,3.254983525797919128e+02,3.256393593003816704e+02,-9.357380290088143648e-02,-2.215259374633972711e-01
3.825165033006601334e+01,3.253404068191708234e+02,3.254972428724591964e+02,3.256382171733531550e+02,-9.356762600950260800e-02,2.140110243647633248e-02
3.826365273054610583e+01,3.253392838248969952e+02,3.254961331846989765e+02,3.256370751352521893e+02,-9.356145505585614086e-02,-1.860240514745394869e-01
3.827565513102620542e+01,3.253381609044157017e+02,3.254950235165945855e+02,3.256359331859700887e+02,-9.355529002240565994e-02,2.805562734422076265e-03
3.828765753150629791e+01,3.253370380576499201e+02,3.254939138682290718e+02,3.256347913253983393e+02,-9.354913089167819773e-02,-9.825607001136445195e-02
3.829965993198639751e+01,3.253359152845226845e+02,3.254928042396853698e+02,3.256336495534287110e+02,-9.354297764621025135e-02,-2.442343996065243772e-03
3.831166233246649000e+01,3.253347925849573130e+02,3.254916946310460730e+02,3.256325078699532583e+02,-9.353683026861205063e-02,-3.639592471054114986e-02
3.832366473294658960e+01,3.253336699588773513e+02,3.254905850423937750e+02,3.256313662748643196e+02,-9.353068874151880541e-02,-1.217231913862873716e-01
3.833566713342668208e+01,3.253325474062064018e+02,3.254894754738105576e+02,3.256302247680545179e+02,-9.352455304762116728e-02,-4.527371203006849698e-02
3.834766953390678168e+01,3.253314249268683511e+02,3.254883659253785595e+02,3.256290833494165895e+02,-9.351842316964655011e-02,-2.273555593602818448e-01
3.835967193438687417e+01,3.253303025207873134e+02,3.254872563971794648e+02,3.256279420188436688e+02,-9.351229909039383836e-02,-2.231269212345604602e-01
3.837167433486697377e+01,3.253291801878874594e+02,3.254861468892949574e+02,3.256268007762292314e+02,-9.350618079265546334e-02,-1.287306577188853940e-01
3.838367673534706626e+01,3.253280579280933011e+02,3.254850374018063803e+02,3.256256596214669230e+02,-9.350006825931302112e-02,4.412048463164315593e-02
3.839567913582716585e+01,3.253269357413295211e+02,3.254839279347949059e+02,3.256245185544505603e+02,-9.349396147328929707e-02,-1.678374699363659461e-01
3.840768153630725834e+01,3.253258136275208017e+02,3.254828184883414224e+02,3.256233775750744144e+02,-9.348786041751694365e-02,-1.530127779359198581e-01
3.841968393678735794e+01,3.253246915865922801e+02,3.254817090625267042e+02,3.256222366832328703e+02,-9.348176507501514132e-02,7.333329789678917632e-02
3.843168633726745043e+01,3.253235696184691506e+02,3.254805996574311848e+02,3.256210958788207108e+02,-9.347567542883149228e-02,-8.883419318049051716e-02
3.844368873774755002e+01,3.253224477230767206e+02,3.254794902731352977e+02,3.256199551617329462e+02,-9.346959146202328539e-02,-9.309556926797823984e-02
3.845569113822764251e+01,3.253213259003406961e+02,3.254783809097189646e+02,3.256188145318647571e+02,-9.346351315776581237e-02,-1.981742089953418828e-01
3.846769353870774211e+01,3.253202041501897384e+02,3.254772715672656886e+02,3.256176739890954082e+02,-9.345744050012096127e-02,-8.711036407506468626e-02
3.847969593918783460e+01,3.253190824725643324e+02,3.254761622458560169e+02,3.256165335332891573e+02,-9.345137347627018032e-02,-3.384064010433367881e-02
3.849169833966793419e+01,3.253179608674050769e+02,3.254750529455553192e+02,3.256153931643551687e+02,-9.344531207293471642e-02,-9.876986976450508049e-02
3.850370074014802668e+01,3.253168393346527409e+02,3.254739436664285108e+02,3.256142528822045961e+02,-9.343925627681876067e-02,-1.673347432791447154e-02
3.851570314062812628e+01,3.253157178742479232e+02,3.254728344085401659e+02,3.256131126867487637e+02,-9.343320607462875238e-02,-6.029783326380239172e-02
3.852770554110821877e+01,3.253145964861315065e+02,3.254717251719549154e+02,3.256119725778989960e+02,-9.342716145311318054e-02,1.184663892670148599e-02
3.853970794158831836e+01,3.253134751702443168e+02,3.254706159567373334e+02,3.256108325555667875e+02,-9.342112239900872417e-02,-1.051373231904430272e-02
