m1,m2,I,R,a2
1.422746175033538396e+00,8.063266369357028340e-01,9.540121004430761678e-03,8.643653760124453411e-02,-5.659339680451150878e-01
1.316885340456390940e+00,1.209059975106639540e+00,8.147970348451608752e-03,3.064804412776837850e-02,-1.304966861538922852e-05
1.334544269404742245e+00,1.467939864443539744e+00,9.813545538482728366e-04,6.632257249799752841e-02,1.300012151805578914e-02
1.078371077413277757e+00,2.140403708090060364e-01,5.360448020618188876e-03,7.589602692221962543e-02,-2.102950957323503012e+00
2.242530947816200881e-01,1.061995385927689384e+00,6.419374547496099932e-03,8.898399529827642762e-02,2.414477674219551062e+00
7.648882195985861054e-01,2.400340410416696990e-01,8.390392448575772003e-03,3.760100986471831552e-02,-8.399731032187641999e-03
1.398036685236847543e+00,8.965347469732077856e-01,8.435950853770829427e-03,5.124759275424018573e-02,-3.517740667849271474e-02
3.182224720089670833e-01,4.576582359685850143e-01,9.564364330790702667e-03,4.458369049973889831e-02,4.200543584353813652e-04
6.718240505244090777e-01,1.424783424023314815e+00,1.242912483751163356e-03,1.146867533719432286e-01,2.406313919411243063e+00
1.380028233834228235e+00,4.953482775641466773e-01,8.033283579452854192e-03,3.798722050829757974e-02,-3.662449525600564026e-02
5.656541390825747806e-01,5.163071158912683201e-01,3.765718708269431749e-03,7.339965558008799962e-02,-2.229137867041436870e-03
1.213603501752522407e+00,1.315957236045580681e+00,9.834097534196969623e-03,5.609927237446259152e-02,3.612640702487508564e-04
5.782364205594368034e-01,1.362116973519527319e+00,3.882280976543811633e-03,7.719355968993825423e-02,1.534188035287935792e+00
7.480625112470890015e-01,1.116268066208730314e+00,2.946110077362000534e-03,5.516035610327646443e-02,1.354763031810305995e-01
4.331470675812620352e-01,1.344982623922061471e+00,9.907299966078876672e-04,9.992560897774935280e-02,3.539103145426934383e+00
1.345813987353382091e+00,1.428084537709511270e+00,1.457717529879183366e-03,6.662248870097994824e-02,2.785753080714952271e-03
1.413656768993632129e+00,2.989191050282719031e-01,6.760890714672194990e-03,5.509743315805350206e-02,-8.088107528745813735e-01
1.034292248556637706e+00,6.249306356284392017e-01,7.242056380803059412e-03,7.673798251596374020e-02,-2.666281490339839078e-01
1.354757341072827748e+00,5.661972250844025112e-01,8.320470890177632944e-03,5.240117402121208245e-02,-1.710180322060216584e-01
6.804677754154894176e-01,1.144267564318227182e+00,7.482952297240914354e-03,3.438773640186638947e-02,3.309211806602839478e-03
1.495890902726788374e+00,1.180802147923879719e+00,3.742110978948197126e-03,8.425280974250622112e-02,-1.653556857555578963e-01
1.286277398945801620e+00,3.980706858523991309e-01,7.390561408646567458e-03,1.000821555487824144e-01,-2.342822270372847626e+00
1.142397028240547341e+00,1.401606232401922059e+00,1.759377497504896123e-03,3.642295205868834040e-02,9.621461008896483799e-03
2.889136918777956420e-01,4.093924722747956380e-01,7.112055866063596646e-03,4.862024660400557363e-02,1.115026945509320659e-03
1.371402829565124382e+00,2.815867525714547681e-01,7.438751422742527139e-03,1.028439508581415196e-01,-3.250128743276467613e+00
1.283718609010975564e+00,8.567495181046517194e-01,4.608368395887967213e-03,9.949406461941541491e-02,-6.384835720812587212e-01
6.462393352036255312e-01,1.057940873067423793e+00,5.179842520754193713e-03,3.114430520204016992e-02,2.979174180701758476e-03
8.234053014936019155e-01,2.924884527505217657e-01,7.850729909914776206e-03,9.833172633841094634e-02,-1.377921328445820937e+00
2.991832931765680548e-01,2.740062920301662985e-01,7.601007035869767128e-03,9.669807459982847353e-02,-8.045282279029312197e-04
5.887197186320537456e-01,4.222766236812418028e-01,3.352823115601824989e-03,1.009422135871948928e-01,-2.906002790713188011e-01
7.147279789428113705e-01,1.155090539239510106e+00,5.740708198601505649e-04,3.832118984558204045e-02,2.566700614811772696e-01
6.921386566044624988e-01,1.034731770871723855e+00,3.592311996074320623e-03,3.709652336818988760e-02,1.184086939726930639e-02
1.202605263250785539e+00,1.292343790765440481e+00,4.343671617095898156e-03,6.878860317448139139e-02,2.283548280098931290e-03
1.363072047520410779e+00,5.473811194008305625e-01,4.611336874687557361e-03,6.833243565154403787e-02,-1.163263287457159789e+00
7.469003223718743145e-01,2.555328915986758709e-01,8.833221246758658470e-04,8.386580881951917477e-02,-2.653341703170726262e+00
4.122684581181322860e-01,3.789295699990348210e-01,9.897232138820774919e-03,3.923765376855003345e-02,-2.039528696206013270e-06
1.377699323897242145e+00,8.644781852752405626e-01,7.096745083765351216e-03,4.280784581812227541e-02,-1.863999084307409876e-02
3.866811589706725671e-01,4.799193700113579264e-01,6.947186974527412920e-03,6.677487109239277352e-02,3.899888958913300986e-03
9.907333613237254699e-01,1.096372500290540009e+00,7.382385132867757584e-03,1.190243920244055537e-01,2.456739803709682285e-02
8.730097157032884470e-01,1.250696640583477404e+00,1.822943829234849236e-03,1.165047668061425651e-01,8.156896270549405248e-01
7.198796354632444050e-01,1.495237664181204851e+00,6.783223438929812318e-03,9.765885593213353977e-02,1.465925804225354456e+00
3.888011363891061833e-01,9.277911080795669951e-01,2.031106968832600921e-03,4.341434621419131001e-02,3.392678099568420258e-01
9.951769406406698604e-01,6.099543946723332555e-01,3.339293974288594802e-03,1.060436912948049398e-01,-9.768842129749443215e-01
1.402069427740193941e+00,2.693900295993411076e-01,6.156598390464056159e-03,1.028648716323059542e-01,-3.635530325188535361e+00
5.139971553520302772e-01,1.455390799929559220e+00,6.855775445148730961e-03,4.495259979498045233e-02,1.684739833632777350e-01
1.431326110674577157e+00,5.210515210527183472e-01,3.619660693935757619e-03,4.062191818721917064e-02,-2.829883873860783439e-01
8.801491238236572867e-01,4.283050960547790109e-01,6.788103294553689791e-04,3.133669570973933449e-02,-2.139736844274097161e-01
1.124371153321543693e+00,2.386926875086744504e-01,9.094890613409596994e-03,9.841545479498463311e-02,-2.403745018025661651e+00
8.722599071206181831e-01,8.780115166636327517e-01,8.279289327532262169e-03,4.566841103888903686e-02,3.476840947159717926e-08
4.131019029688209332e-01,3.839453017338111951e-01,4.848012702553290351e-03,5.967347102607050563e-02,-1.352938236737465929e-04
3.062378628368254696e-01,3.305645256747913874e-01,9.378898535113262824e-03,3.282946584552860064e-02,2.489690240658529919e-07
2.443973809218066562e-01,7.584974643468697098e-01,8.459065035591739612e-03,5.722221311034372121e-02,1.295428475080398212e-01
2.599907184549126171e-01,7.244636368046207808e-01,1.451526780235193803e-03,5.836343704560256751e-02,1.240006447491750041e+00
7.828906212954717114e-01,1.386066575220734398e+00,2.401122650682466296e-04,9.403434890252097833e-02,1.638646650238979152e+00
6.525921808996978379e-01,3.016167745040373438e-01,5.094057999993550565e-03,7.290332375497238226e-02,-4.069805933955469857e-01
1.131225560460529689e+00,6.347375739436686981e-01,1.884735815391679753e-03,5.695034914344349053e-02,-5.327482453861708267e-01
7.223170438064312471e-01,9.438624410159164313e-01,4.717047435156414628e-03,1.173338762291450260e-01,3.190465625198288802e-01
8.345263324533508387e-01,9.435101678269223191e-01,3.983048857791132713e-03,3.780873787782367684e-02,3.440262998475669578e-04
3.756585895771991646e-01,9.832500449978662793e-01,4.998836779425042294e-03,5.071746063713529484e-02,2.344257883157778721e-01
1.134924291957534193e+00,1.116471324673101728e+00,6.949524822115911264e-03,1.187494741150113692e-01,-1.263357196019394672e-04
5.974136311665514398e-01,1.449023488824922046e+00,6.068830132783094300e-03,4.463478081691196059e-02,1.501795077838118386e-01
1.192680228861037417e+00,3.951642987247810934e-01,6.397990627321350349e-03,8.559714720124775300e-02,-1.750411028391813062e+00
1.089066746116770457e+00,3.186227635509825129e-01,2.380344879160715965e-03,9.593743573548677017e-02,-3.169764389851669417e+00
1.036106545834810211e+00,5.888238466686328554e-01,8.793432519495599647e-03,6.922498030619185505e-02,-1.639069224530664004e-01
2.181347746249508446e-01,1.332231312540265611e+00,1.224712071182007967e-03,3.117709244666083332e-02,8.784422931207552798e-01
1.261416732261445128e+00,3.605809342314122978e-01,8.645526726766020143e-04,1.198010582476731756e-01,-4.101000222772506199e+00
1.004357092168373544e+00,8.805441708408826562e-01,9.016261335273620739e-03,6.670371050052030515e-02,-2.720399795850233886e-03
9.885325488581038211e-01,5.444035677473677559e-01,8.679129264384243285e-04,7.074040751307565655e-02,-1.123685597358343280e+00
1.286464995466168881e+00,1.001957479015672225e+00,8.131020076979368280e-03,3.305386522992406068e-02,-4.265015764956852024e-04
4.732890663681961207e-01,1.198608842892949777e+00,2.926657895467955472e-03,4.649362887400944333e-02,4.612727597073272845e-01
9.716199469291272317e-01,8.425927181812918887e-01,8.808228872560358580e-03,7.940600301959144236e-02,-8.395197129404034439e-03
1.466101555933209122e+00,1.156369548798893643e+00,1.803231820992465826e-03,1.064070948098697345e-01,-3.429316453837565337e-01
1.278720883765876337e+00,1.323335275151166668e+00,6.847751933206073192e-03,1.058931500960075822e-01,8.922866321093758570e-04
1.395850664415200670e+00,5.529467452389200677e-01,9.495578450330988823e-03,1.039253136111735892e-01,-1.774521472815754564e+00
8.806738113149851221e-01,7.711824477386579613e-01,6.299311509960547895e-03,5.404932948801987463e-02,-1.263354964371458944e-03
2.987850255080929940e-01,9.557739233616446839e-01,2.675659461236356987e-04,8.810273530283259380e-02,3.487998225012872044e+00
1.061341934131690756e+00,5.844820448984688888e-01,4.442441397390024631e-03,8.043251802266823680e-02,-7.227249737632905902e-01
1.276621303119324313e+00,9.585214333871878711e-01,3.883528781355278462e-03,5.944966392741389549e-02,-6.832237867612996063e-02
5.724384391905359415e-01,1.057055356210379715e+00,8.288283501783542256e-03,9.690865671006737569e-02,7.565185082822694085e-01
7.986020829991783421e-01,1.436062370082681783e+00,6.056791118624909979e-03,7.136955679471762570e-02,5.129842276545170110e-01
5.684921481678923971e-01,1.121223047558130625e+00,5.339594443763851644e-03,5.538694220508053739e-02,2.080816290453003925e-01
4.340530062643090936e-01,7.485131006150392841e-01,4.537791562001332844e-03,3.430847377137848098e-02,4.249948087048015417e-03
1.308585292208775730e+00,3.173575238507724272e-01,2.491651878990449979e-03,4.265202801139997280e-02,-8.811383813817067479e-01
1.082085644971582328e+00,3.707352929091712879e-01,3.400741032396909468e-03,9.559247726854926130e-02,-2.506857962200957690e+00
8.984034062994316061e-01,1.330675799600740339e+00,6.867526335144489083e-03,6.846138696602278861e-02,1.436687746105166363e-01
1.277105777738464676e+00,1.399670790384758057e+00,4.971186377459685737e-03,3.018432846304696521e-02,5.378930375294603691e-05
5.197576894752174992e-01,1.364889638790369730e+00,5.063697538484343737e-03,8.140312302920287013e-02,1.714859914528977347e+00
1.076407119069354490e+00,4.784891476910563823e-01,8.550500437811263746e-03,9.477721818745592219e-02,-1.094697985888382963e+00
1.434630190308665121e+00,8.672795262001863348e-01,6.333996957492496471e-03,7.647903830699677441e-02,-4.512650445752739437e-01
1.250055342426119376e+00,7.701620349270390520e-01,8.098360194194157910e-03,7.353023873699605917e-02,-2.326488801232115267e-01
1.111843624444964540e+00,9.797777890651931942e-01,8.446959906963012049e-03,5.063904761754329381e-02,-6.771614974011197670e-04
1.315140743351413954e+00,6.845697793014884347e-01,6.733649797574392352e-03,8.545612902177844583e-02,-8.719868928583771606e-01
6.382262830994200886e-01,1.459925277126009613e+00,3.554883722385875511e-03,1.138152144925803633e-01,2.396645307537920822e+00
6.671940343993043587e-01,7.659241072139898465e-01,9.738380242349487306e-03,8.823700092419521634e-02,7.416080845814687628e-03
2.125719979106303337e-01,1.317186405437076990e+00,9.192213224378810096e-03,9.133710050501701871e-02,2.661310414267664015e+00
1.102217465829880672e+00,5.757019856096678989e-01,6.785184509757641140e-03,3.918317418975896665e-02,-1.537911567950964870e-02
1.320869713485239183e+00,2.163204691751748898e-01,9.709065798937334055e-03,1.125926432752992895e-01,-3.466504602241184063e+00
7.461962971746189943e-01,1.011215388182375108e+00,9.676972104544750292e-03,5.455122518935474896e-02,7.391683405391891518e-03
1.349419449357030398e+00,1.023927515796631882e+00,6.901614025126696873e-04,1.184052906311361397e-01,-5.742168881290148352e-01
1.272255454312643197e+00,6.246184787056201504e-01,9.025877261166728727e-03,1.099738767792692445e-01,-1.352213128931134767e+00
1.197317513906707820e+00,3.398071872967982077e-01,4.140790794162627249e-03,9.399989931250568587e-02,-2.837868303484229138e+00
6.725759668188522333e-01,4.642824582771811759e-01,9.445707288509911509e-03,4.074348698249270762e-02,-6.692865924434676043e-04
1.224379592876168266e+00,5.818819298034232368e-01,1.974541453384471255e-03,1.027655395584020359e-01,-2.067254462666709092e+00
9.979321381754625575e-01,9.894634865458866724e-01,2.023662489771848368e-03,9.712823574014325945e-02,-1.714298242847219484e-05
1.439001170965971133e+00,7.620543265749654127e-01,5.598042673011010759e-03,3.670823713586023052e-02,-2.730805815574345249e-02
3.863121282052164318e-01,1.170519613265920356e+00,4.372528538353431804e-03,8.918170890217086422e-02,2.270948696670116895e+00
1.234407983568258205e+00,9.752456903379136399e-01,7.865032415437525626e-03,4.417616056542554570e-02,-2.423759520998252509e-03
7.706564886121123337e-01,6.684889081784408660e-01,4.649969716313018015e-04,7.190387211771115394e-02,-4.265489716417612126e-02
5.296111042198907715e-01,1.160513076353671069e+00,4.171288534192387799e-03,8.222533992994812690e-02,1.317843128040388390e+00
2.406953889905689148e-01,1.456881981055690778e+00,8.647090377791284005e-03,7.610383174519019800e-02,2.068650287887621619e+00
1.407589809911104162e+00,9.077798331796154141e-01,6.594578068081435266e-04,1.180701769799906153e-01,-1.246297130373031914e+00
2.546555624548952346e-01,1.240059846667107779e+00,3.561784239106439640e-04,9.735751032673417571e-02,4.861055211098238793e+00
1.321880970534667243e+00,1.106362111949948712e+00,9.489877488300582989e-03,6.879772565362562986e-02,-1.136566519331395561e-02
6.959645175752348090e-01,1.466384308760511956e+00,4.900272741154837811e-03,9.805355167534239580e-02,1.705397216073343269e+00
1.363821990016062857e+00,4.033864275857507176e-01,9.375871526018772842e-03,5.652603224362939133e-02,-3.681368564108722929e-01
6.077920957916775890e-01,7.645198862292724717e-01,5.139142661955928629e-03,3.190559964028999440e-02,2.206015206688105134e-04
1.064094889072575434e+00,1.380228018828155712e+00,5.564420089248035654e-03,7.166633666989320750e-02,8.318486682429328261e-02
6.745133398982553485e-01,7.480501559963640412e-01,7.958177225225753285e-03,1.088373249763759792e-01,1.109653209671625923e-02
6.355960956182534760e-01,9.350220006173208809e-01,3.970803395239277250e-03,4.908942642497159808e-02,3.528926604355250157e-02
1.040740498697854788e+00,5.431090849558197764e-01,4.656274168676142675e-03,1.172783140193095625e-01,-1.541202779171005455e+00
1.208194838520535441e+00,5.878529549715854063e-01,2.645192265978238769e-03,1.185050459076391616e-01,-2.091781944222305789e+00
3.836468971171582143e-01,9.605679914346226811e-01,7.893705329963765505e-03,9.573406437299183946e-02,1.275734110711468805e+00
3.097723662713451342e-01,5.259573275193811792e-01,6.750927201007513902e-03,3.034887595755907802e-02,2.296113537056439376e-04
5.088346886351152731e-01,2.987762439915641055e-01,3.203966071422335860e-03,5.370503566439407961e-02,-5.629865816743456763e-02
3.901141448983649895e-01,1.028959149463075873e+00,2.216135814950974912e-03,7.217153751864611999e-02,1.783053566955925984e+00
5.159023509711180289e-01,6.583695106868358016e-01,8.613524884373825047e-03,9.649634135237401822e-02,5.062534183315637454e-02
1.400406020165276599e+00,6.723857423256496268e-01,5.729814434824180742e-03,4.464995385953700324e-02,-1.068368820910235439e-01
1.378361868155015602e+00,5.933444047730028759e-01,2.766298666578474643e-03,8.438865729902521318e-02,-1.956217960576427384e+00
1.003297085285161261e+00,2.800961555405632741e-01,3.539192503366047661e-03,4.119022991989702842e-02,-2.426207825348647706e-01
1.378348277135888367e+00,7.144168845667159262e-01,1.057105551138040828e-03,4.074335311117632114e-02,-4.834036923797191410e-01
5.804505450686132662e-01,3.857393513932071971e-01,6.896525590317778738e-03,7.114369059453674871e-02,-4.543926643137859850e-02
3.224264762695542852e-01,1.023656878803393067e+00,6.646499478250718698e-03,1.045842206988892853e-01,2.260486360328493483e+00
6.754444117644502477e-01,6.147489838777652205e-01,4.191435492803292397e-03,3.217479201121591081e-02,-2.305837701659611279e-05
1.343484853828676995e+00,1.295506446808819101e+00,5.370341453568597441e-03,3.054487893046289523e-02,-2.959345012511133983e-06
2.366858062775487881e-01,8.161510685818590405e-01,8.513963136669732215e-03,5.043850764409987808e-02,7.974729576937453213e-02
1.337469116486379006e+00,1.251062217382237440e+00,2.936175880714961533e-03,6.370921037042583113e-02,-2.056796268304909598e-03
7.950191646272897206e-01,4.493477200508601554e-01,3.715833176850872038e-03,4.624989806796900305e-02,-5.428111497567019578e-02
1.167779645652219589e+00,1.219701438302581709e+00,5.893446180471055736e-04,8.347444436666989764e-02,2.332179609680455623e-03
8.852802412552831512e-01,4.270578982954485459e-01,7.290479395975339207e-03,8.906423606180741137e-02,-7.422653488506321118e-01
3.173524968916261457e-01,2.177887908594703381e-01,4.504115902590232097e-03,5.312098148367497968e-02,-3.847079096361605104e-03
1.153899802333922198e+00,8.865651018332728617e-01,7.064897508228883995e-03,1.048085182400639581e-01,-2.117019296273874862e-01
3.658737828801130743e-01,7.358993199127578100e-01,2.734533866006171651e-03,8.191584959317890768e-02,9.984271031012731390e-01
1.428535347757759366e+00,4.832910891869673375e-01,8.671989844099670108e-03,6.830991956830724521e-02,-8.458131978346079549e-01
8.651803149091690237e-01,1.433009539004416855e+00,4.125014546599247399e-03,8.490922480110155157e-02,7.917122922464751023e-01
1.038925697149428062e+00,9.499342028171412489e-01,9.073016644806976630e-03,9.804761338977059648e-02,-6.333531663868878156e-03
2.188531757732497529e-01,1.313009835322570096e+00,4.617687267493863525e-03,4.875590702610457100e-02,8.761154994298055998e-01
3.784072317757504189e-01,2.681752213982031563e-01,3.640329858879282239e-03,1.102487630082372438e-01,-2.343486777608678462e-01
1.262627932384342122e+00,4.146432584936193821e-01,5.899079268838316840e-03,4.338780081812244199e-02,-1.554581601884054698e-01
2.755983526756474178e-01,5.171575263724977889e-01,6.316312074458914003e-03,9.207313140363393433e-02,3.756053070674258976e-01
2.545718790846306367e-01,3.224653820201621723e-01,1.541824436951440107e-03,8.594538040345736651e-02,6.896276422648031645e-02
3.125843958062259897e-01,1.490400458954458607e+00,7.621532707571426236e-03,4.416149255785720845e-02,2.419479622943903618e-01
4.266334478284496967e-01,7.305767638512916662e-01,2.024490736718486013e-03,9.471980113313478722e-02,9.696884231075448835e-01
1.175792611351605288e+00,3.268671987611450613e-01,8.480505827024420462e-03,3.762405220259404381e-02,-2.957230389685962940e-02
1.064694655600793460e+00,7.810542524137250586e-01,9.425630861514271326e-04,7.286234141664674202e-02,-3.237238780052504872e-01
1.228011386255730031e+00,1.455207189357098141e+00,1.061585519342946775e-03,8.275488772252936887e-02,1.064407757865742932e-01
1.190359702759505645e+00,9.693547552716983429e-01,1.837060135405087918e-03,3.631704394646655815e-02,-7.097737150135295485e-03
2.841927777399727018e-01,1.421694853462172725e+00,8.235876351410960708e-03,8.451708478205291475e-02,2.394678061281933168e+00
5.214031093324777988e-01,3.845818720076492059e-01,8.817796640618625129e-03,9.323872728224671946e-02,-4.848938731300522081e-02
1.407318776219129486e+00,1.132554354059976065e+00,1.951483060938445646e-03,9.997725750233607545e-02,-2.450929928749282227e-01
8.960811059147127944e-01,1.127633768976836093e+00,3.724284912349477231e-03,7.673157076983698477e-02,9.061291055265652261e-02
1.115183566618694666e+00,8.993201084057154127e-01,6.854181728879688365e-03,1.181274656748570323e-01,-1.828621804282026531e-01
1.470143497652396825e+00,5.206597904693617274e-01,4.606021098641985279e-03,5.686034466339118937e-02,-8.959155932353327634e-01
1.404975252381082562e+00,7.478972387469403627e-01,8.683284888830817422e-03,9.138463991522526031e-02,-8.499150513552646835e-01
1.404890020307302478e+00,8.751621620055233253e-01,2.743680980860386479e-03,7.107067512201702131e-02,-5.846001573720129851e-01
7.334801132079959984e-01,1.320944414501651121e+00,6.282874203397246018e-03,4.330702067147088052e-02,4.085401112287097986e-02
8.964348619389868045e-01,9.030567706652540272e-01,7.566416014190034851e-03,4.816665942826458408e-02,8.931852594849024075e-08
2.873417363094150634e-01,1.254719714428081723e+00,6.137999802959804435e-03,7.223226020937416336e-02,1.775309006624398611e+00
2.620410377618329623e-01,6.174904018786436799e-01,9.178184914382117587e-03,1.165990608779395171e-01,1.086885639007439730e+00
8.948578795718452605e-01,6.205377631723240084e-01,1.281585996732944027e-03,5.744640136117974694e-02,-2.079446108749704314e-01
4.990514386037624428e-01,1.060019474100201364e+00,7.581026622127811330e-03,4.056855883728935352e-02,1.875666522351276955e-02
6.580493321812095342e-01,1.493491445247504545e+00,7.334102698126429391e-03,9.942357194303790002e-02,1.688052236083719349e+00
5.242155968995229065e-01,3.355313579732150386e-01,2.557047212710130985e-03,4.844120549807651166e-02,-3.329573682352262448e-02
8.069149371654731340e-01,1.339550252310879097e+00,8.473753062991950732e-03,3.363960176197908214e-02,2.929816293621132200e-03
1.405508039787425556e+00,3.117361995304103739e-01,8.607226217148104125e-03,6.059189606763869251e-02,-8.102149848050290704e-01
4.994092484292188550e-01,1.410705949541181559e+00,9.394069509698564288e-03,8.977026214923225500e-02,1.572882772147013997e+00
3.060132042102582384e-01,7.660450436204981894e-01,9.753813900067971610e-03,7.992087895609575887e-02,4.157605302253213342e-01
1.439239839823920342e+00,7.623732472820116124e-01,9.224995077085838520e-04,4.306597023368249205e-02,-5.944467891724689590e-01
1.028262855385390306e+00,7.633207922140561319e-01,9.892647454820820835e-03,8.694073864545986963e-02,-8.742990620751045494e-02
6.813947676167543266e-01,6.466268453638029934e-01,2.501252310699011473e-03,8.144599827167582629e-02,-1.366846559894223986e-03
8.537817553380093738e-01,7.536684806632893974e-01,6.561415843600218456e-03,8.933443894611706182e-02,-1.224303847351358027e-02
3.259592628716866392e-01,1.271941091605649499e+00,5.802182120809783530e-03,6.866215400740038888e-02,1.528324415316310914e+00
6.044178058469160675e-01,1.052085172197035012e+00,3.058596692561644441e-04,7.720046808542307959e-02,1.281051659774585350e+00
2.502189104211400839e-01,3.128824400612347234e-01,7.098472115583271021e-03,6.730559536494663819e-02,1.570216852549563644e-03
3.951077023123354959e-01,6.770529931998202633e-01,4.452331285532737555e-03,6.913427985395206865e-02,2.002723887498540911e-01
8.166335928654125942e-01,1.392014388436318750e+00,1.526371939563424132e-03,5.872179904679006301e-02,6.493042181792263445e-01
3.072535954849472395e-01,1.180785773098487645e+00,3.646510183675147191e-04,1.156719761372501654e-01,4.404366184984572996e+00
6.204615225430855086e-01,1.292788521699180349e+00,8.408057509978431043e-03,3.219029600365368865e-02,4.620126405238897567e-03
9.698335096315943149e-01,1.469820047195106172e+00,3.962615477178685515e-03,1.178462010354760642e-01,9.615499100307862701e-01
1.320822905076648679e+00,1.440678625886121722e+00,1.134415053035080830e-03,1.026198790258960880e-01,2.659979376471484358e-02
4.970921577220884791e-01,8.571682134859357483e-01,9.577615187583708375e-03,1.002808425373518247e-01,4.740681341463356957e-01
6.716966014565256549e-01,1.132595277704206982e+00,8.983000232113735883e-03,5.437012441840283899e-02,4.201177987987566448e-02
5.604464980216170567e-01,4.869095901682944927e-01,5.884543416895660246e-03,6.017716405380729022e-02,-1.238429852460312501e-03
5.722383352063903361e-01,8.341143662354466581e-01,8.403047370445350037e-03,4.863698834875106181e-02,5.430199862789829302e-03
1.448193044546449704e+00,1.150397903324945625e+00,1.267894533773806500e-03,7.437973131579835029e-02,-1.768591047077874845e-01
7.630100167188922367e-01,3.566771081709894098e-01,6.505683185875636883e-03,7.520260704717968148e-02,-4.111888448702774035e-01
1.252252885688635020e+00,9.695537137225017643e-01,8.807075773750408509e-03,5.853322275835299432e-02,-1.331809723801276324e-02
3.946898391703513864e-01,1.153968310089686700e+00,8.930817414514262073e-03,8.088675784951354641e-02,1.084297157667934997e+00
7.998110645136645713e-01,2.870862568208153998e-01,8.002759718499955627e-03,3.990411858340330020e-02,-1.317179871199766587e-02
8.078484115618294048e-01,4.667440475917604137e-01,1.874898661002996104e-03,4.203216768586624102e-02,-9.747492382841860259e-02
1.009027744098484058e+00,3.479127837761941677e-01,3.075471397583670716e-04,1.168752747617529814e-01,-3.503126140113914655e+00
1.074558206422454587e+00,9.195440423712004652e-01,2.185423700208652918e-03,4.982366683843406086e-02,-9.392126796412330822e-03
7.100503792693826366e-01,7.519079078108946712e-01,4.572336020221228099e-03,1.044812233409113666e-01,2.979148786036164148e-03
4.577723074221966004e-01,7.968792679415461766e-01,4.142567132394059035e-03,1.140377362338491490e-01,1.084069179749318712e+00
1.428161165258085896e+00,1.448293918147935511e+00,2.848095306435663226e-04,4.741298222859120781e-02,2.559186842113324870e-05
6.815592436924571285e-01,9.083894672505895551e-01,6.405661034224842572e-03,1.193712456758406343e-01,3.179771426788837174e-01
3.624330223783900351e-01,1.476162750003049196e+00,8.121678713794768315e-03,3.838663357463097808e-02,7.534106420121700065e-02
9.042275763137676003e-01,3.432053736062781746e-01,6.724025430292401330e-03,3.533587877575103398e-02,-1.081132354996519607e-02
4.689665670819855303e-01,4.707465851594852535e-01,5.004707603047039120e-03,1.193548980826677486e-01,7.728915539541963824e-07
1.240980608911509853e+00,4.755593640730598204e-01,5.293991050199238491e-03,5.345331003200687325e-02,-4.102039429810799831e-01
1.097931560505146731e+00,3.406471854601042515e-01,6.447609046946441505e-03,9.802251704145091560e-02,-2.209168824661801978e+00
9.799110605820176012e-01,1.456859941455117324e+00,3.611035639560692453e-03,1.023958928027405707e-01,7.543315807112344062e-01
2.201009291151175273e-01,1.202413764643712302e+00,5.063199550662751507e-03,5.589324498449999706e-02,1.099373564427975403e+00
7.493186912555969137e-01,1.116252537479935691e+00,2.591648635898873704e-03,3.989437279671482345e-02,3.615306048318055188e-02
9.178111900991315908e-01,9.396982730175388321e-01,6.198078993443859605e-04,6.039207349915828860e-02,1.462463936972786577e-04
1.192973461722236062e+00,3.273148920840605602e-01,7.781327479774564036e-03,5.772113795788459678e-02,-4.804051592083015132e-01
6.431846876308631167e-01,1.351037185593571444e+00,8.021441515849868711e-03,4.236739036633962313e-02,3.747258969399152456e-02
1.416318525689614471e+00,2.634013864863013477e-01,8.083525702933464299e-03,9.746723779510661767e-02,-3.121159284649767329e+00
7.803787340574843689e-01,4.119060672302664039e-01,4.920868552626625134e-03,8.485216821333747828e-02,-6.440874705240986486e-01
3.120341098544013869e-01,9.134308667205317533e-01,9.156971366533166526e-03,3.538251115691939952e-02,6.086533014535521965e-03
7.667996216495785999e-01,8.906102523948744576e-01,7.022556648244587677e-04,4.821977051855109997e-02,1.602841256955375021e-02
1.293469412652338724e+00,1.481880673498517487e+00,7.189199715901124256e-03,6.744007484203035085e-02,8.705007364412969267e-03
4.445229053955404019e-01,6.792821386279925822e-01,5.687071109912220090e-03,9.651041539375054823e-02,3.245357264564327493e-01
6.192373910663007130e-01,1.202893607923505970e+00,6.713103447291184772e-03,9.787403451896185824e-02,1.126758325002342742e+00
1.470797064504699714e+00,2.814039570876415985e-01,5.740250738807633687e-03,3.575237719619771964e-02,-1.296941697636727620e-01
2.954640417719854861e-01,2.456632338567991125e-01,6.070357338779842037e-03,7.137663112269655719e-02,-1.653310989601075847e-03
6.405568493390461082e-01,1.411765851704537056e+00,9.643139388055756156e-03,1.125511971330859368e-01,1.652955975211297890e+00
7.711954000349787730e-01,1.349121114943637290e+00,2.376876751315066790e-04,6.547799339867216295e-02,1.203069999752199193e+00
8.257023373255609755e-01,1.370073691062781540e+00,4.549773625840194784e-03,7.339446267446793348e-02,5.109173903478475554e-01
9.129569002044792825e-01,3.952776347297078940e-01,6.577039127188027273e-03,5.039508339255401037e-02,-8.891645252713775704e-02
1.090559251058826895e+00,7.486113035143717731e-01,6.064987723327823835e-03,4.369532045004186072e-02,-1.032471599349673447e-02
7.082741691650741300e-01,1.046944079381889603e+00,6.856745836700566497e-03,9.100741421276867249e-02,3.082434552262733884e-01
