m,r,omega,theta_tilt,F,F_noisy
4.750384013043232656e+00,1.946873253572753093e+00,9.821348878778458413e+00,4.354453834381136756e-01,2.862452979063430575e+03,2.865147434679216531e+03
4.000975292019052887e+00,3.255655490219268033e-01,1.958947661568290144e+01,4.255540157323925987e-01,1.870214399538919679e+03,1.870036530331382892e+03
2.969550411381121968e+00,2.132971692052248180e-01,1.966939066116079360e+01,1.415036298296153128e-01,7.516227493972087359e+02,7.536352714538467126e+02
4.139447445234790024e+00,5.102467470510481107e-01,8.271917940897925092e+00,1.548662623201390587e-01,3.435275546695847879e+02,3.442074948972960442e+02
1.621002325784468345e+00,1.667525135977405037e+00,2.013104998467266427e+00,7.538297488637167865e-01,1.318501258504266715e+01,1.099993779775987335e+01
8.865181532259045483e-01,1.573849152817002217e+00,4.136670202967748011e+00,9.971044290518925601e-01,4.881987203636958839e+01,4.407851904179621272e+01
1.647374700646282886e+00,3.468445613452424414e-01,7.632314051846670999e+00,4.883619268403007752e-01,7.710419270643245682e+01,7.941915266059987744e+01
3.180744714925349381e+00,1.536049902896538644e+00,1.882192537861293857e+01,1.028886231697696552e+00,1.550025420215158920e+04,1.550112767000691201e+04
2.012811184627779859e+00,6.245867016880038980e-01,1.276624816818710784e+01,8.272237742468541155e-01,4.652043031093072614e+02,4.613876070887553738e+02
4.947709945421967959e+00,1.664573962234529025e+00,1.991235623876700700e+01,1.273664602733801388e-01,1.142112143096465734e+05,1.142125747900139977e+05
2.985236268486084921e+00,5.293906143700960465e-01,4.509011764513549458e+00,1.049215064352971183e+00,5.185900273798591797e+01,5.376894756853970847e+01
3.057317177918402074e+00,7.623643159637036870e-01,5.029079883533425388e+00,4.560651781612338196e-01,1.271476993023144644e+02,1.258630452138984879e+02
3.838636205444662775e+00,3.120345300310244374e-01,4.057134925627876143e+00,1.013190152664319887e+00,1.538246970903271915e+01,1.703989235825736515e+01
2.817622575034831822e+00,1.913017615538278537e+00,4.770875968213657892e+00,2.971694262388152596e-01,2.562815091370957816e+02,2.529194672152862609e+02
1.281933189961479647e+00,3.443076838417153951e-01,8.521412513834366820e+00,4.857099139414229327e-01,7.602385101997083439e+01,7.565987277267116440e+01
1.406308512330901817e+00,1.448795531596460462e+00,1.389634191486488390e+01,8.332175493498935603e-01,8.540044044904705061e+02,8.541463588250051089e+02
2.541781312407984661e+00,1.583041685317395864e+00,7.666153128515114545e+00,6.248294099363275178e-01,4.848585884107678794e+02,4.864917180166067965e+02
1.638186591660837577e+00,9.847331614258676424e-01,1.945779385186919797e+01,1.032493098454764668e+00,1.693219507328281679e+03,1.694083840963129205e+03
1.432035563158464697e+00,1.515577866244017136e+00,1.566133023437302541e+01,8.472320923945173554e-01,1.254108856728215869e+03,1.254619671237374178e+03
2.155076923212890794e+00,1.491208332240979262e+00,1.780784783253906411e+01,1.083775285606528804e+00,4.013838977610726033e+03,4.015014615897802742e+03
4.109922214016576980e+00,1.488040493871408243e+00,2.922391171973664825e+00,1.184352871924743367e+00,7.891498752560913488e+01,7.767099251974576646e+01
4.392188380105013223e+00,8.315726518301809200e-01,6.263693725403411072e+00,3.869734170885519298e-01,3.088911282756644141e+02,3.119087878116749835e+02
1.685126271807009468e+00,9.663255950556057794e-01,3.396551033110496665e+00,9.272929243285522594e-01,3.023525480486695471e+01,2.961537823444534823e+01
1.389400654817303238e+00,5.530229908004817840e-01,1.681623794183642673e+01,3.893209383539996127e-01,5.046731717470425451e+02,5.063199084891230655e+02
6.618413737492364612e-01,6.954043096333175633e-01,1.619274967606516924e+01,6.316388329206620300e-01,2.773767171304020849e+02,2.774274171916461000e+02
5.417288722943767176e-01,6.993185451454562163e-01,1.093138445906918044e+01,8.194842940339127635e-01,1.093758966510563511e+02,1.089410151848254884e+02
2.150356587213611004e+00,5.023622024257552443e-01,1.648749720619180437e+01,9.568248839163379094e-01,7.178571160096480526e+02,7.190841366505067072e+02
1.371309878415056138e+00,1.480790652551588371e+00,5.905987547986857322e+00,8.986229830682109787e-01,1.560489249727351933e+02,1.569966548177294783e+02
2.766327505623872085e+00,1.040454394284745954e+00,1.683270604465198872e+01,1.111990453284297908e+00,2.856030357145741618e+03,2.858770643524832849e+03
1.091389123394024718e+00,1.927530234161668243e+00,2.327114524162540832e+00,4.886000661522280630e-01,2.029918319142858962e+01,2.250101188895714799e+01
3.320415404359015721e+00,1.100104416382743366e+00,7.603787583848847120e+00,2.959053624761394108e-01,4.523514142305447763e+02,4.512709235385487432e+02
3.007910748853761085e+00,1.627622240816471777e+00,1.071510315190901963e+01,1.136401847229534079e+00,1.348782313937568006e+03,1.349838331081351498e+03
4.612610728550381012e+00,1.447884309932977898e+00,1.745383863439900551e+01,7.636342764608995415e-01,2.609475051007837465e+04,2.609500897911654465e+04
4.148120441860633889e+00,8.517519217059423831e-01,7.979496122445148387e+00,1.009301795237469435e+00,4.718437922908037763e+02,4.703071608842188880e+02
1.047265522334599241e+00,8.617214767269405495e-01,1.479153858072790584e+01,6.070360021043271770e-01,4.341263036201564773e+02,4.319799990787822708e+02
2.961446084314470095e+00,2.431274787375218016e-01,8.103932490203675343e+00,1.028058389000705786e+00,9.893712981841377996e+01,9.949964496324908225e+01
2.151547657000989489e+00,1.295665648854569918e+00,1.032924720911148597e+01,8.174129909325663634e-01,6.307913212006834556e+02,6.297745299382314670e+02
6.850780137403656989e-01,9.502190537613337540e-01,7.277950291557379714e+00,1.298019233971604292e-01,8.448797447730599686e+01,8.176756438458231457e+01
2.975558379879869264e+00,4.767507831483760450e-01,1.272538997599815680e+01,1.026817479682500256e+00,5.430281893276741130e+02,5.428903980492146957e+02
4.890563195734605628e+00,3.152966275134022056e-01,1.064402336729846965e+00,8.713934893788497504e-01,-3.298807070178320089e+01,-3.249525744552980200e+01
1.153550810370099100e+00,1.897095556692921292e+00,1.179694192393077401e+01,5.070356894744495468e-01,6.305102629382864734e+02,6.307591886099780822e+02
5.223793787933610488e-01,3.691655814303588246e-01,8.062452524616746885e+00,8.081254163206397223e-01,2.785735439841448979e+01,2.549789239987285683e+01
1.392606676204521055e+00,5.122522848685434615e-01,1.676603359563354445e+01,7.729013467073105881e-01,4.653760462252301977e+02,4.642652332372131241e+02
2.433833741911669790e+00,1.982685565577683828e+00,8.183658206966573090e+00,9.919387170509510465e-01,6.532276139183290979e+02,6.560115903467450380e+02
1.689059471857789152e+00,1.934373483674100003e+00,1.804545299598158081e+01,3.443444033875541210e-01,4.061443252981723617e+03,4.059950445466629844e+03
3.619821531169979067e+00,1.874881815953183484e+00,1.898445743035019717e+01,1.064712240033074186e+00,4.044117024642525939e+04,4.044056210442112933e+04
1.702680660128079060e+00,9.759579978752694895e-01,6.795563209446780384e+00,7.476736939839515594e-01,1.721296052554163225e+02,1.767821601916637348e+02
4.382137228596004519e+00,7.090219994114639324e-01,1.149665974100896015e+01,5.364636454031608270e-01,1.039244967132088277e+03,1.039984235941152292e+03
1.077196705714963176e+00,6.324970241947143190e-01,1.730528270873427088e+00,6.578686762822512080e-01,-2.024703323977121716e+00,-2.987266850961682429e+00
1.199305776739211460e+00,1.975074952843031140e+00,8.172887755539640864e+00,1.160724397809274472e-01,3.432350179356310491e+02,3.393868824565013824e+02
4.862197851927827053e+00,1.231317517006017104e+00,1.545561196074140931e+01,1.080607388838147997e+00,1.012365811982248852e+04,1.012431293858012214e+04
8.298115250913885577e-01,7.784183697277071712e-01,1.765490911925947159e+01,4.428414321549095645e-01,4.430364071877605738e+02,4.402945557005201067e+02
3.897499208195541964e+00,1.493383825612015769e+00,1.809821564164502661e+01,7.630916671004024376e-01,2.099610584807749183e+04,2.099608900140359037e+04
8.769549264145247713e-01,1.575296802335418800e+00,9.085566838037232529e+00,6.091932117850000772e-01,2.571750288548005301e+02,2.554738975282570266e+02
1.214330587711637266e+00,3.603252176941598717e-01,1.708876137421483365e+00,1.284952527439200409e-01,1.247218164825090181e+00,-2.069263482283019151e+00
3.311192466119261546e+00,1.287855823673994538e+00,8.308768614133406061e+00,5.011797239928446057e-01,6.215934032822137851e+02,6.249259791338315608e+02
4.211763898954795415e+00,1.981363694704695089e+00,1.438083892345617265e+01,6.680626864362054773e-01,1.373011591213672182e+04,1.372992918020509387e+04
3.275761710982730168e+00,1.105540261155737447e+00,7.134477198325963165e+00,2.178790557945108342e-01,3.977059737125923675e+02,3.995677294754899549e+02
4.983408915664000460e+00,2.766198121191101311e-01,1.583057139342036201e+01,5.974911704918287603e-01,1.097936359781351030e+03,1.099436112080624980e+03
4.938192784848999928e+00,1.510843373707869475e+00,1.157658081061150313e+01,7.378292663745915636e-01,3.884887642483188301e+03,3.883447414287662014e+03
1.173571367232016271e+00,1.267469178476412273e+00,1.091959758678651582e+01,1.057764668860338153e+00,3.812597576486542721e+02,3.814564265114984778e+02
2.598638469962395448e+00,6.310905301055175221e-01,3.984898277003458666e+00,1.069057681745218868e+00,3.923109179585012640e+01,3.853476508222230024e+01
2.612189928147551132e+00,5.847107579961334789e-01,1.631397533103466202e+01,1.172071767609313753e+00,1.060461441739189013e+03,1.062405864100045846e+03
1.339888724887132954e+00,9.361201154399640956e-01,6.860023118813873388e+00,1.035989597398625950e+00,1.322141887611822142e+02,1.330901124043331549e+02
3.464258023780546925e+00,6.314758991270597033e-01,1.503345646340196851e+01,3.704782652924091257e-01,1.412659490164423232e+03,1.411964478498501421e+03
4.414653303949185315e+00,1.659826408161182210e+00,1.205731280663945348e+01,7.703621589987472706e-01,4.327004817362063477e+03,4.330334535699389562e+03
3.826916118794048138e+00,2.173643666855927525e-01,1.111108551922537124e+01,8.274479783613571948e-01,2.535307430926200141e+02,2.545800715236071881e+02
4.050104252884883849e+00,7.999086664645598255e-01,1.622826157112669421e+01,4.038279102882532667e-01,3.512250416184610913e+03,3.513185161417276504e+03
1.674029018245957401e+00,9.174853823181301493e-01,1.080403632164419392e+01,6.133686468302455008e-01,3.957370312100683805e+02,3.941819381854694484e+02
3.046539649302396846e+00,1.267444665860361530e+00,5.587112684471652102e+00,3.148500231918276993e-01,2.595199306692247774e+02,2.603444342073931921e+02
1.297364093657982886e+00,1.809844697964044125e+00,1.263880658265304469e+01,1.560051340787073360e-01,7.969255678494266704e+02,7.940056705787889086e+02
3.934587508694435520e+00,1.565259761325480392e+00,1.782551472497855372e+01,2.279029909887753114e-01,2.219267175754321943e+04,2.219360461619053240e+04
4.686600569211297973e+00,2.999212671783765827e-01,1.566478427092404324e+01,6.202775118276754318e-01,1.059339401688569751e+03,1.057477246187268292e+03
2.741034193179425760e+00,1.668122976900890286e+00,1.002958636120909963e+00,6.360950230578201747e-01,-6.292476181751174735e+00,-5.917932459141804991e+00
2.831006217280668480e+00,1.336610181638110184e+00,1.249879045865195160e+00,4.620609640964238318e-01,2.014659598413004460e-01,-3.460233416880920121e-01
3.823854985558185593e+00,1.876986402244327223e+00,1.760612611087594459e+01,1.092340757780993155e+00,2.994879099747439250e+04,2.994925461919792724e+04
4.521578968365392193e+00,1.160504166020635886e+00,1.034504359980662791e+01,6.773706832195235394e-01,1.448945757236650934e+03,1.449666760475903402e+03
9.141517294585621567e-01,5.083837286715480186e-01,1.738581404704390820e+01,1.066389922971197501e+00,3.243365009348329977e+02,3.242260107532295024e+02
3.890988463476644288e+00,5.926435187158748397e-01,1.606918147983937928e+01,4.345999897520039790e-01,1.967984663474824174e+03,1.967876139101295394e+03
4.529645026211186476e+00,1.900572712178590917e+00,1.888693684044422838e+01,9.073141224658077819e-01,8.512436489400944265e+04,8.512139129024348222e+04
1.438057990408533993e+00,2.879989533831881499e-01,1.683995965200335831e+01,3.354622238348807794e-01,2.971199408234836028e+02,2.933241069919976098e+02
1.827870940160641000e+00,4.349373872492617865e-01,1.627909004160783013e+01,9.968291954863792714e-01,5.026280121699637107e+02,5.051511902973726365e+02
2.617667399553942342e+00,1.530756629460014118e+00,1.815671971602972334e+01,1.393078088051489805e-01,7.409844018450555268e+03,7.410991985837783432e+03
3.177701330129840684e+00,1.965952241848722970e+00,1.573385656075426731e+01,9.118021208427813384e-01,1.014719591075094286e+04,1.014423761193078644e+04
2.560686194180901598e+00,2.060387344015589539e-01,6.651551336215465682e+00,5.000582000542476147e-01,4.766099408594337206e+01,5.147940184503281102e+01
3.079648156381580293e+00,1.317504814319759632e+00,1.580314334240204133e+01,3.026229249483970429e-01,4.182188084984710258e+03,4.180759293493247242e+03
2.246839247433745967e+00,1.670822436502911845e+00,2.524345423323203441e+00,3.179606617676474234e-01,4.654773969404524792e+01,4.756966482313897160e+01
2.397896725723515310e+00,1.261369351357565671e+00,1.439540083043998742e+01,2.632161054054099059e-01,1.694417076146136878e+03,1.695267537966112741e+03
1.897927021245125134e+00,1.152529768991725323e+00,1.525306629889034760e+01,4.456653882083646545e-01,1.248967677750189978e+03,1.249184789784678514e+03
3.442378390959732748e+00,1.548270577738981357e+00,7.535261841646883063e+00,7.807680579317926028e-01,6.161405075452526034e+02,6.173574473664706375e+02
4.720279280881520378e+00,6.350819015929949352e-01,5.120179058843636000e+00,7.145868487211247677e-01,1.560367903754648751e+02,1.532889491684915413e+02
4.935835259381349260e+00,7.937687538689908173e-01,1.861253457963900360e+01,4.866162882659779143e-01,1.109697215378160035e+04,1.109689987253458094e+04
2.220257000980384809e+00,1.653917430127361365e+00,6.450298938154774397e+00,1.156673984736571015e+00,3.114735393482898189e+02,3.109654299436563178e+02
7.015268955895016534e-01,1.015319681863769086e+00,1.192722098998424407e+00,9.328364602991214838e-01,-3.376064052412895311e+00,-3.200937607648581817e+00
3.355043199670114884e+00,6.327371734132456460e-01,1.234040468597922935e+00,1.163165833169506724e+00,-2.331136945471150668e+01,-2.385972351879487974e+01
4.790819977463717017e+00,1.600893947563252429e+00,1.559312023809254377e+01,1.121622413073647406e+00,1.898154658548949374e+04,1.898026245895864849e+04
4.787799239340602142e+00,2.453093551717284992e-01,7.261927060831530945e+00,6.971618030311367287e-01,1.322665057902870558e+02,1.308041754635543157e+02
3.589874203843296030e+00,9.406296575152059969e-01,4.215247251173007470e+00,1.118509744461488431e+00,1.075920282428498496e+02,1.093613794305890394e+02
2.185571221298582056e+00,6.433775723302419536e-01,5.504662141869303582e+00,9.576458033923336277e-01,8.619952907626424121e+01,8.450352587156447726e+01
8.744904313894235059e-01,1.621923929993604352e+00,1.619300240309887684e+01,1.113791899164288113e+00,7.788887212645259979e+02,7.796136418730405921e+02
2.578586138088598378e+00,9.781879873753487331e-01,1.322625018795872265e+01,9.787547209834484008e-01,1.056208336024333221e+03,1.056908099168619628e+03
3.447564412981722448e+00,1.532056800041213140e+00,7.741051041273237843e+00,2.660664517399912166e-01,6.641218212696489900e+02,6.639260222909368849e+02
3.751810291725555135e+00,1.116175643573106058e+00,1.743946930956114372e+01,1.155647380527759616e+00,7.766166253596932620e+03,7.767012994108520616e+03
3.477578654244197764e+00,9.824802899152793589e-01,1.684804361102215609e+01,3.893792211994052677e-01,4.252641608768360129e+03,4.253725783908743324e+03
4.040214187824465064e+00,1.816977239301515112e+00,8.846592127949227446e+00,5.839519514935017641e-01,1.369063984809454041e+03,1.367999674103481311e+03
1.007048302844411491e+00,7.523712379674158957e-01,1.407859576385777967e+00,1.051753651938714951e+00,-5.355531404746814772e+00,-4.683200673819255755e+00
2.829695664875364169e+00,1.486617204295643591e+00,1.607981389769969383e+01,4.924599814180067314e-01,4.686382315443154766e+03,4.690193421827932980e+03
2.532483274374552007e+00,1.286174299760328488e+00,1.849777591358596140e+01,2.751928225069241729e-01,5.223781281669003874e+03,5.221639463155718659e+03
2.755156313419168779e+00,1.232246854477944575e+00,1.725609054422803368e+01,3.436416468222279752e-01,4.250666588213913201e+03,4.250061770342704222e+03
2.596817668235070986e+00,8.753424479154821025e-01,6.414353268123914376e+00,1.070956759036759909e+00,1.978925790296285641e+02,1.963587197721553821e+02
3.221053340572413770e+00,6.688404635376903329e-01,1.681418179956732928e+01,1.178727971725045176e+00,1.933861495466368751e+03,1.937831518107538386e+03
9.797325590289396313e-01,7.016273344966406089e-01,1.316121465175751659e+01,4.065452569336016619e-01,2.778938858340387696e+02,2.750883108785056947e+02
5.479135463975417508e-01,2.421471301814189792e-01,1.270411072541974207e+01,3.673206507842644575e-01,5.288786427248716393e+01,5.290203155624388387e+01
2.465084264099746125e+00,1.671963709106277340e+00,4.375110498648053792e+00,4.358382109270736438e-01,1.676817368875326224e+02,1.695400154893920899e+02
3.148570099036220871e+00,4.181330500654577564e-01,1.068050819476596836e+01,7.880035703803803804e-01,3.523228374623769241e+02,3.505864384223400521e+02
2.408811484937856573e+00,1.609114858777750179e+00,8.642696295292102704e+00,6.219836815453962942e-01,5.991303701178856045e+02,5.988583455647172968e+02
2.816278548695532624e+00,1.974082811149110661e+00,1.549303211301881333e+01,2.745035004440659621e-01,6.920207482433049336e+03,6.918783544713451192e+03
2.303997612314122811e+00,2.282947987884443031e-01,5.438362864203914349e+00,1.193316211633201895e+00,1.759263707275685817e+01,1.491177814303017968e+01
4.157396030865298187e+00,8.546528961097714649e-01,9.838618516936247005e+00,1.431154139575041284e-01,8.053355350632969021e+02,8.051934521146948782e+02
4.145721742732488835e+00,5.024221636275135738e-01,1.629518413682841071e+01,6.543690398414694354e-01,1.839179162169600886e+03,1.840165552309981194e+03
1.179771705158382922e+00,9.239374313441541808e-01,1.928826690076285288e+01,5.958925266439356605e-01,9.386552138575625577e+02,9.378583811898109843e+02
3.307072173715759345e+00,7.243832129550236143e-01,1.316521999720059100e+01,6.922191330719472679e-01,1.045079015055262516e+03,1.045405252130541157e+03
2.854547091399340264e+00,4.798121712980061848e-01,3.401018648334968031e+00,1.039251870695485636e+00,1.279587831911089069e+01,1.416047368313276245e+01
7.520962078170776444e-01,3.997091637802063779e-01,1.672261392376491074e+01,7.063136812650954166e-01,2.033296411085508169e+02,2.057144161951389094e+02
8.963329354234093049e-01,5.063451279384117987e-01,1.610402128868129523e+01,6.121760111614741318e-01,2.774245591223466363e+02,2.749554373899113671e+02
4.163447843484148869e+00,1.572585733685694542e+00,1.429443269814795769e+01,1.274782220867537452e-01,7.630583670600696678e+03,7.631806178958772762e+03
3.721629335585273424e+00,1.558497895225594121e+00,1.522682467471574874e+00,3.749846063459633116e-01,1.557717375972340434e+01,1.433466759934590584e+01
1.210190255120424219e+00,1.846748686796190642e+00,1.887469188923183694e+01,5.967601166033474902e-01,2.284524427396234842e+03,2.280756248352721741e+03
3.140605071389201974e+00,2.145140571836074150e-01,1.881638893413998659e+01,2.853761547032123147e-01,7.209270421509228299e+02,7.193710788907457072e+02
4.521135577378481152e+00,1.322291175457453782e+00,4.611869875056385126e+00,3.567063882660255203e-01,2.599406602589116346e+02,2.612205015290695087e+02
2.854416547848649177e+00,1.079428139069358084e+00,1.825972903769661571e+01,9.565316259937718391e-01,4.630944264061963622e+03,4.631556782617887620e+03
3.205643559856020453e+00,7.602587023883751183e-01,9.039940979751118988e+00,7.286732577795195231e-01,4.358065795021507824e+02,4.336134127748629226e+02
3.546417116352404530e+00,1.514080026381121380e+00,2.437362832353841213e+00,1.428827605407682888e-01,6.585380938841885268e+01,6.906221418499377762e+01
2.882661547888591080e+00,1.159409884581397820e+00,5.437340734115402086e+00,7.077707550013133675e-01,2.070346699521749656e+02,2.078385754242555947e+02
4.456876275454035863e+00,5.797691639660009777e-01,1.322064259909591577e+01,4.084952157803711792e-01,1.267272613974940214e+03,1.267134324953527312e+03
1.648845717057346283e+00,1.257013054891988224e+00,1.941828651721271015e+01,5.410270107841254061e-01,2.451313195074901614e+03,2.450229276528843457e+03
1.515533505448148022e+00,1.465355246623597507e+00,1.929234845578363533e+01,1.124788527329736887e+00,2.600392365745539337e+03,2.601225342296541385e+03
9.539086483339564992e-01,1.914123074024960847e+00,1.000627140102363732e+01,2.006811741407075744e-01,3.914848562876412643e+02,3.907093415159072833e+02
2.499828260389672430e+00,8.901322136998917056e-01,7.584890907394923332e+00,1.046172858475861833e+00,2.749131496185644892e+02,2.771778912945628122e+02
1.969783972231168523e+00,1.300412580838861576e+00,1.362787918977934609e+01,9.261370718860552076e-01,1.108269342947656924e+03,1.108894558444168297e+03
2.749147691911618008e+00,1.615993313323855318e+00,5.889561907091997561e+00,1.198781029624121919e+00,3.063184543760116867e+02,3.075457272668620590e+02
1.285934797140921404e+00,1.666124704016602953e+00,8.008675859693042298e+00,8.785951807031480154e-01,2.968750465088415922e+02,2.962634633826140202e+02
2.662765335543320511e+00,6.818295081962197912e-01,1.212640815700153496e+01,9.543855675118428916e-01,6.067912765720493553e+02,6.038413080306547727e+02
2.732461454094726516e+00,5.369490541379123849e-01,1.489380167538070054e+01,3.766414863294631488e-01,8.185755234088794623e+02,8.196275007328624724e+02
1.875496184334867422e+00,3.421057240199497085e-01,1.179847414528372340e+01,1.103324714111494798e+00,2.124736860517328978e+02,2.104593201021492064e+02
4.119384293226364235e+00,1.171684906010178828e+00,1.198704536816865396e+00,1.071238484457268436e+00,-2.071600851703662372e+01,-2.092840071808628721e+01
2.773953492662159626e+00,1.603272618968890395e+00,1.233512268827679925e+01,7.438044669609101822e-01,1.815592579701770319e+03,1.815564241686310879e+03
3.175739430858118606e+00,5.856319683288475630e-01,1.931012338144289586e+01,7.559403420732511147e-01,2.604998446322465043e+03,2.603440296428052989e+03
4.785082655031406063e+00,2.620715534740256092e-01,1.582402787247197740e+00,2.816353874303988425e-01,-6.231480015679693452e+00,-4.458223603850370864e+00
4.446297093809741696e+00,6.251701784607182066e-01,8.950222455310992586e+00,7.032851945111573411e-01,4.971280901938807233e+02,4.942791194020231273e+02
3.402378980701181277e+00,8.342787285857262702e-01,1.341384995681059511e+00,1.163250451572305000e+00,-1.969759648377625183e+01,-1.672447749810538653e+01
5.238662114065065767e-01,1.188195240177338352e+00,8.538345581156583819e+00,2.572313721314771207e-01,1.108132942764847826e+02,1.096353109533222181e+02
3.399315458970324944e+00,2.894061727354319546e-01,5.177271127040854459e+00,1.202889838040076126e-01,6.133570155616955333e+01,6.325631218091694308e+01
1.872153893123340573e+00,1.595053262505515157e+00,2.549440725478737235e+00,7.632278446620784917e-01,3.078545797533977080e+01,3.336230115080257974e+01
1.611564477025910325e+00,5.192297338136804274e-01,1.551558890390479561e+01,6.363833225456192455e-01,4.697782030405015803e+02,4.680594906812133331e+02
3.223664644090653120e+00,1.988182396657705020e+00,1.637019812354664428e+00,2.825415752779734113e-01,2.826849234142896705e+01,2.680207718185847554e+01
1.292542893375641322e+00,3.001236059224569042e-01,1.619421094149579332e+01,6.132390136365324373e-01,2.526955469194327009e+02,2.545681215939637809e+02
3.811739337839966435e+00,1.646797333151728937e+00,1.404352455653895682e+01,9.464309880334716985e-01,6.146964183486332331e+03,6.147335907817252519e+03
3.993577781313863984e+00,1.767222717507477059e+00,1.747452282715344296e+01,1.159479414541787268e+00,2.799111239425286112e+04,2.799127646309317424e+04
1.120247822564391704e+00,2.215959933526359393e-01,1.778566092811205035e+00,8.684599859481835216e-01,-6.671540450817816215e+00,-1.031540271397764563e+01
1.183848591308733544e+00,6.145595407760945372e-01,6.022912343460855134e+00,9.466214068449941843e-01,5.559074376481120083e+01,5.231966144817162245e+01
4.663782850612109065e+00,1.486305821489710688e+00,1.088084928687237252e+01,5.301356721449642651e-01,2.617521191122994423e+03,2.618590744070924302e+03
6.374543946455316634e-01,1.992466343652802729e+00,1.010723853605628975e+01,6.492767544393563961e-01,2.877267575230591774e+02,2.905832267076670519e+02
4.091534161021963989e+00,1.298536687749301421e+00,1.423344703859672933e+00,8.731058802310069922e-01,-7.649407574876354587e+00,-9.060942782081337299e+00
3.861118216090602573e+00,1.795596016607220902e+00,1.002873435318489292e+01,1.147771521051476729e+00,1.852903937558906591e+03,1.851181979701942055e+03
3.664795514725325720e+00,1.423515967403723215e+00,7.508136646817277438e+00,4.782632488667725168e-01,6.096519613467735326e+02,6.100683701557949234e+02
6.521107539340420534e-01,1.141497058050921609e+00,1.799737994413257525e+01,1.564750439663587789e-01,5.087876745485216929e+02,5.097114393829406822e+02
4.738227726525803263e+00,1.495755482141972736e+00,5.983768139811561859e+00,3.699472694920786786e-01,5.097061814257211836e+02,5.108254553289742717e+02
1.424607801273590102e+00,1.419971070231500487e+00,1.943467437950216148e+00,1.175902716578334894e+00,3.852209753557657379e+00,2.976249358012168944e+00
4.427635084448433567e+00,6.661482272751731992e-01,4.347127695832507577e+00,7.268861478874635296e-01,1.027350263304437306e+02,9.886517533586746254e+01
2.753328340449398226e+00,8.393121810333028510e-01,6.746128365125796833e+00,2.858933405554671126e-01,2.390526864478758853e+02,2.419532473458547202e+02
1.965406673073796462e+00,1.772506127430589995e+00,6.071210277542405720e+00,7.374877546881850598e-01,2.697483614216204728e+02,2.687607493258854561e+02
1.286753761210847502e+00,6.595057008655881292e-01,1.176460872533551161e+01,6.880379152176023805e-01,2.728058713743370163e+02,2.753048041312104601e+02
5.516452095337034400e-01,5.907651868116418070e-01,6.043529577708492972e+00,1.037013562776150755e+00,2.460666430841294527e+01,2.064899244317740568e+01
1.554307937138014406e+00,1.178375870238214107e+00,3.956955659531678826e+00,6.926706322391784632e-01,5.740038920081445895e+01,5.813854518312408715e+01
1.023169203685609263e+00,1.667352856520647464e+00,4.273815798383164832e+00,1.094748183401191399e+00,6.431211543141579057e+01,6.331830827703159770e+01
5.299534402306722569e-01,8.807262002888049945e-01,3.705999078990950046e+00,2.408615709168809849e-01,1.370904219565791315e+01,1.155174568127703161e+01
3.491606290926270617e+00,5.641769774747265043e-01,1.876965908409900763e+01,1.071887650860878338e+00,2.650999275945068803e+03,2.652928872507016422e+03
4.897264000322259392e+00,1.970988918144997326e+00,1.504990057573136752e+01,3.628912743446236489e-01,2.774343490820000807e+04,2.774600154287767145e+04
2.814868638035813220e+00,7.617574802896922570e-01,1.680861747365189274e+01,9.288810637644092649e-01,1.830872033188803698e+03,1.829707273165355673e+03
4.191881695374421568e+00,5.034545440153777029e-01,2.074616959847557673e+00,2.244828737955337494e-01,1.096849178350403697e+01,1.225406526735355861e+01
4.866744277748865422e+00,1.200653767039515207e+00,9.312129229642607697e+00,6.868786680109756349e-01,1.228001909975781928e+03,1.225866858798536896e+03
8.633598594341338472e-01,7.314677790273285130e-01,1.184213963583139417e+01,2.578233499474987811e-01,2.124838264366129579e+02,2.112554206779395827e+02
2.414443642306814297e+00,4.648547001337277051e-01,1.004156226897634596e+01,8.418685855128725803e-01,2.626228897185385449e+02,2.621356573870198758e+02
2.398047847467164484e+00,1.447508658516734048e+00,2.491249319209245527e+00,7.813114783609917957e-01,3.159406614283376058e+01,3.090404742692322060e+01
1.619459437214604502e+00,1.639409262718179772e+00,6.021032437734442411e+00,7.780741265976219845e-01,2.087764823074589344e+02,2.100450329788730528e+02
3.729039570525663816e+00,1.741430694461240769e+00,1.096264459873675534e+01,7.421653881371870209e-01,2.282416764527461055e+03,2.280020109640200189e+03
2.991887519739739432e+00,7.730788679355784510e-01,1.467565934000907291e+01,1.279740285642011477e-01,1.350494459660259054e+03,1.352417615929968633e+03
1.255660132746696966e+00,3.948114576379782026e-01,8.471525747881633706e+00,2.864609892698111726e-01,8.705309762509921256e+01,8.897277473762902389e+01
4.756022143789291334e+00,1.817524414274263700e+00,1.198998167828277950e+01,1.532217123534315162e-01,6.027604058122563401e+03,6.027171804560258352e+03
1.036776043232389810e+00,1.574161980714012143e+00,1.485949027334426198e+01,4.527728714335770288e-01,7.626982656752634284e+02,7.603470426546839462e+02
7.235737261780574858e-01,1.091180071872456692e+00,1.844440693042828272e+01,7.071829884087864615e-01,5.658823173430400857e+02,5.611614192331974209e+02
3.901254856055810905e+00,2.843187229168961938e-01,1.475794293696520221e+01,4.775343737563534363e-01,6.659572498224457604e+02,6.658321201983411584e+02
