c,e,immigration_rate,suitable_habitat_fraction,p_star
1.171900580607706077e+00,1.849496573583447045e-01,9.315136523344742792e-02,9.500851400291668858e-01,8.109464173657526809e-01
1.309899721519871330e+00,6.047213122672105007e-02,2.963448629279928290e-02,5.641691974184491754e-01,5.211152097916345038e-01
7.063085161257309785e-01,3.786598990502382245e-01,5.455900647846467777e-02,9.077701368074002630e-01,4.408808641844471632e-01
1.079669824522237809e+00,4.421683868235392056e-01,3.858272474344021097e-02,8.027113647561456844e-01,4.275824198617034777e-01
1.713838323758192228e+00,3.166755655811845371e-01,3.739216536552385228e-02,3.852616805753367180e-01,2.200208897177945988e-01
3.629535773112805841e-01,1.100692537393865994e-01,8.452636336982895238e-02,6.239480641599122190e-01,4.166342381208515411e-01
1.228207376711235144e+00,3.560095207970879194e-01,7.480905092693267144e-02,9.726467195963179879e-01,7.142628128244848940e-01
1.690814269303278161e+00,2.088724216555230828e-01,6.816516535552361034e-02,7.422314578917571515e-01,6.307360386175414613e-01
2.373114789542992709e-01,3.261667027160822241e-01,5.473760976862228518e-03,6.380151029376954774e-01,6.121714748083642230e-03
1.487828947281089054e+00,2.800158040076144994e-01,1.746344519005747081e-02,8.061994572341851795e-01,6.279249626867708933e-01
5.633092803976067486e-01,1.778252206571251659e-01,3.661016266482208098e-02,4.684880538315330800e-01,2.097891733360070787e-01
7.981832388670843104e-01,2.483164324795944511e-01,3.668862147636452881e-02,5.461589697332662752e-01,2.699371272204609262e-01
2.067716510906683902e-01,2.515255585657735216e-01,3.939756340156186365e-02,3.346561932897079705e-01,4.591794162260424972e-02
8.140406395251058580e-01,3.304737376891539458e-01,6.278381170570031256e-02,5.881349906008587203e-01,2.637736312914008008e-01
1.703430826421572730e+00,2.689601644378173950e-01,9.383272005615832245e-02,3.603911579519382680e-01,2.363793967410791341e-01
3.443307112108937029e-01,3.590049141390259657e-01,8.076777726777707722e-02,3.844325231681679500e-01,8.132522904375065476e-02
1.850334736160610838e+00,4.299473962926163018e-01,4.085312370297862483e-03,4.462817710561573503e-01,2.197023283335886035e-01
9.741326856201272255e-01,4.048804560323414070e-01,4.860960992027796995e-02,9.154086408011519183e-01,5.393593847081067372e-01
1.090033935024392386e+00,8.262704094896798634e-02,3.191336230291821202e-02,9.232652894129343979e-01,8.520439990672165065e-01
7.131296987326094516e-01,4.215443121183513608e-01,4.526550811682413834e-03,5.996227156930131752e-01,3.967985401560272796e-02
1.883662682949483802e+00,1.753466766007335809e-01,6.555190205562362593e-02,9.735714424220847096e-01,8.871736938488684610e-01
5.563186400323778535e-01,1.625757317130885060e-01,1.182710372888525624e-02,7.844931237230123866e-01,4.914504525354700948e-01
1.602358605743994246e+00,4.878755790960929151e-01,7.411643867650101469e-02,5.555888077109465417e-01,2.999537280431092690e-01
1.147436561187675341e+00,4.457088723494639360e-01,7.852900812554955076e-03,6.516998968838747519e-01,2.669445551217743962e-01
7.674252312916999275e-01,3.495884724789389830e-01,5.117693014279384167e-02,4.671554876262168365e-01,1.390491013343521653e-01
1.421037559155303054e+00,4.961901891428366906e-01,5.923899425303236210e-02,6.406927448648089829e-01,3.371053675034400010e-01
1.627225277401747494e+00,3.905163838075590976e-01,6.047500748144939153e-02,8.697827242973400486e-01,6.515966986692880436e-01
1.781548231626985723e+00,4.949915907559985229e-01,7.514598690577135864e-02,8.476218332886337192e-01,5.989763370698647504e-01
3.116764042426943271e-01,5.853023502194403677e-02,5.372243489177294662e-02,7.474326933927502026e-01,5.918936481637777636e-01
2.332339272482494841e-01,2.288254456569749906e-01,7.428171801289493170e-02,4.116153595332022186e-01,1.136364089941975519e-01
6.887275007961605189e-01,1.808234781183431505e-01,7.658396000997867714e-02,3.312418929627039543e-01,1.663746164149719764e-01
7.922262892805556067e-01,4.361020306515454581e-01,9.699281125724304453e-02,8.792169720545015554e-01,4.457648407941951496e-01
6.827627677279628493e-01,4.804162120822605408e-01,3.375698185744580027e-02,7.997478579486939632e-01,1.953303020102930554e-01
5.399569646523868505e-01,2.010910349807294994e-01,5.209311359472939412e-02,6.300708793701127464e-01,3.256890034405445222e-01
7.059346278230984595e-01,3.536398707181888090e-01,9.377091875196851348e-03,4.579430802569667835e-01,3.946276800655965783e-02
1.515795026978275839e+00,4.213557782436469501e-01,3.680594881431507870e-02,7.619241793581756905e-01,5.058846531927777557e-01
8.464587186731320489e-01,1.904933980403188398e-01,3.594588491942108527e-02,8.344720452877448791e-01,6.250039260589999035e-01
1.256377040210306717e+00,1.664477163096646783e-01,6.797483014629324659e-03,5.743861256928854964e-01,4.455677177684894685e-01
1.192377174879084345e+00,4.432496106177741813e-01,3.685126904695251726e-02,5.253890057382865075e-01,1.980356652914415094e-01
1.668768303328823643e+00,3.524543127578697588e-01,1.186040843018912674e-02,9.775317859965243494e-01,7.758977403101555703e-01
1.399585734522739378e+00,7.452536081750057995e-02,6.272622453529388964e-02,5.779704516320645080e-01,5.304947928053482809e-01
1.679210459911261610e+00,7.137825394510431687e-02,3.283122405705732327e-02,6.887890680144339584e-01,6.491106256929458640e-01
1.195040806529937827e+00,1.230703173866967565e-01,8.607591987833516922e-02,5.123551865588346077e-01,4.261691335126208124e-01
2.892725994187433369e-01,4.267248559967276034e-01,4.804743271921376596e-02,7.058410385564538592e-01,7.827180370452468949e-02
8.531329343964640932e-01,2.023697056975638786e-01,9.556980946923517017e-02,5.164873388878989946e-01,3.369137782996082797e-01
6.962908376292566981e-01,2.963194302399413393e-01,9.621284880595040723e-02,5.899034505618605539e-01,2.920205968383936534e-01
5.745964578172063630e-01,3.795337919994815623e-01,7.950234422214277896e-02,4.519151948661268015e-01,1.193260190580366503e-01
1.369833099033264112e+00,2.601399789387047745e-01,4.620655192052722238e-02,6.603910824799841262e-01,4.879931763392644228e-01
1.691131755811436044e+00,4.109931771250188715e-01,8.636621526522381131e-02,7.157578316119698192e-01,5.043836937998006364e-01
1.593934672274861741e+00,3.519099396732063845e-01,4.947450850281526202e-02,5.579243815974350706e-01,3.609649849223220963e-01
7.511285122464202990e-01,2.418389560348704059e-01,6.617859741885702418e-02,5.963003429019080315e-01,3.344676930464634546e-01
1.017094236229607152e+00,1.542432020390807901e-01,3.017606366294114592e-02,7.342695998632472465e-01,5.921209555978630412e-01
7.300986773042724698e-01,1.916386608741403041e-01,8.208418074974543899e-02,3.331194681611525654e-01,1.689702673092988161e-01
8.601288560569744224e-01,2.086442032462503260e-01,4.304752957054504281e-02,6.099379450789388368e-01,3.917374537803200996e-01
1.008968937373316388e+00,2.640865057511557756e-01,9.976714363707495092e-02,8.100671267650828566e-01,5.909820627913476843e-01
1.980592380612429482e+00,1.623394277265242935e-01,1.584250639575470951e-02,6.213564024788673645e-01,5.440269730001581205e-01
3.453042725182438599e-01,9.585161100258769717e-02,2.102364033697199860e-02,7.878357935870397011e-01,5.200400422667897926e-01
9.356495761082667117e-01,3.989291987123416705e-01,3.696406723075498779e-02,8.542417315980667114e-01,4.612132369789888608e-01
1.848501020462113065e+00,1.535397797019706911e-01,5.569563205646419629e-02,3.116545552006921849e-01,2.400403495291610068e-01
1.241113247553097265e+00,4.329253503113641433e-01,2.604621650460267265e-02,3.585369094157743741e-01,7.458859698216162293e-02
8.458990108694349752e-01,1.660075181453378734e-01,2.879875548206752706e-02,8.112729419231162753e-01,6.260751888071772742e-01
1.562562459485559607e+00,2.375785066540292423e-01,1.344627638864900150e-03,4.912831870642211385e-01,3.427150656645722715e-01
1.965934816484968595e+00,1.865921213683338353e-01,1.981809580118171123e-03,7.995312346057793507e-01,7.084691353001689729e-01
1.550151710176624897e+00,3.617539074259796816e-01,6.747177231311478340e-02,6.809325794710194835e-01,4.751111224462947757e-01
1.840299143148339311e+00,4.052288972535882938e-01,7.445485597054027349e-02,8.536298268499059594e-01,6.547645828290517001e-01
1.215409394568355061e+00,1.275473283371277300e-01,2.442475169696819992e-02,8.204418772906547641e-01,7.213723741362435549e-01
7.417319221872310520e-01,3.096268283196144111e-01,7.648141769348956731e-02,9.332068665351029857e-01,5.785604473418516358e-01
4.429837451373287438e-01,3.620506932540282219e-01,3.111746100408761904e-03,3.096954503233996236e-01,2.941168807763171102e-03
1.896722967696554241e+00,1.481914354684769064e-01,1.915263998104681231e-02,7.178727798195456700e-01,6.440507579287727546e-01
5.498083009739792582e-01,3.097872612039867524e-01,6.473300996033436172e-02,4.851070160586732349e-01,1.453227121074892048e-01
1.631826887589823638e+00,3.620355102772307987e-01,8.361209582350122294e-02,7.668148116094670730e-01,5.714690546955839556e-01
1.268994093671126588e+00,4.905117818563970999e-01,3.530009122826990864e-02,4.947486488578971553e-01,1.589069531194542695e-01
9.322352343738123936e-01,4.611208140269608124e-01,6.327908769442665282e-02,7.343012319634625307e-01,3.208092274624731455e-01
7.527424284086887685e-01,3.522924795172395207e-01,2.107061005247115246e-02,6.764387752745389948e-01,2.355967802608592288e-01
2.292674782335524519e-01,3.449630751429330622e-01,3.309192463535292478e-02,7.597960825592268153e-01,6.787309029926975878e-02
1.830431185509515668e+00,1.018721086119134672e-01,2.855713484787031700e-02,5.997249216716263875e-01,5.478350236042991428e-01
1.213426562064601866e+00,1.645022708261545397e-01,7.092263996050603148e-02,6.163248988213344548e-01,4.980776943601815110e-01
1.583136965193969070e+00,4.886704903094416519e-01,8.241468973420694455e-02,8.003655605948385432e-01,5.305748354051817994e-01
1.386884643229639336e+00,3.608069190259678427e-01,9.257097775380654370e-02,4.261543757195467297e-01,2.281094597980027894e-01
1.805698208964835239e+00,4.738164553260958978e-01,7.717253576710662866e-02,7.891652862839105831e-01,5.559954062381496920e-01
3.860350239040566955e-01,3.277574706683341610e-01,1.395776557307067123e-02,4.789301154413601047e-01,2.441190165832655967e-02
1.446000810644087808e+00,4.659862814825408428e-01,4.871080480760954512e-02,6.521928023144668574e-01,3.645602910981545763e-01
1.466149461131551091e+00,1.414074066994752965e-01,4.129100764104712967e-02,6.349707361111304182e-01,5.463963252133426929e-01
1.047566560829615190e+00,4.937823313873174191e-01,7.380304558543730742e-02,8.818663485432324256e-01,4.776522269508661767e-01
5.472862190085339140e-01,4.263612732858967913e-01,1.142932523200498700e-03,9.198401456291326328e-01,9.805185044541356310e-02
9.922672956499146713e-01,3.386861178521057836e-01,3.640932689093497043e-03,5.299703092618885947e-01,1.817986254235306187e-01
2.345632564192062786e-01,2.601956144908038615e-01,4.903734870801491549e-03,9.920599390079977153e-01,2.903326536751946185e-02
1.494318047021293117e+00,3.874265702382597709e-01,1.930709820531066601e-02,8.135050032198037906e-01,5.687266888061853765e-01
1.977248462610003310e+00,1.953048988412839360e-01,9.095533240606601399e-02,3.628278772089219562e-01,2.816346109993739244e-01
1.729236547306648220e+00,7.778596693141141827e-02,5.460225141013280020e-02,4.098366070221356461e-01,3.699105139568397149e-01
1.091235300046670575e+00,3.148342981131105889e-01,8.657790162895853681e-02,6.815064638388850238e-01,4.412611673161736525e-01
1.485224830883022484e+00,3.828004095947652452e-01,2.338579155315474375e-02,8.848400941330649694e-01,6.421859183434778240e-01
7.776617023058053357e-01,2.636046665969479785e-01,4.648112341994537627e-02,7.224828832339668105e-01,4.201241445581080369e-01
8.209815875896028237e-01,4.985632979853777402e-01,9.608672078178084885e-02,6.246798325408720043e-01,2.176555422827134989e-01
8.886460696911138157e-01,2.285873151130439485e-01,3.531648325191408255e-02,6.015161679363795200e-01,3.655992298216057534e-01
1.602255117234929083e+00,3.940907989576485360e-01,8.478326878361031049e-02,7.414517207839421697e-01,5.269603947823962020e-01
8.372988222529739177e-01,5.230686847711714382e-02,9.442552384929338294e-02,7.191275851475235070e-01,6.664902619111205961e-01
1.284200370047794637e+00,3.590667158842678064e-01,3.395802153158209574e-02,6.758949788420998139e-01,4.178914142664486575e-01
1.629118537411561984e+00,2.356862574266130606e-01,1.101169545773796575e-02,6.218493438368780657e-01,4.842002047593953473e-01
1.874306952301631801e+00,2.848572627479588060e-01,2.274902380140936611e-02,6.465954710948699224e-01,5.043982903887884728e-01
1.457863537862946757e+00,3.498755421464715409e-01,1.848526593677006155e-02,8.629504574867992162e-01,6.357803357987037440e-01
1.168533611822293095e+00,3.128397759309967663e-01,8.516962407154678172e-02,6.466617355963486524e-01,4.229909262953562843e-01
1.668149115472336019e+00,1.487460697677533972e-01,3.177800146175343426e-02,9.296054803848727843e-01,8.455005859613462516e-01
9.017844747212241385e-01,1.903555544943779376e-01,3.406435469541758965e-02,5.535599069562068264e-01,3.593745277935717630e-01
1.040066963478837092e+00,4.504468032120298449e-01,9.020964355586968964e-02,6.475316042866271493e-01,3.099306418582044587e-01
1.739129788404414123e+00,1.685012461746178969e-01,6.888503115342682614e-02,8.700081040789773290e-01,7.812357987256456360e-01
3.043082259068545237e-01,4.977429603842936645e-01,2.195269443020296876e-02,4.799667550228416957e-01,1.773236597383337498e-02
1.707818664424938904e+00,4.696659310299990953e-01,4.543221292013171347e-02,4.719329714490990701e-01,2.305222622726733062e-01
1.606287214474057867e+00,1.905118935658185464e-01,4.505998335915233771e-02,6.959660444550351821e-01,5.870937713995739715e-01
1.947838982876344049e+00,2.137074623583507527e-01,4.902791327047777148e-02,6.582858915305886960e-01,5.578240810944141703e-01
7.204725927245279049e-01,4.080465602800035785e-01,3.430536760124391037e-03,4.274969072907438550e-01,7.797792729397809951e-03
1.265412741909820449e+00,8.958486557393245675e-02,7.804081495428123738e-02,6.656488137209430889e-01,6.034472098752321489e-01
1.808218132810922141e+00,3.084197228177962824e-01,5.269998659270361957e-02,9.104058977635290928e-01,7.524793049633158315e-01
2.415577376727136016e-01,1.521645401455251900e-01,4.703585599057949485e-02,7.025996971070788133e-01,2.804522771626159483e-01
1.681786858874840584e+00,2.543656214258890325e-01,4.768371277209894343e-02,6.932250726594559875e-01,5.550399347506402847e-01
1.668249301934505047e+00,2.890087196455846663e-01,6.231849067338178678e-03,3.610303632178358813e-01,1.912794389562675890e-01
1.371168487054064355e+00,3.833852488415585014e-01,4.574560591440214596e-03,5.444201252289736503e-01,2.678370996169242013e-01
1.240815335254274565e+00,4.031095633485731744e-01,4.559445016892473695e-02,6.397846671717791756e-01,3.490917423303590006e-01
1.922485068091848603e+00,4.449533902031460042e-01,1.520338810399021225e-02,6.718480502259606135e-01,4.539269871616864460e-01
9.115686547751392643e-01,1.604694083430134033e-01,7.785447365819236909e-02,4.574780214948502843e-01,3.173671102107487596e-01
9.039152025368896171e-01,2.908707231707063356e-01,5.928582904386200253e-02,8.704915738305739614e-01,5.843643806667628837e-01
8.545115145154839054e-01,3.872433031942477122e-01,1.122705978178203251e-02,5.221188799171243566e-01,9.627944182775759197e-02
1.106716046159603728e+00,1.456706954269120780e-01,6.058854737638162680e-02,3.343158162264745492e-01,2.270956451859945102e-01
1.468566456755269645e+00,4.617402784460733489e-01,6.751960653123874334e-02,9.641209306828405490e-01,6.805215095089246491e-01
9.908562124803776960e-01,1.830882592387787222e-01,3.135635610367359244e-02,9.634245308818828457e-01,7.899130747687875820e-01
9.796440105172885549e-01,1.006386592150700920e-01,5.111047882978577567e-02,4.768910115771106129e-01,3.861567054142525102e-01
5.388435926648905694e-01,4.094434713430515349e-01,6.601405531539114580e-02,7.086724508837090042e-01,1.964462815932668527e-01
1.189158024192842333e+00,1.635519636985225678e-01,2.542326128791564874e-02,5.452476979936002888e-01,4.159299121184090176e-01
5.838867766725354125e-01,1.627769319617003718e-01,6.635137044342406809e-02,7.102489228811211808e-01,4.780309543045473952e-01
1.319958940130234737e+00,4.368756812889155183e-01,1.856189051212537092e-02,3.770359997298981525e-01,8.341824873881767410e-02
1.963717597384899261e+00,4.037038398222985713e-01,4.082365710409879833e-02,7.795065432630017277e-01,5.893999225926422891e-01
1.001850627200877808e+00,8.653695561094702782e-02,9.801486481348825608e-02,9.554475820358969695e-01,8.799095967521429751e-01
4.740424855714304164e-01,1.415310685122433410e-01,8.310594137635707312e-02,7.973097418766429412e-01,5.617299321123880862e-01
1.986590970332129169e+00,2.294551335305761997e-01,2.513861700693662340e-02,5.299216664886592376e-01,4.226373375968165980e-01
9.021951644291987815e-01,2.409399612217935083e-01,4.358737686144548151e-02,3.808820776368875838e-01,1.654209371866875167e-01
1.099666232916995279e+00,4.253401966854420957e-01,3.634897266822555151e-02,3.579743275841038574e-01,7.533221174920555485e-02
1.772347925210111308e+00,4.431738027730593998e-01,7.651805817211254634e-02,9.740298039527697238e-01,7.468027475789648095e-01
1.475160666708858370e+00,4.988474541146770691e-01,3.748904075113058953e-02,4.226175842756195733e-01,1.347397307884633799e-01
1.037612729655652544e+00,1.285539403922158763e-01,2.086384067925217342e-02,6.403056179182261554e-01,5.222678306372088297e-01
1.753305131824411056e+00,6.807700874863349683e-02,6.023006682142402479e-02,9.318086129288456476e-01,8.957218412824187181e-01
6.471587735328745428e-01,2.970675175548042057e-01,3.236733737995634713e-02,8.365954357559789445e-01,4.113107793994208450e-01
5.270455841775724126e-01,1.302567750840889493e-01,9.320051208635934947e-02,9.624068428522395413e-01,7.598867504061699307e-01
1.373461567900257752e+00,2.789675697185298731e-01,4.306128953434631285e-02,4.145594631104986827e-01,2.357684874357543481e-01
8.877351676200545549e-01,1.981513701754101242e-01,4.729995754522749694e-03,5.317150127129258719e-01,3.052858031696387142e-01
1.162725155348779182e+00,4.016286201567587089e-01,6.580986727115127610e-02,4.018080734699804313e-01,1.474575842712964879e-01
1.552262591747574527e+00,8.179994859990226408e-02,9.776290181489023789e-02,9.873995160079921396e-01,9.396845268630442671e-01
1.049741748525314211e+00,2.228194222450030071e-01,1.026975546511383827e-02,6.109282543421139522e-01,4.030491289791967580e-01
1.891592685818508368e+00,3.199037639032833447e-01,4.216769180255230259e-02,4.407460431717403759e-01,2.892580487043300286e-01
4.647152428903817967e-01,3.597271885023080040e-01,9.836905923744188041e-02,8.446649721939522015e-01,3.377193153438786677e-01
1.710217042819054400e+00,2.325538993359256845e-01,3.913915587994760970e-02,3.786648480775411940e-01,2.566744796960817032e-01
1.620126807553310844e+00,4.655384209050019151e-01,9.270822345507154227e-02,9.785525022912847648e-01,7.226134808431814438e-01
4.124691036846391268e-01,4.360135279965212107e-01,8.854238323655176657e-02,7.204592927178483652e-01,1.788869989772128577e-01
1.192229137639304160e+00,4.851500290054345799e-01,2.841386621493180095e-02,5.490036461118088518e-01,1.808742680386017376e-01
1.611108465261751554e+00,1.401707113324945631e-01,5.604936235156227076e-02,4.081878651457729879e-01,3.317891828750453853e-01
9.466402856203817162e-01,6.618606246916466929e-02,6.716901004605018571e-03,9.371378487132113744e-01,8.693175196722154885e-01
1.073367432867759597e+00,2.704861798233780257e-01,6.975216201450662457e-02,9.728121261001775322e-01,7.474732987471747192e-01
1.541887961058333589e+00,2.038790899268173029e-01,3.807424193407622087e-02,5.622310695303207595e-01,4.411155620455344817e-01
1.750801239025079337e+00,3.674864996378054416e-01,2.709603528430902866e-02,7.439329818613096279e-01,5.479929440801235563e-01
9.084872210421244265e-01,2.009828092354235263e-01,9.520716777235464778e-02,7.537677959106464654e-01,5.697255962198235490e-01
1.706809722770984195e+00,1.195561032727211204e-01,8.308903195124063557e-02,3.495383402634729131e-01,2.915452396813328351e-01
1.662201006664906000e+00,3.858825261830878262e-01,9.977523842805337273e-02,9.788228598342804121e-01,7.715992540770795216e-01
4.135212089038921568e-01,3.198005332611478790e-01,3.668013287228770458e-02,4.977382127536368883e-01,7.539075347526856541e-02
1.403908179267943979e+00,2.929739270351242042e-01,3.646844233959055381e-02,5.176921368162618053e-01,3.274905612087052886e-01
1.682795007196887571e+00,3.171425143254706369e-01,1.384042183830313730e-02,8.537005755173676658e-01,6.745854892416599524e-01
1.706679419596308867e+00,1.096577497949220437e-01,4.025221615440934160e-03,6.466583984821595577e-01,5.851214399175919123e-01
9.526794088214216583e-01,4.915039242782497930e-01,3.736599975360504339e-02,8.142208518592400912e-01,3.446430747523944182e-01
5.879307672809948038e-01,2.898042383096622876e-01,5.054783191345316867e-02,9.247353064409550294e-01,4.909711824345545095e-01
5.074251362621305939e-01,3.437537469855873051e-01,1.633530543214078631e-02,6.406907728309932937e-01,8.167182217361779184e-02
1.734648166146176562e+00,1.619704360759730011e-01,1.838801184288628432e-02,7.312352038462315296e-01,6.429491172814012501e-01
8.003412593813549192e-01,2.694140223777432008e-01,3.967182392275523523e-02,7.603462493629974395e-01,4.526583666982752496e-01
1.650472009591737566e+00,3.731000742217882027e-01,1.517480969872304734e-02,7.607631882829444248e-01,5.468024279057024373e-01
1.294821681612814190e+00,4.000868039944049381e-01,8.679188704182264069e-02,5.821590662004431094e-01,3.305594838296325166e-01
5.911136254912006116e-01,2.525588108304764878e-01,7.298963958838645960e-02,4.392676324427169932e-01,1.730087693326029519e-01
9.554497785962193790e-01,2.931602421290447902e-01,3.317287021700619787e-02,8.622413824075878530e-01,5.759417481083708434e-01
1.652152156329877553e+00,3.722422369483732174e-01,6.795275861796203076e-02,7.262777946554196395e-01,5.257495146632841232e-01
1.766218885542534478e+00,2.105349456003490494e-01,8.612750846969896568e-02,3.626677754828755429e-01,2.654799504162880797e-01
8.349782654307795760e-01,3.100615383057278018e-01,3.833808083217594975e-02,7.159723304428886603e-01,3.781972177309207428e-01
1.604851091590438816e+00,4.986356583094276318e-01,8.541829207161384663e-02,6.973050881648346078e-01,4.317167593232352774e-01
3.030535497304322479e-01,2.409353323956656967e-01,9.623197313110852524e-02,8.430936041304309958e-01,3.729103887151786201e-01
1.151778574366046692e+00,2.062041566354750333e-01,3.603939790971915497e-02,5.458006692173887897e-01,3.814822802252847977e-01
4.491347354514731993e-01,4.565031990231693815e-01,3.468259749704636491e-02,9.653480893875484581e-01,1.659235366933196620e-01
1.932423212719717398e+00,1.760790329845029201e-01,6.360110959532414010e-02,7.548679435660818893e-01,6.715267376745998051e-01
1.457066642581478444e+00,3.419398280964072168e-01,1.973786416782524755e-02,4.923272455746282028e-01,2.705478483783713695e-01
8.380924517692502906e-01,2.712224736739429209e-01,9.474691340027282735e-03,5.400300884390716316e-01,2.177262131837723047e-01
1.930498192090078557e+00,3.148846287497915619e-01,7.800277043483773431e-02,5.313712784731853267e-01,3.902901555050317661e-01
3.803475032554909374e-01,1.942975362684640217e-01,6.546161761374331978e-02,5.825015227728730371e-01,2.505942329878146357e-01
1.008508809633734904e+00,3.416325647131515653e-01,2.049866012567911830e-02,4.448157597872354208e-01,1.363750204943786071e-01
7.554197317211662766e-01,4.011343780587626751e-01,2.643428984422723643e-02,5.049077936804886590e-01,8.826300977731536823e-02
1.986375890865816229e+00,8.477588100072772082e-02,7.308285886989236702e-03,5.525839654220076058e-01,5.120230250159586438e-01
3.592369574536534160e-01,4.846725162336592563e-01,7.646897133352191511e-02,7.211594909919294416e-01,1.247757235842364976e-01
1.149674117958008557e+00,2.137466178803164585e-01,7.669326741666122882e-02,3.072373621748648032e-01,1.718978292832297472e-01
6.011023518964782042e-01,2.060683533959891400e-01,4.418183635823529770e-02,4.887002280368315521e-01,2.157478132341128230e-01
1.451847869554339976e+00,1.661081653380187262e-01,1.657256393074215545e-02,5.850615155862474159e-01,4.765913455360030193e-01
1.047157575869649859e+00,4.833676120899498274e-01,1.114148553933295635e-02,3.780008285458090200e-01,2.484630627663152874e-02
1.735286259552925925e+00,7.749082672361061463e-02,9.857352845479715187e-02,5.096024316233105367e-01,4.714300478327309585e-01
1.489015564393996627e+00,6.928793605766798980e-02,4.823820975167716907e-02,5.467706353844936640e-01,5.045391148185430774e-01
1.570312108158764763e+00,2.846550138027036936e-01,6.913877635140361355e-02,8.555329568169348642e-01,6.915698094699991305e-01
7.664875162008674137e-01,1.097986907083814134e-01,8.503290852182515680e-02,7.224181864284056065e-01,6.019950663899423793e-01
4.813686018966411018e-01,4.707505732337819992e-01,2.002998293446006314e-02,7.307528001565770648e-01,4.918460382456893432e-02
8.953694526895823458e-01,4.955562168237099274e-01,4.868274953394439997e-02,9.227427411303503746e-01,4.287243723411173213e-01
2.673972797971175819e-01,3.647225721018251821e-01,4.336353115502779992e-02,9.020005264813297785e-01,1.277434403114465211e-01
6.382620813841108909e-01,1.001214667835298028e-01,2.740328355043444852e-02,9.723425699527756816e-01,8.229129140012648724e-01
1.305719734003380372e+00,1.775746408670475784e-01,8.606570160276993953e-03,5.121139416279307799e-01,3.800262792539291223e-01
5.632681849492782167e-01,2.561587958322845693e-01,6.701801369760482241e-02,7.023314394393642690e-01,3.465412802101140444e-01
2.695929180335404629e-01,4.969692161935904684e-01,1.667098284042958312e-03,5.365389120586766536e-01,1.043090880376738947e-03
1.214073891315481157e+00,5.498922146979671327e-02,3.876636955784057426e-02,8.913415211670048244e-01,8.490495564129693085e-01
1.604914960924714196e+00,5.698267796512182515e-02,9.100476802325352388e-02,3.069675523504095116e-01,2.783366056839565728e-01
5.404639436708656985e-01,4.991097943530397596e-01,4.465791767015777486e-02,8.832496270209979627e-01,1.779894377690152407e-01
1.861644678147891030e+00,2.022499350413594632e-01,9.934202403364186806e-02,6.385416055576312866e-01,5.439266439674587117e-01
8.151142435013876142e-01,2.538327254964400370e-01,9.863890536643790674e-02,6.136026363735749278e-01,3.761884798326497470e-01
1.154653094115197565e+00,4.322262168199664800e-01,6.530052370317876442e-02,6.535380068647244078e-01,3.357053012248734092e-01
1.339368603419208492e+00,1.055086680735082549e-01,3.569390741148743829e-02,5.738127304184671429e-01,5.010862595742129333e-01
1.187142897015460941e+00,4.398352022771401804e-01,6.461975804249685956e-03,8.076766278765175056e-01,4.457560900681227789e-01
1.248616214168316585e+00,3.667195950451203612e-01,9.033084974146086965e-02,9.340598799926663753e-01,6.776046357903771078e-01
3.862261142167024985e-01,4.492975572621769609e-01,1.413206630051432218e-02,8.391790982140320265e-01,3.163900937810038699e-02
1.100506312769173434e+00,4.208598153215632465e-01,7.589428500893055651e-02,5.816376114167877143e-01,2.754345225758062510e-01
1.549706930775788027e+00,1.072636598445253220e-01,9.271471995495265961e-02,9.716574578312486832e-01,9.089481739882447897e-01
4.546467735574952762e-01,1.791795228831339903e-01,9.349753345562529516e-02,4.341978387179569188e-01,2.177613505220022672e-01
1.871708718909616653e+00,3.725303162041149196e-01,3.142361094760389578e-02,9.462328985599164355e-01,7.589422629314372948e-01
3.142004975223163243e-01,3.387969505712160601e-01,9.871382737476222177e-03,8.242838717820267780e-01,3.047566140398799694e-02
1.603985553313809653e+00,3.120290686731825303e-01,2.250566535996403883e-02,7.741346186925717188e-01,5.912149642076699463e-01
8.965207897024815020e-01,8.656840993415358676e-02,8.943935001371566829e-02,8.273325768580598316e-01,7.439925441561486830e-01
7.285605148246344642e-01,3.434422690601502959e-01,8.037891363850528659e-02,6.697778283324583581e-01,3.111064364613800315e-01
1.729168010806541034e+00,2.358327996862273901e-01,6.284820641621806370e-02,4.678913285336928074e-01,3.489174382849427047e-01
1.677620838347524623e+00,1.297634067003477221e-01,7.275406396036163126e-02,5.920615140770846274e-01,5.235093738297723620e-01
1.292644230607176148e+00,4.298270709328217976e-01,9.042981315110604559e-03,7.441039600957702893e-01,4.221645175107529013e-01
8.861986475661172147e-01,1.219376968043153070e-01,6.177877818168212021e-02,8.048983445386237445e-01,6.820180542671403501e-01
1.621287656337261796e+00,4.846587482175259143e-01,7.212565482790032900e-02,9.555408180589024525e-01,6.857635263047493490e-01
4.712345572613801936e-01,4.114933991388841084e-01,1.028344561964090326e-03,8.981588534595981166e-01,1.703156638830545522e-02
9.199567005489696081e-01,3.605138125462287180e-01,2.376337895899273411e-02,6.838820457335426095e-01,3.131201672727030871e-01
9.582910910508432023e-01,4.306982291577691746e-01,8.161808011136001406e-02,3.487502531631918590e-01,9.905359285284529025e-02
4.862353220520433394e-01,2.444936949996443787e-01,4.646770776233500461e-02,4.212356582254273563e-01,1.154808031330408630e-01
