t,V,IL,phi,Tth,dV_dt
9.089817963592719252e+01,1.616801725719590577e+00,-1.377273409279449190e-01,-1.652226877754882362e-01,2.197464538265441636e+00,2.864874937358318774e-01
9.093818763752750556e+01,1.626989045825127933e+00,-8.239225182584912488e-02,-9.885996504095678761e-02,2.188772622594664430e+00,2.234309153344898047e-01
9.097819563912783281e+01,1.634731574879166649e+00,-2.739547624201103121e-02,-3.287417551430923957e-02,2.180054933424949937e+00,1.642570965639169323e-01
9.101820364072814584e+01,1.640182530498290658e+00,2.720483857786139270e-02,3.264542093531619393e-02,2.171352043323180769e+00,1.088528681243634000e-01
9.105821164232847309e+01,1.643489824603375782e+00,8.135555128724714091e-02,9.761632701361586117e-02,2.162703472976680086e+00,5.706789974899200563e-02
9.109821964392878613e+01,1.644794792298955199e+00,1.350080900427101382e-01,1.619624978856901709e-01,2.154147549572734466e+00,8.725387821898692581e-03
9.113822764552911337e+01,1.644231316496560735e+00,1.881180184312478687e-01,2.256139959484947388e-01,2.145721286373823311e+00,-3.636902771528997130e-02
9.117823564712942641e+01,1.641925277462354282e+00,2.406446135940586706e-01,2.885066247723393484e-01,2.137460281287467456e+00,-7.841998849223026646e-02
9.121824364872975366e+01,1.637994261351015224e+00,2.925504566498801085e-01,3.505815464978494500e-01,2.129398631473368386e+00,-1.176366038161915373e-01
9.125825165033006670e+01,1.632547476509230711e+00,3.438010534994535572e-01,4.117849058769231796e-01,2.121568862742150063e+00,-1.542279265904884789e-01
9.129825965193039394e+01,1.625685826095333297e+00,3.943644801458724980e-01,4.720674576877441631e-01,2.114001872141963112e+00,-1.883995161147185571e-01
9.133826765353070698e+01,1.617502105480839170e+00,4.442110449420192952e-01,5.313841921829715043e-01,2.106726880531641477e+00,-2.203509123901970512e-01
9.137827565513103423e+01,1.608081274518054382e+00,4.933130023990119906e-01,5.896940021314969194e-01,2.099771394837836702e+00,-2.502738647215480561e-01
9.141828365673134726e+01,1.597500800632863704e+00,5.416442650198295405e-01,6.469593297795945830e-01,2.093161179553455042e+00,-2.783511567621664295e-01
9.145829165833167451e+01,1.585831028266234233e+00,5.891801750542312588e-01,7.031458724432497753e-01,2.086920231908441448e+00,-3.047559267973193320e-01
9.149829965993198755e+01,1.573135574049765006e+00,6.358972696854712225e-01,7.582222659242422447e-01,2.081070767647728026e+00,-3.296513445515975027e-01
9.153830766153231480e+01,1.559471727095834259e+00,6.817731031436413680e-01,8.121598282923991885e-01,2.075633205105368084e+00,-3.531906038026980665e-01
9.157831566313262783e+01,1.544890843605991604e+00,7.267860582569088956e-01,8.649322795179107404e-01,2.070626161606405002e+00,-3.755171013678355596e-01
9.161832366473295508e+01,1.529438732620615138e+00,7.709152145671274159e-01,9.165155263659163776e-01,2.066066443144971121e+00,-3.967648104260110831e-01
9.165833166633326812e+01,1.513156026470360294e+00,8.141401966049898187e-01,9.668874114725255486e-01,2.061969049141680888e+00,-4.170587347626549257e-01
9.169833966793359536e+01,1.496078520580377047e+00,8.564410808972380273e-01,1.016027538587022327e+00,2.058347165907597809e+00,-4.365154657635341717e-01
9.173834766953390840e+01,1.478237515476741315e+00,8.977982765053021952e-01,1.063917048251637576e+00,2.055212176510404998e+00,-4.552437783181019215e-01
9.177835567113423565e+01,1.459660089967307783e+00,9.381924571277950875e-01,1.110538472241334285e+00,2.052573660164711544e+00,-4.733452406857759365e-01
9.181836367273454869e+01,1.440369411178744619e+00,9.776044772477556766e-01,1.155875545574239549e+00,2.050439400590930994e+00,-4.909148731255658094e-01
9.185837167433487593e+01,1.420384947961916833e+00,1.016015311731616189e+00,1.199913064930901774e+00,2.048815397409313288e+00,-5.080417459668589153e-01
9.189837967593518897e+01,1.399722726463731082e+00,1.053406008745129352e+00,1.242636752449662652e+00,2.047705866529963448e+00,-5.248096349882362954e-01
9.193838767753551622e+01,1.378395511641752780e+00,1.089757632771244378e+00,1.284033104408416337e+00,2.047113264069985394e+00,-5.412975980742168458e-01
9.197839567913582925e+01,1.356412987830508010e+00,1.125051237253894776e+00,1.324089292566322795e+00,2.047038285747596387e+00,-5.575805730066247801e-01
9.201840368073615650e+01,1.333781924199791691e+00,1.159267822823446759e+00,1.362793023690057614e+00,2.047479888867688835e+00,-5.737299373472052322e-01
9.205841168233646954e+01,1.310506282043623960e+00,1.192388311621115138e+00,1.400132444949967692e+00,2.048435307744188361e+00,-5.898140286396400533e-01
9.209841968393679679e+01,1.286587354793017557e+00,1.224393522242612775e+00,1.436096036086011551e+00,2.049900060666248081e+00,-6.058986720047863095e-01
9.213842768553710982e+01,1.262023834995676941e+00,1.255264144186378994e+00,1.470672500768804403e+00,2.051867983392713590e+00,-6.220476437000934666e-01
9.217843568713743707e+01,1.236811900511927576e+00,1.284980719174343644e+00,1.503850684891956391e+00,2.054331233768498688e+00,-6.383231361142566174e-01
9.221844368873775011e+01,1.210945268677451780e+00,1.313523618232070866e+00,1.535619466572995639e+00,2.057280321921262534e+00,-6.547861808637096548e-01
9.225845169033807736e+01,1.184415222959865233e+00,1.340873025807774566e+00,1.565967679025953796e+00,2.060704134281261535e+00,-6.714970469480561199e-01
9.229845969193839039e+01,1.157210655505822139e+00,1.367008914262237695e+00,1.594884012600502166e+00,2.064589947384491531e+00,-6.885156125174864972e-01
9.233846769353871764e+01,1.129318055376991703e+00,1.391911029276257539e+00,1.622356926970106805e+00,2.068923471035948758e+00,-7.059017020954849730e-01
9.237847569513903068e+01,1.100721520373769025e+00,1.415558863942523615e+00,1.648374568956852748e+00,2.073688861175929876e+00,-7.237153918044861856e-01
9.241848369673935792e+01,1.071402733189292800e+00,1.437931634732534603e+00,1.672924672034822757e+00,2.078868760010455841e+00,-7.420172719874623679e-01
9.245849169833967096e+01,1.041340936142039819e+00,1.459008263702468833e+00,1.695994483756550375e+00,2.084444328700067572e+00,-7.608686758273727202e-01
9.249849969993999821e+01,1.010512905161990549e+00,1.478767338613563131e+00,1.717570659935954147e+00,2.090395272578933206e+00,-7.803318360709282642e-01
9.253850770154031125e+01,9.788929005728832511e-01,1.497187098106598224e+00,1.737639185550727827e+00,2.096699894344006498e+00,-8.004700037360757969e-01
9.257851570314063849e+01,9.464526361404851373e-01,1.514245389548045662e+00,1.756185279210287442e+00,2.103335117007019583e+00,-8.213474665147921794e-01
9.261852370474095153e+01,9.131612303401760444e-01,1.529919638224219725e+00,1.773193292687252010e+00,2.110276538759307652e+00,-8.430294865575067575e-01
9.265853170634127878e+01,8.789851759669918829e-01,1.544186820815762751e+00,1.788646633916389561e+00,2.117498473383037094e+00,-8.655821278305672051e-01
9.269853970794159181e+01,8.438883102000083181e-01,1.557023411349653497e+00,1.802527648065045618e+00,2.124973992906490583e+00,-8.890719180474988548e-01
9.273854770954191906e+01,8.078318102473778239e-01,1.568405366995061723e+00,1.814817544728507537e+00,2.132674991807305354e+00,-9.135653730812087758e-01
9.277855571114223210e+01,7.707741974579879196e-01,1.578308071791286071e+00,1.825496286603541574e+00,2.140572224022470493e+00,-9.391282729372021354e-01
9.281856371274255935e+01,7.326714009818124929e-01,1.586706312677864439e+00,1.834542497681670659e+00,2.148635377419295889e+00,-9.658246976277875540e-01
9.285857171434287238e+01,6.934768332720202544e-01,1.593574252558978444e+00,1.841933386161845876e+00,2.156833125002472151e+00,-9.937157561449090348e-01
9.289857971594319963e+01,6.531415485308151858e-01,1.598885385932723668e+00,1.847644631784572722e+00,2.165133191630168596e+00,-1.022857905548024471e+00
9.293858771754351267e+01,6.116144852499083573e-01,1.602612549512724138e+00,1.851650338430181453e+00,2.173502435139009314e+00,-1.053300856981552069e+00
9.297859571914383991e+01,5.688427304662732054e-01,1.604727885799257070e+00,1.853922939467174791e+00,2.181906904200125119e+00,-1.085084941542631354e+00
9.301860372074415295e+01,5.247720588059604507e-01,1.605202872820368887e+00,1.854433156704411223e+00,2.190311941947949759e+00,-1.118237804487635545e+00
9.305861172234448020e+01,4.793474130918158327e-01,1.604008350262342120e+00,1.853149976280445976e+00,2.198682259933348426e+00,-1.152770505674866053e+00
9.309861972394479324e+01,4.325136823876565839e-01,1.601114549449849100e+00,1.850040610955502096e+00,2.206982033150203915e+00,-1.188672728514021060e+00
9.313862772554510627e+01,3.842168054209699757e-01,1.596491221467082333e+00,1.845070567131314787e+00,2.215175025735530934e+00,-1.225907077412077939e+00
9.317863572714543352e+01,3.344046816232231212e-01,1.590107710593325896e+00,1.838203671758813273e+00,2.223224673813386953e+00,-1.264402739249244956e+00
9.321864372874574656e+01,2.830289510304462852e-01,1.581933152093262462e+00,1.829402207986323692e+00,2.231094233658842629e+00,-1.304047805190456710e+00
9.325865173034607380e+01,2.300467839287387295e-01,1.571936717805622052e+00,1.818627120062253244e+00,2.238746922889359947e+00,-1.344680975453960814e+00
9.329865973194638684e+01,1.754226884776139417e-01,1.560087844176063276e+00,1.805838209842989706e+00,2.246146041254185821e+00,-1.386082825856167933e+00
9.333866773354671409e+01,1.191315110014024015e-01,1.546356668569746962e+00,1.790994545816663619e+00,2.253255168940124342e+00,-1.427966029839788042e+00
9.337867573514702713e+01,6.116095942967895993e-02,1.530714427659539245e+00,1.774054859656104099e+00,2.260038324780242913e+00,-1.469966354803531994e+00
9.341868373674735437e+01,1.515077063102681157e-03,1.513134035352496687e+00,1.754978142766213223e+00,2.266460175034985536e+00,-1.511633936724621652e+00
9.345869173834766741e+01,-5.978232281002611448e-02,1.493590701533539233e+00,1.733724309503791972e+00,2.272486242021593661e+00,-1.552426519447862363e+00
9.349869973994799466e+01,-1.226837440163901366e-01,1.472062706833193513e+00,1.710255056708231969e+00,2.278083144351851885e+00,-1.591705332799671080e+00
9.353870774154830769e+01,-1.871142705743133461e-01,1.448532216769198522e+00,1.684534795167840437e+00,2.283218840209108702e+00,-1.628735368032862230e+00
9.357871574314863494e+01,-2.529676756574069096e-01,1.422986259683918009e+00,1.656531805097474219e+00,2.287862905875495123e+00,-1.662691158107237666e+00
9.361872374474894798e+01,-3.201031571758040650e-01,1.395417706186038220e+00,1.626219431164556140e+00,2.291986809294381366e+00,-1.692669881806251331e+00
9.365873174634927523e+01,-3.883425470895759402e-01,1.365826373055338383e+00,1.593577481428838150e+00,2.295564219083092716e+00,-1.717712706764666475e+00
9.369873974794958826e+01,-4.574687006760840280e-01,1.334220066816740768e+00,1.558593600409095004e+00,2.298571295816032478e+00,-1.736835209876240071e+00
9.373874774954991551e+01,-5.272252409214845947e-01,1.300615657499962108e+00,1.521264764042227435e+00,2.300987012362371686e+00,-1.749066625802342401e+00
9.377875575115022855e+01,-5.973179260977592442e-01,1.265040009992182135e+00,1.481598651453201576e+00,2.302793442555741255e+00,-1.753496429512791721e+00
9.381876375275055580e+01,-6.674182585022510050e-01,1.227530793030719325e+00,1.439614978942644008e+00,2.303976061125932784e+00,-1.749325875268182173e+00
9.385877175435086883e+01,-7.371687307097642972e-01,1.188137059311264565e+00,1.395346593078984343e+00,2.304523997246111122e+00,-1.735920077861522248e+00
9.389877975595119608e+01,-8.061907410034759858e-01,1.146919533696856952e+00,1.348840327253577609e+00,2.304430274855068461e+00,-1.712856248630394429e+00
9.393878775755150912e+01,-8.740934184476796265e-01,1.103950615864364604e+00,1.300157512645516933e+00,2.303691992316426962e+00,-1.679962231349308555e+00
9.397879575915183636e+01,-9.404847541551885071e-01,1.059313955651000505e+00,1.249374069522098507e+00,2.302310461791693630e+00,-1.637340964482426831e+00
9.401880376075214940e+01,-1.004982184352859464e+00,1.013103767115514975e+00,1.196580226145699921e+00,2.300291281070001137e+00,-1.585377015651046273e+00
9.405881176235247665e+01,-1.067224286966888869e+00,9.654236655812754586e-01,1.141879710057732922e+00,2.297644339383779766e+00,-1.524723702780189871e+00
9.409881976395278969e+01,-1.126880402709572904e+00,9.163853597037818766e-01,1.085388654247182449e+00,2.294383762425178386e+00,-1.456271910866510533e+00
9.413882776555311693e+01,-1.183659697420940571e+00,8.661069451062346491e-01,1.027234000571517925e+00,2.290527774171477127e+00,-1.381103259318587018e+00
9.417883576715342997e+01,-1.237317372224192358e+00,8.147112032931900227e-01,9.675517739035622844e-01,2.286098515555365029e+00,-1.300433175540349540e+00
9.421884376875375722e+01,-1.287658954414013790e+00,7.623237051613295234e-01,9.064850322451302178e-01,2.281121780011520439e+00,-1.215549101032188828e+00
9.425885177035407025e+01,-1.334541899909048146e+00,7.090710350651618921e-01,8.441818317586573528e-01,2.275626726663239729e+00,-1.127750093896620065e+00
9.429885977195439750e+01,-1.377874930728695935e+00,6.550790674656432611e-01,7.807931351700251321e-01,2.269645528096366327e+00,-1.038292545593197280e+00
9.433886777355471054e+01,-1.417615446086061270e+00,6.004714189544749781e-01,7.164708266034049977e-01,2.263213015563756869e+00,-9.483455459727677672e-01
9.437887577515503779e+01,-1.453765272687076893e+00,5.453681454585742605e-01,6.513659117118971720e-01,2.256366283893725289e+00,-8.589579734450909498e-01
9.441888377675535082e+01,-1.486365463093887840e+00,4.898846132712219581e-01,5.856268606459056336e-01,2.249144314376446907e+00,-7.710373621498853858e-01
9.445889177835567807e+01,-1.515490313386063104e+00,4.341307151615852455e-01,5.193982859636721017e-01,2.241587574118578896e+00,-6.853401345662302191e-01
9.449889977995599111e+01,-1.541241425803507425e+00,3.782102090946061201e-01,4.528197534455762341e-01,2.233737659638099782e+00,-6.024708427706781944e-01
9.453890778155631835e+01,-1.563741538669053410e+00,3.222204140247578175e-01,3.860249643689641630e-01,2.225636919224445176e+00,-5.228892916152763082e-01
9.457891578315663139e+01,-1.583129186232084873e+00,2.662519819850808211e-01,3.191410663480222509e-01,2.217328139103960094e+00,-4.469221251096682224e-01
9.461892378475695864e+01,-1.599553498218846181e+00,2.103889386755256607e-01,2.522882587391560572e-01,2.208854220648303279e+00,-3.747781861585435248e-01
9.465893178635727168e+01,-1.613169896262922842e+00,1.547087863248267081e-01,1.855795190030336550e-01,2.200257908463850942e+00,-3.065649533735591570e-01
9.469893978795759892e+01,-1.624136357553483734e+00,9.928278063638479312e-02,1.191205547135828074e-01,2.191581534224252170e+00,-2.423053639544950899e-01
9.473894778955791196e+01,-1.632610345988172007e+00,4.417623581934995713e-02,5.300982772623680922e-02,2.182866793757229473e+00,-1.819538456430377094e-01
9.477895579115823921e+01,-1.638746386520404164e+00,-1.055108537693433615e-02,-1.266128009435808777e-02,2.174154550360130500e+00,-1.254110001663835960e-01
9.481896379275855224e+01,-1.642694168879102801e+00,-6.484455636625573172e-02,-7.780823365674884029e-02,2.165484662634209911e+00,-7.253664927387405703e-02
9.485897179435887949e+01,-1.644597148003291487e+00,-1.186542531734272876e-01,-1.423530491445770818e-01,2.156895836459494564e+00,-2.316106670673647588e-02
9.489897979595919253e+01,-1.644591558558309519e+00,-1.719345200613287550e-01,-2.062239591754013723e-01,2.148425498725777150e+00,2.290558017137809405e-02
9.493898779755951978e+01,-1.642805769687486483e+00,-2.246435411515383396e-01,-2.693550500613636212e-01,2.140109689925045355e+00,6.586546465208287238e-02
9.497899579915983281e+01,-1.639359921956288213e+00,-2.767429306647005705e-01,-3.316858875581392696e-01,2.131982974527992791e+00,1.059268651800106403e-01
9.501900380076016006e+01,-1.634365784828440304e+00,-3.281973372214482820e-01,-3.931611305100389808e-01,2.124078365789603851e+00,1.432992601664576926e-01
9.505901180236047310e+01,-1.627926787098080919e+00,-3.789740861480093148e-01,-4.537301621115759076e-01,2.116427264195692715e+00,1.781895835133276151e-01
9.509901980396080035e+01,-1.620138175647890977e+00,-4.290428388975169316e-01,-5.133467183100308695e-01,2.109059407902049710e+00,2.107994343331466847e-01
9.513902780556111338e+01,-1.611087277091389103e+00,-4.783752801720184133e-01,-5.719685286321676276e-01,2.102002831588766885e+00,2.413230942632812459e-01
9.517903580716144063e+01,-1.600853808312153514e+00,-5.269448481364196191e-01,-6.295569911240394001e-01,2.095283835134337913e+00,2.699461809965674197e-01
9.521904380876175367e+01,-1.589510255782067949e+00,-5.747264656733529486e-01,-6.860768314964094117e-01,2.088926958977277870e+00,2.968448312745162188e-01
9.525905181036208091e+01,-1.577122247461661297e+00,-6.216963328000014721e-01,-7.414958259374059280e-01,2.082954964356451999e+00,3.221852778782894888e-01
9.529905981196239395e+01,-1.563748970518004766e+00,-6.678317047166060227e-01,-7.957844906215650882e-01,2.077388821596327428e+00,3.461237535979371782e-01
9.533906781356272120e+01,-1.549443548799941395e+00,-7.131107349722011213e-01,-8.489158475676444882e-01,2.072247698077923861e+00,3.688066196009429643e-01
9.537907581516303424e+01,-1.534253455853460846e+00,-7.575122974927432917e-01,-9.008651481385099302e-01,2.067548955660013288e+00,3.903706885070238886e-01
9.541908381676336148e+01,-1.518220860245782511e+00,-8.010158695456143230e-01,-9.516096761822501193e-01,2.063308144889305140e+00,4.109436473420837177e-01
9.545909181836367452e+01,-1.501383013399719024e+00,-8.436013954986353314e-01,-1.001128508361779357e+00,2.059539007304956648e+00,4.306446077395210681e-01
9.549909981996400177e+01,-1.483772544977555174e+00,-8.852491948215180928e-01,-1.049402340751330875e+00,2.056253477193622281e+00,4.495846586854535532e-01
9.553910782156431480e+01,-1.465417807308585951e+00,-9.259398692767100147e-01,-1.096413296203478049e+00,2.053461683174681252e+00,4.678675189702823922e-01
9.557911582316464205e+01,-1.446343126729952688e+00,-9.656542214426688808e-01,-1.142144754195918877e+00,2.051171960771343450e+00,4.855901315497802573e-01
9.561912382476495509e+01,-1.426569083089096246e+00,-1.004373201103809343e+00,-1.186581211469999619e+00,2.049390849537692461e+00,5.028433295478826892e-01
9.565913182636528234e+01,-1.406112734856971302e+00,-1.042077833877375737e+00,-1.229708110617206751e+00,2.048123114355624885e+00,5.197124396607785135e-01
9.569913982796559537e+01,-1.384987818364900480e+00,-1.078749187152163280e+00,-1.271511734146873573e+00,2.047371745422903011e+00,5.362778977013678006e-01
9.573914782956592262e+01,-1.363204953956217436e+00,-1.114368320674547830e+00,-1.311979054274025280e+00,2.047137975240889141e+00,5.526158486825616389e-01
9.577915583116623566e+01,-1.340771775634981955e+00,-1.148916253472148874e+00,-1.351097626372582905e+00,2.047421295035889433e+00,5.687986915008952371e-01
9.581916383276656290e+01,-1.317693100030847830e+00,-1.182373936762634692e+00,-1.388855479345502353e+00,2.048219458139557858e+00,5.848956464644290421e-01
9.585917183436687594e+01,-1.293971022486559486e+00,-1.214722221760836218e+00,-1.425240995033179692e+00,2.049528511667387143e+00,6.009732508757780201e-01
9.589917983596720319e+01,-1.269605021439649484e+00,-1.245941840969344128e+00,-1.460242825803030886e+00,2.051342800554721180e+00,6.170958584766155219e-01
9.593918783756751623e+01,-1.244592043518025326e+00,-1.276013382695427856e+00,-1.493849779130868693e+00,2.053654993074964352e+00,6.333261015452190668e-01
9.597919583916784347e+01,-1.218926545235521797e+00,-1.304917273828297919e+00,-1.526050735563894589e+00,2.056456105407843182e+00,6.497253203289843349e-01
9.601920384076815651e+01,-1.192600560130654408e+00,-1.332633756506684808e+00,-1.556834552702519359e+00,2.059735511171969069e+00,6.663539782366806330e-01
9.605921184236848376e+01,-1.165603704965113341e+00,-1.359142871511505923e+00,-1.586189970815285122e+00,2.063480982584150691e+00,6.832720346096046171e-01
9.609921984396879679e+01,-1.137923205868344390e+00,-1.384424436518990387e+00,-1.614105534504119310e+00,2.067678702337457430e+00,7.005392970385478923e-01
9.613922784556912404e+01,-1.109543894919312379e+00,-1.408458022081954031e+00,-1.640569490000176378e+00,2.072313297957681488e+00,7.182157324257800735e-01
9.617923584716943708e+01,-1.080448191838075500e+00,-1.431222936525457845e+00,-1.665569712292969795e+00,2.077367875434613875e+00,7.363617514646295659e-01
9.621924384876976433e+01,-1.050616094296211056e+00,-1.452698189987884581e+00,-1.689093603887303896e+00,2.082824038642072662e+00,7.550384352634366136e-01
9.625925185037007736e+01,-1.020025132102311050e+00,-1.472862479271624281e+00,-1.711128011537836224e+00,2.088661940642872583e+00,7.743077298860049362e-01
9.629925985197040461e+01,-9.886503427554488299e-01,-1.491694152734058143e+00,-1.731659138605314840e+00,2.094860304736509971e+00,7.942325671572341150e-01
9.633926785357071765e+01,-9.564642221498220742e-01,-1.509171177781016837e+00,-1.750672441413353875e+00,2.101396472551578576e+00,8.148769164454763292e-01
9.637927585517104490e+01,-9.234366874008950177e-01,-1.525271119495200445e+00,-1.768152555688329963e+00,2.108246445557766080e+00,8.363057612419676490e-01
9.641928385677135793e+01,-8.895350380578128657e-01,-1.539971087786222270e+00,-1.784083180710874794e+00,2.115384919624164084e+00,8.585849392571867078e-01
9.645929185837168518e+01,-8.547239268310703464e-01,-1.553247721334713116e+00,-1.798447001748795238e+00,2.122785347935920441e+00,8.817808859783343722e-01
9.649929985997199822e+01,-8.189653418359863490e-01,-1.565077136458831619e+00,-1.811225586298409018e+00,2.130419973665499622e+00,9.059601830278730672e-01
9.653930786157232546e+01,-7.822186176333328911e-01,-1.575434894306752875e+00,-1.822399282748975224e+00,2.138259897061385750e+00,9.311889212756155887e-01
9.657931586317263850e+01,-7.444404676819396105e-01,-1.584295975888702523e+00,-1.831947145136871402e+00,2.146275126171258929e+00,9.575318287444383181e-01
9.661932386477296575e+01,-7.055850574348275783e-01,-1.591634727729872356e+00,-1.839846813056236652e+00,2.154434633051983461e+00,9.850510722082342907e-01
9.665933186637327879e+01,-6.656041559582792644e-01,-1.597424861840935462e+00,-1.846074451887739443e+00,2.162706432208219010e+00,1.013804735926952638e+00
9.669933986797360603e+01,-6.244472934643690021e-01,-1.601639410600800728e+00,-1.850604651844684811e+00,2.171057631097645935e+00,1.043844857767644019e+00
9.673934786957391907e+01,-5.820621175065135988e-01,-1.604250729618283744e+00,-1.853410359953036490e+00,2.179454523472371452e+00,1.075214932209150209e+00
9.677935587117424632e+01,-5.383947313935634194e-01,-1.605230506570774596e+00,-1.854462837883856352e+00,2.187862658605375099e+00,1.107946891711643067e+00
9.681936387277455935e+01,-4.933902362145343723e-01,-1.604549757527757192e+00,-1.853731590358733028e+00,2.196246924731848349e+00,1.142057341761685274e+00
9.685937187437487239e+01,-4.469935271395384380e-01,-1.602178909911265992e+00,-1.851184385329200044e+00,2.204571661881954636e+00,1.177543013225136992e+00
9.689937987597519964e+01,-3.991499826471601731e-01,-1.598087837459678973e+00,-1.846787238323146951e+00,2.212800736611362229e+00,1.214375535154331720e+00
9.693938787757551268e+01,-3.498068429087849429e-01,-1.592245994310462320e+00,-1.840504477534264272e+00,2.220897676763288864e+00,1.252494997992493975e+00
9.697939587917583992e+01,-2.989144892083838156e-01,-1.584622577338836935e+00,-1.832298860752922698e+00,2.228825788003485631e+00,1.291802870929703140e+00
9.701940388077615296e+01,-2.464279968334191218e-01,-1.575186691072155032e+00,-1.822131692938603553e+00,2.236548269596718708e+00,1.332154043171355440e+00
9.705941188237648021e+01,-1.923095610380021747e-01,-1.563907679056372846e+00,-1.809963114270925155e+00,2.244028390549171359e+00,1.373347711367317370e+00
9.709941988397679324e+01,-1.365304883127582969e-01,-1.550755409798532991e+00,-1.795752364953565161e+00,2.251229622893914595e+00,1.415118400528226683e+00
9.713942788557712049e+01,-7.907424010764929623e-02,-1.535700733672708651e+00,-1.779458229244891054e+00,2.258115831261200857e+00,1.457126352321098661e+00
9.717943588717743353e+01,-1.993949352650477985e-02,-1.518715986338503798e+00,-1.761039550058522973e+00,2.264651462346408906e+00,1.498948731835301196e+00
9.721944388877776078e+01,4.085636436937994942e-02,-1.499775605685982116e+00,-1.740455883709995932e+00,2.270801753506150433e+00,1.540072124929750652e+00
9.725945189037807381e+01,1.032735249343815220e-01,-1.478856839568799986e+00,-1.717668276173324848e+00,2.276532960272738215e+00,1.579887519583941469e+00
9.729945989197840106e+01,1.672458318502054453e-01,-1.455940579588731909e+00,-1.692640208829353954e+00,2.281812606139638877e+00,1.617688998217470919e+00
9.733946789357871410e+01,2.326770579337392175e-01,-1.431012250692428323e+00,-1.665338638537794624e+00,2.286609739536789032e+00,1.652677773327668298e+00
9.737947589517904134e+01,2.994372743722011898e-01,-1.404062835049630031e+00,-1.635735235725986003e+00,2.290895222656911479e+00,1.683972813434047922e+00
9.741948389677935438e+01,3.673599913938580541e-01,-1.375089901722412966e+00,-1.603807671054803707e+00,2.294642015252078782e+00,1.710629627488590154e+00
9.745949189837968163e+01,4.362400954614684689e-01,-1.344098703838896514e+00,-1.569541046451377486e+00,2.297825486387585769e+00,1.731667865524268768e+00
9.749949989997999467e+01,5.058331188176301563e-01,-1.311103231072102915e+00,-1.532929325290124378e+00,2.300423713434642803e+00,1.746107922169092497e+00
9.753950790158032191e+01,5.758561824680844543e-01,-1.276127194843590162e+00,-1.493976769112634440e+00,2.302417792802334606e+00,1.753015569018991471e+00
9.757951590318063495e+01,6.459907162306184336e-01,-1.239204890953484739e+00,-1.452699284126634627e+00,2.303792127468932360e+00,1.751552240994301846e+00
9.761952390478096220e+01,7.158874667561382354e-01,-1.200381834585747987e+00,-1.409125591930790122e+00,2.304534704224208586e+00,1.741027554417182932e+00
9.765953190638127523e+01,7.851732657208003729e-01,-1.159715177549363263e+00,-1.363298182620321652e+00,2.304637332223689050e+00,1.720949165132811043e+00
9.769953990798160248e+01,8.534600539623270476e-01,-1.117273755989482531e+00,-1.315273910470063035e+00,2.304095847324829194e+00,1.691064917378981569e+00
9.773954790958191552e+01,9.203548518189716976e-01,-1.073137858051613991e+00,-1.265124259303060050e+00,2.302910261963521776e+00,1.651392015457740614e+00
9.777955591118224277e+01,9.854711609001941541e-01,-1.027398544414842130e+00,-1.212935122274780397e+00,2.301084857968680453e+00,1.602229296453091312e+00
9.781956391278255580e+01,1.048439819930319095e+00,-9.801567109321988047e-01,-1.158806221831359951e+00,2.298628217137107299e+00,1.544150398843418426e+00
9.785957191438288305e+01,1.108919864765127938e+00,-9.315217311245180820e-01,-1.102850020857672586e+00,2.295553176770491532e+00,1.477977798486745709e+00
9.789957991598319609e+01,1.166607417017088366e+00,-8.816099466325001410e-01,-1.045190351461966483e+00,2.291876728399135921e+00,1.404740478419946426e+00
9.793958791758352334e+01,1.221243069747763643e+00,-8.305428872959705888e-01,-9.859606507798471808e-01,2.287619835016598380e+00,1.325619347715452756e+00
9.797959591918383637e+01,1.272616663543251869e+00,-7.784454692749794846e-01,-9.253020480045551777e-01,2.282807206192270399e+00,1.241886391154453317e+00
9.801960392078416362e+01,1.320569723014356045e+00,-7.254441566387224150e-01,-8.633612936419612360e-01,2.277467002567091559e+00,1.154843245635494897e+00
9.805961192238447666e+01,1.364995489765628012e+00,-6.716652036666871384e-01,-8.002886669079072313e-01,2.271630515359829072e+00,1.065764566940691660e+00
9.809961992398480390e+01,1.405836853191554603e+00,-6.172330834783479325e-01,-7.362359883229989688e-01,2.265331800912231852e+00,9.758502183578728895e-01
9.813962792558511694e+01,1.443082552637205529e+00,-5.622690487252222091e-01,-6.713546912183201432e-01,2.258607304150984874e+00,8.861886252974213729e-01
9.817963592718544419e+01,1.476762260228759560e+00,-5.068900240812468372e-01,-6.057942063286867462e-01,2.251495468947169343e+00,7.977321060225369687e-01
9.821964392878575723e+01,1.506940744886580585e+00,-4.512076227643748161e-01,-5.397004255083707180e-01,2.244036351571231158e+00,7.112837364953615849e-01
9.825965193038608447e+01,1.533711865178707834e+00,-3.953275566136903452e-01,-4.732145920565544728e-01,2.236271236871782975e+00,6.274941735615049421e-01
9.829965993198639751e+01,1.557192548006445909e+00,-3.393491195424283013e-01,-4.064722584285554441e-01,2.228242284583733301e+00,5.468663616217501744e-01
9.833966793358672476e+01,1.577517032063554536e+00,-2.833650258379111775e-01,-3.396026475403721712e-01,2.219992177986701787e+00,4.697662381289216538e-01
9.837967593518703779e+01,1.594831698196581993e+00,-2.274613080221216943e-01,-2.727281046822820909e-01,2.211563815383225773e+00,3.964369621050574666e-01
