S,H,theta,theta_noisy
6.598090684834646780e+00,2.340774591786912495e+00,1.093941447189223037e+00,1.082305746524202306e+00
4.207886785715674982e+00,4.826320315773345193e+00,1.515998740980894155e+00,1.501440024908907711e+00
2.248656625998940228e+00,2.249623395154900063e+00,1.323119000113910371e+00,1.318419068237987268e+00
7.409205160631755938e+00,4.369625220860878123e+00,1.276209526542372741e+00,1.281856039355927512e+00
9.238599269664030444e+00,1.903608518222058565e+00,9.465588032304819155e-01,9.512174763347092110e-01
7.238907146056348552e+00,2.487761834830604979e+00,1.082030794420686171e+00,1.087932408758414571e+00
7.446342162385773733e+00,3.196038629230471440e+00,1.151571920146224670e+00,1.148511928254681624e+00
4.041791247873693038e+00,1.233181212777581193e+00,1.070715487617034833e+00,1.042109261627208960e+00
8.709708885565122571e+00,7.620302849657026867e-01,7.956165752453707718e-01,8.050353107170822309e-01
9.807166093211886704e+00,2.379995674690200236e+00,9.870692381327681453e-01,1.000586318556229815e+00
5.993105933714685918e+00,6.908401360362309562e-01,8.552180532253226275e-01,8.644857401180114920e-01
7.296999884769905798e+00,2.599859081204880518e+00,1.092340920228587420e+00,1.101528606220647966e+00
1.115642269667051156e+00,4.925625000461252512e+00,1.379207763969339640e+00,1.390422264824769272e+00
6.674226866832141392e-01,3.874135767487626225e+00,9.119060172443897994e-01,9.396028501240032416e-01
6.674473410590320732e+00,1.155478577086679559e+00,9.237053374042868414e-01,9.269144504977689936e-01
3.594352152360772656e+00,1.018143829423946878e+00,1.045497791456543979e+00,1.061546714913710554e+00
2.930469047206146538e+00,3.457285985085522206e+00,1.454410016237821512e+00,1.462728115507525128e+00
6.028418117722279312e+00,4.976401994666547424e+00,1.408515910790660630e+00,1.415486893730913076e+00
4.260325227647166479e-01,3.255003718429303472e+00,5.927324765903453363e-01,5.913015542863024887e-01
5.667119872926354773e+00,4.129029301443527089e+00,1.342313140599909804e+00,1.338685298301562465e+00
6.981900417808502901e+00,4.611998787327734384e+00,1.320586546890674562e+00,1.308847350573584478e+00
7.391583799701653135e+00,4.456650414180978181e-01,7.635958358169949722e-01,7.696417002637446769e-01
2.544088842813300722e-01,4.711885988007027848e+00,4.441598360555377711e-01,4.408694178127672836e-01
7.299993688131500846e-01,3.050984454407755564e+00,9.177829168612241517e-01,9.052716732888644868e-01
7.974685863889748205e+00,2.588059214407298469e+00,1.064451939340336439e+00,1.056519918019622972e+00
8.793921306232217461e+00,3.247913838420427801e+00,1.108315909413683631e+00,1.095942377573176252e+00
8.902264502308563365e+00,2.267133585940378726e+00,9.981604076812595761e-01,1.014739963408825218e+00
5.487179353855695219e+00,3.658635535036399933e+00,1.303724015780902246e+00,1.301135587180600961e+00
3.343607904846814805e+00,1.105921038921329647e+00,1.080111949925244508e+00,1.081187052178882890e+00
8.194403247109116606e+00,7.601032996495362681e-01,8.063545121259489967e-01,7.937227698548900978e-01
3.691384467301039862e+00,7.623092363484312850e-01,9.711369599944577047e-01,9.603598863944551312e-01
9.398772175850336197e+00,3.479596009962454772e+00,1.114985713077308649e+00,1.125839097052812043e+00
5.120160442295273562e+00,4.293890777445276363e+00,1.395118317774784344e+00,1.392636157160722199e+00
2.034236579138937184e-01,2.126634788388237052e+00,3.250072979304585719e-01,3.272750067166468879e-01
2.824005044771573103e-01,4.638780774772391702e+00,4.737626333532039546e-01,4.927998287532601163e-01
8.981823012467064160e+00,4.126984565472680444e+00,1.193966926778184501e+00,1.215651083901734930e+00
3.214115408755405134e+00,2.762259592702812405e+00,1.358364019534409328e+00,1.365496342365446703e+00
1.925717132127990672e+00,3.640665339164231185e+00,1.473330695147307967e+00,1.478370717026013414e+00
6.884114126251225096e-01,2.736542182468968409e+00,8.531323214910687680e-01,8.555685302977387163e-01
3.344334992680413343e+00,3.360538308762123449e+00,1.419939918401666112e+00,1.416958141458278586e+00
9.446939527847920459e+00,6.169738451183103267e-01,7.572600808917839821e-01,7.782793861254082568e-01
1.162212813408430162e-01,2.867075564754928862e+00,2.982474023147469455e-01,2.856094108854760893e-01
7.978956628749483748e+00,1.535488382998420276e+00,9.359951271240091186e-01,9.350506820535579022e-01
3.873839145453780386e+00,2.579217385339741764e+00,1.292135334162378690e+00,1.272138902306207964e+00
7.775075377830511059e+00,2.687884668032543889e+00,1.083000376678781240e+00,1.069840763230789582e+00
8.457924069017245472e+00,3.040591609804962125e+00,1.097068337318956033e+00,1.101248098548323062e+00
9.074022380668939292e+00,3.833604620924523143e+00,1.160960345633453850e+00,1.165698302095284467e+00
1.936114757974263467e+00,4.438216996739159370e+00,1.558080008857458676e+00,1.561574902519488051e+00
7.165357752818713344e+00,9.607732706503083753e-01,8.712994219664527140e-01,8.679255569225485800e-01
1.517084968675053380e+00,3.754011639695259639e+00,1.421897068764836902e+00,1.414542217624695120e+00
2.172756864927899656e+00,4.329396782709920899e+00,1.560485117548440437e+00,1.554879718583243919e+00
2.214644900626590474e+00,4.665831008727389317e+00,1.596912216553509012e+00,1.592926845470205022e+00
9.743472447569745398e+00,1.894739426618970324e+00,9.331778242675151658e-01,9.445433600096565518e-01
8.948769549274210533e+00,5.111312978754591896e-01,7.467322658779658173e-01,7.618825739147114806e-01
7.501804584219553540e+00,3.620370383936809322e+00,1.194313695933325370e+00,1.198907416990721231e+00
2.027989356162572587e+00,4.136860296523977354e+00,1.533431721963344874e+00,1.527831700452995323e+00
1.290306215648065580e+00,4.952543826825559492e+00,1.468060406683746155e+00,1.458321547233870197e+00
7.588805338110581111e+00,1.859219986157925053e+00,9.923926303446172215e-01,9.955531116176957740e-01
5.400899003211954152e+00,1.722698421794506940e+00,1.076248582405747722e+00,1.073870613434699361e+00
8.290998101351467753e+00,2.190978608842073516e+00,1.008208156773291675e+00,9.892480506723508871e-01
6.916171645648724109e+00,3.099919512517340658e-01,7.475767619683417742e-01,7.618201755746913939e-01
3.543865145295249430e+00,2.558325392733807657e+00,1.312161514665642237e+00,1.312075684311388324e+00
5.421392856494098744e+00,1.114135847038433935e+00,9.708381495092009983e-01,9.675235387248702912e-01
8.070082862886962971e+00,4.600189929160347191e+00,1.273294518908166584e+00,1.264248220087339281e+00
4.608214497485646710e+00,4.709064184675326725e-01,8.506471340800710879e-01,8.415611228503375729e-01
3.639497400938013216e-01,3.057395943672320371e+00,5.132165874426781738e-01,5.225576254814043864e-01
4.267551029467036905e+00,4.275541032975744393e+00,1.453861724942243194e+00,1.444052330553466268e+00
7.422591156252646094e+00,9.984926944991968645e-01,8.700429904801671999e-01,8.710374777504648058e-01
5.826664771532416687e+00,1.911680464169442262e+00,1.079293995149641860e+00,1.085888170224797555e+00
8.256507469721032777e+00,4.380177805054141782e-01,7.452522596810415845e-01,7.644165662894980562e-01
7.365907161529871239e+00,4.169739759882483021e+00,1.257428411100915966e+00,1.263709140256208618e+00
6.097020137852839916e+00,9.553617090124938427e-01,9.087209986182411825e-01,9.083655588263387370e-01
7.278719574061377706e+00,7.295262345439929019e-01,8.234257877642874313e-01,8.188531700786800815e-01
2.431457442177291650e+00,7.610020366669271175e-01,1.009986748643019405e+00,1.018880469300450731e+00
1.796836724336218660e+00,2.067628035134109865e+00,1.273177945111179987e+00,1.283617004613454293e+00
1.242444701148117447e+00,1.007502694829792933e+00,9.571172948358648291e-01,9.526907445904113647e-01
4.301364862007067913e+00,4.405503163100607189e+00,1.465080844891542000e+00,1.471186313326811934e+00
4.230944220249845955e+00,4.002095416027735553e+00,1.427499822103150517e+00,1.426062846019284347e+00
2.681958054479838705e+00,4.883812291414394657e+00,1.617068823505318109e+00,1.600203611083103494e+00
8.003536867724401205e+00,3.736732055869916191e+00,1.186621434175558987e+00,1.176157297250287836e+00
2.216029674363557689e+00,1.095010459275312265e+00,1.107229769760109228e+00,1.115641240399115164e+00
5.791189208256440901e-01,6.531652479073360995e-01,4.701160299659753461e-01,4.851021205459241648e-01
4.553543379396139734e+00,2.255085412908015563e+00,1.203527393256259126e+00,1.210581150815153606e+00
3.727960874459000262e+00,1.800356585943400978e+00,1.193995174849917351e+00,1.191894038007469847e+00
3.199791669133381644e-01,3.707133223711113423e+00,4.880395616347958931e-01,4.805949951572475731e-01
4.530459911976937981e+00,3.537366960612759570e+00,1.355599476315407781e+00,1.361177044648399947e+00
4.602291511127065249e+00,1.352934262653682662e+00,1.061539434028542228e+00,1.064978951310622257e+00
8.930640963486190742e+00,4.839227332443826413e+00,1.268379589976154298e+00,1.251567400256433427e+00
6.497473927448819353e+00,4.809608161788662350e+00,1.365268745628802183e+00,1.372038805649897997e+00
2.459635805760794991e+00,4.456573904413752452e+00,1.576864795572634481e+00,1.569515612109895208e+00
9.584854974399867444e+00,1.917057229462759693e+00,9.395497619433172964e-01,9.465332047376464608e-01
8.471379430202011562e+00,3.161684682812770042e+00,1.109544219886529737e+00,1.115127253428075838e+00
8.978714094392724832e+00,2.407830374092565506e+00,1.011847050379732549e+00,1.019393776309431843e+00
3.902596343940744283e+00,1.793881123984087500e+00,1.181579251478959147e+00,1.192719656288014018e+00
2.341595772641594131e+00,8.094322801087564523e-01,1.025389408826999693e+00,1.032717694447707890e+00
8.631100765009419362e+00,3.518712696634562320e+00,1.141942043172012422e+00,1.131040628947924676e+00
8.105932407519381044e+00,4.614904283425665277e+00,1.273465477580133953e+00,1.262886723625847196e+00
6.586741333192885683e+00,4.387461763413996962e+00,1.317032704800824794e+00,1.327843173180191183e+00
9.525010699982268125e-01,4.004166648933171757e-01,6.611000871142324042e-01,6.660670956885760274e-01
4.181006706409100104e+00,1.454650055715714707e+00,1.106022427067066882e+00,1.089699207743547227e+00
1.219534484988545886e+00,2.817344719488607652e+00,1.228181211965283293e+00,1.207331575246514133e+00
9.485370136925780571e+00,3.949342839420930229e+00,1.161255575029707554e+00,1.170555942551275042e+00
2.606783450915482803e+00,9.779906608647137567e-01,1.073758467930259641e+00,1.096892187146420783e+00
8.706248957185584558e+00,4.310496231941844947e+00,1.221448128783637177e+00,1.230068883972908811e+00
7.489440678799265783e+00,4.742761543305945793e+00,1.311117612368517094e+00,1.308675243576408853e+00
5.483869766948092916e+00,2.121168639638486120e+00,1.126609474595601013e+00,1.129414538063402196e+00
7.249084067537295617e+00,3.968068888222428647e+00,1.241621888318159117e+00,1.213339355811919207e+00
2.882614387924856025e+00,2.222290285101138352e-01,8.377280242103737340e-01,8.273814051096959332e-01
5.653150283859287306e-01,3.542429989255105660e+00,7.733713114638347541e-01,7.839359803309087216e-01
8.242753579195941427e+00,1.370197690321724338e+00,9.046084065404373931e-01,9.135899698640159716e-01
4.152445154770422420e+00,2.397149266271437096e+00,1.249632914389244842e+00,1.227554863130138285e+00
4.331830760828143112e-01,1.873267696982530151e+00,5.205303368538258812e-01,5.328531469348395389e-01
4.206998287022814864e+00,1.750636704305615021e+00,1.154728856601295650e+00,1.160320545456341668e+00
7.007924498909348543e+00,1.767455915390278909e+00,1.003258145648038502e+00,1.013027168274521328e+00
7.815384688167466898e+00,8.624455587121153677e-01,8.343339533538964847e-01,8.322645019724397297e-01
7.974279445879346895e+00,2.162171511355668319e+00,1.015593908395375555e+00,1.015669929833304508e+00
1.984335910786325208e+00,3.832709160933681858e+00,1.498388144200388350e+00,1.487218681345463756e+00
2.476188583382693542e-01,5.705017916169310421e-01,1.683603664576765468e-01,1.717274794172303776e-01
9.094930510075071695e+00,3.003133367651111385e+00,1.073347017633110800e+00,1.082695958821959570e+00
4.853022739154707388e+00,2.018089419736248669e-01,7.793942124317438935e-01,7.696518497727252717e-01
2.365664007014903536e+00,6.182426243594209003e-01,9.626988477077295103e-01,9.665407027319464772e-01
1.297969301534843911e+00,4.438905872336876612e+00,1.420946579085277328e+00,1.415454049159981187e+00
8.454756861016029745e+00,1.665608170955107381e-01,6.974943352956037845e-01,7.083667684901628903e-01
9.243663223208878899e-01,3.731834946215339954e+00,1.142281770713303501e+00,1.152505844823657366e+00
8.289405381118806204e+00,3.991755705444571145e+00,1.202709477584985365e+00,1.178206672691119783e+00
6.980805126586398401e+00,3.236626056977117472e+00,1.176494441240750977e+00,1.181235665847416572e+00
2.051206151777868136e+00,3.565640815199594194e+00,1.473910204219556430e+00,1.484496572100411527e+00
8.902724146744789735e+00,3.474562836304660784e+00,1.128783083701113910e+00,1.122993365446089520e+00
9.140487737084432851e+00,2.659381551598004378e+00,1.035021746742713855e+00,1.032808094884076988e+00
9.704443687542104735e-01,3.288752519150371700e+00,1.137207411929751499e+00,1.135663739145875262e+00
4.939390687722558404e+00,3.829823411915833198e+00,1.358373753164330289e+00,1.346496334062934785e+00
5.060883248641713905e+00,3.259604490520662257e+00,1.288159483163958230e+00,1.286980338679687641e+00
4.191071687875421503e+00,3.980672627287734855e+00,1.428129593445916390e+00,1.444329744524465609e+00
9.615868942178204648e+00,1.802674099247938422e-01,6.850870179535566429e-01,6.900794645057224397e-01
4.466559008934266828e+00,3.502734230934966497e+00,1.356397688530714518e+00,1.372265209298666466e+00
6.846089340875750828e+00,3.317230991620878089e-01,7.532315209392829169e-01,7.635821783136305108e-01
9.124202116236089566e+00,2.340760999905289630e+00,1.000230028665751503e+00,1.012748396334281153e+00
8.860773645541534904e+00,3.479007946309141008e+00,1.130532938466381587e+00,1.131842062467546928e+00
6.007723537470995190e+00,3.404670300184939435e+00,1.244999487860675824e+00,1.253098927430520204e+00
9.485763719157796814e+00,9.913272979627351100e-01,8.180285685030295184e-01,8.390307864468824484e-01
4.497182590773258326e+00,3.053570689230465929e-01,8.124207678415834577e-01,8.277681948135471313e-01
7.466830800243742239e+00,2.355754619526390314e+00,1.057370306802264848e+00,1.060771493693767997e+00
7.211740797960938254e-01,2.040007833992236286e+00,8.241422748765562245e-01,8.169248189410663885e-01
3.960909091111685321e+00,4.303780208258322082e-01,8.630636849867202587e-01,8.535138018330932219e-01
3.264745297911471500e+00,4.074965760771362078e+00,1.503102174444771233e+00,1.505639703026441012e+00
5.802828241583902091e+00,1.737483248219991783e+00,1.056203673978774349e+00,1.060804943494988217e+00
6.605512486350727519e-01,4.395162061409089382e+00,9.405394708362733169e-01,9.214936534934707879e-01
1.283323734403760907e+00,3.639110348656104499e+00,1.336950328195389393e+00,1.339272570386001560e+00
5.380850320547316379e+00,9.368417334830905219e-01,9.354562264432653151e-01,9.391075551845337044e-01
9.660098063542358560e+00,2.054318803871611809e+00,9.537984244461807926e-01,9.569825190318456132e-01
9.264215934499171468e+00,2.992766516131009968e+00,1.067458917770148119e+00,1.061790337642727344e+00
5.471342243666465599e+00,3.080898052983633395e+00,1.241654216104085329e+00,1.265636851550034025e+00
2.150075482992217957e+00,4.872556705160855373e+00,1.616295768222604234e+00,1.625403665941108855e+00
7.187391107018868297e+00,3.334540127832684053e+00,1.177598470107853457e+00,1.163370129960462851e+00
2.983298063719474591e+00,4.901312198076401394e+00,1.606371748378963016e+00,1.598965852475320748e+00
2.234537664852910055e+00,3.081980595750904772e+00,1.426484672183603086e+00,1.434823697295584788e+00
4.965593742466752225e+00,3.149458611770319383e+00,1.282332454386674314e+00,1.287661795570636869e+00
7.320675257221652688e-01,6.236684867479800332e-01,5.862475827930160310e-01,5.875664098572913607e-01
1.250229546891418186e+00,3.333496180005075527e+00,1.293395235046502334e+00,1.293051747106538585e+00
7.830636471016528155e+00,1.901202852886964889e+00,9.889399513817235254e-01,9.866772729715346246e-01
2.958331578152407548e+00,1.183119704056417865e+00,1.116463860237565386e+00,1.111750085305582170e+00
1.130939993881951100e+00,3.903781457716906544e+00,1.291813685612657636e+00,1.281085461405832682e+00
4.941343964622415541e+00,4.744077596228272853e+00,1.454407446121107839e+00,1.460287001036705501e+00
2.071066746829108407e+00,1.277945644139346415e+00,1.148782194354529329e+00,1.119796048184287907e+00
9.926242895900267982e+00,3.662443850772989951e+00,1.120315453765001745e+00,1.112575300972077574e+00
4.915789520441571803e+00,7.503248223949631202e-01,9.120324067975273952e-01,9.247073590983962976e-01
6.719112784738271671e+00,3.122327534892227252e+00,1.176607821113901498e+00,1.168244559244202119e+00
8.940398319558655160e+00,2.027867866894715210e+00,9.693459851929705495e-01,9.567133708300169515e-01
4.872134821623138379e+00,4.924512748653842920e+00,1.477976420632337362e+00,1.497368885126016069e+00
7.024550151404861609e+00,3.894994939902481912e-01,7.605515286365992500e-01,7.710592889326662869e-01
4.474805080267131530e+00,4.513866664673916951e+00,1.463760961685608208e+00,1.461906048060224395e+00
8.371553772295516893e+00,1.532212902332302118e+00,9.234477015241400188e-01,9.170527779945750746e-01
5.009694138465828672e+00,3.294491962243766281e+00,1.295466488587004861e+00,1.292716187496453673e+00
4.424997828244100262e+00,3.142896472193374091e+00,1.319359198243466702e+00,1.315390773259162316e+00
9.166450140213724396e+00,4.194100598732208418e+00,1.195369218599687811e+00,1.192483795128521651e+00
4.473974792130332112e+00,2.977295705134109571e+00,1.296987146011361780e+00,1.288937156321189326e+00
3.223646035987048464e+00,4.931489216594541425e+00,1.596013838784348771e+00,1.601230331108654426e+00
8.762490836807565131e+00,7.610685236373329055e-01,7.943829493707039724e-01,7.881916538624570423e-01
5.925834304640923200e+00,3.680923432998585820e+00,1.279366786083920848e+00,1.260134143432295017e+00
6.643234246259764220e+00,2.143921230478705642e+00,1.067871866681976867e+00,1.054011352759631093e+00
4.776026780326790622e+00,6.836103087399112432e-01,9.008519917531503385e-01,9.003877182098083409e-01
4.713071453769621222e+00,1.977055102697430344e+00,1.155232543789533661e+00,1.144172030010041974e+00
8.492778251101583464e+00,1.894542624151944299e+00,9.663800839077916205e-01,9.402069197135538570e-01
9.619916344091652416e-01,3.178835185146214659e+00,1.121535615298482558e+00,1.136548212618091913e+00
9.470009358843013203e+00,1.830805240130037648e+00,9.320108570708817153e-01,9.365975601388594196e-01
6.068920032031710043e+00,1.188024655007289931e+00,9.546669326473100625e-01,9.491636615110107256e-01
7.416043535953428467e+00,3.372074941443149676e+00,1.171663384269298280e+00,1.165646494184080062e+00
9.989890096476637282e+00,5.990027030335727254e-01,7.463055613999709514e-01,7.509951844646239882e-01
7.587408228960513590e+00,2.849673699794671222e+00,1.108203345679013685e+00,1.121790822507445551e+00
3.491392438216517347e-01,1.183100601388814566e+00,3.632306115234831267e-01,3.561229092844224176e-01
8.138454716010926404e+00,1.594409249585107657e+00,9.389337451898430720e-01,9.425267739739656703e-01
7.892586546924555080e+00,3.626757980479183185e+00,1.179326386824252060e+00,1.172176102088781535e+00
9.430418156259955609e+00,1.563622083087534920e+00,8.997141146615555973e-01,9.023988699423689530e-01
2.659305347223972493e+00,2.788626739311732106e+00,1.387909320141431424e+00,1.375418637878717876e+00
8.204588485050718916e+00,8.583161567427105565e-01,8.237865830946911050e-01,8.041239383677046826e-01
7.694924161697572096e+00,3.639999842401223429e+00,1.188466031284665325e+00,1.188642180655082203e+00
6.116457556480852098e+00,4.425525624002611957e-01,7.945507446928564699e-01,7.931551395740358279e-01
7.788793689670153952e+00,3.944956883752639420e+00,1.216565344871212151e+00,1.223316965859415184e+00
2.536220476439931204e+00,3.999373650626130594e+00,1.527317071100341206e+00,1.519658805722686301e+00
4.557646110729789868e+00,3.815064818975278271e+00,1.383724317327315045e+00,1.397202614875406645e+00
5.724117467068429832e+00,3.268199696765791806e+00,1.246819523481799363e+00,1.247068659163990789e+00
9.347401361643280282e+00,3.637591400030311117e+00,1.132827596698741779e+00,1.148068301876759012e+00
7.183192107818264560e+00,2.092517574307887873e+00,1.037559915317142201e+00,1.033289876217334813e+00
6.189614043836270119e-01,1.958819233750518585e+00,7.195259503916338062e-01,7.344068599757117566e-01
8.358938281880053722e+00,3.646097044478513016e+00,1.164365972728649501e+00,1.162958034112068662e+00
7.462110842987957682e+00,3.100971330228921463e+00,1.140676723837004580e+00,1.141403400209666463e+00
8.224615576170908327e+00,4.532118175020430684e+00,1.260639938669267934e+00,1.269892923777837357e+00
7.948404777938736565e+00,1.201200033974794579e+00,8.879118452148774265e-01,8.688531939569673623e-01
6.883055410842838562e+00,3.617472191113986213e+00,1.221749591207201169e+00,1.209972257271464846e+00
5.752975116860621796e+00,2.960915980171134887e+00,1.211054784317542099e+00,1.229317681079399760e+00
1.427128486508461025e+00,3.820133744861823555e+00,1.404390627185821971e+00,1.388046046207052298e+00
5.335002688155575434e+00,3.422417409471597338e+00,1.287955571654796127e+00,1.282058995982841898e+00
8.549274641004318553e+00,3.479045774366315236e+00,1.140463667362517919e+00,1.145364137285185269e+00
9.616531785405500798e+00,7.564553728216855122e-01,7.780185240570818284e-01,7.924307361907737546e-01
1.919756517348877756e+00,2.776092383577159595e+00,1.376187834447019531e+00,1.370219977244433895e+00
6.927573360183897577e+00,2.263586342937605522e+00,1.069360157426875846e+00,1.069989875156527326e+00
3.185129362335779479e+00,1.297153562159089946e+00,1.132301204379585480e+00,1.119886258678447488e+00
5.992347172003078093e+00,4.049729968578771988e+00,1.314472911236581609e+00,1.309789115272356419e+00
3.390913888072734306e+00,5.139113004423035980e-01,9.078235356902600861e-01,9.177415042508421106e-01
2.110500700272630592e+00,3.802639202021627085e-01,8.791302678797836556e-01,8.818265863884330313e-01
5.990924890154555982e+00,2.808227490253887293e+00,1.180061177278053375e+00,1.179055999996783122e+00
3.645075557153439227e+00,2.846969110646616841e+00,1.340592089688511734e+00,1.344329790559926296e+00
4.216810187956447464e+00,3.913808626586838368e+00,1.419082896486575596e+00,1.419854777186003059e+00
8.798193049868309856e+00,1.105903071628744128e+00,8.505093026137245937e-01,8.516226689541870343e-01
6.467230469322710285e+00,1.524712978209736836e+00,9.922705922432020209e-01,9.879862528038546587e-01
2.518966597026885967e+00,4.400660066730194941e+00,1.570238604816221351e+00,1.559488118746012564e+00
2.757360137178608284e+00,2.314215826748718119e-01,8.416392080662358222e-01,8.480214424568524034e-01
5.385869339807975109e+00,1.812294949283017376e+00,1.090206573541737445e+00,1.077678835416605363e+00
8.107421098047045138e-01,3.515624536391769306e-01,5.680529341793565390e-01,5.780065222882895259e-01
8.266038738569461586e+00,4.375351496789777528e+00,1.243071231970988677e+00,1.264499893018099064e+00
7.386773885855683730e+00,1.216684108358200733e+00,9.081809289647365668e-01,9.232883778441098865e-01
8.061205532580796307e-01,4.422728466282245030e+00,1.097553946825361004e+00,1.120970443650189496e+00
8.857166069118022067e-01,4.673411865640194840e+00,1.191319507929939459e+00,1.180003933596771803e+00
6.583320585876153430e-01,4.600465070254916355e+00,9.525789457553017758e-01,9.545695306303254579e-01
4.866402747452670319e+00,2.365431382166114815e+00,1.196663300595179447e+00,1.187589191473111594e+00
2.489890358916128754e+00,3.537549401234452606e+00,1.477929888627633304e+00,1.469783049498982752e+00
4.760865093289502248e+00,2.468022439463171569e+00,1.216518450243553984e+00,1.198285049341324404e+00
5.130938654494924478e+00,3.195190725546491195e-01,7.958185659489351860e-01,7.827925736791696565e-01
8.354107645177334618e+00,1.593462138331825040e+00,9.321889018979863106e-01,9.405873355266066715e-01
5.289434304862185243e+00,2.951625435384728213e+00,1.238651826498359476e+00,1.245444835991253552e+00
4.440197419825605563e-01,1.616776741482465862e+00,5.080254469151006536e-01,5.200605794481981681e-01
2.928048757862326656e+00,2.211685794712725972e+00,1.302387344935916458e+00,1.313647091864574845e+00
8.083327568733325919e+00,3.164723997146728252e+00,1.123356391008504707e+00,1.131089379763407399e+00
7.794866993026080770e+00,3.162161377006964535e-01,7.315127655931794592e-01,7.228671150929000255e-01
8.046806313280683298e+00,1.828846510884026166e+00,9.724155542161774246e-01,9.709137080685030785e-01
7.177202028775239384e+00,1.523324738498488817e-01,7.159742345705115696e-01,7.232649376083009063e-01
2.077254105597142519e+00,2.835747729947557971e+00,1.392930765021509920e+00,1.405558390268463853e+00
2.588799726724405836e+00,5.948969955767858808e-01,9.541309130374935332e-01,9.500119615967248521e-01
3.478902832545654800e+00,2.192722875096006607e+00,1.268246101737820819e+00,1.262917400317617567e+00
2.403116157666131070e+00,1.578928394168786165e+00,1.216079162645977485e+00,1.211353579597869823e+00
5.751806549001579505e+00,2.947342057615913169e-01,7.727160951888094598e-01,7.889795377965858059e-01
2.810012059252908312e+00,4.314825909524057757e+00,1.552671517888748465e+00,1.558332571301096703e+00
7.439550064691747622e+00,1.041926717198125685e+00,8.771545048851651094e-01,8.737306426594152464e-01
4.784741015491800753e-01,3.523600045630479460e+00,6.683172584424096341e-01,6.602519025302773237e-01
6.744865156725048827e+00,4.606024716303623867e-01,7.817011359441324858e-01,7.860716130769631604e-01
2.455556165206048469e+00,5.327332640190175495e-01,9.341062369442421076e-01,9.166546339120206222e-01
8.282963066177334355e+00,2.339247481319225996e-01,7.099214597173533203e-01,7.074675422938890845e-01
8.928819933193311797e+00,1.454838209668548377e+00,8.976549541398078924e-01,8.916832981324219753e-01
5.589201768698194961e+00,4.796222458660996502e+00,1.416640259191617623e+00,1.410528193385181428e+00
3.911644232420720124e-01,3.336712269800961472e+00,5.556112079464793352e-01,5.576258489633060256e-01
6.773968234054980053e-01,4.424744995309665363e+00,9.620376947519483357e-01,9.662549339715188479e-01
7.464878180665469820e+00,2.659246740348751636e+00,1.092051745312331068e+00,1.123346104515889454e+00
2.547405510181729227e+00,1.042995225673501780e+00,1.092775013897133496e+00,1.093810374432309107e+00
5.299617957665365253e+00,3.646920453354400848e+00,1.314539055020892633e+00,1.321711056307300014e+00
8.172052793538625792e+00,9.281453632195060255e-01,8.367989395582167145e-01,8.285071955281612111e-01
8.135630227076170229e+00,1.901417837598114335e+00,9.785486432446823812e-01,9.614994063980165651e-01
9.935836859087983086e+00,3.602012002514062949e+00,1.113830306975930773e+00,1.125628899571680996e+00
6.306802310768155451e+00,1.468445472285984987e+00,9.909353698955698508e-01,1.011196993717872639e+00
3.604542269232749341e+00,4.678574967368961168e+00,1.544413768015766575e+00,1.534192438645524126e+00
5.294410621384495919e+00,4.557871616278104554e+00,1.411012348849690845e+00,1.410342724501087774e+00
4.720134868289336261e+00,4.675097008812343802e+00,1.462872127280579582e+00,1.474416440129910244e+00
3.847753845352514190e+00,2.248845521481545040e-01,8.142893042574974594e-01,8.153694128985199407e-01
9.999714755123120469e+00,3.175374926883197446e+00,1.067853559399766450e+00,1.043300931812003896e+00
8.838075791165376671e+00,3.700631404957137605e-01,7.239359123804957052e-01,7.344694532158686506e-01
3.877765956903024502e+00,1.822249602079350606e+00,1.187670477693432147e+00,1.186338682526544508e+00
9.547432592723975375e+00,4.340848704705844163e+00,1.199733280837259608e+00,1.207347286082412374e+00
9.844736193168783345e+00,4.321740999579803066e+00,1.190046582712290135e+00,1.180263388641892286e+00
4.748088054151851090e+00,4.895043186671728996e+00,1.483730215364383653e+00,1.492967757312138488e+00
5.979059995293290797e+00,3.281836700052385147e+00,1.233320425079738270e+00,1.244167212711973391e+00
4.830991424049360994e+00,2.080500547673704403e+00,1.161840213696832214e+00,1.154564242029039844e+00
5.490276355621997340e+00,1.425496784318751597e+00,1.024394355412218793e+00,1.029624340442822472e+00
7.839830925800206352e+00,2.264378487538913909e+00,1.032434342877884603e+00,1.026050226861615178e+00
7.358010288919814457e+00,3.320440487957535769e+00,1.168634577085952753e+00,1.163605587259764151e+00
7.565060941980871201e-01,1.111136394670527938e+00,7.222404654420340187e-01,7.130606914121653261e-01
8.795056410711489525e-02,3.929775381430222314e+00,3.029255928125321184e-01,2.986270129540815055e-01
6.086548118050792766e+00,3.237186645358874237e+00,1.222355133094227275e+00,1.215543714433500622e+00
2.939842216191772550e+00,3.229451713663085588e+00,1.428287078113954056e+00,1.440502586343238578e+00
7.827924107676621723e+00,2.215028673774898094e-01,7.151507439959894352e-01,7.129851838790042251e-01
3.386645994485382172e-01,3.583075087316187624e+00,5.048180079271847864e-01,4.933939575056701665e-01
2.629361556051274196e+00,1.828673274982156594e+00,1.255947797736123306e+00,1.270199449142201065e+00
5.871535745791488736e+00,1.973340355787008171e+00,1.085151219476118367e+00,1.090902587454700923e+00
