t,Theta,Theta_surf,dTheta_dt,dTheta_dt_noisy
4.542908581716343264e+01,2.120176418602309987e+00,2.553147033102049157e+00,-1.519120052689307832e-01,-1.612128124216865022e-01
4.544908981796359626e+01,2.117139858870349389e+00,2.549510703158175851e+00,-1.516832978821301969e-01,-1.596938354464408349e-01
4.546909381876375278e+01,2.114107870484227547e+00,2.545879795591105221e+00,-1.514549565963209665e-01,-1.169237321345444475e-01
4.548909781956391640e+01,2.111080446103680952e+00,2.542254301838929198e+00,-1.512269807777307795e-01,-2.341865617013698664e-01
4.550910182036407292e+01,2.108057578436028479e+00,2.538634213392317651e+00,-1.509993697966304227e-01,-1.432653170704912826e-01
4.552910582116423654e+01,2.105039260200377349e+00,2.535019521755354610e+00,-1.507721230244153943e-01,-2.105468059194982033e-01
4.554910982196439306e+01,2.102025484127631572e+00,2.531410218445550253e+00,-1.505452398336070141e-01,-1.506613452288720623e-01
4.556911382276455669e+01,2.099016242960483059e+00,2.527806294993828029e+00,-1.503187195978502866e-01,-1.105823703943046021e-01
4.558911782356471321e+01,2.096011529453421396e+00,2.524207742944537980e+00,-1.500925616919156491e-01,-1.774207919910229525e-01
4.560912182436487683e+01,2.093011336372723186e+00,2.520614553855443862e+00,-1.498667654916940595e-01,-2.183527982956509905e-01
4.562912582516503335e+01,2.090015656496462704e+00,2.517026719297734694e+00,-1.496413303742019640e-01,-1.107277097368367380e-01
4.564912982596519697e+01,2.087024482614501686e+00,2.513444230856014983e+00,-1.494162557175774675e-01,-1.042415837772261433e-01
4.566913382676535349e+01,2.084037807528499542e+00,2.509867080128313166e+00,-1.491915409010813320e-01,-1.342342291740090954e-01
4.568913782756551711e+01,2.081055624051902697e+00,2.506295258726073172e+00,-1.489671853050936190e-01,-1.113091365023051449e-01
4.570914182836567363e+01,2.078077925009955695e+00,2.502728758274164189e+00,-1.487431883111171027e-01,-1.728178817179145954e-01
4.572914582916583726e+01,2.075104703239690540e+00,2.499167570410869565e+00,-1.485195493017732460e-01,-1.133410995478991989e-01
4.574914982996599377e+01,2.072135951589935576e+00,2.495611686787897909e+00,-1.482962676608049479e-01,-9.727754166723401319e-02
4.576915383076615740e+01,2.069171662921308386e+00,2.492061099070373320e+00,-1.480733427730723528e-01,-1.288679748473386122e-01
4.578915783156631392e+01,2.066211830106222891e+00,2.488515798936843382e+00,-1.478507740245570135e-01,-1.394188484761332558e-01
4.580916183236647754e+01,2.063256446028880475e+00,2.484975778079272057e+00,-1.476285608023558682e-01,-1.091299106368029403e-01
4.582916583316663406e+01,2.060305503585280640e+00,2.481441028203047683e+00,-1.474067024946836002e-01,-1.134482760618709396e-01
4.584916983396679768e+01,2.057358995683209901e+00,2.477911541026973197e+00,-1.471851984908763011e-01,-1.696500201582755440e-01
4.586917383476695420e+01,2.054416915242252450e+00,2.474387308283276798e+00,-1.469640481813808408e-01,-1.061632487222330945e-01
4.588917783556711782e+01,2.051479255193779938e+00,2.470868321717602178e+00,-1.467432509577636102e-01,-1.244046604613059798e-01
4.590918183636727434e+01,2.048546008480961245e+00,2.467354573089016512e+00,-1.465228062127062747e-01,-1.417619624658313093e-01
4.592918583716743797e+01,2.045617168058753599e+00,2.463846054170002908e+00,-1.463027133400044144e-01,-1.071911465644240502e-01
4.594918983796759449e+01,2.042692726893910571e+00,2.460342756746469739e+00,-1.460829717345691336e-01,-1.183193968478091357e-01
4.596919383876775811e+01,2.039772677964974523e+00,2.456844672617739089e+00,-1.458635807924252015e-01,-1.234855453368094574e-01
4.598919783956791463e+01,2.036857014262283272e+00,2.453351793596558750e+00,-1.456445399107126060e-01,-1.608799858432397034e-01
4.600920184036807825e+01,2.033945728787964313e+00,2.449864111509092002e+00,-1.454258484876796709e-01,-1.204216098886722180e-01
4.602920584116823477e+01,2.031038814555941485e+00,2.446381618194925611e+00,-1.452075059226924092e-01,-1.784629382917523877e-01
4.604920984196839839e+01,2.028136264591926530e+00,2.442904305507062279e+00,-1.449895116162264186e-01,-1.487829852993710900e-01
4.606921384276855491e+01,2.025238071933427975e+00,2.439432165311929523e+00,-1.447718649698682691e-01,-1.955697032794376788e-01
4.608921784356871854e+01,2.022344229629742696e+00,2.435965189489369909e+00,-1.445545653863175573e-01,-1.956863223744841895e-01
4.610922184436887505e+01,2.019454730741964799e+00,2.432503369932649484e+00,-1.443376122693812436e-01,-1.310459291696641770e-01
4.612922584516903868e+01,2.016569568342975849e+00,2.429046698548451566e+00,-1.441210050239778162e-01,-1.465812060107493375e-01
4.614922984596919520e+01,2.013688735517454642e+00,2.425595167256882956e+00,-1.439047430561377350e-01,-1.413621110187709140e-01
4.616923384676935882e+01,2.010812225361867434e+00,2.422148767991465057e+00,-1.436888257729952989e-01,-1.259303264705318171e-01
4.618923784756951534e+01,2.007940030984478597e+00,2.418707492699145423e+00,-1.434732525827970562e-01,-1.329737419488732642e-01
4.620924184836967896e+01,2.005072145505339964e+00,2.415271333340285764e+00,-1.432580228948965861e-01,-1.698495534399607487e-01
4.622924584916983548e+01,2.002208562056299712e+00,2.411840281888672166e+00,-1.430431361197540552e-01,-1.408401826369346799e-01
4.624924984996999910e+01,1.999349273780994363e+00,2.408414330331507536e+00,-1.428285916689363833e-01,-1.448406979067088651e-01
4.626925385077015562e+01,1.996494273834858113e+00,2.404993470669417377e+00,-1.426143889551184096e-01,-1.582135012191464019e-01
4.628925785157031925e+01,1.993643555385112620e+00,2.401577694916443129e+00,-1.424005273920792569e-01,-1.461369805848964365e-01
4.630926185237047576e+01,1.990797111610776327e+00,2.398166995100052379e+00,-1.421870063947041907e-01,-1.531494871175927974e-01
4.632926585317063939e+01,1.987954935702656023e+00,2.394761363261125098e+00,-1.419738253789822047e-01,-1.614470905082484586e-01
4.634926985397079591e+01,1.985117020863355286e+00,2.391360791453968293e+00,-1.417609837620094071e-01,-1.517888008169199221e-01
4.636927385477095953e+01,1.982283360307265596e+00,2.387965271746303131e+00,-1.415484809619831919e-01,-1.344990127840960115e-01
4.638927785557111605e+01,1.979453947260575886e+00,2.384574796219276038e+00,-1.413363163982040149e-01,-7.943955632254159904e-02
4.640928185637127967e+01,1.976628774961262547e+00,2.381189356967447157e+00,-1.411244894910773651e-01,-1.656339629310357719e-01
4.642928585717143619e+01,1.973807836659099202e+00,2.377808946098802778e+00,-1.409129996621089898e-01,-1.252554788792433205e-01
4.644928985797159982e+01,1.970991125615647377e+00,2.374433555734744239e+00,-1.407018463339081149e-01,-1.845417089441742653e-01
4.646929385877175633e+01,1.968178635104265828e+00,2.371063178010096806e+00,-1.404910289301856685e-01,-9.279028425511928746e-02
4.648929785957191996e+01,1.965370358410101215e+00,2.367697805073101680e+00,-1.402805468757505891e-01,-1.502818067258537837e-01
4.650930186037207648e+01,1.962566288830096539e+00,2.364337429085423992e+00,-1.400703995965148496e-01,-1.359041298424515376e-01
4.652930586117224010e+01,1.959766419672984039e+00,2.360982042222144806e+00,-1.398605865194890996e-01,-1.015380110458974916e-01
4.654930986197239662e+01,1.956970744259291628e+00,2.357631636671769115e+00,-1.396511070727846637e-01,-1.100207927845803235e-01
4.656931386277255314e+01,1.954179255921337344e+00,2.354286204636218738e+00,-1.394419606856093230e-01,-1.841977421032964246e-01
4.658931786357271676e+01,1.951391948003231347e+00,2.350945738330834978e+00,-1.392331467882704232e-01,-1.225773606919634967e-01
4.660932186437287328e+01,1.948608813860879252e+00,2.347610229984383956e+00,-1.390246648121746809e-01,-1.458464331244309353e-01
4.662932586517303690e+01,1.945829846861975465e+00,2.344279671839045065e+00,-1.388165141898246024e-01,-1.202428077334643658e-01
4.664932986597319342e+01,1.943055040386010734e+00,2.340954056150423401e+00,-1.386086943548203720e-01,-1.340371627237656182e-01
4.666933386677335704e+01,1.940284387824264156e+00,2.337633375187539109e+00,-1.384012047418563818e-01,-1.163200265432651481e-01
4.668933786757351356e+01,1.937517882579811612e+00,2.334317621232837592e+00,-1.381940447867265054e-01,-1.294353756314115256e-01
4.670934186837367719e+01,1.934755518044891209e+00,2.331006786557056731e+00,-1.379872139245033602e-01,-1.421828438732749833e-01
4.672934586917383371e+01,1.931997287596875834e+00,2.327700863414267740e+00,-1.377807115892492329e-01,-1.024713419229769801e-01
4.674934986997399733e+01,1.929243184678059109e+00,2.324399844130517145e+00,-1.375745372204060235e-01,-1.838959346158652586e-01
4.676935387077415385e+01,1.926493202743476019e+00,2.321103721046342105e+00,-1.373686902585824210e-01,-1.503604926108761952e-01
4.678935787157431747e+01,1.923747335258649604e+00,2.317812486514276404e+00,-1.371631701453771557e-01,-1.658311404860964844e-01
4.680936187237447399e+01,1.921005575699597845e+00,2.314526132898858002e+00,-1.369579763233737812e-01,-1.412741225979882720e-01
4.682936587317463761e+01,1.918267917552826107e+00,2.311244652576621483e+00,-1.367531082361441164e-01,-1.496513901480230890e-01
4.684936987397479413e+01,1.915534354315335142e+00,2.307968037936105166e+00,-1.365485653282458856e-01,-1.409900051888573758e-01
4.686937387477495776e+01,1.912804879494612864e+00,2.304696281377844436e+00,-1.363443470452216644e-01,-1.510574929958050650e-01
4.688937787557511427e+01,1.910079486608642574e+00,2.301429375314378856e+00,-1.361404528336013497e-01,-1.502283930496838005e-01
4.690938187637527790e+01,1.907358169185894958e+00,2.298167312170244614e+00,-1.359368821408974692e-01,-1.852584304389266745e-01
4.692938587717543442e+01,1.904640920765335643e+00,2.294910084381981630e+00,-1.357336344156090113e-01,-1.368637193996310453e-01
4.694938987797559804e+01,1.901927734896418309e+00,2.291657684398126449e+00,-1.355307091072171788e-01,-1.262815618215079316e-01
4.696939387877575456e+01,1.899218605139090910e+00,2.288410104679221124e+00,-1.353281056661866655e-01,-1.532186902579491250e-01
4.698939787957591818e+01,1.896513525063789674e+00,2.285167337697802559e+00,-1.351258235439676270e-01,-1.548339503946987716e-01
4.700940188037607470e+01,1.893812488251445325e+00,2.281929375938413163e+00,-1.349238621929920445e-01,-1.542611562702860817e-01
4.702940588117623832e+01,1.891115488293476421e+00,2.278696211897590196e+00,-1.347222210666706999e-01,-8.435099396121320536e-02
4.704940988197639484e+01,1.888422518791796900e+00,2.275467838083877758e+00,-1.345208996194020845e-01,-1.288803655428718553e-01
4.706941388277655847e+01,1.885733573358807424e+00,2.272244247017813468e+00,-1.343198973065612145e-01,-1.226877081051338247e-01
4.708941788357671498e+01,1.883048645617404704e+00,2.269025431231942225e+00,-1.341192135845046263e-01,-1.431313851416609884e-01
4.710942188437687861e+01,1.880367729200971949e+00,2.265811383270803336e+00,-1.339188479105725138e-01,-1.489172002133843375e-01
4.712942588517703513e+01,1.877690817753388197e+00,2.262602095690941173e+00,-1.337187997430804298e-01,-1.600761859366680584e-01
4.714942988597719875e+01,1.875017904929019874e+00,2.259397561060896287e+00,-1.335190685413279732e-01,-8.725523482223268568e-02
4.716943388677735527e+01,1.872348984392728122e+00,2.256197771961213849e+00,-1.333196537655918223e-01,-1.843325604433424525e-01
4.718943788757751889e+01,1.869684049819862137e+00,2.253002720984435658e+00,-1.331205548771265956e-01,-1.241214464441757204e-01
4.720944188837767541e+01,1.867023094896265833e+00,2.249812400735106799e+00,-1.329217713381659616e-01,-1.336430183970110097e-01
4.722944588917783904e+01,1.864366113318270957e+00,2.246626803829770314e+00,-1.327233026119227499e-01,-1.403919714916343486e-01
4.724944988997799555e+01,1.861713098792703747e+00,2.243445922896972977e+00,-1.325251481625832894e-01,-1.795173740060275192e-01
4.726945389077815918e+01,1.859064045036878499e+00,2.240269750577257302e+00,-1.323273074553160400e-01,-1.693780703770844942e-01
4.728945789157831570e+01,1.856418945778604668e+00,2.237098279523170863e+00,-1.321297799562629605e-01,-1.026798382804372661e-01
4.730946189237847932e+01,1.853777794756178876e+00,2.233931502399257418e+00,-1.319325651325409521e-01,-1.527445547038025486e-01
4.732946589317863584e+01,1.851140585718392906e+00,2.230769411882065789e+00,-1.317356624522450781e-01,-1.053627275651697337e-01
4.734946989397879946e+01,1.848507312424526150e+00,2.227612000660140090e+00,-1.315390713844453441e-01,-1.114472105210703584e-01
4.736947389477895598e+01,1.845877968644353162e+00,2.224459261434029500e+00,-1.313427913991842833e-01,-1.139612808158334961e-01
4.738947789557911960e+01,1.843252548158135662e+00,2.221311186916279379e+00,-1.311468219674821190e-01,-1.083020773080415472e-01
4.740948189637927612e+01,1.840631044756630752e+00,2.218167769831439706e+00,-1.309511625613289931e-01,-1.672591600332931638e-01
4.742948589717943975e+01,1.838013452241083368e+00,2.215029002916057088e+00,-1.307558126536929322e-01,-1.449776040985312486e-01
4.744948989797959626e+01,1.835399764423232716e+00,2.211894878918681417e+00,-1.305607717185128247e-01,-1.102027480236217744e-01
4.746949389877975989e+01,1.832789975125306059e+00,2.208765390599859657e+00,-1.303660392306984495e-01,-1.682369076497187144e-01
4.748949789957991641e+01,1.830184078180025820e+00,2.205640530732144278e+00,-1.301716146661344720e-01,-8.023360635618126402e-02
4.750950190038008003e+01,1.827582067430601809e+00,2.202520292100082155e+00,-1.299774975016769474e-01,-1.467666501249151600e-01
4.752950590118023655e+01,1.824983936730738776e+00,2.199404667500225674e+00,-1.297836872151513499e-01,-1.317130273422240372e-01
4.754950990198040017e+01,1.822389679944629082e+00,2.196293649741123399e+00,-1.295901832853567637e-01,-1.603439620217183559e-01
4.756951390278055669e+01,1.819799290946960246e+00,2.193187231643328516e+00,-1.293969851920596104e-01,-1.184227214397878536e-01
4.758951790358072031e+01,1.817212763622907401e+00,2.190085406039390392e+00,-1.292040924160011428e-01,-1.512183023563763717e-01
4.760952190438087683e+01,1.814630091868140394e+00,2.186988165773863013e+00,-1.290115044388858989e-01,-1.362865747089877233e-01
4.762952590518104046e+01,1.812051269588816904e+00,2.183895503703295660e+00,-1.288192207433935255e-01,-1.629809193274827372e-01
4.764952990598119698e+01,1.809476290701589773e+00,2.180807412696244008e+00,-1.286272408131680089e-01,-9.287453903455968052e-02
4.766953390678136060e+01,1.806905149133599009e+00,2.177723885633258583e+00,-1.284355641328256137e-01,-1.774143678388138967e-01
4.768953790758151712e+01,1.804337838822480000e+00,2.174644915406894974e+00,-1.282441901879464996e-01,-1.147106150758480797e-01
4.770954190838168074e+01,1.801774353716355526e+00,2.171570494921704064e+00,-1.280531184650811616e-01,-1.209410138025815290e-01
4.772954590918183726e+01,1.799214687773843302e+00,2.168500617094243132e+00,-1.278623484517453779e-01,-1.147283742479067586e-01
4.774954990998200088e+01,1.796658834964049323e+00,2.165435274853064307e+00,-1.276718796364243458e-01,-1.582914492661885997e-01
4.776955391078215740e+01,1.794106789266573410e+00,2.162374461138724335e+00,-1.274817115085664088e-01,-9.646948811814673452e-02
4.778955791158232103e+01,1.791558544671503883e+00,2.159318168903776591e+00,-1.272918435585878305e-01,-9.836022942900518595e-02
4.780956191238247754e+01,1.789014095179424002e+00,2.156266391112779068e+00,-1.271022752778691312e-01,-1.223148317550656339e-01
4.782956591318264117e+01,1.786473434801404192e+00,2.153219120742285941e+00,-1.269130061587552816e-01,-1.175331537127962400e-01
4.784956991398279769e+01,1.783936557559010261e+00,2.150176350780855117e+00,-1.267240356945576740e-01,-1.314448129204027482e-01
4.786957391478296131e+01,1.781403457484295405e+00,2.147138074229042459e+00,-1.265353633795507082e-01,-1.072438496459564433e-01
4.788957791558311783e+01,1.778874128619807760e+00,2.144104284099406676e+00,-1.263469887089712917e-01,-1.509829631066127165e-01
4.790958191638328145e+01,1.776348565018583514e+00,2.141074973416503546e+00,-1.261589111790219486e-01,-1.095132230449211153e-01
4.792958591718343797e+01,1.773826760744153352e+00,2.138050135216893022e+00,-1.259711302868678218e-01,-1.137813368695973354e-01
4.794958991798360159e+01,1.771308709870498266e+00,2.135029762549089938e+00,-1.257836455306310386e-01,-1.680844984576786438e-01
4.796959391878375811e+01,1.768794406445514777e+00,2.132013848432639858e+00,-1.255964564065021882e-01,-2.043179707840384329e-01
4.798959791958392174e+01,1.766283844536120862e+00,2.129002385908077333e+00,-1.254095624123410246e-01,-1.289264603262156861e-01
4.800960192038407826e+01,1.763777018252971285e+00,2.125995368064937274e+00,-1.252229630496173862e-01,-1.300697645661490764e-01
4.802960592118424188e+01,1.761273921716058899e+00,2.122992788003484677e+00,-1.250366578206684454e-01,-8.849513112519068192e-02
4.804960992198439840e+01,1.758774549054721303e+00,2.119994638834724388e+00,-1.248506462287022056e-01,-1.231227420394890998e-01
4.806961392278456202e+01,1.756278894407633295e+00,2.117000913680390450e+00,-1.246649277777886478e-01,-1.395988562392680155e-01
4.808961792358471854e+01,1.753786951922815085e+00,2.114011605672957206e+00,-1.244795019728706237e-01,-1.652734548689699934e-01
4.810962192438488216e+01,1.751298715757624080e+00,2.111026707955628634e+00,-1.242943683197553911e-01,-1.269422787889364912e-01
4.812962592518503868e+01,1.748814180078762659e+00,2.108046213682348125e+00,-1.241095263251144887e-01,-1.416246627725088469e-01
4.814962992598520231e+01,1.746333339062270840e+00,2.105070116017788706e+00,-1.239249754964897587e-01,-1.570065657884708032e-01
4.816963392678535882e+01,1.743856186893533611e+00,2.102098408137363705e+00,-1.237407153422838413e-01,-1.273532159120012441e-01
4.818963792758552245e+01,1.741382717767273602e+00,2.099131083227216088e+00,-1.235567453717687780e-01,-9.184712839724323841e-02
4.820964192838567897e+01,1.738912925887557970e+00,2.096168134484228229e+00,-1.233730650950786156e-01,-1.205901880033233009e-01
4.822964592918584259e+01,1.736446805467791732e+00,2.093209555116012144e+00,-1.231896740232127641e-01,-1.546615536401927948e-01
4.824964992998599911e+01,1.733984350730724655e+00,2.090255338340920144e+00,-1.230065716680367738e-01,-1.131883818993873747e-01
4.826965393078616273e+01,1.731525555908444147e+00,2.087305477388033736e+00,-1.228237575422757993e-01,-1.557657885458161862e-01
4.828965793158631925e+01,1.729070415242382808e+00,2.084359965497174283e+00,-1.226412311595228427e-01,-1.699715598397917304e-01
4.830966193238648287e+01,1.726618922983310211e+00,2.081418795918893672e+00,-1.224589920342296356e-01,-1.076313604262680718e-01
4.832966593318663939e+01,1.724171073391341347e+00,2.078481961914481868e+00,-1.222770396817129401e-01,-1.387875682583843140e-01
4.834966993398680302e+01,1.721726860735928399e+00,2.075549456755960254e+00,-1.220953736181520644e-01,-8.868824548429748988e-02
4.836967393478695953e+01,1.719286279295868525e+00,2.072621273726088731e+00,-1.219139933605869197e-01,-1.125833166730803581e-01
4.838967793558712316e+01,1.716849323359296964e+00,2.069697406118357730e+00,-1.217328984269183123e-01,-1.459255057561961721e-01
4.840968193638727968e+01,1.714415987223693039e+00,2.066777847236997090e+00,-1.215520883359112736e-01,-1.149729297544319212e-01
4.842968593718743620e+01,1.711986265195875045e+00,2.063862590396967622e+00,-1.213715626071889819e-01,-8.250611278301153706e-02
4.844968993798759982e+01,1.709560151592002697e+00,2.060951628923965107e+00,-1.211913207612342613e-01,-1.268527281505125448e-01
4.846969393878775634e+01,1.707137640737578899e+00,2.058044956154422955e+00,-1.210113623193910248e-01,-1.528452839544937047e-01
4.848969793958791996e+01,1.704718726967445308e+00,2.055142565435506441e+00,-1.208316868038634695e-01,-1.406754187889595609e-01
4.850970194038807648e+01,1.702303404625787220e+00,2.052244450125117581e+00,-1.206522937377159377e-01,-1.450441236872122286e-01
4.852970594118824010e+01,1.699891668066128458e+00,2.049350603591890252e+00,-1.204731826448674492e-01,-1.559028200881540926e-01
4.854970994198839662e+01,1.697483511651337151e+00,2.046461019215197297e+00,-1.202943530500998337e-01,-1.590688936842857282e-01
4.856971394278856025e+01,1.695078929753619290e+00,2.043575690385142085e+00,-1.201158044790506807e-01,-1.074444149852133157e-01
4.858971794358871676e+01,1.692677916754525835e+00,2.040694610502566508e+00,-1.199375364582168646e-01,-8.665386065774942359e-02
4.860972194438888039e+01,1.690280467044945167e+00,2.037817772979042985e+00,-1.197595485149516720e-01,-1.306160549821445693e-01
4.862972594518903691e+01,1.687886575025110414e+00,2.034945171236883343e+00,-1.195818401774652595e-01,-9.598437201087446635e-02
4.864972994598920053e+01,1.685496235104592788e+00,2.032076798709129495e+00,-1.194044109748249871e-01,-9.215850368116478009e-02
4.866973394678935705e+01,1.683109441702307585e+00,2.029212648839562316e+00,-1.192272604369536970e-01,-6.870843065746609635e-02
4.868973794758952067e+01,1.680726189246508628e+00,2.026352715082694100e+00,-1.190503880946319759e-01,-1.246408308664685022e-01
4.870974194838967719e+01,1.678346472174793602e+00,2.023496990903774773e+00,-1.188737934794935752e-01,-1.293562846492407048e-01
4.872974594918984081e+01,1.675970284934098942e+00,2.020645469778785230e+00,-1.186974761240304904e-01,-1.060600928684559963e-01
4.874974994998999733e+01,1.673597621980704719e+00,2.017798145194446224e+00,-1.185214355615849535e-01,-1.155941310397922972e-01
4.876975395079016096e+01,1.671228477780229760e+00,2.014955010648207256e+00,-1.183456713263579818e-01,-1.092845592176418940e-01
4.878975795159031748e+01,1.668862846807636968e+00,2.012116059648258570e+00,-1.181701829534036741e-01,-7.927342927330675859e-02
4.880976195239048110e+01,1.666500723547227114e+00,2.009281285713519605e+00,-1.179949699786278505e-01,-1.308730987983679761e-01
4.882976595319063762e+01,1.664142102492645714e+00,2.006450682373649652e+00,-1.178200319387912309e-01,-1.113238890125065744e-01
4.884976995399080124e+01,1.661786978146876370e+00,2.003624243169038088e+00,-1.176453683715093512e-01,-1.470825477982265483e-01
4.886977395479095776e+01,1.659435345022246766e+00,2.000801961650812810e+00,-1.174709788152461243e-01,-1.222540786188812678e-01
4.888977795559112138e+01,1.657087197640422893e+00,1.997983831380833575e+00,-1.172968628093209453e-01,-1.374961389478584761e-01
4.890978195639127790e+01,1.654742530532415046e+00,1.995169845931697772e+00,-1.171230198939053752e-01,-1.398492934913911079e-01
4.892978595719144153e+01,1.652401338238571604e+00,1.992359998886733985e+00,-1.169494496100200731e-01,-1.235408908609074430e-01
4.894978995799159804e+01,1.650063615308585474e+00,1.989554283840009319e+00,-1.167761514995383221e-01,-1.301727491190903252e-01
4.896979395879176167e+01,1.647729356301487424e+00,1.986752694396321850e+00,-1.166031251051860701e-01,-1.054558358454415201e-01
4.898979795959191819e+01,1.645398555785652972e+00,1.983955224171208176e+00,-1.164303699705352968e-01,-9.231530409211337329e-02
4.900980196039208181e+01,1.643071208338795053e+00,1.981161866790935866e+00,-1.162578856400108274e-01,-1.610287591253103390e-01
4.902980596119223833e+01,1.640747308547971794e+00,1.978372615892510789e+00,-1.160856716588902771e-01,-8.598491486609516343e-02
4.904980996199240195e+01,1.638426851009578522e+00,1.975587465123670228e+00,-1.159137275732937677e-01,-1.827044392337344170e-01
4.906981396279255847e+01,1.636109830329355974e+00,1.972806408142889767e+00,-1.157420529301965151e-01,-1.083184793693482556e-01
4.908981796359272209e+01,1.633796241122382087e+00,1.970029438619375517e+00,-1.155706472774182814e-01,-9.426182796117529850e-02
4.910982196439287861e+01,1.631486078013079766e+00,1.967256550233072998e+00,-1.153995101636318965e-01,-1.349209009210803056e-01
4.912982596519304224e+01,1.629179335635209336e+00,1.964487736674657592e+00,-1.152286411383523779e-01,-1.221016311852797520e-01
4.914982996599319875e+01,1.626876008631876536e+00,1.961722991645544312e+00,-1.150580397519459785e-01,-1.385111994287190063e-01
4.916983396679336238e+01,1.624576091655524079e+00,1.958962308857878254e+00,-1.148877055556255800e-01,-8.804517697166183710e-02
4.918983796759351890e+01,1.622279579367939872e+00,1.956205682034543480e+00,-1.147176381014520241e-01,-2.098826658524815536e-01
4.920984196839368252e+01,1.619986466440249462e+00,1.953453104909154803e+00,-1.145478369423297144e-01,-1.436840150269192151e-01
4.922984596919383904e+01,1.617696747525920298e+00,1.950704571195615022e+00,-1.143783016298956512e-01,-1.724880804249885047e-01
4.924984996999400266e+01,1.615410417283452471e+00,1.947960074613258374e+00,-1.142090317163196311e-01,-1.085571335472915733e-01
4.926985397079415918e+01,1.613127470416599429e+00,1.945219608932398758e+00,-1.140400267574505633e-01,-7.506347009595853992e-02
4.928985797159432281e+01,1.610847901637572965e+00,1.942483167933106714e+00,-1.138712863099088091e-01,-7.812396816818409362e-02
4.930986197239447932e+01,1.608571705666911322e+00,1.939750745405061760e+00,-1.137028099310825463e-01,-9.365827910342831852e-02
4.932986597319464295e+01,1.606298877233472977e+00,1.937022335147546404e+00,-1.135345971791192066e-01,-1.060878056532884584e-01
4.934986997399479947e+01,1.604029411074443523e+00,1.934297930969451906e+00,-1.133666476129324696e-01,-1.363484986062360460e-01
4.936987397479496309e+01,1.601763301935328565e+00,1.931577526689272295e+00,-1.131989607921962543e-01,-7.664657324307630470e-02
4.938987797559511961e+01,1.599500544569960825e+00,1.928861116135110354e+00,-1.130315362773508386e-01,-9.433211241883590614e-02
4.940988197639528323e+01,1.597241133740492813e+00,1.926148693144672075e+00,-1.128643736295963096e-01,-1.381935463297156719e-01
4.942988597719543975e+01,1.594985064217404602e+00,1.923440251565271764e+00,-1.126974724108925352e-01,-1.510844126520080322e-01
4.944988997799560337e+01,1.592732330779496053e+00,1.920735785253826933e+00,-1.125308321839656039e-01,-1.313911096075683349e-01
4.946989397879575989e+01,1.590482928213893699e+00,1.918035288076864076e+00,-1.123644525122993176e-01,-7.991006233792213864e-02
4.948989797959592352e+01,1.588236851316044973e+00,1.915338753910511782e+00,-1.121983329601399515e-01,-7.467252300532800646e-02
4.950990198039608003e+01,1.585994094889723760e+00,1.912646176640508511e+00,-1.120324730924939505e-01,-6.355860768289670060e-02
4.952990598119624366e+01,1.583754653747024399e+00,1.909957550162194373e+00,-1.118668724751278043e-01,-1.351295478271150041e-01
4.954990998199640018e+01,1.581518522708367680e+00,1.907272868380519570e+00,-1.117015306745695602e-01,-1.224972256409666699e-01
4.956991398279656380e+01,1.579285696602494848e+00,1.904592125210035958e+00,-1.115364472581024669e-01,-7.005532346230611274e-02
4.958991798359672032e+01,1.577056170266474489e+00,1.901915314574905480e+00,-1.113716217937756325e-01,-1.047699671455168541e-01
4.960992198439688394e+01,1.574829938545694974e+00,1.899242430408891513e+00,-1.112070538503919792e-01,-8.828041795542707071e-02
4.962992598519704046e+01,1.572606996293871573e+00,1.896573466655367302e+00,-1.110427429975155145e-01,-1.506711618700544153e-01
4.964992998599720408e+01,1.570387338373040009e+00,1.893908417267308630e+00,-1.108786888054678899e-01,-1.219604490297388211e-01
4.966993398679736060e+01,1.568170959653562235e+00,1.891247276207300043e+00,-1.107148908453287062e-01,-1.111885603175787468e-01
4.968993798759752423e+01,1.565957855014121769e+00,1.888590037447528847e+00,-1.105513486889354718e-01,-1.211688338070552456e-01
4.970994198839768075e+01,1.563748019341727469e+00,1.885936694969791549e+00,-1.103880619088841025e-01,-1.227999819982349833e-01
4.972994598919784437e+01,1.561541447531709537e+00,1.883287242765486758e+00,-1.102250300785246606e-01,-1.591952313187847690e-01
4.974994998999800089e+01,1.559338134487724625e+00,1.880641674835623167e+00,-1.100622527719693350e-01,-6.112912767049572677e-02
4.976995399079816451e+01,1.557138075121749843e+00,1.877999985190810683e+00,-1.098997295640805894e-01,-1.054301706157879243e-01
4.978995799159832103e+01,1.554941264354088748e+00,1.875362167851269746e+00,-1.097374600304808490e-01,-1.533366337639284482e-01
4.980996199239848465e+01,1.552747697113365799e+00,1.872728216846822002e+00,-1.095754437475471993e-01,-7.715283568059899677e-02
4.982996599319864117e+01,1.550557368336531683e+00,1.870098126216899193e+00,-1.094136802924126906e-01,-1.072406604980044587e-01
4.984996999399880480e+01,1.548370272968857542e+00,1.867471890010535152e+00,-1.092521692429660046e-01,-8.753750750216501841e-02
4.986997399479896131e+01,1.546186405963941635e+00,1.864849502286373362e+00,-1.090909101778508167e-01,-1.146157745418916879e-01
4.988997799559912494e+01,1.544005762283702454e+00,1.862230957112658736e+00,-1.089299026764619371e-01,-1.321188630439341927e-01
4.990998199639928146e+01,1.541828336898384944e+00,1.859616248567246721e+00,-1.087691463189540131e-01,-1.311896485062617468e-01
