N,D,U,Q,L,L_noisy
6.046028513713663788e-01,1.265874768402624184e+01,3.851829469277139317e+00,1.159278249983202835e+00,1.125669271664823157e+01,1.124367949155348612e+01
1.395534502977723024e-01,1.743775072850624213e+02,1.064042753876541125e+00,1.572089611947177445e+00,2.346186377871667972e+01,2.347435538942250588e+01
3.407774835265336311e+00,4.722993575871321070e+01,7.791622780033125650e+01,1.392421933844822712e+00,5.434735902430961829e+00,5.448777568774914926e+00
8.145376475831717755e+00,2.729284638813285468e+01,4.061235817235028023e+00,1.167208194877945582e+00,7.237747314143875066e+00,7.224954556786586046e+00
3.037088244999032738e-01,2.568184877341291781e+02,7.623362761114022668e+00,1.146761507465244856e+00,1.195673413159023291e+01,1.196282943242509056e+01
2.469661708410986201e+00,5.236337660412171147e+01,4.302892417321793062e+00,1.636344736555296331e+00,8.636211022058168041e+00,8.649087706225127903e+00
1.605213862180786544e+00,1.069223484527098300e+01,1.397797932598729531e+01,1.564819765067255286e+00,7.484747036532035658e+00,7.493511953796334168e+00
4.221663311626316251e+00,4.686277272663135136e+02,1.892164135307549788e+00,1.629948939538688135e+00,1.132395421636956989e+01,1.131450429510361211e+01
2.322750796979087706e+00,2.852829021895947790e+02,4.531131450844858222e+01,1.895169086058315466e+00,6.325991495387097707e+00,6.312372574378620982e+00
2.466891980110676730e-01,6.775387083312286052e+01,6.772739717666402370e+00,1.760515495883308690e+00,1.261708860841092417e+01,1.261628190584105624e+01
1.861382165288273938e-01,8.834229394965805682e+01,5.507536599984968007e+01,1.888365706568510660e+00,1.159264064228760560e+01,1.158802168189843584e+01
4.716542023477957035e-01,3.364937818982653539e+02,1.544504592261272569e+00,1.380677269147954522e+00,1.649627890409787412e+01,1.649653596468191097e+01
2.356441697038446081e-01,3.467113146550041733e+02,8.778288370994179957e+01,1.764213889154579995e+00,1.084204975483693012e+01,1.084135197012002649e+01
1.602331926289512598e+00,1.351756645329615303e+01,1.119136823664131342e+01,1.938470756477949752e+00,7.737497493975607377e+00,7.743097553952070555e+00
1.498756399364744307e-01,3.448854171583513448e+02,3.319525253275021459e+00,1.296298169235307496e+00,1.628471368507787176e+01,1.627942800170296067e+01
2.241636363178601599e+00,4.927358609956822733e+01,2.775251728642570725e+01,1.018405576300469351e+00,6.301010260447718281e+00,6.299706865086140084e+00
3.721172788348896532e+00,1.498855230882329295e+02,9.595793100975934919e+01,1.115569800468009909e+00,5.311993443836237283e+00,5.341984079481234104e+00
1.209745386777169862e-01,5.714098641550309310e+01,1.631904730353774369e+01,1.132991049060523725e+00,1.375603890391496620e+01,1.375504458968457122e+01
5.948768928958800828e+00,1.461068835898829832e+02,3.384321128501591502e+00,1.392263752126441378e+00,8.351171731960432609e+00,8.358834466868419355e+00
4.371329975676326640e+00,5.095650637443637976e+01,3.370316713653983243e+01,1.924303236294193864e+00,5.440713132387390516e+00,5.443888734557073228e+00
1.217157901482155413e-01,1.333827340160650294e+02,9.237643379686079470e+01,1.423124000922439292e+00,1.287998598099063585e+01,1.288245086184044119e+01
1.245156632320343570e+00,1.397932369553014098e+02,4.134628386766934227e+01,1.157771859309100426e+00,7.161392573440195974e+00,7.152551223387228596e+00
1.136050182294083832e-01,1.296903928297574566e+02,7.950809033597181497e+00,1.848557389245478522e+00,1.517534457503021805e+01,1.518088745353055735e+01
8.988736462667799021e-01,6.770864804479545285e+01,2.251560586306025513e+01,1.040750764454914101e+00,7.978378556896857710e+00,7.978129635662707386e+00
1.452584190945077347e-01,1.831160208859214578e+01,4.158365713365531491e+01,1.159282358798566781e+00,1.257867661775892465e+01,1.258711333843434765e+01
1.418242307444399497e+00,1.698047868214583289e+01,2.869065907092215539e+00,1.831323638267700726e+00,1.061759944451533855e+01,1.063836858279318598e+01
1.426209776045769262e-01,2.025511239200225688e+01,1.621058052026152652e+01,1.632288537536578099e+00,1.323506156450252824e+01,1.323716022057706709e+01
1.507865231586544563e-01,7.745165490344757586e+01,2.832585422756780602e+00,1.081945841282685450e+00,1.664690145038719749e+01,1.665476448501065931e+01
8.740394245415838981e+00,5.820515600077973772e+01,3.619049467867085923e+01,1.332697093294769264e+00,4.669662917190858131e+00,4.659673170323633151e+00
4.142727331119949952e+00,1.374681956333642319e+01,1.367320143335760463e+01,1.307431621340579220e+00,6.049125398163919698e+00,6.050536251131153342e+00
2.214579699893874043e+00,3.301907329953565977e+02,2.736943575198963252e+00,1.599498777908577196e+00,1.048192697916630145e+01,1.049768080517584856e+01
3.755837854438479617e+00,7.359476504739407687e+01,3.518649796765124194e+01,1.119088509428647127e+00,5.557312973778826937e+00,5.556950190947242518e+00
2.676786425719138718e-01,6.012687695786230790e+01,1.900273085683434715e+01,1.172755998670286015e+00,1.098604837702190729e+01,1.097991221860712052e+01
1.610867332875990376e-01,1.135139217977028281e+01,4.544502988619982808e+00,1.831752217688960016e+00,1.480415643006047866e+01,1.480645247327667491e+01
4.407208632657912406e-01,3.697645033017792571e+02,1.555764037092743024e+01,1.531615713441986992e+00,1.020872774920075088e+01,1.020711090312260971e+01
3.326364167515216685e+00,1.446850099169529358e+01,7.483766620366898792e+01,1.068862022238016740e+00,5.523564977245241536e+00,5.521387328579741016e+00
3.242315157547192683e+00,1.658689812865055657e+01,7.314366738465229112e+00,1.162990395690241652e+00,6.996855191202711488e+00,6.993355325297321734e+00
2.723945355443506244e+00,1.356181016613364250e+02,9.280741903957350658e+00,1.197281299977530633e+00,7.164989949564766647e+00,7.185081608256077779e+00
6.823003939475099644e-01,3.037673299421833306e+01,5.734264636533323056e+01,1.864985194726074935e+00,8.232132956733941853e+00,8.223646774835305706e+00
1.040831997260172503e+00,9.419757064137685632e+01,2.412361802683794565e+01,1.106854888769265521e+00,7.710503170394842343e+00,7.706596757961312605e+00
3.019973994158753339e+00,1.235791263218989826e+02,3.230649505871776572e+00,1.765964506136663115e+00,9.372002982030348761e+00,9.366520578386392515e+00
1.496398608782259387e+00,3.205591466189389394e+01,4.146762327640109547e+00,1.132417084272828500e+00,9.377973595381476457e+00,9.390594710382325516e+00
2.770882701386619407e-01,3.161672849920194039e+01,2.502311517526321083e+00,1.227733636504623860e+00,1.501955821272837710e+01,1.501698847138150938e+01
8.714571394529032622e-01,2.232541155541395881e+02,1.936300758012065470e+00,1.280669033126613954e+00,1.363991161590634427e+01,1.365317287540378466e+01
7.407745609815646226e+00,2.853139359904917427e+01,8.198164398479947579e+01,1.372766828973028153e+00,4.618927347067419475e+00,4.620809547137748829e+00
8.358752601135750027e+00,4.311325572198030613e+02,1.187334768460316425e+01,1.356049171577889956e+00,5.792432315219647521e+00,5.792414860336350557e+00
1.428618185772773663e-01,1.619874992311902133e+02,4.805620778863578835e+01,1.854651948757197744e+00,1.259555520866340217e+01,1.258116308258750493e+01
1.735249595411853252e-01,1.221337624694763804e+02,1.150398992628277384e+01,1.583410606666115772e+00,1.303559195020203099e+01,1.304792026411966432e+01
1.306259516860281966e-01,2.839409675538844908e+02,1.142805088169931160e+01,1.606790427128945487e+00,1.422539429006491929e+01,1.423101763173222523e+01
1.024813868743620127e+00,2.046977274782546772e+02,2.593752405897772562e+00,1.669734380246169714e+00,1.200151271101719885e+01,1.200577609225408082e+01
6.256168938759453901e+00,1.605516911997825602e+01,2.248935711334003429e+01,1.203114762531792170e+00,5.228751733489824360e+00,5.227789969871268205e+00
1.071166972074317991e+00,9.806223132215383487e+01,1.410295348994768272e+00,1.418435139028045633e+00,1.519905853022123488e+01,1.519510384328058628e+01
4.627425535956717906e-01,5.234326782834663305e+01,3.944742552845576178e+00,1.870166744092507383e+00,1.211622926310143455e+01,1.210376038593090620e+01
5.783857558889548223e+00,9.770123428934280696e+01,2.113789563387560833e+01,1.501833196006888471e+00,5.423227961681805986e+00,5.432897263476344385e+00
3.040234224183119838e-01,1.152974452089665220e+02,4.033057423178343370e+00,1.638503478830546367e+00,1.330886104148473592e+01,1.331176223884458487e+01
1.256173845640315756e+00,7.201400689303201830e+01,2.254674122851347917e+01,1.887265556821640544e+00,7.421373902420596025e+00,7.417994480580420102e+00
5.901263717829422717e+00,1.469065233598579567e+01,4.034612671095381842e+01,1.352161455502024934e+00,5.091354009834110350e+00,5.085262227620284570e+00
5.535439543773578386e+00,1.367357809641966924e+02,7.167433351537580677e+01,1.144806408163950628e+00,4.940231396405807551e+00,4.941603732848097508e+00
1.838035232358614102e-01,1.095076778318874631e+02,3.827583763302361319e+01,1.764058349850639029e+00,1.179819601018851394e+01,1.179749939428558925e+01
4.075212926696690774e-01,2.979586898600209821e+01,1.595596424322924145e+00,1.240534538914076279e+00,1.638499704847630412e+01,1.640163814754805571e+01
6.539568819677059608e-01,1.364244165561340338e+01,1.253894777118647319e+01,1.934585045261666192e+00,9.323062915259283656e+00,9.331014744097620550e+00
3.507978407726719983e+00,3.663263637482093600e+02,3.008226230114914745e+00,1.669965988745042207e+00,9.510623861815162172e+00,9.504876587132324417e+00
2.362487087127149277e+00,1.508810323177665964e+02,2.872509776405795634e+00,1.554720608336946697e+00,1.011927101543171936e+01,1.010842906842647260e+01
1.184297151782554236e+00,7.878747333868852820e+01,6.939251175868686516e+01,1.567073805998048464e+00,7.023968462295285597e+00,7.021823890046944072e+00
5.671756631869110388e-01,7.468494293374980941e+01,4.476254582668317994e+01,1.211581075970971311e+00,8.597635681523453144e+00,8.588735225295918596e+00
3.748188402223063820e-01,1.855629535845900691e+01,1.457757614682392733e+00,1.855324533011639687e+00,1.723220694656510688e+01,1.723318436724577296e+01
1.461991861113995261e+00,2.083948170624024598e+01,3.638930819143997297e+01,1.530392122573267955e+00,6.938551128620882302e+00,6.942811694897116581e+00
4.051685808279685830e+00,2.262143622503734548e+02,3.963433861318912843e+00,1.192540655312715137e+00,8.335221542828238128e+00,8.341807898378659658e+00
5.041527273178231239e-01,1.177440291101907732e+01,8.923117555685779578e+00,1.283623092565058244e+00,1.009919062276857105e+01,1.010358155914888911e+01
3.701222232365721787e-01,4.227057416842527715e+01,1.951696208775003072e+01,1.310624619434678673e+00,1.004924768060108775e+01,1.004757898350260703e+01
1.046171629972898337e-01,4.215545271401828131e+02,1.953305571046926925e+00,1.752744711307737013e+00,2.015303902726782326e+01,2.015928596879421164e+01
1.662498774381395983e-01,2.180857790897661275e+01,7.369054323061321021e+00,1.268093164532734018e+00,1.352727537355558773e+01,1.351863289116054112e+01
1.830214785324223437e-01,1.853762872227446223e+01,8.515822501801149969e+00,1.309315773402888183e+00,1.298643488520192335e+01,1.298590664541789685e+01
7.318305311188623152e-01,2.338919784138600022e+01,2.859710286186843575e+01,1.486630431357060855e+00,8.292197117528461447e+00,8.300583282003511698e+00
3.561795822912142917e+00,2.274790436523033677e+01,1.428355128409651087e+01,1.903125745725374962e+00,6.241679541098133832e+00,6.244826593000608383e+00
6.438304336733341460e-01,1.264501525199524821e+02,1.430975177545769306e+00,1.757210563857882324e+00,1.627924562210659687e+01,1.626680637125878803e+01
1.959230259991395218e-01,2.607221954376681694e+01,1.279379669474595138e+00,1.039927730512095971e+00,2.023077325991096131e+01,2.021950008577766056e+01
2.166919310539809629e-01,6.377070451433745291e+01,1.431183943913596712e+00,1.375467337381302446e+00,1.917801581795687582e+01,1.916214921032026552e+01
8.049516917612731248e+00,3.113917512010651762e+02,3.180840402036035020e+00,1.582417636014554541e+00,8.344398433257692815e+00,8.362729025168128771e+00
1.739275829093040793e+00,1.587312680117702079e+01,6.200412306914739702e+01,1.485028208413838868e+00,6.541101479548771636e+00,6.525899384373340162e+00
3.917031691701620133e-01,2.078266117474224473e+01,1.639390421011028209e+01,1.906801300580253766e+00,1.018282726773304425e+01,1.018174694740642749e+01
4.885760105278697196e+00,2.079768073118161809e+01,8.329587009030877454e+00,1.965078253988986390e+00,6.444868892118664760e+00,6.463541350251712281e+00
7.850349553817044246e+00,8.364850013912356985e+01,3.507726821525051264e+01,1.149897918284598752e+00,4.800140534487899124e+00,4.811223672847601662e+00
1.239963045235685790e+00,6.310956056688387150e+01,7.647622912369094195e+01,1.868104519744905545e+00,6.947331261145654580e+00,6.960819391534665890e+00
8.055389739943027427e-01,2.261916297664916442e+01,5.347023456663023211e+01,1.130758093788697405e+00,7.816712067841138811e+00,7.812042544655773746e+00
5.930917630829958265e-01,1.057142160349968663e+02,1.384031740793290055e+00,1.332739425908535669e+00,1.661445331756624455e+01,1.662216786993539941e+01
5.625711336664481754e-01,9.984530574890753485e+01,9.875163693203830917e+00,1.773233938380322616e+00,9.904146837704988826e+00,9.934928670177374244e+00
5.348930053184169253e+00,1.800642465598484065e+01,6.493041165589610308e+00,1.132803040007090978e+00,6.595844794404913891e+00,6.595810512229504319e+00
2.656035147119577555e+00,6.213349037142705100e+01,2.756121524743188189e+01,1.064751429306575403e+00,6.093788916814561141e+00,6.098256982931965275e+00
6.656370386655120264e+00,9.310793823486142173e+01,2.980375668753363883e+01,1.119463425850437233e+00,5.048234593008105620e+00,5.045418632743697174e+00
1.164588034709743425e-01,1.013832479758796978e+02,8.446124443674507631e+01,1.897824760770313368e+00,1.310054015117065340e+01,1.310074807470018321e+01
1.834087917348240782e-01,2.886645076420018441e+01,4.418879775298307777e+00,1.872266118003939273e+00,1.437532938451324860e+01,1.437940963914008741e+01
1.120675272011989465e+00,3.360580953464676668e+01,2.415415345272837300e+01,1.236112186152292125e+00,7.488593638484176473e+00,7.502807394918701966e+00
1.492749128765374245e+00,1.797244519972802124e+01,4.505614969729563768e+01,1.984197096422836148e+00,6.984710598479859200e+00,6.976055851098608152e+00
7.251627505557954878e-01,3.889057958456157138e+01,6.595337864369304270e+01,1.079453511558323031e+00,7.931707166073478810e+00,7.917773283640525683e+00
1.084287447115594771e+00,1.383085855135802689e+01,5.104336037504522139e+00,1.825210234400651110e+00,9.483801873588763698e+00,9.484412838485583919e+00
6.348613314323970691e+00,3.360166074455952412e+01,4.140624224987031532e+00,1.311804785581763610e+00,7.476750602180803007e+00,7.479160899768459991e+00
1.335805949690129335e+00,1.927558254435312435e+01,2.868776742120293832e+01,1.822005584839863523e+00,7.270439495639783978e+00,7.284911734016215057e+00
3.343038644665491943e-01,1.736680149300018172e+02,5.470974203549538117e+01,1.120857766713148296e+00,9.903158999940687934e+00,9.910696670513960527e+00
9.992708616457165460e-01,2.487829543089315010e+01,3.773418083374831866e+00,1.073254069368364316e+00,1.032929122693305679e+01,1.032341015648704996e+01
3.938857819587534559e-01,1.447765721167768938e+01,6.071528197954315864e+00,1.469194926936394197e+00,1.130600514445639071e+01,1.131203672294281048e+01
1.823899094253060627e+00,5.069317692003561149e+01,5.583088347291664633e+01,1.857129862486868621e+00,6.410897107244389659e+00,6.422423530642793921e+00
1.495343787364544763e+00,3.210983804478569681e+01,6.864548820713922694e+00,1.343553120207261031e+00,8.288198677984654594e+00,8.291426297058347217e+00
2.606492097957803011e+00,1.309717960314238283e+01,2.882308921841770122e+00,1.264907869059900047e+00,9.570423519618676877e+00,9.567390944011314957e+00
8.872785980352922763e+00,1.735522829585734428e+02,2.489879592385128859e+01,1.538093479587742785e+00,5.012658910801579992e+00,5.019790906409300035e+00
9.937636971024617072e-01,4.443080830919146251e+02,6.791501557920413212e+00,1.401438554740066511e+00,9.468061367185541144e+00,9.464876490348467897e+00
1.188975754826944592e-01,5.334746486732444026e+01,1.420425283829354068e+00,1.012534574459321046e+00,2.136035964839614465e+01,2.134204935455459662e+01
9.768998365087496749e-01,2.016139112388783516e+01,1.111148066197650941e+00,1.396859568753483494e+00,1.717842127340725966e+01,1.719208906773227241e+01
1.037158956054002434e+00,3.562457799068561570e+01,3.960776442950065501e+01,1.740210925363731453e+00,7.473292348493785653e+00,7.460748803281243013e+00
3.814934666876110381e+00,3.468368345950472644e+02,1.772682370561485854e+01,1.053185796308311772e+00,6.206288244834237133e+00,6.203289098746141761e+00
7.167669105541444097e+00,3.417585102207003160e+02,6.625236149782518957e+00,1.977013421355290346e+00,6.793731662857802611e+00,6.790913342031017486e+00
2.101142019019967555e-01,2.343601886062706683e+02,1.295394481957102428e+01,1.432838208512288602e+00,1.238175701759642422e+01,1.237874020808109599e+01
5.913277714639161076e+00,2.835916893177386910e+01,3.519135287884781604e+01,1.837188514807049033e+00,5.136226791799869851e+00,5.133708756748394997e+00
2.214668702005327949e-01,1.282692290042719208e+02,1.454133102516700227e+01,1.991008069031476424e+00,1.200860457055671304e+01,1.199452486279414742e+01
1.515232194662712972e+00,7.581604060705927850e+01,6.554007031192197985e+01,1.788961979106279632e+00,6.641915698406521962e+00,6.647489472261770338e+00
1.021730629491182374e-01,2.387223127298468128e+01,1.692705780797514770e+00,1.588287392986476698e+00,2.071680938247277126e+01,2.071739262967066963e+01
4.897595998322675115e+00,1.969665794740828915e+02,8.495244461050887708e+01,1.494408661322972565e+00,5.078513353045890355e+00,5.079208782441007486e+00
6.673326861469168758e-01,1.389545502585036161e+02,5.353494810583536712e+00,1.096997447592143793e+00,1.055193127531276254e+01,1.056294635859185327e+01
2.712833036930711317e-01,4.378637756052283407e+02,2.387317892407680375e+01,1.874544795579764056e+00,1.122680355424572163e+01,1.123809044970272630e+01
7.804168458717711587e+00,1.152981605930982667e+01,1.711370504635632273e+01,1.562332734918645549e+00,5.337627244536137461e+00,5.351302489454472955e+00
1.484740410928857002e-01,4.836397136691834362e+02,1.562458527041139300e+00,1.725600304225928028e+00,2.014702200579628766e+01,2.016581035142976219e+01
5.057211732255701975e-01,1.540799607830985565e+02,1.015569703456907291e+01,1.594811926371574762e+00,1.019396879246843035e+01,1.019878153169489998e+01
8.558927181937694417e-01,2.101573330761039315e+01,7.362541950924987866e+00,1.031675267938020557e+00,9.122860019149117150e+00,9.107757856432417753e+00
3.375375429104786051e-01,2.383873600998797428e+02,2.059398025234115082e+00,1.165263045753788695e+00,1.561293254927156049e+01,1.561533984485025428e+01
5.193362105071843704e-01,2.637468472887567259e+02,1.609367861369580988e+00,1.123285802405444622e+00,1.590133899401292261e+01,1.590174712556598458e+01
4.874051485122180338e+00,4.522357956391410738e+01,1.399341171166700448e+01,1.543087223901917326e+00,5.829343741446728622e+00,5.830312397686920001e+00
2.473835005333729076e-01,2.391361507886755078e+02,4.473270715652968299e+00,1.445533350515000093e+00,1.370778303067074155e+01,1.370205817004679538e+01
1.299118835907448810e+00,7.846992622858098798e+01,1.077029644144335307e+01,1.954064651487299020e+00,8.068663620812476012e+00,8.060053878804618321e+00
2.659304286035678033e-01,2.901079665588007970e+02,1.859380591680924866e+01,1.302143027849095080e+00,1.133274141181511752e+01,1.134098467505641494e+01
1.732408486637265321e+00,3.511438749935626333e+02,2.745862143915223896e+01,1.320761555728416692e+00,7.035910251472794030e+00,7.045888786404253423e+00
3.168223270181304563e-01,1.874390868578132086e+01,2.742058883017930437e+00,1.175259075137242037e+00,1.413223347225940607e+01,1.412133459675476921e+01
4.273357451232068782e-01,5.549636486561592363e+01,9.118680996450200027e+00,1.584071488207917877e+00,1.053628822252946406e+01,1.054196325291626835e+01
1.131307877482730539e+00,4.004768998807309117e+02,2.346208315562873015e+00,1.126917911265616024e+00,1.217483524505773573e+01,1.217342433947528235e+01
3.188527107952136563e-01,3.168189720637687046e+01,4.034833601218150534e+01,1.142950239461646422e+00,1.005209995342117857e+01,1.004850088391486196e+01
2.879173792535471677e+00,1.810129331895834781e+01,8.269086948530369341e+01,1.149406102825020426e+00,5.676602351163020366e+00,5.683723309125297440e+00
2.813066821570413545e-01,3.023750225229148327e+02,7.442961335255556321e+01,1.332841090332665068e+00,1.035380824555996782e+01,1.035357214381404489e+01
4.727658518202304094e+00,1.015187889525989284e+01,6.752040867709180105e+00,1.850431897198428599e+00,6.958258000827583167e+00,6.952989045626310372e+00
2.521188457055282495e+00,3.317885782593972976e+02,1.299569326884229659e+00,1.943528654774004938e+00,1.456383344288420112e+01,1.456466005261732377e+01
1.813229894527341179e-01,2.003830475903428621e+01,2.145097490199917445e+01,1.482026124379807408e+00,1.217579295245491267e+01,1.215608944510197453e+01
1.097262327451875796e+00,5.010622366562746777e+01,7.672913777467700314e+00,1.234013204343963999e+00,8.713780303215912681e+00,8.708112504178583180e+00
1.356436354623707652e-01,2.934600835771476568e+02,1.151428452319980256e+00,1.778449719353957015e+00,2.290518261395601840e+01,2.290103234564884005e+01
2.209576002332331868e-01,1.030069495309869687e+01,8.581191483646538387e+00,1.077074376030577429e+00,1.239452742589531553e+01,1.238078368595789058e+01
4.224587606128762940e-01,2.179019563660756376e+02,4.216774959321207916e+01,1.393404202658237612e+00,9.484333617462105792e+00,9.486330155754448157e+00
2.604383284327833170e+00,1.451172878806646693e+01,1.871155276928166744e+00,1.742697303111838014e+00,1.162401685770218585e+01,1.162691966361992257e+01
1.724097649736798799e+00,1.225006488466162011e+02,8.987372735681907443e+01,1.108182829926627422e+00,6.345881326263971722e+00,6.340057653204693722e+00
1.158949800035365518e+00,4.353928410404184746e+01,2.233419736375175546e+01,1.076756036880301304e+00,7.468037448697738334e+00,7.466520028797694941e+00
2.315939983691628901e-01,5.351617039443507196e+01,3.749237288274205770e+00,1.682970811202149086e+00,1.421103364611118813e+01,1.421793856425697022e+01
3.934886819021590210e-01,2.951068641501003071e+02,1.795171039259435775e+00,1.220512575456862869e+00,1.597556536927133486e+01,1.598632713757173107e+01
2.361136806554342105e+00,1.155934016373133915e+02,1.241271455370108523e+00,1.695646453401044917e+00,1.490067836864999506e+01,1.489323232803410768e+01
9.575732975499635646e-01,2.104218662767022607e+01,2.703908371256741816e+01,1.357273568105968220e+00,7.772576715064612785e+00,7.776112478471578271e+00
4.418556883786698419e-01,1.950905118227297308e+01,2.773091901540695847e+00,1.668825042744678688e+00,1.322891007915841577e+01,1.323941774003468907e+01
1.374094318568330197e-01,4.711336540486517066e+01,1.037390750541827877e+01,1.772692149072664813e+00,1.381231655044623174e+01,1.381214051421624589e+01
1.236165665651223766e-01,5.341868015127513303e+01,1.970609784368477113e+00,1.359535697974289414e+00,1.912352820904964190e+01,1.911592723320138987e+01
7.059755983334421003e+00,3.453615978399658815e+01,7.249843041926366993e+01,1.450324072543005549e+00,4.683767249022806389e+00,4.676204183322500540e+00
6.793237789019762607e-01,6.855678450771470978e+01,1.182357998263432464e+00,1.657651902897420371e+00,1.760748944212084410e+01,1.760436068146873367e+01
6.099380119645154252e+00,3.392425586326218934e+01,6.146493014848242176e+00,1.643469632696793470e+00,6.652036838957241294e+00,6.641790122978635580e+00
3.058248986765650934e-01,1.473721464484563271e+01,5.050851584261105032e+00,1.559023632561856498e+00,1.238287691698921122e+01,1.240307758768727098e+01
1.515579393267943775e+00,2.087114518519313435e+02,1.531838096823352702e+00,1.459119005974497174e+00,1.403948104715621881e+01,1.403384510458818113e+01
3.243284355721064993e-01,1.176146310746402435e+02,1.943594988335104645e+01,1.385743874900576600e+00,1.055815802436141482e+01,1.056199521743929992e+01
5.819341477530390883e+00,3.174509115282501170e+02,6.495397664214942779e+01,1.197657414991867952e+00,5.057262077449760085e+00,5.059141762776926399e+00
2.802118061923468129e-01,1.143617897973855264e+02,2.958116612577000204e+00,1.901665091618641501e+00,1.461575197224986411e+01,1.462216194708779149e+01
1.234552736715480936e+00,1.468430922011404860e+01,1.294458813242923556e+00,1.657433612736950890e+00,1.535899255549065856e+01,1.535517137891982031e+01
8.566767904784368781e+00,3.340104419477844289e+01,1.990967537857138980e+00,1.339501248601257632e+00,9.981212336358854742e+00,9.968247532139706379e+00
2.884901581436709161e+00,1.611931737354288074e+01,4.457036408254509752e+00,1.873617743802608926e+00,8.209140321625771008e+00,8.225537498030691452e+00
1.285373654167656587e+00,1.772210090781931626e+02,3.768077821773051994e+01,1.408760019399676544e+00,7.207317420074874192e+00,7.206542227052069371e+00
5.351190337575704170e-01,1.348605888878518044e+01,1.760803477731752764e+01,1.846511606451038512e+00,9.488287364711537109e+00,9.489457346150228290e+00
1.148119335402763230e+00,4.792483517343962518e+01,1.974683048286206954e+01,1.175078693295759091e+00,7.580939782917298864e+00,7.582943385222849386e+00
1.018425356589290481e-01,1.439963183544704606e+01,8.788477007033009158e+01,1.673441983929409016e+00,1.394433767455351969e+01,1.395695446913533999e+01
1.825581373385365136e-01,1.723871910935691005e+02,7.114240641073766369e+01,1.016777948172719936e+00,1.156695810407398106e+01,1.157464878281087550e+01
3.615748427619328020e-01,2.305169904618017185e+01,3.804195780511788172e+01,1.832837038320739520e+00,9.911532414278289238e+00,9.923273057414071729e+00
1.240728842563860596e-01,7.822693525793479807e+01,9.847733467762473936e+00,1.862619718173053052e+00,1.437282130481126607e+01,1.438104963329546138e+01
2.995478962160189051e-01,2.793013988620725740e+01,5.679766913488971447e+00,1.990053446719251440e+00,1.224656988702703586e+01,1.224810835403198972e+01
6.953304329714681264e-01,3.849352706693314019e+01,1.803045376278590073e+00,1.987039643037848080e+00,1.444283519117031211e+01,1.444538787910970790e+01
5.203918377309772580e+00,7.616817953041805822e+01,1.860462044106766522e+00,1.246427982454266115e+00,1.095042474951534928e+01,1.094300709807580141e+01
6.887833767180657318e+00,7.670215394468704062e+01,4.096067631853675728e+00,1.308277062487711140e+00,7.553048177009225483e+00,7.533676610517727745e+00
1.099749338925501696e-01,1.153388513088902023e+01,7.000815470952887587e+00,1.053591302331113866e+00,1.515503268282327554e+01,1.515265500149710576e+01
8.313738352103730023e-01,7.637983966578391914e+01,1.250280905920058805e+00,1.547714810470150582e+00,1.666853384134946836e+01,1.665782052307411121e+01
2.327996135339723605e+00,3.475992018113943516e+01,1.011918904844968825e+00,1.947538732208616619e+00,1.672409438954761285e+01,1.674998078487302777e+01
3.196585722174441813e+00,2.393597559215272952e+01,2.092182920621434405e+01,1.809962677118543972e+00,6.094072512222829197e+00,6.109676729076257473e+00
2.082677420333923779e-01,1.166370600374902189e+01,9.073786190970738019e+00,1.923899561701744698e+00,1.278949520270743889e+01,1.280121705941489019e+01
1.033887299017343386e-01,9.970201737901756189e+01,1.058407053154005162e+01,1.083694337590941359e+00,1.497544560856865736e+01,1.496995379293051798e+01
3.153273892839544290e-01,4.321619532815300602e+01,4.346539100277877310e+01,1.305755633241430846e+00,1.005971538326033432e+01,1.008031855594094139e+01
4.250110320815665421e-01,8.605598498471229618e+01,5.985188126393369856e+01,1.813393070587271172e+00,9.220353643902726049e+00,9.203327311717439230e+00
2.367694879166525046e-01,2.457027504116738115e+01,1.579242025706003183e+01,1.779181300656432541e+00,1.156235374917969239e+01,1.155028485174465480e+01
2.760329053835998137e-01,1.987236773923627808e+01,1.211032075023792398e+00,1.428618985193415458e+00,1.958981500529284858e+01,1.958202177526686327e+01
2.108631536180637145e+00,1.150344947821609942e+01,1.440078104608959686e+00,1.129212563522693280e+00,1.353856040965555252e+01,1.352899588001115561e+01
2.776245070374629420e-01,2.904350344004348017e+01,6.115781250116860690e+00,1.052205286776189963e+00,1.224333259734505042e+01,1.224467331614200383e+01
2.386127598696285990e-01,2.321142506629776037e+01,2.793338797004978247e+01,1.894182002214500393e+00,1.123031483377649664e+01,1.123226890510319897e+01
3.480870863654433323e-01,7.870835270912438375e+01,3.467408112917227836e+00,1.614343703838899025e+00,1.332161886273062734e+01,1.334073432736901665e+01
8.143212554791030566e-01,1.320026810829932096e+01,3.771983669878217427e+01,1.975903924953490653e+00,8.254743103024217987e+00,8.264732495590745742e+00
2.490960229057387898e-01,3.814713497925175716e+02,9.779880699705676861e+00,1.244806841481770121e+00,1.223997668701663954e+01,1.225220114308998731e+01
9.800229466551563240e-01,3.824557726920694449e+02,2.353476570626626696e+01,1.464292071107423876e+00,8.145088584833851897e+00,8.149288867650348323e+00
7.480626532964295805e+00,1.649454209569918248e+02,1.099124255508989734e+00,1.376531149603703374e+00,1.445801347768497358e+01,1.445655688930793659e+01
4.400728153666928932e+00,3.342745268882559913e+02,5.843405435337724185e+01,1.266646797881663566e+00,5.411606606545307230e+00,5.404758384617552203e+00
