t,Psi,phi,dPsi_dt,dPsi_dt_noisy
1.455291058211642152e+01,9.654669179824354464e-01,2.448625353067676313e-01,-3.774778634454967197e-05,-8.168357769509982866e-03
1.455891178235646954e+01,9.654666917946771454e-01,2.448647673146432946e-01,-3.763323124966050370e-05,-1.184751237901187325e-02
1.456491298259651757e+01,9.654664662932139763e-01,2.448669925492130972e-01,-3.751902372949034170e-05,-1.296236590179145401e-02
1.457091418283656559e+01,9.654662414759634936e-01,2.448692110310588255e-01,-3.740516273369187683e-05,4.186391335212095305e-03
1.457691538307661361e+01,9.654660173407872970e-01,2.448714227812653355e-01,-3.729164717436450616e-05,1.105726695298145032e-02
1.458291658331666163e+01,9.654657938854640520e-01,2.448736278216304685e-01,-3.717847590134493174e-05,-3.656013964965642606e-03
1.458891778355670965e+01,9.654655711079510594e-01,2.448758261723065488e-01,-3.706564787775423753e-05,7.828757074319177972e-03
1.459491898379675767e+01,9.654653490062194976e-01,2.448780178533105090e-01,-3.695316207322218993e-05,9.045015935813515220e-03
1.460092018403680569e+01,9.654651275782459852e-01,2.448802028846089884e-01,-3.684101746165985292e-05,1.680276890903421166e-02
1.460692138427685371e+01,9.654649068220122476e-01,2.448823812861182780e-01,-3.672921301933751437e-05,-1.900210136964846632e-03
1.461292258451690174e+01,9.654646867355050066e-01,2.448845530777043755e-01,-3.661774772520387522e-05,-3.530781470974250682e-03
1.461892378475694976e+01,9.654644673167160907e-01,2.448867182791830410e-01,-3.650662055988684873e-05,4.175954464631612649e-03
1.462492498499699778e+01,9.654642485636426574e-01,2.448888769103196306e-01,-3.639583050782380091e-05,9.393723434230623988e-04
1.463092618523704580e+01,9.654640304742867496e-01,2.448910289908292348e-01,-3.628537655603336631e-05,2.984085326349330408e-03
1.463692738547709382e+01,9.654638130466557389e-01,2.448931745403766791e-01,-3.617525769328971963e-05,1.292940930233901602e-02
1.464292858571714184e+01,9.654635962787617709e-01,2.448953135785764124e-01,-3.606547291147566003e-05,-4.328775079491514050e-03
1.464892978595718986e+01,9.654633801686225425e-01,2.448974461249926182e-01,-3.595602120570057236e-05,2.129424954222517829e-03
1.465493098619723789e+01,9.654631647142606354e-01,2.448995721991391872e-01,-3.584690157279468714e-05,-9.848240043811859815e-03
1.466093218643728591e+01,9.654629499137037385e-01,2.449016918204796889e-01,-3.573811301282869834e-05,-1.630104714224543715e-03
1.466693338667733393e+01,9.654627357649846475e-01,2.449038050084273443e-01,-3.562965452811456268e-05,-6.768721700707294384e-03
1.467293458691738195e+01,9.654625222661414874e-01,2.449059117823451370e-01,-3.552152512448225607e-05,-7.610946057619729678e-03
1.467893578715742997e+01,9.654623094152173790e-01,2.449080121615457295e-01,-3.541372380921198326e-05,-2.232560807438335130e-03
1.468493698739747799e+01,9.654620972102603282e-01,2.449101061652914635e-01,-3.530624959266481788e-05,-4.500838789443328478e-03
1.469093818763752601e+01,9.654618856493237811e-01,2.449121938127943321e-01,-3.519910148814392459e-05,3.680563985093370568e-03
1.469693938787757403e+01,9.654616747304662905e-01,2.449142751232161186e-01,-3.509227851167945333e-05,8.003263014295628960e-03
1.470294058811762206e+01,9.654614644517511834e-01,2.449163501156682299e-01,-3.498577968097382751e-05,-1.495861027478080814e-02
1.470894178835767008e+01,9.654612548112474490e-01,2.449184188092118075e-01,-3.487960401787892906e-05,9.998705993580490545e-03
1.471494298859771810e+01,9.654610458070287393e-01,2.449204812228576167e-01,-3.477375054579401326e-05,-2.229834430402601389e-02
1.472094418883776612e+01,9.654608374371739243e-01,2.449225373755662405e-01,-3.466821829080368733e-05,2.439856301991947737e-03
1.472694538907781414e+01,9.654606296997672032e-01,2.449245872862478302e-01,-3.456300628243424988e-05,7.068376765798558593e-03
1.473294658931786216e+01,9.654604225928976602e-01,2.449266309737622993e-01,-3.445811355165528944e-05,-6.541588366034462379e-03
1.473894778955791018e+01,9.654602161146597084e-01,2.449286684569192407e-01,-3.435353913355809752e-05,-2.325350221442682667e-03
1.474494898979795821e+01,9.654600102631525349e-01,2.449306997544779263e-01,-3.424928206401806063e-05,-7.851969174321696276e-03
1.475095019003800623e+01,9.654598050364808781e-01,2.449327248851473904e-01,-3.414534138370534100e-05,8.913364186604207789e-03
1.475695139027805425e+01,9.654596004327543612e-01,2.449347438675862632e-01,-3.404171613416440145e-05,-3.175571763314401219e-02
1.476295259051810227e+01,9.654593964500876035e-01,2.449367567204029095e-01,-3.393840536002057373e-05,-9.745997766889851269e-03
1.476895379075815029e+01,9.654591930866006644e-01,2.449387634621554288e-01,-3.383540810963925338e-05,-1.940376167314059042e-02
1.477495499099819831e+01,9.654589903404184881e-01,2.449407641113515721e-01,-3.373272343251687566e-05,1.850233332910170090e-03
1.478095619123824633e+01,9.654587882096712370e-01,2.449427586864487971e-01,-3.363035038134176702e-05,1.295855520344933384e-02
1.478695739147829435e+01,9.654585866924941806e-01,2.449447472058542130e-01,-3.352828801216761745e-05,1.188224442589607202e-02
1.479295859171834238e+01,9.654583857870275843e-01,2.449467296879247191e-01,-3.342653538266487923e-05,6.648083740502079737e-03
1.479895979195839040e+01,9.654581854914169314e-01,2.449487061509668107e-01,-3.332509155327956218e-05,2.448938750390304911e-03
1.480496099219843842e+01,9.654579858038130347e-01,2.449506766132367452e-01,-3.322395558782997860e-05,-7.693840953355693402e-03
1.481096219243848644e+01,9.654577867223714804e-01,2.449526410929404319e-01,-3.312312655233407011e-05,1.215100605648765375e-02
1.481696339267853446e+01,9.654575882452530733e-01,2.449545996082335142e-01,-3.302260351502328550e-05,6.200118682656618856e-03
1.482296459291858248e+01,9.654573903706238358e-01,2.449565521772212873e-01,-3.292238554741810930e-05,-8.475979952253874516e-03
1.482896579315863050e+01,9.654571930966548976e-01,2.449584988179587530e-01,-3.282247172400887258e-05,-1.282846921876251017e-02
1.483496699339867853e+01,9.654569964215223843e-01,2.449604395484506481e-01,-3.272286112016714599e-05,-6.319482002321080358e-03
1.484096819363872655e+01,9.654568003434077506e-01,2.449623743866513326e-01,-3.262355281630907600e-05,1.078550650530941436e-02
1.484696939387877457e+01,9.654566048604972250e-01,2.449643033504649292e-01,-3.252454589330183721e-05,1.247607877237734419e-02
1.485297059411882259e+01,9.654564099709826985e-01,2.449662264577452120e-01,-3.242583943647431299e-05,1.612552929709594463e-02
1.485897179435887061e+01,9.654562156730605027e-01,2.449681437262956618e-01,-3.232743253255704330e-05,-7.786552549861624518e-03
1.486497299459891863e+01,9.654560219649327424e-01,2.449700551738694665e-01,-3.222932427148633705e-05,-3.630794313070523621e-03
1.487097419483896665e+01,9.654558288448061854e-01,2.449719608181694652e-01,-3.213151374584916065e-05,1.379490975151960279e-02
1.487697539507901467e+01,9.654556363108929284e-01,2.449738606768482596e-01,-3.203400005033496534e-05,2.168517549369259299e-03
1.488297659531906270e+01,9.654554443614101755e-01,2.449757547675080749e-01,-3.193678228314428269e-05,7.610275182705160575e-03
1.488897779555911072e+01,9.654552529945800154e-01,2.449776431077008987e-01,-3.183985954376827854e-05,-1.324131281705673464e-02
1.489497899579915874e+01,9.654550622086301992e-01,2.449795257149283700e-01,-3.174323093644432214e-05,-3.725663305693423417e-03
1.490098019603920676e+01,9.654548720017929186e-01,2.449814026066418071e-01,-3.164689556607591658e-05,-1.895367196494249543e-04
1.490698139627925478e+01,9.654546823723060278e-01,2.449832738002422627e-01,-3.155085254089029512e-05,-3.570712558580816341e-03
1.491298259651930280e+01,9.654544933184121547e-01,2.449851393130804689e-01,-3.145510097200820976e-05,-4.168761797422301796e-03
1.491898379675935082e+01,9.654543048383592563e-01,2.449869991624568644e-01,-3.135963997329821451e-05,-1.635476005339333433e-02
1.492498499699939885e+01,9.654541169304003967e-01,2.449888533656215395e-01,-3.126446866062726482e-05,1.627977723183057432e-02
1.493098619723944687e+01,9.654539295927936360e-01,2.449907019397743191e-01,-3.116958615317910741e-05,1.458683396611041433e-03
1.493698739747949489e+01,9.654537428238022523e-01,2.449925449020647350e-01,-3.107499157216364605e-05,-1.456413290272136514e-02
1.494298859771954291e+01,9.654535566216945197e-01,2.449943822695919704e-01,-3.098068404205206461e-05,1.077655533827401833e-02
1.494898979795959093e+01,9.654533709847440415e-01,2.449962140594048876e-01,-3.088666268891843147e-05,6.934532687804906108e-04
1.495499099819963895e+01,9.654531859112293057e-01,2.449980402885021391e-01,-3.079292664290994574e-05,7.207427653624086904e-03
1.496099219843968697e+01,9.654530013994341298e-01,2.449998609738320010e-01,-3.069947503601955230e-05,-1.872320929716311116e-03
1.496699339867973499e+01,9.654528174476473268e-01,2.450016761322924286e-01,-3.060630700292554796e-05,-7.760259762827010147e-03
1.497299459891978302e+01,9.654526340541628171e-01,2.450034857807310840e-01,-3.051342168092219254e-05,-7.504014150783502694e-03
1.497899579915983104e+01,9.654524512172797390e-01,2.450052899359453917e-01,-3.042081820986419771e-05,3.529892089446698064e-03
1.498499699939987906e+01,9.654522689353023379e-01,2.450070886146823446e-01,-3.032849573284673861e-05,7.851587689413330393e-03
1.499099819963992708e+01,9.654520872065398551e-01,2.450088818336387808e-01,-3.023645339481767502e-05,5.010998382628951107e-03
1.499699939987997510e+01,9.654519060293067501e-01,2.450106696094610792e-01,-3.014469034348654652e-05,6.577922393825430536e-03
1.500300060012002312e+01,9.654517254019225891e-01,2.450124519587454364e-01,-3.005320573008091189e-05,1.216910537668675595e-02
1.500900180036007114e+01,9.654515453227120458e-01,2.450142288980376726e-01,-2.996199870754223671e-05,3.026321490104752140e-03
1.501500300060011917e+01,9.654513657900049006e-01,2.450160004438333150e-01,-2.987106843129611056e-05,1.021126325311963283e-02
1.502100420084016719e+01,9.654511868021361520e-01,2.450177666125776255e-01,-2.978041406059839247e-05,1.126498077446960906e-02
1.502700540108021521e+01,9.654510083574457946e-01,2.450195274206654894e-01,-2.969003475575965334e-05,3.136545327523321963e-03
1.503300660132026323e+01,9.654508304542790409e-01,2.450212828844415269e-01,-2.959992968149666170e-05,-5.296450306264796799e-04
1.503900780156031125e+01,9.654506530909859885e-01,2.450230330202000928e-01,-2.951009800328252553e-05,-4.098425405490616936e-03
1.504500900180035927e+01,9.654504762659222861e-01,2.450247778441851654e-01,-2.942053889104512265e-05,-1.176474497182768315e-02
1.505101020204040729e+01,9.654502999774483563e-01,2.450265173725904577e-01,-2.933125151607235415e-05,-1.529105533291067603e-02
1.505701140228045531e+01,9.654501242239297287e-01,2.450282516215593620e-01,-2.924223505260115097e-05,1.342673717326682038e-02
1.506301260252050334e+01,9.654499490037373732e-01,2.450299806071849495e-01,-2.915348867817829648e-05,1.804608143151495891e-04
1.506901380276055136e+01,9.654497743152469225e-01,2.450317043455100263e-01,-2.906501157164814719e-05,-5.160845324399999760e-03
1.507501500300059938e+01,9.654496001568395602e-01,2.450334228525270774e-01,-2.897680291565063460e-05,1.611403555963411907e-02
1.508101620324064740e+01,9.654494265269014663e-01,2.450351361441782394e-01,-2.888886189562206441e-05,1.006462985550010507e-02
1.508701740348069542e+01,9.654492534238235946e-01,2.450368442363554389e-01,-2.880118769840733783e-05,9.617207189108881778e-04
1.509301860372074344e+01,9.654490808460025608e-01,2.450385471449001984e-01,-2.871377951432774189e-05,1.043592470248193294e-02
1.509901980396079146e+01,9.654489087918397550e-01,2.450402448856037751e-01,-2.862663653663971575e-05,-1.507044821899377685e-03
1.510502100420083949e+01,9.654487372597417849e-01,2.450419374742071332e-01,-2.853975796004992738e-05,4.007679408543624380e-03
1.511102220444088751e+01,9.654485662481203656e-01,2.450436249264009159e-01,-2.845314298384471474e-05,1.864290988528063270e-02
1.511702340468093553e+01,9.654483957553923190e-01,2.450453072578254732e-01,-2.836679080772674943e-05,1.103710299917726526e-02
1.512302460492098355e+01,9.654482257799795741e-01,2.450469844840708067e-01,-2.828070063562448944e-05,-2.271654073304992839e-03
1.512902580516103157e+01,9.654480563203092780e-01,2.450486566206766803e-01,-2.819487167328438293e-05,7.417160500465310585e-03
1.513502700540107959e+01,9.654478873748135737e-01,2.450503236831325093e-01,-2.810930312997089731e-05,1.231432437581912558e-02
1.514102820564112761e+01,9.654477189419298222e-01,2.450519856868773882e-01,-2.802399421599627294e-05,-6.603963809891192109e-04
1.514702940588117563e+01,9.654475510201004917e-01,2.450536426473001739e-01,-2.793894414668957049e-05,-3.640929703344196033e-03
1.515303060612122366e+01,9.654473836077730464e-01,2.450552945797393189e-01,-2.785415213778230648e-05,1.931646174936491739e-02
1.515903180636127168e+01,9.654472167034001684e-01,2.450569414994830664e-01,-2.776961740841299431e-05,-2.370733542915991112e-03
1.516503300660131970e+01,9.654470503054396469e-01,2.450585834217698100e-01,-2.768533918064142174e-05,-1.257501279645349690e-02
1.517103420684136772e+01,9.654468844122504612e-01,2.450602203627377795e-01,-2.760131661252301916e-05,2.093662039050337657e-03
1.517703540708141574e+01,9.654467190222226769e-01,2.450618523382076530e-01,-2.751754887393709215e-05,2.359923035441802500e-02
1.518303660732146376e+01,9.654465541338539403e-01,2.450634793630039332e-01,-2.743403520430454101e-05,7.072970565349848138e-03
1.518903780756151178e+01,9.654463897456452282e-01,2.450651014519144300e-01,-2.735077484201237086e-05,1.041282259394328037e-02
1.519503900780155980e+01,9.654462258561016252e-01,2.450667186196902325e-01,-2.726776702952071751e-05,-2.078244573373268581e-02
1.520104020804160783e+01,9.654460624637316579e-01,2.450683308810455985e-01,-2.718501100942155579e-05,-4.563949894956477286e-03
1.520704140828165585e+01,9.654458995670477384e-01,2.450699382506581758e-01,-2.710250602819957999e-05,1.309131361269712940e-02
1.521304260852170387e+01,9.654457371645659425e-01,2.450715407431688364e-01,-2.702025133179131178e-05,-2.954146052410075354e-03
1.521904380876175189e+01,9.654455752548061209e-01,2.450731383731817314e-01,-2.693824617039375369e-05,1.429120876662039359e-02
1.522504500900179991e+01,9.654454138362920101e-01,2.450747311552642360e-01,-2.685648979519617008e-05,5.929406538444936987e-03
1.523104620924184793e+01,9.654452529075506773e-01,2.450763191039470601e-01,-2.677498145849804834e-05,5.162388738046576504e-03
1.523704740948189595e+01,9.654450924671134082e-01,2.450779022337241375e-01,-2.669372041624873404e-05,1.802931222121511787e-02
1.524304860972194398e+01,9.654449325135149307e-01,2.450794805590527370e-01,-2.661270592514697331e-05,-3.791027377750051056e-03
1.524904980996199200e+01,9.654447730452937471e-01,2.450810540943532956e-01,-2.653193724383440255e-05,-3.418860554647488656e-03
1.525505101020204002e+01,9.654446140609921345e-01,2.450826228540096130e-01,-2.645141363288860958e-05,2.347405077822359992e-03
1.526105221044208804e+01,9.654444555591561450e-01,2.450841868523687128e-01,-2.637113435594029553e-05,3.485923375486371309e-03
1.526705341068213606e+01,9.654442975383354941e-01,2.450857461037409257e-01,-2.629109867666179490e-05,-1.567023463347633552e-02
1.527305461092218408e+01,9.654441399970835613e-01,2.450873006223998063e-01,-2.621130586197284451e-05,1.360634657237797321e-02
1.527905581116223210e+01,9.654439829339578338e-01,2.450888504225821884e-01,-2.613175518095811611e-05,3.602174197761590178e-03
1.528505701140228012e+01,9.654438263475189075e-01,2.450903955184882133e-01,-2.605244590306310393e-05,-3.387999007695241625e-04
1.529105821164232815e+01,9.654436702363317080e-01,2.450919359242812734e-01,-2.597337730101539899e-05,7.537505813466805968e-03
1.529705941188237617e+01,9.654435145989647138e-01,2.450934716540880132e-01,-2.589454864968671055e-05,-2.631638551908355335e-03
1.530306061212242419e+01,9.654433594339898450e-01,2.450950027219983840e-01,-2.581595922420548694e-05,1.341005063530971257e-02
1.530906181236247221e+01,9.654432047399831296e-01,2.450965291420655612e-01,-2.573760830345411810e-05,1.988445517352247123e-03
1.531506301260252023e+01,9.654430505155242592e-01,2.450980509283059994e-01,-2.565949516738358360e-05,8.553865013694750968e-03
1.532106421284256825e+01,9.654428967591964783e-01,2.450995680946994881e-01,-2.558161909763795316e-05,-7.521091505225475753e-03
1.532706541308261627e+01,9.654427434695870280e-01,2.451010806551890131e-01,-2.550397937839399276e-05,-1.441068149260524072e-03
1.533306661332266430e+01,9.654425906452867023e-01,2.451025886236808393e-01,-2.542657529566033636e-05,5.050045107620255991e-03
1.533906781356271232e+01,9.654424382848899588e-01,2.451040920140445389e-01,-2.534940613653502428e-05,-8.132539430320650034e-03
1.534506901380276034e+01,9.654422863869953630e-01,2.451055908401129635e-01,-2.527247119132880471e-05,-5.286709119107376419e-03
1.535107021404280836e+01,9.654421349502047001e-01,2.451070851156821606e-01,-2.519576975115733752e-05,7.768860292104908666e-04
1.535707141428285638e+01,9.654419839731239739e-01,2.451085748545114851e-01,-2.511930111032123492e-05,1.241571145114336860e-02
1.536307261452290263e+01,9.654418334543625191e-01,2.451100600703236265e-01,-2.504306456333621478e-05,8.893488279736381369e-03
1.536907381476295065e+01,9.654416833925336672e-01,2.451115407768044707e-01,-2.496705940775029164e-05,1.031678303867440694e-02
1.537507501500299867e+01,9.654415337862545243e-01,2.451130169876031550e-01,-2.489128494324865937e-05,4.303625173698790753e-03
1.538107621524304669e+01,9.654413846341457495e-01,2.451144887163321795e-01,-2.481574047080714607e-05,1.028105532326897137e-02
1.538707741548309471e+01,9.654412359348317763e-01,2.451159559765672125e-01,-2.474042529392733725e-05,1.666227646396650081e-02
1.539307861572314273e+01,9.654410876869408131e-01,2.451174187818472849e-01,-2.466533871692266899e-05,2.931743600300595366e-03
1.539907981596319075e+01,9.654409398891048433e-01,2.451188771456746240e-01,-2.459048004771480223e-05,5.597581301494644265e-03
1.540508101620323878e+01,9.654407925399596246e-01,2.451203310815147918e-01,-2.451584859450989251e-05,7.076244539566700111e-03
1.541108221644328680e+01,9.654406456381443569e-01,2.451217806027965185e-01,-2.444144366826883630e-05,-1.878468107281080698e-02
1.541708341668333482e+01,9.654404991823023474e-01,2.451232257229119527e-01,-2.436726458207583157e-05,2.273041859323563212e-04
1.542308461692338284e+01,9.654403531710804565e-01,2.451246664552164112e-01,-2.429331065022938274e-05,5.392357060768577202e-03
1.542908581716343086e+01,9.654402076031293189e-01,2.451261028130284625e-01,-2.421958118983824626e-05,8.743639718910347150e-03
1.543508701740347888e+01,9.654400624771033446e-01,2.451275348096300377e-01,-2.414607551903119598e-05,-2.014478104882557168e-03
1.544108821764352690e+01,9.654399177916604957e-01,2.451289624582662641e-01,-2.407279295812969622e-05,1.093852949962754312e-02
1.544708941788357492e+01,9.654397735454627316e-01,2.451303857721455759e-01,-2.399973282999484647e-05,-5.222990847393234846e-03
1.545309061812362295e+01,9.654396297371754532e-01,2.451318047644396592e-01,-2.392689445825102457e-05,-5.963761197712815669e-04
1.545909181836367097e+01,9.654394863654681691e-01,2.451332194482834792e-01,-2.385427717019328320e-05,1.798314981036150048e-02
1.546509301860371899e+01,9.654393434290138298e-01,2.451346298367752530e-01,-2.378188029317218621e-05,-1.236176607011568382e-02
1.547109421884376701e+01,9.654392009264892716e-01,2.451360359429765046e-01,-2.370970315718895494e-05,3.318858644324435654e-04
1.547709541908381503e+01,9.654390588565748832e-01,2.451374377799120097e-01,-2.363774509464566798e-05,-3.768646165866629412e-04
1.548309661932386305e+01,9.654389172179550505e-01,2.451388353605697956e-01,-2.356600543951953286e-05,1.745341600551923863e-04
1.548909781956391107e+01,9.654387760093176007e-01,2.451402286979011969e-01,-2.349448352693961350e-05,-4.277121477113286427e-03
1.549509901980395910e+01,9.654386352293544693e-01,2.451416178048207994e-01,-2.342317869566401534e-05,7.530996805738369125e-03
1.550110022004400712e+01,9.654384948767610330e-01,2.451430026942064411e-01,-2.335209028512391649e-05,-9.681405631762760727e-03
1.550710142028405514e+01,9.654383549502363326e-01,2.451443833788992666e-01,-2.328121763617990725e-05,-1.221061900684659689e-02
1.551310262052410316e+01,9.654382154484835166e-01,2.451457598717036723e-01,-2.321056009360611405e-05,5.773713164553111350e-03
1.551910382076415118e+01,9.654380763702092860e-01,2.451471321853873064e-01,-2.314011700207951883e-05,-1.096484607981498480e-02
1.552510502100419920e+01,9.654379377141237839e-01,2.451485003326811241e-01,-2.306988770880979978e-05,4.674878675292918305e-03
1.553110622124424722e+01,9.654377994789413719e-01,2.451498643262793320e-01,-2.299987156367810925e-05,1.124539280212369938e-03
1.553710742148429524e+01,9.654376616633798536e-01,2.451512241788394442e-01,-2.293006791745377804e-05,-5.962183516917479546e-03
1.554310862172434327e+01,9.654375242661608070e-01,2.451525799029821429e-01,-2.286047612356373326e-05,-2.574288231160335328e-03
1.554910982196439129e+01,9.654373872860096961e-01,2.451539315112915007e-01,-2.279109553737779237e-05,-1.366472660396064634e-04
1.555511102220443931e+01,9.654372507216555377e-01,2.451552790163147866e-01,-2.272192551565355156e-05,5.317599829416895518e-03
1.556111222244448733e+01,9.654371145718311231e-01,2.451566224305625485e-01,-2.265296541695271948e-05,-5.508385939697347904e-03
1.556711342268453535e+01,9.654369788352731296e-01,2.451579617665086697e-01,-2.258421460289705696e-05,-1.312780981384868272e-03
1.557311462292458337e+01,9.654368435107217872e-01,2.451592970365902013e-01,-2.251567243546220842e-05,-1.355094573227541045e-02
1.557911582316463139e+01,9.654367085969211004e-01,2.451606282532075576e-01,-2.244733828003081522e-05,-2.003495129260144791e-03
1.558511702340467941e+01,9.654365740926188488e-01,2.451619554287243485e-01,-2.237921150269328585e-05,-1.845555945704971737e-02
1.559111822364472744e+01,9.654364399965664756e-01,2.451632785754674915e-01,-2.231129147220456410e-05,2.290517946054401212e-04
1.559711942388477546e+01,9.654363063075194207e-01,2.451645977057272108e-01,-2.224357755912370616e-05,-3.889237908552374643e-03
1.560312062412482348e+01,9.654361730242364548e-01,2.451659128317568992e-01,-2.217606913560571380e-05,2.154974716040495772e-02
1.560912182436487150e+01,9.654360401454804563e-01,2.451672239657733399e-01,-2.210876557642849072e-05,1.345016931335239752e-02
1.561512302460491952e+01,9.654359076700177456e-01,2.451685311199565120e-01,-2.204166625770914711e-05,-9.113877039418464849e-04
1.562112422484496754e+01,9.654357755966186394e-01,2.451698343064496743e-01,-2.197477055758401132e-05,1.004063551263215115e-02
1.562712542508501556e+01,9.654356439240568966e-01,2.451711335373593648e-01,-2.190807785554943488e-05,3.377793060700629013e-03
1.563312662532506359e+01,9.654355126511103835e-01,2.451724288247553729e-01,-2.184158753419651600e-05,-1.094721552394816583e-02
1.563912782556511161e+01,9.654353817765602974e-01,2.451737201806708233e-01,-2.177529897767066513e-05,-2.372854027184453929e-02
1.564512902580515963e+01,9.654352512991919433e-01,2.451750076171020365e-01,-2.170921157133159918e-05,1.155309055926579363e-02
1.565113022604520765e+01,9.654351212177940678e-01,2.451762911460086125e-01,-2.164332470349500381e-05,4.345695951912309507e-03
1.565713142628525567e+01,9.654349915311593033e-01,2.451775707793134862e-01,-2.157763776321902638e-05,-1.910505774052268305e-02
1.566313262652530369e+01,9.654348622380839462e-01,2.451788465289028163e-01,-2.151215014210144938e-05,6.780889686998521453e-03
1.566913382676535171e+01,9.654347333373682893e-01,2.451801184066259853e-01,-2.144686123481398532e-05,9.528277291534140506e-03
1.567513502700539973e+01,9.654346048278159564e-01,2.451813864242957386e-01,-2.138177043576466874e-05,-6.444652212515666022e-03
1.568113622724544776e+01,9.654344767082344569e-01,2.451826505936880174e-01,-2.131687714239383080e-05,8.265796368980834335e-03
1.568713742748549578e+01,9.654343489774352971e-01,2.451839109265420980e-01,-2.125218075489654357e-05,-1.683146178980255217e-02
1.569313862772554380e+01,9.654342216342332028e-01,2.451851674345604526e-01,-2.118768067341236794e-05,-1.841078917171796309e-03
1.569913982796559182e+01,9.654340946774472298e-01,2.451864201294089163e-01,-2.112337630168908964e-05,6.886482963714586625e-04
1.570514102820563984e+01,9.654339681058997646e-01,2.451876690227165201e-01,-2.105926704498717328e-05,8.144588762149613734e-03
1.571114222844568786e+01,9.654338419184169684e-01,2.451889141260755745e-01,-2.099535230964955090e-05,4.300672821927522746e-03
1.571714342868573588e+01,9.654337161138288881e-01,2.451901554510416692e-01,-2.093163150507226788e-05,2.533140914286524225e-03
1.572314462892578391e+01,9.654335906909691234e-01,2.451913930091337013e-01,-2.086810404239303196e-05,5.857323331340842133e-03
1.572914582916583193e+01,9.654334656486753818e-01,2.451926268118337915e-01,-2.080476933413732965e-05,-6.240779798650997016e-03
1.573514702940587995e+01,9.654333409857884796e-01,2.451938568705873400e-01,-2.074162679460700431e-05,1.506755605325832068e-02
1.574114822964592797e+01,9.654332167011536736e-01,2.451950831968030542e-01,-2.067867584118476820e-05,-3.120061527949214656e-03
1.574714942988597599e+01,9.654330927936193296e-01,2.451963058018528374e-01,-2.061591589161415605e-05,8.213067794511048209e-03
1.575315063012602401e+01,9.654329692620380321e-01,2.451975246970719557e-01,-2.055334636697631057e-05,2.329469598530053889e-04
1.575915183036607203e+01,9.654328461052658072e-01,2.451987398937588436e-01,-2.049096668918504172e-05,-2.194898297843508785e-03
1.576515303060612005e+01,9.654327233221626781e-01,2.451999514031752980e-01,-2.042877628337380624e-05,6.114674428009821659e-03
1.577115423084616808e+01,9.654326009115919982e-01,2.452011592365463399e-01,-2.036677457461361085e-05,4.718282450396793504e-03
1.577715543108621610e+01,9.654324788724212292e-01,2.452023634050602974e-01,-2.030496099207634852e-05,1.368112693446398888e-02
1.578315663132626412e+01,9.654323572035213852e-01,2.452035639198686945e-01,-2.024333496523228471e-05,1.098890015267755225e-02
1.578915783156631214e+01,9.654322359037673662e-01,2.452047607920863903e-01,-2.018189592641050911e-05,-5.422635355906565806e-03
1.579515903180636016e+01,9.654321149720019868e-01,2.452059540331223142e-01,-2.012064328721363538e-05,5.259965075630518468e-03
1.580116023204640818e+01,9.654319944069945647e-01,2.452071436550501971e-01,-2.005957641046385298e-05,1.272285614436919265e-03
1.580716143228645620e+01,9.654318742076418713e-01,2.452083296687483094e-01,-1.999869473556098454e-05,-7.703155727660014433e-03
1.581316263252650423e+01,9.654317543728541118e-01,2.452095120849681897e-01,-1.993799770960702489e-05,-1.075146070458058226e-02
1.581916383276655225e+01,9.654316349015440446e-01,2.452106909144350366e-01,-1.987748478087664195e-05,2.792698239395638871e-03
1.582516503300660027e+01,9.654315157926272040e-01,2.452118661678477640e-01,-1.981715539948331051e-05,-5.103773467659324277e-03
1.583116623324664829e+01,9.654313970450218996e-01,2.452130378558790014e-01,-1.975700901696297862e-05,-1.362180747263535413e-02
1.583716743348669631e+01,9.654312786576488836e-01,2.452142059891750658e-01,-1.969704508542752253e-05,-7.086534373826722417e-04
1.584316863372674433e+01,9.654311606294317949e-01,2.452153705783559068e-01,-1.963726305952151474e-05,2.444429018207474723e-03
1.584916983396679235e+01,9.654310429592967147e-01,2.452165316340152446e-01,-1.957766239405606123e-05,1.225050696063861161e-03
1.585517103420684037e+01,9.654309256461726108e-01,2.452176891667204595e-01,-1.951824254606271403e-05,-1.181682823525423420e-02
1.586117223444688840e+01,9.654308086889910046e-01,2.452188431870126473e-01,-1.945900297375957599e-05,-5.573523943059245644e-03
1.586717343468693642e+01,9.654306920866863040e-01,2.452199937054065915e-01,-1.939994313682191773e-05,1.390048219894267009e-02
1.587317463492698444e+01,9.654305758381951375e-01,2.452211407323907633e-01,-1.934106249566747149e-05,-7.483378637963699828e-03
1.587917583516703246e+01,9.654304599424574640e-01,2.452222842784272938e-01,-1.928236051289278219e-05,-3.059992381146795209e-03
1.588517703540708048e+01,9.654303443984152411e-01,2.452234243539521130e-01,-1.922383665201032876e-05,2.324355084458511536e-02
1.589117823564712850e+01,9.654302292050135348e-01,2.452245609693747275e-01,-1.916549037846160264e-05,3.677178554941366861e-03
1.589717943588717652e+01,9.654301143611998537e-01,2.452256941350783870e-01,-1.910732115784768981e-05,-4.831924956080651742e-03
1.590318063612722455e+01,9.654299998659247040e-01,2.452268238614201123e-01,-1.904932845867707281e-05,-1.925972672410707076e-02
1.590918183636727257e+01,9.654298857181409232e-01,2.452279501587304733e-01,-1.899151174983987334e-05,3.255102276416287164e-03
