t,S,dS_dt,dS_dt_noisy
2.239608801955990103e+01,3.343541310778429079e+02,1.861695914156111797e+00,7.122540674505603242e+00
2.240497888419648476e+01,3.343706977676426391e+02,1.864983625176968474e+00,1.764679239869740845e+00
2.241386974883307204e+01,3.343872936667681302e+02,1.868266275887103589e+00,9.701467532840531982e-01
2.242276061346965932e+01,3.344039187302869323e+02,1.871543873809704550e+00,2.109384367535428684e+00
2.243165147810624305e+01,3.344205729133292948e+02,1.874816426454090745e+00,9.638048369516678093e+00
2.244054234274283033e+01,3.344372561710877676e+02,1.878083941315756178e+00,-2.316556977730499511e+00
2.244943320737941761e+01,3.344539684588174850e+02,1.881346425876353479e+00,-3.765131542981864143e+00
2.245832407201600134e+01,3.344707097318361662e+02,1.884603887603669037e+00,-6.489306216944381589e-01
2.246721493665258862e+01,3.344874799455238303e+02,1.887856333951715371e+00,7.912912620073237591e+00
2.247610580128917235e+01,3.345042790553231953e+02,1.891103772360631652e+00,2.419645523995792136e+00
2.248499666592575963e+01,3.345211070167393359e+02,1.894346210256792062e+00,1.647591835656648795e+00
2.249388753056234691e+01,3.345379637853399686e+02,1.897583655052720530e+00,5.429550212705420265e+00
2.250277839519893064e+01,3.345548493167551101e+02,1.900816114147190206e+00,2.708715238067370912e+00
2.251166925983551792e+01,3.345717635666774754e+02,1.904043594925147076e+00,1.620056088142876272e+00
2.252056012447210165e+01,3.345887064908622506e+02,1.907266104757765035e+00,8.953634146126880466e+00
2.252945098910868893e+01,3.346056780451269219e+02,1.910483651002477856e+00,2.337689876259976707e+00
2.253834185374527621e+01,3.346226781853517878e+02,1.913696241002888598e+00,1.516846577419809439e+00
2.254723271838185994e+01,3.346397068674793331e+02,1.916903882088890398e+00,4.444823770622386760e+00
2.255612358301844722e+01,3.346567640475147982e+02,1.920106581576600746e+00,6.341349724339131910e+00
2.256501444765503450e+01,3.346738496815257804e+02,1.923304346768397011e+00,1.494420953812816810e+00
2.257390531229161823e+01,3.346909637256424048e+02,1.926497184952904007e+00,-1.907607008810859206e+00
2.258279617692820551e+01,3.347081061360573244e+02,1.929685103405056168e+00,2.438966383212070710e+00
2.259168704156478924e+01,3.347252768690256630e+02,1.932868109386017608e+00,-2.394899452618155067e+00
2.260057790620137652e+01,3.347424758808650722e+02,1.936046210143272717e+00,5.703610775839154101e-01
2.260946877083796380e+01,3.347597031279556745e+02,1.939219412910571094e+00,1.116936672229620342e-01
2.261835963547454753e+01,3.347769585667400634e+02,1.942387724907980839e+00,7.734345790665495102e+00
2.262725050011113481e+01,3.347942421537234736e+02,1.945551153341858353e+00,-1.632748654647387276e+00
2.263614136474771854e+01,3.348115538454734974e+02,1.948709705404883863e+00,7.617984242581052889e-01
2.264503222938430582e+01,3.348288935986201977e+02,1.951863388276070310e+00,7.340484095377743934e+00
2.265392309402089310e+01,3.348462613698562791e+02,1.955012209120743805e+00,7.568396864595318796e+00
2.266281395865747683e+01,3.348636571159369169e+02,1.958156175090559614e+00,-4.477025636756870597e-02
2.267170482329406411e+01,3.348810807936796436e+02,1.961295293323553679e+00,-5.045292901161200660e+00
2.268059568793064784e+01,3.348985323599646904e+02,1.964429570944064452e+00,2.315860996496369673e+00
2.268948655256723512e+01,3.349160117717346452e+02,1.967559015062821715e+00,-3.728337131646881630e+00
2.269837741720382240e+01,3.349335189859946240e+02,1.970683632776930594e+00,1.709317173030497017e+00
2.270726828184040613e+01,3.349510539598123273e+02,1.973803431169818268e+00,6.979979880764000555e+00
2.271615914647699341e+01,3.349686166503178129e+02,1.976918417311368970e+00,4.062532008651638105e-01
2.272505001111358069e+01,3.349862070147037798e+02,1.980028598257781880e+00,-7.708815624708327263e-01
2.273394087575016442e+01,3.350038250102253414e+02,1.983133981051711459e+00,2.606920331231094234e+00
2.274283174038675170e+01,3.350214705942001387e+02,1.986234572722180403e+00,2.212751344358335537e+00
2.275172260502333543e+01,3.350391437240082837e+02,1.989330380284638267e+00,3.429423843578037534e+00
2.276061346965992271e+01,3.350568443570924160e+02,1.992421410740963239e+00,6.723504753050509208e+00
2.276950433429651000e+01,3.350745724509577599e+02,1.995507671079430168e+00,-3.994246808967751861e+00
2.277839519893309372e+01,3.350923279631717833e+02,1.998589168274774508e+00,-3.627959967500469673e+00
2.278728606356968100e+01,3.351101108513647659e+02,2.001665909288171008e+00,-7.539339083401643826e-01
2.279617692820626473e+01,3.351279210732293450e+02,2.004737901067228378e+00,9.905223062928119049e+00
2.280506779284285201e+01,3.351457585865205715e+02,2.007805150546033701e+00,-3.571294985995066007e+00
2.281395865747943930e+01,3.351636233490560812e+02,2.010867664645148878e+00,4.683050504431937711e+00
2.282284952211602302e+01,3.351815153187160945e+02,2.013925450271560891e+00,-3.367858280637366697e+00
2.283174038675261031e+01,3.351994344534431889e+02,2.016978514318783056e+00,7.313277293627119313e+00
2.284063125138919759e+01,3.352173807112425266e+02,2.020026863666799954e+00,9.123935278431424933e+00
2.284952211602578132e+01,3.352353540501817406e+02,2.023070505182086976e+00,3.241408697219871904e-01
2.285841298066236860e+01,3.352533544283909350e+02,2.026109445717636959e+00,5.322836824992966953e+00
2.286730384529895233e+01,3.352713818040627984e+02,2.029143692112947761e+00,8.692033062146659717e+00
2.287619470993553961e+01,3.352894361354524335e+02,2.032173251194025809e+00,1.233760028051137425e+01
2.288508557457212689e+01,3.353075173808774707e+02,2.035198129773428732e+00,2.550830038171428171e+00
2.289397643920871062e+01,3.353256254987180682e+02,2.038218334650217400e+00,-1.686365535769799973e+00
2.290286730384529790e+01,3.353437604474169120e+02,2.041233872610019873e+00,-6.611174397798500024e+00
2.291175816848188163e+01,3.353619221854790453e+02,2.044244750425002977e+00,-4.278405535810745342e+00
2.292064903311846891e+01,3.353801106714720959e+02,2.047250974853909611e+00,2.877175994738556675e-01
2.292953989775505619e+01,3.353983258640263330e+02,2.050252552642001902e+00,2.575645115275824626e+00
2.293843076239163992e+01,3.354165677218342694e+02,2.053249490521167786e+00,-3.645557126108888824e+00
2.294732162702822720e+01,3.354348362036511162e+02,2.056241795209837520e+00,1.010028182349653569e+01
2.295621249166481093e+01,3.354531312682944417e+02,2.059229473413065392e+00,5.467329711653374780e-01
2.296510335630139821e+01,3.354714528746444557e+02,2.062212531822469330e+00,-4.200987437114189760e+00
2.297399422093798549e+01,3.354898009816437252e+02,2.065190977116289517e+00,-4.741521407187887505e-02
2.298288508557456922e+01,3.355081755482974586e+02,2.068164815959365299e+00,3.350639500104615642e+00
2.299177595021115650e+01,3.355265765336732215e+02,2.071134055003183150e+00,6.827760557590423218e-01
2.300066681484774378e+01,3.355450038969012780e+02,2.074098700885805613e+00,-3.687060750806804066e+00
2.300955767948432751e+01,3.355634575971740787e+02,2.077058760231993872e+00,4.162384817664214864e+00
2.301844854412091479e+01,3.355819375937469431e+02,2.080014239653095842e+00,-2.994336897860533142e+00
2.302733940875749852e+01,3.356004438459373773e+02,2.082965145747150970e+00,-2.122976096230138054e-01
2.303623027339408580e+01,3.356189763131255859e+02,2.085911485098838725e+00,-2.559925675008695833e+00
2.304512113803067308e+01,3.356375349547541873e+02,2.088853264279514121e+00,6.828949602464517987e+00
2.305401200266725681e+01,3.356561197303283279e+02,2.091790489847184631e+00,-1.224678880201632580e+01
2.306290286730384409e+01,3.356747305994156250e+02,2.094723168346572351e+00,5.688139160812898609e+00
2.307179373194042782e+01,3.356933675216462802e+02,2.097651306309051833e+00,7.976811013632282510e+00
2.308068459657701510e+01,3.357120304567128528e+02,2.100574910252742455e+00,3.161581710086220021e+00
2.308957546121360238e+01,3.357307193643705432e+02,2.103493986682417827e+00,-2.199696910545775097e+00
2.309846632585018611e+01,3.357494342040226911e+02,2.106408542160705721e+00,6.886718535556419774e-01
2.310735719048677339e+01,3.357681749337280621e+02,2.109318583478343001e+00,1.203378411984779817e+01
2.311624805512336067e+01,3.357869415133613984e+02,2.112224117111733079e+00,-1.682349479042374085e+00
2.312513891975994440e+01,3.358057339030875141e+02,2.115125149484965661e+00,7.793314443895498655e+00
2.313402978439653168e+01,3.358245520631213026e+02,2.118021687011042431e+00,3.546670765850267859e+00
2.314292064903311541e+01,3.358433959537276223e+02,2.120913736091855739e+00,2.126189768650957657e+00
2.315181151366970269e+01,3.358622655352214110e+02,2.123801303118247219e+00,2.286372486052814956e+00
2.316070237830628997e+01,3.358811607679674580e+02,2.126684394469959827e+00,-4.136600024370258311e+00
2.316959324294287370e+01,3.359000816123806317e+02,2.129563016515708895e+00,-6.314616381961508651e+00
2.317848410757946098e+01,3.359190280289257657e+02,2.132437175613116409e+00,1.053229752746041115e+01
2.318737497221604471e+01,3.359379999781178299e+02,2.135306878108735873e+00,2.266395285607227805e+00
2.319626583685263199e+01,3.359569974205215885e+02,2.138172130338118038e+00,7.043306236203004111e+00
2.320515670148921927e+01,3.359760203167519421e+02,2.141032938625729187e+00,1.748069105887254615e+00
2.321404756612580300e+01,3.359950686274737564e+02,2.143889309285011535e+00,-3.266641292215121339e+00
2.322293843076239028e+01,3.360141423134018623e+02,2.146741248618386777e+00,6.246906750875302450e+00
2.323182929539897756e+01,3.360332413353011702e+02,2.149588762917225893e+00,1.536737487109694555e+01
2.324072016003556129e+01,3.360523656539864987e+02,2.152431858461904213e+00,-5.931362053908779686e-01
2.324961102467214857e+01,3.360715152303227455e+02,2.155270541521783656e+00,9.904651692878021496e-01
2.325850188930873230e+01,3.360906900252247738e+02,2.158104818355189636e+00,-6.000046266787020244e-01
2.326739275394531958e+01,3.361098899996574119e+02,2.160934695209480338e+00,3.597302632847258597e+00
2.327628361858190686e+01,3.361291151146355105e+02,2.163760178321007643e+00,2.180129206646354234e+00
2.328517448321849059e+01,3.361483653312239994e+02,2.166581273915110017e+00,-1.896253782254127884e+00
2.329406534785507787e+01,3.361676406105376600e+02,2.169397988206185346e+00,-1.637178572378379826e+00
2.330295621249166160e+01,3.361869409137414095e+02,2.172210327397623431e+00,4.367608397036960355e+00
2.331184707712824888e+01,3.362062662020500170e+02,2.175018297681852175e+00,-5.622230872639644161e+00
2.332073794176483617e+01,3.362256164367285010e+02,2.177821905240326927e+00,-2.703072787872330629e+00
2.332962880640141989e+01,3.362449915790915611e+02,2.180621156243555347e+00,4.867299605821959751e-01
2.333851967103800717e+01,3.362643915905041467e+02,2.183416056851092080e+00,5.228578542926929806e+00
2.334741053567459090e+01,3.362838164323810588e+02,2.186206613211535199e+00,5.232660321984015095e-01
2.335630140031117818e+01,3.363032660661871773e+02,2.188992831462551081e+00,3.183251384410004547e+00
2.336519226494776547e+01,3.363227404534374045e+02,2.191774717730844202e+00,3.659693538702654791e+00
2.337408312958434919e+01,3.363422395556965512e+02,2.194552278132226419e+00,3.159797260456658652e+00
2.338297399422093648e+01,3.363617633345795070e+02,2.197325518771576114e+00,-1.482896809705253283e+00
2.339186485885752376e+01,3.363813117517510705e+02,2.200094445742855953e+00,-7.377920583019861311e-01
2.340075572349410749e+01,3.364008847689261188e+02,2.202859065129105787e+00,-5.432135266363333770e+00
2.340964658813069477e+01,3.364204823478695516e+02,2.205619383002462186e+00,7.206076618860263849e+00
2.341853745276727850e+01,3.364401044503961771e+02,2.208375405424188642e+00,4.486204029586555730e-01
2.342742831740386578e+01,3.364597510383708823e+02,2.211127138444624052e+00,-1.286496881006675697e+00
2.343631918204045306e+01,3.364794220737085197e+02,2.213874588103246666e+00,5.751105977780248679e+00
2.344521004667703679e+01,3.364991175183739074e+02,2.216617760428624351e+00,-2.548861908901018936e-01
2.345410091131362407e+01,3.365188373343818853e+02,2.219356661438498080e+00,-2.651809150832127315e+00
2.346299177595020780e+01,3.365385814837973726e+02,2.222091297139696664e+00,3.794547982674294495e-01
2.347188264058679508e+01,3.365583499287352538e+02,2.224821673528209587e+00,-3.751107347239047485e+00
2.348077350522338236e+01,3.365781426313602651e+02,2.227547796589169238e+00,-3.367518119671562005e+00
2.348966436985996609e+01,3.365979595538873355e+02,2.230269672296859795e+00,4.223935621727713752e+00
2.349855523449655337e+01,3.366178006585813023e+02,2.232987306614720779e+00,5.884301583756943010e+00
2.350744609913314065e+01,3.366376659077570253e+02,2.235700705495339946e+00,4.986852295001719781e+00
2.351633696376972438e+01,3.366575552637793294e+02,2.238409874880508355e+00,-3.242003948213052489e+00
2.352522782840631166e+01,3.366774686890631187e+02,2.241114820701152865e+00,5.246852673426098512e+00
2.353411869304289539e+01,3.366974061460731491e+02,2.243815548877433841e+00,5.428927415582146310e+00
2.354300955767948267e+01,3.367173675973243689e+02,2.246512065318649221e+00,4.552086826122421215e+00
2.355190042231606995e+01,3.367373530053816353e+02,2.249204375923309129e+00,6.607781391805054305e+00
2.356079128695265368e+01,3.367573623328597137e+02,2.251892486579142982e+00,1.691762431306026215e+00
2.356968215158924096e+01,3.367773955424235055e+02,2.254576403163056852e+00,4.700421977882589530e+00
2.357857301622582469e+01,3.367974525967878208e+02,2.257256131541202748e+00,5.460576462461810721e+00
2.358746388086241197e+01,3.368175334587175485e+02,2.259931677568916442e+00,6.308240080082962997e+00
2.359635474549899925e+01,3.368376380910275998e+02,2.262603047090783193e+00,5.904115345610335908e+00
2.360524561013558298e+01,3.368577664565826808e+02,2.265270245940614657e+00,-6.149622429138434043e+00
2.361413647477217026e+01,3.368779185182977471e+02,2.267933279941468427e+00,3.844271947035947878e+00
2.362302733940875399e+01,3.368980942391376061e+02,2.270592154905632043e+00,2.015407003591109358e+00
2.363191820404534127e+01,3.369182935821171441e+02,2.273246876634651414e+00,3.910098164230372042e+00
2.364080906868192855e+01,3.369385165103011559e+02,2.275897450919337928e+00,2.241483943251470823e+00
2.364969993331851228e+01,3.369587629868044587e+02,2.278543883539757786e+00,5.242917356706112031e+00
2.365859079795509956e+01,3.369790329747920623e+02,2.281186180265217800e+00,9.289799496936002043e+00
2.366748166259168684e+01,3.369993264374786008e+02,2.283824346854373744e+00,-4.497511629947691603e+00
2.367637252722827057e+01,3.370196433381290717e+02,2.286458389055086471e+00,-9.147445047498927728e-01
2.368526339186485785e+01,3.370399836400582672e+02,2.289088312604551589e+00,6.475196948373755923e+00
2.369415425650144158e+01,3.370603473066310585e+02,2.291714123229247946e+00,1.474616460806374985e+00
2.370304512113802886e+01,3.370807343012622823e+02,2.294335826644944731e+00,-2.663114925460492444e-01
2.371193598577461614e+01,3.371011445874167407e+02,2.296953428556756549e+00,8.419862732617191536e-01
2.372082685041119987e+01,3.371215781286093147e+02,2.299566934659047490e+00,-2.103667179661298015e+00
2.372971771504778715e+01,3.371420348884048508e+02,2.302176350635571467e+00,1.681978502196379566e+01
2.373860857968437088e+01,3.371625148304182176e+02,2.304781682159337208e+00,1.183709882939291447e+01
2.374749944432095816e+01,3.371830179183141922e+02,2.307382934892764581e+00,7.413487302460991302e+00
2.375639030895754544e+01,3.372035441158076878e+02,2.309980114487551361e+00,3.845035419135875543e+00
2.376528117359412917e+01,3.372240933866634691e+02,2.312573226584769159e+00,5.643396879835028912e+00
2.377417203823071645e+01,3.372446656946964936e+02,2.315162276814831444e+00,2.798268461566876475e+00
2.378306290286730373e+01,3.372652610037715135e+02,2.317747270797514858e+00,1.082891141869447438e+01
2.379195376750388746e+01,3.372858792778033603e+02,2.320328214141969880e+00,2.430761727124890470e+00
2.380084463214047474e+01,3.373065204807569444e+02,2.322905112446695952e+00,5.626485316402884962e-01
2.380973549677705847e+01,3.373271845766470847e+02,2.325477971299573454e+00,6.406508766255345932e+00
2.381862636141364575e+01,3.373478715295385655e+02,2.328046796277895680e+00,-6.425429725396671898e+00
2.382751722605023303e+01,3.373685813035463070e+02,2.330611592948315547e+00,3.945295110751010803e+00
2.383640809068681676e+01,3.373893138628351380e+02,2.333172366866882896e+00,1.162017213429502593e+00
2.384529895532340404e+01,3.374100691716198526e+02,2.335729123579083577e+00,9.147995872028333864e-01
2.385418981995998777e+01,3.374308471941653238e+02,2.338281868619763060e+00,1.273664553546830724e+00
2.386308068459657505e+01,3.374516478947863902e+02,2.340830607513225914e+00,-6.449342444968916510e+00
2.387197154923316234e+01,3.374724712378479126e+02,2.343375345773173635e+00,-3.233543763566562923e+00
2.388086241386974606e+01,3.374933171877646600e+02,2.345916088902747276e+00,2.504230079617553173e-01
2.388975327850633334e+01,3.375141857090015378e+02,2.348452842394509688e+00,1.357163945205916544e+00
2.389864414314291707e+01,3.375350767660733595e+02,2.350985611730491698e+00,4.228845813530147879e+00
2.390753500777950435e+01,3.375559903235450179e+02,2.353514402382137050e+00,1.647261232026022260e+00
2.391642587241609164e+01,3.375769263460312573e+02,2.356039219810384111e+00,3.336559645773270688e+00
2.392531673705267536e+01,3.375978847981969579e+02,2.358560069465587716e+00,4.888240446058523148e+00
2.393420760168926265e+01,3.376188656447569656e+02,2.361076956787607983e+00,1.239179831660960396e+01
2.394309846632584993e+01,3.376398688504760912e+02,2.363589887205762352e+00,4.354927859045401917e+00
2.395198933096243366e+01,3.376608943801692249e+02,2.366098866138827361e+00,7.891769006340568993e+00
2.396088019559902094e+01,3.376819421987011083e+02,2.368603898995106150e+00,8.425334983718073545e+00
2.396977106023560466e+01,3.377030122709867328e+02,2.371104991172362730e+00,3.556293825770757699e-01
2.397866192487219195e+01,3.377241045619907709e+02,2.373602148057889494e+00,-5.695386600378480324e-01
2.398755278950877923e+01,3.377452190367281446e+02,2.376095375028453915e+00,6.773500719172668383e+00
2.399644365414536296e+01,3.377663556602636845e+02,2.378584677450348295e+00,-2.955934771635577718e-01
2.400533451878195024e+01,3.377875143977122434e+02,2.381070060679386202e+00,-7.516822455819065496e-01
2.401422538341853397e+01,3.378086952142385826e+02,2.383551530060904255e+00,7.307610689538519555e-01
2.402311624805512125e+01,3.378298980750575993e+02,2.386029090929786989e+00,6.704617142245663075e+00
2.403200711269170853e+01,3.378511229454340992e+02,2.388502748610415338e+00,-1.623954821709467922e-01
2.404089797732829226e+01,3.378723697906829671e+02,2.390972508416748354e+00,-4.855128305424862845e+00
2.404978884196487954e+01,3.378936385761689394e+02,2.393438375652303662e+00,3.059549811498262883e+00
2.405867970660146682e+01,3.379149292673069453e+02,2.395900355610116605e+00,1.310331613982257437e+01
2.406757057123805055e+01,3.379362418295617658e+02,2.398358453572830840e+00,-1.790470519343826616e+00
2.407646143587463783e+01,3.379575762284482607e+02,2.400812674812621950e+00,7.542194030472668231e+00
2.408535230051122156e+01,3.379789324295312554e+02,2.403263024591266728e+00,4.814039246439185682e+00
2.409424316514780884e+01,3.380003103984255404e+02,2.405709508160127186e+00,-6.035247933760256700e+00
2.410313402978439612e+01,3.380217101007959855e+02,2.408152130760134568e+00,3.126212260163576673e-01
2.411202489442097985e+01,3.380431315023574257e+02,2.410590897621833761e+00,-5.241115537113097744e+00
2.412091575905756713e+01,3.380645745688747184e+02,2.413025813965367306e+00,2.577542096874476663e+00
2.412980662369415086e+01,3.380860392661626292e+02,2.415456885000482501e+00,-7.416825850819115828e+00
2.413869748833073814e+01,3.381075255600860032e+02,2.417884115926554500e+00,-1.331266688270442700e+00
2.414758835296732542e+01,3.381290334165419154e+02,2.420307511935558153e+00,1.696902129870932363e+00
2.415647921760390915e+01,3.381505628001299328e+02,2.422727078435489290e+00,-2.396765190482553542e+00
2.416537008224049643e+01,3.381721136761183288e+02,2.425142820719903725e+00,-3.643340621625444697e+00
2.417426094687708371e+01,3.381936860107156235e+02,2.427554743922359037e+00,3.548145036923067153e-01
2.418315181151366744e+01,3.382152797701700706e+02,2.429962853167836556e+00,2.602230271614562884e+00
2.419204267615025472e+01,3.382368949207698847e+02,2.432367153572650764e+00,6.259344118602991003e+00
2.420093354078683845e+01,3.382585314288429004e+02,2.434767650244531012e+00,5.148116338079134380e+00
2.420982440542342573e+01,3.382801892607567993e+02,2.437164348282605530e+00,1.064994802773749250e+01
2.421871527006001301e+01,3.383018683829191673e+02,2.439557252777378338e+00,3.919965230837462400e+00
2.422760613469659674e+01,3.383235687617772101e+02,2.441946368810784307e+00,2.526454365537817992e-01
2.423649699933318402e+01,3.383452903638180373e+02,2.444331701456157191e+00,8.154220947159798172e-01
2.424538786396976775e+01,3.383670331555685493e+02,2.446713255778227847e+00,1.924142397077543976e+00
2.425427872860635503e+01,3.383887971035954365e+02,2.449091036833163315e+00,4.576182269317563112e+00
2.426316959324294231e+01,3.384105821745051799e+02,2.451465049668557938e+00,6.128366032113021333e+00
2.427206045787952604e+01,3.384323883349439939e+02,2.453835299323428032e+00,1.151950766388167402e+00
2.428095132251611332e+01,3.384542155515980539e+02,2.456201790828222542e+00,2.427591628810516600e+00
2.428984218715269705e+01,3.384760637911931553e+02,2.458564529204823046e+00,8.038936745883663804e+00
2.429873305178928433e+01,3.384979330204949406e+02,2.460923519466586384e+00,-3.468800233850664938e+00
2.430762391642587161e+01,3.385198232063088994e+02,2.463278766618280713e+00,7.642948612967802369e+00
2.431651478106245534e+01,3.385417343154803120e+02,2.465630275656142345e+00,-1.813948643610863165e+00
2.432540564569904262e+01,3.385636663148941921e+02,2.467978051567866871e+00,-4.397842618106103885e+00
2.433429651033562990e+01,3.385856191714754004e+02,2.470322099332628696e+00,7.752681759106912374e+00
2.434318737497221363e+01,3.386075928521885885e+02,2.472662423921040187e+00,-2.525620968137990197e+00
2.435207823960880091e+01,3.386295873240381411e+02,2.474999030295235158e+00,3.925023964405159216e+00
2.436096910424538464e+01,3.386516025540683472e+02,2.477331923408776504e+00,2.667026886983358658e+00
2.436985996888197192e+01,3.386736385093632293e+02,2.479661108206737907e+00,6.926690855220233090e+00
2.437875083351855920e+01,3.386956951570466003e+02,2.481986589625682527e+00,7.436898348378328194e+00
2.438764169815514293e+01,3.387177724642821204e+02,2.484308372593657666e+00,1.165185803217935678e+01
2.439653256279173021e+01,3.387398703982731831e+02,2.486626462030219642e+00,8.843589153343471843e-01
2.440542342742831394e+01,3.387619889262629727e+02,2.488940862846444446e+00,2.486402501681086896e+00
2.441431429206490122e+01,3.387841280155345203e+02,2.491251579944888661e+00,5.295636159130836518e+00
2.442320515670148851e+01,3.388062876334107045e+02,2.493558618219626766e+00,-1.943632233842072843e+00
2.443209602133807223e+01,3.388284677472540238e+02,2.495861982556281333e+00,2.000886979386097053e+00
2.444098688597465951e+01,3.388506683244668807e+02,2.498161677831992833e+00,6.152429132728208572e+00
2.444987775061124680e+01,3.388728893324915816e+02,2.500457708915392985e+00,-3.839005251711384403e+00
2.445876861524783052e+01,3.388951307388099963e+02,2.502750080666688248e+00,1.571218267100023702e+01
2.446765947988441781e+01,3.389173925109440120e+02,2.505038797937631401e+00,7.909899231809082387e+00
2.447655034452100153e+01,3.389396746164551359e+02,2.507323865571498445e+00,1.331930273227325578e+01
2.448544120915758882e+01,3.389619770229447795e+02,2.509605288403129464e+00,-1.146585465741871701e+00
2.449433207379417610e+01,3.389842996980541443e+02,2.511883071258901978e+00,-2.214835078922270384e-01
2.450322293843075983e+01,3.390066426094641656e+02,2.514157218956775353e+00,6.916046205927579571e+00
2.451211380306734711e+01,3.390290057248955691e+02,2.516427736306290797e+00,-4.530048646628251241e+00
2.452100466770393083e+01,3.390513890121090412e+02,2.518694628108503863e+00,-1.623800627738158475e+00
2.452989553234051812e+01,3.390737924389048317e+02,2.520957899156112347e+00,7.763022827498240019e+00
2.453878639697710540e+01,3.390962159731231509e+02,2.523217554233347926e+00,-5.113330906101976048e-01
2.454767726161368913e+01,3.391186595826439429e+02,2.525473598116047214e+00,2.886383205960751042e+00
2.455656812625027641e+01,3.391411232353869423e+02,2.527726035571657093e+00,-5.223674891916899377e+00
2.456545899088686014e+01,3.391636068993117306e+02,2.529974871359183197e+00,9.892059298986460192e+00
2.457434985552344742e+01,3.391861105424176230e+02,2.532220110229271626e+00,-2.428982963070954959e+00
2.458324072016003470e+01,3.392086341327437253e+02,2.534461756924162756e+00,-7.389481342035676192e+00
2.459213158479661843e+01,3.392311776383689903e+02,2.536699816177689470e+00,8.175203895525502418e+00
2.460102244943320571e+01,3.392537410274122180e+02,2.538934292715326890e+00,1.223525917324559842e+01
2.460991331406979299e+01,3.392763242680318285e+02,2.541165191254169287e+00,2.999840507583486637e+00
2.461880417870637672e+01,3.392989273284262026e+02,2.543392516502940737e+00,2.392760542757209841e+00
2.462769504334296400e+01,3.393215501768334548e+02,2.545616273161988019e+00,2.780093394343436941e-01
2.463658590797954773e+01,3.393441927815314898e+02,2.547836465923309035e+00,2.076590089002864126e+00
2.464547677261613501e+01,3.393668551108380029e+02,2.550053099470536822e+00,5.786441282961972910e+00
2.465436763725272229e+01,3.393895371331105366e+02,2.552266178478959091e+00,1.822996484819612739e+00
2.466325850188930602e+01,3.394122388167463100e+02,2.554475707615525337e+00,1.250841209907327167e+00
2.467214936652589330e+01,3.394349601301825601e+02,2.556681691538821966e+00,2.427129367472169008e+00
2.468104023116247703e+01,3.394577010418960299e+02,2.558884134899118479e+00,2.902017295680440867e+00
2.468993109579906431e+01,3.394804615204035372e+02,2.561083042338346161e+00,7.327505091400825066e+00
2.469882196043565159e+01,3.395032415342615195e+02,2.563278418490115840e+00,4.502934227503384790e+00
2.470771282507223532e+01,3.395260410520662049e+02,2.565470267979732100e+00,-1.967795001781991182e+00
2.471660368970882260e+01,3.395488600424537253e+02,2.567658595424164858e+00,1.525985261313651531e+00
2.472549455434540988e+01,3.395716984741000033e+02,2.569843405432070682e+00,4.684493498604364703e+00
2.473438541898199361e+01,3.395945563157206379e+02,2.572024702603814106e+00,-1.097407314575180770e+01
2.474327628361858089e+01,3.396174335360710757e+02,2.574202491531478287e+00,3.867064765565531470e+00
2.475216714825516462e+01,3.396403301039466669e+02,2.576376776798806389e+00,1.853121407231702378e+00
2.476105801289175190e+01,3.396632459881823820e+02,2.578547562981301056e+00,-4.977784519950647635e-01
2.476994887752833918e+01,3.396861811576531522e+02,2.580714854646165790e+00,4.500806937954893172e-01
2.477883974216492291e+01,3.397091355812735287e+02,2.582878656352319169e+00,7.583925724476122454e+00
2.478773060680151019e+01,3.397321092279980803e+02,2.585038972650393063e+00,3.601384964962348612e-01
2.479662147143809392e+01,3.397551020668209958e+02,2.587195808082782378e+00,1.249130208812468501e+00
2.480551233607468120e+01,3.397781140667763111e+02,2.589349167183607747e+00,1.059525343955928278e+01
2.481440320071126848e+01,3.398011451969378527e+02,2.591499054478733299e+00,1.249766749563802826e+01
2.482329406534785221e+01,3.398241954264192373e+02,2.593645474485775537e+00,-2.889193168020955937e-01
2.483218492998443949e+01,3.398472647243739289e+02,2.595788431714082023e+00,3.198663602547884732e+00
2.484107579462102677e+01,3.398703530599951250e+02,2.597927930664795326e+00,1.428324048850335792e+01
2.484996665925761050e+01,3.398934604025159274e+02,2.600063975830783747e+00,1.083519200356835555e+01
2.485885752389419778e+01,3.399165867212090006e+02,2.602196571696724803e+00,1.939979637644789090e+00
2.486774838853078151e+01,3.399397319853870840e+02,2.604325722739039506e+00,9.701384529059691175e+00
2.487663925316736879e+01,3.399628961644025367e+02,2.606451433425942099e+00,4.036037070668612614e+00
2.488553011780395607e+01,3.399860792276476218e+02,2.608573708217420517e+00,4.663231259858688915e+00
2.489442098244053980e+01,3.400092811445542225e+02,2.610692551565273689e+00,1.199209019313932956e+01
2.490331184707712708e+01,3.400325018845941827e+02,2.612807967913090224e+00,-1.031730482754927181e+00
2.491220271171371081e+01,3.400557414172791368e+02,2.614919961696232420e+00,-4.030290472713490502e+00
2.492109357635029809e+01,3.400789997121605097e+02,2.617028537341900218e+00,1.668833033867199056e+00
2.492998444098688537e+01,3.401022767388293460e+02,2.619133699269109883e+00,7.469905619678210762e+00
2.493887530562346910e+01,3.401255724669167080e+02,2.621235451888651369e+00,-3.120090910963278397e+00
2.494776617026005638e+01,3.401488868660933917e+02,2.623333799603187799e+00,7.071506817520789578e-01
2.495665703489664011e+01,3.401722199060699836e+02,2.625428746807164870e+00,8.809668021924480286e+00
