r,Q,R,temperature,E_r
1.336990191102358334e-07,3.981915794724338947e-13,5.186884510073367642e-06,3.496833562816315180e+02,8.578172956939530559e+05
3.881111197357327470e-05,2.479723450663819037e-13,4.435235521204290357e-05,2.862171681191680364e+02,1.539656890557703737e+05
1.394869255696672046e-06,8.877354275183941842e-13,1.508654080679538543e-05,3.512301148340942518e+02,8.170730934992773691e+05
4.850014688471930574e-05,2.055427658725272544e-14,4.318007828384350869e-05,2.589467383191764043e+02,7.853562546601094073e+04
8.730893337079558621e-07,7.387408804197078367e-14,1.595747429475757211e-05,2.042346658673110937e+02,-1.922362905190899255e+04
9.864274033463219321e-06,6.542374697398679146e-13,1.763436433767687737e-05,2.925918592664293669e+02,3.121286895790991373e+06
1.244602830643417460e-06,6.968737185885382362e-14,3.094715581932866558e-05,3.751940555030577684e+02,7.293616270738530147e+03
1.012096118091825482e-06,1.351459631964567695e-13,1.212679011306077685e-05,2.424209476110480068e+02,6.063563237081820262e+03
8.713053518212107010e-06,3.371786990740826434e-14,1.424596451658987045e-05,3.939518089317990643e+02,3.059129341515744454e+05
2.121306748132393622e-05,3.950907425885838545e-14,8.881358874769150702e-06,3.966778797947537214e+02,7.891154112123152008e+05
2.653386601545315017e-07,1.479464682439127833e-13,3.048189598493637222e-05,3.460756986066485297e+02,2.937253056689794448e+03
1.791929194900550468e-07,3.173020014896155408e-14,2.330408006018150929e-05,2.007752799056868298e+02,-6.068231738975354119e+02
5.160543406025395199e-07,1.418938107061341355e-14,1.012738113282772776e-05,2.526778570319868322e+02,2.447842331457891305e+03
2.746154389701361911e-07,1.885045200590331738e-13,8.029678348254330308e-06,2.937145278192136288e+02,1.274051831029301393e+05
5.358033508643035215e-07,5.072053929323789511e-14,3.609881549675591779e-05,3.477696474497200825e+02,1.237802131969129505e+03
5.890711301094478315e-05,5.330246527273809538e-14,1.833313698096675657e-05,2.325554530211933297e+02,1.380582730412082456e+05
5.239581726365743342e-05,4.028517347316817029e-14,9.137706724238179760e-06,3.208636828867226995e+02,1.318871910839623597e+05
7.141057080109945158e-06,1.328081890209471652e-14,1.095730960983218925e-05,2.248671775997711677e+02,-3.654891852945811115e+04
5.239203347778138132e-05,6.186009628439293544e-14,6.115468794781933621e-06,2.238741180248362639e+02,2.025492783109073644e+05
7.550275457192890962e-07,1.930869170151784794e-14,2.411509305570230260e-05,2.914304235434149746e+02,1.268730461692804738e+03
1.916560960630266726e-07,1.849968906087218405e-13,2.273924670799809284e-05,3.657427126641983932e+02,7.167757747445451969e+03
1.250775632492521989e-06,4.345856279615628330e-14,1.277201265950258545e-05,2.048328711360353793e+02,-3.100809988288564637e+04
4.353225867444039757e-05,4.846124124039641200e-13,1.684829146551576341e-05,2.012108420676953244e+02,2.298384846278184094e+06
1.215232995921233267e-07,8.870022488070915500e-14,3.526416376730855188e-05,2.454189058757775115e+02,3.752288191266893591e+01
4.216273068436832410e-05,4.140175928345582581e-13,9.509805286040597336e-06,2.749093563787240555e+02,2.093205916440100642e+06
2.361136795077789282e-06,2.418866372932095938e-14,1.142164063916789440e-05,2.361108845954866808e+02,-4.315297822102409555e+03
1.711345289600130437e-05,3.704856947055934432e-13,5.478971570971418435e-06,3.188320985925997775e+02,1.136964158466496319e+07
3.814309603422424492e-06,2.235217780822946941e-14,2.645381487742002962e-05,3.312538579151275826e+02,8.826162169357507082e+03
1.865578183483461611e-07,1.065043559719313939e-14,1.374565706293022497e-05,2.513799588526110540e+02,2.394566119862174673e+02
1.589670943566985929e-05,1.138292836662519173e-13,2.508821426366722093e-05,3.662411516445865800e+02,3.069968953682015999e+05
2.414268971456215656e-07,6.675141743493638701e-14,9.069762379259557975e-06,3.153685546515087026e+02,3.570449192764773761e+04
6.840401156614443604e-05,2.727925119325423648e-14,3.659811891621171409e-05,2.851331545962383416e+02,5.239862849803140125e+04
3.427926456847012274e-06,7.887470579329609177e-13,1.257423847846401212e-05,3.220204995580034506e+02,3.899235140869304072e+06
8.629435322002829020e-06,1.424770542545532240e-13,4.021424005277663213e-05,3.512169186439346618e+02,4.196515185654762900e+04
1.105369122299153848e-07,5.156117712215793927e-13,1.411739022441725165e-05,2.416797933913434804e+02,9.874231391605571844e+02
2.580530499544236559e-07,1.273165776503732919e-14,1.122080645957247148e-05,3.783305844627494707e+02,5.879563378869741427e+03
2.832815600876313240e-05,2.139047347301855025e-14,1.907693962475737366e-05,2.297506684847165559e+02,2.395710878943891730e+05
1.494368611880058600e-07,3.075634019361190133e-14,2.104182872916416112e-05,3.379402920080754029e+02,9.885012852129798375e+02
1.336395810783439696e-07,1.543150486275885238e-14,6.853159903528189215e-06,3.243230675632386237e+02,1.151871347422920371e+04
1.818905533478194590e-07,9.665659132441493832e-13,2.859362783262698086e-05,2.314699834619049170e+02,-1.915210776321495359e+03
3.334266156158851649e-07,6.550462192996145731e-14,7.676133664371923072e-06,3.438217802958550919e+02,1.009338957978154358e+05
1.785784722051858250e-05,1.567401672280489004e-14,3.498803711281369479e-05,2.169423382279867667e+02,-5.176551238040228782e+03
9.895761169959741948e-06,7.833026919998465945e-14,5.953080397481921676e-06,2.952496475925483423e+02,7.189220879763903096e+06
2.356860990663531971e-05,8.532729608953455967e-13,6.121909343787126863e-06,3.172330838278430747e+02,1.380608889464114793e+07
1.929503043342550159e-05,1.526239539538087154e-13,7.345425476424137870e-06,2.140378754365923726e+02,3.684532426200610120e+06
1.564195476273336888e-07,7.577580238642618997e-13,3.303371268495772749e-05,3.211490772934509437e+02,5.744317464119566466e+03
5.516955527197979132e-07,1.922968237117012929e-14,3.787363666161191366e-05,3.405305050716593769e+02,3.986000292972496482e+02
6.111112134921154089e-05,2.720814956308051912e-13,7.545582392423162296e-06,3.555050166718579590e+02,6.548006757880692603e+05
4.039624650237934616e-06,2.673799731547780601e-13,1.144434426831892476e-05,3.038479350440821918e+02,1.406935963925553486e+06
1.294082835434571140e-05,1.190904921056623649e-13,2.387636118288524240e-05,3.958388126107934113e+02,3.360511606764599564e+05
8.532973152387848229e-05,3.114029730408597810e-14,1.407874665684710350e-05,2.596896548075359874e+02,3.843904723214085971e+04
6.035484249162179364e-05,6.964963243441610967e-14,3.669537409517581688e-05,3.364103109227227719e+02,1.718482862131139264e+05
6.032751432943974252e-05,1.093228684842323170e-13,9.089275935634056681e-06,2.912681669378156357e+02,2.699794907696471200e+05
1.702581670357728920e-06,5.303100632800466908e-13,2.087716163707582496e-05,2.295711570477130579e+02,-2.929941026796339429e+04
4.047225229513079953e-06,1.206773600739324151e-13,2.822572512272828919e-05,2.403703542850324197e+02,2.506662307813639927e+02
1.590588554406179615e-07,4.194166957888542557e-13,2.017847548758441094e-05,2.938494671319426175e+02,1.028801453375104211e+04
1.390502024797715143e-07,4.388265807879179895e-14,4.122031650487913086e-05,3.924423575065322893e+02,2.339748162072719992e+02
4.013453019775719260e-06,4.435894147072210066e-14,6.446677166468831052e-06,2.609920030248438820e+02,9.084371982952175895e+05
4.899127075109392704e-07,2.104296259629452188e-13,2.832278699408615527e-05,2.234856863050874551e+02,-2.318127807330943142e+03
1.140346727057831918e-06,9.772076065379079920e-13,2.672635097940454440e-05,3.542746043178620425e+02,1.303508894887241477e+05
5.600023364746046722e-07,1.616254628162894076e-14,8.699314383435170859e-06,2.409804566623922426e+02,3.916407786248128104e+02
2.515202360375212892e-06,5.664404176443001396e-13,3.493256863060672276e-05,2.080880039155090913e+02,-3.539252584576787194e+04
6.052595216506473065e-05,1.485599845040263647e-14,3.604543164474776799e-05,2.679819912614193527e+02,3.644762240914822178e+04
4.908450543024166856e-07,7.288271421320415906e-13,4.336510102419631468e-05,3.328228047760716777e+02,8.458945681893012079e+03
1.756490704740571322e-07,7.427429335937799144e-14,4.718989094863317328e-05,3.109352865691017200e+02,1.958117976653934420e+02
7.240761550864082720e-05,7.331445512014723125e-14,5.925083074639680594e-06,2.290354894081833095e+02,1.256816107521601807e+05
8.154095998640830062e-06,7.356095734360749147e-14,4.875460733158666128e-05,3.265349747676885954e+02,9.562667194795114483e+03
1.290954697581871289e-06,4.865396334768092648e-14,8.586015510556970937e-06,3.143244406037240424e+02,1.640869503807156580e+05
3.226466258268883559e-06,7.108822370403738163e-14,2.228917889966567026e-05,3.318543087691490427e+02,3.989216540085703309e+04
1.952878490487293849e-07,4.458000788218457190e-13,1.864752685007161872e-05,2.859158977942230990e+02,1.490972886036308046e+04
8.575745017055470959e-07,2.045974727718234609e-13,5.125922213227575225e-06,3.048899290787179552e+02,3.377259195779036265e+06
1.305839475799392320e-07,1.491644367007919137e-14,2.528690811219789133e-05,2.829013230332147373e+02,1.263031983832023002e+02
2.819996334399526742e-07,5.419106446299974914e-14,1.357942434978574511e-05,2.869650663421157333e+02,6.906466368002244963e+03
2.648503791062228142e-06,6.821317901315174621e-13,6.828323368724107691e-06,2.638262201039779029e+02,3.300440463191098347e+07
1.768105997389705042e-07,3.227759658752620781e-13,5.197220330549797049e-06,3.903821691938892400e+02,1.109522347582001006e+06
9.338902068814173096e-07,4.799689138209864375e-13,3.439750109171337326e-05,2.048673244525637358e+02,-1.305710987238907910e+04
5.977765419524788359e-06,8.986059779068069257e-13,1.210348284999989632e-05,3.952137800788357254e+02,1.498843364738390408e+07
3.859352046625439894e-05,8.104688871775779248e-13,6.227568010854932475e-06,3.613775089464357393e+02,4.890555290223021060e+06
4.848387100104788810e-07,1.025718103608250421e-13,4.527615241900588154e-05,3.561796500830040486e+02,1.208370083023961342e+03
1.226113343401934090e-06,2.721209420076061844e-13,3.937263835854212839e-05,2.541558320408952056e+02,2.105847028454742031e+03
6.788903114267000233e-07,2.763117602144878189e-14,1.901189709939654334e-05,2.670603645640161972e+02,1.913048420249136598e+03
7.227890138084363512e-07,9.452802049111925830e-14,3.435703318566737247e-05,2.414155296638912489e+02,6.831172779824601093e+01
7.593561024095795537e-05,2.898348608584142501e-13,6.425972080673312753e-06,2.986216251462185483e+02,4.517625893921670504e+05
1.991837409339119592e-06,1.741974145449930354e-14,2.199920892089964085e-05,3.004502378826215363e+02,4.544402667664818182e+03
2.680870834852408795e-05,1.527315609422334571e-13,3.777835492670089353e-05,2.634071616852288571e+02,5.457195976733459975e+04
2.813741812178482022e-07,2.935239573160585061e-13,3.889284747973559866e-05,3.130816841100300962e+02,2.265603769432457739e+03
2.422029227612409577e-06,1.361378403004744385e-14,3.127303101870754432e-05,2.220091524075628797e+02,-6.050832690568281578e+02
2.527709167850965155e-06,2.572618911446327817e-14,7.411020779457518022e-06,2.267381504130360952e+02,-5.768191695626828005e+04
7.361852329972541161e-06,1.688721874223358406e-14,5.127954962960053152e-06,3.930561661372288427e+02,2.800493336792232934e+06
1.042824547325212661e-05,1.279354303695888672e-13,7.971944370436252121e-06,2.440525929742979088e+02,1.057350467324530520e+07
1.503278121253022517e-06,7.064624594810247048e-14,1.396775925707171259e-05,3.655138296464697305e+02,9.287226342863836908e+04
3.934224793409387861e-07,8.284681117868091560e-14,1.262620315857105367e-05,3.867505249641092178e+02,4.249296226725344604e+04
6.826814050811708145e-05,8.326302437248257160e-13,5.100632550331934047e-06,2.386955160635360187e+02,1.605708301793485181e+06
1.292083445916752934e-06,1.229787146632483884e-13,2.148823387311629243e-05,3.986027681685347375e+02,4.410442076283216011e+04
2.370529893009116425e-07,9.190249622258333415e-13,3.215915041451408404e-05,2.186369634991799558e+02,-4.424355148142843973e+03
4.218330088677897199e-06,1.660794735040669575e-14,2.315724470870430445e-05,2.118575083905578538e+02,-5.232211619158437315e+03
4.175342228616326418e-07,2.609355237391867456e-14,1.546131008836544289e-05,3.985664401837061064e+02,8.109605927245176645e+03
2.525009076801788198e-05,2.654223458273986041e-14,1.654874292329109432e-05,2.521184667377930566e+02,3.741641847930286895e+05
1.180727708310977335e-05,1.645812230336803264e-14,2.170106918722792533e-05,3.511611489810020430e+02,4.531469220363251225e+04
6.306592285004791419e-06,8.582833332320301229e-13,1.114383993657810418e-05,3.608797617838679344e+02,2.175479753574369475e+07
1.112722217221467401e-07,3.484777247508393002e-13,1.567526373182159349e-05,2.575405444099999954e+02,4.741968777897847758e+03
1.852074781538637058e-06,2.568143507741676251e-13,8.770326944526270918e-06,2.219874951038107156e+02,2.727261328651407966e+05
4.534061031944882317e-06,1.374033569021325230e-13,5.518328437763504371e-06,2.675379411092406485e+02,2.339565792224812508e+07
1.956488138901583338e-05,1.569889427694317248e-14,2.968758355013224979e-05,2.616025287952991221e+02,7.578115154754445030e+03
1.053741039288362700e-06,5.899652604529475533e-13,3.141060355593390876e-05,2.274830897029769403e+02,-7.617340117461091722e+03
6.410455731497737887e-05,1.251816277969967529e-14,3.187215307677918730e-05,3.499271951002369292e+02,2.737873650183287464e+04
2.184416961793526520e-06,2.118406665230332802e-14,1.515972367441845884e-05,3.218937071407499388e+02,2.350956353144134482e+04
1.813594764978986015e-07,1.251947014373532456e-13,4.101537384485649254e-05,2.119611359042653191e+02,-3.009539455911869936e+02
2.032352925039577648e-06,1.154721657583943846e-13,5.626270163497520157e-06,2.404883789301135550e+02,2.847227609748779330e+06
3.337266986518287282e-05,9.378299825439080267e-13,2.583173928731604096e-05,2.832001663156229938e+02,7.568203946937615983e+06
3.666769648445191621e-07,5.462068424664187586e-14,1.814994108439911771e-05,3.478009230972234604e+02,7.179076491913658174e+03
9.278353234861292055e-07,3.490705762657751334e-13,2.309789468873817456e-05,3.508311878199152716e+02,5.744125783239556040e+04
8.562658239083433941e-05,1.334248911149777525e-14,1.837814663660423226e-05,2.127830604359949405e+02,1.635574212605198954e+04
1.660739957182857562e-07,1.175577131114416334e-14,1.986031165494812840e-05,2.919480691615478918e+02,3.066018605453036230e+02
1.039129447537596479e-06,7.315687681498277348e-13,4.597859077388029509e-05,3.834471047401909800e+02,2.023123100377751689e+04
2.080382686723773666e-06,5.859743937433210498e-13,5.044471648091231598e-06,2.788399853303826035e+02,6.101792184717126936e+07
2.779255480619664404e-06,6.311220749127187401e-13,1.389390918792145628e-05,2.964321392765954215e+02,1.114989777324767783e+06
4.418604742168955945e-06,1.997225628710954257e-14,2.237114860032986269e-05,2.453224075390089070e+02,1.196948512977545761e+03
1.135368218574860633e-05,6.982603632628262513e-14,1.983527104371089162e-05,2.304340454445374746e+02,-2.933192200204587425e+04
1.489156667667404055e-06,2.009050675490860500e-13,2.389074999244720533e-05,3.355720315839303680e+02,4.325807267948276422e+04
1.268986146922475557e-07,1.979707936889170914e-13,3.201494186552853122e-05,3.074125424971441589e+02,1.160722565049156401e+03
1.037860557043740582e-06,9.371129123442333407e-14,2.374770188269668240e-05,3.196273975516795645e+02,1.251556426228241071e+04
1.158133310873235671e-07,2.366362526710093094e-13,3.748163863832881413e-05,3.168926119238648766e+02,8.731024086500643762e+02
3.181886132739625851e-06,1.912564100409444874e-14,9.978110687567220413e-06,3.324141063695553271e+02,1.214942547875665769e+05
4.049514966664220935e-05,7.951439254771661354e-14,9.181237857524467420e-06,3.274870586580469762e+02,4.358031319050724269e+05
1.788993569553726306e-07,1.197484795237666879e-14,1.277236948180688405e-05,2.026558484592705724e+02,-1.309964776947655082e+03
1.660570635101336190e-06,1.364242679892259799e-13,1.779595458270975448e-05,2.024271075431087183e+02,-5.152912675287847378e+04
5.485207481714049564e-05,1.050497904137340094e-13,2.372809862181009030e-05,3.566546678674213808e+02,3.138048772204746492e+05
3.096785349446113116e-05,6.748097609613428780e-13,2.372471476693032046e-05,3.751609667778600397e+02,6.324260738210618496e+06
1.640307178028336580e-05,1.426250433711541427e-14,8.550187873590018006e-06,3.663678048092584731e+02,4.764266393894984503e+05
1.354802785032860701e-05,8.561573977309291484e-13,1.658074271094089568e-05,2.832873617633580920e+02,1.330576879369436204e+07
1.054752781625736797e-07,7.820541650380291904e-13,4.863114176674933640e-05,2.235468363090784294e+02,-3.649488073840722109e+02
2.028946693869080832e-06,4.828272948769407149e-13,4.217236085084422303e-05,3.098749195067623532e+02,2.037794503762550812e+04
4.660414095690972844e-05,4.835575221998563990e-13,9.656174903516966329e-06,3.211145954003210932e+02,2.001012251164294779e+06
1.467709895609429221e-05,2.034654100099594094e-14,4.318839536272557736e-05,2.225982810736904298e+02,-2.072879139916748500e+03
1.137152429004150050e-06,8.612779462776863039e-13,1.878255455966414115e-05,2.896201409760756178e+02,1.784307015631002723e+05
4.806052497074712095e-06,1.184961423482778491e-13,9.037859370752780313e-06,3.990660553958861101e+02,2.510562993895896710e+06
7.203372621209596642e-06,1.836596309180806386e-13,2.159295893838052754e-05,2.560305069383092018e+02,6.231394810559863981e+04
3.898931113379221469e-05,3.830171284744932634e-14,3.250242604142005359e-05,2.127404535652403297e+02,2.264527974878856330e+05
4.425324271974458319e-06,1.803929785133886407e-13,2.774017130209832215e-05,3.716592737586739759e+02,9.231469692866486730e+04
3.656608130242419301e-05,2.060914349104054975e-14,2.919959379749216359e-05,2.356889290496601177e+02,1.385331534536963154e+05
1.623572371999767056e-05,6.748948786257119318e-14,2.254520338345070775e-05,3.649761153774055629e+02,2.622466320259423228e+05
9.775524371068237397e-05,3.321984012102868328e-13,3.289460690961911214e-05,2.287224075804795405e+02,3.124410083475664142e+05
1.055886383193576856e-06,2.276762898319615142e-13,6.225346158203895517e-06,2.937659251403266012e+02,2.065136872476715362e+06
3.524197087876325663e-06,8.230145573244806038e-13,2.278782574642963181e-05,2.039036556106729279e+02,-2.609542794171986170e+05
7.817200214683655136e-06,2.071362872937435987e-14,6.060436007015207939e-06,3.932749479057152371e+02,3.046522117890441790e+06
1.108259524594630833e-07,4.158799366721100995e-14,1.098832030003801044e-05,2.126646908080431899e+02,-3.087095325370762112e+03
4.144613648994688205e-06,4.061656558025945379e-13,4.380505023548510179e-05,3.778633325885134582e+02,5.065605710726077086e+04
2.571524891422912587e-06,3.552259890020629542e-14,9.482318056400498458e-06,3.748078509789674513e+02,2.728901611319281510e+05
6.857058592939027813e-07,1.464389496895181860e-13,1.287531159983743229e-05,2.020880485928297503e+02,-6.077009210385218466e+04
7.028264701615390477e-06,7.899923936769067161e-13,3.890593949240811250e-05,2.838395440785151891e+02,1.025572008282742754e+05
1.458361196763833368e-05,3.502641430192786437e-14,4.449629387655480717e-05,3.056377448248280189e+02,8.886415902099770392e+03
1.024866701423800758e-05,5.074509056252882802e-14,9.486398081275217579e-06,3.708955621921560919e+02,4.342200615163968876e+06
5.236827839944174187e-05,4.145411076863908802e-14,2.457805894633224205e-05,3.132286145919152318e+02,1.358568774056417460e+05
2.483631074943074722e-06,1.443787081099549149e-14,6.734227672053065181e-06,3.351515081967302763e+02,2.410835077056050068e+05
1.368435964123572528e-05,1.635544328231575528e-13,2.888895582099062888e-05,2.266045579129830116e+02,-3.851061612248071469e+04
3.455246617324724887e-07,1.945124224412811434e-13,2.267656915928903931e-05,2.364364786809969416e+02,-6.002710503018379313e+02
9.091709240965775298e-06,1.900520182517580646e-13,2.664761884224682285e-05,3.630002805732162301e+02,2.218086917713482108e+05
2.488880010882384416e-07,8.653183559784471443e-14,1.172029997271425010e-05,2.077595625327427911e+02,-1.434753658874444591e+04
2.443083451444046940e-05,5.333112684193192418e-14,1.571656007873825341e-05,3.940433921863514684e+02,8.030725370916370302e+05
2.728518496363260980e-05,2.030494746755281778e-14,6.626077056864577289e-06,3.798127980284286309e+02,2.451312524846563465e+05
2.617065046454741546e-07,1.426243104535480384e-13,9.883875437869494652e-06,2.764296778230809650e+02,3.529370263528652140e+04
5.954358364428181868e-05,1.195081087411015432e-14,8.064216874189491249e-06,2.219714194092807134e+02,3.029549504493758650e+04
2.933671899807341609e-06,2.022472764022376080e-13,3.431631335186776348e-05,2.138067349195764564e+02,-1.245514254640171930e+04
5.491562340164603154e-05,1.282067089680665536e-13,7.678969659305537310e-06,3.353591798847682526e+02,3.820933984399758046e+05
3.936843916728720533e-05,1.161742652333650432e-14,9.221461736889491995e-06,3.412851567587249519e+02,6.736962954259938851e+04
1.148711457705432185e-06,2.176161918891033119e-14,4.039749506507949329e-05,2.389178788022596223e+02,-1.187613764753007217e+01
1.537985415770491983e-05,4.001093695260194994e-13,3.639381719973389627e-05,3.093936755869273725e+02,2.105076571932746156e+05
4.411445706001986856e-05,1.969166377436544057e-14,4.817690415838009116e-05,2.534524239003813477e+02,3.578581803035905978e+03
9.927192141871558385e-05,1.433866262468836098e-14,1.440217035290148527e-05,3.706360495714367858e+02,1.307694837097237723e+04
5.756487542599198713e-07,2.781646128597591930e-14,2.920313977299770214e-05,2.030551386753462282e+02,-8.088506629287069245e+02
2.327846139912931507e-05,3.032558496146631090e-14,1.795209397942623789e-05,3.924030920814506658e+02,5.029806307583120069e+05
1.449077389895432259e-06,8.445760320515296862e-13,1.286503065437222025e-05,2.455149419071947250e+02,3.716222060746481293e+05
1.600079801224555195e-07,7.482270813334760391e-14,9.841922830186015817e-06,3.913504504672718554e+02,3.358187596355192363e+04
6.956438786591810370e-07,3.357659238382793052e-14,2.440210583487954747e-05,2.690319880172980902e+02,1.199580774775429290e+03
3.003689985417913904e-07,3.332635174366603375e-13,1.963184650895884168e-05,2.035434191567840685e+02,-1.637731919265846591e+04
1.467171664084036158e-05,8.355072627624292352e-14,2.075046357066696008e-05,2.128467684384915231e+02,-1.295516976378499239e+05
4.324188184040108229e-06,1.302369110109608655e-13,2.308520293733161554e-05,3.696543917481849917e+02,1.122184153588842892e+05
2.857317852152219347e-07,1.955105334432973092e-13,7.854572221066098288e-06,2.003131539538231607e+02,-1.534560695541515306e+05
6.516432660783273687e-06,1.543044525458528929e-14,7.876720102020917246e-06,2.796894371592963466e+02,3.075730176726194913e+05
3.037337279916530242e-07,4.007781931604102588e-13,4.188711709105947129e-05,3.526510455809793143e+02,3.658138564312700055e+03
5.202235510567331862e-06,7.842725561300160091e-13,2.174340378339624361e-05,2.298473293930058787e+02,-8.553518268674379215e+02
1.075800539428620993e-06,1.903294873736776798e-14,8.052783726278153601e-06,3.344021420019748234e+02,7.697669582654262194e+04
1.886483806792895915e-05,2.598686885308381259e-13,1.900050336054701127e-05,2.539575744778503008e+02,3.239405544924200047e+06
3.025032036354119491e-06,8.774293022518155740e-13,3.527125638993387568e-05,3.891442744805183338e+02,1.607247875556093350e+05
2.962750593423845949e-05,2.043558557396581435e-13,3.372410312727024373e-05,3.780509560549533035e+02,4.941407297207003576e+05
1.136392479074204500e-06,1.058142377925520990e-13,7.122869507682361749e-06,2.910979683260458160e+02,4.424457851082144771e+05
1.640090702493903558e-06,3.207750234820756669e-14,9.748414254600412481e-06,3.920431103394944898e+02,1.536344601523196325e+05
6.593627033990808511e-07,9.690418335397632899e-13,1.808596456086547573e-05,3.683698163231183571e+02,2.609157001446238137e+05
1.205257939719328459e-05,5.982574015828621351e-13,2.396483702050505749e-05,2.498726837588093304e+02,4.051041696488119778e+05
6.070669461063676116e-05,3.665876597758277918e-13,5.279597143048769338e-06,2.895725921643910397e+02,8.940365750516246771e+05
1.628038889348294977e-07,1.573527888785023785e-14,6.993400227472730687e-06,3.839983017660203473e+02,1.942157191848703951e+04
5.646113437531404297e-06,2.477560490444592739e-14,1.339733849513367368e-05,2.806207510697358316e+02,6.156699401538900565e+04
3.999193271457521901e-06,8.829911041398374826e-14,3.202561489891456105e-05,3.624830154022414490e+02,2.523303795831299431e+04
3.360726947263883594e-05,2.262873045791089310e-14,2.383673690210345175e-05,2.807102753154100583e+02,1.800712383050724457e+05
2.694034357384534290e-06,1.653222978335956098e-13,1.445135606128655717e-05,3.144484925724165691e+02,2.466043637743664440e+05
7.805819060682017354e-06,2.037002184760155054e-14,3.058461393130187749e-05,3.652676695297790275e+02,1.343518550399325068e+04
7.837156894737102282e-07,2.111715153969478746e-13,1.648193918085635957e-05,3.900377015157878304e+02,9.839070710331153532e+04
7.085862829988463675e-06,2.889014021850487555e-14,6.555484270503481538e-06,2.093253670173183423e+02,5.171479247501817532e+06
2.897428215950314680e-05,1.424209725208948165e-14,1.493652748820131753e-05,3.342986481758828177e+02,1.524751942073279642e+05
2.270604249959840872e-07,8.393970807579712159e-14,5.023777546023498119e-06,3.084211831443359415e+02,2.334706056956386310e+05
1.035217368585118500e-05,4.269658136114936591e-13,4.464230689769322301e-05,3.983475651633393113e+02,1.387851342463436304e+05
2.248270872879327072e-07,2.747548654206938580e-13,7.989080833204815655e-06,3.430638668703231815e+02,2.527243871658763092e+05
2.199801270032608993e-05,2.177372625333802255e-13,1.123740251865660575e-05,2.026471314596234095e+02,4.044049659769258928e+06
3.676803988646984262e-06,2.692645285460882658e-14,1.643285307729061592e-05,2.420863846053570398e+02,1.368796457322237984e+03
6.662237259435541042e-06,2.164058755872867244e-13,5.348606809617095213e-06,3.298984699908635321e+02,4.382071671206625551e+07
1.571441469899904615e-06,1.091469770949108617e-14,3.010065235289047686e-05,2.805986143457018329e+02,6.296080803669522084e+02
2.783286886268284733e-06,7.620808246801261590e-13,3.239764095832156269e-05,2.579912756917268553e+02,3.047819633506867103e+04
3.405379225301017363e-07,6.049427472393111784e-13,1.685465876525134855e-05,3.785807481436590365e+02,1.089341300469505368e+05
2.878806221153487331e-05,1.805985325468407975e-14,8.505758213632665725e-06,2.286597327131278519e+02,1.958573934307250311e+05
5.492252188887912146e-07,6.672166082208142724e-13,5.033022413072571894e-06,3.125655691405190169e+02,1.228388105983882397e+07
6.415169930288361338e-06,2.542959163617216883e-14,2.928165844572951589e-05,3.653170126039065622e+02,1.563222630218731501e+04
1.137052163139238720e-05,1.080557132709100230e-13,2.981716003640630649e-05,2.579311483689604074e+02,2.340483867425407516e+04
7.715477946636957248e-07,1.876860371496448691e-14,1.668663476576295502e-05,3.110744674916651888e+02,4.926353819656115775e+03
2.299876426325522468e-07,2.666677730844239239e-13,5.282171591656843535e-06,3.698624367431566498e+02,1.043988813031267491e+06
2.998176529391647739e-07,3.484513961923399101e-13,1.645263048792562912e-05,2.386237902181487129e+02,-9.128301614057054394e+02
2.676768318958257154e-07,2.523452741166619612e-13,7.941545050240727454e-06,3.028690412524245517e+02,1.957059341335126082e+05
2.707586488359984588e-06,2.039669908885664045e-14,6.800468719944064038e-06,3.175956465290233268e+02,3.154526857721781707e+05
1.073366377987491202e-06,6.125439300567447414e-14,1.389606704457619683e-05,2.710059499080109617e+02,1.943367282511494705e+04
2.776358114662888727e-07,3.382124935085297077e-13,7.957866894487411607e-06,2.664390871547840902e+02,1.359545420459566812e+05
4.773961878647279731e-05,5.563104336730413275e-14,1.259308372121378550e-05,3.193641175711844653e+02,2.193865154058943444e+05
5.896161566649832137e-07,1.706740956838812472e-14,1.238631497484779337e-05,2.220382054452633156e+02,-2.963382015135322945e+03
1.002277934878763062e-07,1.201583822145814914e-13,9.157241599132038027e-06,3.482655121968264780e+02,3.371155361454938975e+04
8.812480841538487824e-07,1.726126565548491774e-13,4.920613523295465233e-05,2.973317066979126935e+02,1.702222142149946876e+03
5.933529042742789582e-07,6.956457339517762816e-13,1.926212100999420668e-05,2.867225134896460190e+02,6.527997966810659273e+04
1.542023153468142447e-06,2.157324354770175909e-14,3.944914075071379934e-05,2.770620059727206126e+02,5.013627822002568450e+02
5.127237464086080958e-07,9.171892484123100409e-13,4.898041718348864366e-05,3.938188160785679202e+02,1.080713298393906371e+04
1.033258477848150141e-06,1.388618012869730304e-14,2.773808972146472876e-05,2.702789885319798486e+02,5.209301896947505384e+02
4.666032870661600390e-06,1.348320912576617378e-13,6.728649432998326585e-06,3.804435882038449677e+02,9.523739026161499321e+06
1.592744053165299266e-07,1.641409358347759015e-13,8.626857156543094184e-06,3.885376711576171260e+02,1.076640596530616749e+05
1.602527844216613487e-07,5.087952807811802697e-14,2.880327720628978830e-05,2.183802096242753237e+02,-2.335459157432808297e+02
5.815662162671291219e-07,2.731212906274668898e-13,2.760209496765134168e-05,3.200584666377367853e+02,1.306417643993903221e+04
