Vb,g,T,S0,Td,Td_noisy
1.222808928592696631e+00,9.637651170808341217e-01,2.139696265701320144e+01,1.831036658314470822e+00,3.515791017547813535e+00,3.570836734986027494e+00
3.947174383105463757e+00,5.500522081913716832e-01,2.695135535141983851e+01,9.726693419391666540e-01,5.638250927571196058e+00,5.611238660271295586e+00
3.565224248599041079e+00,8.138111204082358885e-01,3.022642437043054642e+01,4.716699137658833862e+00,5.823094098522742179e+00,5.849494527117331089e+00
5.526524223783798817e+00,7.239421549664889488e-01,3.731983014147263589e+01,3.056189049689462145e+00,5.919090546719555590e+00,5.925552272673792586e+00
4.958813873385219395e+00,4.258759608529711915e-01,2.734683802362647143e+01,4.150526178785090892e+00,9.374323109227161055e+00,9.335907324062539203e+00
1.168880082853398950e+00,4.308607383634702748e-01,3.451740903234516367e+01,2.358614918464730703e+00,7.146558133141880376e+00,7.092900519607525212e+00
3.508434103051019104e+00,1.215637393687609008e-01,2.747782367389860525e+01,4.234078278275871909e+00,2.624507916103888761e+01,2.625914203965977123e+01
2.518558247445653819e+00,6.478328244272849590e-01,2.982026022011735478e+01,3.295748777790523665e+00,6.092611386418139929e+00,6.067191604856840392e+00
7.262064612382247430e-01,4.751095268806668770e-01,2.660836872795513841e+01,2.327540224055328621e-01,6.667310463684966493e+00,6.599300211366874613e+00
3.525682464297617891e+00,2.383753915741880225e-01,3.234251576420858498e+01,4.228550591312955298e+00,1.491642866031750003e+01,1.491298387835601424e+01
5.866243905897851718e+00,1.576483137567011028e-01,2.006779193339983891e+01,3.536207361778513469e+00,1.803345663689053069e+01,1.804577696829686673e+01
1.298784323785676431e+00,9.485477783464606460e-01,3.136520202519028899e+01,1.913158980386184815e+00,3.999181456227998144e+00,4.005404598020287921e+00
5.273525740807747386e-01,1.845827907151794123e-01,2.743416055222815686e+01,3.254376854519214213e+00,1.557923839662095666e+01,1.552025184665741619e+01
1.590963715361081166e+00,2.561261424342717308e-01,3.659582483750899229e+01,3.097469635332566362e+00,1.117353769616758719e+01,1.114576737146716034e+01
2.863574573447595917e+00,9.913427827888419142e-01,2.756174548101744648e+01,4.073181557772419303e+00,4.694258855318727441e+00,4.763858266029124877e+00
1.953294910048408717e+00,9.671867418370500014e-01,3.794258210103323847e+01,1.188443251453650484e+00,3.628517011464948983e+00,3.591196823587608833e+00
4.313115204763308341e+00,9.374409079765917419e-01,3.893100782142126093e+01,4.397354523783693736e+00,5.061291921463763721e+00,5.046088371360593960e+00
1.969943029045429839e+00,4.879789989376347448e-01,2.610059285204924251e+01,2.985091909564876023e+00,6.835158298196836846e+00,6.951472171603022332e+00
5.244834390506228239e+00,3.545109997057319662e-01,3.104911551685153626e+01,2.044247147704989498e+00,9.489378709277339397e+00,9.507860429503939059e+00
1.205462640318288203e+00,3.162485120973571595e-01,2.076897712723518552e+01,2.585051376166392245e+00,7.894228267035899194e+00,7.870164178861284832e+00
1.354707060459036105e+00,9.875374764215155698e-01,2.755040816372594037e+01,1.715954135695858807e-01,3.400433302731761476e+00,3.304229915753519542e+00
5.831575152356232472e+00,6.156587585030085519e-01,3.521643364288568989e+01,4.468160186642659681e+00,7.346272292775956281e+00,7.362642761716786666e+00
9.031029751116971260e-01,3.892091848638535856e-01,3.753148328343102236e+01,1.627202743235506732e+00,7.366811468973574861e+00,7.298265181792563006e+00
4.652499032238996080e+00,7.466919128060078847e-01,3.799812172804739419e+01,3.053771971629065884e+00,5.651213442834594147e+00,5.650792275987020830e+00
9.607226878399747205e-01,7.876484011677093999e-01,2.851112298740761375e+01,2.368224307042273491e+00,4.644164036726463607e+00,4.601635753562876019e+00
1.373070718314223448e+00,1.801626088470799358e-01,2.074618540781208864e+01,2.269333985865529812e-01,9.547534450079504964e+00,9.464622408901801620e+00
3.935901903034653149e+00,6.439279118369972688e-01,2.769344064645621728e+01,1.887073315968126330e+00,5.778831245622844115e+00,5.862145641913288685e+00
5.036600320944749853e+00,9.906818473523475443e-01,3.408509360363807872e+01,2.630461057761279253e+00,4.730760443143961602e+00,4.726092144853273780e+00
3.892597646756670304e+00,5.527701305778687235e-01,2.645734441929048586e+01,6.250976121755482673e-01,5.176146135335958576e+00,5.222690029408398438e+00
5.979722008033777847e+00,1.383099060595550656e-01,3.561112778254774724e+01,2.316097032190874039e+00,2.054549712040503096e+01,2.058299092788687901e+01
5.924457848148777295e+00,7.554216868539347374e-01,3.113324295853842472e+01,2.941239459304999748e+00,5.949490962251950954e+00,5.913485257363792158e+00
1.323253893283575566e+00,6.337345892382061363e-01,3.044168167030159466e+01,4.366406252196052051e+00,5.898455687870005626e+00,5.903372409441110413e+00
3.065002574398483226e+00,3.155452650527587610e-01,2.314199818631943018e+01,4.416711491410520551e+00,1.073157169232470309e+01,1.071416352448400744e+01
3.081565467735895680e+00,2.923553789980667394e-01,3.611997403266806828e+01,4.875592419350580187e+00,1.242183616371709043e+01,1.247044672273850985e+01
1.526530663750940153e+00,4.680600577199820478e-01,2.616844538822513044e+01,4.269408206593880095e+00,7.258830988571512322e+00,7.280729079650286373e+00
4.122982029065113352e+00,3.157379495635298516e-01,3.477205943515996722e+01,1.304857727211640839e+00,9.058312689562306730e+00,9.040937397914259321e+00
5.284576260382337409e+00,8.299132040805911048e-01,3.163927663856784633e+01,3.086158708267147777e+00,5.562014745864850340e+00,5.645257704297995005e+00
4.566230811859392169e+00,1.086821833427963763e-01,3.064324791497407574e+01,3.340450085427864479e+00,2.855247406491839612e+01,2.857870727569307689e+01
4.839016309081523914e+00,3.999543332322799127e-01,3.602974902223862586e+01,1.453415236738582861e+00,7.760895327994299819e+00,7.784263958810943684e+00
1.934924355633947934e+00,4.587426911590650747e-01,3.032003823330967762e+01,2.386823972243821590e+00,7.151756849122233639e+00,7.112879523507261048e+00
3.612437349147374022e+00,6.337223329301807651e-01,2.482853966786489508e+01,1.057059194218141762e+00,4.996692994087698736e+00,5.017305582541909281e+00
1.474556114470868096e+00,9.049223489820220623e-01,3.225137535016109780e+01,3.494774154415145051e-01,3.696941640717200883e+00,3.623944208951257462e+00
4.697829177293198377e+00,7.826298806627401961e-01,3.771106813155637383e+01,6.697496871318173728e-01,4.204016208333053228e+00,4.227337674515843524e+00
5.616956251258252486e+00,1.499606335891882913e-01,3.543661502202530755e+01,2.417599825414191272e+00,1.941130704445798472e+01,1.936475315692544541e+01
3.239041791663742842e+00,8.340614884504451432e-01,2.000311435381148328e+01,2.488059648166653925e+00,4.469341905786633262e+00,4.478705498851867084e+00
3.349007598898594562e+00,6.683050908190550921e-01,2.026303057459494283e+01,1.712817021884070146e+00,4.834658120793402958e+00,4.820970888255168063e+00
4.562489426793337799e+00,9.384932011221636117e-01,3.748013274829047248e+01,4.520427011933515260e+00,5.197066771419569520e+00,5.208657314507967762e+00
5.415263183557701865e+00,5.802520830103179428e-01,2.983688799979645268e+01,2.671923952523333146e+00,6.970321675400666273e+00,6.988346756381978331e+00
1.006185447116020537e+00,2.541918643357740093e-01,3.724822531267780334e+01,4.404827838689880259e+00,1.112237634254508833e+01,1.111961408800500095e+01
4.644541455360343463e+00,2.963217593579374198e-01,3.586229629456776991e+01,1.590490863440745306e+00,9.889059497823602385e+00,9.886346388485383940e+00
5.425121698702561446e+00,9.502863560892954586e-01,3.882835456888866332e+01,3.696217454620417620e+00,4.978450115422345057e+00,4.904110021273476505e+00
1.646515321610430682e+00,1.439994766915940749e-01,3.667364173895090573e+01,1.148877178900832741e+00,1.518216434527117897e+01,1.508726849948402915e+01
2.122953371307449988e+00,2.174686936246308933e-01,3.608325267537666292e+01,4.094966416257508790e+00,1.441232535813620075e+01,1.447540481132142354e+01
3.088260155010373875e+00,7.653783147300070588e-01,3.805970496424181704e+01,2.750984210411182573e-01,3.736412681469873043e+00,3.765111866150567810e+00
3.772746070158693676e+00,9.829761209243614850e-01,3.550932269553080545e+01,3.716209447390572240e+00,4.846665384172539781e+00,4.772707913668646107e+00
3.018616459554435139e+00,1.030193672007794770e-01,2.594900140654259602e+01,1.882077436605285259e+00,2.352505117082405306e+01,2.362051136480128832e+01
3.652903302244153938e+00,6.587524071598798159e-01,3.558225614989688523e+01,1.002593029315587136e+00,5.038749712021779459e+00,5.003029924735193923e+00
2.635025746863467688e+00,8.354112182514559226e-01,2.160457412981389780e+01,1.070915675146793200e+00,3.817555113359628383e+00,3.843103241586971475e+00
2.819651553662074761e+00,6.306846756787828356e-01,3.410042192677893524e+01,8.270535604422806220e-01,4.980910613884640625e+00,5.002172159384040029e+00
2.208577470410708621e+00,5.762648844958626615e-01,3.500322768304246779e+01,1.639782183837261043e+00,5.675440483034565275e+00,5.680868283896781001e+00
4.096240255617450643e+00,7.741352888694906786e-01,2.687922299120724645e+01,3.132512258059804378e+00,5.569989992846361204e+00,5.600413488376812410e+00
5.658119121077413993e+00,3.175409507964974676e-01,2.433703058825646082e+01,2.837705053394101729e+00,1.042844525622472673e+01,1.035974922605039339e+01
5.921576428132760306e+00,3.968843769344954087e-01,3.853951008383053534e+01,1.822199829548447614e+00,8.009895356767936292e+00,8.008088325592437329e+00
2.602536334531581286e+00,8.269587150636806827e-01,2.573715677700502624e+01,4.807002295644725365e+00,5.307316740235826558e+00,5.294614005119989031e+00
7.463106501649464652e-01,5.076598409318845428e-01,2.020286536736676197e+01,3.809907868605178827e+00,5.915335997238495125e+00,5.919714158357603395e+00
3.989497244041251278e+00,3.163685867066228230e-01,2.024635838799781240e+01,4.835920529573257909e+00,1.082010067868962544e+01,1.080639182708754120e+01
5.744335528011209391e+00,8.004469737816262143e-01,3.536117919799215059e+01,4.650863476418974685e+00,6.096623058934012462e+00,6.064519895662853877e+00
5.740643514749624643e+00,1.226546775858642496e-01,2.659150216929634780e+01,2.760084395320518524e+00,2.357455973777100766e+01,2.353800147960268774e+01
4.276512915808472926e+00,4.703148287576029984e-01,2.338447079070843060e+01,4.636997952601176642e+00,8.329563624522339893e+00,8.373797404215819640e+00
2.560142603809377970e+00,3.216887861651209768e-01,2.474174962302031844e+01,3.920422215111305064e+00,1.025367977354859050e+01,1.021127969343109676e+01
9.577105272537398406e-01,8.109619649968021760e-01,3.599263410852513800e+01,4.615982096277282842e+00,4.723016634825131455e+00,4.741139650037996311e+00
3.040494168774953820e+00,4.890939936876743666e-01,3.286973703995654716e+01,4.014452848017180386e+00,8.077607817627123765e+00,8.095101896234286443e+00
4.102578726977661461e+00,7.660284000206065702e-01,2.709584320134025148e+01,8.397505577508700414e-01,4.466050086576337286e+00,4.461155112108533771e+00
4.474434800997900474e+00,5.580878217865530289e-01,3.730470453638015016e+01,4.802429240532747556e+00,7.668452391823068481e+00,7.689620904612771035e+00
4.139262799631796774e+00,4.912401449576396795e-01,3.668215116949700416e+01,1.389052894433714602e+00,6.503232657807824779e+00,6.530337036317408028e+00
4.826928451785456708e+00,9.084886196507575562e-01,2.825957066099918791e+01,2.255785965743780874e+00,4.840663523311786953e+00,4.814055755662469238e+00
1.119725703476502687e+00,3.761856189837079478e-01,2.042932586987976507e+01,4.339629904090640089e+00,7.416268777532871503e+00,7.433077045806060212e+00
3.347405812625445343e+00,7.433086021478217953e-01,3.587348831336809951e+01,1.848230826316575870e+00,5.095294047308932761e+00,5.190571706928387208e+00
2.984146224235563416e+00,6.430871498801642439e-01,3.841871148798522029e+01,8.804043911672078115e-01,4.702031615992245506e+00,4.648486153160116707e+00
3.256302160845650828e+00,6.161234272389722877e-01,3.711167425708214296e+01,1.185312790389924986e+00,5.242138481385373083e+00,5.227018034605142027e+00
3.062777150065086662e+00,4.376712239577410513e-01,2.569931922960412152e+01,4.425171017527384620e+00,8.629079736197247996e+00,8.590733254760419157e+00
3.825731860699616682e+00,3.344202317688451664e-01,3.664650715743929510e+01,4.905242783138837659e+00,1.138107859574656011e+01,1.148032916177580098e+01
1.086339794368703870e+00,3.508136672483203045e-01,3.280127858079738701e+01,1.465519780886044066e+00,8.145824887513422041e+00,8.075685513625096235e+00
5.585610011525510288e-01,1.210735650907094896e-01,3.232011655307341158e+01,1.290791989857178468e+00,2.206515237459228373e+01,2.206550655668620209e+01
2.901769656121912178e+00,8.359818545531386702e-01,2.355274789331374308e+01,1.596006575947873873e+00,4.268119846111629201e+00,4.314576811158115532e+00
3.737141232155380965e+00,2.090665250327288782e-01,3.019000862606944224e+01,3.164743177148967579e+00,1.561720804057967094e+01,1.557379806457874949e+01
2.832991814924047169e+00,8.045574293888750894e-01,2.804494346872852972e+01,2.425200035974947710e+00,4.975745523325087127e+00,4.968944909495879969e+00
3.331007115072317504e+00,9.870414055745553306e-01,3.525582327686191064e+01,8.773337747053848723e-01,3.796248435941945498e+00,3.760649992951996534e+00
2.704885970606150103e+00,1.141473993942221515e-01,2.467196090968833033e+01,4.970226760911535813e+00,2.682805266069135186e+01,2.676103118744818588e+01
4.970150704390920993e+00,4.273264480548857325e-01,2.930380896519604761e+01,2.920595712652457321e-01,5.735652676556849627e+00,5.732100602841800452e+00
4.955882130006376229e+00,2.512110818137567869e-01,3.610019382824042822e+01,2.569462086566546510e+00,1.266644073153759997e+01,1.269110048504710520e+01
1.330832084082467892e+00,4.619687156720770904e-01,3.925080726396089403e+01,2.308975800504804887e+00,6.299322941326284564e+00,6.279402124632495585e+00
3.930865990097039298e+00,3.621916064775118071e-01,3.280549473389535819e+01,2.738067047320493330e+00,9.711691333614451693e+00,9.719847260496417007e+00
3.377779778376971187e+00,2.399060856490030924e-01,2.252738805087891194e+01,4.283940151279891140e+00,1.336520877042345923e+01,1.339932365452400553e+01
8.081175873319839109e-01,1.998545818901031890e-01,3.655011991975253949e+01,2.800851852908153194e+00,1.310931812901017857e+01,1.316893750617488124e+01
9.844069210730559405e-01,2.531725639692058993e-01,3.589896977755925889e+01,2.381511322446567380e+00,1.066248773289795260e+01,1.060075968958707016e+01
4.977547364258404272e+00,7.862928668428472712e-01,3.399413968226100735e+01,2.224029892955394216e-01,3.882406280288887679e+00,3.912968989240783735e+00
4.437546965715333691e+00,7.792489476127970605e-01,2.055019207102271039e+01,1.324931428268382394e+00,4.334490688173007200e+00,4.303428034163570004e+00
1.368010311813851576e+00,9.233743433980953208e-01,3.881546514655983060e+01,2.312840519414911977e+00,3.897055531731503653e+00,3.802851055643674982e+00
3.727406198364580092e+00,1.072570285918037075e-01,3.875409361488419790e+01,9.257665073143095391e-01,1.827099488230161839e+01,1.823209580079718961e+01
5.414721261240365457e+00,6.611455877287268912e-01,2.380196828953303623e+01,1.243510275003204768e+00,5.104527795262625567e+00,5.136523827016572064e+00
3.377620225148349142e+00,5.397140695346790418e-01,3.816813582915433045e+01,3.915459061244984440e+00,7.206606601948194246e+00,7.221919565846291356e+00
3.806897684268469195e+00,3.801293511941875591e-01,2.846309576815907150e+01,2.900453602836042588e+00,9.327877985059133792e+00,9.273048816876936939e+00
4.223398697764050524e+00,7.570400131905606900e-01,2.151301350774088661e+01,2.910232060452405678e-01,3.546924245582316004e+00,3.627134365496689217e+00
3.412141891863833543e+00,5.797049422906989102e-01,2.467088498327937174e+01,2.807342454096759976e+00,6.356697994326064638e+00,6.376795631128080011e+00
5.336182114443821511e+00,2.898845819830004888e-01,3.286383431483780271e+01,1.474205961203471915e+00,1.024371279877344243e+01,1.024025557323811952e+01
1.904144765292312247e+00,6.285065274459941120e-01,3.938767001811864077e+01,2.064574866220195482e+00,5.099466764403104868e+00,5.072368800751645423e+00
1.741207617769958693e+00,7.326776233117987536e-01,3.925510363766698418e+01,4.664967076287009462e+00,5.215825033333895355e+00,5.236649447108948863e+00
1.054777236852613376e+00,9.570615370124804233e-01,2.948028568528803817e+01,5.484888666267884183e-01,3.797649198370559809e+00,3.778261329077210018e+00
2.944234540476266204e+00,4.450661068499458528e-01,2.693146411304728716e+01,4.314770005937930364e+00,8.552868043165322121e+00,8.609486585065280195e+00
2.296402632726983750e+00,6.502062904194307880e-01,3.329250441029405039e+01,3.780065138401519143e+00,6.135793147297663452e+00,6.151423534710449559e+00
3.248958290114199787e+00,8.079966566619276591e-01,2.514690727062315645e+01,4.994570041052907250e+00,5.604194153697578784e+00,5.634875975968838269e+00
1.460586974283348383e+00,8.330623520083014766e-01,2.737755353651899171e+01,3.568287623132206043e+00,4.637041619706805839e+00,4.621752041551116186e+00
3.143379854552947439e+00,3.409147540981098956e-01,3.171200858631740616e+01,3.905899346189118937e+00,1.075115753371528982e+01,1.067740832018042418e+01
3.228563999449110433e+00,2.684745270689561925e-01,3.462505439513758176e+01,1.332312075467608992e+00,1.011872821391126820e+01,1.014502764701084203e+01
2.181162003075949318e+00,1.710528620099748542e-01,3.136681488977234267e+01,4.569355544678477266e+00,1.890827536748746951e+01,1.885791621874787793e+01
4.923691913943334164e+00,5.858424530050894141e-01,2.020916267033354075e+01,4.426425976218741454e+00,6.799240307791334814e+00,6.793930502765093138e+00
3.279276491031528185e+00,8.016363094844451975e-01,3.193170809292294621e+01,2.967856261916782312e+00,5.367072391289012145e+00,5.366363940902524554e+00
3.770348193271034098e+00,2.928159841644237815e-01,3.927381408572936294e+01,3.021916069235392133e+00,1.082575109961861770e+01,1.078679735225831848e+01
5.737323245038384201e+00,1.310357767370128046e-01,2.061305556552336782e+01,9.091030894626856984e-01,1.367417164533849494e+01,1.371850305563422801e+01
5.323252003545240640e+00,3.125850892303591033e-01,2.836865521611683505e+01,2.787361321004246939e+00,1.107166963782775149e+01,1.100044536803131123e+01
4.047352087523666597e+00,4.171393642928631351e-01,2.035935262703269544e+01,4.836297466094813480e+00,8.753621738377148631e+00,8.827949713018920619e+00
5.291698139412858160e-01,5.940976200886691760e-01,2.793510061174377057e+01,8.003942940402163364e-01,6.405600828780993794e+00,6.376151245701930037e+00
4.043607783185953153e+00,1.447030863677159773e-01,2.439712750214826897e+01,1.903782005814884659e-01,1.028698474886606284e+01,1.033500001448474670e+01
2.177076980484082824e+00,7.975266312527575785e-01,2.163099023734604032e+01,3.054378580767441509e+00,4.563783895503361165e+00,4.628204974889931655e+00
1.858578805253890520e+00,2.596148669068402137e-01,3.527956726726820591e+01,2.489343891339577119e+00,1.102110790801841134e+01,1.097814009903620480e+01
3.828923453888576134e+00,9.940911983288525100e-01,2.067054717089964555e+01,9.131397444200635150e-01,3.467844332860732681e+00,3.431183953871470571e+00
1.468663536348006060e+00,1.500618029612284521e-01,3.599390625420609524e+01,2.386246515290008752e+00,1.667380488900386482e+01,1.672061925586714182e+01
4.547681412915514088e+00,8.233986665758644685e-01,3.373002584898837597e+01,3.870465310330920339e+00,5.713773605447746817e+00,5.723066713720752041e+00
4.769928399383611684e+00,8.836113587537385294e-01,3.734160297595099109e+01,4.819499210231597885e+00,5.518747966890134471e+00,5.522849687898001569e+00
1.258080672023145663e+00,1.107979966763179697e-01,2.081954325559074093e+01,3.523139937405545208e+00,1.971611977937671512e+01,1.962502322279771860e+01
1.335814944932896431e+00,3.072797703880472686e-01,2.528727615101142590e+01,3.871313539582247554e+00,9.580774482211266374e+00,9.498997424295277270e+00
5.589067928525911277e+00,7.431529107448553439e-01,3.040089398618144401e+01,2.016058903191205065e+00,5.575932080668614788e+00,5.602670904366865656e+00
6.679998156778720331e-01,9.962331718264013647e-01,2.958656688005925162e+01,2.546778269775315628e+00,4.207994710034470565e+00,4.279406439649668492e+00
4.889652863471289912e+00,6.492683438746507107e-01,2.044562600406281305e+01,3.543835284665395324e+00,6.039344932658840648e+00,6.004056552478716391e+00
4.608033375221848083e+00,8.977980083036104508e-01,2.950393089808936153e+01,4.767345866502032514e+00,5.580608007203871068e+00,5.537559060779758902e+00
4.368083406886508868e+00,7.117579837018616074e-01,2.685067015454450257e+01,1.784990835861077985e+00,5.347400535530928423e+00,5.357810755756463372e+00
6.859131436971623863e-01,5.707485290254608046e-01,3.789197888856060104e+01,3.515706503955982054e-01,5.846237323721933166e+00,5.869331444582408075e+00
5.680056110198203889e+00,7.478777410709863682e-01,2.524607172611743522e+01,1.302492382282895989e+00,4.890244828776665997e+00,4.918226676357993377e+00
1.630076201556610371e+00,7.099855351157502437e-01,2.099312361889496259e+01,4.892657555667129010e+00,5.079510590847690743e+00,5.057611580959053832e+00
5.300442880992529915e+00,3.330741136375865996e-01,2.352329231140263843e+01,2.892492840589611092e+00,9.911953210375294532e+00,9.815206935510888187e+00
3.254067971660375758e+00,4.196560905166514255e-01,2.604855617381662825e+01,9.280703352016262953e-01,6.512668318032140746e+00,6.585182340481611440e+00
2.291052600423528762e+00,8.862530637152949975e-01,2.533811608162358553e+01,2.939718179974643242e+00,4.499643390649629815e+00,4.474953088256254929e+00
1.461587930368813737e+00,3.297528504327940646e-01,3.133116707930053835e+01,2.719441622332956943e+00,9.188759300054766044e+00,9.251232618976601429e+00
5.631219227634154390e-01,2.953825934058209035e-01,2.530897850285104411e+01,4.273969506911944549e+00,1.031275242811341819e+01,1.021381063148252899e+01
1.788598589835350694e+00,5.891879351191070535e-01,2.311258490477018768e+01,2.740078270883613776e+00,5.487471570796567555e+00,5.505925470354307905e+00
1.139429026726855643e+00,8.336764282603237319e-01,2.344612189303490979e+01,4.531150998787125239e+00,4.422376756964363942e+00,4.397531578104759475e+00
5.366097602819326351e-01,4.403631001444024973e-01,2.284842008314836903e+01,7.274742704479244537e-01,7.360443941417130986e+00,7.306511528557608770e+00
4.156407688909886211e+00,2.820884887373632521e-01,3.870490429905158436e+01,4.429317717471185745e+00,1.250080839899574237e+01,1.254904831304443213e+01
5.874433778171651355e+00,9.854944590724986631e-01,3.478936902708564816e+01,1.271061131171505654e+00,4.242384897942956812e+00,4.306550764884509164e+00
3.329283890932660750e+00,3.808787401448461285e-01,3.664064997226515175e+01,3.792288374950551155e+00,9.519202770053071916e+00,9.490083769466870933e+00
5.012299849902071003e+00,2.517272720076888515e-01,2.113117574720795488e+01,6.545146196346504075e-01,7.806399180986247188e+00,7.838538518082485140e+00
5.837131895026391071e+00,6.003268835197576037e-01,2.874960971541327126e+01,2.714277702957982985e+00,6.823052144530056928e+00,6.769675865098928824e+00
9.441064948639414922e-01,3.657338895136642565e-01,3.141277856403304725e+01,8.030312861297673743e-01,7.894081250477834821e+00,7.863371106510999908e+00
2.839875562819440091e+00,2.324273500668638526e-01,2.951743396734352132e+01,3.404687335466433318e+00,1.400842296892096428e+01,1.399624216063299720e+01
2.819836258015423258e+00,7.237543292583670240e-01,2.156973612548341634e+01,3.134932949062600560e+00,5.139857027883015128e+00,5.122606559985251273e+00
1.868228201040071923e+00,8.197046313590898858e-01,2.528529730287836230e+01,3.120512018480317007e+00,4.631081502650292059e+00,4.662795269435645373e+00
4.446603919531367133e+00,8.707153472306203845e-01,3.048699431445974284e+01,2.960554910792924765e+00,5.245113679888976144e+00,5.185197307707454684e+00
3.545640301904125824e+00,3.865394339677892255e-01,3.439543088422007600e+01,2.246115817859870023e-01,5.936584195460797631e+00,5.984663102203537477e+00
1.423584606690407650e+00,1.974057288189891013e-01,2.786476394513856292e+01,9.305989522018862647e-01,1.171184884602170762e+01,1.175984077383495219e+01
5.701804842409133656e+00,9.087622071371318500e-01,3.156840176661345154e+01,3.370785368471040377e-01,3.767687573239958176e+00,3.756881234182323670e+00
1.156059608395143101e+00,7.870809903570060717e-01,3.458893712983606861e+01,1.671442790931388700e+00,4.470970244922659376e+00,4.412189669408171255e+00
7.732567764398479149e-01,5.455900359362283458e-01,3.836253361097713821e+01,2.804724221093685799e+00,5.987400058148688586e+00,5.869377605402622322e+00
4.657089268512658364e+00,1.421593614584480969e-01,3.448204519680547264e+01,1.781744028551029313e+00,1.879519834315979310e+01,1.879207010255717947e+01
2.850534039010709009e+00,3.368298374868853307e-01,2.669821103390621886e+01,6.770658704484796564e-01,7.224558223578275040e+00,7.189017647571140479e+00
4.089294168519863604e+00,8.438465277088748051e-01,2.301906552824176444e+01,4.233709164427688521e+00,5.290370701431416300e+00,5.295453884482633100e+00
6.613041525784576491e-01,5.250120967488827173e-01,2.525959822855552872e+01,4.663903035633699012e+00,6.501238879048186092e+00,6.448874119348833034e+00
9.400987536674645373e-01,1.198860636959993564e-01,3.271175912828394416e+01,3.928093079134019838e+00,2.155784553181225149e+01,2.155797780337152503e+01
2.064704362623425382e+00,5.378844668234378235e-01,2.230077401322665764e+01,1.040227861485909733e+00,4.970924489338306884e+00,4.967871543740024265e+00
2.302435675025099826e+00,3.413709231860240778e-01,3.846293404965818752e+01,4.396924535951747259e+00,9.851811585824837181e+00,9.852369553562420279e+00
3.402968798762911362e+00,4.927375219696850106e-01,2.259136650733746876e+01,4.424689656259551684e-01,4.831488548104124980e+00,4.845652427715389621e+00
2.249751126587959504e+00,3.859986056977166013e-01,2.482678875838308130e+01,8.075754789760687391e-01,6.400078957750232611e+00,6.414551163571408310e+00
1.773687339177332678e+00,2.294289284160876130e-01,2.386355840528047878e+01,4.231695489897350448e+00,1.268529358504788895e+01,1.273338922313514310e+01
5.731480533090286045e+00,2.845101678179198235e-01,2.537169035395800165e+01,1.842168811087951719e+00,1.037313500588138204e+01,1.033432270398744279e+01
1.229837749486438536e+00,4.576561846760548447e-01,2.951793193170030349e+01,3.865116389215232484e+00,7.328242232137254675e+00,7.363943748517598920e+00
3.263902844771467748e+00,4.565771989271660836e-01,3.951404345041710542e+01,9.523240297636863527e-01,5.892784934864772950e+00,5.900759649354798242e+00
1.730173807002107322e+00,8.383125920002632014e-01,3.709738138465472446e+01,4.001927412818209184e+00,4.742534323546390596e+00,4.721867128525826018e+00
4.965222676385273815e+00,6.036470789806511750e-01,2.889072078036243241e+01,1.758537393196948351e+00,6.160133185956836677e+00,6.110841316455264405e+00
3.905145672988017402e+00,6.360242178045091288e-01,2.796074194728274520e+01,2.785146945321641088e+00,6.293564600901691897e+00,6.365842460453963625e+00
3.912726796851749178e+00,7.031649390086220919e-01,3.338645648105684671e+01,3.573035564958188193e+00,6.215757557601051531e+00,6.227671960880211799e+00
2.894923714363581535e+00,3.971021810715827938e-01,3.266640479929288432e+01,2.771720448072304332e+00,8.731351246894689666e+00,8.705857344858577207e+00
3.020597279527009515e+00,5.231542086171351302e-01,3.518781923112852894e+01,1.357936580588313014e+00,6.108114192286423716e+00,6.111803937080033222e+00
5.957018444421993131e+00,3.858965188926739565e-01,2.739703202887803002e+01,4.743242634248696632e+00,1.057097732588916017e+01,1.057131511504448618e+01
2.836552551221192875e+00,4.591713409906432730e-01,2.352768097739750175e+01,5.784442141891342759e-01,5.316119886006961615e+00,5.290347270780253019e+00
4.116069643750400076e+00,4.936162590395746230e-01,3.853048324223610166e+01,4.202161492369787865e+00,7.979022205332960027e+00,7.910887403394744055e+00
9.849425812989904827e-01,3.744029121288400264e-01,2.026934642770106620e+01,3.289252590101141571e+00,7.097319704479000180e+00,7.105016057138798580e+00
3.385208787405335595e+00,6.262063688807077977e-01,2.029891986837066398e+01,7.134841083367560177e-01,4.281741097750728642e+00,4.273808537539641961e+00
4.657018564490098989e+00,8.173723383753753735e-01,2.848778248129339019e+01,4.153234338266655001e+00,5.799339176446232536e+00,5.785522567681984363e+00
3.078671191206472368e+00,4.118623317651939342e-01,3.005846518597700623e+01,1.758642874657532884e+00,7.782093162813515264e+00,7.830949570489773137e+00
4.500242742266940432e+00,1.851125896807414573e-01,2.135869933708108448e+01,9.748602236059118464e-01,1.090513656569324930e+01,1.084036642401004435e+01
4.153433694538288812e+00,2.571807579353099782e-01,3.178237279621548339e+01,3.653059647107039343e+00,1.376083895466724449e+01,1.371379966064119138e+01
1.104394215230670717e+00,8.930126450898832058e-01,2.527772524146895705e+01,1.607443889875801890e+00,3.936048421194812352e+00,3.944155169604679934e+00
3.124224623349273422e+00,9.064020606303010430e-01,2.511306928731348265e+01,3.281638204155717276e+00,4.753800684456750858e+00,4.795184350628782788e+00
6.716077863529908987e-01,5.188532101006203545e-01,3.173632772736010210e+01,2.035085383732750497e+00,6.766083883799046461e+00,6.796490833877855131e+00
