t,n,c,T_fuel,dn_dt
2.427485497099419831e+01,6.971197918664239523e+01,5.357892264900688133e+03,6.883062432239892559e+00,-6.513605919042220194e-02
2.428485697139428012e+01,6.971132831559533827e+01,5.358137159520696514e+03,6.883150508639586995e+00,-6.501347236367394089e-02
2.429485897179435838e+01,6.971067867055077727e+01,5.358381815999147875e+03,6.883238431972285909e+00,-6.489112084922510348e-02
2.430486097219444019e+01,6.971003024913957802e+01,5.358626234606344042e+03,6.883326202513823766e+00,-6.476900413152009151e-02
2.431486297259451845e+01,6.970938304899397053e+01,5.358870415612233955e+03,6.883413820539556305e+00,-6.464712171811726193e-02
2.432486497299460027e+01,6.970873706774753487e+01,5.359114359286420950e+03,6.883501286324361423e+00,-6.452547308531819681e-02
2.433486697339467852e+01,6.970809230303521531e+01,5.359358065898159111e+03,6.883588600142636515e+00,-6.440405772480772839e-02
2.434486897379476034e+01,6.970744875249336303e+01,5.359601535716353283e+03,6.883675762268302911e+00,-6.428287511260322162e-02
2.435487097419483860e+01,6.970680641375962239e+01,5.359844769009559968e+03,6.883762772974802324e+00,-6.416192473223958359e-02
2.436487297459492041e+01,6.970616528447307303e+01,5.360087766045987337e+03,6.883849632535097740e+00,-6.404120605942154043e-02
2.437487497499499867e+01,6.970552536227411622e+01,5.360330527093493401e+03,6.883936341221674304e+00,-6.392071856186021250e-02
2.438487697539508048e+01,6.970488664480454588e+01,5.360573052419587839e+03,6.884022899306537546e+00,-6.380046169943653922e-02
2.439487897579515874e+01,6.970424912970749176e+01,5.360815342291433808e+03,6.884109307061216043e+00,-6.368043495501751750e-02
2.440488097619524055e+01,6.970361281462747627e+01,5.361057396975843403e+03,6.884195564756758756e+00,-6.356063777263187831e-02
2.441488297659531881e+01,6.970297769721037184e+01,5.361299216739280382e+03,6.884281672663735918e+00,-6.344106961162765401e-02
2.442488497699540062e+01,6.970234377510341517e+01,5.361540801847860166e+03,6.884367631052239922e+00,-6.332172993892726254e-02
2.443488697739547888e+01,6.970171104595523559e+01,5.361782152567348930e+03,6.884453440191884432e+00,-6.320261819033845541e-02
2.444488897779556069e+01,6.970107950741576985e+01,5.362023269163166333e+03,6.884539100351805274e+00,-6.308373380920073714e-02
2.445489097819563895e+01,6.970044915713639000e+01,5.362264151900379147e+03,6.884624611800657767e+00,-6.296507625429370592e-02
2.446489297859572076e+01,6.969981999276978968e+01,5.362504801043710358e+03,6.884709974806620281e+00,-6.284664496089931163e-02
2.447489497899579902e+01,6.969919201197002678e+01,5.362745216857530068e+03,6.884795189637394230e+00,-6.272843935644090152e-02
2.448489697939588083e+01,6.969856521239255187e+01,5.362985399605860948e+03,6.884880256560197864e+00,-6.261045887595884096e-02
2.449489897979595909e+01,6.969793959169415132e+01,5.363225349552379157e+03,6.884965175841776031e+00,-6.249270295429454336e-02
2.450490098019604090e+01,6.969731514753298995e+01,5.363465066960408876e+03,6.885049947748392185e+00,-6.237517101071432535e-02
2.451490298059611916e+01,6.969669187756859685e+01,5.363704552092927770e+03,6.885134572545831055e+00,-6.225786247976827781e-02
2.452490498099620098e+01,6.969606977946187953e+01,5.363943805212563348e+03,6.885219050499400417e+00,-6.214077676493445779e-02
2.453490698139627924e+01,6.969544885087509556e+01,5.364182826581594782e+03,6.885303381873928430e+00,-6.202391328500311829e-02
2.454490898179636105e+01,6.969482908947186672e+01,5.364421616461954727e+03,6.885387566933764525e+00,-6.190727145862240377e-02
2.455491098219643931e+01,6.969421049291719328e+01,5.364660175115222955e+03,6.885471605942782070e+00,-6.179085068882983478e-02
2.456491298259652112e+01,6.969359305887742551e+01,5.364898502802634539e+03,6.885555499164372151e+00,-6.167465037852792875e-02
2.457491498299659938e+01,6.969297678502027793e+01,5.365136599785072576e+03,6.885639246861449791e+00,-6.155866993815806154e-02
2.458491698339668119e+01,6.969236166901484353e+01,5.365374466323074557e+03,6.885722849296452175e+00,-6.144290875491975612e-02
2.459491898379675945e+01,6.969174770853157952e+01,5.365612102676825998e+03,6.885806306731334203e+00,-6.132736622348744504e-02
2.460492098419684126e+01,6.969113490124230736e+01,5.365849509106166806e+03,6.885889619427576491e+00,-6.121204174624494954e-02
2.461492298459691952e+01,6.969052324482021277e+01,5.366086685870585825e+03,6.885972787646179150e+00,-6.109693469443300273e-02
2.462492498499700133e+01,6.968991273693983146e+01,5.366323633229224470e+03,6.886055811647664449e+00,-6.098204447012278706e-02
2.463492698539707959e+01,6.968930337527707763e+01,5.366560351440874911e+03,6.886138691692074154e+00,-6.086737043653300816e-02
2.464492898579716140e+01,6.968869515750924393e+01,5.366796840763980981e+03,6.886221428038974857e+00,-6.075291198003895943e-02
2.465493098619723966e+01,6.968808808131497301e+01,5.367033101456637269e+03,6.886304020947451754e+00,-6.063866847909338276e-02
2.466493298659732147e+01,6.968748214439746391e+01,5.367269133776660965e+03,6.886386470676232108e+00,-6.052463932351770382e-02
2.467493498699739973e+01,6.968687734502339026e+01,5.367504937982516822e+03,6.886468777485291959e+00,-6.041082477760539859e-02
2.468493698739748154e+01,6.968627368133340383e+01,5.367740514330183942e+03,6.886550941630633638e+00,-6.029722485837396562e-02
2.469493898779755980e+01,6.968567115128364264e+01,5.367975863074511835e+03,6.886632963366485782e+00,-6.018383929589532499e-02
2.470494098819764162e+01,6.968506975283142424e+01,5.368210984470048061e+03,6.886714842946673798e+00,-6.007066781237568875e-02
2.471494298859771988e+01,6.968446948393523144e+01,5.368445878771039133e+03,6.886796580624616304e+00,-5.995771013763828705e-02
2.472494498899780169e+01,6.968387034255471235e+01,5.368680546231428707e+03,6.886878176653334016e+00,-5.984496599366906366e-02
2.473494698939787995e+01,6.968327232665066617e+01,5.368914987104856664e+03,6.886959631285439976e+00,-5.973243510228343212e-02
2.474494898979796176e+01,6.968267543418508581e+01,5.369149201644661844e+03,6.887040944773146656e+00,-5.962011716203363676e-02
2.475495099019804002e+01,6.968207966312110102e+01,5.369383190103881134e+03,6.887122117368261520e+00,-5.950801190223842241e-02
2.476495299059812183e+01,6.968148501142302109e+01,5.369616952735246741e+03,6.887203149322190576e+00,-5.939611902115160547e-02
2.477495499099820009e+01,6.968089147705630637e+01,5.369850489791190739e+03,6.887284040885934822e+00,-5.928443824016937924e-02
2.478495699139828190e+01,6.968029905798761092e+01,5.370083801523843249e+03,6.887364792310092909e+00,-5.917296924186388196e-02
2.479495899179836016e+01,6.967970775218472568e+01,5.370316888185028802e+03,6.887445403844860259e+00,-5.906171174736840612e-02
2.480496099219844197e+01,6.967911755761660686e+01,5.370549750026272704e+03,6.887525875740029946e+00,-5.895066543901350542e-02
2.481496299259852023e+01,6.967852847225339019e+01,5.370782387298797403e+03,6.887606208244990924e+00,-5.883983002225789960e-02
2.482496499299860204e+01,6.967794049406639090e+01,5.371014800253520661e+03,6.887686401608728026e+00,-5.872920518695678993e-02
2.483496699339868030e+01,6.967735362102804686e+01,5.371246989141061022e+03,6.887766456079823740e+00,-5.861879061511388045e-02
2.484496899379876211e+01,6.967676785111198967e+01,5.371478954211733253e+03,6.887846371906458209e+00,-5.850858600411612542e-02
2.485497099419884037e+01,6.967618318229303043e+01,5.371710695715548354e+03,6.887926149336406567e+00,-5.839859102031397242e-02
2.486497299459892218e+01,6.967559961254708867e+01,5.371942213902216281e+03,6.888005788617043379e+00,-5.828880536081015862e-02
2.487497499499900044e+01,6.967501713985132028e+01,5.372173509021145946e+03,6.888085289995336424e+00,-5.817922869952951714e-02
2.488497699539908226e+01,6.967443576218398960e+01,5.372404581321441583e+03,6.888164653717852914e+00,-5.806986070243880249e-02
2.489497899579916051e+01,6.967385547752455466e+01,5.372635431051906380e+03,6.888243880030756827e+00,-5.796070105093775737e-02
2.490498099619924233e+01,6.967327628385365301e+01,5.372866058461040666e+03,6.888322969179806243e+00,-5.785174940312742820e-02
2.491498299659932059e+01,6.967269817915303065e+01,5.373096463797041906e+03,6.888401921410360451e+00,-5.774300543242816275e-02
2.492498499699940240e+01,6.967212116140565570e+01,5.373326647307805615e+03,6.888480736967371065e+00,-5.763446880445854958e-02
2.493498699739948066e+01,6.967154522859563315e+01,5.373556609240926264e+03,6.888559416095388244e+00,-5.752613916926208049e-02
2.494498899779956247e+01,6.967097037870824749e+01,5.373786349843693642e+03,6.888637959038560687e+00,-5.741801619230813003e-02
2.495499099819964073e+01,6.967039660972993431e+01,5.374015869363096499e+03,6.888716366040632089e+00,-5.731009952341281632e-02
2.496499299859972254e+01,6.966982391964830867e+01,5.374245168045820719e+03,6.888794637344942018e+00,-5.720238882009454073e-02
2.497499499899980080e+01,6.966925230645212253e+01,5.374474246138250237e+03,6.888872773194427701e+00,-5.709488371653037575e-02
2.498499699939988261e+01,6.966868176813133573e+01,5.374703103886466124e+03,6.888950773831624907e+00,-5.698758387007529791e-02
2.499499899979996087e+01,6.966811230267704502e+01,5.374931741536247500e+03,6.889028639498664397e+00,-5.688048892249497612e-02
2.500500100020004268e+01,6.966754390808152664e+01,5.375160159333071533e+03,6.889106370437272808e+00,-5.677359850771068750e-02
2.501500300060012094e+01,6.966697658233819368e+01,5.375388357522111619e+03,6.889183966888775323e+00,-5.666691226730335984e-02
2.502500500100020275e+01,6.966641032344165296e+01,5.375616336348240111e+03,6.889261429094093003e+00,-5.656042983503795085e-02
2.503500700140028101e+01,6.966584512938766238e+01,5.375844096056025592e+03,6.889338757293745452e+00,-5.645415083687055358e-02
2.504500900180036282e+01,6.966528099817315933e+01,5.376071636889735601e+03,6.889415951727845489e+00,-5.634807490638138461e-02
2.505501100220044108e+01,6.966471792779623229e+01,5.376298959093335725e+03,6.889493012636106251e+00,-5.624220166937021759e-02
2.506501300260052290e+01,6.966415591625613501e+01,5.376526062910485962e+03,6.889569940257835867e+00,-5.613653074377822350e-02
2.507501500300060115e+01,6.966359496155330078e+01,5.376752948584547994e+03,6.889646734831939234e+00,-5.603106174753236246e-02
2.508501700340068297e+01,6.966303506168931392e+01,5.376979616358578824e+03,6.889723396596918903e+00,-5.592579429838906435e-02
2.509501900380076123e+01,6.966247621466692408e+01,5.377206066475334410e+03,6.889799925790873303e+00,-5.582072801411896990e-02
2.510502100420084304e+01,6.966191841849006039e+01,5.377432299177266032e+03,6.889876322651498519e+00,-5.571586249688920134e-02
2.511502300460092130e+01,6.966136167116378886e+01,5.377658314706523925e+03,6.889952587416086516e+00,-5.561119736427144744e-02
2.512502500500100311e+01,6.966080597069436919e+01,5.377884113304958191e+03,6.890028720321526023e+00,-5.550673221830493276e-02
2.513502700540108137e+01,6.966025131508921220e+01,5.378109695214112435e+03,6.890104721604303428e+00,-5.540246666095072214e-02
2.514502900580115963e+01,6.965969770235689396e+01,5.378335060675230125e+03,6.890180591500501883e+00,-5.529840028636812121e-02
2.515503100620124144e+01,6.965914513050717005e+01,5.378560209929252778e+03,6.890256330245801308e+00,-5.519453269640450799e-02
2.516503300660131970e+01,6.965859359755093294e+01,5.378785143216819051e+03,6.890331938075475726e+00,-5.509086348502023611e-02
2.517503500700140151e+01,6.965804310150026879e+01,5.379009860778263828e+03,6.890407415224400367e+00,-5.498739223849469226e-02
2.518503700740147977e+01,6.965749364036841484e+01,5.379234362853621860e+03,6.890482761927044564e+00,-5.488411854292962744e-02
2.519503900780156158e+01,6.965694521216977364e+01,5.379458649682623218e+03,6.890557978417474416e+00,-5.478104199217170844e-02
2.520504100820163984e+01,6.965639781491991300e+01,5.379682721504697838e+03,6.890633064929354568e+00,-5.467816216449250533e-02
2.521504300860172165e+01,6.965585144663558026e+01,5.379906578558972797e+03,6.890708021695942875e+00,-5.457547863039735603e-02
2.522504500900179991e+01,6.965530610533464539e+01,5.380130221084271398e+03,6.890782848950098405e+00,-5.447299097573932158e-02
2.523504700940188172e+01,6.965476178903620053e+01,5.380353649319114993e+03,6.890857546924274324e+00,-5.437069876318645356e-02
2.524504900980195998e+01,6.965421849576046043e+01,5.380576863501722983e+03,6.890932115850520567e+00,-5.426860157849233701e-02
2.525505101020204179e+01,6.965367622352883359e+01,5.380799863870013723e+03,6.891006555960485613e+00,-5.416669897646642085e-02
2.526505301060212005e+01,6.965313497036386536e+01,5.381022650661600892e+03,6.891080867485412043e+00,-5.406499052725877164e-02
2.527505501100220187e+01,6.965259473428929482e+01,5.381245224113797121e+03,6.891155050656141867e+00,-5.396347579329585642e-02
2.528505701140228012e+01,6.965205551332999789e+01,5.381467584463611274e+03,6.891229105703112978e+00,-5.386215433690466625e-02
2.529505901180236194e+01,6.965151730551203002e+01,5.381689731947751170e+03,6.891303032856358257e+00,-5.376102570490104426e-02
2.530506101220244020e+01,6.965098010886262614e+01,5.381911666802623586e+03,6.891376832345510017e+00,-5.366008945178890599e-02
2.531506301260252201e+01,6.965044392141015805e+01,5.382133389264328798e+03,6.891450504399796451e+00,-5.355934513203663982e-02
2.532506501300260027e+01,6.964990874118417707e+01,5.382354899568668770e+03,6.891524049248041628e+00,-5.345879230002736904e-02
2.533506701340268208e+01,6.964937456621541401e+01,5.382576197951140784e+03,6.891597467118667275e+00,-5.335843048692368029e-02
2.534506901380276034e+01,6.964884139453572232e+01,5.382797284646940170e+03,6.891670758239691885e+00,-5.325825923925719962e-02
2.535507101420284215e+01,6.964830922417816339e+01,5.383018159890960305e+03,6.891743922838730718e+00,-5.315827809585726982e-02
2.536507301460292041e+01,6.964777805317696391e+01,5.383238823917792615e+03,6.891816961142994913e+00,-5.305848659545375767e-02
2.537507501500300222e+01,6.964724787956747321e+01,5.383459276961724754e+03,6.891889873379294151e+00,-5.295888426899608703e-02
2.538507701540308048e+01,6.964671870138623433e+01,5.383679519256743333e+03,6.891962659774032218e+00,-5.285947064738394374e-02
2.539507901580316229e+01,6.964619051667096983e+01,5.383899551036532102e+03,6.892035320553214106e+00,-5.276024526153832994e-02
2.540508101620324055e+01,6.964566332346053912e+01,5.384119372534471040e+03,6.892107855942436245e+00,-5.266120762679094014e-02
2.541508301660332236e+01,6.964513711979498112e+01,5.384338983983640901e+03,6.892180266166895386e+00,-5.256235727392066792e-02
2.542508501700340062e+01,6.964461190371550003e+01,5.384558385616816850e+03,6.892252551451384157e+00,-5.246369371824499694e-02
2.543508701740348243e+01,6.964408767326445115e+01,5.384777577666473007e+03,6.892324712020291955e+00,-5.236521647498193488e-02
2.544508901780356069e+01,6.964356442648538348e+01,5.384996560364781544e+03,6.892396748097604053e+00,-5.226692505937791111e-02
2.545509101820364251e+01,6.964304216142296866e+01,5.385215333943612677e+03,6.892468659906905160e+00,-5.216881898653724647e-02
2.546509301860372076e+01,6.964252087612310049e+01,5.385433898634531943e+03,6.892540447671373194e+00,-5.207089775620232786e-02
2.547509501900380258e+01,6.964200056863276700e+01,5.385652254668803835e+03,6.892612111613785508e+00,-5.197316087566861142e-02
2.548509701940388084e+01,6.964148123700019255e+01,5.385870402277391804e+03,6.892683651956514446e+00,-5.187560784461453522e-02
2.549509901980396265e+01,6.964096287927472417e+01,5.386088341690955531e+03,6.892755068921530892e+00,-5.177823816254090161e-02
2.550510102020404091e+01,6.964044549350688840e+01,5.386306073139851833e+03,6.892826362730401613e+00,-5.168105132904088350e-02
2.551510302060412272e+01,6.963992907774834862e+01,5.386523596854135576e+03,6.892897533604290139e+00,-5.158404684357265069e-02
2.552510502100420098e+01,6.963941363005199037e+01,5.386740913063559674e+03,6.892968581763956770e+00,-5.148722418245910148e-02
2.553510702140428279e+01,6.963889914847180762e+01,5.386958021997575088e+03,6.893039507429758572e+00,-5.139058283738506816e-02
2.554510902180436105e+01,6.963838563106297386e+01,5.387174923885329008e+03,6.893110310821649378e+00,-5.129412230002827755e-02
2.555511102220444286e+01,6.963787307588187048e+01,5.387391618955667582e+03,6.893180992159179787e+00,-5.119784204663346827e-02
2.556511302260452112e+01,6.963736148098598733e+01,5.387608107437133185e+03,6.893251551661497167e+00,-5.110174156109792420e-02
2.557511502300460293e+01,6.963685084443400797e+01,5.387824389557967152e+03,6.893321989547346540e+00,-5.100582031180778131e-02
2.558511702340468119e+01,6.963634116428576704e+01,5.388040465546107043e+03,6.893392306035067918e+00,-5.091007778263900718e-02
2.559511902380476300e+01,6.963583243897683417e+01,5.388256335630187095e+03,6.893462501344206572e+00,-5.081451400106828942e-02
2.560512102420484126e+01,6.963532466711517088e+01,5.388472000037467296e+03,6.893532575692206343e+00,-5.071912925671995254e-02
2.561512302460492307e+01,6.963481784699786203e+01,5.388687458993320433e+03,6.893602529293562320e+00,-5.062392331493015263e-02
2.562512502500500133e+01,6.963431197692288777e+01,5.388902712722857359e+03,6.893672362362433859e+00,-5.052889597182996795e-02
2.563512702540508315e+01,6.963380705518923719e+01,5.389117761450928811e+03,6.893742075112641920e+00,-5.043404699252818091e-02
2.564512902580516140e+01,6.963330308009689418e+01,5.389332605402122681e+03,6.893811667757671735e+00,-5.033937615769445983e-02
2.565513102620524322e+01,6.963280004994683736e+01,5.389547244800767658e+03,6.893881140510671024e+00,-5.024488324018250296e-02
2.566513302660532148e+01,6.963229796304102592e+01,5.389761679870931403e+03,6.893950493584450001e+00,-5.015056801285311394e-02
2.567513502700540329e+01,6.963179681768242801e+01,5.389975910836418734e+03,6.894019727191483149e+00,-5.005643023307015937e-02
2.568513702740548155e+01,6.963129661217497812e+01,5.390189937920775265e+03,6.894088841543905666e+00,-4.996246967361628322e-02
2.569513902780556336e+01,6.963079734482363392e+01,5.390403761347285581e+03,6.894157836853517907e+00,-4.986868609959316245e-02
2.570514102820564162e+01,6.963029901393433363e+01,5.390617381338973246e+03,6.894226713331783607e+00,-4.977507927608115779e-02
2.571514302860572343e+01,6.962980161781398181e+01,5.390830798118598977e+03,6.894295471189828106e+00,-4.968164895260684943e-02
2.572514502900580169e+01,6.962930515477052040e+01,5.391044011908664288e+03,6.894364110638439236e+00,-4.958839488651989313e-02
2.573514702940588350e+01,6.962880962311284350e+01,5.391257022931410575e+03,6.894432631888070873e+00,-4.949531682732555282e-02
2.574514902980596176e+01,6.962831502115086835e+01,5.391469831408815480e+03,6.894501035148835832e+00,-4.940241454007576749e-02
2.575515103020604357e+01,6.962782134719547855e+01,5.391682437562598352e+03,6.894569320630513865e+00,-4.930968776655930697e-02
2.576515303060612183e+01,6.962732859955855247e+01,5.391894841614215693e+03,6.894637488542544546e+00,-4.921713625627432975e-02
2.577515503100620364e+01,6.962683677655299164e+01,5.392107043784863890e+03,6.894705539094032609e+00,-4.912475975107355453e-02
2.578515703140628190e+01,6.962634587649264972e+01,5.392319044295479216e+03,6.894773472493745281e+00,-4.903255798495109730e-02
2.579515903180636371e+01,6.962585589769238936e+01,5.392530843366734189e+03,6.894841288950111391e+00,-4.894053071515713782e-02
2.580516103220644197e+01,6.962536683846808216e+01,5.392742441219043940e+03,6.894908988671225814e+00,-4.884867766804035227e-02
2.581516303260652379e+01,6.962487869713655186e+01,5.392953838072559847e+03,6.894976571864844139e+00,-4.875699857757354039e-02
2.582516503300660204e+01,6.962439147201564538e+01,5.393165034147173174e+03,6.895044038738384451e+00,-4.866549317782187245e-02
2.583516703340668386e+01,6.962390516142420438e+01,5.393376029662514156e+03,6.895111389498929988e+00,-4.857416120281499161e-02
2.584516903380676212e+01,6.962341976368203689e+01,5.393586824837952008e+03,6.895178624353226482e+00,-4.848300237885183606e-02
2.585517103420684393e+01,6.962293527710995988e+01,5.393797419892595826e+03,6.895245743507680380e+00,-4.839201643218871141e-02
2.586517303460692219e+01,6.962245170002978512e+01,5.394007815045293682e+03,6.895312747168365064e+00,-4.830120308146490515e-02
2.587517503500700400e+01,6.962196903076431909e+01,5.394218010514629896e+03,6.895379635541012853e+00,-4.821056205292251207e-02
2.588517703540708226e+01,6.962148726763733464e+01,5.394428006518931397e+03,6.895446408831023000e+00,-4.812009306513687079e-02
2.589517903580716407e+01,6.962100640897362780e+01,5.394637803276262275e+03,6.895513067243455474e+00,-4.802979582897393129e-02
2.590518103620724233e+01,6.962052645309896093e+01,5.394847401004425592e+03,6.895579610983031849e+00,-4.793967006297350508e-02
2.591518303660732414e+01,6.962004739834011957e+01,5.395056799920965204e+03,6.895646040254141518e+00,-4.784971547801575298e-02
2.592518503700740240e+01,6.961956924302484140e+01,5.395266000243160306e+03,6.895712355260831039e+00,-4.775993178493109781e-02
2.593518703740748421e+01,6.961909198548188726e+01,5.395475002188033613e+03,6.895778556206815679e+00,-4.767031868685478457e-02
2.594518903780756247e+01,6.961861562404101278e+01,5.395683805972343180e+03,6.895844643295468757e+00,-4.758087589468118495e-02
2.595519103820764428e+01,6.961814015703292569e+01,5.395892411812588762e+03,6.895910616729830522e+00,-4.749160310378641725e-02
2.596519303860772254e+01,6.961766558278937111e+01,5.396100819925007272e+03,6.895976476712601055e+00,-4.740250001732704277e-02
2.597519503900780435e+01,6.961719189964307475e+01,5.396309030525574599e+03,6.896042223446146480e+00,-4.731356633077155038e-02
2.598519703940788261e+01,6.961671910592772861e+01,5.396517043830007424e+03,6.896107857132493635e+00,-4.722480173954579641e-02
2.599519903980796443e+01,6.961624719997804789e+01,5.396724860053759585e+03,6.896173377973333629e+00,-4.713620593908984802e-02
2.600520104020804268e+01,6.961577618012971413e+01,5.396932479412025714e+03,6.896238786170019175e+00,-4.704777861713438369e-02
2.601520304060812450e+01,6.961530604471943207e+01,5.397139902119737599e+03,6.896304081923569029e+00,-4.695951946145271449e-02
2.602520504100820276e+01,6.961483679208488695e+01,5.397347128391566912e+03,6.896369265434660889e+00,-4.687142815983946775e-02
2.603520704140828457e+01,6.961436842056471619e+01,5.397554158441925210e+03,6.896434336903638496e+00,-4.678350439998979482e-02
2.604520904180836283e+01,6.961390092849860878e+01,5.397760992484961207e+03,6.896499296530508083e+00,-4.669574785430086195e-02
2.605521104220844464e+01,6.961343431422720585e+01,5.397967630734563500e+03,6.896564144514938377e+00,-4.660815821053887476e-02
2.606521304260852290e+01,6.961296857609217170e+01,5.398174073404360570e+03,6.896628881056260596e+00,-4.652073514112942121e-02
2.607521504300860116e+01,6.961250371243613699e+01,5.398380320707718965e+03,6.896693506353471115e+00,-4.643347831068211917e-02
2.608521704340868297e+01,6.961203972160272713e+01,5.398586372857744209e+03,6.896758020605227024e+00,-4.634638740705554483e-02
2.609521904380876123e+01,6.961157660193657648e+01,5.398792230067280798e+03,6.896822424009848795e+00,-4.625946209498721373e-02
2.610522104420884304e+01,6.961111435178328577e+01,5.398997892548913114e+03,6.896886716765321168e+00,-4.617270203915069260e-02
2.611522304460892130e+01,6.961065296948947889e+01,5.399203360514963606e+03,6.896950899069291374e+00,-4.608610690431191870e-02
2.612522504500900311e+01,6.961019245340273187e+01,5.399408634177494605e+03,6.897014971119069138e+00,-4.599967635517288045e-02
2.613522704540908137e+01,6.960973280187165813e+01,5.399613713748305599e+03,6.897078933111628452e+00,-4.591341004886118071e-02
2.614522904580916318e+01,6.960927401324583741e+01,5.399818599438938691e+03,6.897142785243604912e+00,-4.582730765014986218e-02
2.615523104620924144e+01,6.960881608587583003e+01,5.400023291460670407e+03,6.897206527711296609e+00,-4.574136880837897934e-02
2.616523304660932325e+01,6.960835901811321946e+01,5.400227790024519891e+03,6.897270160710667675e+00,-4.565559317295964092e-02
2.617523504700940151e+01,6.960790280831056975e+01,5.400432095341244349e+03,6.897333684437342960e+00,-4.556998040107629322e-02
2.618523704740948332e+01,6.960744745482141127e+01,5.400636207621339054e+03,6.897397099086609806e+00,-4.548453014986364451e-02
2.619523904780956158e+01,6.960699295600029757e+01,5.400840127075038254e+03,6.897460404853419824e+00,-4.539924204562595378e-02
2.620524104820964340e+01,6.960653931020276275e+01,5.401043853912317900e+03,6.897523601932388893e+00,-4.531411574560451072e-02
2.621524304860972165e+01,6.960608651578534989e+01,5.401247388342888371e+03,6.897586690517792718e+00,-4.522915089160051139e-02
2.622524504900980347e+01,6.960563457110555419e+01,5.401450730576204478e+03,6.897649670803572164e+00,-4.514434712543646810e-02
2.623524704940988173e+01,6.960518347452189403e+01,5.401653880821454550e+03,6.897712542983330586e+00,-4.505970407350901041e-02
2.624524904980996354e+01,6.960473322439388255e+01,5.401856839287570438e+03,6.897775307250335608e+00,-4.497522137774012663e-02
2.625525105021004180e+01,6.960428381908199924e+01,5.402059606183220239e+03,6.897837963797514682e+00,-4.489089866459750056e-02
2.626525305061012361e+01,6.960383525694774676e+01,5.402262181716812847e+03,6.897900512817463081e+00,-4.480673557602443680e-02
2.627525505101020187e+01,6.960338753635360831e+01,5.402464566096494309e+03,6.897962954502434130e+00,-4.472273173086449560e-02
2.628525705141028368e+01,6.960294065566303345e+01,5.402666759530151467e+03,6.898025289044347197e+00,-4.463888674791860467e-02
2.629525905181036194e+01,6.960249461324050912e+01,5.402868762225409228e+03,6.898087516634784144e+00,-4.455520026929349342e-02
2.630526105221044375e+01,6.960204940745147439e+01,5.403070574389631474e+03,6.898149637464989326e+00,-4.447167190614464971e-02
2.631526305261052201e+01,6.960160503666237730e+01,5.403272196229921974e+03,6.898211651725870475e+00,-4.438830126970572110e-02
2.632526505301060382e+01,6.960116149924067486e+01,5.403473627953121650e+03,6.898273559607999594e+00,-4.430508798672150306e-02
2.633526705341068208e+01,6.960071879355477620e+01,5.403674869765812218e+03,6.898335361301608515e+00,-4.422203166843985400e-02
2.634526905381076389e+01,6.960027691797411364e+01,5.403875921874314372e+03,6.898397056996595111e+00,-4.413913192625784632e-02
2.635527105421084215e+01,6.959983587086911427e+01,5.404076784484686868e+03,6.898458646882519751e+00,-4.405638836378500400e-02
2.636527305461092396e+01,6.959939565061117150e+01,5.404277457802728350e+03,6.898520131148603518e+00,-4.397380060018463155e-02
2.637527505501100222e+01,6.959895625557268772e+01,5.404477942033975523e+03,6.898581509983734428e+00,-4.389136823148476196e-02
2.638527705541108404e+01,6.959851768412706008e+01,5.404678237383704072e+03,6.898642783576460324e+00,-4.380909085372053369e-02
2.639527905581116229e+01,6.959807993464866627e+01,5.404878344056930473e+03,6.898703952114993321e+00,-4.372696808612630548e-02
2.640528105621124411e+01,6.959764300551287874e+01,5.405078262258409268e+03,6.898765015787208021e+00,-4.364499950943923068e-02
2.641528305661132237e+01,6.959720689509607894e+01,5.405277992192632155e+03,6.898825974780643300e+00,-4.356318472753883952e-02
2.642528505701140418e+01,6.959677160177562882e+01,5.405477534063832536e+03,6.898886829282499633e+00,-4.348152333667343328e-02
2.643528705741148244e+01,6.959633712392985672e+01,5.405676888075980969e+03,6.898947579479641767e+00,-4.340001491762990327e-02
2.644528905781156425e+01,6.959590345993811411e+01,5.405876054432788806e+03,6.899008225558596052e+00,-4.331865905901111091e-02
2.645529105821164251e+01,6.959547060818074726e+01,5.406075033337703644e+03,6.899068767705553107e+00,-4.323745535717904431e-02
2.646529305861172432e+01,6.959503856703908298e+01,5.406273824993916605e+03,6.899129206106366041e+00,-4.315640339310533591e-02
2.647529505901180258e+01,6.959460733489544282e+01,5.406472429604353238e+03,6.899189540946551347e+00,-4.307550274780425070e-02
2.648529705941188439e+01,6.959417691013312890e+01,5.406670847371679884e+03,6.899249772411287118e+00,-4.299475299456645416e-02
2.649529905981196265e+01,6.959374729113643809e+01,5.406869078498301860e+03,6.899309900685417496e+00,-4.291415372224349767e-02
2.650530106021204446e+01,6.959331847629069046e+01,5.407067123186364370e+03,6.899369925953446447e+00,-4.283370449655876655e-02
2.651530306061212272e+01,6.959289046398215817e+01,5.407264981637750680e+03,6.899429848399543097e+00,-4.275340489098766739e-02
2.652530506101220453e+01,6.959246325259812238e+01,5.407462654054083941e+03,6.899489668207538173e+00,-4.267325447904823932e-02
2.653530706141228279e+01,6.959203684052685901e+01,5.407660140636723554e+03,6.899549385560926673e+00,-4.259325282663439793e-02
2.654530906181236460e+01,6.959161122615762451e+01,5.407857441586771529e+03,6.899609000642866086e+00,-4.251339949961874254e-02
2.655531106221244286e+01,6.959118640788068433e+01,5.408054557105067943e+03,6.899668513636176392e+00,-4.243369406402308641e-02
