t,D,M,dD_dt,dD_dt_noisy
1.514702940588117563e+01,8.323483968335311034e-04,6.226558975420547898e-02,-1.789169888348424511e-04,-9.015151406743437870e-04
1.515303060612122366e+01,8.312754494099493848e-04,6.220025772980317808e-02,-1.786604063640914383e-04,3.690202773936447980e-03
1.515903180636127168e+01,8.302040405524543747e-04,6.213499266276520383e-02,-1.784042738375541488e-04,-6.469970589390698374e-04
1.516503300660131970e+01,8.291341675653481329e-04,6.206979448773281699e-02,-1.781485902297924931e-04,-2.687614081684363328e-03
1.517103420684136772e+01,8.280658277586026633e-04,6.200466313940135310e-02,-1.778933545181861418e-04,2.463593166143859987e-04
1.517703540708141574e+01,8.269990184478596962e-04,6.193959855252019475e-02,-1.776385656829270777e-04,4.547711014975464733e-03
1.518303660732146376e+01,8.259337369544307974e-04,6.187460066189277158e-02,-1.773842227070136866e-04,1.242696697403816719e-03
1.518903780756151178e+01,8.248699806052974762e-04,6.180966940237658802e-02,-1.771303245762453091e-04,1.910904349180813332e-03
1.519503900780155980e+01,8.238077467331109691e-04,6.174480470888318862e-02,-1.768768702792162509e-04,-4.327912463619848840e-03
1.520104020804160783e+01,8.227470326761923474e-04,6.168000651637817189e-02,-1.766238588073104697e-04,-1.083976835596721757e-03
1.520704140828165585e+01,8.216878357785325181e-04,6.161527475988120423e-02,-1.763712891546959647e-04,2.447311934590369695e-03
1.521304260852170387e+01,8.206301533897923314e-04,6.155060937446599906e-02,-1.761191603183188134e-04,-7.615443205339756218e-04
1.521904380876175189e+01,8.195739828653023648e-04,6.148601029526032380e-02,-1.758674712978979676e-04,2.687761931260259762e-03
1.522504500900179991e+01,8.185193215660630309e-04,6.142147745744600679e-02,-1.756162210959196152e-04,1.015636384552107054e-03
1.523104620924184793e+01,8.174661668587446858e-04,6.135701079625893034e-02,-1.753654087176314614e-04,8.624673351833833353e-04
1.523704740948189595e+01,8.164145161156873042e-04,6.129261024698903076e-02,-1.751150331710373616e-04,3.436086155155235536e-03
1.524304860972194398e+01,8.153643667149009129e-04,6.122827574498029141e-02,-1.748650934668917651e-04,-9.277480278318724896e-04
1.524904980996199200e+01,8.143157160400652655e-04,6.116400722563077041e-02,-1.746155886186941857e-04,-8.530813120994250797e-04
1.525505101020204002e+01,8.132685614805300594e-04,6.109980462439255910e-02,-1.743665176426838616e-04,3.004047806483658208e-04
1.526105221044208804e+01,8.122229004313147186e-04,6.103566787677182359e-02,-1.741178795578341180e-04,5.283410224106281378e-04
1.526705341068213606e+01,8.111787302931083941e-04,6.097159691832877704e-02,-1.738696733858468646e-04,-3.302658380345781328e-03
1.527305461092218408e+01,8.101360484722703974e-04,6.090759168467768658e-02,-1.736218981511475812e-04,2.552889677496841640e-03
1.527905581116223210e+01,8.090948523808295500e-04,6.084365211148687336e-02,-1.733745528808794628e-04,5.522866377076302230e-04
1.528505701140228012e+01,8.080551394364846171e-04,6.077977813447871941e-02,-1.731276366048982429e-04,-2.356771275781904709e-04
1.529105821164232815e+01,8.070169070626043075e-04,6.071596968942966077e-02,-1.728811483557667181e-04,1.339814689797797593e-03
1.529705941188237617e+01,8.059801526882270570e-04,6.065222671217018052e-02,-1.726350871687495707e-04,-6.937838878204832631e-04
1.530306061212242419e+01,8.049448737480612449e-04,6.058854913858482960e-02,-1.723894520818078401e-04,2.514783866824975549e-03
1.530906181236247221e+01,8.039110676824847606e-04,6.052493690461221293e-02,-1.721442421355936093e-04,2.306923829955466606e-04
1.531506301260252023e+01,8.028787319375457624e-04,6.046138994624497554e-02,-1.718994563734448826e-04,1.544005445398981789e-03
1.532106421284256825e+01,8.018478639649620271e-04,6.039790819952983725e-02,-1.716550938413801373e-04,-1.670757071066947827e-03
1.532706541308261627e+01,8.008184612221211666e-04,6.033449160056756494e-02,-1.714111535880930113e-04,-4.545239875645190651e-04
1.533306661332266430e+01,7.997905211720806283e-04,6.027114008551297253e-02,-1.711676346649471526e-04,8.439267019182360424e-04
1.533906781356271232e+01,7.987640412835676947e-04,6.020785359057494873e-02,-1.709245361259710701e-04,-1.792362540962794126e-03
1.534506901380276034e+01,7.977390190309794835e-04,6.014463205201641544e-02,-1.706818570278526037e-04,-1.222969186611062072e-03
1.535107021404280836e+01,7.967154518943830562e-04,6.008147540615436932e-02,-1.704395964299340452e-04,-1.002323663760440443e-05
1.535707141428285638e+01,7.956933373595152011e-04,6.001838358935984719e-02,-1.701977533942067994e-04,2.317968397056530995e-03
1.536307261452290263e+01,7.946726729177827587e-04,5.995535653805797449e-02,-1.699563269853062060e-04,1.613749941874637354e-03
1.536907381476295065e+01,7.936534560662616457e-04,5.989239418872786824e-02,-1.697153162705062278e-04,1.898634703345925077e-03
1.537507501500299867e+01,7.926356843076985898e-04,5.982949647790274800e-02,-1.694747203197148155e-04,6.962285714086930560e-04
1.538107621524304669e+01,7.916193551505096120e-04,5.976666334216988036e-02,-1.692345382054681884e-04,1.891939674542487656e-03
1.538707741548309471e+01,7.906044661087806768e-04,5.970389471817059285e-02,-1.689947690029260639e-04,3.168408608849159185e-03
1.539307861572314273e+01,7.895910147022676927e-04,5.964119054260026004e-02,-1.687554117898665891e-04,4.225263760136370016e-04
1.539907981596319075e+01,7.885789984563961862e-04,5.957855075220830354e-02,-1.685164656466810282e-04,9.559178906617907690e-04
1.540508101620323878e+01,7.875684149022618447e-04,5.951597528379822671e-02,-1.682779296563689645e-04,1.251874147975873134e-03
1.541108221644328680e+01,7.865592615766297570e-04,5.945346407422755219e-02,-1.680398029045330696e-04,-3.920087728733040976e-03
1.541708341668333482e+01,7.855515360219351723e-04,5.939101706040789130e-02,-1.678020844793740886e-04,-1.174677943764876635e-04
1.542308461692338284e+01,7.845452357862830670e-04,5.932863417930489547e-02,-1.675647734716860428e-04,9.157653008120751441e-04
1.542908581716343086e+01,7.835403584234482523e-04,5.926631536793826316e-02,-1.673278689748509442e-04,1.586243991045186222e-03
1.543508701740347888e+01,7.825369014928754835e-04,5.920406056338176765e-02,-1.670913700848341058e-04,-5.651577759575392677e-04
1.544108821764352690e+01,7.815348625596791341e-04,5.914186970276322231e-02,-1.668552759001788299e-04,2.025665182616955690e-03
1.544708941788357492e+01,7.805342391946435213e-04,5.907974272326450144e-02,-1.666195855220017723e-04,-1.206417808434649729e-03
1.545309061812362295e+01,7.795350289742229060e-04,5.901767956212154026e-02,-1.663842980539879555e-04,-2.808741431165940640e-04
1.545909181836367097e+01,7.785372294805411675e-04,5.895568015662432104e-02,-1.661494126023856999e-04,3.435251404903952657e-03
1.546509301860371899e+01,7.775408383013922373e-04,5.889374444411687309e-02,-1.659149282760017990e-04,-2.633511766240504044e-03
1.547109421884376701e+01,7.765458530302397737e-04,5.883187236199730746e-02,-1.656808441861967491e-04,-9.456173066827023687e-05
1.547709541908381503e+01,7.755522712662172701e-04,5.877006384771776837e-02,-1.654471594468797345e-04,-2.360925337452831891e-04
1.548309661932386305e+01,7.745600906141279470e-04,5.870831883878446789e-02,-1.652138731745038847e-04,-1.255938400755615117e-04
1.548909781956391107e+01,7.735693086844450768e-04,5.864663727275765126e-02,-1.649809844880612594e-04,-1.015706383205330432e-03
1.549509901980395910e+01,7.725799230933116588e-04,5.858501908725165241e-02,-1.647484925090783494e-04,1.346135504377728208e-03
1.550110022004400712e+01,7.715919314625406360e-04,5.852346421993483844e-02,-1.645163963616108995e-04,-2.096127104657138571e-03
1.550710142028405514e+01,7.706053314196143530e-04,5.846197260852963734e-02,-1.642846951722393004e-04,-2.601752253014322745e-03
1.551310262052410316e+01,7.696201205976856401e-04,5.840054419081253112e-02,-1.640533880700639812e-04,9.953313568592794466e-04
1.551910382076415118e+01,7.686362966355768378e-04,5.833917890461405575e-02,-1.638224741867002861e-04,-2.352163666749281217e-03
1.552510502100419920e+01,7.676538571777799047e-04,5.827787668781880814e-02,-1.635919526562739485e-04,7.759977599440717050e-04
1.553110622124424722e+01,7.666727998744569603e-04,5.821663747836543917e-02,-1.633618226154164824e-04,6.614600773979312709e-05
1.553710742148429524e+01,7.656931223814398505e-04,5.815546121424665371e-02,-1.631320832032600871e-04,-1.350982773003265268e-03
1.554310862172434327e+01,7.647148223602302569e-04,5.809434783350921061e-02,-1.629027335614332834e-04,-6.731882845687876078e-04
1.554910982196439129e+01,7.637378974779996960e-04,5.803329727425391577e-02,-1.626737728340562510e-04,-1.854450069345019744e-04
1.555511102220443931e+01,7.627623454075896283e-04,5.797230947463565681e-02,-1.624452001677359231e-04,9.056191508187737878e-04
1.556111222244448733e+01,7.617881638275110241e-04,5.791138437286334761e-02,-1.622170147115613238e-04,-1.259363609567640393e-03
1.556711342268453535e+01,7.608153504219451226e-04,5.785052190719996990e-02,-1.619892156170992859e-04,-4.200285689734935073e-04
1.557311462292458337e+01,7.598439028807426731e-04,5.778972201596256630e-02,-1.617618020383894634e-04,-2.867447814006379193e-03
1.557911582316463139e+01,7.588738188994242602e-04,5.772898463752222653e-02,-1.615347731319398048e-04,-5.577443313279626703e-04
1.558511702340467941e+01,7.579050961791805206e-04,5.766830971030410119e-02,-1.613081280567221353e-04,-3.847944177166126665e-03
1.559111822364472744e+01,7.569377324268718177e-04,5.760769717278738794e-02,-1.610818659741673319e-04,-1.108092487586384057e-04
1.559711942388477546e+01,7.559717253550284587e-04,5.754714696350534536e-02,-1.608559860481610410e-04,-9.342548522468111308e-04
1.560312062412482348e+01,7.550070726818502607e-04,5.748665902104529296e-02,-1.606304874450387448e-04,4.153754158463074213e-03
1.560912182436487150e+01,7.540437721312072015e-04,5.742623328404859034e-02,-1.604053693335816689e-04,2.534050246452183245e-03
1.561512302460491952e+01,7.530818214326389856e-04,5.736586969121067192e-02,-1.601806308850118763e-04,-3.380498384218393222e-04
1.562112422484496754e+01,7.521212183213550444e-04,5.730556818128100527e-02,-1.599562712729879575e-04,1.852565785364959075e-03
1.562712542508501556e+01,7.511619605382348613e-04,5.724532869306313970e-02,-1.597322896736005850e-04,5.202079380376351588e-04
1.563312662532506359e+01,7.502040458298275382e-04,5.718515116541465770e-02,-1.595086852653679332e-04,-2.344583472548161969e-03
1.563912782556511161e+01,7.492474719483522292e-04,5.712503553724720268e-02,-1.592854572292312599e-04,-4.900638451802605440e-03
1.564512902580515963e+01,7.482922366516978150e-04,5.706498174752647895e-02,-1.590626047485502984e-04,2.155897349418874846e-03
1.565113022604520765e+01,7.473383377034227950e-04,5.700498973527224483e-02,-1.588401270090992188e-04,7.146277283140616346e-04
1.565713142628525567e+01,7.463857728724915003e-04,5.694505943955773669e-02,-1.586180231990055064e-04,-3.975314043750898495e-03
1.566313262652530369e+01,7.454345397530601778e-04,5.688519079912633669e-02,-1.583962924703911598e-04,1.202084074957733345e-03
1.566913382676535171e+01,7.444846359716575076e-04,5.682538375287254917e-02,-1.581749339834947045e-04,1.751769896570296112e-03
1.567513502700539973e+01,7.435360593145682760e-04,5.676563824009098203e-02,-1.579539469337594968e-04,-1.442608035349739800e-03
1.568113622724544776e+01,7.425888075721872629e-04,5.670595420012740362e-02,-1.577333305186893108e-04,1.499689318705956387e-03
1.568713742748549578e+01,7.416428785390193502e-04,5.664633157237874278e-02,-1.575130839378438119e-04,-3.519555005747374964e-03
1.569313862772554380e+01,7.406982700136796301e-04,5.658677029629310268e-02,-1.572932063928348160e-04,-5.212714536925115282e-04
1.569913982796559182e+01,7.397549797988934054e-04,5.652727031136975389e-02,-1.570736970873221430e-04,-1.511936255269258171e-05
1.570514102820563984e+01,7.388130057014958641e-04,5.646783155715912050e-02,-1.568545552270091711e-04,1.476275050611910913e-03
1.571114222844568786e+01,7.378723455324324044e-04,5.640845397326280791e-02,-1.566357800196391779e-04,7.076978548277952164e-04
1.571714342868573588e+01,7.369329971067587436e-04,5.634913749933357502e-02,-1.564173706749909763e-04,3.543971384833283222e-04
1.572314462892578391e+01,7.359949582436405924e-04,5.628988207507536201e-02,-1.561993264048751741e-04,1.019438960671771848e-03
1.572914582916583193e+01,7.350582267663535469e-04,5.623068764024325566e-02,-1.559816464231295931e-04,-1.399976652286501547e-03
1.573514702940587995e+01,7.341228005022837387e-04,5.617155413464353098e-02,-1.557643299456158269e-04,2.861895206064969492e-03
1.574114822964592797e+01,7.331886772829271847e-04,5.611248149813360953e-02,-1.555473761902149044e-04,-7.754239466118209578e-04
1.574714942988597599e+01,7.322558549438900038e-04,5.605346967062208724e-02,-1.553307843768232503e-04,1.491405957703709423e-03
1.575315063012602401e+01,7.313243313248886336e-04,5.599451859206873439e-02,-1.551145537273488099e-04,-1.044144924833524728e-04
1.575915183036607203e+01,7.303941042697493970e-04,5.593562820248446782e-02,-1.548986834657071457e-04,-5.897801496965717968e-04
1.576515303060612005e+01,7.294651716264090443e-04,5.587679844193139955e-02,-1.546831728178172088e-04,1.072337468040821841e-03
1.577115423084616808e+01,7.285375312469141024e-04,5.581802925052277431e-02,-1.544680210115975444e-04,7.932618239826838081e-04
1.577715543108621610e+01,7.276111809874215254e-04,5.575932056842303197e-02,-1.542532272769623887e-04,2.586033151814250575e-03
1.578315663132626412e+01,7.266861187081980443e-04,5.570067233584775207e-02,-1.540387908458175489e-04,2.047789906682739251e-03
1.578915783156631214e+01,7.257623422736210342e-04,5.564208449306370929e-02,-1.538247109520567981e-04,-1.234315402948088026e-03
1.579515903180636016e+01,7.248398495521774301e-04,5.558355698038883186e-02,-1.536109868315575658e-04,9.024061569519889687e-04
1.580116023204640818e+01,7.239186384164647027e-04,5.552508973819219457e-02,-1.533976177221773598e-04,1.050714204472992747e-04
1.580716143228645620e+01,7.229987067431902078e-04,5.546668270689406738e-02,-1.531846028637497549e-04,-1.689816009448640672e-03
1.581316263252650423e+01,7.220800524131716202e-04,5.540833582696588072e-02,-1.529719414980805438e-04,-2.299276482872275422e-03
1.581916383276655225e+01,7.211626733113364997e-04,5.535004903893021855e-02,-1.527596328689437527e-04,4.097555119663593716e-04
1.582516503300660027e+01,7.202465673267228335e-04,5.529182228336083221e-02,-1.525476762220780906e-04,-1.169338938674046278e-03
1.583116623324664829e+01,7.193317323524783856e-04,5.523365550088266129e-02,-1.523360708051827209e-04,-2.872746163528861266e-03
1.583716743348669631e+01,7.184181662858614556e-04,5.517554863217178501e-02,-1.521248158679138461e-04,-2.899160943273627953e-04
1.584316863372674433e+01,7.175058670282400113e-04,5.511750161795546388e-02,-1.519139106618805606e-04,3.408993455915187033e-04
1.584916983396679235e+01,7.165948324850926650e-04,5.505951439901211886e-02,-1.517033544406413005e-04,9.722231725094212227e-05
1.585517103420684037e+01,7.156850605660075885e-04,5.500158691617133833e-02,-1.514931464596997227e-04,-2.510955145001334335e-03
1.586117223444688840e+01,7.147765491846833812e-04,5.494371911031387806e-02,-1.512832859765012906e-04,-1.262096273993598521e-03
1.586717343468693642e+01,7.138692962589289611e-04,5.488591092237166125e-02,-1.510737722504294789e-04,2.632902656165468647e-03
1.587317463492698444e+01,7.129632997106630232e-04,5.482816229332777153e-02,-1.508646045428016264e-04,-1.643672119636408087e-03
1.587917583516703246e+01,7.120585574659144728e-04,5.477047316421646689e-02,-1.506557821168656838e-04,-7.587977862436461095e-04
1.588517703540708048e+01,7.111550674548224255e-04,5.471284347612316579e-02,-1.504473042377962020e-04,4.502107632009628643e-03
1.589117823564712850e+01,7.102528276116360992e-04,5.465527317018445408e-02,-1.502391701726906728e-04,5.890296388912749821e-04
1.589717943588717652e+01,7.093518358747148136e-04,5.459776218758808503e-02,-1.500313791905658425e-04,-1.112594906175126642e-03
1.590318063612722455e+01,7.084520901865280990e-04,5.454031046957297929e-02,-1.498239305623540532e-04,-3.997959409692032617e-03
1.590918183636727257e+01,7.075535884936554791e-04,5.448291795742922494e-02,-1.496168235608994477e-04,5.052019340723259326e-04
1.591518303660732059e+01,7.066563287467865799e-04,5.442558459249806357e-02,-1.494100574609543645e-04,-2.891261544701442809e-03
1.592118423684736861e+01,7.057603089007213459e-04,5.436831031617191806e-02,-1.492036315391757602e-04,-1.660503054421167465e-04
1.592718543708741663e+01,7.048655269143697154e-04,5.431109506989437175e-02,-1.489975450741214417e-04,-1.850128871617630864e-03
1.593318663732746465e+01,7.039719807507517288e-04,5.425393879516017537e-02,-1.487917973462464342e-04,-3.465273444454355749e-03
1.593918783756751267e+01,7.030796683769975283e-04,5.419684143351524708e-02,-1.485863876378994304e-04,3.183989463979873969e-03
1.594518903780756069e+01,7.021885877643476836e-04,5.413980292655667242e-02,-1.483813152333191584e-04,-3.351132468608425874e-04
1.595119023804760872e+01,7.012987368881524325e-04,5.408282321593269049e-02,-1.481765794186306955e-04,1.713579183478978986e-03
1.595719143828765674e+01,7.004101137278723318e-04,5.402590224334272856e-02,-1.479721794818419987e-04,1.351780119792083497e-03
1.596319263852770476e+01,6.995227162670783656e-04,5.396903995053735359e-02,-1.477681147128402726e-04,-1.587996310239175651e-03
1.596919383876775278e+01,6.986365424934510779e-04,5.391223627931832768e-02,-1.475643844033883373e-04,4.910447844081391338e-05
1.597519503900780080e+01,6.977515903987815482e-04,5.385549117153855953e-02,-1.473609878471211321e-04,-8.436877014749470053e-04
1.598119623924784882e+01,6.968678579789708500e-04,5.379880456910212522e-02,-1.471579243395423268e-04,1.797264436517219963e-03
1.598719743948789684e+01,6.959853432340302667e-04,5.374217641396427519e-02,-1.469551931780204736e-04,7.289684499729244581e-04
1.599319863972794487e+01,6.951040441680809675e-04,5.368560664813142036e-02,-1.467527936617855910e-04,-8.417644595836742310e-04
1.599919983996799289e+01,6.942239587893545482e-04,5.362909521366113902e-02,-1.465507250919259119e-04,3.183167612233846287e-03
1.600520104020803913e+01,6.933450851101929241e-04,5.357264205266219770e-02,-1.463489867713840614e-04,9.029794442158028565e-04
1.601120224044808893e+01,6.924674211470468110e-04,5.351624710729445400e-02,-1.461475780049534246e-04,7.885976546608069408e-04
1.601720344068813517e+01,6.915909649204793038e-04,5.345991031976905783e-02,-1.459464980992755451e-04,-1.701039522698195383e-03
1.602320464092818497e+01,6.907157144551611056e-04,5.340363163234818078e-02,-1.457457463628352725e-04,6.787577918056027400e-04
1.602920584116823122e+01,6.898416677798756237e-04,5.334741098734530063e-02,-1.455453221059588114e-04,-3.065442592743688154e-03
1.603520704140828101e+01,6.889688229275137653e-04,5.329124832712492377e-02,-1.453452246408088149e-04,7.875134226708081775e-04
1.604120824164832726e+01,6.880971779350790333e-04,5.323514359410286972e-02,-1.451454532813823794e-04,-2.007300954582932721e-03
1.604720944188837706e+01,6.872267308436828641e-04,5.317909673074597277e-02,-1.449460073435062193e-04,2.295977152658638758e-04
1.605321064212842330e+01,6.863574796985488563e-04,5.312310767957237334e-02,-1.447468861448345532e-04,-6.922361876742270069e-04
1.605921184236847310e+01,6.854894225490087587e-04,5.306717638315125440e-02,-1.445480890048446584e-04,3.190736345310946184e-04
1.606521304260851934e+01,6.846225574485062656e-04,5.301130278410308427e-02,-1.443496152448341607e-04,5.766536240076315873e-04
1.607121424284856914e+01,6.837568824545935467e-04,5.295548682509937377e-02,-1.441514641879171853e-04,-2.546416457914020201e-04
1.607721544308861539e+01,6.828923956289346085e-04,5.289972844886293296e-02,-1.439536351590215649e-04,-2.524780086877804119e-04
1.608321664332866519e+01,6.820290950373016081e-04,5.284402759816759360e-02,-1.437561274848846117e-04,-3.117359893439624469e-03
1.608921784356871143e+01,6.811669787495789729e-04,5.278838421583849361e-02,-1.435589404940508670e-04,-3.939392771980027540e-03
1.609521904380876123e+01,6.803060448397590639e-04,5.273279824475181343e-02,-1.433620735168675752e-04,2.379816053892079043e-03
1.610122024404880747e+01,6.794462913859466210e-04,5.267726962783502581e-02,-1.431655258854826239e-04,1.004801861342314358e-03
1.610722144428885727e+01,6.785877164703543176e-04,5.262179830806663211e-02,-1.429692969338398813e-04,-3.101268117089571452e-03
1.611322264452890352e+01,6.777303181793068810e-04,5.256638422847643294e-02,-1.427733859976771367e-04,3.675634373091761151e-03
1.611922384476895331e+01,6.768740946032375137e-04,5.251102733214527141e-02,-1.425777924145218447e-04,-1.571369283877949987e-03
1.612522504500899956e+01,6.760190438366910385e-04,5.245572756220528293e-02,-1.423825155236885774e-04,8.795426135700338405e-04
1.613122624524904936e+01,6.751651639783209707e-04,5.240048486183963850e-02,-1.421875546662750402e-04,7.082742653096873618e-04
1.613722744548909560e+01,6.743124531308923369e-04,5.234529917428280138e-02,-1.419929091851595507e-04,7.511912530345878146e-05
1.614322864572914540e+01,6.734609094012788564e-04,5.229017044282028431e-02,-1.417985784249970816e-04,1.075141242793065544e-03
1.614922984596919164e+01,6.726105309004660852e-04,5.223509861078887845e-02,-1.416045617322167125e-04,-2.889445768705556708e-03
1.615523104620924144e+01,6.717613157435477298e-04,5.218008362157643132e-02,-1.414108584550175917e-04,-2.136921054750048963e-04
1.616123224644928769e+01,6.709132620497295502e-04,5.212512541862206195e-02,-1.412174679433666319e-04,-6.493268725768664307e-04
1.616723344668933748e+01,6.700663679423255652e-04,5.207022394541595267e-02,-1.410243895489943092e-04,3.410205521531939734e-05
1.617323464692938373e+01,6.692206315487619558e-04,5.201537914549956426e-02,-1.408316226253926028e-04,-6.891856867087663846e-04
1.617923584716943353e+01,6.683760510005729450e-04,5.196059096246539999e-02,-1.406391665278105771e-04,-1.424765697374161385e-03
1.618523704740947977e+01,6.675326244334047008e-04,5.190585933995724849e-02,-1.404470206132522132e-04,-1.602777347346001245e-03
1.619123824764952957e+01,6.666903499870118670e-04,5.185118422166995478e-02,-1.402551842404724789e-04,1.629096003498711970e-03
1.619723944788957581e+01,6.658492258052610326e-04,5.179656555134964924e-02,-1.400636567699750244e-04,-1.836066861469738123e-03
1.620324064812962561e+01,6.650092500361269371e-04,5.174200327279349088e-02,-1.398724375640078728e-04,5.850481709505773835e-04
1.620924184836967186e+01,6.641704208316963733e-04,5.168749732984994488e-02,-1.396815259865615499e-04,5.600816182999119545e-04
1.621524304860972165e+01,6.633327363481642848e-04,5.163304766641851201e-02,-1.394909214033647742e-04,-3.352899001155060102e-04
1.622124424884976790e+01,6.624961947458378854e-04,5.157865422644998532e-02,-1.393006231818825060e-04,7.074398884062340232e-04
1.622724544908981770e+01,6.616607941891323227e-04,5.152431695394620731e-02,-1.391106306913115825e-04,9.450645096920302435e-04
1.623324664932986394e+01,6.608265328465750144e-04,5.147003579296029196e-02,-1.389209433025788486e-04,-1.203231649275277341e-03
1.623924784956991374e+01,6.599934088908014206e-04,5.141581068759640966e-02,-1.387315603883370089e-04,5.335991705392219026e-04
1.624524904980995998e+01,6.591614204985590548e-04,5.136164158201001612e-02,-1.385424813229623516e-04,3.672563903455212768e-03
1.625125025005000978e+01,6.583305658507037977e-04,5.130752842040761652e-02,-1.383537054825511160e-04,-2.280172218767689742e-03
1.625725145029005603e+01,6.575008431322033669e-04,5.125347114704700141e-02,-1.381652322449169448e-04,-7.429831034541693963e-04
1.626325265053010583e+01,6.566722505321338473e-04,5.119946970623699689e-02,-1.379770609895871435e-04,-1.671836318462774926e-03
1.626925385077015207e+01,6.558447862436832688e-04,5.114552404233772831e-02,-1.377891910978004848e-04,3.832233450071819651e-03
1.627525505101020187e+01,6.550184484641479203e-04,5.109163409976035658e-02,-1.376016219525034144e-04,-2.943176577485553773e-03
1.628125625125024811e+01,6.541932353949361442e-04,5.103779982296734186e-02,-1.374143529383475837e-04,-1.232470691816253748e-04
1.628725745149029791e+01,6.533691452415644335e-04,5.098402115647218680e-02,-1.372273834416863538e-04,1.721051218417774019e-03
1.629325865173034416e+01,6.525461762136614430e-04,5.093029804483966555e-02,-1.370407128505723830e-04,-1.873439752887438338e-03
1.629925985197039395e+01,6.517243265249637613e-04,5.087663043268561558e-02,-1.368543405547539404e-04,-4.088788937230303667e-04
1.630526105221044020e+01,6.509035943933203557e-04,5.082301826467715278e-02,-1.366682659456726833e-04,-1.560605985543630711e-03
1.631126225245049000e+01,6.500839780406882356e-04,5.076946148553244248e-02,-1.364824884164598899e-04,-2.817341418143137852e-03
1.631726345269053624e+01,6.492654756931364639e-04,5.071596004002094232e-02,-1.362970073619342633e-04,-2.783799559639126703e-04
1.632326465293058604e+01,6.484480855808421457e-04,5.066251387296313857e-02,-1.361118221785981373e-04,8.502783182016192352e-04
1.632926585317063228e+01,6.476318059380949815e-04,5.060912292923081673e-02,-1.359269322646356327e-04,-9.327596000161847596e-04
1.633526705341068208e+01,6.468166350032921721e-04,5.055578715374681176e-02,-1.357423370199084837e-04,1.904947382587230439e-04
1.634126825365072833e+01,6.460025710189434053e-04,5.050250649148523008e-02,-1.355580358459541944e-04,1.229037328175917095e-03
1.634726945389077812e+01,6.451896122316664109e-04,5.044928088747124145e-02,-1.353740281459822712e-04,2.249401058442122934e-03
1.635327065413082437e+01,6.443777568921910809e-04,5.039611028678129406e-02,-1.351903133248720274e-04,-2.604312045760146660e-03
1.635927185437087417e+01,6.435670032490092970e-04,5.034299463452113904e-02,-1.350068907878342170e-04,1.087501467288004998e-03
1.636527305461092041e+01,6.427573494098631161e-04,5.028993387536606630e-02,-1.348237599112813139e-04,-1.377329920288779047e-03
1.637127425485097021e+01,6.419487935741746221e-04,5.023692795437868786e-02,-1.346409200917245152e-04,-3.902819963604864384e-03
1.637727545509101645e+01,6.411413340089393417e-04,5.018397681689577838e-02,-1.344583707406843333e-04,-1.690421630917859517e-03
1.638327665533106625e+01,6.403349689841918201e-04,5.013108040830160234e-02,-1.342761112711109909e-04,1.145565158886743687e-03
1.638927785557111250e+01,6.395296967730093075e-04,5.007823867402821233e-02,-1.340941410973825508e-04,4.784244148264935482e-04
1.639527905581116229e+01,6.387255156515077477e-04,5.002545155955512995e-02,-1.339124596353012296e-04,-2.327079186923168477e-03
1.640128025605120854e+01,6.379224238988461144e-04,4.997271901040966496e-02,-1.337310663020917982e-04,3.074673730272829177e-03
1.640728145629125834e+01,6.371204197972218583e-04,4.992004097216660996e-02,-1.335499605163975980e-04,6.703555115642267177e-04
1.641328265653130458e+01,6.363195016318753516e-04,4.986741739044853183e-02,-1.333691416982791037e-04,-2.716581631111663177e-04
1.641928385677135438e+01,6.355196676910857684e-04,4.981484821092549420e-02,-1.331886092692101560e-04,-1.217107155327574412e-03
1.642528505701140062e+01,6.347209162661749879e-04,4.976233337931530720e-02,-1.330083626520762541e-04,6.999681883500510817e-04
1.643128625725145042e+01,6.339232456515037995e-04,4.970987284138331241e-02,-1.328284012711709503e-04,-9.083431730051571163e-04
1.643728745749149667e+01,6.331266541444754807e-04,4.965746654294257711e-02,-1.326487245521939802e-04,2.132092951446143587e-03
1.644328865773154646e+01,6.323311400455324362e-04,4.960511442985370001e-02,-1.324693319222479285e-04,4.927461645892089763e-04
1.644928985797159271e+01,6.315367016581596672e-04,4.955281644802501939e-02,-1.322902228098363588e-04,1.094982668040534552e-03
1.645529105821164251e+01,6.307433372888808683e-04,4.950057254341238416e-02,-1.321113966448601818e-04,-7.436945228724591277e-04
1.646129225845168875e+01,6.299510452472627644e-04,4.944838266201940363e-02,-1.319328528586161369e-04,-3.081901394253218351e-03
1.646729345869173855e+01,6.291598238459105569e-04,4.939624674989719078e-02,-1.317545908837931064e-04,9.202227330991862280e-04
1.647329465893178480e+01,6.283696714004725859e-04,4.934416475314461897e-02,-1.315766101544704346e-04,-2.145942559738155640e-03
1.647929585917183459e+01,6.275805862296355599e-04,4.929213661790804446e-02,-1.313989101061144586e-04,-3.437911111557775913e-04
1.648529705941188084e+01,6.267925666551292171e-04,4.924016229038161857e-02,-1.312214901755767466e-04,-1.595595056350646154e-04
1.649129825965193064e+01,6.260056110017220982e-04,4.918824171680696161e-02,-1.310443498010907364e-04,-1.689194244213024351e-03
1.649729945989197688e+01,6.252197175972253398e-04,4.913637484347346818e-02,-1.308674884222698655e-04,1.642388923407052696e-03
1.650330066013202668e+01,6.244348847724890978e-04,4.908456161671804346e-02,-1.306909054801043185e-04,-2.979661697337721623e-03
