t,x,v,z,dv_dt,dv_dt_noisy
1.230246049209841885e+01,-1.271560831498002864e-01,4.747418219501203102e-02,1.564649184007200306e-03,2.140399337864173912e-02,2.854845157988600279e-02
1.230646129225845087e+01,-1.269659781931057330e-01,4.755900440128212059e-02,1.368676560935307195e-03,2.099870013264451551e-02,2.703571366556294098e-02
1.231046209241848288e+01,-1.267755371257886232e-01,4.764220590150490542e-02,1.173150979839647327e-03,2.059380265037333291e-02,4.093678515884408009e-02
1.231446289257851490e+01,-1.265847664308693554e-01,4.772378830241157804e-02,9.780771248651576495e-04,2.018931190849040935e-02,2.297689243518441504e-02
1.231846369273854691e+01,-1.263936725837860320e-01,4.780375325367333672e-02,7.834596544596113092e-04,1.978523884163257973e-02,2.992478368458830612e-02
1.232246449289857892e+01,-1.262022620523944871e-01,4.788210244790139930e-02,5.893032013736187406e-04,1.938159434245684265e-02,2.706334505635106177e-02
1.232646529305861094e+01,-1.260105412969683425e-01,4.795883762064700323e-02,3.956123726606259293e-04,1.897838926168607387e-02,4.131914449642995132e-03
1.233046609321864295e+01,-1.258185167701989238e-01,4.803396055040138474e-02,2.023917496769157137e-04,1.857563440815271361e-02,1.086328597541710503e-02
1.233446689337867497e+01,-1.256261949171953440e-01,4.810747305859579964e-02,9.645888081608218478e-06,1.817334054884259253e-02,3.897897073487257419e-02
1.233846769353870698e+01,-1.254335821754843927e-01,4.817937700960153030e-02,-1.826206821633419644e-04,1.777151840893706480e-02,1.503161542946373358e-02
1.234246849369873900e+01,-1.252406849750106466e-01,4.824967431072984397e-02,-3.744034567931416556e-04,1.737017867185527975e-02,1.668828329926979118e-02
1.234646929385877101e+01,-1.250475097381364420e-01,4.831836691223205527e-02,-5.656979572401629915e-04,1.696933197929464954e-02,3.784598541956426046e-03
1.235047009401880302e+01,-1.248540628796418334e-01,4.838545680729946369e-02,-7.564997306339403885e-04,1.656898893127137229e-02,1.312632416642608123e-02
1.235447089417883504e+01,-1.246603508067245930e-01,4.845094603206340222e-02,-9.468043498011714104e-04,1.616916008615912337e-02,3.025887934031586124e-03
1.235847169433886705e+01,-1.244663799190002806e-01,4.851483666559520957e-02,-1.136607413265719804e-03,1.576985596072805196e-02,9.670101420346653709e-03
1.236247249449889907e+01,-1.242721566083497819e-01,4.857713082972475727e-02,-1.325904545294596948e-03,1.537108703001180410e-02,2.089807345577736689e-02
1.236647329465893108e+01,-1.240776872517247997e-01,4.863783067987771658e-02,-1.514691397810682266e-03,1.497286371968162277e-02,6.653026401965338871e-03
1.237047409481896310e+01,-1.238829782244297711e-01,4.869693841985866384e-02,-1.702963645941487410e-03,1.457519642155666317e-02,8.419483176954329837e-03
1.237447489497899511e+01,-1.236880358970690180e-01,4.875445629991001506e-02,-1.890716989675478472e-03,1.417809548917572937e-02,2.754975365035383650e-02
1.237847569513902712e+01,-1.234928666297500505e-01,4.881038661016322971e-02,-2.077947155764050223e-03,1.378157123113901705e-02,1.847761096014911841e-02
1.238247649529905914e+01,-1.232974767720835529e-01,4.886473168063878297e-02,-2.264649897721525678e-03,1.338563391114236389e-02,1.853862954135587771e-02
1.238647729545909115e+01,-1.231018726631834259e-01,4.891749388124618653e-02,-2.450820995825157399e-03,1.299029374801061176e-02,2.292798860172962777e-02
1.239047809561912317e+01,-1.229060606316667165e-01,4.896867562178397471e-02,-2.636456257115125327e-03,1.259556091572994196e-02,7.076499015825276837e-03
1.239447889577915518e+01,-1.227100469956537016e-01,4.901827935193973224e-02,-2.821551515394538513e-03,1.220144554347982191e-02,8.289588147436827148e-03
1.239847969593918720e+01,-1.225138380627678047e-01,4.906630756129004567e-02,-3.006102631229435988e-03,1.180795771566370278e-02,-8.785364344409608839e-03
1.240248049609921921e+01,-1.223174401301356518e-01,4.911276277930055889e-02,-3.190105491948782429e-03,1.141510747193910658e-02,1.874218784343446506e-02
1.240648129625925122e+01,-1.221208594843870704e-01,4.915764757532592455e-02,-3.373556011644474658e-03,1.102290480724713029e-02,8.943843250038748319e-03
1.241048209641928324e+01,-1.219241024016550490e-01,4.920096455860983181e-02,-3.556450131171334707e-03,1.063135967184047903e-02,1.058067199105112120e-02
1.241448289657931525e+01,-1.217271751475757641e-01,4.924271637828501330e-02,-3.738783818147115891e-03,1.024048197131141591e-02,-6.672842547221103510e-04
1.241848369673934727e+01,-1.215300839772885944e-01,4.928290572337321040e-02,-3.920553066952499333e-03,9.850281566618435125e-03,1.604125987053920538e-02
1.242248449689937928e+01,-1.213328351354361068e-01,4.932153532278520797e-02,-4.101753898731092668e-03,9.460768274112241194e-03,1.571871199749194647e-02
1.242648529705941129e+01,-1.211354348561640287e-01,4.935860794532082041e-02,-4.282382361389436981e-03,9.071951865561145301e-03,1.088032400587680450e-02
1.243048609721944331e+01,-1.209378893631212759e-01,4.939412639966888480e-02,-4.462434529596996831e-03,8.683842068175351425e-03,-7.213889710309097369e-03
1.243448689737947532e+01,-1.207402048661566779e-01,4.942809353009039453e-02,-4.641906505590739744e-03,8.296448561178060288e-03,-1.351266133635606326e-04
1.243848769753950734e+01,-1.205423875597548267e-01,4.946051221318586294e-02,-4.820794419022382538e-03,7.909780974929586650e-03,7.558585997444578798e-03
1.244248849769953935e+01,-1.203444436387241245e-01,4.949138537844245678e-02,-4.999094423157464731e-03,7.523848907317526313e-03,-8.533954567097323807e-04
1.244648929785957137e+01,-1.201463792855098911e-01,4.952071599304670724e-02,-5.176802698590356883e-03,7.138661909656007776e-03,1.099334740647398001e-02
1.245049009801960338e+01,-1.199482006692792202e-01,4.954850706073735817e-02,-5.353915453489114205e-03,6.754229485720214532e-03,1.680873459104571463e-02
1.245449089817963539e+01,-1.197499139459209105e-01,4.957476162180537299e-02,-5.530428923595473098e-03,6.370561091766813178e-03,-1.188372245849546489e-03
1.245849169833966741e+01,-1.195515252580455073e-01,4.959948275309392779e-02,-5.706339372224854614e-03,5.987666136553410068e-03,4.170441008978621224e-03
1.246249249849969942e+01,-1.193530407349853023e-01,4.962267356799841822e-02,-5.881643090266359258e-03,5.605553981357702664e-03,-1.250850815972022120e-03
1.246649329865973144e+01,-1.191544664927943337e-01,4.964433721646643177e-02,-6.056336396182773057e-03,5.224233939995909237e-03,1.553297712913458486e-02
1.247049409881976345e+01,-1.189558086342483584e-01,4.966447688499779634e-02,-6.230415636010563224e-03,4.843715278839672012e-03,1.380924450718657055e-02
1.247449489897979547e+01,-1.187570732488448660e-01,4.968309579664453857e-02,-6.403877183359878156e-03,4.464007216833126845e-03,3.108005743391377071e-02
1.247849569913982748e+01,-1.185582664128031066e-01,4.970019721101090471e-02,-6.576717439414552641e-03,4.085118925508890442e-03,4.156291362244121310e-03
1.248249649929985949e+01,-1.183593941890640489e-01,4.971578442425334671e-02,-6.748932832932100050e-03,3.707059529003214893e-03,-5.633108436894997129e-03
1.248649729945989151e+01,-1.181604626272904079e-01,4.972986076908054304e-02,-6.920519820243718409e-03,3.329838104070614868e-03,7.426061001076155084e-03
1.249049809961992352e+01,-1.179614777638666456e-01,4.974242961475337788e-02,-7.091474885254288665e-03,2.953463680097551114e-03,6.295450784102652776e-04
1.249449889977995554e+01,-1.177624456218989424e-01,4.975349436708494805e-02,-7.261794539442371216e-03,2.577945239115642106e-03,4.490258138183250876e-03
1.249849969993998755e+01,-1.175633722112152391e-01,4.976305846844056302e-02,-7.431475321860213715e-03,2.203291715814348350e-03,1.464369301217758983e-02
1.250250050010001956e+01,-1.173642635283651814e-01,4.977112539773775879e-02,-7.600513799133741533e-03,1.829511997552130120e-03,-1.016204745247001415e-03
1.250650130026005158e+01,-1.171651255565310801e-01,4.977769867031253681e-02,-7.768906565476234316e-03,1.456614924285448698e-03,8.689545581944988634e-03
1.251050210042008359e+01,-1.169659642571148905e-01,4.978278182467207186e-02,-7.936650243693887941e-03,1.084609281180648477e-03,-2.007536335462439120e-02
1.251450290058011561e+01,-1.167667855845644087e-01,4.978637844343575258e-02,-8.103741482310652597e-03,7.135038131453053101e-04,1.130555340705212235e-02
1.251850370074014762e+01,-1.165675954850754759e-01,4.978849215316652477e-02,-8.270176956580381489e-03,3.433072225382527431e-04,1.700901455116896966e-03
1.252250450090017964e+01,-1.163683998888981469e-01,4.978912661325419348e-02,-8.435953369863555956e-03,-2.597183820352011452e-05,-2.401109230388540506e-03
1.252650530106021165e+01,-1.161692047103366904e-01,4.978828551591540225e-02,-8.601067453627283740e-03,-3.943247665562088500e-04,-5.373856437826472765e-03
1.253050610122024366e+01,-1.159700158477496162e-01,4.978597258619364696e-02,-8.765515967445293780e-03,-7.617430099016997413e-04,1.343162315695741425e-02
1.253450690138027568e+01,-1.157708391835496758e-01,4.978219158195926197e-02,-8.929295698997946618e-03,-1.128218065520353308e-03,-6.160372156540203439e-03
1.253850770154030769e+01,-1.155716805842038203e-01,4.977694629390943398e-02,-9.092403464072227465e-03,-1.493741480584287462e-03,1.122445426420285060e-02
1.254250850170033971e+01,-1.153725459002332421e-01,4.977024054556820204e-02,-9.254836106561747933e-03,-1.858304852151743125e-03,-6.884784494531852664e-03
1.254650930186037172e+01,-1.151734409662133335e-01,4.976207819328642978e-02,-9.416590498466742565e-03,-2.221899827161394336e-03,-1.710451861372759563e-03
1.255051010202040374e+01,-1.149743716007737560e-01,4.975246312624184708e-02,-9.577663539894075775e-03,-2.584518102428073894e-03,1.025687774353998844e-03
1.255451090218043575e+01,-1.147753436065983706e-01,4.974139926643902920e-02,-9.738052159057236645e-03,-2.946151424638249194e-03,1.736477380030744533e-02
1.255851170234046776e+01,-1.145763627704252663e-01,4.972889056870938990e-02,-9.897753312276342391e-03,-3.306791590346663812e-03,-7.410193866221087729e-04
1.256251250250049978e+01,-1.143774348630467452e-01,4.971494102071118831e-02,-1.005676398397813490e-02,-3.666430445973395402e-03,-1.219415616506363490e-03
1.256651330266053179e+01,-1.141785656393093790e-01,4.969955464292954289e-02,-1.021508118669598245e-02,-4.025059887801246683e-03,-4.606637321463595558e-03
1.257051410282056381e+01,-1.139797608381139110e-01,4.968273548867639666e-02,-1.037270196106987626e-02,-4.382671861974107852e-03,-7.302289936333979103e-03
1.257451490298059582e+01,-1.137810261824153540e-01,4.966448764409055194e-02,-1.052962337584644088e-02,-4.739258364495235742e-03,-1.070230860466338599e-02
1.257851570314062783e+01,-1.135823673792229205e-01,4.964481522813767034e-02,-1.068584252787891861e-02,-5.094811441227198312e-03,1.309542869783256180e-02
1.258251650330065985e+01,-1.133837901196000642e-01,4.962372239261023110e-02,-1.084135654212718507e-02,-5.449323187890819931e-03,9.360950599839566733e-03
1.258651730346069186e+01,-1.131853000763966138e-01,4.960121331791891852e-02,-1.099616257164066045e-02,-5.802785751664235603e-03,-1.256062397200302314e-02
1.259051810362072388e+01,-1.129869028999356817e-01,4.957729220345437338e-02,-1.115025779677366810e-02,-6.155191333216375460e-03,-4.425088018951780014e-03
1.259451890378075589e+01,-1.127886042359652480e-01,4.955196330051823278e-02,-1.130363942514110362e-02,-6.506532173820911424e-03,-1.814811636253997607e-02
1.259851970394078791e+01,-1.125904097135296822e-01,4.952523089219759006e-02,-1.145630469262167057e-02,-6.856800565374188139e-03,2.686488653577605995e-03
1.260252050410081992e+01,-1.123923249432673965e-01,4.949709929034937922e-02,-1.160825086341106538e-02,-7.205988851685884988e-03,-1.996070508496015222e-04
1.260652130426085193e+01,-1.121943555174109292e-01,4.946757283560042351e-02,-1.175947523002197556e-02,-7.554089428480292856e-03,-6.288100772810121912e-03
1.261052210442088395e+01,-1.119965070097869025e-01,4.943665589734739380e-02,-1.190997511328407803e-02,-7.901094743399311726e-03,-1.582965469698832672e-02
1.261452290458091596e+01,-1.117987849758159680e-01,4.940435287375682938e-02,-1.205974786234403906e-02,-8.246997296005281752e-03,-4.420655763267234903e-04
1.261852370474094798e+01,-1.116011949525129304e-01,4.937066819176513799e-02,-1.220879085466551953e-02,-8.591789637784147393e-03,-2.272997137636836515e-03
1.262252450490097999e+01,-1.114037424584866098e-01,4.933560630707857497e-02,-1.235710149602916967e-02,-8.935464372149620749e-03,-1.057759196676903539e-02
1.262652530506101201e+01,-1.112064329939399521e-01,4.929917170417327799e-02,-1.250467722053263085e-02,-9.278014154446984074e-03,-1.753108697946054000e-03
1.263052610522104402e+01,-1.110092720406699596e-01,4.926136889629523924e-02,-1.265151549059053381e-02,-9.619431691958141295e-03,-2.290802987751732606e-02
1.263452690538107603e+01,-1.108122650620677330e-01,4.922220242546031244e-02,-1.279761379693450385e-02,-9.959709743906447477e-03,-1.579516574598422568e-02
1.263852770554110805e+01,-1.106154175031184295e-01,4.918167686245420583e-02,-1.294296965861315221e-02,-1.029884112146192687e-02,-1.966160235042519605e-02
1.264252850570114006e+01,-1.104187347904013322e-01,4.913979680683252388e-02,-1.308758062299208470e-02,-1.063681868774762895e-02,-9.349327880722459530e-03
1.264652930586117208e+01,-1.102222223320897532e-01,4.909656688692069088e-02,-1.323144426575389651e-02,-1.097363535784517952e-02,5.851620793525122433e-03
1.265053010602120409e+01,-1.100258855179511164e-01,4.905199175981402732e-02,-1.337455819089817394e-02,-1.130928409880188612e-02,-1.067971682845507940e-02
1.265453090618123611e+01,-1.098297297193469163e-01,4.900607611137769437e-02,-1.351692003074149613e-02,-1.164375792963695533e-02,-1.303308507932410959e-04
1.265853170634126812e+01,-1.096337602892327595e-01,4.895882465624674246e-02,-1.365852744591743162e-02,-1.197704992134956958e-02,-1.215242940654320120e-02
1.266253250650130013e+01,-1.094379825621582675e-01,4.891024213782606267e-02,-1.379937812537653657e-02,-1.230915319692579835e-02,-1.623556850302923862e-02
1.266653330666133215e+01,-1.092424018532653640e-01,4.886033332600479145e-02,-1.393946978618904042e-02,-1.264006093178773882e-02,-2.377692765182140566e-03
1.267053410682136416e+01,-1.090470234523543275e-01,4.880910300198541135e-02,-1.407880017162945266e-02,-1.296976635540714184e-02,-7.416495996543062859e-03
1.267453490698139618e+01,-1.088518526402596082e-01,4.875655599447458605e-02,-1.421736705386540331e-02,-1.329826274338297143e-02,1.014646883215833059e-03
1.267853570714142819e+01,-1.086568946800519769e-01,4.870269716273820798e-02,-1.435516823365140353e-02,-1.362554342325336676e-02,-3.766232649299270166e-03
1.268253650730146020e+01,-1.084621548142305908e-01,4.864753139052761799e-02,-1.449220153992755722e-02,-1.395160177594495510e-02,-2.196336436784289067e-02
1.268653730746149222e+01,-1.082676382647229374e-01,4.859106358607963305e-02,-1.462846482981954889e-02,-1.427643123578198336e-02,-3.964423686343400421e-02
1.269053810762152423e+01,-1.080733502328848766e-01,4.853329868211648385e-02,-1.476395598863865233e-02,-1.460002529049495013e-02,-1.312320497288694578e-02
1.269453890778155625e+01,-1.078792958995006268e-01,4.847424163584587720e-02,-1.489867292988172713e-02,-1.492237748122995922e-02,-2.658785183309978623e-02
1.269853970794158826e+01,-1.076854804247827785e-01,4.841389742896095444e-02,-1.503261359523121871e-02,-1.524348140255821216e-02,-2.924154454739661541e-02
1.270254050810162028e+01,-1.074919089483722667e-01,4.835227106764031224e-02,-1.516577595455515480e-02,-1.556333070248561157e-02,-3.028121042547915476e-02
1.270654130826165229e+01,-1.072985865893383572e-01,4.828936758254799566e-02,-1.529815800590715591e-02,-1.588191908246269768e-02,-2.220683740363209660e-02
1.271054210842168430e+01,-1.071055184461787158e-01,4.822519202883349121e-02,-1.542975777552642487e-02,-1.619924029739469584e-02,-1.811474574865523310e-02
1.271454290858171632e+01,-1.069127095968193664e-01,4.815974948613174766e-02,-1.556057331783775033e-02,-1.651528815565184161e-02,-1.638156596972755591e-02
1.271854370874174833e+01,-1.067201650986146638e-01,4.809304505856314832e-02,-1.569060271545150848e-02,-1.683005651907981681e-02,3.693563164207856048e-03
1.272254450890178035e+01,-1.065278899883473351e-01,4.802508387473353874e-02,-1.581984407916366131e-02,-1.714353930301043549e-02,-2.919182479301430516e-02
1.272654530906181236e+01,-1.063358892822284657e-01,4.795587108773420593e-02,-1.594829554795575144e-02,-1.745573047627260732e-02,-1.748876972068697661e-02
1.273054610922184438e+01,-1.061441679758974993e-01,4.788541187514188530e-02,-1.607595528899492116e-02,-1.776662406120302351e-02,-3.013806588930335179e-02
1.273454690938187639e+01,-1.059527310444222381e-01,4.781371143901877452e-02,-1.620282149763388468e-02,-1.807621413365759211e-02,-2.796196220868499976e-02
1.273854770954190840e+01,-1.057615834422988288e-01,4.774077500591249190e-02,-1.632889239741094900e-02,-1.838449482302262350e-02,-1.765349275023207071e-02
1.274254850970194042e+01,-1.055707301034518181e-01,4.766660782685613884e-02,-1.645416624005000342e-02,-1.869146031222615467e-02,-1.444435200247048100e-02
1.274654930986197243e+01,-1.053801759412340694e-01,4.759121517736823737e-02,-1.657864130546053000e-02,-1.899710483774952330e-02,-3.179231829400110815e-02
1.275055011002200445e+01,-1.051899258438180607e-01,4.751460234343586608e-02,-1.670231589927677687e-02,-1.930142268949389117e-02,-7.804549844895996083e-03
1.275455091018203646e+01,-1.049999846813537696e-01,4.743677463892238821e-02,-1.682518835470895452e-02,-1.960440820832265452e-02,-2.885066785019099050e-02
1.275855171034206847e+01,-1.048103573082246193e-01,4.735773741539284210e-02,-1.694725703508464729e-02,-1.990605578797646769e-02,-1.026997051229369511e-02
1.276255251050210049e+01,-1.046210485564261494e-01,4.727749604450045412e-02,-1.706852033145300415e-02,-2.020635987643595866e-02,-2.067705378840458547e-02
1.276655331066213250e+01,-1.044320632355656836e-01,4.719605591798543137e-02,-1.718897666258457912e-02,-2.050531497593252594e-02,-1.139525161091802484e-02
1.277055411082216452e+01,-1.042434061328622735e-01,4.711342244767497550e-02,-1.730862447497131737e-02,-2.080291564296057882e-02,-1.508882508715348944e-02
1.277455491098219653e+01,-1.040550820131467269e-01,4.702960106548330355e-02,-1.742746224282655867e-02,-2.109915648828833423e-02,-2.391840675276519015e-02
1.277855571114222855e+01,-1.038670956188616074e-01,4.694459722341162017e-02,-1.754548846808504092e-02,-2.139403217696972392e-02,-1.656894807521445620e-02
1.278255651130226056e+01,-1.036794516700611929e-01,4.685841639354813848e-02,-1.766270168040288968e-02,-2.168753742835619058e-02,-3.507125104741971866e-02
1.278655731146229257e+01,-1.034921548644115313e-01,4.677106406806805922e-02,-1.777910043715763902e-02,-2.197966701610790108e-02,-3.494112923052455910e-02
1.279055811162232459e+01,-1.033052098771904126e-01,4.668254575923358463e-02,-1.789468332344821069e-02,-2.227041576820540381e-02,-2.579286346082839548e-02
1.279455891178235660e+01,-1.031186213612873825e-01,4.659286699939393234e-02,-1.800944895209492108e-02,-2.255977856696175787e-02,-8.797723277866141903e-03
1.279855971194238862e+01,-1.029323939472037153e-01,4.650203334098529373e-02,-1.812339596363948813e-02,-2.284775034903352431e-02,-3.028210119534118991e-02
1.280256051210242063e+01,-1.027465322430524408e-01,4.641005035653088251e-02,-1.823652302634501399e-02,-2.313432610543281198e-02,-2.908681785727310412e-02
1.280656131226245265e+01,-1.025610408345583313e-01,4.631692363864088613e-02,-1.834882883619600585e-02,-2.341950088153851861e-02,-6.737994584358086847e-03
1.281056211242248466e+01,-1.023759242850579287e-01,4.622265880001252131e-02,-1.846031211689836901e-02,-2.370326977710840444e-02,-2.323912155227430762e-02
1.281456291258251667e+01,-1.021911871354994894e-01,4.612726147342997851e-02,-1.857097161987939296e-02,-2.398562794629002792e-02,-2.394822572688552406e-02
1.281856371274254869e+01,-1.020068339044430256e-01,4.603073731176446359e-02,-1.868080612428777224e-02,-2.426657059763279167e-02,-3.473764018139039594e-02
1.282256451290258070e+01,-1.018228690880602916e-01,4.593309198797417697e-02,-1.878981443699359252e-02,-2.454609299409882262e-02,-2.391138535159319581e-02
1.282656531306261272e+01,-1.016392971601348255e-01,4.583433119510430670e-02,-1.889799539258833760e-02,-2.482419045307465710e-02,-1.886311711588100834e-02
1.283056611322264473e+01,-1.014561225706197556e-01,4.573446064060645438e-02,-1.900534785204598121e-02,-2.510085834553243966e-02,-2.563331411468947399e-02
1.283456691338267674e+01,-1.012733497448738001e-01,4.563348603971228989e-02,-1.911187070039863795e-02,-2.537609209335237037e-02,-1.770551389846194285e-02
1.283856771354270876e+01,-1.010909830918781671e-01,4.553141314779609455e-02,-1.921756285436319184e-02,-2.564988717417540642e-02,-2.233634989309277175e-02
1.284256851370274077e+01,-1.009090269973776099e-01,4.542824773806337230e-02,-1.932242325807463981e-02,-2.592223912028321364e-02,-1.539485908230174734e-02
1.284656931386277279e+01,-1.007274858232816567e-01,4.532399559939270794e-02,-1.942645088261972866e-02,-2.619314351837989663e-02,-1.790240451038345448e-02
1.285057011402280480e+01,-1.005463639076645266e-01,4.521866253633572558e-02,-1.952964472603694462e-02,-2.646259600960229608e-02,-2.777228867427908310e-02
1.285457091418283682e+01,-1.003656655647652274e-01,4.511225436911713016e-02,-1.963200381331652380e-02,-2.673059228952992528e-02,-1.801109891437468677e-02
1.285857171434286883e+01,-1.001853950849874719e-01,4.500477693363469367e-02,-1.973352719640045216e-02,-2.699712810819540620e-02,-8.923118126786953180e-03
1.286257251450290084e+01,-1.000055567348997337e-01,4.489623608145924122e-02,-1.983421395418244818e-02,-2.726219927009393418e-02,-2.420051596438128894e-02
1.286657331466293286e+01,-9.982615475723521925e-02,4.478663767983467187e-02,-1.993406319250799058e-02,-2.752580163419351966e-02,-3.970867089085473173e-02
1.287057411482296487e+01,-9.964719337089186779e-02,4.467598761167794474e-02,-2.003307404417429757e-02,-2.778793111394420312e-02,-2.585526993193470319e-02
1.287457491498299689e+01,-9.946867677093237936e-02,4.456429177557907212e-02,-2.013124566893033027e-02,-2.804858367728776947e-02,-3.002072904115780927e-02
1.287857571514302890e+01,-9.929060912858417298e-02,4.445155608580115408e-02,-2.022857725347679964e-02,-2.830775534666685189e-02,-2.376460725088035131e-03
1.288257651530306092e+01,-9.911299459123940059e-02,4.433778647228033692e-02,-2.032506801146615957e-02,-2.856544219903428550e-02,-2.100548937622121956e-02
1.288657731546309293e+01,-9.893583728245500253e-02,4.422298888062584088e-02,-2.042071718350261036e-02,-2.882164036586168376e-02,-3.988445660989498043e-02
1.289057811562312494e+01,-9.875914130195261043e-02,4.410716927211993932e-02,-2.051552403714210215e-02,-2.907634603314854238e-02,-3.096248768439499588e-02
1.289457891578315696e+01,-9.858291072561860269e-02,4.399033362371797956e-02,-2.060948786689232454e-02,-2.932955544143062143e-02,-1.472308832872764629e-02
1.289857971594318897e+01,-9.840714960550411838e-02,4.387248792804836900e-02,-2.070260799421271697e-02,-2.958126488578824431e-02,-4.121714876783731663e-02
1.290258051610322099e+01,-9.823186196982502949e-02,4.375363819341258204e-02,-2.079488376751446183e-02,-2.983147071585445786e-02,-3.477788648937923943e-02
1.290658131626325300e+01,-9.805705182296192701e-02,4.363379044378515315e-02,-2.088631456216048787e-02,-3.008016933582322028e-02,-3.010495431648460216e-02
1.291058211642328502e+01,-9.788272314495954918e-02,4.351295071603507314e-02,-2.097689977964460953e-02,-3.032735720366072640e-02,-3.185698059494635609e-02
1.291458291658331703e+01,-9.770887988992552065e-02,4.339112504724566138e-02,-2.106663884328431949e-02,-3.057303082621845580e-02,-3.655919319224795044e-02
1.291858371674334904e+01,-9.753552599250114863e-02,4.326831950872810778e-02,-2.115553120798903397e-02,-3.081718676834821480e-02,-2.957100480898720851e-02
1.292258451690338106e+01,-9.736266536336542210e-02,4.314454018780945754e-02,-2.124357635587810489e-02,-3.105982164993872918e-02,-4.524347524090768791e-02
1.292658531706341307e+01,-9.719030188828212125e-02,4.301979318313730455e-02,-2.133077379498158829e-02,-3.130093214477550068e-02,-3.717274747660388040e-02
1.293058611722344509e+01,-9.701843942809984522e-02,4.289408460467983297e-02,-2.141712305924024437e-02,-3.154051498054655234e-02,-3.762092636427490089e-02
1.293458691738347710e+01,-9.684708181875194277e-02,4.276742057372577566e-02,-2.150262370850554092e-02,-3.177856693884886785e-02,-3.489417220283604071e-02
1.293858771754350911e+01,-9.667623287125659548e-02,4.263980722288442798e-02,-2.158727532853964987e-02,-3.201508485519299896e-02,-3.511926680165146364e-02
1.294258851770354113e+01,-9.650589637171673452e-02,4.251125069608568258e-02,-2.167107753101544382e-02,-3.225006561900967128e-02,-3.240397794208004639e-02
1.294658931786357314e+01,-9.633607608132013778e-02,4.238175714857996684e-02,-2.175402995351650298e-02,-3.248350617365358683e-02,-3.610084074845543861e-02
1.295059011802360516e+01,-9.616677573633933274e-02,4.225133274693829849e-02,-2.183613225953712211e-02,-3.271540351640922495e-02,-3.704045998165612918e-02
1.295459091818363717e+01,-9.599799904813165197e-02,4.211998366905224389e-02,-2.191738413848228276e-02,-3.294575469849478355e-02,-2.949346365361443442e-02
1.295859171834366919e+01,-9.582974970313921925e-02,4.198771610413394584e-02,-2.199778530566768447e-02,-3.317455682506659231e-02,-2.434299805455596849e-02
1.296259251850370120e+01,-9.566203136288896347e-02,4.185453625271612355e-02,-2.207733550231973096e-02,-3.340180705522302618e-02,-2.395701339065029606e-02
1.296659331866373321e+01,-9.549484766399257696e-02,4.172045032665204489e-02,-2.215603449557552659e-02,-3.362750260200805807e-02,-4.532960423675555517e-02
1.297059411882376523e+01,-9.532820221814658490e-02,4.158546454911555418e-02,-2.223388207848288334e-02,-3.385164073241478389e-02,-3.156579515655213303e-02
1.297459491898379724e+01,-9.516209861213226207e-02,4.144958515460106518e-02,-2.231087807000031731e-02,-3.407421876738822575e-02,-2.679607273392170877e-02
1.297859571914382926e+01,-9.499654040781570219e-02,4.131281838892355424e-02,-2.238702231499704529e-02,-3.429523408182827415e-02,-3.715701124280187950e-02
1.298259651930386127e+01,-9.483153114214779023e-02,4.117517050921856714e-02,-2.246231468425299860e-02,-3.451468410459182512e-02,-3.004095585324353598e-02
1.298659731946389329e+01,-9.466707432716420234e-02,4.103664778394222612e-02,-2.253675507445880577e-02,-3.473256631849519493e-02,-3.713278032616290636e-02
1.299059811962392530e+01,-9.450317344966090161e-02,4.089725648974320421e-02,-2.261034340709505014e-02,-3.494887825897721734e-02,-3.138636353487999492e-02
1.299459891978395731e+01,-9.433983197077794314e-02,4.075700290082307636e-02,-2.268307962406005893e-02,-3.516361750827737276e-02,-5.059969100123010849e-02
1.299859971994398933e+01,-9.417705332953649200e-02,4.061589332061631835e-02,-2.275496369881838121e-02,-3.537678170852739945e-02,-3.097672573912830032e-02
1.300260052010402134e+01,-9.401484093978958179e-02,4.047393406338785360e-02,-2.282599563073759580e-02,-3.558836855598704330e-02,-4.062439504325670442e-02
1.300660132026405336e+01,-9.385319818974792450e-02,4.033113145049298243e-02,-2.289617544381854913e-02,-3.579837579960312710e-02,-4.336929666494356017e-02
1.301060212042408537e+01,-9.369212844197996604e-02,4.018749181037734736e-02,-2.296550318669533450e-02,-3.600680124100957835e-02,-3.922197170435795521e-02
1.301460292058411738e+01,-9.353163503341183072e-02,4.004302147857698169e-02,-2.303397893263531282e-02,-3.621364273452673532e-02,-2.657741222806011411e-02
1.301860372074414940e+01,-9.337172127532730737e-02,3.989772679771825398e-02,-2.310160277953910921e-02,-3.641889818716076421e-02,-2.721597868576507151e-02
1.302260452090418141e+01,-9.321239045336791873e-02,3.975161411751791662e-02,-2.316837484994059906e-02,-3.662256555860238239e-02,-3.436806560017514889e-02
1.302660532106421343e+01,-9.305364582753286595e-02,3.960468979478308504e-02,-2.323429529100691851e-02,-3.682464286122527630e-02,-2.841754729471508700e-02
1.303060612122424544e+01,-9.289549063217904246e-02,3.945696019341121685e-02,-2.329936427453847131e-02,-3.702512816008429741e-02,-4.133086100748096375e-02
1.303460692138427746e+01,-9.273792807602104782e-02,3.930843168439016738e-02,-2.336358199696891499e-02,-3.722401957291329722e-02,-4.990984534242875331e-02
1.303860772154430947e+01,-9.258096134213116002e-02,3.915911064579812029e-02,-2.342694867936516434e-02,-3.742131527012260150e-02,-5.631765188003921840e-02
