t,Q,V_a,dQ_dt
4.262852570514103157e+00,-4.724719501507457231e-02,1.654608339703411424e-01,3.722537323683462740e-02
4.264852970594119164e+00,-4.717277036839868931e-02,1.652819382535362924e-01,3.718440736684418269e-02
4.266853370674135171e+00,-4.709842769756215908e-02,1.651032426241845485e-01,3.714341666315444657e-02
4.268853770754151178e+00,-4.702416705089325355e-02,1.649247468589207788e-01,3.710240149822460753e-02
4.270854170834167185e+00,-4.694998847606611514e-02,1.647464507345863527e-01,3.706136224297117143e-02
4.272854570914183192e+00,-4.687589202010080530e-02,1.645683540282290025e-01,3.702029926676908556e-02
4.274854970994199199e+00,-4.680187772936326984e-02,1.643904565171029342e-01,3.697921293745180804e-02
4.276855371074215206e+00,-4.672794564956535973e-02,1.642127579786688552e-01,3.693810362131384056e-02
4.278855771154231213e+00,-4.665409582576481723e-02,1.640352581905937523e-01,3.689697168311094344e-02
4.280856171234247221e+00,-4.658032830236528976e-02,1.638579569307511974e-01,3.685581748606201608e-02
4.282856571314263228e+00,-4.650664312311632298e-02,1.636808539772211524e-01,3.681464139184933981e-02
4.284856971394279235e+00,-4.643304033111334689e-02,1.635039491082899421e-01,3.677344376062056941e-02
4.286857371474295242e+00,-4.635951996879771053e-02,1.633272421024504484e-01,3.673222495098948936e-02
4.288857771554311249e+00,-4.628608207795663343e-02,1.631507327384018879e-01,3.669098532003740171e-02
4.290858171634327256e+00,-4.621272669972326802e-02,1.629744207950499790e-01,3.664972522331357702e-02
4.292858571714343263e+00,-4.613945387457663028e-02,1.627983060515068303e-01,3.660844501483740548e-02
4.294858971794359270e+00,-4.606626364234165522e-02,1.626223882870910520e-01,3.656714504709869529e-02
4.296859371874375277e+00,-4.599315604218916914e-02,1.624466672813275891e-01,3.652582567105954608e-02
4.298859771954391285e+00,-4.592013111263588965e-02,1.622711428139479162e-01,3.648448723615491107e-02
4.300860172034407292e+00,-4.584718889154444643e-02,1.620958146648899256e-01,3.644313009029361006e-02
4.302860572114423299e+00,-4.577432941612336048e-02,1.619206826142978728e-01,3.640175457986001561e-02
4.304860972194439306e+00,-4.570155272292703713e-02,1.617457464425225422e-01,3.636036104971525351e-02
4.306861372274455313e+00,-4.562885884785580770e-02,1.615710059301211088e-01,3.631894984319744557e-02
4.308861772354471320e+00,-4.555624782615587398e-02,1.613964608578571935e-01,3.627752130212374970e-02
4.310862172434487327e+00,-4.548371969241934293e-02,1.612221110067008356e-01,3.623607576679108155e-02
4.312862572514503334e+00,-4.541127448058424054e-02,1.610479561578285757e-01,3.619461357597717616e-02
4.314862972594519341e+00,-4.533891222393445636e-02,1.608739960926232615e-01,3.615313506694209367e-02
4.316863372674535348e+00,-4.526663295509980589e-02,1.607002305926743257e-01,3.611164057542863570e-02
4.318863772754551356e+00,-4.519443670605598207e-02,1.605266594397775082e-01,3.607013043566453803e-02
4.320864172834567363e+00,-4.512232350812458992e-02,1.603532824159351056e-01,3.602860498036217218e-02
4.322864572914583370e+00,-4.505029339197312577e-02,1.601800993033557496e-01,3.598706454072125166e-02
4.324864972994598489e+00,-4.497834638761501885e-02,1.600071098844546291e-01,3.594550944642842250e-02
4.326865373074614496e+00,-4.490648252440949256e-02,1.598343139418531567e-01,3.590394002565946985e-02
4.328865773154630503e+00,-4.483470183106177953e-02,1.596617112583793574e-01,3.586235660508012291e-02
4.330866173234646510e+00,-4.476300433562295511e-02,1.594893016170676470e-01,3.582075950984693613e-02
4.332866573314662517e+00,-4.469139006549002063e-02,1.593170848011588869e-01,3.577914906360826763e-02
4.334866973394678524e+00,-4.461985904740584791e-02,1.591450605941003849e-01,3.573752558850623595e-02
4.336867373474694531e+00,-4.454841130745922084e-02,1.589732287795458388e-01,3.569588940517681719e-02
4.338867773554710539e+00,-4.447704687108482852e-02,1.588015891413554204e-01,3.565424083275146871e-02
4.340868173634726546e+00,-4.440576576306323742e-02,1.586301414635957197e-01,3.561258018885814919e-02
4.342868573714742553e+00,-4.433456800752093308e-02,1.584588855305397725e-01,3.557090778962260225e-02
4.344868973794758560e+00,-4.426345362793027843e-02,1.582878211266670332e-01,3.552922394966889774e-02
4.346869373874774567e+00,-4.419242264710954854e-02,1.581169480366634017e-01,3.548752898212090973e-02
4.348869773954790574e+00,-4.412147508722290973e-02,1.579462660454212519e-01,3.544582319860373198e-02
4.350870174034806581e+00,-4.405061096978044044e-02,1.577757749380393482e-01,3.540410690924398335e-02
4.352870574114822588e+00,-4.397983031563808959e-02,1.576054744998228729e-01,3.536238042267181303e-02
4.354870974194838595e+00,-4.390913314499772513e-02,1.574353645162834825e-01,3.532064404602074104e-02
4.356871374274854603e+00,-4.383851947740710631e-02,1.572654447731393068e-01,3.527889808493037127e-02
4.358871774354870610e+00,-4.376798933175989059e-02,1.570957150563148108e-01,3.523714284354602377e-02
4.360872174434886617e+00,-4.369754272629564062e-02,1.569261751519409887e-01,3.519537862452062904e-02
4.362872574514902624e+00,-4.362717967859980339e-02,1.567568248463551972e-01,3.515360572901528313e-02
4.364872974594918631e+00,-4.355690020560372411e-02,1.565876639261012948e-01,3.511182445670106567e-02
4.366873374674934638e+00,-4.348670432358466009e-02,1.564186921779295303e-01,3.507003510575940064e-02
4.368873774754950645e+00,-4.341659204816575301e-02,1.562499093887965984e-01,3.502823797288333318e-02
4.370874174834966652e+00,-4.334656339431604971e-02,1.560813153458656677e-01,3.498643335327876469e-02
4.372874574914982659e+00,-4.327661837635048830e-02,1.559129098365062693e-01,3.494462154066553528e-02
4.374874974994998666e+00,-4.320675700792991902e-02,1.557446926482944360e-01,3.490280282727817318e-02
4.376875375075014674e+00,-4.313697930206106951e-02,1.555766635690126187e-01,3.486097750386724786e-02
4.378875775155030681e+00,-4.306728527109657950e-02,1.554088223866496588e-01,3.481914585970055653e-02
4.380876175235046688e+00,-4.299767492673497310e-02,1.552411688894009267e-01,3.477730818256371398e-02
4.382876575315062695e+00,-4.292814828002070038e-02,1.550737028656681282e-01,3.473546475876137379e-02
4.384876975395078702e+00,-4.285870534134407495e-02,1.549064241040594703e-01,3.469361587311883127e-02
4.386877375475094709e+00,-4.278934612044132252e-02,1.547393323933896059e-01,3.465176180898248137e-02
4.388877775555110716e+00,-4.272007062639457398e-02,1.545724275226795230e-01,3.460990284822091506e-02
4.390878175635126723e+00,-4.265087886763185149e-02,1.544057092811567944e-01,3.456803927122624465e-02
4.392878575715142730e+00,-4.258177085192707545e-02,1.542391774582553277e-01,3.452617135691503358e-02
4.394878975795158738e+00,-4.251274658640005755e-02,1.540728318436155042e-01,3.448429938272917772e-02
4.396879375875174745e+00,-4.244380607772960112e-02,1.539066722270800991e-01,3.444242362493024623e-02
4.398879775955190752e+00,-4.237494934101757038e-02,1.537406983985782627e-01,3.440054437077233462e-02
4.400880176035206759e+00,-4.230617638683539794e-02,1.535749101484582546e-01,3.435866190066501347e-02
4.402880576115222766e+00,-4.223748722045470722e-02,1.534093072673855807e-01,3.431677648715301954e-02
4.404880976195238773e+00,-4.216888184667722667e-02,1.532438895462286677e-01,3.427488840156606847e-02
4.406881376275254780e+00,-4.210036026983472041e-02,1.530786567760587802e-01,3.423299791401850090e-02
4.408881776355270787e+00,-4.203192249378906453e-02,1.529136087481500206e-01,3.419110529341176652e-02
4.410882176435286794e+00,-4.196356852193219855e-02,1.527487452539793289e-01,3.414921080743495846e-02
4.412882576515302802e+00,-4.189529835718613232e-02,1.525840660852265662e-01,3.410731472256517405e-02
4.414882976595318809e+00,-4.182711200200296686e-02,1.524195710337743481e-01,3.406541730406982549e-02
4.416883376675334816e+00,-4.175900945836486661e-02,1.522552598917082389e-01,3.402351881600693129e-02
4.418883776755350823e+00,-4.169099072778408022e-02,1.520911324513165575e-01,3.398161952122629587e-02
4.420884176835366830e+00,-4.162305581130293364e-02,1.519271885050905713e-01,3.393971968137043244e-02
4.422884576915382837e+00,-4.155520470949383705e-02,1.517634278457243024e-01,3.389781955687592302e-02
4.424884976995398844e+00,-4.148743742245925015e-02,1.515998502661147496e-01,3.385591940697432745e-02
4.426885377075414851e+00,-4.141975394983175157e-02,1.514364555593616102e-01,3.381401948969323112e-02
4.428885777155430858e+00,-4.135215429077395560e-02,1.512732435187675861e-01,3.377212006185710547e-02
4.430886177235446866e+00,-4.128463844397857463e-02,1.511102139378381060e-01,3.373022137908888995e-02
4.432886577315462873e+00,-4.121720640766840527e-02,1.509473666102815470e-01,3.368832369581021419e-02
4.434886977395478880e+00,-4.114985817959630754e-02,1.507847013300090688e-01,3.364642726524304239e-02
4.436887377475494887e+00,-4.108259375704521182e-02,1.506222178911347243e-01,3.360453233941078366e-02
4.438887777555510894e+00,-4.101541313682814660e-02,1.504599160879753761e-01,3.356263916913913847e-02
4.440888177635526901e+00,-4.094831631528820376e-02,1.502977957150508082e-01,3.352074800405649424e-02
4.442888577715542908e+00,-4.088130328829855942e-02,1.501358565670836143e-01,3.347885909259639553e-02
4.444888977795558915e+00,-4.081437405126244616e-02,1.499740984389991982e-01,3.343697268199703754e-02
4.446889377875574922e+00,-4.074752859911320857e-02,1.498125211259259126e-01,3.339508901830348653e-02
4.448889777955590930e+00,-4.068076692631424074e-02,1.496511244231948645e-01,3.335320834636819332e-02
4.450890178035606937e+00,-4.061408902685902100e-02,1.494899081263401097e-01,3.331133090985168022e-02
4.452890578115622944e+00,-4.054749489427110498e-02,1.493288720310984585e-01,3.326945695122447699e-02
4.454890978195638951e+00,-4.048098452160413252e-02,1.491680159334096423e-01,3.322758671176704454e-02
4.456891378275654958e+00,-4.041455790144180688e-02,1.490073396294162023e-01,3.318572043157171081e-02
4.458891778355670965e+00,-4.034821502589792247e-02,1.488468429154635730e-01,3.314385834954350352e-02
4.460892178435686972e+00,-4.028195588661633714e-02,1.486865255881000270e-01,3.310200070340063583e-02
4.462892578515702979e+00,-4.021578047477099987e-02,1.485263874440766463e-01,3.306014772967612314e-02
4.464892978595718986e+00,-4.014968878106591615e-02,1.483664282803474344e-01,3.301829966371850472e-02
4.466893378675734994e+00,-4.008368079573519649e-02,1.482066478940691767e-01,3.297645673969266250e-02
4.468893778755751001e+00,-4.001775650854300093e-02,1.480470460826016077e-01,3.293461919058171539e-02
4.470894178835767008e+00,-3.995191590878358762e-02,1.478876226435071883e-01,3.289278724818681110e-02
4.472894578915783015e+00,-3.988615898528127812e-02,1.477283773745513562e-01,3.285096114312903437e-02
4.474894978995799022e+00,-3.982048572639047823e-02,1.475693100737023034e-01,3.280914110485015633e-02
4.476895379075815029e+00,-3.975489611999567102e-02,1.474104205391311151e-01,3.276732736161329373e-02
4.478895779155831036e+00,-3.968939015351140298e-02,1.472517085692117145e-01,3.272552014050438690e-02
4.480896179235847043e+00,-3.962396781388231870e-02,1.470931739625209456e-01,3.268371966743324059e-02
4.482896579315863050e+00,-3.955862908758312618e-02,1.469348165178383792e-01,3.264192616713384315e-02
4.484896979395879058e+00,-3.949337396061861072e-02,1.467766360341465348e-01,3.260013986316621926e-02
4.486897379475895065e+00,-3.942820241852364183e-02,1.466186323106307698e-01,3.255836097791704742e-02
4.488897779555911072e+00,-3.936311444636315937e-02,1.464608051466792793e-01,3.251658973260006941e-02
4.490898179635927079e+00,-3.929811002873218745e-02,1.463031543418830682e-01,3.247482634725853967e-02
4.492898579715943086e+00,-3.923318914975581356e-02,1.461456796960360904e-01,3.243307104076469105e-02
4.494898979795959093e+00,-3.916835179308921638e-02,1.459883810091350820e-01,3.239132403082162909e-02
4.496899379875975100e+00,-3.910359794191764493e-02,1.458312580813796444e-01,3.234958553396379000e-02
4.498899779955991107e+00,-3.903892757895643245e-02,1.456743107131722170e-01,3.230785576555877253e-02
4.500900180036007114e+00,-3.897434068645096866e-02,1.455175387051181324e-01,3.226613493980711594e-02
4.502900580116023121e+00,-3.890983724617674833e-02,1.453609418580255608e-01,3.222442326974420124e-02
4.504900980196039129e+00,-3.884541723943932268e-02,1.452045199729054825e-01,3.218272096724083403e-02
4.506901380276055136e+00,-3.878108064707432717e-02,1.450482728509717711e-01,3.214102824300477113e-02
4.508901780356071143e+00,-3.871682744944747456e-02,1.448922002936411380e-01,3.209934530658067886e-02
4.510902180436087150e+00,-3.865265762645455488e-02,1.447363021025331875e-01,3.205767236635193029e-02
4.512902580516103157e+00,-3.858857115752143546e-02,1.445805780794703344e-01,3.201600962954147950e-02
4.514902980596119164e+00,-3.852456802160406091e-02,1.444250280264778308e-01,3.197435730221244443e-02
4.516903380676135171e+00,-3.846064819718843925e-02,1.442696517457837946e-01,3.193271558926942533e-02
4.518903780756151178e+00,-3.839681166229068354e-02,1.441144490398192368e-01,3.189108469445967736e-02
4.520904180836167185e+00,-3.833305839445695640e-02,1.439594197112179785e-01,3.184946482037337434e-02
4.522904580916183193e+00,-3.826938837076351158e-02,1.438045635628167063e-01,3.180785616844511443e-02
4.524904980996199200e+00,-3.820580156781668013e-02,1.436498803976549166e-01,3.176625893895489161e-02
4.526905381076215207e+00,-3.814229796175287041e-02,1.434953700189750547e-01,3.172467333102865772e-02
4.528905781156231214e+00,-3.807887752823854721e-02,1.433410322302223205e-01,3.168309954263986983e-02
4.530906181236247221e+00,-3.801554024247028735e-02,1.431868668350448071e-01,3.164153777061012862e-02
4.532906581316263228e+00,-3.795228607917472408e-02,1.430328736372934728e-01,3.159998821060971963e-02
4.534906981396279235e+00,-3.788911501260856102e-02,1.428790524410221141e-01,3.155845105715929244e-02
4.536907381476295242e+00,-3.782602702064793293e-02,1.427254030503240512e-01,3.151692650928600292e-02
4.538907781556311249e+00,-3.776302208386254911e-02,1.425719252695009098e-01,3.147541476920504011e-02
4.540908181636327257e+00,-3.770010017592806406e-02,1.424186189034094274e-01,3.143391602907354143e-02
4.542908581716343264e+00,-3.763726127008346772e-02,1.422654837571079856e-01,3.139243047994848268e-02
4.544908981796359271e+00,-3.757450533924013708e-02,1.421125196358513920e-01,3.135095831193936838e-02
4.546909381876375278e+00,-3.751183235598185700e-02,1.419597263450908808e-01,3.130949971420851630e-02
4.548909781956391285e+00,-3.744924229256481329e-02,1.418071036904741955e-01,3.126805487497266028e-02
4.550910182036407292e+00,-3.738673512091758577e-02,1.416546514778454502e-01,3.122662398150360258e-02
4.552910582116423299e+00,-3.732431081264115519e-02,1.415023695132452963e-01,3.118520722012896318e-02
4.554910982196439306e+00,-3.726196933900891017e-02,1.413502576029107560e-01,3.114380477623352600e-02
4.556911382276455313e+00,-3.719971067096664030e-02,1.411983155532753609e-01,3.110241683425981479e-02
4.558911782356471321e+00,-3.713753477913252915e-02,1.410465431709690409e-01,3.106104357770972380e-02
4.560912182436487328e+00,-3.707544163379716123e-02,1.408949402628182079e-01,3.101968518914444833e-02
4.562912582516503335e+00,-3.701343120492353589e-02,1.407435066358457276e-01,3.097834185018614322e-02
4.564912982596519342e+00,-3.695150346214703257e-02,1.405922420972708919e-01,3.093701374151879707e-02
4.566913382676535349e+00,-3.688965837477543863e-02,1.404411464545094745e-01,3.089570104288907187e-02
4.568913782756551356e+00,-3.682789591178894928e-02,1.402902195151736753e-01,3.085440393310690324e-02
4.570914182836567363e+00,-3.676621604184016068e-02,1.401394610870721480e-01,3.081312259004708592e-02
4.572914582916583370e+00,-3.670461873325405605e-02,1.399888709782099727e-01,3.077185719065004404e-02
4.574914982996599377e+00,-3.664310395402803344e-02,1.398384489967887390e-01,3.073060791092212599e-02
4.576915383076615385e+00,-3.658167167183188490e-02,1.396881949512064347e-01,3.068937492593735647e-02
4.578915783156631392e+00,-3.652032185400779646e-02,1.395381086500575296e-01,3.064815840983785983e-02
4.580916183236647399e+00,-3.645905446757037593e-02,1.393881899021329196e-01,3.060695853583534493e-02
4.582916583316663406e+00,-3.639786947920661819e-02,1.392384385164199545e-01,3.056577547621114332e-02
4.584916983396679413e+00,-3.633676685527591210e-02,1.390888543021024382e-01,3.052460940231814523e-02
4.586917383476695420e+00,-3.627574656181005441e-02,1.389394370685606284e-01,3.048346048458093482e-02
4.588917783556711427e+00,-3.621480856451324976e-02,1.387901866253712369e-01,3.044232889249701146e-02
4.590918183636727434e+00,-3.615395282876208982e-02,1.386411027823074016e-01,3.040121479463772647e-02
4.592918583716743441e+00,-3.609317931960558112e-02,1.384921853493387145e-01,3.036011835864939334e-02
4.594918983796759449e+00,-3.603248800176511724e-02,1.383434341366312770e-01,3.031903975125380818e-02
4.596919383876775456e+00,-3.597187883963450655e-02,1.381948489545475334e-01,3.027797913824945009e-02
4.598919783956791463e+00,-3.591135179727994453e-02,1.380464296136464930e-01,3.023693668451225836e-02
4.600920184036807470e+00,-3.585090683844002757e-02,1.378981759246835359e-01,3.019591255399650676e-02
4.602920584116823477e+00,-3.579054392652577382e-02,1.377500876986104961e-01,3.015490690973617743e-02
4.604920984196839484e+00,-3.573026302462057463e-02,1.376021647465756892e-01,3.011391991384498174e-02
4.606921384276855491e+00,-3.567006409548023615e-02,1.374544068799238850e-01,3.007295172751835860e-02
4.608921784356871498e+00,-3.560994710153297244e-02,1.373068139101962515e-01,3.003200251103334967e-02
4.610922184436887505e+00,-3.554991200487937764e-02,1.371593856491304941e-01,2.999107242375014318e-02
4.612922584516903513e+00,-3.548995876729246768e-02,1.370121219086606612e-01,2.995016162411288235e-02
4.614922984596919520e+00,-3.543008735021764555e-02,1.368650225009173382e-01,2.990927026965050153e-02
4.616923384676935527e+00,-3.537029771477271517e-02,1.367180872382274814e-01,2.986839851697752068e-02
4.618923784756951534e+00,-3.531058982174789529e-02,1.365713159331146120e-01,2.982754652179505500e-02
4.620924184836967541e+00,-3.525096363160578478e-02,1.364247083982985942e-01,2.978671443889161288e-02
4.622924584916983548e+00,-3.519141910448140426e-02,1.362782644466957738e-01,2.974590242214462249e-02
4.624924984996999555e+00,-3.513195620018215448e-02,1.361319838914189506e-01,2.970511062451999806e-02
4.626925385077015562e+00,-3.507257487818785796e-02,1.359858665457774063e-01,2.966433919807438813e-02
4.628925785157031569e+00,-3.501327509765072427e-02,1.358399122232767930e-01,2.962358829395554671e-02
4.630926185237047576e+00,-3.495405681739535697e-02,1.356941207376193281e-01,2.958285806240255195e-02
4.632926585317063584e+00,-3.489491999591878141e-02,1.355484919027035440e-01,2.954214865274827628e-02
4.634926985397079591e+00,-3.483586459139040997e-02,1.354030255326245380e-01,2.950146021341832139e-02
4.636927385477095598e+00,-3.477689056165205600e-02,1.352577214416738061e-01,2.946079289193383188e-02
4.638927785557111605e+00,-3.471799786421793377e-02,1.351125794443392703e-01,2.942014683491100957e-02
4.640928185637127612e+00,-3.465918645627466543e-02,1.349675993553053344e-01,2.937952218806218208e-02
4.642928585717143619e+00,-3.460045629468126716e-02,1.348227809894528839e-01,2.933891909619766591e-02
4.644928985797159626e+00,-3.454180733596915603e-02,1.346781241618592029e-01,2.929833770322516628e-02
4.646929385877175633e+00,-3.448323953634215011e-02,1.345336286877980292e-01,2.925777815215199404e-02
4.648929785957191640e+00,-3.442475285167646837e-02,1.343892943827395547e-01,2.921724058508525651e-02
4.650930186037207648e+00,-3.436634723752073073e-02,1.342451210623504809e-01,2.917672514323258609e-02
4.652930586117223655e+00,-3.430802264909597193e-02,1.341011085424938520e-01,2.913623196690336148e-02
4.654930986197239662e+00,-3.424977904129559297e-02,1.339572566392292219e-01,2.909576119550988382e-02
4.656931386277255669e+00,-3.419161636868543047e-02,1.338135651688126260e-01,2.905531296756757795e-02
4.658931786357271676e+00,-3.413353458550370811e-02,1.336700339476964705e-01,2.901488742069577298e-02
4.660932186437287683e+00,-3.407553364566104359e-02,1.335266627925296989e-01,2.897448469161961748e-02
4.662932586517303690e+00,-3.401761350274046941e-02,1.333834515201576254e-01,2.893410491616973945e-02
4.664932986597319697e+00,-3.395977410999740514e-02,1.332403999476220458e-01,2.889374822928418227e-02
4.666933386677335704e+00,-3.390201542035967824e-02,1.330975078921612376e-01,2.885341476500815489e-02
4.668933786757351712e+00,-3.384433738642751710e-02,1.329547751712099046e-01,2.881310465649570413e-02
4.670934186837367719e+00,-3.378673996047354411e-02,1.328122016023991492e-01,2.877281803601060978e-02
4.672934586917383726e+00,-3.372922309444280342e-02,1.326697870035566107e-01,2.873255503492655460e-02
4.674934986997399733e+00,-3.367178674120377413e-02,1.325275311926789046e-01,2.869231578545400341e-02
4.676935387077415740e+00,-3.361443085865011698e-02,1.323854339879164677e-01,2.865210042627841167e-02
4.678935787157431747e+00,-3.355715539937447617e-02,1.322434952078294368e-01,2.861190908831046445e-02
4.680936187237447754e+00,-3.349996031489430731e-02,1.321017146711920554e-01,2.857174190054350554e-02
4.682936587317463761e+00,-3.344284555650542390e-02,1.319600921969674989e-01,2.853159899123379126e-02
4.684936987397479768e+00,-3.338581107528201808e-02,1.318186276043078198e-01,2.849148048790054941e-02
4.686937387477495776e+00,-3.332885682207664679e-02,1.316773207125540301e-01,2.845138651732678076e-02
4.688937787557511783e+00,-3.327198274752023177e-02,1.315361713412359912e-01,2.841131720556131987e-02
4.690938187637527790e+00,-3.321518880202208035e-02,1.313951793100724130e-01,2.837127267791837715e-02
4.692938587717543797e+00,-3.315847493576984384e-02,1.312543444389710212e-01,2.833125305897878435e-02
4.694938987797559804e+00,-3.310184109872957303e-02,1.311136665480283348e-01,2.829125847259129564e-02
4.696939387877575811e+00,-3.304528724064567657e-02,1.309731454575298326e-01,2.825128904187285475e-02
4.698939787957591818e+00,-3.298881331104092790e-02,1.308327809879498427e-01,2.821134488920979538e-02
4.700940188037607825e+00,-3.293241925921647911e-02,1.306925729599516250e-01,2.817142613625819858e-02
4.702940588117623832e+00,-3.287610503425184016e-02,1.305525211943873443e-01,2.813153290394550948e-02
4.704940988197639840e+00,-3.281987058500491355e-02,1.304126255122979861e-01,2.809166531247065529e-02
4.706941388277655847e+00,-3.276371586011194575e-02,1.302728857349135516e-01,2.805182348130524222e-02
4.708941788357671854e+00,-3.270764080798756884e-02,1.301333016836528633e-01,2.801200752919449227e-02
4.710942188437687861e+00,-3.265164537682479357e-02,1.299938731801236202e-01,2.797221757415757626e-02
4.712942588517703868e+00,-3.259572951459497464e-02,1.298546000461224814e-01,2.793245373348902938e-02
4.714942988597719875e+00,-3.253989316904785239e-02,1.297154821036349825e-01,2.789271612375932713e-02
4.716943388677735882e+00,-3.248413628771154582e-02,1.295765191748355361e-01,2.785300486081555491e-02
4.718943788757751889e+00,-3.242845881789253176e-02,1.294377110820874588e-01,2.781332005978252170e-02
4.720944188837767896e+00,-3.237286070667565185e-02,1.292990576479429998e-01,2.777366183506341929e-02
4.722944588917783904e+00,-3.231734190092414027e-02,1.291605586951432294e-01,2.773403030034072084e-02
4.724944988997799911e+00,-3.226190234727958212e-02,1.290222140466181777e-01,2.769442556857675680e-02
4.726945389077815918e+00,-3.220654199216192726e-02,1.288840235254867517e-01,2.765484775201523110e-02
4.728945789157831925e+00,-3.215126078176952507e-02,1.287459869550567904e-01,2.761529696218106844e-02
4.730946189237847932e+00,-3.209605866207906194e-02,1.286081041588249541e-01,2.757577330988204151e-02
4.732946589317863939e+00,-3.204093557884560989e-02,1.284703749604768630e-01,2.753627690520925320e-02
4.734946989397879946e+00,-3.198589147760261958e-02,1.283327991838870419e-01,2.749680785753764317e-02
4.736947389477895953e+00,-3.193092630366189955e-02,1.281953766531188366e-01,2.745736627552778503e-02
4.738947789557911960e+00,-3.187604000211362310e-02,1.280581071924245529e-01,2.741795226712537281e-02
4.740948189637927968e+00,-3.182123251782634915e-02,1.279209906262454011e-01,2.737856593956303208e-02
4.742948589717943975e+00,-3.176650379544700142e-02,1.277840267792114404e-01,2.733920739936113523e-02
4.744948989797959982e+00,-3.171185377940086841e-02,1.276472154761416899e-01,2.729987675232743716e-02
4.746949389877975989e+00,-3.165728241389161035e-02,1.275105565420439901e-01,2.726057410355973987e-02
4.748949789957991996e+00,-3.160278964290125919e-02,1.273740498021151413e-01,2.722129955744497995e-02
4.750950190038008003e+00,-3.154837541019022557e-02,1.272376950817407926e-01,2.718205321766095986e-02
4.752950590118024010e+00,-3.149403965929727794e-02,1.271014922064955532e-01,2.714283518717704180e-02
4.754950990198040017e+00,-3.143978233353955654e-02,1.269654410021428814e-01,2.710364556825468896e-02
4.756951390278056024e+00,-3.138560337601257327e-02,1.268295412946351119e-01,2.706448446244842654e-02
4.758951790358072031e+00,-3.133150272959021876e-02,1.266937929101135396e-01,2.702535197060712546e-02
4.760952190438088039e+00,-3.127748033692473451e-02,1.265581956749083081e-01,2.698624819287346113e-02
4.762952590518104046e+00,-3.122353614044676151e-02,1.264227494155384934e-01,2.694717322868608184e-02
4.764952990598120053e+00,-3.116967008236527781e-02,1.262874539587120204e-01,2.690812717678018121e-02
4.766953390678136060e+00,-3.111588210466765744e-02,1.261523091313257461e-01,2.686911013518718250e-02
4.768953790758152067e+00,-3.106217214911962538e-02,1.260173147604654320e-01,2.683012220123714986e-02
4.770954190838168074e+00,-3.100854015726529217e-02,1.258824706734057164e-01,2.679116347155828179e-02
4.772954590918184081e+00,-3.095498607042713318e-02,1.257477766976101419e-01,2.675223404207836136e-02
4.774954990998200088e+00,-3.090150982970598856e-02,1.256132326607311556e-01,2.671333400802534605e-02
4.776955391078216095e+00,-3.084811137598107364e-02,1.254788383906100535e-01,2.667446346392821771e-02
4.778955791158232103e+00,-3.079479064990997550e-02,1.253445937152771195e-01,2.663562250361769732e-02
4.780956191238247222e+00,-3.074154759192867375e-02,1.252104984629515139e-01,2.659681122022726149e-02
4.782956591318263229e+00,-3.068838214225144689e-02,1.250765524620411351e-01,2.655802970619335068e-02
4.784956991398279236e+00,-3.063529424087100758e-02,1.249427555411429941e-01,2.651927805325689919e-02
4.786957391478295243e+00,-3.058228382755842634e-02,1.248091075290428953e-01,2.648055635246355372e-02
4.788957791558311250e+00,-3.052935084186313847e-02,1.246756082547155614e-01,2.644186469416483221e-02
4.790958191638327257e+00,-3.047649522311295101e-02,1.245422575473246057e-01,2.640320316801835626e-02
4.792958591718343264e+00,-3.042371691041403578e-02,1.244090552362225321e-01,2.636457186298932220e-02
4.794958991798359271e+00,-3.037101584265094328e-02,1.242760011509507490e-01,2.632597086735077863e-02
4.796959391878375278e+00,-3.031839195848658880e-02,1.241430951212395828e-01,2.628740026868471233e-02
4.798959791958391286e+00,-3.026584519636225934e-02,1.240103369770082231e-01,2.624886015388250282e-02
4.800960192038407293e+00,-3.021337549682025225e-02,1.238777265482410850e-01,2.621035061237082797e-02
4.802960592118423300e+00,-3.016098280110195151e-02,1.237452636651698162e-01,2.617187173413910301e-02
4.804960992198439307e+00,-3.010866704761499049e-02,1.236129481584140877e-01,2.613342360484639110e-02
4.806961392278455314e+00,-3.005642817461345179e-02,1.234807798587748973e-01,2.609500630956039513e-02
4.808961792358471321e+00,-3.000426612020587469e-02,1.233487585972340428e-01,2.605661993276872299e-02
4.810962192438487328e+00,-2.995218082235523091e-02,1.232168842049541080e-01,2.601826455838037247e-02
4.812962592518503335e+00,-2.990017221887894885e-02,1.230851565132784903e-01,2.597994026972574866e-02
4.814962992598519342e+00,-2.984824024744889975e-02,1.229535753537313592e-01,2.594164714955832576e-02
4.816963392678535349e+00,-2.979638484559139766e-02,1.228221405580176978e-01,2.590338528005436611e-02
4.818963792758551357e+00,-2.974460595068720986e-02,1.226908519580232615e-01,2.586515474281451954e-02
4.820964192838567364e+00,-2.969290349997154299e-02,1.225597093858146330e-01,2.582695561886390323e-02
4.822964592918583371e+00,-2.964127743053405345e-02,1.224287126736391673e-01,2.578878798865387803e-02
4.824964992998599378e+00,-2.958972767931884740e-02,1.222978616539250191e-01,2.575065193206127132e-02
4.826965393078615385e+00,-2.953825418312447035e-02,1.221671561592811289e-01,2.571254752839048988e-02
4.828965793158631392e+00,-2.948685687860391758e-02,1.220365960224972651e-01,2.567447485637390156e-02
4.830966193238647399e+00,-2.943553570226463065e-02,1.219061810765439402e-01,2.563643399417194976e-02
