t,Ih,Ev,Iv,dIh_dt,dIh_dt_noisy
8.385677135427086171e+01,7.853901813141900279e-01,3.041110328453253131e-01,4.054813733652736230e-01,-1.290094420181020496e-11,1.169981425790836893e-03
8.389677935587117474e+01,7.853901813146869637e-01,3.041110328435439047e-01,4.054813733680356913e-01,-1.319276979327987931e-11,2.003602292357526370e-03
8.393678735747150199e+01,7.853901813151110689e-01,3.041110328401205876e-01,4.054813733719098146e-01,-1.347856895539401023e-11,1.261679456834088539e-02
8.397679535907181503e+01,7.853901813154604561e-01,3.041110328350180581e-01,4.054813733769207507e-01,-1.375806413239644144e-11,7.690678723136347081e-03
8.401680336067214228e+01,7.853901813157334599e-01,3.041110328281988462e-01,4.054813733830934241e-01,-1.403112695474995064e-11,1.174064312175159344e-02
8.405681136227245531e+01,7.853901813159283041e-01,3.041110328196249823e-01,4.054813733904529816e-01,-1.429756313342522844e-11,8.228328469897575742e-03
8.409681936387278256e+01,7.853901813160429901e-01,3.041110328092584414e-01,4.054813733990248470e-01,-1.455705694874964706e-11,1.538466990396887817e-03
8.413682736547309560e+01,7.853901813160757417e-01,3.041110327970606986e-01,4.054813734088345556e-01,-1.480944880616341663e-11,2.552687924587186425e-03
8.417683536707342284e+01,7.853901813160247825e-01,3.041110327829931737e-01,4.054813734199078645e-01,-1.505456870276589143e-11,-7.417651454602183086e-03
8.421684336867373588e+01,7.853901813158880030e-01,3.041110327670167313e-01,4.054813734322706975e-01,-1.529204887718016437e-11,-1.937156650678990497e-02
8.425685137027406313e+01,7.853901813156637379e-01,3.041110327490920695e-01,4.054813734459492003e-01,-1.552181300157329247e-11,-2.377681341691116786e-03
8.429685937187437617e+01,7.853901813153499889e-01,3.041110327291795534e-01,4.054813734609697407e-01,-1.574356270350740772e-11,-1.071331829110225113e-02
8.433686737347470341e+01,7.853901813149448685e-01,3.041110327072393260e-01,4.054813734773588529e-01,-1.595707593837758509e-11,2.588639530945700470e-02
8.437687537507501645e+01,7.853901813144464894e-01,3.041110326832311972e-01,4.054813734951433490e-01,-1.616219311162403471e-11,1.560421683726640092e-02
8.441688337667534370e+01,7.853901813138527421e-01,3.041110326571145883e-01,4.054813735143500408e-01,-1.635859503412717686e-11,1.172185669109192252e-02
8.445689137827565673e+01,7.853901813135463206e-01,3.041110326292291721e-01,4.054813735349921955e-01,-1.671980956463592349e-11,-5.491815654858577672e-03
8.449689937987598398e+01,7.853901813141526134e-01,3.041110326002155473e-01,4.054813735570312883e-01,-1.752798253762399838e-11,2.060317266307835904e-02
8.453690738147629702e+01,7.853901813156537459e-01,3.041110325701227857e-01,4.054813735804210229e-01,-1.877389563254006077e-11,-1.702633220405993381e-02
8.457691538307662427e+01,7.853901813180225178e-01,3.041110325389901892e-01,4.054813736051158246e-01,-2.044413249802090604e-11,-1.206889745548156596e-02
8.461692338467693730e+01,7.853901813212317284e-01,3.041110325068564491e-01,4.054813736310703964e-01,-2.252531841606675300e-11,-7.793230048511059702e-03
8.465693138627726455e+01,7.853901813252545105e-01,3.041110324737600901e-01,4.054813736582399963e-01,-2.500415152706381150e-11,-9.564529669401923215e-03
8.469693938787757759e+01,7.853901813300643298e-01,3.041110324397390263e-01,4.054813736865802154e-01,-2.786761446604835157e-11,1.340718769086109326e-03
8.473694738947790484e+01,7.853901813356347628e-01,3.041110324048310054e-01,4.054813737160471443e-01,-3.110262394856455614e-11,1.954071295600108126e-03
8.477695539107821787e+01,7.853901813419398303e-01,3.041110323690732753e-01,4.054813737465972623e-01,-3.469639506259447614e-11,1.911546460369272296e-02
8.481696339267854512e+01,7.853901813489536643e-01,3.041110323325028619e-01,4.054813737781876037e-01,-3.863618452948358595e-11,9.989392527892026682e-03
8.485697139427885816e+01,7.853901813566506185e-01,3.041110322951561806e-01,4.054813738107754251e-01,-4.290931499006944705e-11,1.222445603043823513e-02
8.489697939587918540e+01,7.853901813650056019e-01,3.041110322570694247e-01,4.054813738443185933e-01,-4.750343521320310458e-11,4.200282768992560228e-03
8.493698739747949844e+01,7.853901813739934124e-01,3.041110322182783987e-01,4.054813738787753641e-01,-5.240611763990266070e-11,-1.456588429443283865e-03
8.497699539907982569e+01,7.853901813835891810e-01,3.041110321788185744e-01,4.054813739141043816e-01,-5.760512900021552696e-11,-6.848221985360429358e-03
8.501700340068013872e+01,7.853901813937687049e-01,3.041110321387248683e-01,4.054813739502647341e-01,-6.308848582436965557e-11,-1.507556157537138369e-02
8.505701140228046597e+01,7.853901814045074481e-01,3.041110320980320303e-01,4.054813739872159539e-01,-6.884412831476005579e-11,-8.681418019670072636e-03
8.509701940388077901e+01,7.853901814157814298e-01,3.041110320567743108e-01,4.054813740249180731e-01,-7.486021177949275796e-11,-3.792773320290464007e-03
8.513702740548110626e+01,7.853901814275670024e-01,3.041110320149856827e-01,4.054813740633314012e-01,-8.112510663238481357e-11,7.644023525381709282e-03
8.517703540708141929e+01,7.853901814398407399e-01,3.041110319726995637e-01,4.054813741024169138e-01,-8.762722145116974559e-11,-1.684866079371520609e-02
8.521704340868174654e+01,7.853901814525792169e-01,3.041110319299492049e-01,4.054813741421357531e-01,-9.435504808030792390e-11,-1.364712928310438285e-02
8.525705141028205958e+01,7.853901814657596736e-01,3.041110318867673024e-01,4.054813741824497275e-01,-1.012973524505689227e-10,2.210647537168069186e-03
8.529705941188238683e+01,7.853901814793592395e-01,3.041110318431863302e-01,4.054813742233209228e-01,-1.084428172259954692e-10,-1.047384341531898411e-02
8.533706741348269986e+01,7.853901814933554881e-01,3.041110317992383183e-01,4.054813742647118691e-01,-1.157804754847724382e-10,3.369522030879504044e-03
8.537707541508302711e+01,7.853901815077264370e-01,3.041110317549549080e-01,4.054813743065857068e-01,-1.232993915301072718e-10,-4.101746298755937388e-03
8.541708341668334015e+01,7.853901815224498817e-01,3.041110317103672966e-01,4.054813743489057432e-01,-1.309886747680177876e-10,-7.502854031773227052e-03
8.545709141828366739e+01,7.853901815375043949e-01,3.041110316655065149e-01,4.054813743916358959e-01,-1.388377329769596713e-10,-1.331569680580515364e-02
8.549709941988398043e+01,7.853901815528683272e-01,3.041110316204029829e-01,4.054813744347404714e-01,-1.468359427103660408e-10,-9.247782708060139131e-04
8.553710742148430768e+01,7.853901815685206955e-01,3.041110315750869542e-01,4.054813744781842755e-01,-1.549729095051688432e-10,-7.272410923711995767e-03
8.557711542308462072e+01,7.853901815844406276e-01,3.041110315295880717e-01,4.054813745219323362e-01,-1.632383395122616321e-10,-6.115347838731295498e-03
8.561712342468494796e+01,7.853901816006074732e-01,3.041110314839358120e-01,4.054813745659504032e-01,-1.716221019465447029e-10,-6.359034802513503087e-03
8.565713142628526100e+01,7.853901816170006933e-01,3.041110314381592072e-01,4.054813746102044481e-01,-1.801140243895549276e-10,1.876786803625669561e-03
8.569713942788557404e+01,7.853901816336004149e-01,3.041110313922868458e-01,4.054813746546609421e-01,-1.887043334092286528e-10,1.492296275245498212e-03
8.573714742948590128e+01,7.853901816503867650e-01,3.041110313463470383e-01,4.054813746992868562e-01,-1.973832070012448980e-10,-1.712921219376622659e-02
8.577715543108621432e+01,7.853901816673399816e-01,3.041110313003676513e-01,4.054813747440494387e-01,-2.061409307141381930e-10,-1.604898473602630856e-03
8.581716343268654157e+01,7.853901816844408579e-01,3.041110312543761629e-01,4.054813747889165487e-01,-2.149680225493888486e-10,3.987328230792549187e-03
8.585717143428685461e+01,7.853901817016702980e-01,3.041110312083998291e-01,4.054813748338563228e-01,-2.238550629585223106e-10,1.039461755785742875e-02
8.589717943588718185e+01,7.853901817190094281e-01,3.041110311624653506e-01,4.054813748788374528e-01,-2.327927434153664876e-10,7.832769332836752793e-03
8.593718743748749489e+01,7.853901817364398186e-01,3.041110311165990399e-01,4.054813749238289633e-01,-2.417719982550359248e-10,2.095437808798154226e-03
8.597719543908782214e+01,7.853901817539431507e-01,3.041110310708270426e-01,4.054813749688003788e-01,-2.507837826293268790e-10,-1.142449563927014008e-02
8.601720344068813517e+01,7.853901817715013278e-01,3.041110310251748938e-01,4.054813750137217232e-01,-2.598191765901258776e-10,-7.699398076090023697e-03
8.605721144228846242e+01,7.853901817890965864e-01,3.041110309796679068e-01,4.054813750585632426e-01,-2.688694267227731416e-10,9.145488278290835049e-03
8.609721944388877546e+01,7.853901818067113849e-01,3.041110309343309503e-01,4.054813751032958491e-01,-2.779258628793357389e-10,-7.021662180367394326e-03
8.613722744548910271e+01,7.853901818243286259e-01,3.041110308891885050e-01,4.054813751478907324e-01,-2.869800751204021338e-10,1.026264585530077891e-02
8.617723544708941574e+01,7.853901818419311009e-01,3.041110308442647736e-01,4.054813751923195264e-01,-2.960235910565156559e-10,1.273967473108418395e-02
8.621724344868974299e+01,7.853901818595022677e-01,3.041110307995834039e-01,4.054813752365544754e-01,-3.050482366706575021e-10,-1.062176018484873100e-02
8.625725145029005603e+01,7.853901818770254728e-01,3.041110307551678771e-01,4.054813752805679905e-01,-3.140458310069149661e-10,4.406146294638768786e-03
8.629725945189038327e+01,7.853901818944846180e-01,3.041110307110411193e-01,4.054813753243330376e-01,-3.230083908678516025e-10,-1.120731808473708581e-03
8.633726745349069631e+01,7.853901819118637162e-01,3.041110306672258345e-01,4.054813753678231381e-01,-3.319280648950151402e-10,2.027703613348486728e-02
8.637727545509102356e+01,7.853901819291470021e-01,3.041110306237442273e-01,4.054813754110120905e-01,-3.407970745883392993e-10,8.380459247617813232e-03
8.641728345669133660e+01,7.853901819463192657e-01,3.041110305806181691e-01,4.054813754538741377e-01,-3.496079120646200522e-10,-5.104594316598770262e-03
8.645729145829166384e+01,7.853901819633649639e-01,3.041110305378691425e-01,4.054813754963840222e-01,-3.583529376016691970e-10,4.073084291813001100e-03
8.649729945989197688e+01,7.853901819802695528e-01,3.041110304955183530e-01,4.054813755385168750e-01,-3.670249590359553338e-10,-9.176837743419780785e-03
8.653730746149230413e+01,7.853901819970180442e-01,3.041110304535864506e-01,4.054813755802482156e-01,-3.756166107315994651e-10,-1.514825610157194760e-03
8.657731546309261716e+01,7.853901820135963385e-01,3.041110304120938079e-01,4.054813756215541742e-01,-3.841209156307812123e-10,2.049893792076498255e-03
8.661732346469294441e+01,7.853901820299900027e-01,3.041110303710605201e-01,4.054813756624111032e-01,-3.925307787144838301e-10,1.493712812361253908e-03
8.665733146629325745e+01,7.853901820461853811e-01,3.041110303305061269e-01,4.054813757027959098e-01,-4.008394310917040571e-10,3.077684892207809171e-03
8.669733946789358470e+01,7.853901820621688179e-01,3.041110302904498908e-01,4.054813757426858900e-01,-4.090401940770593825e-10,-9.069403699688690854e-03
8.673734746949389773e+01,7.853901820779268794e-01,3.041110302509106855e-01,4.054813757820587838e-01,-4.171264236796368152e-10,-1.853279805004732356e-02
8.677735547109422498e+01,7.853901820934464650e-01,3.041110302119069964e-01,4.054813758208927754e-01,-4.250916459114240098e-10,-3.629148288109885784e-03
8.681736347269453802e+01,7.853901821087146962e-01,3.041110301734569199e-01,4.054813758591664929e-01,-4.329295255622866989e-10,-8.923572218000859826e-03
8.685737147429486527e+01,7.853901821237191383e-01,3.041110301355781642e-01,4.054813758968589532e-01,-4.406339321194607805e-10,-7.001841788053140940e-03
8.689737947589517830e+01,7.853901821384473569e-01,3.041110300982882153e-01,4.054813759339496171e-01,-4.481987281312882487e-10,2.137335975228740054e-02
8.693738747749550555e+01,7.853901821528873617e-01,3.041110300616039486e-01,4.054813759704184450e-01,-4.556180190073977343e-10,1.162887940368714096e-02
8.697739547909581859e+01,7.853901821670271621e-01,3.041110300255420174e-01,4.054813760062457861e-01,-4.628859066879709161e-10,-1.744512046597620439e-03
8.701740348069614583e+01,7.853901821808554340e-01,3.041110299901186309e-01,4.054813760414123225e-01,-4.699967463828169656e-10,-1.433435516371239782e-02
8.705741148229645887e+01,7.853901821943608530e-01,3.041110299553496654e-01,4.054813760758994023e-01,-4.769450112629414207e-10,-1.298195833516303625e-02
8.709741948389678612e+01,7.853901822075323169e-01,3.041110299212506085e-01,4.054813761096885405e-01,-4.837252091938193388e-10,3.611960269343553534e-03
8.713742748549709916e+01,7.853901822203590566e-01,3.041110298878365592e-01,4.054813761427619179e-01,-4.903320457994020387e-10,1.069348767169444291e-02
8.717743548709742640e+01,7.853901822328305249e-01,3.041110298551222280e-01,4.054813761751019374e-01,-4.967603238481554939e-10,-2.885149809718965969e-03
8.721744348869773944e+01,7.853901822449366188e-01,3.041110298231219922e-01,4.054813762066916683e-01,-5.030050195808932756e-10,1.350996181304633340e-03
8.725745149029806669e+01,7.853901822566673463e-01,3.041110297918498406e-01,4.054813762375144015e-01,-5.090612514857539850e-10,2.548056812657857172e-03
8.729745949189837972e+01,7.853901822680128264e-01,3.041110297613193736e-01,4.054813762675539834e-01,-5.149241484592170792e-10,1.066193139824381762e-02
8.733746749349870697e+01,7.853901822789637333e-01,3.041110297315437472e-01,4.054813762967945934e-01,-5.205890787896017002e-10,-1.880471401882579871e-02
8.737747549509902001e+01,7.853901822895107410e-01,3.041110297025359510e-01,4.054813763252210213e-01,-5.260514801541660290e-10,1.559522315729479055e-03
8.741748349669934726e+01,7.853901822996449678e-01,3.041110296743083086e-01,4.054813763528183346e-01,-5.313069498247280364e-10,4.055308865386214601e-03
8.745749149829966029e+01,7.853901823093577539e-01,3.041110296468730323e-01,4.054813763795719894e-01,-5.363512516065593871e-10,9.500920437887243331e-03
8.749749949989998754e+01,7.853901823186405506e-01,3.041110296202417795e-01,4.054813764054681080e-01,-5.411801284882500340e-10,3.961379389201625037e-03
8.753750750150030058e+01,7.853901823274852534e-01,3.041110295944259301e-01,4.054813764304929791e-01,-5.457896426475095097e-10,-1.100696947333941987e-02
8.757751550310062783e+01,7.853901823358839795e-01,3.041110295694364196e-01,4.054813764546335575e-01,-5.501758354453656352e-10,-5.805536297529689284e-03
8.761752350470094086e+01,7.853901823438291796e-01,3.041110295452839063e-01,4.054813764778770202e-01,-5.543350431458371474e-10,-1.524182648832991815e-02
8.765753150630126811e+01,7.853901823513131930e-01,3.041110295219784931e-01,4.054813765002110992e-01,-5.582634805822994650e-10,1.932024205117323801e-03
8.769753950790158115e+01,7.853901823583290254e-01,3.041110294995301722e-01,4.054813765216240262e-01,-5.619576991244823461e-10,1.923599781748829961e-03
8.773754750950190839e+01,7.853901823648699043e-01,3.041110294779482692e-01,4.054813765421043104e-01,-5.654143403477362995e-10,5.118315630210440274e-03
8.777755551110222143e+01,7.853901823709290575e-01,3.041110294572419437e-01,4.054813765616409604e-01,-5.686300597051996419e-10,-9.698720437622375054e-03
8.781756351270254868e+01,7.853901823765001566e-01,3.041110294374199108e-01,4.054813765802234293e-01,-5.716017902057668465e-10,-1.140230739597509514e-02
8.785757151430286171e+01,7.853901823815772065e-01,3.041110294184904972e-01,4.054813765978415585e-01,-5.743265203694836174e-10,1.525598499412594150e-02
8.789757951590318896e+01,7.853901823861543230e-01,3.041110294004616410e-01,4.054813766144857445e-01,-5.768013809637206890e-10,1.821820429904330270e-03
8.793758751750350200e+01,7.853901823902258439e-01,3.041110293833410028e-01,4.054813766301467171e-01,-5.790235929614695465e-10,1.746003363568505995e-02
8.797759551910382925e+01,7.853901823937865512e-01,3.041110293671356879e-01,4.054813766448155943e-01,-5.809905230524936570e-10,4.394440904341489172e-03
8.801760352070414228e+01,7.853901823968314488e-01,3.041110293518525798e-01,4.054813766584839940e-01,-5.826997946656309324e-10,-1.461707213158628012e-02
8.805761152230446953e+01,7.853901823993555409e-01,3.041110293374981732e-01,4.054813766711440337e-01,-5.841489028601820621e-10,8.054167241996959895e-03
8.809761952390478257e+01,7.853901824013543864e-01,3.041110293240785190e-01,4.054813766827881638e-01,-5.853356341289916998e-10,1.235130271594350390e-02
8.813762752550510982e+01,7.853901824028237666e-01,3.041110293115992791e-01,4.054813766934092789e-01,-5.862579519066990485e-10,-4.507234945508296377e-03
8.817763552710542285e+01,7.853901824037595736e-01,3.041110293000658382e-01,4.054813767030007177e-01,-5.869138196279433117e-10,-1.924658708235359866e-02
8.821764352870575010e+01,7.853901824041581436e-01,3.041110292894831368e-01,4.054813767115562628e-01,-5.873014193025216656e-10,6.652413164338583790e-03
8.825765153030606314e+01,7.853901824040159241e-01,3.041110292798557269e-01,4.054813767190701967e-01,-5.874190300847459412e-10,-1.403526306335284388e-03
8.829765953190639038e+01,7.853901824033295842e-01,3.041110292711878826e-01,4.054813767255370238e-01,-5.872649484761627292e-10,2.775929462902823608e-03
8.833766753350670342e+01,7.853901824020963485e-01,3.041110292634833234e-01,4.054813767309519701e-01,-5.868379150675284706e-10,-2.686511988222290218e-02
8.837767553510703067e+01,7.853901824003133303e-01,3.041110292567456019e-01,4.054813767353104836e-01,-5.861363963632904017e-10,4.571250040842684929e-03
8.841768353670734371e+01,7.853901823979780872e-01,3.041110292509777158e-01,4.054813767386085122e-01,-5.851592300987196182e-10,-2.750515865314301714e-02
8.845769153830767095e+01,7.853901823950885097e-01,3.041110292461823850e-01,4.054813767408423919e-01,-5.839054205425409094e-10,-8.674063933958160028e-03
8.849769953990798399e+01,7.853901823916424885e-01,3.041110292423618855e-01,4.054813767420090698e-01,-5.823738748189644099e-10,8.859013556926203722e-03
8.853770754150831124e+01,7.853901823876384691e-01,3.041110292395182713e-01,4.054813767421056592e-01,-5.805638400580015457e-10,-1.824477210982744513e-02
8.857771554310862427e+01,7.853901823830750084e-01,3.041110292376530411e-01,4.054813767411298842e-01,-5.784745980841332624e-10,-1.863802764983785859e-02
8.861772354470895152e+01,7.853901823779509961e-01,3.041110292367674162e-01,4.054813767390798573e-01,-5.761056423581045749e-10,-4.497790509629407893e-03
8.865773154630926456e+01,7.853901823722654330e-01,3.041110292368621182e-01,4.054813767359541354e-01,-5.734564524628726900e-10,1.646660021322805117e-02
8.869773954790959181e+01,7.853901823660176529e-01,3.041110292379377578e-01,4.054813767317517192e-01,-5.705266814537424125e-10,1.615652216033716670e-02
8.873774754950990484e+01,7.853901823592074338e-01,3.041110292399942239e-01,4.054813767264719981e-01,-5.673162425945399434e-10,-6.082825814644725847e-03
8.877775555111023209e+01,7.853901823518344427e-01,3.041110292430313500e-01,4.054813767201148611e-01,-5.638250109851750125e-10,9.995226713423207079e-03
8.881776355271054513e+01,7.853901823438989016e-01,3.041110292470483589e-01,4.054813767126804747e-01,-5.600530560145866588e-10,5.789160757393050846e-03
8.885777155431087238e+01,7.853901823354012546e-01,3.041110292520441960e-01,4.054813767041696715e-01,-5.560005754412511436e-10,2.609815969837300451e-03
8.889777955591118541e+01,7.853901823263421678e-01,3.041110292580174179e-01,4.054813766945835618e-01,-5.516679266182045183e-10,3.543881882579667797e-03
8.893778755751151266e+01,7.853901823167224183e-01,3.041110292649663038e-01,4.054813766839236999e-01,-5.470555085318462574e-10,-7.261088830337432236e-03
8.897779555911182570e+01,7.853901823065432275e-01,3.041110292728885223e-01,4.054813766721921953e-01,-5.421639109881581930e-10,8.000440049164250084e-03
8.901780356071215294e+01,7.853901822958061496e-01,3.041110292817816307e-01,4.054813766593913238e-01,-5.369938972654697551e-10,1.059968088654657768e-02
8.905781156231246598e+01,7.853901822845127390e-01,3.041110292916425761e-01,4.054813766455241386e-01,-5.315462306421103733e-10,2.699910978983270302e-02
8.909781956391279323e+01,7.853901822726649939e-01,3.041110293024680833e-01,4.054813766305938594e-01,-5.258219033799083064e-10,9.151960595083948047e-03
8.913782756551310626e+01,7.853901822602651350e-01,3.041110293142544885e-01,4.054813766146042608e-01,-5.198220430491229394e-10,-2.454719786105088661e-02
8.917783556711343351e+01,7.853901822473154937e-01,3.041110293269976839e-01,4.054813765975595619e-01,-5.135477529338849934e-10,-1.207101848662647629e-02
8.921784356871374655e+01,7.853901822338190675e-01,3.041110293406932286e-01,4.054813765794643143e-01,-5.070005491825124722e-10,3.301046196034442340e-03
8.925785157031407380e+01,7.853901822197786320e-01,3.041110293553363486e-01,4.054813765603236253e-01,-5.001817432459532142e-10,6.506907087418248780e-04
8.929785957191438683e+01,7.853901822051975179e-01,3.041110293709217149e-01,4.054813765401428793e-01,-4.930930594393423405e-10,-1.864409537696431682e-02
8.933786757351471408e+01,7.853901821900791669e-01,3.041110293874438875e-01,4.054813765189281272e-01,-4.857361492194289809e-10,-1.439666900050358281e-03
8.937787557511502712e+01,7.853901821744273537e-01,3.041110294048968710e-01,4.054813764966856415e-01,-4.781128687403324307e-10,-3.627160002216893268e-03
8.941788357671534015e+01,7.853901821582462972e-01,3.041110294232742817e-01,4.054813764734221948e-01,-4.702253274257994775e-10,-5.427875592003565718e-04
8.945789157831566740e+01,7.853901821415399942e-01,3.041110294425694582e-01,4.054813764491450034e-01,-4.620754785744640714e-10,-1.272655889464323732e-03
8.949789957991598044e+01,7.853901821243132186e-01,3.041110294627753508e-01,4.054813764238617835e-01,-4.536656952880413485e-10,9.157145474943329672e-03
8.953790758151630769e+01,7.853901821065706335e-01,3.041110294838844652e-01,4.054813763975805285e-01,-4.449982465848378865e-10,1.459503829364824055e-02
8.957791558311662072e+01,7.853901820883173457e-01,3.041110295058890300e-01,4.054813763703097873e-01,-4.360756894472572753e-10,6.786376561018842707e-03
8.961792358471694797e+01,7.853901820695586844e-01,3.041110295287807186e-01,4.054813763420585526e-01,-4.269006190216195762e-10,-1.115296813960204615e-02
8.965793158631726101e+01,7.853901820503002007e-01,3.041110295525510376e-01,4.054813763128362059e-01,-4.174757865793576883e-10,-8.681770042001667881e-03
8.969793958791758826e+01,7.853901820305477788e-01,3.041110295771909944e-01,4.054813762826524615e-01,-4.078041376809338203e-10,-6.669449948051407381e-03
8.973794758951790129e+01,7.853901820103075249e-01,3.041110296026912629e-01,4.054813762515177000e-01,-3.978886074784693250e-10,-6.094507151608612909e-04
8.977795559111822854e+01,7.853901819895858782e-01,3.041110296290421289e-01,4.054813762194425242e-01,-3.877324017409478074e-10,-4.312149210053214769e-03
8.981796359271854158e+01,7.853901819683892782e-01,3.041110296562334891e-01,4.054813761864380361e-01,-3.773387262373528728e-10,-3.544050837157098829e-03
8.985797159431886882e+01,7.853901819467247192e-01,3.041110296842549077e-01,4.054813761525158933e-01,-3.667110087812730512e-10,-9.268619055833041825e-03
8.989797959591918186e+01,7.853901819245993066e-01,3.041110297130955598e-01,4.054813761176879749e-01,-3.558527535141298159e-10,9.449212414178965666e-03
8.993798759751950911e+01,7.853901819020204789e-01,3.041110297427441767e-01,4.054813760819667157e-01,-3.447676276413513818e-10,8.471816443189578855e-03
8.997799559911982215e+01,7.853901818789957856e-01,3.041110297731891565e-01,4.054813760453649940e-01,-3.334593677573050030e-10,9.504015370393593606e-03
9.001800360072014939e+01,7.853901818555333314e-01,3.041110298044186200e-01,4.054813760078960772e-01,-3.219319706648793300e-10,-8.436181412984117452e-04
9.005801160232046243e+01,7.853901818316411099e-01,3.041110298364201325e-01,4.054813759695736763e-01,-3.101893499002361665e-10,4.508784104684178916e-03
9.009801960392078968e+01,7.853901818073277807e-01,3.041110298691809821e-01,4.054813759304120024e-01,-2.982358145164898389e-10,-9.150045745811052553e-03
9.013802760552110271e+01,7.853901817826017817e-01,3.041110299026881236e-01,4.054813758904255439e-01,-2.860755000944070758e-10,-1.015672857537242360e-02
9.017803560712142996e+01,7.853901817574722166e-01,3.041110299369280678e-01,4.054813758496293996e-01,-2.737129099761315132e-10,-5.475899709293377722e-03
9.021804360872174300e+01,7.853901817319483003e-01,3.041110299718869370e-01,4.054813758080389463e-01,-2.611525995455110660e-10,5.811843221477001366e-03
9.025805161032207025e+01,7.853901817060394697e-01,3.041110300075505202e-01,4.054813757656701712e-01,-2.483991970447796405e-10,-1.524090525349842485e-03
9.029805961192238328e+01,7.853901816797554947e-01,3.041110300439042180e-01,4.054813757225392834e-01,-2.354575492913291157e-10,-1.145458749898148852e-02
9.033806761352271053e+01,7.853901816531063673e-01,3.041110300809330425e-01,4.054813756786631029e-01,-2.223325447359147944e-10,8.997558986987355678e-04
9.037807561512302357e+01,7.853901816261023017e-01,3.041110301186216724e-01,4.054813756340587827e-01,-2.090292695877682405e-10,4.198526688677962915e-03
9.041808361672335081e+01,7.853901815987538448e-01,3.041110301569543428e-01,4.054813755887439752e-01,-1.955529037311887208e-10,1.603285566912265479e-03
9.045809161832366385e+01,7.853901815710717660e-01,3.041110301959149553e-01,4.054813755427366662e-01,-1.819087276644371087e-10,-6.690400956510419474e-03
9.049809961992399110e+01,7.853901815430670563e-01,3.041110302354870787e-01,4.054813754960553962e-01,-1.681022369914852987e-10,6.208311947963706225e-04
9.053810762152430414e+01,7.853901815147511511e-01,3.041110302756537820e-01,4.054813754487190947e-01,-1.541390105830320323e-10,-4.238949183292130274e-03
9.057811562312463138e+01,7.853901814861353747e-01,3.041110303163978568e-01,4.054813754007470794e-01,-1.400246411875638586e-10,-3.277906326573358769e-03
9.061812362472494442e+01,7.853901814572317175e-01,3.041110303577017615e-01,4.054813753521591679e-01,-1.257650580899216664e-10,-9.169299657909223090e-04
9.065813162632527167e+01,7.853901814280522808e-01,3.041110303995473996e-01,4.054813753029755108e-01,-1.113662217999689119e-10,7.513715872236295147e-03
9.069813962792558470e+01,7.853901813986091662e-01,3.041110304419164523e-01,4.054813752532168691e-01,-9.683410323590990743e-11,1.823288836817869851e-02
9.073814762952591195e+01,7.853901813689152522e-01,3.041110304847902124e-01,4.054813752029042262e-01,-8.217506883290148778e-11,1.556744148130491216e-02
9.077815563112622499e+01,7.853901813389831954e-01,3.041110305281495285e-01,4.054813751520591758e-01,-6.739531849264679408e-11,6.267432323655109522e-03
9.081816363272655224e+01,7.853901813088260964e-01,3.041110305719749163e-01,4.054813751007035894e-01,-5.250136089762769132e-11,-4.015841393371757072e-03
9.085817163432686527e+01,7.853901812784574998e-01,3.041110306162465582e-01,4.054813750488599489e-01,-3.749983656931021869e-11,-3.100269088418412030e-03
9.089817963592719252e+01,7.853901812478908395e-01,3.041110306609441927e-01,4.054813749965509584e-01,-2.239739990694822325e-11,-2.670179210500945189e-03
9.093818763752750556e+01,7.853901812171401042e-01,3.041110307060471141e-01,4.054813749437999881e-01,-7.200951640529140718e-12,1.151040814672455587e-02
9.097819563912783281e+01,7.853901811862195048e-01,3.041110307515344502e-01,4.054813748906306858e-01,8.082524233232746269e-12,-2.765319363313050935e-02
9.101820364072814584e+01,7.853901811551432521e-01,3.041110307973847737e-01,4.054813748370671433e-01,2.344600208425973165e-11,2.578017598825716600e-03
9.105821164232847309e+01,7.853901811239262232e-01,3.041110308435763243e-01,4.054813747831338966e-01,3.888215444058928938e-11,-1.992489425947878423e-02
9.109821964392878613e+01,7.853901810925831839e-01,3.041110308900870085e-01,4.054813747288560366e-01,5.438371281085707665e-11,-3.870174403796977262e-05
9.113822764552911337e+01,7.853901810611293444e-01,3.041110309368943443e-01,4.054813746742588765e-01,6.994311727015478652e-11,1.324544980445834484e-02
9.117823564712942641e+01,7.853901810295802477e-01,3.041110309839754056e-01,4.054813746193682844e-01,8.555275238242288083e-11,-9.109410014149681503e-03
9.121824364872975366e+01,7.853901809979515480e-01,3.041110310313069331e-01,4.054813745642105727e-01,1.012049333226627823e-10,-2.282867750011404601e-02
9.125825165033006670e+01,7.853901809662592326e-01,3.041110310788653903e-01,4.054813745088124977e-01,1.168916768934380457e-10,1.297120699601341832e-02
9.129825965193039394e+01,7.853901809345195106e-01,3.041110311266267408e-01,4.054813744532011488e-01,1.326050519390165050e-10,1.505822411272216346e-02
9.133826765353070698e+01,7.853901809027487024e-01,3.041110311745665595e-01,4.054813743974041151e-01,1.483370058730226759e-10,4.985770724027748825e-03
9.137827565513103423e+01,7.853901808709639054e-01,3.041110312226601442e-01,4.054813743414494853e-01,1.640791148782572151e-10,1.255268309834193900e-02
9.141828365673134726e+01,7.853901808391817729e-01,3.041110312708822927e-01,4.054813742853656255e-01,1.798231320793153287e-10,-8.024897622442699399e-03
