t,g,b,c,dg_dt,dg_dt_noisy
4.248849769953991107e+00,2.455415809688229825e-05,2.227911764305420556e-03,5.450301799861038791e-04,-3.661336676298088989e-05,-3.320142983784406948e-02
4.250450090018003557e+00,2.449563620987670715e-05,2.221959507407889490e-03,5.437430155626512803e-04,-3.652521077779591297e-05,3.328923330539993591e-02
4.252050410082016008e+00,2.443725527554651696e-05,2.216023287304772112e-03,5.424588905304188321e-04,-3.643727214975488399e-05,-1.903756588424989227e-03
4.253650730146029346e+00,2.437901493993854633e-05,2.210103060438239203e-03,5.411777977110287423e-04,-3.634955023165795281e-05,1.858120807874443989e-02
4.255251050210041797e+00,2.432091484937856562e-05,2.204198783370904264e-03,5.398997299431803785e-04,-3.626204437007446782e-05,1.496126094836918233e-02
4.256851370274055135e+00,2.426295465047110370e-05,2.198310412785798359e-03,5.386246800826450642e-04,-3.617475390534855961e-05,-1.443845670916870175e-02
4.258451690338067586e+00,2.420513399009968856e-05,2.192437905486399174e-03,5.373526410022721501e-04,-3.608767817160483298e-05,1.930600950270417457e-03
4.260052010402080036e+00,2.414745251542661688e-05,2.186581218396604562e-03,5.360836055919841357e-04,-3.600081649675324590e-05,-6.999267952775013388e-03
4.261652330466093375e+00,2.408990987389306927e-05,2.180740308560746420e-03,5.348175667587780780e-04,-3.591416820249572310e-05,1.940830944036512837e-02
4.263252650530105825e+00,2.403250571321918815e-05,2.174915133143597197e-03,5.335545174267284111e-04,-3.582773260433060134e-05,8.723408698905119746e-03
4.264852970594119164e+00,2.397523968140386771e-05,2.169105649430348639e-03,5.322944505369819586e-04,-3.574150901155794197e-05,-6.985858168230445371e-03
4.266453290658131614e+00,2.391811142672499446e-05,2.163311814826636512e-03,5.310373590477630293e-04,-3.565549672728609036e-05,3.326152787653043064e-02
4.268053610722144064e+00,2.386112059773924397e-05,2.157533586858520220e-03,5.297832359343690803e-04,-3.556969504843598561e-05,1.045771461482343165e-02
4.269653930786157403e+00,2.380426684328215535e-05,2.151770923172490607e-03,5.285320741891725606e-04,-3.548410326574660866e-05,9.311968223391857424e-03
4.271254250850169853e+00,2.374754981246823973e-05,2.146023781535479936e-03,5.272838668216229705e-04,-3.539872066378083699e-05,-1.558632896665297987e-02
4.272854570914183192e+00,2.369096915469075999e-05,2.140292119834839770e-03,5.260386068582419833e-04,-3.531354652093073010e-05,8.209721835163448500e-03
4.274454890978195643e+00,2.363452451962196459e-05,2.134575896078365689e-03,5.247962873426294077e-04,-3.522858010942194764e-05,-2.923420128648671415e-02
4.276055211042208093e+00,2.357821555721289775e-05,2.128875068394277346e-03,5.235569013354577673e-04,-3.514382069532001065e-05,9.293442652420850700e-03
4.277655531106221432e+00,2.352204191977987210e-05,2.123189595004407442e-03,5.223204419112883242e-04,-3.505926756642278484e-05,-1.865661428058193114e-02
4.279255851170233882e+00,2.346600330743923456e-05,2.117519433769281777e-03,5.210869021051446311e-04,-3.497492063148790824e-05,3.710462305462213124e-03
4.280856171234247221e+00,2.341009941499000820e-05,2.111864543046345494e-03,5.198562750153266649e-04,-3.489077969928957505e-05,-5.509783794993214356e-03
4.282456491298259671e+00,2.335432992413004569e-05,2.106224881513437189e-03,5.186285537811155099e-04,-3.480684439188854178e-05,4.601410390967504253e-03
4.284056811362272121e+00,2.329869451683873311e-05,2.100600407952334017e-03,5.174037315568415186e-04,-3.472311432629470070e-05,7.175309278198362291e-03
4.285657131426285460e+00,2.324319287537709162e-05,2.094991081248762099e-03,5.161818015118856129e-04,-3.463958911447260927e-05,-1.139541405149321418e-03
4.287257451490297910e+00,2.318782468228787231e-05,2.089396860392404333e-03,5.149627568306819943e-04,-3.455626836334645038e-05,-1.119800003650935245e-03
4.288857771554311249e+00,2.313258962039532919e-05,2.083817704476879137e-03,5.137465907127128318e-04,-3.447315167480472149e-05,-2.977051081122220402e-02
4.290458091618323699e+00,2.307748737280547672e-05,2.078253572699765607e-03,5.125332963725142245e-04,-3.439023864570432752e-05,-3.799272855350547401e-02
4.292058411682336150e+00,2.302251762290586276e-05,2.072704424362581833e-03,5.113228670396709977e-04,-3.430752886787624581e-05,2.519747374522159078e-02
4.293658731746349488e+00,2.296768005436567703e-05,2.067170218870794437e-03,5.101152959588189798e-04,-3.422502192812975448e-05,1.144544885034983958e-02
4.295259051810361939e+00,2.291297435113582901e-05,2.061650915733826382e-03,5.089105763896470619e-04,-3.414271740825760952e-05,-2.961713091896557223e-02
4.296859371874375277e+00,2.285840019744873449e-05,2.056146474565037022e-03,5.077087016068922111e-04,-3.406061488503997503e-05,3.815001697600933772e-02
4.298459691938387728e+00,2.280395727781857310e-05,2.050656855081746388e-03,5.065096649003452160e-04,-3.397871393025006103e-05,-1.432189362856453249e-02
4.300060012002400178e+00,2.274964527704105449e-05,2.045182017105212635e-03,5.053134595748457001e-04,-3.389701411065816215e-05,1.018535427682656577e-02
4.301660332066413517e+00,2.269546388019353015e-05,2.039721920560642887e-03,5.041200789502842897e-04,-3.381551498803618419e-05,8.470802684771587890e-03
4.303260652130425967e+00,2.264141277263507135e-05,2.034276525477200608e-03,5.029295163616045658e-04,-3.373421611916298376e-05,2.137386128767020284e-03
4.304860972194439306e+00,2.258749164000626244e-05,2.028845791987986518e-03,5.017417651587981848e-04,-3.365311705582835276e-05,1.213574509512479679e-02
4.306461292258451756e+00,2.253370016822943804e-05,2.023429680330059849e-03,5.005568187069107337e-04,-3.357221734483805992e-05,-2.751198428707823940e-02
4.308061612322464207e+00,2.248003804350847976e-05,2.018028150844420558e-03,4.993746703860367422e-04,-3.349151652801783522e-05,-7.563039867278909629e-04
4.309661932386477545e+00,2.242650495232889409e-05,2.012641163976015401e-03,4.981953135913213095e-04,-3.341101414221854700e-05,-5.114505060477216210e-03
4.311262252450489996e+00,2.237310058145791747e-05,2.007268680273748777e-03,4.970187417329629230e-04,-3.333070971932048450e-05,1.717933737923816716e-03
4.312862572514503334e+00,2.231982461794429604e-05,2.001910660390461907e-03,4.958449482362080373e-04,-3.325060278623791156e-05,-5.516791243619974944e-03
4.314462892578515785e+00,2.226667674911852958e-05,1.996567065082954957e-03,4.946739265413570372e-04,-3.317069286492362024e-05,-1.287443600132843168e-02
4.316063212642528235e+00,2.221365666259265809e-05,1.991237855211967951e-03,4.935056701037588171e-04,-3.309097947237326764e-05,-1.465639424679986320e-02
4.317663532706541574e+00,2.216076404626035325e-05,1.985922991742188580e-03,4.923401723938137077e-04,-3.301146212063006506e-05,1.766050041527121583e-02
4.319263852770554024e+00,2.210799858829701664e-05,1.980622435742261309e-03,4.911774268969747777e-04,-3.293214031678900642e-05,-1.699296418731442021e-02
4.320864172834567363e+00,2.205535997715955620e-05,1.975336148384768294e-03,4.900174271137431713e-04,-3.285301356300169293e-05,7.216353071582851629e-03
4.322464492898579813e+00,2.200284790158663011e-05,1.970064090946250200e-03,4.888601665596739631e-04,-3.277408135648031753e-05,6.964857361508255268e-03
4.324064812962592264e+00,2.195046205059844691e-05,1.964806224807187120e-03,4.877056387653710078e-04,-3.269534318950235410e-05,-1.990685130310915121e-03
4.325665133026605602e+00,2.189820211349684007e-05,1.959562511452008111e-03,4.865538372764892719e-04,-3.261679854941481292e-05,8.434788317331749774e-03
4.327265453090618053e+00,2.184606777986536957e-05,1.954332912469097707e-03,4.854047556537364593e-04,-3.253844691863865880e-05,1.080921295691478039e-02
4.328865773154630503e+00,2.179405873956913561e-05,1.949117389550781600e-03,4.842583874728693255e-04,-3.246028777467320210e-05,-1.067556734750165805e-02
4.330466093218643842e+00,2.174217468275487685e-05,1.943915904493332064e-03,4.831147263246956289e-04,-3.238232059010040845e-05,6.690924988685488517e-03
4.332066413282656292e+00,2.169041529985104831e-05,1.938728419196979018e-03,4.819737658150760281e-04,-3.230454483258926265e-05,3.807875930294916250e-02
4.333666733346669631e+00,2.163878028156761814e-05,1.933554895665888550e-03,4.808354995649194745e-04,-3.222695996489994283e-05,-2.145041209281628447e-02
4.335267053410682081e+00,2.158726931889630809e-05,1.928395296008186344e-03,4.796999212101884158e-04,-3.214956544488834704e-05,-6.080328277537413485e-03
4.336867373474694531e+00,2.153588210311038693e-05,1.923249582435938160e-03,4.785670244018944597e-04,-3.207236072551015896e-05,-1.537066493545738780e-02
4.338467693538707870e+00,2.148461832576474494e-05,1.918117717265156990e-03,4.774368028061001085e-04,-3.199534525482499499e-05,3.966823106644137148e-02
4.340068013602720320e+00,2.143347767869600569e-05,1.912999662915813252e-03,4.763092501039206022e-04,-3.191851847600109347e-05,-2.808766807380650224e-02
4.341668333666733659e+00,2.138245985402230587e-05,1.907895381911813753e-03,4.751843599915198525e-04,-3.184187982731919060e-05,1.098309577399030068e-04
4.343268653730746109e+00,2.133156454414351889e-05,1.902804836881024676e-03,4.740621261801149970e-04,-3.176542874217674894e-05,1.855102058985242872e-02
4.344868973794758560e+00,2.128079144174108205e-05,1.897727990555252067e-03,4.729425423959723331e-04,-3.168916464909210442e-05,-1.739567956501774856e-02
4.346469293858771898e+00,2.123014023977805079e-05,1.892664805770249850e-03,4.718256023804091610e-04,-3.161308697170888446e-05,-2.751858618654472524e-03
4.348069613922784349e+00,2.117961063149920709e-05,1.887615245465728729e-03,4.707112998897954644e-04,-3.153719512880004665e-05,-1.427091439110837919e-02
4.349669933986797687e+00,2.112920231043084943e-05,1.882579272685336227e-03,4.695996286955498992e-04,-3.146148853427180900e-05,-2.684005078580105341e-02
4.351270254050810138e+00,2.107891497038101976e-05,1.877556850576678812e-03,4.684905825841444008e-04,-3.138596659716817640e-05,-1.452215452616952354e-03
4.352870574114822588e+00,2.102874830543931378e-05,1.872547942391303462e-03,4.673841553570999563e-04,-3.131062872167470834e-05,9.832590775080498474e-03
4.354470894178835927e+00,2.097870200997695210e-05,1.867552511484704388e-03,4.662803408309886097e-04,-3.123547430712269300e-05,-7.999562151822613501e-03
4.356071214242848377e+00,2.092877577864687849e-05,1.862570521316333008e-03,4.651791328374351971e-04,-3.116050274799329434e-05,3.231210250038322063e-03
4.357671534306861716e+00,2.087896930638354981e-05,1.857601935449577132e-03,4.640805252231130639e-04,-3.108571343392150946e-05,1.361486792678479225e-02
4.359271854370874166e+00,2.082928228840317996e-05,1.852646717551784377e-03,4.629845118497487809e-04,-3.101110574970061384e-05,2.381673976013135019e-02
4.360872174434886617e+00,2.077971442020351626e-05,1.847704831394241356e-03,4.618910865941182960e-04,-3.093667907528538678e-05,-2.472215400342803182e-02
4.362472494498899955e+00,2.073026539756395127e-05,1.842776240852183646e-03,4.608002433480482885e-04,-3.086243278579699038e-05,1.219422114797259586e-02
4.364072814562912406e+00,2.068093492279840469e-05,1.837860909820929721e-03,4.597119760082032025e-04,-3.078836633549347909e-05,-1.245584997011046913e-02
4.365673134626925744e+00,2.063172274019325743e-05,1.832958801895710190e-03,4.586262784377946947e-04,-3.071447972375788765e-05,-3.771250491485515083e-02
4.367273454690938195e+00,2.058262857689042855e-05,1.828069881246870273e-03,4.575431445735584539e-04,-3.064077269599656088e-05,-1.559027337446774672e-02
4.368873774754950645e+00,2.053365215473386288e-05,1.823194112227232702e-03,4.564625683768737592e-04,-3.056724491764791028e-05,1.276784545666089996e-02
4.370474094818963984e+00,2.048479319584397678e-05,1.818331459279065587e-03,4.553845438223504084e-04,-3.049389605020824245e-05,6.094691663188551989e-03
4.372074414882976434e+00,2.043605142261772256e-05,1.813481886934088924e-03,4.543090648978305077e-04,-3.042072575123604171e-05,-2.196208799862991307e-02
4.373674734946989773e+00,2.038742655772841225e-05,1.808645359813457892e-03,4.532361256043843513e-04,-3.034773367435500586e-05,3.205370023207484986e-02
4.375275055011002223e+00,2.033891832412593111e-05,1.803821842627781726e-03,4.521657199563151918e-04,-3.027491946925822035e-05,8.008779801336985207e-03
4.376875375075014674e+00,2.029052644503654784e-05,1.799011300177107229e-03,4.510978419811550121e-04,-3.020228278171119404e-05,-1.413092496910583551e-03
4.378475695139028012e+00,2.024225064396299593e-05,1.794213697350925717e-03,4.500324857196664227e-04,-3.012982325355611471e-05,-1.086931528383719772e-02
4.380076015203040463e+00,2.019409064468455155e-05,1.789428999128181257e-03,4.489696452258443420e-04,-3.005754052271510167e-05,8.299707969498557741e-03
4.381676335267053801e+00,2.014604617125685405e-05,1.784657170577251366e-03,4.479093145669117682e-04,-2.998543422319381070e-05,-7.785133151563056013e-03
4.383276655331066252e+00,2.009811694801211254e-05,1.779898176855970000e-03,4.468514878233247663e-04,-2.991350398508522881e-05,2.261750325599828568e-02
4.384876975395078702e+00,2.005030269955891285e-05,1.775151983211606735e-03,4.457961590887681317e-04,-2.984174943457287258e-05,6.222313215679996581e-03
4.386477295459092041e+00,2.000260315078231574e-05,1.770418554980876524e-03,4.447433224701571788e-04,-2.977017019393488105e-05,1.224295873830977266e-02
4.388077615523104491e+00,1.995501802684391789e-05,1.765697857589946639e-03,4.436929720876396383e-04,-2.969876588154667205e-05,-6.145530028157535941e-03
4.389677935587117830e+00,1.990754705318168591e-05,1.760989856554418887e-03,4.426451020745913209e-04,-2.962753611188563129e-05,-2.952931295005790588e-02
4.391278255651130280e+00,1.986018995551014604e-05,1.756294517479349993e-03,4.415997065776209956e-04,-2.955648049553371453e-05,1.049021675933425879e-02
4.392878575715142730e+00,1.981294645982021137e-05,1.751611806059233173e-03,4.405567797565662701e-04,-2.948559863918140487e-05,-2.017314509447603460e-02
4.394478895779156069e+00,1.976581629237926657e-05,1.746941688078007017e-03,4.395163157844952711e-04,-2.941489014563077563e-05,-2.153336900642261777e-03
4.396079215843168519e+00,1.971879917973122880e-05,1.742284129409062219e-03,4.384783088477083794e-04,-2.934435461379950190e-05,-3.127245092086782712e-04
4.397679535907181858e+00,1.967189484869638857e-05,1.737639096015224007e-03,4.374427531457343262e-04,-2.927399163872389633e-05,-1.561077293575806151e-02
4.399279855971194308e+00,1.962510302637159262e-05,1.733006553948772312e-03,4.364096428913346389e-04,-2.920380081156264958e-05,1.770336031748166380e-02
4.400880176035206759e+00,1.957842344013008471e-05,1.728386469351424421e-03,4.353789723104996290e-04,-2.913378171960002874e-05,-2.851884170029577240e-02
4.402480496099220098e+00,1.953185581762156321e-05,1.723778808454342129e-03,4.343507356424502358e-04,-2.906393394624934680e-05,2.970212592276240751e-02
4.404080816163232548e+00,1.948539988677227598e-05,1.719183537578139768e-03,4.333249271396395980e-04,-2.899425707105654049e-05,-1.180882748869666217e-02
4.405681136227245887e+00,1.943905537578483061e-05,1.714600623132865771e-03,4.323015410677493136e-04,-2.892475066970317892e-05,1.917718149680418260e-02
4.407281456291258337e+00,1.939282201313840114e-05,1.710030031618023708e-03,4.312805717056935055e-04,-2.885541431401044809e-05,2.573957634031407912e-02
4.408881776355270787e+00,1.934669952758855181e-05,1.705471729622554285e-03,4.302620133456154603e-04,-2.878624757194191554e-05,-1.721590984045425279e-02
4.410482096419284126e+00,1.930068764816730490e-05,1.700925683824842721e-03,4.292458602928887670e-04,-2.871725000760710824e-05,-1.469286884571251867e-02
4.412082416483296576e+00,1.925478610418323552e-05,1.696391860992726985e-03,4.282321068661194309e-04,-2.864842118126509048e-05,1.869709832412946166e-02
4.413682736547309915e+00,1.920899462522126841e-05,1.691870227983479150e-03,4.272207473971416998e-04,-2.857976064932730986e-05,3.688663548552771794e-03
4.415283056611322365e+00,1.916331294114290146e-05,1.687360751743825771e-03,4.262117762310226174e-04,-2.851126796436133782e-05,1.612177135182377890e-03
4.416883376675334816e+00,1.911774078208602283e-05,1.682863399309931628e-03,4.252051877260581200e-04,-2.844294267509401382e-05,-3.646706557427339263e-02
4.418483696739348154e+00,1.907227787846498205e-05,1.678378137807405145e-03,4.242009762537746632e-04,-2.837478432641461659e-05,-3.273919795072222083e-02
4.420084016803360605e+00,1.902692396097066798e-05,1.673904934451307495e-03,4.231991361989310106e-04,-2.830679245937822524e-05,1.066722268684082778e-02
4.421684336867373055e+00,1.898167876057036310e-05,1.669443756546137208e-03,4.221996619595146561e-04,-2.823896661120935125e-05,2.853645287946780795e-02
4.423284656931386394e+00,1.893654200850780790e-05,1.664994571485836671e-03,4.212025479467438834e-04,-2.817130631530421537e-05,-1.414352337836513075e-02
4.424884976995398844e+00,1.889151343630328896e-05,1.660557346753801459e-03,4.202077885850690137e-04,-2.810381110123521989e-05,-1.724768238074598017e-02
4.426485297059412183e+00,1.884659277575345936e-05,1.656132049922861248e-03,4.192153783121687185e-04,-2.803648049475322549e-05,4.136051609719106764e-03
4.428085617123424633e+00,1.880177975893152170e-05,1.651718648655300633e-03,4.182253115789545195e-04,-2.796931401779115625e-05,9.209679030172102793e-03
4.429685937187437084e+00,1.875707411818708912e-05,1.647317110702841347e-03,4.172375828495667772e-04,-2.790231118846708954e-05,1.116483672134256991e-02
4.431286257251450422e+00,1.871247558614622260e-05,1.642927403906649635e-03,4.162521866013764254e-04,-2.783547152108764426e-05,-8.787439426975971260e-03
4.432886577315462873e+00,1.866798389571153261e-05,1.638549496197344493e-03,4.152691173249865972e-04,-2.776879452615093518e-05,-3.872627874028881229e-02
4.434486897379476211e+00,1.862359878006198936e-05,1.634183355594978800e-03,4.142883695242288310e-04,-2.770227971034960879e-05,2.897790670007805228e-02
4.436087217443488662e+00,1.857931997265312949e-05,1.629828950209061007e-03,4.133099377161672983e-04,-2.763592657657452955e-05,-9.903756883926513252e-03
4.437687537507501112e+00,1.853514720721687647e-05,1.625486248238536052e-03,4.123338164310952261e-04,-2.756973462391724646e-05,2.496175783411036173e-02
4.439287857571514451e+00,1.849108021776162873e-05,1.621155217971794035e-03,4.113600002125363062e-04,-2.750370334767359803e-05,-3.960422235570307259e-02
4.440888177635526901e+00,1.844711873857230708e-05,1.616835827786676722e-03,4.103884836172464845e-04,-2.743783223934672093e-05,7.354121990856949363e-03
4.442488497699540240e+00,1.840326250421021238e-05,1.612528046150461499e-03,4.094192612152099489e-04,-2.737212078664986894e-05,-9.965443664628592657e-03
4.444088817763552690e+00,1.835951124951320178e-05,1.608231841619879154e-03,4.084523275896437917e-04,-2.730656847350993659e-05,-2.160027171228233109e-02
4.445689137827565141e+00,1.831586470959552603e-05,1.603947182841099130e-03,4.074876773369939440e-04,-2.724117478007022385e-05,1.926872444469608300e-02
4.447289457891578479e+00,1.827232261984789390e-05,1.599674038549734299e-03,4.065253050669368016e-04,-2.717593918269349909e-05,2.563917083743810776e-02
4.448889777955590930e+00,1.822888471593756362e-05,1.595412377570850498e-03,4.055652054023811768e-04,-2.711086115396544130e-05,-1.167471109563449072e-02
4.450490098019604268e+00,1.818555073380815658e-05,1.591162168818948102e-03,4.046073729794641242e-04,-2.704594016269705253e-05,1.282868889833252597e-02
4.452090418083616719e+00,1.814232041618476189e-05,1.586923381203447997e-03,4.036518024357319445e-04,-2.698117576193276345e-05,-2.137749294821319687e-02
4.453690738147629169e+00,1.809919354003105153e-05,1.582695983378554000e-03,4.026984883794652316e-04,-2.691656795071882850e-05,-1.231097415468456434e-02
4.455291058211642508e+00,1.805616986613484487e-05,1.578479944531163389e-03,4.017474254884570092e-04,-2.685211648845585073e-05,-4.899175431675140482e-03
4.456891378275654958e+00,1.801324915182424846e-05,1.574275233991925208e-03,4.007986084605346766e-04,-2.678782108024192342e-05,-6.926974980185645996e-03
4.458491698339668297e+00,1.797043115469284592e-05,1.570081821168189517e-03,3.998520320051197115e-04,-2.672368142811516896e-05,1.265878303271305433e-02
4.460092018403680747e+00,1.792771563259989103e-05,1.565899675544025820e-03,3.989076908432316279e-04,-2.665969723105720830e-05,-2.399320856983960804e-02
4.461692338467693197e+00,1.788510234367014177e-05,1.561728766680207242e-03,3.979655797074846684e-04,-2.659586818499543774e-05,1.920496682891088824e-02
4.463292658531706536e+00,1.784259104629392465e-05,1.557569064214216811e-03,3.970256933420890518e-04,-2.653219398280603765e-05,1.917023893131537468e-02
4.464892978595718986e+00,1.780018149912721606e-05,1.553420537860255050e-03,3.960880265028526533e-04,-2.646867431431673711e-05,-4.349004297368046050e-03
4.466493298659732325e+00,1.775787346109146265e-05,1.549283157409223500e-03,3.951525739571773725e-04,-2.640530886630928055e-05,-2.353863551466144413e-02
4.468093618723744775e+00,1.771566669137378806e-05,1.545156892728742929e-03,3.942193304840633074e-04,-2.634209732252259899e-05,-4.723532319574890587e-02
4.469693938787757226e+00,1.767356094942681670e-05,1.541041713763138159e-03,3.932882908741050141e-04,-2.627903936365519528e-05,-1.277575280409236390e-03
4.471294258851770564e+00,1.763155599496874494e-05,1.536937590533443481e-03,3.923594499294932956e-04,-2.621613466736777334e-05,-1.424244653752111157e-02
4.472894578915783015e+00,1.758965158798340880e-05,1.532844493137410901e-03,3.914328024640164488e-04,-2.615338290828654491e-05,2.007119837578463101e-03
4.474494898979796353e+00,1.754784748872012819e-05,1.528762391749493438e-03,3.905083433030568491e-04,-2.609078375800504565e-05,-2.097199466349926669e-02
4.476095219043808804e+00,1.750614345769389656e-05,1.524691256620863558e-03,3.895860672835950705e-04,-2.602833688508746903e-05,2.688028682443264030e-05
4.477695539107821254e+00,1.746453925568519801e-05,1.520631058079396913e-03,3.886659692542061449e-04,-2.596604195507116000e-05,-1.247144281268149123e-03
4.479295859171834593e+00,1.742303464374009872e-05,1.516581766529679709e-03,3.877480440750612429e-04,-2.590389863046916284e-05,1.972831964026890627e-04
4.480896179235847043e+00,1.738162938317030457e-05,1.512543352453015431e-03,3.868322866179291913e-04,-2.584190657077298594e-05,5.639709937935045297e-03
4.482496499299860382e+00,1.734032323555300190e-05,1.508515786407408363e-03,3.859186917661728417e-04,-2.578006543245509540e-05,5.763102263037922154e-03
4.484096819363872832e+00,1.729911596273105061e-05,1.504499039027582235e-03,3.850072544147532436e-04,-2.571837486897181530e-05,1.921253686003288746e-02
4.485697139427885283e+00,1.725800732681279787e-05,1.500493081024964395e-03,3.840979694702257967e-04,-2.565683453076557743e-05,-1.555057759210676759e-02
4.487297459491898621e+00,1.721699709017218306e-05,1.496497883187692746e-03,3.831908318507423099e-04,-2.559544406526790281e-05,1.425501110807234073e-02
4.488897779555911072e+00,1.717608501544877852e-05,1.492513416380621604e-03,3.822858364860519777e-04,-2.553420311690173276e-05,3.164351592893243758e-03
4.490498099619924410e+00,1.713527086554763703e-05,1.488539651545307168e-03,3.813829783174980731e-04,-2.547311132708411229e-05,-8.292351119553063518e-03
4.492098419683936861e+00,1.709455440363948157e-05,1.484576559700024646e-03,3.804822522980221217e-04,-2.541216833422876506e-05,-1.974215996896297801e-02
4.493698739747949311e+00,1.705393539316053250e-05,1.480624111939752652e-03,3.795836533921601616e-04,-2.535137377374853287e-05,2.888579244713478100e-02
4.495299059811962650e+00,1.701341359781259567e-05,1.476682279436180353e-03,3.786871765760442066e-04,-2.529072727805830299e-05,4.740470584385950321e-03
4.496899379875975100e+00,1.697298878156310308e-05,1.472751033437713760e-03,3.777928168374039813e-04,-2.523022847657709522e-05,-1.022279104292157445e-02
4.498499699939988439e+00,1.693266070864498412e-05,1.468830345269460554e-03,3.769005691755633971e-04,-2.516987699573088088e-05,1.450728040448177446e-03
4.500100020004000889e+00,1.689242914355682483e-05,1.464920186333246990e-03,3.760104286014442931e-04,-2.510967245895504929e-05,1.100059896711307874e-04
4.501700340068013340e+00,1.685229385106271202e-05,1.461020528107603595e-03,3.751223901375631289e-04,-2.504961448669684732e-05,-1.033409570517018414e-02
4.503300660132026678e+00,1.681225459619231798e-05,1.457131342147770800e-03,3.742364488180325568e-04,-2.498970269641792715e-05,-2.727891047798272628e-02
4.504900980196039129e+00,1.677231114424094794e-05,1.453252600085706316e-03,3.733525996885626690e-04,-2.492993670259708401e-05,3.053611127216664198e-03
4.506501300260051579e+00,1.673246326076941468e-05,1.449384273630070817e-03,3.724708378064582864e-04,-2.487031611673220762e-05,-3.197894400551244253e-03
4.508101620324064918e+00,1.669271071160410291e-05,1.445526334566236189e-03,3.715911582406202602e-04,-2.481084054734326383e-05,-5.551454346246580823e-03
4.509701940388077368e+00,1.665305326283704043e-05,1.441678754756290509e-03,3.707135560715470440e-04,-2.475150959997454432e-05,1.951781156090328859e-02
4.511302260452090707e+00,1.661349068082573888e-05,1.437841506139023737e-03,3.698380263913312238e-04,-2.469232287719707892e-05,-2.593274899615943124e-02
4.512902580516103157e+00,1.657402273219337331e-05,1.434014560729944630e-03,3.689645643036633675e-04,-2.463327997861140036e-05,-1.884035089039976657e-02
4.514502900580115607e+00,1.653464918382862296e-05,1.430197890621265778e-03,3.680931649238287722e-04,-2.457438050084941451e-05,3.218124983446120271e-03
4.516103220644128946e+00,1.649536980288573897e-05,1.426391467981910112e-03,3.672238233787087107e-04,-2.451562403757730061e-05,1.652895084477505605e-02
4.517703540708141396e+00,1.645618435678461900e-05,1.422595265057517407e-03,3.663565348067821664e-04,-2.445701017949784232e-05,1.213832302134395212e-02
4.519303860772154735e+00,1.641709261321064111e-05,1.418809254170429104e-03,3.654912943581221474e-04,-2.439853851435273163e-05,1.443281531775867516e-02
4.520904180836167185e+00,1.637809434011484343e-05,1.415033407719705006e-03,3.646280971943996973e-04,-2.434020862692495412e-05,-4.344982625458502362e-02
4.522504500900179636e+00,1.633918930571377502e-05,1.411267698181109618e-03,3.637669384888805348e-04,-2.428202009904144526e-05,9.866686078280010458e-03
4.524104820964192974e+00,1.630037727848956025e-05,1.407512098107117134e-03,3.629078134264264628e-04,-2.422397250957498776e-05,8.300866417353653867e-03
4.525705141028205425e+00,1.626165802718995305e-05,1.403766580126918810e-03,3.620507172034968866e-04,-2.416606543444700336e-05,1.356631163766462873e-02
4.527305461092218763e+00,1.622303132082820472e-05,1.400031116946407351e-03,3.611956450281452900e-04,-2.410829844662982970e-05,-1.353408195013088705e-02
4.528905781156231214e+00,1.618449692868321644e-05,1.396305681348194256e-03,3.603425921200232467e-04,-2.405067111614888871e-05,1.014641986722576196e-02
4.530506101220243664e+00,1.614605462029941049e-05,1.392590246191595296e-03,3.594915537103768430e-04,-2.399318301008542421e-05,1.989283361394723892e-02
4.532106421284257003e+00,1.610770416548677430e-05,1.388884784412636360e-03,3.586425250420484118e-04,-2.393583369257826373e-05,3.181937377031169439e-02
4.533706741348269453e+00,1.606944533432093163e-05,1.385189269024059752e-03,3.577955013694777801e-04,-2.387862272482658326e-05,5.098862112610244059e-03
4.535307061412282792e+00,1.603127789714299685e-05,1.381503673115310089e-03,3.569504779586989075e-04,-2.382154966509210272e-05,-2.618589957200876880e-02
4.536907381476295242e+00,1.599320162455974774e-05,1.377827969852549921e-03,3.561074500873437896e-04,-2.376461406870144415e-05,1.190006757733459491e-03
4.538507701540307693e+00,1.595521628744346287e-05,1.374162132478646712e-03,3.552664130446390425e-04,-2.370781548804824584e-05,1.285201728292410112e-02
4.540108021604321031e+00,1.591732165693199950e-05,1.370506134313177835e-03,3.544273621314075295e-04,-2.365115347259552051e-05,1.026306830778723686e-02
4.541708341668333482e+00,1.587951750643628205e-05,1.366859948719077690e-03,3.535902926557774138e-04,-2.359462759637378712e-05,3.796069495494275303e-02
4.543308661732346820e+00,1.584180363777799728e-05,1.363223548772249860e-03,3.527551998910333653e-04,-2.353823780906712021e-05,-3.837907232478411732e-03
4.544908981796359271e+00,1.580417984577206362e-05,1.359596907959385436e-03,3.519220791657833676e-04,-2.348198394363522866e-05,-1.998694374289045755e-02
4.546509301860371721e+00,1.576664591908865320e-05,1.355979999964690907e-03,3.510909258358328863e-04,-2.342586574136836506e-05,-1.243562010631064051e-02
4.548109621924385060e+00,1.572920164664864633e-05,1.352372798537927311e-03,3.502617352671188230e-04,-2.336988294119696176e-05,1.312184640486277823e-02
4.549709941988397510e+00,1.569184681762370609e-05,1.348775277494417175e-03,3.494345028357105989e-04,-2.331403527969388057e-05,-1.569372216619205687e-02
4.551310262052410849e+00,1.565458122143613257e-05,1.345187410715028902e-03,3.486092239278072821e-04,-2.325832249107617463e-05,-2.044366952719144440e-02
