t,N,experienced_mate_abundance,unmated_fraction,mating_type_fraction,dN_dt
2.174034806961392263e+01,1.995211601870005893e+02,1.966788509228748012e+02,2.267600045396970521e-01,5.002615119219695483e-01,4.613952693620859691e-03
2.174834966993398666e+01,1.995211965334836179e+02,1.966833959247354073e+02,2.267429548727540323e-01,5.002609647162867823e-01,4.608860519773827491e-03
2.175635127025405069e+01,1.995212330968800529e+02,1.966879337142640338e+02,2.267259345183538777e-01,5.002604186629697747e-01,4.598507578004173979e-03
2.176435287057411472e+01,1.995212698833037166e+02,1.966924643028250443e+02,2.267089434245421475e-01,5.002598737595644884e-01,4.582780634047267654e-03
2.177235447089417875e+01,1.995213067323834366e+02,1.966969877035500360e+02,2.266919815394977944e-01,5.002593300036217716e-01,4.564706185620437395e-03
2.178035607121424277e+01,1.995213435824748274e+02,1.967015039284909221e+02,2.266750488114902540e-01,5.002587873926991335e-01,4.545448846082322802e-03
2.178835767153430680e+01,1.995213803841395190e+02,1.967060129895509704e+02,2.266581451888792786e-01,5.002582459243594126e-01,4.525943033735657650e-03
2.179635927185437083e+01,1.995214170947483296e+02,1.967105148985427263e+02,2.266412706201153815e-01,5.002577055961704433e-01,4.506994751469761695e-03
2.180436087217443486e+01,1.995214536784814356e+02,1.967150096671880704e+02,2.266244250537398641e-01,5.002571664057053891e-01,4.489281582610971100e-03
2.181236247249449889e+01,1.995214901063281729e+02,1.967194973071181892e+02,2.266076084383848721e-01,5.002566283505424094e-01,4.473352693887377995e-03
2.182036407281456292e+01,1.995215263560872074e+02,1.967239778298735473e+02,2.265908207227732563e-01,5.002560914282651039e-01,4.459628832535145193e-03
2.182836567313462695e+01,1.995215624123664782e+02,1.967284512469039157e+02,2.265740618557187946e-01,5.002555556364619571e-01,4.448402325492040177e-03
2.183636727345469097e+01,1.995215982665831405e+02,1.967329175695684285e+02,2.265573317861259428e-01,5.002550209727266717e-01,4.439837082381714595e-03
2.184436887377475500e+01,1.995216339169636797e+02,1.967373768091354691e+02,2.265406304629900003e-01,5.002544874346582793e-01,4.433968591371240109e-03
2.185237047409481903e+01,1.995216693685437974e+02,1.967418289767827275e+02,2.265239578353971106e-01,5.002539550198608076e-01,4.430703920890621816e-03
2.186037207441488306e+01,1.995217046331684685e+02,1.967462740835972568e+02,2.265073138525241503e-01,5.002534237259436134e-01,4.429821720139059948e-03
2.186837367473494709e+01,1.995217397294919408e+02,1.967507121405753594e+02,2.264906984636388121e-01,5.002528935505208274e-01,4.430972215780926149e-03
2.187637527505501112e+01,1.995217746829777354e+02,1.967551431586226727e+02,2.264741116180995772e-01,5.002523644912123535e-01,4.433677213725673028e-03
2.188437687537507514e+01,1.995218095258986466e+02,1.967595671485541118e+02,2.264575532653557710e-01,5.002518365456426475e-01,4.437330098332026296e-03
2.189237847569513917e+01,1.995218442973366848e+02,1.967639841210939267e+02,2.264410233549474238e-01,5.002513097114418272e-01,4.441195832530553389e-03
2.190038007601520320e+01,1.995218790431831621e+02,1.967683940868757020e+02,2.264245218365054657e-01,5.002507839862448957e-01,4.444410956610411745e-03
2.190838167633526723e+01,1.995219138161386638e+02,1.967727970564422435e+02,2.264080486597515873e-01,5.002502593676920739e-01,4.445983588755808569e-03
2.191638327665533126e+01,1.995219486757130483e+02,1.967771930402457485e+02,2.263916037744982124e-01,5.002497358534288008e-01,4.444793422985426901e-03
2.192438487697539529e+01,1.995219836882254185e+02,1.967815820486476639e+02,2.263751871306486640e-01,5.002492134411055114e-01,4.439591730891478960e-03
2.193238647729545931e+01,1.995220189268040940e+02,1.967859640919187996e+02,2.263587986781970263e-01,5.002486921283780807e-01,4.429001361675233284e-03
2.194038807761552334e+01,1.995220543786613803e+02,1.967903391812346854e+02,2.263424383672424656e-01,5.002481719129067139e-01,4.413265465069926563e-03
2.194838967793558737e+01,1.995220898870240092e+02,1.967947073292969549e+02,2.263261061480118241e-01,5.002476527923565008e-01,4.395342640824750902e-03
2.195639127825565140e+01,1.995221253941242310e+02,1.967990685477256250e+02,2.263098019708159603e-01,5.002471347643988597e-01,4.376324324679714550e-03
2.196439287857571543e+01,1.995221608511209865e+02,1.968034228480278216e+02,2.262935257860525240e-01,5.002466178267103158e-01,4.357133601775586840e-03
2.197239447889577946e+01,1.995221962159828593e+02,1.968077702416206876e+02,2.262772775442062345e-01,5.002461019769719464e-01,4.338565128993110420e-03
2.198039607921584349e+01,1.995222314534879615e+02,1.968121107398311267e+02,2.262610571958489636e-01,5.002455872128700465e-01,4.321285140896691246e-03
2.198839767953590751e+01,1.995222665352240483e+02,1.968164443538960882e+02,2.262448646916395412e-01,5.002450735320957964e-01,4.305831443470964359e-03
2.199639927985597154e+01,1.995223014395883183e+02,1.968207710949623106e+02,2.262286999823239497e-01,5.002445609323450393e-01,4.292613420489033160e-03
2.200440088017603557e+01,1.995223361517876981e+02,1.968250909740865495e+02,2.262125630187351577e-01,5.002440494113189473e-01,4.281912025565048907e-03
2.201240248049609960e+01,1.995223706638385579e+02,1.968294040022354068e+02,2.261964537517933138e-01,5.002435389667232446e-01,4.273879788522449985e-03
2.202040408081616363e+01,1.995224049745669106e+02,1.968337101902853590e+02,2.261803721325055250e-01,5.002430295962686513e-01,4.268540810848264755e-03
2.202840568113622766e+01,1.995224390896083264e+02,1.968380095490228996e+02,2.261643181119660506e-01,5.002425212976711055e-01,4.265790766579513615e-03
2.203640728145629168e+01,1.995224730214079614e+02,1.968423020891443116e+02,2.261482916413561917e-01,5.002420140686510974e-01,4.265396901988793843e-03
2.204440888177635571e+01,1.995225067892205288e+02,1.968465878212558664e+02,2.261322926719442905e-01,5.002415079069341131e-01,4.266998035644675724e-03
2.205241048209641974e+01,1.995225404191102712e+02,1.968508667558737102e+02,2.261163211550858143e-01,5.002410028102507455e-01,4.270104558532494821e-03
2.206041208241648377e+01,1.995225739439511301e+02,1.968551389034238923e+02,2.261003770422232440e-01,5.002404987763361399e-01,4.274098430341766175e-03
2.206841368273654780e+01,1.995226074034264627e+02,1.968594042742423937e+02,2.260844602848861851e-01,5.002399958029308813e-01,4.278233184615842788e-03
2.207641528305661183e+01,1.995226408440293255e+02,1.968636628785750986e+02,2.260685708346912848e-01,5.002394938877799957e-01,4.281633923813643605e-03
2.208441688337667586e+01,1.995226743190623040e+02,1.968679147265777374e+02,2.260527086433422317e-01,5.002389930286336162e-01,4.283297321055812290e-03
2.209241848369673988e+01,1.995227078886375125e+02,1.968721598283160574e+02,2.260368736626298392e-01,5.002384932232468717e-01,4.282091619808525707e-03
2.210042008401680391e+01,1.995227416196767365e+02,1.968763981937656240e+02,2.260210658444319343e-01,5.002379944693796654e-01,4.276756631844236267e-03
2.210842168433686794e+01,1.995227755859112051e+02,1.968806298328119624e+02,2.260052851407134689e-01,5.002374967647967852e-01,4.265903740632737140e-03
2.211642328465693197e+01,1.995228097529378317e+02,1.968848547564843443e+02,2.259895315035449770e-01,5.002370001072675709e-01,4.250183673802254702e-03
2.212442488497699600e+01,1.995228439717464539e+02,1.968890729770231189e+02,2.259738048851174519e-01,5.002365044945658035e-01,4.232408581424706995e-03
2.213242648529706003e+01,1.995228781869658405e+02,1.968932845056456813e+02,2.259581052377006016e-01,5.002360099244712588e-01,4.213624636561164039e-03
2.214042808561712405e+01,1.995229123503540904e+02,1.968974893534763453e+02,2.259424325136475675e-01,5.002355163947685979e-01,4.194743556926283645e-03
2.214842968593718808e+01,1.995229464204792862e+02,1.969016875315500386e+02,2.259267866653949797e-01,5.002350239032469226e-01,4.176548625482112698e-03
2.215643128625725211e+01,1.995229803627192666e+02,1.969058790508121035e+02,2.259111676454629569e-01,5.002345324477001087e-01,4.159694695974991419e-03
2.216443288657731614e+01,1.995230141492618259e+02,1.969100639221183826e+02,2.258955754064551624e-01,5.002340420259268061e-01,4.144708186695211793e-03
2.217243448689738017e+01,1.995230477591045997e+02,1.969142421562352467e+02,2.258800099010586648e-01,5.002335526357302165e-01,4.131987084312171987e-03
2.218043608721744420e+01,1.995230811780551221e+02,1.969184137638395384e+02,2.258644710820441048e-01,5.002330642749182044e-01,4.121800941442543831e-03
2.218843768753750822e+01,1.995231143987307405e+02,1.969225787555185150e+02,2.258489589022655841e-01,5.002325769413035195e-01,4.114290877952342385e-03
2.219643928785757225e+01,1.995231474205587858e+02,1.969267371417700190e+02,2.258334733146607209e-01,5.002320906327032413e-01,4.109469577281643637e-03
2.220444088817763628e+01,1.995231802497763454e+02,1.969308889330023646e+02,2.258180142722505390e-01,5.002316053469395563e-01,4.107221291127061136e-03
2.221244248849770031e+01,1.995232128994304333e+02,1.969350341395343094e+02,2.258025817281396896e-01,5.002311210818389808e-01,4.107301835777121823e-03
2.222044408881776434e+01,1.995232453893779905e+02,1.969391727715951390e+02,2.257871756355162296e-01,5.002306378352330274e-01,4.109338589667999031e-03
2.222844568913782837e+01,1.995232777462857143e+02,1.969433048393246111e+02,2.257717959476517322e-01,5.002301556049575382e-01,4.112830500648811949e-03
2.223644728945789240e+01,1.995233100036303142e+02,1.969474303527729830e+02,2.257564426179012596e-01,5.002296743888533515e-01,4.117148075989618405e-03
2.224444888977795642e+01,1.995233422016982558e+02,1.969515493219009556e+02,2.257411155997033625e-01,5.002291941847658574e-01,4.121533390065934555e-03
2.225245049009802045e+01,1.995233743875859318e+02,1.969556617565797865e+02,2.257258148465801084e-01,5.002287149905449981e-01,4.125100079843235790e-03
2.226045209041808448e+01,1.995234066151996046e+02,1.969597676665912047e+02,2.257105403121370535e-01,5.002282368040456006e-01,4.126833346225211585e-03
2.226845369073814851e+01,1.995234389452554353e+02,1.969638670616273828e+02,2.256952919500632426e-01,5.002277596231272661e-01,4.125589951641472908e-03
2.227645529105821254e+01,1.995234714452793980e+02,1.969679599512910215e+02,2.256800697141311818e-01,5.002272834456539252e-01,4.120098223063806131e-03
2.228445689137827657e+01,1.995235041894876247e+02,1.969720463450966008e+02,2.256648735581969212e-01,5.002268082694945051e-01,4.108960307092957009e-03
2.229245849169834059e+01,1.995235371193833487e+02,1.969761262539666120e+02,2.256497034362233700e-01,5.002263340925214852e-01,4.093281262029790923e-03
2.230046009201840462e+01,1.995235700977658269e+02,1.969801996896497087e+02,2.256345593022853480e-01,5.002258609126127853e-01,4.075650473414071939e-03
2.230846169233846865e+01,1.995236030701839525e+02,1.969842666629892562e+02,2.256194411105322817e-01,5.002253887276512101e-01,4.057096698430129322e-03
2.231646329265853268e+01,1.995236359889968014e+02,1.969883271847398021e+02,2.256043488151937282e-01,5.002249175355244493e-01,4.038520255928546021e-03
2.232446489297859671e+01,1.995236688133736038e+02,1.969923812655667916e+02,2.255892823705792083e-01,5.002244473341241893e-01,4.020693026099309009e-03
2.233246649329866074e+01,1.995237015092937440e+02,1.969964289160468525e+02,2.255742417310783732e-01,5.002239781213471126e-01,4.004258449281650201e-03
2.234046809361872477e+01,1.995237340495467890e+02,1.970004701466675670e+02,2.255592268511608933e-01,5.002235098950938985e-01,3.989731526894857438e-03
2.234846969393878879e+01,1.995237664137324884e+02,1.970045049678276143e+02,2.255442376853765141e-01,5.002230426532698893e-01,3.977498819834224264e-03
2.235647129425885282e+01,1.995237985882606893e+02,1.970085333898367139e+02,2.255292741883550833e-01,5.002225763937849790e-01,3.967818449366333766e-03
2.236447289457891685e+01,1.995238305663515064e+02,1.970125554229156251e+02,2.255143363148064684e-01,5.002221111145533916e-01,3.960820094713213280e-03
2.237247449489898088e+01,1.995238623480351237e+02,1.970165710771961471e+02,2.254994240195206112e-01,5.002216468134937921e-01,3.956504996089904580e-03
2.238047609521904491e+01,1.995238939401519360e+02,1.970205803627211765e+02,2.254845372573675288e-01,5.002211834885292863e-01,3.954745951421756445e-03
2.238847769553910894e+01,1.995239253563525210e+02,1.970245832894445925e+02,2.254696759832972575e-01,5.002207211375877538e-01,3.955287316470545989e-03
2.239647929585917296e+01,1.995239566170975820e+02,1.970285798672314002e+02,2.254548401523399637e-01,5.002202597586009603e-01,3.957745006603730076e-03
2.240448089617923699e+01,1.995239877496579766e+02,1.970325701058575589e+02,2.254400297196058056e-01,5.002197993495057782e-01,3.961606494403469014e-03
2.241248249649930102e+01,1.995240187881148017e+02,1.970365540150101822e+02,2.254252446402850718e-01,5.002193399082429659e-01,3.966230808964965604e-03
2.242048409681936505e+01,1.995240497733592235e+02,1.970405316042873380e+02,2.254104848696480701e-01,5.002188814327581667e-01,3.970848538498827907e-03
2.242848569713942908e+01,1.995240807530926759e+02,1.970445028831981915e+02,2.253957503630452108e-01,5.002184239210012429e-01,3.974561825859979081e-03
2.243648729745949311e+01,1.995241117818266616e+02,1.970484678611629761e+02,2.253810410759068961e-01,5.002179673709264973e-01,3.976344372425444362e-03
2.244448889777955713e+01,1.995241429208828947e+02,1.970524265475129084e+02,2.253663569637436304e-01,5.002175117804930071e-01,3.975041434845394406e-03
2.245249049809962116e+01,1.995241742383932717e+02,1.970563789514903306e+02,2.253516979821460486e-01,5.002170571476639571e-01,3.969369825965074483e-03
2.246049209841968519e+01,1.995242058076642309e+02,1.970603250822661607e+02,2.253370640867849439e-01,5.002166034704070841e-01,3.957948761668106386e-03
2.246849369873974922e+01,1.995242375473307561e+02,1.970642649506554278e+02,2.253224552334394115e-01,5.002161507466937884e-01,3.942314531203194861e-03
2.247649529905981325e+01,1.995242693324625520e+02,1.970681985679225647e+02,2.253078713779914088e-01,5.002156989745004667e-01,3.924825057991299104e-03
2.248449689937987728e+01,1.995243011092109100e+02,1.970721259445530222e+02,2.252933124763941419e-01,5.002152481518082894e-01,3.906497677739650953e-03
2.249249849969994131e+01,1.995243328305375599e+02,1.970760470909437174e+02,2.252787784846775887e-01,5.002147982766028678e-01,3.888221281426851306e-03
2.250050010002000533e+01,1.995243644562146699e+02,1.970799620174032327e+02,2.252642693589484990e-01,5.002143493468739210e-01,3.870756314558576605e-03
2.250850170034006936e+01,1.995243959528248752e+02,1.970838707341517022e+02,2.252497850553903946e-01,5.002139013606157203e-01,3.854734775604384822e-03
2.251650330066013339e+01,1.995244272937611925e+02,1.970877732513209253e+02,2.252353255302635970e-01,5.002134543158263114e-01,3.840660218980218588e-03
2.252450490098019742e+01,1.995244584592271622e+02,1.970916695789541677e+02,2.252208907399051441e-01,5.002130082105082920e-01,3.828907750145660316e-03
2.253250650130026145e+01,1.995244894362367063e+02,1.970955597270063890e+02,2.252064806407289010e-01,5.002125630426685898e-01,3.819724030273974336e-03
2.254050810162032548e+01,1.995245202186142137e+02,1.970994437053441004e+02,2.251920951892254497e-01,5.002121188103181293e-01,3.813227271340480229e-03
2.254850970194038950e+01,1.995245508069944833e+02,1.971033215237453931e+02,2.251777343419621991e-01,5.002116755114722757e-01,3.809407239566908743e-03
2.255651130226045353e+01,1.995245812088228377e+02,1.971071931918999951e+02,2.251633980555832748e-01,5.002112331441505022e-01,3.808125251753224916e-03
2.256451290258051756e+01,1.995246114383549525e+02,1.971110587194091863e+02,2.251490862868096299e-01,5.002107917063766118e-01,3.809114177514061339e-03
2.257251450290058159e+01,1.995246415166569989e+02,1.971149181157858266e+02,2.251347989924389614e-01,5.002103511961786264e-01,3.811978438109875356e-03
2.258051610322064562e+01,1.995246714716055294e+02,1.971187713904544125e+02,2.251205361293457385e-01,5.002099116115888977e-01,3.816194007027817747e-03
2.258851770354070965e+01,1.995247013378876204e+02,1.971226185527509926e+02,2.251062976544812022e-01,5.002094729506438853e-01,3.821108406738105145e-03
2.259651930386077368e+01,1.995247311570007582e+02,1.971264596119232237e+02,2.250920835248733376e-01,5.002090352113843785e-01,3.825940711770670077e-03
2.260452090418083770e+01,1.995247609772528392e+02,1.971302945771303428e+02,2.250778936976269851e-01,5.002085983918554968e-01,3.829781547150190590e-03
2.261252250450090173e+01,1.995247908537622266e+02,1.971341234574431951e+02,2.250637281299236736e-01,5.002081624901064671e-01,3.831593088550633297e-03
2.262052410482096576e+01,1.995248208484577503e+02,1.971379462618442062e+02,2.250495867790217042e-01,5.002077275041908466e-01,3.830209059856315434e-03
2.262852570514102979e+01,1.995248510300786506e+02,1.971417629992273817e+02,2.250354696022562329e-01,5.002072934321664111e-01,3.824334736211909558e-03
2.263652730546109382e+01,1.995248814691892107e+02,1.971455736784518535e+02,2.250213765570398261e-01,5.002068602720950441e-01,3.812640965799474202e-03
2.264452890578115785e+01,1.995249120639704472e+02,1.971493783102112900e+02,2.250073076008944073e-01,5.002064280220422932e-01,3.797049748060388197e-03
2.265253050610122187e+01,1.995249427011541172e+02,1.971531769053046617e+02,2.249932626914356859e-01,5.002059966800782576e-01,3.779699016169146830e-03
2.266053210642128590e+01,1.995249733274955588e+02,1.971569694738713281e+02,2.249792417863477056e-01,5.002055662442779216e-01,3.761594654340782995e-03
2.266853370674134993e+01,1.995250038965608610e+02,1.971607560259627405e+02,2.249652448433881458e-01,5.002051367127202663e-01,3.743614096572756011e-03
2.267653530706141396e+01,1.995250343687267502e+02,1.971645365715424987e+02,2.249512718203883210e-01,5.002047080834882697e-01,3.726506325055112256e-03
2.268453690738147799e+01,1.995250647111807325e+02,1.971683111204862655e+02,2.249373226752531540e-01,5.002042803546689065e-01,3.710891868605514787e-03
2.269253850770154202e+01,1.995250948979210079e+02,1.971720796825818525e+02,2.249233973659611197e-01,5.002038535243532591e-01,3.697262803603607040e-03
2.270054010802160604e+01,1.995251249097564425e+02,1.971758422675292479e+02,2.249094958505643838e-01,5.002034275906365179e-01,3.685982755342820383e-03
2.270854170834167007e+01,1.995251547343066250e+02,1.971795988849403898e+02,2.248956180871886923e-01,5.002030025516178702e-01,3.677286895204190387e-03
2.271654330866173410e+01,1.995251843660018665e+02,1.971833495443395066e+02,2.248817640340334267e-01,5.002025784054004998e-01,3.671281941180382091e-03
2.272454490898179813e+01,1.995252138060832010e+02,1.971870942551628332e+02,2.248679336493715764e-01,5.002021551500916985e-01,3.667946156738821628e-03
2.273254650930186216e+01,1.995252430626023568e+02,1.971908330267587530e+02,2.248541268915497104e-01,5.002017327838027549e-01,3.667129351768494416e-03
2.274054810962192619e+01,1.995252721504217277e+02,1.971945658683877411e+02,2.248403437189880616e-01,5.002013113046490655e-01,3.668552883150155708e-03
2.274854970994199022e+01,1.995253010912144589e+02,1.971982927892224495e+02,2.248265840901804702e-01,5.002008907107500235e-01,3.671809651933699570e-03
2.275655131026205424e+01,1.995253299134643896e+02,1.972020137983475649e+02,2.248128479636943289e-01,5.002004710002291299e-01,3.676364105171359142e-03
2.276455291058211472e+01,1.995253586524661102e+02,1.972057289047599511e+02,2.247991352981707491e-01,5.002000521712138825e-01,3.681552233114615547e-03
2.277255451090217875e+01,1.995253873503248201e+02,1.972094381173685349e+02,2.247854460523243947e-01,5.001996342218357761e-01,3.686581572720726285e-03
2.278055611122224278e+01,1.995254160559565548e+02,1.972131414449943634e+02,2.247717801849435093e-01,5.001992171502305240e-01,3.690531203170976937e-03
2.278855771154230681e+01,1.995254448250879307e+02,1.972168388963706889e+02,2.247581376548900556e-01,5.001988009545377256e-01,3.692351749778666203e-03
2.279655931186237083e+01,1.995254737202563433e+02,1.972205304801427417e+02,2.247445184210994928e-01,5.001983856329010880e-01,3.690865380768570958e-03
2.280456091218243486e+01,1.995255028108098827e+02,1.972242162048679290e+02,2.247309224425809993e-01,5.001979711834684261e-01,3.684765807779655233e-03
2.281256251250249889e+01,1.995255321626187026e+02,1.972278960791262818e+02,2.247173496784189151e-01,5.001975576043913296e-01,3.672812330750119258e-03
2.282056411282256292e+01,1.995255616560575618e+02,1.972315701134732251e+02,2.247038000878074926e-01,5.001971448938248299e-01,3.657262732671640038e-03
2.282856571314262695e+01,1.995255911887989839e+02,1.972352383182616791e+02,2.246902736300258607e-01,5.001967330499287323e-01,3.640048557105757254e-03
2.283656731346269098e+01,1.995256207082039452e+02,1.972389007032965935e+02,2.246767702644190678e-01,5.001963220708669500e-01,3.622164210050016209e-03
2.284456891378275500e+01,1.995256501684444572e+02,1.972425572782955214e+02,2.246632899504026615e-01,5.001959119548073929e-01,3.604475639718884850e-03
2.285257051410281903e+01,1.995256795305033961e+02,1.972462080528885906e+02,2.246498326474627716e-01,5.001955026999218568e-01,3.587720337936417536e-03
2.286057211442288306e+01,1.995257087621746166e+02,1.972498530366186174e+02,2.246363983151562216e-01,5.001950943043860232e-01,3.572507338104102814e-03
2.286857371474294709e+01,1.995257378380630371e+02,1.972534922389409928e+02,2.246229869131102785e-01,5.001946867663792373e-01,3.559317212856072388e-03
2.287657531506301112e+01,1.995257667395844123e+02,1.972571256692237398e+02,2.246095984010229030e-01,5.001942800840848413e-01,3.548502079141258037e-03
2.288457691538307515e+01,1.995257954549655608e+02,1.972607533367475128e+02,2.245962327386626101e-01,5.001938742556900630e-01,3.540285592507075307e-03
2.289257851570313917e+01,1.995258239792442225e+02,1.972643752507055979e+02,2.245828898858684697e-01,5.001934692793857939e-01,3.534762949316316849e-03
2.290058011602320320e+01,1.995258523142691161e+02,1.972679914202038560e+02,2.245695698025502174e-01,5.001930651533671446e-01,3.531900887255190469e-03
2.290858171634326723e+01,1.995258804686999383e+02,1.972716018542607799e+02,2.245562724486880601e-01,5.001926618758325560e-01,3.531537682162522174e-03
2.291658331666333126e+01,1.995259084580073079e+02,1.972752065618075221e+02,2.245429977843328706e-01,5.001922594449849102e-01,3.533383151912872222e-03
2.292458491698339529e+01,1.995259363044728786e+02,1.972788055516878103e+02,2.245297457696061316e-01,5.001918578590305309e-01,3.537018651110557244e-03
2.293258651730345932e+01,1.995259640371891976e+02,1.972823988326580036e+02,2.245165163646998252e-01,5.001914571161798495e-01,3.541897075871602851e-03
2.294058811762352335e+01,1.995259916920598471e+02,1.972859864133870929e+02,2.245033095298766268e-01,5.001910572146467393e-01,3.547342859766544620e-03
2.294858971794358737e+01,1.995260193117993310e+02,1.972895683024567006e+02,2.244901252254696555e-01,5.001906581526496254e-01,3.552551974829398773e-03
2.295659131826365140e+01,1.995260469459331603e+02,1.972931445083610242e+02,2.244769634118827795e-01,5.001902599284100415e-01,3.556591932106556442e-03
2.296459291858371543e+01,1.995260746507977387e+02,1.972967150395068927e+02,2.244638240495903381e-01,5.001898625401538512e-01,3.558401780981768070e-03
2.297259451890377946e+01,1.995261024895405058e+02,1.973002799042138236e+02,2.244507070991372810e-01,5.001894659861108039e-01,3.556792108032169608e-03
2.298059611922384349e+01,1.995261305321198506e+02,1.973038391107138523e+02,2.244376125211391959e-01,5.001890702645140907e-01,3.550445036722749137e-03
2.298859771954390752e+01,1.995261588376396560e+02,1.973073926673413041e+02,2.244245402762850838e-01,5.001886753736010105e-01,3.538247406419614549e-03
2.299659931986397154e+01,1.995261872715511231e+02,1.973109405844938067e+02,2.244114903253738580e-01,5.001882813116119708e-01,3.522738423422211440e-03
2.300460092018403557e+01,1.995262157416323987e+02,1.973144828720984378e+02,2.243984626292807594e-01,5.001878880767917090e-01,3.505658988741444659e-03
2.301260252050409960e+01,1.995262441958515751e+02,1.973180195396369356e+02,2.243854571489446448e-01,5.001874956673892925e-01,3.487992006267148781e-03
2.302060412082416363e+01,1.995262725889879789e+02,1.973215505965040961e+02,2.243724738453720668e-01,5.001871040816574521e-01,3.470591913339760026e-03
2.302860572114422766e+01,1.995263008826321425e+02,1.973250760520078302e+02,2.243595126796371908e-01,5.001867133178522495e-01,3.454184685907080166e-03
2.303660732146429169e+01,1.995263290451858325e+02,1.973285959153692204e+02,2.243465736128819610e-01,5.001863233742338544e-01,3.439367834044304573e-03
2.304460892178435572e+01,1.995263570518620497e+02,1.973321101957223789e+02,2.243336566063159343e-01,5.001859342490658777e-01,3.426610403312935205e-03
2.305261052210441974e+01,1.995263848846850010e+02,1.973356189021145326e+02,2.243207616212163913e-01,5.001855459406155946e-01,3.416252975332767505e-03
2.306061212242448377e+01,1.995264125324901272e+02,1.973391220435061086e+02,2.243078886189282251e-01,5.001851584471540546e-01,3.408507664936166748e-03
2.306861372274454780e+01,1.995264399909240751e+02,1.973426196287704784e+02,2.242950375608641356e-01,5.001847717669558602e-01,3.403458123257152579e-03
2.307661532306461183e+01,1.995264672624447257e+02,1.973461116666942985e+02,2.242822084085043799e-01,5.001843858982993885e-01,3.401059534931860640e-03
2.308461692338467586e+01,1.995264943563211943e+02,1.973495981659771985e+02,2.242694011233969664e-01,5.001840008394666803e-01,3.401138617821430898e-03
2.309261852370473989e+01,1.995265212886338020e+02,1.973530791352320080e+02,2.242566156671575439e-01,5.001836165887433294e-01,3.403393624836326126e-03
2.310062012402480391e+01,1.995265480822741324e+02,1.973565545829845860e+02,2.242438520014695125e-01,5.001832331444189261e-01,3.407394340745995009e-03
2.310862172434486794e+01,1.995265747669449183e+02,1.973600245176739350e+02,2.242311100880838570e-01,5.001828505047862805e-01,3.412582085271509413e-03
2.311662332466493197e+01,1.995266013791601551e+02,1.973634889476522005e+02,2.242183898888193139e-01,5.001824686681421994e-01,3.418269709898780206e-03
2.312462492498499600e+01,1.995266279622451009e+02,1.973669478811846147e+02,2.242056913655623152e-01,5.001820876327871535e-01,3.423641599294313664e-03
2.313262652530506003e+01,1.995266545663361910e+02,1.973704013264494677e+02,2.241930144802668778e-01,5.001817073970250549e-01,3.427753669795308156e-03
2.314062812562512406e+01,1.995266812483810952e+02,1.973738492915381926e+02,2.241803591949548258e-01,5.001813279591637018e-01,3.429533370386650404e-03
2.314862972594518808e+01,1.995267080721386606e+02,1.973772917844553660e+02,2.241677254717155676e-01,5.001809493175145560e-01,3.427779682864340316e-03
2.315663132626525211e+01,1.995267351081790537e+02,1.973807288131186226e+02,2.241551132727062634e-01,5.001805714703927430e-01,3.421163118980885542e-03
2.316463292658531614e+01,1.995267624066465828e+02,1.973841603856510858e+02,2.241425225601562932e-01,5.001801944161167190e-01,3.408739428472529198e-03
2.317263452690538017e+01,1.995267898211878901e+02,1.973875865122697917e+02,2.241299532964041996e-01,5.001798181530081600e-01,3.393270420712468649e-03
2.318063612722544420e+01,1.995268172687369486e+02,1.973910072024972067e+02,2.241174054438568042e-01,5.001794426793931825e-01,3.376324269899200203e-03
2.318863772754550823e+01,1.995268446978703878e+02,1.973944224655026289e+02,2.241048789649824347e-01,5.001790679936017892e-01,3.358872349215502595e-03
2.319663932786557226e+01,1.995268720639764695e+02,1.973978323103689263e+02,2.240923738223144501e-01,5.001786940939670911e-01,3.341757559097047192e-03
2.320464092818563628e+01,1.995268993292547748e+02,1.974012367460926214e+02,2.240798899784509912e-01,5.001783209788260853e-01,3.325694334069595470e-03
2.321264252850570031e+01,1.995269264627164034e+02,1.974046357815837212e+02,2.240674273960551466e-01,5.001779486465189883e-01,3.311268636590369852e-03
2.322064412882576434e+01,1.995269534401840019e+02,1.974080294256658590e+02,2.240549860378549252e-01,5.001775770953897915e-01,3.298937958033931750e-03
2.322864572914582837e+01,1.995269802442916216e+02,1.974114176870763231e+02,2.240425658666432007e-01,5.001772063237858168e-01,3.289031319637203410e-03
2.323664732946589240e+01,1.995270068644847470e+02,1.974148005744658008e+02,2.240301668452777117e-01,5.001768363300578280e-01,3.281749273078560236e-03
2.324464892978595643e+01,1.995270332970204095e+02,1.974181780963987478e+02,2.240177889366811448e-01,5.001764671125602524e-01,3.277163896413526345e-03
2.325265053010602045e+01,1.995270595449670736e+02,1.974215502613531044e+02,2.240054321038410790e-01,5.001760986696508482e-01,3.275218798000523179e-03
2.326065213042608448e+01,1.995270856182047226e+02,1.974249170777203517e+02,2.239930963098099581e-01,5.001757309996911482e-01,3.275729112885983341e-03
2.326865373074614851e+01,1.995271115334247440e+02,1.974282785538056828e+02,2.239807815177051464e-01,5.001753641010459051e-01,3.278381504642879918e-03
2.327665533106621254e+01,1.995271373141300444e+02,1.974316346978276897e+02,2.239684876907089006e-01,5.001749979720834238e-01,3.282734165109602031e-03
