A,D,H,P_dist,S
8.874262823439906924e+02,2.702594284682277248e+02,6.904698405997054422e+00,1.257227222740690653e+00,8.626279878920234623e+00
4.190239695658275565e+01,9.103307722346487196e+01,4.917005563942256074e-01,9.729140215949938497e-01,1.821143662995536161e+01
1.303224713231365905e+00,1.465590501284842730e+02,6.032733156612595238e+00,4.771499643231295273e+00,3.173820331126918859e+00
1.544468373310626141e+01,2.999276098611874772e+02,1.673598645625075676e+01,1.036123395153790039e+00,2.466911233244950985e+00
1.589774016663325540e+02,5.609468737077677503e+01,3.320586111345491531e+00,8.155017745517079142e-01,4.032333633843041554e+01
9.834510391982573818e-01,2.061764578124142702e+02,1.679201188999725858e+01,1.199258635069347934e+00,1.654192050741770670e+00
1.516816688437713001e+00,1.391441065518561686e+02,1.877117815998292372e+01,1.156620421989971614e+00,4.617804624380861256e+00
4.630847913794015724e+00,2.324047124948329213e+02,4.850977851338797997e+00,8.811345275894949536e-01,3.054817067333367664e+00
2.827955611264655111e+00,2.986122545459390381e+02,1.694523036285650619e+01,2.995112128683676378e+00,1.384118476544295540e+00
5.726617642800709973e+02,1.748982289925712905e+02,1.483561101267952331e+01,1.413308306373239898e-01,2.088216148152342200e+01
3.878499552820705532e+01,2.210001838535542333e+02,1.174037516704397532e+01,3.635259688040882065e+00,6.612824853815276072e+00
2.287726756237238135e+01,1.142263584068140148e+02,1.649009387486091782e+01,4.613439170872696060e+00,1.645415989824832792e+01
6.123187339790113128e+02,7.675097007974480334e+01,7.940228536075053967e+00,2.405033422519669006e+00,5.112140319108813458e+01
4.053646195198957081e+00,1.886604128889196943e+02,1.781662974370405905e+01,6.818178058319035451e-01,5.018674836120019300e+00
5.556443048159009379e+01,5.878538921826077512e+01,4.902983719576199384e+00,3.466641525778280108e-01,3.144845222277984931e+01
4.722806922286183484e-01,2.093125297022426423e+02,3.206823228890149924e+00,2.894954544774276606e+00,5.785642665160393161e-01
2.165253737842812427e+02,1.367173359586739139e+02,1.813149173019867888e-01,2.202991977952887481e+00,1.747099934384442577e+01
2.053923988664087208e+00,1.451210230753918751e+01,1.861892505535035980e+01,3.723455387866357214e+00,1.655962782745168482e+01
8.173744263403339261e+00,8.969976023783435437e+01,1.402769820065705098e+01,4.463252654650130324e+00,1.529523641632421516e+01
1.287740435539012351e-01,2.754479049164837079e+02,1.381072449419822057e+01,2.471040784277675595e+00,7.163987142535557795e-02
3.868175541004387208e-01,2.735287060663573016e+02,1.632391616852082805e+01,4.084981588780706829e+00,2.708915881394237668e-01
1.809147626889272829e+02,1.777526956901714357e+02,5.838977502918520912e+00,3.433954853900182513e+00,1.403567316983097157e+01
5.047982381930878404e+01,1.132281710735945666e+02,1.592417861369603216e+01,3.156351825708789249e+00,2.044122774159157174e+01
1.046421738674013641e-01,2.051008455516448521e+02,1.641318178529210314e+01,3.429595597484331737e+00,1.049947168147787463e-01
1.114324338922367872e+02,8.763101861084987121e+00,1.231054920544154996e+01,2.707569413135510583e+00,6.174306274521632076e+01
3.215489739260022617e+01,2.134717042343210380e+02,1.899894041042689352e+01,1.340623210543050892e+00,7.028264626281718996e+00
6.193637810568983468e+02,1.605423892300836428e+02,1.281013339959700303e+01,3.648401327416923134e+00,2.418841895482727011e+01
5.269666677814153672e+02,2.184481583461936225e+02,1.780106425713881180e+01,2.882029906367415517e+00,1.354755759446699948e+01
4.865590035671810476e+00,2.963910895502048675e+02,1.243388295068611704e+01,4.421227985069783095e+00,1.737080487585636268e+00
2.783316373405815281e-01,2.057672223312748372e+02,1.906778922972926082e+01,1.791373840253509986e+00,3.965087745883583703e-01
4.765216990182589818e+00,2.713002370581588707e+02,1.280588722543432212e+01,1.827441810322035121e+00,2.253710766131898247e+00
3.866047858586564523e+00,1.216116317439437609e+02,1.969125478903331938e+01,4.501743344165330285e+00,8.939301281322254766e+00
1.000203815499470572e+01,2.839457969889122637e+02,9.429999525211167466e+00,6.163380566638698710e-01,2.475244892178008360e+00
9.933272513876401089e-01,2.973431607549588875e+02,3.043475822209302795e+00,3.796975748984924959e+00,5.347396021302223135e-01
2.018015844015491833e+00,2.680110804346451232e+02,1.670883959403067465e+01,1.173575518247621519e+00,1.600768112777408048e+00
1.803462526399870203e-01,2.431947882980312059e+01,1.484944612401191577e+01,1.700093107204419418e+00,1.251044176453526280e+00
1.022433132305471304e+02,2.289267528667819818e+01,7.256873770179826266e+00,6.978663458821032783e-01,5.179313113887583597e+01
1.310359088222793789e+00,2.522821514006082566e+02,1.131626399183186393e+01,4.893955347245752208e+00,1.206733021168037157e+00
5.288019166283681471e+01,2.379613874054479083e+02,1.238564781366827283e+01,3.566336606406688148e+00,6.098457122030365163e+00
1.279125643436533011e+00,1.709336726200874068e+01,1.172780977498225852e+01,1.890176862984733308e+00,1.132446938994204011e+01
2.319785163323932977e+02,2.091406766843704190e+01,6.214256255941068119e+00,3.869964705694939777e+00,6.366777458771958464e+01
8.973942346675917170e-01,2.421481481188777138e+02,9.512322686099206059e-01,3.401455349526099514e+00,7.596372988342777743e-01
3.036782913172614284e-01,9.429885642530932444e+01,1.786745419017668013e+01,4.100016375412658398e+00,1.139989492020047734e+00
1.330535068367024962e+02,1.084595827744793155e+02,7.611882373144391423e+00,5.423583849409324698e-01,2.587653113842428354e+01
8.172614405139159155e-01,1.172424947660878871e+02,1.011359816735370387e+01,4.258343264764916647e+00,2.801018109671038481e+00
4.991835582492750722e-01,6.016840327568939273e+00,1.047036461534438345e+01,3.764733132849712227e+00,4.342328353655933171e+00
1.922298269896193545e+01,1.639244161567305014e+02,1.438552751633073168e+00,4.292502114505994726e+00,7.847880477294572721e+00
1.777740291006890683e-01,3.489510814803627881e+01,2.398682594339909269e+00,1.242538762417273013e+00,1.005807357623154541e+00
1.714172872731906949e+01,1.936850877180580710e+02,1.212496393376520309e+01,3.458374395385517719e+00,6.953119862048034783e+00
1.184303034625349138e-01,2.892930755712503910e+01,9.546628670857160159e+00,3.297341950466152305e+00,6.137693200378834257e-01
5.171005623885529978e+00,2.870560767284171106e+02,2.833127241424659992e+00,3.601277874200411233e+00,1.699835453298128352e+00
4.583064937126394511e+00,2.534183591765042252e+02,2.118034431575077647e-01,3.758445512622595075e+00,1.955084345472098528e+00
2.196652240682920587e-01,2.207699309245404606e+02,5.974650599752329150e+00,4.488720509129607628e+00,2.042791588380579448e-01
2.129510909976547739e-01,8.673938983996887231e+00,1.714778764854953952e+00,1.394097173011455970e+00,1.473218994364102752e+00
2.229345495564238533e+01,1.439174086837872721e+02,6.472637830390992164e+00,1.678923476335542730e+00,1.147466443277984105e+01
1.038674124946683958e-01,6.925138917950373241e+01,1.657072131777481516e+01,1.797698872188131514e+00,4.250437269964074671e-01
8.450538428772449606e+01,1.141665415628110480e+02,5.089123627163562702e+00,2.072526249191517955e+00,2.099124918094390679e+01
2.980085089947303700e+00,1.671271622918877426e+02,5.142303346269933684e+00,4.173571346744220367e-01,5.003794677804957125e+00
1.125389388737398910e+00,2.177793345569420183e+02,1.134678844792013663e+01,2.070919157167895985e+00,1.554519812526869327e+00
6.370475480923336136e+02,1.752348277012615654e+02,1.508025187703885983e+01,1.948105445082169984e+00,2.138957188036498280e+01
1.228812427466716983e-01,5.136624817792225883e+01,1.060410647290470898e+01,1.982751330493042197e+00,5.848236867718560328e-01
3.220011983741675721e+01,5.346808019859952310e+01,1.582512448116845505e+01,4.496200039411172966e+00,3.143516582232954804e+01
1.178868625837843770e-01,1.706207579733120667e+02,1.492405715737344885e+01,3.421637943014394612e+00,1.695776804884946976e-01
3.372953653001042440e+00,7.914928788782754054e+01,1.455851948814193975e+01,3.202495611360979932e+00,1.237948811600847776e+01
1.779247415775594421e+00,1.888457654063443556e+02,5.705250794241070622e+00,6.200947454325272945e-01,3.027943592105203141e+00
2.095887557822023739e-01,5.267814624095695564e+01,1.041808374336828180e+01,2.184233577897743750e+00,1.103733697247732959e+00
1.357560399153016135e+02,2.522789693253560017e+02,6.940373428196457972e+00,4.680318106496636155e+00,6.417919525313401152e+00
1.938371117374968478e+01,1.486234508194835939e+02,1.406874545168483692e+01,1.236785750434600262e+00,1.130754034858869339e+01
2.038662731882389112e-01,1.611837841275606422e+02,1.179796323665456281e+00,3.073765286758388449e+00,3.004387925082114275e-01
8.103604787176806212e+02,2.183903674647593220e+02,6.036066782661797525e+00,3.972219631933489481e+00,1.382936496837832685e+01
2.773097349168683889e-01,1.823221125702229983e+02,5.879736624096487674e-01,7.648365805801210504e-01,4.260686250280074083e-01
9.296377008497893613e+00,2.503086772171506880e+02,1.556696301055095866e+01,3.835997044879413842e+00,3.421664872648752187e+00
1.324458607063390969e-01,6.281819220484587163e+01,1.473523488917103563e+01,2.407902236320035527e+00,5.741760743538356637e-01
4.200315189126040849e+00,2.408363063025212512e+02,1.866976900418950791e+01,3.947250647436929327e+00,2.919774317835375221e+00
9.253438770778165789e+00,2.358564597578982500e+02,1.651658327124110315e+00,4.071198193750520389e+00,3.208267577985711938e+00
2.662133271783168880e+02,6.248895917649699072e+01,6.998712203288508960e+00,4.237508317078832576e+00,4.664290732640684922e+01
5.130771014179613587e+01,1.793648575158098879e+01,9.944751157014749765e+00,2.862706254654880933e+00,4.636030783738901562e+01
2.565135003062170682e+00,3.809693339478430119e+01,1.494331986891199726e+00,3.333062399085267913e+00,1.258281138486136541e+01
5.460147961325090282e-01,1.343741980911426310e+02,1.525986970444363067e+01,4.859131821277745011e+00,1.548426192203449014e+00
1.516616247782524851e-01,1.659167619833234255e+02,1.770093376472060953e+01,4.927933634170212684e+00,2.344773933371291641e-01
2.060867300972371918e+00,6.949425898357631581e+01,1.874583986372597977e+01,1.291885884865173750e-02,1.222975137335892803e+01
1.783629949793374414e-01,1.439983551153696339e+02,7.056604321358346255e+00,4.977253768265215150e+00,3.306662737809544783e-01
5.053859135588462115e-01,1.273095475907529703e+02,1.725897504715903708e+01,3.770623175609549627e+00,1.559585061211161472e+00
4.008569484376013037e+01,1.951042355355955067e+02,6.610971093000744148e+00,2.001561572921157328e+00,8.177851522873909929e+00
6.400325696017837851e-01,2.420567358466494738e+02,6.648630972591222488e+00,2.653933675486451982e+00,6.449293379423574057e-01
3.130931117580692646e+00,3.475021904154780117e+01,1.831034471013430220e+01,1.093201365777980438e+00,1.869270625269144404e+01
1.067460095237039441e-01,2.986462033596109791e+02,3.250999613051914761e+00,1.598557799195613471e+00,4.280496209619543552e-02
4.474067819229040879e+02,9.273218577427051912e+01,1.764622484681927261e+01,2.263792801252114018e+00,4.335918427922118212e+01
2.309024174454632146e+02,1.975864035909848937e+01,6.165017294144128357e+00,3.153762094588529408e+00,6.414231469162973553e+01
2.390448341931896425e-01,1.650448792994665155e+02,9.125766155806104507e+00,3.908065976385504126e+00,4.129976059474853023e-01
5.473618010995843974e+01,5.109306013488279774e+01,5.048561034623135768e+00,8.344927308748628647e-01,3.356809864940437649e+01
9.271429972730803826e+00,2.262507111978156331e+02,1.160980448388999875e+01,3.593584312918323587e+00,4.238192433848227303e+00
1.938953756028531927e+02,3.634654772049196225e+01,1.789692211162458690e+01,1.189172481261345782e+00,5.835623048751214981e+01
5.187645486607818102e-01,7.070929515174987046e+01,1.258236469520570555e+00,4.376914123981880067e+00,2.132514282613358958e+00
5.253118626809267777e-01,2.279102727297411093e+02,1.918388475708557550e+01,4.056608774181178489e+00,6.171384028903088570e-01
6.546525008240696479e+02,2.783593269735447393e+02,3.878673018340150769e-01,1.319269241080332389e+00,5.928416423893330567e+00
6.808539613210177199e-01,1.158256734892382127e+02,7.647479186771275472e+00,1.887192006040894210e+00,2.449399790976978686e+00
5.495048308043727125e+00,2.357153081139763913e+02,5.515984183038429300e+00,8.722461326278807547e-01,3.167078640484580987e+00
4.665505263940833980e-01,2.106544755862019258e+02,5.361211727577474662e+00,2.929477676759913329e+00,5.919762050544221665e-01
1.994999371758754858e+00,1.801760946582411975e+02,1.844289262954230679e+01,4.109183404866667111e+00,3.543746685188262191e+00
2.097904655128412177e+00,1.584102887261133787e+02,9.112615797451550037e+00,1.685030649022909000e+00,4.469508819686192069e+00
2.696658434706739982e+01,2.097516052200883863e+01,2.906709044172024470e+00,4.542357222590292842e+00,3.390818989657322646e+01
1.307732396436132483e+01,2.095144423105567739e+02,1.754922207560611369e+01,2.641039456614350023e+00,5.684700547828180461e+00
6.715947747560662719e+02,2.709881303547277298e+02,9.263054688778140644e+00,4.076412599239927381e+00,8.200623511751802042e+00
1.703433997042446038e+02,5.554626382498128123e+01,8.551104619846949362e+00,3.656937831625273194e-01,4.524547643043712242e+01
9.414434663515329760e+01,1.136233645621259143e+02,1.080134235386021047e-01,1.784579685430168761e+00,1.750588861455889500e+01
1.537656173774306412e+00,8.246898199262284379e+01,7.933000032173431748e+00,1.808378681653982634e+00,7.231790687298048859e+00
1.627389772395726020e+00,8.759393803308716997e+01,1.310907552702732026e+01,4.819021835379764696e+00,7.138693435346635141e+00
6.761104580869404579e+00,1.906891434709064299e+02,9.626499118440472458e+00,4.490364793751008499e+00,5.347426081159602163e+00
1.490956509013095843e+00,6.711641611175612354e+01,1.494891361186209977e+01,4.365998156666897501e+00,8.129445425567089600e+00
5.535231093913343114e-01,1.562157919204792336e+02,1.267243904163217749e-01,3.306461712572584588e+00,9.714884214202874624e-01
6.119580949428554684e-01,2.849695602047527245e+02,1.263847411880756511e+01,3.741283513027686247e+00,4.119263400746305259e-01
3.283911108323812833e+00,4.294881122287289799e+01,1.559043105934292406e+01,7.897304670432958584e-01,1.783536363222511056e+01
2.212199028105602761e+00,2.095876195201177836e+02,1.358037425360770278e+01,2.836275382818071122e+00,2.836335104274553487e+00
5.813002503844015791e+02,5.710766191504696110e+01,3.534263239258939038e+00,1.506659773513109313e+00,5.566565250413800214e+01
2.630905416742752223e+01,7.009238851486414035e+01,1.655822228309452981e+01,4.332768911841777815e+00,2.574282611482823313e+01
3.015056992930329898e+02,1.503607545078320484e+01,1.603580157937453166e+01,5.996420287162851359e-01,7.713259531291586768e+01
2.480135464140325874e-01,2.366893810901246979e+02,1.748244383090132459e+01,3.595271452273585133e-01,3.200418559773578475e-01
1.433930614039749252e-01,1.386896649678729432e+01,1.158634818335398720e+01,3.095720403746416327e+00,9.057792302306030274e-01
2.162339293380243817e+02,1.330154093631889509e+02,1.064261653015633513e+01,4.868244983216645672e+00,2.382107453610890246e+01
5.614375049739901868e+00,1.791086058981625229e+02,4.420715811979798460e+00,3.056654165633440279e+00,5.262889530277987227e+00
1.594693637381621976e+01,2.238910092675203884e+02,1.520574235977959177e+01,5.014428117207836433e-01,5.245604963135273913e+00
1.232707928586763257e+00,1.081762441422753511e+02,1.053821323054490477e+01,2.995260181744729966e+00,4.692076631787366559e+00
5.405799430605491729e+00,2.418727476527766669e+02,1.650880651945869815e+01,4.291625934744457638e+00,3.142355216440493315e+00
3.394661914910501732e-01,3.643304849427762804e+01,2.471325764025131821e+00,2.595060654440964232e+00,1.950016421551316270e+00
9.258145750906336389e+02,9.777515537536119439e+01,7.880956419444935079e+00,3.033239728855768202e+00,4.665022172732797401e+01
1.579803080460077958e+01,1.970475014521763057e+01,3.472419892083258297e+00,1.440007462217430145e+00,3.039532232420166480e+01
2.484691615282054455e-01,2.276058296531741121e+01,3.608162907851266699e+00,5.642630986810004412e-02,2.308578882792522435e+00
2.548644681586790739e+02,1.650211501155069982e+02,1.567439881078264463e+01,5.607069904382461223e-01,1.881878378401530583e+01
5.251924043943890119e+00,9.438012722600406335e+01,1.376370092655711908e+01,2.262877677405271015e+00,1.284815137000389740e+01
3.473674641660083751e+01,1.346543905309360127e+02,6.603153253236406783e+00,1.406697504080589578e-01,1.423390217334299734e+01
4.256041567635679979e-01,1.717797776716928411e+02,1.842837194261447209e+01,5.842213417581954005e-01,1.055289215397899882e+00
3.822558040488551079e+00,1.615192374851040924e+01,2.409227762248116189e+00,4.109435888894382494e+00,1.902451686529662211e+01
9.816300440029030128e+00,7.383563951131067427e+01,5.840003042417524881e+00,1.954860250287903112e+00,1.749156543999273694e+01
9.750129553407418825e+00,2.808255575520386174e+02,1.197136196820176579e+01,3.323650465672389753e-01,2.603838328741451935e+00
1.901184994862477708e+02,3.959174698658453195e+01,1.948104803220660841e+01,1.495549612173863618e+00,5.675700485694382280e+01
9.619616477117242326e+00,1.804975263664280760e+02,1.301826659766696537e+01,2.637693635049306096e+00,6.766910863184273595e+00
1.621806866285847581e+00,1.243540404728838382e+02,9.312685979951227822e+00,2.365953010912363208e+00,5.080577176900312963e+00
1.177661563925731070e+00,8.142318897436203429e+01,3.114828930626609704e+00,6.198372831227205726e-02,6.373862451655914363e+00
1.701403908497046036e+00,1.132910686006495808e+02,1.754273543501843591e+01,1.057242007392114491e+00,6.435954445886413744e+00
7.750630393097016402e+00,2.692749059573013142e+02,9.639670874185402027e-01,2.284512468478173020e+00,2.124419487951057395e+00
1.140720012295741714e+00,2.100372005283201418e+02,2.716862147522776105e+00,5.807866699907993091e-01,1.638901855100852512e+00
1.329798868743666818e-01,2.467041086091036561e+02,1.842968837738669308e+01,2.570268570349179882e+00,1.001003479339581809e-01
6.265338695451172502e-01,1.203673481431778924e+02,9.085975265175168403e+00,1.747768954795829721e+00,2.196474008536926537e+00
2.054106778369394348e+01,2.338110637538219905e+01,1.110649619407974598e+01,3.015344551727310751e+00,3.517140221935331112e+01
1.208186457926216928e+00,9.604530309908004426e+01,9.857546778356263140e-01,3.902497665196594134e+00,4.106364325073747601e+00
2.124798013342082292e+00,2.275098464781170833e+02,7.188258201691029470e+00,1.977045814655825628e+00,2.237732787685303926e+00
1.082208677254077767e+00,1.615927876110734758e+02,1.516514737559875492e+01,4.587444122071194563e+00,2.502679078293785331e+00
2.438336065930524765e-01,2.341221636601020748e+02,7.665182854014805258e+00,1.206784649580081581e+00,2.546731655120788584e-01
5.267117180577698399e-01,5.935413448697131145e+01,1.362840239743621495e+01,2.209654569542745861e+00,3.201108310624959152e+00
1.042132416296025710e+00,2.308687021717571213e+02,5.446712660269255046e+00,4.265387682315782136e+00,1.132735800923255542e+00
2.277193621308570926e+02,6.130811750948653582e+01,1.873528207466229034e+01,1.117437886036360517e+00,4.897190094551552164e+01
7.671899007378027990e-01,2.228764469315536019e+02,4.203701314054266724e+00,5.996311987376767849e-02,1.177416271868073405e+00
2.058691519557006018e+02,1.869947660771358642e+02,1.348776971691214577e+01,1.454223755733382584e+00,1.426374108541093122e+01
9.401527762351163631e+01,1.716883010292216127e+01,7.646244430012361093e+00,2.160743661690016637e+00,5.325342907716614604e+01
7.891836415372486044e+02,2.819284978339416057e+02,8.930624106854567756e-01,2.729643295334962083e+00,6.227890599801832572e+00
1.033619221293600248e+02,2.754449391270557612e+02,8.315675215912472495e+00,1.710371783763475317e+00,4.855917972056333021e+00
2.887036112415483080e-01,1.281006945863806266e+02,6.416974590355339458e+00,1.290571776899697820e+00,8.456371148286823125e-01
5.756665735494149203e+02,3.764750667614520552e+01,1.984902735099562321e+01,2.364958017354373165e+00,7.629620261783456669e+01
2.335492538160986555e+02,1.083179933331210378e+02,5.276271163602475056e+00,1.416471879366299369e+00,2.879438841896935486e+01
5.949964940102210775e+00,1.218317519728610279e+02,9.753483168983468232e+00,3.697920454961957759e+00,9.981206689115003527e+00
5.424450780643881309e+00,7.259243962217517776e+01,9.179788777364583652e+00,4.475338888021507699e+00,1.518468717364112841e+01
1.329894328768462530e-01,1.082930918994166944e+02,9.952741919534084047e+00,1.552373298906868371e+00,3.989146218973507740e-01
7.422772546197839993e-01,2.432194846527902996e+02,3.066744197048099085e+00,3.669584688891031066e-01,8.392982199515607311e-01
7.236764859432135211e+01,1.789579818726774647e+02,1.258135124118272685e+01,2.070457030533177978e+00,1.176659788593842038e+01
2.767624698499338010e-01,1.650946121906914357e+02,1.826585468546866764e+01,1.081430461642597374e+00,6.304396013500787044e-01
9.267862284727644919e+02,9.363765912220371490e+01,1.364567687818019515e+01,3.106208378908817291e+00,5.072458682657759255e+01
1.221040010353175997e-01,2.224242224611491849e+02,1.466751945184119954e+01,8.600099646777981111e-01,1.374893643342978977e-01
9.202246086172444848e+02,4.085934958294357955e+01,6.290741703020499287e+00,3.119719475716123291e+00,7.627224423068359727e+01
1.530489270930678325e+00,5.700952461011219441e+01,4.396097812161103846e-02,1.520431726464750000e+00,7.055752566851065666e+00
6.973661389699093327e+00,1.581823848453878725e+02,1.405347108192092342e+01,2.214049389767498877e+00,7.692585726970532001e+00
1.520147778758580337e+01,1.288098594223593807e+02,6.777382968266421059e-01,4.226951546141458849e+00,9.815038802159543607e+00
1.439503563733815827e+00,2.274716974185627123e+02,1.987560339242012830e+01,3.121785097081051674e+00,1.773782929185979684e+00
7.620619560697334816e-01,2.659680196620748802e+02,3.311531782394330214e+00,2.099474850148406624e+00,5.876928859330207144e-01
1.593223783548712580e-01,1.361213402534071406e+02,9.087660908625972311e+00,4.684522780583916246e-01,4.633967296280164794e-01
1.966672376117749650e+02,1.480336338431169629e+01,3.355895518590394921e+00,2.968453508090492576e+00,6.028433438649288689e+01
7.748854106423380017e+02,1.077027094328135703e+01,1.293591239001623805e+01,3.271808607630396715e+00,9.944675684074043431e+01
3.178556266278733666e-01,2.685232631614783259e+02,5.218321088331057567e+00,2.406975337577904606e-01,2.917175540739340711e-01
2.749940861080917216e+02,1.348388064566142930e+02,1.630493313829297364e+01,2.189524966217089919e+00,2.566915084416407566e+01
7.623559399252276592e+01,5.616790852345329199e+01,5.531092751563999599e+00,7.973321614586509343e-01,3.523432509185493444e+01
1.002077624213100222e+02,8.687929162283859341e+01,4.555824550068237500e+00,3.283467281568485774e+00,2.796292663067363549e+01
3.558130247165224969e+00,7.415129182591645929e+01,9.603077153125948229e+00,9.787109505338598137e-01,1.335787897233361576e+01
1.699415754467923645e-01,1.603759046910766983e+02,1.966838030919904412e+01,6.189762525412789707e-01,4.033178314547049004e-01
5.776868669045865801e+01,7.136360950639270584e+01,7.609367596514669430e+00,3.372132856353490027e+00,2.943081049405883576e+01
7.055141270566548428e+02,2.247634911444486647e+02,1.527809201446446963e+01,2.253087799295525606e+00,1.357071275946658417e+01
4.315518540249180290e+01,2.912836440362715393e+02,1.848334755546316188e+01,2.190487872080893794e+00,3.527063621989300568e+00
8.633944533614351657e-01,2.193837739240875351e+02,1.055103033759712261e+01,2.829338841515969705e+00,1.147472124262642890e+00
1.402623323872896677e+01,2.633899184715179445e+02,1.141192498809122036e+01,2.679319508009692097e+00,3.320136626795974877e+00
3.066906755958603292e-01,2.117675507483336901e+02,3.890680437015796578e+00,3.100986018471334482e+00,3.397273535089598839e-01
7.438993591898177726e+01,3.654478251213435414e+01,5.161952660955679839e+00,9.346046020615944583e-01,4.124943822195798759e+01
4.914244672894396615e+01,2.991659055827271914e+02,7.111028108194393127e+00,4.632774849070087075e-01,3.147158926577549920e+00
6.125985965018482027e+00,2.508401521276170456e+02,1.010613636031018814e+01,2.571531457768854168e+00,2.918125759929262486e+00
1.083073611991267060e-01,2.800783002687430780e+02,1.369409956239333859e+01,4.200685871023254414e+00,5.038695644487833913e-02
1.743669968019636030e-01,2.780965154139164497e+02,1.515002638215525899e+01,8.350672729803060301e-01,1.239139780128133417e-01
5.344545090845435453e+01,9.288132654969308533e+01,1.465341081051422378e+01,1.145291456538318764e+00,2.502279678616299208e+01
5.883738646887778856e+01,2.119614293992137277e+02,2.320500355740162668e-01,1.121827113426903111e+00,6.105926914469844036e+00
1.999112835164793367e+01,2.393769360572997016e+02,1.007418545578750013e+01,2.533225927602090088e+00,4.584300748179501284e+00
8.142633565920122107e-01,2.175546194965705524e+02,3.771406678397031254e+00,8.129077037455512134e-01,1.124282184157992859e+00
4.492895823061445526e+01,2.972501121581904613e+02,2.788802877380169853e+00,4.355133593514043389e-01,2.857806819587424219e+00
2.642535353242854712e-01,3.961161303378604259e+01,1.757594141185380110e+01,1.193817832661183242e+00,1.879235287516136443e+00
3.241322914808224454e+01,7.226748198250952271e+01,3.184181438331628033e+00,6.388278731677654587e-01,2.320314861250440330e+01
1.946577198123686614e+01,7.280318541461472392e+00,8.307724604093035481e+00,3.966255754921790722e+00,3.830314777539345528e+01
2.642253895026545507e+00,9.546279778163886931e+01,1.041406801263334891e+01,4.889848138021185564e-01,9.920613598370163544e+00
7.527732301378736723e-01,1.847813531918481544e+02,1.729319292176150924e+01,3.632313515680137606e+00,1.412606021960896463e+00
7.912811377558260517e+01,1.042149538663420145e+02,1.281751845482881080e+01,3.381323998166579248e+00,2.459586250266848140e+01
5.296241988361894970e-01,1.988683399363253557e+02,1.410605549019232896e+01,1.833063122303341119e-01,1.110976283662870934e+00
4.260088607363674562e-01,1.256322071366981277e+02,6.509499208337590659e+00,1.946776695575275884e+00,1.293657359719116107e+00
3.396694408084947270e+01,3.410333439850924719e+01,6.341796348927628557e+00,2.952102496807342824e+00,3.500582348928590193e+01
4.390339686400714214e+01,2.130610258289333103e+02,7.119949222257330845e+00,3.015917491121169025e+00,7.072209981375044308e+00
2.557857776662840754e-01,7.220985077126333351e+01,9.907090309815757223e+00,8.099276546286804379e-01,1.378993213453358679e+00
1.119832914161146054e+00,9.071381444423364826e+01,3.673042278634579549e+00,4.501256701254147785e+00,4.464732163369688145e+00
2.479614323218987948e-01,1.447731614760368188e+02,1.571685445139789650e+01,4.623128252306186070e+00,5.367280589563416804e-01
4.521950974176651243e+02,2.092870619514513919e+02,1.494930081219071560e+01,3.921913992494916901e+00,1.409324894642065296e+01
1.080304189744612509e-01,2.286230321668920169e+02,1.152832784249100406e+01,2.669826529496020395e+00,8.843866172714007212e-02
2.535398977704665491e+00,1.362500491839721519e+02,1.361984287200995425e+01,2.838729753367216446e+00,6.251104168486432577e+00
4.239201202755581432e-01,6.337584276874124356e+01,6.681209141736992763e+00,4.586413589539629854e+00,2.083588096623421038e+00
7.378694133617920592e+00,2.739911700428668269e+02,1.314269071267936440e+01,2.500680362589679184e+00,2.515399656736988288e+00
4.239839626529136467e+02,2.574321037057375747e+02,1.774410983555561927e+01,3.152578297308210598e+00,8.758859276818929729e+00
6.753136144488210846e+01,1.108538646381839783e+02,3.750709055203926834e+00,3.123890168594546601e+00,1.981886399424361400e+01
2.758639932078591261e+00,5.162898680099491600e+01,1.321937991836561821e+01,4.159189245089319975e+00,1.413991712684516777e+01
5.579750525234898895e-01,2.545966330934677160e+02,1.713810186863852536e+01,4.427513254356096883e-01,6.461187078893485536e-01
6.607672887504911330e+01,2.182737565722861461e+02,1.948123074162710822e+01,3.189996171871574582e+00,8.070662643561025362e+00
1.471172139997436190e+01,2.422353422990038894e+02,1.625232199823311774e+01,1.054001287744071869e-01,4.351667998601594256e+00
7.606062304691650411e+01,1.480708254026286568e+02,1.798251721243618562e+01,3.361871073691791167e-02,1.652504111273890786e+01
1.511545220323131378e-01,2.559427728664117012e+02,8.859271435908564030e+00,3.540682139959236530e+00,9.664206638947195338e-02
4.926772363920282616e-01,2.177479907033952244e+01,4.164262634066919766e+00,3.795161905380568967e+00,3.466850455609429726e+00
1.903238466686073993e+00,2.488488929747585985e+02,5.725268110842693936e+00,2.794938689899750361e+00,1.623182134483721839e+00
7.347621684220357885e+00,5.004557542854472985e+01,3.799612317711749121e+00,2.407171838879164305e+00,1.899689686682009793e+01
1.895763168101222362e+01,2.911496018726924149e+02,2.184285756193777850e+00,1.230608696061907814e-01,2.391393232283786308e+00
1.771642046933341064e+01,9.492606498560476780e+01,1.121876990159464071e+01,3.032787376746430841e+00,1.792867366144422192e+01
1.484781841911145683e+01,2.996642752551674675e+02,1.429896074011200469e+01,8.630251828580037810e-01,2.425922433573973969e+00
1.838507323801347226e+01,1.905911211429184249e+01,6.452626196828232352e+00,2.347499875884413889e+00,3.373381888987829313e+01
4.676301375131630245e+00,1.177120514668832953e+02,1.598735359409145396e+01,2.012360848589879403e+00,1.004433229464840593e+01
