t,E,L,C,D,dC_dt
1.496699339867973499e+01,2.666034419441447312e-02,1.526660344194415098e+00,2.991544634347276937e-02,4.434242094621127506e-01,-8.149939688436441676e-05
1.497299459891978302e+01,2.666064922425864445e-02,1.526660649224259148e+00,2.991495763371415303e-02,4.434243931420271956e-01,-8.137971116708997421e-05
1.497899579915983104e+01,2.666095455038183445e-02,1.526660954550382421e+00,2.991446964383167803e-02,4.434245758057864806e-01,-8.126026726567453506e-05
1.498499699939987906e+01,2.666126017208676757e-02,1.526661260172087253e+00,2.991398237176925989e-02,4.434247574561439587e-01,-8.114106177960905830e-05
1.499099819963992708e+01,2.666156608872984057e-02,1.526661566088730382e+00,2.991349581539693575e-02,4.434249380958732445e-01,-8.102209097775314728e-05
1.499699939987997510e+01,2.666187229972113645e-02,1.526661872299721612e+00,2.991300997251084351e-02,4.434251177277680478e-01,-8.090335079810606622e-05
1.500300060012002312e+01,2.666217880452442790e-02,1.526662178804524928e+00,2.991252484083324267e-02,4.434252963546423398e-01,-8.078483684797327369e-05
1.500900180036007114e+01,2.666248560265715994e-02,1.526662485602657826e+00,2.991204041801250740e-02,4.434254739793303535e-01,-8.066654440386233915e-05
1.501500300060011917e+01,2.666279269369046731e-02,1.526662792693691095e+00,2.991155670162312305e-02,4.434256506046864166e-01,-8.054846841161478199e-05
1.502100420084016719e+01,2.666310007724916054e-02,1.526663100077249702e+00,2.991107368916568615e-02,4.434258262335851741e-01,-8.043060348630198808e-05
1.502700540108021521e+01,2.666340775301173638e-02,1.526663407753012347e+00,2.991059137806691137e-02,4.434260008689213661e-01,-8.031294391231541541e-05
1.503300660132026323e+01,2.666371572071037435e-02,1.526663715720711023e+00,2.991010976567962804e-02,4.434261745136099941e-01,-8.019548364338047186e-05
1.503900780156031125e+01,2.666402397999920876e-02,1.526664023979999785e+00,2.990962884948511827e-02,4.434263471705157111e-01,-8.007821717308238885e-05
1.504500900180035927e+01,2.666433252895844541e-02,1.526664332528959056e+00,2.990914862940304356e-02,4.434265188416385284e-01,-7.996114945969801102e-05
1.505101020204040729e+01,2.666464136554998546e-02,1.526664641365550468e+00,2.990866910556525676e-02,4.434266895288848098e-01,-7.984428633695667132e-05
1.505701140228045531e+01,2.666495048796537273e-02,1.526664950487965910e+00,2.990819027776055530e-02,4.434268592342741067e-01,-7.972763214841860346e-05
1.506301260252050334e+01,2.666525989444794645e-02,1.526665259894448567e+00,2.990771214570562067e-02,4.434270279598464537e-01,-7.961119091579038631e-05
1.506901380276055136e+01,2.666556958329287935e-02,1.526665569583293358e+00,2.990723470904500803e-02,4.434271957076621473e-01,-7.949496633870983819e-05
1.507501500300059938e+01,2.666587955284713957e-02,1.526665879552847827e+00,2.990675796735116007e-02,4.434273624798017455e-01,-7.937896179503745042e-05
1.508101620324064740e+01,2.666618980150952528e-02,1.526666189801510143e+00,2.990628192012439318e-02,4.434275282783661232e-01,-7.926318034061352602e-05
1.508701740348069542e+01,2.666650032773064394e-02,1.526666500327731324e+00,2.990580656679291127e-02,4.434276931054764725e-01,-7.914762470948022433e-05
1.509301860372074344e+01,2.666681113001291223e-02,1.526666811130013457e+00,2.990533190671279887e-02,4.434278569632743028e-01,-7.903229731371502753e-05
1.509901980396079146e+01,2.666712220691056651e-02,1.526667122206911253e+00,2.990485793916801763e-02,4.434280198539214402e-01,-7.891720024360421304e-05
1.510502100420083949e+01,2.666743355702965931e-02,1.526667433557030273e+00,2.990438466337041329e-02,4.434281817795999725e-01,-7.880233526749713668e-05
1.511102220444088751e+01,2.666774517902805244e-02,1.526667745179028701e+00,2.990391207845971219e-02,4.434283427425122492e-01,-7.868770383199358287e-05
1.511702340468093553e+01,2.666805707161542735e-02,1.526668057071616014e+00,2.990344018350352129e-02,4.434285027448811034e-01,-7.857330706175641444e-05
1.512302460492098355e+01,2.666836923355327821e-02,1.526668369233553868e+00,2.990296897749732813e-02,4.434286617889494075e-01,-7.845914575975443395e-05
1.512902580516103157e+01,2.666868166365490844e-02,1.526668681663655436e+00,2.990249845936450435e-02,4.434288198769806288e-01,-7.834522040701952239e-05
1.513502700540107959e+01,2.666899436078544114e-02,1.526668994360786069e+00,2.990202862795630218e-02,4.434289770112582740e-01,-7.823153116289643938e-05
1.514102820564112761e+01,2.666930732386181904e-02,1.526669307323862412e+00,2.990155948205184752e-02,4.434291331940863889e-01,-7.811807786487628968e-05
1.514702940588117563e+01,2.666962055185278721e-02,1.526669620551853290e+00,2.990109102035815730e-02,4.434292884277891145e-01,-7.800486002873530111e-05
1.515303060612122366e+01,2.666993404377891383e-02,1.526669934043779486e+00,2.990062324151012557e-02,4.434294427147110196e-01,-7.789187684845849668e-05
1.515903180636127168e+01,2.667024779871257981e-02,1.526670247798713076e+00,2.990015614407052699e-02,4.434295960572169348e-01,-7.777912719626745019e-05
1.516503300660131970e+01,2.667056181577797877e-02,1.526670561815778537e+00,2.989968972653002030e-02,4.434297484576920634e-01,-7.766660962273824742e-05
1.517103420684136772e+01,2.667087609415112054e-02,1.526670876094151641e+00,2.989922398730713443e-02,4.434298999185417589e-01,-7.755432235658638040e-05
1.517703540708141574e+01,2.667119063305983112e-02,1.526671190633060338e+00,2.989875892474829627e-02,4.434300504421919142e-01,-7.744226330499287547e-05
1.518303660732146376e+01,2.667150543178374231e-02,1.526671505431784315e+00,2.989829453712780291e-02,4.434302000310885172e-01,-7.733043005329898190e-05
1.518903780756151178e+01,2.667182048965431596e-02,1.526671820489654996e+00,2.989783082264783204e-02,4.434303486876978728e-01,-7.721881986520046093e-05
1.519503900780155980e+01,2.667213580605480930e-02,1.526672135806055319e+00,2.989736777943845236e-02,4.434304964145067696e-01,-7.710742968278921916e-05
1.520104020804160783e+01,2.667245138042031311e-02,1.526672451380420847e+00,2.989690540555759932e-02,4.434306432140221466e-01,-7.699625612639371397e-05
1.520704140828165585e+01,2.667276721223771699e-02,1.526672767212238213e+00,2.989644369899109935e-02,4.434307890887712045e-01,-7.688529549480099812e-05
1.521304260852170387e+01,2.667308330104573716e-02,1.526673083301046230e+00,2.989598265765265953e-02,4.434309340413016276e-01,-7.677454376506243072e-05
1.521904380876175189e+01,2.667339964643489214e-02,1.526673399646435447e+00,2.989552227938386403e-02,4.434310780741813063e-01,-7.666399659268796629e-05
1.522504500900179991e+01,2.667371624804752706e-02,1.526673716248048152e+00,2.989506256195417766e-02,4.434312211899983369e-01,-7.655364931154207131e-05
1.523104620924184793e+01,2.667403310557779281e-02,1.526674033105578365e+00,2.989460350306095623e-02,4.434313633913612995e-01,-7.644349693388535760e-05
1.523704740948189595e+01,2.667435021877165996e-02,1.526674350218772291e+00,2.989414510032942229e-02,4.434315046808989802e-01,-7.633353415041621570e-05
1.524304860972194398e+01,2.667466758742691180e-02,1.526674667587427425e+00,2.989368735131268939e-02,4.434316450612604266e-01,-7.622375533022224259e-05
1.524904980996199200e+01,2.667498521139314432e-02,1.526674985211393665e+00,2.989323025349175170e-02,4.434317845351151699e-01,-7.611415452086350841e-05
1.525505101020204002e+01,2.667530309022092191e-02,1.526675303090221592e+00,2.989277380481556237e-02,4.434319231049635435e-01,-7.600472777049421813e-05
1.526105221044208804e+01,2.667562122184232928e-02,1.526675621221843082e+00,2.989231800574577297e-02,4.434320607724119290e-01,-7.589548190389816540e-05
1.526705341068213606e+01,2.667593960446993512e-02,1.526675939604470678e+00,2.989186285633539317e-02,4.434321975391947168e-01,-7.578642195996826425e-05
1.527305461092218408e+01,2.667625823644030614e-02,1.526676258236441042e+00,2.989140835645391972e-02,4.434323334071058054e-01,-7.567755217737642814e-05
1.527905581116223210e+01,2.667657711614004196e-02,1.526676577116140798e+00,2.989095450590046818e-02,4.434324683779595211e-01,-7.556887648157289972e-05
1.528505701140228012e+01,2.667689624200580631e-02,1.526676896242006531e+00,2.989050130440377290e-02,4.434326024535904520e-01,-7.546039848501523428e-05
1.529105821164232815e+01,2.667721561252431317e-02,1.526677215612525007e+00,2.989004875162219049e-02,4.434327356358535588e-01,-7.535212148709891089e-05
1.529705941188237617e+01,2.667753522623234064e-02,1.526677535226232951e+00,2.988959684714369291e-02,4.434328679266240081e-01,-7.524404847410182118e-05
1.530306061212242419e+01,2.667785508171670317e-02,1.526677855081717494e+00,2.988914559048587438e-02,4.434329993277974502e-01,-7.513618211926753609e-05
1.530906181236247221e+01,2.667817517761428628e-02,1.526678175177615060e+00,2.988869498109594097e-02,4.434331298412897970e-01,-7.502852478283306148e-05
1.531506301260252023e+01,2.667849551261201879e-02,1.526678495512612699e+00,2.988824501835072797e-02,4.434332594690372775e-01,-7.492107851191087686e-05
1.532106421284256825e+01,2.667881608544688671e-02,1.526678816085447643e+00,2.988779570155668253e-02,4.434333882129964932e-01,-7.481384504074567454e-05
1.532706541308261627e+01,2.667913689490592974e-02,1.526679136894906641e+00,2.988734702994987058e-02,4.434335160751442517e-01,-7.470682579046455940e-05
1.533306661332266430e+01,2.667945793982624478e-02,1.526679457939826845e+00,2.988689900269597688e-02,4.434336430574778443e-01,-7.460002186920888789e-05
1.533906781356271232e+01,2.667977921909497896e-02,1.526679779219095590e+00,2.988645161889030843e-02,4.434337691620147681e-01,-7.449343407218977919e-05
1.534506901380276034e+01,2.668010073164933313e-02,1.526680100731649947e+00,2.988600487755778759e-02,4.434338943907929487e-01,-7.438706288157015400e-05
1.535107021404280836e+01,2.668042247647656531e-02,1.526680422476477172e+00,2.988555877765295896e-02,4.434340187458705174e-01,-7.428090846667984026e-05
1.535707141428285638e+01,2.668074445261398378e-02,1.526680744452614702e+00,2.988511331805998247e-02,4.434341422293260893e-01,-7.417497068375883407e-05
1.536307261452290263e+01,2.668106665914895051e-02,1.526681066659149710e+00,2.988466849759263688e-02,4.434342648432584855e-01,-7.406924907620016096e-05
1.536907381476295065e+01,2.668138909521889160e-02,1.526681389095219554e+00,2.988422431499432666e-02,4.434343865897868442e-01,-7.396374287445273144e-05
1.537507501500299867e+01,2.668171176001127298e-02,1.526681711760011995e+00,2.988378076893806121e-02,4.434345074710507317e-01,-7.385845099604215758e-05
1.538107621524304669e+01,2.668203465276362471e-02,1.526682034652764308e+00,2.988333785802648260e-02,4.434346274892099204e-01,-7.375337204562626425e-05
1.538707741548309471e+01,2.668235777276352014e-02,1.526682357772764176e+00,2.988289558079184477e-02,4.434347466464446663e-01,-7.364850431489794458e-05
1.539307861572314273e+01,2.668268111934860368e-02,1.526682681119349239e+00,2.988245393569602393e-02,4.434348649449554314e-01,-7.354384578276557116e-05
1.539907981596319075e+01,2.668300469190655611e-02,1.526683004691907319e+00,2.988201292113050814e-02,4.434349823869629947e-01,-7.343939411517258486e-05
1.540508101620323878e+01,2.668332848987512232e-02,1.526683328489875757e+00,2.988157253541641467e-02,4.434350989747085081e-01,-7.333514666534729498e-05
1.541108221644328680e+01,2.668365251274209746e-02,1.526683652512742739e+00,2.988113277680446919e-02,4.434352147104534958e-01,-7.323110047350450680e-05
1.541708341668333482e+01,2.668397676004533731e-02,1.526683976760045969e+00,2.988069364347502310e-02,4.434353295964796882e-01,-7.312725226715083293e-05
1.542308461692338284e+01,2.668430123137273749e-02,1.526684301231373331e+00,2.988025513353804660e-02,4.434354436350892437e-01,-7.302359846093897655e-05
1.542908581716343086e+01,2.668462592636226122e-02,1.526684625926362893e+00,2.987981724503312522e-02,4.434355568286046378e-01,-7.292013515670242585e-05
1.543508701740347888e+01,2.668495084470192194e-02,1.526684950844702682e+00,2.987937997592946676e-02,4.434356691793686633e-01,-7.281685814346239294e-05
1.544108821764352690e+01,2.668527598612978335e-02,1.526685275986130463e+00,2.987894332412589088e-02,4.434357806897443743e-01,-7.271376289749026389e-05
1.544708941788357492e+01,2.668560135043396633e-02,1.526685601350434629e+00,2.987850728745084644e-02,4.434358913621152531e-01,-7.261084458225902649e-05
1.545309061812362295e+01,2.668592693745264893e-02,1.526685926937453308e+00,2.987807186366239071e-02,4.434360011988849881e-01,-7.250809804850572027e-05
1.545909181836367097e+01,2.668625274707405251e-02,1.526686252747074812e+00,2.987763705044820667e-02,4.434361102024778067e-01,-7.240551783413429199e-05
1.546509301860371899e+01,2.668657877923646948e-02,1.526686578779237191e+00,2.987720284542559612e-02,4.434362183753379760e-01,-7.230309816442376247e-05
1.547109421884376701e+01,2.668690503364304009e-02,1.526686905033643793e+00,2.987676924658082961e-02,4.434363257197762032e-01,-7.220083484025391352e-05
1.547709541908381503e+01,2.668723150839005451e-02,1.526687231508390807e+00,2.987633625439407858e-02,4.434364322372159051e-01,-7.209873435833763500e-05
1.548309661932386305e+01,2.668755820178684082e-02,1.526687558201787587e+00,2.987590386903894724e-02,4.434365379291742570e-01,-7.199680187067181159e-05
1.548909781956391107e+01,2.668788511228619223e-02,1.526687885112286924e+00,2.987547209047470773e-02,4.434366427972391556e-01,-7.189504159775539360e-05
1.549509901980395910e+01,2.668821223838929377e-02,1.526688212238390019e+00,2.987504091859194411e-02,4.434367468430188142e-01,-7.179345745549764457e-05
1.550110022004400712e+01,2.668853957864572232e-02,1.526688539578646475e+00,2.987461035321258007e-02,4.434368500681417635e-01,-7.169205305529446903e-05
1.550710142028405514e+01,2.668886713165344662e-02,1.526688867131654082e+00,2.987418039408985121e-02,4.434369524742567403e-01,-7.159083170402147367e-05
1.551310262052410316e+01,2.668919489605883419e-02,1.526689194896059476e+00,2.987375104090832581e-02,4.434370540630329094e-01,-7.148979640397151725e-05
1.551910382076415118e+01,2.668952287055663397e-02,1.526689522870557258e+00,2.987332229328389446e-02,4.434371548361595305e-01,-7.138894985297961071e-05
1.552510502100419920e+01,2.668985105388999024e-02,1.526689851053890656e+00,2.987289415076377352e-02,4.434372547953462917e-01,-7.128829444440210050e-05
1.553110622124424722e+01,2.669017944485043911e-02,1.526690179444851081e+00,2.987246661282649818e-02,4.434373539423231425e-01,-7.118783226706809630e-05
1.553710742148429524e+01,2.669050804227791548e-02,1.526690508042278571e+00,2.987203967888193284e-02,4.434374522788401829e-01,-7.108756510534885997e-05
1.554310862172434327e+01,2.669083684506073223e-02,1.526690836845061350e+00,2.987161334827127118e-02,4.434375498066680521e-01,-7.098749443915086665e-05
1.554910982196439129e+01,2.669116585213560794e-02,1.526691165852136267e+00,2.987118762026702221e-02,4.434376465275974288e-01,-7.088762144392968256e-05
1.555511102220443931e+01,2.669149506248764264e-02,1.526691495062488357e+00,2.987076249407302417e-02,4.434377424434393644e-01,-7.078794699066914831e-05
1.556111222244448733e+01,2.669182447515033516e-02,1.526691824475151060e+00,2.987033796882444109e-02,4.434378375560252827e-01,-7.068847164596464561e-05
1.556711342268453535e+01,2.669215408920557267e-02,1.526692154089206221e+00,2.986991404358775928e-02,4.434379318672067027e-01,-7.058919567200228062e-05
1.557311462292458337e+01,2.669248390378363422e-02,1.526692483903784314e+00,2.986949071736079084e-02,4.434380253788556270e-01,-7.049011902648255612e-05
1.557911582316463139e+01,2.669281391806319070e-02,1.526692813918063774e+00,2.986906798907267013e-02,4.434381180928642086e-01,-7.039124136277302712e-05
1.558511702340467941e+01,2.669314413127130831e-02,1.526693144131271884e+00,2.986864585758385732e-02,4.434382100111449176e-01,-7.029256202982503421e-05
1.559111822364472744e+01,2.669347454268343814e-02,1.526693474542684115e+00,2.986822432168614525e-02,4.434383011356304860e-01,-7.019408007225003132e-05
1.559711942388477546e+01,2.669380515162343009e-02,1.526693805151624117e+00,2.986780338010263519e-02,4.434383914682740180e-01,-7.009579423023631906e-05
1.560312062412482348e+01,2.669413595746352244e-02,1.526694135957464171e+00,2.986738303148776461e-02,4.434384810110487685e-01,-6.999770293968782253e-05
1.560912182436487150e+01,2.669446695962434529e-02,1.526694466959624963e+00,2.986696327442729670e-02,4.434385697659484205e-01,-6.989980433209225241e-05
1.561512302460491952e+01,2.669479815757492408e-02,1.526694798157575583e+00,2.986654410743831006e-02,4.434386577349868075e-01,-6.980209623461131052e-05
1.562112422484496754e+01,2.669512955083266914e-02,1.526695129550833308e+00,2.986612552896921596e-02,4.434387449201981912e-01,-6.970457617014313989e-05
1.562712542508501556e+01,2.669546113896338613e-02,1.526695461138964038e+00,2.986570753739974451e-02,4.434388313236369283e-01,-6.960724135721824135e-05
1.563312662532506359e+01,2.669579292158127601e-02,1.526695792921581862e+00,2.986529013104095853e-02,4.434389169473778036e-01,-6.951008871011049584e-05
1.563912782556511161e+01,2.669612489834892466e-02,1.526696124898349716e+00,2.986487330813523619e-02,4.434390017935159189e-01,-6.941311483876083654e-05
1.564512902580515963e+01,2.669645706897731674e-02,1.526696457068978052e+00,2.986445706685628837e-02,4.434390858641664712e-01,-6.931631604886051568e-05
1.565113022604520765e+01,2.669678943322582876e-02,1.526696789433226620e+00,2.986404140530914131e-02,4.434391691614650854e-01,-6.921968834178865437e-05
1.565713142628525567e+01,2.669712199090221866e-02,1.526697121990902906e+00,2.986362632153015395e-02,4.434392516875677037e-01,-6.912322741472326504e-05
1.566313262652530369e+01,2.669745474186264664e-02,1.526697454741863247e+00,2.986321181348700754e-02,4.434393334446504187e-01,-6.902692866055798460e-05
1.566913382676535171e+01,2.669778768601166474e-02,1.526697787686012386e+00,2.986279787907870908e-02,4.434394144349096956e-01,-6.893078716799228012e-05
1.567513502700539973e+01,2.669812082330220993e-02,1.526698120823302807e+00,2.986238451613558442e-02,4.434394946605622612e-01,-6.883479772141348763e-05
1.568113622724544776e+01,2.669845415373561445e-02,1.526698454153736284e+00,2.986197172241928863e-02,4.434395741238451594e-01,-6.873895480109804002e-05
1.568713742748549578e+01,2.669878767731886926e-02,1.526698787677319480e+00,2.986155949568861101e-02,4.434396528269925475e-01,-6.864325286588812691e-05
1.569313862772554380e+01,2.669912139272744012e-02,1.526699121392728120e+00,2.986114783576610324e-02,4.434397307715065017e-01,-6.854769522746106958e-05
1.569913982796559182e+01,2.669945529819567342e-02,1.526699455298196284e+00,2.986073674317761203e-02,4.434398079586267527e-01,-6.845228819085669159e-05
1.570514102820563984e+01,2.669978939226684209e-02,1.526699789392267581e+00,2.986032621798109798e-02,4.434398843897521258e-01,-6.835703603873255485e-05
1.571114222844568786e+01,2.670012367353103572e-02,1.526700123673531806e+00,2.985991626016752665e-02,4.434399600663014862e-01,-6.826194275750402385e-05
1.571714342868573588e+01,2.670045814062517106e-02,1.526700458140625827e+00,2.985950686966085468e-02,4.434400349897140159e-01,-6.816701203721242663e-05
1.572314462892578391e+01,2.670079279223297464e-02,1.526700792792233585e+00,2.985909804631804026e-02,4.434401091614490475e-01,-6.807224727174016055e-05
1.572914582916583193e+01,2.670112762708499662e-02,1.526701127627085652e+00,2.985868978992903613e-02,4.434401825829860089e-01,-6.797765155861640318e-05
1.573514702940587995e+01,2.670146264395861085e-02,1.526701462643959228e+00,2.985828210021678961e-02,4.434402552558246446e-01,-6.788322769917670696e-05
1.574114822964592797e+01,2.670179784167800788e-02,1.526701797841678809e+00,2.985787497683724603e-02,4.434403271814847947e-01,-6.778897819847973238e-05
1.574714942988597599e+01,2.670213321911419149e-02,1.526702133219114854e+00,2.985746841937934881e-02,4.434403983615065048e-01,-6.769490526543214814e-05
1.575315063012602401e+01,2.670246877518499609e-02,1.526702468775185784e+00,2.985706242736503938e-02,4.434404687974500270e-01,-6.760101081261515876e-05
1.575915183036607203e+01,2.670280450885506932e-02,1.526702804508855760e+00,2.985665700024925026e-02,4.434405384908957082e-01,-6.750729645647185473e-05
1.576515303060612005e+01,2.670314041913587552e-02,1.526703140419136684e+00,2.985625213741991898e-02,4.434406074434442679e-01,-6.741376351720312909e-05
1.577115423084616808e+01,2.670347650508570966e-02,1.526703476505086421e+00,2.985584783819797070e-02,4.434406756567163543e-01,-6.732041301887176088e-05
1.577715543108621610e+01,2.670381276580967994e-02,1.526703812765810353e+00,2.985544410183733552e-02,4.434407431323530435e-01,-6.722724568931220945e-05
1.578315663132626412e+01,2.670414920045970433e-02,1.526704149200460492e+00,2.985504092752493469e-02,4.434408098720153957e-01,-6.713426196023469794e-05
1.578915783156631214e+01,2.670448580823454182e-02,1.526704485808235257e+00,2.985463831438068746e-02,4.434408758773847881e-01,-6.704146196720439654e-05
1.579515903180636016e+01,2.670482258837975076e-02,1.526704822588380361e+00,2.985423626145751116e-02,4.434409411501628040e-01,-6.694884554953040023e-05
1.580116023204640818e+01,2.670515954018772356e-02,1.526705159540188372e+00,2.985383476774132114e-02,4.434410056920710108e-01,-6.685641225052246783e-05
1.580716143228645620e+01,2.670549666299766242e-02,1.526705496662998263e+00,2.985343383215102384e-02,4.434410695048513484e-01,-6.676416131729673298e-05
1.581316263252650423e+01,2.670583395619559319e-02,1.526705833956196301e+00,2.985303345353853069e-02,4.434411325902659073e-01,-6.667209170084509307e-05
1.581916383276655225e+01,2.670617141921436538e-02,1.526706171419215163e+00,2.985263363068874076e-02,4.434411949500969286e-01,-6.658020205609072040e-05
1.582516503300660027e+01,2.670650905153363827e-02,1.526706509051534377e+00,2.985223436231955810e-02,4.434412565861468591e-01,-6.648849074184642882e-05
1.583116623324664829e+01,2.670684685267990174e-02,1.526706846852680544e+00,2.985183564708187784e-02,4.434413175002382412e-01,-6.639695582082161263e-05
1.583716743348669631e+01,2.670718482222646240e-02,1.526707184822227115e+00,2.985143748355959317e-02,4.434413776942139895e-01,-6.630559505964306322e-05
1.584316863372674433e+01,2.670752295979343660e-02,1.526707522959794172e+00,2.985103987026959879e-02,4.434414371699370028e-01,-6.621440592893129695e-05
1.584916983396679235e+01,2.670786126504777133e-02,1.526707861265048427e+00,2.985064280566177702e-02,4.434414959292904967e-01,-6.612338560321034953e-05
1.585517103420684037e+01,2.670819973770323374e-02,1.526708199737703886e+00,2.985024628811901518e-02,4.434415539741777823e-01,-6.603253096092165375e-05
1.586117223444688840e+01,2.670853837752040424e-02,1.526708538377521185e+00,2.984985031595719165e-02,4.434416113065224319e-01,-6.594183858454893965e-05
1.586717343468693642e+01,2.670887718430668342e-02,1.526708877184307367e+00,2.984945488742518638e-02,4.434416679282681684e-01,-6.585130476052802884e-05
1.587317463492698444e+01,2.670921615791629553e-02,1.526709216157916993e+00,2.984906000070487384e-02,4.434417238413788653e-01,-6.576092547923989562e-05
1.587917583516703246e+01,2.670955529825028499e-02,1.526709555298251031e+00,2.984866565391112656e-02,4.434417790478386578e-01,-6.567069643510781152e-05
1.588517703540708048e+01,2.670989460525651296e-02,1.526709894605257301e+00,2.984827184509180470e-02,4.434418335496517205e-01,-6.558061302653489522e-05
1.589117823564712850e+01,2.671023407892965731e-02,1.526710234078930473e+00,2.984787857222778382e-02,4.434418873488426005e-01,-6.549067035595962372e-05
1.589717943588717652e+01,2.671057371931122304e-02,1.526710573719311848e+00,2.984748583323291668e-02,4.434419404474558846e-01,-6.540086322982807676e-05
1.590318063612722455e+01,2.671091352648953185e-02,1.526710913526490243e+00,2.984709362595406451e-02,4.434419928475564765e-01,-6.531118615863557020e-05
1.590918183636727257e+01,2.671125350029325898e-02,1.526711253500294019e+00,2.984670194864407974e-02,4.434420445510626752e-01,-6.522163538844050201e-05
1.591518303660732059e+01,2.671159363898943304e-02,1.526711593638990117e+00,2.984631080198110048e-02,4.434420955590295255e-01,-6.513221756276887930e-05
1.592118423684736861e+01,2.671193394110424335e-02,1.526711933941105048e+00,2.984592018626031074e-02,4.434421458726354737e-01,-6.504293765897256607e-05
1.592718543708741663e+01,2.671227440529369210e-02,1.526712274405294556e+00,2.984553010158170344e-02,4.434421954931246357e-01,-6.495379980783755336e-05
1.593318663732746465e+01,2.671261503025911671e-02,1.526712615030259901e+00,2.984514054797991756e-02,4.434422444217610004e-01,-6.486480785190124054e-05
1.593918783756751267e+01,2.671295581474717601e-02,1.526712955814747863e+00,2.984475152542421378e-02,4.434422926598286518e-01,-6.477596534538998529e-05
1.594518903780756069e+01,2.671329675754987448e-02,1.526713296757550742e+00,2.984436303381849190e-02,4.434423402086316579e-01,-6.468727555420522579e-05
1.595119023804760872e+01,2.671363785750452760e-02,1.526713637857505246e+00,2.984397507300129079e-02,4.434423870694942371e-01,-6.459874145611083085e-05
1.595719143828765674e+01,2.671397911349379650e-02,1.526713979113494490e+00,2.984358764274577455e-02,4.434424332437604810e-01,-6.451036574047636085e-05
1.596319263852770476e+01,2.671432052444566718e-02,1.526714320524446444e+00,2.984320074275974635e-02,4.434424787327946316e-01,-6.442215080849911235e-05
1.596919383876775278e+01,2.671466208933345049e-02,1.526714662089334151e+00,2.984281437268564152e-02,4.434425235379809704e-01,-6.433409877314860692e-05
1.597519503900780080e+01,2.671500380717579601e-02,1.526715003807176618e+00,2.984242853210052754e-02,4.434425676607237077e-01,-6.424621145911108000e-05
1.598119623924784882e+01,2.671534567703667470e-02,1.526715345677037483e+00,2.984204322051611097e-02,4.434426111024472594e-01,-6.415849040292825878e-05
1.598719743948789684e+01,2.671568769802539975e-02,1.526715687698026125e+00,2.984165843737872706e-02,4.434426538645959148e-01,-6.407093685284470652e-05
1.599319863972794487e+01,2.671602986929660223e-02,1.526716029869297442e+00,2.984127418206935015e-02,4.434426959486341135e-01,-6.398355176898129493e-05
1.599919983996799289e+01,2.671637219005024849e-02,1.526716372190050963e+00,2.984089045390358325e-02,4.434427373560462238e-01,-6.389633582327275407e-05
1.600520104020803913e+01,2.671671465953163321e-02,1.526716714659532403e+00,2.984050725213166153e-02,4.434427780883367642e-01,-6.380928939940522238e-05
1.601120224044808893e+01,2.671705727703138633e-02,1.526717057277032108e+00,2.984012457593846271e-02,4.434428181470301822e-01,-6.372241259296196336e-05
1.601720344068813517e+01,2.671740004188546264e-02,1.526717400041886163e+00,2.983974242444349320e-02,4.434428575336710754e-01,-6.363570521132622115e-05
1.602320464092818497e+01,2.671774295347514872e-02,1.526717742953475954e+00,2.983936079670089156e-02,4.434428962498240256e-01,-6.354916677375060940e-05
1.602920584116823122e+01,2.671808601122705948e-02,1.526718086011227715e+00,2.983897969169943543e-02,4.434429342970735433e-01,-6.346279651138486688e-05
1.603520704140828101e+01,2.671842921461314510e-02,1.526718429214613870e+00,2.983859910836252766e-02,4.434429716770243446e-01,-6.337659336716483516e-05
1.604120824164832726e+01,2.671877256315068061e-02,1.526718772563151472e+00,2.983821904554821366e-02,4.434430083913011300e-01,-6.329055599596511428e-05
1.604720944188837706e+01,2.671911605640227283e-02,1.526719116056403092e+00,2.983783950204917101e-02,4.434430444415485839e-01,-6.320468276453661272e-05
1.605321064212842330e+01,2.671945969397586038e-02,1.526719459693976599e+00,2.983746047659270942e-02,4.434430798294314857e-01,-6.311897175153430295e-05
1.605921184236847310e+01,2.671980347552470672e-02,1.526719803475525383e+00,2.983708196784077074e-02,4.434431145566345434e-01,-6.303342074752416035e-05
1.606521304260851934e+01,2.672014740074741407e-02,1.526720147400748129e+00,2.983670397438993246e-02,4.434431486248626708e-01,-6.294802725492765205e-05
1.607121424284856914e+01,2.672049146938790948e-02,1.526720491469388596e+00,2.983632649477140769e-02,4.434431820358407106e-01,-6.286278848822296483e-05
1.607721544308861539e+01,2.672083568123544833e-02,1.526720835681236288e+00,2.983594952745104167e-02,4.434432147913135447e-01,-6.277770137368826608e-05
1.608321664332866519e+01,2.672118003612461781e-02,1.526721180036125336e+00,2.983557307082931528e-02,4.434432468930460947e-01,-6.269276254966538175e-05
1.608921784356871143e+01,2.672152453393533689e-02,1.526721524533936059e+00,2.983519712324133807e-02,4.434432783428233771e-01,-6.260796836634469065e-05
1.609521904380876123e+01,2.672186917459285632e-02,1.526721869174593627e+00,2.983482168295686215e-02,4.434433091424503370e-01,-6.252331488595247455e-05
1.610122024404880747e+01,2.672221395806774827e-02,1.526722213958068508e+00,2.983444674818026138e-02,4.434433392937520146e-01,-6.243879788270928488e-05
1.610722144428885727e+01,2.672255888437592708e-02,1.526722558884376690e+00,2.983407231705055909e-02,4.434433687985735451e-01,-6.235441284271198148e-05
