x,sigma,I,I_noisy
6.539517094728541924e-01,1.324114700876376727e+00,6.044565634452340186e-01,6.042065909068538021e-01
3.721427599929538754e-01,1.728527317804945396e+00,6.896672719625321912e-01,6.892279821926390326e-01
1.977360942791905885e+00,1.226053452233746510e+00,2.264525969310566822e-01,2.272236608263749347e-01
7.911775149461591772e-01,1.055125828789430287e+00,6.013772217240207496e-01,6.005270066127249562e-01
2.749715550703492717e+00,1.093547870868242677e+00,1.348503427826949208e-01,1.350003279232440956e-01
2.167918195113108126e+00,8.509433795452867599e-01,2.620432828705139272e-01,2.620312620861998676e-01
1.166033754669487665e-01,6.963846482007655103e-01,9.459000319448771510e-01,9.457722207968819461e-01
1.217139928825561324e+00,1.934296695842250946e+00,3.286563174908627705e-01,3.278731137268053875e-01
7.647352672474971857e-01,8.018838218938377782e-01,6.753928408942001527e-01,6.747753281788373414e-01
8.927884911838201987e-01,1.835628472908108710e+00,4.354088889063107981e-01,4.358997212675745359e-01
4.932382532083953386e+00,7.813014493299974550e-01,3.747462611392481102e-02,3.712775962107044830e-02
2.901334950740548813e+00,7.464346770767356087e-01,1.735806807399521423e-01,1.740202296547367355e-01
3.893243604334779562e+00,1.128451486426658601e+00,6.064977845082140939e-02,6.098464279854432651e-02
1.926631837959364990e+00,1.684782331852364257e+00,2.036702463960740894e-01,2.039599382391299454e-01
9.044358497212867665e-01,8.321580097629381889e-01,6.180087640155819129e-01,6.183895097599059199e-01
1.678322313370708141e+00,5.841353995159241919e-01,4.878937147648948480e-01,4.872885814736954702e-01
3.479109721516147058e+00,1.896748514563485255e+00,7.515787652037264621e-02,7.492084666295867335e-02
2.063774274646419826e+00,1.932808279427522091e+00,1.810881839161170015e-01,1.814274843110318391e-01
5.092231715316308804e-02,1.127522174245171982e+00,9.613418335968813011e-01,9.607106524565642847e-01
2.777502438994206013e+00,1.223553193037843378e+00,1.242348856443947075e-01,1.250671857828939137e-01
2.558122715818513360e+00,1.559537659475539684e+00,1.345268063042959483e-01,1.342469870939086429e-01
3.406946292678360244e+00,1.607986119466547459e+00,7.864975636286743177e-02,7.861760069408288421e-02
1.395977563043487857e-01,1.467970507266691538e+00,8.748419294916336408e-01,8.743293665126943282e-01
4.443288332386200246e+00,1.461056510234491457e+00,4.275811150946251527e-02,4.294101590533370982e-02
2.308878810277001481e+00,1.298402686798641348e+00,1.699121848359558262e-01,1.695452813369495715e-01
1.804884137587581261e+00,9.486629055744084660e-01,3.137189549373549102e-01,3.135977037661865641e-01
1.445040642846310286e+00,8.308904106757758479e-01,4.458454874659433242e-01,4.452761258228751795e-01
4.248889459769394250e+00,1.683091365219373525e+00,4.779043162749234408e-02,4.838630999046914655e-02
1.325110998708186605e+00,1.421470089629700118e+00,3.478672675608773801e-01,3.470509541657775809e-01
1.500303375544601581e+00,1.530816235273291248e+00,2.909614109146803074e-01,2.911869704998819586e-01
4.452748099588385244e+00,8.886843963543042957e-01,4.672243254613486774e-02,4.684096762384319657e-02
2.348984699311420510e+00,1.984059301916670126e+00,1.504968585086667587e-01,1.507157580787307494e-01
2.409441639369241939e-01,1.442240932361067873e+00,8.044208374639781889e-01,8.039105113034821226e-01
6.086399462264013849e-01,5.012818721275005274e-01,8.137260464503645041e-01,8.142429168402047779e-01
3.768898437535494583e+00,1.435117645660107133e+00,6.350815544571859761e-02,6.399034901454497826e-02
1.628252343886146258e+00,7.715011430739284748e-01,4.160825215653052300e-01,4.161623122906852879e-01
1.522526522381923986e+00,9.811396251647294120e-01,3.776766123886486914e-01,3.778329432627480222e-01
1.476255170264014094e+00,1.112321778512019854e+00,3.589534264951962927e-01,3.588747468747655600e-01
4.863604400275157502e+00,5.606818436050264864e-01,6.556654365479486213e-02,6.588806888368810288e-02
2.428902426595940245e+00,5.596119522236878696e-01,3.315304827683458466e-01,3.311198831950518118e-01
4.479396757923426620e+00,1.203996128351553896e+00,4.215084477430754845e-02,4.242827290987589289e-02
3.972607282051785038e+00,1.583541295241547964e+00,5.615947600300685849e-02,5.636263922662803488e-02
3.938667289861067289e+00,1.276717735708471135e+00,5.780559915641897417e-02,5.710058494096818121e-02
3.885214531855416098e+00,7.714074540103070809e-01,7.954303610263355195e-02,7.823101086300794649e-02
1.529803389971202687e+00,5.740393579498500598e-01,5.317873001639263908e-01,5.317286851986950946e-01
4.122196017454186290e+00,1.415584738191206338e+00,5.154644235157669618e-02,5.146566232630116894e-02
2.455656035795691139e+00,1.408697167112208604e+00,1.478264516694338393e-01,1.484354771143584772e-01
8.715325205342433490e-01,7.582242676964512373e-01,6.517071163431791270e-01,6.517359147463326341e-01
1.263095808718332602e+00,1.314581067130242031e+00,3.820637583844076479e-01,3.818148595767163478e-01
2.646756685840204959e+00,1.598192852630370808e+00,1.264894540651572696e-01,1.258095548502222716e-01
2.407603102388777838e+00,1.976687807102422978e+00,1.450451394701929297e-01,1.450010076290399186e-01
4.933921950731575023e+00,1.806551494839294447e+00,3.232503300685330566e-02,3.203311406606339923e-02
3.097304539864177642e+00,6.540521281391585839e-01,1.778830765922241874e-01,1.773317167540245098e-01
3.107929960084535814e+00,6.001685357729911185e-01,1.981355403360005041e-01,1.980753319931718714e-01
2.624636904400584614e-01,9.355054089828599428e-01,8.517098788825355760e-01,8.522383724987776521e-01
3.378651603644849954e-01,1.715853161317810738e+00,7.120298507022881918e-01,7.120762319871507540e-01
1.510941546514378953e+00,1.862269984116305510e+00,2.669486810567003321e-01,2.664241497297506478e-01
2.239104984587578784e+00,1.934759191154793889e+00,1.616314747413542807e-01,1.617951112374984290e-01
4.646027580802154944e+00,8.146017015348043788e-01,4.378213123634933090e-02,4.323309738629032423e-02
2.598635830871098840e-01,1.295479319871766899e+00,8.086195355673166940e-01,8.078306967559788498e-01
3.616002177340342794e+00,8.096122058558852252e-01,9.175920120304459360e-02,9.200632839651061434e-02
3.106735415915693910e+00,1.172822413814212705e+00,1.004669473140682584e-01,1.001917718377904054e-01
1.220675015721615075e+00,1.637630318492150794e+00,3.515915311530554144e-01,3.521483166219530059e-01
4.586641244344188628e+00,1.775267696959495822e+00,3.935641821750782143e-02,3.951192949563293172e-02
1.904389556983236531e+00,1.164802092477385198e+00,2.482922107724787053e-01,2.478890006503240706e-01
4.180548487455139295e+00,1.365001892196972655e+00,4.987046031753997882e-02,4.998011296056463493e-02
1.368061856110731611e+00,1.393630548803211688e+00,3.398659247414098639e-01,3.405136822384794981e-01
2.833707925593563104e+00,1.921679568091776424e+00,1.112589874779554566e-01,1.111646306881341473e-01
3.887343216650844369e+00,9.322282641736101549e-01,6.628840055601190051e-02,6.575783519542685585e-02
4.318152513662964154e+00,1.611742246248250465e+00,4.592234344997851020e-02,4.559161458356024432e-02
1.789340306277024117e+00,1.561254426695353859e+00,2.308897888837458667e-01,2.304832583845876082e-01
1.056229720191415478e+00,1.222840269415409464e+00,4.665500513826489337e-01,4.659595574252608507e-01
3.271882552621455886e+00,6.703033295380688150e-01,1.516772971084173749e-01,1.510310547645142831e-01
3.201850570153749409e+00,1.613710142392881686e+00,8.911502714038344042e-02,8.932621696528073030e-02
2.355288774081992775e-01,1.832539104543627451e+00,7.700086943004400553e-01,7.705634222304478254e-01
3.009242402265417393e+00,1.405244482442849829e+00,1.019167186834114003e-01,1.017357769089581865e-01
4.711581760275564079e+00,1.092615885873973181e+00,3.714992588524144296e-02,3.754321702135129252e-02
1.232342624353518490e+00,1.874967473274263163e+00,3.285895937434901715e-01,3.290436921983845298e-01
3.136275928277046265e+00,9.578570321533774745e-01,1.114301264230486144e-01,1.122721069193734073e-01
4.583264253591060822e+00,1.979705288326069956e+00,3.942932973980256550e-02,3.933615569360528891e-02
1.925142328434541028e+00,1.838567322023886952e+00,1.999847935254786824e-01,1.998100853393162402e-01
4.094439300883616184e+00,1.126138662765450382e+00,5.353695189473223204e-02,5.374757494899180810e-02
4.482029839963143303e+00,5.064519793135963122e-01,1.043275272464291303e-01,1.043763156551256732e-01
2.421501782576135353e-01,1.295538483888852621e+00,8.194618279218705004e-01,8.196128464570158201e-01
1.465576508952415313e+00,5.226845511185860271e-01,5.760062861813863844e-01,5.766545654093879758e-01
1.218183756548870011e+00,1.243221333728342204e+00,4.087094518961979506e-01,4.084948164158689332e-01
4.543370855107882633e+00,1.468828033525519272e+00,4.036899226332477109e-02,4.047726131209618272e-02
3.002440233397286384e+00,1.779601466033714718e+00,1.004180528931832850e-01,9.992743323607132522e-02
6.174159629570807883e-01,5.114296145704789742e-01,8.081872928539592937e-01,8.081075745238986974e-01
1.907952810273099153e+00,1.024728983304957985e+00,2.725256821731834034e-01,2.721890275708744311e-01
1.359887072791206464e+00,1.060711952159879568e+00,4.043038280881958157e-01,4.039250568615710413e-01
4.972934849990718220e+00,1.385469361780196085e+00,3.164657873892674778e-02,3.153672138474529485e-02
4.401065956648488431e+00,9.262104629028247160e-01,4.719646094511886075e-02,4.697318431812632505e-02
4.254336241955474662e+00,1.572694867521238660e+00,4.765513609034886106e-02,4.784092424467793758e-02
5.462849225505622686e-01,1.417001621718461335e+00,6.385328576246607213e-01,6.389347753893011017e-01
1.907399438137014513e+00,1.145289093540751812e+00,2.506736584541765511e-01,2.499274772294215463e-01
2.205661435622107369e+00,1.194786060742436984e+00,1.926571288365998280e-01,1.931588081164797577e-01
1.613778573430777019e+00,5.229551921527952896e-01,5.382424909555695303e-01,5.371293124278955222e-01
4.430573704117132472e+00,7.858931125012675878e-01,5.254045937816399781e-02,5.266418560417813338e-02
2.276437269515993123e+00,1.970298711514689050e+00,1.576446634938651337e-01,1.579998104824691940e-01
3.823076464770328364e+00,9.859420445970656921e-01,6.691746807500650873e-02,6.659211156238237228e-02
2.912372616187340668e+00,1.015394163630334745e+00,1.258098213643579211e-01,1.256952715302424584e-01
2.013076443342201038e+00,1.264602705391151938e+00,2.160134211372563839e-01,2.156225351426435122e-01
4.430765044803075536e-01,1.557500715858556317e+00,6.706375265670849739e-01,6.710849020434843659e-01
4.281845506147515579e+00,1.920412284333675723e+00,4.687845761878188522e-02,4.529237382293139352e-02
2.403395711073948338e+00,6.910864132885869981e-01,2.717164525400458386e-01,2.712308495719693568e-01
3.639661229512852758e-01,1.379775631832843796e+00,7.376583658426945078e-01,7.366898695294429311e-01
2.388925968587239268e+00,1.006535502162361873e+00,1.896086069190213164e-01,1.897028052218384386e-01
2.250406345078681536e-01,6.342781819071597882e-01,9.079019462442665667e-01,9.085515555219580985e-01
1.591776817640566666e+00,1.023809794724215738e+00,3.480200291502359988e-01,3.486158177859314256e-01
4.488169617374599518e+00,1.479501428382135941e+00,4.166431337874123425e-02,4.199838889253547369e-02
1.719536066738988733e+00,7.789676183286817768e-01,3.890703719184379628e-01,3.891944851105351155e-01
1.662146957345284726e+00,1.388273063076021163e+00,2.695306265004397961e-01,2.691475956505514078e-01
1.519683003544066713e+00,1.868163931639209352e+00,2.649986498048280681e-01,2.656078562639800911e-01
2.849439494369194747e+00,1.047999301806204375e+00,1.288561386379815654e-01,1.291677957022901446e-01
2.494979456845396903e+00,1.552181739760163381e+00,1.404138566059597304e-01,1.399917037276244003e-01
1.906732827932815066e+00,1.663902546842448649e+00,2.072862981402440186e-01,2.066465158028920890e-01
4.260636134935668728e+00,1.238275347003663596e+00,4.782974042976120832e-02,4.751540247270116119e-02
2.341247642729961775e+00,1.937268828891990369e+00,1.514064786896922865e-01,1.519473851925985664e-01
4.187582673670860345e+00,8.411935369128018536e-01,5.831642873118119547e-02,5.894185889709472465e-02
2.018000546315939836e+00,1.653969274133028522e+00,1.919010472048449101e-01,1.927089449616715411e-01
1.757008833135911274e+00,1.989832228554214488e+00,2.211980387934208148e-01,2.208103275375543628e-01
8.812559728104996104e-01,8.550666768297625620e-01,6.193776109209132574e-01,6.191976826714733484e-01
3.379760594184350042e-01,1.461837696545196907e+00,7.418980090042606168e-01,7.425893610675239342e-01
2.858551229039325570e+00,1.276062598259195102e+00,1.154649503139963673e-01,1.155749778914673537e-01
1.781510689396402114e+00,1.073601441667468404e+00,2.902982087778774867e-01,2.906803193761269277e-01
7.305397905834581929e-01,1.262513257666106448e+00,5.828668303061982359e-01,5.822063566583225436e-01
2.633274995012715003e+00,1.168960197896102171e+00,1.411673692952214454e-01,1.409826732914835901e-01
3.589059693756019520e+00,1.518029900732224435e+00,7.058965580706837162e-02,7.058176131586420265e-02
3.148923189752930618e+00,1.912943151505088313e+00,9.172394916971107759e-02,9.154699108440908506e-02
9.576130027502349762e-02,1.080648902416923018e+00,9.323516219124085014e-01,9.321447565775859978e-01
1.851356188234206668e+00,5.053760180281077208e-01,4.911268800527435752e-01,4.903107100320725498e-01
3.358830432450466752e+00,1.756814236743788893e+00,8.083348216661029317e-02,8.164903425163484718e-02
1.979620982590119649e+00,1.522708793438034336e+00,2.024455109379371121e-01,2.025200035870753368e-01
2.197295664659329795e+00,1.109661237191692074e+00,2.040415070871131886e-01,2.033148541915557328e-01
3.945609244385345882e+00,5.588772381349678131e-01,1.247525129507651709e-01,1.252928897518809648e-01
7.722866012206497377e-01,1.894822484481436753e+00,4.747770824979006266e-01,4.748132994944740948e-01
8.544173264731191875e-01,1.418717737912186916e+00,5.052182096115619414e-01,5.055801206405753367e-01
3.837500034043794805e+00,1.298882445783976269e+00,6.134845265654252644e-02,6.125637158380851238e-02
4.600277471004151408e+00,1.613806362652128623e+00,3.905820105933877073e-02,3.867171838654756555e-02
8.212989182396696064e-01,1.341704541655495575e+00,5.314633045100953801e-01,5.310896294736402456e-01
2.913357038945696420e-01,1.902444311087933659e+00,7.231220321585023481e-01,7.233000478038851266e-01
4.084200241709547541e+00,1.742208040825279136e+00,5.258222591458278083e-02,5.297632172384009186e-02
2.835334035792928198e+00,7.755151813828740082e-01,1.743581876895187455e-01,1.746102494313199471e-01
1.220156309521196913e+00,6.638578982130168837e-01,5.764082547008728685e-01,5.767386580550812880e-01
2.340382858356598872e-01,1.824903545089264778e+00,7.718264810356267880e-01,7.724364389647476736e-01
2.752029391748527232e+00,1.886478733898262483e+00,1.170732834873628309e-01,1.172260976618034467e-01
7.655247511234547497e-01,1.328503033781902376e+00,5.563626845654139341e-01,5.568747412814915032e-01
4.501389022611144597e+00,1.050366080653413192e+00,4.238363856018009801e-02,4.294837661960660552e-02
4.526526165581356231e+00,1.630144272254485216e+00,4.073788892300902326e-02,4.089620069112297890e-02
3.677974921847888989e+00,1.608559403245535480e+00,6.683459745003460239e-02,6.680959519498735899e-02
4.917562067601406461e+00,1.820350063061859647e+00,3.262406701294015554e-02,3.242062124756579095e-02
1.527309580838352332e+00,1.935542883360820365e+00,2.609765271027692513e-01,2.603897608811224229e-01
5.921212963255811923e-01,1.549054380087928617e+00,5.971177543781752695e-01,5.963546681741055400e-01
3.216024342698875937e+00,1.279037668306119979e+00,9.081155239941381130e-02,9.148435136982978333e-02
1.221650860864964994e+00,1.077758360154725814e+00,4.431209639466049399e-01,4.431314446617545810e-01
3.477339651767921147e+00,1.511308751769373959e+00,7.553443933605177851e-02,7.527785032041035829e-02
3.662579093764428695e-01,1.197623433855349306e+00,7.619066666601417293e-01,7.627138172782692571e-01
1.712091608005211762e+00,6.963165927533379040e-01,4.247198273057571360e-01,4.252245032416269166e-01
3.288165883486104502e+00,1.924574997798652820e+00,8.429903450419490296e-02,8.434856059952536289e-02
4.684655774552252794e+00,5.035872134290022561e-01,9.235467951741138659e-02,9.287791144151119616e-02
4.281060302927763850e-01,1.968455915983458482e+00,6.303942084829191606e-01,6.303202875736509947e-01
2.258958620438861864e+00,1.950215242833420737e+00,1.595066100432672995e-01,1.597084210015924932e-01
4.730849784733559993e+00,1.415543449476208693e+00,3.628580235448745223e-02,3.721937050590067714e-02
2.688895628537074645e-01,1.197872573298183863e+00,8.148958974932882793e-01,8.154491709827875745e-01
2.277201468812523721e+00,7.097257068291080717e-01,2.885856880456166840e-01,2.884735193769832340e-01
3.739040834503160493e+00,1.757475476467641684e+00,6.439991904825642655e-02,6.477218681686335022e-02
2.398789281944339713e+00,1.702639101803281818e+00,1.475044193587503605e-01,1.481215410426978130e-01
4.262813730827518910e+00,5.806098874945518906e-01,9.357061773396191384e-02,9.353899911462325301e-02
2.015237270055858954e+00,1.590450391772624039e+00,1.944090494887372456e-01,1.942283999507773695e-01
1.530260339002857517e+00,5.751412426058797323e-01,5.310935105417829982e-01,5.320607263368580808e-01
1.272154645283618546e-01,1.261086718798089867e+00,8.990200125014586874e-01,8.989028643051832912e-01
2.461558191562470910e+00,1.025071629486647762e+00,1.764467924845437019e-01,1.758194261116800550e-01
4.901059152841893862e+00,1.034819992384523379e+00,3.350482289799865121e-02,3.361088606578179622e-02
4.567848440467646931e+00,1.591377640973847374e+00,3.978975471291994886e-02,4.097109210808454888e-02
3.841174708160144391e-03,8.843380113108796348e-01,9.976275275217467708e-01,9.979825477517745291e-01
1.593959842287467898e-01,6.564502618341054863e-01,9.311457155473239489e-01,9.316677242157631600e-01
2.929698118408791130e-01,5.502906463284742422e-01,8.964604834897773600e-01,8.954227245914422317e-01
4.295546921910577076e+00,1.670019900714123207e+00,4.651948182348514260e-02,4.629264357928779272e-02
1.821424255828312244e+00,1.597883719187258578e+00,2.234568578340260514e-01,2.241127786399623179e-01
1.380558339159609904e+00,9.019293310405787079e-01,4.416862598472069967e-01,4.415399035571530573e-01
3.714001710101029641e+00,1.032673280990135334e+00,7.032724347592843317e-02,7.104315082656796621e-02
1.689948070195541607e+00,1.498629867162879492e+00,2.535460009440078100e-01,2.538438140954198396e-01
1.914960169599358997e+00,5.920576344281300862e-01,4.250072736285547270e-01,4.252667318145300079e-01
3.488134794564190067e+00,1.728155819697278162e+00,7.479615755443198843e-02,7.569895785151355139e-02
4.463514761285763299e+00,1.325077148256113002e+00,4.234133884188538699e-02,4.215311810829414085e-02
8.878203284950186847e-01,1.161670775270723377e+00,5.406826400769594310e-01,5.405130236460892190e-01
1.017474398300288296e+00,5.071968588038926473e-01,7.010708875629120262e-01,7.011895803874848010e-01
9.951844074318239031e-01,1.832629633084795984e+00,4.006596935215206434e-01,4.008353082470127449e-01
4.721635966078339131e+00,6.551916370717749682e-01,5.444949626608950460e-02,5.366729908934952248e-02
2.797721084983551432e+00,1.715404732014921718e+00,1.141899764214175106e-01,1.148716043153295147e-01
4.103333307367445393e+00,1.579658591751818886e+00,5.202508678444026785e-02,5.220650208208739429e-02
9.472193690343116979e-01,1.547720263342546865e+00,4.505393964324224676e-01,4.505237590596791186e-01
4.318949572564070749e+00,1.094173788394435576e+00,4.694029506614802449e-02,4.731846902568641322e-02
1.491752875589330563e+00,1.216965163790724613e+00,3.343235952743424666e-01,3.341933080741795181e-01
3.100470651403334887e+00,1.595291522013772001e+00,9.491931938668131397e-02,9.559111271640800822e-02
1.082758697164716288e+00,1.706412570404983065e+00,3.853349457189999550e-01,3.854356548752827516e-01
2.564176433625341645e+00,6.980413508815794810e-01,2.401703580231167034e-01,2.405993342485598097e-01
3.767002316914176863e+00,1.847220356280649733e+00,6.333230567909731157e-02,6.295753018479091634e-02
8.826591598912264525e-01,1.209141593355307354e+00,5.327437719801991767e-01,5.326729937717050722e-01
4.820700425933280187e+00,1.428586896899660674e+00,3.447954714090935291e-02,3.473332072505514595e-02
4.244736334534832345e+00,1.547144425820585756e+00,4.792683032104601282e-02,4.752147081983680577e-02
3.517058705623963721e+00,1.326892707554954587e+00,7.449605661868061168e-02,7.423298478628480301e-02
3.768697884155340461e+00,9.386669453896404614e-01,7.163813649713395015e-02,7.167824058708202606e-02
1.420769674103480318e+00,1.365237994159251622e+00,3.297161966207684536e-01,3.303382381583811478e-01
4.632999617284772054e-01,1.153128425808035429e+00,7.209353509899105727e-01,7.213812775571255553e-01
1.626861574811025335e+00,1.147762585230628352e+00,3.124759598794141779e-01,3.129930473843182681e-01
6.627806572957567477e-01,1.417145138495317092e+00,5.850237977684717983e-01,5.852402235914039297e-01
1.672254059449585384e+00,1.855218918321945409e+00,2.379009457147258366e-01,2.384162392679128328e-01
3.836684414337108162e+00,7.440143430264487545e-01,8.633826375492618943e-02,8.717261459938921431e-02
8.567255409610552430e-01,6.334890614208255055e-01,6.975536381819211762e-01,6.977014586288720066e-01
3.707119539280911980e-01,1.138329614624938646e+00,7.684485824987846714e-01,7.687296910878618217e-01
4.038675299185253920e+00,1.171447151422079891e+00,5.500046980297952637e-02,5.535550782238758682e-02
4.662645033135532024e+00,1.586045788969344006e+00,3.769653888586034507e-02,3.675852690440321868e-02
2.051723942733452155e+00,1.101494468645457747e+00,2.300985345676141436e-01,2.301111181401398753e-01
1.076141453335401454e+00,1.254762739651002157e+00,4.533421508622500484e-01,4.536129833808210110e-01
4.425501553121609533e+00,1.126417068369354402e+00,4.381418810367749411e-02,4.425258106868250330e-02
2.846240598036814395e-01,5.839408203651432760e-01,8.937359907730219044e-01,8.936364741715536741e-01
1.734852408696061499e+00,1.237430641628273875e+00,2.726986171495732192e-01,2.732467472642025053e-01
4.026339987047999003e+00,1.889969749991151193e+00,5.437945178186134876e-02,5.411950222613318845e-02
3.656780505078221388e+00,1.207594262578848499e+00,6.932067060362906430e-02,6.929204814236340770e-02
3.809627766239103597e+00,1.571673506875540305e+00,6.182984192002489998e-02,6.273019212440147929e-02
2.404098334166970830e+00,9.938549593330812115e-01,1.894032689829981686e-01,1.887863697735070456e-01
3.519249486051372777e+00,5.054468591563059388e-01,1.935725426184767839e-01,1.935903223968562792e-01
1.520637018691737286e+00,1.918607064214650215e+00,2.628372806456639732e-01,2.628196193020893578e-01
4.327206119985099519e+00,1.560872359780539176e+00,4.569087871024452019e-02,4.570078371851925281e-02
3.939685207251084620e+00,7.035279178414688417e-01,8.640906766838439557e-02,8.619638631870507606e-02
4.710650104132207971e+00,1.949375643906852140e+00,3.667225456685876961e-02,3.704997556608047304e-02
3.827783976085097351e+00,1.795584781865562807e+00,6.110508257267911747e-02,6.062217989560523407e-02
3.641738745770906505e+00,7.512525629313615561e-01,9.860453591791183692e-02,9.799516902845131772e-02
9.474254461640263525e-01,1.468999441603740408e+00,4.620346302669517957e-01,4.623244764531841411e-01
2.846339780820851928e+00,1.662931421551312461e+00,1.109603386101216393e-01,1.104132533119809995e-01
3.788689749232820869e-01,1.049926472303975622e+00,7.781920138079462257e-01,7.784269112360963083e-01
4.585387652257402635e+00,1.116701241637706454e+00,3.990048022760211976e-02,3.995785718519092450e-02
3.990216631171161765e+00,1.893983497707967256e+00,5.553984566201672357e-02,5.524288298956672033e-02
2.673692240257321995e+00,1.436791100424671397e+00,1.265877514753368238e-01,1.264601800875849724e-01
4.164256237064475563e+00,1.734991564974186495e+00,5.018971203824983823e-02,5.018401922972472867e-02
4.344147382680549008e+00,1.933128349787543776e+00,4.522324595873419839e-02,4.549026204648082272e-02
1.788206013421698160e+00,1.672059446648149761e+00,2.254412278955031934e-01,2.251669412467891818e-01
3.364952423892622058e+00,1.360940387399220297e+00,8.164935180246875313e-02,8.158484196412965628e-02
6.584350929743892911e-01,1.146935323815408969e+00,6.353354905640953287e-01,6.346590690611033647e-01
2.473452356662508844e-01,1.765048140767910390e+00,7.676061653614515423e-01,7.675071129719025498e-01
3.867356923629328147e+00,8.710331797982523439e-01,7.088504719480687166e-02,6.996338818252952063e-02
1.089722451648095891e+00,5.140526242277116964e-01,6.787948564914105809e-01,6.788074246457144190e-01
2.025842535174067205e+00,1.839886254725787929e+00,1.868283286675088140e-01,1.866349789509591517e-01
2.447622256410488362e+00,5.511556516199631606e-01,3.328515345464190256e-01,3.339301307078960668e-01
4.722648903381369223e+00,1.955727711310627503e+00,3.642331545952192523e-02,3.709692936346836722e-02
3.889972546687836541e+00,6.046379575182723176e-01,1.135923312168396482e-01,1.135478639149554436e-01
2.743944901534580261e+00,5.110809743376873993e-01,3.031748507614677179e-01,3.036779812756272290e-01
4.043830494705321854e+00,7.585389558758734996e-01,7.226875759406659050e-02,7.243874265099439769e-02
1.245558139760520433e+00,1.722937613314504235e+00,3.367207072935058942e-01,3.361744385966852211e-01
4.294646146954494981e-01,1.644874294014168514e+00,6.667952353290316214e-01,6.656098970803883130e-01
1.274860778495869873e+00,6.223704677877019975e-01,5.783354525226203080e-01,5.789141925111621623e-01
2.978605238805943856e+00,1.613374919080448944e+00,1.023305907696067801e-01,1.025489577334375707e-01
1.680901316253089028e+00,8.538222514066698965e-01,3.727634201572920247e-01,3.718092461521540493e-01
4.941899939357742078e+00,1.720478301862107484e+00,3.218143376741544603e-02,3.252155385927247427e-02
2.761373631651205418e+00,7.744921786417466869e-01,1.846604401020481845e-01,1.851379263096866457e-01
2.841463531020446798e+00,9.686369299697530355e-01,1.379631078086131224e-01,1.376419442865091380e-01
3.709595783827403181e+00,5.933621083591870127e-01,1.330195244047906455e-01,1.334338800670968050e-01
2.575136194483146568e+00,1.927514679615232041e+00,1.306560122899511622e-01,1.298155018094987734e-01
8.688146555127551629e-01,6.202564032014294959e-01,6.985135813203575683e-01,6.984225867585326375e-01
1.007009458145446512e+00,1.540662942997050422e+00,4.303701107708268747e-01,4.304055993544605441e-01
2.268645902675538562e+00,1.652534737764496553e+00,1.615570986074850723e-01,1.619653810089448087e-01
1.264651768512041752e+00,1.153944301188222887e+00,4.121580393754895599e-01,4.123741227842014356e-01
1.035595070176071886e+00,1.596314888536681131e+00,4.132907651722133036e-01,4.134184687995028917e-01
1.838974359125434166e+00,1.576006943534149496e+00,2.216983054693281163e-01,2.219922150410972850e-01
4.011024682240640793e+00,1.573367078226173721e+00,5.491197753127895209e-02,5.460097877981311132e-02
4.324653755672236422e+00,1.026310543191817359e+00,4.752163643134095505e-02,4.827605131534359884e-02
1.316806968674455014e+00,1.138604662546338187e+00,3.994339746470396690e-01,3.992790055044342923e-01
9.882229497970035359e-01,7.941858256670681904e-01,6.014257811663371589e-01,6.018374653518573369e-01
1.798237486102627347e-01,9.128369246944312287e-01,8.962666867269438731e-01,8.962793617422548653e-01
4.636541366041857515e-02,9.160987876212134395e-01,9.710871702761907365e-01,9.709784499096330013e-01
1.833729541348456671e+00,7.519685020214625926e-01,3.705670798697935919e-01,3.708738350300082587e-01
9.681220871278400919e-01,1.567325543792990272e+00,4.403426564212529204e-01,4.405795888825014828e-01
2.518141672915413132e+00,1.200378661903954924e+00,1.514908472452748123e-01,1.521759188400476082e-01
6.570990259933606747e-01,1.939608528468056869e+00,5.184205329727356037e-01,5.189709901471177833e-01
3.133794893732239739e+00,1.250087013652286139e+00,9.645508484103794411e-02,9.618496216803894272e-02
2.786567498726401304e+00,1.689685200680393296e+00,1.150958991502513268e-01,1.153599034361972170e-01
4.569567476167089914e+00,1.539903591610815026e+00,3.975610695664083538e-02,3.982072421618320507e-02
4.053467157622926642e+00,1.043126601421618727e+00,5.608300509772394526e-02,5.569884724607772342e-02
6.080728025939990955e-01,1.051434563939117162e+00,6.757497823278333371e-01,6.752132061924898121e-01
2.734940093682744600e+00,5.359395656146015430e-01,2.891877567944072247e-01,2.893283855806160765e-01
1.835052952223321654e+00,1.413054707378808228e+00,2.332774841003502631e-01,2.330232862847372577e-01
2.056422374892952210e-01,1.125182544801111462e+00,8.600115504552992007e-01,8.593314479321182420e-01
2.750620422088743577e+00,7.306256526236467597e-01,1.991741564755538652e-01,1.991397086559389962e-01
4.878403550816228673e+00,5.960805229278351991e-01,5.751591758323112286e-02,5.763912089729446991e-02
7.261675670778877656e-01,1.914246297244101003e+00,4.914776458135613479e-01,4.915398772314842346e-01
2.486597643706789373e-02,6.409713178586322613e-01,9.889518439914793957e-01,9.883619784918440399e-01
9.917851957828011100e-01,7.602102373904529031e-01,6.113878101178182867e-01,6.111101068708140183e-01
2.148704157679632853e+00,1.985571304648069857e+00,1.709971806711615416e-01,1.716931747782655115e-01
1.321177190953098934e+00,1.945311236395083299e+00,3.030799657246964762e-01,3.027067638459230992e-01
