t,N1,N2,direct_interference_pressure_12,nonlethal_interference_pressure_12,dN1_dt
6.487297459491898621e+01,3.190182801647964084e+01,8.400276344380185378e+01,3.810997053208817209e-01,3.810997053208817209e-01,-4.166519413610991762e-02
6.490298059611922099e+01,3.190057881939087636e+01,8.400346342014364609e+01,3.811092895565346139e-01,3.811092895565346139e-01,-4.159815255956367253e-02
6.493298659731946998e+01,3.189933163217460077e+01,8.400416226365140915e+01,3.811188584580391669e-01,3.811188584580391669e-01,-4.153122271253018027e-02
6.496299259851970476e+01,3.189808645147287791e+01,8.400485997629870383e+01,3.811284120505065154e-01,3.811284120505065154e-01,-4.146440439583365389e-02
6.499299859971993953e+01,3.189684327393383612e+01,8.400555656005698779e+01,3.811379503589972240e-01,3.811379503589972240e-01,-4.139769741069265763e-02
6.502300460092018852e+01,3.189560209621165754e+01,8.400625201689554444e+01,3.811474734085215088e-01,3.811474734085215088e-01,-4.133110155869879065e-02
6.505301060212042330e+01,3.189436291496657816e+01,8.400694634878158240e+01,3.811569812240387378e-01,3.811569812240387378e-01,-4.126461664182912159e-02
6.508301660332065808e+01,3.189312572686489489e+01,8.400763955768016444e+01,3.811664738304578748e-01,3.811664738304578748e-01,-4.119824246244441213e-02
6.511302260452090707e+01,3.189189052857895135e+01,8.400833164555422172e+01,3.811759512526373128e-01,3.811759512526373128e-01,-4.113197882328734067e-02
6.514302860572114184e+01,3.189065731678715920e+01,8.400902261436458218e+01,3.811854135153848189e-01,3.811854135153848189e-01,-4.106582552748605508e-02
6.517303460692137662e+01,3.188942608817398039e+01,8.400971246606994214e+01,3.811948606434577003e-01,3.811948606434577003e-01,-4.099978237853640906e-02
6.520304060812162561e+01,3.188819683942992711e+01,8.401040120262686628e+01,3.812042926615626381e-01,3.812042926615626381e-01,-4.093384918033571296e-02
6.523304660932186039e+01,3.188696956725157960e+01,8.401108882598980188e+01,3.812137095943556875e-01,3.812137095943556875e-01,-4.086802573715253573e-02
6.526305261052210938e+01,3.188574426834156483e+01,8.401177533811109299e+01,3.812231114664423881e-01,3.812231114664423881e-01,-4.080231185363381030e-02
6.529305861172234415e+01,3.188452093940857424e+01,8.401246074094090943e+01,3.812324983023778202e-01,3.812324983023778202e-01,-4.073670733481371542e-02
6.532306461292257893e+01,3.188329957716734242e+01,8.401314503642737463e+01,3.812418701266663823e-01,3.812418701266663823e-01,-4.067121198611012289e-02
6.535307061412282792e+01,3.188208017833867558e+01,8.401382822651639515e+01,3.812512269637619577e-01,3.812512269637619577e-01,-4.060582561331216311e-02
6.538307661532306270e+01,3.188086273964942308e+01,8.401451031315184537e+01,3.812605688380677482e-01,3.812605688380677482e-01,-4.054054802260509405e-02
6.541308261652329747e+01,3.187964725776492969e+01,8.401519129804657382e+01,3.812698957752742590e-01,3.812698957752742590e-01,-4.047537901377928904e-02
6.544308861772354646e+01,3.187843372934244712e+01,8.401587118270286680e+01,3.812792078018816810e-01,3.812792078018816810e-01,-4.041031838552910926e-02
6.547309461892378124e+01,3.187722215115799429e+01,8.401654996889747906e+01,3.812885049424895589e-01,3.812885049424895589e-01,-4.034536594818227684e-02
6.550310062012403023e+01,3.187601251999354091e+01,8.401722765840852958e+01,3.812977872216374298e-01,3.812977872216374298e-01,-4.028052151249994495e-02
6.553310662132426501e+01,3.187480483263594522e+01,8.401790425301247467e+01,3.813070546638239189e-01,3.813070546638239189e-01,-4.021578488953991837e-02
6.556311262252449978e+01,3.187359908587697888e+01,8.401857975448400850e+01,3.813163072935064624e-01,3.813163072935064624e-01,-4.015115589068329882e-02
6.559311862372474877e+01,3.187239527651328785e+01,8.401925416459617679e+01,3.813255451351016401e-01,3.813255451351016401e-01,-4.008663432762027412e-02
6.562312462492498355e+01,3.187119340134643153e+01,8.401992748512030573e+01,3.813347682129850091e-01,3.813347682129850091e-01,-4.002222001235544724e-02
6.565313062612521833e+01,3.186999345718285781e+01,8.402059971782604464e+01,3.813439765514910484e-01,3.813439765514910484e-01,-3.995791275721316538e-02
6.568313662732546732e+01,3.186879544083390670e+01,8.402127086448130910e+01,3.813531701749133807e-01,3.813531701749133807e-01,-3.989371237481442733e-02
6.571314262852570209e+01,3.186759934911581738e+01,8.402194092685233784e+01,3.813623491075044947e-01,3.813623491075044947e-01,-3.982961867811951606e-02
6.574314862972595108e+01,3.186640517884972468e+01,8.402260990670367846e+01,3.813715133734758567e-01,3.813715133734758567e-01,-3.976563148036937889e-02
6.577315463092618586e+01,3.186521292686165907e+01,8.402327780579815908e+01,3.813806629969980766e-01,3.813806629969980766e-01,-3.970175059514957638e-02
6.580316063212642064e+01,3.186402258998254666e+01,8.402394462589690249e+01,3.813897980022006307e-01,3.813897980022006307e-01,-3.963797583632100441e-02
6.583316663332666963e+01,3.186283416504820565e+01,8.402461036875938305e+01,3.813989184131720833e-01,3.813989184131720833e-01,-3.957430701809272477e-02
6.586317263452690440e+01,3.186164764889936052e+01,8.402527503614331295e+01,3.814080242539599208e-01,3.814080242539599208e-01,-3.951074395497577996e-02
6.589317863572713918e+01,3.186046303838161364e+01,8.402593862980475592e+01,3.814171155485706621e-01,3.814171155485706621e-01,-3.944728646177608766e-02
6.592318463692738817e+01,3.185928033034548079e+01,8.402660115149804199e+01,3.814261923209698590e-01,3.814261923209698590e-01,-3.938393435363174433e-02
6.595319063812762295e+01,3.185809952164635916e+01,8.402726260297581007e+01,3.814352545950820406e-01,3.814352545950820406e-01,-3.932068744598105070e-02
6.598319663932785772e+01,3.185692060914455581e+01,8.402792298598903642e+01,3.814443023947906575e-01,3.814443023947906575e-01,-3.925754555458382811e-02
6.601320264052810671e+01,3.185574358970525566e+01,8.402858230228693515e+01,3.814533357439382488e-01,3.814533357439382488e-01,-3.919450849549122040e-02
6.604320864172834149e+01,3.185456846019855703e+01,8.402924055361705769e+01,3.814623546663262754e-01,3.814623546663262754e-01,-3.913157608509010288e-02
6.607321464292859048e+01,3.185339521749944325e+01,8.402989774172527859e+01,3.814713591857153974e-01,3.814713591857153974e-01,-3.906874814007110785e-02
6.610322064412882526e+01,3.185222385848779325e+01,8.403055386835572449e+01,3.814803493258249190e-01,3.814803493258249190e-01,-3.900602447742684831e-02
6.613322664532906003e+01,3.185105438004838874e+01,8.403120893525087354e+01,3.814893251103335103e-01,3.814893251103335103e-01,-3.894340491446790509e-02
6.616323264652930902e+01,3.184988677907089993e+01,8.403186294415144175e+01,3.814982865628785969e-01,3.814982865628785969e-01,-3.888088926881394514e-02
6.619323864772954380e+01,3.184872105244989271e+01,8.403251589679652511e+01,3.815072337070566921e-01,3.815072337070566921e-01,-3.881847735839905056e-02
6.622324464892977858e+01,3.184755719708483568e+01,8.403316779492345745e+01,3.815161665664233426e-01,3.815161665664233426e-01,-3.875616900146638955e-02
6.625325065013002757e+01,3.184639520988008243e+01,8.403381864026788151e+01,3.815250851644929608e-01,3.815250851644929608e-01,-3.869396401655755824e-02
6.628325665133026234e+01,3.184523508774489287e+01,8.403446843456379156e+01,3.815339895247390478e-01,3.815339895247390478e-01,-3.863186222254455515e-02
6.631326265253051133e+01,3.184407682759341540e+01,8.403511717954341975e+01,3.815428796705941927e-01,3.815428796705941927e-01,-3.856986343859425403e-02
6.634326865373074611e+01,3.184292042634469766e+01,8.403576487693734975e+01,3.815517556254497955e-01,3.815517556254497955e-01,-3.850796748418972015e-02
6.637327465493098089e+01,3.184176588092267934e+01,8.403641152847441731e+01,3.815606174126563999e-01,3.815606174126563999e-01,-3.844617417912665758e-02
6.640328065613122988e+01,3.184061318825619935e+01,8.403705713588179549e+01,3.815694650555234713e-01,3.815694650555234713e-01,-3.838448334350452740e-02
6.643328665733146465e+01,3.183946234527898866e+01,8.403770170088496627e+01,3.815782985773194524e-01,3.815782985773194524e-01,-3.832289479772477137e-02
6.646329265853169943e+01,3.183831334892967746e+01,8.403834522520767791e+01,3.815871180012718744e-01,3.815871180012718744e-01,-3.826140836252633903e-02
6.649329865973194842e+01,3.183716619615178800e+01,8.403898771057200179e+01,3.815959233505672454e-01,3.815959233505672454e-01,-3.820002385892884433e-02
6.652330466093218320e+01,3.183602088389374174e+01,8.403962915869830397e+01,3.816047146483510510e-01,3.816047146483510510e-01,-3.813874110827164543e-02
6.655331066213243218e+01,3.183487740910885222e+01,8.404026957130525943e+01,3.816134919177276985e-01,3.816134919177276985e-01,-3.807755993220496293e-02
6.658331666333266696e+01,3.183373576875533217e+01,8.404090895010983786e+01,3.816222551817606834e-01,3.816222551817606834e-01,-3.801648015268632719e-02
6.661332266453290174e+01,3.183259595979628642e+01,8.404154729682730363e+01,3.816310044634724785e-01,3.816310044634724785e-01,-3.795550159197524920e-02
6.664332866573315073e+01,3.183145797919971898e+01,8.404218461317123001e+01,3.816397397858446450e-01,3.816397397858446450e-01,-3.789462407265808963e-02
6.667333466693338551e+01,3.183032182393852239e+01,8.404282090085351342e+01,3.816484611718175546e-01,3.816484611718175546e-01,-3.783384741760720260e-02
6.670334066813362028e+01,3.182918749099049549e+01,8.404345616158430232e+01,3.816571686442907230e-01,3.816571686442907230e-01,-3.777317145001823917e-02
6.673334666933386927e+01,3.182805497733832567e+01,8.404409039707209672e+01,3.816658622261225875e-01,3.816658622261225875e-01,-3.771259599338705470e-02
6.676335267053410405e+01,3.182692427996959239e+01,8.404472360902366290e+01,3.816745419401306183e-01,3.816745419401306183e-01,-3.765212087153635423e-02
6.679335867173435304e+01,3.182579539587678141e+01,8.404535579914407606e+01,3.816832078090913183e-01,3.816832078090913183e-01,-3.759174590856240172e-02
6.682336467293458782e+01,3.182466832205726703e+01,8.404598696913673450e+01,3.816918598557401121e-01,3.816918598557401121e-01,-3.753147092890252168e-02
6.685337067413482259e+01,3.182354305551331564e+01,8.404661712070328861e+01,3.817004981027714572e-01,3.817004981027714572e-01,-3.747129575728358475e-02
6.688337667533507158e+01,3.182241959325209990e+01,8.404724625554375450e+01,3.817091225728388437e-01,3.817091225728388437e-01,-3.741122021874154768e-02
6.691338267653530636e+01,3.182129793228568104e+01,8.404787437535640038e+01,3.817177332885547392e-01,3.817177332885547392e-01,-3.735124413862500603e-02
6.694338867773554114e+01,3.182017806963101236e+01,8.404850148183781755e+01,3.817263302724905327e-01,3.817263302724905327e-01,-3.729136734259519415e-02
6.697339467893579013e+01,3.181906000230994991e+01,8.404912757668289203e+01,3.817349135471767019e-01,3.817349135471767019e-01,-3.723158965660644526e-02
6.700340068013602490e+01,3.181794372734924181e+01,8.404975266158481872e+01,3.817434831351027014e-01,3.817434831351027014e-01,-3.717191090692573141e-02
6.703340668133625968e+01,3.181682924178053540e+01,8.405037673823507305e+01,3.817520390587170187e-01,3.817520390587170187e-01,-3.711233092013799251e-02
6.706341268253650867e+01,3.181571654264037008e+01,8.405099980832345352e+01,3.817605813404270632e-01,3.817605813404270632e-01,-3.705284952311060920e-02
6.709341868373674345e+01,3.181460562697017735e+01,8.405162187353803915e+01,3.817691100025992768e-01,3.817691100025992768e-01,-3.699346654304314086e-02
6.712342468493699243e+01,3.181349649181629147e+01,8.405224293556524628e+01,3.817776250675591343e-01,3.817776250675591343e-01,-3.693418180742824575e-02
6.715343068613722721e+01,3.181238913422994230e+01,8.405286299608975753e+01,3.817861265575910878e-01,3.817861265575910878e-01,-3.687499514407299728e-02
6.718343668733746199e+01,3.181128355126724827e+01,8.405348205679456441e+01,3.817946144949384557e-01,3.817946144949384557e-01,-3.681590638108112046e-02
6.721344268853771098e+01,3.181017973998922699e+01,8.405410011936096737e+01,3.818030889018038665e-01,3.818030889018038665e-01,-3.675691534686720274e-02
6.724344868973794576e+01,3.180907769746179170e+01,8.405471718546857574e+01,3.818115498003485930e-01,3.818115498003485930e-01,-3.669802187014781225e-02
6.727345469093818053e+01,3.180797742075575485e+01,8.405533325679527934e+01,3.818199972126931629e-01,3.818199972126931629e-01,-3.663922577996459040e-02
6.730346069213842952e+01,3.180687890694682096e+01,8.405594833501726271e+01,3.818284311609169701e-01,3.818284311609169701e-01,-3.658052690563629028e-02
6.733346669333866430e+01,3.180578215311558665e+01,8.405656242180906190e+01,3.818368516670584412e-01,3.818368516670584412e-01,-3.652192507681029099e-02
6.736347269453891329e+01,3.180468715634754773e+01,8.405717551884345085e+01,3.818452587531150355e-01,3.818452587531150355e-01,-3.646342012341996508e-02
6.739347869573914807e+01,3.180359391373310274e+01,8.405778762779155500e+01,3.818536524410431343e-01,3.818536524410431343e-01,-3.640501187572553476e-02
6.742348469693938284e+01,3.180250242236753166e+01,8.405839875032275188e+01,3.818620327527582070e-01,3.818620327527582070e-01,-3.634670016428032113e-02
6.745349069813963183e+01,3.180141267935102078e+01,8.405900888810478477e+01,3.818703997101346448e-01,3.818703997101346448e-01,-3.628848481993962594e-02
6.748349669933986661e+01,3.180032468178864491e+01,8.405961804280363481e+01,3.818787533350059271e-01,3.818787533350059271e-01,-3.623036567387849516e-02
6.751350270054010139e+01,3.179923842679038160e+01,8.406022621608362044e+01,3.818870936491643997e-01,3.818870936491643997e-01,-3.617234255755263916e-02
6.754350870174035038e+01,3.179815391147109693e+01,8.406083340960734063e+01,3.818954206743614965e-01,3.818954206743614965e-01,-3.611441530274817069e-02
6.757351470294058515e+01,3.179707113295055976e+01,8.406143962503573164e+01,3.819037344323076844e-01,3.819037344323076844e-01,-3.605658374153897228e-02
6.760352070414083414e+01,3.179599008835342744e+01,8.406204486402799603e+01,3.819120349446722962e-01,3.819120349446722962e-01,-3.599884770632399977e-02
6.763352670534106892e+01,3.179491077480925654e+01,8.406264912824163105e+01,3.819203222330838088e-01,3.819203222330838088e-01,-3.594120702977754434e-02
6.766353270654130370e+01,3.179383318945249925e+01,8.406325241933248549e+01,3.819285963191296207e-01,3.819285963191296207e-01,-3.588366154489719406e-02
6.769353870774155268e+01,3.179275732942250343e+01,8.406385473895464600e+01,3.819368572243561633e-01,3.819368572243561633e-01,-3.582621108498429408e-02
6.772354470894178746e+01,3.179168319186351255e+01,8.406445608876053655e+01,3.819451049702687340e-01,3.819451049702687340e-01,-3.576885548363684109e-02
6.775355071014202224e+01,3.179061077392466217e+01,8.406505647040089002e+01,3.819533395783318852e-01,3.819533395783318852e-01,-3.571159457476724697e-02
6.778355671134227123e+01,3.178954007275999061e+01,8.406565588552470558e+01,3.819615610699689245e-01,3.819615610699689245e-01,-3.565442819257924612e-02
6.781356271254250601e+01,3.178847108552842471e+01,8.406625433577933393e+01,3.819697694665622478e-01,3.819697694665622478e-01,-3.559735617159631715e-02
6.784356871374274078e+01,3.178740380939378696e+01,8.406685182281036361e+01,3.819779647894533392e-01,3.819779647894533392e-01,-3.554037834662260309e-02
6.787357471494298977e+01,3.178633824152480614e+01,8.406744834826174895e+01,3.819861470599424935e-01,3.819861470599424935e-01,-3.548349455279087294e-02
6.790358071614322455e+01,3.178527437909508890e+01,8.406804391377569630e+01,3.819943162992891494e-01,3.819943162992891494e-01,-3.542670462552344190e-02
6.793358671734347354e+01,3.178421221928315532e+01,8.406863852099274936e+01,3.820024725287117229e-01,3.820024725287117229e-01,-3.537000840054460582e-02
6.796359271854370832e+01,3.178315175927241043e+01,8.406923217155171812e+01,3.820106157693876070e-01,3.820106157693876070e-01,-3.531340571389485206e-02
6.799359871974394309e+01,3.178209299625115491e+01,8.406982486708973568e+01,3.820187460424531722e-01,3.820187460424531722e-01,-3.525689640189177965e-02
6.802360472094419208e+01,3.178103592741258865e+01,8.407041660924224402e+01,3.820268633690037663e-01,3.820268633690037663e-01,-3.520048030119049542e-02
6.805361072214442686e+01,3.177998054995480715e+01,8.407100739964296565e+01,3.820349677700938251e-01,3.820349677700938251e-01,-3.514415724872677060e-02
6.808361672334466164e+01,3.177892686108080156e+01,8.407159723992393197e+01,3.820430592667367065e-01,3.820430592667367065e-01,-3.508792708174368613e-02
6.811362272454491062e+01,3.177787485799845157e+01,8.407218613171548327e+01,3.820511378799048563e-01,3.820511378799048563e-01,-3.503178963778275090e-02
6.814362872574514540e+01,3.177682453792054673e+01,8.407277407664625457e+01,3.820592036305295869e-01,3.820592036305295869e-01,-3.497574475469811262e-02
6.817363472694539439e+01,3.177577589806475444e+01,8.407336107634316136e+01,3.820672565395012987e-01,3.820672565395012987e-01,-3.491979227063346514e-02
6.820364072814562917e+01,3.177472893565365553e+01,8.407394713243147066e+01,3.820752966276693696e-01,3.820752966276693696e-01,-3.486393202405579927e-02
6.823364672934586395e+01,3.177368364791471222e+01,8.407453224653471580e+01,3.820833239158421546e-01,3.820833239158421546e-01,-3.480816385371099386e-02
6.826365273054611293e+01,3.177264003208028598e+01,8.407511642027472476e+01,3.820913384247870415e-01,3.820913384247870415e-01,-3.475248759865046111e-02
6.829365873174634771e+01,3.177159808538764452e+01,8.407569965527164868e+01,3.820993401752303953e-01,3.820993401752303953e-01,-3.469690309824180474e-02
6.832366473294658249e+01,3.177055780507893346e+01,8.407628195314393338e+01,3.821073291878576139e-01,3.821073291878576139e-01,-3.464141019214928008e-02
6.835367073414683148e+01,3.176951918840120825e+01,8.407686331550830516e+01,3.821153054833130724e-01,3.821153054833130724e-01,-3.458600872033557039e-02
6.838367673534706626e+01,3.176848223260641291e+01,8.407744374397982767e+01,3.821232690822000677e-01,3.821232690822000677e-01,-3.453069852305468146e-02
6.841368273654731524e+01,3.176744693495138705e+01,8.407802324017183082e+01,3.821312200050810404e-01,3.821312200050810404e-01,-3.447547944088924510e-02
6.844368873774755002e+01,3.176641329269787306e+01,8.407860180569598185e+01,3.821391582724772973e-01,3.821391582724772973e-01,-3.442035131469900477e-02
6.847369473894778480e+01,3.176538130311249475e+01,8.407917944216222850e+01,3.821470839048691781e-01,3.821470839048691781e-01,-3.436531398564923734e-02
6.850370074014803379e+01,3.176435096346678932e+01,8.407975615117879897e+01,3.821549969226961108e-01,3.821549969226961108e-01,-3.431036729521252937e-02
6.853370674134826857e+01,3.176332227103717187e+01,8.408033193435225883e+01,3.821628973463564449e-01,3.821628973463564449e-01,-3.425551108516167176e-02
6.856371274254850334e+01,3.176229522310496733e+01,8.408090679328746830e+01,3.821707851962075075e-01,3.821707851962075075e-01,-3.420074519757143605e-02
6.859371874374875233e+01,3.176126981695638918e+01,8.408148072958755392e+01,3.821786604925656583e-01,3.821786604925656583e-01,-3.414606947480969268e-02
6.862372474494898711e+01,3.176024604988254652e+01,8.408205374485400796e+01,3.821865232557062342e-01,3.821865232557062342e-01,-3.409148375955517452e-02
6.865373074614923610e+01,3.175922391917944765e+01,8.408262584068656054e+01,3.821943735058635494e-01,3.821943735058635494e-01,-3.403698789478326603e-02
6.868373674734947087e+01,3.175820342214798941e+01,8.408319701868327911e+01,3.822022112632310620e-01,3.822022112632310620e-01,-3.398258172376422692e-02
6.871374274854970565e+01,3.175718455609397495e+01,8.408376728044052584e+01,3.822100365479610407e-01,3.822100365479610407e-01,-3.392826509007740299e-02
6.874374874974995464e+01,3.175616731830889705e+01,8.408433662749045823e+01,3.822178493805320487e-01,3.822178493805320487e-01,-3.387403783560749559e-02
6.877375475095018942e+01,3.175515170599761205e+01,8.408490506098168282e+01,3.822256497834292110e-01,3.822256497834292110e-01,-3.381989979285826564e-02
6.880376075215042420e+01,3.175413771648620909e+01,8.408547258230784394e+01,3.822334377773388692e-01,3.822334377773388692e-01,-3.376585080646243853e-02
6.883376675335067318e+01,3.175312534712723789e+01,8.408603919292457363e+01,3.822412133825187630e-01,3.822412133825187630e-01,-3.371189072359648264e-02
6.886377275455090796e+01,3.175211459527720237e+01,8.408660489428615392e+01,3.822489766191936034e-01,3.822489766191936034e-01,-3.365801939169799084e-02
6.889377875575114274e+01,3.175110545829652864e+01,8.408716968784548840e+01,3.822567275075551274e-01,3.822567275075551274e-01,-3.360423665844791685e-02
6.892378475695139173e+01,3.175009793354958276e+01,8.408773357505414481e+01,3.822644660677619322e-01,3.822644660677619322e-01,-3.355054237176879894e-02
6.895379075815162651e+01,3.174909201840467077e+01,8.408829655736231246e+01,3.822721923199396965e-01,3.822721923199396965e-01,-3.349693637983364169e-02
6.898379675935187549e+01,3.174808771023402443e+01,8.408885863621883061e+01,3.822799062841810702e-01,3.822799062841810702e-01,-3.344341853105703422e-02
6.901380276055211027e+01,3.174708500641382258e+01,8.408941981307120273e+01,3.822876079805455629e-01,3.822876079805455629e-01,-3.338998867409515015e-02
6.904380876175234505e+01,3.174608390432417337e+01,8.408998008936553958e+01,3.822952974290597661e-01,3.822952974290597661e-01,-3.333664665785995851e-02
6.907381476295259404e+01,3.174508440134912135e+01,8.409053946654664458e+01,3.823029746497172976e-01,3.823029746497172976e-01,-3.328339233150323651e-02
6.910382076415282881e+01,3.174408649487665102e+01,8.409109794605790000e+01,3.823106396624785797e-01,3.823106396624785797e-01,-3.323022554442367493e-02
6.913382676535306359e+01,3.174309018229868329e+01,8.409165552934139498e+01,3.823182924872711719e-01,3.823182924872711719e-01,-3.317714614626510183e-02
6.916383276655331258e+01,3.174209546101106127e+01,8.409221221783781175e+01,3.823259331439894937e-01,3.823259331439894937e-01,-3.312415398691115342e-02
6.919383876775354736e+01,3.174110232841358581e+01,8.409276801298649673e+01,3.823335616524950464e-01,3.823335616524950464e-01,-3.307124891649593224e-02
6.922384476895379635e+01,3.174011078190997637e+01,8.409332291622546052e+01,3.823411780326162468e-01,3.823411780326162468e-01,-3.301843078540223075e-02
6.925385077015403112e+01,3.173912081890789594e+01,8.409387692899132105e+01,3.823487823041485378e-01,3.823487823041485378e-01,-3.296569944425442600e-02
6.928385677135426590e+01,3.173813243681894036e+01,8.409443005271936045e+01,3.823563744868541669e-01,3.823563744868541669e-01,-3.291305474390426866e-02
6.931386277255451489e+01,3.173714563305864544e+01,8.409498228884349658e+01,3.823639546004626300e-01,3.823639546004626300e-01,-3.286049653548417382e-02
6.934386877375474967e+01,3.173616040504647984e+01,8.409553363879629728e+01,3.823715226646701715e-01,3.823715226646701715e-01,-3.280802467034504843e-02
6.937387477495498445e+01,3.173517675020584861e+01,8.409608410400896616e+01,3.823790786991401736e-01,3.823790786991401736e-01,-3.275563900008116036e-02
6.940388077615523343e+01,3.173419466596409322e+01,8.409663368591134258e+01,3.823866227235028781e-01,3.823866227235028781e-01,-3.270333937653546741e-02
6.943388677735546821e+01,3.173321414975248800e+01,8.409718238593194428e+01,3.823941547573554978e-01,3.823941547573554978e-01,-3.265112565181382820e-02
6.946389277855571720e+01,3.173223519900624723e+01,8.409773020549788214e+01,3.824016748202623273e-01,3.824016748202623273e-01,-3.259899767823171146e-02
6.949389877975595198e+01,3.173125781116452160e+01,8.409827714603495963e+01,3.824091829317545765e-01,3.824091829317545765e-01,-3.254695530838347395e-02
6.952390478095618676e+01,3.173028198367039820e+01,8.409882320896757335e+01,3.824166791113304265e-01,3.824166791113304265e-01,-3.249499839508551702e-02
6.955391078215643574e+01,3.172930771397088989e+01,8.409936839571881251e+01,3.824241633784550287e-01,3.824241633784550287e-01,-3.244312679139405020e-02
6.958391678335667052e+01,3.172833499951696012e+01,8.409991270771037364e+01,3.824316357525605059e-01,3.824316357525605059e-01,-3.239134035063706563e-02
6.961392278455690530e+01,3.172736383776349456e+01,8.410045614636261746e+01,3.824390962530460625e-01,3.824390962530460625e-01,-3.233963892634861281e-02
6.964392878575715429e+01,3.172639422616932947e+01,8.410099871309454045e+01,3.824465448992777072e-01,3.824465448992777072e-01,-3.228802237233985295e-02
6.967393478695738906e+01,3.172542616219722689e+01,8.410154040932378905e+01,3.824539817105885864e-01,3.824539817105885864e-01,-3.223649054264576819e-02
6.970394078815762384e+01,3.172445964331388524e+01,8.410208123646663125e+01,3.824614067062786504e-01,3.824614067062786504e-01,-3.218504329154825427e-02
6.973394678935787283e+01,3.172349466698994291e+01,8.410262119593799923e+01,3.824688199056149873e-01,3.824688199056149873e-01,-3.213368047357967328e-02
6.976395279055810761e+01,3.172253123069996761e+01,8.410316028915146092e+01,3.824762213278316003e-01,3.824762213278316003e-01,-3.208240194350864272e-02
6.979395879175835660e+01,3.172156933192247408e+01,8.410369851751923420e+01,3.824836109921294081e-01,3.824836109921294081e-01,-3.203120755634891736e-02
6.982396479295859137e+01,3.172060896813990283e+01,8.410423588245215853e+01,3.824909889176764111e-01,3.824909889176764111e-01,-3.198009716735938923e-02
6.985397079415882615e+01,3.171965013683863077e+01,8.410477238535976596e+01,3.824983551236075252e-01,3.824983551236075252e-01,-3.192907063202987672e-02
6.988397679535907514e+01,3.171869283550897833e+01,8.410530802765018166e+01,3.825057096290246927e-01,3.825057096290246927e-01,-3.187812780611487540e-02
6.991398279655930992e+01,3.171773706164519879e+01,8.410584281073018076e+01,3.825130524529967158e-01,3.825130524529967158e-01,-3.182726854559980723e-02
6.994398879775954470e+01,3.171678281274547473e+01,8.410637673600521680e+01,3.825203836145594782e-01,3.825203836145594782e-01,-3.177649270670279691e-02
6.997399479895979368e+01,3.171583008631193223e+01,8.410690980487935065e+01,3.825277031327158905e-01,3.825277031327158905e-01,-3.172580014589954089e-02
7.000400080016002846e+01,3.171487887985063381e+01,8.410744201875529313e+01,3.825350110264356118e-01,3.825350110264356118e-01,-3.167519071990909652e-02
7.003400680136027745e+01,3.171392919087156770e+01,8.410797337903440507e+01,3.825423073146556052e-01,3.825423073146556052e-01,-3.162466428567434207e-02
7.006401280256051223e+01,3.171298101688867277e+01,8.410850388711669723e+01,3.825495920162794716e-01,3.825495920162794716e-01,-3.157422070040460937e-02
7.009401880376074701e+01,3.171203435541981008e+01,8.410903354440081614e+01,3.825568651501780604e-01,3.825568651501780604e-01,-3.152385982153660393e-02
7.012402480496099599e+01,3.171108920398678777e+01,8.410956235228402988e+01,3.825641267351890251e-01,3.825641267351890251e-01,-3.147358150675394484e-02
7.015403080616123077e+01,3.171014556011534680e+01,8.411009031216229914e+01,3.825713767901171014e-01,3.825713767901171014e-01,-3.142338561398183572e-02
7.018403680736146555e+01,3.170920342133515391e+01,8.411061742543019193e+01,3.825786153337339401e-01,3.825786153337339401e-01,-3.137327200138351202e-02
7.021404280856171454e+01,3.170826278517982644e+01,8.411114369348092623e+01,3.825858423847781631e-01,3.825858423847781631e-01,-3.132324052736734643e-02
7.024404880976194931e+01,3.170732364918691104e+01,8.411166911770635579e+01,3.825930579619553629e-01,3.825930579619553629e-01,-3.127329105058329617e-02
7.027405481096219830e+01,3.170638601089788722e+01,8.411219369949699853e+01,3.826002620839382140e-01,3.826002620839382140e-01,-3.122342342993000841e-02
7.030406081216243308e+01,3.170544986785817798e+01,8.411271744024200814e+01,3.826074547693662509e-01,3.826074547693662509e-01,-3.117363752453172765e-02
7.033406681336266786e+01,3.170451521761713920e+01,8.411324034132915983e+01,3.826146360368460342e-01,3.826146360368460342e-01,-3.112393319377027012e-02
7.036407281456291685e+01,3.170358205772805249e+01,8.411376240414489303e+01,3.826218059049510400e-01,3.826218059049510400e-01,-3.107431029725660210e-02
7.039407881576315162e+01,3.170265038574815364e+01,8.411428363007429709e+01,3.826289643922218264e-01,3.826289643922218264e-01,-3.102476869485215616e-02
7.042408481696338640e+01,3.170172019923860418e+01,8.411480402050109717e+01,3.826361115171658667e-01,3.826361115171658667e-01,-3.097530824666527849e-02
7.045409081816363539e+01,3.170079149576449851e+01,8.411532357680763994e+01,3.826432472982575494e-01,3.826432472982575494e-01,-3.092592881302103081e-02
7.048409681936387017e+01,3.169986427289487096e+01,8.411584230037495047e+01,3.826503717539384009e-01,3.826503717539384009e-01,-3.087663025450204657e-02
7.051410282056410495e+01,3.169893852820269586e+01,8.411636019258267538e+01,3.826574849026167513e-01,3.826574849026167513e-01,-3.082741243194320191e-02
7.054410882176435393e+01,3.169801425926487681e+01,8.411687725480912547e+01,3.826645867626680131e-01,3.826645867626680131e-01,-3.077827520640141756e-02
7.057411482296458871e+01,3.169709146366225738e+01,8.411739348843121888e+01,3.826716773524345694e-01,3.826716773524345694e-01,-3.072921843918052787e-02
