t,Ca,S,h,dCa_dt,dCa_dt_noisy
2.433874194265392532e+01,1.709621746846955170e-01,1.094963009178280045e+00,9.593949021063410409e-01,-3.427095158944799824e-03,-1.100955046396097647e-01
2.435207823960880447e+01,1.709165143401257803e-01,1.094926148491683238e+00,9.594502571815543002e-01,-3.420446943474271528e-03,-6.056597938834407113e-02
2.436541453656368361e+01,1.708709425598609333e-01,1.094889367727844620e+00,9.595054658595942865e-01,-3.413809267802311864e-03,7.751020640090583447e-02
2.437875083351856276e+01,1.708254591962827251e-01,1.094852666719123624e+00,9.595605285208385071e-01,-3.407182118832181861e-03,-1.597446722117994850e-02
2.439208713047343835e+01,1.707800641110186479e-01,1.094816045291066686e+00,9.596154455472923894e-01,-3.400565493273742523e-03,1.297605885943706183e-01
2.440542342742831750e+01,1.707347571705646605e-01,1.094779503265861598e+00,9.596702173201964170e-01,-3.393959393359798071e-03,1.763030712626049296e-02
2.441875972438319664e+01,1.706895382401769634e-01,1.094743040467097916e+00,9.597248442193716533e-01,-3.387363819927914632e-03,1.856956396488496780e-02
2.443209602133807579e+01,1.706444071847553479e-01,1.094706656719069082e+00,9.597793266237297782e-01,-3.380778773274251137e-03,-2.467418480104339659e-02
2.444543231829295493e+01,1.705993638688431679e-01,1.094670351846772638e+00,9.598336649112724217e-01,-3.374204253154364230e-03,-1.323806958590952043e-02
2.445876861524783408e+01,1.705544081566274794e-01,1.094634125675909342e+00,9.598878594590920521e-01,-3.367640258782111928e-03,4.706217742856762601e-03
2.447210491220271322e+01,1.705095399119388178e-01,1.094597978032884056e+00,9.599419106433713100e-01,-3.361086788830826289e-03,4.012855734542049302e-02
2.448544120915759237e+01,1.704647589982514200e-01,1.094561908744804857e+00,9.599958188393831193e-01,-3.354543841431932572e-03,1.704822915242897030e-03
2.449877750611247151e+01,1.704200652786830583e-01,1.094525917639484369e+00,9.600495844214911312e-01,-3.348011414175011691e-03,-4.990646719982584460e-03
2.451211380306735066e+01,1.703754586159951789e-01,1.094490004545438211e+00,9.601032077631491690e-01,-3.341489504108938191e-03,-4.953600042389417341e-02
2.452545010002222980e+01,1.703309388725927909e-01,1.094454169291886103e+00,9.601566892369013395e-01,-3.334978107740173281e-03,-2.522309380520101549e-02
2.453878639697710895e+01,1.702865059105244661e-01,1.094418411708751426e+00,9.602100292143824767e-01,-3.328477221033396272e-03,-2.342391410574576338e-02
2.455212269393198454e+01,1.702421595914824504e-01,1.094382731626661220e+00,9.602632280663174758e-01,-3.321986839411643355e-03,-9.745592016673000624e-03
2.456545899088686369e+01,1.701978997768025248e-01,1.094347128876946185e+00,9.603162861625218483e-01,-3.315506957755620654e-03,-3.838490050479032717e-02
2.457879528784174283e+01,1.701537263274641443e-01,1.094311603291641344e+00,9.603692038719015001e-01,-3.309037570403468298e-03,-5.550751535523142793e-02
2.459213158479662198e+01,1.701096391040903266e-01,1.094276154703484494e+00,9.604219815624526202e-01,-3.302578671152217593e-03,-1.892960745562593736e-02
2.460546788175150112e+01,1.700656379669477081e-01,1.094240782945917978e+00,9.604746196012616810e-01,-3.296130253255473430e-03,-1.205034715353919261e-01
2.461880417870638027e+01,1.700217227759464877e-01,1.094205487853087355e+00,9.605271183545058822e-01,-3.289692309424767369e-03,-7.600938873298304643e-02
2.463214047566125942e+01,1.699778933906405110e-01,1.094170269259842065e+00,9.605794781874525956e-01,-3.283264831829335595e-03,-4.409821147559538773e-02
2.464547677261613856e+01,1.699341496702272414e-01,1.094135127001735652e+00,9.606316994644595875e-01,-3.276847812095154411e-03,1.268722764349000665e-02
2.465881306957101771e+01,1.698904914735476779e-01,1.094100060915024875e+00,9.606837825489751292e-01,-3.270441241306085156e-03,-3.893662592898032571e-02
2.467214936652589685e+01,1.698469186590864932e-01,1.094065070836670150e+00,9.607357278035377757e-01,-3.264045110002979089e-03,-5.786606813057107446e-02
2.468548566348077600e+01,1.698034310849718953e-01,1.094030156604336446e+00,9.607875355897764758e-01,-3.257659408183656569e-03,2.486076242629875477e-02
2.469882196043565514e+01,1.697600286089757937e-01,1.093995318056391497e+00,9.608392062684107948e-01,-3.251284125303066652e-03,-1.339802495457802743e-02
2.471215825739053429e+01,1.697167110885135777e-01,1.093960555031907367e+00,9.608907401992503594e-01,-3.244919250273224642e-03,5.645383312249186575e-02
2.472549455434540988e+01,1.696734783806443381e-01,1.093925867370659555e+00,9.609421377411953014e-01,-3.238564771462885961e-03,-1.789748381460605497e-02
2.473883085130028903e+01,1.696303303420707009e-01,1.093891254913127442e+00,9.609933992522363688e-01,-3.232220676697629413e-03,-4.132370704345092460e-02
2.475216714825516817e+01,1.695872668291389385e-01,1.093856717500494291e+00,9.610445250894544822e-01,-3.225886953259746170e-03,-2.566179225175002979e-02
2.476550344521004732e+01,1.695442876978389135e-01,1.093822254974646579e+00,9.610955156090209561e-01,-3.219563587888170375e-03,7.480814421592171803e-02
2.477883974216492646e+01,1.695013928038041351e-01,1.093787867178174888e+00,9.611463711661976106e-01,-3.213250566778770578e-03,6.370459452448432036e-02
2.479217603911980561e+01,1.694585820023115919e-01,1.093753553954373903e+00,9.611970921153365488e-01,-3.206947875583170127e-03,-1.390335294676895870e-03
2.480551233607468475e+01,1.694158551521550427e-01,1.093719315144196624e+00,9.612476788110756454e-01,-3.200655503519861389e-03,4.001229443734111851e-02
2.481884863302956390e+01,1.693732121223088249e-01,1.093685150581076071e+00,9.612981316092478190e-01,-3.194373450808217496e-03,-7.421718971315091617e-02
2.483218492998444304e+01,1.693306527806728579e-01,1.093651060099751327e+00,9.613484508637233361e-01,-3.188101716627540771e-03,4.987529111009374183e-02
2.484552122693932219e+01,1.692881769947789106e-01,1.093617043535666911e+00,9.613986369274741817e-01,-3.181840299596901123e-03,6.927902615663016767e-03
2.485885752389420134e+01,1.692457846318547454e-01,1.093583100724921708e+00,9.614486901526002605e-01,-3.175589197841728606e-03,-1.329720682646421716e-02
2.487219382084908048e+01,1.692034755588241457e-01,1.093549231504270081e+00,9.614986108903305073e-01,-3.169348408991877475e-03,-8.217870011410862222e-03
2.488553011780395607e+01,1.691612496423069156e-01,1.093515435711120309e+00,9.615483994910216659e-01,-3.163117930184110305e-03,2.342409274474992371e-03
2.489886641475883522e+01,1.691191067486187971e-01,1.093481713183536375e+00,9.615980563041595097e-01,-3.156897758059398762e-03,-3.086916282173614995e-02
2.491220271171371436e+01,1.690770467437715252e-01,1.093448063760235955e+00,9.616475816783576214e-01,-3.150687888765518752e-03,-2.783247917503879967e-02
2.492553900866859351e+01,1.690350694934728837e-01,1.093414487280591985e+00,9.616969759613585023e-01,-3.144488317955308754e-03,-6.718958662702223528e-02
2.493887530562347266e+01,1.689931748631265940e-01,1.093380983584632649e+00,9.617462395000327957e-01,-3.138299040786114713e-03,6.276815910277308563e-02
2.495221160257835180e+01,1.689513627178324262e-01,1.093347552513039611e+00,9.617953726403795089e-01,-3.132120051922621107e-03,-5.285953639249415387e-02
2.496554789953323095e+01,1.689096329223861159e-01,1.093314193907150678e+00,9.618443757275261241e-01,-3.125951345533145576e-03,-1.875290634661302622e-02
2.497888419648811009e+01,1.688679853412793641e-01,1.093280907608957131e+00,9.618932491057288203e-01,-3.119792915292289581e-03,3.646426575196894115e-02
2.499222049344298924e+01,1.688264198386999204e-01,1.093247693461106174e+00,9.619419931183716965e-01,-3.113644754380036350e-03,4.510917871750502045e-02
2.500555679039786838e+01,1.687849362785314999e-01,1.093214551306898485e+00,9.619906081079676596e-01,-3.107506855481584340e-03,5.467712425903404477e-02
2.501889308735274753e+01,1.687435345243538110e-01,1.093181480990290666e+00,9.620390944161577584e-01,-3.101379210787361118e-03,-4.059089540820487452e-02
2.503222938430762667e+01,1.687022144394425827e-01,1.093148482355893458e+00,9.620874523837117387e-01,-3.095261811993217649e-03,-3.415461731273816692e-02
2.504556568126250582e+01,1.686609758867695097e-01,1.093115555248972193e+00,9.621356823505273770e-01,-3.089154650300428295e-03,-1.692072674650504926e-02
2.505890197821738141e+01,1.686198187290022799e-01,1.093082699515447453e+00,9.621837846556312579e-01,-3.083057716415357752e-03,-1.008118392975416305e-01
2.507223827517226056e+01,1.685787428285046019e-01,1.093049915001894190e+00,9.622317596371781079e-01,-3.076971000549919011e-03,2.671786934171508157e-02
2.508557457212713970e+01,1.685377480473361500e-01,1.093017201555542162e+00,9.622796076324512393e-01,-3.070894492421046007e-03,-9.140675706581960491e-02
2.509891086908201885e+01,1.684968342472525915e-01,1.092984559024275715e+00,9.623273289778622175e-01,-3.064828181251109951e-03,-2.128002588965396957e-02
2.511224716603689799e+01,1.684560012897056425e-01,1.092951987256634450e+00,9.623749240089511936e-01,-3.058772055767787490e-03,2.709884896372790827e-02
2.512558346299177714e+01,1.684152490358429566e-01,1.092919486101812110e+00,9.624223930603864607e-01,-3.052726104203956625e-03,2.382485749290499596e-02
2.513891975994665628e+01,1.683745773465081808e-01,1.092887055409657471e+00,9.624697364659650090e-01,-3.046690314297717528e-03,-3.649359218023770501e-02
2.515225605690153543e+01,1.683339860822410106e-01,1.092854695030674117e+00,9.625169545586121922e-01,-3.040664673292683973e-03,2.690760191812288996e-02
2.516559235385641458e+01,1.682934751032770793e-01,1.092822404816020221e+00,9.625640476703816173e-01,-3.034649167937199243e-03,3.456396119311336973e-02
2.517892865081129372e+01,1.682530442695480410e-01,1.092790184617508764e+00,9.626110161324554770e-01,-3.028643784485349211e-03,-9.531505080802872565e-02
2.519226494776617287e+01,1.682126934406815155e-01,1.092758034287607316e+00,9.626578602751443281e-01,-3.022648508696587633e-03,-2.850584666764180430e-02
2.520560124472105201e+01,1.681724224760011988e-01,1.092725953679438256e+00,9.627045804278869801e-01,-3.016663325835493292e-03,1.470004832638940190e-02
2.521893754167592760e+01,1.681322312345266690e-01,1.092693942646779215e+00,9.627511769192508284e-01,-3.010688220671575710e-03,4.122343602643928351e-03
2.523227383863080675e+01,1.680921195787322964e-01,1.092662001041098563e+00,9.627976500781300073e-01,-3.004723181453075598e-03,-2.624676857585522827e-02
2.524561013558568590e+01,1.680520873807037907e-01,1.092630128706794768e+00,9.628440002345318716e-01,-2.998768206755569876e-03,-2.137185036557385023e-02
2.525894643254056504e+01,1.680121345114185538e-01,1.092598325489614997e+00,9.628902277164981260e-01,-2.992823294052579519e-03,9.226609227445155270e-02
2.527228272949544419e+01,1.679722608415394891e-01,1.092566591235959894e+00,9.629363328512161591e-01,-2.986888440309608261e-03,-3.331296818105632107e-02
2.528561902645032333e+01,1.679324662414730662e-01,1.092534925792837619e+00,9.629823159650447995e-01,-2.980963642041464801e-03,3.363010700734520714e-02
2.529895532340520248e+01,1.678927505813693211e-01,1.092503329007864066e+00,9.630281773835138726e-01,-2.975048895312547292e-03,-7.189082029800858420e-02
2.531229162036008162e+01,1.678531137311217725e-01,1.092471800729262421e+00,9.630739174313242001e-01,-2.969144195738140923e-03,8.965276345721820417e-03
2.532562791731496077e+01,1.678135555603675055e-01,1.092440340805863608e+00,9.631195364323478225e-01,-2.963249538482468082e-03,3.317308935864508174e-02
2.533896421426983991e+01,1.677740759384871438e-01,1.092408949087105841e+00,9.631650347096281095e-01,-2.957364918260346753e-03,-3.477103373950623383e-02
2.535230051122471906e+01,1.677346747346048217e-01,1.092377625423035514e+00,9.632104125853793164e-01,-2.951490329335969276e-03,-4.396184372984762029e-02
2.536563680817959821e+01,1.676953518175881841e-01,1.092346369664305650e+00,9.632556703809870280e-01,-2.945625765524831352e-03,7.271763147105368696e-02
2.537897310513447735e+01,1.676561070560484978e-01,1.092315181662177448e+00,9.633008084170076035e-01,-2.939771220191476908e-03,-2.296060670240088891e-02
2.539230940208935294e+01,1.676169403183404572e-01,1.092284061268519402e+00,9.633458270131689538e-01,-2.933926686251128735e-03,3.491759568100957778e-02
2.540564569904423209e+01,1.675778514725623225e-01,1.092253008335807518e+00,9.633907264883699861e-01,-2.928092156168932148e-03,-8.055600350968922241e-02
2.541898199599911123e+01,1.675388403865559483e-01,1.092222022717125540e+00,9.634355071606806042e-01,-2.922267621960683570e-03,6.786418793955635576e-02
2.543231829295399038e+01,1.674999069279066166e-01,1.092191104266164725e+00,9.634801693473421524e-01,-2.916453075191893785e-03,-1.048080994050119147e-01
2.544565458990886953e+01,1.674610509639432587e-01,1.092160252837223400e+00,9.635247133647666384e-01,-2.910648506979238159e-03,-5.439622586620843775e-02
2.545899088686374867e+01,1.674222723617382336e-01,1.092129468285208072e+00,9.635691395285376215e-01,-2.904853907989314588e-03,-3.854028863487217460e-02
2.547232718381862782e+01,1.673835709881074940e-01,1.092098750465632317e+00,9.636134481534096574e-01,-2.899069268439115332e-03,-1.274018332708078127e-02
2.548566348077350696e+01,1.673449467096105037e-01,1.092068099234617673e+00,9.636576395533082984e-01,-2.893294578096262948e-03,-4.286379200304471677e-04
2.549899977772838611e+01,1.673063993925502646e-01,1.092037514448892743e+00,9.637017140413305372e-01,-2.887529826279058853e-03,6.616159217646927493e-02
2.551233607468326525e+01,1.672679289029733452e-01,1.092006995965793870e+00,9.637456719297442520e-01,-2.881775001856670682e-03,8.946351485429908379e-02
2.552567237163814440e+01,1.672295351066697688e-01,1.091976543643265130e+00,9.637895135299884286e-01,-2.876030093248126140e-03,8.028987365693968092e-02
2.553900866859302354e+01,1.671912178691731532e-01,1.091946157339858114e+00,9.638332391526734932e-01,-2.870295088423596708e-03,3.112210766480149465e-02
2.555234496554790269e+01,1.671529770557606265e-01,1.091915836914731264e+00,9.638768491075805356e-01,-2.864569974905091521e-03,2.580503613681832398e-03
2.556568126250277828e+01,1.671148125314528832e-01,1.091885582227651641e+00,9.639203437036621969e-01,-2.858854739763674879e-03,-1.043858577776235197e-01
2.557901755945765743e+01,1.670767241610141007e-01,1.091855393138993158e+00,9.639637232490420038e-01,-2.853149369622338949e-03,-1.088837576391682438e-02
2.559235385641253657e+01,1.670387118089519951e-01,1.091825269509737018e+00,9.640069880510148126e-01,-2.847453850655379259e-03,-3.404227465985068535e-02
2.560569015336741572e+01,1.670007753395178485e-01,1.091795211201473048e+00,9.640501384160464760e-01,-2.841768168587138765e-03,2.290656571786552076e-02
2.561902645032229486e+01,1.669629146167064537e-01,1.091765218076397259e+00,9.640931746497739541e-01,-2.836092308694131148e-03,-5.395713966537487444e-02
2.563236274727717401e+01,1.669251295042561700e-01,1.091735289997314062e+00,9.641360970570053146e-01,-2.830426255803299151e-03,-4.557932029789016348e-02
2.564569904423205315e+01,1.668874198656488117e-01,1.091705426827635383e+00,9.641789059417200658e-01,-2.824769994293006847e-03,-4.125560630954959451e-02
2.565903534118693230e+01,1.668497855644012207e-01,1.091675628431148182e+00,9.642216016071801787e-01,-2.819123508396192967e-03,2.422999831417872729e-02
2.567237163814181145e+01,1.668122264719510417e-01,1.091645894665810967e+00,9.642641843582099304e-01,-2.813486790589882214e-03,1.929935649114374908e-03
2.568570793509669059e+01,1.667747424638915399e-01,1.091616225386850436e+00,9.643066544987649591e-01,-2.807859837945007875e-03,-5.429433888948943104e-02
2.569904423205156974e+01,1.667373334147193575e-01,1.091586620450782918e+00,9.643490123314433227e-01,-2.802242646269464954e-03,-8.735954980754603860e-02
2.571238052900644888e+01,1.666999991987174468e-01,1.091557079714687406e+00,9.643912581580605936e-01,-2.796635210961823104e-03,-3.284661055812516939e-02
2.572571682596132447e+01,1.666627396899551528e-01,1.091527603036205329e+00,9.644333922796495262e-01,-2.791037527012402153e-03,-3.611651724258161528e-02
2.573905312291620362e+01,1.666255547622880473e-01,1.091498190273540114e+00,9.644754149964603895e-01,-2.785449589003230475e-03,-3.187538076270810677e-02
2.575238941987108277e+01,1.665884442893581507e-01,1.091468841285457625e+00,9.645173266079607455e-01,-2.779871391108024170e-03,-2.166102135536397688e-03
2.576572571682596191e+01,1.665514081445937378e-01,1.091439555931285943e+00,9.645591274128354486e-01,-2.774302927092249516e-03,2.827731752735125267e-02
2.577906201378084106e+01,1.665144462012094762e-01,1.091410334070915367e+00,9.646008177089866464e-01,-2.768744190313747466e-03,3.100579958471660902e-02
2.579239831073572020e+01,1.664775583322062880e-01,1.091381175564798411e+00,9.646423977935340011e-01,-2.763195173722012010e-03,-3.753891496840081055e-02
2.580573460769059935e+01,1.664407444103715439e-01,1.091352080273950476e+00,9.646838679628143565e-01,-2.757655869858627318e-03,-4.173708022158700848e-02
2.581907090464547849e+01,1.664040043082788134e-01,1.091323048059948508e+00,9.647252285123818494e-01,-2.752126270857496726e-03,6.568652896925193663e-02
2.583240720160035764e+01,1.663673378982881423e-01,1.091294078784932120e+00,9.647664797370082423e-01,-2.746606368444905188e-03,-1.680069530559762797e-02
2.584574349855523678e+01,1.663307450525458031e-01,1.091265172311603138e+00,9.648076219306822576e-01,-2.741096153939678870e-03,2.866883012045554069e-02
2.585907979551011593e+01,1.662942256429844334e-01,1.091236328503225383e+00,9.648486553866103543e-01,-2.735595618252754935e-03,3.858913803328130852e-03
2.587241609246499507e+01,1.662577795413230364e-01,1.091207547223625562e+00,9.648895803972160623e-01,-2.730104751888097481e-03,1.307873881511485009e-02
2.588575238941987422e+01,1.662214066190669248e-01,1.091178828337192153e+00,9.649303972541403152e-01,-2.724623544942177122e-03,7.047864707428827535e-02
2.589908868637474981e+01,1.661851067475077215e-01,1.091150171708876071e+00,9.649711062482414503e-01,-2.719151987104422019e-03,-1.563466880472274417e-02
2.591242498332962896e+01,1.661488797977234422e-01,1.091121577204190674e+00,9.650117076695949869e-01,-2.713690067657259508e-03,4.773988349309184198e-02
2.592576128028450810e+01,1.661127256405783847e-01,1.091093044689211311e+00,9.650522018074940700e-01,-2.708237775475900999e-03,2.101589982749815094e-02
2.593909757723938725e+01,1.660766441467231846e-01,1.091064574030575995e+00,9.650925889504488042e-01,-2.702795099028640347e-03,-1.080850885552003468e-02
2.595243387419426639e+01,1.660406351865948704e-01,1.091036165095484733e+00,9.651328693861870311e-01,-2.697362026377277122e-03,-2.568326709008073722e-02
2.596577017114914554e+01,1.660046986304167249e-01,1.091007817751699971e+00,9.651730434016536631e-01,-2.691938545176880693e-03,-2.851560869888713004e-02
2.597910646810402469e+01,1.659688343481984241e-01,1.090979531867546148e+00,9.652131112830111270e-01,-2.686524642676060837e-03,5.105630077978502712e-02
2.599244276505890383e+01,1.659330422097359536e-01,1.090951307311910146e+00,9.652530733156390319e-01,-2.681120305716898355e-03,4.347805491662489613e-02
2.600577906201378298e+01,1.658973220846116370e-01,1.090923143954241503e+00,9.652929297841343903e-01,-2.675725520735201812e-03,-4.324982097672121217e-02
2.601911535896866212e+01,1.658616738421941073e-01,1.090895041664551535e+00,9.653326809723115076e-01,-2.670340273760375693e-03,1.574958193437809781e-02
2.603245165592354127e+01,1.658260973516384185e-01,1.090867000313413993e+00,9.653723271632022040e-01,-2.664964550415989397e-03,-8.879888104499686352e-02
2.604578795287842041e+01,1.657905924818858512e-01,1.090839019771965068e+00,9.654118686390555926e-01,-2.659598335919499679e-03,-3.849824323689412901e-04
2.605912424983329601e+01,1.657551591016640791e-01,1.090811099911903170e+00,9.654513056813378569e-01,-2.654241615082465755e-03,9.397385898245083635e-02
2.607246054678817515e+01,1.657197970794871134e-01,1.090783240605488702e+00,9.654906385707329175e-01,-2.648894372310618694e-03,-5.928766465266373242e-02
2.608579684374305430e+01,1.656845062836552473e-01,1.090755441725544950e+00,9.655298675871417657e-01,-2.643556591604201422e-03,1.146138668821568979e-02
2.609913314069793344e+01,1.656492865822749572e-01,1.090727703145440985e+00,9.655689930096912343e-01,-2.638228256578174780e-03,-3.198435120373317730e-02
2.611246943765281259e+01,1.656141378490336713e-01,1.090700024734520657e+00,9.656080151185978400e-01,-2.632909356551180191e-03,1.269196648914994435e-03
2.612580573460769173e+01,1.655790599639326011e-01,1.090672406357689805e+00,9.656469341940557838e-01,-2.627599887641343668e-03,-5.293202909066065109e-02
2.613914203156257088e+01,1.655440528056871530e-01,1.090644847881320434e+00,9.656857505146199117e-01,-2.622299844559236592e-03,6.063993782798792961e-03
2.615247832851745002e+01,1.655091162528373183e-01,1.090617349172304795e+00,9.657244643581108789e-01,-2.617009221644421568e-03,-1.131902915819829325e-01
2.616581462547232917e+01,1.654742501837476731e-01,1.090589910098053394e+00,9.657630760016153726e-01,-2.611728012868248794e-03,-1.516160258836977970e-02
2.617915092242720831e+01,1.654394544766072950e-01,1.090562530526496543e+00,9.658015857214857780e-01,-2.606456211831954806e-03,-1.803016549481439162e-02
2.619248721938208746e+01,1.654047290094299294e-01,1.090535210326083027e+00,9.658399937933407342e-01,-2.601193811768279240e-03,-7.513287729844738902e-03
2.620582351633696661e+01,1.653700736600537957e-01,1.090507949365780771e+00,9.658783004920645787e-01,-2.595940805541117891e-03,9.248102154359597038e-02
2.621915981329184575e+01,1.653354883061417535e-01,1.090480747515077509e+00,9.659165060918076806e-01,-2.590697185644953715e-03,-5.821012975653998972e-02
2.623249611024672134e+01,1.653009728251812194e-01,1.090453604643979224e+00,9.659546108659862185e-01,-2.585462944206057267e-03,-3.612941803226468046e-02
2.624583240720160049e+01,1.652665270944841114e-01,1.090426520623011708e+00,9.659926150872824024e-01,-2.580238072981966280e-03,-6.823123890226096000e-02
2.625916870415647963e+01,1.652321509911870157e-01,1.090399495323219003e+00,9.660305190276444742e-01,-2.575022563362179551e-03,2.005528375350659753e-02
2.627250500111135878e+01,1.651978443922509920e-01,1.090372528616164960e+00,9.660683229582863740e-01,-2.569816406367483874e-03,-3.090046958019137049e-03
2.628584129806623793e+01,1.651636071744617407e-01,1.090345620373932567e+00,9.661060271496880736e-01,-2.564619592650425883e-03,-5.964925961384820452e-02
2.629917759502111707e+01,1.651294392144295187e-01,1.090318770469123288e+00,9.661436318715956872e-01,-2.559432112496172473e-03,4.029746272017890180e-02
2.631251389197599622e+01,1.650953403885891124e-01,1.090291978774858395e+00,9.661811373930208058e-01,-2.554253955821643440e-03,8.951805289370971808e-03
2.632585018893087536e+01,1.650613105731998931e-01,1.090265245164777630e+00,9.662185439822413846e-01,-2.549085112176052714e-03,6.377046758415694239e-02
2.633918648588575451e+01,1.650273496443458443e-01,1.090238569513040101e+00,9.662558519068011886e-01,-2.543925570741380204e-03,3.187006657670512361e-02
2.635252278284063365e+01,1.649934574779354790e-01,1.090211951694324277e+00,9.662930614335096813e-01,-2.538775320331927710e-03,-2.702522893700408553e-04
2.636585907979551280e+01,1.649596339497018671e-01,1.090185391583827323e+00,9.663301728284425796e-01,-2.533634349394645047e-03,-4.149470716230654888e-02
2.637919537675039194e+01,1.649258789352026633e-01,1.090158889057265768e+00,9.663671863569412990e-01,-2.528502646009296584e-03,-1.067678214046794971e-01
2.639253167370526754e+01,1.648921923098201070e-01,1.090132443990875055e+00,9.664041022836133976e-01,-2.523380197889196763e-03,-3.314940028120998139e-02
2.640586797066014668e+01,1.648585739487609947e-01,1.090106056261409773e+00,9.664409208723321321e-01,-2.518266992380155389e-03,4.900140349045705584e-02
2.641920426761502583e+01,1.648250237270566521e-01,1.090079725746143646e+00,9.664776423862367905e-01,-2.513163016461858468e-03,-1.616323773382381118e-02
2.643254056456990497e+01,1.647915415195630451e-01,1.090053452322869543e+00,9.665142670877326925e-01,-2.508068256746924518e-03,-4.521246218598489602e-02
2.644587686152478412e+01,1.647581272009606412e-01,1.090027235869899247e+00,9.665507952384910784e-01,-2.502982699481931528e-03,6.560079354772796120e-03
2.645921315847966326e+01,1.647247806457545483e-01,1.090001076266063906e+00,9.665872270994487758e-01,-2.497906330547014497e-03,2.979974182224449236e-02
2.647254945543454241e+01,1.646915017282743754e-01,1.089974973390713808e+00,9.666235629308090882e-01,-2.492839135456149935e-03,1.272359011678979857e-01
2.648588575238942155e+01,1.646582903226743166e-01,1.089948927123717715e+00,9.666598029920409063e-01,-2.487781099357662395e-03,-5.238400946556183435e-02
2.649922204934430070e+01,1.646251463029331785e-01,1.089922937345464415e+00,9.666959475418789305e-01,-2.482732207033704064e-03,-2.209433726150187779e-02
2.651255834629917985e+01,1.645920695428542690e-01,1.089897003936860953e+00,9.667319968383242257e-01,-2.477692442900851499e-03,-5.972198290023103540e-02
2.652589464325405899e+01,1.645590599160655088e-01,1.089871126779333954e+00,9.667679511386434443e-01,-2.472661791010202781e-03,-4.042467892690222026e-02
2.653923094020893814e+01,1.645261172960194029e-01,1.089845305754829186e+00,9.668038106993691594e-01,-2.467640235047474651e-03,3.775716730430352108e-02
2.655256723716381728e+01,1.644932415561451422e-01,1.089819540745688320e+00,9.668395757763638132e-01,-2.462627758490258667e-03,-1.105196917362311591e-02
2.656590353411869287e+01,1.644604325765318120e-01,1.089793831629357834e+00,9.668752466269230350e-01,-2.457624351660463169e-03,-7.560551830863135314e-02
2.657923983107357202e+01,1.644276902415659214e-01,1.089768178280455357e+00,9.669108235076724345e-01,-2.452630009529326027e-03,5.766360783220084857e-02
2.659257612802845117e+01,1.643950144345388276e-01,1.089742580574888819e+00,9.669463066738661627e-01,-2.447644725813137578e-03,7.833386944808823360e-02
2.660591242498333031e+01,1.643624050386002788e-01,1.089717038389043768e+00,9.669816963800744736e-01,-2.442668493895509829e-03,3.170339755672087895e-02
2.661924872193820946e+01,1.643298619367584978e-01,1.089691551599784702e+00,9.670169928801832793e-01,-2.437701306826162151e-03,-5.365411205066938916e-02
2.663258501889308860e+01,1.642973850118800705e-01,1.089666120084453294e+00,9.670521964273948168e-01,-2.432743157323537242e-03,-5.731627723667634400e-02
2.664592131584796775e+01,1.642649741466901681e-01,1.089640743720869720e+00,9.670873072742266485e-01,-2.427794037772428026e-03,5.510763809436262928e-02
2.665925761280284689e+01,1.642326292237722973e-01,1.089615422387332000e+00,9.671223256725128836e-01,-2.422853940226198100e-03,-5.484664303093461646e-02
2.667259390975772604e+01,1.642003501255684395e-01,1.089590155962616436e+00,9.671572518734029567e-01,-2.417922856405511911e-03,-3.347819960510790838e-02
2.668593020671260518e+01,1.641681367343790499e-01,1.089564944325977169e+00,9.671920861273626269e-01,-2.413000777699111921e-03,-7.623002117781434162e-02
2.669926650366748433e+01,1.641359889323630306e-01,1.089539787357146627e+00,9.672268286841735341e-01,-2.408087695164075337e-03,8.482887035809816290e-02
2.671260280062236347e+01,1.641039066015376746e-01,1.089514684936335076e+00,9.672614797929328656e-01,-2.403183599525827996e-03,-3.874316517297203555e-02
2.672593909757724262e+01,1.640718896237787772e-01,1.089489636944230844e+00,9.672960397020541334e-01,-2.398288481178012521e-03,-1.487040726322858691e-02
2.673927539453211821e+01,1.640399378808205799e-01,1.089464643262000543e+00,9.673305086592665081e-01,-2.393402330183549975e-03,-4.256485211348744191e-02
2.675261169148699736e+01,1.640080512542557156e-01,1.089439703771288404e+00,9.673648869116152627e-01,-2.388525136273716987e-03,-3.942625352218952911e-02
2.676594798844187650e+01,1.639762296255353191e-01,1.089414818354217385e+00,9.673991747054614398e-01,-2.383656888848874333e-03,-6.287728488172994457e-02
2.677928428539675565e+01,1.639444728759689718e-01,1.089389986893387618e+00,9.674333722864819629e-01,-2.378797576978890216e-03,4.581902483921576619e-02
2.679262058235163479e+01,1.639127808867246738e-01,1.089365209271877966e+00,9.674674798996698577e-01,-2.373947189402828006e-03,-3.998055547453163022e-02
2.680595687930651394e+01,1.638811535388288720e-01,1.089340485373245349e+00,9.675014977893339196e-01,-2.369105714528731144e-03,6.232966165723525381e-02
2.681929317626139309e+01,1.638495907131664875e-01,1.089315815081524308e+00,9.675354261990987137e-01,-2.364273140435448062e-03,-6.896935115570884678e-02
2.683262947321627223e+01,1.638180922904808323e-01,1.089291198281227668e+00,9.675692653719050185e-01,-2.359449454870717056e-03,1.528892284188175521e-02
2.684596577017115138e+01,1.637866581513737763e-01,1.089266634857346316e+00,9.676030155500094931e-01,-2.354634645252977332e-03,3.853609056478910638e-02
