A,B,P,Q,J_net
3.801791944613249097e+00,1.246757228371077497e+00,9.163620631516479875e+00,2.264538704240401490e+00,-1.003045129465706675e-01
1.701703308039524964e-01,9.955324710867161642e+00,1.709244808460697929e+00,3.265144442407314607e+00,-2.108869562632523578e-02
9.135488843358992028e+00,3.160162130550927539e+00,8.834881299175540548e+00,4.582309746479186430e+00,5.765301118296616706e-02
8.424485487531637062e+00,7.520351318502501714e-01,3.151683560601343803e+00,6.344448947285288298e+00,-4.151332061866102457e-02
1.036736423282334840e+00,5.546481016882395032e+00,4.617254247124022548e+00,7.837970633243298124e+00,-1.448672737892992834e-01
6.877229352587048261e+00,1.786070984451132215e+00,2.599037712138452250e+00,1.752295607132228428e+00,2.029799161898229454e-01
4.968688138004951682e+00,7.566273469527915907e+00,5.846853219525549150e+00,7.215296939578281332e+00,1.013514362223985193e-01
8.236729441957015396e+00,1.299436074776234795e+00,8.958976445254171139e+00,2.454561512897464937e+00,-3.457371796168715039e-03
1.869551466768702097e+00,2.433406740007745928e+00,7.228270524126824137e-01,8.766289965484121538e+00,3.769926611856139892e-02
1.883032590356764624e+00,7.621039000081456294e+00,9.596022954757359003e+00,8.132085372878734120e+00,-1.392319429769861006e-01
9.544626807358508103e+00,9.285857790126977207e+00,2.919943144078374631e-01,2.712153097339058405e+00,5.445843010586666200e-01
2.161808572292538422e+00,3.922247225144861016e+00,3.885502197451781381e+00,3.836640171960970846e+00,1.900110972597609041e-02
4.406429498991322191e+00,7.878605167761221217e+00,2.830412170604022393e+00,1.827047342603203894e+00,3.597946936657007710e-01
1.755524242318444728e+00,7.051597694344663658e+00,2.753799805150850322e+00,5.900365799984628623e+00,5.865877701215176099e-02
3.317358339068464446e+00,6.045811123721959390e+00,9.229231851623442395e+00,8.236183141636001181e+00,-1.025930322876854039e-01
3.371419722922037732e+00,5.327539527961741683e+00,4.610744819738517464e+00,3.436360685065359633e+00,1.294120014566945698e-01
6.116294204333104112e+00,7.921802972262917963e-01,1.538820976865152179e+00,9.093867300728780023e+00,-2.931187464512128096e-02
5.338384234538109396e+00,7.013976596248373774e+00,8.786864927425025229e+00,5.329258124096413418e+00,8.141655681961076918e-02
9.572090588574861059e+00,9.042608301706016150e+00,4.685212070945179441e+00,8.171296946495056446e+00,2.672186149517456477e-01
8.097530143788180368e+00,1.933026706224382218e+00,4.332796786824240520e+00,8.240736906618041369e-01,2.441618610224412511e-01
7.460140758272493677e+00,3.849571030550155371e+00,1.534666446516080585e-01,3.633467777151734079e+00,3.879052848766968986e-01
3.037476609827387541e+00,2.821476405756554229e+00,4.026835015925849248e+00,3.680589789674885814e+00,2.201819935376185186e-02
3.098441666122158100e+00,2.990599955091876705e+00,6.588992385878523983e+00,9.641663234051932818e+00,-1.805445590850449089e-01
4.629293692812913363e+00,6.392741734539912457e+00,4.865117063628034089e+00,8.990922291626997520e+00,5.216969559489849362e-02
3.004325813942221313e+00,2.314841731687952375e+00,7.499712237871739795e+00,8.744676350200457193e+00,-2.156767726877388824e-01
1.939260999149538200e+00,5.255121133375815212e+00,1.627285732560792841e-01,6.646794190893718479e+00,2.447777374624925395e-01
2.047136167847041666e+00,9.503995486756840805e+00,6.356044688809745047e+00,7.507741355794818716e+00,-2.928399826104940984e-02
3.853068697073827487e+00,1.517310770354805660e+00,7.817263374374747720e+00,1.663666324745725955e+00,-1.388575349242537720e-02
3.428439888043866013e+00,7.016391444163887492e+00,6.822285255535813775e+00,5.715825257979780361e+00,3.427880113172066673e-02
9.416891262301470888e+00,1.984552843196549787e+00,1.849460303433174913e+00,3.083186351555956772e+00,2.067517558701300606e-01
6.089760456910424224e+00,2.413048820990516319e+00,8.296320030131791867e+00,8.678882445446721050e+00,-1.346866358146927289e-01
8.711256426658620100e+00,5.961904898758457749e-01,8.037721781790393649e+00,1.287291216858244658e+00,3.444449313991385987e-04
1.076326621158511632e+00,7.910749575974115544e+00,8.753809696296157128e+00,8.118637475501698786e-01,5.978424459981699496e-02
4.874071388731641141e-01,5.576758943939806867e-01,5.835242350760223573e+00,6.229526399417904869e+00,-3.316250777808392169e-01
8.353936504634367211e+00,4.489508508985236013e+00,5.368095182427385481e+00,9.739125066768959726e+00,5.998672626757652060e-02
4.429521016659911936e+00,6.010583994639363326e+00,2.288254326930000193e+00,6.152175247954211557e+00,2.123411340809869541e-01
5.551626222096628815e+00,7.488403305828172485e+00,7.626842468090898386e+00,1.092856767207151636e+00,3.075158959500491895e-01
2.799878968531019918e+00,3.669816056695086370e+00,5.316415549119727579e+00,6.030615159854565199e+00,-6.883683500428855462e-02
4.388828322276872029e+00,8.081800672541630703e+00,8.271859227132056347e+00,8.597419350794025306e+00,-4.302334053871165339e-04
1.413721406831340843e+00,1.302290600311161839e+00,1.323306253192440218e+00,5.238220095793109543e+00,-6.671724035353758520e-02
9.917146933647087437e+00,3.326580127386919550e+00,4.001073427625243539e+00,6.105814663134421671e+00,1.477774716703899593e-01
5.541542316896731712e+00,7.502567547921819013e-01,1.818847846581213012e+00,2.951214775190512007e+00,4.015350694680257931e-02
1.078299423740694651e+00,8.510992378554745885e-01,1.886040639386377116e+00,2.117240935388380874e-01,9.400919850993408322e-02
8.530615499370798105e+00,5.545697953811731473e+00,7.858827411337409252e+00,1.210199841067727267e+00,3.308344606315757330e-01
4.357788130263904769e+00,3.214544198458133994e+00,6.913031958645773578e+00,4.580497801262437108e+00,-1.968013720732673250e-02
6.388453117163410688e+00,4.543594887520888470e+00,3.368560860352021624e+00,3.785261058079567587e-01,4.228714792262071587e-01
1.656789505844783905e+00,5.768732663165863528e+00,9.222044111594163596e+00,1.256758256681226982e+00,5.023728669024488114e-02
4.016326368596400798e+00,6.330134837008435378e-01,1.292567742312817458e+00,8.236683060010877355e+00,-5.719143996267327806e-02
5.030070909055691430e+00,2.536576103873252386e+00,2.990801505996675047e+00,3.970623295570048228e+00,1.131460496069590510e-01
5.022800706242747992e+00,9.367243399217274558e+00,6.025824174259874155e+00,7.580827922031332378e-01,3.538428630969568944e-01
8.215585335448686521e+00,1.406527650557289455e+00,9.743118775942271270e+00,3.061188232104250506e+00,-3.421327750083983515e-02
5.008315449982772449e+00,6.056418370092126580e+00,6.544041965845147857e+00,5.322633397397626531e+00,9.596810413689942088e-02
3.094747858555967568e+00,4.203683335605166604e+00,4.709779560075857852e+00,4.784586961606479782e+00,2.289643351410294500e-02
2.750775739840949363e+00,2.786965236153947423e+00,1.641840320660171937e+00,2.227277820582986845e-01,3.386906313721272377e-01
3.146248379695208097e+00,3.838605263821436075e+00,8.783654040334127444e+00,2.193339174636387057e+00,3.235943990641494683e-02
4.776109141915489076e+00,8.986071896590942742e+00,5.771637082721774448e-01,4.623334687586782898e+00,4.162766949652028092e-01
2.716518175201796836e+00,7.031227617434565147e+00,1.444846763023774239e+00,1.249957606581782787e+00,3.466854839913682262e-01
4.063702489268838924e-01,8.241235584100421008e+00,9.222695746806413908e+00,5.189131769291376983e+00,-1.608553720337978776e-01
2.072437769460398371e+00,4.072122488724870593e+00,4.597557756261708484e+00,3.560582530495743026e+00,4.433873716557757208e-03
5.823741963913064978e+00,8.715765103876126352e-01,5.597715616069474542e+00,6.070382212420075696e+00,-1.393970606082663710e-01
2.778281559883709395e+00,3.269495002269641848e+00,5.879485655286350587e-01,7.826945377089256972e+00,1.518607691252042702e-01
3.385111187780640574e+00,7.607824933777863841e+00,3.658187809837059490e+00,4.014550713018534722e+00,1.944421932389412966e-01
2.659919754268799341e+00,5.432561991165424153e+00,7.606747950921383783e+00,9.183139361700966674e+00,-1.361673066526689069e-01
1.058056567057725772e+00,7.826031400783368674e+00,3.894265512737328461e+00,2.489433606168561575e+00,5.426045422952938818e-02
1.885893126647056661e+00,2.058686438070053359e+00,6.846059186730926172e+00,4.475116047694637444e+00,-1.797806016354247527e-01
2.619359190262051662e+00,7.718667171667984661e+00,2.796122766833281315e+00,8.545467610985248541e+00,8.103732163923407783e-02
8.409564897610431800e+00,2.123167877813055604e+00,9.373964626957834056e+00,2.312527014351993593e+00,7.198088260695174878e-02
2.290134620976445046e+00,7.454922748741269700e+00,2.180832150456862184e+00,2.187269773500600256e-01,3.285509212915747601e-01
8.301138406911817924e+00,6.270827280545484328e+00,6.776446009871512466e+00,2.979363036352097538e+00,2.745520268622255733e-01
7.458666121275641991e+00,6.665713933964313442e-01,3.884890992856119052e+00,4.378272450146233119e+00,-5.179539432593215781e-02
9.745515734318258794e+00,9.403640428520073868e+00,5.420658932893011039e-01,5.504693724763225049e+00,4.824138467440905464e-01
7.560542427859037851e+00,9.189682991192841044e+00,4.216259231876674285e+00,3.486536131851681208e+00,3.643761128957908046e-01
1.239619235282682030e+00,4.327322921350560847e+00,3.276402422225893396e+00,2.655332118261401586e+00,2.577536531316109575e-02
9.406423256180714176e+00,1.342367720312791723e+00,9.925268538742834323e+00,4.782616874361659498e+00,-8.303790804937151437e-02
8.436736748063944802e+00,3.674493779992994202e+00,2.711754225983225464e+00,2.904614321145273070e+00,2.948751412859700327e-01
4.491923156522128480e+00,4.120447815104413714e+00,4.927974168646816366e+00,7.421882500824676043e+00,1.988450424467719767e-03
4.392530538010158914e+00,2.495550507531780760e+00,4.643995444795469218e+00,8.961170998282586453e+00,-9.408462671138245748e-02
4.064474066690759169e-01,3.673672032680750821e+00,5.026607250169372598e+00,3.173699131835599374e+00,-1.496031444706671099e-01
2.254651228181185907e+00,8.126242993542080129e+00,1.618038377538809192e+00,8.265777684004241843e-01,3.197175669609055304e-01
7.177372542318210868e+00,6.005613401798355788e+00,6.327768864385450165e+00,4.199504920455693124e+00,2.042642699557620789e-01
1.194215314126042760e+00,5.548122202292817384e+00,9.141598069306990482e+00,2.241232314052342911e+00,-4.558631009401559187e-02
9.918274440184552176e+00,3.190042751032722723e+00,6.854610054699197264e+00,6.250292590239459045e+00,6.180205840631678577e-02
3.146564898667845167e-01,7.439999341217923501e+00,7.360422128661394225e+00,1.802819730062040327e+00,-5.940111199364858652e-02
9.910637261358930417e+00,1.448358536237138283e+00,3.213917142995147191e+00,6.277044561917924703e+00,3.883729291980654585e-02
3.032454966372316818e+00,1.981314312133702460e+00,1.217606841701974751e-01,3.110454818400204768e+00,2.519648278382866091e-01
4.662565618905671450e+00,5.320018699897800296e+00,7.056468185550857086e+00,4.483817791739648229e+00,7.601538116526411482e-02
5.500167377886899800e+00,4.350725360937859776e+00,4.354804569291878535e-01,8.469364061360089124e+00,2.711598742733246081e-01
2.966576542352025836e+00,7.606566014812569776e+00,9.938423679247962994e+00,6.281134492220482812e+00,-4.991524547333219680e-02
2.282925945878298890e+00,8.876944648848471786e+00,1.739208232285193612e+00,4.256960203293845169e+00,2.202417730540568164e-01
6.006350327462051109e-01,4.592004228362435825e+00,4.598392149769856552e+00,1.027535510555615428e+00,1.148113530765841432e-02
8.251986743870904917e+00,5.885109916822860443e-01,1.761168281702245597e+00,5.977537946019175763e+00,-5.670665179688473383e-03
9.725862773338199929e+00,4.554189411282847932e-01,6.503276633058037604e+00,6.578181043108185300e+00,-1.368867362018439116e-01
1.343019011518415073e+00,8.961267684328785066e+00,2.683068938723873309e+00,5.765811168404251230e-01,1.976534901497425112e-01
8.612325301645746833e+00,4.549680613068271207e+00,8.170941903455021915e+00,4.435259433109838945e+00,1.325958580166040623e-01
7.233340526461637054e+00,1.953540981273958588e+00,2.837890912024179979e+00,1.678717679688128905e+00,2.189089225444917075e-01
7.527230877648691809e+00,2.967016623553673682e+00,2.355133152283777509e+00,6.601265217505601690e+00,1.459474208397711081e-01
3.939274057982309785e+00,2.546992630255243473e+00,4.853523190797344178e+00,2.037847682057042586e+00,1.040530944123717189e-01
6.699916091768048920e-01,5.392404854805531222e+00,9.835848253053526946e+00,1.325572980031732406e+00,-4.289994893192000669e-02
6.935188923717515941e+00,2.454999113710959691e+00,3.866636960274761226e+00,6.776823055579910715e+00,3.797538723324792725e-02
9.625051643122031209e+00,7.517195207766805609e+00,7.662655547159912928e+00,4.561113842605140967e+00,2.514457459616530888e-01
6.621706642225454686e+00,9.712360253196962390e+00,9.249257039954265736e+00,4.437165986720170707e+00,1.958367391732865614e-01
2.417117904453338628e+00,7.339664539494888729e+00,5.322760017110575781e+00,5.702090906201620513e+00,2.370087174528453730e-02
5.413679114583238139e+00,8.791867309560092991e+00,5.748902869105154245e+00,5.405052625859190663e+00,1.928381000751539787e-01
1.304583916205203531e+00,7.088329174695011226e+00,2.025886816322819417e+00,6.239952316573242896e+00,4.783034982285376546e-02
7.206997606880939600e+00,1.305977822900433738e+00,2.655166567173061765e+00,1.950517112081957105e+00,1.415453622101663367e-01
6.761355519499254285e+00,9.972474884229995951e+00,3.619958913556224456e+00,1.017289420115877308e+00,4.554487583922183780e-01
4.523260593759010462e+00,8.377725020211363116e+00,5.102537498353543199e+00,5.191632286382331429e+00,1.762875146504167267e-01
1.857784876574175570e-01,9.342583908868521192e+00,6.878579283384702592e+00,8.417358024626045321e+00,-2.003439108572893090e-01
6.976241117453804153e-01,9.277185008659243337e+00,7.599263059166853296e+00,1.753433200501006040e+00,-2.040938277484464613e-03
6.851579095055118529e+00,3.165083776139872018e+00,7.353438351204541590e+00,2.367677083945871175e+00,1.426827354039282014e-01
6.954892098946938717e+00,7.094727170174053299e+00,2.148647676091380576e-01,2.321217684585268337e+00,5.113778820575565209e-01
5.794572336131929013e+00,7.999438889890890358e+00,5.086721800614813382e+00,5.115787336652139139e+00,2.192784310905257772e-01
2.354143105597464203e+00,7.279302443386828969e+00,1.966846305806530637e+00,1.709557253416191358e+00,2.775449616264766273e-01
6.665002713051935146e+00,9.909253701220285038e+00,1.480457424303184055e+00,9.623164515157806020e-01,5.162529426440908287e-01
1.144501495445982675e+00,1.407183230114939398e+00,8.800090998867631242e+00,2.463759308669142722e+00,-1.990670776608708670e-01
6.314037691284897669e+00,2.484826905422814036e+00,1.676169811974155932e+00,1.364879188872175630e+00,3.133657528977381035e-01
5.765947288747057087e+00,3.402505118682285778e-01,4.212323679026052758e+00,7.953186394745146437e+00,-1.738782341014991351e-01
3.619387003280679416e+00,3.250272326794083178e+00,5.254963666253507526e+00,1.068189931328194842e+00,1.914941093918746950e-01
2.269743811996278282e+00,6.197784655330988990e+00,8.660130496271948530e+00,7.291980761046673365e+00,-1.195355105261289991e-01
7.273368762947813870e+00,3.539093477589286607e+00,6.444671635140261756e+00,6.795021516369827097e+00,2.674317327240828893e-02
1.891820354626785772e+00,6.662655217898737270e+00,7.082497467645202605e+00,4.629464982160615416e-01,1.646187237359357791e-01
1.657811114866089675e+00,4.245862835511037936e+00,3.322202108127107145e+00,3.954617857239046241e+00,9.618893438964028209e-03
6.364364778750729812e+00,1.225410035150805044e+00,3.239189192719176269e+00,5.945162943678538703e+00,-2.468189452248386456e-02
6.640182855617460689e+00,7.131013852354799454e+00,3.624374865017379044e+00,6.071516632419914572e+00,2.491446847369388207e-01
1.109494072542611010e+00,2.482925075451690500e+00,5.004009703358800465e+00,1.703656756164787289e+00,-4.830022455689702426e-02
2.696654239652525042e+00,3.093555876659710435e+00,1.918155927924116932e+00,9.012488268483211939e+00,-4.874514315053413843e-03
1.076100737444012134e+00,4.877514328709215086e+00,7.879842953441959175e+00,9.253793939566248739e+00,-2.374506452240032206e-01
9.146931477577778580e+00,7.006473044397895755e+00,7.499903902034404268e+00,7.865389705139936183e+00,1.415458748143660905e-01
1.830264995366641945e-01,7.644560061507436721e+00,5.806522282033046878e+00,5.386256528402120658e+00,-1.635176082470909398e-01
3.575014619430346929e+00,4.596251623071080594e+00,6.841822221644927815e+00,5.720684911667087924e+00,-2.852062395630752811e-02
1.652527973570082187e+00,2.191402811368460934e+00,3.407198525159811364e+00,9.181098907288468780e+00,-1.844585157555556632e-01
4.723249282457071097e+00,9.141708611414605556e+00,6.605631902776285536e+00,5.051347117927564412e+00,1.592561212587104424e-01
9.077689838154059387e+00,8.595259422289341700e+00,8.883334368600031894e+00,6.342105028670257383e+00,1.870878210415571341e-01
7.103026125534470658e+00,3.758177533060071518e+00,1.956600982325943816e+00,6.285302533817201720e+00,2.096273874174296448e-01
3.665720170665752953e+00,1.803756564432832166e+00,6.643593059590982008e+00,8.335194705276853355e+00,-1.950679528602854429e-01
1.947871584818282598e+00,8.501688892084434457e+00,8.583360424976069325e+00,9.766476243625071829e-01,1.254372503440826792e-01
7.079620124420110017e+00,7.303033966885442929e+00,9.743209217105418318e+00,6.416192420305717903e+00,9.097436305379628940e-02
5.464967142577634718e+00,8.093766295867128591e+00,8.144899389125393796e+00,3.086922549733262522e-01,3.504198488115449761e-01
7.230870699516157352e+00,4.986337238286745688e+00,9.001346020155912342e+00,1.665650472590974596e-01,3.587492543740417039e-01
5.440673322190515693e-01,8.546111504591586083e+00,4.485339360774739603e+00,7.110550637119288808e+00,-1.201857783853179235e-01
1.814092179187036802e+00,8.185683693212042478e-01,2.161310003863125218e+00,7.614420572653527231e+00,-1.688691773566251275e-01
3.266745686631432388e+00,8.312013468167034347e+00,2.934007714867133743e+00,5.633978606001505796e+00,1.848546025818620098e-01
4.718713298246618670e+00,1.751503989141976136e+00,1.980808097267315881e+00,4.866200240980744773e+00,6.821959465454746629e-02
5.737515601238261986e+00,9.707936861798849293e+00,1.181221449315920102e+00,3.436605218202577472e-01,5.224287335776913732e-01
5.664730547979082154e+00,3.232560144524957657e+00,5.653291101289346976e+00,6.104919005957933464e+00,9.643348767137868358e-03
5.474865053101359180e+00,9.988921083420526870e+00,7.177985566355443048e+00,1.808789862058847620e+00,3.014637180931971638e-01
5.704551776508283822e+00,7.289506997716308501e-01,3.294049967429975467e+00,4.748049754251139731e+00,-6.465960929199886242e-02
4.233008668964633792e+00,3.984497698407148736e+00,8.013740029075270499e+00,4.084474480207960667e+00,4.892839417100044129e-03
2.860247203130302118e+00,7.606362726772698757e+00,4.646182586725273289e+00,2.184346544578205318e+00,1.981103052099378314e-01
5.229482454724757368e+00,6.700162351363475821e+00,6.233132515188843037e+00,1.533321001792043559e+00,2.892050844967079537e-01
1.306419081425564732e+00,3.924447819813504434e+00,6.667134745755359582e+00,4.380109311387922588e+00,-1.334932282057239017e-01
7.517786560712996113e+00,3.978844779399578258e+00,8.249620662292269202e+00,3.758463578559795293e-01,3.281507797511060698e-01
9.534063665828005796e+00,6.607350345882013976e+00,6.237079316227888803e+00,8.602856685007196802e+00,1.524988973844353113e-01
6.355552257554237805e-01,9.697978589093198210e+00,7.501431127218840089e+00,8.561978060409259683e+00,-1.665874060369607057e-01
7.845038697001164074e+00,4.275677300391906854e+00,2.136476919226664162e+00,9.045451785929861543e+00,1.793012898081500772e-01
2.315945622562936013e+00,4.996633968465221010e+00,4.347462124258542282e+00,9.228329147490294204e+00,-8.387855822425475949e-02
3.430472413850263358e+00,7.403673987937129830e+00,3.657697866140204201e+00,6.297656333004943541e+00,1.286659527597993902e-01
4.320279382632696286e-01,7.582353704259970684e+00,7.527384223277734598e+00,2.203998650254513691e+00,-6.340697222181092274e-02
9.693949389499376679e+00,9.919816642607559132e+00,7.359514607151366405e+00,2.261158560869728773e-01,4.716995999841968601e-01
5.664746493386899395e+00,7.471042680823479776e-01,4.949417393716796454e+00,5.080316677269099301e+00,-1.198536931412652745e-01
9.076561792173536425e-01,2.056695702173217732e+00,1.186720695540412374e+00,9.295929872520568571e-01,1.123746401835370445e-01
3.283400782051590472e+00,5.979650320378988582e+00,1.057855324825485166e+00,3.674634325863269879e+00,3.102458982719895064e-01
9.775082555568721077e+00,2.629471883681737676e+00,4.958089841577771217e+00,3.762456895720781569e-01,3.295781638286020554e-01
6.944084498674948369e-01,9.695298614264576287e+00,5.539067001344696983e+00,4.317160760232154004e+00,-5.269443021598323174e-02
9.187270444142761505e+00,8.865217345108433733e+00,3.396882902720114839e+00,5.539024129515024875e+00,3.577788481219971173e-01
2.867153445097137876e+00,8.249766825982021601e+00,6.736934956498527249e+00,9.360870975694425056e+00,-4.596628694141596111e-02
8.710823008804297052e-01,2.020462997276125439e+00,5.361632877574216138e+00,9.112724066178772730e+00,-2.857315272202928247e-01
6.283993491428327971e+00,1.283164107561631573e+00,7.977523886323067082e+00,5.411000083677389938e+00,-1.305856056232373996e-01
8.972741055560158330e+00,6.270368507098156741e+00,1.261431517791600510e-01,3.202475548424488672e+00,4.876234881287526135e-01
3.727515472651927730e+00,2.150105474347151713e+00,9.536704605372712251e+00,8.718397317173858241e+00,-2.290684973805643676e-01
3.531546896194277974e+00,6.293978629927427626e+00,9.312135167995631235e+00,6.645535336116736858e+00,-5.367717786060956925e-02
2.697458271483001990e+00,1.373233582746125281e+00,1.657520261182561017e+00,8.317872538640312285e+00,-6.825434371218547236e-02
3.181347166122055814e+00,9.099533422964823259e+00,9.532169134293382307e-01,9.006784011171932391e+00,2.515326015588079112e-01
7.685641746834422916e-01,6.584993478712449999e+00,5.659906626274829655e+00,5.535990158136341321e+00,-1.240467845839877958e-01
5.102183675078802771e+00,8.586093705029592016e+00,5.377899390547226766e+00,4.735221920146706620e-01,3.827103751219078087e-01
3.481523998706788525e+00,2.592432612573098538e+00,9.311584289954012661e+00,6.025374241342679404e+00,-1.670975959125898802e-01
1.744808757674700894e+00,6.917226630209984073e+00,7.791180452884792551e+00,1.534702025239542467e+00,7.475198783412162484e-02
7.251465266465991100e+00,5.615608451206312246e+00,4.541158416359503569e+00,5.505905902980312128e+00,2.027632104867096996e-01
8.943047672279817562e+00,3.256489375325715585e+00,3.513126939194877174e+00,2.237180538300088006e+00,2.806331366558803553e-01
8.090828604853706807e+00,5.194252819499061147e+00,5.582771357541203905e+00,8.262651480626406197e+00,1.037862720461507349e-01
1.441910727313929774e+00,3.543135111980022511e+00,7.935497619105419176e+00,9.298249456025828863e+00,-2.526520667585464563e-01
9.144046718832031573e+00,9.414506938340622133e-01,1.889009346881111551e+00,2.449492752094363901e+00,1.091989274187186720e-01
4.147199816616823576e+00,8.434123807493758562e+00,3.574525096208204467e+00,3.586536825337448331e+00,2.627699922131688792e-01
9.154412428305342075e+00,6.934294396905182900e+00,4.018604781065079123e+00,3.624425006172759534e-01,4.888101532467373778e-01
9.280026975366649777e-01,5.456355996564374422e+00,8.824109774303943610e+00,1.006200737141659030e+00,1.009475083295379924e-02
9.839520239675746183e+00,7.784883299451458072e+00,6.247492999362858512e+00,9.779129660997121221e+00,1.666988188869139575e-01
1.057721131024518257e+00,2.909836549852739207e+00,3.852212330122658290e+00,5.796426269173550416e+00,-1.597841019543135010e-01
7.479705599282515216e+00,5.459227967367620060e+00,5.073010712241767806e+00,4.112657980985799711e+00,2.317206786360955506e-01
7.172688491610152539e+00,2.870608719515554963e-01,8.074095168656219457e+00,4.645048841856620037e+00,-1.878477140870548068e-01
7.595958606812464708e+00,1.351631647034772454e+00,2.534314814356311008e+00,2.565674043802509630e+00,1.271467708477279912e-01
2.522174139167294715e+00,5.877606587011684702e+00,2.650857471059610226e+00,3.874379309225862489e+00,1.565854926150134219e-01
7.504503552019933466e+00,8.938499989176985849e+00,8.444160405959665994e+00,1.252770881965953098e+00,3.541359487997936539e-01
5.177721811452008716e+00,4.004250628187312699e+00,6.782106325578079797e+00,3.409188386672341586e+00,9.634542777286017601e-02
5.657894675332668655e-01,1.124791132523177417e+00,4.848858147371310601e+00,7.007007692868419291e+00,-3.017729398146649089e-01
1.065538052012493075e+00,8.150874654927954266e-01,8.838785516530604625e+00,9.001870700723198837e+00,-3.540448910513777081e-01
2.874349339275206638e+00,3.110682704200956383e+00,6.408114860926293899e-01,3.524422694783017729e+00,2.441271758171893735e-01
8.489744572084296337e+00,8.106812618574640084e+00,1.409081949453310889e+00,7.863755195019234812e+00,3.649067869177529122e-01
4.313269382491680126e+00,6.319073290356585382e+00,3.743748213708896433e+00,3.110578178743995892e+00,2.445835090165224823e-01
2.813034722331125614e+00,7.793302714454611646e+00,1.084819240503315241e+00,2.370426117224874840e+00,3.391644521338959550e-01
5.395525043312518143e+00,6.330364995777387982e+00,6.812024886839659565e+00,2.069129256510783499e+00,2.445746068181272326e-01
3.369167776278955806e+00,2.566313378605291629e+00,8.030020298834262604e+00,1.953583386104517317e+00,1.373635733525019505e-02
3.149956900500019419e+00,2.957599403348717182e+00,4.221067908810564262e+00,5.165192944343684367e+00,-2.411611768429374261e-02
2.062200239641031718e+00,2.332872228518577895e+00,6.347511030702634116e+00,9.585634899542635479e-01,5.212841181225066900e-02
3.577837027430055716e+00,1.168141858428665802e+00,3.270669753890548037e+00,3.332326902671826740e+00,-3.330665383989903777e-02
1.740366047232453361e+00,1.304138474299850303e+00,5.850659874849251096e+00,9.178588793610037655e+00,-2.799873810672603436e-01
5.783631620815866903e+00,3.282269029841748953e+00,3.183266794442892511e+00,8.996795625717124878e+00,4.241600976352734309e-02
3.830698978279806877e+00,7.729636206383437624e+00,5.153057221057808057e+00,7.863917086083990426e+00,6.421749288462659522e-02
4.903051247004537871e-01,2.684363219462765127e+00,2.147595736732681893e+00,4.257699047932804071e+00,-1.230655297860098196e-01
2.239592878853381652e+00,5.206302980992482787e+00,4.625743701874492686e+00,6.909027683794366936e+00,-4.810216078434411541e-02
4.836285996657441189e+00,1.967994021799537752e+00,4.395463320969479781e+00,7.059486236083826860e+00,-6.920614828416071784e-02
2.852477951697514946e+00,5.476623504315134561e+00,6.021357835895219113e-01,1.293589034676443150e+00,3.931421628472954732e-01
8.835109223365709141e+00,9.542268399115370059e+00,1.759283792987818673e+00,5.108996872288471991e+00,4.329969869008627459e-01
6.765583263959028537e-01,3.051101511639330077e+00,6.951371984680293714e+00,5.124023341470057780e+00,-2.289295281667440285e-01
6.514473305252475477e+00,1.985107019475174983e+00,5.313515170822565636e+00,6.036972234348715105e+00,-3.104574534705052680e-02
8.623756369396405219e+00,7.940324667349518251e+00,2.962442763627739950e+00,7.358335535866714849e+00,3.044226135374537567e-01
9.216010639934506088e+00,3.961835728553757097e+00,3.187611728393208832e+00,7.645651497212744729e+00,1.648519146555285642e-01
4.893622907780334153e+00,8.719984938237191230e+00,7.113071505651413773e+00,1.397560623873020269e+00,2.896417728799005054e-01
4.090724015484950016e+00,7.639870882269238272e+00,3.375861670141240278e+00,9.144663290451971349e+00,1.180421426343189195e-01
4.529466753507753740e-01,4.443507295146768676e+00,4.599413910643603387e+00,7.728382186010896326e+00,-2.196809225785422981e-01
4.699996151538458733e+00,3.389913121752722525e+00,8.088193029289270086e+00,3.981252176833421252e+00,-1.695588029597639920e-03
6.534041923721781941e+00,7.775509055033285932e+00,6.339293560981215769e+00,8.814158353972005866e-01,3.778101054000509440e-01
3.448397418659832070e+00,7.423481236293004493e+00,5.870892557981723492e+00,7.113007622837930199e-01,2.777559495096070807e-01
1.701235578476899324e+00,8.422983219296552804e+00,8.233819894760333824e+00,6.590556313248181475e+00,-8.558641021829786755e-02
4.759163944038009575e+00,3.604372499057951096e+00,1.831880270498347008e+00,6.365184370701215677e+00,1.573808673442993467e-01
1.706954572116629709e+00,4.177153966533333040e+00,1.802108492352080704e+00,1.159648228735691955e+00,2.181744610431754217e-01
5.623550189055771753e+00,8.742282549498426647e+00,3.298948776764371260e+00,2.605684559912015974e+00,3.665823728468629583e-01
4.624261010066516242e+00,5.828981700299357804e+00,5.222296705631837455e+00,4.039024558949491528e+00,1.571767909500594029e-01
9.948591846044093856e+00,7.837311740366279089e+00,8.165797530508173807e+00,3.733315001295552271e+00,2.828238567405310100e-01
1.712665473993197907e+00,3.973454081365160651e+00,3.327851312320335708e+00,1.093075600040657624e+00,1.518313112378874286e-01
6.388604538452804960e+00,9.278100914732119620e+00,4.624189553188388757e+00,9.093303769855785035e+00,1.842591335104239725e-01
2.074211504684018159e+00,5.796310918224228947e-01,2.162951024079462492e+00,5.510548230207942488e+00,-1.499846844296549853e-01
