L,E,T,T_noisy
7.215382522401537768e-01,7.230002863434226157e-01,7.460031934701392142e-01,7.477926953757367823e-01
2.640922753073757789e+00,8.681649137334703781e-01,2.462491079638640112e-01,2.399047727804620445e-01
1.701697855536974169e+00,3.764345653154347882e-01,6.087491296470488172e-02,5.893250109239891316e-02
6.819830614756425824e-01,6.519102527331376296e-01,8.673421564802141770e-01,8.634681712272079812e-01
1.694462984293619634e+00,5.026142008649446824e-01,1.099430009624061955e-01,1.103197941736747262e-01
6.125203172539340768e-01,3.537112727628639042e-01,5.661080414171619779e-01,5.687064785279281054e-01
1.295888408820283333e+00,5.095239178896863175e-01,2.436497140497942415e-01,2.460328685925758929e-01
2.744084808687299759e+00,6.918005713528544431e-01,4.604581990908302586e-02,4.738212196425997669e-02
1.359768033369494367e+00,4.115870473314726663e-01,1.484167641463556842e-01,1.489132169147444062e-01
1.331073478672642363e+00,6.553092252304084653e-01,3.430707898575254822e-01,3.415386664579719289e-01
1.259841501772033467e+00,8.472655726556839184e-01,4.435728284065443838e-01,4.460096542431523647e-01
1.924719747184597374e+00,5.191997207224818833e-01,7.715882937464409175e-02,7.840545763187842243e-02
1.747489728422698452e+00,7.208726959040654414e-01,1.943732485813817468e-01,1.926846370680404541e-01
1.453366413966407533e+00,7.655610187369794595e-01,3.057654838743866788e-01,3.032063545249789605e-01
2.630318067467834364e+00,5.953101388014654383e-01,3.615567939899248795e-02,3.489832757075230635e-02
1.670623821364980888e+00,8.749075315567962363e-01,3.742830884904368993e-01,3.764467145020620187e-01
2.593791336835430172e+00,4.364774147651206970e-01,1.198426606548862877e-02,1.448598672914275763e-02
1.509000273157969918e+00,7.615877096532115420e-01,2.835714451618888132e-01,2.868030361891952817e-01
1.378504416567955637e+00,8.959328914216859729e-01,5.218531908133894337e-01,5.203023457899236259e-01
9.406279864052498052e-01,4.420266707319050470e-01,3.770090416850422343e-01,3.762893286872824317e-01
6.689880297092174466e-01,6.847350786180788074e-01,8.344464804324099871e-01,8.372118886854630349e-01
1.929275614519662785e+00,6.104250393036780853e-01,1.236747840727416836e-01,1.241148943826256013e-01
1.390755344698201057e+00,5.294405766669874058e-01,2.230684609017725140e-01,2.245969032947701671e-01
8.652698952917290409e-01,6.050053030664426235e-01,6.884058946248471367e-01,6.857640000333445895e-01
1.816637497506357501e+00,5.675840791584408906e-01,1.246503518600935723e-01,1.239115678451421787e-01
2.294529846878009760e+00,7.072119602928899074e-01,8.904039952505582445e-02,8.900882156023914860e-02
2.074461594876465309e+00,8.651772606020353695e-01,2.760475897951029101e-01,2.753397574538949399e-01
5.478806501375117488e-01,5.322595609667692962e-01,9.088561130895811413e-01,9.080286517502911270e-01
1.425678094117103445e+00,3.021504072112430883e-01,8.467635989314518941e-02,8.141167981046118496e-02
2.179415216225233376e+00,8.027256946975156460e-01,1.530050983895235306e-01,1.562673067296217744e-01
1.489810491295059824e+00,7.090835173752138010e-01,2.746660349993939043e-01,2.749640055959467477e-01
1.598647832329664897e+00,5.438644948766768739e-01,1.632444118172426684e-01,1.603378002350128173e-01
2.472804622192672941e+00,3.235508952539871141e-01,7.710484520335349548e-03,9.871991724798563281e-03
8.861433006103248688e-01,8.579289937925747012e-01,6.345138430242079908e-01,6.346587110105018636e-01
9.272086632365595937e-01,6.674870951648748107e-01,6.132558058158960046e-01,6.147034499319493639e-01
2.418750017021897403e+00,6.195529783135905744e-01,5.746803467931924786e-02,5.709971038838319163e-02
2.800138735502075704e+00,7.455225450608514715e-01,5.689585823805194675e-02,5.534992754688713296e-02
9.106494591198348587e-01,6.366818166621982522e-01,6.460899661512187198e-01,6.445952660053981820e-01
6.456678519472848210e-01,8.609777244351735082e-01,7.764116809097963978e-01,7.771237434913277342e-01
2.542100120854773770e+00,7.968832163301117211e-01,1.055609319973292715e-01,1.071373152343585017e-01
1.917667017896464099e+00,4.102060725531495589e-01,4.397715911553518042e-02,4.498540608273993158e-02
1.110078154760598457e+00,3.655431592852067535e-01,2.181006857033073454e-01,2.194222991201411344e-01
6.170191429178299991e-01,8.299614180357060000e-01,7.886498722239653203e-01,7.910897039404486408e-01
1.876014695874263616e+00,8.545914935593050821e-01,2.786668312208247511e-01,2.792780879185872145e-01
8.827623755617273194e-01,6.314012135127609060e-01,6.744546340204559121e-01,6.765028608847660774e-01
2.750694511305572298e+00,5.201464322613653657e-01,1.633513684409143574e-02,1.859408908179747619e-02
2.763263082790678116e+00,7.520577089017941308e-01,6.176289985994889986e-02,6.239614693240471549e-02
2.338987460923944717e+00,7.434237612982141918e-01,9.579543088909758808e-02,9.569542186890858670e-02
2.958781033800703231e+00,8.281400252247439475e-01,1.131043502186754868e-01,1.122905671571780145e-01
1.263654790419176166e+00,8.742171533443281461e-01,4.864375794846158563e-01,4.840905145980285429e-01
7.960606481627905406e-01,7.196217520351715358e-01,6.864265575122279195e-01,6.833742126959490015e-01
2.108012171349438191e+00,6.116150673224480805e-01,9.235200143879403190e-02,9.504319732045792002e-02
1.110825430432482497e+00,5.311033440618904145e-01,3.718085473627319448e-01,3.718504702233306203e-01
2.238669825883960574e+00,7.045235007077496059e-01,9.534362657303241395e-02,9.431727051046674692e-02
6.831289546882214347e-01,5.790493735421398114e-01,8.614202417736116502e-01,8.646488442461216506e-01
1.356045804002605770e+00,3.785266371013351616e-01,1.330933509391420688e-01,1.351120546826212188e-01
2.144082941743052473e+00,8.698299991194611280e-01,2.845188740120995208e-01,2.847169783934213605e-01
2.842327887276126397e+00,3.014348853716009025e-01,2.789711798894512016e-03,4.882639495293763718e-03
7.140530151463881925e-01,8.873823663933835260e-01,7.570996262407937438e-01,7.568039426037211914e-01
1.629479310219430932e+00,8.800860971333683835e-01,4.006611672341177099e-01,4.014684110674184292e-01
2.865424892366779996e+00,6.662173797904835659e-01,3.512643815534614161e-02,3.886071076099903432e-02
6.344447814268536767e-01,5.791490293192735894e-01,9.229510310892181657e-01,9.251641250472151246e-01
1.638600734406261861e+00,3.838902827316432731e-01,7.245110327775236558e-02,7.200242860321849625e-02
2.369520417251580469e+00,8.029901905870566736e-01,1.286408201735809442e-01,1.301298912480086667e-01
1.699394640972169856e+00,7.810556407213127272e-01,2.342564219121044400e-01,2.367249086478942499e-01
2.631406865413759455e+00,3.322439549978207785e-01,5.628859779651545527e-03,5.502385302296921264e-03
1.507618635027929477e+00,7.361801567090495713e-01,2.745801927219132521e-01,2.738575945700737480e-01
1.265130169501428758e+00,3.300564970423518485e-01,1.376269187156110574e-01,1.414957818959116098e-01
5.636077322641809273e-01,6.044346875192359025e-01,1.050849457268612896e+00,1.050380864483511312e+00
1.730779095781235455e+00,5.100286517946591713e-01,1.064778109035605103e-01,1.039683454121059364e-01
2.950529576420946931e+00,5.139279969538094184e-01,1.072015952980130346e-02,1.114441220093387482e-02
2.783924220233823466e+00,7.365510563895389939e-01,5.481814277110420852e-02,5.954349235176260163e-02
5.019205873540800722e-01,4.537352045243518983e-01,7.904050893039150649e-01,7.918251702240258760e-01
5.796979921143734504e-01,3.625801047336422167e-01,6.066234254809426130e-01,6.087114601546996795e-01
6.464849059204396120e-01,3.201162585313896969e-01,5.032333163378449603e-01,4.990822807445043363e-01
2.647773460955288538e+00,7.680079602856493270e-01,7.743089492447072231e-02,7.652354194768130891e-02
1.410712127914156122e+00,7.391534876749035199e-01,3.131282470880972224e-01,3.157519303118422882e-01
1.190279169579804952e+00,4.607717324162314831e-01,2.480596490577197943e-01,2.474742238975041475e-01
2.357000855050515042e+00,5.130693123960541335e-01,3.241093519638425791e-02,3.527456459894241780e-02
1.344974035097770804e+00,6.994519468651518856e-01,3.356669251731157488e-01,3.368581777787637566e-01
1.457480084799679609e+00,3.368230537712519901e-01,9.042402066901285285e-02,9.146185341291386550e-02
2.244067397282095033e+00,7.912623278789113757e-01,1.344246668657999022e-01,1.380358680541261818e-01
2.731757380642881650e+00,6.300308593024452897e-01,3.684000578795796482e-02,3.608712285359298721e-02
9.439101642475093978e-01,5.646683101082894396e-01,5.569649022803844218e-01,5.562864365569036851e-01
1.008737199150144148e+00,3.028787435215570256e-01,2.262081624641693878e-01,2.266829337624604312e-01
9.975922037159119515e-01,8.330518532339183935e-01,5.551598834537424532e-01,5.558623423557109700e-01
2.860817983039169565e+00,3.620766548287099873e-01,4.080236716644191144e-03,9.514480096842565723e-04
1.898860542491775716e+00,7.861618928059688205e-01,1.894340754114097469e-01,1.921605869870577354e-01
2.551666653683722696e+00,7.318634367007277319e-01,7.027995919498042365e-02,7.100562038556892941e-02
9.736096845171557934e-01,7.190881053370188347e-01,5.520686141339754549e-01,5.520060646430021700e-01
2.659474786282035375e+00,5.376695153577742969e-01,2.229767449502542687e-02,2.381037033317899218e-02
1.245876437794665392e+00,5.867860655162899786e-01,3.633549703757737448e-01,3.628338215751220064e-01
2.050235325701667222e+00,7.381166088055088892e-01,1.348999700024069714e-01,1.375871433213137485e-01
1.041379348582358144e+00,7.825650281619932480e-01,5.090117211768716565e-01,5.094145578020028431e-01
1.782088216812670822e+00,3.792165403526318035e-01,5.139360988323066204e-02,5.310951478500308687e-02
2.383501158457088209e+00,8.388881425122600710e-01,1.745751596566985642e-01,1.730760576794729833e-01
9.413295799456131707e-01,5.836566373421230303e-01,5.907794100801724291e-01,5.904962972461960113e-01
2.910350212966640093e+00,6.714347587598643585e-01,3.375770391269490578e-02,3.477279824927809182e-02
2.622368167267416172e+00,7.188577703282343911e-01,6.064067881759696577e-02,5.901924081276014450e-02
2.258529352811981639e+00,6.307570830219819680e-01,7.705758125532830016e-02,7.600529392574509324e-02
2.384348942077670230e+00,4.754667781558561956e-01,2.378566045403456702e-02,2.394607681382689840e-02
1.210384837051740270e+00,6.460951976637006045e-01,4.126217109938097316e-01,4.151098771442604529e-01
7.316499808642386027e-01,5.612513703232142603e-01,7.653740929208345811e-01,7.671577991896945115e-01
1.313430787405512667e+00,5.591050340922514295e-01,2.926373920502332027e-01,2.947057420698496188e-01
8.313903286478783183e-01,6.668580553981269254e-01,6.984322507038565053e-01,6.992979539955849200e-01
1.336127029724792692e+00,8.420875673287782082e-01,4.071523386090067920e-01,4.092135128217547213e-01
2.418342207168554303e+00,3.976057372105795129e-01,1.367214143299264571e-02,1.700954481084472961e-02
9.283627704805276215e-01,3.533956245683301800e-01,3.095035612351742516e-01,3.100948430229777397e-01
6.853559769640455990e-01,5.553318458499754140e-01,8.046410516780748701e-01,8.057654860343833603e-01
2.519337649592626960e+00,5.685788605688320008e-01,3.637110074165322837e-02,3.779125281928547020e-02
2.831322516567766012e+00,7.344183155877376246e-01,5.128298097335918376e-02,4.753093304753067821e-02
1.525861971366726078e+00,5.405977874581830989e-01,1.835271463361736188e-01,1.835774806262765180e-01
1.038070726667700727e+00,6.019050958604008628e-01,5.264263317310768908e-01,5.275096618053606301e-01
2.712750776560804766e+00,5.505668273477417607e-01,2.255436866257709908e-02,2.430794052259713581e-02
6.423120299018407753e-01,3.335763281460573104e-01,5.193005914566765080e-01,5.189025250508038090e-01
1.367426204348030749e+00,5.949722566513095945e-01,3.034802550382205144e-01,3.056727754967376587e-01
2.513169993523999501e+00,8.559878999964605217e-01,2.048733551280594312e-01,2.038335569051467899e-01
2.328390252539110694e+00,5.830377050315393994e-01,5.559506355851208392e-02,5.548057371344947836e-02
2.404813883119551576e+00,7.286694027502161886e-01,8.310967374983130318e-02,8.671107456733764818e-02
1.702049167083485415e+00,4.975419837332325512e-01,1.055639168893868357e-01,1.030963200514223299e-01
2.259624743025686389e+00,3.021787436625223422e-01,1.124513839097571188e-02,1.131625750449363754e-02
1.260318509345868643e+00,8.674428256858601749e-01,4.739130424762856286e-01,4.738423971019872227e-01
2.663603059992549760e+00,7.243489439122157147e-01,5.914630872545081908e-02,5.918592875854976343e-02
2.469842603625542310e+00,3.814111671365875145e-01,1.106417809545521581e-02,1.021345269673794645e-02
2.855325052066103986e+00,8.797502575627409449e-01,3.253976691046299163e-01,3.269085531015167301e-01
2.413891988042548675e+00,8.182339127462252559e-01,1.398981352404233824e-01,1.379665245321278488e-01
2.320869372885453252e+00,4.005010251725446557e-01,1.722699116502375213e-02,1.478952360718166839e-02
9.737127230820131762e-01,6.875997766414961854e-01,5.642561061401114575e-01,5.654154908850408390e-01
1.923169890410425964e+00,7.651725686205250732e-01,1.715414535108695238e-01,1.693531123183069365e-01
6.894344874616410435e-01,5.199705889215902044e-01,7.139237593047793595e-01,7.148633490173796901e-01
2.792693826128701318e+00,5.466804966550826705e-01,1.896424500494396648e-02,1.919375283529917500e-02
2.495108315585580883e+00,8.575933990831869913e-01,2.112323974528325377e-01,2.100445467630325247e-01
1.836846120128660997e+00,6.747164401698686476e-01,1.606708731383986455e-01,1.601605875873912954e-01
2.582128118532237782e+00,7.939966259896746870e-01,9.963067979821624287e-02,9.960790856411579075e-02
2.672073691340274504e+00,8.732513399150174660e-01,2.733495181792376938e-01,2.744175825302241911e-01
1.394103006710849080e+00,7.688237786592599932e-01,3.304663378798672890e-01,3.293691912850111869e-01
2.182476211946311029e+00,6.443761549596881411e-01,8.998675455934704304e-02,8.972871520599065565e-02
8.292175464871947010e-01,5.587741295261635655e-01,6.549033607920370370e-01,6.521976747800690699e-01
6.236726178331254422e-01,8.060192563071642002e-01,7.858355830810035414e-01,7.854393735228075712e-01
2.433678461814664296e+00,4.484132719193009153e-01,1.806964976729813141e-02,1.438301371818872729e-02
1.044861225824047946e+00,3.056210496910846675e-01,2.101572108044589271e-01,2.102074834216744459e-01
1.512921267587033602e+00,8.359545018903151714e-01,3.379211809170107328e-01,3.371477820508120837e-01
1.723811128205244181e+00,3.204622606479852753e-01,4.491353519976595821e-02,4.922791984567406742e-02
2.861324451690684612e+00,8.822910845242510902e-01,3.496462460742001399e-01,3.523407016899858801e-01
2.444986273343918270e+00,3.418551830073089381e-01,9.207597457593289306e-03,9.029728250056462402e-03
1.871972450767290130e+00,3.044323897350749153e-01,2.906386960580390963e-02,3.107639166244185666e-02
2.521915247352660927e+00,4.034155823503493554e-01,1.129809709035591893e-02,1.197803731806715462e-02
1.122779069880260217e+00,7.891750453258017384e-01,4.659265941733464200e-01,4.637415193860636164e-01
7.147323073477247490e-01,7.579497176056675389e-01,7.316334256648494572e-01,7.268920726702761126e-01
1.137430389247934936e+00,3.489481871150807990e-01,1.954226592958326625e-01,1.977376192500000796e-01
1.989302619402971928e+00,7.453499676321795331e-01,1.489240090717618981e-01,1.497974769270850603e-01
1.340450658126544514e+00,4.415289005626679697e-01,1.719079799445647760e-01,1.680912839240128742e-01
2.970949969678871039e+00,7.881913207448431047e-01,6.849385840514549129e-02,6.985433877257361812e-02
1.880686815825602709e+00,4.097968714566986859e-01,4.759430973549180766e-02,4.950425456604559682e-02
1.920731765510223399e+00,4.874547719879012142e-01,6.485349164621631579e-02,6.356883755780033673e-02
2.354797891913701591e+00,3.373448433436748162e-01,1.104949586375023572e-02,1.270691851297488066e-02
1.787568097241573284e+00,8.710058718460929050e-01,3.388223108885605739e-01,3.354602689667510185e-01
9.344073277563775815e-01,3.481025612805718206e-01,3.015843697809489354e-01,3.012203915336492677e-01
1.003504729072723256e+00,7.162651771988202132e-01,5.320883887863728789e-01,5.322303431209075564e-01
1.634322951337769281e+00,7.610138951057987544e-01,2.421181738230135938e-01,2.437513034288525116e-01
1.132325884256020876e+00,5.615777204752891993e-01,4.037425876708944927e-01,4.046069213057419400e-01
1.017797535088035943e+00,7.385259554146724748e-01,5.191789140398881397e-01,5.196897285490464924e-01
1.419487179562717083e+00,7.304027774136598872e-01,3.072227798250290465e-01,3.083984181121057211e-01
2.505512341120320396e+00,7.293468312904695106e-01,7.351462810012515670e-02,7.227063309426177973e-02
2.662326877836118211e+00,5.105242172767270326e-01,1.781791672770175264e-02,2.083557626371233817e-02
1.158403484337227507e+00,5.554418650185353190e-01,3.772361471824496881e-01,3.766162706120280701e-01
9.941114748985018235e-01,4.176743302668272650e-01,3.195306399662929397e-01,3.211773767083734854e-01
5.899118743051313674e-01,4.651347698777724693e-01,7.144485379686166260e-01,7.144992380298605950e-01
5.231827068302092876e-01,4.664395150484853536e-01,7.878461646996044454e-01,7.874112832333736156e-01
1.416864770674228335e+00,4.007874008085850481e-01,1.262879389859550006e-01,1.275149596268136398e-01
9.840610435639201015e-01,7.269302175171961089e-01,5.430183754504056548e-01,5.439661052953999043e-01
1.759070836457706566e+00,5.801514647615819698e-01,1.468175555343620431e-01,1.495578419134532544e-01
8.285495129966803374e-01,8.758434113872228810e-01,6.832592849994596484e-01,6.854611136969882557e-01
2.066897446866120092e+00,6.000348054609144777e-01,9.451954791142143375e-02,9.343905721942540044e-02
1.893283749363200652e+00,7.758740802721573182e-01,1.839435784250108008e-01,1.849995955687943339e-01
2.784783738083544957e+00,7.159614366443260991e-01,4.889228560613345653e-02,4.915075464430293528e-02
2.526733578811463321e+00,5.172506405686474462e-01,2.422910436312362970e-02,2.269247295653873883e-02
8.040364012969996033e-01,5.205738255756469091e-01,5.990991802081165885e-01,5.969528756667423774e-01
1.867470046841372300e+00,3.143758262458405950e-01,3.090597640475253177e-02,3.146849154958783479e-02
1.417526476111660827e+00,6.652218829515232912e-01,3.009955088675903001e-01,2.999787176051383342e-01
6.028211187446476105e-01,5.500730179204446069e-01,8.908647452242792752e-01,8.881443351315555512e-01
1.875310211044371789e+00,3.922502610494587039e-01,4.429500359165623041e-02,4.415721231319678225e-02
2.939201775408114337e+00,3.384322091711340352e-01,2.897296972487395025e-03,3.390110228740794533e-03
8.630837835389438828e-01,8.656985188976404899e-01,6.541068181651612523e-01,6.543557438368527990e-01
5.124329882185338914e-01,3.563885271434529267e-01,6.696434161712829791e-01,6.672839541727413337e-01
9.958925978914006105e-01,4.040840949561811390e-01,3.072286302696205507e-01,3.061178172816034770e-01
1.574352078839816427e+00,8.942285218592280760e-01,4.737756693258234897e-01,4.765596457542393694e-01
1.160588595476549578e+00,8.781244945580335415e-01,5.336139949958739193e-01,5.321211874807802999e-01
2.233234183983321852e+00,8.582939386510612945e-01,2.363286398572945757e-01,2.357204978531677875e-01
1.168155922293377280e+00,5.586526659584232224e-01,3.756645544533049330e-01,3.803171093895523769e-01
2.656742904775557967e+00,4.696739998038212960e-01,1.324228531094585534e-02,1.398155412000982173e-02
8.206648365083129004e-01,4.441656747315714249e-01,4.701879834636930600e-01,4.692254199367085210e-01
8.885032092995619468e-01,8.916916509476771058e-01,6.781356440919938944e-01,6.742875086128642392e-01
2.923443251071014881e+00,6.437725056686725011e-01,2.941993265774532629e-02,3.007475141537855126e-02
6.832286250507714209e-01,4.928061232425691163e-01,6.651736029996497823e-01,6.624317515124092948e-01
2.387499560108634178e+00,7.311279418706719824e-01,8.577988047769329050e-02,8.576303380379035612e-02
7.094194035636248730e-01,7.584322674451395851e-01,7.355462377141575026e-01,7.338451063876140212e-01
8.968503265064651231e-01,3.534417392313866091e-01,3.302181668841578377e-01,3.269016852370497106e-01
2.061773592288478785e+00,6.626186078913315347e-01,1.123821765319390487e-01,1.157147523835568154e-01
2.562091054974886539e+00,8.937878982348985701e-01,4.495403244025812928e-01,4.493535924709537444e-01
2.042089839434850340e+00,6.018467537185792082e-01,9.928760390709306938e-02,1.011493596699906822e-01
2.990782730924444799e+00,3.255399373730367141e-01,2.347623541765981106e-03,3.847375841039906656e-03
2.965662658249444306e+00,7.369477912359565508e-01,4.488710189717786542e-02,4.344687370165153245e-02
8.742063151288979039e-01,6.558230594921374834e-01,6.682645470143755428e-01,6.684612158772197388e-01
1.665910261090219668e+00,4.436968433685058444e-01,8.819273336677990738e-02,8.749640665315208676e-02
1.673438848970861592e+00,4.282369193320444412e-01,8.111390502592821794e-02,8.305832738678498028e-02
9.666048471595183322e-01,5.453733718133213504e-01,5.017645487059226861e-01,5.026404723490736082e-01
2.146810013211414958e+00,4.438252997090199603e-01,3.202720864091268549e-02,3.133219697499079609e-02
2.674807391082880681e+00,7.866088027203941291e-01,8.652037679514387736e-02,8.985009513246965118e-02
2.348286732663360077e+00,3.057881222285309120e-01,9.287785110056756901e-03,1.033711354104394423e-02
2.472280140491601941e+00,4.999695554881866122e-01,2.365723546816918266e-02,2.459198070083494156e-02
1.152238343469976334e+00,5.391617941060433683e-01,3.571813492338908880e-01,3.556262562092919466e-01
1.914744249612442717e+00,6.558148886201204952e-01,1.392710035689237458e-01,1.400955071070921765e-01
9.429800520322126900e-01,8.366148993213482488e-01,5.875719126593630381e-01,5.846520153887253546e-01
2.408104171496908474e+00,7.550865871084935232e-01,9.312054967778263248e-02,9.405340832509424820e-02
2.825889205117387615e+00,3.333070890594588276e-01,3.620489683154673195e-03,1.758334181853122690e-03
1.745018996210792039e+00,7.893743256336300806e-01,2.276003994131748087e-01,2.279749431357841749e-01
1.795003454044815872e+00,6.788700605460368243e-01,1.718641100692879231e-01,1.713166207677585262e-01
2.346586103087880737e+00,8.589954674147759484e-01,2.273688533730507388e-01,2.278324750965866896e-01
2.734210537980773736e+00,6.201680553402120211e-01,3.508976784371234392e-02,3.581077108296480682e-02
7.300842941436456179e-01,4.027945762238493432e-01,5.037212380534766831e-01,5.036107478718732100e-01
2.383882479709246827e+00,4.308811729052915984e-01,1.799349339966800979e-02,1.788496902613925105e-02
2.738691681228436980e+00,8.668575707261971797e-01,2.375685987427347545e-01,2.345949949767800191e-01
1.021143328004741058e+00,3.293329844610627388e-01,2.380070770938376157e-01,2.342112432623516260e-01
1.237706077867022803e+00,3.783124624164205807e-01,1.722934003595572861e-01,1.748165784869662454e-01
1.676481888641079054e+00,7.435855431533380244e-01,2.220685294242333296e-01,2.232164968114611348e-01
1.987611850072133590e+00,8.886507472829077159e-01,3.923857217643568207e-01,3.894274229442010737e-01
1.644825663433834073e+00,3.020129114671862847e-01,4.982530245654142459e-02,5.364371021563086456e-02
1.933137864656433447e+00,6.725016047732532698e-01,1.386446424119914811e-01,1.372158509205280430e-01
1.470466248574303414e+00,7.902741455009706373e-01,3.124038953289006715e-01,3.134258204579943863e-01
1.554387069846397518e+00,6.537897837858552830e-01,2.432144396796067642e-01,2.440649014995827371e-01
1.276626122913958383e+00,6.175099229972418335e-01,3.678088742015923618e-01,3.680259862360809597e-01
2.134654661644296070e+00,7.494235259129937710e-01,1.258344629606602261e-01,1.270514027818782921e-01
2.844599600489733593e+00,4.450273005309982599e-01,7.578587254965379882e-03,4.830746047992039507e-03
2.964352921878527169e+00,4.979229179563302576e-01,9.094611606995718286e-03,9.022330359975731795e-03
1.455698333877991413e+00,7.846391433757872180e-01,3.144726574419262621e-01,3.139645480372927899e-01
6.119593864386120297e-01,5.717732272879230138e-01,9.359779677704528345e-01,9.361530942152171963e-01
2.086135110927841652e+00,4.442457244710819042e-01,3.647681777204599823e-02,3.592846370796262678e-02
2.883788876368731380e+00,7.669646491877508687e-01,6.093381771152359128e-02,5.964969118067724174e-02
2.882110688522556696e+00,3.151031183905761424e-01,2.799774652208034207e-03,1.337444325475285094e-03
2.216596779912942239e+00,5.468765525050687248e-01,5.338837668678445003e-02,5.515772787452363768e-02
1.436428456276990007e+00,4.477925241100806364e-01,1.445477451427850668e-01,1.428517419380853082e-01
7.080502396607908366e-01,7.739746433312014728e-01,7.313176916832165864e-01,7.320426122917311762e-01
1.654770076715887939e+00,5.593959957917828962e-01,1.596383644613240671e-01,1.603381276056105309e-01
2.137535784989845755e+00,7.440189333470711430e-01,1.230459385996917898e-01,1.228501396209796537e-01
2.306561273180864013e+00,6.053918811910353748e-01,6.491370326293773030e-02,6.576044377452584799e-02
2.154210363468998857e+00,5.608267633050931789e-01,6.556554361612428050e-02,6.664971875650761712e-02
2.466785659902480443e+00,8.389924131005050967e-01,1.666746691078356823e-01,1.656103584018629726e-01
7.816935015802285447e-01,4.841237459891386541e-01,5.559410853790190954e-01,5.566134161099466349e-01
1.794275369375202267e+00,7.288724014318812561e-01,1.849160949760414452e-01,1.887272013608196075e-01
1.629157374652528745e+00,6.620580999201095551e-01,2.177566840550951843e-01,2.156148655418100579e-01
1.752864618566204902e+00,6.440822848259816213e-01,1.766925677208317502e-01,1.760877498496224991e-01
1.664898704575039412e+00,5.251141493051607601e-01,1.308178305056518775e-01,1.292839712481786973e-01
2.011696300318007502e+00,4.562801545125634295e-01,4.549096101707939682e-02,4.946098365824901782e-02
7.665180883494109310e-01,4.672091114988801697e-01,5.451369856162365801e-01,5.423314106607035612e-01
5.266186368875231949e-01,3.140490433938062931e-01,6.172660285455764395e-01,6.172801958293331337e-01
1.591713480055414465e+00,7.906545697020925800e-01,2.719380609579910013e-01,2.737963395598504435e-01
1.971427832797900459e+00,3.727110166884859410e-01,3.242681407102429580e-02,3.069041503098743004e-02
1.560450824965475825e+00,7.697049529259167855e-01,2.697746430685004637e-01,2.695026185153321929e-01
1.786821415941962421e+00,8.913609370497037609e-01,4.275729968919766422e-01,4.261490591723786636e-01
1.502220895730068229e+00,3.094315995961480770e-01,7.265901067757671306e-02,6.997815174785003423e-02
2.531886683814054795e+00,5.182176320365905475e-01,2.417310785956454031e-02,2.403102491096256038e-02
2.525400968184716266e+00,4.008073878758378616e-01,1.103155211204754141e-02,1.201794225242775946e-02
8.776509473102127590e-01,5.413124771147180825e-01,5.717308239022381722e-01,5.709339912344866264e-01
2.059484540953199883e+00,4.747944043183411900e-01,4.567772920218787780e-02,4.600396627746650841e-02
1.808081717444077974e+00,3.932707237660020283e-01,5.170574903117330229e-02,5.307034439519517366e-02
6.400534487872653333e-01,3.665697212600688148e-01,5.514579056688441172e-01,5.538426807554321929e-01
7.201849641241162558e-01,4.021150426461372884e-01,5.117947281632565515e-01,5.093256064308212538e-01
2.535248801935638063e+00,7.575285778952315363e-01,8.177054712293274630e-02,8.299305548100859020e-02
2.289794075325152001e+00,7.528326317418647662e-01,1.057663240383256986e-01,1.045238178779482052e-01
8.945501417335689487e-01,8.489162289320637544e-01,6.228652837419383914e-01,6.190971046984252713e-01
1.967002817438445517e+00,3.048380190612024476e-01,2.313915156867525982e-02,2.158318830849808440e-02
2.733964209654711652e+00,6.740970584858179127e-01,4.350178272117723177e-02,4.478162399133508997e-02
1.808009193249249691e+00,5.931427130231194944e-01,1.426409003920715013e-01,1.432534189479953701e-01
2.003135311031122523e+00,4.867529007961250986e-01,5.478122537303769385e-02,5.258805864574982863e-02
2.192453953529113875e+00,7.380266754603739265e-01,1.124997461699782098e-01,1.157081509665531249e-01
1.823700859938106156e+00,6.198032948604659254e-01,1.511396921745011557e-01,1.519435976465817739e-01
2.698264597474464566e+00,4.265897213220003481e-01,9.010513690210253043e-03,8.872224668797366182e-03
1.138247620587414577e+00,6.523376849639961339e-01,4.589322515464575036e-01,4.578483330003991214e-01
1.064185280804526679e+00,7.217850822078659689e-01,4.910312929775363378e-01,4.918642695285384558e-01
7.521714712966425243e-01,8.713743580083204154e-01,7.204354960843313282e-01,7.196599813125973411e-01
1.611015700216484658e+00,5.300440712332972204e-01,1.485546995871195319e-01,1.508194412631178594e-01
1.316546651239538068e+00,6.668041936129538438e-01,3.502543321718664671e-01,3.508795476683779224e-01
1.749526495506454449e+00,7.719977711079517579e-01,2.155394642929064353e-01,2.167667371837568024e-01
9.366304428560674467e-01,7.887082346722010806e-01,5.735384361727180469e-01,5.729268530464904918e-01
1.701536297524067098e+00,4.606098360654066193e-01,8.839850431321372159e-02,8.544853577181911464e-02
1.740256363385959126e+00,4.123163513793041135e-01,6.545867205749235362e-02,6.651064938147532857e-02
1.264164546852704074e+00,3.473685746733165547e-01,1.465284362107472094e-01,1.445140702611635297e-01
2.510769051792424378e+00,6.238949686700596686e-01,5.054311403782044132e-02,5.033072183677077954e-02
1.763307495923422064e+00,7.677575396562967835e-01,2.096620921860828379e-01,2.096337541706233543e-01
1.986521906032288065e+00,4.285439894429491359e-01,4.150343062326119353e-02,3.994528072884925840e-02
